
[00:00:00.000 --> 00:00:07.000]  我們在正式講道之前做個簡單的祈禱
[00:02:44.000 --> 00:02:47.000]  在法庭上做見證人
[00:02:47.000 --> 00:02:52.000]  你需要很老實地說出你所見到或聽到的說話
[00:02:52.000 --> 00:02:54.000]  這樣就可以了
[00:02:54.000 --> 00:02:57.000]  但是做耶穌復活的見證人
[00:02:57.000 --> 00:03:02.000]  不單止你要將所見所聽到的真理說出來之後
[00:03:02.000 --> 00:03:04.000]  你還要怎麼樣呢?
[00:03:04.000 --> 00:03:06.000]  你還要活出來
[00:03:06.000 --> 00:03:13.000]  在生活裡面去活出與耶穌基督的吩咐
[00:03:13.000 --> 00:03:18.000]  在《路加福音》最後那一章,即是二十四章
[00:03:18.000 --> 00:03:23.000]  這一章是寄述耶穌復活之後
[00:03:23.000 --> 00:03:27.000]  向不同的群體去顯現
[00:03:27.000 --> 00:03:32.000]  而最後一段與門徒的對話
[00:03:32.000 --> 00:03:36.000]  你可以說是他升天之前最後的一段說話
[00:03:36.000 --> 00:03:41.000]  是吩咐門徒要去做他的見證人
[00:03:41.000 --> 00:03:48.000]  就是要向世人宣講他復活的訊息
[00:03:48.000 --> 00:03:50.000]  他從死裡復活
[00:03:50.000 --> 00:03:55.000]  吩咐不單止要傳福音
[00:03:55.000 --> 00:03:58.000]  還要去建立教會
[00:03:58.000 --> 00:04:03.000]  從聖經這裡的啟示
[00:04:03.000 --> 00:04:07.000]  去傳福音是很明顯的吩咐
[00:04:07.000 --> 00:04:10.000]  因為很清楚字面上是這樣說
[00:04:10.000 --> 00:04:17.000]  而建立教會其實是隱藏在字裡行間的意思
[00:04:17.000 --> 00:04:22.000]  建立教會是傳福音裡面的過程的順理成章
[00:04:22.000 --> 00:04:26.000]  和必然會發生的事
[00:04:26.000 --> 00:04:29.000]  今天我就和大家一起去看看
[00:04:29.000 --> 00:04:32.000]  耶穌要我們做他的見證人
[00:04:32.000 --> 00:04:37.000]  其實他心底下的心意是怎麼樣的
[00:04:37.000 --> 00:04:39.000]  我們今天去看這件事
[00:04:39.000 --> 00:04:45.000]  我們可以作出適當的回應
[00:04:45.000 --> 00:04:49.000]  從這張聖經的啟示
[00:04:49.000 --> 00:04:53.000]  我首先看到的就是
[00:04:53.000 --> 00:04:57.000]  教會開始慢慢地成形
[00:04:57.000 --> 00:04:59.000]  早期教會成形
[00:04:59.000 --> 00:05:02.000]  在耶穌基督復活之後
[00:05:02.000 --> 00:05:05.000]  慢慢地已經成形
[00:05:05.000 --> 00:05:10.000]  首先是這張聖經24章第一段的經文
[00:05:10.000 --> 00:05:13.000]  就是1-12節
[00:05:13.000 --> 00:05:16.000]  1-12節是寄述耶穌復活之後
[00:05:16.000 --> 00:05:21.000]  首先向莫大拉的瑪利亞和其他婦女顯現
[00:05:21.000 --> 00:05:23.000]  而這些婦女
[00:05:23.000 --> 00:05:27.000]  馬上就去向使徒向門徒
[00:05:27.000 --> 00:05:30.000]  去匯報耶穌基督復活的消息
[00:05:30.000 --> 00:05:33.000]  這個是我上一次講道講過的
[00:05:33.000 --> 00:05:36.000]  24章的第二段經文
[00:05:36.000 --> 00:05:40.000]  就是13-33節
[00:05:40.000 --> 00:05:44.000]  是寄述耶穌復活之後
[00:05:44.000 --> 00:05:47.000]  向第二個群體
[00:05:47.000 --> 00:05:51.000]  向以馬五師這個地方的路上的
[00:05:51.000 --> 00:05:54.000]  其中兩個門徒來顯現
[00:05:54.000 --> 00:05:57.000]  而這兩個門徒也都立即
[00:05:57.000 --> 00:06:03.000]  向使徒和門徒這個群體匯報
[00:06:03.000 --> 00:06:06.000]  耶穌基督復活的消息
[00:06:06.000 --> 00:06:08.000]  今天看的這一段聖經
[00:06:08.000 --> 00:06:13.000]  其中這一節就是24章34節
[00:06:13.000 --> 00:06:16.000]  24章34節說
[00:06:16.000 --> 00:06:18.000]  這句話是其他門徒說的
[00:06:18.000 --> 00:06:21.000]  不是那兩個回來匯報的那兩個人說的
[00:06:21.000 --> 00:06:23.000]  雖然他好像直接反駁
[00:06:23.000 --> 00:06:24.000]  其實不是
[00:06:24.000 --> 00:06:25.000]  是那班人說的
[00:06:25.000 --> 00:06:28.000]  那班人說主果然復活
[00:06:28.000 --> 00:06:34.000]  已經顯現給西門,即彼得看了
[00:06:34.000 --> 00:06:36.000]  這一節聖經很特別
[00:06:36.000 --> 00:06:40.000]  這一節聖經有些好像很突然
[00:06:40.000 --> 00:06:45.000]  好像是想突出彼得的地位
[00:06:45.000 --> 00:06:47.000]  是不是呢?
[00:06:47.000 --> 00:06:49.000]  但其實不是
[00:06:49.000 --> 00:06:55.000]  反而是要淡化彼得的重要性
[00:06:55.000 --> 00:06:57.000]  大家想想
[00:06:57.000 --> 00:07:01.000]  耶穌向其他群體顯現的時候
[00:07:01.000 --> 00:07:06.000]  在聖經裡面是有較詳細的描述的
[00:07:06.000 --> 00:07:12.000]  但形容彼得見到耶穌的只是多少?
[00:07:12.000 --> 00:07:18.000]  只是短短的一句話
[00:07:18.000 --> 00:07:23.000]  說到顯現見到耶穌的次序
[00:07:23.000 --> 00:07:30.000]  彼得是排在一班婦女和另外兩個普通的門徒之後
[00:07:30.000 --> 00:07:35.000]  所以在耶穌復活顯現這件事上
[00:07:35.000 --> 00:07:42.000]  彼得並沒有一個特殊的地位
[00:07:42.000 --> 00:07:48.000]  相反,他還要向眾門徒和其他仕徒匯報
[00:07:48.000 --> 00:07:52.000]  他見到主耶穌的消息
[00:07:52.000 --> 00:07:55.000]  大家都不知道
[00:07:55.000 --> 00:07:57.000]  所以大家看到嗎?
[00:07:57.000 --> 00:07:59.000]  耶穌復活之後的顯現
[00:07:59.000 --> 00:08:04.000]  是帶給門徒和仕徒一個新的聚會模式
[00:08:04.000 --> 00:08:09.000]  這個模式就是他們會在一個固定的地方聚會
[00:08:09.000 --> 00:08:16.000]  聚會的時候,各人就會將耶穌基督復活的訊息帶回這個團體裡面
[00:08:16.000 --> 00:08:18.000]  以致大家得到鼓勵
[00:08:18.000 --> 00:08:22.000]  大家也可以喜樂滿足
[00:08:22.000 --> 00:08:32.000]  這個就是成為初期新約、初期教會的一個聚會模式
[00:08:32.000 --> 00:08:39.000]  在裡面分享耶穌基督復活的訊息和喜樂
[00:08:39.000 --> 00:08:42.000]  但是到了聖靈降臨之後
[00:08:42.000 --> 00:08:47.000]  這個復活的訊息,即是福音就向外傳
[00:08:47.000 --> 00:08:51.000]  先傳來,然後向外傳
[00:08:51.000 --> 00:08:58.000]  這個模式適不適合我們現代的教會所應用呢?
[00:08:58.000 --> 00:09:02.000]  適合
[00:09:02.000 --> 00:09:04.000]  當我們應用的時候
[00:09:04.000 --> 00:09:07.000]  就是初信主的人
[00:09:07.000 --> 00:09:12.000]  要在教會裡面認真學習基督復活的訊息
[00:09:12.000 --> 00:09:14.000]  即是學習真理
[00:09:14.000 --> 00:09:17.000]  學習耶穌基督的真理
[00:09:17.000 --> 00:09:20.000]  即是接受裝備
[00:09:20.000 --> 00:09:25.000]  然後就順從聖靈的帶領向外傳福音
[00:09:25.000 --> 00:09:28.000]  傳講耶穌基督復活的福音
[00:09:28.000 --> 00:09:33.000]  讓別人可以得救
[00:09:33.000 --> 00:09:37.000]  相信大家都聽到了
[00:09:37.000 --> 00:09:39.000]  我們要接受裝備
[00:09:39.000 --> 00:09:42.000]  然後去傳福音
[00:09:42.000 --> 00:09:44.000]  婦女要去傳
[00:09:44.000 --> 00:09:48.000]  弟兄要去傳
[00:09:48.000 --> 00:09:50.000]  普通的信徒要去傳
[00:09:50.000 --> 00:09:53.000]  屬靈領袖都要去傳
[00:09:53.000 --> 00:09:57.000]  大家都要去傳福音
[00:09:57.000 --> 00:10:00.000]  這是第一點
[00:10:00.000 --> 00:10:06.000]  我相信是耶穌基督叫我們做見證人的心意
[00:10:06.000 --> 00:10:08.000]  這個心意就是說
[00:10:08.000 --> 00:10:14.000]  我們要成為一個傳福音的教會
[00:10:14.000 --> 00:10:21.000]  我們要成為傳福音教會裡面的信徒
[00:10:21.000 --> 00:10:24.000]  第二點
[00:10:24.000 --> 00:10:28.000]  我相信耶穌基督叫我們做見證人的第二點的心意就是
[00:10:28.000 --> 00:10:33.000]  我們要認識清楚這個復活的真理
[00:10:33.000 --> 00:10:35.000]  不要搞錯
[00:10:35.000 --> 00:10:37.000]  因為很快
[00:10:37.000 --> 00:10:39.000]  在早期的教會裡面
[00:10:39.000 --> 00:10:41.000]  我們從普羅的書信裡面已經看到
[00:10:41.000 --> 00:10:43.000]  已經有一些異端
[00:10:43.000 --> 00:10:48.000]  是說耶穌基督的復活只是靈性上或者是精神上的復活
[00:10:48.000 --> 00:10:51.000]  不是實質真的復活
[00:10:51.000 --> 00:10:53.000]  不是身體的復活
[00:10:53.000 --> 00:10:56.000]  普羅在書信裡面指責那些異端
[00:10:56.000 --> 00:10:57.000]  不是
[00:10:57.000 --> 00:10:59.000]  這樣說是錯的
[00:10:59.000 --> 00:11:02.000]  因為聖經很清楚告訴我們
[00:11:02.000 --> 00:11:04.000]  耶穌基督復活
[00:11:04.000 --> 00:11:06.000]  祂復活了的身體
[00:11:06.000 --> 00:11:12.000]  和祂之前被釘在十字架上的身體是同一個身體
[00:11:12.000 --> 00:11:23.000]  而且這個復活了的身體是完全正常運作的一個血肉之軀
[00:11:23.000 --> 00:11:29.000]  我們看三十六節
[00:11:29.000 --> 00:11:31.000]  正說者說的時候
[00:11:31.000 --> 00:11:35.000]  耶穌親自站在他們中間說:願你們平安
[00:11:35.000 --> 00:11:37.000]  三十七
[00:11:37.000 --> 00:11:39.000]  他們卻驚慌害怕
[00:11:39.000 --> 00:11:41.000]  以為所看見的是雲
[00:11:41.000 --> 00:11:43.000]  雲這個字即是靈
[00:11:43.000 --> 00:11:45.000]  或者是鬼
[00:11:45.000 --> 00:11:47.000]  三十八節
[00:11:47.000 --> 00:11:49.000]  耶穌說你們為什麼受煩
[00:11:49.000 --> 00:11:51.000]  為什麼起疑念呢
[00:11:51.000 --> 00:11:53.000]  三十九節
[00:11:53.000 --> 00:11:55.000]  你們看我的手我的腳
[00:11:55.000 --> 00:11:57.000]  就知道實在是我了
[00:11:57.000 --> 00:11:59.000]  摸我看看
[00:11:59.000 --> 00:12:01.000]  雲無骨無肉
[00:12:01.000 --> 00:12:03.000]  你們看我是有的
[00:12:03.000 --> 00:12:11.000]  這句聖經是表示耶穌的手和他的腳
[00:12:11.000 --> 00:12:14.000]  是有被釘過的痕跡的
[00:12:14.000 --> 00:12:17.000]  手和腳的釘痕
[00:12:17.000 --> 00:12:23.000]  就是辨認耶穌身體的一個獨特的記號
[00:12:23.000 --> 00:12:33.000]  這樣就證明了耶穌是帶著一個血肉之軀的身體復活
[00:12:33.000 --> 00:12:42.000]  復活了的耶穌是一個所謂有血有肉的活人
[00:12:42.000 --> 00:12:44.000]  不是一個靈
[00:12:44.000 --> 00:12:46.000]  不是一個精神
[00:12:46.000 --> 00:12:48.000]  不是一個幻覺
[00:12:48.000 --> 00:12:55.000]  是真真實實的一個肉身身體的復活
[00:12:55.000 --> 00:12:57.000]  還有
[00:12:57.000 --> 00:12:59.000]  四十二節
[00:12:59.000 --> 00:13:03.000]  他們便給他一片笑語
[00:13:03.000 --> 00:13:04.000]  四十三節
[00:13:04.000 --> 00:13:07.000]  他接過來在他們面前吃了
[00:13:07.000 --> 00:13:13.000]  這樣表示證明耶穌復活的身體
[00:13:13.000 --> 00:13:16.000]  不單是一個有血有肉的身體
[00:13:16.000 --> 00:13:20.000]  也是一個可以正常運作的身體
[00:13:20.000 --> 00:13:31.000]  就好像平常人可以吃東西的身體
[00:13:31.000 --> 00:13:33.000]  想起吃東西就是
[00:13:33.000 --> 00:13:35.000]  正常人可以吃東西
[00:13:35.000 --> 00:13:37.000]  我們知道如果你做了一個大手術
[00:13:37.000 --> 00:13:40.000]  或者你曾經一個受很嚴重重傷
[00:13:40.000 --> 00:13:42.000]  暈了昏迷然後醒來的人
[00:13:42.000 --> 00:13:46.000]  你可不可以馬上像正常人一樣吃東西
[00:13:46.000 --> 00:13:47.000]  不可以
[00:13:47.000 --> 00:13:48.000]  我試過做完手術之後
[00:13:48.000 --> 00:13:51.000]  我做過胃手術割了半個胃
[00:13:51.000 --> 00:13:52.000]  不可以的
[00:13:52.000 --> 00:13:59.000]  起碼隔很多天才吃流質的食物
[00:13:59.000 --> 00:14:03.000]  大家知道耶穌不是復蘇
[00:14:03.000 --> 00:14:05.000]  他是復活
[00:14:05.000 --> 00:14:08.000]  大家不要搞錯
[00:14:08.000 --> 00:14:10.000]  你大病初癒復蘇
[00:14:10.000 --> 00:14:13.000]  你不能馬上吃東西
[00:14:13.000 --> 00:14:18.000]  耶穌基督是從死裡復活
[00:14:18.000 --> 00:14:20.000]  他等於正常人一樣
[00:14:20.000 --> 00:14:25.000]  可以吃東西
[00:14:25.000 --> 00:14:27.000]  44節
[00:14:27.000 --> 00:14:28.000]  耶穌對他們說
[00:14:28.000 --> 00:14:34.000]  這就是我從前與你們同在之時所告訴你們的話說
[00:14:34.000 --> 00:14:36.000]  摩西的律法先知的書
[00:14:36.000 --> 00:14:42.000]  和詩篇上所記的凡指著我的話都必須應驗
[00:14:42.000 --> 00:14:43.000]  45節
[00:14:43.000 --> 00:14:45.000]  於是耶穌開他們的心竅
[00:14:45.000 --> 00:14:48.000]  使他們能明白聖經
[00:14:48.000 --> 00:14:49.000]  46節
[00:14:49.000 --> 00:14:50.000]  又對他們說
[00:14:50.000 --> 00:14:52.000]  照經上所寫的
[00:14:52.000 --> 00:14:53.000]  基督必受害
[00:14:53.000 --> 00:14:55.000]  第三日從死裡復活
[00:14:55.000 --> 00:14:56.000]  47節
[00:14:56.000 --> 00:15:00.000]  並且人要奉他的名傳悔改謝罪的道
[00:15:00.000 --> 00:15:06.000]  從耶路撒冷起直傳道萬光
[00:15:06.000 --> 00:15:11.000]  這四節的聖經有什麼意思呢?
[00:15:11.000 --> 00:15:14.000]  這四節的聖經是再一次說明
[00:15:14.000 --> 00:15:16.000]  耶穌基督的死和復活
[00:15:16.000 --> 00:15:21.000]  不是一件偶然發生的事
[00:15:21.000 --> 00:15:22.000]  偶然發生的事
[00:15:22.000 --> 00:15:24.000]  如果是很奇怪很奇妙
[00:15:24.000 --> 00:15:28.000]  人很自然就會當它是神蹟
[00:15:28.000 --> 00:15:29.000]  當然是神蹟
[00:15:29.000 --> 00:15:31.000]  就會變成一種宗教信仰
[00:15:31.000 --> 00:15:33.000]  很多宗教信仰都是這樣
[00:15:33.000 --> 00:15:36.000]  在歷史上突然有一件事很奇怪發生了
[00:15:36.000 --> 00:15:37.000]  人們就當是神蹟
[00:15:37.000 --> 00:15:39.000]  因為很奇怪的時候
[00:15:39.000 --> 00:15:40.000]  就是神蹟
[00:15:40.000 --> 00:15:45.000]  人們就會當成一種宗教信仰創立
[00:15:45.000 --> 00:15:49.000]  但是耶穌基督復活
[00:15:49.000 --> 00:15:53.000]  不是一件歷史偶然發生的事
[00:15:53.000 --> 00:15:57.000]  是應驗聖經裡的寓言
[00:15:57.000 --> 00:15:59.000]  應驗聖經的寓言
[00:15:59.000 --> 00:16:03.000]  就是完全符合神的計劃
[00:16:03.000 --> 00:16:07.000]  在神的計劃裡
[00:16:07.000 --> 00:16:10.000]  未信的人對耶穌復活
[00:16:10.000 --> 00:16:15.000]  可能是一件難以置信的事
[00:16:15.000 --> 00:16:17.000]  但是可以告訴他們
[00:16:17.000 --> 00:16:19.000]  耶穌復活這件事
[00:16:19.000 --> 00:16:21.000]  是有根有據
[00:16:21.000 --> 00:16:26.000]  是千真萬確的
[00:16:26.000 --> 00:16:28.000]  耶穌基督復活
[00:16:28.000 --> 00:16:33.000]  不單止開了門徒的心竅
[00:16:33.000 --> 00:16:35.000]  更加重要的是
[00:16:35.000 --> 00:16:40.000]  他開了人類的永生之門
[00:16:40.000 --> 00:16:42.000]  耶穌基督復活
[00:16:42.000 --> 00:16:45.000]  不單止是一件歷史事實
[00:16:45.000 --> 00:16:51.000]  他更加改寫了人類歷史的進程
[00:16:51.000 --> 00:16:53.000]  人類的歷史進程是怎樣的呢?
[00:16:53.000 --> 00:16:57.000]  原本就是向著死亡的這條路走
[00:16:57.000 --> 00:16:59.000]  是死路一條
[00:16:59.000 --> 00:17:02.000]  人人必有一死
[00:17:02.000 --> 00:17:06.000]  但是耶穌基督的復活改寫了這個方向
[00:17:06.000 --> 00:17:08.000]  令人可以選擇
[00:17:08.000 --> 00:17:12.000]  因信耶穌而可以有死後復活
[00:17:12.000 --> 00:17:16.000]  和永生盼望的這條生路
[00:17:16.000 --> 00:17:23.000]  可以選擇這條生路
[00:17:23.000 --> 00:17:26.000]  耶穌就是叫我們
[00:17:26.000 --> 00:17:31.000]  將這條可以走生路的消息
[00:17:31.000 --> 00:17:35.000]  傳給萬邦
[00:17:35.000 --> 00:17:38.000]  既然耶穌這樣吩咐我們
[00:17:38.000 --> 00:17:41.000]  所以後來記載在《仕途行傳》裏面
[00:17:41.000 --> 00:17:43.000]  所發生的事就是
[00:17:43.000 --> 00:17:45.000]  傳福音、建立教會
[00:17:45.000 --> 00:17:49.000]  所有這些事都不是偶然發生的
[00:17:49.000 --> 00:17:54.000]  也是按著神的計劃來發生
[00:17:54.000 --> 00:17:58.000]  弟兄姊妹
[00:17:58.000 --> 00:18:02.000]  所以我們現今參與教會
[00:18:02.000 --> 00:18:05.000]  發展教會、傳福音
[00:18:05.000 --> 00:18:09.000]  建立教會、訓練門徒
[00:18:09.000 --> 00:18:12.000]  所有這些事不是偶然的
[00:18:12.000 --> 00:18:17.000]  是完全符合神的救恩計劃
[00:18:17.000 --> 00:18:20.000]  在神的計劃裏面
[00:18:20.000 --> 00:18:22.000]  弟兄姊妹
[00:18:22.000 --> 00:18:26.000]  信徒能夠活在神的計劃裏面
[00:18:26.000 --> 00:18:29.000]  能夠參與神計劃裏面的工作
[00:18:29.000 --> 00:18:31.000]  這是很大的福氣
[00:18:31.000 --> 00:18:33.000]  是很大的恩典
[00:18:33.000 --> 00:18:35.000]  很大的滿足
[00:18:35.000 --> 00:18:39.000]  我們要珍惜這件事
[00:18:39.000 --> 00:18:43.000]  我們看48節
[00:18:43.000 --> 00:18:50.000]  「你們就是這些事的見證」
[00:18:50.000 --> 00:18:54.000]  還是說「見證」就是見證人的字
[00:18:54.000 --> 00:18:56.000]  主耶穌說
[00:18:56.000 --> 00:19:02.000]  我們就是基督從死裡復活的見證人
[00:19:02.000 --> 00:19:04.000]  我相信大家都聽到了
[00:19:04.000 --> 00:19:08.000]  我們信徒就是耶穌復活的見證人
[00:19:08.000 --> 00:19:12.000]  當我們已經明白
[00:19:12.000 --> 00:19:15.000]  剛才聖經所說的意思之後
[00:19:15.000 --> 00:19:19.000]  我們就知道主耶穌叫我們做見證人
[00:19:19.000 --> 00:19:22.000]  祂的心意是怎樣
[00:19:22.000 --> 00:19:26.000]  祂的心意叫我們做見證人
[00:19:26.000 --> 00:19:29.000]  不是好像在法庭上做見證人
[00:19:29.000 --> 00:19:32.000]  在法庭上做見證人
[00:19:32.000 --> 00:19:34.000]  祂只需要說了一次
[00:19:34.000 --> 00:19:40.000]  下了口供之後就沒事了
[00:19:40.000 --> 00:19:45.000]  但是做耶穌的見證人不是這樣
[00:19:45.000 --> 00:19:47.000]  不是說一次就算了
[00:19:47.000 --> 00:19:49.000]  或者很清楚地說一次
[00:19:49.000 --> 00:19:50.000]  不是
[00:19:50.000 --> 00:19:53.000]  是活出來
[00:19:53.000 --> 00:19:56.000]  是生命的流露
[00:19:56.000 --> 00:19:58.000]  是生命的投入
[00:19:58.000 --> 00:20:00.000]  是生命的毀身
[00:20:00.000 --> 00:20:04.000]  一生活在耶穌基督的吩咐裡
[00:20:04.000 --> 00:20:05.000]  一路生活
[00:20:05.000 --> 00:20:06.000]  一路傳福音
[00:20:06.000 --> 00:20:09.000]  一路建立教會
[00:20:09.000 --> 00:20:17.000]  這樣來見證耶穌基督的復活
[00:20:17.000 --> 00:20:19.000]  簡單來說
[00:20:19.000 --> 00:20:21.000]  做耶穌基督復活的見證人
[00:20:21.000 --> 00:20:27.000]  就是要盡心盡力建立一間傳福音的教會
[00:20:27.000 --> 00:20:33.000]  我們自己做一個傳福音的信徒
[00:20:33.000 --> 00:20:36.000]  我相信這個聖經很清楚地告訴我們
[00:20:36.000 --> 00:20:41.000]  我們也很清楚地聽到
[00:20:41.000 --> 00:20:43.000]  我很感謝神
[00:20:43.000 --> 00:20:44.000]  祂賜給我們
[00:20:44.000 --> 00:20:48.000]  將會有一個較大的地方來聚會
[00:20:48.000 --> 00:20:50.000]  大家都可以預備時間
[00:20:50.000 --> 00:20:53.000]  心情六月七日我們會一起去那裡
[00:20:53.000 --> 00:20:54.000]  有聯合崇拜
[00:20:54.000 --> 00:20:57.000]  先去感受一下大地方的感覺
[00:20:57.000 --> 00:20:59.000]  在那裡去榮耀神
[00:20:59.000 --> 00:21:00.000]  去感謝神
[00:21:00.000 --> 00:21:01.000]  讚美神
[00:21:01.000 --> 00:21:07.000]  六月七日
[00:21:07.000 --> 00:21:09.000]  但同時我們需要
[00:21:09.000 --> 00:21:12.000]  應該好好把握
[00:21:12.000 --> 00:21:13.000]  有大地方
[00:21:13.000 --> 00:21:16.000]  把握參與服事的機會
[00:21:16.000 --> 00:21:17.000]  好好去裝備自己
[00:21:17.000 --> 00:21:21.000]  預備將來去傳福音
[00:21:21.000 --> 00:21:24.000]  所以在這裡再一次呼籲大家
[00:21:24.000 --> 00:21:27.000]  如果你有一些可以服事
[00:21:27.000 --> 00:21:29.000]  或者傳福音的計劃
[00:21:29.000 --> 00:21:32.000]  我很歡迎你來跟我分享
[00:21:32.000 --> 00:21:39.000]  我一定會盡力去支持你
[00:21:39.000 --> 00:21:43.000]  在我們粵語部的事工計劃裡
[00:21:43.000 --> 00:21:48.000]  我們將會組織一個全新概念的
[00:21:48.000 --> 00:21:52.000]  接待來賓的綜合事工
[00:21:52.000 --> 00:21:55.000]  一個這樣的事工
[00:21:55.000 --> 00:21:57.000]  全新概念
[00:21:57.000 --> 00:22:01.000]  是一個怎樣去接待來賓的綜合事工
[00:22:01.000 --> 00:22:02.000]  怎樣綜合呢
[00:22:02.000 --> 00:22:04.000]  就是將接待
[00:22:04.000 --> 00:22:05.000]  將關懷
[00:22:05.000 --> 00:22:06.000]  將探訪
[00:22:06.000 --> 00:22:07.000]  將傳福音
[00:22:07.000 --> 00:22:12.000]  結合在一起
[00:22:12.000 --> 00:22:13.000]  如果你想不通
[00:22:13.000 --> 00:22:14.000]  不奇怪的
[00:22:14.000 --> 00:22:16.000]  是新的
[00:22:16.000 --> 00:22:18.000]  也歡迎你來給意見
[00:22:18.000 --> 00:22:20.000]  也歡迎你參與
[00:22:20.000 --> 00:22:23.000]  這個事工將會是一個
[00:22:23.000 --> 00:22:25.000]  非常刺激
[00:22:25.000 --> 00:22:29.000]  非常有挑戰性的事工
[00:22:29.000 --> 00:22:36.000]  你會考慮和參與
[00:22:36.000 --> 00:22:39.000]  另外一樣就是本地短宣的方面
[00:22:39.000 --> 00:22:40.000]  我們很感謝神
[00:22:40.000 --> 00:22:42.000]  有些弟兄姊妹已經開始
[00:22:42.000 --> 00:22:46.000]  來參與本地的短宣事工
[00:22:46.000 --> 00:22:49.000]  我們計劃將會在五月底
[00:22:49.000 --> 00:22:51.000]  上去杜魯夫
[00:22:51.000 --> 00:22:54.000]  大家知道杜魯夫最北的大湖旁邊的大城市
[00:22:54.000 --> 00:22:57.000]  其實它們連在一起是superior的
[00:22:57.000 --> 00:22:59.000]  我們這裡叫雙城
[00:22:59.000 --> 00:23:00.000]  上面叫什麼
[00:23:00.000 --> 00:23:02.000]  兩個大城市連在一起叫什麼
[00:23:02.000 --> 00:23:06.000]  很少人提
[00:23:06.000 --> 00:23:10.000]  英文就是Twin Ports
[00:23:10.000 --> 00:23:13.000]  Twin Ports兩個海港的城市
[00:23:13.000 --> 00:23:14.000]  近海港
[00:23:14.000 --> 00:23:15.000]  因為它們在湖邊
[00:23:15.000 --> 00:23:17.000]  兩個都是
[00:23:17.000 --> 00:23:18.000]  雙港
[00:23:18.000 --> 00:23:19.000]  不是香港
[00:23:19.000 --> 00:23:21.000]  雙港
[00:23:21.000 --> 00:23:24.000]  說著說著好像生硬
[00:23:24.000 --> 00:23:25.000]  不是
[00:23:25.000 --> 00:23:26.000]  我的國語很差
[00:23:26.000 --> 00:23:27.000]  不是
[00:23:27.000 --> 00:23:29.000]  雙港
[00:23:29.000 --> 00:23:32.000]  或者是
[00:23:32.000 --> 00:23:34.000]  我們將會有人
[00:23:34.000 --> 00:23:37.000]  我們將會先頭部隊去
[00:23:37.000 --> 00:23:40.000]  勘察去探討一下
[00:23:40.000 --> 00:23:42.000]  去做宋土的工作
[00:23:42.000 --> 00:23:43.000]  去聯絡一下
[00:23:43.000 --> 00:23:48.000]  希望可以為將來正式去那邊短宣的鋪排
[00:23:48.000 --> 00:23:50.000]  你有沒有感動呢
[00:23:50.000 --> 00:23:51.000]  我們極之需要
[00:23:51.000 --> 00:23:54.000]  我們需要更多的人手
[00:23:54.000 --> 00:23:56.000]  歡迎你加入這個短宣
[00:23:56.000 --> 00:24:02.000]  本地短宣的行列
