
[00:00:00.000 --> 00:00:06.000]  去年同工當中有一位同工嫁女
[00:02:09.000 --> 00:02:11.000]  不如我們祝福旁邊的弟兄姊妹
[00:02:11.000 --> 00:02:23.000]  祝福他你要幸福喔
[00:02:23.000 --> 00:02:24.000]  貼心來家前書
[00:02:24.000 --> 00:02:26.000]  五章十六至十八節
[00:02:26.000 --> 00:02:28.000]  弟兄姊妹讓我們一起讀出這段經文
[00:02:28.000 --> 00:02:29.000]  請讀
[00:02:29.000 --> 00:02:31.000]  要上上喜樂
[00:02:31.000 --> 00:02:32.000]  不住的禱告
[00:02:32.000 --> 00:02:34.000]  凡事借因
[00:02:34.000 --> 00:02:36.000]  因為這是神在基督耶穌裏
[00:02:36.000 --> 00:02:39.000]  向你們所定的旨意
[00:02:39.000 --> 00:02:41.000]  這段聖經很清楚
[00:02:41.000 --> 00:02:42.000]  也都很熟悉
[00:02:42.000 --> 00:02:44.000]  這裏講到神的旨意
[00:02:44.000 --> 00:02:46.000]  神的旨意要我們上上喜樂
[00:02:46.000 --> 00:02:47.000]  不住禱告
[00:02:47.000 --> 00:02:48.000]  凡事借因
[00:02:48.000 --> 00:02:50.000]  原來上帝的旨意
[00:02:50.000 --> 00:02:52.000]  就是帶領我們這班
[00:02:52.000 --> 00:02:55.000]  好像不太懂得找路的一班人
[00:02:55.000 --> 00:02:57.000]  能夠做一次安定
[00:02:57.000 --> 00:03:01.000]  在上帝那種應許和喜樂的人生當中
[00:03:01.000 --> 00:03:03.000]  神的旨意讓我們知道三個方向
[00:03:03.000 --> 00:03:04.000]  能夠讓我們經歷
[00:03:04.000 --> 00:03:07.000]  以及去得著這幅夢福的人生
[00:03:07.000 --> 00:03:08.000]  這個旨意是甚麼呢
[00:03:08.000 --> 00:03:10.000]  今天我們特別用這個方向
[00:03:10.000 --> 00:03:11.000]  去看這段經文
[00:03:11.000 --> 00:03:13.000]  原來我們需要上上喜樂
[00:03:13.000 --> 00:03:15.000]  我們需要不住禱告
[00:03:15.000 --> 00:03:16.000]  我們要凡事借因
[00:03:16.000 --> 00:03:18.000]  其實在時態裏我們見到
[00:03:18.000 --> 00:03:19.000]  No matter what
[00:03:19.000 --> 00:03:21.000]  無論你是甚麼狀況
[00:03:21.000 --> 00:03:22.000]  在甚麼情境
[00:03:22.000 --> 00:03:23.000]  在甚麼環境裏
[00:03:23.000 --> 00:03:24.000]  All the time
[00:03:24.000 --> 00:03:25.000]  在任何的時候
[00:03:25.000 --> 00:03:27.000]  原來神的旨意
[00:03:27.000 --> 00:03:29.000]  期望我們在每時每一刻
[00:03:29.000 --> 00:03:32.000]  我們都能夠在這個狀態
[00:03:32.000 --> 00:03:34.000]  在這個夢福的喜樂當中
[00:03:34.000 --> 00:03:36.000]  所以頂尖我們今天
[00:03:36.000 --> 00:03:40.000]  用三點我們能夠去找一找
[00:03:40.000 --> 00:03:42.000]  這個幸福的人生的路向
[00:03:42.000 --> 00:03:45.000]  第一點 上上喜樂
[00:03:45.000 --> 00:03:48.000]  喜樂是一個字詞
[00:03:48.000 --> 00:03:50.000]  但不知道大家知不知道
[00:03:50.000 --> 00:03:54.000]  整本聖經究竟有多少次去記載喜樂呢
[00:03:54.000 --> 00:03:57.000]  我四月五晚的時候
[00:03:57.000 --> 00:03:59.000]  在青年人的組裏
[00:03:59.000 --> 00:04:01.000]  其實那班青年人充滿活力
[00:04:01.000 --> 00:04:02.000]  充滿喜樂
[00:04:02.000 --> 00:04:03.000]  我就問他們
[00:04:03.000 --> 00:04:06.000]  你們知不知道用一個工具
[00:04:06.000 --> 00:04:07.000]  叫做經文匯編
[00:04:07.000 --> 00:04:09.000]  他用一個方法去計算
[00:04:09.000 --> 00:04:12.000]  究竟有多少次喜樂這個字詞
[00:04:12.000 --> 00:04:15.000]  他們就說
[00:04:15.000 --> 00:04:17.000]  用手量度一下本聖經
[00:04:17.000 --> 00:04:18.000]  大概這麼厚
[00:04:18.000 --> 00:04:19.000]  不知道有多少次呢
[00:04:19.000 --> 00:04:21.000]  我說譬如你估一下
[00:04:21.000 --> 00:04:22.000]  三百二十次
[00:04:22.000 --> 00:04:23.000]  五百二十次
[00:04:23.000 --> 00:04:24.000]  八百二十次
[00:04:24.000 --> 00:04:25.000]  一千二百次
[00:04:25.000 --> 00:04:27.000]  大概有多少
[00:04:27.000 --> 00:04:30.000]  有個男孩子就說
[00:04:30.000 --> 00:04:31.000]  應該很多的
[00:04:31.000 --> 00:04:33.000]  五百二十次
[00:04:33.000 --> 00:04:35.000]  另一個女孩子就說
[00:04:35.000 --> 00:04:36.000]  應該多一點的
[00:04:36.000 --> 00:04:37.000]  八百二十次
[00:04:37.000 --> 00:04:39.000]  最後其中一位導師就說
[00:04:39.000 --> 00:04:40.000]  你這樣問的話
[00:04:40.000 --> 00:04:42.000]  一定是一千二百次
[00:04:42.000 --> 00:04:44.000]  沒錯
[00:04:44.000 --> 00:04:46.000]  原來用經文匯編這個工具
[00:04:46.000 --> 00:04:47.000]  我們看得到
[00:04:47.000 --> 00:04:49.000]  喜樂這個字詞
[00:04:49.000 --> 00:04:52.000]  有一千二百次之多在聖經
[00:04:52.000 --> 00:04:55.000]  是一個很大的數目
[00:04:55.000 --> 00:04:56.000]  大家想一想
[00:04:56.000 --> 00:04:58.000]  一本聖經是上帝神的說話
[00:04:58.000 --> 00:05:00.000]  沒有一句是多餘的
[00:05:00.000 --> 00:05:03.000]  但是上帝多次多方
[00:05:03.000 --> 00:05:04.000]  用不同的角度
[00:05:04.000 --> 00:05:06.000]  去講到我們要喜樂
[00:05:06.000 --> 00:05:08.000]  神喜悅祂的子民百姓
[00:05:08.000 --> 00:05:10.000]  是過一個喜樂的人生
[00:05:10.000 --> 00:05:12.000]  神願意我們經歷的
[00:05:12.000 --> 00:05:14.000]  是一個得力的人生
[00:05:14.000 --> 00:05:16.000]  感謝上帝
[00:05:16.000 --> 00:05:18.000]  上帝用祂的寶血
[00:05:18.000 --> 00:05:20.000]  救贖我們這群人
[00:05:20.000 --> 00:05:21.000]  要帶領我們進入一個
[00:05:21.000 --> 00:05:22.000]  喜樂的人生當中
[00:05:22.000 --> 00:05:25.000]  這是神定義要我們在當中
[00:05:25.000 --> 00:05:26.000]  能夠經歷的
[00:05:26.000 --> 00:05:28.000]  一種好奇妙生命的質素
[00:05:29.000 --> 00:05:30.000]  要喜樂
[00:05:30.000 --> 00:05:32.000]  要喜樂
[00:05:32.000 --> 00:05:37.000]  近日有一套戲叫《玩轉老朋友》
[00:05:37.000 --> 00:05:38.000]  大家有沒有看過
[00:05:38.000 --> 00:05:41.000]  它似乎將我們內在生命的一些元素
[00:05:41.000 --> 00:05:42.000]  拿了出來
[00:05:42.000 --> 00:05:45.000]  用一個圖像去表達出來
[00:05:45.000 --> 00:05:48.000]  近日我們教會有一個啟發課程
[00:05:48.000 --> 00:05:50.000]  其實這是一個很好的課程
[00:05:50.000 --> 00:05:52.000]  有飯吃 有道廳
[00:05:52.000 --> 00:05:55.000]  有很好的佈置
[00:05:55.000 --> 00:05:58.000]  讓我們能夠感受到教會的溫暖
[00:05:58.000 --> 00:05:59.000]  所以啟發課程
[00:05:59.000 --> 00:06:00.000]  我們邀請了很多新的朋友
[00:06:00.000 --> 00:06:01.000]  來到我們當中
[00:06:01.000 --> 00:06:03.000]  我們能夠去見證上帝
[00:06:03.000 --> 00:06:06.000]  在當中我們有一台
[00:06:06.000 --> 00:06:08.000]  我經常都會參加
[00:06:08.000 --> 00:06:09.000]  跟他們一起聊天
[00:06:09.000 --> 00:06:11.000]  有一次他們在聊天
[00:06:11.000 --> 00:06:12.000]  然後問我
[00:06:12.000 --> 00:06:14.000]  Agnes 你有沒有看過這套戲
[00:06:14.000 --> 00:06:16.000]  我說我剛剛看了
[00:06:16.000 --> 00:06:17.000]  然後他說
[00:06:17.000 --> 00:06:19.000]  你有沒有發現
[00:06:19.000 --> 00:06:21.000]  戲裏面有個人很像你
[00:06:21.000 --> 00:06:24.000]  我說像我
[00:06:24.000 --> 00:06:27.000]  然後他說你好像阿樂
[00:06:27.000 --> 00:06:29.000]  我說是嗎 我的眼睛有這麼大嗎
[00:06:29.000 --> 00:06:31.000]  開玩笑而已
[00:06:31.000 --> 00:06:33.000]  他沒有穿黃色衣服
[00:06:33.000 --> 00:06:35.000]  然後我想可能他的髮型有點像
[00:06:35.000 --> 00:06:39.000]  他說因為你跟我們聊天的時候
[00:06:39.000 --> 00:06:41.000]  你裏面很有喜樂
[00:06:41.000 --> 00:06:42.000]  很積極的態度
[00:06:42.000 --> 00:06:45.000]  我們很開心
[00:06:45.000 --> 00:06:48.000]  其實當我自己去想的時候
[00:06:48.000 --> 00:06:50.000]  我自己一方面很感謝他們這樣說
[00:06:50.000 --> 00:06:52.000]  另一方面我回去想
[00:06:52.000 --> 00:06:53.000]  很有趣
[00:06:53.000 --> 00:06:54.000]  我其實未信耶穌
[00:06:54.000 --> 00:06:55.000]  我本身的生命
[00:06:55.000 --> 00:06:57.000]  是很趨向很容易灰色
[00:06:57.000 --> 00:06:59.000]  很容易去憂慮
[00:06:59.000 --> 00:07:01.000]  很多受苦
[00:07:01.000 --> 00:07:02.000]  但是感謝上帝
[00:07:02.000 --> 00:07:04.000]  上帝自年輕的時候
[00:07:04.000 --> 00:07:06.000]  年輕人的時候就拯救了我
[00:07:06.000 --> 00:07:09.000]  神幫助我不斷去改變
[00:07:09.000 --> 00:07:10.000]  更新我的生命
[00:07:10.000 --> 00:07:12.000]  然後我就跟他們說
[00:07:12.000 --> 00:07:13.000]  我明白了
[00:07:13.000 --> 00:07:15.000]  因為我裏面有個機制
[00:07:15.000 --> 00:07:16.000]  我按了個按鈕
[00:07:16.000 --> 00:07:17.000]  或者這麼說
[00:07:17.000 --> 00:07:19.000]  我裏面有一樣東西我做了
[00:07:19.000 --> 00:07:21.000]  神不斷更新我
[00:07:21.000 --> 00:07:22.000]  他教我做一樣東西
[00:07:22.000 --> 00:07:26.000]  就是教我去選擇喜樂
[00:07:26.000 --> 00:07:29.000]  上帝教我去選擇喜樂
[00:07:29.000 --> 00:07:30.000]  我自己去發現
[00:07:30.000 --> 00:07:33.000]  原來聖經能夠有一千二百多次
[00:07:33.000 --> 00:07:35.000]  去講解喜樂的字詞
[00:07:35.000 --> 00:07:36.000]  正正就是因為
[00:07:36.000 --> 00:07:38.000]  上帝給他的子民百姓
[00:07:38.000 --> 00:07:40.000]  是有喜樂的生命
[00:07:40.000 --> 00:07:42.000]  頂尖的今天我們信了耶穌
[00:07:42.000 --> 00:07:43.000]  在我們裏面
[00:07:43.000 --> 00:07:45.000]  已經有一種能力
[00:07:45.000 --> 00:07:48.000]  能夠叫我們去選擇喜樂
[00:07:48.000 --> 00:07:50.000]  神給我們一個新的生命
[00:07:50.000 --> 00:07:51.000]  我們有盼望
[00:07:51.000 --> 00:07:52.000]  我們也很知道
[00:07:52.000 --> 00:07:54.000]  人生的路是一路走上去
[00:07:54.000 --> 00:07:58.000]  所以我們也有絕對的原因去喜樂
[00:07:58.000 --> 00:07:59.000]  我不知道大家知不知道
[00:07:59.000 --> 00:08:02.000]  這個一千二百多次的經文
[00:08:02.000 --> 00:08:05.000]  它的分配是怎樣
[00:08:05.000 --> 00:08:07.000]  聖經裏面有不同的人
[00:08:07.000 --> 00:08:09.000]  比起阿樂更加樂
[00:08:09.000 --> 00:08:12.000]  有一個人在新約裏面
[00:08:12.000 --> 00:08:13.000]  他因為傳方的緣故
[00:08:13.000 --> 00:08:16.000]  被人捉拿要坐牢
[00:08:16.000 --> 00:08:17.000]  他受的鞭傷
[00:08:17.000 --> 00:08:20.000]  他受的侮辱很大
[00:08:20.000 --> 00:08:23.000]  他在教育中心寫的書信出來
[00:08:23.000 --> 00:08:25.000]  他其實應該寫甚麼
[00:08:25.000 --> 00:08:27.000]  寫他裏面的那種冤屈
[00:08:27.000 --> 00:08:28.000]  那種憤怒
[00:08:28.000 --> 00:08:31.000]  他應該說你救我幫我
[00:08:31.000 --> 00:08:34.000]  當時在他的書信的內容更加看得到
[00:08:34.000 --> 00:08:35.000]  一人傳福音
[00:08:35.000 --> 00:08:36.000]  是有些不同有些分別
[00:08:36.000 --> 00:08:38.000]  不過他說竟然
[00:08:38.000 --> 00:08:41.000]  他用了十七節之多的喜樂
[00:08:41.000 --> 00:08:42.000]  類似的字詞
[00:08:42.000 --> 00:08:45.000]  他說我要歡喜並且還要歡喜
[00:08:45.000 --> 00:08:46.000]  他說我常常喜樂
[00:08:46.000 --> 00:08:47.000]  我大大的歡喜
[00:08:47.000 --> 00:08:49.000]  你們也要喜樂
[00:08:49.000 --> 00:08:51.000]  一定要靠主去喜樂
[00:08:51.000 --> 00:08:53.000]  大家知不知道這是誰
[00:08:53.000 --> 00:08:54.000]  沒錯
[00:08:54.000 --> 00:08:56.000]  是保羅
[00:08:56.000 --> 00:08:59.000]  保羅竟然在《菲勒比書》這本書裏
[00:08:59.000 --> 00:09:01.000]  十七節之多
[00:09:01.000 --> 00:09:03.000]  去越過他自己自身的環境
[00:09:03.000 --> 00:09:06.000]  去講述他自己生命裏的那種喜樂
[00:09:06.000 --> 00:09:08.000]  尼西米呢
[00:09:08.000 --> 00:09:09.000]  尼西米記裏面
[00:09:09.000 --> 00:09:12.000]  就是他的神一班子民被擄
[00:09:12.000 --> 00:09:14.000]  但他們望著耶路撒冷的城牆
[00:09:14.000 --> 00:09:15.000]  那種毀壞
[00:09:15.000 --> 00:09:16.000]  心裏面很痛
[00:09:16.000 --> 00:09:19.000]  以至他們在主的面前靠著上帝
[00:09:19.000 --> 00:09:21.000]  去做這個工程
[00:09:21.000 --> 00:09:23.000]  回去重建那個城牆
[00:09:23.000 --> 00:09:25.000]  絕對不是一件易事
[00:09:25.000 --> 00:09:26.000]  不過在尼西米記
[00:09:26.000 --> 00:09:28.000]  竟然也多次多方
[00:09:28.000 --> 00:09:30.000]  他說靠著耶和華得的喜樂
[00:09:30.000 --> 00:09:32.000]  是我們的力量
[00:09:32.000 --> 00:09:33.000]  那個喜樂有九次之多
[00:09:33.000 --> 00:09:35.000]  並且在陪同讚美那種表達
[00:09:35.000 --> 00:09:38.000]  有十八次之多
[00:09:38.000 --> 00:09:40.000]  希西加的時代
[00:09:40.000 --> 00:09:43.000]  當時以色列國分了南北兩國
[00:09:43.000 --> 00:09:46.000]  分裂是因為他們不斷敬拜那些偶像
[00:09:46.000 --> 00:09:48.000]  他們離棄神的真道
[00:09:48.000 --> 00:09:49.000]  在那個時候
[00:09:49.000 --> 00:09:51.000]  希西加帶領了一個復興
[00:09:51.000 --> 00:09:52.000]  在復興裏面
[00:09:52.000 --> 00:09:54.000]  我們看到那個元素
[00:09:54.000 --> 00:09:55.000]  喜樂有七次之多
[00:09:55.000 --> 00:09:58.000]  並且在陪同敬拜讚美這些詞詞
[00:09:58.000 --> 00:10:00.000]  有九次之多
[00:10:00.000 --> 00:10:01.000]  史陀行傳呢
[00:10:01.000 --> 00:10:04.000]  他們所跟隨的那個夫子耶穌已經升天
[00:10:04.000 --> 00:10:06.000]  但這班門徒帶著的
[00:10:06.000 --> 00:10:08.000]  是那種福音的熱誠
[00:10:08.000 --> 00:10:09.000]  和聖靈的同在
[00:10:09.000 --> 00:10:11.000]  然後他們經驗的
[00:10:11.000 --> 00:10:13.000]  喜樂有七次之多的描述
[00:10:13.000 --> 00:10:16.000]  並且在敬拜讚美有九次之多
[00:10:16.000 --> 00:10:19.000]  喜樂何等寶貴
[00:10:19.000 --> 00:10:21.000]  羅馬書第十四章說到
[00:10:21.000 --> 00:10:24.000]  神的國有三個元素
[00:10:24.000 --> 00:10:26.000]  神的國裏面有三個元素
[00:10:26.000 --> 00:10:28.000]  哇 神的國這麼偉大的東西
[00:10:28.000 --> 00:10:29.000]  是甚麼來的
[00:10:29.000 --> 00:10:31.000]  是的 丁之妹
[00:10:31.000 --> 00:10:32.000]  神的國
[00:10:32.000 --> 00:10:34.000]  上帝已經住在我和你的心裏
[00:10:34.000 --> 00:10:36.000]  我們裏面就有神的寶座
[00:10:36.000 --> 00:10:38.000]  這個就是神的國
[00:10:38.000 --> 00:10:40.000]  原來神的國其中一個元素
[00:10:40.000 --> 00:10:44.000]  在聖靈中的喜樂
[00:10:44.000 --> 00:10:46.000]  所以甚麼時候
[00:10:46.000 --> 00:10:49.000]  我們有上帝的那種喜樂
[00:10:49.000 --> 00:10:50.000]  能夠流露
[00:10:50.000 --> 00:10:52.000]  這個喜樂就邀請了
[00:10:52.000 --> 00:10:55.000]  也都等同了上帝的國的那種表達
[00:10:55.000 --> 00:10:58.000]  神的國的元素
[00:10:58.000 --> 00:11:01.000]  是聖靈中的喜樂
[00:11:01.000 --> 00:11:02.000]  丁之妹 我們能夠選擇喜樂
[00:11:02.000 --> 00:11:03.000]  因為上帝的救恩
[00:11:03.000 --> 00:11:06.000]  已經讓我和你有那種權能
[00:11:06.000 --> 00:11:07.000]  能夠去喜樂
[00:11:07.000 --> 00:11:09.000]  這是神很奇妙的恩典
[00:11:09.000 --> 00:11:11.000]  我們能夠喜樂
[00:11:11.000 --> 00:11:13.000]  有一段說話
[00:11:13.000 --> 00:11:14.000]  這個富蘭克林
[00:11:14.000 --> 00:11:15.000]  當時在美國
[00:11:15.000 --> 00:11:19.000]  一個很重要的領袖
[00:11:19.000 --> 00:11:21.000]  他曾經有一段說話
[00:11:21.000 --> 00:11:24.000]  向著他面前的美國人說
[00:11:24.000 --> 00:11:25.000]  他怎麼說呢
[00:11:25.000 --> 00:11:28.000]  他提到一個喜樂的元素
[00:11:28.000 --> 00:11:30.000]  他說很多人將喜樂
[00:11:30.000 --> 00:11:32.000]  放在一些外在的因素裏面
[00:11:32.000 --> 00:11:33.000]  諸如甚麼呢
[00:11:33.000 --> 00:11:35.000]  諸如他會想我有沒有錢
[00:11:35.000 --> 00:11:36.000]  我不是住在一間好的屋
[00:11:36.000 --> 00:11:39.000]  或者我所想要的東西能否得到滿足
[00:11:39.000 --> 00:11:40.000]  多有趣
[00:11:40.000 --> 00:11:42.000]  因為富蘭克林離開了我們一段時間
[00:11:42.000 --> 00:11:44.000]  但是原來他發現的
[00:11:44.000 --> 00:11:47.000]  一個人生人間的境界
[00:11:47.000 --> 00:11:49.000]  好像和我們現在差不多
[00:11:49.000 --> 00:11:50.000]  接著他就說
[00:11:50.000 --> 00:11:52.000]  不過我要告訴你
[00:11:52.000 --> 00:11:54.000]  喜樂常存
[00:11:54.000 --> 00:11:55.000]  並且正在
[00:11:55.000 --> 00:12:00.000]  現在就在你心裏面
[00:12:00.000 --> 00:12:01.000]  有一個美國的牧師
[00:12:01.000 --> 00:12:05.000]  他時時都會去不同的地方去講道
[00:12:05.000 --> 00:12:06.000]  所以很多時候
[00:12:06.000 --> 00:12:07.000]  他都要搭不同的的士
[00:12:07.000 --> 00:12:10.000]  在不同的地方去接觸不同的人
[00:12:10.000 --> 00:12:13.000]  他說他自己有一個好奇
[00:12:13.000 --> 00:12:15.000]  常常都會在那些地方
[00:12:15.000 --> 00:12:17.000]  或者去接觸不同的人的時候
[00:12:17.000 --> 00:12:20.000]  他會問那些人不同的說話
[00:12:20.000 --> 00:12:22.000]  特別他對那些的士大佬
[00:12:22.000 --> 00:12:24.000]  他有很多的好奇
[00:12:24.000 --> 00:12:25.000]  常常和他們聊天
[00:12:25.000 --> 00:12:27.000]  我不知道大家有沒有這種好奇
[00:12:27.000 --> 00:12:28.000]  你搭的士的時候
[00:12:28.000 --> 00:12:30.000]  會不會和司機大佬聊天
[00:12:30.000 --> 00:12:31.000]  其實很好
[00:12:31.000 --> 00:12:33.000]  他們都很有智慧
[00:12:33.000 --> 00:12:36.000]  還有機會和他們傳播福音
[00:12:36.000 --> 00:12:40.000]  當時這位牧師就和這個司機聊天
[00:12:40.000 --> 00:12:41.000]  他就問了一個
[00:12:41.000 --> 00:12:44.000]  他都很常問的其中一個問題
[00:12:44.000 --> 00:12:45.000]  他說 什麼呢
[00:12:45.000 --> 00:12:47.000]  他說 司機大佬
[00:12:47.000 --> 00:12:48.000]  我想問你
[00:12:48.000 --> 00:12:51.000]  如果錢不是一個原因
[00:12:51.000 --> 00:12:53.000]  全地 整個地球裏面
[00:12:53.000 --> 00:12:55.000]  每個地方都不是一個原因
[00:12:55.000 --> 00:12:58.000]  你會選擇哪個地方去住
[00:12:58.000 --> 00:13:01.000]  這個司機這樣回答
[00:13:01.000 --> 00:13:05.000]  他就說 我會住在我心裏面
[00:13:05.000 --> 00:13:07.000]  他說 當我住在我心裏面
[00:13:07.000 --> 00:13:09.000]  無論我的身體去到哪裏
[00:13:09.000 --> 00:13:11.000]  環境是怎樣都好
[00:13:11.000 --> 00:13:13.000]  我心裏面起落
[00:13:13.000 --> 00:13:17.000]  天堂就在我當中
[00:13:17.000 --> 00:13:19.000]  他很有智慧 是不是
[00:13:19.000 --> 00:13:22.000]  他很有智慧
[00:13:22.000 --> 00:13:24.000]  他將我們基督徒那種生命
[00:13:24.000 --> 00:13:27.000]  那種真實的狀況說出來
[00:13:27.000 --> 00:13:29.000]  其實我們每個基督徒在裏面
[00:13:29.000 --> 00:13:30.000]  藉著耶穌的救恩
[00:13:30.000 --> 00:13:32.000]  他已經幫助我們解決一個最大的問題
[00:13:32.000 --> 00:13:34.000]  我們的罪和死的問題
[00:13:34.000 --> 00:13:35.000]  他已經幫我們解決
[00:13:35.000 --> 00:13:36.000]  何況上帝
[00:13:36.000 --> 00:13:38.000]  他那種大能和平安
[00:13:38.000 --> 00:13:40.000]  要常與我們同在
[00:13:40.000 --> 00:13:41.000]  所以 頂姐妹
[00:13:41.000 --> 00:13:46.000]  原來 起落已經住在我的心裏面
[00:13:46.000 --> 00:13:48.000]  起落 在路的時候
[00:13:48.000 --> 00:13:51.000]  無論我們外在的環境是怎樣
[00:13:51.000 --> 00:13:53.000]  沒有人能夠奪去我的平安
[00:13:53.000 --> 00:13:55.000]  這是耶穌說的
[00:13:55.000 --> 00:13:56.000]  沒有人能夠奪去
[00:13:56.000 --> 00:14:01.000]  我所賜留下給你們的平安
[00:14:01.000 --> 00:14:05.000]  幾年前 有一對姊妹來到我們當中
[00:14:05.000 --> 00:14:08.000]  要申請入小組
[00:14:08.000 --> 00:14:10.000]  當我見到她們的時候
[00:14:10.000 --> 00:14:12.000]  她們的外形有點不相同
[00:14:12.000 --> 00:14:13.000]  我形容她們
[00:14:13.000 --> 00:14:15.000]  第一個姊妹比我矮一點
[00:14:15.000 --> 00:14:17.000]  另一個姊妹比我高一點
[00:14:17.000 --> 00:14:19.000]  一個高一點 一個矮一點
[00:14:19.000 --> 00:14:21.000]  矮一點的姊妹比我胖一點
[00:14:21.000 --> 00:14:24.000]  高一點的姊妹比我瘦一點
[00:14:24.000 --> 00:14:26.000]  她們外形很不同
[00:14:26.000 --> 00:14:27.000]  但她們是一對青年
[00:14:27.000 --> 00:14:29.000]  很老友 很好的朋友
[00:14:29.000 --> 00:14:31.000]  原來她們從中學已經是老友妓
[00:14:31.000 --> 00:14:33.000]  一起出入
[00:14:33.000 --> 00:14:34.000]  當我見到她們的時候
[00:14:34.000 --> 00:14:36.000]  跟她們聊天
[00:14:36.000 --> 00:14:38.000]  我問她們
[00:14:38.000 --> 00:14:40.000]  問比我矮一點的姊妹
[00:14:40.000 --> 00:14:41.000]  我問她們
[00:14:41.000 --> 00:14:43.000]  你在哪裡讀書
[00:14:43.000 --> 00:14:44.000]  現在在做什麼
[00:14:44.000 --> 00:14:46.000]  你怎樣怎樣
[00:14:46.000 --> 00:14:49.000]  她每一次的答案都很有趣
[00:14:49.000 --> 00:14:52.000]  差不多每次都是這樣回答我
[00:14:52.000 --> 00:14:54.000]  怎樣回答呢
[00:14:54.000 --> 00:14:57.000]  她說 你說吧
[00:14:57.000 --> 00:15:00.000]  原來高一點的姊妹
[00:15:00.000 --> 00:15:02.000]  是她的好朋友
[00:15:02.000 --> 00:15:03.000]  她就說
[00:15:03.000 --> 00:15:04.000]  她喜歡什麼
[00:15:04.000 --> 00:15:05.000]  她在哪裡讀書
[00:15:05.000 --> 00:15:08.000]  她這樣說
[00:15:08.000 --> 00:15:12.000]  很老友 很老友
[00:15:12.000 --> 00:15:14.000]  這對好朋友
[00:15:14.000 --> 00:15:17.000]  經常一起出現
