
[00:00:00.000 --> 00:00:04.320]  今天我們分享的題目是領受神的應許
[00:04:35.520 --> 00:04:37.520]  爲什麼好像他覺得很棒
[00:04:37.520 --> 00:04:39.520]  我又好像沒經歷到那個這麼棒
[00:04:39.520 --> 00:04:41.120]  爲什麼他畫得這麼好
[00:04:41.120 --> 00:04:43.120]  爲什麼好像我又沒經歷到那個這麼好呢
[00:04:43.120 --> 00:04:45.720]  我們從今天這一段的聖經裏面
[00:04:45.720 --> 00:04:48.520]  我們一起學三個功課好不好啊
[00:04:48.520 --> 00:04:50.520]  我們進入今天的經文
[00:04:50.520 --> 00:04:52.320]  第一段的經文我們學的是
[00:04:52.320 --> 00:04:54.720]  我們要認清責任
[00:04:54.720 --> 00:04:57.320]  而不是推卸責任
[00:04:57.320 --> 00:05:00.120]  我們一起由第六章的二十四節
[00:05:00.120 --> 00:05:01.720]  讀到三十三節
[00:05:01.720 --> 00:05:02.520]  我們一起讀
[00:05:02.520 --> 00:05:03.720]  一二三
[00:05:03.720 --> 00:05:06.520]  此後阿蘭王變哈特
[00:05:06.520 --> 00:05:08.720]  聚集他的全軍
[00:05:08.720 --> 00:05:11.520]  上來圍困撒瑪利亞
[00:05:11.520 --> 00:05:14.120]  於是撒瑪利亞被圍困
[00:05:14.120 --> 00:05:15.520]  有饑荒
[00:05:15.520 --> 00:05:19.720]  甚至一個爐頭值銀八十舍克納
[00:05:19.720 --> 00:05:21.520]  而升甲子奮
[00:05:21.520 --> 00:05:24.120]  值銀五舍克納
[00:05:24.120 --> 00:05:28.320]  一日以色列王在城上經過
[00:05:28.320 --> 00:05:31.920]  有一個婦人向他呼叫說
[00:05:31.920 --> 00:05:33.520]  我主我王啊
[00:05:33.520 --> 00:05:35.320]  求你幫助
[00:05:35.320 --> 00:05:36.320]  王說
[00:05:36.320 --> 00:05:38.520]  耶和華不幫助你
[00:05:38.520 --> 00:05:40.920]  我從何處幫助你
[00:05:40.920 --> 00:05:42.320]  是從和嘗
[00:05:42.320 --> 00:05:44.720]  是從酒贊呢
[00:05:44.720 --> 00:05:46.520]  王問婦人說
[00:05:46.520 --> 00:05:48.720]  你有什麼苦處
[00:05:48.720 --> 00:05:50.120]  她回答說
[00:05:50.120 --> 00:05:52.120]  這婦人對我說
[00:05:52.120 --> 00:05:54.120]  將你的兒子娶來
[00:05:54.120 --> 00:05:56.320]  我們今日可以喫
[00:05:56.320 --> 00:05:59.120]  明日可以喫我的兒子
[00:05:59.120 --> 00:06:02.320]  我們就主了我的兒子喫了
[00:06:02.320 --> 00:06:04.320]  次日我對她說
[00:06:04.320 --> 00:06:06.720]  要將你的兒子娶來
[00:06:06.720 --> 00:06:08.520]  我們可以喫
[00:06:08.520 --> 00:06:11.920]  她卻將她的兒子藏起來了
[00:06:11.920 --> 00:06:14.120]  王聽見婦人的話
[00:06:14.120 --> 00:06:15.920]  就撕裂衣服
[00:06:15.920 --> 00:06:17.520]  百姓汗見王
[00:06:17.520 --> 00:06:20.520]  貼身穿着麻衣
[00:06:20.520 --> 00:06:21.520]  王說
[00:06:21.520 --> 00:06:24.720]  我今日若容沙發的兒子
[00:06:24.720 --> 00:06:26.320]  以利沙的頭
[00:06:26.320 --> 00:06:28.520]  迎在他汗上
[00:06:28.520 --> 00:06:31.720]  願神重重地降罰與我
[00:06:31.720 --> 00:06:32.720]  那時
[00:06:32.720 --> 00:06:35.520]  以利沙正坐在家中
[00:06:35.520 --> 00:06:38.320]  長老也與他同坐
[00:06:38.320 --> 00:06:41.920]  王打發一個事後他的人去
[00:06:41.920 --> 00:06:43.520]  他還沒有到
[00:06:43.520 --> 00:06:45.520]  以利沙對長老說
[00:06:45.520 --> 00:06:48.320]  你們汗這兇手之子
[00:06:48.320 --> 00:06:50.920]  打發人來斬我的頭
[00:06:50.920 --> 00:06:53.320]  你們汗着使者來到
[00:06:53.320 --> 00:06:54.720]  就關上門
[00:06:54.720 --> 00:06:57.120]  用門將他推出去
[00:06:57.120 --> 00:06:58.520]  在他後頭
[00:06:58.520 --> 00:07:02.520]  不是有他主人腳步的響聲嗎
[00:07:02.520 --> 00:07:04.520]  正說話的時候
[00:07:04.520 --> 00:07:06.120]  使者來到
[00:07:06.120 --> 00:07:08.120]  王也道了說
[00:07:08.120 --> 00:07:11.520]  這災禍是從耶和華那裏來的
[00:07:11.520 --> 00:07:14.920]  我何必再仰望耶和華呢
[00:07:14.920 --> 00:07:16.920]  我們看這段聖經的時候
[00:07:16.920 --> 00:07:19.720]  我們發現原來當時以色列
[00:07:19.720 --> 00:07:22.920]  他被阿蘭圍困了
[00:07:22.920 --> 00:07:26.120]  阿蘭決定用一個圍城之計
[00:07:26.120 --> 00:07:28.520]  去圍困撒馬利亞
[00:07:28.520 --> 00:07:31.320]  他們會在他們的城牆外面
[00:07:31.320 --> 00:07:33.720]  去保持一個安全的距離
[00:07:33.720 --> 00:07:37.920]  但是就切斷了城和外界的接觸
[00:07:37.920 --> 00:07:41.720]  當這個城和外界的接觸被切斷的時候
[00:07:41.720 --> 00:07:45.320]  裏面就因爲饑荒而缺食
[00:07:45.320 --> 00:07:47.720]  他想着裏面有饑荒缺食
[00:07:47.720 --> 00:07:50.920]  終有一天你們就會投降了
[00:07:50.920 --> 00:07:55.720]  所以以色列發生了一個很大的饑荒
[00:07:55.720 --> 00:07:59.320]  而在被圍困發生饑荒的時候
[00:07:59.320 --> 00:08:03.520]  這裏告訴我們發生了兩件很悲慘的事
[00:08:03.520 --> 00:08:05.720]  第一件很悲慘的事是什麼呢
[00:08:05.720 --> 00:08:09.520]  原來當時一個爐頭
[00:08:09.520 --> 00:08:11.120]  不是煮東西的爐頭
[00:08:11.120 --> 00:08:12.920]  是一隻爐的頭
[00:08:12.920 --> 00:08:16.520]  賣了80舍赫勒
[00:08:16.520 --> 00:08:19.120]  而兩星的甲子糞
[00:08:19.120 --> 00:08:21.520]  從字面看就是小鳥屎
[00:08:21.520 --> 00:08:23.920]  賣了5舍赫勒
[00:08:23.920 --> 00:08:25.720]  這裏說什麼呢
[00:08:25.720 --> 00:08:27.920]  這裏說原來饑荒的時候
[00:08:27.920 --> 00:08:30.520]  物價暴漲得很厲害
[00:08:30.520 --> 00:08:33.520]  爐頭有沒有肉的
[00:08:33.520 --> 00:08:35.520]  雞頭有沒有肉的
[00:08:35.520 --> 00:08:37.120]  雞頭有沒有肉的
[00:08:37.120 --> 00:08:37.920]  沒有肉的
[00:08:37.920 --> 00:08:41.520]  一個沒肉喫的頭賣80舍赫勒
[00:08:41.520 --> 00:08:43.520]  80舍赫勒是多少呢
[00:08:43.520 --> 00:08:46.720]  80舍赫勒大概是900克的銀
[00:08:46.720 --> 00:08:48.320]  就是大概一公斤的銀
[00:08:48.320 --> 00:08:51.920]  有人計算過當時一舍赫勒
[00:08:51.920 --> 00:08:53.520]  大概是14美元
[00:08:53.520 --> 00:08:55.520]  就是大概120元左右
[00:08:55.520 --> 00:08:57.920]  就是說一個沒肉喫的爐頭
[00:08:57.920 --> 00:09:00.520]  賣到九千多元
[00:09:00.520 --> 00:09:03.520]  今天一個雞頭值不值九千多元
[00:09:03.520 --> 00:09:06.320]  一個沒肉喫的頭賣到九千多元
[00:09:06.320 --> 00:09:07.520]  不僅如此
[00:09:07.520 --> 00:09:09.920]  兩星的甲子糞
[00:09:09.920 --> 00:09:12.120]  從字面看就是小鳥屎
[00:09:12.120 --> 00:09:13.720]  接着人們首先問
[00:09:13.720 --> 00:09:16.720]  這些是不是小鳥屎
[00:09:16.720 --> 00:09:17.720]  究竟是什麼呢
[00:09:17.720 --> 00:09:20.320]  不同的聖經學者有不同的看法
[00:09:20.320 --> 00:09:23.720]  有些聖經學者說其實不是小鳥屎
[00:09:23.720 --> 00:09:26.520]  不過有一種食物叫做小鳥屎
[00:09:26.520 --> 00:09:28.120]  如果你出去叫一個雞蛋仔
[00:09:28.120 --> 00:09:29.120]  你說我不要雞蛋仔
[00:09:29.120 --> 00:09:30.520]  我要小鳥屎
[00:09:30.520 --> 00:09:32.520]  其實它是小雞蛋
[00:09:32.520 --> 00:09:36.120]  雞蛋仔裏面的跟小鳥屎有點相似
[00:09:36.120 --> 00:09:37.520]  但是不是
[00:09:37.520 --> 00:09:41.120]  有些學者說其實真的是小鳥屎
[00:09:41.120 --> 00:09:43.520]  不過這些小鳥屎不是用來喫的
[00:09:43.520 --> 00:09:46.320]  是用來點燈的
[00:09:46.320 --> 00:09:48.120]  但也有些學者說不是
[00:09:48.120 --> 00:09:51.120]  在饑荒裏面小鳥屎是可以喫的
[00:09:51.120 --> 00:09:53.520]  所以真的是小鳥屎
[00:09:53.520 --> 00:09:56.320]  所以其實人們都認爲真的是小鳥屎
[00:09:56.320 --> 00:09:57.720]  無論是不是小鳥屎
[00:09:57.720 --> 00:09:59.520]  它都是沒有什麼價值的東西
[00:09:59.520 --> 00:10:01.520]  但是小鳥屎值多少呢
[00:10:01.520 --> 00:10:03.120]  值五舍克
[00:10:03.120 --> 00:10:05.320]  如果一舍克是120元
[00:10:05.320 --> 00:10:07.520]  就是那裏是六塊錢
[00:10:07.520 --> 00:10:10.720]  就是一串小鳥屎值六塊錢
[00:10:10.720 --> 00:10:14.920]  你想想物價暴漲得多重要
[00:10:14.920 --> 00:10:16.720]  但是更加悲慘的事
[00:10:16.720 --> 00:10:19.120]  接着記載了
[00:10:19.120 --> 00:10:20.920]  接着有一個婦人
[00:10:20.920 --> 00:10:22.520]  她走來跟王說
[00:10:22.520 --> 00:10:24.920]  她說王啊求你幫助我
[00:10:24.920 --> 00:10:27.120]  於是王就問發生什麼事
[00:10:27.120 --> 00:10:29.520]  原來當時人們肚子餓到
[00:10:29.520 --> 00:10:33.320]  要煮自己的鷹蟹來喫
[00:10:33.320 --> 00:10:35.920]  她說有一個婦人來跟我說
[00:10:35.920 --> 00:10:39.120]  我們今天煮了你的鷹蟹來喫
[00:10:39.120 --> 00:10:41.520]  於是他們一起煮了她的鷹蟹來喫
[00:10:41.520 --> 00:10:43.920]  她說明天就煮我的那個
[00:10:43.920 --> 00:10:46.320]  等到明天說煮她那個的時候
[00:10:46.320 --> 00:10:48.520]  她收起了她的那個
[00:10:48.520 --> 00:10:50.720]  於是這個婦人說
[00:10:50.720 --> 00:10:52.120]  他們這樣
[00:10:52.120 --> 00:10:53.520]  我們看到一個很悲慘的
[00:10:53.520 --> 00:10:56.120]  就是人要喫自己的鷹蟹
[00:10:56.120 --> 00:11:01.520]  也都人用詭計去騙去喫人家的鷹蟹
[00:11:01.520 --> 00:11:04.920]  面對這麼慘淡的狀況
[00:11:04.920 --> 00:11:08.720]  以色列王的回應又是什麼呢
[00:11:08.720 --> 00:11:10.120]  我們看到以色列王
[00:11:10.120 --> 00:11:11.920]  他看不到自己的責任
[00:11:11.920 --> 00:11:13.720]  他將責任歸給神
[00:11:13.720 --> 00:11:15.120]  如果我們看第二十七節
[00:11:15.120 --> 00:11:17.720]  他說耶和華不幫助你
[00:11:17.720 --> 00:11:19.520]  我在哪裏幫助你
[00:11:19.520 --> 00:11:20.920]  難道我去和嘗嗎
[00:11:20.920 --> 00:11:22.120]  和嘗是什麼地方
[00:11:22.120 --> 00:11:23.520]  是打墨的地方
[00:11:23.520 --> 00:11:24.520]  有沒有墨打
[00:11:24.520 --> 00:11:25.320]  沒有啦
[00:11:25.320 --> 00:11:27.120]  難道我是酒渣幫助你嗎
[00:11:27.120 --> 00:11:28.320]  酒渣是什麼地方
[00:11:28.320 --> 00:11:30.520]  是那些壓葡萄釀酒的地方
[00:11:30.520 --> 00:11:31.520]  有沒有葡萄
[00:11:31.520 --> 00:11:32.320]  沒有啦
[00:11:32.320 --> 00:11:34.120]  他將責任歸給神
[00:11:34.120 --> 00:11:35.920]  是神幫助我
[00:11:35.920 --> 00:11:38.320]  他不單止將責任歸給神
[00:11:38.320 --> 00:11:41.320]  他在三十一節還將責任歸給神
[00:11:41.320 --> 00:11:42.720]  神才知道
[00:11:42.720 --> 00:11:44.120]  他說如果今天
[00:11:44.120 --> 00:11:47.520]  我伊麗莎的頭還在她的頸上的話
[00:11:47.520 --> 00:11:49.520]  就是如果不斬了她的頭
[00:11:49.520 --> 00:11:53.320]  願神重重地降罰於我
[00:11:53.320 --> 00:11:55.920]  但其實以色列王看不到
[00:11:55.920 --> 00:11:57.320]  其實這件事
[00:11:57.320 --> 00:11:59.720]  其實是他自己的責任
[00:11:59.720 --> 00:12:01.520]  如果我們記得
[00:12:01.520 --> 00:12:04.320]  當我們去看第五章的時候
[00:12:04.320 --> 00:12:07.120]  裏面都有說爲什麼阿蘭人得勝的
[00:12:07.120 --> 00:12:09.720]  當我們去看奶曼的記載的時候
[00:12:09.720 --> 00:12:11.120]  那裏說得很清楚
[00:12:11.120 --> 00:12:14.520]  是耶和華直阿蘭人得勝
[00:12:14.520 --> 00:12:15.720]  但爲什麼呢
[00:12:15.720 --> 00:12:18.920]  是因爲以色列王他犯罪得罪神
[00:12:18.920 --> 00:12:20.120]  是以色列王
[00:12:20.120 --> 00:12:25.720]  他繼續帶他的人民不按照聖經的真理去敬拜神
[00:12:25.720 --> 00:12:27.720]  是他犯罪得罪神
[00:12:27.720 --> 00:12:30.320]  並且將他的人民帶離棄了神
[00:12:30.320 --> 00:12:33.720]  所以神藉着阿蘭人去管教他們
[00:12:33.720 --> 00:12:36.920]  以色列王看不到自己的責任
[00:12:36.920 --> 00:12:41.720]  反而將責任歸咎在神和神的先知
[00:12:41.720 --> 00:12:44.320]  所以他決定要去找伊麗莎算帳
[00:12:44.320 --> 00:12:47.120]  於是他派了個人去找伊麗莎
[00:12:47.120 --> 00:12:49.520]  伊麗莎當時和長老一起
[00:12:49.520 --> 00:12:53.320]  伊麗莎就說她將來找人斬我的頭
[00:12:53.320 --> 00:12:55.520]  所以那些人來的時候
[00:12:55.520 --> 00:12:57.520]  你把門關上不要讓他們進來
[00:12:57.520 --> 00:12:58.320]  爲什麼呢
[00:12:58.320 --> 00:13:04.320]  因爲伊麗莎知道那個皇帝自己都來找她算帳了
[00:13:04.320 --> 00:13:06.120]  當那個皇帝來的時候
[00:13:06.120 --> 00:13:07.320]  他說了一句話
[00:13:07.320 --> 00:13:10.120]  這個災禍是從神那裏來的
[00:13:10.120 --> 00:13:13.320]  我爲什麼還要仰望耶和華
[00:13:13.320 --> 00:13:18.720]  我們看到這裏阿蘭王將饑荒的原因歸咎給耶和華
[00:13:18.720 --> 00:13:22.920]  接着就說神不值得我去信靠了
[00:13:22.920 --> 00:13:25.120]  今天我們都要小心
[00:13:25.120 --> 00:13:28.720]  我們不要看不到自己的責任
[00:13:28.720 --> 00:13:31.920]  而是將責任歸咎給神
[00:13:31.920 --> 00:13:35.320]  或者歸咎給其他人
[00:13:35.320 --> 00:13:36.520]  今天很多時候
[00:13:36.520 --> 00:13:38.720]  我們爲什麼領受不了神的興許
[00:13:38.720 --> 00:13:41.520]  是因爲我們看不到自己的責任
[00:13:41.520 --> 00:13:43.520]  我們不單止看不到自己的責任
[00:13:43.520 --> 00:13:45.520]  接着我們還去埋怨神
[00:13:45.520 --> 00:13:46.920]  或者埋怨其他人
[00:13:46.920 --> 00:13:49.520]  爲什麼他們沒有這樣對我們
[00:13:49.520 --> 00:13:51.920]  我很記得我初信神的時候
[00:13:51.920 --> 00:13:53.520]  聽過一個這樣的故事
[00:13:53.520 --> 00:13:55.320]  這個故事是虛構的
[00:13:55.320 --> 00:13:57.920]  不過我覺得裏面有很深層的意義
[00:13:57.920 --> 00:14:00.320]  說有一個人遇見水災
[00:14:00.320 --> 00:14:01.520]  當他遇見水災的時候
[00:14:01.520 --> 00:14:03.920]  他就祈禱了神求禰救我
[00:14:03.920 --> 00:14:05.320]  求禰幫助我
[00:14:05.320 --> 00:14:07.520]  接着有一個人就來對他說
[00:14:07.520 --> 00:14:10.920]  兄弟 水災來了
[00:14:10.920 --> 00:14:13.320]  走啦 我揹你走啦
[00:14:13.320 --> 00:14:14.520]  於是他就這樣回應了
[00:14:14.520 --> 00:14:15.720]  我不用啦
[00:14:15.720 --> 00:14:17.320]  我祈禱了
[00:14:17.320 --> 00:14:19.320]  神會救我的
[00:14:19.320 --> 00:14:21.120]  那個人不管他就走了
[00:14:21.120 --> 00:14:23.520]  水開始浸入屋子
[00:14:23.520 --> 00:14:25.520]  接着有救生艇來到
[00:14:25.520 --> 00:14:26.920]  救生艇來到的時候
[00:14:26.920 --> 00:14:27.720]  就對他說
[00:14:27.720 --> 00:14:30.520]  兄弟 走啦 水災
[00:14:30.520 --> 00:14:32.720]  快點上來救生艇啦
[00:14:32.720 --> 00:14:34.320]  那個人就對他這樣說
[00:14:34.320 --> 00:14:36.120]  不用啦 多謝禰
[00:14:36.120 --> 00:14:37.320]  我祈禱了
[00:14:37.320 --> 00:14:39.120]  神會救我的
[00:14:39.120 --> 00:14:41.320]  接着水浸到屋頂
[00:14:41.320 --> 00:14:42.720]  他又祈禱神
[00:14:42.720 --> 00:14:45.520]  求禰救我脫離這個水災
[00:14:45.520 --> 00:14:47.320]  於是有一個直升機來到
[00:14:47.320 --> 00:14:47.920]  對他說
[00:14:47.920 --> 00:14:49.920]  喂 浸到屋頂啦
[00:14:49.920 --> 00:14:51.320]  快點上來直升機啦
[00:14:51.320 --> 00:14:52.520]  走啦
[00:14:52.520 --> 00:14:53.720]  不用啦
[00:14:53.720 --> 00:14:55.320]  神會救我的
[00:14:55.320 --> 00:14:57.120]  你先走啦
[00:14:57.120 --> 00:15:00.120]  接着最後他就浸死了
[00:15:00.120 --> 00:15:01.520]  到他回到天間的時候
[00:15:01.520 --> 00:15:02.120]  他見到神就說
[00:15:02.120 --> 00:15:03.120]  神啊
[00:15:03.120 --> 00:15:04.920]  爲何禰不聽我祈禱啊
[00:15:04.920 --> 00:15:06.720]  爲何禰不救我啊
[00:15:06.720 --> 00:15:08.120]  接着神就說
[00:15:08.120 --> 00:15:09.720]  你祈禱的時候
[00:15:09.720 --> 00:15:12.120]  我派了一個人來救你的
[00:15:12.120 --> 00:15:14.320]  接着你再祈禱的時候
[00:15:14.320 --> 00:15:16.720]  我又派了一個救生艇來救你
[00:15:16.720 --> 00:15:18.320]  你再祈禱的時候
[00:15:18.320 --> 00:15:20.120]  我派了個直升機來救你
[00:15:20.120 --> 00:15:21.520]  不過你每一次
[00:15:21.520 --> 00:15:23.520]  你都沒有回應
[00:15:23.520 --> 00:15:25.720]  很多時候我們的生命就是這樣
[00:15:25.720 --> 00:15:26.520]  當我們覺得
[00:15:26.520 --> 00:15:27.720]  爲何他那麼棒
[00:15:27.720 --> 00:15:28.720]  爲何我經歷不到
[00:15:28.720 --> 00:15:29.920]  爲何他生命那麼好
[00:15:29.920 --> 00:15:31.120]  我經歷不到
[00:15:31.120 --> 00:15:32.520]  但是當我們只是
[00:15:32.520 --> 00:15:34.120]  將責任歸在神
[00:15:34.120 --> 00:15:35.720]  或者歸在其他人的時候
[00:15:35.720 --> 00:15:36.520]  我們有沒有想過
[00:15:36.520 --> 00:15:38.120]  其實我們有沒有
