
[00:00:00.000 --> 00:00:02.000]  各位兩法堂的弟兄姊妹平安
[00:02:40.000 --> 00:02:42.000]  這個就是終點
[00:02:42.000 --> 00:02:43.000]  或者高峰
[00:02:43.000 --> 00:02:45.000]  是不是這樣呢?
[00:02:45.000 --> 00:02:47.000]  其實不同聖經的部分
[00:02:47.000 --> 00:02:49.000]  有時候講到有些不同的
[00:02:49.000 --> 00:02:52.000]  譬如大家聽過一個叫做
[00:02:52.000 --> 00:02:54.000]  九種的淑靈果子
[00:02:54.000 --> 00:02:56.000]  像加拉大書一樣
[00:02:56.000 --> 00:02:58.000]  九種當然一棵樹
[00:02:58.000 --> 00:03:01.000]  九個果子就不會是
[00:03:01.000 --> 00:03:03.000]  逐個來這樣才生的
[00:03:03.000 --> 00:03:05.000]  可能一棵就會結出
[00:03:05.000 --> 00:03:07.000]  不同的果子的了
[00:03:07.000 --> 00:03:08.000]  是不是?
[00:03:08.000 --> 00:03:09.000]  到它成熟了
[00:03:09.000 --> 00:03:12.000]  所以可以是同時並生的
[00:03:12.000 --> 00:03:15.000]  又或者大家會聽過八福
[00:03:15.000 --> 00:03:16.000]  是不是?
[00:03:16.000 --> 00:03:17.000]  八福就是八種的福氣
[00:03:17.000 --> 00:03:19.000]  怎樣領受到這八種福氣呢?
[00:03:19.000 --> 00:03:21.000]  可能是八類的人
[00:03:21.000 --> 00:03:24.000]  都不是一級級的
[00:03:24.000 --> 00:03:27.000]  也有聖經學者就說
[00:03:27.000 --> 00:03:28.000]  其實很簡單
[00:03:28.000 --> 00:03:30.000]  三樣而已
[00:03:30.000 --> 00:03:31.000]  其實新約聖經裡面
[00:03:31.000 --> 00:03:33.000]  經常出現這三樣
[00:03:33.000 --> 00:03:35.000]  哥林多慈孫十三章有個叫
[00:03:35.000 --> 00:03:36.000]  常傳的
[00:03:36.000 --> 00:03:38.000]  有信有望有愛
[00:03:38.000 --> 00:03:40.000]  就是這三樣了
[00:03:40.000 --> 00:03:41.000]  你看保羅斯信
[00:03:41.000 --> 00:03:43.000]  都經常說這三樣
[00:03:43.000 --> 00:03:45.000]  這是一個教會是不是成熟
[00:03:45.000 --> 00:03:47.000]  和一個基督徒
[00:03:47.000 --> 00:03:49.000]  他的淑靈生命是不是成熟
[00:03:49.000 --> 00:03:51.000]  的指標
[00:03:51.000 --> 00:03:53.000]  所以這幾樣
[00:03:53.000 --> 00:03:55.000]  其實都不是完全衝突的
[00:03:55.000 --> 00:03:57.000]  有些共通的東西
[00:03:57.000 --> 00:03:59.000]  不過今天我就想和大家
[00:03:59.000 --> 00:04:01.000]  特別集中在
[00:04:01.000 --> 00:04:04.000]  《彼得後書》這一段的思想
[00:04:04.000 --> 00:04:06.000]  我的思想是什麼呢?
[00:04:06.000 --> 00:04:08.000]  當然這八樣
[00:04:08.000 --> 00:04:11.000]  它都不是真的一級一級的
[00:04:11.000 --> 00:04:13.000]  行不了第一級就行不了
[00:04:13.000 --> 00:04:15.000]  你沒有第一級就沒有第二級
[00:04:15.000 --> 00:04:17.000]  沒有第二級就行不了上第三級
[00:04:17.000 --> 00:04:19.000]  都不是這樣的
[00:04:19.000 --> 00:04:21.000]  不過我們從這段經文裡面
[00:04:21.000 --> 00:04:23.000]  大概你看到
[00:04:23.000 --> 00:04:25.000]  一個旅程
[00:04:25.000 --> 00:04:27.000]  這個旅程有個起點
[00:04:27.000 --> 00:04:29.000]  有個終點
[00:04:29.000 --> 00:04:31.000]  大概是什麼呢?
[00:04:31.000 --> 00:04:33.000]  我就這樣形容
[00:04:33.000 --> 00:04:35.000]  它是先來
[00:04:35.000 --> 00:04:37.000]  後來的
[00:04:37.000 --> 00:04:39.000]  首先有信心
[00:04:39.000 --> 00:04:41.000]  然後才有得行
[00:04:41.000 --> 00:04:43.000]  先來後來很清楚是不是?
[00:04:43.000 --> 00:04:45.000]  第二個
[00:04:45.000 --> 00:04:47.000]  就是先給後仁的
[00:04:47.000 --> 00:04:49.000]  你看到
[00:04:49.000 --> 00:04:51.000]  前面它有各種的
[00:04:51.000 --> 00:04:53.000]  得行你可以說
[00:04:53.000 --> 00:04:55.000]  然後它就說
[00:04:55.000 --> 00:04:57.000]  「加上愛弟兄的心」
[00:04:57.000 --> 00:04:59.000]  這裡的中文翻譯有些問題
[00:04:59.000 --> 00:05:01.000]  其實它不是只講內心的
[00:05:01.000 --> 00:05:03.000]  如果你看其他的譯本
[00:05:03.000 --> 00:05:05.000]  它就不是這樣譯法
[00:05:05.000 --> 00:05:07.000]  譬如有譯本
[00:05:07.000 --> 00:05:09.000]  就譯做「弟兄的蓋」
[00:05:09.000 --> 00:05:11.000]  然後最後尾
[00:05:11.000 --> 00:05:13.000]  就是「博愛」
[00:05:13.000 --> 00:05:15.000]  現代中文譯本是這樣譯的
[00:05:15.000 --> 00:05:17.000]  所以它不是講
[00:05:17.000 --> 00:05:19.000]  「心」而是講一些
[00:05:19.000 --> 00:05:21.000]  「愛在」的行為
[00:05:21.000 --> 00:05:23.000]  所以
[00:05:23.000 --> 00:05:25.000]  其實這裡原本
[00:05:25.000 --> 00:05:27.000]  是一個字而已
[00:05:27.000 --> 00:05:29.000]  在新約
[00:05:29.000 --> 00:05:31.000]  在希臘文裡面是一個字而已
[00:05:31.000 --> 00:05:33.000]  「愛在人的心」也是一個字
[00:05:33.000 --> 00:05:35.000]  就是講「愛」
[00:05:35.000 --> 00:05:37.000]  一個「愛在」的表現
[00:05:37.000 --> 00:05:39.000]  甚至可以說
[00:05:39.000 --> 00:05:41.000]  然後
[00:05:41.000 --> 00:05:43.000]  這個意思就是說我想講的就是
[00:05:43.000 --> 00:05:45.000]  先己
[00:05:45.000 --> 00:05:47.000]  然後到到差人
[00:05:47.000 --> 00:05:49.000]  這個也是一種進展
[00:05:49.000 --> 00:05:51.000]  第三個
[00:05:51.000 --> 00:05:53.000]  這裡的意思
[00:05:53.000 --> 00:05:55.000]  不是完全清楚不過有些隱身的意思
[00:05:55.000 --> 00:05:57.000]  「愛弟兄的心」
[00:05:57.000 --> 00:05:59.000]  然後變「愛眾人的心」
[00:05:59.000 --> 00:06:01.000]  這種愛
[00:06:01.000 --> 00:06:03.000]  就是一種抗得更加大的愛
[00:06:03.000 --> 00:06:05.000]  很可能
[00:06:05.000 --> 00:06:07.000]  就是當時講到
[00:06:07.000 --> 00:06:09.000]  首先是在基督徒之間
[00:06:09.000 --> 00:06:11.000]  我們這個教會群體
[00:06:11.000 --> 00:06:13.000]  彼此之間
[00:06:13.000 --> 00:06:15.000]  然後再擴大一點
[00:06:15.000 --> 00:06:17.000]  就是講到
[00:06:17.000 --> 00:06:19.000]  一種是甚至不分
[00:06:19.000 --> 00:06:21.000]  你是甚麼人我是甚麼人
[00:06:21.000 --> 00:06:23.000]  你是外邦人我是猶太人
[00:06:23.000 --> 00:06:25.000]  這些都不分
[00:06:25.000 --> 00:06:27.000]  一種是叫做更大的愛
[00:06:27.000 --> 00:06:29.000]  更超然的愛
[00:06:29.000 --> 00:06:31.000]  這個也是往往
[00:06:31.000 --> 00:06:33.000]  新約聖經裡面
[00:06:33.000 --> 00:06:35.000]  福音書有常形容的
[00:06:35.000 --> 00:06:37.000]  這個字
[00:06:37.000 --> 00:06:39.000]  就是這三個部分
[00:06:39.000 --> 00:06:41.000]  好了
[00:06:41.000 --> 00:06:43.000]  我們香港生活
[00:06:43.000 --> 00:06:45.000]  很多時候我們都是
[00:06:45.000 --> 00:06:47.000]  很講我們的行為
[00:06:47.000 --> 00:06:49.000]  或者我們做的事
[00:06:49.000 --> 00:06:51.000]  我們用做的事來證明我們的內心世界
[00:06:51.000 --> 00:06:53.000]  有時教會都是一樣的
[00:06:53.000 --> 00:06:55.000]  有
[00:06:55.000 --> 00:06:57.000]  內
[00:06:57.000 --> 00:06:59.000]  先去外
[00:06:59.000 --> 00:07:01.000]  有內就在外面表現出來
[00:07:01.000 --> 00:07:03.000]  有外是否等於有內呢
[00:07:03.000 --> 00:07:05.000]  有時我們可以打個問號
[00:07:05.000 --> 00:07:07.000]  你可以有外在的行為
[00:07:07.000 --> 00:07:09.000]  但是保證不到你是內在
[00:07:09.000 --> 00:07:11.000]  是由那裡而發出來的
[00:07:11.000 --> 00:07:15.000]  我就
[00:07:15.000 --> 00:07:17.000]  看過一本書
[00:07:17.000 --> 00:07:19.000]  就叫做《大心》
[00:07:19.000 --> 00:07:21.000]  很有趣它攜帶
[00:07:21.000 --> 00:07:23.000]  大心靈的心
[00:07:23.000 --> 00:07:25.000]  就講一個是
[00:07:25.000 --> 00:07:27.000]  由一個都幾成功的
[00:07:27.000 --> 00:07:29.000]  企業家可以這樣講
[00:07:29.000 --> 00:07:31.000]  所寫的
[00:07:31.000 --> 00:07:33.000]  他是同一個神父共同寫的
[00:07:33.000 --> 00:07:35.000]  他的名字叫做博多陽心
[00:07:35.000 --> 00:07:37.000]  然後這位神父是很出名的
[00:07:37.000 --> 00:07:39.000]  香港人可能都有些認識
[00:07:39.000 --> 00:07:41.000]  叫做古倫神父
[00:07:41.000 --> 00:07:43.000]  合作寫了一本書
[00:07:43.000 --> 00:07:45.000]  我不是在基督教書室
[00:07:45.000 --> 00:07:47.000]  買到這本書
[00:07:47.000 --> 00:07:49.000]  我是在一個普通的書室
[00:07:49.000 --> 00:07:51.000]  企管類的書籍就買到這本書來看
[00:07:51.000 --> 00:07:53.000]  很吸引
[00:07:53.000 --> 00:07:55.000]  這個博多陽心
[00:07:55.000 --> 00:07:57.000]  他原本是一個花花公子
[00:07:57.000 --> 00:07:59.000]  非常有錢
[00:07:59.000 --> 00:08:01.000]  爸爸就做一個
[00:08:01.000 --> 00:08:03.000]  酒店、旅館
[00:08:03.000 --> 00:08:05.000]  連鎖式的
[00:08:05.000 --> 00:08:07.000]  一個大生意
[00:08:07.000 --> 00:08:09.000]  所以他就
[00:08:09.000 --> 00:08:11.000]  不用擔心他沒錢用
[00:08:11.000 --> 00:08:13.000]  所以就算是一個花花公子
[00:08:13.000 --> 00:08:17.000]  有一天他的爸爸
[00:08:17.000 --> 00:08:19.000]  就去巡視業務
[00:08:19.000 --> 00:08:21.000]  開一個私人飛機
[00:08:21.000 --> 00:08:23.000]  在飛機裏面
[00:08:23.000 --> 00:08:25.000]  中了一樣化炭
[00:08:25.000 --> 00:08:27.000]  飛機就安全著陸
[00:08:27.000 --> 00:08:29.000]  人就死了
[00:08:29.000 --> 00:08:31.000]  這個花花公子就接了這盤大生意
[00:08:31.000 --> 00:08:33.000]  死了
[00:08:33.000 --> 00:08:35.000]  我都中學程度
[00:08:35.000 --> 00:08:37.000]  都還沒讀完大學
[00:08:37.000 --> 00:08:39.000]  所以都不知道怎麼辦
[00:08:39.000 --> 00:08:41.000]  他就到處問人
[00:08:41.000 --> 00:08:43.000]  上課程
[00:08:43.000 --> 00:08:45.000]  覺得其實做生意很簡單
[00:08:45.000 --> 00:08:47.000]  就是賺錢
[00:08:47.000 --> 00:08:49.000]  怎樣令我的生意賺更多的錢
[00:08:49.000 --> 00:08:51.000]  於是
[00:08:51.000 --> 00:08:53.000]  他設定目標
[00:08:53.000 --> 00:08:55.000]  推動他的夥計
[00:08:55.000 --> 00:08:57.000]  為他賺多些的錢
[00:08:57.000 --> 00:08:59.000]  這個就是他認為
[00:08:59.000 --> 00:09:01.000]  一個企業之成功的
[00:09:01.000 --> 00:09:03.000]  這個就是衡量標準
[00:09:03.000 --> 00:09:07.000]  怎知道他這盤生意
[00:09:07.000 --> 00:09:09.000]  不單止越做越好而是越做越差
[00:09:09.000 --> 00:09:11.000]  於是後
[00:09:11.000 --> 00:09:13.000]  他這個年輕人就去問他的同事
[00:09:13.000 --> 00:09:15.000]  做了個問卷
[00:09:15.000 --> 00:09:17.000]  究竟問題出在哪裏呢
[00:09:17.000 --> 00:09:19.000]  我爸爸做這盤生意的時候都不是那麼差
[00:09:19.000 --> 00:09:21.000]  為什麼到我那麼差呢
[00:09:21.000 --> 00:09:23.000]  於是做了個問卷
[00:09:23.000 --> 00:09:25.000]  問卷回來的結果
[00:09:25.000 --> 00:09:27.000]  他看了都很不開心
[00:09:27.000 --> 00:09:29.000]  他說
[00:09:29.000 --> 00:09:31.000]  你爸爸做生意的時候都沒有什麼問題
[00:09:31.000 --> 00:09:33.000]  其實我們好好的
[00:09:33.000 --> 00:09:35.000]  問題出在哪裏呢
[00:09:35.000 --> 00:09:37.000]  就是你
[00:09:37.000 --> 00:09:39.000]  你不做老闆我們就已經沒有問題了
[00:09:39.000 --> 00:09:41.000]  他自己
[00:09:41.000 --> 00:09:43.000]  聽完之後就
[00:09:43.000 --> 00:09:45.000]  收到這些結果不記名
[00:09:45.000 --> 00:09:47.000]  非常不開心
[00:09:47.000 --> 00:09:49.000]  就覺得這盤生意不知道怎麼辦
[00:09:49.000 --> 00:09:51.000]  最後尾
[00:09:51.000 --> 00:09:53.000]  就在這個
[00:09:53.000 --> 00:09:55.000]  希望底下就做了個決定
[00:09:55.000 --> 00:09:57.000]  就是去這個
[00:09:57.000 --> 00:09:59.000]  古倫神父的
[00:09:59.000 --> 00:10:01.000]  修院裏面
[00:10:01.000 --> 00:10:03.000]  上一個星期的
[00:10:03.000 --> 00:10:05.000]  這個跟企業有關的
[00:10:05.000 --> 00:10:07.000]  學習班
[00:10:07.000 --> 00:10:09.000]  原來古倫神父很厲害的
[00:10:09.000 --> 00:10:11.000]  他自己底下在他修院裏面
[00:10:11.000 --> 00:10:13.000]  都有一些的事業
[00:10:13.000 --> 00:10:15.000]  除了這些事業之外
[00:10:15.000 --> 00:10:17.000]  他都經常在
[00:10:17.000 --> 00:10:19.000]  德國教那些
[00:10:19.000 --> 00:10:21.000]  在德國裏面最top的
[00:10:21.000 --> 00:10:23.000]  最高層的
[00:10:23.000 --> 00:10:25.000]  CEO
[00:10:25.000 --> 00:10:27.000]  怎樣是做得更好
[00:10:27.000 --> 00:10:29.000]  他的管理等等
[00:10:29.000 --> 00:10:31.000]  他都是慕名而來
[00:10:31.000 --> 00:10:33.000]  覺得都沒有辦法
[00:10:33.000 --> 00:10:35.000]  然後就想到最後一招了
[00:10:35.000 --> 00:10:37.000]  過了一段時間
[00:10:37.000 --> 00:10:39.000]  這個古倫神父有教他
[00:10:39.000 --> 00:10:41.000]  安靜教他一些
[00:10:41.000 --> 00:10:43.000]  靈修
[00:10:43.000 --> 00:10:45.000]  他就找回他自己原來有的信仰
[00:10:45.000 --> 00:10:47.000]  除此之外
[00:10:47.000 --> 00:10:49.000]  他重新思考
[00:10:49.000 --> 00:10:51.000]  究竟我人生什麼是
[00:10:51.000 --> 00:10:53.000]  他覺得最好的呢
[00:10:53.000 --> 00:10:55.000]  以及他認為是
[00:10:55.000 --> 00:10:57.000]  最想得到的呢
[00:10:57.000 --> 00:10:59.000]  原來就是
[00:10:59.000 --> 00:11:01.000]  不是賺最多錢
[00:11:01.000 --> 00:11:03.000]  就是能夠令人快樂
[00:11:03.000 --> 00:11:05.000]  他覺得就是令到他自己最開心
[00:11:05.000 --> 00:11:07.000]  於是他就回到公司
[00:11:07.000 --> 00:11:09.000]  嘗試去實踐這個
[00:11:09.000 --> 00:11:11.000]  他的人生目標
[00:11:11.000 --> 00:11:13.000]  由內心而發出來
[00:11:13.000 --> 00:11:15.000]  他結果怎樣做呢
[00:11:15.000 --> 00:11:17.000]  因為其實在他旅館裏面
[00:11:17.000 --> 00:11:19.000]  大家有各種階級
[00:11:19.000 --> 00:11:21.000]  有總經理有掃地
[00:11:21.000 --> 00:11:23.000]  他覺得這些階級
[00:11:23.000 --> 00:11:25.000]  製造了一種
[00:11:25.000 --> 00:11:27.000]  大家的衝突
[00:11:27.000 --> 00:11:29.000]  不是很開心不愉快
[00:11:29.000 --> 00:11:31.000]  於是他就
[00:11:31.000 --> 00:11:33.000]  掃除了這些階級
[00:11:33.000 --> 00:11:35.000]  全部的夥計都是有章
[00:11:35.000 --> 00:11:37.000]  然後都叫做自由盟友人
[00:11:37.000 --> 00:11:39.000]  就是他們的logo
[00:11:39.000 --> 00:11:41.000]  所以你去到他的
[00:11:41.000 --> 00:11:43.000]  酒店裏面你都分不到誰是總經理
[00:11:43.000 --> 00:11:45.000]  誰是打掃的
[00:11:45.000 --> 00:11:47.000]  這些都是階級
[00:11:47.000 --> 00:11:49.000]  第二個他發覺
[00:11:49.000 --> 00:11:51.000]  令到大家不開心的是什麼呢
[00:11:51.000 --> 00:11:53.000]  就是工作的分配
[00:11:53.000 --> 00:11:55.000]  你做這些他做那些
[00:11:55.000 --> 00:11:57.000]  於是他就想了一樣東西
[00:11:57.000 --> 00:11:59.000]  你喜歡做什麼
[00:11:59.000 --> 00:12:01.000]  就做什麼
[00:12:01.000 --> 00:12:03.000]  反正我們都沒有了這些階級
[00:12:03.000 --> 00:12:05.000]  叫大家決定
[00:12:05.000 --> 00:12:07.000]  選擇你做什麼
[00:12:07.000 --> 00:12:09.000]  所以他曾經找了一個
[00:12:09.000 --> 00:12:11.000]  原本是做電腦的
[00:12:11.000 --> 00:12:13.000]  來過他的酒店
[00:12:13.000 --> 00:12:15.000]  覺得這個年輕人都挺特別
[00:12:15.000 --> 00:12:17.000]  於是就和他
[00:12:17.000 --> 00:12:19.000]  談成了
[00:12:19.000 --> 00:12:21.000]  就由他做這個總經理
[00:12:21.000 --> 00:12:23.000]  但是他從來沒有做過
[00:12:23.000 --> 00:12:25.000]  那麼
[00:12:25.000 --> 00:12:27.000]  這個是第二招
[00:12:27.000 --> 00:12:29.000]  那麼第三招
[00:12:29.000 --> 00:12:31.000]  就是什麼呢
[00:12:31.000 --> 00:12:33.000]  他說看到有些人工作時間很長
[00:12:33.000 --> 00:12:35.000]  那麼就有時
[00:12:35.000 --> 00:12:37.000]  家裏都照顧不到
[00:12:37.000 --> 00:12:39.000]  他說最重要是你完成工作
[00:12:39.000 --> 00:12:41.000]  什麼時候上班
[00:12:41.000 --> 00:12:43.000]  你就自己決定
[00:12:43.000 --> 00:12:45.000]  什麼時候下班
[00:12:45.000 --> 00:12:47.000]  你就自己決定
[00:12:47.000 --> 00:12:49.000]  就是上班時間都有自己決定
[00:12:49.000 --> 00:12:51.000]  這個都未是最
[00:12:51.000 --> 00:12:53.000]  叫做是激進
[00:12:53.000 --> 00:12:55.000]  他最後的一招就是
[00:12:55.000 --> 00:12:57.000]  當然撐起上來的時候
[00:12:57.000 --> 00:12:59.000]  其實他經過很多諮詢
[00:12:59.000 --> 00:13:01.000]  討論的就是什麼呢
[00:13:01.000 --> 00:13:03.000]  值多少錢
[00:13:03.000 --> 00:13:05.000]  你就自己決定
[00:13:05.000 --> 00:13:07.000]  就是出多少工資
[00:13:07.000 --> 00:13:09.000]  都是自己決定
[00:13:09.000 --> 00:13:11.000]  他衡量之後
[00:13:11.000 --> 00:13:13.000]  其實對他自己來說
[00:13:13.000 --> 00:13:15.000]  他就扣了自己五分之四工資
[00:13:15.000 --> 00:13:17.000]  因為其實他說不值那麼多
[00:13:17.000 --> 00:13:19.000]  不過我是老闆沒有人出聲
[00:13:19.000 --> 00:13:21.000]  所以他扣了自己
[00:13:21.000 --> 00:13:23.000]  五分之四工資說他值那麼多
[00:13:23.000 --> 00:13:25.000]  這種種的改變
[00:13:25.000 --> 00:13:27.000]  改變了他的
[00:13:27.000 --> 00:13:29.000]  整間公司
[00:13:29.000 --> 00:13:31.000]  整個旅館的企業
[00:13:31.000 --> 00:13:33.000]  那麼就後來
[00:13:33.000 --> 00:13:35.000]  這個是真人真事來的
[00:13:35.000 --> 00:13:37.000]  後來變成了德國
[00:13:37.000 --> 00:13:39.000]  有朝氣的企業
[00:13:39.000 --> 00:13:41.000]  到處去演講
[00:13:41.000 --> 00:13:43.000]  去介紹
[00:13:43.000 --> 00:13:45.000]  後來他發覺其實這個不是他最喜歡
[00:13:45.000 --> 00:13:47.000]  到處去介紹這些明星
[00:13:47.000 --> 00:13:49.000]  就好像人人都
[00:13:49.000 --> 00:13:51.000]  把自己當作焦點
[00:13:51.000 --> 00:13:53.000]  他說其中一個最開心的就是
[00:13:53.000 --> 00:13:55.000]  留在家裏陪伴自己嫁人
[00:13:55.000 --> 00:13:57.000]  或者在企業裏面見到
[00:13:57.000 --> 00:13:59.000]  其他人成功
[00:13:59.000 --> 00:14:01.000]  他覺得這個比去演講還開心
[00:14:01.000 --> 00:14:03.000]  後來他就掛掉了大部分他這些演講
[00:14:03.000 --> 00:14:05.000]  雖然就為他爭取到
[00:14:05.000 --> 00:14:07.000]  很好的明星
[00:14:07.000 --> 00:14:11.000]  這個博多洋森
[00:14:11.000 --> 00:14:13.000]  他由心出發
[00:14:13.000 --> 00:14:15.000]  去做一些事情
[00:14:15.000 --> 00:14:17.000]  想不到是改變了他
[00:14:17.000 --> 00:14:19.000]  自己
[00:14:19.000 --> 00:14:21.000]  和企業
[00:14:21.000 --> 00:14:23.000]  同時也是成功的
[00:14:23.000 --> 00:14:25.000]  他想像不到
[00:14:25.000 --> 00:14:27.000]  沒有人這樣做的
[00:14:27.000 --> 00:14:29.000]  因為整個行業都不是這樣教的
[00:14:29.000 --> 00:14:31.000]  那些企管理論全部都不是這樣講的
[00:14:33.000 --> 00:14:35.000]  他的成功是有原因的
[00:14:35.000 --> 00:14:37.000]  因為他不但推動到自己
[00:14:37.000 --> 00:14:39.000]  在內心裏面出發去做一些事情
[00:14:39.000 --> 00:14:41.000]  他連他的同事
[00:14:41.000 --> 00:14:43.000]  都推動到他們
[00:14:43.000 --> 00:14:45.000]  令到他們上班都開心
[00:14:45.000 --> 00:14:47.000]  因為上班就做自己喜歡做的事
[00:14:47.000 --> 00:14:51.000]  然後什麼時候下班
[00:14:51.000 --> 00:14:53.000]  照顧家庭就由自己安排
[00:14:53.000 --> 00:14:55.000]  有非常強的自主性
[00:14:55.000 --> 00:14:57.000]  甚至值多少錢都由自己去決定
[00:14:57.000 --> 00:14:59.000]  大家有沒有這麼好的信工
[00:14:59.000 --> 00:15:01.000]  可能都會想找回一份這樣的工作
[00:15:01.000 --> 00:15:03.000]  他後來又分享
[00:15:03.000 --> 00:15:05.000]  他不單止為了這些同事
[00:15:05.000 --> 00:15:07.000]  來增加他們的快樂
[00:15:07.000 --> 00:15:09.000]  他也帶著他們去非洲
[00:15:09.000 --> 00:15:11.000]  其他國家那裏
[00:15:11.000 --> 00:15:13.000]  令到那裏的小朋友
[00:15:13.000 --> 00:15:15.000]  令到那裏的人快樂
[00:15:15.000 --> 00:15:17.000]  做了很多義工工作
[00:15:17.000 --> 00:15:19.000]  我覺得古倫神父
[00:15:19.000 --> 00:15:21.000]  這種的靈修
[00:15:21.000 --> 00:15:23.000]  一種的安靜
[00:15:23.000 --> 00:15:25.000]  一種由內心出發
[00:15:25.000 --> 00:15:27.000]  是改變了博多洋森他的一生
[00:15:29.000 --> 00:15:31.000]  我們都一樣
[00:15:31.000 --> 00:15:33.000]  不要以為我學的東西
[00:15:33.000 --> 00:15:35.000]  我學的理論
[00:15:35.000 --> 00:15:37.000]  教會是完全別套的
[00:15:37.000 --> 00:15:39.000]  教會那些
[00:15:39.000 --> 00:15:41.000]  不能拿出去用的
[00:15:41.000 --> 00:15:43.000]  不會令到我成功的
[00:15:43.000 --> 00:15:45.000]  看你什麼叫成功
[00:15:45.000 --> 00:15:47.000]  如果你正在做的事
[00:15:47.000 --> 00:15:49.000]  是由內心逐步逐步出發
[00:15:49.000 --> 00:15:51.000]  我相信這個
[00:15:51.000 --> 00:15:53.000]  才能夠帶給我們真正的喜悅
[00:15:53.000 --> 00:15:55.000]  所以這個是第一個
[00:15:55.000 --> 00:15:57.000]  就是先來後外
