
[00:00:00.000 --> 00:00:03.000]  丁字妹主來平安
[00:04:02.000 --> 00:04:04.000]  經文就變成怎樣呢
[00:04:04.000 --> 00:04:11.000]  就是我心驕傲 我眼高傲 我沒有把握的事 我都敢去做
[00:04:11.000 --> 00:04:17.000]  是不是啊 原本是不狂傲嘛 不眼高嘛
[00:04:17.000 --> 00:04:25.000]  我將它反過來就是 我心驕傲 我眼高傲 我沒有把握的事 我都敢去做
[00:04:25.000 --> 00:04:28.000]  有什麼不對啊
[00:04:28.000 --> 00:04:34.000]  原來心狂傲 眼高大 是指一個人的驕傲 是自恃
[00:04:34.000 --> 00:04:40.000]  在聖經裏面給我們看到 以色列人常常對這些人有這樣的提醒
[00:04:40.000 --> 00:04:44.000]  我們一起讀 針研第十八章第十二節
[00:04:44.000 --> 00:04:50.000]  敗壞之先 人心驕傲 尊榮以前 必有謙卑
[00:04:50.000 --> 00:04:58.000]  原來在敗壞之先 在跌倒之先 人的心首先會驕傲
[00:04:58.000 --> 00:05:02.000]  另外有一段經文來自針研三十章第十三節
[00:05:02.000 --> 00:05:08.000]  有一眾人眼目何其高傲 眼皮也是高舉
[00:05:08.000 --> 00:05:11.000]  用今日來說就是有些不甘眼
[00:05:11.000 --> 00:05:13.000]  有沒有見過有些不甘眼
[00:05:13.000 --> 00:05:17.000]  哇 這樣去形容 眼皮也高舉 望都不望一下
[00:05:17.000 --> 00:05:20.000]  那種內心的驕傲
[00:05:20.000 --> 00:05:26.000]  在先知的傳統裏面 這種驕傲的人都是和上帝為敵的
[00:05:26.000 --> 00:05:30.000]  所以在歷代之下三十二章二十五節裏說
[00:05:30.000 --> 00:05:38.000]  希西迦卻沒有照他所蒙的恩報答耶和華 因他心裡驕傲
[00:05:38.000 --> 00:05:44.000]  所以憤怒要臨到他 和猶大並耶路撒冷
[00:05:44.000 --> 00:05:51.000]  希西迦那份驕傲也沒有按照神所給他的恩來回應神
[00:05:51.000 --> 00:05:55.000]  所以神的憤怒臨到他
[00:05:55.000 --> 00:05:59.000]  所以人的驕傲是神所不起悅的
[00:05:59.000 --> 00:06:02.000]  眼睛高大又如何
[00:06:02.000 --> 00:06:04.000]  真言第六章十六到十七節說
[00:06:04.000 --> 00:06:13.000]  耶和華所憎恨的有六樣 連他心所憎惡的共有七樣 就是高傲的眼
[00:06:13.000 --> 00:06:19.000]  那種目空一切就是神所憎惡的 上帝所不起悅的
[00:06:19.000 --> 00:06:23.000]  至於重大和七不透的事是說什麼呢
[00:06:23.000 --> 00:06:28.000]  原來是指上帝在地上的作為
[00:06:28.000 --> 00:06:30.000]  所以第十節說
[00:06:30.000 --> 00:06:33.000]  因祢為大 且行奇妙的事
[00:06:33.000 --> 00:06:37.000]  那些事原本是耶和華所作的行為
[00:06:37.000 --> 00:06:42.000]  那些事原本是神的大能和大力所讓我們看到祂的作為
[00:06:42.000 --> 00:06:45.000]  不是人做的
[00:06:45.000 --> 00:06:51.000]  但是人竟然說那些事是祂做的
[00:06:51.000 --> 00:06:54.000]  去褫奪了神的榮耀
[00:06:54.000 --> 00:06:58.000]  如果我們從剛才我引述其他的經文去看得到
[00:06:58.000 --> 00:07:04.000]  我們就明白為何詩人一開始的時候就用三個筆字
[00:07:04.000 --> 00:07:14.000]  因為詩人覺得驕傲 眼高 和這些黏著神榮耀的事情都是不好的
[00:07:14.000 --> 00:07:19.000]  因為這些心態背後都有一種態度
[00:07:19.000 --> 00:07:27.000]  就是眼裡只有自己 沒有其他人
[00:07:27.000 --> 00:07:31.000]  這篇詩篇一開始的時候很清楚說到
[00:07:31.000 --> 00:07:35.000]  這篇詩篇是大衛所寫的
[00:07:35.000 --> 00:07:39.000]  狂傲 眼高 無所不能的態度
[00:07:39.000 --> 00:07:41.000]  目空一切只有自己
[00:07:41.000 --> 00:07:48.000]  這豈不是一個一國之君應該有和必須要有的心態嗎
[00:07:48.000 --> 00:07:52.000]  大衛貴為一國之君 權傾天下
[00:07:52.000 --> 00:07:57.000]  為何他不可以眼高 驕傲 目空一切
[00:07:57.000 --> 00:08:02.000]  為何他不可以覺得自己所擁有的比任何人都要高
[00:08:02.000 --> 00:08:07.000]  他絕對可以在神面前這樣誇口
[00:08:07.000 --> 00:08:11.000]  我就是這樣 我就是可以眼高 目空一切
[00:08:11.000 --> 00:08:14.000]  我心裡就是充滿了驕傲
[00:08:14.000 --> 00:08:20.000]  這豈不是一個一國之君 甚至很多的領袖都很希望
[00:08:20.000 --> 00:08:28.000]  趨之若鶩 很希望追求的一種心態嗎?
[00:08:28.000 --> 00:08:35.000]  聽姐妹 這個正正就是這篇詩篇可貴的地方
[00:08:35.000 --> 00:08:41.000]  可貴的地方就是貴為一國之君的大衛
[00:08:41.000 --> 00:08:48.000]  竟然在神面前說出第一節的說話
[00:08:48.000 --> 00:08:54.000]  大衛經歷了年輕時候的豪情壯志
[00:08:54.000 --> 00:08:57.000]  他打過了一場又一場的人生戰爭
[00:08:57.000 --> 00:09:00.000]  衝過了生命的驚濤駭浪
[00:09:00.000 --> 00:09:06.000]  他經歷過富貴 權力 榮耀 情慾
[00:09:06.000 --> 00:09:12.000]  他也經歷過懼怕 戰爭 被人追殺
[00:09:12.000 --> 00:09:18.000]  他又體會到骨肉相殘的那種悲痛
[00:09:18.000 --> 00:09:26.000]  在人生這個階段裡面 他最珍貴的是什麼呢?
[00:09:26.000 --> 00:09:34.000]  他最珍貴的竟然是在上帝裡面那份平穩和安靜
[00:09:36.000 --> 00:09:40.000]  正如我說的 這是最可貴的地方
[00:09:40.000 --> 00:09:44.000]  就是一國之君他能夠在神面前
[00:09:44.000 --> 00:09:48.000]  全然地敞開自己的內心
[00:09:48.000 --> 00:09:52.000]  向上帝一個懺悔
[00:09:52.000 --> 00:09:56.000]  在這個懺悔裡面我們看到
[00:09:56.000 --> 00:10:01.000]  私人所體重和所興翰的事物
[00:10:02.000 --> 00:10:06.000]  私人在上帝面前的謙卑
[00:10:06.000 --> 00:10:14.000]  是在上帝面前一個坦誠的表白和一個認信
[00:10:14.000 --> 00:10:22.000]  究竟是什麼令一個人狂傲和眼高呢?
[00:10:22.000 --> 00:10:26.000]  我相信其中一個原因就是他確實是擁有很多
[00:10:26.000 --> 00:10:29.000]  他的錢比別人多 他的能力比別人高
[00:10:29.000 --> 00:10:32.000]  他各樣的東西都比別人優勝
[00:10:32.000 --> 00:10:36.000]  所以他絕對有這樣的資格
[00:10:36.000 --> 00:10:39.000]  他可以驕傲 他可以目空一切
[00:10:39.000 --> 00:10:43.000]  他可以看低周圍的人 是不是?
[00:10:43.000 --> 00:10:48.000]  但是我們有一句話叫做
[00:10:48.000 --> 00:10:52.000]  自卑和自大是怎樣的呢?
[00:10:52.000 --> 00:10:54.000]  一線之差
[00:10:55.000 --> 00:11:00.000]  原來當一個人覺得別人比自己強的時候
[00:11:00.000 --> 00:11:03.000]  別人所擁有的是比自己多的時候
[00:11:03.000 --> 00:11:08.000]  同樣他都要擺出一個驕傲自大的樣子
[00:11:08.000 --> 00:11:12.000]  因為他要撐著
[00:11:12.000 --> 00:11:16.000]  所以在比較裡面
[00:11:16.000 --> 00:11:21.000]  人往往就顯出自己那份不滿足
[00:11:23.000 --> 00:11:30.000]  有人形容不滿足和貪婪是硬幣的兩面
[00:11:30.000 --> 00:11:32.000]  我相信這個說法
[00:11:32.000 --> 00:11:37.000]  我們可以在十誡裡面最後一誡可以看得到
[00:11:37.000 --> 00:11:38.000]  不如我們一起讀吧
[00:11:38.000 --> 00:11:41.000]  不可貪戀人的房屋
[00:11:41.000 --> 00:11:48.000]  也不可貪戀人的妻子 瀑皮 牛奴 並他一切所有的
[00:11:48.000 --> 00:11:51.000]  記載在《出埃及記》二十章第十七節這段經文
[00:11:51.000 --> 00:11:53.000]  其實給我們看得到
[00:11:53.000 --> 00:11:57.000]  房屋 妻子 瀑皮 牛奴
[00:11:57.000 --> 00:11:59.000]  是一些忠誠的善物
[00:11:59.000 --> 00:12:01.000]  神賜給我們的時候
[00:12:01.000 --> 00:12:04.000]  我們可以享用 我們享有
[00:12:04.000 --> 00:12:06.000]  我們並且樂在其中
[00:12:06.000 --> 00:12:08.000]  今天我們所擁有的
[00:12:08.000 --> 00:12:10.000]  無論是屋 我們的錢
[00:12:10.000 --> 00:12:13.000]  我們的工作 我們的家庭
[00:12:13.000 --> 00:12:15.000]  神所給我們的
[00:12:15.000 --> 00:12:17.000]  我們不會拒絕
[00:12:17.000 --> 00:12:20.000]  我們並且能夠享受在當中
[00:12:20.000 --> 00:12:25.000]  用感恩的心來經歷天父的供應
[00:12:25.000 --> 00:12:28.000]  但問題在哪裡呢?
[00:12:28.000 --> 00:12:30.000]  問題就在這段經文
[00:12:30.000 --> 00:12:32.000]  兩個字
[00:12:32.000 --> 00:12:34.000]  是貪戀
[00:12:34.000 --> 00:12:39.000]  貪戀 或者我用另一個形容詞
[00:12:39.000 --> 00:12:41.000]  就是眼見心盲
[00:12:41.000 --> 00:12:45.000]  當你看到別人比你擁有的多的時候
[00:12:45.000 --> 00:12:48.000]  你就想連別人的也摟過來
[00:12:49.000 --> 00:12:51.000]  貪戀就是你不滿足於
[00:12:51.000 --> 00:12:53.000]  就算神給你多少
[00:12:53.000 --> 00:12:54.000]  你都不滿足於
[00:12:54.000 --> 00:12:57.000]  你仍然覺得自己擁有的是不足
[00:12:57.000 --> 00:13:01.000]  仍然去想連別人的也拿回來
[00:13:01.000 --> 00:13:06.000]  所以在提摩太前書第六章第九節
[00:13:06.000 --> 00:13:07.000]  經文這樣說
[00:13:07.000 --> 00:13:09.000]  但那些想要發財的人
[00:13:09.000 --> 00:13:12.000]  就陷在迷惑
[00:13:12.000 --> 00:13:17.000]  落在網羅和許多無知有害的私慾裡
[00:13:17.000 --> 00:13:22.000]  叫人沉在敗壞亡滅亡中
[00:13:22.000 --> 00:13:26.000]  貪財是萬惡之根
[00:13:26.000 --> 00:13:28.000]  有人貪戀錢財
[00:13:28.000 --> 00:13:31.000]  就被引誘離了真道
[00:13:31.000 --> 00:13:36.000]  用許多受苦把自己刺透了
[00:13:36.000 --> 00:13:40.000]  富有不是一個罪
[00:13:40.000 --> 00:13:43.000]  有錢不是問題
[00:13:43.000 --> 00:13:49.000]  但去貪,去常常覺得自己不足夠
[00:13:49.000 --> 00:13:55.000]  而且這個貪是引誘你離開了真道
[00:13:55.000 --> 00:13:57.000]  是因為這個貪,這種貪慕
[00:13:57.000 --> 00:14:01.000]  讓你連自己的信仰都放下
[00:14:01.000 --> 00:14:04.000]  因為這個貪,連你親愛的神
[00:14:04.000 --> 00:14:06.000]  你都願意撇棄的時候
[00:14:06.000 --> 00:14:09.000]  這個才是問題的所在
[00:14:12.000 --> 00:14:14.000]  弟兄姊妹
[00:14:14.000 --> 00:14:20.000]  我不知道你今天心裡有沒有一些不滿足
[00:14:20.000 --> 00:14:24.000]  或者你跟牧師說不止一些,是很多
[00:14:24.000 --> 00:14:30.000]  究竟你那份不滿足
[00:14:30.000 --> 00:14:34.000]  是不是導致你會去貪戀呢?
[00:14:34.000 --> 00:14:39.000]  詩人在第一節經文裡給我們看到
[00:14:39.000 --> 00:14:43.000]  他不再驕傲,不再眼高
[00:14:43.000 --> 00:14:50.000]  不再做一些是神的作為而不是人能做的事情
[00:14:50.000 --> 00:14:55.000]  他看到自己的欠缺
[00:14:55.000 --> 00:14:59.000]  更重要的是他敞開自己的心
[00:14:59.000 --> 00:15:05.000]  坦然地在上帝面前去承認
[00:15:07.000 --> 00:15:12.000]  弟兄姊妹,我鼓勵你去學習詩人
[00:15:12.000 --> 00:15:17.000]  去檢視自己的生命究竟有沒有這份不滿足
[00:15:17.000 --> 00:15:24.000]  這份貪戀去窒礙了你跟神的關係
[00:15:24.000 --> 00:15:32.000]  接著,詩人在第二節裡是一個向上帝的信靠
[00:15:32.000 --> 00:15:35.000]  我用《新普及譯本》來譯第二節
[00:15:35.000 --> 00:15:38.000]  相反我讓自己安然添靜
[00:15:38.000 --> 00:15:42.000]  像斷奶的孩子不再為吃奶哭鬧
[00:15:42.000 --> 00:15:49.000]  我的心在我裡面就像斷奶的孩子一般
[00:15:49.000 --> 00:15:52.000]  在剛才大家所看的經文第一節裡
[00:15:52.000 --> 00:15:56.000]  我們看到詩人的心不再是見機於那些偉大的事情
[00:15:56.000 --> 00:16:00.000]  而是充滿了野心的慾望
[00:16:00.000 --> 00:16:07.000]  這一節,詩人再說出他在生命裡只重視一樣的事物
[00:16:07.000 --> 00:16:15.000]  就是對上帝那份絕對、相信和傳言的信求
[00:16:15.000 --> 00:16:18.000]  詩人用了一個比喻
[00:16:18.000 --> 00:16:23.000]  就是媽媽跟嬰兒關係的比喻
[00:16:23.000 --> 00:16:29.000]  當一個正在吃奶的嬰兒
[00:16:29.000 --> 00:16:33.000]  他去到媽媽那裡,他只需要喝奶
[00:16:33.000 --> 00:16:39.000]  所以媽媽就成為他肚腹上的供應者
[00:16:39.000 --> 00:16:41.000]  他只有一個目的
[00:16:41.000 --> 00:16:46.000]  就是去到媽媽那裡,媽媽就會令他飽腹
[00:16:46.000 --> 00:16:49.000]  滿足了他肉體上的需要
[00:16:49.000 --> 00:16:52.000]  這是吃奶的嬰孩
[00:16:52.000 --> 00:16:55.000]  但是當我們細心去看的時候
[00:16:55.000 --> 00:17:00.000]  詩人描述是斷過奶的孩子
[00:17:00.000 --> 00:17:03.000]  是斷了奶的孩子
[00:17:03.000 --> 00:17:08.000]  做過媽媽的都知道斷奶是一個過程
[00:17:08.000 --> 00:17:10.000]  是一個不容易的過程
[00:17:10.000 --> 00:17:16.000]  媽媽可能需要忍耐著狠心一點不給他吃
[00:17:16.000 --> 00:17:21.000]  媽媽需要忍耐著嬰兒的哭聲
[00:17:21.000 --> 00:17:25.000]  因為在媽媽的心裡知道這是一個必經的過程
[00:17:25.000 --> 00:17:28.000]  經歷了之後,斷奶之後
[00:17:28.000 --> 00:17:32.000]  嬰兒就進入另一個成長的過程裡
[00:17:32.000 --> 00:17:35.000]  生命的另一個階段裡
[00:17:35.000 --> 00:17:38.000]  是一個必須的過程裡
[00:17:38.000 --> 00:17:44.000]  吃奶的嬰孩和斷奶的嬰孩
[00:17:44.000 --> 00:17:46.000]  跟媽媽的關係
[00:17:46.000 --> 00:17:49.000]  如果我們比喻成人跟上帝的關係
[00:17:49.000 --> 00:17:54.000]  吃奶的嬰孩就像那些常常只希望天父
[00:17:54.000 --> 00:17:58.000]  去供應他一切所需的那份心態
[00:17:58.000 --> 00:18:00.000]  是滿足了他日常生活上
[00:18:00.000 --> 00:18:03.000]  滿足了他物質上各樣的需要
[00:18:03.000 --> 00:18:07.000]  是一個滿足他個人需要的供應者
[00:18:07.000 --> 00:18:11.000]  神就是一個這樣的角色
[00:18:11.000 --> 00:18:15.000]  至於斷了奶的嬰孩
[00:18:15.000 --> 00:18:20.000]  他不再需要去到媽媽那裡被餵養
[00:18:20.000 --> 00:18:25.000]  但是他仍然很希望去到媽媽的懷裡
[00:18:25.000 --> 00:18:28.000]  依偎在媽媽的懷裡
[00:18:28.000 --> 00:18:31.000]  那不是一個食物的供應
[00:18:31.000 --> 00:18:35.000]  那是一個關係的結裂
[00:18:35.000 --> 00:18:38.000]  他不再去找食物
[00:18:38.000 --> 00:18:46.000]  他相反的就是很希望跟媽媽有那份親密
[00:18:46.000 --> 00:18:48.000]  那份親密
[00:18:48.000 --> 00:18:54.000]  只要在媽媽的懷裡被媽媽擁抱著
[00:18:54.000 --> 00:18:57.000]  就已經滿足了
[00:18:57.000 --> 00:19:00.000]  是不需要吃東西的
[00:19:00.000 --> 00:19:07.000]  因為那份滿足是來自媽媽那份擁抱
[00:19:07.000 --> 00:19:11.000]  這是一個成長的過程
[00:19:11.000 --> 00:19:14.000]  吃奶的嬰孩
[00:19:14.000 --> 00:19:18.000]  由需要媽媽給他
[00:19:18.000 --> 00:19:20.000]  到斷了奶的嬰孩
[00:19:20.000 --> 00:19:24.000]  他開始學會怎樣去付出他的愛
[00:19:24.000 --> 00:19:28.000]  來給媽媽
[00:19:28.000 --> 00:19:35.000]  丁子妹,我們常常希望上帝供應我們各樣的需要
[00:19:35.000 --> 00:19:40.000]  但是我們有沒有像斯人這份心思意念
[00:19:40.000 --> 00:19:44.000]  我們所追求的不只是物質上的需要
[00:19:44.000 --> 00:19:50.000]  我們所追求的是跟上帝那份親密
[00:19:50.000 --> 00:19:55.000]  那份親密、緊聯的關係
[00:19:55.000 --> 00:20:01.000]  那不是一些需索、一些要求、一些物件
[00:20:01.000 --> 00:20:04.000]  而是一個關係
[00:20:04.000 --> 00:20:12.000]  是一個安然在上帝懷裡的那份關係
[00:20:12.000 --> 00:20:17.000]  Richard Forster 在他的書《Celebration of Disciples》裡說
[00:20:17.000 --> 00:20:21.000]  他是現代人最重視的三樣事物
[00:20:21.000 --> 00:20:27.000]  這三樣東西就是噪音、繁忙和擠擁
[00:20:27.000 --> 00:20:31.000]  就是Noise、Hurry和Crowds
[00:20:31.000 --> 00:20:35.000]  很厲害啊,我們香港人全部擁有了
[00:20:35.000 --> 00:20:38.000]  我們在哪裡可以寧靜呢?
[00:20:38.000 --> 00:20:41.000]  到處都充滿了噪音
[00:20:41.000 --> 00:20:43.000]  今天我們看到電視節目
[00:20:43.000 --> 00:20:45.000]  你很忙啊,你這句問題很傻啊
[00:20:45.000 --> 00:20:48.000]  有誰不忙啊?
[00:20:48.000 --> 00:20:54.000]  擠迫,到處都充滿了人
[00:20:54.000 --> 00:21:00.000]  今天我們是不是也被噪音、繁忙、擠擁
[00:21:00.000 --> 00:21:05.000]  令我們沒有安靜的時間呢?
[00:21:05.000 --> 00:21:07.000]  心理學家Carl Jung 曾經這樣說
[00:21:07.000 --> 00:21:10.000]  他說匆忙不是來自魔鬼
[00:21:10.000 --> 00:21:14.000]  它本身就是魔鬼
[00:21:14.000 --> 00:21:16.000]  英文的一句話是
[00:21:16.000 --> 00:21:23.000]  Hurry is not of the devil, it is the devil
[00:21:23.000 --> 00:21:30.000]  丁姐妹,我不知道在今天我們匆忙的生活裡
[00:21:30.000 --> 00:21:33.000]  匆忙這個魔鬼
[00:21:33.000 --> 00:21:38.000]  是不是就隔絕了你和神的關係
[00:21:38.000 --> 00:21:41.000]  以致我們不懂得怎樣有一刻的安靜
[00:21:41.000 --> 00:21:44.000]  好像斷尿蟹、斷尿奶的嬰孩那樣
[00:21:44.000 --> 00:21:47.000]  才會在媽媽的胸懷裡
[00:21:47.000 --> 00:21:51.000]  享受那份寧靜和安穩呢?
[00:21:51.000 --> 00:21:53.000]  我們沒有一刻的寧靜
[00:21:53.000 --> 00:21:56.000]  可以去到神的裡面
[00:21:56.000 --> 00:22:00.000]  去靠在上帝的懷裡
[00:22:00.000 --> 00:22:06.000]  去享受那份安穩
[00:22:06.000 --> 00:22:10.000]  當描述到天父的公認的時候
[00:22:10.000 --> 00:22:15.000]  我想到大家所熟悉的詩篇23篇
[00:22:15.000 --> 00:22:18.000]  有沒有人不懂詩篇23篇呢?
[00:22:18.000 --> 00:22:21.000]  千萬不要舉手
[00:22:21.000 --> 00:22:25.000]  當剛才詩班唱詩篇23篇的時候
[00:22:25.000 --> 00:22:27.000]  你有什麼感覺?
[00:22:27.000 --> 00:22:30.000]  或者當聽到23篇讀到23篇的時候
[00:22:30.000 --> 00:22:34.000]  你腦海裡面呈現的那個青草地
[00:22:34.000 --> 00:22:37.000]  是怎樣的樣子呢?我想問一下
[00:22:37.000 --> 00:22:40.000]  我給你一點時間去構思一下
[00:22:40.000 --> 00:22:43.000]  是怎樣的一塊草地呢?
[00:22:43.000 --> 00:22:46.000]  會不會是這樣的?
[00:22:46.000 --> 00:22:49.000]  綠油油一塊的草地
[00:22:49.000 --> 00:22:52.000]  肥嘟嘟很可愛的白雪雪的羊
[00:22:52.000 --> 00:22:58.000]  只要牠摀著頭就周圍都有肥美的草可以吃
[00:22:58.000 --> 00:23:00.000]  你對於詩篇23篇
[00:23:00.000 --> 00:23:02.000]  青草地溪水旁
[00:23:02.000 --> 00:23:06.000]  是不是就是一個這樣的圖畫呢?
[00:23:06.000 --> 00:23:09.000]  最近我在Facebook看到一條短片
[00:23:09.000 --> 00:23:14.000]  是由美國一位研究聖經和猶太文化的學者
[00:23:14.000 --> 00:23:16.000]  Ray Vander Lee
[00:23:16.000 --> 00:23:19.000]  他在當中的短片裡講解
[00:23:19.000 --> 00:23:22.000]  他帶我們去到以色列和巴勒斯坦的地方
[00:23:22.000 --> 00:23:28.000]  看一下聖經裡面所形容的青草地究竟是怎樣的
[00:23:28.000 --> 00:23:30.000]  你想不想看一下?
[00:23:44.000 --> 00:23:46.000]  As the green pastures
[00:23:46.000 --> 00:23:49.000]  So the shepherd looks for a hillside
[00:23:49.000 --> 00:23:51.000]  That's exactly what she was doing
[00:23:51.000 --> 00:23:53.000]  Look at that flock across from us there
[00:23:53.000 --> 00:23:54.000]  Just stunning
[00:23:54.000 --> 00:23:57.000]  Those two shepherd girls have found a hillside
[00:23:57.000 --> 00:24:00.000]  And they move that flock across the hillside
[00:24:00.000 --> 00:24:02.000]  And it's one mouthful here
[00:24:02.000 --> 00:24:03.000]  Walk a step or two
[00:24:03.000 --> 00:24:04.000]  Another mouthful
[00:24:04.000 --> 00:24:05.000]  Another mouthful
[00:24:05.000 --> 00:24:07.000]  Another mouthful
[00:24:07.000 --> 00:24:11.000]  Now that changes the green pasture image a little bit
[00:24:11.000 --> 00:24:13.000]  Besides the picture changing radically
[00:24:13.000 --> 00:24:17.000]  Green pastures are not everything you need for the rest of your life
[00:24:17.000 --> 00:24:19.000]  If you make that belly deep alfalfa
[00:24:19.000 --> 00:24:21.000]  Then what God is saying
[00:24:21.000 --> 00:24:23.000]  If you follow me, I'm gonna plunk you down
[00:24:23.000 --> 00:24:25.000]  And you'll never have to move an inch the rest of your life
[00:24:25.000 --> 00:24:27.000]  Just reach out and grab it
[00:24:27.000 --> 00:24:31.000]  Tell me that your life with God has been like that
[00:24:31.000 --> 00:24:39.000]  Worry, said one rabbi, is dealing with tomorrow's problems on today's pasture
[00:24:39.000 --> 00:24:45.000]  In the desert, you learn, the shepherd will get you what you need for right now
[00:24:45.000 --> 00:24:49.000]  Ten minutes from now, you trust the shepherd
[00:24:49.000 --> 00:24:52.000]  Just enough
[00:24:52.000 --> 00:24:57.000]  對不起
[00:24:57.000 --> 00:25:02.000]  我想我破壞了你對於青草地美麗的圖畫
[00:25:02.000 --> 00:25:04.000]  那些就是青草地
[00:25:04.000 --> 00:25:07.000]  我記得好幾年前去以色列的時候
[00:25:07.000 --> 00:25:09.000]  那個導遊那些羊在那裡走來走去
[00:25:09.000 --> 00:25:11.000]  他說在吃草
[00:25:11.000 --> 00:25:13.000]  我當時不相信他
[00:25:13.000 --> 00:25:16.000]  因為離遠的時候你見不見到那些草
[00:25:16.000 --> 00:25:19.000]  根本你見不到有那些草
[00:25:19.000 --> 00:25:26.000]  這個完全跟我們過往對於青草地的想法是完全不同的
[00:25:26.000 --> 00:25:28.000]  但是在這條短片裡面
[00:25:28.000 --> 00:25:31.000]  他是讓我們很清楚看得到
[00:25:31.000 --> 00:25:37.000]  那些羊安心不是有一片路悠悠任他吃的草地
[00:25:37.000 --> 00:25:44.000]  他的安心是來自他一步一步跟隨著這個牧者
[00:25:44.000 --> 00:25:52.000]  因為牧羊人帶到他有一口一口一口的青草
[00:25:52.000 --> 00:25:55.000]  他不需要擔心前面是怎樣
[00:25:55.000 --> 00:26:03.000]  他只要緊緊跟隨安然的信靠就可以
[00:26:03.000 --> 00:26:09.000]  Just Enough 剛好足夠
[00:26:09.000 --> 00:26:12.000]  剛好足夠對於我們今天
