
[00:00:00.000 --> 00:00:01.780]  各位親愛的師父 讓我們先聽神的導議
[00:02:02.220 --> 00:02:03.420]  他說很難啊
[00:02:03.420 --> 00:02:06.900]  整本聖經你竟然叫我用一句說話去總結?
[00:02:06.900 --> 00:02:09.540]  一本聖經讓一句話來總結
[00:02:09.540 --> 00:02:10.660]  不如我問一下大家
[00:02:10.660 --> 00:02:12.840]  大家看節目知不知道?
[00:02:12.840 --> 00:02:15.300]  我問一下弟兄姊妹你們知道嗎?
[00:02:15.300 --> 00:02:18.100]  Baby好像很害怕
[00:02:18.100 --> 00:02:21.280]  聖經可以用一句說話來總結的嗎?
[00:02:21.280 --> 00:02:23.680]  聖經可以用一句話來總結嗎?
[00:02:23.680 --> 00:02:25.720]  是啊!聖經只講一件事
[00:02:25.720 --> 00:02:28.320]  從創世紀以至於啟示錄
[00:02:28.320 --> 00:02:30.920]  聖經從創世紀到啟示錄
[00:02:30.920 --> 00:02:32.460]  只是講了一件事
[00:02:32.460 --> 00:02:36.200]  就是人怎樣能夠認罪悔改
[00:02:36.200 --> 00:02:39.300]  就是人是如何要認罪悔改
[00:02:39.300 --> 00:02:40.200]  就是一句說話
[00:02:40.200 --> 00:02:40.800]  就是一句話
[00:02:40.800 --> 00:02:42.500]  成本聖經想講這件事
[00:02:42.500 --> 00:02:44.540]  整本聖經都是在講這個
[00:02:44.540 --> 00:02:47.500]  當人會認罪悔改之後呢?
[00:02:47.500 --> 00:02:49.700]  當人認罪悔改之後呢?
[00:02:49.700 --> 00:02:51.580]  人就會有很多改變
[00:02:51.580 --> 00:02:53.340]  人就有很多改變
[00:02:53.340 --> 00:02:56.440]  可惜今天很多人就只是看那些改變
[00:02:56.440 --> 00:02:58.780]  很可惜今天很多人只是看那些改變
[00:02:58.780 --> 00:03:01.220]  而不看那個改變的動力在哪裡
[00:03:01.220 --> 00:03:03.520]  而沒有看到改變的動力在哪裡
[00:03:03.520 --> 00:03:05.620]  所以很多不是原本
[00:03:05.620 --> 00:03:09.760]  聖經教我們傳道的主要動機原因
[00:03:09.760 --> 00:03:13.660]  所以這些很多不是教育我們認識聖經主要傳道的原因
[00:03:13.660 --> 00:03:17.200]  基督徒教會就把它們全部搬出來成為主題
[00:03:17.200 --> 00:03:20.100]  基督徒教會就把它們全部搬出來成為主題
[00:03:20.100 --> 00:03:22.400]  比如說病怎樣得到醫治
[00:03:22.400 --> 00:03:24.080]  比如說病怎樣得到醫治
[00:03:24.080 --> 00:03:27.580]  或者當你自己有些希望期望
[00:03:27.580 --> 00:03:30.820]  得不到實現之後覺得很沮喪
[00:03:30.820 --> 00:03:36.620]  你有什麼希望和期望能不能得不到而沮喪
[00:03:36.620 --> 00:03:40.320]  甚至說我有抑鬱
[00:03:40.320 --> 00:03:42.760]  甚至說我有抑鬱
[00:03:42.760 --> 00:03:46.260]  其實都源於人那個罪的問題
[00:03:46.260 --> 00:03:48.760]  其實這些都是源於人的罪的問題
[00:03:48.760 --> 00:03:51.360]  但是今天的教會不說怎麼處理罪的問題
[00:03:51.360 --> 00:03:55.160]  又怎麼能夠幫助人去處理這些所謂抑鬱
[00:03:55.160 --> 00:03:57.440]  病等等的情況呢?
[00:03:57.440 --> 00:04:00.980]  但是當今的教會沒有讓人去處理這些罪的問題
[00:04:00.980 --> 00:04:03.240]  而是怎麼去解決這些憂鬱的問題呢?
[00:04:03.240 --> 00:04:05.620]  靈恩的教會就把它扭一扭
[00:04:05.620 --> 00:04:07.380]  靈恩的教會就把它扭了一點
[00:04:07.380 --> 00:04:09.040]  將它加入神跡了
[00:04:09.040 --> 00:04:10.220]  將它加入神跡
[00:04:10.220 --> 00:04:12.220]  所以那些 charismatic church
[00:04:12.220 --> 00:04:15.720]  那些靈恩派的教會就很喜歡用神跡
[00:04:15.720 --> 00:04:19.420]  用神跡來印證神在你身上
[00:04:19.420 --> 00:04:24.200]  那些靈恩派就需要神跡來印證
[00:04:24.200 --> 00:04:27.340]  就是怎樣用神跡去醫治你
[00:04:27.340 --> 00:04:28.700]  用神跡怎麼去醫治你
[00:04:28.700 --> 00:04:32.540]  用神跡來幫助你離開抑鬱病症
[00:04:32.540 --> 00:04:35.040]  用神跡怎樣幫助你去離開憂鬱
[00:04:35.040 --> 00:04:39.020]  這些其實根本就是治標不治本的做法
[00:04:39.020 --> 00:04:41.520]  這些只是治標不治本
[00:04:41.520 --> 00:04:43.820]  我曾經見過一個這樣的現象
[00:04:43.820 --> 00:04:45.920]  我曾經見到一個這樣的現象
[00:04:45.920 --> 00:04:48.420]  有一個姐妹嚴重抑鬱症
[00:04:48.420 --> 00:04:51.320]  有一個姐妹嚴重的憂鬱症
[00:04:51.320 --> 00:04:52.800]  於是乎怎麼樣呢?
[00:04:52.800 --> 00:04:53.600]  她會怎麼樣呢?
[00:04:53.600 --> 00:04:55.060]  她知道做基督徒
[00:04:55.060 --> 00:04:56.240]  她知道基督徒
[00:04:56.240 --> 00:04:57.900]  要怎樣去依靠神
[00:04:57.900 --> 00:04:59.440]  要怎樣去依靠神
[00:04:59.440 --> 00:05:02.040]  但是她怎樣去依靠神她不知道
[00:05:02.040 --> 00:05:03.700]  怎麼依靠呢?她不明白
[00:05:03.700 --> 00:05:06.340]  牧師,什麼依靠神要知道的嗎?
[00:05:06.340 --> 00:05:08.080]  依靠神要知道嗎?
[00:05:08.080 --> 00:05:09.780]  你知不知道依靠神要學的?
[00:05:09.780 --> 00:05:11.380]  依靠神要去學的
[00:05:11.380 --> 00:05:14.540]  不是你說依靠神、說那種依靠神
[00:05:14.540 --> 00:05:16.220]  就能夠依靠的
[00:05:16.220 --> 00:05:18.280]  不是說只講講就可以依靠了
[00:05:18.280 --> 00:05:20.460]  於是乎她去問一些牧師
[00:05:20.460 --> 00:05:21.920]  於是她去找一些牧師
[00:05:21.920 --> 00:05:23.760]  但是她好問又不問
[00:05:23.760 --> 00:05:25.060]  她好問又不問
[00:05:25.060 --> 00:05:28.960]  問著一些不學無術的牧者
[00:05:28.960 --> 00:05:31.540]  然後找了一些不學無術的牧者
[00:05:31.540 --> 00:05:33.840]  那些牧者經常跟她驅魔
[00:05:33.840 --> 00:05:36.300]  牧者經常跟她驅魔
[00:05:36.300 --> 00:05:38.040]  她每一次去就找牧師
[00:05:38.040 --> 00:05:39.280]  她每一次去就找牧師
[00:05:39.280 --> 00:05:41.900]  找傳道人去驅魔
[00:05:41.900 --> 00:05:42.880]  驅完那一下她就說
[00:05:42.880 --> 00:05:44.880]  哎呀,我靈裡得釋放了
[00:05:44.880 --> 00:05:47.680]  驅完之後覺得靈裡得釋放了
[00:05:47.680 --> 00:05:48.840]  但是最後怎麼樣呢?
[00:05:48.840 --> 00:05:52.060]  不過多久又恢復原狀
[00:05:52.060 --> 00:05:54.120]  不過多久又恢復原狀
[00:05:54.120 --> 00:05:56.960]  因為她沒有徹底處理罪的問題
[00:05:56.960 --> 00:05:59.400]  因為她沒有徹底處理罪的問題
[00:05:59.400 --> 00:06:01.420]  經常就在表面去揉灰水
[00:06:01.420 --> 00:06:03.020]  塗一些止痛藥
[00:06:03.020 --> 00:06:06.860]  只是在表面放一些止痛藥
[00:06:06.860 --> 00:06:08.840]  一直都處理不好根治的問題
[00:06:08.840 --> 00:06:10.660]  一直都沒有處理好根治的問題
[00:06:10.660 --> 00:06:12.840]  今天很多傳道就是這樣做
[00:06:12.840 --> 00:06:14.200]  今天很多傳道都是這樣做
[00:06:14.200 --> 00:06:16.540]  那另一個情況是怎麼樣呢?
[00:06:16.540 --> 00:06:17.940]  另一個情況是怎麼樣的呢?
[00:06:17.940 --> 00:06:21.020]  就是教會為很多人做一些假的
[00:06:21.020 --> 00:06:24.080]  或者不是真正的屬靈需要
[00:06:24.080 --> 00:06:26.020]  教會為人造一些假的
[00:06:26.020 --> 00:06:27.520]  不是真正的所需要
[00:06:27.520 --> 00:06:30.060]  當有人邀請去一個報道會的時候
[00:06:30.060 --> 00:06:31.960]  當有人邀請去報道會的時候
[00:06:31.960 --> 00:06:33.720]  就經常主動這樣說
[00:06:33.720 --> 00:06:34.660]  就主動會這麼講
[00:06:34.660 --> 00:06:36.260]  耶穌會幫助你的
[00:06:36.260 --> 00:06:37.100]  耶穌會幫你的
[00:06:37.100 --> 00:06:39.160]  耶穌會解決你很多的問題的
[00:06:39.160 --> 00:06:40.600]  耶穌會幫你解決很多問題的
[00:06:40.600 --> 00:06:43.100]  你信耶穌你的心裡就會很輕鬆的了
[00:06:43.100 --> 00:06:44.840]  你信耶穌心裡就會輕鬆的
[00:06:44.840 --> 00:06:47.980]  曾經有一個太太去到一個報道會之後
[00:06:47.980 --> 00:06:49.440]  她跟我這樣分享
[00:06:49.440 --> 00:06:51.980]  曾經有一個太太去了報道會之後
[00:06:51.980 --> 00:06:53.040]  她跟我這樣分享
[00:06:53.040 --> 00:06:55.840]  你知不知道我那次去參加一個報道會
[00:06:55.840 --> 00:06:56.920]  你知道嗎?
[00:06:56.920 --> 00:06:58.480]  我去一次報道會
[00:06:58.480 --> 00:07:00.680]  現場有幾百人在那裡
[00:07:00.680 --> 00:07:02.280]  現場有幾百人
[00:07:02.280 --> 00:07:05.320]  那個牧師在台上不停地跟我說
[00:07:05.320 --> 00:07:07.620]  「上帝會幫助你的」
[00:07:07.620 --> 00:07:10.360]  那個牧師在台上不停地跟我說
[00:07:10.360 --> 00:07:11.460]  「上帝會幫助你的」
[00:07:11.460 --> 00:07:13.760]  「你有什麼問題祂都會幫助你解決的」
[00:07:13.760 --> 00:07:15.040]  「你有什麼問題祂都會幫助你解決的」
[00:07:15.040 --> 00:07:18.700]  「因為祂是最高、最大、最偉大的上帝」
[00:07:18.700 --> 00:07:21.040]  「因為祂是最高、最大、最偉大的上帝」
[00:07:21.040 --> 00:07:22.740]  她甚至引用聖經說
[00:07:22.740 --> 00:07:23.640]  她甚至引用聖經說
[00:07:23.640 --> 00:07:25.480]  「祂使我的生命很豐盛」
[00:07:25.480 --> 00:07:26.940]  「祂使我的生命很豐盛」
[00:07:26.940 --> 00:07:28.940]  「而且豐盛得更豐盛」
[00:07:28.940 --> 00:07:30.240]  「而且豐盛得更豐盛」
[00:07:30.240 --> 00:07:30.780]  「而且豐盛得更豐盛」
[00:07:30.780 --> 00:07:35.780]  「而且豐盛得更豐盛」
[00:07:35.780 --> 00:07:36.780]  「而且豐盛得更豐盛」
[00:07:36.780 --> 00:07:37.780]  「而且豐盛得更豐盛」
[00:07:37.780 --> 00:07:38.780]  「而且豐盛得更豐盛」
[00:07:38.780 --> 00:07:39.780]  「而且豐盛得更豐盛」
[00:07:39.780 --> 00:07:40.780]  「而且豐盛得更豐盛」
[00:07:40.780 --> 00:07:41.780]  「而且豐盛得更豐盛」
[00:07:41.780 --> 00:07:42.780]  「而且豐盛得更豐盛」
[00:07:42.780 --> 00:07:43.780]  「而且豐盛得更豐盛」
[00:07:43.780 --> 00:07:44.780]  「而且豐盛得更豐盛」
[00:07:44.780 --> 00:07:45.780]  「而且豐盛得更豐盛」
[00:07:45.780 --> 00:07:46.780]  「而且豐盛得更豐盛」
[00:07:46.780 --> 00:07:47.780]  「而且豐盛得更豐盛」
[00:07:47.780 --> 00:07:48.780]  「而且豐盛得更豐盛」
[00:07:48.780 --> 00:08:17.780]  「而且豐盛得更豐盛」
[00:08:18.780 --> 00:08:20.780]  「而且豐盛得更豐盛」
[00:08:20.780 --> 00:08:21.780]  「而且豐盛得更豐盛」
[00:08:21.780 --> 00:08:22.780]  「而且豐盛得更豐盛」
[00:08:22.780 --> 00:08:23.780]  「而且豐盛得更豐盛」
[00:08:23.780 --> 00:08:24.780]  「而且豐盛得更豐盛」
[00:08:24.780 --> 00:08:25.780]  「而且豐盛得更豐盛」
[00:08:25.780 --> 00:08:26.780]  「而且豐盛得更豐盛」
[00:08:26.780 --> 00:08:27.780]  「而且豐盛得更豐盛」
[00:08:27.780 --> 00:08:28.780]  「而且豐盛得更豐盛」
[00:08:28.780 --> 00:08:29.780]  「而且豐盛得更豐盛」
[00:08:29.780 --> 00:08:30.780]  「而且豐盛得更豐盛」
[00:08:30.780 --> 00:08:31.780]  「而且豐盛得更豐盛」
[00:08:31.780 --> 00:08:32.780]  「而且豐盛得更豐盛」
[00:08:32.780 --> 00:08:33.780]  「而且豐盛得更豐盛」
[00:08:33.780 --> 00:08:55.780]  「而且豐盛得更豐盛」
[00:08:55.780 --> 00:08:56.780]  「而且豐盛得更豐盛」
[00:08:56.780 --> 00:08:57.780]  「而且豐盛得更豐盛」
[00:08:57.780 --> 00:08:58.780]  「而且豐盛得更豐盛」
[00:08:58.780 --> 00:08:59.780]  「而且豐盛得更豐盛」
[00:08:59.780 --> 00:09:00.780]  「而且豐盛得更豐盛」
[00:09:00.780 --> 00:09:01.780]  「而且豐盛得更豐盛」
[00:09:01.780 --> 00:09:02.780]  「而且豐盛得更豐盛」
[00:09:02.780 --> 00:09:07.420]  所以我還是忍著聽清楚一點
[00:09:07.420 --> 00:09:09.740]  我說都要忍著聽清楚
[00:09:09.740 --> 00:09:12.140]  我跟著為了這個太太感謝主
[00:09:12.140 --> 00:09:13.180]  感謝主
[00:09:13.180 --> 00:09:14.620]  就在你這裏想
[00:09:14.620 --> 00:09:17.100]  最主要是你所聽的
[00:09:17.100 --> 00:09:19.660]  是很多教會的人講的東西
[00:09:19.660 --> 00:09:21.340]  是很多教會所講的
[00:09:21.340 --> 00:09:22.700]  但是都是異端
[00:09:22.700 --> 00:09:23.980]  但都是異端
[00:09:23.980 --> 00:09:25.420]  因為他們講的
[00:09:25.420 --> 00:09:26.300]  因為他們講的
[00:09:26.300 --> 00:09:28.460]  全部都是想收買你
[00:09:28.460 --> 00:09:29.820]  都想收買你
[00:09:29.820 --> 00:09:31.660]  哇 你講得很重
[00:09:31.660 --> 00:09:34.220]  你做牧師你這樣講
[00:09:34.220 --> 00:09:35.900]  沒有人回教會了
[00:09:35.900 --> 00:09:37.100]  如果你這樣講
[00:09:37.100 --> 00:09:38.860]  沒人回教會的
[00:09:38.860 --> 00:09:41.420]  你講了他們的醜陋東西
[00:09:41.420 --> 00:09:43.820]  講出了他們的醜陋事
[00:09:43.820 --> 00:09:46.220]  是啊 我擔心你回了教會
[00:09:46.220 --> 00:09:48.300]  是啊 我擔心你回到教會
[00:09:48.300 --> 00:09:50.780]  卻上不到上帝的面前
[00:09:50.780 --> 00:09:52.700]  卻去不到上帝的面前
[00:09:52.700 --> 00:09:53.900]  這個更大件事
[00:09:53.900 --> 00:09:54.940]  這更大件事
[00:09:54.940 --> 00:09:55.900]  等一等姐妹
[00:09:55.900 --> 00:09:56.460]  弟兄姐妹
[00:09:56.460 --> 00:09:59.340]  今天我們見到教會全道工作
[00:09:59.340 --> 00:10:02.380]  有很多這樣的講法 這樣的陳述
[00:10:02.380 --> 00:10:04.780]  今天的教會有這麼多的講法
[00:10:04.780 --> 00:10:05.580]  這樣的陳述
[00:10:05.580 --> 00:10:07.340]  信了耶穌會好一點
[00:10:07.340 --> 00:10:08.780]  信了耶穌會好的
[00:10:08.780 --> 00:10:10.860]  有問題就要解決問題
[00:10:10.860 --> 00:10:11.980]  有問題解決問題
[00:10:11.980 --> 00:10:13.740]  沒問題就會更加好
[00:10:13.740 --> 00:10:15.260]  沒問題就更加好
[00:10:15.260 --> 00:10:17.020]  這樣的思維
[00:10:17.020 --> 00:10:17.660]  這樣的思維
[00:10:17.660 --> 00:10:22.060]  跟以前我聽到的江湖術士賣假藥
[00:10:22.060 --> 00:10:24.700]  跟我以前聽到的江湖術士賣假藥
[00:10:24.700 --> 00:10:25.900]  好像沒有什麼分別
[00:10:25.900 --> 00:10:26.860]  好像沒有什麼分別
[00:10:26.860 --> 00:10:28.060]  因為他們怎麼講
[00:10:28.060 --> 00:10:29.100]  因為他們是怎麼講的呢
[00:10:29.100 --> 00:10:30.380]  拿著這個藥跟我們說
[00:10:30.380 --> 00:10:31.420]  拿著這個藥跟我們說
[00:10:31.420 --> 00:10:32.940]  有病醫病
[00:10:32.940 --> 00:10:33.900]  有病醫病
[00:10:33.900 --> 00:10:36.300]  沒有病就強身
[00:10:36.300 --> 00:10:37.580]  沒有病強身
[00:10:37.580 --> 00:10:39.660]  這種講法很相似
[00:10:39.660 --> 00:10:41.020]  這種講法很相似
[00:10:41.020 --> 00:10:41.900]  但是大兄姐妹
[00:10:41.900 --> 00:10:47.020]  今天教會就選用了這些壞的見證習慣
[00:10:47.020 --> 00:10:50.220]  今天教會就選擇這樣的壞的見證習慣
[00:10:50.220 --> 00:10:52.780]  就足足運作了這二千多年
[00:10:52.780 --> 00:10:55.020]  足足運作了兩千年
[00:10:55.020 --> 00:10:56.460]  教會用很多的方法
[00:10:56.460 --> 00:10:58.060]  教會用很多的方法
[00:10:58.060 --> 00:11:00.940]  可以曉得朝聚人進入教堂裡面
[00:11:00.940 --> 00:11:03.180]  可以曉得朝聚人進入教堂裡面
[00:11:03.180 --> 00:11:08.380]  但是真的有沒有帶人回到聖潔的上帝那裡呢?
[00:11:08.380 --> 00:11:10.940]  但是究竟有沒有真正的帶到上帝面前呢?
[00:11:10.940 --> 00:11:12.860]  往往是很少的
[00:11:12.860 --> 00:11:13.900]  往往是很少的
[00:11:13.900 --> 00:11:14.860]  換句話來說
[00:11:14.860 --> 00:11:17.340]  今天教會是帶人進入死亡的裡面
[00:11:17.340 --> 00:11:19.420]  多過帶人去永生的當中
[00:11:19.420 --> 00:11:20.140]  換句話來講
[00:11:20.140 --> 00:11:23.020]  今天的教會帶人去死亡當中
[00:11:23.020 --> 00:11:24.940]  多過帶人去永生的當中
[00:11:24.940 --> 00:11:25.580]  明不明白?
[00:11:25.580 --> 00:11:29.740]  使得人誤會自己已經在上帝的裡面
[00:11:29.740 --> 00:11:32.700]  使得人誤會自己已經在上帝裡面
[00:11:32.700 --> 00:11:35.420]  但實際他原來不會在上帝的當中
[00:11:35.420 --> 00:11:37.580]  其實他沒有在上帝當中
[00:11:37.580 --> 00:11:38.860]  這是一個騙局
[00:11:38.860 --> 00:11:40.060]  這是一個騙局
[00:11:40.060 --> 00:11:40.540]  沒錯
[00:11:40.540 --> 00:11:43.420]  你這一刻覺得很屬靈的感覺
[00:11:43.420 --> 00:11:45.500]  這一刻你覺得自己很屬靈的感覺
[00:11:45.500 --> 00:11:46.540]  但實際上
[00:11:46.540 --> 00:11:47.580]  但實際上
[00:11:47.580 --> 00:11:51.020]  你的生命根本去不到一個聖潔的神裡面
[00:11:51.020 --> 00:11:54.300]  你的生命去不到一個聖潔的生命裡面
[00:11:54.300 --> 00:11:56.460]  所以甚至今天的教會
[00:11:56.460 --> 00:11:57.660]  所以在今天的教會
[00:11:57.660 --> 00:11:59.180]  跌到一個地步
[00:11:59.180 --> 00:12:00.700]  跌到這樣一個地步
[00:12:00.700 --> 00:12:02.620]  就是告訴人
[00:12:02.620 --> 00:12:05.100]  宗教導人向善都是對的
[00:12:05.100 --> 00:12:07.100]  宗教導人向善都是對的
[00:12:07.100 --> 00:12:07.660]  但是姐姐妹妹
[00:12:07.660 --> 00:12:10.140]  當我們看一下近年的教會的發展
[00:12:10.140 --> 00:12:12.380]  當我們看一下近年的教會的發展
[00:12:12.380 --> 00:12:14.220]  當然是不難發現
[00:12:14.220 --> 00:12:15.180]  不難發現
[00:12:15.180 --> 00:12:17.580]  教會的醜聞連連發生
[00:12:17.580 --> 00:12:19.580]  教會裡面醜聞連連發生
[00:12:19.580 --> 00:12:21.340]  而且越來越頻密
[00:12:21.340 --> 00:12:22.780]  而且越來越頻密
[00:12:22.780 --> 00:12:24.540]  越來越醜陋
[00:12:24.540 --> 00:12:25.820]  越來越醜陋
[00:12:25.820 --> 00:12:26.620]  不要說什麼
[00:12:26.620 --> 00:12:29.420]  就在最近這一年裡面
[00:12:29.420 --> 00:12:31.660]  在這一兩年裡面
[00:12:31.660 --> 00:12:33.500]  在美國有一間教會
[00:12:33.500 --> 00:12:35.420]  叫柳樹溪Willow Creek Community Church
[00:12:35.420 --> 00:12:39.260]  在美國有一間教會叫Willow Creek Community Church
[00:12:39.260 --> 00:12:42.780]  Willow Creek Community Church
[00:12:42.780 --> 00:12:44.620]  Willow Creek Community Church
[00:12:44.620 --> 00:12:46.940]  中文翻譯叫柳樹溪教會
[00:12:46.940 --> 00:12:48.940]  中文叫柳樹溪教會
[00:12:48.940 --> 00:12:51.260]  主任牧師做了40年
[00:12:51.260 --> 00:12:52.860]  主任牧師做了40年
[00:12:52.860 --> 00:12:55.100]  將這間教會興旺到一個地步
[00:12:55.100 --> 00:12:58.060]  全世界沒有一間教會不去追隨的
[00:12:58.060 --> 00:13:00.220]  將這個教會興旺成
[00:13:00.220 --> 00:13:02.780]  世界上沒有一間教會不去追求它
[00:13:02.780 --> 00:13:05.020]  未必是每一間都坐下來
[00:13:05.020 --> 00:13:06.140]  我不是
[00:13:06.140 --> 00:13:07.900]  至少我沒有去追
[00:13:07.900 --> 00:13:12.060]  很多教會蜂擁去跟隨它們的風氣
[00:13:12.060 --> 00:13:14.300]  很多教會跟隨它的風氣
[00:13:14.300 --> 00:13:17.500]  多倫多最出名的幾間基教會都是這樣的
[00:13:17.500 --> 00:13:19.500]  多倫多幾間大教會都是這樣
[00:13:19.500 --> 00:13:22.620]  捧他們為他們的鼻祖
[00:13:22.620 --> 00:13:27.020]  捧他們為他們的鼻祖
[00:13:27.020 --> 00:13:30.140]  捧到他們好像神一樣
[00:13:30.140 --> 00:13:31.820]  捧他們的鼻祖好像神一樣
[00:13:31.820 --> 00:13:33.900]  原來這個牧者40年來
[00:13:33.900 --> 00:13:35.260]  原來這個牧者40年來
[00:13:35.260 --> 00:13:36.700]  用了各樣的方法
[00:13:36.700 --> 00:13:37.820]  用各樣的方法
[00:13:37.820 --> 00:13:39.500]  在他們的同宮之間
[00:13:39.500 --> 00:13:40.540]  在他們的同宮之間
[00:13:40.540 --> 00:13:42.140]  所接觸到的人群裡面
[00:13:42.140 --> 00:13:43.260]  所接觸到的人群裡面
[00:13:43.260 --> 00:13:45.420]  搞了很多性醜聞
[00:13:45.420 --> 00:13:46.620]  搞了很多性醜聞
[00:13:46.620 --> 00:13:47.900]  結局怎麼樣?
[00:13:47.900 --> 00:13:48.380]  結局呢?
[00:13:48.380 --> 00:13:50.940]  教會還要合力去捧它的醜聞
[00:13:50.940 --> 00:13:53.020]  教會還要合力去掩蓋它的醜聞
[00:13:53.020 --> 00:13:54.300]  捧無可捧了
[00:13:54.300 --> 00:13:55.740]  最後掩無可忍了
[00:13:55.740 --> 00:13:56.940]  今年就爆出來了
[00:13:56.940 --> 00:13:57.980]  今年就爆出來了
[00:13:57.980 --> 00:13:59.420]  連他們的教會
[00:13:59.420 --> 00:14:00.220]  連這個教會
[00:14:00.220 --> 00:14:01.580]  所有主任牧師
[00:14:01.580 --> 00:14:02.620]  所有主任牧師
[00:14:02.620 --> 00:14:03.820]  全部要下台
[00:14:03.820 --> 00:14:05.180]  全部要下台
[00:14:05.180 --> 00:14:07.100]  現在這間教會怎麼樣?
[00:14:07.100 --> 00:14:10.140]  我們不是現在去討論這間教會的狀況
[00:14:10.140 --> 00:14:11.820]  現在教會怎麼樣呢?
[00:14:11.820 --> 00:14:12.780]  我們不去討論它
[00:14:12.780 --> 00:14:18.540]  但是這個教會所主張的所謂 Seeker Service
[00:14:18.540 --> 00:14:21.260]  這個叫做慕道者的報道模式
[00:14:21.260 --> 00:14:25.100]  這個教會它所說的慕道者的一個模式
[00:14:25.100 --> 00:14:27.180]  上帝終於使它爆發出來
[00:14:27.180 --> 00:14:28.780]  上帝將它爆發出來
[00:14:28.780 --> 00:14:30.620]  看看它裡面的腐爛程度是怎麼樣
[00:14:30.620 --> 00:14:31.980]  看看裡面的腐爛情況是怎麼樣
[00:14:31.980 --> 00:14:34.140]  原來早在四十年裡面
[00:14:34.140 --> 00:14:35.020]  原來在四十年裡面
[00:14:35.020 --> 00:14:36.060]  都是這麼腐爛
[00:14:36.060 --> 00:14:36.860]  原來在四十年裡面都是這麼腐爛
[00:14:36.860 --> 00:14:38.780]  他們的報道曾經這樣講過
[00:14:38.780 --> 00:14:40.140]  他們的報道曾經這樣講過
[00:14:40.140 --> 00:14:43.180]  訪問他的主任牧師,他的名字叫做 Bill Highball
[00:14:43.180 --> 00:14:46.060]  訪問他的主任牧師曾經這樣說過
[00:14:46.060 --> 00:14:47.180]  人家訪問他
[00:14:47.180 --> 00:14:48.220]  人家訪問他
[00:14:48.220 --> 00:14:49.020]  他說牧師啊
[00:14:49.020 --> 00:14:50.220]  他說牧師
[00:14:50.220 --> 00:14:52.780]  你教會這麼多人上教會
[00:14:52.780 --> 00:14:54.780]  一萬多二萬人上教會
