
[00:00:00.000 --> 00:00:07.000]  我們看到在第一章是鐵塔羅吉亞教會是一個模範的教會
[00:07:36.000 --> 00:07:38.000]  說提摩台是怎樣的童宮呢
[00:07:38.000 --> 00:07:44.000]  他說在基督福音上做神執事的提摩台
[00:07:44.000 --> 00:07:48.000]  所以提摩台是他的童宮
[00:07:48.000 --> 00:07:52.000]  而且提摩台也是做神執事
[00:07:52.000 --> 00:07:56.000]  做神的執事就是御神童宮
[00:07:56.000 --> 00:08:03.000]  御神童宮是保羅一個很重要的助手
[00:08:03.000 --> 00:08:08.000]  但是為了去幫助鐵三輪的教會
[00:08:08.000 --> 00:08:14.000]  保羅就把最重要的最得力的童宮打發到那邊去
[00:08:14.000 --> 00:08:17.000]  去勸慰他們
[00:08:17.000 --> 00:08:23.000]  所以你看即使工作上會受到一些影響
[00:08:23.000 --> 00:08:29.000]  但是保羅還願意為了鐵三輪家的信徒
[00:08:29.000 --> 00:08:32.000]  他把提摩台打發過去
[00:08:32.000 --> 00:08:37.000]  所以這個信心是非常重要的
[00:08:37.000 --> 00:08:40.000]  所以詩篇裡頭也提到
[00:08:40.000 --> 00:08:44.000]  他說根基若是毀壞了
[00:08:44.000 --> 00:08:46.000]  藝人還能做什麼
[00:08:46.000 --> 00:08:50.000]  信心就是我們基督徒生命的根基
[00:08:50.000 --> 00:08:52.000]  如果我們信心沒有了
[00:08:52.000 --> 00:08:57.000]  壞了或者受到失敗了
[00:08:57.000 --> 00:08:58.000]  那我們怎麼辦呢
[00:08:58.000 --> 00:09:00.000]  你還能再做什麼呢
[00:09:00.000 --> 00:09:03.000]  所以信心是非常重要的
[00:09:03.000 --> 00:09:08.000]  所以提摩台去的目的
[00:09:08.000 --> 00:09:15.000]  就是要能夠安慰所兼顧他們的信心
[00:09:15.000 --> 00:09:20.000]  這是保羅服侍信徒的一個很重要的方法
[00:09:20.000 --> 00:09:23.000]  不單是對鐵三輪家
[00:09:23.000 --> 00:09:25.000]  對其他的地方的教會
[00:09:25.000 --> 00:09:28.000]  他也常常去勸勉他們
[00:09:28.000 --> 00:09:29.000]  安慰他們
[00:09:29.000 --> 00:09:31.000]  兼顧他們的信心
[00:09:31.000 --> 00:09:34.000]  好叫他們在這個信心的道路上
[00:09:34.000 --> 00:09:38.000]  還能夠繼續的往前
[00:09:38.000 --> 00:09:43.000]  所以這個信心就包括兩方面
[00:09:43.000 --> 00:09:46.000]  信心就包括真道
[00:09:46.000 --> 00:09:50.000]  真理的信仰的一個基礎
[00:09:50.000 --> 00:09:52.000]  明白什麼樣是真理
[00:09:52.000 --> 00:09:54.000]  主的教訓是什麼
[00:09:54.000 --> 00:09:57.000]  然後你明白這個教訓
[00:09:57.000 --> 00:10:00.000]  真理以後你怎麼活出來
[00:10:00.000 --> 00:10:03.000]  所以信心一個是認識到真理是什麼
[00:10:03.000 --> 00:10:05.000]  應該怎樣的信仰
[00:10:05.000 --> 00:10:08.000]  同時你認識這個信仰以後
[00:10:08.000 --> 00:10:10.000]  你怎麼活出來
[00:10:10.000 --> 00:10:13.000]  這兩方面合起來就是一個信心
[00:10:13.000 --> 00:10:16.000]  所以信心是非常重要的
[00:10:16.000 --> 00:10:19.000]  基督徒很重要的一點
[00:10:19.000 --> 00:10:21.000]  就是信心作為一個根基
[00:10:21.000 --> 00:10:23.000]  你信心穩固了
[00:10:23.000 --> 00:10:26.000]  你的生命強壯了成長了
[00:10:26.000 --> 00:10:31.000]  那麼你就比較容易的就往前走了
[00:10:31.000 --> 00:10:34.000]  所以這個丑子也知道這一點
[00:10:34.000 --> 00:10:36.000]  知道信心的重要
[00:10:36.000 --> 00:10:39.000]  所以有時候他也會接著一些患難
[00:10:39.000 --> 00:10:43.000]  不管是生活上的困難
[00:10:43.000 --> 00:10:45.000]  物質上的困難
[00:10:45.000 --> 00:10:48.000]  或者是發生的我們疾病的困難
[00:10:48.000 --> 00:10:53.000]  或者一些工作上生活上各方面的困難
[00:10:53.000 --> 00:10:56.000]  會來搖動我們的信心
[00:10:56.000 --> 00:11:03.000]  但是神是允許魔鬼或者仇敵做這樣的工作
[00:11:03.000 --> 00:11:06.000]  他也同時能夠兼顧我們的信心
[00:11:06.000 --> 00:11:09.000]  使我們經過這個試驗以後
[00:11:09.000 --> 00:11:12.000]  我們的信心更加堅強
[00:11:12.000 --> 00:11:18.000]  那我們怎樣在患難中能夠站立得穩呢
[00:11:18.000 --> 00:11:24.000]  第一點 保羅是用自己的精力來兼顧信徒
[00:11:24.000 --> 00:11:27.000]  所以在第三節就說了
[00:11:27.000 --> 00:11:32.000]  他說 免得有人被諸般患難搖動
[00:11:32.000 --> 00:11:38.000]  因為你們自己知道我們受患難原是命定的
[00:11:38.000 --> 00:11:41.000]  受患難原是命定的
[00:11:41.000 --> 00:11:43.000]  命定的話一翻譯的話
[00:11:43.000 --> 00:11:46.000]  我們就會理會說命中注定的
[00:11:46.000 --> 00:11:49.000]  命定 命中注定
[00:11:49.000 --> 00:11:52.000]  你這個患難是命中注定的
[00:11:52.000 --> 00:11:54.000]  這個不是 不是這樣意思
[00:11:54.000 --> 00:11:56.000]  這種意思呢
[00:11:56.000 --> 00:11:59.000]  這個命中注定是世界上的人
[00:11:59.000 --> 00:12:02.000]  還沒有信主的人才會是命定
[00:12:02.000 --> 00:12:06.000]  在命中注定
[00:12:06.000 --> 00:12:08.000]  但是對信主的人說呢
[00:12:08.000 --> 00:12:13.000]  命定的話不是命中注定
[00:12:13.000 --> 00:12:18.000]  而是神所開定的
[00:12:18.000 --> 00:12:20.000]  保羅就是把他說
[00:12:20.000 --> 00:12:26.000]  他說你們知道我們受患難原是命定的
[00:12:26.000 --> 00:12:31.000]  保羅用他自己的精力來告訴信徒說
[00:12:31.000 --> 00:12:36.000]  他就是經過很多的患難
[00:12:36.000 --> 00:12:40.000]  保羅在去大瑪瑟的路上
[00:12:40.000 --> 00:12:43.000]  去捉拿信徒的時候
[00:12:43.000 --> 00:12:45.000]  那個時候他還沒有信主
[00:12:45.000 --> 00:12:46.000]  他還沒有悔改
[00:12:46.000 --> 00:12:49.000]  那麼就遇到這個活活的主
[00:12:49.000 --> 00:12:51.000]  主就向他顯現
[00:12:51.000 --> 00:12:53.000]  就問保羅你去做什麼
[00:12:53.000 --> 00:12:56.000]  你為什麼逼迫我
[00:12:56.000 --> 00:12:58.000]  那麼從這個地方呢
[00:12:58.000 --> 00:12:59.000]  他就認識到
[00:12:59.000 --> 00:13:04.000]  他所逼迫的教會就是逼迫耶穌
[00:13:04.000 --> 00:13:07.000]  所以他就眼睛看不見
[00:13:07.000 --> 00:13:13.000]  然後就有人領他到大瑪瑟那個城裡去了
[00:13:13.000 --> 00:13:15.000]  到那個地方以後
[00:13:15.000 --> 00:13:20.000]  神就感動亞拿尼亞一位信徒來跟他說
[00:13:20.000 --> 00:13:23.000]  就跟保羅說
[00:13:23.000 --> 00:13:25.000]  神選造他
[00:13:25.000 --> 00:13:31.000]  讓他在不一的事情上來服侍神
[00:13:31.000 --> 00:13:35.000]  那麼亞拿尼亞對他說話的時候就說
[00:13:35.000 --> 00:13:38.000]  他說你要為主的名
[00:13:38.000 --> 00:13:41.000]  要受許多苦難
[00:13:41.000 --> 00:13:46.000]  在十五行傳第九章就有這句話
[00:13:46.000 --> 00:13:49.000]  他說你要在君王面前
[00:13:49.000 --> 00:13:51.000]  為主做見證
[00:13:51.000 --> 00:13:52.000]  而且呢
[00:13:52.000 --> 00:13:56.000]  你服侍傳福音在工作中間
[00:13:56.000 --> 00:14:00.000]  你必須經過許多苦難
[00:14:00.000 --> 00:14:02.000]  在他還沒有
[00:14:02.000 --> 00:14:05.000]  他剛出來要工作以前
[00:14:05.000 --> 00:14:09.000]  神已經指定他命定他派定
[00:14:09.000 --> 00:14:13.000]  所以命定的意思就是一個派定的意思
[00:14:13.000 --> 00:14:14.000]  Appoint
[00:14:14.000 --> 00:14:18.000]  已經指定他要經過苦難
[00:14:18.000 --> 00:14:22.000]  這是保羅所說的
[00:14:22.000 --> 00:14:26.000]  自己的經歷
[00:14:26.000 --> 00:14:28.000]  既然是主所定規的
[00:14:28.000 --> 00:14:30.000]  主所派定的
[00:14:30.000 --> 00:14:32.000]  那麼主呢
[00:14:32.000 --> 00:14:34.000]  必定會負責任
[00:14:34.000 --> 00:14:39.000]  如果主跟他說你要經過許多的苦難
[00:14:39.000 --> 00:14:40.000]  同時呢
[00:14:40.000 --> 00:14:45.000]  主也會預備很多給他力量
[00:14:45.000 --> 00:14:49.000]  讓他能夠承擔這些苦難
[00:14:49.000 --> 00:14:52.000]  當然我們也不想保羅
[00:14:52.000 --> 00:14:54.000]  我們也沒有直接
[00:14:54.000 --> 00:14:56.000]  主也沒有直接跟我們說
[00:14:56.000 --> 00:14:58.000]  你將來要受很多苦難
[00:14:58.000 --> 00:15:01.000]  我們還不想保羅一樣
[00:15:01.000 --> 00:15:02.000]  但是呢
[00:15:02.000 --> 00:15:05.000]  聖經裡頭也多處提到
[00:15:05.000 --> 00:15:07.000]  跟隨主的人啊
[00:15:07.000 --> 00:15:09.000]  一定會經過患難
[00:15:09.000 --> 00:15:11.000]  沒有說信了主以後
[00:15:11.000 --> 00:15:13.000]  就是一帆風順
[00:15:13.000 --> 00:15:15.000]  什麼事情都順利
[00:15:15.000 --> 00:15:17.000]  也沒有病
[00:15:17.000 --> 00:15:18.000]  家庭也沒有困難
[00:15:18.000 --> 00:15:19.000]  生活也沒有困難
[00:15:19.000 --> 00:15:21.000]  什麼都好
[00:15:21.000 --> 00:15:22.000]  並不是
[00:15:22.000 --> 00:15:24.000]  信了主以後
[00:15:24.000 --> 00:15:26.000]  神沒有跟你說過
[00:15:26.000 --> 00:15:28.000]  你就一帆風順
[00:15:28.000 --> 00:15:30.000]  不可能的
[00:15:30.000 --> 00:15:33.000]  所以在《使徒行傳》
[00:15:33.000 --> 00:15:36.000]  保羅也對那些出信主的人說
[00:15:36.000 --> 00:15:39.000]  他說我們進入神的國
[00:15:39.000 --> 00:15:43.000]  必須經歷許多艱難
[00:15:43.000 --> 00:15:44.000]  不是一點點艱難
[00:15:44.000 --> 00:15:46.000]  要許多
[00:15:46.000 --> 00:15:48.000]  雖然個人不同
[00:15:48.000 --> 00:15:49.000]  但是我們信主
[00:15:49.000 --> 00:15:50.000]  基督徒都知道
[00:15:50.000 --> 00:15:52.000]  都有經驗
[00:15:52.000 --> 00:15:53.000]  你信了主以後
[00:15:53.000 --> 00:15:56.000]  是不是一下子就發達了
[00:15:56.000 --> 00:15:58.000]  什麼事情都很順利
[00:15:58.000 --> 00:16:00.000]  要什麼有什麼
[00:16:00.000 --> 00:16:01.000]  沒有的
[00:16:01.000 --> 00:16:03.000]  每個人都有這樣經歷
[00:16:03.000 --> 00:16:05.000]  我們信了主以後
[00:16:05.000 --> 00:16:07.000]  還會經歷一些患難
[00:16:07.000 --> 00:16:10.000]  我們還會生病
[00:16:10.000 --> 00:16:14.000]  我們還會遇到一些災禍
[00:16:14.000 --> 00:16:18.000]  這個都是基督徒都知道的
[00:16:18.000 --> 00:16:22.000]  因為我們有經歷一些患難
[00:16:22.000 --> 00:16:24.000]  有的是大的患難
[00:16:24.000 --> 00:16:27.000]  有的是小的患難
[00:16:27.000 --> 00:16:33.000]  同時彼得也提醒信徒
[00:16:33.000 --> 00:16:37.000]  彼得前書後書也都提醒信徒
[00:16:37.000 --> 00:16:43.000]  他說基督徒會為了行善而受苦
[00:16:43.000 --> 00:16:47.000]  為了做基督徒而受苦
[00:16:47.000 --> 00:16:50.000]  現在的話也同樣情形
[00:16:50.000 --> 00:16:53.000]  基督徒在工作中間
[00:16:53.000 --> 00:16:55.000]  在社會當中
[00:16:55.000 --> 00:16:57.000]  也會受到一些難為
[00:16:57.000 --> 00:17:00.000]  也會受到一些逼迫
[00:17:00.000 --> 00:17:02.000]  這個都是正常的事情
[00:17:02.000 --> 00:17:07.000]  都是主所派定的命定的
[00:17:07.000 --> 00:17:10.000]  是叫我們信心能夠經過試驗
[00:17:10.000 --> 00:17:12.000]  更顯得寶貴
[00:17:12.000 --> 00:17:14.000]  而且是你要看到
[00:17:14.000 --> 00:17:16.000]  在紀律裡頭的約伯記
[00:17:16.000 --> 00:17:20.000]  就看到這個約伯的例子
[00:17:20.000 --> 00:17:22.000]  這個是很寶貴
[00:17:22.000 --> 00:17:27.000]  他在神面前是一個正直完全的人
[00:17:27.000 --> 00:17:31.000]  可是還要經過這麼多的試驗
[00:17:31.000 --> 00:17:33.000]  這個就是說信主
[00:17:33.000 --> 00:17:36.000]  並不是說信了主就是成功
[00:17:36.000 --> 00:17:38.000]  就是發達
[00:17:38.000 --> 00:17:40.000]  不是的
[00:17:40.000 --> 00:17:44.000]  一定要經過一些信心的試驗
[00:17:44.000 --> 00:17:47.000]  這好像樹一樣的
[00:17:47.000 --> 00:17:50.000]  在高山上的樹
[00:17:50.000 --> 00:17:53.000]  你看見它長得又高又壯
[00:17:53.000 --> 00:17:54.000]  為什麼
[00:17:54.000 --> 00:17:57.000]  它有風來回吹來吹去
[00:17:57.000 --> 00:17:58.000]  風一吹的話
[00:17:58.000 --> 00:18:01.000]  它就往下砸崩
[00:18:01.000 --> 00:18:03.000]  經過一百年二百年
[00:18:03.000 --> 00:18:06.000]  可以長得很大很高的樹
[00:18:06.000 --> 00:18:09.000]  這樣的樹不可能是在房子裡頭
[00:18:09.000 --> 00:18:11.000]  能夠成長的
[00:18:11.000 --> 00:18:14.000]  它總是要經過風風雨雨
[00:18:14.000 --> 00:18:15.000]  這樣的話
[00:18:15.000 --> 00:18:18.000]  這個樹才能長成大樹
[00:18:18.000 --> 00:18:20.000]  我們記住圖言
[00:18:20.000 --> 00:18:24.000]  神並沒有給我們一個舒適的環境
[00:18:24.000 --> 00:18:28.000]  神給我們一個有困難
[00:18:28.000 --> 00:18:31.000]  有艱苦困難的一個情況
[00:18:31.000 --> 00:18:32.000]  但是呢
[00:18:32.000 --> 00:18:33.000]  祂與我們同在
[00:18:33.000 --> 00:18:36.000]  祂帶領我們保守我們
[00:18:36.000 --> 00:18:37.000]  祂要看過我們
[00:18:37.000 --> 00:18:39.000]  讓我們經過患難以後
[00:18:39.000 --> 00:18:42.000]  我們的生命漸漸地長大
[00:18:42.000 --> 00:18:46.000]  所以這個是基督徒正常的情況
[00:18:46.000 --> 00:18:48.000]  有難處才正常的
[00:18:48.000 --> 00:18:49.000]  如果一個信主說
[00:18:49.000 --> 00:18:51.000]  我信了主以後
[00:18:51.000 --> 00:18:54.000]  神就給我很多祝福
[00:18:54.000 --> 00:18:55.000]  什麼都好
[00:18:55.000 --> 00:18:56.000]  家庭也好
[00:18:56.000 --> 00:18:57.000]  生意也好
[00:18:57.000 --> 00:18:58.000]  工作也好
[00:18:58.000 --> 00:19:00.000]  健康也好
[00:19:00.000 --> 00:19:04.000]  恐怕我看都沒有一個信徒可以這樣說的
[00:19:04.000 --> 00:19:06.000]  我們都會經過一些
[00:19:06.000 --> 00:19:07.000]  有的大一些
[00:19:07.000 --> 00:19:09.000]  有的小一些
[00:19:09.000 --> 00:19:12.000]  神知道我們的力量
[00:19:12.000 --> 00:19:15.000]  祂給我們大一點的患難
[00:19:15.000 --> 00:19:17.000]  祂會給我們大一點的力量
[00:19:17.000 --> 00:19:18.000]  你患難小
[00:19:18.000 --> 00:19:20.000]  祂給你的力量小些
[00:19:20.000 --> 00:19:22.000]  神知道我們
[00:19:22.000 --> 00:19:23.000]  也愛我們
[00:19:23.000 --> 00:19:26.000]  也體會我們的困難
[00:19:26.000 --> 00:19:28.000]  所以祂會看過我們
[00:19:28.000 --> 00:19:30.000]  會來顧念我們
[00:19:30.000 --> 00:19:32.000]  我們非常的感謝主
[00:19:32.000 --> 00:19:34.000]  為我們所信的主
[00:19:34.000 --> 00:19:36.000]  是保守我們
[00:19:36.000 --> 00:19:40.000]  也加力量給我們的
[00:19:40.000 --> 00:19:41.000]  所以保羅呢
[00:19:41.000 --> 00:19:45.000]  是讓提莫泰去服侍他們
[00:19:45.000 --> 00:19:47.000]  去兼顧他們
[00:19:47.000 --> 00:19:49.000]  勸慰他們
[00:19:49.000 --> 00:19:51.000]  所以提莫泰回來以後
[00:19:51.000 --> 00:19:55.000]  祂說就把那邊的弟兄姊妹
[00:19:55.000 --> 00:19:56.000]  第六節說
[00:19:56.000 --> 00:20:02.000]  將你們的信心和愛心的好消息報給你們
[00:20:02.000 --> 00:20:04.000]  提莫泰去了以後
[00:20:04.000 --> 00:20:05.000]  回來了
[00:20:05.000 --> 00:20:07.000]  告訴保羅跟其他同工
[00:20:07.000 --> 00:20:12.000]  他們的信心跟愛心是怎麼樣的情況
[00:20:12.000 --> 00:20:14.000]  信心呢就是依靠神
[00:20:14.000 --> 00:20:16.000]  所以祂說那邊的信徒呢
[00:20:16.000 --> 00:20:20.000]  在患難中間還是依靠神
[00:20:20.000 --> 00:20:22.000]  愛心呢就在患難中間
[00:20:22.000 --> 00:20:27.000]  弟兄姊妹還是彼此的相顧相愛
[00:20:27.000 --> 00:20:31.000]  這個是看到這個弟兄姊妹
[00:20:31.000 --> 00:20:33.000]  並沒有因為這患難
[00:20:33.000 --> 00:20:36.000]  就愛心就冷淡了
[00:20:36.000 --> 00:20:38.000]  而且經過的患難呢
[00:20:38.000 --> 00:20:43.000]  他們的愛心更加顯得更加的火熱
[00:20:43.000 --> 00:20:45.000]  能夠體貼別人
[00:20:45.000 --> 00:20:49.000]  所以苦難呢能夠熬煉人的心
[00:20:49.000 --> 00:20:52.000]  所以保羅就聽到以後
[00:20:52.000 --> 00:20:56.000]  他就非常的高興
[00:20:56.000 --> 00:21:00.000]  所以他說
[00:21:00.000 --> 00:21:03.000]  所以弟兄們
[00:21:03.000 --> 00:21:06.000]  我們在一切困苦患難之中
[00:21:06.000 --> 00:21:09.000]  因著你們的信心獲得了安慰
[00:21:09.000 --> 00:21:15.000]  天上的信徒的信心給保羅很大的安慰
[00:21:15.000 --> 00:21:17.000]  特別是在第八節
[00:21:17.000 --> 00:21:20.000]  保羅說你們若靠主站立得穩
[00:21:20.000 --> 00:21:22.000]  我們就活了
[00:21:22.000 --> 00:21:26.000]  好像如果天上的信徒
[00:21:26.000 --> 00:21:28.000]  發生遇到的事情
[00:21:28.000 --> 00:21:32.000]  常常叫保羅心裡頭負擔很重
[00:21:32.000 --> 00:21:34.000]  到底他們會怎麼樣
[00:21:34.000 --> 00:21:38.000]  到底他們能不能經得起這些的試煉
[00:21:38.000 --> 00:21:41.000]  他們好像心裡一直在擔心的事情
[00:21:41.000 --> 00:21:44.000]  但聽到其後他一回來
[00:21:44.000 --> 00:21:46.000]  把這個好消息來告訴他們
[00:21:46.000 --> 00:21:49.000]  他說我們就活了
[00:21:49.000 --> 00:21:51.000]  你看見一個傳道人
[00:21:51.000 --> 00:21:55.000]  他不是為了自己的情況而擔心憂慮
[00:21:55.000 --> 00:21:59.000]  他是為了信徒非常的關心
[00:21:59.000 --> 00:22:02.000]  他說你們若靠主站立得穩
[00:22:02.000 --> 00:22:04.000]  我們就活了
[00:22:04.000 --> 00:22:06.000]  我們心裡頭就放下心
[00:22:06.000 --> 00:22:10.000]  我們就能夠在一切的事情上
[00:22:10.000 --> 00:22:12.000]  看到神的性質
[00:22:12.000 --> 00:22:17.000]  這個是一個非常美好的情況
[00:22:17.000 --> 00:22:20.000]  就可以看到天上的信徒
[00:22:20.000 --> 00:22:24.000]  他們就好像一隊戰士一樣的
[00:22:24.000 --> 00:22:26.000]  他們受到很多的攻擊
[00:22:26.000 --> 00:22:29.000]  但是還能夠堅守正定
[00:22:29.000 --> 00:22:31.000]  也不後退
[00:22:31.000 --> 00:22:37.000]  這個是保羅覺得心裡頭很安慰的
