
[00:00:00.000 --> 00:00:05.100]  今年我們整個教會都在說耶利米愛歌
[00:03:32.800 --> 00:03:39.800]  耶利米說我是因耶和華憤怒的像遭遇困苦的人
[00:03:39.800 --> 00:03:43.800]  是我身歷其境 是我身受其害
[00:03:43.800 --> 00:03:45.800]  作者是一個目擊的證人
[00:03:45.800 --> 00:03:48.800]  他見到一切
[00:03:48.800 --> 00:03:52.800]  其實在舊約做先知真的不容易
[00:03:52.800 --> 00:03:53.800]  耶利米一方面
[00:03:53.800 --> 00:03:57.800]  他是先知將神的話語帶給以色列人
[00:03:57.800 --> 00:04:01.800]  另外一方面他是身歷其境
[00:04:01.800 --> 00:04:04.800]  和很多其他的先知都是一樣
[00:04:04.800 --> 00:04:07.800]  你記不記得賀西亞先知
[00:04:07.800 --> 00:04:10.800]  神叫他娶一個淫婦為妻
[00:04:10.800 --> 00:04:14.800]  就是代表神和以色列人的關係
[00:04:14.800 --> 00:04:16.800]  這個淫婦就是代表以色列
[00:04:16.800 --> 00:04:22.800]  就是不斷有她的情人背叛她的丈夫
[00:04:22.800 --> 00:04:27.800]  就好像以色列人一樣不斷拜偶像背叛神
[00:04:27.800 --> 00:04:33.800]  你要賀西亞先知將他和以色列人的關係演繹出來
[00:04:33.800 --> 00:04:36.800]  以西傑先知也是一樣
[00:04:36.800 --> 00:04:40.800]  神說你要將以色列和猶大的罪
[00:04:40.800 --> 00:04:43.800]  南北國的罪演繹出來
[00:04:43.800 --> 00:04:46.800]  你要睡在床上四百三十天
[00:04:46.800 --> 00:04:50.800]  你叫我睡在床上四天我都受不了
[00:04:50.800 --> 00:04:52.800]  睡在這裡四百三十天
[00:04:52.800 --> 00:04:57.800]  睡在左邊三百九十天是代表北國以色列人的罪
[00:04:57.800 --> 00:04:59.800]  一天是代表一年的罪
[00:04:59.800 --> 00:05:04.800]  你睡在右邊四十天代表猶大的罪
[00:05:04.800 --> 00:05:07.800]  又是一天代表一年的罪
[00:05:07.800 --> 00:05:10.800]  真的見到先知不是容易做
[00:05:10.800 --> 00:05:12.800]  非常之困難
[00:05:12.800 --> 00:05:18.800]  我們說到耶利米埃哥的結構是非常非常精妙
[00:05:18.800 --> 00:05:22.800]  五張書有五個字母詩
[00:05:22.800 --> 00:05:26.800]  很多解經家和神學家都說第五張沒有字母詩
[00:05:26.800 --> 00:05:28.800]  我不同意
[00:05:28.800 --> 00:05:31.800]  第五張其實有一個小型的字母詩
[00:05:31.800 --> 00:05:33.800]  一個變相的字母詩
[00:05:33.800 --> 00:05:36.800]  而耶利米埃哥是透過五張書
[00:05:36.800 --> 00:05:40.800]  每一張書的字母詩都有少許不同
[00:05:40.800 --> 00:05:42.800]  有少許瑕疵
[00:05:42.800 --> 00:05:47.800]  很多人說耶利米埃哥分明是五個不同的作者作
[00:05:47.800 --> 00:05:50.800]  你看那些結構亂七八糟
[00:05:50.800 --> 00:05:51.800]  不是
[00:05:51.800 --> 00:05:57.800]  耶利米埃哥透過五張書裏面字母詩的瑕疵
[00:05:57.800 --> 00:06:01.800]  不同的地方指出經文的重要性
[00:06:01.800 --> 00:06:07.800]  在第一張第十六和第十七個字母是調轉了
[00:06:07.800 --> 00:06:11.800]  我們知道第十六第十七個P和I
[00:06:11.800 --> 00:06:16.800]  在第二第三第四張是P行先到I
[00:06:16.800 --> 00:06:21.800]  第一張I行先到P
[00:06:21.800 --> 00:06:25.800]  一個猶太人懂得希伯來文字母
[00:06:25.800 --> 00:06:28.800]  一看下去就知道有東西不妥
[00:06:28.800 --> 00:06:32.800]  自然就會將注意力放在第十六第十七節
[00:06:32.800 --> 00:06:34.800]  帶出來的訊息就是說
[00:06:34.800 --> 00:06:36.800]  要面對現實
[00:06:36.800 --> 00:06:38.800]  要接受現實
[00:06:38.800 --> 00:06:40.800]  要接受你的處境
[00:06:40.800 --> 00:06:42.800]  如果不是的話你不能夠答出
[00:06:42.800 --> 00:06:44.800]  有核暗
[00:06:44.800 --> 00:06:46.800]  第二張呢
[00:06:46.800 --> 00:06:48.800]  第二張沒有瑕疵
[00:06:48.800 --> 00:06:51.800]  因為第二張的主角是神字基
[00:06:51.800 --> 00:06:55.800]  我們看到第二張的注意力
[00:06:55.800 --> 00:06:58.800]  也在第十六第十七節
[00:06:58.800 --> 00:06:59.800]  為什麼
[00:06:59.800 --> 00:07:01.800]  因為剛才第一張
[00:07:01.800 --> 00:07:07.800]  別人才發覺原來第十六第十七節的字母是調轉了
[00:07:07.800 --> 00:07:14.800]  很明顯就會走去第二張同樣將注意力放在第十六第十七節
[00:07:14.800 --> 00:07:16.800]  就帶出一個訊息
[00:07:16.800 --> 00:07:21.800]  說是神應驗了他古時所命定
[00:07:21.800 --> 00:07:23.800]  什麼叫古時所命定
[00:07:23.800 --> 00:07:26.800]  就是他和以色列人立文約
[00:07:26.800 --> 00:07:30.800]  你們守約的就會得到祝福
[00:07:30.800 --> 00:07:33.800]  你們毀約的就會得到奏助
[00:07:33.800 --> 00:07:35.800]  神是有主權的
[00:07:35.800 --> 00:07:39.800]  祂容許這些懲罰淋到以色列人身上
[00:07:39.800 --> 00:07:41.800]  祂是有主權的
[00:07:41.800 --> 00:07:43.800]  但祂也准許人來向祂申訴
[00:07:43.800 --> 00:07:47.800]  祂甚至鼓勵我們傾心如水
[00:07:47.800 --> 00:07:51.800]  是第二張的第十九節
[00:07:51.800 --> 00:07:53.800]  第三張呢
[00:07:53.800 --> 00:07:56.800]  第三張的字母詩又有少少不同了
[00:07:56.800 --> 00:08:01.800]  一二四五都是二十二節的經文
[00:08:01.800 --> 00:08:05.800]  希伯來人的字母是有二十二個字母
[00:08:05.800 --> 00:08:07.800]  每個字母一節
[00:08:07.800 --> 00:08:10.800]  所以都是有二十二節的經文
[00:08:10.800 --> 00:08:11.800]  第三張呢
[00:08:11.800 --> 00:08:16.800]  字母重覆出現三次是有六十六節的經文
[00:08:16.800 --> 00:08:19.800]  所以我們見到第三張很不同
[00:08:19.800 --> 00:08:21.800]  其實你可以說
[00:08:21.800 --> 00:08:27.800]  整部《耶利米愛國》都有一個好像首尾的結構
[00:08:27.800 --> 00:08:29.800]  一頭一尾
[00:08:29.800 --> 00:08:32.800]  頭是第一章第二章
[00:08:32.800 --> 00:08:35.800]  都是二十二節的經文
[00:08:35.800 --> 00:08:39.800]  尾第四第五章都是二十二節
[00:08:39.800 --> 00:08:42.800]  中間是六十六節
[00:08:42.800 --> 00:08:44.800]  而最重要的經文
[00:08:44.800 --> 00:08:48.800]  傳書的重心是第三章
[00:08:48.800 --> 00:08:50.800]  其實我可以告訴你
[00:08:50.800 --> 00:08:55.800]  整部《耶利米愛國》都是一個首尾的結構
[00:08:55.800 --> 00:08:59.800]  由愛國的一章一節至到五章二十二節
[00:08:59.800 --> 00:09:01.800]  都是首尾結構
[00:09:01.800 --> 00:09:04.800]  我沒時間跟大家說完整個結構
[00:09:04.800 --> 00:09:07.800]  因為要說完整本書
[00:09:07.800 --> 00:09:09.800]  所以我留下這個首尾結構
[00:09:09.800 --> 00:09:12.800]  在Power Point在講義那裡
[00:09:12.800 --> 00:09:16.800]  如果你們有興趣可以下載來看看
[00:09:16.800 --> 00:09:19.800]  這個也是原因我剛才說
[00:09:19.800 --> 00:09:25.800]  不可能《耶利米愛國》像很多聖經學者說
[00:09:25.800 --> 00:09:29.800]  是五個耶利米或五個作者寫出來
[00:09:29.800 --> 00:09:34.800]  如果你是將不同人的詩歌炒在一起
[00:09:34.800 --> 00:09:36.800]  突然間出了一個這樣的首尾對偶
[00:09:36.800 --> 00:09:38.800]  是整部書的
[00:09:38.800 --> 00:09:40.800]  這個就真的是神蹟
[00:09:40.800 --> 00:09:42.800]  但我相信這個不是神蹟
[00:09:42.800 --> 00:09:44.800]  我相信神蹟是有
[00:09:44.800 --> 00:09:47.800]  是聖靈透過耶利米
[00:09:47.800 --> 00:09:50.800]  將這麼精妙的結構寫出來
[00:09:50.800 --> 00:09:52.800]  透過耶利米
[00:09:52.800 --> 00:09:54.800]  是能夠將耶利米愛國
[00:09:54.800 --> 00:09:57.800]  沒有錯誤地將經文寫出來
[00:09:57.800 --> 00:10:00.800]  全部聖經都是沒有錯誤
[00:10:00.800 --> 00:10:04.800]  如果你們大家有聽過我講十二仙之書的話
[00:10:04.800 --> 00:10:07.800]  差不多每一部小仙之書
[00:10:07.800 --> 00:10:10.800]  整部書都是有個首尾結構
[00:10:10.800 --> 00:10:12.800]  我跟大家說《雅歌》的時候
[00:10:12.800 --> 00:10:14.800]  我也給大家見過
[00:10:14.800 --> 00:10:18.800]  其實整部《雅歌》都是有個首尾結構
[00:10:18.800 --> 00:10:20.800]  就證明給我們看
[00:10:20.800 --> 00:10:23.800]  其實這些都是一位作者所寫出來
[00:10:23.800 --> 00:10:26.800]  不是好像很多的聖經學者
[00:10:26.800 --> 00:10:29.800]  說有很多個作者
[00:10:29.800 --> 00:10:33.800]  我們見到第三章
[00:10:33.800 --> 00:10:36.800]  其實就是經文最中心的地方
[00:10:36.800 --> 00:10:40.800]  是講到耶和華的憐憫和慈愛
[00:10:40.800 --> 00:10:42.800]  因為耶和華的憐憫慈愛
[00:10:42.800 --> 00:10:45.800]  是給我們有希望
[00:10:45.800 --> 00:10:49.800]  這個就是第三章最重要的訊息
[00:10:49.800 --> 00:10:54.800]  也是整部《耶利米愛國》最中心的訊息
[00:10:54.800 --> 00:10:57.800]  其實整部《耶利米愛國》
[00:10:57.800 --> 00:10:59.800]  就好像我剛才所講
[00:10:59.800 --> 00:11:03.800]  是教我們怎樣能夠走出憂鬱黑暗
[00:11:03.800 --> 00:11:06.800]  怎樣來面對我們的苦難
[00:11:06.800 --> 00:11:10.800]  耶利米甚至給我們有個視覺上的感受
[00:11:10.800 --> 00:11:14.800]  就是慢慢地能夠得到醫治
[00:11:14.800 --> 00:11:15.800]  如果你看的話
[00:11:15.800 --> 00:11:17.800]  第一章第二章第三章
[00:11:17.800 --> 00:11:20.800]  都是有六十六句經文
[00:11:20.800 --> 00:11:22.800]  你聽過我講耶利米愛國
[00:11:22.800 --> 00:11:24.800]  你就知道有多痛苦
[00:11:24.800 --> 00:11:26.800]  每一句的經文都令到你
[00:11:26.800 --> 00:11:28.800]  好像有刀刺到你的心一樣
[00:11:28.800 --> 00:11:30.800]  令你很痛苦
[00:11:30.800 --> 00:11:34.800]  六十六句的經文不是容易熬的
[00:11:34.800 --> 00:11:36.800]  很傷心的令人
[00:11:36.800 --> 00:11:39.800]  第一章是你面對現實
[00:11:39.800 --> 00:11:41.800]  但你不會立刻康復
[00:11:41.800 --> 00:11:45.800]  第二章是你要向神申訴
[00:11:45.800 --> 00:11:48.800]  但你不會立刻有逆轉
[00:11:48.800 --> 00:11:51.800]  要去到第三章
[00:11:51.800 --> 00:11:54.800]  才事情會有改善
[00:11:54.800 --> 00:11:57.800]  當我們仰望神就會有改善
[00:11:57.800 --> 00:11:59.800]  我需要解釋一下
[00:11:59.800 --> 00:12:01.800]  你剛才耳目詩
[00:12:01.800 --> 00:12:03.800]  你說有二十二節經文
[00:12:03.800 --> 00:12:04.800]  第一第二章
[00:12:04.800 --> 00:12:07.800]  為什麼現在變成六十六句
[00:12:07.800 --> 00:12:09.800]  因為第一第二章
[00:12:09.800 --> 00:12:12.800]  每一節的經文都是三句
[00:12:12.800 --> 00:12:16.800]  所以三乘二十二就是六十六
[00:12:16.800 --> 00:12:19.800]  第三章每節是一句的經文
[00:12:19.800 --> 00:12:23.800]  但是每一個字母重複出現三次
[00:12:23.800 --> 00:12:25.800]  又是三乘二十二
[00:12:25.800 --> 00:12:27.800]  所以都是六十六句
[00:12:27.800 --> 00:12:29.800]  這麼痛苦的事沒有減少
[00:12:29.800 --> 00:12:31.800]  去到第三章
[00:12:31.800 --> 00:12:33.800]  仰望神就開始減低了
[00:12:33.800 --> 00:12:37.800]  第四章一節經文只有兩句
[00:12:37.800 --> 00:12:39.800]  所以是四十四句
[00:12:39.800 --> 00:12:41.800]  減少了很多痛苦
[00:12:41.800 --> 00:12:45.800]  第五章每一節是一句的經文
[00:12:45.800 --> 00:12:47.800]  去到二十二句
[00:12:47.800 --> 00:12:49.800]  所以你看到視覺上都是教我們
[00:12:49.800 --> 00:12:52.800]  照著這個辦法來做
[00:12:52.800 --> 00:12:53.800]  我們的痛苦
[00:12:53.800 --> 00:12:54.800]  我們的悲哀
[00:12:54.800 --> 00:12:58.800]  就會一路一路地減少
[00:12:58.800 --> 00:13:02.800]  根據整本書的首尾結構
[00:13:02.800 --> 00:13:05.800]  我們可以將耶利米哀歌的第三章
[00:13:05.800 --> 00:13:07.800]  分為三個部份
[00:13:07.800 --> 00:13:11.800]  第一個部份就是耶和華使我受苦
[00:13:11.800 --> 00:13:14.800]  是哀歌的三章一至二十節
[00:13:14.800 --> 00:13:17.800]  三十七至三十九節
[00:13:17.800 --> 00:13:20.800]  有人問為何分開兩個部份
[00:13:20.800 --> 00:13:23.800]  剛才說過是首尾結構
[00:13:23.800 --> 00:13:24.800]  有一頭一尾
[00:13:24.800 --> 00:13:26.800]  所以分開兩個部份
[00:13:26.800 --> 00:13:29.800]  而經文最中心的部份
[00:13:29.800 --> 00:13:33.800]  就是哀歌的三章二十一至三十六節
[00:13:33.800 --> 00:13:35.800]  講到耶和華的憐憫
[00:13:35.800 --> 00:13:36.800]  祂的慈愛
[00:13:36.800 --> 00:13:38.800]  是給我們有希望
[00:13:38.800 --> 00:13:40.800]  而第三個部份
[00:13:40.800 --> 00:13:43.800]  就是耶利米向神呼求
[00:13:43.800 --> 00:13:47.800]  哀歌的三章四十至六十六節
[00:13:47.800 --> 00:13:49.800]  你會說為何這麼奇怪
[00:13:49.800 --> 00:13:50.800]  有了希望
[00:13:50.800 --> 00:13:52.800]  知道神的憐憫
[00:13:52.800 --> 00:13:54.800]  知道神的慈愛
[00:13:54.800 --> 00:13:57.800]  為何之後又會向神呼求
[00:13:57.800 --> 00:13:59.800]  是首尾結構
[00:13:59.800 --> 00:14:00.800]  一頭一尾
[00:14:00.800 --> 00:14:02.800]  中間最重要的部份
[00:14:02.800 --> 00:14:04.800]  就是神的慈愛
[00:14:04.800 --> 00:14:06.800]  祂的憐憫
[00:14:06.800 --> 00:14:09.800]  我們首先來看看痛苦的部份
[00:14:09.800 --> 00:14:12.800]  就是耶和華使我受苦
[00:14:12.800 --> 00:14:15.800]  剛才經文我們讀過
[00:14:15.800 --> 00:14:16.800]  三章一至
[00:14:16.800 --> 00:14:19.800]  我是因耶和華憤怒的象
[00:14:19.800 --> 00:14:22.800]  遭遇困苦的人
[00:14:22.800 --> 00:14:25.800]  作者身受其害身歷其境
[00:14:25.800 --> 00:14:28.800]  祂是一個目擊的證人
[00:14:28.800 --> 00:14:31.800]  本來牧羊人的象要來做甚麼
[00:14:31.800 --> 00:14:33.800]  帶領他的羊群
[00:14:33.800 --> 00:14:37.800]  來保護他的羊群
[00:14:37.800 --> 00:14:40.800]  現在牧羊人將他的象
[00:14:40.800 --> 00:14:42.800]  來打他的羊
[00:14:42.800 --> 00:14:44.800]  為何打他的羊
[00:14:44.800 --> 00:14:46.800]  是管教
[00:14:46.800 --> 00:14:47.800]  神給我們的管教
[00:14:47.800 --> 00:14:51.800]  就好像牧羊人打自己的羊一樣
[00:14:51.800 --> 00:14:52.800]  經文又說
[00:14:52.800 --> 00:14:54.800]  哀歌的三章二節
[00:14:54.800 --> 00:14:57.800]  神帶他行在黑暗中
[00:14:57.800 --> 00:15:00.800]  不行在光明裡
[00:15:00.800 --> 00:15:02.800]  本來是神帶我們出黑暗
[00:15:02.800 --> 00:15:03.800]  入光明
[00:15:03.800 --> 00:15:06.800]  現在讓我們留在黑暗
[00:15:06.800 --> 00:15:08.800]  為何在黑暗
[00:15:08.800 --> 00:15:11.800]  我們做父母的都試過
[00:15:11.800 --> 00:15:14.800]  將子女關在黑房
[00:15:14.800 --> 00:15:17.800]  管教時就有兩件事
[00:15:17.800 --> 00:15:19.800]  神的象和黑暗
[00:15:19.800 --> 00:15:23.800]  這正是約伯記所說
[00:15:23.800 --> 00:15:26.800]  約伯記九章三十四
[00:15:26.800 --> 00:15:29.800]  願他把象離開我
[00:15:29.800 --> 00:15:31.800]  不使驚惶威嚇我
[00:15:31.800 --> 00:15:35.800]  求神管教的象遠離我
[00:15:35.800 --> 00:15:38.800]  在約伯記三十章二十六節
[00:15:38.800 --> 00:15:40.800]  我仰望得好處
[00:15:40.800 --> 00:15:42.800]  災禍就到了
[00:15:42.800 --> 00:15:45.800]  我等待光明黑暗便來了
[00:15:45.800 --> 00:15:46.800]  一樣的東西
[00:15:46.800 --> 00:15:47.800]  是這兩件事
[00:15:47.800 --> 00:15:48.800]  神的管教
[00:15:48.800 --> 00:15:51.800]  祂的象和黑暗
[00:15:51.800 --> 00:15:55.800]  這個有點像第二章
[00:15:55.800 --> 00:15:57.800]  是神親自攻擊耶路撒冷
[00:15:57.800 --> 00:15:59.800]  親自攻擊石安
[00:15:59.800 --> 00:16:03.800]  但是第三章是攻擊我
[00:16:03.800 --> 00:16:05.800]  作者說是攻擊我
[00:16:05.800 --> 00:16:07.800]  這個我每一個人
[00:16:07.800 --> 00:16:10.800]  都可以將自己套進去
[00:16:10.800 --> 00:16:12.800]  就是神管教我
[00:16:12.800 --> 00:16:16.800]  就是神令這些苦難來到我的身上
[00:16:16.800 --> 00:16:20.800]  就是為了要管教我
[00:16:20.800 --> 00:16:22.800]  我們看到
[00:16:22.800 --> 00:16:25.800]  三章三至四節
[00:16:25.800 --> 00:16:28.800]  神終日反手攻擊我
[00:16:28.800 --> 00:16:30.800]  使我的皮肉枯乾
[00:16:30.800 --> 00:16:33.800]  骨頭被折斷
[00:16:33.800 --> 00:16:37.800]  本來牧羊人是要帶我們出死刃的幽谷
[00:16:37.800 --> 00:16:40.800]  現在將我們留在黑暗裡
[00:16:40.800 --> 00:16:44.800]  使我們飽受痛苦困難
[00:16:44.800 --> 00:16:47.800]  這個痛苦這個字
[00:16:47.800 --> 00:16:50.800]  是用膽執原文是膽執
[00:16:50.800 --> 00:16:52.800]  我們知道膽是多苦
[00:16:52.800 --> 00:16:55.800]  臥身上膽
[00:16:55.800 --> 00:16:57.800]  是很苦的
[00:16:57.800 --> 00:16:59.800]  另外我們看到
[00:16:59.800 --> 00:17:01.800]  不能逃跑
[00:17:01.800 --> 00:17:04.800]  有很沉重的鏈鎖住
[00:17:04.800 --> 00:17:07.800]  好像有些離肝包圍著我們
[00:17:07.800 --> 00:17:09.800]  走不掉
[00:17:09.800 --> 00:17:12.800]  這個作者說我向神呼求
[00:17:12.800 --> 00:17:14.800]  但神好像聽不見一樣
[00:17:14.800 --> 00:17:19.800]  在約伯記的三十章第二十節
[00:17:19.800 --> 00:17:20.800]  他也說
[00:17:20.800 --> 00:17:23.800]  主啊,我呼求祢,祢不應允我
[00:17:23.800 --> 00:17:26.800]  新近網上有位姊妹
[00:17:26.800 --> 00:17:29.800]  她也在裡面苦難
[00:17:29.800 --> 00:17:31.800]  她寫電郵給我
[00:17:31.800 --> 00:17:33.800]  她說牧師啊
[00:17:33.800 --> 00:17:35.800]  我每天向神呼求
[00:17:35.800 --> 00:17:37.800]  在我的苦難當中
[00:17:37.800 --> 00:17:40.800]  但就好像和空氣講話一樣
[00:17:40.800 --> 00:17:45.800]  就好像神根本不理財一樣
[00:17:45.800 --> 00:17:47.800]  這個也是原因
[00:17:47.800 --> 00:17:50.800]  有很多人在痛苦苦難裡面
[00:17:50.800 --> 00:17:53.800]  他們覺得沒有出路
[00:17:53.800 --> 00:17:54.800]  不能夠逃脫
[00:17:54.800 --> 00:17:56.800]  所以他們會自殺
[00:17:56.800 --> 00:17:58.800]  很多人都是這樣
[00:17:58.800 --> 00:18:00.800]  但我們要記得
[00:18:00.800 --> 00:18:02.800]  我們的希望在神的身上
[00:18:02.800 --> 00:18:05.800]  這個就是今天的信息
[00:18:05.800 --> 00:18:06.800]  但在這個之前
[00:18:06.800 --> 00:18:09.800]  在舜埃哥的三章九至十三節
[00:18:09.800 --> 00:18:10.800]  作者說
[00:18:10.800 --> 00:18:12.800]  我就算能夠逃跑
[00:18:12.800 --> 00:18:15.800]  那條路彎彎曲曲的
[00:18:15.800 --> 00:18:19.800]  每一個彎抹角都好像有埋伏
[00:18:19.800 --> 00:18:21.800]  有獅子有紅人
[00:18:21.800 --> 00:18:23.800]  我能夠逃脫紅人的爪
[00:18:23.800 --> 00:18:25.800]  我不能夠逃脫獅子的口
[00:18:25.800 --> 00:18:27.800]  我被他們撕碎了
[00:18:27.800 --> 00:18:28.800]  他說
[00:18:28.800 --> 00:18:29.800]  在這個時候
[00:18:29.800 --> 00:18:32.800]  我見到牧羊人拿著弓拿著箭來
[00:18:32.800 --> 00:18:33.800]  我開心啊
[00:18:33.800 --> 00:18:35.800]  牧羊人來救我了
[00:18:35.800 --> 00:18:39.800]  誰知牧羊人拿著箭拿著弓
[00:18:39.800 --> 00:18:42.800]  那支箭就射入我的肺腑裡
[00:18:42.800 --> 00:18:46.800]  就好像在《若白記》的六章四節
[00:18:46.800 --> 00:18:49.800]  是全能者的箭
[00:18:49.800 --> 00:18:53.800]  他的毒箭射入了我的身體裡
[00:18:53.800 --> 00:18:55.800]  其實是很有趣的
[00:18:55.800 --> 00:18:58.800]  耶利米埃哥的第三章
[00:18:58.800 --> 00:19:00.800]  和詩篇的二十三篇
[00:19:00.800 --> 00:19:02.800]  是一個很強烈的對比
[00:19:02.800 --> 00:19:05.800]  詩篇的二十三篇是很牧羊人
[00:19:05.800 --> 00:19:09.800]  帶領我們來保護我們
[00:19:09.800 --> 00:19:11.800]  但是耶利米埃哥的第三章
[00:19:11.800 --> 00:19:14.800]  這個牧羊人是神伺機
[00:19:14.800 --> 00:19:16.800]  他是攻擊我們
[00:19:16.800 --> 00:19:20.800]  他是將我們放在黑暗的地方
[00:19:20.800 --> 00:19:22.800]  他是管教我們
[00:19:22.800 --> 00:19:25.800]  我沒時間和大家講對比
[00:19:25.800 --> 00:19:29.800]  我也是放在這個講義裡
[00:19:29.800 --> 00:19:31.800]  因為大家都知道
[00:19:31.800 --> 00:19:35.800]  六十六句的經文是很多很多
[00:19:35.800 --> 00:19:37.800]  所以這些我放在講義裡
[00:19:37.800 --> 00:19:39.800]  大家有興趣
[00:19:39.800 --> 00:19:41.800]  可以下載來欣賞一下
[00:19:41.800 --> 00:19:45.800]  神的話語真的很有意思
[00:19:45.800 --> 00:19:47.800]  耶利米埃說
[00:19:47.800 --> 00:19:51.800]  我成為了別人的歌曲
[00:19:51.800 --> 00:19:54.800]  他們終日以我為歌曲
[00:19:54.800 --> 00:19:56.800]  這個就好像我們中國人說
[00:19:56.800 --> 00:19:58.800]  被人唱壞了
[00:19:58.800 --> 00:20:00.800]  當我是歌來唱
[00:20:00.800 --> 00:20:02.800]  耶利米埃說
[00:20:02.800 --> 00:20:04.800]  苦楚充滿我
[00:20:04.800 --> 00:20:06.800]  我飽用恩塵
[00:20:06.800 --> 00:20:09.800]  恩塵就是很苦很苦的植物
