
[00:00:00.000 --> 00:00:04.000]  感謝主,我們真能夠來到主的面前
[00:05:45.000 --> 00:05:48.000]  能夠來向耶穌祈禱
[00:05:48.000 --> 00:05:51.000]  這就是個承聖的過程
[00:05:51.000 --> 00:05:55.000]  第三步呢,是身體得俗
[00:05:55.000 --> 00:05:57.000]  身體能夠得俗
[00:05:57.000 --> 00:06:02.000]  我們現在得救以後,我們還是一個本來的身體
[00:06:02.000 --> 00:06:06.000]  我們身體上還給我們很多的限制
[00:06:06.000 --> 00:06:11.000]  使我們不能夠愛神所愛的
[00:06:11.000 --> 00:06:14.000]  也不能夠恨神所恨的
[00:06:14.000 --> 00:06:22.000]  我們也不能夠隨著自己自然的意思就來做神所喜歡的事情
[00:06:22.000 --> 00:06:27.000]  我們都是在這方面,身體給我們很多的限制
[00:06:27.000 --> 00:06:32.000]  我們的身體有軟弱,有病,有很多的限制
[00:06:32.000 --> 00:06:39.000]  那神救我們,不但救我們的靈,救我們的魂,神還救我們的身體
[00:06:39.000 --> 00:06:42.000]  救我們的身體也能夠改變
[00:06:42.000 --> 00:06:47.000]  身體靈魂都是得到神的救恩
[00:06:47.000 --> 00:06:51.000]  那這就是一個完全的救恩
[00:06:51.000 --> 00:06:56.000]  第三步呢,是在將來
[00:06:56.000 --> 00:07:01.000]  現在你不可能在世界上,基督徒的身體就改變了
[00:07:01.000 --> 00:07:09.000]  那我們是在將來,主來的時候,要叫我們的身體得俗,得到救俗
[00:07:09.000 --> 00:07:13.000]  那重生呢,是我們幸福時候的開始
[00:07:13.000 --> 00:07:17.000]  所以重生已經有重生生命了
[00:07:17.000 --> 00:07:20.000]  那將來呢,我們身體要得到救俗
[00:07:20.000 --> 00:07:24.000]  那中間這一段,就是一個成生的階段
[00:07:24.000 --> 00:07:31.000]  這個就是一段生命更新而變化的一個階段
[00:07:31.000 --> 00:07:36.000]  所以我們在沒有建築以前,沒有離開世界以前
[00:07:36.000 --> 00:07:41.000]  我們是在第二階段,就在成生的階段
[00:07:41.000 --> 00:07:52.000]  在這個過程當中呢,免不了呢,我們在世界上,還活在世界上
[00:07:52.000 --> 00:07:56.000]  免不了有這個患難,有失戀
[00:07:56.000 --> 00:08:01.000]  身體的軟弱了,或者是跟人的關係中間發生矛盾了
[00:08:01.000 --> 00:08:05.000]  或者是我們遇到一些意外的事情呢
[00:08:05.000 --> 00:08:09.000]  那麼這個很多的患難和失戀
[00:08:09.000 --> 00:08:15.000]  目的呢,這些呢,神允許臨到我們身上
[00:08:15.000 --> 00:08:22.000]  都是神為了要叫我們的生命能夠強壯,能夠生長
[00:08:22.000 --> 00:08:27.000]  好像一棵樹,你要把它種在房子裡頭
[00:08:27.000 --> 00:08:32.000]  它就沒有什麼風吹它,也沒有雨來淋它
[00:08:32.000 --> 00:08:35.000]  那麼它長大呢,長不了很大的
[00:08:35.000 --> 00:08:41.000]  你看見山上那些生天的大樹,為什麼它能夠長得那麼茁壯呢?
[00:08:41.000 --> 00:08:45.000]  因為它經常的受到風雨的侵襲
[00:08:45.000 --> 00:08:51.000]  風吹過來,往這邊吹,那麼它還要抵抗一下
[00:08:51.000 --> 00:08:56.000]  慢慢的,時間長了,這個樹就長得很粗大,很高
[00:08:56.000 --> 00:09:00.000]  樹一定是長在一些有風雨的地方
[00:09:00.000 --> 00:09:04.000]  不會在溫室裡頭中科搭樹出來
[00:09:04.000 --> 00:09:08.000]  那我們也是這樣的,我們這一個人的人生呢
[00:09:08.000 --> 00:09:12.000]  不能夠在溫室裡頭成長
[00:09:12.000 --> 00:09:16.000]  在溫室裡成長的,那就是經不起風暴的
[00:09:16.000 --> 00:09:19.000]  這個是不夠成熟的生命
[00:09:19.000 --> 00:09:24.000]  所以成熟的生命必須是經過患難和失戀
[00:09:24.000 --> 00:09:27.000]  這樣的話,我們的生命漸漸成長
[00:09:27.000 --> 00:09:32.000]  能夠成為一個神所喜歡的人
[00:09:33.000 --> 00:09:40.000]  在雅各術地義上呢,說到我們怎麼能夠成為一個敬虔的人呢?
[00:09:40.000 --> 00:09:46.000]  就是我們要敬虔呢,表現在什麼地方?
[00:09:46.000 --> 00:09:52.000]  是表現在我們對自己的患難是怎麼對待?
[00:09:52.000 --> 00:09:57.000]  我們遇到難處怎麼辦?我們遇到疾病怎麼辦?
[00:09:57.000 --> 00:10:02.000]  我們遇到一些我們所不喜歡的事情,我們怎麼辦?
[00:10:02.000 --> 00:10:09.000]  那就在患難中間,我們怎麼能夠靠著神的恩典能夠得到益處?
[00:10:09.000 --> 00:10:13.000]  那到了第二章呢,雅各就要說到了
[00:10:13.000 --> 00:10:20.000]  真正的敬虔是顯在他對別人的苦難的反應
[00:10:20.000 --> 00:10:29.000]  他對別人有些難處了,或者他窮了,財產損失了
[00:10:29.000 --> 00:10:34.000]  或者身體有疾病了,或者有些事情變故了
[00:10:34.000 --> 00:10:39.000]  那麼他對別人的患難是怎麼反應?
[00:10:39.000 --> 00:10:43.000]  第一章是對自己的患難怎麼樣反應?
[00:10:43.000 --> 00:10:49.000]  第二章呢,就說到他對別人的患難,他是怎麼反應的?
[00:10:49.000 --> 00:10:54.000]  那麼在患難當中,在別人的患難當中
[00:10:54.000 --> 00:10:59.000]  很多能夠見到的就是對著貧窮的人
[00:10:59.000 --> 00:11:03.000]  到底他對貧窮的人是怎樣?
[00:11:03.000 --> 00:11:10.000]  能夠不偏待窮人,那麼這個就是真正的信心
[00:11:10.000 --> 00:11:17.000]  這個窮人就是有需要的人
[00:11:17.000 --> 00:11:24.000]  他們生活困難,他們的經濟收入少,要養活一家人很困難
[00:11:24.000 --> 00:11:31.000]  比如說沒有工作了,那這些貧窮的人呢,就是有需要的人
[00:11:31.000 --> 00:11:37.000]  然後我們對這有需要的人,我們對他們是怎樣的一個反應?
[00:11:37.000 --> 00:11:41.000]  如果是一個正常的反應,是神所喜歡的
[00:11:41.000 --> 00:11:45.000]  如果對他們,瞧不起他們,或者是也不管他們
[00:11:45.000 --> 00:11:54.000]  那這樣的話,在這聖經告訴我們,這是一個罪的反應,是一種犯罪的事情
[00:11:54.000 --> 00:11:59.000]  因為第一章呢,第一章的二十七節也說到
[00:11:59.000 --> 00:12:04.000]  在神我們的父面前,那清潔沒有玷污的虔誠
[00:12:04.000 --> 00:12:08.000]  就是看顧在患難中的孤兒寡婦
[00:12:08.000 --> 00:12:13.000]  就是說,第一章就說到,對一些孤兒寡婦的反應
[00:12:13.000 --> 00:12:17.000]  那今天這一段呢,就是對窮人的反應
[00:12:17.000 --> 00:12:26.000]  這個對窮人的反應,也能夠表現出你所信的是什麼
[00:12:26.000 --> 00:12:30.000]  對窮人的反應,這一段告訴我們
[00:12:30.000 --> 00:12:40.000]  不是偏心,不是歧視他們,不是輕看他們,那是要有真正的信心
[00:12:40.000 --> 00:12:45.000]  所以從第二章的第一節就開始說了
[00:12:45.000 --> 00:12:49.000]  不可按照外貌待人
[00:12:49.000 --> 00:12:55.000]  他說我的弟兄們,你們信奉我們榮耀的主耶穌基督
[00:12:55.000 --> 00:12:58.000]  便不可按照外貌待人
[00:12:58.000 --> 00:13:04.000]  所以這個是,為什麼我們不可以按照外貌看人呢
[00:13:04.000 --> 00:13:12.000]  因為我們有在主耶穌基督裡頭,榮耀的主裡頭的信心
[00:13:12.000 --> 00:13:18.000]  他說你們信奉,就是你們信什麼呢
[00:13:18.000 --> 00:13:22.000]  你們是信耶穌基督,這位耶穌基督是榮耀的主
[00:13:22.000 --> 00:13:28.000]  那你們所信的是耶穌基督,你們就不可以偏待人
[00:13:28.000 --> 00:13:31.000]  不可以按照外貌來看人
[00:13:31.000 --> 00:13:38.000]  這是第一節就告訴我們了
[00:13:38.000 --> 00:13:44.000]  雅各就把這個原則,這個重要的原則擺在我們的面前
[00:13:44.000 --> 00:13:50.000]  這個按照外貌看人,意思呢就是看人的外表
[00:13:50.000 --> 00:14:00.000]  看人的外貌啊,看人的種族啊,他的出身啊,他的財富啊,他的地位啊
[00:14:00.000 --> 00:14:04.000]  他的教育程度怎麼樣啊
[00:14:04.000 --> 00:14:12.000]  他不是看人,他內在的品德,看他的誠信
[00:14:12.000 --> 00:14:15.000]  這是看他的外表
[00:14:15.000 --> 00:14:23.000]  那麼這個是聖經告訴我們,不要按照外貌來待人
[00:14:23.000 --> 00:14:33.000]  這個按照外貌來待人呢,這個字呢,在原來的意思呢,就是有兩個字合在一起的
[00:14:33.000 --> 00:14:39.000]  一個呢就是接受,接納,接受
[00:14:39.000 --> 00:14:44.000]  另外一個呢就是表面,面子
[00:14:44.000 --> 00:14:52.000]  接受加上面,加上面子就是按照面子來接受
[00:14:52.000 --> 00:14:57.000]  就按照外表來接受,這就是按照外貌待人
[00:14:57.000 --> 00:15:00.000]  不是單單說他長得怎麼樣
[00:15:00.000 --> 00:15:05.000]  就是說他按照這個人表面的東西
[00:15:05.000 --> 00:15:11.000]  可能看起來他長得很美,可是他心裡頭很惡
[00:15:11.000 --> 00:15:17.000]  也可能他非常有錢,可是他心不一定是善良的
[00:15:17.000 --> 00:15:22.000]  如果你單單看他外表,覺得這個人挺好
[00:15:22.000 --> 00:15:28.000]  不一定,也可能笑裡藏刀
[00:15:28.000 --> 00:15:33.000]  他對你笑,可能他裡頭有把刀槍把你殺掉
[00:15:33.000 --> 00:15:38.000]  所以這個不能單單看外表,要看他一個人的內心
[00:15:38.000 --> 00:15:41.000]  當然一個人最好是外表跟內心都好
[00:15:41.000 --> 00:15:44.000]  那麼這個是最好了
[00:15:44.000 --> 00:15:47.000]  但這種情況是很少的
[00:15:47.000 --> 00:15:54.000]  所以著重的還是要看人的內心
[00:15:54.000 --> 00:16:02.000]  這裡說呢,偏心呢,不是真正的信心
[00:16:02.000 --> 00:16:05.000]  為什麼呢?他說你們是有信心嗎?
[00:16:05.000 --> 00:16:11.000]  你們信什麼?你信奉我們主耶穌基督,榮耀的主
[00:16:11.000 --> 00:16:13.000]  你們有這個信心
[00:16:13.000 --> 00:16:15.000]  那麼你又信心呢?
[00:16:15.000 --> 00:16:18.000]  但是你們又要按照外貌來待人
[00:16:18.000 --> 00:16:21.000]  那麼這兩個就不是符合的
[00:16:21.000 --> 00:16:28.000]  所以這個偏心的話,偏待人就不是真正的信心
[00:16:28.000 --> 00:16:33.000]  為什麼?因為神是公正的
[00:16:33.000 --> 00:16:36.000]  神不偏待人
[00:16:36.000 --> 00:16:40.000]  聖經常告訴我們,神不偏待人
[00:16:40.000 --> 00:16:50.000]  有一次彼得到外方人百夫長戈尼流家裡去跟他們傳福音
[00:16:50.000 --> 00:16:55.000]  因為過去猶太人跟外方人是不太來往的
[00:16:55.000 --> 00:16:57.000]  很少來往的
[00:16:57.000 --> 00:17:05.000]  那麼神要彼得去給戈尼流外方人的軍官來傳福音
[00:17:05.000 --> 00:17:08.000]  一開始彼得還不明白
[00:17:08.000 --> 00:17:10.000]  但是彼得去了
[00:17:10.000 --> 00:17:14.000]  去了以後,他講到神的福音,聖靈的工作
[00:17:14.000 --> 00:17:16.000]  這些人就願意來信主
[00:17:16.000 --> 00:17:22.000]  所以彼得就說,現在可以看到,神並不偏待人
[00:17:22.000 --> 00:17:26.000]  神不偏待人,神很公正
[00:17:26.000 --> 00:17:28.000]  他不是看人的外表
[00:17:28.000 --> 00:17:34.000]  不是說神就愛有錢的人,神不喜歡貧窮的人
[00:17:34.000 --> 00:17:39.000]  神愛學問大的人,不愛學問,沒有學問的人
[00:17:39.000 --> 00:17:44.000]  神不是,所有的人都是他所愛的
[00:17:44.000 --> 00:17:47.000]  他並不偏待人
[00:17:47.000 --> 00:17:52.000]  那麼基督徒既然我們是信這位真神
[00:17:52.000 --> 00:17:54.000]  我們又信耶穌基督
[00:17:54.000 --> 00:18:01.000]  他既然不偏待人的話,我們怎麼可以偏待人呢?
[00:18:01.000 --> 00:18:10.000]  我們所偏心的心,就不能夠對不起來
[00:18:10.000 --> 00:18:13.000]  在聖經上我們讀了很多神的話
[00:18:13.000 --> 00:18:19.000]  比如說,人都是罪人
[00:18:19.000 --> 00:18:23.000]  所有的人都是罪人,都應該受到審判
[00:18:23.000 --> 00:18:28.000]  所以這個人就包括有錢人,包括窮人
[00:18:28.000 --> 00:18:33.000]  這個人也包括猶太人,也包括外方人
[00:18:33.000 --> 00:18:36.000]  所以人都是有罪的
[00:18:36.000 --> 00:18:40.000]  神都要很公正的來審判他們
[00:18:40.000 --> 00:18:43.000]  那麼聖經也說了
[00:18:43.000 --> 00:18:51.000]  人能夠得就,不是根據他是什麼民族
[00:18:51.000 --> 00:18:55.000]  不是根據他什麼性別,是男或是女
[00:18:55.000 --> 00:18:58.000]  或者根據他什麼出身
[00:18:58.000 --> 00:19:03.000]  也不是根據他的行為多好才能得就
[00:19:03.000 --> 00:19:07.000]  所以在哥勒西書第三章就說到了
[00:19:07.000 --> 00:19:11.000]  他說,並不分西尼尼人猶太人
[00:19:11.000 --> 00:19:14.000]  受割離的,未受割離的
[00:19:14.000 --> 00:19:17.000]  你受割離的好,沒有受割離的好
[00:19:17.000 --> 00:19:23.000]  在神的眼光中,他都不是把他看得高,哪個高哪個低
[00:19:23.000 --> 00:19:27.000]  還有跨外人,還有吸骨吸人
[00:19:27.000 --> 00:19:30.000]  還有這些為奴的,是做奴隸的
[00:19:30.000 --> 00:19:33.000]  還有是自由人自主的
[00:19:33.000 --> 00:19:38.000]  他說,唯有基督是一切,又在一切之內
[00:19:38.000 --> 00:19:40.000]  這哥勒西書就告訴我們
[00:19:40.000 --> 00:19:45.000]  在神的眼光中,他是很公正的
[00:19:45.000 --> 00:19:49.000]  他不是按照人的外表來分辨
[00:19:49.000 --> 00:19:55.000]  因為人的外表很多是出於自然的
[00:19:55.000 --> 00:19:59.000]  那麼他的父母有錢,這孩子當然就有錢
[00:19:59.000 --> 00:20:05.000]  這是不是他自己本身的本質
[00:20:05.000 --> 00:20:11.000]  神很公平的,人的得就,在神看來是很公平的
[00:20:11.000 --> 00:20:15.000]  每一個人得就,都是因若耶穌基督的愛
[00:20:15.000 --> 00:20:23.000]  因若耶穌基督願意待人死,所以人才能得到神的救恩
[00:20:23.000 --> 00:20:25.000]  所以這很公平的
[00:20:25.000 --> 00:20:29.000]  所以在耶穌基督,在神那裡的話
[00:20:29.000 --> 00:20:35.000]  神是很公正的神,神並不偏待人
[00:20:35.000 --> 00:20:42.000]  所以我們如果遇到別人的誤會也好,別人的不了解
[00:20:42.000 --> 00:20:49.000]  別人對我什麼歧視也好,我們要看到,我們要回到神面前
[00:20:49.000 --> 00:20:55.000]  我們知道人可以偏待我們,可以按照外貌來評定我們
[00:20:55.000 --> 00:21:00.000]  但是我們感謝神,愛我們的神和我們的主耶穌基督
[00:21:00.000 --> 00:21:02.000]  祂是不偏待人的
[00:21:02.000 --> 00:21:08.000]  祂會按照我們的情形,公公正正的來對待每一個人
[00:21:08.000 --> 00:21:19.000]  在這段經文裡頭,雅各就是用有錢人跟貧窮人作為例子
[00:21:19.000 --> 00:21:27.000]  來告訴我們,看重富人,輕看窮人,這就是罪
[00:21:27.000 --> 00:21:31.000]  他就在這個地方舉了一個例子說
[00:21:31.000 --> 00:21:39.000]  有一個人戴著金戒指,穿著華美的衣服進你們的會堂去,他們去聚會
[00:21:39.000 --> 00:21:41.000]  猶太人有會堂,他要聚會
[00:21:41.000 --> 00:21:45.000]  有人戴著戒指,穿著很好的衣服進去了
[00:21:45.000 --> 00:21:53.000]  那麼另外一個人呢,窮人,穿著骯髒的衣服,很髒,很破,也進去了
[00:21:53.000 --> 00:22:04.000]  那你們就是指那些在會堂裡招待的人,就把這個富人領到一個好的位置
[00:22:04.000 --> 00:22:12.000]  那窮人呢,你站在一邊,你靠後面站,你坐在我的腳下,連座位都不給他坐
[00:22:12.000 --> 00:22:15.000]  他舉了一個很極端的例子
[00:22:15.000 --> 00:22:18.000]  這情況是不是有呢?
[00:22:18.000 --> 00:22:27.000]  那麼你在社會上可以看得見,你有錢就可以做商務艙,你看頭等艙
[00:22:27.000 --> 00:22:34.000]  你看見他把布簾拉開以後,一個服務員可以照顧十來個人
[00:22:34.000 --> 00:22:41.000]  那後面這些補充艙的人呢,那就一二百人在一起的話
[00:22:41.000 --> 00:22:43.000]  那麼他們待遇不同
[00:22:43.000 --> 00:22:51.000]  為什麼?他錢多唄,他買的票價錢貴你幾倍唄,所以他得到好招待的
[00:22:51.000 --> 00:22:59.000]  那麼在社會上我們看見是有的,坐火車有這個軟臥,有這個硬臥
[00:22:59.000 --> 00:23:05.000]  還有呢,硬板坐的,那錢不同唄,所以這個有的
[00:23:05.000 --> 00:23:08.000]  那在教堂裡頭有沒有呢?
[00:23:08.000 --> 00:23:10.000]  現在我們看見比較少了
[00:23:10.000 --> 00:23:15.000]  你不會穿著破件,他就叫你坐在地下,不會的
[00:23:15.000 --> 00:23:24.000]  但是過去有啊,他說有一個人到美國東部一個州
[00:23:24.000 --> 00:23:29.000]  去參觀一個三百多年以前蓋的一個教堂
[00:23:29.000 --> 00:23:32.000]  這個是很古老的,幾百年了
[00:23:32.000 --> 00:23:36.000]  他進去的話就看見這個教堂雖然很舊呢
[00:23:36.000 --> 00:23:42.000]  但是還能看出來幾百年以前那種很輝煌的那種樣子
[00:23:42.000 --> 00:23:47.000]  他中間還可以看得到,有些座位是不同的
[00:23:47.000 --> 00:23:51.000]  好像像包廂一樣的,有這個小門擱起來的
[00:23:51.000 --> 00:23:58.000]  是有些家包的,他出了錢,所以這個教堂給他劃分一個地方
[00:23:58.000 --> 00:24:01.000]  這個地方是你家庭來的,每個禮拜天來
[00:24:01.000 --> 00:24:04.000]  你不用發愁,沒有座位,你就坐在那個地方
[00:24:04.000 --> 00:24:08.000]  有個門,而且這個門進去以後呢
[00:24:08.000 --> 00:24:12.000]  這塊地方呢,他說有一個地方呢
[00:24:12.000 --> 00:24:18.000]  他說人家介紹說,在過去的時候因為沒有電
[00:24:18.000 --> 00:24:22.000]  所以禮拜天裡頭是很冷的,冬天是很冷的
[00:24:22.000 --> 00:24:25.000]  怎麼辦呢?在他們的小房間裡頭呢
[00:24:25.000 --> 00:24:30.000]  有一塊地方,有個用人可以進進出出的
[00:24:30.000 --> 00:24:35.000]  給他們帶來一塊磚頭,用火燒熱以後的磚頭
[00:24:35.000 --> 00:24:38.000]  用布包起來,放在那個地方
[00:24:38.000 --> 00:24:42.000]  他們的腳就會擱在這個發暖的磚頭上面
[00:24:42.000 --> 00:24:47.000]  那其他的沒有錢的人呢,你挨凍了,你就白白挨凍了
[00:24:47.000 --> 00:24:49.000]  你凍了也不管你
[00:24:49.000 --> 00:24:54.000]  所以這看見了,在幾百年以前有這個包的
[00:24:54.000 --> 00:24:57.000]  這個家可以出錢,包這塊地方
[00:24:57.000 --> 00:25:00.000]  沒有錢的人呢,有位子就坐
[00:25:00.000 --> 00:25:03.000]  沒有位子的話,你就能站著
[00:25:03.000 --> 00:25:08.000]  那就是過去有這樣的,那現在呢漸漸少了
[00:25:08.000 --> 00:25:12.000]  所以這個雅各所說的,不是誇張
[00:25:12.000 --> 00:25:16.000]  實在是可能當時就有這樣的情形
[00:25:16.000 --> 00:25:22.000]  他說這樣的話,是你看中富人,你是親看窮人
[00:25:22.000 --> 00:25:26.000]  他們都是來聚會,都是來敬拜神
[00:25:26.000 --> 00:25:29.000]  為什麼神都不偏待人
[00:25:29.000 --> 00:25:35.000]  為什麼你們能夠這樣看中這個,親看那個呢
[00:25:35.000 --> 00:25:38.000]  所以這個就是一個罪
[00:25:38.000 --> 00:25:51.000]  雅各在這裡說,他說我的弟兄們啊,請聽
[00:25:51.000 --> 00:25:58.000]  他說神豈不是揀選了世上的貧窮人
[00:25:58.000 --> 00:26:06.000]  教他們的性上不足,並承受他所應許給他那些愛他的人的國嗎
[00:26:06.000 --> 00:26:12.000]  就講到貧窮人啊,是神特別關心的對象
[00:26:12.000 --> 00:26:17.000]  神關心所有的人,但是對於這個窮人
[00:26:17.000 --> 00:26:21.000]  他們有缺乏的人啊,神特別的關心
[00:26:21.000 --> 00:26:27.000]  所以你歧視他們,就是跟神的心意相反
[00:26:27.000 --> 00:26:33.000]  神要賜福給他們,但是你說呢,我看不起他們
[00:26:33.000 --> 00:26:37.000]  那這個不是跟神的心相反嗎
[00:26:37.000 --> 00:26:52.000]  那基督呢,來到地上呢,我們在新約聖經讀到的
[00:26:52.000 --> 00:26:58.000]  就是祂是在傳福音給貧窮的人
[00:26:58.000 --> 00:27:04.000]  在這個路加福音第四章就說到的
[00:27:04.000 --> 00:27:07.000]  祂說祂要傳福音給貧窮的人
[00:27:07.000 --> 00:27:10.000]  要報告被擄的雅各釋放
[00:27:10.000 --> 00:27:16.000]  要瞎眼的能看見,要缺腿的能行走
[00:27:16.000 --> 00:27:20.000]  所以神讓耶穌基督來到地上呢
[00:27:20.000 --> 00:27:25.000]  祂就是要給貧窮人把福音告訴他們
[00:27:25.000 --> 00:27:32.000]  當然有錢人也聽到福音,可是神特別的關心貧窮的人
[00:27:32.000 --> 00:27:36.000]  也醫治人,醫治人的病
[00:27:36.000 --> 00:27:41.000]  祂說要叫卑微的身高,要叫飢餓的能夠吃飽
[00:27:41.000 --> 00:27:45.000]  要叫驕傲的人還要降杯
[00:27:45.000 --> 00:27:48.000]  這就是耶穌在地上的時候
[00:27:48.000 --> 00:27:55.000]  你看見祂在百姓中間行走所做的事情
[00:27:55.000 --> 00:28:00.000]  不分你是窮人還是富人,祂都關心
[00:28:00.000 --> 00:28:03.000]  特別關心那些有需要的人
[00:28:03.000 --> 00:28:07.000]  因為他們願意來到主的面前
[00:28:07.000 --> 00:28:12.000]  在主耶穌講的登山寶兄裡頭也說了
[00:28:12.000 --> 00:28:16.000]  登山寶兄也說貧窮的人有福了
[00:28:16.000 --> 00:28:20.000]  那我們在解說常常說貧窮就是淋漓貧窮
[00:28:20.000 --> 00:28:23.000]  是的,這個有淋漓貧窮的意思
[00:28:23.000 --> 00:28:25.000]  覺得自己一無所有
[00:28:25.000 --> 00:28:30.000]  但這個貧窮也包括在經濟上貧窮的人
[00:28:30.000 --> 00:28:33.000]  他沒有生活的來源
[00:28:33.000 --> 00:28:37.000]  那麼祂說這些人是有福的
[00:28:37.000 --> 00:28:40.000]  因為天國是他們的
[00:28:40.000 --> 00:28:48.000]  所以這個主耶穌就是要特別關心這些貧窮的人
[00:28:48.000 --> 00:28:50.000]  那些有需要的人
[00:28:50.000 --> 00:28:57.000]  所以你藐視神要賜福給的人就是侮辱神
[00:28:57.000 --> 00:29:02.000]  我們想這個道理也是我們很能夠理解的
[00:29:02.000 --> 00:29:05.000]  所以主耶穌就在關心這些人
[00:29:05.000 --> 00:29:08.000]  我們也同樣要關心人
[00:29:08.000 --> 00:29:12.000]  在第五節就特別說到
[00:29:12.000 --> 00:29:18.000]  神要賜給貧窮人的三重尊榮
