
[00:00:00.000 --> 00:00:05.760]  聖經有很多偉大人物的記載
[00:02:24.420 --> 00:02:27.420]  牧羊當時的環境和這裡不同
[00:02:27.420 --> 00:02:31.420]  當時的環境,野外是有獅子的
[00:02:31.420 --> 00:02:34.420]  大衛為了保護羊群,就和獅子打架
[00:02:34.420 --> 00:02:37.420]  我在加拿大北部工作,也看到很多野獸
[00:02:37.420 --> 00:02:40.420]  但還未淪落到要和牠打架的地步
[00:02:40.420 --> 00:02:44.420]  因為我立刻跳上chop,三圍道門,就走了
[00:02:44.420 --> 00:02:48.420]  大衛其實也有過這樣的鍛鍊
[00:02:48.420 --> 00:02:54.420]  在蘇羅做王,到30歲的時候他做皇帝
[00:02:54.420 --> 00:02:57.420]  他經常和菲律師打仗
[00:02:57.420 --> 00:02:59.420]  我想我一次講到都提過,是不是?
[00:02:59.420 --> 00:03:05.420]  其實蘇羅都相當成功的,保衛自己的國家
[00:03:05.420 --> 00:03:07.420]  到蘇羅50歲的時候
[00:03:07.420 --> 00:03:11.420]  當時大衛都未到20歲,就出現了個哥利亞
[00:03:11.420 --> 00:03:17.420]  大衛竟然一個teenager,十幾歲都未到20歲
[00:03:17.420 --> 00:03:19.420]  就打贏了個哥利亞
[00:03:19.420 --> 00:03:22.420]  成為了蘇羅的得力幫手
[00:03:22.420 --> 00:03:27.420]  但是,供高蓋主做,經常都有問題
[00:03:27.420 --> 00:03:31.420]  那些猶太的婦女又不會做
[00:03:31.420 --> 00:03:34.420]  蘇羅殺死千千,大衛殺死萬萬
[00:03:34.420 --> 00:03:36.420]  我蘇羅打了20年仗
[00:03:36.420 --> 00:03:40.420]  你當我千千是一顆石頭扔死的巨人
[00:03:40.420 --> 00:03:42.420]  你就說他萬萬
[00:03:42.420 --> 00:03:46.420]  蘇羅就妒忌大衛,想追殺他
[00:03:46.420 --> 00:03:51.420]  追殺了十年,所以給大衛很多的陰影
[00:03:51.420 --> 00:03:55.420]  我相信大衛一生裡面最嚴峻的時候
[00:03:55.420 --> 00:03:57.420]  就是那十年逃亡的時候
[00:03:57.420 --> 00:04:02.420]  其他所有的敵人都不夠蘇羅對他來說這麼嚴峻
[00:04:02.420 --> 00:04:04.420]  因為蘇羅沒有得還手
[00:04:04.420 --> 00:04:07.420]  他不敢報復
[00:04:07.420 --> 00:04:12.420]  他經威臣,知道蘇羅是上帝所安立的皇帝
[00:04:12.420 --> 00:04:14.420]  他就不報復
[00:04:14.420 --> 00:04:19.420]  等於綁起兩隻手跟別人打架,就沒得打了
[00:04:19.420 --> 00:04:22.420]  所以給大衛很大的陰影
[00:04:22.420 --> 00:04:27.420]  後來蘇羅在戰場上陣亡
[00:04:27.420 --> 00:04:29.420]  大衛不單沒有報復
[00:04:29.420 --> 00:04:33.420]  而且還寫了一首歌來哀悼他
[00:04:33.420 --> 00:04:36.420]  這首就叫做《宮歌》,寫得很好
[00:04:36.420 --> 00:04:40.420]  以色列尊榮的人都在高處被殺
[00:04:40.420 --> 00:04:43.420]  勇士怎麼都已仆倒
[00:04:43.420 --> 00:04:46.420]  你們不要在迦勒報道
[00:04:46.420 --> 00:04:50.420]  不要在阿什基倫的山上宣揚
[00:04:50.420 --> 00:04:54.420]  以色列的女子,你們要為蘇羅福音
[00:04:54.420 --> 00:04:59.420]  他曾給你們穿上珠紅色豪華的衣服
[00:04:59.420 --> 00:05:03.420]  又給你們的外衣加上金色
[00:05:03.420 --> 00:05:06.420]  勇士怎麼會倒閉
[00:05:06.420 --> 00:05:09.420]  增戰的武器怎麼會毀滅
[00:05:09.420 --> 00:05:14.420]  一首哀歌來哀悼蘇羅
[00:05:14.420 --> 00:05:20.420]  蘇羅大約在公元前一千年死
[00:05:20.420 --> 00:05:24.420]  即是三千年前,大衛登基做皇帝
[00:05:24.420 --> 00:05:27.420]  那時候大約三十歲
[00:05:27.420 --> 00:05:30.420]  蘇羅登基三十歲,大衛登基三十歲
[00:05:30.420 --> 00:05:32.420]  你三十歲的時候做了什麼
[00:05:32.420 --> 00:05:35.420]  不要提了,但都還沒遲
[00:05:35.420 --> 00:05:37.420]  從現在開始
[00:05:37.420 --> 00:05:41.420]  幾年之後,大衛就統一以色列王
[00:05:41.420 --> 00:05:49.420]  接著十年,東征西土,鞏固了皇國
[00:05:49.420 --> 00:05:53.420]  做了皇,做了二十年
[00:05:53.420 --> 00:05:59.420]  大約五十歲就犯了一件彌天大罪
[00:05:59.420 --> 00:06:01.420]  什麼彌天大罪呢
[00:06:01.420 --> 00:06:08.420]  就是侵佔了愛國將軍烏利亞的太太
[00:06:08.420 --> 00:06:11.420]  然後為了掩飾自己的罪
[00:06:11.420 --> 00:06:14.420]  就犯了一件更加嚴重的罪
[00:06:14.420 --> 00:06:17.420]  就是謀殺了烏利亞
[00:06:17.420 --> 00:06:20.420]  上帝就懲罰他
[00:06:20.420 --> 00:06:25.420]  過了幾年,他的家庭發生了倫常慘變
[00:06:25.420 --> 00:06:30.420]  最後他的兒子阿撒隆叛變
[00:06:30.420 --> 00:06:34.420]  他的大兒子叛變,追殺大衛
[00:06:34.420 --> 00:06:38.420]  大衛要倉皇出走
[00:06:38.420 --> 00:06:42.420]  最後就平定了
[00:06:42.420 --> 00:06:44.420]  阿撒隆都死了
[00:06:44.420 --> 00:06:47.420]  他回到自己的皇宮
[00:06:47.420 --> 00:06:50.420]  那時候他大約六十多歲
[00:06:50.420 --> 00:06:55.420]  最後十年,他就反思自己的一生
[00:06:55.420 --> 00:07:00.420]  解經家說,詩篇二十三篇是他晚年作的
[00:07:00.420 --> 00:07:04.420]  又說是我的目者,我必不知缺乏
[00:07:04.420 --> 00:07:06.420]  大家有沒有留意到大衛晚年的時候
[00:07:06.420 --> 00:07:08.420]  他的心境都很清脆
[00:07:08.420 --> 00:07:12.420]  很年輕的,好像個孩子一樣
[00:07:12.420 --> 00:07:15.420]  又說是我的目者,我必不知缺乏
[00:07:15.420 --> 00:07:16.420]  我是他的羊仔
[00:07:16.420 --> 00:07:18.420]  他領我到青草地上
[00:07:18.420 --> 00:07:21.420]  帶領我到我安潔的水邊
[00:07:21.420 --> 00:07:23.420]  他在寫我的靈魂,蘇醒
[00:07:23.420 --> 00:07:25.420]  是很好的歌
[00:07:25.420 --> 00:07:28.420]  另一首歌他作的,就是我們今天要講的
[00:07:28.420 --> 00:07:30.420]  撒姆爾記下的二十二章
[00:07:30.420 --> 00:07:35.420]  大衛那個凱旋德勝的歌
[00:07:35.420 --> 00:07:37.420]  這首歌就很不同
[00:07:37.420 --> 00:07:39.420]  剛才我們開始的時候
[00:07:39.420 --> 00:07:42.420]  佩祥領我們崇拜
[00:07:42.420 --> 00:07:47.420]  他朗誦了詩篇十八篇
[00:07:47.420 --> 00:07:51.420]  其實撒姆爾記下的二十二章
[00:07:51.420 --> 00:07:53.420]  和詩篇十八篇有相似的地方
[00:07:53.420 --> 00:07:56.420]  有解經家說,詩篇十八篇
[00:07:56.420 --> 00:08:00.420]  就是大衛登基的時候作的
[00:08:00.420 --> 00:08:04.420]  而到了晚年的時候
[00:08:04.420 --> 00:08:07.420]  就按著這篇詩篇
[00:08:07.420 --> 00:08:09.420]  改了它
[00:08:09.420 --> 00:08:11.420]  重新再改過
[00:08:11.420 --> 00:08:14.420]  就成為了撒姆爾記下的二十二章
[00:08:14.420 --> 00:08:18.420]  就是綜括他一生上帝的帶領
[00:08:18.420 --> 00:08:21.420]  一個凱旋,一個德勝的歌
[00:08:21.420 --> 00:08:22.420]  今天我們要看一下
[00:08:22.420 --> 00:08:24.420]  怎樣從這個歌裡面
[00:08:24.420 --> 00:08:26.420]  能夠做到一個德勝的人生
[00:08:26.420 --> 00:08:29.420]  怎樣成為合神心水的一個人
[00:08:37.420 --> 00:08:41.420]  這首歌就像我剛才所說
[00:08:41.420 --> 00:08:43.420]  不單止綜合了大衛的一生
[00:08:43.420 --> 00:08:47.420]  而且被稱為歌中之歌
[00:08:47.420 --> 00:08:50.420]  所有大衛寫的詩歌
[00:08:50.420 --> 00:08:53.420]  其實最中心就是這一首
[00:08:53.420 --> 00:08:57.420]  好像《所羅門王》也有歌中之歌
[00:08:57.420 --> 00:08:58.420]  《雅歌》
[00:08:58.420 --> 00:09:00.420]  《所羅門王》寫了很多歌
[00:09:00.420 --> 00:09:01.420]  很多詩的
[00:09:01.420 --> 00:09:03.420]  但是我們最記得
[00:09:03.420 --> 00:09:05.420]  最精粹的就是《雅歌》
[00:09:05.420 --> 00:09:08.420]  這一首撒姆爾記下的二十二章
[00:09:08.420 --> 00:09:12.420]  可以說是大衛的歌中之歌
[00:09:12.420 --> 00:09:15.420]  大衛的一生給我們一個樣板
[00:09:15.420 --> 00:09:17.420]  一個榜樣
[00:09:17.420 --> 00:09:18.420]  就是信耶穌的人
[00:09:18.420 --> 00:09:23.420]  在充滿犯罪的現實環境裡面
[00:09:23.420 --> 00:09:25.420]  仍然可以過一個好的生活
[00:09:25.420 --> 00:09:28.420]  還有你犯了罪之後
[00:09:28.420 --> 00:09:29.420]  人一定會犯罪
[00:09:29.420 --> 00:09:31.420]  無論你信不信耶穌
[00:09:31.420 --> 00:09:32.420]  一定會犯罪
[00:09:32.420 --> 00:09:33.420]  但犯罪之後
[00:09:33.420 --> 00:09:34.420]  你不要灰心
[00:09:34.420 --> 00:09:36.420]  你來到上帝那裡
[00:09:36.420 --> 00:09:37.420]  祂接納你
[00:09:37.420 --> 00:09:39.420]  祂為你鋪排
[00:09:39.420 --> 00:09:41.420]  給你一個新的開始
[00:09:41.420 --> 00:09:43.420]  所以今天各位弟兄姐妹朋友
[00:09:43.420 --> 00:09:45.420]  無論你的心境怎麼樣
[00:09:45.420 --> 00:09:47.420]  無論你是不是信耶穌
[00:09:47.420 --> 00:09:48.420]  無論你信成怎樣
[00:09:48.420 --> 00:09:56.420]  無論你會思想過去的身世
[00:09:56.420 --> 00:09:58.420]  展望將來的前途
[00:09:58.420 --> 00:10:00.420]  或者覺得很悲傷
[00:10:00.420 --> 00:10:01.420]  很困難
[00:10:01.420 --> 00:10:02.420]  很渺茫
[00:10:02.420 --> 00:10:04.420]  但是在上帝的眼中
[00:10:04.420 --> 00:10:06.420]  你是祂看中的
[00:10:06.420 --> 00:10:10.420]  祂為你有美好的計劃安排
[00:10:10.420 --> 00:10:13.420]  所以我希望今天這首詩篇
[00:10:13.420 --> 00:10:14.420]  是感動了你
[00:10:14.420 --> 00:10:16.420]  方丈沛上跟我們讀
[00:10:16.420 --> 00:10:18.420]  從第一到第七節
[00:10:18.420 --> 00:10:20.420]  然後那首詩最後兩節
[00:10:20.420 --> 00:10:22.420]  你是不是覺得很大的安慰
[00:10:22.420 --> 00:10:24.420]  上帝是我的岩石
[00:10:24.420 --> 00:10:25.420]  是我的山寨
[00:10:25.420 --> 00:10:26.420]  是我的避難所
[00:10:26.420 --> 00:10:29.420]  我有難就去上帝那裡
[00:10:29.420 --> 00:10:30.420]  所以今天我希望
[00:10:30.420 --> 00:10:32.420]  神會懷疑到激勵你
[00:10:32.420 --> 00:10:34.420]  我們學習大衛的榜樣
[00:10:34.420 --> 00:10:35.420]  依靠神
[00:10:35.420 --> 00:10:38.420]  神就過一個豐盛德盛的人生
[00:10:38.420 --> 00:10:41.420]  我們首先看看這首詩的結構
[00:10:41.420 --> 00:10:43.420]  第一第二節
[00:10:43.420 --> 00:10:47.420]  就是講到大衛
[00:10:47.420 --> 00:10:50.420]  和上帝個人的關係
[00:10:50.420 --> 00:10:52.420]  你留意到第一節
[00:10:52.420 --> 00:10:54.420]  在耶和華拯救大衛
[00:10:54.420 --> 00:10:57.420]  脫離所有愁的和掃羅的愁的日子
[00:10:57.420 --> 00:11:01.420]  他向耶和華唱出這首歌的歌詞
[00:11:01.420 --> 00:11:03.420]  他說耶和華是我的岩石
[00:11:03.420 --> 00:11:04.420]  我的山寨
[00:11:04.420 --> 00:11:06.420]  方丈沛上跟我們看
[00:11:06.420 --> 00:11:08.420]  詩篇十八篇就沒有第一節
[00:11:08.420 --> 00:11:09.420]  開始的時候就是
[00:11:09.420 --> 00:11:11.420]  耶和華是我的岩石
[00:11:11.420 --> 00:11:14.420]  大衛因為那時候
[00:11:14.420 --> 00:11:16.420]  大衛剛剛登基
[00:11:16.420 --> 00:11:18.420]  周圍還有很多的仇敵
[00:11:18.420 --> 00:11:20.420]  他不能夠為耶和華
[00:11:20.420 --> 00:11:22.420]  救我脫離所有仇敵
[00:11:22.420 --> 00:11:27.420]  其實到他最後回到皇宮
[00:11:27.420 --> 00:11:28.420]  他就可以這樣講
[00:11:28.420 --> 00:11:29.420]  因為那時候
[00:11:29.420 --> 00:11:32.420]  他的大兒子亞沙隆的叛變已經停了
[00:11:32.420 --> 00:11:35.420]  亞沙隆都被殺
[00:11:35.420 --> 00:11:37.420]  他回到皇宮之後
[00:11:37.420 --> 00:11:39.420]  他回首過一生
[00:11:39.420 --> 00:11:41.420]  他就知道將來都不會再有仇敵
[00:11:41.420 --> 00:11:45.420]  因為他就快到了晚年
[00:11:45.420 --> 00:11:48.420]  接近七十歲到了晚年
[00:11:48.420 --> 00:11:52.420]  他就加多一句
[00:11:52.420 --> 00:11:54.420]  在所耶和華
[00:11:54.420 --> 00:11:56.420]  拯救大衛脫離所有的仇敵
[00:11:56.420 --> 00:11:58.420]  就是the end of his life
[00:11:58.420 --> 00:12:00.420]  人生最後階段
[00:12:00.420 --> 00:12:01.420]  包括素羅
[00:12:01.420 --> 00:12:04.420]  因為素羅給他的印象最深刻
[00:12:04.420 --> 00:12:06.420]  開始的時候是素羅殺他
[00:12:06.420 --> 00:12:08.420]  最後是他的兒子殺他
[00:12:08.420 --> 00:12:09.420]  想殺他
[00:12:09.420 --> 00:12:11.420]  中間還有很多其他仇敵
[00:12:11.420 --> 00:12:13.420]  所有的仇敵
[00:12:13.420 --> 00:12:17.420]  他就唱出一個生命的海歌
[00:12:17.420 --> 00:12:19.420]  那個海旋的歌
[00:12:19.420 --> 00:12:20.420]  我希望你
[00:12:20.420 --> 00:12:21.420]  你會說
[00:12:21.420 --> 00:12:22.420]  牧師我都差不多什麼年紀了
[00:12:22.420 --> 00:12:23.420]  我已經六十多歲了
[00:12:23.420 --> 00:12:24.420]  雖然沒有你這麼老
[00:12:24.420 --> 00:12:26.420]  但是我都
[00:12:26.420 --> 00:12:28.420]  應該那些仇敵都沒有了
[00:12:28.420 --> 00:12:33.420]  那你都不妨為自己做一首生命的海歌
[00:12:33.420 --> 00:12:37.420]  那你有沒有留意到
[00:12:37.420 --> 00:12:42.420]  在這兩節裡面
[00:12:42.420 --> 00:12:45.420]  第二第三節裡面
[00:12:45.420 --> 00:12:47.420]  他有十二個"我"字
[00:12:47.420 --> 00:12:50.420]  他描寫他和上帝的關係
[00:12:50.420 --> 00:12:52.420]  他和上帝的關係
[00:12:52.420 --> 00:12:54.420]  是一個很個人性的關係
[00:12:54.420 --> 00:12:57.420]  不是像別人拜黃大仙
[00:12:57.420 --> 00:12:59.420]  黃大仙就很遠
[00:12:59.420 --> 00:13:01.420]  我就無事不登三寶殿
[00:13:01.420 --> 00:13:03.420]  我是年初三才去拜他
[00:13:03.420 --> 00:13:06.420]  年初三我都不太確定
[00:13:06.420 --> 00:13:08.420]  不是的
[00:13:08.420 --> 00:13:11.420]  大衛和上帝的關係很密切
[00:13:11.420 --> 00:13:12.420]  個人的
[00:13:12.420 --> 00:13:14.420]  耶和華
[00:13:14.420 --> 00:13:15.420]  是我的岩石
[00:13:15.420 --> 00:13:16.420]  是我的山寨
[00:13:16.420 --> 00:13:17.420]  我的救主
[00:13:17.420 --> 00:13:18.420]  我的神
[00:13:18.420 --> 00:13:19.420]  我的盤石
[00:13:19.420 --> 00:13:20.420]  我的投靠
[00:13:20.420 --> 00:13:21.420]  我的盾牌
[00:13:21.420 --> 00:13:22.420]  我救恩的國
[00:13:22.420 --> 00:13:23.420]  我的高堂
[00:13:23.420 --> 00:13:24.420]  我的避難所
[00:13:24.420 --> 00:13:25.420]  我的救主
[00:13:25.420 --> 00:13:27.420]  你是救我脫離強暴
[00:13:27.420 --> 00:13:29.420]  各位朋友弟兄姊妹
[00:13:29.420 --> 00:13:31.420]  如果你今天有仇敵
[00:13:31.420 --> 00:13:34.420]  今天有面對很大的困難
[00:13:34.420 --> 00:13:35.420]  你去上帝那裡
[00:13:35.420 --> 00:13:36.420]  因為他說
[00:13:36.420 --> 00:13:38.420]  上帝就是保護我
[00:13:38.420 --> 00:13:40.420]  上帝保護每一個人
[00:13:40.420 --> 00:13:41.420]  無論你信不信他
[00:13:41.420 --> 00:13:43.420]  無論你認識他多少
[00:13:43.420 --> 00:13:44.420]  去到那裡
[00:13:44.420 --> 00:13:46.420]  他就拯救你
[00:13:46.420 --> 00:13:49.420]  然後在第四到第七節
[00:13:49.420 --> 00:13:53.420]  他就繼續說
[00:13:53.420 --> 00:13:55.420]  這是個人關係
[00:13:55.420 --> 00:13:58.420]  我向那當受讚美的耶和華呼求
[00:13:58.420 --> 00:13:59.420]  就得到拯救
[00:13:59.420 --> 00:14:00.420]  脫離我的仇敵
[00:14:00.420 --> 00:14:02.420]  死亡的波浪環繞我
[00:14:02.420 --> 00:14:04.420]  毀滅的急流淹沒我
[00:14:04.420 --> 00:14:06.420]  陰間的繩索圍繞我
[00:14:06.420 --> 00:14:08.420]  死亡的往來應面而來
[00:14:08.420 --> 00:14:10.420]  急難臨到我的時候
[00:14:10.420 --> 00:14:12.420]  我求告耶和華我的神
[00:14:12.420 --> 00:14:14.420]  他在殿中聽到我的聲音
[00:14:14.420 --> 00:14:17.420]  我呼求進入他的殿中
[00:14:17.420 --> 00:14:20.420]  耶穌基督就是上帝
[00:14:20.420 --> 00:14:22.420]  成為一個人來尋找你
[00:14:22.420 --> 00:14:23.420]  耶穌基督說
[00:14:23.420 --> 00:14:25.420]  你祈禱我就應允
[00:14:25.420 --> 00:14:26.420]  耶穌基督說
[00:14:26.420 --> 00:14:29.420]  我來是要拯救失散的人
[00:14:29.420 --> 00:14:32.420]  大衛很珍惜他和上帝的關係
[00:14:32.420 --> 00:14:35.420]  上帝是他個人的神
[00:14:35.420 --> 00:14:36.420]  Personal God
[00:14:36.420 --> 00:14:37.420]  所以弟兄姊妹
[00:14:37.420 --> 00:14:39.420]  上帝是不是你的Personal God
[00:14:39.420 --> 00:14:40.420]  你有難的時候
[00:14:40.420 --> 00:14:41.420]  你開心的時候
[00:14:41.420 --> 00:14:42.420]  會不會和上帝說話
[00:14:42.420 --> 00:14:43.420]  你有難的時候
[00:14:43.420 --> 00:14:44.420]  會不會向祈求呢
[00:14:44.420 --> 00:14:47.420]  我希望你都像大衛一樣
[00:14:47.420 --> 00:14:52.420]  和上帝建立一個人的關係
[00:14:52.420 --> 00:14:54.420]  然後在第8到第20節
[00:14:54.420 --> 00:14:56.420]  他就說到上帝的本性
[00:14:56.420 --> 00:14:57.420]  和祂的作為
[00:14:57.420 --> 00:14:59.420]  第8到12節
[00:14:59.420 --> 00:15:02.420]  說到上帝掌管天地
[00:15:02.420 --> 00:15:03.420]  12到16節
[00:15:03.420 --> 00:15:06.420]  說到上帝的大論和作為
[00:15:06.420 --> 00:15:07.420]  17到20節
[00:15:07.420 --> 00:15:09.420]  就說到上帝的拯救
[00:15:09.420 --> 00:15:12.420]  而第17節就特別奇妙
[00:15:12.420 --> 00:15:13.420]  他說
[00:15:13.420 --> 00:15:16.420]  上帝在高處伸手抓住我
[00:15:16.420 --> 00:15:17.420]  祂答救我
[00:15:17.420 --> 00:15:20.420]  因為祂喜悅我
[00:15:20.420 --> 00:15:22.420]  上帝喜悅大衛
[00:15:22.420 --> 00:15:24.420]  上帝都喜悅你
[00:15:24.420 --> 00:15:28.420]  上帝答救你
[00:15:28.420 --> 00:15:32.420]  那究竟我們有什麼好
[00:15:32.420 --> 00:15:35.420]  以致上帝喜悅我們呢
[00:15:35.420 --> 00:15:36.420]  我的答案就是
[00:15:36.420 --> 00:15:38.420]  我們其實沒什麼好
[00:15:38.420 --> 00:15:40.420]  上帝仍然喜悅我們
[00:15:40.420 --> 00:15:42.420]  上帝的愛是沒有條件的
[00:15:42.420 --> 00:15:44.420]  unconditional
[00:15:44.420 --> 00:15:47.420]  我小時候讀的中文
[00:15:47.420 --> 00:15:48.420]  就沒有你們這麼精乖
[00:15:48.420 --> 00:15:50.420]  我讀那些100年前的中文
[00:15:50.420 --> 00:15:52.420]  100年前的中文是怎樣呢
[00:15:52.420 --> 00:15:55.420]  就是民國初年
[00:15:55.420 --> 00:15:56.420]  五四運動
[00:15:56.420 --> 00:15:58.420]  巴金魯社
[00:15:58.420 --> 00:16:00.420]  徐志摩那些
[00:16:00.420 --> 00:16:02.420]  其中一個作者叫做《冰心》
[00:16:02.420 --> 00:16:05.420]  《冰心》就很有名的武漢
[00:16:05.420 --> 00:16:08.420]  有誰聽過《冰心》這個名字嗎
[00:16:08.420 --> 00:16:10.420]  年輕的有沒有聽過
[00:16:10.420 --> 00:16:12.420]  丹尼也有聽過
[00:16:12.420 --> 00:16:14.420]  很年輕的
[00:16:14.420 --> 00:16:16.420]  《冰心》沒有愛
[00:16:16.420 --> 00:16:18.420]  我看《冰心》那些文章
[00:16:18.420 --> 00:16:21.420]  我小時候就覺得不是很自在
[00:16:21.420 --> 00:16:23.420]  因為它太過女孩子
[00:16:23.420 --> 00:16:24.420]  之前
[00:16:24.420 --> 00:16:27.420]  你是荷爾烈我是紅蓮
[00:16:27.420 --> 00:16:28.420]  秋風的異點打來
[00:16:28.420 --> 00:16:30.420]  我這個boy聽完之後
[00:16:30.420 --> 00:16:31.420]  好像覺得很窒
[00:16:31.420 --> 00:16:32.420]  這句都是
[00:16:32.420 --> 00:16:34.420]  媽媽你到底為什麼愛我
[00:16:34.420 --> 00:16:35.420]  不為什麼
[00:16:35.420 --> 00:16:37.420]  只因為你是我的女兒
[00:16:37.420 --> 00:16:38.420]  但是我長大了
[00:16:38.420 --> 00:16:39.420]  腦筋長大了
[00:16:39.420 --> 00:16:41.420]  看上去就覺得挺好的
[00:16:41.420 --> 00:16:44.420]  媽媽你為什麼愛我
[00:16:44.420 --> 00:16:45.420]  不為什麼
[00:16:45.420 --> 00:16:47.420]  因為你是我的女兒
[00:16:47.420 --> 00:16:49.420]  其實這個愛都不是沒有條件
[00:16:49.420 --> 00:16:50.420]  都有條件
[00:16:50.420 --> 00:16:51.420]  你是我的女兒
[00:16:51.420 --> 00:16:52.420]  我才愛你
[00:16:52.420 --> 00:16:54.420]  羅世堅不是我的兒子
[00:16:54.420 --> 00:16:55.420]  我就沒有愛他
[00:16:55.420 --> 00:16:56.420]  是不是
[00:16:56.420 --> 00:16:59.420]  但是上帝的愛
[00:16:59.420 --> 00:17:01.420]  是真的沒有條件
[00:17:01.420 --> 00:17:03.420]  比沒有愛更加好
[00:17:03.420 --> 00:17:05.420]  上帝對我們的愛
[00:17:05.420 --> 00:17:07.420]  我們中得罪他
[00:17:07.420 --> 00:17:09.420]  我們中罪人的時候
[00:17:09.420 --> 00:17:12.420]  他就為我們死
[00:17:12.420 --> 00:17:14.420]  在羅馬書五章八節說
[00:17:14.420 --> 00:17:17.420]  唯有基督在我們中做罪人的時候
[00:17:17.420 --> 00:17:18.420]  他為我們死
[00:17:18.420 --> 00:17:21.420]  神的愛就是在這裡向我們顯明
[00:17:21.420 --> 00:17:26.420]  我們剛才因為《撒姆爾記》
[00:17:26.420 --> 00:17:28.420]  第二十二章太長
[00:17:28.420 --> 00:17:30.420]  我們就沒有讀中間那段
[00:17:30.420 --> 00:17:33.420]  第廿一節到四十二節
[00:17:33.420 --> 00:17:37.420]  就講到大衛這位詩人的信心
[00:17:37.420 --> 00:17:40.420]  因為認識神就漸漸增加
[00:17:40.420 --> 00:17:41.420]  在廿一到廿五節
[00:17:41.420 --> 00:17:44.420]  他講到神公義的報答人
[00:17:44.420 --> 00:17:45.420]  第廿六廿七節
[00:17:45.420 --> 00:17:46.420]  講到神的慈愛
[00:17:46.420 --> 00:17:48.420]  完全聖潔和機巧
[00:17:48.420 --> 00:17:49.420]  廿八節
[00:17:49.420 --> 00:17:52.420]  講到耶和華拯救謙卑的人
[00:17:52.420 --> 00:17:53.420]  廿九到四十五節
[00:17:53.420 --> 00:17:55.420]  講到神加我們力量
[00:17:55.420 --> 00:17:57.420]  四十七到五十一節
[00:17:57.420 --> 00:17:59.420]  講到詩人對神的讚美
[00:17:59.420 --> 00:18:01.420]  所以這篇道
[00:18:01.420 --> 00:18:03.420]  其實你不是聽完就算的
[00:18:03.420 --> 00:18:05.420]  因為我們只讀了九節聖經
[00:18:05.420 --> 00:18:08.420]  一到七和最後那兩節
[00:18:08.420 --> 00:18:10.420]  待會你回去看完
[00:18:10.420 --> 00:18:12.420]  為什麽大衛臨終
[00:18:12.420 --> 00:18:14.420]  經歷了這麽多的起起伏伏
[00:18:14.420 --> 00:18:19.420]  竟然寫出這樣一個海旋的一首詩呢
[00:18:19.420 --> 00:18:23.420]  大衛的人生可不可以應用在我身上呢
[00:18:23.420 --> 00:18:27.420]  我可不可以從同神建立一個個人的關係
