
[00:00:00.000 --> 00:00:04.080]  不知道大家有沒有聽過煮青蛙的方法
[00:03:19.000 --> 00:03:23.000]  我們沒有看前兩次的祝福
[00:03:23.000 --> 00:03:26.000]  今天我們要看第二十四章
[00:03:26.000 --> 00:03:29.000]  在巴蘭還有兩個預言
[00:03:29.000 --> 00:03:32.000]  也要看上帝怎樣祝福以色列人
[00:03:32.000 --> 00:03:35.000]  我們打開聖經舊約一百八十七頁
[00:03:35.000 --> 00:03:41.000]  巴蘭的第三次預言之前
[00:03:41.000 --> 00:03:46.000]  都是要巴蘭先去起七座的壇
[00:03:46.000 --> 00:03:51.000]  然後在每一座壇上都要獻一隻牛和一隻羊
[00:03:51.000 --> 00:03:57.000]  獻祭之後她就去找上帝等候上帝的指示
[00:03:57.000 --> 00:04:03.000]  但是由於前兩次上主都是要她祝福以色列人
[00:04:03.000 --> 00:04:07.000]  所以她終於明白上帝的旨意
[00:04:07.000 --> 00:04:11.000]  所以今天經文二十四章第一節
[00:04:11.000 --> 00:04:17.000]  她這次沒有像以前那樣去求預兆
[00:04:17.000 --> 00:04:20.000]  而是她馬上就進入狀態
[00:04:20.000 --> 00:04:22.000]  開始講出預言
[00:04:22.000 --> 00:04:26.000]  我們要留意二十四章第二節
[00:04:26.000 --> 00:04:31.000]  上帝的靈支配著她
[00:04:31.000 --> 00:04:36.000]  她所講的預言不是出於她自己的意思
[00:04:36.000 --> 00:04:42.000]  而是聖靈控制著她的思想來講出預言
[00:04:42.000 --> 00:04:45.000]  二十三章第三節第四節
[00:04:45.000 --> 00:04:48.000]  說她講預言之前的說話
[00:04:48.000 --> 00:04:51.000]  好像一個開場白那樣
[00:04:51.000 --> 00:04:53.000]  因為在十五十六節
[00:04:53.000 --> 00:04:56.000]  在她第四次的預言之前
[00:04:56.000 --> 00:04:59.000]  她都是講了幾乎相同的說話
[00:04:59.000 --> 00:05:01.000]  不過從這個開場白裡面
[00:05:01.000 --> 00:05:03.000]  我們可以想像到
[00:05:03.000 --> 00:05:08.000]  她好像進入了一個被聖靈充滿的狀態
[00:05:08.000 --> 00:05:11.000]  第五至九節是預言
[00:05:11.000 --> 00:05:14.000]  以色列人必然會得到聖靈
[00:05:14.000 --> 00:05:21.000]  得到上主所答允的福地
[00:05:21.000 --> 00:05:24.000]  但是在第九節最後兩句
[00:05:24.000 --> 00:05:27.000]  除了祝福以色列人之外
[00:05:27.000 --> 00:05:30.000]  她還咒咒了巴勒
[00:05:30.000 --> 00:05:36.000]  因為她說咒咒以色列的一定遭殃
[00:05:36.000 --> 00:05:42.000]  而巴勒就是巴勒重金禮聘來咒咒以色列
[00:05:42.000 --> 00:05:46.000]  所以巴勒不單止沒有咒咒以色列
[00:05:46.000 --> 00:05:51.000]  相反她還咒咒巴勒
[00:05:51.000 --> 00:05:56.000]  可能是由於巴勒聽得明白這句說話
[00:05:56.000 --> 00:06:02.000]  所以巴勒就氣憤憤地握著拳頭
[00:06:02.000 --> 00:06:03.000]  真的很生氣
[00:06:03.000 --> 00:06:05.000]  叫他們咒咒敵人
[00:06:05.000 --> 00:06:08.000]  反而咒咒我
[00:06:08.000 --> 00:06:10.000]  她對巴勒說
[00:06:10.000 --> 00:06:12.000]  我召你來佐咒安仇地
[00:06:12.000 --> 00:06:14.000]  你給我三次祝福他們
[00:06:14.000 --> 00:06:16.000]  你回不回?
[00:06:16.000 --> 00:06:19.000]  即是趕他走
[00:06:19.000 --> 00:06:22.000]  再沒有像前兩次那樣
[00:06:22.000 --> 00:06:29.000]  去另外一個地方再咒咒以色列
[00:06:29.000 --> 00:06:33.000]  但是在巴勒離開之前
[00:06:33.000 --> 00:06:34.000]  回家之前
[00:06:34.000 --> 00:06:38.000]  她就免費贈送多巴勒一個預言
[00:06:38.000 --> 00:06:40.000]  這不是巴勒要求的
[00:06:40.000 --> 00:06:41.000]  但是她走了
[00:06:41.000 --> 00:06:44.000]  她再給多一個預言
[00:06:44.000 --> 00:06:47.000]  巴勒第四篇的臨別預言
[00:06:47.000 --> 00:06:51.000]  講到幾百年後會發生的事
[00:06:51.000 --> 00:06:55.000]  甚至是要到耶穌基督時代才發生的
[00:06:55.000 --> 00:07:02.000]  我們會詳細一點來看這個預言
[00:07:02.000 --> 00:07:04.000]  第一段的預言是關於以色列的
[00:07:04.000 --> 00:07:06.000]  在十七節一開始就說
[00:07:06.000 --> 00:07:09.000]  我遙望將來
[00:07:09.000 --> 00:07:10.000]  讓我們知道
[00:07:10.000 --> 00:07:13.000]  我們不是在說很短暫的將來
[00:07:13.000 --> 00:07:16.000]  而那個將來是要遙望將來的
[00:07:16.000 --> 00:07:18.000]  應該是幾百年
[00:07:18.000 --> 00:07:20.000]  甚至是幾千年後的將來
[00:07:20.000 --> 00:07:23.000]  她看到甚麼呢
[00:07:23.000 --> 00:07:27.000]  她看到有一個明星要從雅各出來
[00:07:27.000 --> 00:07:30.000]  有一個君王從以色列興起
[00:07:30.000 --> 00:07:33.000]  這兩句說話其實表達同樣的意思
[00:07:33.000 --> 00:07:37.000]  這是猶太人的詩歌慣用的
[00:07:37.000 --> 00:07:40.000]  一種所謂平衡對柳
[00:07:40.000 --> 00:07:44.000]  第一句說話和第二句說話意義是相同的
[00:07:44.000 --> 00:07:46.000]  所以我們就不用去猜
[00:07:46.000 --> 00:07:49.000]  第一句說明明星是甚麼意思
[00:07:49.000 --> 00:07:54.000]  因為第二句說話就講明是君王
[00:07:54.000 --> 00:07:57.000]  而不是我們現代人所理解的那些歌星
[00:07:57.000 --> 00:07:59.000]  或者電影明星那些的明星
[00:07:59.000 --> 00:08:03.000]  不是那一類的人
[00:08:03.000 --> 00:08:06.000]  這位未來的君王要做甚麼呢
[00:08:06.000 --> 00:08:09.000]  她說要擊碎摩訶的首領
[00:08:09.000 --> 00:08:11.000]  也不是指摩訶王巴林
[00:08:11.000 --> 00:08:15.000]  因為這個是要將來才發生的
[00:08:15.000 --> 00:08:18.000]  這位君王很可能是指大衛
[00:08:18.000 --> 00:08:21.000]  在大衛做王的時候
[00:08:21.000 --> 00:08:27.000]  他曾經打敗了很多在以色列周邊的國家
[00:08:27.000 --> 00:08:30.000]  但是沒有完全的消滅
[00:08:30.000 --> 00:08:33.000]  不過很多解經家認為
[00:08:33.000 --> 00:08:37.000]  那個更完全的應驗就在主耶穌的身上
[00:08:37.000 --> 00:08:41.000]  只有祂才能贏得最後的勝利
[00:08:41.000 --> 00:08:47.000]  第二段就是關於亞馬利人的預言
[00:08:47.000 --> 00:08:49.000]  在二十節說
[00:08:49.000 --> 00:08:52.000]  亞馬利是本是最強大的國家
[00:08:52.000 --> 00:08:55.000]  但最後一定淪亡
[00:08:55.000 --> 00:08:57.000]  在舊約聖經記載
[00:08:57.000 --> 00:09:02.000]  當約書亞帶領以色列人攻入迦南地的時候
[00:09:02.000 --> 00:09:05.000]  其實他曾經打贏過亞馬利人
[00:09:05.000 --> 00:09:07.000]  鎮壓了亞馬利人
[00:09:07.000 --> 00:09:11.000]  但是沒有消滅這個國家民族
[00:09:11.000 --> 00:09:14.000]  不過過了二百年之後
[00:09:14.000 --> 00:09:18.000]  上帝就命令第一位以色列人的王
[00:09:18.000 --> 00:09:23.000]  蘇羅就要殺滅亞馬利人
[00:09:23.000 --> 00:09:27.000]  但是蘇羅沒有完全遵從上帝的旨意
[00:09:27.000 --> 00:09:29.000]  沒有完全殺滅他們
[00:09:29.000 --> 00:09:32.000]  一直要到大衛的時代
[00:09:32.000 --> 00:09:36.000]  才完全殺滅了亞馬利人
[00:09:36.000 --> 00:09:39.000]  第三段的預言
[00:09:39.000 --> 00:09:42.000]  就在二十一節到二十二節
[00:09:42.000 --> 00:09:45.000]  提到基尼人
[00:09:45.000 --> 00:09:50.000]  基尼人其實就是摩西沃府的後代
[00:09:50.000 --> 00:09:53.000]  是以色列人的盟友
[00:09:53.000 --> 00:09:58.000]  但是他們最後也會被亞述人擄去
[00:09:58.000 --> 00:10:00.000]  換句話說
[00:10:00.000 --> 00:10:04.000]  這個預言要等到亞述帝國強大起來
[00:10:04.000 --> 00:10:06.000]  才發生
[00:10:06.000 --> 00:10:10.000]  差不多是六百年之後的事
[00:10:10.000 --> 00:10:13.000]  第四段的預言
[00:10:13.000 --> 00:10:16.000]  就在二十三節到二十四節
[00:10:16.000 --> 00:10:21.000]  預言的內容指向更加後期的事
[00:10:21.000 --> 00:10:24.000]  不過現中的翻譯有點奇怪
[00:10:24.000 --> 00:10:28.000]  我參考過希伯來文聖經和很多英文的翻譯
[00:10:28.000 --> 00:10:34.000]  我認為和合本的翻譯是簡潔和適當一點的
[00:10:34.000 --> 00:10:35.000]  恰當的
[00:10:35.000 --> 00:10:37.000]  那一節的經文應該說
[00:10:37.000 --> 00:10:43.000]  巴蘭有說預言:愛哉,憤恨者是,誰能得活?
[00:10:43.000 --> 00:10:48.000]  二十四節就提到在基提有船來
[00:10:48.000 --> 00:10:50.000]  基提在哪裡呢?
[00:10:50.000 --> 00:10:56.000]  其實是指地中海、希臘和意大利一帶的地方
[00:10:56.000 --> 00:10:59.000]  他們來做什麼呢?
[00:10:59.000 --> 00:11:02.000]  其實是要消滅亞述帝國
[00:11:02.000 --> 00:11:07.000]  由歷史上去看我們知道亞述帝國之後
[00:11:07.000 --> 00:11:09.000]  是巴比倫帝國
[00:11:09.000 --> 00:11:12.000]  而巴比倫帝國之後是希臘帝國
[00:11:12.000 --> 00:11:20.000]  所以這個預言是要等到八百年之後才會實現的事
[00:11:20.000 --> 00:11:24.000]  了解過巴蘭所說的預言之後
[00:11:24.000 --> 00:11:26.000]  我們要想一下
[00:11:26.000 --> 00:11:28.000]  這些是記載
[00:11:28.000 --> 00:11:31.000]  對我們有什麼教訓呢?
[00:11:31.000 --> 00:11:34.000]  我想跟大家分享三點
[00:11:34.000 --> 00:11:37.000]  第一是上帝的主權
[00:11:37.000 --> 00:11:40.000]  第二是上帝是歷史的主宰
[00:11:40.000 --> 00:11:46.000]  第三就是上帝必定保護他的兒女
[00:11:46.000 --> 00:11:50.000]  第一點有關上帝的主權
[00:11:50.000 --> 00:11:52.000]  其實在這幾章的經文裡面
[00:11:52.000 --> 00:11:55.000]  由二十二章到二十四章的經文裡面
[00:11:55.000 --> 00:12:00.000]  我們可以看到上主在人生命中的主權
[00:12:00.000 --> 00:12:04.000]  巴蘭雖然是上主的僕人
[00:12:04.000 --> 00:12:08.000]  但是他不是一個完全的人
[00:12:08.000 --> 00:12:12.000]  在彼得後書二章十五節告訴我們
[00:12:12.000 --> 00:12:16.000]  巴蘭貪愛不義的錢財
[00:12:16.000 --> 00:12:19.000]  當他很想追求錢財的時候
[00:12:19.000 --> 00:12:23.000]  他就故意不去明白上帝的旨意
[00:12:23.000 --> 00:12:27.000]  因此上帝就用一隻驢去紮給他
[00:12:27.000 --> 00:12:31.000]  但是上帝也同時使用他
[00:12:31.000 --> 00:12:35.000]  講出上帝對未來的計劃
[00:12:35.000 --> 00:12:38.000]  在巴蘭的四篇預言裡面
[00:12:38.000 --> 00:12:44.000]  我們看到他不能夠按照巴勒的意思去助紂以色列人
[00:12:44.000 --> 00:12:51.000]  反而他是要按著聖靈的感動去祝福以色列人
[00:12:51.000 --> 00:12:57.000]  上帝在巴蘭的生命中彰顯出他的主權
[00:12:57.000 --> 00:13:04.000]  也要在我們的生命中彰顯出他的主權
[00:13:04.000 --> 00:13:09.000]  有很多人對自己的生命很不滿意
[00:13:09.000 --> 00:13:13.000]  每次埋怨為什麼自己這麼窮
[00:13:13.000 --> 00:13:15.000]  為什麼我只能夠開一部老爺車
[00:13:15.000 --> 00:13:19.000]  而我的朋友每個人都可以幾年換一部新車
[00:13:19.000 --> 00:13:22.000]  為什麼其他人的子女這麼孝順
[00:13:22.000 --> 00:13:25.000]  而我時常問候關心父母
[00:13:25.000 --> 00:13:29.000]  而我的兒女都是這麼激心
[00:13:29.000 --> 00:13:31.000]  為什麼其他人這麼成功
[00:13:31.000 --> 00:13:34.000]  自己又是一事無成
[00:13:34.000 --> 00:13:37.000]  為什麼其他人可以請傭人做家務
[00:13:37.000 --> 00:13:40.000]  而我在家就是做傭人呢
[00:13:40.000 --> 00:13:46.000]  弟兄姊妹如果我們有這樣的埋怨的心態
[00:13:46.000 --> 00:13:51.000]  其實我們就是間接埋怨上帝
[00:13:51.000 --> 00:13:55.000]  我們都聽過有些坦白一點的基督徒
[00:13:55.000 --> 00:14:00.000]  更加是直接埋怨上帝是不公平的
[00:14:00.000 --> 00:14:05.000]  不過正如華里克牧師Rick Warren
[00:14:05.000 --> 00:14:08.000]  在《彪竿人生》那本書裡面說
[00:14:08.000 --> 00:14:13.000]  Life is not about you
[00:14:13.000 --> 00:14:15.000]  Life is not about you
[00:14:15.000 --> 00:14:18.000]  生命的意義不是在乎你
[00:14:18.000 --> 00:14:24.000]  或者可以譯作生命不是由你控制的
[00:14:24.000 --> 00:14:32.000]  我們每個人的生命主權都是在上帝的手裡面
[00:14:32.000 --> 00:14:38.000]  在詩篇73篇的作者他都有很多埋怨
[00:14:38.000 --> 00:14:43.000]  他和那些成功但是他不相信上帝的人士比較
[00:14:43.000 --> 00:14:46.000]  他覺得自己很慘
[00:14:46.000 --> 00:14:50.000]  有我讀其中兩句三句給大家聽聽
[00:14:50.000 --> 00:14:52.000]  他埋怨了什麼
[00:14:52.000 --> 00:14:54.000]  扯屋的人就算這樣
[00:14:54.000 --> 00:14:58.000]  他們已經富足仍然貪而無厭
[00:14:58.000 --> 00:15:02.000]  那麼我謹慎自守不敢犯罪
[00:15:02.000 --> 00:15:04.000]  是徒然的嗎
[00:15:04.000 --> 00:15:07.000]  上帝啊你使我整天受苦
[00:15:07.000 --> 00:15:10.000]  每天清晨你都懲罰我
[00:15:10.000 --> 00:15:14.000]  他都很坦白直接埋怨上帝
[00:15:14.000 --> 00:15:17.000]  不過我們感謝主
[00:15:17.000 --> 00:15:21.000]  當一位詩人進入聖殿之後
[00:15:21.000 --> 00:15:24.000]  他就恍然大悟
[00:15:24.000 --> 00:15:28.000]  他明白到只有認識上帝的人
[00:15:28.000 --> 00:15:32.000]  才會有真實永恆的生命
[00:15:32.000 --> 00:15:35.000]  有我讀25節和26節
[00:15:35.000 --> 00:15:38.000]  希望我們大家一同都得到鼓勵
[00:15:38.000 --> 00:15:41.000]  詩人說除你以外
[00:15:41.000 --> 00:15:45.000]  在天上我還有誰呢
[00:15:45.000 --> 00:15:47.000]  既有了你
[00:15:47.000 --> 00:15:52.000]  在地上我還要誰呢
[00:15:52.000 --> 00:15:55.000]  我的心心會鬆敗
[00:15:55.000 --> 00:16:00.000]  但上帝是我的力量
[00:16:00.000 --> 00:16:05.000]  永遠是我需要的一切
[00:16:05.000 --> 00:16:10.000]  認識上帝是我們生命中的主權
[00:16:10.000 --> 00:16:13.000]  有願意接受這個事實的話
[00:16:13.000 --> 00:16:16.000]  就會幫助我們不埋怨
[00:16:16.000 --> 00:16:20.000]  反而會進行新約聖經的教導
[00:16:20.000 --> 00:16:23.000]  事常凡事借因
[00:16:23.000 --> 00:16:27.000]  事實上當我們放眼看看這個世界的時候
[00:16:27.000 --> 00:16:31.000]  我們不要只是看那些條件給我們好的人
[00:16:31.000 --> 00:16:33.000]  經濟給我們富裕的人
[00:16:33.000 --> 00:16:38.000]  而要留意一下有很多可憐貧困的人
[00:16:38.000 --> 00:16:41.000]  使我們可以感恩
[00:16:41.000 --> 00:16:45.000]  比如說我們如果生在敘利亞
[00:16:45.000 --> 00:16:47.000]  阿富汗伊拉克這些地區
[00:16:47.000 --> 00:16:51.000]  我們就會時時受到戰亂的困擾
[00:16:51.000 --> 00:16:54.000]  真的是今天不知道明天的事
[00:16:54.000 --> 00:16:58.000]  不死的話不可能成為難民
[00:16:58.000 --> 00:17:01.000]  如果是女性生在阿富汗
[00:17:01.000 --> 00:17:04.000]  就沒有接受教育的機會
[00:17:04.000 --> 00:17:07.000]  生活就更加苦
[00:17:07.000 --> 00:17:11.000]  出生在非洲也有很多不平等的事
[00:17:11.000 --> 00:17:14.000]  如果出生在中國農村的話
[00:17:14.000 --> 00:17:17.000]  日子都不是很好過
[00:17:17.000 --> 00:17:22.000]  太多雨水或者旱災都會造成生活困難
[00:17:22.000 --> 00:17:24.000]  出生的年代都很重要
[00:17:24.000 --> 00:17:29.000]  如果出生在50或60年代的中國
[00:17:29.000 --> 00:17:32.000]  你就要經歷文化大革命
[00:17:32.000 --> 00:17:36.000]  可能要受上山下鄉的磨練
[00:17:36.000 --> 00:17:45.000]  當我從歷史中看到這些人的時候
[00:17:45.000 --> 00:17:47.000]  對我個人來說
[00:17:47.000 --> 00:17:50.000]  我非常感恩
[00:17:50.000 --> 00:17:53.000]  因為我出生在一個自由的社會
[00:17:53.000 --> 00:17:55.000]  雖然我沒有機會讀大學
[00:17:55.000 --> 00:17:59.000]  不過有機會可以讀一下夜校,可以自修
[00:17:59.000 --> 00:18:03.000]  以至可以參加英國會計師公會的專業考試
[00:18:03.000 --> 00:18:05.000]  成為會計師
[00:18:05.000 --> 00:18:10.000]  這個專業就造就了我以後可以移民來澳洲的機會
[00:18:10.000 --> 00:18:13.000]  雖然我都好像巴蘭先知那樣
[00:18:13.000 --> 00:18:15.000]  不是很配
[00:18:15.000 --> 00:18:17.000]  但是也都被上帝揀選
[00:18:17.000 --> 00:18:20.000]  成為他話語的出口
[00:18:20.000 --> 00:18:25.000]  這些都是上帝在我生命中的主權
[00:18:25.000 --> 00:18:29.000]  而不是由於我有什麼個人之處
[00:18:29.000 --> 00:18:32.000]  因此我鼓勵大家
[00:18:32.000 --> 00:18:35.000]  要時時帶著一個感恩的心
[00:18:35.000 --> 00:18:38.000]  去過每日的生活
[00:18:38.000 --> 00:18:42.000]  另一方面我們可以從巴蘭的預言當中
[00:18:42.000 --> 00:18:46.000]  看到上帝是歷史的主宰
[00:18:46.000 --> 00:18:50.000]  人類的歷史的進程
[00:18:50.000 --> 00:18:53.000]  是掌握在上帝的手裡
[00:18:53.000 --> 00:18:57.000]  上帝是生活在我們的時間之外
[00:18:57.000 --> 00:19:00.000]  所以他可以知道未來的事
[00:19:00.000 --> 00:19:06.000]  有時我們生活在人類歷史的洪流當中
[00:19:06.000 --> 00:19:12.000]  都難免好像池魚一樣被淹沒
[00:19:12.000 --> 00:19:15.000]  會遭遇到一些無妄之災
[00:19:15.000 --> 00:19:17.000]  但是我們要記得
[00:19:17.000 --> 00:19:20.000]  人生是短暫的
[00:19:20.000 --> 00:19:23.000]  就算我們在世上
[00:19:23.000 --> 00:19:25.000]  有短時間要為主受苦
[00:19:25.000 --> 00:19:30.000]  我們卻要仍然站穩在我們的信仰立場
[00:19:30.000 --> 00:19:32.000]  在《但義》裡書記載到
[00:19:32.000 --> 00:19:34.000]  但義裡有三位的朋友
[00:19:34.000 --> 00:19:37.000]  雖然他們對上帝忠心
[00:19:37.000 --> 00:19:39.000]  但是由於上帝懲罰猶大
[00:19:39.000 --> 00:19:41.000]  他們都被牽連
[00:19:41.000 --> 00:19:43.000]  被擄到巴比倫
[00:19:43.000 --> 00:19:49.000]  不過他們決意不肯拜巴比倫王的偶像
[00:19:49.000 --> 00:19:51.000]  他們對巴比倫王說
[00:19:51.000 --> 00:19:55.000]  陛下我們不願意為自己辯護
[00:19:55.000 --> 00:20:02.000]  如果我們所敬拜的上帝能救我們脫離烈火紅紅的妖和你的手
[00:20:02.000 --> 00:20:04.000]  祂一定會救我們
[00:20:04.000 --> 00:20:07.000]  即使祂不救我們
[00:20:07.000 --> 00:20:09.000]  即使祂不救我們
[00:20:09.000 --> 00:20:15.000]  你要知道我也絕不拜你的神明
[00:20:15.000 --> 00:20:18.000]  不向你的金像下拜
[00:20:18.000 --> 00:20:24.000]  我時時都會收到一個機構叫Open Door
[00:20:24.000 --> 00:20:26.000]  闖開門這個機構的消息
[00:20:26.000 --> 00:20:32.000]  這個機構是很關注全世界那些受苦受逼迫的基督徒
[00:20:32.000 --> 00:20:39.000]  最近有一篇說有一個基督徒被回教徒迫害
[00:20:39.000 --> 00:20:44.000]  那些擄劫他的回教徒捉住他就問他
[00:20:44.000 --> 00:20:47.000]  你是誰?
[00:20:47.000 --> 00:20:52.000]  他回答說我是耶穌基督的徵兵
[00:20:52.000 --> 00:20:56.000]  那些回教徒就一刀斬了他的左手
[00:20:56.000 --> 00:20:58.000]  再問一次
[00:20:58.000 --> 00:21:00.000]  你是誰?
[00:21:00.000 --> 00:21:02.000]  你是誰?
[00:21:02.000 --> 00:21:07.000]  他再回答我是耶穌基督的徵兵
[00:21:07.000 --> 00:21:12.000]  那些回教徒就另一刀斬了他的右手
[00:21:12.000 --> 00:21:14.000]  最後我們再問他一次
[00:21:14.000 --> 00:21:17.000]  你是誰?
[00:21:17.000 --> 00:21:23.000]  他也同樣回答我是耶穌基督的徵兵
[00:21:23.000 --> 00:21:28.000]  那些回教徒就斬了他的頭
[00:21:28.000 --> 00:21:32.000]  上帝不是每一次都會拯救他的僕人
[00:21:32.000 --> 00:21:35.000]  好像拯救達爾利那三位朋友
[00:21:35.000 --> 00:21:41.000]  但是我相信當我們進入天家之後
[00:21:41.000 --> 00:21:43.000]  每一個人都會得到
[00:21:43.000 --> 00:21:51.000]  同樣的得到上帝所賜的榮耀冠冕
[00:21:51.000 --> 00:22:02.000]  最後一點從文素記這幾章的記載裡面我們看到上帝是會保護他的兒女
[00:22:02.000 --> 00:22:08.000]  以色列人一直是文素記裡面的主角
[00:22:08.000 --> 00:22:11.000]  但是在二十二到二十四章
[00:22:11.000 --> 00:22:15.000]  他們卻是變成了配角
[00:22:15.000 --> 00:22:21.000]  他們完全不知道巴勒邀請了一位神人
[00:22:21.000 --> 00:22:25.000]  是企圖詛咒他們
[00:22:25.000 --> 00:22:31.000]  雖然他們不知道有人在背後向他們放暗箭
[00:22:31.000 --> 00:22:36.000]  但是上主他是保護了他們
[00:22:36.000 --> 00:22:39.000]  對於信上帝的人來說
[00:22:39.000 --> 00:22:44.000]  我們要信除了肉眼看一見的世界之外
[00:22:44.000 --> 00:22:49.000]  還有一個肉眼看不到的屬靈的世界
[00:22:49.000 --> 00:22:53.000]  這件事雷普羅曾經說過
[00:22:53.000 --> 00:22:56.000]  在二弗所書六章十二節
[00:22:56.000 --> 00:22:59.000]  我們不是對抗有血有肉的人
[00:22:59.000 --> 00:23:02.000]  而是對天界的邪靈
[00:23:02.000 --> 00:23:11.000]  就是這黑暗世代的執政者掌權者和宇宙間邪惡的勢力作戰
[00:23:11.000 --> 00:23:15.000]  無論一個人是否願意
[00:23:15.000 --> 00:23:18.000]  當你成為基督徒之後
[00:23:18.000 --> 00:23:21.000]  就一定會受撒旦的攻擊
[00:23:21.000 --> 00:23:26.000]  不過我們也不需要害怕
[00:23:26.000 --> 00:23:27.000]  不需要緊張
[00:23:27.000 --> 00:23:32.000]  因為上主是有能力保守我們
[00:23:32.000 --> 00:23:38.000]  這個星期的金句是來自詩篇一百二十一篇最後一節
[00:23:38.000 --> 00:23:41.000]  不過那篇詩不是很長
[00:23:41.000 --> 00:23:43.000]  我讀一次給大家聽
[00:23:43.000 --> 00:23:48.000]  希望大家對上帝的保護充滿信心
[00:23:48.000 --> 00:23:51.000]  一百二十一篇第一節開始
[00:23:51.000 --> 00:23:54.000]  我舉目觀望群山
[00:23:54.000 --> 00:23:57.000]  我的幫助從哪裡來
[00:23:57.000 --> 00:24:01.000]  我的幫助從上主來
[00:24:01.000 --> 00:24:04.000]  祂是創造天地的主
[00:24:04.000 --> 00:24:08.000]  祂不會讓你跌倒
[00:24:08.000 --> 00:24:12.000]  你的保護者也不會打頓
[00:24:12.000 --> 00:24:16.000]  可能以色列的保護者
[00:24:16.000 --> 00:24:20.000]  祂既不打頓也不睡覺
[00:24:20.000 --> 00:24:23.000]  上主要保護你
[00:24:23.000 --> 00:24:26.000]  祂在你身邊庇護你
[00:24:26.000 --> 00:24:30.000]  白天太陽不相離
