
[00:00:00.000 --> 00:00:02.940]  在逾節的筵席
[00:01:52.060 --> 00:01:55.220]  尤其是彼得
[00:01:55.220 --> 00:01:58.720]  教會在過去六個星期的禦苦期
[00:01:58.720 --> 00:02:01.260]  藉著彼得生命的故事
[00:02:01.260 --> 00:02:04.500]  作了一個主題的「默想向導」
[00:02:04.500 --> 00:02:09.800]  彼得他親眼看見耶穌施行神蹟
[00:02:09.800 --> 00:02:12.440]  行走在水面上
[00:02:12.440 --> 00:02:14.580]  醫治那些病人
[00:02:14.580 --> 00:02:18.240]  也親自領受耶穌個別
[00:02:18.240 --> 00:02:23.420]  向門徒向群眾的教導
[00:02:23.420 --> 00:02:28.580]  彼得可以說是在門徒之中的門徒
[00:02:28.580 --> 00:02:31.220]  是耶穌入室的大弟子
[00:02:31.220 --> 00:02:39.400]  他甚至揚言為耶穌死都不怕
[00:02:39.400 --> 00:02:43.400]  怎麼可能會跌倒
[00:02:43.400 --> 00:02:46.240]  耶穌對彼得說
[00:02:46.240 --> 00:02:48.380]  我實在告訴你
[00:02:48.380 --> 00:02:50.740]  今夜雞叫已仙
[00:02:50.740 --> 00:02:54.540]  你要三次不應我
[00:02:54.540 --> 00:02:59.280]  雞知道在什麼時候啼叫
[00:02:59.280 --> 00:03:01.180]  可惜我們不知道
[00:03:01.180 --> 00:03:05.460]  我們在什麼時候跌倒
[00:03:05.460 --> 00:03:07.520]  雖然我們不知道
[00:03:07.520 --> 00:03:11.160]  但主耶穌祂知道我們會跌倒
[00:03:11.160 --> 00:03:14.060]  祂知道我們會有軟弱
[00:03:14.060 --> 00:03:19.680]  主知道彼得內心深處生命的光景
[00:03:19.680 --> 00:03:25.580]  知道彼得不為人知的軟弱
[00:03:25.580 --> 00:03:30.780]  實在你和我都不能靠自己來誇口
[00:03:30.780 --> 00:03:33.180]  我們不能夠依靠過去
[00:03:33.180 --> 00:03:35.620]  那些所謂的成功的經驗
[00:03:35.620 --> 00:03:38.360]  甚至乎是那些屬靈的經驗
[00:03:38.360 --> 00:03:42.660]  我們需要隨時來依靠主
[00:03:42.660 --> 00:03:44.520]  走似枝子
[00:03:44.520 --> 00:03:48.960]  必須常常黏於葡萄樹
[00:03:48.960 --> 00:03:50.760]  如果離開了
[00:03:50.760 --> 00:03:52.400]  我們什麼都不是
[00:03:52.400 --> 00:03:55.040]  我們什麼都不能夠
[00:03:55.040 --> 00:03:57.640]  當主耶穌這樣對彼得說
[00:03:57.640 --> 00:04:01.880]  你將要跌倒否認主的時候
[00:04:01.880 --> 00:04:05.380]  彼得非常不以為然
[00:04:05.380 --> 00:04:07.520]  我跟了耶穌那麼久
[00:04:07.520 --> 00:04:13.280]  而且剛剛又在一個最後的晚餐被賠領過
[00:04:13.280 --> 00:04:18.660]  彼得以為自己已經在一個屬靈的高峰裡面
[00:04:18.660 --> 00:04:22.120]  怎麼可能跌倒
[00:04:22.120 --> 00:04:25.440]  聖經這一節的經文
[00:04:25.440 --> 00:04:27.040]  彼得的說話
[00:04:27.040 --> 00:04:28.800]  和門徒的回應
[00:04:28.800 --> 00:04:32.940]  就讓我們看到他們是多麼的無知
[00:04:32.940 --> 00:04:38.880]  他們完全不知道他們將要臨到他們的狀況是怎樣
[00:04:38.880 --> 00:04:41.720]  他們憑著自己的血氣
[00:04:41.720 --> 00:04:44.620]  來到向耶穌拍胸口
[00:04:44.620 --> 00:04:47.720]  我們絕對會忠心到底
[00:04:47.720 --> 00:04:51.300]  跟隨祢
[00:04:51.300 --> 00:04:52.760]  耶穌之後
[00:04:52.760 --> 00:04:58.300]  帶領門徒去到黑西馬尼園
[00:04:58.300 --> 00:05:03.740]  祂特別帶著彼得、雅各、約翰
[00:05:03.740 --> 00:05:06.740]  要和他們一起去禱告
[00:05:06.740 --> 00:05:10.540]  耶穌知道祂將要發生什麼事情
[00:05:10.540 --> 00:05:14.280]  祂心裡極其憂傷軟弱
[00:05:14.280 --> 00:05:19.320]  聖經形容祂甚至幾乎要死
[00:05:19.320 --> 00:05:21.320]  剛才你們也讀過
[00:05:21.320 --> 00:05:28.200]  還記不記得耶穌祂怎樣來和天父禱告
[00:05:28.200 --> 00:05:34.540]  「我父啊,倘若可行,求祢叫這杯離開我
[00:05:34.540 --> 00:05:37.540]  然而不要照我的意思
[00:05:37.540 --> 00:05:41.740]  只要照祢的意思」
[00:05:41.740 --> 00:05:44.140]  在希伯來書五章七節
[00:05:44.140 --> 00:05:45.520]  這樣來形容
[00:05:45.520 --> 00:05:47.520]  基督在肉體的時候
[00:05:47.520 --> 00:05:53.960]  「既大聲哀哭,流淚禱告」
[00:05:53.960 --> 00:05:55.960]  耶穌祂是神
[00:05:55.960 --> 00:05:59.500]  在福音書上祂行了很多各樣的神蹟
[00:05:59.500 --> 00:06:02.300]  彰顯了祂的神聖
[00:06:02.300 --> 00:06:04.060]  但是在這個時候
[00:06:04.060 --> 00:06:07.900]  祂表現一個完全的人性
[00:06:07.900 --> 00:06:12.480]  祂將要代替世人背負在十字架上
[00:06:12.480 --> 00:06:15.580]  擔當所有的罪
[00:06:15.580 --> 00:06:19.920]  以致到天父將要離棄祂
[00:06:19.920 --> 00:06:24.480]  我們知道三一神從創世以前就在一起
[00:06:24.480 --> 00:06:28.120]  祂們從來沒有分開過
[00:06:28.120 --> 00:06:34.500]  如今耶穌需要獨自承受這樣的痛苦
[00:06:34.500 --> 00:06:37.300]  祂知道祂靠自己沒有辦法
[00:06:37.300 --> 00:06:40.340]  唯有要向天父來禱告
[00:06:40.340 --> 00:06:43.340]  祂也帶著祂最親愛的門徒
[00:06:43.340 --> 00:06:47.180]  一齊來向天父禱告
[00:06:47.180 --> 00:06:48.720]  各位靈姐妹
[00:06:48.720 --> 00:06:50.880]  在危難的時候
[00:06:50.880 --> 00:06:53.280]  我們通常會馬上想
[00:06:53.280 --> 00:06:58.420]  我們要立即去到一個危機處理
[00:06:58.420 --> 00:07:01.660]  但是我們千萬不要忘記
[00:07:01.660 --> 00:07:04.900]  我們要先禱告
[00:07:04.900 --> 00:07:08.300]  神才是我們的拯救
[00:07:08.300 --> 00:07:11.300]  耶穌在夏西瑪利園的禱告
[00:07:11.300 --> 00:07:13.040]  祂總共有三次
[00:07:13.040 --> 00:07:14.640]  禱告完之後
[00:07:14.640 --> 00:07:17.840]  就去看門徒
[00:07:17.840 --> 00:07:19.780]  為什麼呢?
[00:07:19.780 --> 00:07:22.540]  你有沒有想過?
[00:07:22.540 --> 00:07:24.380]  可能祂很需要
[00:07:24.380 --> 00:07:28.580]  也很希望有一群同伴能夠和祂一起
[00:07:28.580 --> 00:07:34.820]  去面對將要發生艱難的時刻
[00:07:34.820 --> 00:07:37.420]  第一次耶穌去看門徒的時候
[00:07:37.420 --> 00:07:39.720]  見到他們睡著了
[00:07:39.720 --> 00:07:41.700]  就跟彼得他們說
[00:07:41.700 --> 00:07:45.460]  「你不能夠和我警醒騙事嗎?」
[00:07:45.460 --> 00:07:50.600]  「總要警醒禱告,免得入了迷惑」
[00:07:50.600 --> 00:07:57.840]  「你們心靈固然願意欲看卻軟弱了」
[00:07:57.840 --> 00:08:00.080]  第二次又去看他們的時候
[00:08:00.080 --> 00:08:03.780]  聖經形容他們的眼睛困倦
[00:08:03.780 --> 00:08:06.380]  眼皮太重了
[00:08:06.380 --> 00:08:08.860]  實在爭不開
[00:08:08.860 --> 00:08:11.160]  第三次再去看他們的時候
[00:08:11.160 --> 00:08:13.460]  情況都是一樣
[00:08:13.460 --> 00:08:16.660]  他們都睡著了
[00:08:16.660 --> 00:08:18.640]  是什麼原因呢?
[00:08:18.640 --> 00:08:20.640]  因為體力不足
[00:08:20.640 --> 00:08:24.240]  因為過度的勞動
[00:08:24.240 --> 00:08:27.580]  路加福音22章45節
[00:08:27.580 --> 00:08:30.140]  這樣來形容
[00:08:30.140 --> 00:08:31.540]  耶穌祂禱告完之後
[00:08:31.540 --> 00:08:33.540]  就起來到門徒那裡
[00:08:33.540 --> 00:08:39.580]  見他們因為憂愁都睡著了
[00:08:39.580 --> 00:08:46.060]  哦!原來憂愁可以使人困倦
[00:08:46.060 --> 00:08:50.660]  面對主耶穌在最後晚餐的一席話
[00:08:50.660 --> 00:08:54.100]  或者門徒對當時的狀況
[00:08:54.100 --> 00:08:56.540]  是不明不白
[00:08:56.540 --> 00:08:59.500]  他們的心靈仍然未甦醒
[00:08:59.500 --> 00:09:03.440]  可能帶著很多心裡面不同的猜度
[00:09:03.440 --> 00:09:06.340]  不同的盤算
[00:09:06.340 --> 00:09:07.920]  這些憂愁
[00:09:07.920 --> 00:09:10.680]  實在使他們很困倦
[00:09:10.680 --> 00:09:12.520]  甚至迷失了方向
[00:09:12.520 --> 00:09:14.420]  不知所措
[00:09:14.420 --> 00:09:20.560]  已經再沒有能力去警醒偏視
[00:09:20.560 --> 00:09:23.560]  而當耶穌最後禱告完之後
[00:09:23.560 --> 00:09:25.240]  就跟這群門徒說
[00:09:25.240 --> 00:09:29.440]  起來!我們走吧!的時候
[00:09:29.440 --> 00:09:33.480]  沒錯!門徒起來就跟著耶穌走
[00:09:33.480 --> 00:09:39.020]  不過是四散而走
[00:09:39.020 --> 00:09:41.440]  或許他們太多的憂慮
[00:09:41.440 --> 00:09:45.420]  已經忘記了神的主權和傳能
[00:09:45.420 --> 00:09:47.420]  也可能被迷惑
[00:09:47.420 --> 00:09:51.160]  被那惡者牽引著他們的思維情緒
[00:09:51.160 --> 00:09:55.860]  忘記了在神面前的安靜
[00:09:55.860 --> 00:09:58.360]  祈求、交託
[00:09:58.360 --> 00:10:01.000]  忘記了如何在神裡面
[00:10:01.000 --> 00:10:08.380]  能夠重新得著力量面對困難
[00:10:08.380 --> 00:10:09.680]  在那一刻
[00:10:09.680 --> 00:10:12.620]  他們只能夠以本能的反應
[00:10:12.620 --> 00:10:15.680]  試圖用血氣的方法
[00:10:15.680 --> 00:10:23.360]  逃避禍困和凶險
[00:10:23.360 --> 00:10:25.360]  各位頂屎妹
[00:10:25.360 --> 00:10:31.240]  今天我們會否像門徒彼得一樣
[00:10:31.240 --> 00:10:33.500]  面對當前的警方
[00:10:33.500 --> 00:10:36.800]  太多的思慮、猜度
[00:10:36.800 --> 00:10:39.740]  使我們困倦
[00:10:39.740 --> 00:10:44.780]  我們又有沒有警醒偏視呢?
[00:10:44.780 --> 00:10:46.780]  當我們回想主耶穌
[00:10:46.780 --> 00:10:49.380]  祂來到地上
[00:10:49.380 --> 00:10:51.020]  在那三年傳道的時候
[00:10:51.020 --> 00:10:54.520]  祂來到全港天國的福音的時候
[00:10:54.520 --> 00:10:58.900]  我們都知道祂非常忙碌
[00:10:58.900 --> 00:11:02.560]  又要講鬼、又要醫病
[00:11:02.560 --> 00:11:05.400]  我相信當我們一直看福音書的時候
[00:11:05.400 --> 00:11:10.440]  我們看到耶穌當時的體力很勞累
[00:11:10.440 --> 00:11:13.380]  祂的心靈也消耗了很多
[00:11:13.380 --> 00:11:15.380]  但我們會留意到
[00:11:15.380 --> 00:11:20.180]  主耶穌祂仍然每一天清晨的時候
[00:11:20.180 --> 00:11:22.580]  祂選擇去禱告
[00:11:22.580 --> 00:11:23.960]  當祂越忙碌
[00:11:23.960 --> 00:11:26.860]  面對環境越困倦的時候
[00:11:26.860 --> 00:11:32.320]  祂就越不放棄禱告
[00:11:32.320 --> 00:11:33.560]  宗教改革
[00:11:33.560 --> 00:11:36.960]  馬丁路德也曾經講過
[00:11:36.960 --> 00:11:39.140]  我從早到晚
[00:11:39.140 --> 00:11:41.040]  事情多到一天
[00:11:41.040 --> 00:11:46.940]  我要用三個小時祈禱才夠
[00:11:46.940 --> 00:11:49.040]  但今天
[00:11:49.040 --> 00:11:52.180]  我們的想法和我們所做
[00:11:52.180 --> 00:11:55.780]  跟耶穌和這些屬靈的前輩
[00:11:55.780 --> 00:11:59.120]  好像完全不同
[00:11:59.120 --> 00:12:02.620]  當我們在忙碌、越忙碌的時候
[00:12:02.620 --> 00:12:04.960]  我們反而減少祈禱
[00:12:04.960 --> 00:12:08.400]  甚至乎乾脆地不祈禱
[00:12:08.400 --> 00:12:11.400]  然後一味靠著自己
[00:12:11.400 --> 00:12:13.640]  不靠上帝
[00:12:13.640 --> 00:12:17.600]  以至於我們越忙、越迷失
[00:12:17.600 --> 00:12:24.180]  心靈也逐漸失去了力量
[00:12:24.180 --> 00:12:28.420]  美國的一位很知名的神學家
[00:12:28.420 --> 00:12:29.920]  John Piper
[00:12:29.920 --> 00:12:33.220]  約翰·派博牧斯這樣說
[00:12:33.220 --> 00:12:37.260]  他說:不想禱告就需要鼓勵
[00:12:37.260 --> 00:12:41.000]  不懂得禱告就需要學習
[00:12:41.000 --> 00:12:44.740]  不敢禱告就需要操練
[00:12:44.740 --> 00:12:46.900]  不住的禱告
[00:12:46.900 --> 00:12:53.280]  應該是我們追求的方向和目標
[00:12:53.280 --> 00:12:55.240]  各位靈姐妹
[00:12:55.240 --> 00:12:59.320]  我們不要再給自己理由不去禱告
[00:12:59.320 --> 00:13:02.280]  我們總要和主警醒
[00:13:02.280 --> 00:13:03.820]  照主的吩咐
[00:13:03.820 --> 00:13:05.820]  時時警醒
[00:13:05.820 --> 00:13:10.400]  常常祈求
[00:13:10.400 --> 00:13:14.400]  聖經當說到主耶穌再回來的時候
[00:13:14.400 --> 00:13:16.100]  經常提醒我們
[00:13:16.100 --> 00:13:18.940]  要警醒作準備
[00:13:18.940 --> 00:13:20.340]  我們也很熟悉
[00:13:20.340 --> 00:13:22.680]  十個童女的比喻
[00:13:22.680 --> 00:13:25.180]  那五個愚昧的童女
[00:13:25.180 --> 00:13:27.720]  其實他們不是沒有準備
[00:13:27.720 --> 00:13:30.880]  只是準備得不夠
[00:13:30.880 --> 00:13:37.720]  差一點就錯過了新郎回來
[00:13:37.720 --> 00:13:40.060]  唯有警醒禱告
[00:13:40.060 --> 00:13:46.360]  我們才能夠等到主耶穌再回來
[00:13:46.360 --> 00:13:48.440]  當我們在聖靈裏面
[00:13:48.440 --> 00:13:50.740]  來到禱告的時候
[00:13:50.740 --> 00:13:54.800]  我們就能夠重新改變我們對事物的看法
[00:13:54.800 --> 00:13:57.340]  重新調教
[00:13:57.340 --> 00:14:01.720]  我們可能是比較狹窄和短淺的目光
[00:14:01.720 --> 00:14:07.080]  也擴闊了我們的胸襟和愛心
[00:14:07.080 --> 00:14:08.460]  很多時候
[00:14:08.460 --> 00:14:12.760]  禱告並沒有改變那個環境
[00:14:12.760 --> 00:14:14.960]  而是改變了我們的目光
[00:14:14.960 --> 00:14:18.800]  改變了我們從神而來的一個新的目光
[00:14:18.800 --> 00:14:20.040]  新的力量
[00:14:20.040 --> 00:14:21.600]  新的勇氣
[00:14:21.600 --> 00:14:28.340]  去面對此時此刻的處境
[00:14:28.340 --> 00:14:31.640]  我們在禱告祈求的時候
[00:14:31.640 --> 00:14:33.580]  讓神在我們的生命
[00:14:33.580 --> 00:14:36.020]  在我們的教會裏面
[00:14:36.020 --> 00:14:38.980]  能夠發揮那個可能
[00:14:38.980 --> 00:14:40.820]  那個轉化
[00:14:40.820 --> 00:14:43.020]  以致我們彼此的生命
[00:14:43.020 --> 00:14:46.720]  能夠變得更加堅毅
[00:14:46.720 --> 00:14:53.000]  神能夠照著運行在我們心裏面那個大能大力
[00:14:53.000 --> 00:15:00.240]  去成就超過我們所求所想
[00:15:00.240 --> 00:15:07.580]  人生就好像一場不設名次的馬拉松
[00:15:07.580 --> 00:15:09.620]  這一場的馬拉松
[00:15:09.620 --> 00:15:15.060]  焦點不是跟人競爭來去到去肯定自己
[00:15:15.060 --> 00:15:19.760]  而是我們需要留意自己是否正在用正確的方法
[00:15:19.760 --> 00:15:21.920]  在正確的跑道
[00:15:21.920 --> 00:15:28.040]  去完成我們人生的旅程
[00:15:28.040 --> 00:15:29.940]  當在這段時間我們不斷說
[00:15:29.940 --> 00:15:33.040]  防疫是需要及早部署
[00:15:33.040 --> 00:15:38.480]  才能減少疫情所帶來嚴重的後果
[00:15:38.480 --> 00:15:39.920]  同樣
[00:15:39.920 --> 00:15:45.560]  今日我們必須為自己的生命及祖作準備
[00:15:45.560 --> 00:15:47.260]  來去到去警醒自己
[00:15:47.260 --> 00:15:48.660]  和上帝的關係
[00:15:48.660 --> 00:15:51.360]  和我們生活的見證
[00:15:51.360 --> 00:15:53.100]  坦然無懼
[00:15:53.100 --> 00:16:00.300]  來去到去等候迎接主再來
[00:16:00.300 --> 00:16:06.600]  彼得之後的遭遇是怎樣的呢?
[00:16:06.600 --> 00:16:09.580]  彼得坐在外面的庭院
[00:16:09.580 --> 00:16:12.820]  有一個侍女走過來跟他說
[00:16:12.820 --> 00:16:20.220]  「咦!你一向都是和那個加利利人耶穌一起的」
[00:16:20.220 --> 00:16:23.020]  彼得在那麼多人面前都不承認
[00:16:23.020 --> 00:16:24.620]  他還說
[00:16:24.620 --> 00:16:27.900]  「我不知道你在說什麼」
[00:16:27.900 --> 00:16:29.200]  他走出去
[00:16:29.200 --> 00:16:30.340]  去到門口
[00:16:30.340 --> 00:16:32.660]  又有一個侍女看見他
[00:16:32.660 --> 00:16:37.200]  就跟周圍的人說
[00:16:37.200 --> 00:16:42.480]  「這個不就是經常和那撒冷耶穌一起的那個嗎?」
[00:16:42.480 --> 00:16:43.940]  彼得又不承認
[00:16:43.940 --> 00:16:45.980]  還發誓
[00:16:45.980 --> 00:16:48.340]  「我不認得那個人」
[00:16:48.340 --> 00:16:50.380]  過了沒多久
[00:16:50.380 --> 00:16:53.880]  站在那裏的人走過來跟彼得說
[00:16:53.880 --> 00:16:56.560]  「嘩!你真的和他們一起了」
[00:16:56.560 --> 00:16:59.460]  「聽你的口音就把你出賣了」
[00:16:59.460 --> 00:17:01.500]  彼得還發誓地說
[00:17:01.500 --> 00:17:05.060]  「我不認得那個人」
[00:17:05.060 --> 00:17:10.340]  「你不害怕嗎?我很害怕」
[00:17:10.340 --> 00:17:11.400]  善忘?
[00:17:11.400 --> 00:17:12.540]  耶穌提醒了他
[00:17:12.540 --> 00:17:14.380]  他會三次不承認
[00:17:14.380 --> 00:17:15.880]  這樣也會不承認耶穌
[00:17:15.880 --> 00:17:20.680]  一定是忘記了
[00:17:20.680 --> 00:17:23.220]  你以為他不是膽怯嗎?
[00:17:23.220 --> 00:17:24.880]  說就天下無敵
[00:17:24.880 --> 00:17:26.780]  做就有心無力
[00:17:26.780 --> 00:17:29.320]  看見耶穌在那裏被人審問
[00:17:29.320 --> 00:17:32.220]  他越看就越膽怯
[00:17:32.220 --> 00:17:40.100]  最後自己害怕被別人認出來
[00:17:40.100 --> 00:17:41.340]  他一定是裝模作樣
[00:17:41.340 --> 00:17:43.100]  裝作不認識耶穌
[00:17:43.100 --> 00:17:45.640]  然後潛入敵方陣營
[00:17:45.640 --> 00:17:47.680]  找機會劫獄救他出來
[00:17:47.680 --> 00:17:51.880]  一定是這樣
[00:17:51.880 --> 00:17:54.340]  他也不明白耶穌在做什麼
[00:17:54.340 --> 00:17:56.680]  他是一個王
[00:17:56.680 --> 00:17:58.480]  怎麼會這麼差勁和軟弱呢?
[00:17:58.480 --> 00:18:02.420]  還有,他之前替門徒洗腳
[00:18:02.420 --> 00:18:08.460]  一個尊貴的王會這樣做嗎?
[00:18:08.460 --> 00:18:10.500]  他很失望
[00:18:10.500 --> 00:18:14.340]  耶穌被人抓了是不可思議的
[00:18:14.340 --> 00:18:16.440]  和彼得心目中的英雄耶穌
[00:18:16.440 --> 00:18:18.380]  落差太大了
[00:18:18.380 --> 00:18:22.380]  接受不了
[00:18:22.380 --> 00:18:26.680]  嗯,彼得是對耶穌心碎
[00:18:26.680 --> 00:18:30.520]  這位與彼得同行三年的生命師傅
[00:18:30.520 --> 00:18:33.760]  其實會不會只是一個騙子?
[00:18:33.760 --> 00:18:35.260]  就在這個時候
[00:18:35.260 --> 00:18:36.620]  雞就叫了
[00:18:36.620 --> 00:18:38.660]  主轉過來看著彼得
[00:18:38.660 --> 00:18:41.220]  彼得就想起主對他說過
[00:18:41.220 --> 00:18:43.460]  「今日雞叫已切
[00:18:43.460 --> 00:18:46.000]  你要三次不認我」
[00:18:46.000 --> 00:18:47.940]  他就出去痛哭
[00:18:47.940 --> 00:18:55.880]  彼得又是為了什麼而哭泣呢?
[00:18:55.880 --> 00:18:57.720]  原來人的自信
[00:18:57.720 --> 00:18:59.280]  人的自持
[00:18:59.280 --> 00:19:02.180]  是多麼的不堪一擊
[00:19:02.180 --> 00:19:05.320]  曾經自信不會跌倒
[00:19:05.320 --> 00:19:09.260]  自誇不會不認主的彼得
[00:19:09.260 --> 00:19:11.560]  就在剛才所讀的那段經文
[00:19:11.560 --> 00:19:14.200]  在大祭司的院子外面
[00:19:14.200 --> 00:19:18.060]  遇見了一些毫無威脅的人
[00:19:18.060 --> 00:19:23.100]  他為了不想被人發現自己和耶穌的關係
[00:19:23.100 --> 00:19:26.700]  最後他竟然發出這樣的毒誓
[00:19:26.700 --> 00:19:29.940]  「我不認得這個人」
[00:19:29.940 --> 00:19:32.380]  看到這裡我們會問
[00:19:32.380 --> 00:19:34.880]  剛才彼得豈不是說過
[00:19:34.880 --> 00:19:37.820]  「我就是必須和你同死
[00:19:37.820 --> 00:19:41.820]  也總不能不認你的彼得」
[00:19:41.820 --> 00:19:43.320]  在這一刻
[00:19:43.320 --> 00:19:45.560]  這個法咒起誓說
[00:19:45.560 --> 00:19:47.460]  「我不認得那個人」
[00:19:47.460 --> 00:19:49.600]  這個彼得
[00:19:49.600 --> 00:19:53.100]  究竟是不是同一個人呢?
[00:19:53.100 --> 00:19:54.800]  如果是
[00:19:54.800 --> 00:20:02.200]  為什麼會有這麼大的轉變呢?
[00:20:02.200 --> 00:20:07.040]  《路加福音》二十二章六十一節
[00:20:07.040 --> 00:20:09.120]  這一節的經文
[00:20:09.120 --> 00:20:14.380]  同樣都描述在這個狀況裡面
[00:20:14.380 --> 00:20:18.260]  「主轉過來看彼得
[00:20:18.260 --> 00:20:23.360]  彼得便想起主對他所說的話
[00:20:23.360 --> 00:20:25.800]  今日雞叫已仙
[00:20:25.800 --> 00:20:28.760]  你要三次不認我
[00:20:28.760 --> 00:20:33.900]  他就出去同哭」
[00:20:33.900 --> 00:20:35.940]  我相信
[00:20:35.940 --> 00:20:38.940]  當彼得和耶穌在這一刻
[00:20:38.940 --> 00:20:43.220]  互相離去到正事的時候
[00:20:43.220 --> 00:20:47.620]  一切都好像盡在不言中
[00:20:47.620 --> 00:20:50.460]  彼得從耶穌的眼神
[00:20:50.460 --> 00:20:56.460]  就想起耶穌跟他說過這番話
[00:20:56.460 --> 00:20:58.800]  於是出去同哭
[00:20:58.800 --> 00:21:01.300]  究竟彼得哭什麼呢?
[00:21:01.300 --> 00:21:03.400]  是為了誤會?
[00:21:03.400 --> 00:21:05.600]  是因為羞愧?
[00:21:05.600 --> 00:21:08.640]  究竟是什麼出現了什麼問題?
[00:21:08.640 --> 00:21:15.020]  這位大師兄竟然真的跌倒了
[00:21:15.020 --> 00:21:16.620]  我們還記得
[00:21:16.620 --> 00:21:19.620]  當主耶穌向門徒啟示
[00:21:19.620 --> 00:21:22.760]  祂將要去上十字架的時候
[00:21:22.760 --> 00:21:24.500]  祂告訴這群門徒
[00:21:24.500 --> 00:21:26.000]  祂要上耶路撒冷
[00:21:26.000 --> 00:21:27.960]  去受苦去被殺
[00:21:27.960 --> 00:21:30.500]  第三天復活
[00:21:30.500 --> 00:21:34.000]  彼得就開始懶了耶穌
[00:21:34.000 --> 00:21:38.040]  祂說:這些事怎會發生在你身上?
[00:21:38.040 --> 00:21:40.840]  主當時就責備他
[00:21:40.840 --> 00:21:42.580]  撒旦退去
[00:21:42.580 --> 00:21:44.420]  退到我後面去吧
[00:21:44.420 --> 00:21:48.540]  你是伴我腳的
[00:21:48.540 --> 00:21:52.320]  因為你不體貼神的意思
[00:21:52.320 --> 00:21:57.460]  只體貼人的意思
[00:21:57.460 --> 00:22:02.660]  彼得他們希望所跟隨的那位耶穌
[00:22:02.660 --> 00:22:07.860]  究竟是一位怎樣的耶穌呢?
[00:22:07.860 --> 00:22:09.440]  他們期盼的
[00:22:09.440 --> 00:22:12.040]  可能是一位能夠恢復
[00:22:12.040 --> 00:22:17.080]  那個大衛王國那個輝煌政治的尼塞亞
[00:22:17.080 --> 00:22:18.720]  而不是耶穌所說
[00:22:18.720 --> 00:22:24.420]  那位將要被釘在十字架的救主
[00:22:24.420 --> 00:22:27.660]  彼得心目中的英雄
[00:22:27.660 --> 00:22:29.600]  有什麼理由會被抓
[00:22:29.600 --> 00:22:30.660]  會被打
[00:22:30.660 --> 00:22:31.720]  會被辱罵
[00:22:31.720 --> 00:22:33.600]  甚至被人吐口水
[00:22:33.600 --> 00:22:34.800]  這樣都不還手
[00:22:34.800 --> 00:22:37.440]  不還口
[00:22:37.440 --> 00:22:41.340]  這群門徒的困惑
[00:22:41.340 --> 00:22:44.180]  是來自他們對耶穌
[00:22:44.180 --> 00:22:51.240]  沒有真正正確的認識
[00:22:51.240 --> 00:22:53.180]  我們呢?
[00:22:53.180 --> 00:22:58.720]  我們是否真的很認識耶穌基督?
[00:22:58.720 --> 00:23:01.660]  可能我們不至於說不認主
[00:23:01.660 --> 00:23:05.020]  我們也不至於說不認識這位主
[00:23:05.020 --> 00:23:06.560]  不承認這位主
[00:23:06.560 --> 00:23:11.600]  也不至於說要跟祂撇清關係
[00:23:11.600 --> 00:23:15.500]  不過可能都會有一種困惑
[00:23:15.500 --> 00:23:18.640]  有一種遺憾
[00:23:18.640 --> 00:23:21.480]  可能我們腦海裡都在想
[00:23:21.480 --> 00:23:23.440]  我們所認識的這位神
[00:23:23.440 --> 00:23:24.780]  是多麼的強大
[00:23:24.780 --> 00:23:26.140]  多麼的偉大
