
[00:00:00.000 --> 00:00:08.000]  今日我們要迷思 迷思的內容就是以色列全家特救的主題
[00:04:46.000 --> 00:04:50.000]  其實是講到一些以前不明白不了解的事情
[00:04:50.000 --> 00:04:56.000]  但是今天通過使徒或者通過聖經 神啟示了人
[00:04:56.000 --> 00:04:59.000]  所以人現在這一刻 看完這個奧秘解釋
[00:04:59.000 --> 00:05:02.000]  看完這個奧秘寫下來 就明白這件事情
[00:05:02.000 --> 00:05:06.000]  以前不明白 透過啟示 現在應該明白
[00:05:06.000 --> 00:05:08.000]  所以是這樣的意思 不是說永遠都不明白
[00:05:08.000 --> 00:05:10.000]  是明白的 應該明白的
[00:05:10.000 --> 00:05:15.000]  接著我們看到這段經文 聖經身上有很多講奧秘兩個字
[00:05:15.000 --> 00:05:18.000]  是關乎不同的事情 講不同的事情
[00:05:18.000 --> 00:05:23.000]  今天主要集中在講 以色列人救贖這件事情上的奧秘
[00:05:23.000 --> 00:05:27.000]  當然它的關係都是連接著外邦人
[00:05:27.000 --> 00:05:30.000]  聖經說 以色列人有幾分硬心
[00:05:30.000 --> 00:05:36.000]  等到外邦人的數目天滿了 於是以色列全家都要得救
[00:05:36.000 --> 00:05:40.000]  這裡是講到其實有三個時間段
[00:05:40.000 --> 00:05:43.000]  第一部分是講到 耶穌基督完成救恩之後
[00:05:43.000 --> 00:05:46.000]  猶太人是怎樣? 以色列人是怎樣?
[00:05:46.000 --> 00:05:51.000]  第二部分是硬心的 有人不信耶穌基督是尼塞亞
[00:05:51.000 --> 00:05:55.000]  這段時間不願意接受這位受苦的尼塞亞
[00:05:55.000 --> 00:05:59.000]  他們不單不願意接受福音 甚至迫使基督徒
[00:05:59.000 --> 00:06:01.000]  如果我們看《司徒行傳》時 會發覺
[00:06:01.000 --> 00:06:07.000]  司祭梵在耶路撒冷被猶太人所殺 殉道而死
[00:06:07.000 --> 00:06:12.000]  接著後面的記載講到 保羅在不同地方宣教時
[00:06:12.000 --> 00:06:15.000]  去到不同地方會堂時 講耶穌基督的福音時
[00:06:15.000 --> 00:06:19.000]  都是被猶太人追趕 攻擊
[00:06:19.000 --> 00:06:22.000]  當然有些人信了 但不信的人就攻擊他
[00:06:22.000 --> 00:06:25.000]  以致他去完一個城市再去另一個城市
[00:06:25.000 --> 00:06:30.000]  這是第一個階段是講到以色列人的情況
[00:06:30.000 --> 00:06:33.000]  接著講到外邦人又怎樣呢?
[00:06:33.000 --> 00:06:37.000]  他說以色列人不是永遠都這樣硬心的
[00:06:37.000 --> 00:06:40.000]  直到一個時候他們全家都要得救
[00:06:40.000 --> 00:06:42.000]  但過程中間要經歷什麼呢?
[00:06:42.000 --> 00:06:46.000]  就是在經歷外邦人的數目添滿了
[00:06:46.000 --> 00:06:53.000]  即是有個過程是讓外邦人不斷添滿 不斷增加
[00:06:53.000 --> 00:06:56.000]  其實就是講到耶穌基督的福音臨到外邦
[00:06:56.000 --> 00:06:57.000]  使外邦人信主
[00:06:57.000 --> 00:07:01.000]  我們見到其實這個事實是發生了 正在發生
[00:07:01.000 --> 00:07:06.000]  因為第一個外邦人信主是誰 如果按聖經講 記載
[00:07:06.000 --> 00:07:14.000]  在司徒行傳 應該是彼得向哥尼劉講述福音
[00:07:14.000 --> 00:07:19.000]  當然斯提反之前那個好像是 但那個應該是歸信了猶太教的外邦人
[00:07:19.000 --> 00:07:22.000]  所以正式完完全全外邦人應該是哥尼劉
[00:07:22.000 --> 00:07:24.000]  哥尼劉是一個信主的一個
[00:07:24.000 --> 00:07:26.000]  但直到如今你看看有多少外邦人信主
[00:07:26.000 --> 00:07:29.000]  多少外邦的民族信主
[00:07:29.000 --> 00:07:32.000]  包括我們之前有探訪隊去四川梁山的地方
[00:07:32.000 --> 00:07:34.000]  去探訪彝族這個地方
[00:07:34.000 --> 00:07:37.000]  其實當中都有人信了耶穌
[00:07:37.000 --> 00:07:40.000]  成為了一個得救的群體
[00:07:40.000 --> 00:07:45.000]  所以見到這個外邦人信主這個民族群體越來越大
[00:07:45.000 --> 00:07:48.000]  去到一個階段是天滿了
[00:07:48.000 --> 00:07:50.000]  這個天滿是什麼意思呢
[00:07:50.000 --> 00:07:54.000]  是不是指每一個民族都有人信耶穌呢
[00:07:54.000 --> 00:07:59.000]  是不是指每一個地區都有教會建立為之天滿呢
[00:07:59.000 --> 00:08:01.000]  聖經沒有講 我都不太清楚
[00:08:01.000 --> 00:08:03.000]  可以說這是奧秘中的奧秘
[00:08:03.000 --> 00:08:06.000]  但是神說是到一個天滿的階段
[00:08:06.000 --> 00:08:08.000]  到一個豐盛的階段的時候
[00:08:08.000 --> 00:08:11.000]  有一件事會發生 重點是後面所講的
[00:08:11.000 --> 00:08:15.000]  有一件事會發生就是以色列全家會得救
[00:08:15.000 --> 00:08:17.000]  其實這個概念是有分三部份
[00:08:17.000 --> 00:08:19.000]  因為以色列第二個是全家
[00:08:19.000 --> 00:08:20.000]  第三個是得救
[00:08:20.000 --> 00:08:22.000]  得救比較容易理解
[00:08:22.000 --> 00:08:25.000]  因為得救不是講其他途徑的得救
[00:08:25.000 --> 00:08:28.000]  依然是講恩信清義的得救
[00:08:28.000 --> 00:08:32.000]  依然是講信耶穌得救這件事情
[00:08:32.000 --> 00:08:37.000]  所以因為整本的羅馬書都是講這個信息
[00:08:37.000 --> 00:08:40.000]  但是這個明白大家不是其他途徑
[00:08:40.000 --> 00:08:41.000]  不是講特殊的方法
[00:08:41.000 --> 00:08:44.000]  使得以色列民族突然間全部得救
[00:08:44.000 --> 00:08:47.000]  都是通過耶穌的救贖和信心的回應
[00:08:47.000 --> 00:08:49.000]  接著就講以色列
[00:08:49.000 --> 00:08:52.000]  以色列三個字到底是講什麼呢
[00:08:52.000 --> 00:08:54.000]  在新約其他書卷裡
[00:08:54.000 --> 00:09:00.000]  有些聖經作者將教會比喻成以色列
[00:09:00.000 --> 00:09:05.000]  在這裡會否說教會就是以色列
[00:09:05.000 --> 00:09:08.000]  或者其實以色列包括外邦群體呢
[00:09:08.000 --> 00:09:10.000]  其實剛才我講到
[00:09:10.000 --> 00:09:12.000]  其實大家要留意的是
[00:09:12.000 --> 00:09:13.000]  在這段經文裡
[00:09:13.000 --> 00:09:16.000]  保羅是將他們和我們分得很清楚
[00:09:16.000 --> 00:09:20.000]  所以按照保羅這麼緊密的邏輯思路的話
[00:09:20.000 --> 00:09:24.000]  在這裡講到的以色列絕對不會跨了第二個範圍
[00:09:24.000 --> 00:09:29.000]  其實他同樣講到是真正血統上的以色列民族
[00:09:29.000 --> 00:09:33.000]  不是講到一些包括外邦信徒的群體教會
[00:09:33.000 --> 00:09:34.000]  不是講這個東西
[00:09:34.000 --> 00:09:36.000]  是講純正的就是以色列
[00:09:36.000 --> 00:09:38.000]  他們都會全家得救
[00:09:38.000 --> 00:09:40.000]  接著解釋什麼是全家得救
[00:09:40.000 --> 00:09:43.000]  全家得救是否講到那一刻
[00:09:43.000 --> 00:09:49.000]  所有活著的以色列人都信耶穌基督會改得救呢
[00:09:49.000 --> 00:09:52.000]  我不敢確定是不是
[00:09:52.000 --> 00:09:55.000]  但是我相信至少是大部分
[00:09:55.000 --> 00:09:57.000]  甚至是絕大部分
[00:09:57.000 --> 00:09:59.000]  那一刻活著的以色列人
[00:09:59.000 --> 00:10:01.000]  會相信耶穌基督得救
[00:10:01.000 --> 00:10:03.000]  在接下來的聖經裡面
[00:10:03.000 --> 00:10:05.000]  26至27節講到
[00:10:05.000 --> 00:10:07.000]  必有一位救主從聖安出來
[00:10:07.000 --> 00:10:11.000]  要消除亞國家一切的罪惡
[00:10:11.000 --> 00:10:13.000]  其實這裡是引用了舊約的聖經
[00:10:13.000 --> 00:10:15.000]  譬如是以賽亞書
[00:10:15.000 --> 00:10:17.000]  譬如是耶利米書等等
[00:10:17.000 --> 00:10:19.000]  使得他們會想起
[00:10:19.000 --> 00:10:23.000]  舊約裡面神對以色列民族的一個納約
[00:10:23.000 --> 00:10:26.000]  這個納約是指到他們將來一定會得救
[00:10:26.000 --> 00:10:27.000]  這是很特別的
[00:10:27.000 --> 00:10:29.000]  當我們看到納約裡面
[00:10:29.000 --> 00:10:30.000]  會講到一些信息
[00:10:30.000 --> 00:10:32.000]  我用紅字標示出來
[00:10:32.000 --> 00:10:36.000]  傳給你的話必不離開你的口
[00:10:36.000 --> 00:10:40.000]  也不離你後裔與你後裔之後裔的口
[00:10:40.000 --> 00:10:43.000]  從今直到永遠
[00:10:43.000 --> 00:10:46.000]  即是講到那一刻成就的時候
[00:10:46.000 --> 00:10:49.000]  那些以色列民族包括後裔
[00:10:49.000 --> 00:10:53.000]  完全可以得到那份福音
[00:10:53.000 --> 00:10:54.000]  得到那份救恩
[00:10:54.000 --> 00:10:57.000]  是不會再失去不會再離開的
[00:10:57.000 --> 00:10:59.000]  包括後裔後裔都是這樣
[00:10:59.000 --> 00:11:01.000]  我們看回耶利米書同樣是這樣說
[00:11:01.000 --> 00:11:04.000]  從小到大都要必認識我
[00:11:04.000 --> 00:11:05.000]  你們不用再教人
[00:11:05.000 --> 00:11:07.000]  你們認識耶和華吧
[00:11:07.000 --> 00:11:08.000]  不用再教小朋友了
[00:11:08.000 --> 00:11:09.000]  那一刻所有的人
[00:11:09.000 --> 00:11:11.000]  他們就完全認識耶和華
[00:11:11.000 --> 00:11:14.000]  是一個很奇妙的時刻
[00:11:14.000 --> 00:11:17.000]  不同現在我們看到以色列的狀況
[00:11:17.000 --> 00:11:19.000]  甚至包括我們教會的狀況
[00:11:19.000 --> 00:11:20.000]  不是這樣的狀況
[00:11:20.000 --> 00:11:22.000]  這裡講的不是那裡的時間
[00:11:22.000 --> 00:11:23.000]  不是現在發生的時間
[00:11:23.000 --> 00:11:24.000]  是將來發生的時間
[00:11:24.000 --> 00:11:25.000]  就像聖經所說的
[00:11:25.000 --> 00:11:28.000]  當有一位救主再來到的時候
[00:11:28.000 --> 00:11:30.000]  這位救主當然是耶穌基督
[00:11:30.000 --> 00:11:33.000]  耶穌基督再次來到我們當中的時間
[00:11:33.000 --> 00:11:36.000]  他就會成就這件很奇妙的事情
[00:11:36.000 --> 00:11:37.000]  很難想像的
[00:11:37.000 --> 00:11:40.000]  現在以色列人猶太人這麼心硬
[00:11:40.000 --> 00:11:41.000]  但是到某一個階段
[00:11:41.000 --> 00:11:45.000]  竟然全家大部分
[00:11:45.000 --> 00:11:47.000]  大部分以色列人都會
[00:11:47.000 --> 00:11:49.000]  好像這裡所說的
[00:11:49.000 --> 00:11:52.000]  會轉變去相信耶穌基督
[00:11:52.000 --> 00:11:53.000]  以此去得救
[00:11:53.000 --> 00:11:55.000]  而且他們不會說會斷的
[00:11:55.000 --> 00:11:56.000]  他們會跟著下去的
[00:11:56.000 --> 00:11:57.000]  永恆的 直到永遠
[00:11:57.000 --> 00:11:58.000]  這是很奇妙的事
[00:11:58.000 --> 00:12:00.000]  所以當那一刻發生的時間
[00:12:00.000 --> 00:12:01.000]  對外邦人來說
[00:12:01.000 --> 00:12:04.000]  都是一個很豐盛很特別的事情
[00:12:04.000 --> 00:12:06.000]  外邦人看到這麼重要的
[00:12:06.000 --> 00:12:08.000]  神的恩典應許是這麼實現的
[00:12:08.000 --> 00:12:10.000]  是何其的美好
[00:12:10.000 --> 00:12:13.000]  這就是講到當時奧秘的情況
[00:12:13.000 --> 00:12:16.000]  接著我用一幅圖畫來
[00:12:16.000 --> 00:12:18.000]  希望表達當中的一個訊息
[00:12:18.000 --> 00:12:21.000]  就是講到神的救英的藍圖
[00:12:21.000 --> 00:12:23.000]  在以色列人和外邦人當中
[00:12:23.000 --> 00:12:25.000]  那種過程是怎樣做的
[00:12:25.000 --> 00:12:27.000]  在當中其實我們看到
[00:12:27.000 --> 00:12:28.000]  剛才所說的是
[00:12:28.000 --> 00:12:31.000]  神與他們納約
[00:12:31.000 --> 00:12:32.000]  他們是指導以色列人
[00:12:32.000 --> 00:12:36.000]  當然神是指導和那些列祖的納約
[00:12:36.000 --> 00:12:39.000]  列祖是包括亞伯拉罕 以撒 雅各
[00:12:39.000 --> 00:12:42.000]  大衛等等那些信心的列祖
[00:12:42.000 --> 00:12:44.000]  其實他們的納約就是
[00:12:44.000 --> 00:12:46.000]  神給他們的應許
[00:12:46.000 --> 00:12:48.000]  這種的應許是不會改變的
[00:12:48.000 --> 00:12:50.000]  即便人會背信
[00:12:50.000 --> 00:12:52.000]  但你的應許是不會改變的
[00:12:52.000 --> 00:12:54.000]  但我們看到耶穌基督完成救英的時候
[00:12:54.000 --> 00:12:56.000]  的確他們是伴逆的
[00:12:56.000 --> 00:12:57.000]  有一部份猶太人
[00:12:57.000 --> 00:12:59.000]  應該說到現在我們看到
[00:12:59.000 --> 00:13:01.000]  大部份猶太人是不信耶穌的
[00:13:01.000 --> 00:13:03.000]  是心硬的
[00:13:03.000 --> 00:13:04.000]  但是有一天
[00:13:04.000 --> 00:13:06.000]  當耶穌基督再來的時候
[00:13:06.000 --> 00:13:08.000]  或者同時間發生
[00:13:08.000 --> 00:13:10.000]  一個外邦人的數目滿足的時候
[00:13:10.000 --> 00:13:12.000]  以色列全家要得救
[00:13:12.000 --> 00:13:14.000]  他在講的就是這個訊息
[00:13:14.000 --> 00:13:16.000]  人會失信
[00:13:16.000 --> 00:13:18.000]  但是神依然是可信的
[00:13:18.000 --> 00:13:20.000]  他不會背棄自己
[00:13:20.000 --> 00:13:22.000]  接著我們看
[00:13:22.000 --> 00:13:24.000]  橄欖樹的比喻
[00:13:24.000 --> 00:13:25.000]  在橄欖樹的比喻之前
[00:13:25.000 --> 00:13:28.000]  有16節這段短短的兩句說話
[00:13:28.000 --> 00:13:30.000]  它說「身面若是聖潔
[00:13:30.000 --> 00:13:32.000]  全團也是聖潔了
[00:13:32.000 --> 00:13:34.000]  樹根若是聖潔
[00:13:34.000 --> 00:13:36.000]  樹枝也是聖潔了」
[00:13:36.000 --> 00:13:38.000]  很明顯這兩句說話
[00:13:38.000 --> 00:13:40.000]  其實兩個比喻是帶同樣的訊息
[00:13:40.000 --> 00:13:42.000]  所以說身面和樹根
[00:13:42.000 --> 00:13:44.000]  應該是指向一樣東西
[00:13:44.000 --> 00:13:46.000]  而全團和樹枝
[00:13:46.000 --> 00:13:48.000]  應該是指向同一樣東西
[00:13:48.000 --> 00:13:52.000]  它們分別代表什麼呢?
[00:13:52.000 --> 00:13:54.000]  當然有不同的觀點
[00:13:54.000 --> 00:13:56.000]  今天我希望講一個比較合理
[00:13:56.000 --> 00:13:58.000]  我覺得是比較合理
[00:13:58.000 --> 00:14:00.000]  和比較符合上下文的理解
[00:14:00.000 --> 00:14:02.000]  的一種解釋
[00:14:02.000 --> 00:14:04.000]  身面根據文素記載
[00:14:04.000 --> 00:14:06.000]  是講到
[00:14:06.000 --> 00:14:08.000]  當以色列人進入迦南的時候
[00:14:08.000 --> 00:14:10.000]  神吩咐以色列人
[00:14:10.000 --> 00:14:12.000]  要將那些初熟的麥子
[00:14:12.000 --> 00:14:14.000]  磨成麵粉
[00:14:14.000 --> 00:14:16.000]  然後做一個餅獻給耶和華
[00:14:16.000 --> 00:14:18.000]  心餅
[00:14:18.000 --> 00:14:20.000]  分別為聖獻給神
[00:14:20.000 --> 00:14:22.000]  以至於其他的麵
[00:14:22.000 --> 00:14:24.000]  都是分別為聖的
[00:14:24.000 --> 00:14:26.000]  一個象徵的意思
[00:14:26.000 --> 00:14:28.000]  這些身面是代表了
[00:14:28.000 --> 00:14:30.000]  整團的麵
[00:14:30.000 --> 00:14:32.000]  但我們要留意
[00:14:32.000 --> 00:14:34.000]  不是因為這些身面
[00:14:34.000 --> 00:14:36.000]  使成團的麵成為聖潔
[00:14:36.000 --> 00:14:38.000]  而是代表了
[00:14:38.000 --> 00:14:40.000]  其他成團麵的聖潔
[00:14:42.000 --> 00:14:44.000]  這是什麼概念呢?
[00:14:44.000 --> 00:14:46.000]  其實以色列人來說
[00:14:46.000 --> 00:14:48.000]  這些身面是代表了
[00:14:48.000 --> 00:14:50.000]  最初被神閲立的
[00:14:50.000 --> 00:14:52.000]  這些以色列的列祖
[00:14:52.000 --> 00:14:54.000]  包括這些信心的列祖
[00:14:54.000 --> 00:14:56.000]  亞巴拉罕、以撒、雅各
[00:14:56.000 --> 00:14:58.000]  等等
[00:14:58.000 --> 00:15:00.000]  神和他們納約
[00:15:00.000 --> 00:15:02.000]  他們是用信心來回應神的應許
[00:15:02.000 --> 00:15:04.000]  所以這些列祖被分別為聖
[00:15:04.000 --> 00:15:06.000]  以至於整個的以色列民
[00:15:06.000 --> 00:15:08.000]  被分別為聖
[00:15:08.000 --> 00:15:10.000]  同樣道理
[00:15:10.000 --> 00:15:12.000]  樹根和樹枝都是同樣的情況
[00:15:12.000 --> 00:15:16.000]  樹根是指這些信心的列祖
[00:15:16.000 --> 00:15:18.000]  而樹枝就是代表
[00:15:18.000 --> 00:15:20.000]  這些以色列的百姓
[00:15:20.000 --> 00:15:22.000]  當然不是說亞巴拉罕
[00:15:22.000 --> 00:15:24.000]  本身有什麼特殊的
[00:15:24.000 --> 00:15:26.000]  聖潔的特性
[00:15:26.000 --> 00:15:28.000]  可以傳給他的後裔
[00:15:28.000 --> 00:15:30.000]  而重申
[00:15:30.000 --> 00:15:32.000]  這些都是因為神的揀選和恩典
[00:15:32.000 --> 00:15:34.000]  亞巴拉罕用信心來回應
[00:15:34.000 --> 00:15:36.000]  這些應許
[00:15:36.000 --> 00:15:38.000]  以至於整體的以色列
[00:15:38.000 --> 00:15:40.000]  的地位
[00:15:40.000 --> 00:15:42.000]  概念就是這樣
[00:15:42.000 --> 00:15:44.000]  保羅是用
[00:15:44.000 --> 00:15:46.000]  橄欖樹的比喻
[00:15:46.000 --> 00:15:48.000]  說到
[00:15:48.000 --> 00:15:50.000]  橄欖樹其實
[00:15:50.000 --> 00:15:52.000]  在舊約裏面
[00:15:52.000 --> 00:15:54.000]  是指向以色列民
[00:15:54.000 --> 00:15:56.000]  耶利米蘇說
[00:15:56.000 --> 00:15:58.000]  從前耶和華給你們起名
[00:15:58.000 --> 00:16:00.000]  叫做青橄欖樹
[00:16:00.000 --> 00:16:02.000]  這個「你」就是指向以色列民
[00:16:02.000 --> 00:16:04.000]  所以以色列民在
[00:16:04.000 --> 00:16:06.000]  舊約觀念裏面
[00:16:06.000 --> 00:16:08.000]  其實都是說到自己的民族
[00:16:08.000 --> 00:16:10.000]  我剛才說
[00:16:10.000 --> 00:16:12.000]  這裡的樹根和樹枝
[00:16:12.000 --> 00:16:14.000]  連接到這個比喻裏面
[00:16:14.000 --> 00:16:16.000]  都是說到樹根就是以色列的列祖
[00:16:16.000 --> 00:16:18.000]  而樹枝就是
[00:16:18.000 --> 00:16:20.000]  整體的以色列的百姓
[00:16:20.000 --> 00:16:22.000]  所以我們會看
[00:16:22.000 --> 00:16:24.000]  裏面比喻說到
[00:16:24.000 --> 00:16:26.000]  有些摺下來的樹枝
[00:16:26.000 --> 00:16:28.000]  是代表在耶穌基督
[00:16:28.000 --> 00:16:30.000]  完成救恩的時候
[00:16:30.000 --> 00:16:32.000]  有些人不信耶穌基督是尼塞亞
[00:16:32.000 --> 00:16:34.000]  所以這些以色民
[00:16:34.000 --> 00:16:36.000]  是被摺下來的樹枝
[00:16:36.000 --> 00:16:38.000]  而外邦人
[00:16:38.000 --> 00:16:40.000]  作為外邦人的整體
[00:16:40.000 --> 00:16:42.000]  是被作為一種野橄欖枝
[00:16:42.000 --> 00:16:44.000]  被摺上
[00:16:44.000 --> 00:16:46.000]  摺在這些樹根
[00:16:46.000 --> 00:16:48.000]  這些信心的列祖身上
[00:16:48.000 --> 00:16:50.000]  以致有同等的信心的基礎
[00:16:50.000 --> 00:16:52.000]  去接受這份恩典
[00:16:52.000 --> 00:16:54.000]  所以可以享用
[00:16:54.000 --> 00:16:56.000]  神給以色列人
[00:16:56.000 --> 00:16:58.000]  所應許的祝福
[00:16:58.000 --> 00:17:00.000]  這些祝福包括什麼呢?
[00:17:00.000 --> 00:17:02.000]  當然是很多方面
[00:17:02.000 --> 00:17:04.000]  基督教所相信的救主
[00:17:04.000 --> 00:17:06.000]  就是耶穌基督,他是一個猶太人
[00:17:06.000 --> 00:17:08.000]  包括我們所信的聖經
[00:17:08.000 --> 00:17:10.000]  舊約是猶太人的聖經
[00:17:10.000 --> 00:17:12.000]  新約很多的聖經作者都是猶太人
[00:17:12.000 --> 00:17:14.000]  所以我們
[00:17:14.000 --> 00:17:16.000]  基督信仰和猶太信仰
[00:17:16.000 --> 00:17:18.000]  有很多連接的地方
[00:17:18.000 --> 00:17:22.000]  接著保羅去警告
[00:17:22.000 --> 00:17:24.000]  這些外邦的信徒
[00:17:24.000 --> 00:17:26.000]  不要自誇,不要自以為
[00:17:26.000 --> 00:17:28.000]  因此他們被
[00:17:28.000 --> 00:17:30.000]  以色列民在信仰的層面
[00:17:30.000 --> 00:17:32.000]  在種族層面
[00:17:32.000 --> 00:17:34.000]  有更加優越的地位
[00:17:34.000 --> 00:17:36.000]  這是特別針對那時
[00:17:36.000 --> 00:17:38.000]  羅馬外邦的信徒對猶太人的歧視
[00:17:38.000 --> 00:17:40.000]  因為那時
[00:17:40.000 --> 00:17:42.000]  猶太人會覺得
[00:17:42.000 --> 00:17:44.000]  猶太人其實在神的
[00:17:44.000 --> 00:17:46.000]  旨意裏面失去了地位
[00:17:46.000 --> 00:17:48.000]  已經
[00:17:48.000 --> 00:17:50.000]  被神永遠的棄絕
[00:17:50.000 --> 00:17:52.000]  保羅說不是
[00:17:52.000 --> 00:17:54.000]  猶太人不會被神永遠的棄絕
[00:17:54.000 --> 00:17:56.000]  保羅更加警告
[00:17:56.000 --> 00:17:58.000]  這些外邦信徒說
[00:17:58.000 --> 00:18:00.000]  若外邦人只是摺上野橄欖枝
[00:18:00.000 --> 00:18:02.000]  靠的是樹根
[00:18:02.000 --> 00:18:04.000]  那些信心的列祖
[00:18:04.000 --> 00:18:06.000]  就是亞伯拉罕
[00:18:06.000 --> 00:18:08.000]  以至於他們可以和
[00:18:08.000 --> 00:18:10.000]  這些以色列人
[00:18:10.000 --> 00:18:12.000]  同享神的應許
