
[00:00:00.000 --> 00:00:02.600]  由我們開始之前,我們一起有個祈禱,好嗎?
[00:03:49.040 --> 00:03:53.120]  如果那件事他們覺得對自己沒有意義或關係
[00:03:53.120 --> 00:03:55.000]  其實他們可以選擇不做
[00:03:55.000 --> 00:03:58.360]  我跟一位年青人聊天時,他說
[00:03:58.360 --> 00:03:59.760]  其實他打算做幾份兼職工作
[00:03:59.760 --> 00:04:01.080]  他剛畢業
[00:04:01.080 --> 00:04:03.520]  但他沒有打算找一份他自己的專業
[00:04:03.520 --> 00:04:05.760]  他正在讀那一科的學工
[00:04:05.760 --> 00:04:07.920]  他在想找幾份兼職工作來做
[00:04:07.920 --> 00:04:09.720]  因為他想他生活中有意義
[00:04:09.720 --> 00:04:11.680]  以及有「Work-Life Balance」
[00:04:11.680 --> 00:04:14.960]  我可以完成工作,賺些錢,然後去旅行
[00:04:14.960 --> 00:04:18.040]  他們的生活模式是有些特別的
[00:04:18.040 --> 00:04:22.800]  「X世代」是1965年至1980年出生的人
[00:04:22.800 --> 00:04:23.920]  他們很特別
[00:04:23.920 --> 00:04:25.840]  看看是否在描繪你
[00:04:25.840 --> 00:04:29.440]  他們是很獨立,很實際,很實幹型
[00:04:29.440 --> 00:04:34.840]  並且有穩定性和忠誠程度
[00:04:34.840 --> 00:04:36.760]  不知道描述得相不相似
[00:04:36.760 --> 00:04:38.920]  然後我們最著名的一代
[00:04:38.920 --> 00:04:39.800]  「嬰兒潮」一代
[00:04:39.800 --> 00:04:42.880]  是1946年至1964年出生的人
[00:04:42.880 --> 00:04:45.800]  他們是戰後出生的人
[00:04:45.800 --> 00:04:47.160]  這一代的特點是
[00:04:47.160 --> 00:04:48.800]  他們很穩重,很有責任感
[00:04:48.800 --> 00:04:51.400]  以及對工作有一份奉獻精神
[00:04:51.400 --> 00:04:53.200]  我想不單止對工作
[00:04:53.200 --> 00:04:57.040]  是對時代、社會、家庭都有奉獻精神
[00:04:57.040 --> 00:04:59.120]  而且他們很特別是
[00:04:59.120 --> 00:05:02.480]  以傳統價值觀為基礎
[00:05:02.480 --> 00:05:07.280]  他們的傳統價值很重要
[00:05:07.280 --> 00:05:10.320]  不知道剛才我所說的描繪裏面
[00:05:10.320 --> 00:05:11.720]  對你來說是否認同
[00:05:11.720 --> 00:05:13.880]  如果你認同你是那一代
[00:05:13.880 --> 00:05:16.040]  而我描繪裏面你都覺得中的話
[00:05:16.040 --> 00:05:18.840]  你都揮一揮手讓我知道
[00:05:18.840 --> 00:05:21.800]  嗯,OK,好,多謝,多謝大家
[00:05:21.800 --> 00:05:24.120]  其實大家有看到
[00:05:24.120 --> 00:05:27.000]  每一代裏面,我們說誇代同行
[00:05:27.000 --> 00:05:29.480]  其實每一代都有每一代的特色
[00:05:29.480 --> 00:05:31.680]  而因為這種特色裏面
[00:05:31.680 --> 00:05:34.600]  其實我們都有一種特別的屬靈的產業
[00:05:34.600 --> 00:05:36.640]  即是我們那一代裏面都有特別的東西
[00:05:36.640 --> 00:05:38.760]  可以傳承給我們下一代
[00:05:38.760 --> 00:05:41.160]  甚或與上一代可以交流
[00:05:41.160 --> 00:05:43.240]  是否同意?
[00:05:43.240 --> 00:05:45.800]  我想不單止在剛才我們所說的
[00:05:45.800 --> 00:05:48.840]  那個時代裏面的人裏面的一個特色
[00:05:48.840 --> 00:05:51.160]  而是我相信信仰的群體
[00:05:51.160 --> 00:05:52.480]  在我們教會裏面
[00:05:52.480 --> 00:05:55.680]  每一代裏面都有很特別的一種
[00:05:55.680 --> 00:05:58.760]  煮給我們一個叫屬靈的產業
[00:05:58.760 --> 00:06:03.600]  我們可以就這樣傳承下去我們下一代
[00:06:03.600 --> 00:06:05.320]  今日我想跟大家說
[00:06:05.320 --> 00:06:10.600]  除了在少許網上的資料裏面
[00:06:10.600 --> 00:06:13.200]  我們知道我們屬於很多不同代
[00:06:13.200 --> 00:06:14.920]  而不同代裏面有不同特色
[00:06:14.920 --> 00:06:17.240]  我們可以互相彼此共認之外
[00:06:17.240 --> 00:06:18.800]  其實在《聖經》裏面
[00:06:18.800 --> 00:06:21.800]  說誇代同行,生命傳承的例子
[00:06:21.800 --> 00:06:25.120]  我想大家都會想到很多不同的代表人物
[00:06:25.120 --> 00:06:27.120]  大家有沒有想到有哪幾個?
[00:06:27.120 --> 00:06:29.680]  想到如果誇代,他們一起同行的
[00:06:29.680 --> 00:06:33.960]  彼此生命傳承的,有哪個?
[00:06:33.960 --> 00:06:34.880]  Yeah?
[00:06:34.880 --> 00:06:37.600]  嗯?
[00:06:37.600 --> 00:06:38.680]  嘩!
[00:06:38.680 --> 00:06:42.240]  童牧師答完所有題目了
[00:06:42.240 --> 00:06:43.960]  大家都會知道
[00:06:43.960 --> 00:06:47.400]  摩西、約書亞、伊利沙、伊利亞
[00:06:47.400 --> 00:06:50.960]  以及可能是阿伯拉罕和以撒的父子關係
[00:06:50.960 --> 00:06:52.400]  而我今日所說
[00:06:52.400 --> 00:06:57.000]  我想跟大家說新約的一對人物
[00:06:57.000 --> 00:06:58.720]  保羅和提摩太
[00:06:58.720 --> 00:07:00.120]  他們的同行關係
[00:07:00.120 --> 00:07:03.360]  他們有一個很特別的同行關係
[00:07:03.360 --> 00:07:06.840]  稍後我會看幾段來自提摩太前書
[00:07:06.840 --> 00:07:09.280]  和提摩太後書裏面的經文
[00:07:09.280 --> 00:07:12.840]  而經文裏面是借著提摩太和保羅那份
[00:07:12.840 --> 00:07:15.600]  他們彼此之間的那份互動關係
[00:07:15.600 --> 00:07:17.240]  讓我們更加明白
[00:07:17.240 --> 00:07:19.920]  其實為何要誇代同行的重要
[00:07:19.920 --> 00:07:23.880]  以及生命傳承的意義在哪裏
[00:07:23.880 --> 00:07:27.480]  在提摩太前後書裏面的內容當中
[00:07:27.480 --> 00:07:29.680]  其實就很能夠看到
[00:07:29.680 --> 00:07:31.720]  這兩代,其實是兩代
[00:07:31.720 --> 00:07:34.320]  兩代同行和生命互動的關係
[00:07:34.320 --> 00:07:38.600]  在一個神學家Thomas Akrona
[00:07:38.600 --> 00:07:44.240]  他在一本他寫提摩太前後書的瑞倫裏面
[00:07:44.240 --> 00:07:46.840]  他寫了這段說話
[00:07:46.840 --> 00:07:48.000]  他就說
[00:07:48.000 --> 00:07:49.560]  他,即是保羅
[00:07:49.560 --> 00:07:52.480]  保羅在提摩太前書裏面
[00:07:52.480 --> 00:07:56.680]  已經將教會的組織體制教導提摩太
[00:07:56.680 --> 00:07:58.080]  而他亦在後書裏面
[00:07:58.080 --> 00:08:01.320]  就論到有關牧養的照顧問題
[00:08:01.320 --> 00:08:04.600]  這應當是極其重大的職責
[00:08:04.600 --> 00:08:08.200]  牧者謂牧養羊群
[00:08:08.200 --> 00:08:10.640]  甚至去甘願殉道
[00:08:10.640 --> 00:08:12.920]  Thomas Akrona這位神學家裏面
[00:08:12.920 --> 00:08:15.040]  他講提摩太前後書
[00:08:15.040 --> 00:08:17.320]  保羅做了兩件事
[00:08:17.320 --> 00:08:18.440]  第一件事就是
[00:08:18.440 --> 00:08:19.760]  他將前書裏面
[00:08:19.760 --> 00:08:21.720]  就講一些教會的組織體制
[00:08:21.720 --> 00:08:23.600]  教導提摩太
[00:08:23.600 --> 00:08:24.840]  而後書裏面
[00:08:24.840 --> 00:08:27.720]  他就是關於一些牧養的照顧問題
[00:08:27.720 --> 00:08:30.280]  就與提摩太去分享
[00:08:30.280 --> 00:08:31.480]  那麼我自己想
[00:08:31.480 --> 00:08:34.400]  當大家如果有看過提摩太前後書的時候
[00:08:34.400 --> 00:08:37.320]  其實除了這些教會的組織架構
[00:08:37.320 --> 00:08:40.040]  或者有關牧養的照顧問題之外
[00:08:40.040 --> 00:08:43.680]  其實如果熟悉這兩段書的內容
[00:08:43.680 --> 00:08:47.080]  其實除了這些實務上的內容之外
[00:08:47.080 --> 00:08:49.200]  其實我們從書信的內容裏面
[00:08:49.200 --> 00:08:50.520]  亦都會看到
[00:08:50.520 --> 00:08:52.360]  保羅和提摩太
[00:08:52.360 --> 00:08:55.280]  他有三個同行關係
[00:08:55.280 --> 00:08:56.480]  包括什麼呢
[00:08:56.480 --> 00:09:01.520]  就是屬靈的父親、師徒的關係
[00:09:01.520 --> 00:09:03.200]  以及一個同工的關係
[00:09:03.200 --> 00:09:06.080]  等下我會在未來的經文裏面
[00:09:06.080 --> 00:09:07.800]  會和大家分享
[00:09:07.800 --> 00:09:09.960]  首先講一下提摩太是一個什麼人
[00:09:09.960 --> 00:09:12.680]  recap大家對他有少許的印象
[00:09:12.680 --> 00:09:16.320]  提摩太是住在路斯德的一個年輕信徒
[00:09:16.320 --> 00:09:17.640]  他父親是希臘人
[00:09:17.640 --> 00:09:20.640]  而母親尤利基是信主的猶太人
[00:09:20.640 --> 00:09:21.960]  而保羅和他認識
[00:09:21.960 --> 00:09:24.360]  就在第一次宣教旅程當中認識
[00:09:24.360 --> 00:09:28.240]  然後在第二、第三次保羅的宣教旅程當中
[00:09:28.240 --> 00:09:32.760]  提摩太亦和他一起參與這個宣教旅程
[00:09:32.760 --> 00:09:37.120]  而他除了母親是一個信主的猶太人之外
[00:09:37.120 --> 00:09:41.040]  他的外祖母羅兒亦都信了基督
[00:09:41.040 --> 00:09:45.920]  在提摩太後書一章五節裏面有提到他的婆婆
[00:09:45.920 --> 00:09:51.760]  而且這次提摩太從小就會明白聖經的道理
[00:09:51.760 --> 00:09:55.680]  另外,在《使徒行傳》十六章二節裏面
[00:09:55.680 --> 00:09:59.120]  又提到這個年輕人的信徒無異
[00:09:59.120 --> 00:10:03.120]  在路斯德和爾戈廉的帝宣都會稱讚他
[00:10:03.120 --> 00:10:04.680]  欣賞他的生命
[00:10:04.680 --> 00:10:05.880]  他雖然是一個年輕人
[00:10:05.880 --> 00:10:07.680]  一個年輕的信徒
[00:10:07.680 --> 00:10:11.200]  但是他在當中是受人稱讚的
[00:10:11.200 --> 00:10:13.000]  所以我們亦都不明白
[00:10:13.000 --> 00:10:16.640]  為何保羅會看中這個年輕人
[00:10:16.640 --> 00:10:18.680]  而這個年輕人又繼續和他同行
[00:10:18.680 --> 00:10:24.160]  和扶持他生命的成長,和他一起去參與兩次宣教旅程
[00:10:24.160 --> 00:10:28.080]  並且在提摩太前後書特別寫給他
[00:10:28.080 --> 00:10:32.960]  教他在教會裏面的運作、體制和模樣的問題
[00:10:32.960 --> 00:10:35.320]  甚至在書信當中你都會見到
[00:10:35.320 --> 00:10:40.520]  他們生命同行的那種連結、互動的關係
[00:10:40.520 --> 00:10:46.240]  可想而知,當我們在不同的聖經經文裏面
[00:10:46.240 --> 00:10:47.720]  見到提摩太的生命
[00:10:47.720 --> 00:10:50.200]  的確他真的有吸引人之處
[00:10:50.200 --> 00:10:52.360]  而因為這種吸引人之處
[00:10:52.360 --> 00:10:56.160]  亦都讓師徒關係更顯得
[00:10:56.160 --> 00:10:59.800]  他能夠成為保羅的左右手
[00:10:59.800 --> 00:11:04.240]  而在他宣教的旅程當中成為他的幫助
[00:11:04.240 --> 00:11:06.040]  剛才我所說
[00:11:06.040 --> 00:11:08.760]  提摩太和保羅的關係有三個關係
[00:11:08.760 --> 00:11:12.720]  第一個關係就是淑寧的父親
[00:11:12.720 --> 00:11:14.320]  這句說話不是我說的
[00:11:14.320 --> 00:11:16.560]  是在經文裏面已經有提到
[00:11:16.560 --> 00:11:19.000]  在提摩太前書一章二節
[00:11:19.000 --> 00:11:23.800]  他稱提摩太為「我淑寧的真兒子」
[00:11:23.800 --> 00:11:29.120]  這真是保羅在書信當中形容提摩太
[00:11:29.120 --> 00:11:32.800]  他是他淑寧的真兒子
[00:11:32.800 --> 00:11:34.760]  剛才我介紹提摩太
[00:11:34.760 --> 00:11:36.560]  他的父親是希臘人
[00:11:36.560 --> 00:11:38.640]  聖經沒有提到他究竟是否基督徒
[00:11:38.640 --> 00:11:40.680]  他有提到他的母親和外祖母
[00:11:40.680 --> 00:11:42.800]  即是外婆是基督徒
[00:11:42.800 --> 00:11:46.400]  但他沒有提到父親的信仰情況
[00:11:46.400 --> 00:11:50.360]  但是保羅能夠在這個位置裏面
[00:11:50.360 --> 00:11:54.160]  捕捉提摩太成為他的淑寧的父親
[00:11:54.160 --> 00:11:59.240]  而提摩太亦是保羅的淑寧的真兒子
[00:11:59.240 --> 00:12:02.040]  我不知道大家有沒有留意
[00:12:02.040 --> 00:12:03.480]  在教會群體裏面
[00:12:03.480 --> 00:12:05.600]  有沒有一些年輕人
[00:12:05.600 --> 00:12:07.440]  他的父母未信主
[00:12:07.440 --> 00:12:09.200]  甚至可能他的父母信了主
[00:12:09.200 --> 00:12:13.320]  但可能外祖追求主的心沒有那麼熱切
[00:12:13.320 --> 00:12:19.560]  以致他很難找到一個淑寧長輩的模樣去跟從
[00:12:19.560 --> 00:12:22.080]  不知道大家有沒有
[00:12:22.080 --> 00:12:24.240]  有沒有浮在你身邊
[00:12:24.240 --> 00:12:27.800]  你看到的下一代
[00:12:27.800 --> 00:12:29.360]  剛才你知道自己是哪一代
[00:12:29.360 --> 00:12:33.240]  下一代不代表只是年輕人和兒童
[00:12:33.240 --> 00:12:34.640]  其實有很多下一代
[00:12:34.640 --> 00:12:36.520]  主要是我們的下一代
[00:12:36.520 --> 00:12:40.640]  其實他可能很想找一個淑寧的模範
[00:12:40.640 --> 00:12:41.720]  或者淑寧的榜樣
[00:12:41.720 --> 00:12:46.920]  讓他可以跟隨如何成為一個真基督徒
[00:12:46.920 --> 00:12:49.480]  我想與大家分享一個故事
[00:12:49.480 --> 00:12:51.480]  在我自己的慕容當中
[00:12:51.480 --> 00:12:54.760]  我初初畢業出來
[00:12:54.760 --> 00:12:57.840]  我看教會裏面一信主的時候
[00:12:57.840 --> 00:12:59.000]  我就做兒童導師
[00:12:59.000 --> 00:13:01.440]  在兒童導師裏面
[00:13:01.440 --> 00:13:03.000]  我認識了一個小孩
[00:13:03.000 --> 00:13:04.280]  他三歲
[00:13:04.280 --> 00:13:07.160]  他三歲就來了香港居住
[00:13:07.160 --> 00:13:09.280]  他跟祖母一起居住
[00:13:09.280 --> 00:13:11.800]  因為他父母都在國內
[00:13:11.800 --> 00:13:13.800]  因為他在香港讀書
[00:13:13.800 --> 00:13:16.240]  他父母覺得在香港讀書比較好
[00:13:16.240 --> 00:13:19.840]  所以就交了他給他的祖母去照顧
[00:13:19.840 --> 00:13:23.680]  祖母因著一些聚會回到教會
[00:13:23.680 --> 00:13:24.640]  又信了耶穌
[00:13:24.640 --> 00:13:28.360]  由三歲開始回到教會
[00:13:28.360 --> 00:13:30.720]  但是祖母又會連長
[00:13:30.720 --> 00:13:32.520]  終於有一天他回到天家
[00:13:32.520 --> 00:13:35.040]  孩子就留在香港
[00:13:35.040 --> 00:13:37.360]  他父母繼續叫他留在香港
[00:13:37.360 --> 00:13:40.840]  然後孩子就住在家舍
[00:13:40.840 --> 00:13:43.440]  但是很特別的地方是
[00:13:43.440 --> 00:13:46.120]  有一個即稱的弟兄
[00:13:46.120 --> 00:13:47.440]  見到這個孩子
[00:13:47.440 --> 00:13:48.680]  他很有憐憫的心
[00:13:48.680 --> 00:13:50.440]  然後就一直帶著他
[00:13:50.440 --> 00:13:51.800]  其實帶著他很簡單
[00:13:51.800 --> 00:13:54.040]  其實是帶他接送到家舍
[00:13:54.040 --> 00:13:56.520]  回家舍、回教會
[00:13:56.520 --> 00:13:59.160]  年復年日這樣去做
[00:13:59.160 --> 00:14:03.880]  甚至他好像照顧他好像弟弟
[00:14:03.880 --> 00:14:06.320]  或者是兒子那樣看
[00:14:06.320 --> 00:14:09.360]  雖然當時他只是即稱一個年紀
[00:14:09.360 --> 00:14:11.600]  他的小朋友我記得他說
[00:14:11.600 --> 00:14:13.720]  他數學比較好
[00:14:13.720 --> 00:14:16.400]  他初中的時候參加奧數比賽的時候
[00:14:16.400 --> 00:14:19.720]  是由這個即稱的哥哥帶他去參加比賽場地
[00:14:19.720 --> 00:14:21.160]  去參加比賽
[00:14:21.160 --> 00:14:24.720]  可想而知其實那份生命的同行
[00:14:24.720 --> 00:14:27.280]  讓這個孩子繼續在教會成長
[00:14:27.280 --> 00:14:29.080]  他今天已經二十歲了
[00:14:29.080 --> 00:14:31.040]  上星期我在教會見到他
[00:14:31.040 --> 00:14:32.160]  他已經出來了
[00:14:32.160 --> 00:14:33.160]  因為已經過了十八歲
[00:14:33.160 --> 00:14:37.120]  他已經出來了一些青年女社裏面自己住
[00:14:37.120 --> 00:14:39.840]  但是他仍然在教會裏面成長
[00:14:39.840 --> 00:14:42.440]  他仍然在教會裏面成為領袖
[00:14:42.440 --> 00:14:44.160]  就是因為這個
[00:14:44.160 --> 00:14:48.920]  我相信教會的牧者、導師重要
[00:14:48.920 --> 00:14:52.320]  但是這個即稱的弟兄
[00:14:52.320 --> 00:14:54.600]  他能夠這樣扶持他成長
[00:14:54.600 --> 00:14:56.000]  只要帶他上學、放學
[00:14:56.000 --> 00:14:57.600]  或者帶他回教會
[00:14:57.600 --> 00:14:59.400]  其實就這樣塑造一個孩子
[00:14:59.400 --> 00:15:02.680]  仍然今天他仍然留在教會當中
[00:15:02.680 --> 00:15:06.240]  弟兄姊妹,我想你默想一下
[00:15:06.240 --> 00:15:10.120]  你身邊有沒有一些需要的小弟兄、小姊妹
[00:15:10.120 --> 00:15:14.520]  可以成為他們的淑齡父母呢?
[00:15:14.520 --> 00:15:18.560]  可以守望他們在教會裏面成長呢?
[00:15:18.560 --> 00:15:22.800]  這個很重要
[00:15:22.800 --> 00:15:24.360]  作為師傅的可以有很多
[00:15:24.360 --> 00:15:27.400]  但是為父的不多
[00:15:27.400 --> 00:15:29.000]  但願意我們有個心
[00:15:29.000 --> 00:15:31.960]  成為我們下一代的淑齡長輩
[00:15:31.960 --> 00:15:33.320]  淑齡的叔叔、叔叔
[00:15:33.320 --> 00:15:34.840]  淑齡的姊姊、哥哥
[00:15:34.840 --> 00:15:38.640]  讓他們繼續在教會當中成長
[00:15:38.640 --> 00:15:42.000]  第二個關係是師徒關係
[00:15:42.000 --> 00:15:45.440]  在提摩太后書三章十至十一節
[00:15:45.440 --> 00:15:49.480]  剛才大家都跟主席讀過
[00:15:49.480 --> 00:15:53.240]  保羅說提摩太已經服從了他的教訓
[00:15:53.240 --> 00:15:58.360]  品行、志向、信心、寬容、愛心、忍耐
[00:15:58.360 --> 00:16:05.200]  以及他在爾戈廉和路斯德裏面所受的逼迫
[00:16:05.200 --> 00:16:09.280]  提摩太看到,服從了,跟從了
[00:16:09.280 --> 00:16:15.960]  保羅成為提摩太的一個示範者
[00:16:15.960 --> 00:16:19.400]  他在師父和徒弟的關係裏面
[00:16:19.400 --> 00:16:21.760]  保羅示範了一個成熟的服侍者
[00:16:21.760 --> 00:16:24.160]  應有的樣式是怎樣的
[00:16:24.160 --> 00:16:25.960]  而經文亦都提到
[00:16:25.960 --> 00:16:28.400]  是保羅從他口中說
[00:16:28.400 --> 00:16:31.000]  提摩太你已經服從了我的教訓
[00:16:31.000 --> 00:16:37.160]  我的品行、志向、信心、寬容、愛心、忍耐
[00:16:37.160 --> 00:16:38.840]  保羅做了
[00:16:38.840 --> 00:16:41.200]  保羅在他面前示範了
[00:16:41.200 --> 00:16:43.520]  提摩太學了
[00:16:43.520 --> 00:16:44.840]  他服從了
[00:16:44.840 --> 00:16:46.480]  跟隨了
[00:16:46.480 --> 00:16:49.000]  所以我們剛才有一段經文
[00:16:49.000 --> 00:16:51.440]  在《仕途行傳》十六章二節裏面說
[00:16:51.440 --> 00:16:55.880]  路斯德和爾戈廉的弟兄都稱讚提摩太
[00:16:55.880 --> 00:17:00.400]  他的信無異
[00:17:00.400 --> 00:17:02.160]  原來這個仕途關係裏面
[00:17:02.160 --> 00:17:04.680]  就是那時彼此的互動
[00:17:04.680 --> 00:17:08.000]  他怎樣做
[00:17:08.000 --> 00:17:09.400]  提摩太照跟
[00:17:09.400 --> 00:17:11.000]  並且服從了
[00:17:11.000 --> 00:17:14.040]  這是第二個跟提摩太的關係
[00:17:14.040 --> 00:17:15.280]  保羅跟提摩太
[00:17:15.280 --> 00:17:16.960]  第一個是素寧的父親
[00:17:16.960 --> 00:17:18.280]  第二個是仕途關係
[00:17:18.280 --> 00:17:20.240]  第三個是同工的關係
[00:17:20.240 --> 00:17:23.600]  在《羅馬書》十六章二十一節裏面說
[00:17:23.600 --> 00:17:27.560]  這個也是保羅在羅馬書裏面寫的
[00:17:27.560 --> 00:17:28.080]  他說
[00:17:28.080 --> 00:17:30.200]  與我同工的提摩太
[00:17:30.200 --> 00:17:31.320]  和我的親屬
[00:17:31.320 --> 00:17:36.240]  路求、爺孫、索西、巴德、文利門的安
[00:17:36.240 --> 00:17:37.960]  這個時候
[00:17:37.960 --> 00:17:42.840]  其實當保羅讚寫羅馬書的時候
[00:17:42.840 --> 00:17:44.040]  提摩太的身份
[00:17:44.040 --> 00:17:45.440]  已經由仕途的關係
[00:17:45.440 --> 00:17:47.600]  變成了作為同工的關係
[00:17:47.600 --> 00:17:51.920]  去參與兩次保羅的宣教旅程
[00:17:51.920 --> 00:17:56.640]  所以保羅不單是提摩太的素寧的父親
[00:17:56.640 --> 00:17:58.760]  不單是他生命的師父
[00:17:58.760 --> 00:18:01.760]  更是在那個時候
[00:18:01.760 --> 00:18:06.720]  成為了並肩作戰的同工夥伴
[00:18:06.720 --> 00:18:07.640]  我深信
[00:18:07.640 --> 00:18:09.840]  當保羅寫這句話的時候
[00:18:09.840 --> 00:18:11.080]  他一定很開心
[00:18:11.080 --> 00:18:14.440]  見著這個年輕人的長大
[00:18:14.440 --> 00:18:15.520]  而直到今天
[00:18:15.520 --> 00:18:20.240]  成為了他的同工夥伴
[00:18:20.240 --> 00:18:23.480]  我在二十九年前第一次去教主修學的時候
[00:18:23.480 --> 00:18:25.080]  有一個年輕人
[00:18:25.080 --> 00:18:26.880]  那時候我教小六
[00:18:26.880 --> 00:18:28.280]  我教高小班的
[00:18:28.280 --> 00:18:28.960]  他小六
[00:18:28.960 --> 00:18:29.960]  他個子很大
[00:18:29.960 --> 00:18:32.400]  他從大陸過來的
[00:18:32.400 --> 00:18:34.240]  見到他的樣子時害羞
[00:18:34.240 --> 00:18:36.960]  但因為他的年紀並不是十二歲
[00:18:36.960 --> 00:18:38.360]  因為他從大陸過來
[00:18:38.360 --> 00:18:39.600]  他的英文要追回來
[00:18:39.600 --> 00:18:41.840]  所以他好像大約十四歲的時候
[00:18:41.840 --> 00:18:44.400]  還在讀小學的時候
