
[00:00:00.000 --> 00:00:02.860]  主要給我們的心、我們的靈向祢降服
[00:01:58.580 --> 00:02:00.480]  所有人都懂得說感恩
[00:02:00.480 --> 00:02:01.420]  所以就沒什麼
[00:02:01.420 --> 00:02:03.080]  但是
[00:02:03.080 --> 00:02:04.760]  懂得說感恩
[00:02:04.760 --> 00:02:06.620]  就未必懂得感恩
[00:02:06.620 --> 00:02:07.920]  大家明白我說什麼吧
[00:02:07.920 --> 00:02:09.960]  懂得說感恩
[00:02:09.960 --> 00:02:12.960]  未必真的懂得感恩
[00:02:12.960 --> 00:02:15.160]  不懂得感恩的人是怎樣
[00:02:15.160 --> 00:02:18.700]  有些專家就這樣作出研究
[00:02:18.700 --> 00:02:20.360]  歸納了四點
[00:02:20.360 --> 00:02:23.600]  不懂得感恩的人有以下的特點
[00:02:23.600 --> 00:02:24.740]  第一特點就是
[00:02:24.740 --> 00:02:27.200]  這些人很喜歡去比較
[00:02:27.200 --> 00:02:29.080]  很喜歡去踐踏
[00:02:29.080 --> 00:02:31.380]  踩人去抬高自己
[00:02:31.380 --> 00:02:32.220]  第二個特點就是
[00:02:32.220 --> 00:02:33.480]  不懂得感恩的人
[00:02:33.480 --> 00:02:34.980]  是很喜歡去投訴
[00:02:34.980 --> 00:02:36.220]  很喜歡去埋怨
[00:02:36.220 --> 00:02:38.360]  很喜歡去批評指責
[00:02:38.360 --> 00:02:40.020]  第三個特點就是
[00:02:40.020 --> 00:02:41.480]  不懂得感恩的人
[00:02:41.480 --> 00:02:43.120]  是容易妒忌
[00:02:43.120 --> 00:02:44.000]  眼紅
[00:02:44.000 --> 00:02:45.600]  並且淪陷
[00:02:45.600 --> 00:02:47.060]  第四種特點
[00:02:47.060 --> 00:02:48.320]  就是不懂得感恩的人
[00:02:48.320 --> 00:02:51.400]  很容易忘恩負義
[00:02:51.400 --> 00:02:54.260]  懂得感恩的人又怎樣呢
[00:02:54.260 --> 00:02:56.100]  有一個著名的心理學家
[00:02:56.100 --> 00:02:57.880]  艾曼斯
[00:02:57.880 --> 00:03:00.000]  Robert Enmors
[00:03:00.000 --> 00:03:02.140]  他曾經做過一個很詳細
[00:03:02.140 --> 00:03:03.740]  很多年的研究
[00:03:03.740 --> 00:03:05.680]  他的研究最後發現
[00:03:05.680 --> 00:03:07.680]  懂得感恩的人
[00:03:07.680 --> 00:03:10.080]  有享受三個好處
[00:03:10.080 --> 00:03:11.080]  第一個好處
[00:03:11.080 --> 00:03:13.360]  就是這些人的正面情緒
[00:03:13.360 --> 00:03:15.220]  是比一般人強的
[00:03:15.220 --> 00:03:16.160]  他對生活
[00:03:16.160 --> 00:03:18.160]  對其他人的滿意程度
[00:03:18.160 --> 00:03:20.320]  是大很多的
[00:03:20.320 --> 00:03:22.600]  第二個他能夠享受的好處
[00:03:22.600 --> 00:03:24.160]  就是他身體疾病
[00:03:24.160 --> 00:03:26.740]  特別是免疫系統的疾病
[00:03:26.740 --> 00:03:28.560]  是明顯地減少
[00:03:28.560 --> 00:03:30.440]  並且這些人的睡眠質素
[00:03:30.440 --> 00:03:32.140]  是比一般人高的
[00:03:32.140 --> 00:03:33.340]  是好的
[00:03:33.340 --> 00:03:34.880]  第三個特點
[00:03:34.880 --> 00:03:36.380]  就是這些人
[00:03:36.380 --> 00:03:37.980]  很容易跟別人建立一個
[00:03:37.980 --> 00:03:40.320]  真正的良好關係
[00:03:40.320 --> 00:03:45.120]  並且他們很少有孤單的感覺
[00:03:45.120 --> 00:03:48.760]  以下我們講馬太福音二十章
[00:03:48.760 --> 00:03:50.160]  一至十六節裡面
[00:03:50.160 --> 00:03:51.360]  有一班人
[00:03:51.360 --> 00:03:53.660]  不是很懂得感恩
[00:03:53.660 --> 00:03:56.260]  等下我們先讀這段聖經
[00:03:56.260 --> 00:03:58.760]  第一組的聖經二十章一至七節
[00:03:58.760 --> 00:04:00.060]  等下我們一起讀
[00:04:00.060 --> 00:04:01.300]  一二三
[00:04:01.300 --> 00:04:04.040]  因為天國好將家主
[00:04:04.040 --> 00:04:06.400]  清早出去顧人
[00:04:06.400 --> 00:04:09.040]  進他的葡萄園作工
[00:04:09.040 --> 00:04:10.940]  和工人講定
[00:04:10.940 --> 00:04:13.320]  一天一錢銀紙
[00:04:13.320 --> 00:04:16.920]  就打發他們進葡萄園去
[00:04:16.920 --> 00:04:18.820]  約在至初出去
[00:04:18.820 --> 00:04:23.160]  看見市上還有閒暫的人
[00:04:23.160 --> 00:04:24.920]  就對他們說
[00:04:24.920 --> 00:04:27.320]  你們也進葡萄園去
[00:04:27.320 --> 00:04:28.760]  所當給的
[00:04:28.760 --> 00:04:30.500]  我必給你們
[00:04:30.500 --> 00:04:33.040]  他們也進去了
[00:04:33.040 --> 00:04:36.340]  約在午正和新初又出去
[00:04:36.340 --> 00:04:38.800]  也是這樣行
[00:04:38.800 --> 00:04:40.780]  約在有初出去
[00:04:40.780 --> 00:04:43.280]  看見還有人站在那裡
[00:04:43.280 --> 00:04:45.080]  就問他們說
[00:04:45.080 --> 00:04:48.620]  你們為什麼整天在這裡閒站呢
[00:04:48.620 --> 00:04:49.580]  他們說
[00:04:49.580 --> 00:04:52.220]  因為沒有人顧我們
[00:04:52.220 --> 00:04:56.920]  他說你們也進去葡萄園去
[00:04:56.920 --> 00:05:00.020]  在耶穌時代的巴勒斯坦
[00:05:00.020 --> 00:05:02.400]  種葡萄的人
[00:05:02.400 --> 00:05:05.360]  他會等到葡萄熟透了
[00:05:05.360 --> 00:05:06.560]  然後才摘
[00:05:06.560 --> 00:05:07.060]  為什麼呢
[00:05:07.060 --> 00:05:09.400]  因為賣得更高的價錢
[00:05:09.400 --> 00:05:12.800]  所以他們會等到那個時間
[00:05:12.800 --> 00:05:19.040]  大約每年的九月中至九月尾
[00:05:19.040 --> 00:05:20.880]  要等到那個時間
[00:05:20.880 --> 00:05:23.820]  在很短的時間去採摘
[00:05:23.820 --> 00:05:26.220]  大家可以數數十多天
[00:05:26.220 --> 00:05:28.620]  為什麼會在這個時間不久呢
[00:05:28.620 --> 00:05:31.320]  因為十月初就開始降秋雨
[00:05:31.320 --> 00:05:33.900]  就是聖經裏面秋雨之福的秋雨
[00:05:33.900 --> 00:05:34.960]  降秋雨之後
[00:05:34.960 --> 00:05:38.000]  那些葡萄淋濕了就很容易腐爛
[00:05:38.000 --> 00:05:40.560]  所以很短的時間
[00:05:40.560 --> 00:05:43.540]  那些園主就會招聘大量的臨時工
[00:05:43.540 --> 00:05:47.480]  進去葡萄園去採摘葡萄
[00:05:47.480 --> 00:05:48.940]  所以很短的時間
[00:05:48.940 --> 00:05:50.940]  耶穌講這個例子
[00:05:50.940 --> 00:05:56.580]  就是用這個事當時的情況做背景
[00:05:56.580 --> 00:06:02.120]  當時一天的工時是十二小時
[00:06:02.120 --> 00:06:03.160]  即是一刻鐘
[00:06:03.160 --> 00:06:05.660]  由清晨的六點鐘
[00:06:05.660 --> 00:06:08.160]  去到黃昏的六點鐘
[00:06:08.160 --> 00:06:10.140]  所以剛才讀的聖經裏面
[00:06:10.140 --> 00:06:14.940]  有五批工人分別先後進去葡萄園的工作
[00:06:14.940 --> 00:06:17.440]  第一批就是清晨的六點鐘
[00:06:17.440 --> 00:06:20.180]  第二批是早上九點鐘
[00:06:20.180 --> 00:06:23.980]  第三批是剛剛正午的時候
[00:06:23.980 --> 00:06:28.180]  第四批是下午三點鐘
[00:06:28.180 --> 00:06:30.780]  第五批就是五點鐘
[00:06:30.780 --> 00:06:35.060]  大家知道大家有不同的工作時間
[00:06:35.060 --> 00:06:36.560]  不同的先後
[00:06:36.560 --> 00:06:39.160]  但是大家一起六點鐘收工
[00:06:39.160 --> 00:06:41.760]  所以如果以我們現在
[00:06:41.760 --> 00:06:44.500]  那些多勞多得現在管理的原則
[00:06:44.500 --> 00:06:45.540]  就是理論上
[00:06:45.540 --> 00:06:48.200]  越長時間工作就越多工資
[00:06:48.200 --> 00:06:49.400]  這個是很合理
[00:06:49.400 --> 00:06:51.040]  我們現在覺得很合理
[00:06:51.040 --> 00:06:52.940]  但結果不是
[00:06:52.940 --> 00:06:54.540]  無論你的工作時間長
[00:06:54.540 --> 00:06:56.040]  工作時間短
[00:06:56.040 --> 00:06:58.920]  都是一樣拿一個銀幣
[00:06:58.920 --> 00:07:02.420]  於是就引起一班工人的不滿
[00:07:02.420 --> 00:07:05.480]  產生好像勞資糾紛那樣的東西
[00:07:05.480 --> 00:07:07.480]  我們看看那件事發生是怎樣
[00:07:07.480 --> 00:07:09.960]  《馬太福音》二十章八至十二節
[00:07:09.960 --> 00:07:10.560]  我們一起讀
[00:07:10.560 --> 00:07:11.720]  一二三
[00:07:11.720 --> 00:07:13.100]  到了晚上
[00:07:13.100 --> 00:07:15.220]  原主對管事的說
[00:07:15.220 --> 00:07:19.000]  叫工人都來給他們工錢
[00:07:19.000 --> 00:07:23.700]  從後來的起到先來的為止
[00:07:23.700 --> 00:07:27.240]  若在有初僱的人來了
[00:07:27.240 --> 00:07:30.220]  各人得了一錢銀紙
[00:07:30.220 --> 00:07:32.620]  及至那先僱的來了
[00:07:32.620 --> 00:07:35.180]  他們以為必要多得
[00:07:35.180 --> 00:07:38.120]  誰知也是各得一錢
[00:07:38.120 --> 00:07:39.080]  繼續
[00:07:39.080 --> 00:07:42.220]  他們得了就埋怨家主說
[00:07:42.220 --> 00:07:45.220]  我們整天勞苦受熱
[00:07:45.220 --> 00:07:48.460]  後來的只做了一小時
[00:07:48.460 --> 00:07:52.940]  你竟叫他們和我們一樣嗎?
[00:07:52.940 --> 00:07:54.740]  他們在說什麼?
[00:07:54.740 --> 00:07:57.740]  我們做了一整天
[00:07:57.740 --> 00:07:59.500]  日曬雨淋
[00:07:59.500 --> 00:08:01.440]  身水身汗
[00:08:01.440 --> 00:08:03.140]  沒有工也有勞
[00:08:03.140 --> 00:08:04.780]  你竟然這樣待我們
[00:08:04.780 --> 00:08:06.780]  和他們一樣
[00:08:06.780 --> 00:08:08.680]  大家一邊看的時候
[00:08:08.680 --> 00:08:09.880]  用我們的眼光
[00:08:09.880 --> 00:08:11.020]  用我們的角度看
[00:08:11.020 --> 00:08:13.520]  原主不是很合理
[00:08:13.520 --> 00:08:17.620]  他完全不明白現代資本主義的概念
[00:08:17.620 --> 00:08:20.360]  管理學的原則
[00:08:20.360 --> 00:08:22.360]  如果他不是不明白
[00:08:22.360 --> 00:08:24.160]  他一定會花錢
[00:08:24.160 --> 00:08:27.440]  一定是利益輸送
[00:08:27.440 --> 00:08:29.200]  但他還大條道理
[00:08:29.200 --> 00:08:30.240]  在和工人說
[00:08:30.240 --> 00:08:31.240]  我們看看怎樣大條道理
[00:08:31.240 --> 00:08:33.240]  二十章十三至十五節
[00:08:33.240 --> 00:08:33.840]  我們一起讀
[00:08:33.840 --> 00:08:35.040]  一二三
[00:08:35.040 --> 00:08:37.740]  家主回答其中的一人說
[00:08:37.740 --> 00:08:38.540]  朋友
[00:08:38.540 --> 00:08:40.320]  我不虧負你
[00:08:40.320 --> 00:08:44.480]  你與我說定的不是一錢銀子嗎?
[00:08:44.480 --> 00:08:46.120]  你的酒吧
[00:08:46.120 --> 00:08:50.260]  我給那後來的和你一樣
[00:08:50.260 --> 00:08:51.920]  這是我的意願
[00:08:51.920 --> 00:08:56.460]  我的東西難道不可隨我的意思用嗎?
[00:08:56.460 --> 00:08:58.460]  因為我作好人
[00:08:58.460 --> 00:09:00.740]  你就紅了眼嗎?
[00:09:00.740 --> 00:09:02.340]  主人說的是什麼?
[00:09:02.340 --> 00:09:03.600]  朋友
[00:09:03.600 --> 00:09:05.400]  我現在沒有佔你便宜
[00:09:05.400 --> 00:09:06.540]  一開始
[00:09:06.540 --> 00:09:07.640]  一大早
[00:09:07.640 --> 00:09:08.840]  說這麼多
[00:09:08.840 --> 00:09:10.580]  我現在給你足夠
[00:09:10.580 --> 00:09:11.580]  至於
[00:09:11.580 --> 00:09:14.180]  你現在收了錢
[00:09:14.180 --> 00:09:17.380]  你錢回家開飯吧
[00:09:17.380 --> 00:09:18.880]  我給其他人
[00:09:18.880 --> 00:09:20.880]  關你什麼事
[00:09:20.880 --> 00:09:22.520]  難道我對人好
[00:09:22.520 --> 00:09:24.520]  你就妒忌嗎?
[00:09:24.520 --> 00:09:27.020]  這個玄主
[00:09:27.020 --> 00:09:29.260]  究竟有什麼不公道呢?
[00:09:29.260 --> 00:09:31.260]  我說他剋扣工資
[00:09:31.260 --> 00:09:32.440]  不是的
[00:09:32.440 --> 00:09:33.860]  說了這麼多
[00:09:33.860 --> 00:09:35.240]  他一個崩都沒少
[00:09:35.240 --> 00:09:36.600]  給你足夠
[00:09:36.600 --> 00:09:39.440]  他說他拖欠薪金又不是
[00:09:39.440 --> 00:09:41.440]  準時發工資
[00:09:41.440 --> 00:09:42.880]  剛剛做完事六點鐘
[00:09:42.880 --> 00:09:44.880]  大家來給你錢
[00:09:44.880 --> 00:09:46.380]  沒拖沒欠
[00:09:46.380 --> 00:09:47.880]  究竟有什麼問題呢?
[00:09:47.880 --> 00:09:49.880]  怎樣不公道呢?
[00:09:49.880 --> 00:09:52.180]  就是那班工人
[00:09:52.180 --> 00:09:53.620]  覺得不公道
[00:09:53.620 --> 00:09:54.880]  不服氣
[00:09:54.880 --> 00:09:55.620]  為什麼?
[00:09:55.620 --> 00:09:59.300]  那個人做短過我
[00:09:59.300 --> 00:10:00.500]  跟我一樣工資
[00:10:00.500 --> 00:10:01.720]  有沒有搞錯?
[00:10:01.720 --> 00:10:02.500]  你想想
[00:10:02.500 --> 00:10:03.500]  不就是有些人這樣
[00:10:03.500 --> 00:10:04.800]  我為這間公司
[00:10:04.800 --> 00:10:06.800]  做了十年
[00:10:06.800 --> 00:10:08.800]  辛辛苦苦
[00:10:08.800 --> 00:10:12.240]  那個人讀了什麼NBA回來
[00:10:12.240 --> 00:10:13.440]  跟我一樣工資
[00:10:13.440 --> 00:10:14.940]  有沒有搞錯?
[00:10:14.940 --> 00:10:15.540]  就是這樣
[00:10:15.540 --> 00:10:17.280]  不公道
[00:10:17.280 --> 00:10:19.980]  好了
[00:10:19.980 --> 00:10:22.720]  耶穌究竟在說什麼呢?
[00:10:22.720 --> 00:10:24.180]  耶穌不是在說
[00:10:24.180 --> 00:10:28.120]  現在現代資本主義的概念
[00:10:28.120 --> 00:10:30.560]  也不是在說管理學原則
[00:10:30.560 --> 00:10:33.120]  什麼多勞多得
[00:10:33.120 --> 00:10:35.120]  成本效益
[00:10:35.120 --> 00:10:36.860]  投資回報
[00:10:36.860 --> 00:10:38.060]  不是在說這些
[00:10:38.060 --> 00:10:40.760]  耶穌一開始在20章一節
[00:10:40.760 --> 00:10:41.500]  祂說了什麼?
[00:10:41.500 --> 00:10:45.300]  祂說因為天國好象
[00:10:45.300 --> 00:10:46.580]  祂不是在說這些
[00:10:46.580 --> 00:10:49.700]  祂是在說天國的價值觀
[00:10:49.700 --> 00:10:52.080]  什麼天國的價值觀?
[00:10:52.080 --> 00:10:54.420]  因典
[00:10:54.420 --> 00:10:58.120]  同福堂的核心價值的總結
[00:10:58.120 --> 00:11:00.020]  是聖賢權能
[00:11:00.020 --> 00:11:01.460]  活出神國
[00:11:01.460 --> 00:11:03.680]  神國就是天國
[00:11:03.680 --> 00:11:04.880]  什麼是天國?
[00:11:04.880 --> 00:11:07.160]  天國是神話事的地方
[00:11:07.160 --> 00:11:09.860]  價值觀是最重要的東西
[00:11:09.860 --> 00:11:11.300]  天國的價值觀
[00:11:11.300 --> 00:11:13.460]  就是在神話事的地方
[00:11:13.460 --> 00:11:15.200]  最重要的東西
[00:11:15.200 --> 00:11:17.960]  如果你承認耶穌基督是你的主
[00:11:17.960 --> 00:11:21.380]  這些東西就一定要看得很重
[00:11:21.380 --> 00:11:23.380]  所以頂智慧我們鼓勵
[00:11:23.380 --> 00:11:25.380]  頂智慧在聖經上學習
[00:11:25.380 --> 00:11:27.880]  耶穌教導的天國價值觀
[00:11:27.880 --> 00:11:29.880]  並且不只是知道
[00:11:29.880 --> 00:11:31.880]  我們靠著聖靈的能力
[00:11:31.880 --> 00:11:35.180]  幫助我們在日常生活裡實踐這些價值觀
[00:11:35.180 --> 00:11:37.380]  以致我們生命得著改變
[00:11:37.380 --> 00:11:40.520]  我們得到神在聖經上應許的祝福
[00:11:40.520 --> 00:11:42.220]  祂會賜福給我們
[00:11:42.220 --> 00:11:43.900]  所以這就是我們的心
[00:11:43.900 --> 00:11:47.200]  所以今天讓我們一起看耶穌藉著這個故事
[00:11:47.200 --> 00:11:51.400]  教導我們什麼有關因典的價值觀
[00:11:51.400 --> 00:11:54.100]  我覺得第一個耶穌要教我們的就是
[00:11:54.100 --> 00:11:57.440]  我們要看見我們現在已經在因典裡
[00:11:57.440 --> 00:11:58.640]  已經
[00:11:58.640 --> 00:12:00.640]  我們已經在因典裡
[00:12:00.640 --> 00:12:01.840]  我們先讀兩段聖經
[00:12:01.840 --> 00:12:04.280]  《馬太福音》二十章三至四節
[00:12:04.280 --> 00:12:06.120]  我們一起讀一二三
[00:12:06.120 --> 00:12:07.920]  「若在自初出去
[00:12:07.920 --> 00:12:11.080]  看見市上還有閒暫的人
[00:12:11.080 --> 00:12:12.840]  就對他們說
[00:12:12.840 --> 00:12:15.200]  你們也進葡萄園去
[00:12:15.200 --> 00:12:18.220]  所當給的我必給你們
[00:12:18.220 --> 00:12:19.960]  他們也進去了」
[00:12:19.960 --> 00:12:22.240]  第二段是六至七節
[00:12:22.240 --> 00:12:24.360]  「若在有初出去
[00:12:24.360 --> 00:12:26.880]  看見還有人站在那裡
[00:12:26.880 --> 00:12:28.800]  就問他們說
[00:12:28.800 --> 00:12:32.360]  你們為什麼整天在這裡閒暫呢?
[00:12:32.360 --> 00:12:33.320]  他們說
[00:12:33.320 --> 00:12:35.600]  因為沒有人顧我們
[00:12:35.600 --> 00:12:36.480]  他說
[00:12:36.480 --> 00:12:40.520]  你們也進葡萄園去」
[00:12:40.520 --> 00:12:42.960]  什麼叫做閒暫呢?
[00:12:42.960 --> 00:12:44.840]  在耶穌時代
[00:12:44.840 --> 00:12:47.280]  在羅馬帝國時代
[00:12:47.280 --> 00:12:50.080]  原來羅馬帝國時代的社會
[00:12:50.080 --> 00:12:55.520]  是有大量的無田可耕的勞動人口
[00:12:55.520 --> 00:12:58.640]  這班勞動人口是很多人
[00:12:58.640 --> 00:13:01.200]  他們每天在街市那裡
[00:13:01.200 --> 00:13:02.640]  等運到
[00:13:02.640 --> 00:13:04.280]  等開工
[00:13:04.280 --> 00:13:06.560]  可能今天香港這麼富裕的社會
[00:13:06.560 --> 00:13:08.040]  很多足夠
[00:13:08.040 --> 00:13:10.680]  我們很少見到這樣的情況
[00:13:10.680 --> 00:13:12.960]  我記得我爸爸跟我說
[00:13:12.960 --> 00:13:14.200]  在五十年代
[00:13:14.200 --> 00:13:17.480]  當內地的移民大量人口湧入香港的時候
[00:13:17.480 --> 00:13:20.200]  可能有些世伯伯母都知道
[00:13:20.200 --> 00:13:22.160]  香港大量人口的時候
[00:13:22.160 --> 00:13:23.880]  香港的經濟還沒起飛
[00:13:23.880 --> 00:13:25.440]  是不夠工作的
[00:13:25.440 --> 00:13:26.720]  所以我小時候
[00:13:26.720 --> 00:13:29.440]  我記得《御詳篇》有第一句
[00:13:29.440 --> 00:13:31.840]  在這個人浮於事的社會
[00:13:31.840 --> 00:13:33.160]  大量的人
[00:13:33.160 --> 00:13:34.520]  但沒什麼工作
[00:13:34.520 --> 00:13:37.520]  所以人們在街市那裡等開工
[00:13:37.520 --> 00:13:38.640]  等運到
[00:13:38.640 --> 00:13:40.360]  等人叫他開工
[00:13:40.360 --> 00:13:42.680]  這班人就是這樣
[00:13:42.680 --> 00:13:45.360]  當時一天的標準工資
[00:13:45.360 --> 00:13:46.720]  就是他剛才說的
[00:13:46.720 --> 00:13:48.200]  一個銀幣
[00:13:48.200 --> 00:13:50.360]  但是這個銀幣
[00:13:50.360 --> 00:13:55.000]  已經夠工人全家大小一天的糧食
[00:13:55.000 --> 00:13:57.000]  一天的開支
[00:13:57.000 --> 00:13:58.040]  所以
[00:13:58.040 --> 00:13:59.640]  這班工人
[00:13:59.640 --> 00:14:01.640]  這麼大量的勞動人口
[00:14:01.640 --> 00:14:06.160]  其實他們的情況是惡劣過當時的奴隸
[00:14:06.160 --> 00:14:08.520]  當時羅馬亦都有大量的奴隸
[00:14:08.520 --> 00:14:11.640]  但是奴隸是屬於家主的
[00:14:11.640 --> 00:14:13.400]  他有一戶人家的
[00:14:13.400 --> 00:14:15.200]  所以無論他待遇如何差
[00:14:15.200 --> 00:14:16.880]  他經常有擺飯吃
[00:14:16.880 --> 00:14:19.040]  但這班工人就不同
[00:14:19.040 --> 00:14:21.040]  如果沒人請他開工
[00:14:21.040 --> 00:14:23.680]  他全家都要捱餓
[00:14:23.680 --> 00:14:25.680]  所以當時那個社會裡面
[00:14:25.680 --> 00:14:27.760]  最悲慘的是哪班人
[00:14:27.760 --> 00:14:29.760]  就是這一班大量的
[00:14:29.760 --> 00:14:32.360]  沒有田耕的工人
[00:14:32.360 --> 00:14:36.280]  大家可以想像有兩個情況
[00:14:36.280 --> 00:14:38.040]  一個情況就是
[00:14:38.040 --> 00:14:40.880]  這班工人如果沒人請他
[00:14:40.880 --> 00:14:42.440]  他就沒收入
[00:14:42.440 --> 00:14:44.720]  兩手空空地回家
[00:14:44.720 --> 00:14:48.480]  接著那一晚就全家都要捱餓
[00:14:48.480 --> 00:14:50.560]  不單止是這樣
[00:14:50.560 --> 00:14:52.960]  作為一個男人
[00:14:52.960 --> 00:14:55.200]  作為一家之主
[00:14:55.200 --> 00:15:00.680]  你竟然沒能力讓全家溫飽
[00:15:00.680 --> 00:15:02.960]  你想像一下那種心情
[00:15:02.960 --> 00:15:06.880]  以往我也有一些朋友曾經失業
[00:15:06.880 --> 00:15:08.400]  有部份的弟兄姊妹
[00:15:08.400 --> 00:15:10.720]  我也知道曾經失業過
[00:15:10.720 --> 00:15:13.560]  特別是那些男人
[00:15:13.560 --> 00:15:15.320]  你知不知道他跟我分享的時候
[00:15:15.320 --> 00:15:17.520]  他覺得自己是廢柴
[00:15:17.520 --> 00:15:18.800]  沒用
[00:15:18.800 --> 00:15:20.480]  大家可以想像
[00:15:20.480 --> 00:15:24.800]  想像那種徬徨
[00:15:24.800 --> 00:15:27.320]  想像那種挫敗感
[00:15:27.320 --> 00:15:28.720]  這是第一個情況
[00:15:28.720 --> 00:15:29.840]  第二個情況
[00:15:29.840 --> 00:15:32.840]  你要留意這班工人不滿
[00:15:32.840 --> 00:15:36.080]  這班工人不服氣
[00:15:36.080 --> 00:15:39.600]  在投訴原主不公平
[00:15:39.600 --> 00:15:41.880]  他們的工作是怎樣來的
[00:15:41.880 --> 00:15:44.200]  他們的工作不是在外面
[00:15:44.200 --> 00:15:46.040]  原主走出去
[00:15:46.040 --> 00:15:47.240]  嘩 這個帥
[00:15:47.240 --> 00:15:48.240]  這個厲害
[00:15:48.240 --> 00:15:51.560]  或者做個考試聯考制度
[00:15:51.560 --> 00:15:52.920]  考試厲害
[00:15:52.920 --> 00:15:54.160]  過五關斬六將
[00:15:54.160 --> 00:15:55.240]  贏了其他人
[00:15:55.240 --> 00:15:58.920]  我有資格進入葡萄園的工作
[00:15:58.920 --> 00:16:00.280]  不是
[00:16:00.280 --> 00:16:02.040]  不是他們厲害
[00:16:02.040 --> 00:16:04.360]  是主人叫他們進來
[00:16:04.360 --> 00:16:05.120]  沒有
[00:16:05.120 --> 00:16:06.720]  是主人選他們進來
[00:16:06.720 --> 00:16:08.160]  所以這就是恩典
[00:16:08.160 --> 00:16:10.040]  但這班人看不見什麼
[00:16:10.040 --> 00:16:11.480]  原來
[00:16:11.480 --> 00:16:13.880]  我已經在恩典裏面
[00:16:13.880 --> 00:16:18.480]  原來我正在享受這個恩典
[00:16:18.480 --> 00:16:19.440]  完全看不到
[00:16:19.440 --> 00:16:22.240]  好像宿命的眼瞎了一樣
[00:16:22.240 --> 00:16:24.240]  如果沒有這個恩典
[00:16:24.240 --> 00:16:27.160]  他們根本沒有機會不憤氣
