
[00:00:00.000 --> 00:00:01.820]  各位親愛的弟兄姊妹!你們好!
[00:01:28.080 --> 00:01:32.380]  「又向耶和華獻牛為平安祭」
[00:01:32.380 --> 00:01:36.980]  「只是公牛的皮肉分都要放火燒在營外」
[00:01:36.980 --> 00:01:40.580]  「這牛是贖罪祭」
[00:01:40.580 --> 00:01:42.380]  所以你很清楚知道
[00:01:42.380 --> 00:01:45.680]  原來不單是待罪的羔羊
[00:01:45.680 --> 00:01:49.680]  也是待贖的公牛
[00:01:49.680 --> 00:01:53.080]  主耶穌基督在這個世上的時候
[00:01:53.080 --> 00:01:57.380]  為我們的罪承擔了代價
[00:01:57.380 --> 00:01:58.380]  為我們死
[00:01:58.380 --> 00:02:00.780]  所以祂不單是待贖的羔羊
[00:02:00.780 --> 00:02:03.580]  祂更加是待罪的公牛
[00:02:03.580 --> 00:02:06.180]  還有就是耶穌基督在地上的時候
[00:02:06.180 --> 00:02:08.880]  是很努力勞苦的
[00:02:08.880 --> 00:02:12.580]  為神為人擺上
[00:02:12.580 --> 00:02:18.180]  他甘心樂意的為主工作
[00:02:18.180 --> 00:02:21.680]  所以耶穌基督是我們一個很好的榜樣
[00:02:21.680 --> 00:02:24.780]  當那些門徒來爭論誰偉大的時候
[00:02:24.780 --> 00:02:26.580]  耶穌對他們說
[00:02:26.580 --> 00:02:30.580]  「你們知道外邦人有君王為主治理他們」
[00:02:30.580 --> 00:02:33.880]  「有大臣操權管束他們」
[00:02:33.880 --> 00:02:37.180]  「只是在你們中間不可這樣」
[00:02:37.180 --> 00:02:39.180]  「你們中間誰願偉大」
[00:02:39.180 --> 00:02:41.580]  「就必作你們的用人」
[00:02:41.580 --> 00:02:45.080]  「誰願為首就必作你們的僕人」
[00:02:45.080 --> 00:02:47.380]  第28節大家就很熟悉了
[00:02:47.380 --> 00:02:51.080]  「正如人子來不是要受人的服侍」
[00:02:51.080 --> 00:02:53.380]  「乃是要服侍人」
[00:02:53.380 --> 00:02:57.680]  「並且要捨命作多人的屬」
[00:02:57.680 --> 00:03:00.580]  所以主耶穌基督在地上的時候
[00:03:00.580 --> 00:03:03.080]  真是很勞碌
[00:03:03.080 --> 00:03:05.380]  做牛做馬
[00:03:05.380 --> 00:03:08.480]  勞很勤力的工作
[00:03:08.480 --> 00:03:12.380]  當主耶穌知道施洗約翰被殺
[00:03:12.380 --> 00:03:14.780]  祂內心非常難過
[00:03:14.780 --> 00:03:16.780]  很想著安靜
[00:03:16.780 --> 00:03:21.380]  然後等候在神的面前平復自己的情緒
[00:03:21.380 --> 00:03:26.080]  可以與門徒在一個靜的地方裡退休
[00:03:26.080 --> 00:03:29.580]  但是當時那群子民仍然很歡迎耶穌
[00:03:29.580 --> 00:03:32.880]  很想聽耶穌分享天國的信息
[00:03:32.880 --> 00:03:33.880]  跟著去
[00:03:33.880 --> 00:03:35.380]  因為耶穌出來見到這群人
[00:03:35.380 --> 00:03:37.580]  如同沒有牧羊人的羊一般
[00:03:37.580 --> 00:03:39.480]  於是就開口教訓他們
[00:03:39.480 --> 00:03:42.980]  將自己內心裡的那種壓抑
[00:03:42.980 --> 00:03:45.580]  那種情緒先壓下來
[00:03:45.580 --> 00:03:47.780]  好了,還要講到黃昏日落的時候
[00:03:47.780 --> 00:03:50.580]  然後再用五餅二魚餵飽幾千人
[00:03:50.580 --> 00:03:52.180]  跟著叫門徒離開自己
[00:03:52.180 --> 00:03:55.980]  安靜在神面前來禱告
[00:03:55.980 --> 00:03:58.380]  在對上兩個月我都經歷過這件事
[00:03:58.380 --> 00:03:59.180]  你們都知道
[00:03:59.180 --> 00:04:00.280]  一個我很疼愛的會友
[00:04:00.280 --> 00:04:01.580]  從小到大
[00:04:01.580 --> 00:04:02.980]  我在十二月二十三日
[00:04:02.980 --> 00:04:04.280]  預備要去港道
[00:04:04.280 --> 00:04:06.280]  早上七點多的時候
[00:04:06.280 --> 00:04:07.280]  就收到一個消息
[00:04:07.280 --> 00:04:09.380]  就是他睡著睡著離開了世界
[00:04:09.380 --> 00:04:10.480]  我心裡很難過
[00:04:10.480 --> 00:04:13.980]  但是我不可以停下我的侍奉
[00:04:13.980 --> 00:04:15.280]  當我侍奉完之後
[00:04:15.280 --> 00:04:17.080]  一坐下在教堂那裡
[00:04:17.080 --> 00:04:18.280]  我都還沒有離開這個禮堂
[00:04:18.280 --> 00:04:20.680]  我就已經淚如泉湧
[00:04:20.680 --> 00:04:21.880]  所以我很深體會到
[00:04:21.880 --> 00:04:23.280]  原來我要努力的
[00:04:23.280 --> 00:04:25.280]  就是為主而工作
[00:04:25.280 --> 00:04:26.080]  但是不要忘記
[00:04:26.080 --> 00:04:30.080]  耶穌基督不只是沉默而工作
[00:04:30.080 --> 00:04:32.680]  「苦守甘為魚子牛」
[00:04:32.680 --> 00:04:35.880]  知不知道上面還有一句說話是什麼呢?
[00:04:35.880 --> 00:04:40.180]  就是「橫眉冷對千夫子」
[00:04:40.180 --> 00:04:43.080]  「苦守甘為魚子牛」
[00:04:43.080 --> 00:04:44.280]  「苦守甘為魚子牛」
[00:04:44.280 --> 00:04:47.480]  就是他願意樂意地來服侍每一個人
[00:04:47.480 --> 00:04:50.280]  但是當看到一些不公平的事
[00:04:50.280 --> 00:04:51.280]  說他很多人
[00:04:51.280 --> 00:04:52.280]  他做的事是對的
[00:04:52.280 --> 00:04:54.880]  但是有些人覺得他是錯的時候
[00:04:54.880 --> 00:04:56.480]  他向他責備
[00:04:56.480 --> 00:04:59.480]  但是他仍然無動於衷
[00:04:59.480 --> 00:05:01.480]  不會因為這樣的緣故而改變
[00:05:01.480 --> 00:05:04.080]  「橫眉冷對千夫子」
[00:05:04.080 --> 00:05:05.480]  甚至見到別人犯錯的時候
[00:05:05.480 --> 00:05:08.880]  耶穌基督會指責他們的錯
[00:05:08.880 --> 00:05:10.980]  去得罪當時的權貴
[00:05:10.980 --> 00:05:12.680]  那些法理錯人
[00:05:12.680 --> 00:05:16.880]  《瑪利福音》二十三章就是指責法理錯人的罪惡
[00:05:16.880 --> 00:05:20.080]  於是「朝至殺身之禍」
[00:05:20.080 --> 00:05:23.680]  耶穌基督絕對不會因為勢力的強大
[00:05:23.680 --> 00:05:26.380]  見到我們犯錯而甘若寒蟬
[00:05:26.380 --> 00:05:28.480]  他一樣會來代他出聲
[00:05:28.480 --> 00:05:30.380]  來代他教導他們
[00:05:30.380 --> 00:05:33.880]  所以今天我們需要有慈愛也要有公義
[00:05:33.880 --> 00:05:35.280]  我們需要努力的
[00:05:35.280 --> 00:05:36.980]  需要放下自己
[00:05:36.980 --> 00:05:39.280]  「苦守甘為魚子牛」
[00:05:39.280 --> 00:05:41.780]  但是我們仍然要站穩我們的立場
[00:05:41.780 --> 00:05:45.380]  我們要「橫眉冷對千夫子」
[00:05:45.380 --> 00:05:47.080]  我另外一句說話是什麼呢?
[00:05:47.080 --> 00:05:50.080]  就是「鋒馬牛不相及」
[00:05:50.080 --> 00:05:51.280]  是什麼意思呢?
[00:05:51.280 --> 00:05:55.680]  即是兩件事是完全沒有關係的
[00:05:55.680 --> 00:05:57.580]  但為什麼要將它們連在一起呢?
[00:05:57.580 --> 00:05:59.880]  「鋒馬牛不相及」
[00:05:59.880 --> 00:06:03.480]  兩者之間都沒有關聯的呢?
[00:06:03.480 --> 00:06:05.080]  很可惜今天
[00:06:05.080 --> 00:06:08.080]  世人棄真歸假
[00:06:08.080 --> 00:06:10.880]  放棄真正的敬拜
[00:06:10.880 --> 00:06:13.980]  而來代他朝向假神
[00:06:13.980 --> 00:06:17.080]  農曆新年就是一個拜偶像
[00:06:17.080 --> 00:06:20.280]  甚至在屬靈的氣氛上
[00:06:20.280 --> 00:06:21.580]  即是邪惡的氣氛
[00:06:21.580 --> 00:06:24.880]  或者這些氣氛是非常濃烈的
[00:06:24.880 --> 00:06:26.980]  他們會去廟裡來代他們
[00:06:26.980 --> 00:06:30.880]  去拜一些他們自己塑造的神
[00:06:30.880 --> 00:06:35.680]  但要滿足自己內心裡的那種需求
[00:06:35.680 --> 00:06:38.580]  聖經裡很清楚地指責他們
[00:06:38.580 --> 00:06:42.880]  羅馬書的第一章21到23節
[00:06:42.880 --> 00:06:47.980]  「因為他們雖然知道神卻不當作神榮耀他們
[00:06:47.980 --> 00:06:49.880]  也不感謝他們
[00:06:49.880 --> 00:06:52.180]  他們的思念變為虛妄
[00:06:52.180 --> 00:06:54.980]  無知的心就昏暗了
[00:06:54.980 --> 00:06:56.680]  自稱為聰明
[00:06:56.680 --> 00:06:58.180]  反成了愚蠢」
[00:06:58.180 --> 00:06:59.780]  6月23節
[00:06:59.780 --> 00:07:04.280]  「將不能扭曲之神的榮耀變為偶像
[00:07:04.280 --> 00:07:11.680]  彷彿必扭壞的人和飛禽走獸昆蟲的樣式」
[00:07:11.680 --> 00:07:15.480]  剛才我們說到代罪的公立
[00:07:15.480 --> 00:07:17.480]  但很可悲
[00:07:17.480 --> 00:07:22.280]  以色列民族整體性去拜一個假神的時候
[00:07:22.280 --> 00:07:24.580]  竟然是和牛有關的
[00:07:24.580 --> 00:07:29.480]  以色列人被摩西帶領離開埃及在曠野裡
[00:07:29.480 --> 00:07:34.480]  後來神父召摩西上山領受誡命和律法
[00:07:34.480 --> 00:07:38.180]  但神沒有預先宣告他要逗留多少天
[00:07:38.180 --> 00:07:40.880]  我們現在知道摩西逗留在山上四十天
[00:07:40.880 --> 00:07:44.780]  但當時摩西自己也不知道
[00:07:44.780 --> 00:07:48.280]  但這群子民看見摩西年紀這麼大
[00:07:48.280 --> 00:07:50.380]  上山這麼久還沒下來的時候
[00:07:50.380 --> 00:07:51.580]  會不會他死了呢?
[00:07:51.580 --> 00:07:55.480]  我們需要有一個神來帶領著我們
[00:07:55.480 --> 00:07:58.180]  接著他們要做什麼呢?
[00:07:58.180 --> 00:08:01.680]  他們就叫阿倫來位做一隻金牛獨
[00:08:01.680 --> 00:08:05.480]  然後向這隻牛去敬拜
[00:08:05.480 --> 00:08:08.880]  阿倫從他們手裡接過來鑄了一隻牛獨
[00:08:08.880 --> 00:08:11.180]  用雕刻的器具造成
[00:08:11.180 --> 00:08:12.080]  他們就說:
[00:08:12.080 --> 00:08:16.680]  「以色列!這是領你出埃及地的神!」
[00:08:16.680 --> 00:08:18.880]  他說這隻牛獨就是神
[00:08:18.880 --> 00:08:23.080]  阿倫看見就在牛獨面前祝壇且宣告說
[00:08:23.080 --> 00:08:26.680]  明日要向耶和華守節
[00:08:26.680 --> 00:08:30.180]  此日清早百姓起來獻梵祭和平安祭
[00:08:30.180 --> 00:08:32.880]  就坐下吃喝起來喚灑
[00:08:32.880 --> 00:08:36.280]  我們有沒有留意這段經文?
[00:08:36.280 --> 00:08:38.280]  阿倫仍然說
[00:08:38.280 --> 00:08:43.680]  我們明日在神的面前向神來守節
[00:08:43.680 --> 00:08:48.080]  他們仍然說我們要按照神過去的提醒和教導
[00:08:48.080 --> 00:08:51.580]  我們獻梵祭和平安祭
[00:08:51.580 --> 00:08:54.080]  但大家知道後來
[00:08:54.080 --> 00:08:56.680]  神發了很大的烈露
[00:08:56.680 --> 00:09:00.480]  甚至要將整個民族帶去滅絕
[00:09:00.480 --> 00:09:02.480]  那是甚麼呢?
[00:09:02.480 --> 00:09:05.180]  他們稱這隻牛為神
[00:09:05.180 --> 00:09:06.280]  其實某程度上
[00:09:06.280 --> 00:09:08.480]  他們也不是說這隻牛真是神
[00:09:08.480 --> 00:09:12.480]  原來他們受迦南宗教的影響
[00:09:12.480 --> 00:09:17.180]  認為每一個神都有一個座騎
[00:09:17.180 --> 00:09:18.080]  很簡單舉個例子
[00:09:18.080 --> 00:09:19.580]  我們中國的神話故事
[00:09:19.580 --> 00:09:22.180]  拿渣是有個風火輪的
[00:09:22.180 --> 00:09:25.280]  二郎神楊子不是一隻烤天犬嗎?
[00:09:25.280 --> 00:09:27.080]  我也經常在說笑
[00:09:27.080 --> 00:09:28.080]  如果你回教會
[00:09:28.080 --> 00:09:28.880]  特別是大悟會
[00:09:28.880 --> 00:09:30.180]  你見到我停了一輛單車
[00:09:30.180 --> 00:09:31.780]  牧師今天可能回來了
[00:09:31.780 --> 00:09:33.180]  單車在這裡
[00:09:33.180 --> 00:09:35.180]  你見到這件事就代表了
[00:09:35.180 --> 00:09:36.780]  那個人可能在這裡
[00:09:36.780 --> 00:09:38.480]  所以他們很相信
[00:09:38.480 --> 00:09:41.180]  他們每一個神都有一個座騎
[00:09:41.180 --> 00:09:43.780]  他們不敢直接挑一個神
[00:09:43.780 --> 00:09:45.180]  於是雕了一隻牛
[00:09:45.180 --> 00:09:47.380]  就是神坐在這隻牛上面
[00:09:47.380 --> 00:09:50.580]  就代表了神在這裡
[00:09:50.580 --> 00:09:53.380]  但某個程度上他將神
[00:09:53.380 --> 00:09:55.380]  你看他矮化了
[00:09:55.380 --> 00:09:57.380]  醜化了
[00:09:57.380 --> 00:10:02.180]  神是不甘心被他們矮化和醜化的
[00:10:02.180 --> 00:10:05.680]  正如很簡單舉一個例子
[00:10:05.680 --> 00:10:07.980]  當主耶穌帶著門徒
[00:10:07.980 --> 00:10:10.180]  去到該撒尼亞肥勒比的時候
[00:10:10.180 --> 00:10:11.580]  耶穌就問他
[00:10:11.580 --> 00:10:12.980]  你們說我是誰呢?
[00:10:12.980 --> 00:10:15.280]  人們對耶穌有很極大的稱讚
[00:10:15.280 --> 00:10:17.780]  有人說你是先知的一位
[00:10:17.780 --> 00:10:20.080]  即是你是一個很好的先知
[00:10:20.080 --> 00:10:22.280]  但耶穌並不滿足於這個答案
[00:10:22.280 --> 00:10:23.780]  雖然是一個稱讚
[00:10:23.780 --> 00:10:26.480]  但其實是將他離口降格了
[00:10:26.480 --> 00:10:28.380]  所以我們要很小心
[00:10:28.380 --> 00:10:30.880]  今天很可惜
[00:10:30.880 --> 00:10:34.680]  就是人往往不懂得吸取教訓
[00:10:34.680 --> 00:10:37.680]  當所羅門離開世界
[00:10:37.680 --> 00:10:40.180]  傳位給他的兒子羅伯安
[00:10:40.180 --> 00:10:42.580]  但羅伯安沒有善策民情
[00:10:42.580 --> 00:10:44.280]  後來國家分裂
[00:10:44.280 --> 00:10:46.380]  分開南北兩國
[00:10:46.380 --> 00:10:49.780]  北面第一個王叫耶羅伯安非常聰明
[00:10:49.780 --> 00:10:51.380]  他是很虛假地
[00:10:51.380 --> 00:10:53.380]  好像說要體策民情
[00:10:53.380 --> 00:10:56.880]  如果要你們回到南面的耶路撒冷
[00:10:56.880 --> 00:10:59.680]  去聖殿去敬拜神的時候很辛苦
[00:10:59.680 --> 00:11:01.180]  不如我為你們的緣故
[00:11:01.180 --> 00:11:02.880]  是為了你們的好處
[00:11:02.880 --> 00:11:05.480]  我為你們尼達艾去祝聖殿
[00:11:05.480 --> 00:11:08.480]  在達罕和伯特利的地方
[00:11:08.480 --> 00:11:10.180]  尼達艾去做什麼呢?
[00:11:10.180 --> 00:11:13.380]  就是尼達艾去祝一個壇
[00:11:13.380 --> 00:11:15.680]  這個壇就是金牛獨
[00:11:15.680 --> 00:11:18.080]  你們就可以去敬拜神
[00:11:18.080 --> 00:11:20.480]  不需要舟車勞頓
[00:11:20.480 --> 00:11:22.480]  但是否真是為人民的好處呢?
[00:11:22.480 --> 00:11:23.080]  不是
[00:11:23.080 --> 00:11:24.880]  這是政治的考量
[00:11:24.880 --> 00:11:26.980]  《聖經》第十二章二十六節
[00:11:26.980 --> 00:11:28.280]  耶羅伯安心裡說
[00:11:28.280 --> 00:11:30.680]  恐怕這國迎歸大維加
[00:11:30.680 --> 00:11:32.680]  這民約上耶路撒冷去
[00:11:32.680 --> 00:11:34.780]  在耶和的殿內獻祭
[00:11:34.780 --> 00:11:37.480]  他們的心必歸向他們的主
[00:11:37.480 --> 00:11:39.580]  猶大王羅伯安
[00:11:39.580 --> 00:11:40.680]  就把我殺了
[00:11:40.680 --> 00:11:43.180]  迎歸猶大王羅伯安
[00:11:43.180 --> 00:11:46.480]  耶羅伯安王就籌劃定妥
[00:11:46.480 --> 00:11:48.580]  鑄造兩個金牛獨
[00:11:48.580 --> 00:11:49.480]  對著民說
[00:11:49.480 --> 00:11:50.580]  要死人了
[00:11:50.580 --> 00:11:53.980]  你們上耶路撒冷去實在是難
[00:11:53.980 --> 00:11:57.180]  這就是領你們出埃及地的神
[00:11:57.180 --> 00:11:58.380]  他就把牛獨
[00:11:58.380 --> 00:11:59.680]  一隻安在伯特利
[00:11:59.680 --> 00:12:01.780]  一隻安在丹
[00:12:01.780 --> 00:12:04.680]  這是叫百姓陷在罪裡
[00:12:04.680 --> 00:12:08.980]  因為他們枉丹去拜那牛獨
[00:12:08.980 --> 00:12:12.480]  耶羅伯安在丘坦那裡築殿
[00:12:12.480 --> 00:12:17.580]  將那不屬利未人的凡民納為祭司
[00:12:17.580 --> 00:12:19.780]  所以你留意到的時候
[00:12:19.780 --> 00:12:23.680]  就是他好像是關心人民
[00:12:23.680 --> 00:12:25.080]  但絕對不是
[00:12:25.080 --> 00:12:28.180]  他只是計算自己的政治利益
[00:12:28.180 --> 00:12:31.280]  他怕人民回歸去敬拜耶和
[00:12:31.280 --> 00:12:33.880]  神在聖殿裡敬拜耶路撒冷的時候
[00:12:33.880 --> 00:12:35.780]  還不以民心回歸
[00:12:35.780 --> 00:12:38.380]  他的國家就變成不能做王
[00:12:38.380 --> 00:12:39.980]  為了保住自己的位置
[00:12:39.980 --> 00:12:42.580]  他用虛假的關切
[00:12:42.580 --> 00:12:45.780]  但就陷子民於罪
[00:12:45.780 --> 00:12:49.480]  所以後來他一直都被神來懲治
[00:12:49.480 --> 00:12:51.280]  所以今天我們要很小心
[00:12:51.280 --> 00:12:54.080]  很多人都說在信仰上也很相似
[00:12:54.080 --> 00:12:57.580]  萬種的信仰
[00:12:57.580 --> 00:12:59.380]  都是叫人行善而已
[00:12:59.380 --> 00:13:00.780]  萬佛歸宗
[00:13:00.780 --> 00:13:02.680]  有什麼所謂呢?
[00:13:02.680 --> 00:13:05.180]  這是絕對的錯誤
[00:13:05.180 --> 00:13:06.480]  不是每樣都一樣
[00:13:06.480 --> 00:13:10.380]  我說在新年裡有很多人來拜神求福
[00:13:10.380 --> 00:13:13.280]  但我們會不會有這些情形呢?
[00:13:13.280 --> 00:13:15.180]  女性每個身體都是一樣的
[00:13:15.180 --> 00:13:17.780]  你會不會隨便找一個女士
[00:13:17.780 --> 00:13:19.480]  做你的妻子呢?
[00:13:19.480 --> 00:13:21.180]  印庸、非庸、太庸
[00:13:21.180 --> 00:13:23.980]  都可能是同一個身軀
[00:13:23.980 --> 00:13:26.980]  難道你要找這些人來做你的妻子嗎?
[00:13:26.980 --> 00:13:31.280]  所以兩者是風馬牛不相及的
[00:13:31.280 --> 00:13:33.080]  所以今天我們屬主的人
[00:13:33.080 --> 00:13:37.880]  我們對主千萬不要有些膚淺的認識
[00:13:37.880 --> 00:13:41.780]  免得我們陷入一個錯誤的敬拜裡
[00:13:41.780 --> 00:13:43.080]  事實上
[00:13:43.080 --> 00:13:46.380]  金牛毒和神是完全的兩回事
[00:13:46.380 --> 00:13:48.980]  我們不要將我們的神貶低
[00:13:48.980 --> 00:13:52.380]  我們在新年裡更加要立志好一點的盡心
[00:13:52.380 --> 00:13:56.080]  第三方面就是死牛一面頸
[00:13:56.080 --> 00:13:57.780]  不知道大家知不知道
[00:13:57.780 --> 00:13:59.780]  當我出生的時候
[00:13:59.780 --> 00:14:02.880]  原來我的性格已經是很牛頸了
[00:14:02.880 --> 00:14:04.380]  我家人跟我說
[00:14:04.380 --> 00:14:05.380]  當我出生的時候
[00:14:05.380 --> 00:14:07.380]  姑娘要拍那些嬰兒
[00:14:07.380 --> 00:14:10.080]  拍他們哭,讓他們輸氣
[00:14:10.080 --> 00:14:11.580]  啊!這樣
[00:14:11.580 --> 00:14:13.780]  他說那些姑娘拍到手都痛了
[00:14:13.780 --> 00:14:15.780]  他說這是什麼小朋友?
[00:14:15.780 --> 00:14:16.780]  原來呢
[00:14:16.780 --> 00:14:18.380]  我都不哭的
[00:14:18.380 --> 00:14:21.780]  我只會說啊!啊!這樣
[00:14:21.780 --> 00:14:24.480]  所以家人已經很清楚知道
[00:14:24.480 --> 00:14:26.480]  你一出生就已經這麼牛頸了
[00:14:26.480 --> 00:14:29.480]  所以他們改了我的名字叫永善
[00:14:29.480 --> 00:14:31.680]  怕我不得善良是牛頸
[00:14:31.680 --> 00:14:34.480]  所以就希望我永遠善良
[00:14:34.480 --> 00:14:39.280]  這是我從我家人裡面聽到的版本
[00:14:39.280 --> 00:14:43.080]  死牛一面頸是代表了一個人很硬頸
[00:14:43.080 --> 00:14:45.280]  心裡面很剛硬
[00:14:45.280 --> 00:14:48.580]  《耳福所書》第四章十八、十九、兩節
[00:14:48.580 --> 00:14:53.380]  「他們心底昏迷與神所賜的生命隔絕了
[00:14:53.380 --> 00:14:56.280]  都因自己無知心裡剛硬
[00:14:56.280 --> 00:14:58.180]  良心既然喪盡
[00:14:58.180 --> 00:15:04.480]  就放縱私慾貪行種種的污穢」
[00:15:04.480 --> 00:15:06.080]  其實你留意到
[00:15:06.080 --> 00:15:08.780]  有時候人不是不認識神
[00:15:08.780 --> 00:15:11.080]  不過他不能夠接受神
[00:15:11.080 --> 00:15:13.780]  是這麼著緊我們的生命
[00:15:13.780 --> 00:15:16.280]  對我們有一個很大的管制
[00:15:16.280 --> 00:15:17.680]  似乎是管制
[00:15:17.680 --> 00:15:19.280]  但其實對我們是好的
[00:15:19.280 --> 00:15:20.780]  那時有人說
[00:15:20.780 --> 00:15:21.580]  做雕塗不行
[00:15:21.580 --> 00:15:22.280]  這件事不准做
[00:15:22.280 --> 00:15:24.780]  那件事也不准做
[00:15:24.780 --> 00:15:27.980]  所以他寧願塑造一些假神
[00:15:27.980 --> 00:15:33.280]  在心裡好像附上了宗教的行為
[00:15:33.280 --> 00:15:35.680]  內心有這份平安
[00:15:35.680 --> 00:15:37.880]  但其實是絕對錯誤
[00:15:37.880 --> 00:15:39.880]  但很可惜
[00:15:39.880 --> 00:15:41.280]  神的子民
[00:15:41.280 --> 00:15:44.080]  特別當我們在以色列人
[00:15:44.080 --> 00:15:45.880]  他們出埃及的時候
[00:15:45.880 --> 00:15:51.380]  他們經歷過雲柱、火柱的保守和照耀
[00:15:51.380 --> 00:15:53.880]  他們吃過天上的瑪拿
[00:15:53.880 --> 00:15:56.080]  他們經歷過埃及的實災
[00:15:56.080 --> 00:15:59.380]  他們很清楚知道神是怎樣
[00:15:59.380 --> 00:16:01.580]  神是一個威嚴的神
[00:16:01.580 --> 00:16:03.280]  但很可惜
[00:16:03.280 --> 00:16:06.480]  他們竟然仍然偏離神的道
[00:16:06.480 --> 00:16:08.680]  去拜偶像
[00:16:08.680 --> 00:16:11.880]  這些就是死牛一邊頸
[00:16:11.880 --> 00:16:14.180]  當人有主觀的時候
[00:16:14.180 --> 00:16:16.680]  很難去改變他
[00:16:16.680 --> 00:16:18.780]  當日那班費利賽人
[00:16:18.780 --> 00:16:20.180]  針對耶穌的人
[00:16:20.180 --> 00:16:22.180]  看到耶穌能夠行神蹟
[00:16:22.180 --> 00:16:23.480]  可以來趕鬼
[00:16:23.480 --> 00:16:26.380]  這個能力絕對不是隨便有的
[00:16:26.380 --> 00:16:27.880]  但他們覺得耶穌不適合
[00:16:27.880 --> 00:16:29.380]  在安息裡來治病
[00:16:29.380 --> 00:16:31.480]  在安息裡來趕鬼
[00:16:31.480 --> 00:16:33.280]  那要怎樣解釋耶穌的能力呢?
[00:16:33.280 --> 00:16:36.880]  於是禮橫哲曲地誣衊耶穌
[00:16:36.880 --> 00:16:39.880]  祂是靠鬼王來趕鬼
[00:16:39.880 --> 00:16:43.880]  你看到這些就是人心裡的剛硬
[00:16:43.880 --> 00:16:48.080]  縱使你循循善誘去勸導祂也好
[00:16:48.080 --> 00:16:50.880]  但祂也不會來聽
[00:16:50.880 --> 00:16:54.180]  這時候就很無奈
[00:16:54.180 --> 00:16:55.680]  有一句說話跟牛有關
[00:16:55.680 --> 00:16:56.880]  不知道是什麼呢?
[00:16:56.880 --> 00:17:00.880]  「牛召牡丹,不知花定草」
[00:17:00.880 --> 00:17:03.780]  即是不會細酌細味
[00:17:03.780 --> 00:17:04.780]  我也被家人罵的
[00:17:04.780 --> 00:17:06.280]  這句說話我從小已經懂得
[00:17:06.280 --> 00:17:08.480]  因為我吃東西是很快的
[00:17:08.480 --> 00:17:10.080]  我父母也罵我
[00:17:10.080 --> 00:17:12.580]  「有人搶你的嗎?牛召牡丹」
[00:17:12.580 --> 00:17:13.480]  「我煮得這麼好味道
[00:17:13.480 --> 00:17:15.680]  你隨便吞掉吧」
[00:17:15.680 --> 00:17:17.880]  但有時候我們聽到也是這樣
[00:17:17.880 --> 00:17:18.880]  我們很快地聽到
[00:17:18.880 --> 00:17:20.480]  但你沒有好一點的細酌
[00:17:20.480 --> 00:17:21.880]  沒有好一點的反思
[00:17:21.880 --> 00:17:22.880]  沒有好一點的學習
[00:17:22.880 --> 00:17:26.580]  以致我們生命來來去去
[00:17:26.580 --> 00:17:28.280]  仍然是這麼軟弱
[00:17:28.280 --> 00:17:29.580]  記住
[00:17:29.580 --> 00:17:32.480]  如果你繼續去犯錯
[00:17:32.480 --> 00:17:35.680]  沒有隨著聖靈的提醒教導之下
[00:17:35.680 --> 00:17:37.780]  來來去去作出回應的時候
[00:17:37.780 --> 00:17:40.180]  我想你要很小心
[00:17:40.180 --> 00:17:42.280]  希伯來書很清楚地說
