
[00:00:00.000 --> 00:00:02.740]  結局 摩西的孫子
[00:14:19.040 --> 00:14:20.760]  我們說了很多上帝的東西
[00:14:20.760 --> 00:14:23.240]  都不知道有多少是真的
[00:14:23.240 --> 00:14:25.360]  這是另外一個問題
[00:14:25.360 --> 00:14:26.520]  接着我們告訴你
[00:14:26.520 --> 00:14:28.400]  很容易的
[00:14:28.400 --> 00:14:31.680]  只要你什麼什麼就行了
[00:14:31.680 --> 00:14:35.160]  我們在騙誰呢?
[00:14:35.160 --> 00:14:39.280]  很可怕的是我們犯了大人當時的錯誤
[00:14:39.280 --> 00:14:42.720]  各人做自己眼中害違對的事
[00:14:42.720 --> 00:14:43.760]  真的求主憐憫
[00:14:43.760 --> 00:14:46.120]  帶領我們最後兩個星期去不斷反思
[00:14:46.120 --> 00:14:49.040]  我們來做個祈禱
[00:14:49.040 --> 00:14:50.880]  天父我們很感謝你
[00:14:50.880 --> 00:14:55.640]  這兩張聖經實在是太精彩了
[00:14:55.640 --> 00:14:57.240]  太多東西了
[00:14:57.240 --> 00:15:00.960]  不單止是要求
[00:15:00.960 --> 00:15:03.400]  不單止是因爲它有很多歷史的背景
[00:15:03.400 --> 00:15:08.840]  其實真的很貼近我們
[00:15:08.840 --> 00:15:10.400]  很可怕的一件事
[00:15:10.400 --> 00:15:13.680]  原來當時我們今天可以看
[00:15:13.680 --> 00:15:18.400]  《在米加的家》裏面的那套戲
[00:15:18.400 --> 00:15:19.800]  我們覺得在笑
[00:15:19.800 --> 00:15:22.120]  我們覺得米加什麼這麼搞笑
[00:15:22.120 --> 00:15:24.480]  完全是不認識上帝等等
[00:15:24.480 --> 00:15:26.680]  但我們反觀今天的教會
[00:15:26.680 --> 00:15:29.960]  這是一個直接是翻版
[00:15:29.960 --> 00:15:36.960]  甚至那種不願意付代價跟隨耶穌
[00:15:36.960 --> 00:15:42.720]  那種自己去找自己一個新的救恩的方法
[00:15:42.720 --> 00:15:44.480]  或者方向應許
[00:15:44.480 --> 00:15:49.120]  這些都是與史詩紀完全貼近
[00:15:49.120 --> 00:15:51.720]  主真的幫助我們憐憫
[00:15:51.720 --> 00:15:57.040]  我們願意在這裏凡聽見的弟兄姊妹
[00:15:57.040 --> 00:16:00.520]  也不僅是在這裏聽覺得很有趣
[00:16:00.520 --> 00:16:04.800]  而是我們真的懷着一個恐懼戰經
[00:16:04.800 --> 00:16:06.960]  但是又怎麼說呢
[00:16:06.960 --> 00:16:08.760]  真的充滿喜樂
[00:16:08.760 --> 00:16:16.880]  充滿盼望的一個心去奔跑我們的天路
[00:16:16.880 --> 00:16:20.480]  主啊 你的警告是真實的
[00:16:20.480 --> 00:16:24.160]  但是你的認許更加真實
[00:16:24.160 --> 00:16:30.840]  你所認許給我們的一個豐盛的生命
[00:16:30.840 --> 00:16:34.920]  絕對不是這個世界可以給我們的
[00:16:34.920 --> 00:16:36.640]  主啊 求主幫助我們
[00:16:36.640 --> 00:16:40.000]  幫助我們仰望天上明亮的聖聖
[00:16:40.000 --> 00:16:43.560]  記起初期教會或者教會歷史裏面
[00:16:43.560 --> 00:16:45.080]  衆多人
[00:16:45.080 --> 00:16:46.760]  因着福音的緣故
[00:16:46.760 --> 00:16:48.440]  因着天國的緣故
[00:16:48.440 --> 00:16:50.720]  放棄這個世界的追求
[00:16:50.720 --> 00:16:55.200]  因着你給他們認許
[00:16:55.200 --> 00:16:58.680]  他們真的踏入了一場戰爭
[00:16:58.680 --> 00:17:00.760]  打了一場漂亮的仗
[00:17:00.760 --> 00:17:03.200]  最後戰亂得穩
[00:17:03.200 --> 00:17:11.600]  願我們都成爲那幫最終戰亂得穩的那幫人當中
[00:17:11.600 --> 00:17:16.360]  祝福我們還有兩次回來思想來話語的時候
[00:17:16.360 --> 00:17:17.000]  感謝你
[00:17:17.000 --> 00:17:17.760]  這樣祈禱我們
[00:17:17.760 --> 00:17:19.160]  奉主耶穌基督的名下
[00:17:19.160 --> 00:17:20.160]  阿們
