
[00:00:00.000 --> 00:00:02.640]  (主席)好 電視節目的朋友 早安
[00:01:21.640 --> 00:01:23.740]  就是對於一些罪惡的事情
[00:01:23.740 --> 00:01:25.040]  不合真理的事情
[00:01:25.040 --> 00:01:28.640]  你看到這一張PowerPoint的下面
[00:01:28.640 --> 00:01:30.540]  已經把第一節的經文帶出來了
[00:01:30.540 --> 00:01:31.940]  我們再讀一次好不好
[00:01:31.940 --> 00:01:33.940]  不從
[00:01:33.940 --> 00:01:35.740]  不暫
[00:01:35.740 --> 00:01:38.140]  不助
[00:01:38.140 --> 00:01:40.840]  三不
[00:01:40.840 --> 00:01:43.240]  我們看看這三個不是代表甚麼
[00:01:43.240 --> 00:01:44.240]  第一個不從
[00:01:44.240 --> 00:01:45.840]  即是不服從 不跟從
[00:01:45.840 --> 00:01:47.440]  甚麼意思
[00:01:47.440 --> 00:01:49.840]  就是不從 不服從惡人的計謀
[00:01:49.840 --> 00:01:51.840]  不跟從惡人的計謀
[00:01:51.840 --> 00:01:52.840]  拒絕
[00:01:52.840 --> 00:01:55.040]  No 甚麼甚麼No
[00:01:55.040 --> 00:01:57.140]  拒絕用惡人的方法
[00:01:57.140 --> 00:02:00.240]  我們很多時候做教會事工
[00:02:00.240 --> 00:02:01.640]  或者去籌劃教會事工
[00:02:01.640 --> 00:02:03.140]  我們都想這個事工
[00:02:03.140 --> 00:02:04.140]  或者這個策略
[00:02:04.140 --> 00:02:05.940]  這個方法會不會有效
[00:02:05.940 --> 00:02:06.740]  是不是
[00:02:06.740 --> 00:02:08.440]  我們接下來10月24日的報道會
[00:02:08.440 --> 00:02:10.840]  我們都想盡方法
[00:02:10.840 --> 00:02:14.940]  我們的報道會的籌委會都很忠心
[00:02:14.940 --> 00:02:15.740]  想了很多方法
[00:02:15.740 --> 00:02:17.340]  有單張 大家都收到了
[00:02:17.340 --> 00:02:20.240]  也在派發 多謝大家的同工
[00:02:20.240 --> 00:02:24.240]  也會有一些短片 早幾個星期有看過
[00:02:24.240 --> 00:02:26.740]  也在網上有一些宣傳
[00:02:26.740 --> 00:02:28.240]  我們用盡一切的方法
[00:02:28.240 --> 00:02:29.240]  都希望甚麼
[00:02:29.240 --> 00:02:31.640]  這個報道會更加多人聽到神的話語
[00:02:31.640 --> 00:02:32.840]  能夠與神和好
[00:02:32.840 --> 00:02:35.540]  能夠重新成為神的子民
[00:02:35.540 --> 00:02:36.740]  不過我們要留心的就是
[00:02:36.740 --> 00:02:37.940]  當我們做神的事工的時候
[00:02:37.940 --> 00:02:40.940]  我們必須要用神的方法
[00:02:40.940 --> 00:02:42.540]  如果用了世俗的方法的話
[00:02:42.540 --> 00:02:44.640]  我們不單止是得不到祝福
[00:02:44.640 --> 00:02:47.240]  甚至是得不到神的喜悅
[00:02:47.240 --> 00:02:50.540]  我記得艾大德生說了很多金句
[00:02:50.540 --> 00:02:52.140]  其實其中一句金句
[00:02:52.140 --> 00:02:53.740]  我好記得好記得
[00:02:53.740 --> 00:02:54.940]  我也跟大家分享過
[00:02:54.940 --> 00:02:57.340]  不過也不厭其煩再說一次
[00:02:57.340 --> 00:02:59.440]  就是神的工作
[00:02:59.440 --> 00:03:01.340]  用神的方法
[00:03:01.340 --> 00:03:04.040]  必定不會缺乏神的供應和祝福
[00:03:04.040 --> 00:03:05.640]  是不是 阿媽們
[00:03:05.640 --> 00:03:07.340]  我們一起說一次好不好
[00:03:07.340 --> 00:03:08.840]  神的工作
[00:03:08.840 --> 00:03:10.540]  用神的方法
[00:03:10.540 --> 00:03:13.540]  是不會缺乏神的供應和祝福
[00:03:13.540 --> 00:03:15.140]  所以這個是提示我們
[00:03:15.140 --> 00:03:19.940]  我們不要做一個結果主導的人
[00:03:19.940 --> 00:03:21.940]  就是說我們為了那個結果
[00:03:21.940 --> 00:03:24.740]  要爆 夠爆 反應夠好
[00:03:24.740 --> 00:03:26.740]  我們就不問青紅皂白
[00:03:26.740 --> 00:03:27.940]  任何的方法
[00:03:27.940 --> 00:03:29.440]  甚至是一些世俗的
[00:03:29.440 --> 00:03:31.540]  一些不合心理的方法
[00:03:31.540 --> 00:03:32.940]  我們都照用如意
[00:03:32.940 --> 00:03:34.140]  至於有效果
[00:03:34.140 --> 00:03:36.140]  或者它是什麼
[00:03:36.140 --> 00:03:38.140]  總之就手啱用就行了
[00:03:38.140 --> 00:03:40.540]  這種心態不是聖經所說的
[00:03:40.540 --> 00:03:41.640]  就是這裡的意思
[00:03:41.640 --> 00:03:43.840]  不從惡人的計謀
[00:03:43.840 --> 00:03:45.240]  也引申我們拒絕
[00:03:45.240 --> 00:03:47.340]  用一些不信者的處事方法
[00:03:47.340 --> 00:03:49.840]  可能這些方法有時候會很快有果效
[00:03:49.840 --> 00:03:51.440]  立竿見影
[00:03:51.440 --> 00:03:53.740]  我們香港人
[00:03:53.740 --> 00:03:56.040]  我們都是一個字
[00:03:56.040 --> 00:03:58.640]  總結香港人就是什麼字
[00:03:58.640 --> 00:04:00.040]  正 都是
[00:04:00.040 --> 00:04:02.040]  快
[00:04:02.040 --> 00:04:04.340]  我們有一種叫做快餐信仰
[00:04:04.340 --> 00:04:06.440]  快餐文化即食麵信仰
[00:04:06.440 --> 00:04:08.740]  快餐即食麵的特色是什麼
[00:04:08.740 --> 00:04:10.440]  快 靚 正
[00:04:10.440 --> 00:04:12.340]  快 靚 是不是靚呢
[00:04:12.340 --> 00:04:14.040]  樣子可能靚 正不正呢
[00:04:14.040 --> 00:04:15.440]  不一定
[00:04:15.440 --> 00:04:17.140]  即食麵或者快餐那些
[00:04:17.140 --> 00:04:20.240]  有很高的糖分 鹽分 三高
[00:04:20.240 --> 00:04:23.140]  或者有鈉的成分很高
[00:04:23.140 --> 00:04:24.040]  吃得多會怎樣
[00:04:24.040 --> 00:04:25.440]  對身體一定不好
[00:04:25.440 --> 00:04:28.140]  所以快餐文化或快餐信仰
[00:04:28.140 --> 00:04:30.840]  其實說的是我們貪方便
[00:04:30.840 --> 00:04:32.640]  貪快 貪果效
[00:04:32.640 --> 00:04:37.640]  不問原則或者做法
[00:04:37.640 --> 00:04:40.440]  這件事我們不值得鼓勵
[00:04:40.440 --> 00:04:43.740]  另外兩個不就是不站和不坐
[00:04:43.740 --> 00:04:46.640]  我們做人不是站著就坐著
[00:04:46.640 --> 00:04:47.840]  還有躺平 是不是
[00:04:47.840 --> 00:04:50.040]  睡 睡在這裡
[00:04:50.040 --> 00:04:52.040]  這裡就說了站和坐
[00:04:52.040 --> 00:04:54.540]  其實已經包括了涵蓋了我們人生當中
[00:04:54.540 --> 00:04:57.740]  絕大部分的動作或者是時間
[00:04:57.740 --> 00:04:59.640]  我們看看不站是什麼意思
[00:04:59.640 --> 00:05:00.940]  不要靠近
[00:05:00.940 --> 00:05:03.040]  不要依賴 不要跟隨
[00:05:03.040 --> 00:05:05.840]  不要依賴 我就想起坐地鐵
[00:05:05.840 --> 00:05:07.740]  是不是有很多柱 人多
[00:05:07.740 --> 00:05:10.040]  最怕見到一種人站著又怎樣
[00:05:10.040 --> 00:05:12.740]  蹦著那條柱
[00:05:12.740 --> 00:05:14.040]  為什麼不好
[00:05:14.040 --> 00:05:15.240]  他蹦著了
[00:05:15.240 --> 00:05:17.940]  你想扶一下都不好意思
[00:05:17.940 --> 00:05:19.340]  特別如果男女有別
[00:05:19.340 --> 00:05:21.140]  他一會說你非禮怎麼辦
[00:05:21.140 --> 00:05:23.740]  但他又不知道自己霸著那條柱
[00:05:23.740 --> 00:05:25.540]  現在有些廣播提到
[00:05:25.540 --> 00:05:27.140]  請乘客不要
[00:05:27.140 --> 00:05:28.240]  忘記了怎麼說
[00:05:28.240 --> 00:05:29.740]  請乘客不要蹦著那條柱
[00:05:29.740 --> 00:05:32.140]  大概是這個意思
[00:05:32.140 --> 00:05:34.740]  所以這裡也說我們不要依賴
[00:05:34.740 --> 00:05:35.440]  不要依賴
[00:05:35.440 --> 00:05:37.740]  你蹦著他就是貪方便
[00:05:37.740 --> 00:05:40.040]  你就不用去玩手機方便一點
[00:05:40.040 --> 00:05:41.540]  不會跌在那裡
[00:05:41.540 --> 00:05:44.340]  所以這個不站也提醒我們
[00:05:44.340 --> 00:05:46.040]  不要靠近
[00:05:46.040 --> 00:05:47.440]  或者不要依賴
[00:05:47.440 --> 00:05:50.240]  不要依附一些權貴
[00:05:50.240 --> 00:05:52.440]  或者是不合真理的人
[00:05:52.440 --> 00:05:53.240]  有權有勢的人
[00:05:53.240 --> 00:05:56.040]  但是企圖得著高位
[00:05:56.040 --> 00:05:59.340]  或者我們不要隨波逐流
[00:05:59.340 --> 00:06:01.740]  不要跟從世界價值觀走
[00:06:01.740 --> 00:06:03.340]  我們生活在世界是不假的
[00:06:03.340 --> 00:06:05.240]  你和我都沒有回到天界
[00:06:05.240 --> 00:06:07.240]  我們都生活在世界上
[00:06:07.240 --> 00:06:12.540]  每一天你和我都受很多世界價值觀影響我們
[00:06:12.540 --> 00:06:15.340]  我們無可避免一定會聽到、看到
[00:06:15.340 --> 00:06:20.840]  開電視、聽收音機、上網、YouTube、IG、Twitter
[00:06:20.840 --> 00:06:24.440]  所有都有很多世俗的價值觀
[00:06:24.440 --> 00:06:26.940]  所以如果我們沒有一個分辨能力的話
[00:06:26.940 --> 00:06:31.840]  這些世俗價值觀很容易成為主導我們的思想
[00:06:31.840 --> 00:06:33.140]  當你面對一件事情
[00:06:33.140 --> 00:06:34.240]  或者面對神的工作
[00:06:34.240 --> 00:06:35.640]  你打算怎麼去做
[00:06:35.640 --> 00:06:37.240]  怎麼去傳播音也好
[00:06:37.240 --> 00:06:40.740]  或者想來家裡怎麼去處理任何大小事情也好
[00:06:40.740 --> 00:06:43.440]  這些聲音很容易就會佔據了我們的心
[00:06:43.440 --> 00:06:45.340]  或者成為主導的思想
[00:06:45.340 --> 00:06:47.140]  所以其實我們必須要讀聖經
[00:06:47.140 --> 00:06:48.040]  必須要親近神
[00:06:48.040 --> 00:06:48.640]  為什麼呢?
[00:06:48.640 --> 00:06:49.740]  你要抗衡這些
[00:06:49.740 --> 00:06:50.540]  因為為什麼呢?
[00:06:50.540 --> 00:06:51.740]  我們在這個世界的生活
[00:06:51.740 --> 00:06:52.540]  你不讀
[00:06:52.540 --> 00:06:55.540]  你不用專注
[00:06:55.540 --> 00:06:57.740]  你走過那些地鐵燈箱
[00:06:57.740 --> 00:06:59.240]  或者看手機
[00:06:59.240 --> 00:07:00.940]  或者排單章
[00:07:00.940 --> 00:07:03.440]  都會將世界的價值觀傳遞給我們
[00:07:03.440 --> 00:07:04.340]  對不對?
[00:07:04.340 --> 00:07:05.540]  所以如果我們另外一方面
[00:07:05.540 --> 00:07:06.340]  如果沒有神的話
[00:07:06.340 --> 00:07:07.740]  要做一個抗衡的話
[00:07:07.740 --> 00:07:10.340]  你和我腦子裡面永遠充斥的是什麼?
[00:07:10.340 --> 00:07:11.640]  就是世俗的做法、想法
[00:07:11.640 --> 00:07:14.240]  所以其實很多時候
[00:07:14.240 --> 00:07:15.040]  很多人就在想
[00:07:15.040 --> 00:07:18.540]  研究一個很重要的教會觀的課題
[00:07:18.540 --> 00:07:20.740]  就是怎麼能夠令到教會聖潔
[00:07:20.740 --> 00:07:21.540]  或者相反來說
[00:07:21.540 --> 00:07:23.640]  令到教會不世俗化呢?
[00:07:23.640 --> 00:07:25.340]  我告訴你其實沒有什麼秘訣
[00:07:25.340 --> 00:07:26.140]  秘訣就是
[00:07:26.140 --> 00:07:28.140]  當教會裡面的人不世俗化
[00:07:28.140 --> 00:07:29.740]  教會就不世俗化了
[00:07:29.740 --> 00:07:32.040]  但是相反如果當教會的人都是世俗化的
[00:07:32.040 --> 00:07:34.340]  我們想的事情全部都是世界、香港的
[00:07:34.340 --> 00:07:36.040]  那套快節
[00:07:36.040 --> 00:07:38.440]  或者快餐文化那套東西的
[00:07:38.440 --> 00:07:40.140]  當你一起開會的時候
[00:07:40.140 --> 00:07:42.340]  那你很自然就會用到那些東西的
[00:07:42.340 --> 00:07:44.140]  但是如果你又是充滿
[00:07:44.140 --> 00:07:45.840]  另外一方面
[00:07:45.840 --> 00:07:47.540]  另外一方面你充滿了神的
[00:07:47.540 --> 00:07:49.740]  華語有神的準則的話
[00:07:49.740 --> 00:07:50.940]  那你就可以抗衡的
[00:07:50.940 --> 00:07:52.140]  或者你就知道
[00:07:52.140 --> 00:07:52.940]  剛才說了
[00:07:52.940 --> 00:07:54.040]  用神的方法
[00:07:54.040 --> 00:07:55.240]  去做神的工作
[00:07:55.240 --> 00:07:56.740]  就才會有神的祝福
[00:07:56.740 --> 00:07:57.540]  是不是?
[00:07:57.540 --> 00:07:59.340]  所以突然之間我鼓勵大家多讀
[00:07:59.340 --> 00:08:00.140]  神的華語
[00:08:00.140 --> 00:08:01.740]  剛才我們報告有
[00:08:01.740 --> 00:08:02.740]  很多的裝備課程
[00:08:02.740 --> 00:08:03.240]  是不是?
[00:08:03.240 --> 00:08:06.040]  那大家就把握這個機會
[00:08:06.040 --> 00:08:07.240]  好了
[00:08:07.240 --> 00:08:07.940]  嗯
[00:08:07.940 --> 00:08:09.540]  我們考一考我記不記得
[00:08:09.540 --> 00:08:09.840]  是不是?
[00:08:09.840 --> 00:08:11.540]  可能不讓我看
[00:08:11.540 --> 00:08:12.440]  OK 是
[00:08:12.440 --> 00:08:15.340]  那世界潮流就是這樣的
[00:08:15.340 --> 00:08:17.040]  剛才說的那些世界價值觀
[00:08:17.040 --> 00:08:17.640]  慢慢慢慢
[00:08:17.640 --> 00:08:19.240]  因為大部分人都拜
[00:08:19.240 --> 00:08:20.340]  那不要
[00:08:20.340 --> 00:08:20.940]  就是
[00:08:20.940 --> 00:08:21.840]  只要袖手不理
[00:08:21.840 --> 00:08:22.440]  很醜
[00:08:22.440 --> 00:08:24.640]  也都世界人不會
[00:08:24.640 --> 00:08:25.340]  在乎
[00:08:25.340 --> 00:08:26.640]  它是不是合乎真理的
[00:08:26.640 --> 00:08:27.940]  因為呢
[00:08:27.940 --> 00:08:28.740]  我發覺呢
[00:08:28.740 --> 00:08:29.440]  近年呢
[00:08:29.440 --> 00:08:30.440]  近這
[00:08:30.440 --> 00:08:31.740]  可能十幾二十年了
[00:08:31.740 --> 00:08:33.540]  由北美洲和歐洲開始
[00:08:33.540 --> 00:08:35.340]  來到亞洲一樣的
[00:08:35.340 --> 00:08:36.640]  都是高舉人權
[00:08:36.640 --> 00:08:38.040]  Human Rights
[00:08:38.040 --> 00:08:39.540]  過於這個真理
[00:08:39.540 --> 00:08:40.240]  是不是?
[00:08:40.240 --> 00:08:41.840]  有沒有這樣的體會?
[00:08:41.840 --> 00:08:43.040]  如果去到極端的話
[00:08:43.040 --> 00:08:44.140]  就會包容罪惡
[00:08:44.140 --> 00:08:44.840]  隨波逐流
[00:08:44.840 --> 00:08:45.940]  被世界同化
[00:08:45.940 --> 00:08:47.140]  廣東無謂舉個例子
[00:08:47.140 --> 00:08:48.240]  大家就明白了
[00:08:48.240 --> 00:08:50.140]  譬如同性戀這件事情
[00:08:50.140 --> 00:08:51.240]  由歐美開始
[00:08:51.240 --> 00:08:53.340]  就成為這個風潮了
[00:08:53.340 --> 00:08:55.340]  那現在如果你
[00:08:55.340 --> 00:08:56.640]  就是如果你是說
[00:08:56.640 --> 00:08:57.840]  公開反對的話
[00:08:57.840 --> 00:08:58.340]  你就
[00:08:58.340 --> 00:08:59.440]  別人會標籤你
[00:08:59.440 --> 00:09:00.740]  標籤了你是兩個字
[00:09:00.740 --> 00:09:02.240]  就是恐同
[00:09:02.240 --> 00:09:03.540]  不是恐龍
[00:09:03.540 --> 00:09:04.540]  聽清楚
[00:09:04.540 --> 00:09:06.340]  就是不要叫我恐龍牧師
[00:09:06.340 --> 00:09:07.440]  就是有人標籤
[00:09:07.440 --> 00:09:08.140]  標籤我們這些
[00:09:08.140 --> 00:09:09.540]  可能叫恐同牧師
[00:09:09.540 --> 00:09:10.540]  OK
[00:09:10.540 --> 00:09:11.940]  就是恐懼同性戀
[00:09:11.940 --> 00:09:13.140]  我告訴你
[00:09:13.140 --> 00:09:14.340]  同性戀是罪
[00:09:14.340 --> 00:09:15.540]  聖經說得很清楚的
[00:09:15.540 --> 00:09:16.640]  古往今來都是這樣
[00:09:16.640 --> 00:09:17.940]  不管現在的潮流是怎樣
[00:09:17.940 --> 00:09:19.140]  不管
[00:09:19.140 --> 00:09:20.740]  立了什麼法什麼法都好
[00:09:20.740 --> 00:09:21.740]  我可以大膽說
[00:09:21.740 --> 00:09:22.740]  我們作為牧師
[00:09:22.740 --> 00:09:23.440]  我們作為基督徒
[00:09:23.440 --> 00:09:25.140]  我們信靠神的人
[00:09:25.140 --> 00:09:26.940]  我們一定是反對同性戀的
[00:09:26.940 --> 00:09:27.740]  這個是不對的
[00:09:27.740 --> 00:09:28.940]  是罪來的
[00:09:28.940 --> 00:09:29.640]  神都不喜悅的
[00:09:29.640 --> 00:09:31.740]  不過我想提一句話就是
[00:09:31.740 --> 00:09:34.640]  我們必須要非常愛同性戀者
[00:09:34.640 --> 00:09:35.940]  聽得明白我的意思嗎?
[00:09:35.940 --> 00:09:37.140]  因為神愛世人
[00:09:37.140 --> 00:09:38.940]  包括有罪沒有罪的都會愛
[00:09:38.940 --> 00:09:41.940]  你和我之前都很多罪的
[00:09:41.940 --> 00:09:42.940]  未必一定是同性戀
[00:09:42.940 --> 00:09:44.140]  其他事情而已
[00:09:44.140 --> 00:09:46.140]  所以我告訴大家就是
[00:09:46.140 --> 00:09:47.340]  我們必須要
[00:09:47.340 --> 00:09:48.940]  立場堅定地反對同性戀
[00:09:48.940 --> 00:09:49.740]  和一切罪惡
[00:09:49.740 --> 00:09:50.840]  但是同時間
[00:09:50.840 --> 00:09:52.640]  也要堅定不移地
[00:09:52.640 --> 00:09:54.740]  愛同性戀者和其他罪人
[00:09:54.740 --> 00:09:55.640]  Amen
[00:09:55.640 --> 00:09:56.840]  Amen不Amen?
[00:09:56.840 --> 00:09:58.540]  Amen就說Amen
[00:09:58.540 --> 00:09:59.640]  OK的
[00:09:59.640 --> 00:10:00.840]  這是聖經所揭示的真理
[00:10:00.840 --> 00:10:02.940]  所以不要將它混為一談
[00:10:02.940 --> 00:10:05.140]  我們上網查一查
[00:10:05.140 --> 00:10:06.840]  這些教派
[00:10:06.840 --> 00:10:08.440]  在維基理也查到了
[00:10:08.440 --> 00:10:12.240]  就是接納認同
[00:10:12.240 --> 00:10:13.440]  甚至有些教派
[00:10:13.440 --> 00:10:15.540]  按納同性戀的牧師
[00:10:15.540 --> 00:10:17.140]  這些名字不用讀了
[00:10:17.140 --> 00:10:18.440]  大家都看到的
[00:10:18.440 --> 00:10:20.140]  裡面你會發現很多
[00:10:20.140 --> 00:10:21.340]  耳熟能詳的名字
[00:10:21.340 --> 00:10:22.640]  是一些大宗派的
[00:10:22.640 --> 00:10:24.940]  傳統的宗派
[00:10:24.940 --> 00:10:26.940]  我發現就是我剛才所說的
[00:10:26.940 --> 00:10:30.540]  潮流或者是我們現在的價值觀
[00:10:30.540 --> 00:10:33.540]  甚至乎世俗的這些不合真理價值觀
[00:10:33.540 --> 00:10:35.940]  已經是入侵教會
[00:10:35.940 --> 00:10:36.740]  很可惜的
[00:10:36.740 --> 00:10:38.240]  非常惋惜
[00:10:38.240 --> 00:10:41.540]  非常痛心的
[00:10:41.540 --> 00:10:42.440]  就是看到很多
[00:10:42.440 --> 00:10:45.240]  原先是一些很好的
[00:10:45.240 --> 00:10:47.240]  跟從神的教會
[00:10:47.240 --> 00:10:49.240]  或者是宗派也好
[00:10:49.240 --> 00:10:52.740]  但是卻是在同性戀的問題上
[00:10:52.740 --> 00:10:53.740]  隨波逐流
[00:10:53.740 --> 00:10:55.540]  跟從這個潮流
[00:10:55.540 --> 00:10:57.540]  我們華人教會又如何呢?
[00:10:57.540 --> 00:10:59.040]  我又上網查了一下
[00:10:59.040 --> 00:11:01.840]  我發現有些教會有些地區
[00:11:01.840 --> 00:11:02.540]  不過我告訴你
[00:11:02.540 --> 00:11:07.040]  其實這個名單絕對是不完整的
[00:11:07.040 --> 00:11:07.740]  肯定的
[00:11:07.740 --> 00:11:09.040]  就是少的
[00:11:09.040 --> 00:11:10.540]  實際來說一定多過這個
[00:11:10.540 --> 00:11:14.340]  不過也略略給大家一些概念
[00:11:14.340 --> 00:11:15.540]  香港也有
[00:11:15.540 --> 00:11:17.040]  台灣也有
[00:11:17.040 --> 00:11:17.940]  新加坡也有
[00:11:17.940 --> 00:11:18.640]  九龍也有
[00:11:18.640 --> 00:11:19.540]  香港就是九龍
[00:11:19.540 --> 00:11:22.340]  只是開玩笑而已
[00:11:22.340 --> 00:11:25.340]  但是同時間我們要問一個問題
[00:11:25.340 --> 00:11:27.640]  為什麼基督的教會
[00:11:27.640 --> 00:11:28.840]  這些基督的教會
[00:11:28.840 --> 00:11:30.240]  屬於基督的教會
[00:11:30.240 --> 00:11:32.540]  會在這個問題上
[00:11:32.540 --> 00:11:34.340]  很明顯的真理
[00:11:34.340 --> 00:11:35.840]  為什麼都會犯錯呢?
[00:11:35.840 --> 00:11:42.140]  為什麼都會改變了他們的會章憲法呢?
[00:11:42.140 --> 00:11:44.840]  來迎合這些潮流呢?
[00:11:44.840 --> 00:11:46.140]  我想沒有其他的原因
[00:11:46.140 --> 00:11:47.540]  剛才我就是說
[00:11:47.540 --> 00:11:49.840]  當我們不讀聖經
[00:11:49.840 --> 00:11:51.840]  不跟從神的原則
[00:11:51.840 --> 00:11:56.040]  我們就容易被這個世界的潮流的風氣搖動
[00:11:56.040 --> 00:11:59.040]  甚至乎覺得這個跟從世界的風氣
[00:11:59.040 --> 00:12:01.540]  才是夠入世
[00:12:01.540 --> 00:12:03.640]  才是一間夠IN的教會
[00:12:03.640 --> 00:12:06.140]  才是在這個世代裏面成為名燈高台
[00:12:06.140 --> 00:12:07.040]  NO啦
[00:12:07.040 --> 00:12:08.240]  不是這樣
[00:12:08.240 --> 00:12:09.040]  我們當然
[00:12:09.040 --> 00:12:13.240]  我想你們都知道我們今年的主題
[00:12:13.240 --> 00:12:14.040]  進入社區
[00:12:14.040 --> 00:12:15.440]  我們必須要進入這個世界
[00:12:15.440 --> 00:12:16.140]  我們經常都說的
[00:12:16.140 --> 00:12:17.340]  過了一年
[00:12:17.340 --> 00:12:18.640]  但問題是進入去
[00:12:18.640 --> 00:12:19.540]  它是怎樣?
[00:12:19.540 --> 00:12:20.940]  你不需要隨波逐流
[00:12:20.940 --> 00:12:24.840]  反過來你要指引一條明路
[00:12:24.840 --> 00:12:25.840]  給這個世人
[00:12:25.840 --> 00:12:29.140]  但問題是自己如果都不知道什麼是真理
[00:12:29.140 --> 00:12:31.140]  不明白神的話語的話
[00:12:31.140 --> 00:12:33.740]  不知道真與假的分別的話
[00:12:33.740 --> 00:12:36.940]  那你去到一群假的東西
[00:12:36.940 --> 00:12:38.040]  或者假的人當中
[00:12:38.040 --> 00:12:39.240]  或者世俗人當中
[00:12:39.240 --> 00:12:40.840]  那你當然被他怎樣?
[00:12:40.840 --> 00:12:41.540]  吃了你
[00:12:41.540 --> 00:12:44.840]  你當然不會有立場堅定的時候
[00:12:44.840 --> 00:12:45.440]  所以弟兄姊妹
[00:12:45.440 --> 00:12:46.640]  為什麼讀聖經
[00:12:46.640 --> 00:12:47.540]  然而讀神的話語
[00:12:47.540 --> 00:12:51.140]  全面準確認識神話語是多麼重要
[00:12:51.140 --> 00:12:52.140]  如果不是的話
[00:12:52.140 --> 00:12:53.340]  你跟他是沒有立場的
[00:12:53.340 --> 00:12:54.540]  你不會有立場的
[00:12:54.540 --> 00:12:56.240]  有的都是世俗的立場
[00:12:56.240 --> 00:12:56.640]  OK
[00:12:56.640 --> 00:12:57.140]  很容易的
[00:12:57.140 --> 00:13:00.740]  這個是每個人都會發生的事
[00:13:00.740 --> 00:13:02.840]  發生在每個人的身上
[00:13:02.840 --> 00:13:04.640]  不助善萬人的座位
[00:13:04.640 --> 00:13:05.340]  其實善萬人
[00:13:05.340 --> 00:13:05.740]  罪人
[00:13:05.740 --> 00:13:06.040]  惡人
[00:13:06.040 --> 00:13:07.140]  全部都是同一種人
[00:13:07.140 --> 00:13:08.140]  就是不敬畏神的人
[00:13:08.140 --> 00:13:09.740]  就是有不同的名字
[00:13:09.740 --> 00:13:11.340]  都是那一種人
[00:13:11.340 --> 00:13:13.140]  不助就是不要貪圖
[00:13:13.140 --> 00:13:14.040]  不要安享
[00:13:14.040 --> 00:13:16.240]  我們現在坐這個位置舒不舒服?
[00:13:16.240 --> 00:13:17.640]  我發覺燒浸這些椅子
[00:13:17.640 --> 00:13:18.740]  真的是極度舒服
[00:13:18.740 --> 00:13:20.340]  是太過舒服了
[00:13:20.340 --> 00:13:21.640]  你知不知道以前有些傳統教會
[00:13:21.640 --> 00:13:24.140]  那些椅子是木板椅子
[00:13:24.140 --> 00:13:25.040]  我經常想
[00:13:25.040 --> 00:13:25.840]  我以前教會
[00:13:25.840 --> 00:13:26.540]  就是我第一間教會
