
[00:00:00.000 --> 00:00:02.280]  但願子母處內平安
[00:03:56.880 --> 00:03:58.480]  人生也是
[00:03:58.480 --> 00:04:00.800]  我們怎麼來我們怎麼走
[00:04:00.800 --> 00:04:02.160]  聖經說得很清楚
[00:04:02.160 --> 00:04:03.360]  赤身老體來
[00:04:03.360 --> 00:04:05.440]  其實我們是赤身老體走的
[00:04:05.440 --> 00:04:07.160]  不過你就不要走得那麼難看
[00:04:07.160 --> 00:04:08.320]  給一件衣服去穿
[00:04:08.320 --> 00:04:09.080]  是很簡單
[00:04:09.080 --> 00:04:10.600]  其實我們什麼都沒有帶來
[00:04:10.600 --> 00:04:12.680]  也什麼都帶不走
[00:04:12.680 --> 00:04:13.080]  是不是
[00:04:13.080 --> 00:04:15.080]  大家都很清楚這件事
[00:04:15.080 --> 00:04:17.840]  嬰兒我們要很照顧他們的
[00:04:17.840 --> 00:04:19.480]  又要餵他吃東西
[00:04:19.480 --> 00:04:20.680]  幫他換尿片
[00:04:20.680 --> 00:04:23.160]  他嬰兒又發脾氣
[00:04:23.160 --> 00:04:24.840]  又不講理由的
[00:04:24.840 --> 00:04:27.560]  大家如果照顧過嬰兒就知道了
[00:04:27.560 --> 00:04:28.480]  不用照顧嬰兒
[00:04:28.480 --> 00:04:31.240]  照顧過老人家
[00:04:31.240 --> 00:04:32.880]  也是差不多
[00:04:32.880 --> 00:04:34.320]  去到差不多最後的時候
[00:04:34.320 --> 00:04:35.880]  你要餵他吃東西
[00:04:35.880 --> 00:04:37.240]  你幫他換尿片
[00:04:37.240 --> 00:04:39.280]  其實是很可悲的
[00:04:39.280 --> 00:04:41.920]  他又發脾氣
[00:04:41.920 --> 00:04:42.960]  不認得你
[00:04:42.960 --> 00:04:45.920]  他又無理取鬧
[00:04:45.920 --> 00:04:48.280]  不是循環是什麼
[00:04:48.280 --> 00:04:49.240]  真是什麼都是循環
[00:04:49.240 --> 00:04:51.280]  今天垃圾也是可以循環的
[00:04:51.280 --> 00:04:52.680]  大家有沒有循環垃圾
[00:04:52.680 --> 00:04:54.400]  我們環保是循環垃圾
[00:04:54.400 --> 00:04:59.760]  其實很多東西都是無限無限loop來loop去
[00:04:59.760 --> 00:05:00.560]  傳道書就說
[00:05:00.560 --> 00:05:02.240]  日光之下並無新事
[00:05:02.240 --> 00:05:03.520]  有一件事人子若說
[00:05:03.520 --> 00:05:04.880]  可能這件事是新的
[00:05:04.880 --> 00:05:06.200]  這件事你以為是新
[00:05:06.200 --> 00:05:10.440]  其實它在我們以前的世代早已經有了
[00:05:10.440 --> 00:05:12.800]  這個不是新的
[00:05:12.800 --> 00:05:13.600]  有人說
[00:05:13.600 --> 00:05:15.000]  講一些秘密給你聽
[00:05:15.000 --> 00:05:16.760]  誰跟我說的
[00:05:16.760 --> 00:05:20.240]  原來誰跟你說的那些gossip
[00:05:20.240 --> 00:05:22.760]  原來最初是A說給B
[00:05:22.760 --> 00:05:23.400]  B說給C
[00:05:23.400 --> 00:05:24.280]  C說給D
[00:05:24.280 --> 00:05:26.280]  D說回給A
[00:05:26.280 --> 00:05:28.120]  說回給你聽
[00:05:28.120 --> 00:05:29.200]  當然聽過了
[00:05:29.200 --> 00:05:30.000]  不是新的
[00:05:30.000 --> 00:05:31.400]  原來是我說出去的
[00:05:31.400 --> 00:05:33.600]  不過傳回來我那裡
[00:05:33.600 --> 00:05:36.920]  上Facebook上那些媒體
[00:05:36.920 --> 00:05:40.200]  上那些無限無限輪迴的東西
[00:05:40.200 --> 00:05:42.080]  循循迴迴
[00:05:42.080 --> 00:05:43.600]  經常都是差不多的東西
[00:05:43.600 --> 00:05:44.960]  似是而非
[00:05:44.960 --> 00:05:46.160]  那些東西根本
[00:05:46.160 --> 00:05:49.600]  尤其是今天AI世界就完全不可以相信
[00:05:49.600 --> 00:05:50.120]  是不是?
[00:05:50.120 --> 00:05:52.440]  那些狗又救回主人
[00:05:52.440 --> 00:05:55.520]  那些很誇張的影片
[00:05:55.520 --> 00:05:55.880]  是不是?
[00:05:55.880 --> 00:05:57.400]  異犬報恩
[00:05:57.400 --> 00:05:59.800]  但是全部AI的
[00:05:59.800 --> 00:06:02.120]  日光之下無新事
[00:06:02.120 --> 00:06:04.960]  而我們今天那個所謂地緣政治
[00:06:04.960 --> 00:06:06.520]  都是沒有新的東西的
[00:06:06.520 --> 00:06:07.360]  一樣而已
[00:06:07.360 --> 00:06:08.760]  上星期都說了
[00:06:08.760 --> 00:06:11.160]  我們回到三國時代
[00:06:11.160 --> 00:06:13.960]  這個世界就可能第三個強國統治完
[00:06:13.960 --> 00:06:16.160]  我們回到帝國主義
[00:06:16.160 --> 00:06:17.720]  帝國主義本來廢了的
[00:06:17.720 --> 00:06:18.720]  說不好的
[00:06:18.720 --> 00:06:20.200]  是很霸道的
[00:06:20.200 --> 00:06:21.560]  應該大家共同相處
[00:06:21.560 --> 00:06:22.400]  很和諧的
[00:06:22.400 --> 00:06:23.720]  應該是共和國
[00:06:23.720 --> 00:06:25.160]  共和
[00:06:25.160 --> 00:06:25.600]  是什麼?
[00:06:25.600 --> 00:06:28.320]  共同和和合
[00:06:28.320 --> 00:06:30.840]  你做不做得到?
[00:06:30.840 --> 00:06:32.040]  共產主義是好的
[00:06:32.040 --> 00:06:34.960]  如果大家都不要自私這件事
[00:06:34.960 --> 00:06:35.800]  是好的
[00:06:35.800 --> 00:06:37.560]  人人有得吃
[00:06:37.560 --> 00:06:39.960]  但是人性不容許這些主義
[00:06:39.960 --> 00:06:43.040]  所以無論你是什麼主義也好
[00:06:43.040 --> 00:06:43.960]  都是不可行的
[00:06:43.960 --> 00:06:49.320]  因為人就是有罪的循環在這裡
[00:06:49.320 --> 00:06:50.840]  是不是?
[00:06:50.840 --> 00:06:52.240]  今早看新聞
[00:06:52.240 --> 00:06:54.920]  某強國有幾個軍委
[00:06:54.920 --> 00:06:56.160]  很高級的落馬
[00:06:56.160 --> 00:06:57.160]  為什麼?
[00:06:57.160 --> 00:06:59.720]  因為某人想
[00:06:59.720 --> 00:07:01.120]  做些統一的霸業
[00:07:01.120 --> 00:07:02.880]  人們傳說很快
[00:07:02.880 --> 00:07:04.160]  他想回去尋秦記
[00:07:04.160 --> 00:07:04.800]  要統一
[00:07:04.800 --> 00:07:06.320]  知不知道?
[00:07:06.320 --> 00:07:08.280]  沒有進化過
[00:07:08.280 --> 00:07:10.480]  人仍然是這麼貪婪
[00:07:10.480 --> 00:07:12.520]  不可以和你共存
[00:07:12.520 --> 00:07:14.200]  這是罪的循環
[00:07:14.200 --> 00:07:16.400]  但《羅馬書》就很清楚的告訴我們
[00:07:16.400 --> 00:07:19.320]  為什麼罪不停的循環
[00:07:19.320 --> 00:07:22.440]  大家如果先看回剛才《羅馬書》那幾節
[00:07:22.440 --> 00:07:23.840]  因為它很長
[00:07:23.840 --> 00:07:25.880]  我們沒時間慢慢去分析
[00:07:25.880 --> 00:07:27.760]  但是我們今天去看回
[00:07:27.760 --> 00:07:30.280]  原來有很多張力在我們裡面
[00:07:30.280 --> 00:07:32.520]  很多tension在我們裡面
[00:07:32.520 --> 00:07:33.920]  第一句就是14節
[00:07:33.920 --> 00:07:37.880]  「律法本是屬靈的,我卻是屬肉體」
[00:07:37.880 --> 00:07:40.040]  律法本來是屬靈的
[00:07:40.040 --> 00:07:42.200]  為什麼律法是屬靈?
[00:07:42.200 --> 00:07:45.640]  因為律法是從上帝頒佈而來的
[00:07:45.640 --> 00:07:46.960]  特別是猶太人的律法
[00:07:46.960 --> 00:07:49.720]  是從上帝親自啟示
[00:07:49.720 --> 00:07:51.280]  啟示善治
[00:07:51.280 --> 00:07:52.560]  啟示摩西
[00:07:52.560 --> 00:07:53.560]  寫出來
[00:07:53.560 --> 00:07:54.520]  從上帝而來
[00:07:54.520 --> 00:07:56.920]  一定是屬靈的
[00:07:56.920 --> 00:07:58.920]  為什麼人們不能遵守律法?
[00:07:58.920 --> 00:08:00.200]  為什麼世人都犯了罪
[00:08:00.200 --> 00:08:02.920]  虧欠了神的榮耀呢?
[00:08:02.920 --> 00:08:04.920]  因為我們是屬肉體
[00:08:04.920 --> 00:08:07.840]  屬肉體就很容易犯罪
[00:08:07.840 --> 00:08:10.120]  因為罪是從創世紀一開始
[00:08:10.120 --> 00:08:11.440]  已經進入到人間
[00:08:11.440 --> 00:08:12.440]  我們是屬肉體
[00:08:12.440 --> 00:08:13.880]  而肉體是屬世界
[00:08:13.880 --> 00:08:17.680]  屬世界是屬魔鬼暫時的掌權
[00:08:17.680 --> 00:08:19.920]  掌握著的
[00:08:19.920 --> 00:08:22.200]  這是不是很大的張力呢?
[00:08:22.200 --> 00:08:23.640]  這就是保羅所說的
[00:08:23.640 --> 00:08:24.560]  Now but not yet
[00:08:24.560 --> 00:08:26.600]  就是說現在已經是末世時代
[00:08:26.600 --> 00:08:27.600]  很多很多罪
[00:08:27.600 --> 00:08:30.640]  但是我們教徒怎樣在罪中分別為勝
[00:08:30.640 --> 00:08:31.480]  是很難的
[00:08:31.480 --> 00:08:33.000]  因為現在還沒到末日
[00:08:33.000 --> 00:08:35.000]  還沒到主耶穌基督再回來的日子
[00:08:35.000 --> 00:08:37.240]  魔鬼還沒被捆綁
[00:08:37.240 --> 00:08:39.040]  這就是最麻煩的一件事
[00:08:39.040 --> 00:08:40.040]  很大的張力
[00:08:40.040 --> 00:08:41.720]  所以到了15節
[00:08:41.720 --> 00:08:42.600]  保羅說
[00:08:42.600 --> 00:08:44.880]  我所願意的我並不做
[00:08:44.880 --> 00:08:46.440]  我所恨的我反而去做
[00:08:46.440 --> 00:08:49.360]  這其實是很矛盾的
[00:08:49.360 --> 00:08:51.480]  我想做的事
[00:08:51.480 --> 00:08:53.800]  我知道我應該要去做的
[00:08:53.800 --> 00:08:55.880]  這是上帝的教導
[00:08:55.880 --> 00:08:57.760]  這是父母的教導
[00:08:57.760 --> 00:08:58.840]  這是好事
[00:08:58.840 --> 00:09:01.720]  我們偏偏不去做
[00:09:01.720 --> 00:09:03.680]  但是那些我所恨的
[00:09:03.680 --> 00:09:05.480]  因為我們是教徒
[00:09:05.480 --> 00:09:06.760]  我是上帝恨的
[00:09:06.760 --> 00:09:08.280]  父母不容許我做的
[00:09:08.280 --> 00:09:09.840]  老師叫我們不要做的
[00:09:09.840 --> 00:09:12.040]  我們就偏偏去做
[00:09:12.040 --> 00:09:14.280]  相信每一個年輕人都是
[00:09:14.280 --> 00:09:14.920]  不要說年輕人
[00:09:14.920 --> 00:09:18.880]  現在都會這樣做
[00:09:18.880 --> 00:09:20.040]  接著是18節
[00:09:20.040 --> 00:09:22.640]  因為立志為善的由得我
[00:09:22.640 --> 00:09:24.440]  行出來由不得我
[00:09:24.440 --> 00:09:26.400]  我所願意的善我不去做
[00:09:26.400 --> 00:09:27.960]  我所不願意的惡反而去做
[00:09:27.960 --> 00:09:29.600]  一樣同樣原理
[00:09:29.600 --> 00:09:32.400]  我立志想做些好的事
[00:09:32.400 --> 00:09:35.600]  但是我控制不了
[00:09:35.600 --> 00:09:37.920]  我做出來的時候我控制不了
[00:09:37.920 --> 00:09:40.280]  所以我就善的事
[00:09:40.280 --> 00:09:41.400]  上帝喜悅的事
[00:09:41.400 --> 00:09:42.720]  我就偏偏不去做
[00:09:42.720 --> 00:09:45.920]  不好的事我就甚麼都做出來
[00:09:45.920 --> 00:09:46.960]  很多時候我們就是這樣
[00:09:46.960 --> 00:09:48.400]  這就是一個很大的張力
[00:09:48.400 --> 00:09:54.400]  罪的循環就是因為人的屬肉體的軟弱
[00:09:54.400 --> 00:09:58.000]  不斷不斷不斷的循環
[00:09:58.000 --> 00:09:59.400]  上次說到約書亞
[00:09:59.400 --> 00:10:04.640]  他在約書亞的最後一章
[00:10:04.640 --> 00:10:05.960]  24章那裡
[00:10:05.960 --> 00:10:08.640]  他在一個事件的地方
[00:10:08.640 --> 00:10:11.200]  就召集了一些長老
[00:10:11.200 --> 00:10:13.360]  以色列的領袖來到他面前
[00:10:13.360 --> 00:10:15.280]  就是一番的訓話
[00:10:15.280 --> 00:10:17.120]  臨別的贈言
[00:10:17.120 --> 00:10:19.080]  這個其實是很重要的
[00:10:19.080 --> 00:10:20.800]  當一個臨死的說話
[00:10:20.800 --> 00:10:22.960]  那些人就很真
[00:10:22.960 --> 00:10:26.640]  第二就是他將最重要的東西要說出來
[00:10:26.640 --> 00:10:28.880]  他不會說廢話
[00:10:28.880 --> 00:10:29.960]  你明不明白
[00:10:29.960 --> 00:10:31.760]  當年你的頭腦要清醒出來
[00:10:31.760 --> 00:10:34.360]  約書亞的頭腦應該很清醒
[00:10:34.360 --> 00:10:36.040]  他在事件的地方說了甚麼呢
[00:10:36.040 --> 00:10:37.840]  事件的地方是很重要的
[00:10:37.840 --> 00:10:39.360]  如果大家熟悉舊約
[00:10:39.360 --> 00:10:42.960]  事件是阿伯拉罕和上帝和他立約
[00:10:42.960 --> 00:10:45.440]  他抓了一個壇在那裡
[00:10:45.440 --> 00:10:47.720]  就說這個地我會賜福給你
[00:10:47.720 --> 00:10:49.800]  還有你的子孫
[00:10:49.800 --> 00:10:51.880]  這個事件後來約瑟死了之後
[00:10:51.880 --> 00:10:53.160]  也遇到在這裡
[00:10:53.160 --> 00:10:57.360]  所以這個迦南地是一個很重要的地方
[00:10:57.360 --> 00:10:58.960]  約書亞選了這個地方
[00:10:58.960 --> 00:11:01.400]  因為他們離開迦南地很多年
[00:11:01.400 --> 00:11:02.600]  很多百年
[00:11:02.600 --> 00:11:05.360]  雞方那時候去到埃及做了奴隸
[00:11:05.360 --> 00:11:07.000]  後來他們輾轉之間
[00:11:07.000 --> 00:11:10.520]  打了很多場仗才回來拿回這個迦南地
[00:11:10.520 --> 00:11:13.800]  所以他拿回這個事件很有意義的地方
[00:11:13.800 --> 00:11:17.960]  去宣讀這件事
[00:11:17.960 --> 00:11:20.600]  記不記得他說甚麼
[00:11:20.600 --> 00:11:21.760]  你們要敬畏耶和華
[00:11:21.760 --> 00:11:23.800]  誠心誠意侍奉
[00:11:23.800 --> 00:11:26.960]  除掉你們列祖在大河那邊和埃及侍奉的神明
[00:11:26.960 --> 00:11:30.320]  侍奉耶和華
[00:11:30.320 --> 00:11:32.800]  提醒他們要侍奉耶和華
[00:11:32.800 --> 00:11:34.560]  你們不要回到舊時那裡
[00:11:34.560 --> 00:11:36.280]  不要回到約旦河
[00:11:36.280 --> 00:11:39.880]  東邊曠野很多的游牧民族
[00:11:39.880 --> 00:11:41.480]  他們是拜假神的
[00:11:41.480 --> 00:11:42.680]  不要回到埃及
[00:11:42.680 --> 00:11:45.800]  埃及的地方全部都是假的神明
[00:11:45.800 --> 00:11:47.560]  你們一定要侍奉耶和華
[00:11:47.560 --> 00:11:53.280]  耶和華帶領你們出來埃及的
[00:11:53.280 --> 00:11:54.680]  這些人有沒有聽到呢
[00:11:54.680 --> 00:11:57.080]  初時是有聽到的
[00:11:57.080 --> 00:11:59.160]  如果大家看到約書亞記24章31節
[00:11:59.160 --> 00:12:02.440]  他就說約書亞在世的日子
[00:12:02.440 --> 00:12:03.920]  和他死了之後
[00:12:03.920 --> 00:12:07.880]  那些知道耶和華為以色列人所做一切的長老
[00:12:07.880 --> 00:12:09.240]  還在世的時候
[00:12:09.240 --> 00:12:10.760]  以色列人侍奉耶和華
[00:12:10.760 --> 00:12:12.320]  即是約書亞在世的時候
[00:12:12.320 --> 00:12:13.480]  他們很聽話
[00:12:13.480 --> 00:12:15.520]  約書亞走了之後
[00:12:15.520 --> 00:12:17.000]  那幫長老
[00:12:17.000 --> 00:12:19.720]  即是約書亞親自栽培那幫長老
[00:12:19.720 --> 00:12:20.960]  都是很聽話
[00:12:20.960 --> 00:12:23.280]  明白嗎
[00:12:23.280 --> 00:12:24.280]  不明白
[00:12:24.280 --> 00:12:25.480]  簡單一點
[00:12:25.480 --> 00:12:27.920]  陳全道在世的時候
[00:12:27.920 --> 00:12:29.720]  祖堂沒有加入因為陳全道在世
[00:12:29.720 --> 00:12:30.880]  陳全道在世的時候
[00:12:30.880 --> 00:12:33.440]  大家很聽話
[00:12:33.440 --> 00:12:34.720]  陳全道走了之後
[00:12:34.720 --> 00:12:35.920]  還有梁全道
[00:12:35.920 --> 00:12:38.480]  那些長老
[00:12:38.480 --> 00:12:39.560]  大家都聽話
[00:12:39.560 --> 00:12:41.600]  梁全道走了之後
[00:12:41.600 --> 00:12:42.720]  不知道了
[00:12:42.720 --> 00:12:45.680]  一樣原理
[00:12:45.680 --> 00:12:47.680]  約書亞記24章和
[00:12:47.680 --> 00:12:50.040]  事司記2章7節
[00:12:50.040 --> 00:12:52.400]  同樣有說一番說話
[00:12:52.400 --> 00:12:53.440]  重複的
[00:12:53.440 --> 00:12:54.560]  即是證明很重要
[00:12:54.560 --> 00:12:55.880]  約書亞在世的時候
[00:12:55.880 --> 00:12:57.040]  和他死了之後
[00:12:57.040 --> 00:12:59.120]  那些見過耶和華的
[00:12:59.120 --> 00:13:01.760]  以色列所做一切的長老在世的人
[00:13:01.760 --> 00:13:02.760]  他都侍奉耶和華
[00:13:02.760 --> 00:13:04.160]  即是那些
[00:13:04.160 --> 00:13:08.800]  之前跟著一起出埃及的
[00:13:08.800 --> 00:13:09.640]  不是老的那幫
[00:13:09.640 --> 00:13:11.000]  老的那幫已經過世了
[00:13:11.000 --> 00:13:11.720]  年輕的那幫
[00:13:11.720 --> 00:13:14.600]  他記得上帝曾經救贖過
[00:13:14.600 --> 00:13:16.520]  或者父母不斷提醒他
[00:13:16.520 --> 00:13:17.560]  約書亞提醒他們
[00:13:17.560 --> 00:13:20.400]  那幫就侍奉耶和華
[00:13:20.400 --> 00:13:21.800]  但是
[00:13:21.800 --> 00:13:25.240]  去到2章10節
[00:13:25.240 --> 00:13:28.040]  事司記再過幾節
[00:13:28.040 --> 00:13:32.360]  那世代的人都歸到自己的列祖
[00:13:32.360 --> 00:13:34.600]  當時那代的人已經死了
[00:13:34.600 --> 00:13:36.120]  歸列祖就死了
[00:13:36.120 --> 00:13:39.760]  後來興起的另一世代不認識耶和華
[00:13:39.760 --> 00:13:44.720]  也不知道他為以色列所做的事
[00:13:44.720 --> 00:13:47.520]  不知道是什麼原因
[00:13:47.520 --> 00:13:48.600]  他們都知道
[00:13:48.600 --> 00:13:49.760]  他們不肯願意去知道
[00:13:49.760 --> 00:13:52.560]  因為當時沒有書籍
[00:13:52.560 --> 00:13:54.240]  沒有歷史書
[00:13:54.240 --> 00:13:55.360]  猶太人是很執著的
[00:13:55.360 --> 00:13:58.040]  一代傳一代將故事說出來
[00:13:58.040 --> 00:14:00.120]  沒理由不知道的
[00:14:00.120 --> 00:14:02.000]  但是他們真的說不知道
[00:14:02.000 --> 00:14:04.200]  上帝 耶和華是誰
[00:14:04.200 --> 00:14:04.920]  哪位
[00:14:04.920 --> 00:14:06.760]  不認識
[00:14:06.760 --> 00:14:10.160]  所以他們離開了上帝
[00:14:10.160 --> 00:14:12.640]  這個故事教訓我們今天什麼呢
[00:14:12.640 --> 00:14:14.440]  教訓我們很重要的就是
[00:14:14.440 --> 00:14:17.160]  我們教好下一代
[00:14:17.160 --> 00:14:18.680]  這個是很重要很重要
[00:14:18.680 --> 00:14:20.280]  為什麼我們教會
[00:14:20.280 --> 00:14:25.480]  這麼著重青少年的工作呢
[00:14:25.480 --> 00:14:30.040]  為什麼我們去聘請一個青少年的牧者回來
[00:14:30.040 --> 00:14:32.760]  專門做這樣的工作
[00:14:32.760 --> 00:14:34.880]  因為這個真的是很重要
[00:14:34.880 --> 00:14:37.400]  在今天的世代更加重要
[00:14:37.400 --> 00:14:41.360]  昔日以色列人的下一代已經忘記了耶和華
[00:14:41.360 --> 00:14:45.520]  今天我們下一代會不會記得上帝呢
[00:14:45.520 --> 00:14:46.680]  未必
[00:14:46.680 --> 00:14:47.880]  你說不怕不怕
[00:14:47.880 --> 00:14:49.640]  教會二千多年來
[00:14:49.640 --> 00:14:52.000]  都是一樣還在
[00:14:52.000 --> 00:14:53.720]  不要忘記
[00:14:53.720 --> 00:14:54.720]  二千年來還在
[00:14:54.720 --> 00:14:58.480]  但是最近二十年這個世界發生了很多事情
[00:14:58.480 --> 00:14:59.680]  資訊的發達
[00:14:59.680 --> 00:15:00.880]  互聯網的發達
[00:15:00.880 --> 00:15:02.000]  不同的了
[00:15:02.000 --> 00:15:04.200]  以前那一代爸爸媽媽回教會
[00:15:04.200 --> 00:15:05.960]  他們就跟著回教會
[00:15:05.960 --> 00:15:07.520]  爸爸媽媽這個信仰好
[00:15:07.520 --> 00:15:08.800]  他們也是好
[00:15:08.800 --> 00:15:10.040]  在大公教的時代
[00:15:10.040 --> 00:15:11.000]  就是天主教的時代
[00:15:11.000 --> 00:15:13.080]  是一代一代一代的傳承
[00:15:13.080 --> 00:15:14.880]  你不要理他的心裡面是多麼的明白
[00:15:14.880 --> 00:15:16.360]  起碼他都回教會
[00:15:16.360 --> 00:15:19.640]  起碼他都是明白聖經的道理
[00:15:19.640 --> 00:15:21.840]  是不是
[00:15:21.840 --> 00:15:24.320]  今天是不同的世界
[00:15:24.320 --> 00:15:26.200]  今天不同
[00:15:26.200 --> 00:15:27.600]  有時我們在西方國家
[00:15:27.600 --> 00:15:29.160]  因為我在西方國家長大
[00:15:29.160 --> 00:15:31.720]  我都知道就是你看英文教會
[00:15:31.720 --> 00:15:32.280]  不用遠了
[00:15:32.280 --> 00:15:34.000]  你看鄰近的那兩間
[00:15:34.000 --> 00:15:39.640]  我們間中都有跟他們去做一些聯合的崇拜
[00:15:39.640 --> 00:15:41.880]  沒有年輕人
[00:15:41.880 --> 00:15:44.120]  全部長者
[00:15:44.120 --> 00:15:45.640]  下一代去了哪裡
[00:15:45.640 --> 00:15:47.680]  上次我們參加的崇拜
[00:15:47.680 --> 00:15:49.600]  最年輕的是誰
[00:15:49.600 --> 00:15:52.680]  最年輕的是我們剛才那個領師姐姐
[00:15:52.680 --> 00:15:54.840]  妹妹
[00:15:54.840 --> 00:15:58.360]  真是可悲的
[00:15:58.360 --> 00:15:59.840]  他們全部去了哪裡
