
[00:00:00.000 --> 00:00:05.000]  歷史告訴我們,大概在主后的四十六年,
[00:05:59.000 --> 00:06:04.000]  但是我們都不得不承認,不容易的。
[00:06:04.000 --> 00:06:14.000]  但是為什麼這些貼薩萊加信徒可以做得到呢?
[00:06:14.000 --> 00:06:17.000]  我們看下去第三節。
[00:06:17.000 --> 00:06:20.000]  保羅在這裡指出,
[00:06:20.000 --> 00:06:32.000]  這些信徒不僅是很有喜樂、願意去籌款、捐助耶路撒冷的信徒,
[00:06:32.000 --> 00:06:38.000]  保羅這裡更加指出,他們的捐獻是過了他們的力量。
[00:06:38.000 --> 00:06:39.000]  什麼意思呢?
[00:06:39.000 --> 00:06:45.000]  意思就是說,他們不是在他們的需要被滿足之後,
[00:06:45.000 --> 00:06:50.000]  把剩餘的錢捐給有需要的教會。
[00:06:50.000 --> 00:06:51.000]  他們不是這樣。
[00:06:51.000 --> 00:06:54.000]  他們這裡的意思就是說,
[00:06:54.000 --> 00:07:01.000]  為了要幫助這些有需要在耶路撒冷受到饑荒所影響的信徒,
[00:07:01.000 --> 00:07:06.000]  為了要幫助這些信徒,他們願意勒緊他們的褲頭,
[00:07:06.000 --> 00:07:09.000]  他們願意犧牲他們的需要,
[00:07:09.000 --> 00:07:11.000]  甚至在一個地步來說,
[00:07:11.000 --> 00:07:21.000]  懇求保羅容讓他們參與在支援、供給信徒的恩情上有份。
[00:07:21.000 --> 00:07:24.000]  大家更加不要忘記一件事,
[00:07:24.000 --> 00:07:30.000]  貼薩羅尼加的信徒大部分都不是猶太人,
[00:07:30.000 --> 00:07:34.000]  而在耶路撒冷的信徒大部分都是猶太人。
[00:07:34.000 --> 00:07:39.000]  當時文化上,
[00:07:39.000 --> 00:07:43.000]  猶太人事實上是對非猶太人,
[00:07:43.000 --> 00:07:45.000]  他們所說的外邦人,
[00:07:45.000 --> 00:07:47.000]  很多時候都看不起他們。
[00:07:47.000 --> 00:07:53.000]  所以很明顯,當時這些貼薩羅尼加的信徒願意幫助耶路撒冷的信徒,
[00:07:53.000 --> 00:07:56.000]  並不是單單因為他們是好人,
[00:07:56.000 --> 00:08:01.000]  這些貼薩羅尼加是好人,他們仁慈,他們博愛,
[00:08:01.000 --> 00:08:03.000]  或者當他們這樣做的時候,
[00:08:03.000 --> 00:08:07.000]  讓他們感覺良好,讓他們覺得他們高人一等。
[00:08:07.000 --> 00:08:09.000]  我相信不單止是這樣,
[00:08:09.000 --> 00:08:12.000]  他們的動機是因為什麼呢?
[00:08:12.000 --> 00:08:17.000]  因為他們很深深的領受神的恩典,
[00:08:17.000 --> 00:08:20.000]  知道這是神的恩典的時候,
[00:08:20.000 --> 00:08:26.000]  也由於在神面前領受了這個非凡的恩典,
[00:08:26.000 --> 00:08:31.000]  以致他們能夠承受一個非凡的生命。
[00:08:31.000 --> 00:08:37.000]  這個生命容讓他們不單單關顧自己的需要,
[00:08:37.000 --> 00:08:43.000]  更加關顧到神所關注的事情和祂的百姓。
[00:08:43.000 --> 00:08:49.000]  換言之,他們不再過一個自我中心的生活,
[00:08:49.000 --> 00:08:54.000]  而是以神為中心,甚至以神所愛的子民為中心。
[00:08:54.000 --> 00:08:57.000]  這個非凡的生命改變,
[00:08:57.000 --> 00:09:01.000]  容讓他們在面對這些挑戰的時候,
[00:09:01.000 --> 00:09:04.000]  能夠作出一個非凡的回應。
[00:09:04.000 --> 00:09:12.000]  在這裡保羅告訴我們一個超乎常理的行為,
[00:09:12.000 --> 00:09:16.000]  其實就是彰顯了神的恩典。
[00:09:16.000 --> 00:09:22.000]  當我們在神面前領受了神的恩典,
[00:09:22.000 --> 00:09:26.000]  我們必然會產生對神的情,
[00:09:26.000 --> 00:09:35.000]  而這份情也會很自然地流露在神所愛的群體裡面。
[00:09:35.000 --> 00:09:41.000]  所以這就是保羅在第四節所講到的「恩與情」。
[00:09:41.000 --> 00:09:46.000]  而「恩與情」對於神的恩情,
[00:09:46.000 --> 00:09:57.000]  是必然會延伸到神所愛的義女,
[00:09:57.000 --> 00:10:00.000]  基督裡面的弟兄姊妹。
[00:10:00.000 --> 00:10:05.000]  我覺得這是第一個我們最重要學到的功課,
[00:10:05.000 --> 00:10:08.000]  我們要明白的信息就是,
[00:10:08.000 --> 00:10:11.000]  不要搞錯,
[00:10:11.000 --> 00:10:15.000]  神的恩典不在於變幻的環境,
[00:10:15.000 --> 00:10:18.000]  而是在於不變的救恩。
[00:10:18.000 --> 00:10:19.000]  所以大家不要以為,
[00:10:19.000 --> 00:10:20.000]  當我們生病的時候,
[00:10:20.000 --> 00:10:21.000]  當我們失業的時候,
[00:10:21.000 --> 00:10:23.000]  當我們親人離去的時候,
[00:10:23.000 --> 00:10:27.000]  或者我們情緒因為各種問題而受到困擾的時候,
[00:10:27.000 --> 00:10:29.000]  當我們面對這些困難的時候,
[00:10:29.000 --> 00:10:32.000]  神的恩典就消失了,
[00:10:32.000 --> 00:10:35.000]  神的恩典就因此而離開我們。
[00:10:35.000 --> 00:10:36.000]  搞錯了,
[00:10:36.000 --> 00:10:38.000]  信息告訴我們,
[00:10:38.000 --> 00:10:43.000]  神的恩典其實與我們的環境沒有掛勾,
[00:10:43.000 --> 00:10:48.000]  神的恩典並不會因為環境的變遷而離開我們,
[00:10:48.000 --> 00:10:52.000]  反而神的恩典是牢牢穩妥的,
[00:10:52.000 --> 00:10:56.000]  在基督耶穌的救恩裡面。
[00:10:56.000 --> 00:10:57.000]  事實上,
[00:10:57.000 --> 00:11:01.000]  當我們認真去思考的時候,
[00:11:01.000 --> 00:11:03.000]  當我們順境的時候,
[00:11:03.000 --> 00:11:05.000]  好的環境的時候,
[00:11:05.000 --> 00:11:10.000]  是一個糖衣包裹了的誘惑,
[00:11:10.000 --> 00:11:15.000]  是一個糖衣包裹了的屬靈陷阱。
[00:11:15.000 --> 00:11:16.000]  相反來說,
[00:11:16.000 --> 00:11:19.000]  看似是一個很不如意的景況,
[00:11:19.000 --> 00:11:22.000]  很多時候是一個偽裝的祝福,
[00:11:22.000 --> 00:11:25.000]  很多時候是一個轉機,
[00:11:25.000 --> 00:11:29.000]  讓我們得到真確的屬靈成長。
[00:11:29.000 --> 00:11:32.000]  所以建議大家明白和記住,
[00:11:32.000 --> 00:11:34.000]  無論人生的高與低,
[00:11:34.000 --> 00:11:36.000]  順或逆,
[00:11:36.000 --> 00:11:38.000]  讓我們一同學習,
[00:11:38.000 --> 00:11:41.000]  懂得數算神的恩典,
[00:11:41.000 --> 00:11:45.000]  以致我們可以在順境與逆境的時候,
[00:11:45.000 --> 00:11:49.000]  仍然站穩過去一個神所喜悅的人生。
[00:11:49.000 --> 00:11:51.000]  我們再看下去,
[00:11:51.000 --> 00:11:52.000]  在第五節,
[00:11:52.000 --> 00:11:55.000]  保羅再一次進一步的指出,
[00:11:55.000 --> 00:11:58.000]  不單止這班鐵撒羅尼加的信徒,
[00:11:58.000 --> 00:12:01.000]  他們願意籌款捐獻,
[00:12:01.000 --> 00:12:04.000]  甚至這裡所說,
[00:12:04.000 --> 00:12:07.000]  不單止是照著保羅的願望,
[00:12:07.000 --> 00:12:10.000]  所嚮往來做捐獻,
[00:12:10.000 --> 00:12:14.000]  他們更加是首先按著神的旨意,
[00:12:14.000 --> 00:12:17.000]  來將自己獻給主。
[00:12:17.000 --> 00:12:23.000]  這裡保羅其實是告訴我們,
[00:12:23.000 --> 00:12:28.000]  一個屬靈成長的方程式。
[00:12:28.000 --> 00:12:30.000]  我們需要明白,
[00:12:30.000 --> 00:12:33.000]  當我們接受了神的恩典的時候,
[00:12:33.000 --> 00:12:35.000]  我們大家都知道,
[00:12:35.000 --> 00:12:37.000]  意思就是我們聚得赦免,
[00:12:37.000 --> 00:12:42.000]  因著我們在基督裡面的信心。
[00:12:42.000 --> 00:12:46.000]  但這只不過是我們在神面前成為公義的一個開始,
[00:12:46.000 --> 00:12:48.000]  而不是結束。
[00:12:48.000 --> 00:12:50.000]  所以不要搞錯,
[00:12:50.000 --> 00:12:52.000]  當神賜予我們一個新的生命,
[00:12:52.000 --> 00:12:59.000]  這個新的生命並不是容讓我們可以在生命裡面再來一次,
[00:12:59.000 --> 00:13:04.000]  並不是讓我們可以有第二次的機會,
[00:13:04.000 --> 00:13:06.000]  可以做得對,
[00:13:06.000 --> 00:13:08.000]  或者活得正確。
[00:13:08.000 --> 00:13:11.000]  雖然我沒有拍戲的經驗,
[00:13:11.000 --> 00:13:13.000]  但我相信大家都應該知道,
[00:13:13.000 --> 00:13:15.000]  當拍戲的時候,
[00:13:15.000 --> 00:13:16.000]  演員說錯話或者做錯事,
[00:13:16.000 --> 00:13:18.000]  表情不對的時候會怎樣?
[00:13:18.000 --> 00:13:19.000]  導演馬上說,
[00:13:19.000 --> 00:13:21.000]  No good,NG,
[00:13:21.000 --> 00:13:22.000]  接著怎樣?
[00:13:22.000 --> 00:13:25.000]  接著Take 2,再來一次。
[00:13:25.000 --> 00:13:27.000]  如果第二次都不行,
[00:13:27.000 --> 00:13:29.000]  Take 3,Take 4,一路Take下去,
[00:13:29.000 --> 00:13:31.000]  Take到你做得對為止,
[00:13:31.000 --> 00:13:34.000]  不過在神面前,
[00:13:34.000 --> 00:13:36.000]  我們所領受的新生命,
[00:13:36.000 --> 00:13:40.000]  這個新生命並不是容讓我們在生命裡面Take 2,
[00:13:40.000 --> 00:13:42.000]  我們大家要搞清楚,
[00:13:42.000 --> 00:13:44.000]  因為如果是Take 2的時候,
[00:13:44.000 --> 00:13:47.000]  我相信救恩不再是救恩,
[00:13:47.000 --> 00:13:50.000]  因為沒有一個人能夠在第二次的機會,
[00:13:50.000 --> 00:13:51.000]  第三次的機會,
[00:13:51.000 --> 00:13:56.000]  能夠完全過一個合乎神標準的生活,
[00:13:56.000 --> 00:13:59.000]  沒有的。
[00:13:59.000 --> 00:14:01.000]  讓我這樣問大家,
[00:14:01.000 --> 00:14:05.000]  大家覺得當你真心信了耶穌之後,
[00:14:05.000 --> 00:14:08.000]  到現在,
[00:14:08.000 --> 00:14:11.000]  你是否有信心,
[00:14:11.000 --> 00:14:16.000]  你是完全合乎神的標準來生活?
[00:14:16.000 --> 00:14:18.000]  沒有說錯一句話?
[00:14:18.000 --> 00:14:20.000]  沒有做錯一件事?
[00:14:20.000 --> 00:14:24.000]  沒有思想過一個你不應當思想的事情?
[00:14:24.000 --> 00:14:25.000]  我不知道大家會怎樣回答,
[00:14:25.000 --> 00:14:26.000]  不過對我來說,
[00:14:26.000 --> 00:14:28.000]  我一定做不到,
[00:14:28.000 --> 00:14:30.000]  所以我們需要感恩,
[00:14:30.000 --> 00:14:33.000]  就是說神給過我們這個新生命,
[00:14:33.000 --> 00:14:36.000]  不是一個生命的Take 2,
[00:14:36.000 --> 00:14:39.000]  那你說不是Take 2是什麼?
[00:14:39.000 --> 00:14:41.000]  聖經告訴我們,
[00:14:41.000 --> 00:14:45.000]  當我們信耶穌之後,
[00:14:45.000 --> 00:14:47.000]  神賜予我們聖靈,
[00:14:47.000 --> 00:14:49.000]  聖靈進入我們生命,
[00:14:49.000 --> 00:14:51.000]  住在我們生命當中,
[00:14:51.000 --> 00:14:53.000]  接著保祿說了一個很重要的話,
[00:14:53.000 --> 00:14:55.000]  由於聖靈的內著,
[00:14:55.000 --> 00:15:00.000]  我們不再是自己的人了,
[00:15:00.000 --> 00:15:03.000]  因為我們都是,
[00:15:03.000 --> 00:15:07.000]  主耶穌基督是用重價買回來的,
[00:15:07.000 --> 00:15:10.000]  而這個重價就是主耶穌在十字架上,
[00:15:10.000 --> 00:15:13.000]  為我們捨身流血,
[00:15:13.000 --> 00:15:16.000]  接著保祿在這個加拿大書的二章二十節,
[00:15:16.000 --> 00:15:18.000]  他又再進一步的補充,
[00:15:18.000 --> 00:15:19.000]  他就說,
[00:15:19.000 --> 00:15:21.000]  當我們信耶穌之後,
[00:15:21.000 --> 00:15:26.000]  我們實際上已經與基督同釘十字架,
[00:15:26.000 --> 00:15:29.000]  現在活著的不再是我,
[00:15:29.000 --> 00:15:33.000]  乃是耶穌基督在我裡面來活著,
[00:15:33.000 --> 00:15:35.000]  這裡的意思就是說,
[00:15:35.000 --> 00:15:37.000]  我們在神面前領受的新生命,
[00:15:37.000 --> 00:15:39.000]  並不是生命的Take 2,
[00:15:39.000 --> 00:15:42.000]  並不是讓我們可以再來一次,
[00:15:42.000 --> 00:15:44.000]  試試這次會不會做得好一點,
[00:15:44.000 --> 00:15:45.000]  不是這個意思,
[00:15:45.000 --> 00:15:48.000]  而是說我們的生命已經不再屬於我們,
[00:15:48.000 --> 00:15:50.000]  而是屬於天父上帝,
[00:15:50.000 --> 00:15:53.000]  因為天父上帝已經用重價來將我們的生命,
[00:15:53.000 --> 00:15:56.000]  從罪惡裡面贖回來,
[00:15:56.000 --> 00:16:01.000]  不知道大家有沒有曾經這樣想過,
[00:16:01.000 --> 00:16:04.000]  其實從聖經的教導,
[00:16:04.000 --> 00:16:11.000]  人從來都不是我們生命的主人,
[00:16:11.000 --> 00:16:13.000]  有沒有這樣想過,
[00:16:13.000 --> 00:16:15.000]  在信主之前,
[00:16:15.000 --> 00:16:18.000]  我們是罪過勞瀑,
[00:16:18.000 --> 00:16:24.000]  就是說,我們就是罪惡,
[00:16:24.000 --> 00:16:26.000]  罪惡就是我們的主人,
[00:16:26.000 --> 00:16:28.000]  如果有人說,
[00:16:28.000 --> 00:16:30.000]  我是我自己的主人,
[00:16:30.000 --> 00:16:32.000]  我能夠控制我生命裡面,
[00:16:32.000 --> 00:16:34.000]  每一件所發生的事情,
[00:16:34.000 --> 00:16:35.000]  我告訴大家,
[00:16:35.000 --> 00:16:38.000]  這樣的想法其實是一個假象,
[00:16:38.000 --> 00:16:43.000]  保羅在六章十六節告訴我們,
[00:16:43.000 --> 00:16:45.000]  我們以前是罪過勞瀑,
[00:16:45.000 --> 00:16:46.000]  罪是我們的主人,
[00:16:46.000 --> 00:16:50.000]  所以保羅在羅馬書的七章十八節,
[00:16:50.000 --> 00:16:56.000]  他有這樣一個從心底裡面發出的呼喊,
[00:16:56.000 --> 00:16:58.000]  立志為善,由得我,
[00:16:58.000 --> 00:17:01.000]  只是行出來,由不得我,
[00:17:01.000 --> 00:17:04.000]  我相信對於一些我們真是有真誠,
[00:17:04.000 --> 00:17:07.000]  有勇氣面對人生的事實的時候,
[00:17:07.000 --> 00:17:09.000]  對於保羅這個說話,
[00:17:09.000 --> 00:17:10.000]  是不能不認同的,
[00:17:10.000 --> 00:17:14.000]  我們都會自然發出很大的共鳴,
[00:17:14.000 --> 00:17:20.000]  但是,神所賜給我們這個新的生命,
[00:17:20.000 --> 00:17:24.000]  讓我們可以從罪惡的枷鎖裡面被釋放出來,
[00:17:24.000 --> 00:17:30.000]  以致神可以取代罪惡成為我們生命的主人,
[00:17:30.000 --> 00:17:34.000]  所以保羅在哥羅西書的三章十七節,
[00:17:34.000 --> 00:17:36.000]  他這樣說,
[00:17:36.000 --> 00:17:37.000]  無論我們做什麼,
[00:17:37.000 --> 00:17:38.000]  或說話,
[00:17:38.000 --> 00:17:39.000]  或行動,
[00:17:39.000 --> 00:17:43.000]  都要奉主耶穌的名,
[00:17:43.000 --> 00:17:44.000]  奉主名是什麼意思?
[00:17:44.000 --> 00:17:46.000]  奉主名的意思就是說,
[00:17:46.000 --> 00:17:48.000]  當我們所做,我們所說的,
[00:17:48.000 --> 00:17:52.000]  我們都需要配得神的名,
[00:17:52.000 --> 00:17:56.000]  都要與神的心意來配合,
[00:17:56.000 --> 00:18:00.000]  這個就是為主而活的意思,
[00:18:00.000 --> 00:18:05.000]  這個也是貼身我們信徒能夠做到的事情,
[00:18:05.000 --> 00:18:09.000]  他說,這班信徒是按照神的旨意,
[00:18:09.000 --> 00:18:12.000]  先把自己獻給主,
[00:18:12.000 --> 00:18:15.000]  我想問一問大家,
[00:18:15.000 --> 00:18:18.000]  是不是一些很成熟,
[00:18:18.000 --> 00:18:21.000]  很厲害的基督徒,
[00:18:21.000 --> 00:18:26.000]  才需要將自己獻給主?
[00:18:26.000 --> 00:18:28.000]  是不是?
[00:18:28.000 --> 00:18:30.000]  有時候在一些粉兄妹,
[00:18:30.000 --> 00:18:33.000]  很多時候我們都會聽到一些傳道人,
[00:18:33.000 --> 00:18:35.000]  聲嘶力竭來呼召,
[00:18:35.000 --> 00:18:39.000]  你們哪一個願意為主而活的,請舉手!
[00:18:39.000 --> 00:18:41.000]  大家有沒有聽過這一類的呼召?
[00:18:41.000 --> 00:18:46.000]  或者有沒有曾經回應過這些呼召?
[00:18:46.000 --> 00:18:50.000]  對不起,我覺得這種呼召是有誤導性的,
[00:18:50.000 --> 00:18:53.000]  因為這種呼召讓信徒有一個感覺就是說,
[00:18:53.000 --> 00:18:59.000]  是我的選擇是否為主而活?
[00:18:59.000 --> 00:19:04.000]  為主而活是不是一個選擇?
[00:19:04.000 --> 00:19:10.000]  我們從神所領受的新生命,
[00:19:10.000 --> 00:19:12.000]  保羅說得很清楚,
[00:19:12.000 --> 00:19:15.000]  不再屬於我們,乃是屬於神,
[00:19:15.000 --> 00:19:19.000]  因為耶穌基督已經在十字架上,
[00:19:19.000 --> 00:19:22.000]  付上極重的代價,
[00:19:22.000 --> 00:19:26.000]  從罪惡裏面將我們贖回來,
[00:19:26.000 --> 00:19:29.000]  現在活著的不再是我,
[00:19:29.000 --> 00:19:32.000]  乃是基督在我裏面活著,
[00:19:32.000 --> 00:19:34.000]  留意,保羅並沒有說,
[00:19:34.000 --> 00:19:37.000]  現在活著的仍然是我,
[00:19:37.000 --> 00:19:40.000]  我可以營救過自己喜歡的生活,
[00:19:40.000 --> 00:19:43.000]  不過當我有需要,有困難的時候,
[00:19:43.000 --> 00:19:46.000]  我可以隨時到耶穌那裏祈求,
[00:19:46.000 --> 00:19:48.000]  保羅並不是這樣說,
[00:19:48.000 --> 00:19:51.000]  所以大家要搞清楚,
[00:19:51.000 --> 00:19:57.000]  為主而活是福音的一個事實,
[00:19:57.000 --> 00:19:59.000]  不過雖然這是一個事實,
[00:19:59.000 --> 00:20:02.000]  並不是每一個人都知道,
[00:20:02.000 --> 00:20:08.000]  或者願意將這個事實成為他人生的一個生活態度,
[00:20:08.000 --> 00:20:11.000]  以致神的主權,
[00:20:11.000 --> 00:20:17.000]  不能夠完全地在一個信徒的生命裏面被彰顯,
[00:20:17.000 --> 00:20:20.000]  當我們的生命主權,
[00:20:20.000 --> 00:20:23.000]  仍然掌握在我們自己手裏面的時候,
[00:20:23.000 --> 00:20:24.000]  我告訴大家,
[00:20:24.000 --> 00:20:26.000]  我們很難,甚至不可能,
[00:20:26.000 --> 00:20:32.000]  完全地活出一個合神生意的生活,
[00:20:32.000 --> 00:20:36.000]  這個就是原因,
[00:20:36.000 --> 00:20:38.000]  為何貼撒羅尼加的信徒,
[00:20:38.000 --> 00:20:43.000]  要首先將他們自己獻給天父上帝,
[00:20:43.000 --> 00:20:44.000]  你會發覺,
[00:20:44.000 --> 00:20:51.000]  然後他才能夠來到一個極困難的境況裏面,
[00:20:51.000 --> 00:20:59.000]  仍然捐獻給耶路撒冷有需要的弟兄姊妹,
[00:20:59.000 --> 00:21:01.000]  意思就是說,
[00:21:01.000 --> 00:21:05.000]  當他們獻自己給主的時候,
[00:21:05.000 --> 00:21:11.000]  他們願意讓神掌管他們的生命,
[00:21:11.000 --> 00:21:13.000]  弟兄姊妹,
[00:21:13.000 --> 00:21:17.000]  當我們走在這個恩典路上的時候,
[00:21:17.000 --> 00:21:22.000]  第一步,屬靈成長的第一步,
[00:21:22.000 --> 00:21:25.000]  就是我們要首先將自己獻上,
[00:21:25.000 --> 00:21:27.000]  我們需要毀身,
[00:21:27.000 --> 00:21:29.000]  第二步呢?
[00:21:29.000 --> 00:21:32.000]  如果第一步是獻自己給神的時候,
[00:21:32.000 --> 00:21:35.000]  第二步是甚麼呢?
[00:21:35.000 --> 00:21:40.000]  基督徒的生命是一個走向天國的旅程,
[00:21:40.000 --> 00:21:43.000]  而這個旅程並不是靜態的,
[00:21:43.000 --> 00:21:44.000]  而是動態的,
[00:21:44.000 --> 00:21:45.000]  甚麼意思呢?
[00:21:45.000 --> 00:21:48.000]  意思就是說,我們要首先第一步,
[00:21:48.000 --> 00:21:50.000]  將我們獻給神之後,
[00:21:50.000 --> 00:21:55.000]  這個第一步才能夠容讓我們去走出第二步,
[00:21:55.000 --> 00:21:57.000]  第二步是甚麼呢?
[00:21:57.000 --> 00:21:58.000]  我們看第六節,
[00:21:58.000 --> 00:21:59.000]  保羅說,
[00:21:59.000 --> 00:22:00.000]  因此,
[00:22:00.000 --> 00:22:02.000]  這裏的意思很明顯,
[00:22:02.000 --> 00:22:07.000]  因此是指貼撒羅尼加信徒將自己獻上,
[00:22:07.000 --> 00:22:13.000]  然後活出神的彼此相愛的功夫,
[00:22:13.000 --> 00:22:15.000]  所以保羅說,
[00:22:15.000 --> 00:22:16.000]  哥林多信徒,
[00:22:16.000 --> 00:22:19.000]  你們都需要學習這班貼撒羅尼加的信徒,
[00:22:19.000 --> 00:22:21.000]  你們既然在一年之前,
[00:22:21.000 --> 00:22:25.000]  已經開始了這個慈惠的事工,
[00:22:25.000 --> 00:22:29.000]  你們就應該完成這個事工,
[00:22:29.000 --> 00:22:32.000]  所以大家要留意,
[00:22:32.000 --> 00:22:34.000]  領受神的恩典,
[00:22:34.000 --> 00:22:36.000]  在神得著這個新的生命,
[00:22:36.000 --> 00:22:38.000]  這是本質上的,
[00:22:38.000 --> 00:22:41.000]  而當我們將自己身體獻上的時候,
[00:22:41.000 --> 00:22:43.000]  這是心態上的,
[00:22:43.000 --> 00:22:52.000]  而當我們願意為有需要的肢體捐助的時候,
