
[00:00:00.000 --> 00:00:04.000]  親愛的兄弟姐妹們,平安!
[00:01:59.000 --> 00:02:02.000]  今天講到的經文
[00:02:02.000 --> 00:02:04.000]  絕對能夠提醒我們
[00:02:04.000 --> 00:02:08.000]  特別在人際關係上的一些提醒
[00:02:08.000 --> 00:02:11.000]  好使我們不要再重蹈覆轍
[00:02:11.000 --> 00:02:14.000]  願我們每一個都謹記上帝的教導
[00:02:14.000 --> 00:02:17.000]  聽道而行道
[00:02:17.000 --> 00:02:19.000]  讓我們一起編織
[00:02:19.000 --> 00:02:24.000]  梁法紀念禮拜堂更合一的後金禧時代
[00:02:24.000 --> 00:02:30.000]  讓我們一起低頭祈禱
[00:02:30.000 --> 00:02:34.000]  主耶穌我們需要祢的同在
[00:02:34.000 --> 00:02:36.000]  以致我們知道
[00:02:36.000 --> 00:02:42.000]  如何與弟兄姊妹相處
[00:02:42.000 --> 00:02:47.000]  讓我們一起堵住人與人之間
[00:02:47.000 --> 00:02:50.000]  裡面每一個的破口
[00:02:50.000 --> 00:02:53.000]  縫補之前的傷痕
[00:02:53.000 --> 00:02:56.000]  以致我們能夠有那種合一的心
[00:02:56.000 --> 00:02:58.000]  一起來榮耀祢
[00:02:58.000 --> 00:02:59.000]  幫助我們透過
[00:02:59.000 --> 00:03:02.000]  葛羅西書三章十二至十七節
[00:03:02.000 --> 00:03:04.000]  這段經文
[00:03:04.000 --> 00:03:07.000]  讓我們在當中得到啟迪
[00:03:07.000 --> 00:03:09.000]  求聖靈幫助我們
[00:03:09.000 --> 00:03:12.000]  祈禱感恩是奉主明求
[00:03:12.000 --> 00:03:14.000]  阿門
[00:03:14.000 --> 00:03:17.000]  葛羅西書與以弗所書
[00:03:17.000 --> 00:03:19.000]  菲勒比書、費利門書
[00:03:19.000 --> 00:03:21.000]  合稱監獄書信
[00:03:21.000 --> 00:03:25.000]  因為他們都是使徒保羅在監獄裡面撰寫的
[00:03:25.000 --> 00:03:29.000]  而葛羅西書與別不同的地方是什麼呢
[00:03:29.000 --> 00:03:32.000]  保羅去以弗所這個地方
[00:03:32.000 --> 00:03:33.000]  他建立教會
[00:03:33.000 --> 00:03:35.000]  傳福音建立教會
[00:03:35.000 --> 00:03:39.000]  去菲勒比傳福音建立教會
[00:03:39.000 --> 00:03:41.000]  但是葛羅西呢
[00:03:41.000 --> 00:03:43.000]  他從來沒有去過
[00:03:43.000 --> 00:03:46.000]  他更加沒有在那裡建立教會
[00:03:46.000 --> 00:03:49.000]  他之所以能夠知道葛羅西教會的事情
[00:03:49.000 --> 00:03:53.000]  主要來自一位叫以巴弗的執事
[00:03:53.000 --> 00:03:54.000]  告訴他
[00:03:54.000 --> 00:03:55.000]  聖經學者相信
[00:03:55.000 --> 00:03:57.000]  這位以巴弗執事
[00:03:57.000 --> 00:04:00.000]  就是當時保羅住在以弗所三年
[00:04:00.000 --> 00:04:04.000]  這段時間在那裡傳福音建立教會
[00:04:04.000 --> 00:04:06.000]  以巴弗是其中一個果子
[00:04:06.000 --> 00:04:07.000]  之後呢
[00:04:07.000 --> 00:04:10.000]  以巴弗去了葛羅西這個地方
[00:04:10.000 --> 00:04:11.000]  在那裡傳福音
[00:04:11.000 --> 00:04:13.000]  他在那裡建立教會
[00:04:13.000 --> 00:04:15.000]  之後當他探望保羅的時候
[00:04:15.000 --> 00:04:16.000]  就告訴他
[00:04:16.000 --> 00:04:19.000]  葛羅西教會是什麼情況
[00:04:19.000 --> 00:04:23.000]  由於保羅不認識當地的信徒
[00:04:23.000 --> 00:04:27.000]  他只知道他們大概思想上和行為上
[00:04:27.000 --> 00:04:31.000]  慢慢偏離基督的教導
[00:04:31.000 --> 00:04:32.000]  基督的道理
[00:04:32.000 --> 00:04:34.000]  信仰混合了
[00:04:34.000 --> 00:04:36.000]  混入了雜質
[00:04:36.000 --> 00:04:38.000]  所以當他覺得
[00:04:38.000 --> 00:04:40.000]  我要寫這封信出去的時候
[00:04:40.000 --> 00:04:44.000]  他就收起了他一貫寫信的風格
[00:04:44.000 --> 00:04:47.000]  他沒有用一些很嚴厲的措辭
[00:04:47.000 --> 00:04:49.000]  來責罵這班人
[00:04:49.000 --> 00:04:52.000]  相對他用溫和一點
[00:04:52.000 --> 00:04:54.000]  冷靜一點的語氣
[00:04:54.000 --> 00:04:58.000]  來勸葛羅西的門徒
[00:04:58.000 --> 00:05:00.000]  希望引導他們
[00:05:00.000 --> 00:05:04.000]  能夠力拒侵入教會的異端的教導
[00:05:04.000 --> 00:05:08.000]  提醒信徒要全心全意活在基督裡
[00:05:08.000 --> 00:05:12.000]  將基督放在首位
[00:05:12.000 --> 00:05:14.000]  葛羅西書第一第二章
[00:05:14.000 --> 00:05:18.000]  保羅就講及他對於基督的論調之後
[00:05:18.000 --> 00:05:20.000]  來到第三章這裡
[00:05:20.000 --> 00:05:22.000]  保羅就善勸那班信徒
[00:05:22.000 --> 00:05:25.000]  要將自己分別為聖
[00:05:25.000 --> 00:05:27.000]  脫去救人
[00:05:27.000 --> 00:05:28.000]  將救我
[00:05:28.000 --> 00:05:30.000]  要和基督同死
[00:05:30.000 --> 00:05:32.000]  並且穿上新人
[00:05:32.000 --> 00:05:33.000]  更新變化
[00:05:33.000 --> 00:05:35.000]  要在基督的愛裡
[00:05:35.000 --> 00:05:37.000]  互相結戀
[00:05:37.000 --> 00:05:39.000]  在今天的經課裡
[00:05:39.000 --> 00:05:42.000]  保羅在多方面向我們作出提醒
[00:05:42.000 --> 00:05:44.000]  譬如有些什麼呢
[00:05:44.000 --> 00:05:47.000]  他說我們要穿上憐憫恩慈
[00:05:47.000 --> 00:05:49.000]  謙虛溫柔忍耐
[00:05:49.000 --> 00:05:51.000]  又要我們彼此容忍
[00:05:51.000 --> 00:05:53.000]  彼此饒恕等等
[00:05:53.000 --> 00:05:55.000]  但是保羅這裡
[00:05:55.000 --> 00:05:58.000]  有一個前設,大家留心
[00:05:58.000 --> 00:06:02.000]  就是他要我們先知道和承認
[00:06:02.000 --> 00:06:04.000]  自己是上帝的選民
[00:06:04.000 --> 00:06:06.000]  是聖潔蒙愛的人
[00:06:06.000 --> 00:06:09.000]  然後他才告訴我們
[00:06:09.000 --> 00:06:12.000]  我們要怎樣怎樣怎樣
[00:06:12.000 --> 00:06:15.000]  這是非常重要的
[00:06:15.000 --> 00:06:18.000]  如果你不認為自己是上帝的選民
[00:06:18.000 --> 00:06:21.000]  聖潔蒙愛的人的話
[00:06:21.000 --> 00:06:24.000]  之後下面的要
[00:06:24.000 --> 00:06:27.000]  只會淪為一些硬梆梆的規條
[00:06:27.000 --> 00:06:30.000]  但是如果你和我清楚明白
[00:06:30.000 --> 00:06:32.000]  自己是上帝的選民
[00:06:32.000 --> 00:06:34.000]  聖潔蒙愛的人的話
[00:06:34.000 --> 00:06:36.000]  這些的要
[00:06:36.000 --> 00:06:38.000]  卻是會成為活出
[00:06:38.000 --> 00:06:42.000]  豐盛人生的生活指引
[00:06:42.000 --> 00:06:44.000]  既然是這樣
[00:06:44.000 --> 00:06:47.000]  那什麼叫做上帝的選民
[00:06:47.000 --> 00:06:49.000]  聖潔蒙愛的人呢
[00:06:49.000 --> 00:06:52.000]  選民就是所揀選的
[00:06:52.000 --> 00:06:55.000]  聖潔就是分別出來歸給上帝
[00:06:55.000 --> 00:06:58.000]  蒙愛就是所愛的
[00:06:58.000 --> 00:07:00.000]  那整個意思是什麼呢
[00:07:00.000 --> 00:07:02.000]  我一會兒再說
[00:07:02.000 --> 00:07:04.000]  不過呢
[00:07:04.000 --> 00:07:06.000]  我想確定一件事
[00:07:06.000 --> 00:07:09.000]  當經文說到上帝的選民的時候
[00:07:09.000 --> 00:07:11.000]  弟兄姊妹不要誤會
[00:07:11.000 --> 00:07:14.000]  以為上帝的選民就是以色列人
[00:07:14.000 --> 00:07:17.000]  他不單止只是說以色列人
[00:07:17.000 --> 00:07:19.000]  斯勞保羅在這裡所指的
[00:07:19.000 --> 00:07:24.000]  就是凡是願意接受上帝救恩的人
[00:07:24.000 --> 00:07:28.000]  讓上帝成為自己生命的救主的人
[00:07:28.000 --> 00:07:30.000]  承認自己罪的人
[00:07:30.000 --> 00:07:32.000]  這一班就是上帝的選民了
[00:07:32.000 --> 00:07:35.000]  原來以弗所書一章四節是這樣說
[00:07:35.000 --> 00:07:38.000]  上帝從創世以前
[00:07:38.000 --> 00:07:41.000]  在基督裡揀選了我們
[00:07:41.000 --> 00:07:45.000]  使我們在祂面前成為聖潔
[00:07:45.000 --> 00:07:50.000]  原來是上帝在基督裡揀選了你和我
[00:07:50.000 --> 00:07:53.000]  所以在座當中已經受洗的你
[00:07:53.000 --> 00:07:56.000]  或者已經決志相信主的你
[00:07:56.000 --> 00:07:59.000]  你和我都是上帝的選民
[00:07:59.000 --> 00:08:01.000]  聖潔蒙愛的人
[00:08:01.000 --> 00:08:06.000]  因為我們都是上帝在基督裡揀選了我們
[00:08:06.000 --> 00:08:10.000]  我們是在這個世界裡分別為聖歸給上帝
[00:08:10.000 --> 00:08:13.000]  我們都是上帝所愛的人
[00:08:13.000 --> 00:08:16.000]  搞清楚這個前設之後
[00:08:16.000 --> 00:08:18.000]  現在我們可以專心留意了
[00:08:18.000 --> 00:08:23.000]  經文說我們既是上帝的選民
[00:08:23.000 --> 00:08:24.000]  聖潔蒙愛的人
[00:08:24.000 --> 00:08:27.000]  我們就要怎麼樣呢
[00:08:27.000 --> 00:08:28.000]  第十二節
[00:08:28.000 --> 00:08:29.000]  要穿上憐憫
[00:08:29.000 --> 00:08:31.000]  因此謙虛溫柔忍耐
[00:08:31.000 --> 00:08:32.000]  第十三節
[00:08:32.000 --> 00:08:33.000]  要彼此容忍
[00:08:33.000 --> 00:08:34.000]  彼此饒恕
[00:08:34.000 --> 00:08:35.000]  第十四節
[00:08:35.000 --> 00:08:37.000]  要穿上愛心
[00:08:37.000 --> 00:08:38.000]  第十五節
[00:08:38.000 --> 00:08:41.000]  要讓基督所賜的和平在我們心裡作主
[00:08:41.000 --> 00:08:44.000]  我們還要傳感謝的心
[00:08:44.000 --> 00:08:45.000]  第十六節
[00:08:45.000 --> 00:08:47.000]  要把基督的道傳在心裡
[00:08:47.000 --> 00:08:51.000]  又要我們用詩篇讚美詩靈歌
[00:08:51.000 --> 00:08:53.000]  彼此教導互相勸戒
[00:08:53.000 --> 00:08:57.000]  又要以感恩的心歌頌上帝
[00:08:57.000 --> 00:08:59.000]  嘩
[00:08:59.000 --> 00:09:01.000]  剛才我一卷嘴
[00:09:01.000 --> 00:09:04.000]  做基督徒要做這麼多的嗎
[00:09:04.000 --> 00:09:07.000]  數一數原來短短六節的經文裡
[00:09:07.000 --> 00:09:11.000]  要我們做十四件事這麼多
[00:09:11.000 --> 00:09:13.000]  弟兄姊妹
[00:09:13.000 --> 00:09:17.000]  大家還記不記得我剛才說了什麼呢
[00:09:17.000 --> 00:09:21.000]  我說如果你不承認自己是上帝的選民
[00:09:21.000 --> 00:09:24.000]  聖潔蒙愛的人的話
[00:09:24.000 --> 00:09:26.000]  這十四個要
[00:09:26.000 --> 00:09:29.000]  就會成為一些硬梆梆的規條
[00:09:29.000 --> 00:09:31.000]  但是當你清楚知道
[00:09:31.000 --> 00:09:33.000]  自己是上帝的選民
[00:09:33.000 --> 00:09:35.000]  聖潔蒙愛的人的話
[00:09:35.000 --> 00:09:37.000]  這十四個要
[00:09:37.000 --> 00:09:39.000]  就能夠幫助我們
[00:09:39.000 --> 00:09:43.000]  活出一個豐盛人生的指引
[00:09:43.000 --> 00:09:45.000]  這六節的經文
[00:09:45.000 --> 00:09:50.000]  究竟是帶給你壓力的規條
[00:09:50.000 --> 00:09:54.000]  抑或是引導你活出豐盛人生的美德
[00:09:54.000 --> 00:10:00.000]  完全由你的心自己決定
[00:10:00.000 --> 00:10:02.000]  我為了這六節的經文
[00:10:02.000 --> 00:10:05.000]  幫助我,引導我
[00:10:05.000 --> 00:10:07.000]  活出一個豐盛的人生
[00:10:07.000 --> 00:10:09.000]  我感謝上帝
[00:10:09.000 --> 00:10:12.000]  我一定不能夠將全部都做得很好
[00:10:12.000 --> 00:10:15.000]  但至少我知道我要在哪些美德
[00:10:15.000 --> 00:10:17.000]  要繼續努力
[00:10:17.000 --> 00:10:19.000]  親愛的弟兄姊妹
[00:10:19.000 --> 00:10:20.000]  你呢
[00:10:20.000 --> 00:10:22.000]  在這十四個要裡
[00:10:22.000 --> 00:10:27.000]  在這個《哥羅西書》三章十二至十六節裡
[00:10:27.000 --> 00:10:30.000]  你有多少這方面的美德呢
[00:10:30.000 --> 00:10:33.000]  你願不願意讓這段經文
[00:10:33.000 --> 00:10:38.000]  指引你去活出一個更加豐盛的人生呢
[00:10:38.000 --> 00:10:40.000]  現在呢
[00:10:40.000 --> 00:10:44.000]  我會將這段經文慢慢再讀一次
[00:10:44.000 --> 00:10:47.000]  但我想你們留心一件事
[00:10:47.000 --> 00:10:49.000]  在當中你會發現
[00:10:49.000 --> 00:10:52.000]  這段經文有很多的彼此
[00:10:52.000 --> 00:10:55.000]  和很多的互相
[00:10:55.000 --> 00:10:59.000]  因為這些美德都是針對人與人之間的關係
[00:10:59.000 --> 00:11:02.000]  我相信有一些美德
[00:11:02.000 --> 00:11:04.000]  你已經培養到了
[00:11:04.000 --> 00:11:06.000]  但應該也有一些
[00:11:06.000 --> 00:11:08.000]  我們未培養得好
[00:11:08.000 --> 00:11:10.000]  或者是有待成長的美德
[00:11:10.000 --> 00:11:14.000]  待會當我讀這段經文的時候
[00:11:14.000 --> 00:11:16.000]  我請大家做一件事
[00:11:16.000 --> 00:11:18.000]  就是你要選擇兩樣
[00:11:18.000 --> 00:11:20.000]  你要選擇兩樣
[00:11:20.000 --> 00:11:23.000]  有待成長的美德
[00:11:23.000 --> 00:11:25.000]  你自己有待成長的美德
[00:11:25.000 --> 00:11:27.000]  然後記住它
[00:11:27.000 --> 00:11:29.000]  在這十四個之中
[00:11:29.000 --> 00:11:31.000]  你選擇兩樣
[00:11:31.000 --> 00:11:32.000]  你覺得你未做得好
[00:11:32.000 --> 00:11:33.000]  你要進步的
[00:11:33.000 --> 00:11:34.000]  選擇兩樣
[00:11:34.000 --> 00:11:37.000]  我現在慢慢讀出這段經文
[00:11:37.000 --> 00:11:41.000]  所以
[00:11:41.000 --> 00:11:44.000]  你們既是上帝的選民
[00:11:44.000 --> 00:11:46.000]  聖潔蒙愛的人
[00:11:46.000 --> 00:11:49.000]  要穿上憐憫
[00:11:49.000 --> 00:11:51.000]  恩慈
[00:11:51.000 --> 00:11:52.000]  謙虛
[00:11:52.000 --> 00:11:53.000]  溫柔
[00:11:53.000 --> 00:11:55.000]  和忍耐
[00:11:55.000 --> 00:11:57.000]  妥約者人與那人有嚴規
[00:11:57.000 --> 00:12:01.000]  總要彼此容忍
[00:12:01.000 --> 00:12:03.000]  彼此饒恕
[00:12:03.000 --> 00:12:05.000]  主怎樣饒恕了你們
[00:12:05.000 --> 00:12:08.000]  你們也要怎樣饒恕人
[00:12:08.000 --> 00:12:11.000]  除此之外還要穿上愛心
[00:12:11.000 --> 00:12:14.000]  因為愛是貫通全德的
[00:12:14.000 --> 00:12:18.000]  你們要讓基督所賜的和平
[00:12:18.000 --> 00:12:20.000]  在你們心裡作主
[00:12:20.000 --> 00:12:22.000]  也為此蒙照歸為一體
[00:12:22.000 --> 00:12:25.000]  你們還要傳感謝的心
[00:12:25.000 --> 00:12:27.000]  當用各樣的智慧
[00:12:27.000 --> 00:12:28.000]  把基督的道
[00:12:28.000 --> 00:12:29.000]  豐豐富富的
[00:12:29.000 --> 00:12:31.000]  傳在心裡
[00:12:31.000 --> 00:12:34.000]  用詩篇讚美詩靈歌
[00:12:34.000 --> 00:12:36.000]  彼此教導
[00:12:36.000 --> 00:12:38.000]  互相勸誡
[00:12:38.000 --> 00:12:41.000]  以感恩的心歌頌上帝
[00:12:41.000 --> 00:12:43.000]  等姐妹
[00:12:43.000 --> 00:12:45.000]  你們是不是已經記住了
[00:12:45.000 --> 00:12:46.000]  其中的兩項
[00:12:46.000 --> 00:12:49.000]  有待栽培成長的美德
[00:12:49.000 --> 00:12:51.000]  是不是記住了已經
[00:12:51.000 --> 00:12:53.000]  有些人點頭
[00:12:53.000 --> 00:12:54.000]  有些還沒選好
[00:12:54.000 --> 00:12:56.000]  不要緊,隨便選兩項
[00:12:56.000 --> 00:12:57.000]  但要記住
[00:12:57.000 --> 00:12:59.000]  因為待會有用
[00:12:59.000 --> 00:13:01.000]  記住那兩個
[00:13:01.000 --> 00:13:04.000]  現在我應該可以假設
[00:13:04.000 --> 00:13:07.000]  我們這裡每人至少有兩項
[00:13:07.000 --> 00:13:09.000]  在人際關係之中
[00:13:09.000 --> 00:13:12.000]  有待栽培成長的美德
[00:13:12.000 --> 00:13:15.000]  當我預備講章的時候
[00:13:15.000 --> 00:13:16.000]  我問自己
[00:13:16.000 --> 00:13:17.000]  其實有沒有可能
[00:13:17.000 --> 00:13:22.000]  全部以上的美德都能栽培到呢
[00:13:22.000 --> 00:13:25.000]  如果沒有可能全部都栽培到的話
[00:13:25.000 --> 00:13:27.000]  那保羅這番話
[00:13:27.000 --> 00:13:29.000]  豈不是淪為廢話
[00:13:29.000 --> 00:13:33.000]  但如果有可能全部美德都做到的話
[00:13:33.000 --> 00:13:35.000]  那秘訣又在哪裡呢
[00:13:35.000 --> 00:13:39.000]  我們應該從哪裡開始演戲呢
[00:13:39.000 --> 00:13:42.000]  當我默想這段經文的時候
[00:13:42.000 --> 00:13:46.000]  我發現原來當中就有答案
[00:13:46.000 --> 00:13:48.000]  究竟在哪裡有答案呢
[00:13:48.000 --> 00:13:50.000]  究竟哪裡可以幫助我們
[00:13:50.000 --> 00:13:55.000]  找到培養到全部美德的秘訣呢
[00:13:55.000 --> 00:14:00.000]  原來關鍵就在第十四節
[00:14:00.000 --> 00:14:01.000]  第十四節
[00:14:01.000 --> 00:14:04.000]  請等姐妹一起讀第十四節
[00:14:04.000 --> 00:14:05.000]  預備起
[00:14:05.000 --> 00:14:09.000]  (...隨時意外,但表面上開心)
[00:14:09.000 --> 00:14:12.000]  (因為愛是貫通全德的)
[00:14:12.000 --> 00:14:17.000]  因為愛是貫通全德的
[00:14:17.000 --> 00:14:19.000]  愛是貫通全德的意思是什麼呢
[00:14:19.000 --> 00:14:24.000]  原來他說愛是能夠推動其他的美德
[00:14:24.000 --> 00:14:26.000]  即是這個原法點
[00:14:26.000 --> 00:14:27.000]  我們要有了愛
[00:14:27.000 --> 00:14:33.000]  其他的美德才會從這個點開始推出去
[00:14:33.000 --> 00:14:36.000]  愛當然是要付出的
[00:14:36.000 --> 00:14:39.000]  但是有人會說
[00:14:39.000 --> 00:14:41.000]  我不願意付出愛
[00:14:41.000 --> 00:14:48.000]  因為我怕自己得不到相同的愛
[00:14:48.000 --> 00:14:49.000]  親愛的頂姐妹
[00:14:49.000 --> 00:14:51.000]  當這個世界告訴我們
[00:14:51.000 --> 00:14:54.000]  回報比付出更重要的時候
[00:14:54.000 --> 00:14:59.000]  究竟我們的信仰是怎樣詮釋愛的呢
[00:14:59.000 --> 00:15:04.000]  我相信這一班來自低收入家庭的小朋友
[00:15:04.000 --> 00:15:06.000]  他們所作的決定
[00:15:06.000 --> 00:15:11.000]  就可以告訴我們什麼是愛
[00:15:11.000 --> 00:15:14.000]  現在有一條短片和大家分享
[00:15:14.000 --> 00:15:16.000]  我們一起看看
[00:15:16.000 --> 00:15:19.000]  這些低收入家庭的小朋友
[00:15:19.000 --> 00:15:21.000]  他們作這個決定的時候
[00:15:21.000 --> 00:15:23.000]  是怎樣作這個決定
[00:15:23.000 --> 00:15:24.000]  這個艱難的問題
[00:15:24.000 --> 00:15:25.000]  我們一起看看
[00:15:37.000 --> 00:15:38.000]  今年聖誕節
[00:15:38.000 --> 00:15:40.000]  你希望得到什麼呢
[00:15:40.000 --> 00:15:41.000]  電腦
[00:15:41.000 --> 00:15:42.000]  巨大的
[00:15:42.000 --> 00:15:43.000]  芭比房
[00:15:43.000 --> 00:15:45.000]  寶可夢
[00:15:45.000 --> 00:15:46.000]  Xbox 360
[00:15:46.000 --> 00:15:47.000]  麥克風
[00:15:47.000 --> 00:15:50.000]  你覺得你爸爸媽媽會想要什麼呢
[00:15:50.000 --> 00:15:52.000]  我媽媽應該會想要鈴
[00:15:52.000 --> 00:15:54.000]  她從來沒有戴過鈴
[00:15:54.000 --> 00:15:55.000]  鑰匙
[00:15:55.000 --> 00:15:56.000]  她很愛鑰匙
[00:15:56.000 --> 00:15:57.000]  電視
[00:15:57.000 --> 00:15:59.000]  我的手機
[00:15:59.000 --> 00:16:06.000]  所以你其實買了一個Xbox 360
[00:16:06.000 --> 00:16:08.000]  這到底是什麼呢
[00:16:08.000 --> 00:16:11.000]  你真的買了這個嗎
[00:16:11.000 --> 00:16:13.000]  這是一個新的Laptop
[00:16:13.000 --> 00:16:15.000]  這是一個鑰匙
[00:16:15.000 --> 00:16:18.000]  所以我們也買了一個鑰匙
[00:16:18.000 --> 00:16:20.000]  因為你說你也想要一個鑰匙
[00:16:20.000 --> 00:16:22.000]  給你媽媽或你阿姨
[00:16:22.000 --> 00:16:26.000]  你可以自己獲得一個禮物
[00:16:26.000 --> 00:16:30.000]  或者你可以為你媽媽獲得一個禮物
[00:16:30.000 --> 00:16:35.000]  你必須選一個
[00:16:35.000 --> 00:16:36.000]  現在
[00:16:36.000 --> 00:16:39.000]  現在你答案之前
[00:16:39.000 --> 00:16:41.000]  我猜這很難
[00:16:41.000 --> 00:16:42.000]  這真的是一個很難的問題嗎
[00:16:42.000 --> 00:16:43.000]  嗯
[00:16:43.000 --> 00:16:50.000]  你會選什麼禮物呢
[00:16:50.000 --> 00:16:55.000]  電視
[00:16:56.000 --> 00:16:58.000]  我必須選一個鈴
[00:16:58.000 --> 00:17:00.000]  你會選什麼禮物呢
[00:17:00.000 --> 00:17:03.000]  這個
[00:17:03.000 --> 00:17:04.000]  這個
[00:17:04.000 --> 00:17:06.000]  衣服
[00:17:06.000 --> 00:17:08.000]  我會選這個給我媽媽
[00:17:08.000 --> 00:17:10.000]  我會選這個
[00:17:10.000 --> 00:17:12.000]  這真的是一個很難的問題
[00:17:12.000 --> 00:17:13.000]  我會給她這個
[00:17:13.000 --> 00:17:14.000]  你已經知道了
[00:17:14.000 --> 00:17:15.000]  告訴我為什麼
[00:17:15.000 --> 00:17:18.000]  因為Legos不重要
[00:17:18.000 --> 00:17:19.000]  Legos
[00:17:19.000 --> 00:17:21.000]  你的家庭很重要
[00:17:21.000 --> 00:17:23.000]  Legos不是玩具
[00:17:23.000 --> 00:17:25.000]  是你的家庭
[00:17:25.000 --> 00:17:26.000]  是你的家庭還是Legos
[00:17:26.000 --> 00:17:27.000]  我選家庭
[00:17:27.000 --> 00:17:30.000]  我每年都收到家庭的禮物
[00:17:30.000 --> 00:17:32.000]  我媽媽不收到任何禮物
[00:17:32.000 --> 00:17:34.000]  我收到電腦
[00:17:34.000 --> 00:17:36.000]  我媽媽收到一些東西
[00:17:36.000 --> 00:17:39.000]  她幫我當我生病的時候
[00:17:39.000 --> 00:17:41.000]  她幫我做家務
[00:17:41.000 --> 00:17:43.000]  她給我一個住的房子
[00:17:43.000 --> 00:17:45.000]  他們會照顧我
[00:17:45.000 --> 00:17:46.000]  做一些事情給我
[00:17:46.000 --> 00:17:48.000]  所以我必須給他們一些東西
[00:17:48.000 --> 00:17:51.000]  現在我有機會給他們一些東西
[00:17:51.000 --> 00:17:54.000]  因為你選了家庭的禮物
[00:17:54.000 --> 00:17:56.000]  你兩個會一起回家
[00:17:56.000 --> 00:17:58.000]  告訴我你覺得怎麼樣
[00:17:58.000 --> 00:18:00.000]  我覺得很開心
[00:18:00.000 --> 00:18:01.000]  很感激
[00:18:01.000 --> 00:18:03.000]  很開心
[00:18:03.000 --> 00:18:04.000]  感激
[00:18:04.000 --> 00:18:05.000]  為你的家庭 為什麼
[00:18:05.000 --> 00:18:06.000]  我家庭 為一切
[00:18:06.000 --> 00:18:09.000]  其實你做了一個決定
[00:18:09.000 --> 00:18:12.000]  你選了Pandora's Box
[00:18:12.000 --> 00:18:14.000]  我選了Pandora's Box
[00:18:14.000 --> 00:18:16.000]  你太好了
[00:18:16.000 --> 00:18:17.000]  為什麼你選了Pandora's Box
[00:18:17.000 --> 00:18:19.000]  因為它很可愛
[00:18:19.000 --> 00:18:20.000]  因為它很可愛
[00:18:20.000 --> 00:18:22.000]  因為它很可愛
[00:18:25.000 --> 00:18:27.000]  謝謝大家
[00:18:27.000 --> 00:18:28.000]  謝謝
[00:18:55.000 --> 00:18:58.000]  他們寧願犧牲自己心愛的禮物
[00:18:58.000 --> 00:19:03.000]  為了要向父母表達愛
[00:19:03.000 --> 00:19:05.000]  二千多年前主耶穌
[00:19:05.000 --> 00:19:08.000]  祂都作出一個很重要的決定
[00:19:08.000 --> 00:19:09.000]  聖經說
[00:19:09.000 --> 00:19:12.000]  他本有上帝的形象
[00:19:12.000 --> 00:19:16.000]  卻不堅持自己與上帝同等
[00:19:16.000 --> 00:19:18.000]  反倒虛己
[00:19:18.000 --> 00:19:20.000]  取了奴僕的形象
[00:19:20.000 --> 00:19:23.000]  成為人的樣式
[00:19:23.000 --> 00:19:24.000]  既有人的樣子
