
[00:00:00.000 --> 00:00:02.000]  各位電影主妹 早晨
[00:04:51.000 --> 00:04:54.000]  你要得人好像得魚一樣
[00:04:54.000 --> 00:04:57.000]  求主你垂聽我們的祈禱
[00:04:57.000 --> 00:05:00.000]  我們這樣恭敬獻上祈禱
[00:05:00.000 --> 00:05:02.000]  是奉耶穌基督的名求
[00:05:02.000 --> 00:05:05.000]  阿們
[00:05:05.000 --> 00:05:08.000]  好 我的第一點
[00:05:08.000 --> 00:05:10.000]  就是我們要承認
[00:05:10.000 --> 00:05:12.000]  剛才那一章
[00:05:12.000 --> 00:05:14.000]  我們必須承認
[00:05:14.000 --> 00:05:19.000]  傳福音是主教託給我們的責任
[00:05:19.000 --> 00:05:22.000]  This is an order
[00:05:22.000 --> 00:05:25.000]  不是說你有空去做
[00:05:25.000 --> 00:05:27.000]  你喜歡就去做
[00:05:27.000 --> 00:05:30.000]  耶穌是吩咐我們
[00:05:30.000 --> 00:05:32.000]  你們要去
[00:05:32.000 --> 00:05:34.000]  所以傳福音宣教
[00:05:34.000 --> 00:05:37.000]  是神給教會的責任
[00:05:37.000 --> 00:05:40.000]  如果一間教會不傳福音
[00:05:40.000 --> 00:05:43.000]  那這裡存在做什麼呢
[00:05:43.000 --> 00:05:46.000]  如果一間教會不去做宣教
[00:05:46.000 --> 00:05:49.000]  那為什麼福音會傳到我們來中國
[00:05:49.000 --> 00:05:52.000]  傳到香港 傳到這麼遠的地方
[00:05:52.000 --> 00:05:56.000]  所以每間教會都要傳福音
[00:05:56.000 --> 00:05:59.000]  每間教會都要做宣教
[00:05:59.000 --> 00:06:01.000]  這個是命令
[00:06:01.000 --> 00:06:04.000]  這個是神給我們的責任
[00:06:04.000 --> 00:06:06.000]  然後跟著
[00:06:06.000 --> 00:06:09.000]  首先就是來自大使命
[00:06:09.000 --> 00:06:11.000]  剛才我已經講過
[00:06:11.000 --> 00:06:14.000]  是權柄 什麼權柄都給了耶穌
[00:06:14.000 --> 00:06:17.000]  所以耶穌就說所以
[00:06:17.000 --> 00:06:19.000]  那你們去吧
[00:06:19.000 --> 00:06:22.000]  去萬民
[00:06:22.000 --> 00:06:25.000]  向萬民傳福音
[00:06:25.000 --> 00:06:26.000]  我們都知道
[00:06:26.000 --> 00:06:28.000]  今天這個世界上面
[00:06:28.000 --> 00:06:31.000]  有很多叫做未得之民
[00:06:31.000 --> 00:06:34.000]  Unrich people
[00:06:34.000 --> 00:06:36.000]  他們沒有機會聽福音
[00:06:36.000 --> 00:06:39.000]  一世人都沒有機會聽福音
[00:06:39.000 --> 00:06:41.000]  我就很感恩
[00:06:41.000 --> 00:06:43.000]  當我去香港木會的時候
[00:06:43.000 --> 00:06:46.000]  我們教會就去中國
[00:06:46.000 --> 00:06:50.000]  四個省做一些交流
[00:06:50.000 --> 00:06:53.000]  雲南 廣西 廣東
[00:06:53.000 --> 00:06:55.000]  還有海南省
[00:06:55.000 --> 00:06:58.000]  我就很喜歡去雲南省
[00:06:58.000 --> 00:07:04.000]  因為雲南省有很多的少數民族
[00:07:04.000 --> 00:07:06.000]  大概雲南
[00:07:06.000 --> 00:07:11.000]  全中國應該有57個少數民族
[00:07:11.000 --> 00:07:15.000]  雲南省佔了36個少數民族
[00:07:15.000 --> 00:07:24.000]  栗蟀族 藏族 蘇儀族 白族 帶族
[00:07:24.000 --> 00:07:27.000]  有些名字我從來沒聽過
[00:07:27.000 --> 00:07:30.000]  看著看著字不懂得讀
[00:07:30.000 --> 00:07:33.000]  他們全部講自己話
[00:07:33.000 --> 00:07:34.000]  要翻譯的
[00:07:34.000 --> 00:07:36.000]  你知不知道我講到
[00:07:36.000 --> 00:07:38.000]  我就用普通話講
[00:07:38.000 --> 00:07:40.000]  有一句人就翻譯
[00:07:40.000 --> 00:07:44.000]  雲南比較普遍的藏族人的話
[00:07:44.000 --> 00:07:46.000]  然後藏族人的話
[00:07:46.000 --> 00:07:48.000]  又再來有一個人翻譯
[00:07:48.000 --> 00:07:49.000]  栗蟀族
[00:07:49.000 --> 00:07:51.000]  三個人翻譯
[00:07:51.000 --> 00:07:53.000]  我講完之後都不記得下一句
[00:07:53.000 --> 00:07:55.000]  我應該講什麼
[00:07:55.000 --> 00:07:57.000]  因為一直等他們翻譯
[00:07:57.000 --> 00:07:59.000]  所以很難溝通
[00:07:59.000 --> 00:08:01.000]  我們在雲南
[00:08:01.000 --> 00:08:04.000]  他們派那些麵包車
[00:08:04.000 --> 00:08:06.000]  我們走了一個多小時
[00:08:06.000 --> 00:08:08.000]  去到一個山頭那裡
[00:08:08.000 --> 00:08:11.000]  山頭有什麼等我們呢
[00:08:11.000 --> 00:08:13.000]  有些馬在那裡等我們
[00:08:13.000 --> 00:08:16.000]  原來要騎馬上山
[00:08:16.000 --> 00:08:18.000]  我這麼大的兒子
[00:08:18.000 --> 00:08:20.000]  上馬我都上不了
[00:08:20.000 --> 00:08:22.000]  因為那隻馬很高
[00:08:22.000 --> 00:08:25.000]  那些弟兄托我的屁股
[00:08:25.000 --> 00:08:27.000]  托我上馬
[00:08:27.000 --> 00:08:28.000]  他們很緊張
[00:08:28.000 --> 00:08:30.000]  因為我們這些香港人
[00:08:30.000 --> 00:08:32.000]  又不騎過馬
[00:08:32.000 --> 00:08:33.000]  怕我們掉下來
[00:08:33.000 --> 00:08:37.000]  所以兩邊有四個人托著我們
[00:08:37.000 --> 00:08:38.000]  上山的時候
[00:08:38.000 --> 00:08:40.000]  那隻馬向上
[00:08:40.000 --> 00:08:41.000]  我們就向後
[00:08:41.000 --> 00:08:43.000]  所以你的頭要摀前
[00:08:43.000 --> 00:08:45.000]  下山的時候還怕
[00:08:45.000 --> 00:08:46.000]  如果你向下
[00:08:46.000 --> 00:08:48.000]  那隻馬好像要衝下去
[00:08:48.000 --> 00:08:49.000]  你要向後
[00:08:49.000 --> 00:08:51.000]  剛剛倒轉
[00:08:51.000 --> 00:08:55.000]  他們就把我們的行李抬上山
[00:08:55.000 --> 00:08:57.000]  在山上住
[00:08:57.000 --> 00:09:01.000]  我沒見過這麼窮的村莊
[00:09:01.000 --> 00:09:04.000]  那些房子全是茅草疊的
[00:09:04.000 --> 00:09:06.000]  沒有東西的
[00:09:06.000 --> 00:09:07.000]  只有一個房子
[00:09:07.000 --> 00:09:09.000]  客廳也是他
[00:09:09.000 --> 00:09:11.000]  睡房也是他
[00:09:11.000 --> 00:09:13.000]  廚房也是他
[00:09:13.000 --> 00:09:16.000]  而且有些動物在旁邊
[00:09:16.000 --> 00:09:18.000]  一股味道
[00:09:18.000 --> 00:09:20.000]  我們就住在禮拜堂
[00:09:20.000 --> 00:09:22.000]  打地鋪
[00:09:22.000 --> 00:09:25.000]  女的就住樓下
[00:09:25.000 --> 00:09:28.000]  我們男的就住樓上
[00:09:28.000 --> 00:09:29.000]  去洗手間
[00:09:29.000 --> 00:09:31.000]  要走出去外面
[00:09:31.000 --> 00:09:33.000]  找個洗手間
[00:09:33.000 --> 00:09:35.000]  我特別晚上起床
[00:09:35.000 --> 00:09:37.000]  要去幾次廁所
[00:09:37.000 --> 00:09:39.000]  嚇到我飛起來
[00:09:39.000 --> 00:09:40.000]  要拿著電筒
[00:09:40.000 --> 00:09:42.000]  找路去廁所
[00:09:42.000 --> 00:09:44.000]  而且那些廁所
[00:09:44.000 --> 00:09:49.000]  是最簡陋的
[00:09:49.000 --> 00:09:51.000]  是下面有個坑
[00:09:51.000 --> 00:09:53.000]  有兩支竹
[00:09:53.000 --> 00:09:55.000]  你就走到竹子的中間
[00:09:55.000 --> 00:09:59.000]  在那裡做解放的事
[00:09:59.000 --> 00:10:00.000]  我經常害怕
[00:10:00.000 --> 00:10:01.000]  我走著走著的竹子
[00:10:01.000 --> 00:10:03.000]  掉下去下面
[00:10:03.000 --> 00:10:05.000]  屎坑怎麼辦
[00:10:05.000 --> 00:10:08.000]  很艱難 很艱難
[00:10:08.000 --> 00:10:10.000]  但是當我聽見
[00:10:10.000 --> 00:10:12.000]  這些少數民族的基督徒
[00:10:12.000 --> 00:10:14.000]  他們用很多心機
[00:10:14.000 --> 00:10:17.000]  在教會裡面唱歌
[00:10:17.000 --> 00:10:19.000]  我充滿感恩
[00:10:19.000 --> 00:10:23.000]  我沒有見過這麼美麗的聲音
[00:10:23.000 --> 00:10:25.000]  而且那些少數民族
[00:10:25.000 --> 00:10:26.000]  在山地的時候
[00:10:26.000 --> 00:10:30.000]  全部自動分成四部分
[00:10:30.000 --> 00:10:35.000]  女高音 女低音
[00:10:35.000 --> 00:10:37.000]  男高音 男低音
[00:10:37.000 --> 00:10:40.000]  可以唱Messiah的Hallelujah
[00:10:40.000 --> 00:10:42.000]  背出來
[00:10:42.000 --> 00:10:45.000]  哇 不美都不得了
[00:10:45.000 --> 00:10:46.000]  神愛他們
[00:10:46.000 --> 00:10:48.000]  雖然他們很窮
[00:10:48.000 --> 00:10:51.000]  但是上到山上的風景很美
[00:10:51.000 --> 00:10:53.000]  看見那些樹
[00:10:53.000 --> 00:10:54.000]  那些山谷
[00:10:54.000 --> 00:10:55.000]  他們吃什麼呢
[00:10:55.000 --> 00:10:57.000]  就是粟米
[00:10:57.000 --> 00:10:59.000]  把那些粟米曬乾了
[00:10:59.000 --> 00:11:02.000]  就吊在家裡外面
[00:11:02.000 --> 00:11:04.000]  平時做什麼呢
[00:11:04.000 --> 00:11:06.000]  把那些粟米榨汁
[00:11:06.000 --> 00:11:08.000]  用水沖
[00:11:08.000 --> 00:11:10.000]  做粟米水
[00:11:10.000 --> 00:11:13.000]  就是他們平時的飯餐
[00:11:13.000 --> 00:11:16.000]  一年可能是過年
[00:11:16.000 --> 00:11:18.000]  先劏一隻雞
[00:11:18.000 --> 00:11:20.000]  或者劏一隻豬
[00:11:20.000 --> 00:11:21.000]  如果劏一隻豬
[00:11:21.000 --> 00:11:22.000]  就很大件事
[00:11:22.000 --> 00:11:25.000]  全村人一起吃那隻豬
[00:11:25.000 --> 00:11:28.000]  如果有些豬肉剩下
[00:11:28.000 --> 00:11:31.000]  就吊起來風乾
[00:11:31.000 --> 00:11:34.000]  就是新鮮的臘肉
[00:11:34.000 --> 00:11:37.000]  哇 我沒吃過這麼好吃的臘肉
[00:11:37.000 --> 00:11:40.000]  原來吊了兩年
[00:11:40.000 --> 00:11:42.000]  沒有冰箱 沒有東西
[00:11:42.000 --> 00:11:44.000]  就這樣風乾
[00:11:44.000 --> 00:11:50.000]  吊起來乾的肉乾真的很好吃
[00:11:50.000 --> 00:11:52.000]  我們就是這樣
[00:11:52.000 --> 00:11:55.000]  去到這些少數民族當中
[00:11:55.000 --> 00:11:57.000]  關心他們
[00:11:57.000 --> 00:11:59.000]  他們很不捨得我們走
[00:11:59.000 --> 00:12:01.000]  因為我們住了三天
[00:12:01.000 --> 00:12:03.000]  跟他們比較熟
[00:12:03.000 --> 00:12:05.000]  臨走的時候
[00:12:05.000 --> 00:12:08.000]  全村人列隊歡送我們
[00:12:08.000 --> 00:12:11.000]  他們拿什麼給我們呢
[00:12:11.000 --> 00:12:14.000]  他們煮熟了很多雞蛋
[00:12:14.000 --> 00:12:17.000]  每個人的懷裡面
[00:12:17.000 --> 00:12:19.000]  拿著很多雞蛋
[00:12:19.000 --> 00:12:20.000]  我們經過
[00:12:20.000 --> 00:12:23.000]  每人送一隻雞蛋給我們
[00:12:23.000 --> 00:12:24.000]  我拿了十幾隻
[00:12:24.000 --> 00:12:26.000]  都不知道怎麼辦
[00:12:26.000 --> 00:12:30.000]  他說給我們在路上可以飽肚
[00:12:30.000 --> 00:12:32.000]  還有他們說一句話
[00:12:32.000 --> 00:12:34.000]  我們全部都哭
[00:12:34.000 --> 00:12:37.000]  我們這次見面
[00:12:37.000 --> 00:12:40.000]  不知道還有沒有機會見面
[00:12:40.000 --> 00:12:45.000]  我們將來是天家見面
[00:12:45.000 --> 00:12:47.000]  他知道我們來自香港
[00:12:47.000 --> 00:12:49.000]  很不容易
[00:12:49.000 --> 00:12:51.000]  上到這個山頭
[00:12:51.000 --> 00:12:53.000]  去探望這條村
[00:12:53.000 --> 00:12:54.000]  下一個山頭
[00:12:54.000 --> 00:12:56.000]  又要下一個村
[00:12:56.000 --> 00:12:58.000]  又要隔幾個山頭
[00:12:58.000 --> 00:13:01.000]  很不容易才是一次
[00:13:01.000 --> 00:13:04.000]  他都不知道有沒有機會再見你
[00:13:04.000 --> 00:13:06.000]  他們流著血淚
[00:13:06.000 --> 00:13:08.000]  跟我們說再見
[00:13:08.000 --> 00:13:12.000]  將來是天家見面
[00:13:12.000 --> 00:13:15.000]  將來我想我們去到天堂
[00:13:15.000 --> 00:13:18.000]  會見到很多講不同話的人
[00:13:18.000 --> 00:13:20.000]  非洲話
[00:13:20.000 --> 00:13:23.000]  新幾內亞話
[00:13:23.000 --> 00:13:26.000]  中國那些五十幾個少數民族
[00:13:26.000 --> 00:13:29.000]  全部在天家見面
[00:13:29.000 --> 00:13:30.000]  但到時候
[00:13:30.000 --> 00:13:33.000]  我想我們大家都語言相通
[00:13:33.000 --> 00:13:37.000]  我們一起開聲讚美我們的村
[00:13:37.000 --> 00:13:41.000]  原來傳福音就這麼寶貴
[00:13:41.000 --> 00:13:44.000]  神就差了我們去
[00:13:44.000 --> 00:13:46.000]  所以你們要去
[00:13:46.000 --> 00:13:48.000]  叫萬民
[00:13:48.000 --> 00:13:50.000]  所有的民族
[00:13:50.000 --> 00:13:52.000]  不管什麼民族都好
[00:13:52.000 --> 00:13:54.000]  所以現在很多研究聖經的人說
[00:13:54.000 --> 00:13:56.000]  耶穌多時說
[00:13:56.000 --> 00:13:57.000]  你要向萬民
[00:13:57.000 --> 00:13:59.000]  不是向每一個國家
[00:13:59.000 --> 00:14:01.000]  因為一個國家裏面
[00:14:01.000 --> 00:14:04.000]  有很多ethnic
[00:14:04.000 --> 00:14:07.000]  有很多不同的民族
[00:14:07.000 --> 00:14:08.000]  我們傳福音
[00:14:08.000 --> 00:14:12.000]  是要向每一族的人
[00:14:12.000 --> 00:14:14.000]  來傳
[00:14:14.000 --> 00:14:16.000]  所以這是神給我們的責任
[00:14:16.000 --> 00:14:18.000]  第二
[00:14:18.000 --> 00:14:22.000]  麻煩下一章
[00:14:22.000 --> 00:14:26.000]  是初期教會給我們的榜樣
[00:14:26.000 --> 00:14:29.000]  我們先看《使徒行傳》第二章
[00:14:29.000 --> 00:14:30.000]  那裏說
[00:14:30.000 --> 00:14:33.000]  信的人都在一處繁密公庸
[00:14:33.000 --> 00:14:35.000]  他們就賣了田產家業
[00:14:35.000 --> 00:14:38.000]  照國人所需用的分給國人
[00:14:38.000 --> 00:14:43.000]  他們天天每一天都同心合意
[00:14:43.000 --> 00:14:46.000]  在聖殿裏面敬拜
[00:14:46.000 --> 00:14:48.000]  又在家裏敬拜
[00:14:48.000 --> 00:14:50.000]  有家庭聚會
[00:14:50.000 --> 00:14:52.000]  在家裏手餐抹餅
[00:14:52.000 --> 00:14:57.000]  就帶著歡喜誠實的心
[00:14:57.000 --> 00:15:01.000]  用法讚美神
[00:15:01.000 --> 00:15:05.000]  就得到眾民的喜愛
[00:15:05.000 --> 00:15:07.000]  這個是我們今天做基督徒
[00:15:07.000 --> 00:15:09.000]  很需要學的
[00:15:09.000 --> 00:15:12.000]  原來信徒是很受
[00:15:12.000 --> 00:15:15.000]  隔離鄰舍的歡迎
[00:15:15.000 --> 00:15:17.000]  得到眾民的喜愛
[00:15:17.000 --> 00:15:20.000]  就是你有笑容
[00:15:20.000 --> 00:15:23.000]  你和人相處得很好
[00:15:23.000 --> 00:15:25.000]  周圍的人很喜歡你
[00:15:25.000 --> 00:15:27.000]  很歡迎你
[00:15:27.000 --> 00:15:29.000]  我不知道你的隔離鄰舍
[00:15:29.000 --> 00:15:31.000]  你是基督徒
[00:15:31.000 --> 00:15:34.000]  你有沒有膽和他們聊聊
[00:15:34.000 --> 00:15:36.000]  有空跟我回教會
[00:15:36.000 --> 00:15:39.000]  或者我們這間華人教會
[00:15:39.000 --> 00:15:41.000]  你如果遇到一些中國人
[00:15:41.000 --> 00:15:44.000]  有沒有邀請你的朋友回來教會
[00:15:44.000 --> 00:15:46.000]  是得到眾民的喜愛
[00:15:46.000 --> 00:15:49.000]  神做了一件很奇妙的事
[00:15:49.000 --> 00:15:51.000]  神將得救的人
[00:15:51.000 --> 00:15:55.000]  是天天加給他們
[00:15:55.000 --> 00:15:57.000]  我想問問你
[00:15:57.000 --> 00:15:59.000]  如果要華人長老教會
[00:15:59.000 --> 00:16:01.000]  天天都有人得救
[00:16:01.000 --> 00:16:04.000]  應該怎麼做
[00:16:04.000 --> 00:16:08.000]  如果我是鄭牧師
[00:16:08.000 --> 00:16:12.000]  星期一就鄭先生打電話給我
[00:16:12.000 --> 00:16:15.000]  牧師昨天我帶了一個人信主
[00:16:15.000 --> 00:16:18.000]  然後星期二又看到Lydia
[00:16:18.000 --> 00:16:20.000]  又打電話給我
[00:16:20.000 --> 00:16:21.000]  鄭牧師報告
[00:16:21.000 --> 00:16:23.000]  我又帶了一個人信主
[00:16:23.000 --> 00:16:27.000]  然後第三天Helen
[00:16:27.000 --> 00:16:29.000]  又打電話給鄭牧師
[00:16:29.000 --> 00:16:32.000]  每天都有人打電話給鄭牧師
[00:16:32.000 --> 00:16:34.000]  我帶了一個人信主
[00:16:34.000 --> 00:16:37.000]  這樣就是主張得救的人
[00:16:37.000 --> 00:16:41.000]  天天加給他們
[00:16:41.000 --> 00:16:43.000]  因為我們肯工作
[00:16:43.000 --> 00:16:45.000]  因為我們肯努力傳福音
[00:16:45.000 --> 00:16:49.000]  因為我們肯做個人報道
[00:16:49.000 --> 00:16:53.000]  所以教會才有一個成果
[00:16:53.000 --> 00:16:56.000]  叫做天天都有人得救
[00:16:56.000 --> 00:17:00.000]  當然我們不是這麼頻密開報道會
[00:17:00.000 --> 00:17:02.000]  有時候我們開報道會
[00:17:02.000 --> 00:17:05.000]  就勸大家要帶朋友來
[00:17:05.000 --> 00:17:08.000]  西人教會比較容易一點
[00:17:08.000 --> 00:17:10.000]  就是每一堂崇拜
[00:17:10.000 --> 00:17:12.000]  他們都呼召
[00:17:12.000 --> 00:17:15.000]  我和師母就去
[00:17:15.000 --> 00:17:19.000]  Elam Christian Center
[00:17:19.000 --> 00:17:22.000]  牧師是每個星期天都呼召
[00:17:22.000 --> 00:17:24.000]  我又很感恩
[00:17:24.000 --> 00:17:26.000]  每次牧師呼召
[00:17:26.000 --> 00:17:29.000]  總有人決志信耶穌
[00:17:29.000 --> 00:17:31.000]  有時七個八個
[00:17:31.000 --> 00:17:33.000]  有時十幾個
[00:17:33.000 --> 00:17:38.000]  每個星期三堂崇拜
[00:17:38.000 --> 00:17:41.000]  早上兩堂黃昏一場
[00:17:41.000 --> 00:17:43.000]  三堂崇拜
[00:17:43.000 --> 00:17:47.000]  每一堂都有人決志信
[00:17:47.000 --> 00:17:50.000]  神將得救的人
[00:17:50.000 --> 00:17:53.000]  天天加給他們
[00:17:53.000 --> 00:17:55.000]  這是一個祝福
[00:17:55.000 --> 00:17:57.000]  神祝福他們
[00:17:57.000 --> 00:17:59.000]  他們就每天
[00:17:59.000 --> 00:18:02.000]  領導新的人跪著
[00:18:02.000 --> 00:18:05.000]  好 第三
[00:18:05.000 --> 00:18:09.000]  是保羅的祝賦有兩段聖經
[00:18:09.000 --> 00:18:13.000]  我們先看上面藍色那段
[00:18:13.000 --> 00:18:17.000]  我傳福音是無可誇的
[00:18:17.000 --> 00:18:19.000]  因為我是不得已的
[00:18:19.000 --> 00:18:21.000]  如果不傳福音
[00:18:21.000 --> 00:18:24.000]  我有禍了
[00:18:24.000 --> 00:18:27.000]  我如果甘心做這件事
[00:18:27.000 --> 00:18:29.000]  我就會賞賜
[00:18:29.000 --> 00:18:32.000]  如果我不甘心
[00:18:32.000 --> 00:18:37.000]  責任都已經托付給我了
[00:18:37.000 --> 00:18:40.000]  是保羅自己講的
[00:18:40.000 --> 00:18:41.000]  他說我不傳福音
[00:18:41.000 --> 00:18:43.000]  我有禍了
[00:18:43.000 --> 00:18:46.000]  你怕不怕大禍臨頭
[00:18:46.000 --> 00:18:48.000]  有一天我們回去天堂
[00:18:48.000 --> 00:18:50.000]  都會見主耶穌
[00:18:50.000 --> 00:18:52.000]  主耶穌就問你
[00:18:52.000 --> 00:18:55.000]  你帶了多少人信主
[00:18:55.000 --> 00:18:58.000]  我記得以前年輕的時候
[00:18:58.000 --> 00:19:00.000]  唱一首歌
[00:19:00.000 --> 00:19:03.000]  不要空手回天府
[00:19:03.000 --> 00:19:08.000]  你只有葉子沒有果子
[00:19:08.000 --> 00:19:12.000]  不要空手回去見主
[00:19:12.000 --> 00:19:16.000]  帶靈魂去見主耶穌
[00:19:16.000 --> 00:19:18.000]  帶你的家人
[00:19:18.000 --> 00:19:20.000]  帶你的親友去信耶穌
[00:19:20.000 --> 00:19:22.000]  你會不會很緊張
[00:19:22.000 --> 00:19:25.000]  你的家人信主呢
[00:19:25.000 --> 00:19:30.000]  我做牧師最怕一件事
[00:19:30.000 --> 00:19:34.000]  半夜三更有人打電話給我
[00:19:34.000 --> 00:19:38.000]  一點鐘 兩點 三點都試過
[00:19:38.000 --> 00:19:40.000]  打電話給我的
[00:19:40.000 --> 00:19:42.000]  不方好東西
[00:19:42.000 --> 00:19:45.000]  要不有人突然撞車
[00:19:45.000 --> 00:19:48.000]  或者急事就進了急症室
[00:19:48.000 --> 00:19:50.000]  叫我去醫院餵他
[00:19:50.000 --> 00:19:54.000]  要不有人快要臨終
[00:19:54.000 --> 00:19:56.000]  然後打電話給我
[00:19:56.000 --> 00:19:59.000]  叫我帶他信耶穌
