
[00:00:00.000 --> 00:00:02.000]  一首好好的詩篇
[00:02:07.000 --> 00:02:09.000]  在這個十六篇裏面
[00:02:09.000 --> 00:02:11.000]  第二個人物是甚麼呢
[00:02:11.000 --> 00:02:13.000]  是說君王
[00:02:13.000 --> 00:02:15.000]  第八節到第十一節其實是說
[00:02:15.000 --> 00:02:20.000]  這個我相信是大衛自己一個更深刻的經歷
[00:02:20.000 --> 00:02:23.000]  大衛作為以色列人的王裏面
[00:02:23.000 --> 00:02:28.000]  他想到的是怎樣去鞏固他的國家
[00:02:28.000 --> 00:02:32.000]  讓他的江山可以更加的永久
[00:02:32.000 --> 00:02:35.000]  當然可能我們這段時間
[00:02:35.000 --> 00:02:38.000]  我覺得有時電視的電視劇
[00:02:38.000 --> 00:02:42.000]  基本上大部份都在說古裝的皇帝
[00:02:42.000 --> 00:02:47.000]  或者是宮廷裏面的爭權
[00:02:47.000 --> 00:02:48.000]  但真是的
[00:02:48.000 --> 00:02:52.000]  做皇帝就是怎樣去想建國大業
[00:02:52.000 --> 00:02:54.000]  怎樣來鞏固自己
[00:02:54.000 --> 00:02:55.000]  可能今日我們都知道
[00:02:55.000 --> 00:02:59.000]  可能你要有這樣的國家的鞏固
[00:02:59.000 --> 00:03:02.000]  就是需要靠你有多好的武器
[00:03:02.000 --> 00:03:04.000]  有多多的兵力
[00:03:04.000 --> 00:03:07.000]  但我們相信現在可能都是另外一個時代
[00:03:07.000 --> 00:03:09.000]  你網絡怎樣來控制得好呢
[00:03:09.000 --> 00:03:13.000]  就更加是你能夠國家強盛的時候
[00:03:13.000 --> 00:03:15.000]  但另外一個情況可能就是
[00:03:15.000 --> 00:03:18.000]  當你一個國家去能夠和其他的國家
[00:03:18.000 --> 00:03:20.000]  有多少的邦交
[00:03:20.000 --> 00:03:23.000]  即是你能夠更多的國家建立邦交的時候
[00:03:23.000 --> 00:03:26.000]  可能就是讓你的國家可以更加的鞏固
[00:03:26.000 --> 00:03:29.000]  過去有一段時間我在台灣
[00:03:29.000 --> 00:03:30.000]  所以現在回來了
[00:03:30.000 --> 00:03:33.000]  但都會留意一下台灣的新聞
[00:03:33.000 --> 00:03:34.000]  台灣最近的新聞
[00:03:34.000 --> 00:03:36.000]  可能大家有看新聞就知道
[00:03:36.000 --> 00:03:40.000]  最慘就是在台南下很大雨
[00:03:40.000 --> 00:03:43.000]  但其實在一些外交的情況上
[00:03:43.000 --> 00:03:46.000]  台灣最近都很慘
[00:03:46.000 --> 00:03:49.000]  又有一個國家和台灣斷交
[00:03:49.000 --> 00:03:52.000]  就好像台灣慢慢被孤立
[00:03:52.000 --> 00:03:56.000]  這個地方可能都越來越艱難
[00:03:56.000 --> 00:03:59.000]  所以能夠和更多的國家建立邦交
[00:03:59.000 --> 00:04:02.000]  可能都是一個皇帝的一個倚靠
[00:04:02.000 --> 00:04:06.000]  但大衛的經歷就是他作為皇帝
[00:04:06.000 --> 00:04:09.000]  他不是靠籠絡和邦交
[00:04:09.000 --> 00:04:11.000]  好像拜更多的神一樣
[00:04:11.000 --> 00:04:13.000]  去建立他的皇權
[00:04:13.000 --> 00:04:16.000]  所以這裡用兩個人物
[00:04:16.000 --> 00:04:17.000]  也可以說是兩個圖畫
[00:04:17.000 --> 00:04:22.000]  讓我們看見大衛怎樣去更加的倚靠神
[00:04:22.000 --> 00:04:24.000]  得到他的真正的滿足
[00:04:24.000 --> 00:04:28.000]  而能夠真的去經歷到神為他持守
[00:04:28.000 --> 00:04:31.000]  神怎樣來幫助他
[00:04:31.000 --> 00:04:35.000]  雖然這兩個人物
[00:04:35.000 --> 00:04:38.000]  祭司和君王好像是大衛比較近一點
[00:04:38.000 --> 00:04:41.000]  但我相信其實今天我們作為基督徒
[00:04:41.000 --> 00:04:45.000]  我們的身份都可以是祭司
[00:04:45.000 --> 00:04:48.000]  也可以是君王
[00:04:48.000 --> 00:04:51.000]  彼得前書的第二章九節是一段
[00:04:51.000 --> 00:04:54.000]  我們可能都幾熟悉的經文
[00:04:54.000 --> 00:04:57.000]  提醒我們作為基督徒有一個怎樣的身份
[00:04:57.000 --> 00:04:59.000]  我們一起來讀這本經文
[00:04:59.000 --> 00:05:03.000]  唯有你們是被揀選的族類
[00:05:03.000 --> 00:05:05.000]  是有君尊的祭司
[00:05:05.000 --> 00:05:07.000]  是聖潔的國度
[00:05:07.000 --> 00:05:09.000]  是屬神的子民
[00:05:09.000 --> 00:05:13.000]  要叫你們宣揚那召你們出黑暗
[00:05:13.000 --> 00:05:16.000]  入奇妙光明者的美德
[00:05:16.000 --> 00:05:19.000]  這裡特別提到我們是君尊的祭司
[00:05:19.000 --> 00:05:20.000]  聖潔的國度
[00:05:20.000 --> 00:05:23.000]  這裡很清楚我們每一個基督徒
[00:05:23.000 --> 00:05:25.000]  我們都有祭司的身份
[00:05:25.000 --> 00:05:30.000]  其實更加是和一個皇家御用的祭司
[00:05:30.000 --> 00:05:32.000]  有密切的關係
[00:05:32.000 --> 00:05:34.000]  但除了我們有祭司身份之外
[00:05:34.000 --> 00:05:36.000]  在啟示錄五章十節告訴我們
[00:05:36.000 --> 00:05:38.000]  只有叫他們成為國民
[00:05:38.000 --> 00:05:40.000]  作祭司歸神
[00:05:40.000 --> 00:05:42.000]  在地上執掌皇權
[00:05:42.000 --> 00:05:44.000]  更加有聖經提醒我們
[00:05:44.000 --> 00:05:46.000]  我們可以與基督一同作王
[00:05:46.000 --> 00:05:49.000]  所以我們不單單是君尊的祭司
[00:05:49.000 --> 00:05:52.000]  我們更加有君王的身份
[00:05:52.000 --> 00:05:54.000]  我們這個身份就好像大衛一樣
[00:05:54.000 --> 00:05:57.000]  我們可以經歷到怎樣去倚靠神
[00:05:57.000 --> 00:06:00.000]  得到真正的滿足
[00:06:00.000 --> 00:06:03.000]  特別我們教會在七十九週年的時候
[00:06:03.000 --> 00:06:04.000]  其實都是提醒我們
[00:06:04.000 --> 00:06:07.000]  教會就是一個祭司的群體
[00:06:07.000 --> 00:06:10.000]  我們怎樣可以在週年紀念裡面
[00:06:10.000 --> 00:06:13.000]  我們更加立志來到去倚靠神
[00:06:13.000 --> 00:06:16.000]  來到去跟隨主呢
[00:06:16.000 --> 00:06:18.000]  在詩篇十篇裡面
[00:06:18.000 --> 00:06:20.000]  第一個訊息就是提醒我們倚靠神
[00:06:20.000 --> 00:06:26.000]  我們才能夠經歷得到真正的滿足
[00:06:26.000 --> 00:06:30.000]  這個提到祭司可能會拜不同的神
[00:06:30.000 --> 00:06:32.000]  每個人都可能拜不同的神
[00:06:32.000 --> 00:06:35.000]  另外一個看法就是我們追求著什麼呢
[00:06:35.000 --> 00:06:39.000]  在人生裡面如果我們要講滿足的時候
[00:06:39.000 --> 00:06:41.000]  其實可能我們會問下到底
[00:06:41.000 --> 00:06:44.000]  在人生裡面我今時今日我追求著什麼
[00:06:44.000 --> 00:06:49.000]  有什麼是可以帶給我有真正的滿足呢
[00:06:49.000 --> 00:06:52.000]  剛才提到有些拜偶像的事情
[00:06:52.000 --> 00:06:54.000]  可能未必在我們當中
[00:06:54.000 --> 00:06:56.000]  但有可能我們所追求的是
[00:06:56.000 --> 00:07:00.000]  我會不會可以賺到更多的錢
[00:07:00.000 --> 00:07:03.000]  我能不能夠在我的工作上有更好的成就
[00:07:03.000 --> 00:07:07.000]  或者我的追求是否只是限於很多物質上高
[00:07:07.000 --> 00:07:11.000]  或者是一些人好像覺得我們應該追求的東西
[00:07:11.000 --> 00:07:14.000]  我們又繼續跟他一樣去追求呢
[00:07:14.000 --> 00:07:16.000]  到底我們有沒有醒覺到
[00:07:16.000 --> 00:07:19.000]  今日我所追求我以為可以滿足的
[00:07:19.000 --> 00:07:22.000]  是否真正得到滿足呢
[00:07:22.000 --> 00:07:24.000]  當然其實滿足每個人都不同的
[00:07:24.000 --> 00:07:27.000]  有很多人都覺得其實不用那麼複雜
[00:07:27.000 --> 00:07:28.000]  想東西滿足
[00:07:28.000 --> 00:07:30.000]  我的滿足度都很低
[00:07:30.000 --> 00:07:31.000]  不需要高
[00:07:31.000 --> 00:07:34.000]  最近我相信我們人生裡面
[00:07:34.000 --> 00:07:36.000]  或生活上的經歷都是
[00:07:36.000 --> 00:07:38.000]  又講一下電視
[00:07:38.000 --> 00:07:40.000]  大家可能不知道喜不喜歡看電視
[00:07:40.000 --> 00:07:41.000]  我稍微看一下
[00:07:41.000 --> 00:07:43.000]  其實電視現在最多做什麼節目呢
[00:07:43.000 --> 00:07:45.000]  除了我會看新聞
[00:07:45.000 --> 00:07:47.000]  電視有時候留意一下宣傳
[00:07:47.000 --> 00:07:49.000]  最多是賣一下旅遊
[00:07:49.000 --> 00:07:50.000]  講一下旅遊節目
[00:07:50.000 --> 00:07:52.000]  去哪裏玩
[00:07:52.000 --> 00:07:54.000]  除了旅遊之外
[00:07:54.000 --> 00:07:56.000]  旅遊一定牽涉到什麼
[00:07:56.000 --> 00:07:57.000]  吃啦
[00:07:57.000 --> 00:07:58.000]  去哪裏吃
[00:07:58.000 --> 00:07:59.000]  介紹怎樣煮食
[00:07:59.000 --> 00:08:01.000]  大家都會覺得
[00:08:01.000 --> 00:08:03.000]  可能真是今天一會兒完了崇拜
[00:08:03.000 --> 00:08:04.000]  我們去吃午餐
[00:08:04.000 --> 00:08:05.000]  吃一餐好的呢
[00:08:05.000 --> 00:08:07.000]  你都會覺得怎樣
[00:08:07.000 --> 00:08:08.000]  都幾滿足的了
[00:08:08.000 --> 00:08:10.000]  已經夠了
[00:08:10.000 --> 00:08:13.000]  當然這個我覺得都是我們日常生活會經歷
[00:08:13.000 --> 00:08:16.000]  但這個提醒我們其實今天我們追求什麼
[00:08:16.000 --> 00:08:18.000]  什麼才是我真正的滿足呢
[00:08:18.000 --> 00:08:21.000]  在詩篇十六篇的第七節
[00:08:21.000 --> 00:08:22.000]  其實一節很重要
[00:08:22.000 --> 00:08:24.000]  是丞相接下的經文
[00:08:24.000 --> 00:08:25.000]  他那裏講
[00:08:25.000 --> 00:08:28.000]  我必稱頌那子教我的耶和華
[00:08:28.000 --> 00:08:32.000]  我的心腸在夜間也警戒我
[00:08:32.000 --> 00:08:35.000]  其實這裏提醒我們要時時的審查
[00:08:35.000 --> 00:08:38.000]  到底我追求什麼
[00:08:38.000 --> 00:08:42.000]  到底什麼才真正令到我滿足呢
[00:08:42.000 --> 00:08:45.000]  神會時不時透過他的話語來提醒我們
[00:08:45.000 --> 00:08:47.000]  幫助我們
[00:08:47.000 --> 00:08:49.000]  當然這個在人生裏面的經歷
[00:08:49.000 --> 00:08:51.000]  也是一些好的提醒
[00:08:51.000 --> 00:08:54.000]  在詩人講到王的經歷的時候
[00:08:54.000 --> 00:08:56.000]  其實他提到第十一節說
[00:08:56.000 --> 00:08:58.000]  你必將生命的道路指示我
[00:08:58.000 --> 00:09:01.000]  他提到靈魂不偏在陰間
[00:09:01.000 --> 00:09:03.000]  其實正正就是很多時候
[00:09:03.000 --> 00:09:05.000]  當人遇到生與死之間的時候
[00:09:05.000 --> 00:09:08.000]  成為人一個最好的提醒
[00:09:08.000 --> 00:09:10.000]  提醒我們在我們人生的日子裏面
[00:09:10.000 --> 00:09:12.000]  到底我們追求的是什麼
[00:09:12.000 --> 00:09:13.000]  是不是真的有很多時候
[00:09:13.000 --> 00:09:15.000]  我們都是要遇到生死之間的時候
[00:09:15.000 --> 00:09:17.000]  我們才會醒覺
[00:09:17.000 --> 00:09:18.000]  我的追求
[00:09:18.000 --> 00:09:19.000]  我的滿足
[00:09:19.000 --> 00:09:22.000]  是真正的滿足呢
[00:09:22.000 --> 00:09:23.000]  當然有時我們覺得
[00:09:23.000 --> 00:09:26.000]  其實我追求的東西都不是很多
[00:09:26.000 --> 00:09:28.000]  甚至可能你覺得
[00:09:28.000 --> 00:09:30.000]  今天我已經擁有了
[00:09:30.000 --> 00:09:32.000]  我都不需要再追求了
[00:09:32.000 --> 00:09:33.000]  我已經有了
[00:09:33.000 --> 00:09:34.000]  所以不需要想
[00:09:34.000 --> 00:09:37.000]  其中一樣我想最關注香港的
[00:09:37.000 --> 00:09:41.000]  就是你有沒有你的產業
[00:09:41.000 --> 00:09:43.000]  你上到樓沒有
[00:09:43.000 --> 00:09:46.000]  你到底有沒有樓
[00:09:46.000 --> 00:09:48.000]  今天是不是我們擁有這個產業
[00:09:48.000 --> 00:09:50.000]  我們有沒有樓的時候
[00:09:50.000 --> 00:09:53.000]  就讓我們能夠有真正的滿足呢
[00:09:53.000 --> 00:09:54.000]  可能這個也是
[00:09:54.000 --> 00:09:56.000]  其實有時可能在當中
[00:09:56.000 --> 00:09:57.000]  真的沒有什麼追求
[00:09:57.000 --> 00:09:59.000]  你覺得你已經有樓了
[00:09:59.000 --> 00:10:01.000]  你已經覺得都差不多了
[00:10:01.000 --> 00:10:02.000]  可能我另一個講法就是
[00:10:02.000 --> 00:10:03.000]  我都幾知足了
[00:10:03.000 --> 00:10:06.000]  我都不會再想那麼多
[00:10:06.000 --> 00:10:07.000]  但其實我們都知
[00:10:07.000 --> 00:10:08.000]  其實很多
[00:10:08.000 --> 00:10:10.000]  有不少的人仍然都是
[00:10:10.000 --> 00:10:12.000]  為上樓來煩惱
[00:10:12.000 --> 00:10:13.000]  可能他覺得
[00:10:13.000 --> 00:10:14.000]  未有一間樓
[00:10:14.000 --> 00:10:16.000]  都可能對他來說的保障
[00:10:16.000 --> 00:10:19.000]  或者安全感不是那麼大
[00:10:19.000 --> 00:10:20.000]  其實今天我們所擁有的
[00:10:20.000 --> 00:10:23.000]  是不是真是令到我滿足
[00:10:23.000 --> 00:10:24.000]  就算真是我今天
[00:10:24.000 --> 00:10:26.000]  有機會上到樓了
[00:10:26.000 --> 00:10:30.000]  是不是就是我的滿足已經夠呢
[00:10:30.000 --> 00:10:33.000]  在私人提到祭司的經歷
[00:10:33.000 --> 00:10:35.000]  前面講到祭司的時候
[00:10:35.000 --> 00:10:38.000]  其實祭司就是一個好好幫助我們
[00:10:38.000 --> 00:10:42.000]  知道什麼是真正的滿足
[00:10:42.000 --> 00:10:45.000]  在第五節
[00:10:45.000 --> 00:10:48.000]  十六篇第五節講到
[00:10:48.000 --> 00:10:50.000]  祭司他們提到
[00:10:50.000 --> 00:10:52.000]  神給他有份
[00:10:52.000 --> 00:10:55.000]  而神更加是他們的份
[00:10:55.000 --> 00:10:58.000]  這個就是他們真正的滿足
[00:10:58.000 --> 00:11:00.000]  要話是我的產業
[00:11:00.000 --> 00:11:02.000]  是我杯中的份
[00:11:02.000 --> 00:11:06.000]  我所得的你為我持守
[00:11:06.000 --> 00:11:09.000]  產業真是會令人滿足的
[00:11:09.000 --> 00:11:10.000]  在舊約也是
[00:11:10.000 --> 00:11:11.000]  舊約的神學裏面
[00:11:11.000 --> 00:11:12.000]  或者舊約的經文裏面
[00:11:12.000 --> 00:11:15.000]  其實提到很多講土地
[00:11:15.000 --> 00:11:16.000]  都是講到產業
[00:11:16.000 --> 00:11:19.000]  是能夠讓人得到滿足
[00:11:19.000 --> 00:11:20.000]  但祭司的產業
[00:11:20.000 --> 00:11:21.000]  他告訴我們
[00:11:21.000 --> 00:11:23.000]  要話是他的產業
[00:11:23.000 --> 00:11:25.000]  雖然第六節提到
[00:11:25.000 --> 00:11:28.000]  有用省糧給他的地界
[00:11:28.000 --> 00:11:30.000]  坐落在街尾之處
[00:11:30.000 --> 00:11:31.000]  我的產業實在美好
[00:11:31.000 --> 00:11:34.000]  好像真的有些地給了祭司
[00:11:34.000 --> 00:11:36.000]  他們就覺得真是好了
[00:11:36.000 --> 00:11:38.000]  這個就是神給他的
[00:11:38.000 --> 00:11:41.000]  是不是這樣呢
[00:11:41.000 --> 00:11:43.000]  是不是這樣
[00:11:43.000 --> 00:11:44.000]  問一下大家
[00:11:44.000 --> 00:11:46.000]  大家最近有沒有繼續
[00:11:46.000 --> 00:11:49.000]  跟教會的樂享聖賢讀經
[00:11:49.000 --> 00:11:51.000]  有沒有誰還在讀
[00:11:51.000 --> 00:11:52.000]  都在讀
[00:11:52.000 --> 00:11:54.000]  現在讀什麼
[00:11:54.000 --> 00:11:56.000]  文素記
[00:11:56.000 --> 00:11:58.000]  今天讀第幾章
[00:11:58.000 --> 00:12:00.000]  三十五章
[00:12:00.000 --> 00:12:02.000]  昨天那些你還記不記得
[00:12:02.000 --> 00:12:03.000]  三十四章
[00:12:03.000 --> 00:12:06.000]  三十四章三十五章講什麼
[00:12:06.000 --> 00:12:08.000]  講當這班以色列人
[00:12:08.000 --> 00:12:11.000]  預備要進入迦南地之前
[00:12:11.000 --> 00:12:13.000]  神就藉著摩西吩咐他們
[00:12:13.000 --> 00:12:14.000]  怎樣來預備
[00:12:14.000 --> 00:12:16.000]  分好他們的地
[00:12:16.000 --> 00:12:18.000]  你知道這個是很重要
[00:12:18.000 --> 00:12:20.000]  誰拿誰的地
[00:12:20.000 --> 00:12:23.000]  分地不均就很麻煩
[00:12:23.000 --> 00:12:24.000]  但你會發現
[00:12:24.000 --> 00:12:25.000]  當分地的時候
[00:12:25.000 --> 00:12:29.000]  神給的支派裏面
[00:12:29.000 --> 00:12:31.000]  有沒有利美
[00:12:31.000 --> 00:12:32.000]  是沒有的
[00:12:32.000 --> 00:12:34.000]  如果你慢慢去看的時候
[00:12:34.000 --> 00:12:37.000]  神吩咐摩西召集一些族長
[00:12:37.000 --> 00:12:39.000]  支派的首領的時候
[00:12:39.000 --> 00:12:40.000]  是沒有利美的
[00:12:40.000 --> 00:12:43.000]  所以利美人是沒有產業的
[00:12:43.000 --> 00:12:46.000]  雖然文素記三十四章三十五章
[00:12:46.000 --> 00:12:48.000]  會提到你們每個支派
[00:12:48.000 --> 00:12:50.000]  都應該給一些城市
[00:12:50.000 --> 00:12:52.000]  後來更加設立屠城
[00:12:52.000 --> 00:12:55.000]  讓這些利美人可以有地方住
[00:12:55.000 --> 00:12:56.000]  但我告訴你
[00:12:56.000 --> 00:12:58.000]  給地方他們住
[00:12:58.000 --> 00:13:02.000]  是不代表利美人有產業
[00:13:02.000 --> 00:13:04.000]  就好像我今天那間屋
[00:13:04.000 --> 00:13:06.000]  可能有間空屋
[00:13:06.000 --> 00:13:08.000]  有間空屋不想交稅
[00:13:08.000 --> 00:13:09.000]  你來住吧
[00:13:09.000 --> 00:13:10.000]  住一下吧
[00:13:10.000 --> 00:13:12.000]  但又沒有什麼租約
[00:13:12.000 --> 00:13:14.000]  沒有什麼東西給你住
[00:13:14.000 --> 00:13:15.000]  但你又要預了什麼
[00:13:15.000 --> 00:13:17.000]  隨時被我趕走
[00:13:17.000 --> 00:13:21.000]  沒有什麼保證
[00:13:21.000 --> 00:13:24.000]  所以在以色列人裏面
[00:13:24.000 --> 00:13:27.000]  利美人是完全沒有產業的人
[00:13:27.000 --> 00:13:28.000]  他就說到
[00:13:28.000 --> 00:13:31.000]  他用繩梁給他的地界
[00:13:31.000 --> 00:13:33.000]  在街尾之處
[00:13:33.000 --> 00:13:35.000]  他的產業實在美好
[00:13:35.000 --> 00:13:37.000]  有少少可能會覺得
[00:13:37.000 --> 00:13:39.000]  這個利美人有點傻
[00:13:39.000 --> 00:13:41.000]  其實他真的什麼都沒有
[00:13:41.000 --> 00:13:46.000]  後來你繼續讀生命記第十八章的時候
[00:13:46.000 --> 00:13:47.000]  就很清楚說到
[00:13:47.000 --> 00:13:50.000]  利美人沒有任何的產業
[00:13:50.000 --> 00:13:53.000]  但是什麼是他的產業
[00:13:53.000 --> 00:13:55.000]  就好像聖經所說
[00:13:55.000 --> 00:13:59.000]  耶和華就是他們的產業
[00:13:59.000 --> 00:14:01.000]  耶和華神是他們唯一的產業
[00:14:01.000 --> 00:14:02.000]  是他們的滿足
[00:14:02.000 --> 00:14:04.000]  是他們的保障
[00:14:04.000 --> 00:14:05.000]  所以利美人
[00:14:05.000 --> 00:14:07.000]  祭司是什麼都沒有的
[00:14:07.000 --> 00:14:09.000]  但他們有什麼
[00:14:09.000 --> 00:14:11.000]  他們有神
[00:14:11.000 --> 00:14:15.000]  這個就是利美人在大衛寫詩篇
[00:14:15.000 --> 00:14:16.000]  講祭司的時候
[00:14:16.000 --> 00:14:17.000]  一個很特別提醒
[00:14:17.000 --> 00:14:19.000]  其實真正的滿足
[00:14:19.000 --> 00:14:21.000]  不是在乎你擁有多少的產業
[00:14:21.000 --> 00:14:23.000]  你擁有什麼
[00:14:23.000 --> 00:14:26.000]  是在乎你有沒有真的有神
[00:14:26.000 --> 00:14:28.000]  你擁有的是神
[00:14:28.000 --> 00:14:31.000]  神才是你最好的產業
[00:14:31.000 --> 00:14:33.000]  在街尾的支柱
[00:14:33.000 --> 00:14:38.000]  是你最大真正的滿足
[00:14:38.000 --> 00:14:43.000]  這個情況在哪裡又有一個相似的出現呢
[00:14:43.000 --> 00:14:45.000]  在初期教會
[00:14:45.000 --> 00:14:46.000]  如果大家有印象
[00:14:46.000 --> 00:14:50.000]  在《銷行傳》第三章講到初期教會的狀況的時候
[00:14:50.000 --> 00:14:52.000]  有一件事情的發生
[00:14:52.000 --> 00:14:56.000]  我們都知道有一個水門事件
[00:14:56.000 --> 00:15:00.000]  在新約有一個美門事件
[00:15:00.000 --> 00:15:02.000]  在《銷行傳》第三章記載
[00:15:02.000 --> 00:15:04.000]  在聖殿的美門
[00:15:04.000 --> 00:15:06.000]  有一個瘸腿的人
[00:15:06.000 --> 00:15:09.000]  他每天在那裡乞食
[00:15:09.000 --> 00:15:12.000]  有一次彼得約翰經過的時候
[00:15:12.000 --> 00:15:13.000]  望下去
[00:15:13.000 --> 00:15:14.000]  他又望著彼得
[00:15:14.000 --> 00:15:18.000]  很期望彼得給他一些好處
[00:15:18.000 --> 00:15:21.000]  當然可能也是想著給他多少錢
[00:15:21.000 --> 00:15:23.000]  給他一些好東西
[00:15:23.000 --> 00:15:25.000]  但是當彼得望著他的時候
[00:15:25.000 --> 00:15:27.000]  彼得講了一句話
[00:15:27.000 --> 00:15:29.000]  不知道大家有沒有印象
[00:15:29.000 --> 00:15:32.000]  後來也成為一首歌仔的詩歌
[00:15:32.000 --> 00:15:34.000]  他說什麼話
[00:15:34.000 --> 00:15:37.000]  他說金銀我都沒有
[00:15:37.000 --> 00:15:40.000]  彼得約翰有了什麼
[00:15:40.000 --> 00:15:42.000]  他是奉拿撒勒人耶穌基督的命
[00:15:42.000 --> 00:15:45.000]  叫他起來行走
[00:15:45.000 --> 00:15:49.000]  所以彼得約翰有的是耶穌基督
[00:15:49.000 --> 00:15:51.000]  彼得約翰好像祭司一樣
[00:15:51.000 --> 00:15:52.000]  他什麼都沒有
[00:15:52.000 --> 00:15:53.000]  但是他有神
[00:15:53.000 --> 00:15:55.000]  他有耶穌基督
[00:15:55.000 --> 00:15:56.000]  當有人需要的時候
[00:15:56.000 --> 00:15:58.000]  他就給他
[00:15:58.000 --> 00:16:00.000]  他不會分地給他
[00:16:00.000 --> 00:16:03.000]  不會分錢給他
[00:16:03.000 --> 00:16:05.000]  這件事情去到教會歷史當中
[00:16:05.000 --> 00:16:07.000]  曾經有一個時間
[00:16:07.000 --> 00:16:09.000]  我們讀教會歷史的時候
[00:16:09.000 --> 00:16:11.000]  或者讀《銷行傳》第三章的時候
[00:16:11.000 --> 00:16:13.000]  我們時時都會提這個故事
[00:16:13.000 --> 00:16:15.000]  這個故事是講什麼呢
[00:16:15.000 --> 00:16:17.000]  當教會歷史裡面
[00:16:17.000 --> 00:16:19.000]  到一個階段
[00:16:19.000 --> 00:16:21.000]  教會都頗有勢力
[00:16:21.000 --> 00:16:23.000]  教會的勢力大到可以見到很多
[00:16:23.000 --> 00:16:25.000]  在歐洲的時候見到很多
[00:16:25.000 --> 00:16:29.000]  很漂亮的基督教的教堂
[00:16:29.000 --> 00:16:30.000]  如果有機會你去歐洲旅行
[00:16:30.000 --> 00:16:31.000]  都可能去過
[00:16:31.000 --> 00:16:33.000]  當時很厲害
[00:16:33.000 --> 00:16:35.000]  所以有一次當一個主教
[00:16:35.000 --> 00:16:37.000]  帶著一些人去
[00:16:37.000 --> 00:16:40.000]  在他的教堂裡面有聚集的時候
[00:16:40.000 --> 00:16:42.000]  或者介紹他的教堂的時候
[00:16:42.000 --> 00:16:43.000]  他就提到
[00:16:43.000 --> 00:16:46.000]  今天我們不需要好像彼得時代那樣
[00:16:46.000 --> 00:16:48.000]  那麼慘
[00:16:48.000 --> 00:16:50.000]  當人要問他幫助的時候
[00:16:50.000 --> 00:16:52.000]  彼得說金銀都沒有
[00:16:52.000 --> 00:16:55.000]  他說你看我們多豐富
[00:16:55.000 --> 00:16:57.000]  我們又有金又有銀
[00:16:57.000 --> 00:16:59.000]  建了這麼漂亮的教堂
[00:16:59.000 --> 00:17:01.000]  但當中即時有人回應
[00:17:01.000 --> 00:17:03.000]  他說沒錯
[00:17:03.000 --> 00:17:06.000]  教會那時候金銀都有了
