
[00:00:00.000 --> 00:00:03.300]  (主席)我們今天會繼續看《上行詩》
[00:02:01.460 --> 00:02:07.420]  就有19位總經理、董事長級別的高級管理人員離世
[00:02:07.420 --> 00:02:11.700]  其中有12位高管是因為疾病離世
[00:02:11.700 --> 00:02:16.500]  主要的疾病原因就是癌症和心臟病
[00:02:16.500 --> 00:02:20.120]  有另外一篇文章就指出
[00:02:20.120 --> 00:02:23.060]  中國富翁和高官早死的原因
[00:02:23.060 --> 00:02:26.380]  就是由於現在的官員應酬太多
[00:02:26.380 --> 00:02:28.180]  煙酒不離手
[00:02:28.180 --> 00:02:31.260]  還有很多吃喝嫖賭
[00:02:31.260 --> 00:02:35.820]  最重要的還是他們不鍛鍊、不做運動
[00:02:35.820 --> 00:02:37.180]  生活沒有規律
[00:02:37.180 --> 00:02:39.660]  是身體差的主要原因
[00:02:39.660 --> 00:02:42.620]  我們從今天的詩篇
[00:02:42.620 --> 00:02:44.860]  來看看詩人提到的福祿
[00:02:44.860 --> 00:02:46.860]  是一些怎樣的福祿
[00:02:46.860 --> 00:02:51.620]  怎樣的人生才算得上是有福的人生呢?
[00:02:52.260 --> 00:02:57.980]  最重要的當然是我們怎樣可以得到那種福祿人生
[00:02:57.980 --> 00:03:02.180]  首先我們從第二節開始思想一下
[00:03:02.180 --> 00:03:05.180]  詩人描寫的福祿人生是怎樣的
[00:03:05.180 --> 00:03:06.780]  第二節說
[00:03:06.780 --> 00:03:11.900]  「你勞碌得來的,夠你食用」
[00:03:11.900 --> 00:03:14.860]  「你必定快樂,凡事亨通」
[00:03:14.860 --> 00:03:18.740]  《聖經》裡面所說的勞碌
[00:03:18.740 --> 00:03:22.420]  是包括一切與工作有關的活動
[00:03:22.420 --> 00:03:27.740]  而食用就包括一切工作之餘的休閒和享受
[00:03:27.740 --> 00:03:30.860]  一般人可能會這樣想
[00:03:30.860 --> 00:03:32.860]  勞碌得來的
[00:03:32.860 --> 00:03:36.060]  最多算是勞碌命
[00:03:36.060 --> 00:03:37.660]  不算是享福的
[00:03:37.660 --> 00:03:40.740]  因為很多華人的傳統觀念
[00:03:40.740 --> 00:03:43.620]  認為一輩子都不用做工
[00:03:43.620 --> 00:03:48.860]  而又可以享受奢華艷樂的生活才算是享福
[00:03:48.860 --> 00:03:51.620]  但詩人的體會就是說
[00:03:51.620 --> 00:03:55.220]  既有能力、努力工作
[00:03:55.220 --> 00:03:59.340]  並且所做的事情又能夠亨通
[00:03:59.340 --> 00:04:03.380]  使自己有機會享受到工作的成果
[00:04:03.380 --> 00:04:05.900]  這才是真正的享福
[00:04:05.900 --> 00:04:07.940]  事實上
[00:04:07.940 --> 00:04:10.180]  從《聖經》的角度去看
[00:04:10.180 --> 00:04:13.180]  人是按照上帝的形象去做的
[00:04:13.780 --> 00:04:15.940]  而我們所信的上帝
[00:04:15.940 --> 00:04:20.460]  是一位很有思想、很有創意的上帝
[00:04:20.460 --> 00:04:22.620]  只要我們看看
[00:04:22.620 --> 00:04:24.420]  我們周圍的環境
[00:04:24.420 --> 00:04:25.540]  看看花
[00:04:25.540 --> 00:04:27.540]  花有很多的品種
[00:04:27.540 --> 00:04:29.060]  有很多的顏色
[00:04:29.060 --> 00:04:30.820]  如果我們看看魚
[00:04:30.820 --> 00:04:33.260]  魚也是種類繁多
[00:04:33.260 --> 00:04:37.020]  我們就知道上帝其實是很有創意的
[00:04:37.020 --> 00:04:39.620]  一個正常的人
[00:04:39.620 --> 00:04:41.420]  其實我們都像上帝
[00:04:41.420 --> 00:04:44.460]  我們是有思想、有創意的人
[00:04:44.460 --> 00:04:48.260]  如果我們能夠運用我們的思想
[00:04:48.260 --> 00:04:50.660]  去做一些自己喜歡做的事情
[00:04:50.660 --> 00:04:53.540]  並且能夠順利完成的話
[00:04:53.540 --> 00:04:56.020]  我們一定會從工作當中
[00:04:56.020 --> 00:04:59.020]  得到滿足的喜樂
[00:04:59.020 --> 00:05:01.660]  我們再看看第三節
[00:05:01.660 --> 00:05:02.340]  第三節說
[00:05:02.340 --> 00:05:04.300]  你的妻子在家中
[00:05:04.300 --> 00:05:06.620]  葬結實累累的葡萄樹
[00:05:06.620 --> 00:05:11.420]  你的兒女圍繞你的桌子上小橄欖樹
[00:05:11.420 --> 00:05:13.580]  你的妻子在家中
[00:05:13.580 --> 00:05:16.220]  就形容妻子的忠貞體貼
[00:05:16.220 --> 00:05:20.580]  不會像那些不願意留在家裡的女人
[00:05:20.580 --> 00:05:22.820]  葬結實累累的葡萄樹
[00:05:22.820 --> 00:05:26.620]  是形容妻子生育和自家的能力
[00:05:26.620 --> 00:05:30.940]  使她的家庭成為一個溫暖的安樂窩
[00:05:30.940 --> 00:05:35.020]  你兒女圍繞你的桌子上小橄欖樹
[00:05:35.020 --> 00:05:39.380]  就是描述父母、兒女、一家大小
[00:05:39.380 --> 00:05:41.620]  共聚天倫的溫馨
[00:05:41.620 --> 00:05:45.620]  所以這是比單身貴族
[00:05:45.620 --> 00:05:46.740]  一個人做光
[00:05:46.740 --> 00:05:48.620]  比自己一個人享福
[00:05:48.620 --> 00:05:51.620]  是更為有福的全家福
[00:05:51.620 --> 00:05:54.420]  也就是上帝最初
[00:05:54.420 --> 00:05:56.420]  只是做了一男一女
[00:05:56.420 --> 00:05:59.420]  要他們生養眾多的意思
[00:05:59.420 --> 00:06:02.340]  在第五節到第六節
[00:06:02.340 --> 00:06:04.420]  就提到另外一種的福祿
[00:06:04.420 --> 00:06:07.420]  可以說是國泰民安的福
[00:06:07.420 --> 00:06:09.620]  在第五節到第六節
[00:06:09.620 --> 00:06:10.220]  就這樣說
[00:06:10.220 --> 00:06:13.020]  「願上主從錫安賜福給你
[00:06:13.020 --> 00:06:17.020]  願你一生一世目睹耶路撒冷的繁榮
[00:06:17.020 --> 00:06:21.020]  願你活著看見你的子子孫孫
[00:06:21.020 --> 00:06:23.820]  願以色列國泰民安」
[00:06:23.820 --> 00:06:26.620]  「願上主從錫安賜福給你」
[00:06:26.620 --> 00:06:31.020]  「錫安」就是耶路撒冷的另一個名字
[00:06:31.020 --> 00:06:33.620]  這個福是廣義的福
[00:06:33.620 --> 00:06:35.620]  是各種不同的福氣
[00:06:35.620 --> 00:06:39.620]  「願你一生一世目睹耶路撒冷的繁榮」
[00:06:39.620 --> 00:06:44.620]  就是說一個人生活在繁榮安定的社會
[00:06:44.620 --> 00:06:47.620]  不會像那些在伊拉克的難民
[00:06:47.620 --> 00:06:49.620]  無端端被人趕走
[00:06:49.620 --> 00:06:51.620]  離開家園成為難民
[00:06:51.620 --> 00:06:55.020]  「願你活著看見你的子子孫孫」
[00:06:55.020 --> 00:06:57.220]  這個當然是多子多孫的福
[00:06:57.220 --> 00:07:00.820]  現代人可能不是很喜歡多子多孫
[00:07:01.420 --> 00:07:06.020]  不過其實古代的華人都是喜歡兒孫滿堂的
[00:07:06.020 --> 00:07:09.220]  「願以色列國泰民安」
[00:07:09.220 --> 00:07:10.820]  這個真的是大家福了
[00:07:10.820 --> 00:07:13.820]  這個是私人的心願和一個祝禱
[00:07:13.820 --> 00:07:16.220]  一個福樂的人生
[00:07:16.220 --> 00:07:21.420]  是從個人到社會和國家的
[00:07:21.420 --> 00:07:24.220]  不是只求個人的幸福
[00:07:24.220 --> 00:07:27.220]  而忘記了社會的公義
[00:07:27.220 --> 00:07:31.020]  甚至是掠奪社會和國家的財富
[00:07:31.420 --> 00:07:33.820]  就好像有很多中國高官
[00:07:33.820 --> 00:07:36.620]  貪污之後就要外逃
[00:07:36.620 --> 00:07:40.220]  不過中國政府發出的數字
[00:07:40.220 --> 00:07:42.820]  大概有三百多人是外逃的
[00:07:42.820 --> 00:07:46.020]  中國政府也給他們有自首的機會
[00:07:46.020 --> 00:07:47.420]  好像延長了
[00:07:47.420 --> 00:07:49.820]  就給他們願意回國自首
[00:07:49.820 --> 00:07:51.420]  就可以輕判
[00:07:51.420 --> 00:07:54.020]  香港也有幾十人回國自首
[00:07:54.020 --> 00:07:59.020]  回國自首的人可能自己也感覺到
[00:07:59.420 --> 00:08:04.420]  錢是不能夠帶給他們一個福樂的人生
[00:08:04.420 --> 00:08:08.620]  接著我們要思想一下
[00:08:08.620 --> 00:08:13.820]  我們怎樣才可以得到一個福樂的人生呢?
[00:08:13.820 --> 00:08:16.420]  詩人在第一節說
[00:08:16.420 --> 00:08:19.620]  敬畏上主的人多麼有福呀!
[00:08:19.620 --> 00:08:23.220]  遵行他命令的人多麼有福呀!
[00:08:23.220 --> 00:08:26.020]  在第四節再次告訴我們
[00:08:26.020 --> 00:08:30.620]  敬畏上主的人必定這樣蒙福
[00:08:30.620 --> 00:08:34.620]  為什麼敬畏上主就會有福呢?
[00:08:34.620 --> 00:08:38.620]  因為上主做人的原意
[00:08:38.620 --> 00:08:45.220]  其實就是要人在工作和家庭方面得福
[00:08:45.220 --> 00:08:47.820]  正如剛才已經說過
[00:08:47.820 --> 00:08:50.220]  其實在《創世紀》裡面
[00:08:50.220 --> 00:08:53.220]  我們可以看到上主做人之後
[00:08:53.220 --> 00:08:56.020]  要在三方面賜福給人
[00:08:56.020 --> 00:09:01.220]  我們看看《創世紀》一章28至29節
[00:09:01.220 --> 00:09:06.020]  上帝賜福給他們說
[00:09:06.020 --> 00:09:08.220]  要生養眾多
[00:09:08.220 --> 00:09:11.220]  使你們的後代遍滿世界
[00:09:11.220 --> 00:09:13.020]  控制大地
[00:09:13.020 --> 00:09:18.620]  我要你們管理魚類鳥類和所有的動物
[00:09:19.220 --> 00:09:24.220]  我供給五穀和各種果子
[00:09:24.220 --> 00:09:25.820]  給你們作食物
[00:09:25.820 --> 00:09:28.420]  在這兩節經文當中
[00:09:28.420 --> 00:09:33.020]  我們可以看到上主賜三方面的福給人
[00:09:33.020 --> 00:09:34.620]  首先是家庭
[00:09:34.620 --> 00:09:38.020]  有了妻子就要生養眾多
[00:09:38.020 --> 00:09:40.020]  分散全球去控制大地
[00:09:40.020 --> 00:09:44.220]  我們知道傳媒業大亨梅鐸先生
[00:09:44.220 --> 00:09:46.820]  都將他的兒子放在不同的國家
[00:09:46.820 --> 00:09:48.620]  管理他的生意
[00:09:49.620 --> 00:09:51.820]  第二方面的福就是工作
[00:09:51.820 --> 00:09:55.020]  人類本來是上帝的代表
[00:09:55.020 --> 00:09:58.820]  如果上帝是地球的主人
[00:09:58.820 --> 00:10:01.220]  人類可以說是他的管家
[00:10:01.220 --> 00:10:05.420]  要代表上帝控制和管理這個世界
[00:10:05.420 --> 00:10:09.820]  相當於現代社會的CEO行政首長
[00:10:09.820 --> 00:10:14.220]  第三方面的福就是有東西吃
[00:10:14.220 --> 00:10:18.820]  我們發覺我們教會旁邊那條街
[00:10:18.820 --> 00:10:19.820]  Road Street
[00:10:19.820 --> 00:10:22.020]  最近好像開完餐
[00:10:22.020 --> 00:10:23.820]  一間餐館又開一間
[00:10:23.820 --> 00:10:25.020]  一間店舖倒閉了
[00:10:25.020 --> 00:10:26.820]  又變成了餐館
[00:10:26.820 --> 00:10:30.620]  已經變成了這區的食街
[00:10:30.620 --> 00:10:31.820]  可能不要叫Road Street
[00:10:31.820 --> 00:10:32.820]  叫Eat Street
[00:10:32.820 --> 00:10:33.620]  差不多
[00:10:33.620 --> 00:10:36.420]  有生命
[00:10:36.420 --> 00:10:37.820]  有健康
[00:10:37.820 --> 00:10:39.220]  能夠吃
[00:10:39.220 --> 00:10:41.220]  當然都是一種福氣
[00:10:41.220 --> 00:10:43.820]  有些大兄弟妹
[00:10:43.820 --> 00:10:47.620]  可能會熟悉聖經裡面的傳道書
[00:10:48.220 --> 00:10:51.420]  傳道書的作者是一位哲學家
[00:10:51.420 --> 00:10:54.020]  他討論的問題
[00:10:54.020 --> 00:10:57.420]  就是說既然人人都會死
[00:10:57.420 --> 00:10:59.820]  那麼究竟我們
[00:10:59.820 --> 00:11:04.420]  生存在這個世界是為了什麼呢?
[00:11:04.420 --> 00:11:07.420]  一開始的時候他就說虛空的虛空
[00:11:07.420 --> 00:11:10.220]  就是說極度虛空
[00:11:10.220 --> 00:11:11.220]  極之虛空
[00:11:11.220 --> 00:11:14.020]  但是他也有一些發現
[00:11:14.020 --> 00:11:17.820]  在傳道書第九章七至九節
[00:11:17.820 --> 00:11:18.620]  他這樣說
[00:11:18.620 --> 00:11:22.220]  高高興興地吃飯
[00:11:22.220 --> 00:11:25.420]  快快樂樂地喝酒
[00:11:25.420 --> 00:11:29.420]  因為上帝已經預立你的工作
[00:11:29.420 --> 00:11:33.420]  要穿整潔的衣服和芬芳的髮油
[00:11:33.420 --> 00:11:36.220]  盡你一生空虛的歲月
[00:11:36.220 --> 00:11:41.220]  就是上帝賜給你在這世上的歲月
[00:11:41.220 --> 00:11:45.020]  跟你的愛妻共享人生的樂趣
[00:11:45.420 --> 00:11:47.820]  因為這是你在太陽底下
[00:11:47.820 --> 00:11:50.420]  生牢所應得的份
[00:11:50.420 --> 00:11:53.420]  過去一兩個月
[00:11:53.420 --> 00:11:56.220]  我們教會有很多夫妻都出外度假
[00:11:56.220 --> 00:11:58.220]  有些去坐遊輪
[00:11:58.220 --> 00:11:59.820]  有些去了聖城
[00:11:59.820 --> 00:12:04.020]  我希望你們都能夠感覺到自己的人生
[00:12:04.020 --> 00:12:06.420]  真的有福也有樂
[00:12:06.420 --> 00:12:10.820]  可能有些人心裡面在想
[00:12:10.820 --> 00:12:14.420]  我們敬畏主
[00:12:15.220 --> 00:12:16.820]  有很多不敬畏主的人
[00:12:16.820 --> 00:12:20.420]  都是同樣可以工作、度假、結婚、生孩子
[00:12:20.420 --> 00:12:22.820]  也同樣吃喝快樂
[00:12:22.820 --> 00:12:25.620]  我們也沒有什麼特別
[00:12:25.620 --> 00:12:28.420]  是的
[00:12:28.420 --> 00:12:29.420]  真的
[00:12:29.420 --> 00:12:30.620]  真的是這樣的
[00:12:30.620 --> 00:12:32.620]  不敬畏上主的人
[00:12:32.620 --> 00:12:35.220]  都同樣是做那些事
[00:12:35.220 --> 00:12:36.420]  為什麼呢?
[00:12:36.420 --> 00:12:41.020]  因為他們沒有辦法脫離上帝的旨意
[00:12:42.420 --> 00:12:45.620]  結婚、生兒育女、工作、吃喝
[00:12:45.620 --> 00:12:47.020]  繼續生活下去
[00:12:47.020 --> 00:12:48.820]  就是上帝的旨意
[00:12:48.820 --> 00:12:51.820]  就是剛才我們看過《創世紀》的旨意
[00:12:51.820 --> 00:12:53.620]  不敬畏上帝的人
[00:12:53.620 --> 00:12:55.220]  他們都要做這些事
[00:12:55.220 --> 00:12:57.620]  但是
[00:12:57.620 --> 00:13:00.220]  不敬畏上帝的人
[00:13:00.220 --> 00:13:03.620]  心靈裡面會有一個空洞
[00:13:03.620 --> 00:13:08.220]  他要找很多其他的東西去填滿那個洞
[00:13:08.820 --> 00:13:12.420]  而他們卻沒有辦法填滿
[00:13:12.420 --> 00:13:17.420]  於是很多人就要用錢財、權勢和美色
[00:13:17.420 --> 00:13:18.820]  來填滿
[00:13:18.820 --> 00:13:20.420]  盡量去填滿
[00:13:20.420 --> 00:13:22.420]  據一個報導
[00:13:22.420 --> 00:13:23.620]  今年三月
[00:13:23.620 --> 00:13:27.420]  中國抓了一個貪污的官員
[00:13:27.420 --> 00:13:30.820]  他是中國軍委會副主席徐才厚
[00:13:30.820 --> 00:13:32.420]  他被抓了
[00:13:32.420 --> 00:13:35.020]  因為他買官賣官
[00:13:35.020 --> 00:13:36.820]  貪腐嚴重
[00:13:37.420 --> 00:13:39.620]  而在他的一個密室當中
[00:13:39.620 --> 00:13:41.020]  找出很多外幣
[00:13:41.020 --> 00:13:44.820]  包括美金、歐元等等的現金
[00:13:44.820 --> 00:13:46.820]  多少錢不知道
[00:13:46.820 --> 00:13:48.620]  但是他們拿來算一算
[00:13:48.620 --> 00:13:50.020]  超過一噸重
[00:13:50.020 --> 00:13:53.020]  超過一噸重的紙幣
[00:13:53.020 --> 00:13:56.820]  還有大量的金銀、珠寶、玉石和房地產
[00:13:56.820 --> 00:14:00.420]  不敬畏上帝的人
[00:14:00.420 --> 00:14:03.220]  就要找這些東西去填滿心裡面的洞
[00:14:03.220 --> 00:14:06.820]  而一個真正敬畏上帝的人
[00:14:06.820 --> 00:14:10.020]  就有上帝在我們的心裡面
[00:14:10.020 --> 00:14:13.020]  我們就會得到滿足
[00:14:13.020 --> 00:14:15.820]  就不會那麼腐敗
[00:14:15.820 --> 00:14:18.820]  我們真的可以安枕無憂
[00:14:18.820 --> 00:14:23.420]  那麼敬畏上主是什麼意思呢?
[00:14:23.420 --> 00:14:25.420]  是不是說我們怕了他了
[00:14:25.420 --> 00:14:26.820]  遠離上主呢?
[00:14:26.820 --> 00:14:28.820]  不是的
[00:14:28.820 --> 00:14:30.020]  第一節下面那一句
[00:14:30.020 --> 00:14:32.820]  其實是解釋了敬畏的意思
[00:14:32.820 --> 00:14:35.820]  就是遵行他命令的人
[00:14:37.020 --> 00:14:39.420]  一個真正敬畏上主的人
[00:14:39.420 --> 00:14:41.620]  一定是會樂於
[00:14:41.620 --> 00:14:43.820]  遵行上帝的命令
[00:14:43.820 --> 00:14:46.420]  按著他的命令去到行事為人
[00:14:46.420 --> 00:14:50.020]  那麼他就會有一個福樂的人生
[00:14:50.020 --> 00:14:54.020]  包括工作有滿足的喜樂
[00:14:54.020 --> 00:14:57.020]  有好的太太和兒孫
[00:14:57.020 --> 00:14:59.620]  如果一個社會上
[00:14:59.620 --> 00:15:03.020]  有很多人都敬畏上主
[00:15:03.020 --> 00:15:04.620]  遵行他的命令呢?
[00:15:05.020 --> 00:15:08.820]  那麼那個社會就一定會繁榮安定
[00:15:08.820 --> 00:15:11.020]  國家也都會興盛
[00:15:11.020 --> 00:15:13.820]  那麼問題又來了
[00:15:13.820 --> 00:15:16.620]  上帝有很多命令
[00:15:16.620 --> 00:15:19.020]  我們要遵行哪些命令呢?
[00:15:19.020 --> 00:15:22.220]  在舊約時代的人
[00:15:22.220 --> 00:15:25.420]  的確是有很多不同的命令要去遵行的
[00:15:25.420 --> 00:15:29.620]  但是我們今天是生活在新約的時代
[00:15:29.620 --> 00:15:31.220]  基本上來說
[00:15:31.220 --> 00:15:33.220]  所有舊約裡面的命令
[00:15:33.220 --> 00:15:34.620]  都是不用遵守的
[00:15:35.220 --> 00:15:38.420]  我們要遵守的命令是新約裡面的命令
[00:15:38.420 --> 00:15:39.420]  這樣就可以了
[00:15:39.420 --> 00:15:42.420]  並且主耶穌真的很好
[00:15:42.420 --> 00:15:43.620]  我們的舊主
[00:15:43.620 --> 00:15:46.420]  他已經將舊約的命令都總結了
[00:15:46.420 --> 00:15:47.620]  放在新約那裡
[00:15:47.620 --> 00:15:48.620]  是給我們的
[00:15:48.620 --> 00:15:52.020]  就是記載了在《馬太福音》二十二章
[00:15:52.020 --> 00:15:54.220]  三十七至三十九節
[00:15:54.220 --> 00:15:56.020]  在那裡耶穌說
[00:15:56.020 --> 00:15:59.220]  你要全心全情全意愛主
[00:15:59.220 --> 00:16:01.420]  這是第一條最重要的誡明
[00:16:01.420 --> 00:16:03.820]  第二條也一樣重要
[00:16:04.020 --> 00:16:05.820]  你要愛倫人
[00:16:05.820 --> 00:16:07.820]  就愛自己一樣
[00:16:07.820 --> 00:16:11.820]  雖然這裡提到第一和第二條誡明
[00:16:11.820 --> 00:16:16.020]  但是並不是說第一條比第二條重要
[00:16:16.020 --> 00:16:19.420]  因為主耶穌在登山寶訓裡面
[00:16:19.420 --> 00:16:20.620]  那裡說
[00:16:20.620 --> 00:16:24.620]  「你在祭壇前要獻公物給上帝的時候
[00:16:24.620 --> 00:16:28.420]  要是想起有弟兄對你不滿
[00:16:28.420 --> 00:16:31.820]  你就該把公物留在壇前
[00:16:31.820 --> 00:16:34.620]  立刻去跟他和解
[00:16:34.620 --> 00:16:38.620]  然後再回來把公物獻給上帝」
[00:16:38.620 --> 00:16:40.820]  換句話說
[00:16:40.820 --> 00:16:45.020]  基督徒是一定要有好的人際關係
[00:16:45.020 --> 00:16:48.620]  才可以回來敬拜奉獻給上帝
[00:16:48.620 --> 00:16:53.220]  在新約仕徒約翰也說
[00:16:53.220 --> 00:16:55.420]  仕徒約翰怎麼說呢?
[00:16:55.420 --> 00:16:59.220]  仕徒約翰說「人若說
[00:16:59.220 --> 00:17:01.420]  我愛上帝」
[00:17:02.620 --> 00:17:04.420]  他恨他的弟兄
[00:17:04.420 --> 00:17:08.820]  就是說謊話的
[00:17:08.820 --> 00:17:13.820]  不愛他所看見的弟兄
[00:17:13.820 --> 00:17:18.420]  就不能愛沒有看見的上帝
[00:17:18.420 --> 00:17:21.220]  愛上帝的
[00:17:21.220 --> 00:17:23.620]  也當愛弟兄
[00:17:23.620 --> 00:17:26.420]  這是我們從上帝
[00:17:26.420 --> 00:17:28.420]  所受的命令」
[00:17:30.420 --> 00:17:33.620]  我們又要怎樣去愛我們的弟兄姊妹呢?
[00:17:33.620 --> 00:17:35.220]  約翰也有說
[00:17:35.220 --> 00:17:38.020]  他說「小姐們啊,我們相愛
[00:17:38.020 --> 00:17:41.220]  不要只在言語和舌頭上
[00:17:41.220 --> 00:17:44.820]  總要在行為和誠實上」
[00:17:44.820 --> 00:17:50.220]  弟兄姊妹之間相處在言語上
[00:17:50.220 --> 00:17:53.220]  真的比較容易發生誤會和衝突
[00:17:53.220 --> 00:17:56.420]  所以我鼓勵大家一定要學習
[00:17:56.420 --> 00:17:59.420]  控制自己的舌頭和言語
[00:18:00.420 --> 00:18:02.820]  不要在弟兄姊妹背後
[00:18:02.820 --> 00:18:07.020]  或者在其他人面前說批評性的話
[00:18:07.020 --> 00:18:11.620]  如果我們真的有愛心的話
[00:18:11.620 --> 00:18:14.620]  我們看到某位弟兄或者姊妹
[00:18:14.620 --> 00:18:17.820]  有些地方可能做得不是很好
[00:18:17.820 --> 00:18:20.820]  我們要怎樣做呢?
[00:18:20.820 --> 00:18:25.020]  我建議我們自己分幾個祈禱
[00:18:25.020 --> 00:18:28.820]  先求上帝幫助我們自我反省
[00:18:30.220 --> 00:18:33.020]  自己是不是比別人做得好呢?
[00:18:33.020 --> 00:18:37.220]  然後帶著愛心
[00:18:37.220 --> 00:18:40.420]  直接去找那位弟兄或者姊妹
[00:18:40.420 --> 00:18:43.620]  跟他有一個真情分享
[00:18:43.620 --> 00:18:47.620]  這個才是愛心的表達
[00:18:47.620 --> 00:18:52.220]  千萬不要倒著去其他人面前
[00:18:52.220 --> 00:18:54.620]  不斷說另外一個人的壞話
[00:18:54.620 --> 00:18:56.620]  而當事人是懵然不知
[00:18:58.820 --> 00:19:00.620]  這個不是基督徒的愛心
[00:19:00.620 --> 00:19:05.220]  讓我做一個總結
[00:19:05.220 --> 00:19:07.620]  當我們跟隨了主耶穌
[00:19:07.620 --> 00:19:10.220]  一路向上走的時候
[00:19:10.220 --> 00:19:12.220]  我們一定會想到
[00:19:12.220 --> 00:19:15.220]  怎樣去遵行上帝的旨意
[00:19:15.220 --> 00:19:19.820]  還有我們究竟遵行了上帝的旨意有什麼好處呢?
[00:19:19.820 --> 00:19:24.220]  今天先生一開始就給我們一個普遍原則
[00:19:24.220 --> 00:19:27.820]  敬畏上主的人多麼有福呀!
[00:19:28.420 --> 00:19:31.420]  遵行他命令的人多麼有福呀!
[00:19:31.420 --> 00:19:35.620]  要得到福氣其實是很簡單的
[00:19:35.620 --> 00:19:40.020]  我們作為基督徒只要遵行上帝的命令
[00:19:40.020 --> 00:19:42.020]  用愛心
[00:19:42.020 --> 00:19:44.020]  帶著寬容
[00:19:44.020 --> 00:19:45.620]  忍耐
[00:19:45.620 --> 00:19:48.420]  跟人家相處
[00:19:48.420 --> 00:19:51.220]  不要說長道短
[00:19:51.220 --> 00:19:53.820]  不要背後說人是非
[00:19:55.020 --> 00:19:59.820]  就會得到上主命令人生一切的福樂
[00:19:59.820 --> 00:20:04.220]  有一篇文章的作者提了四個很簡單的原則
[00:20:04.220 --> 00:20:06.220]  或者都會幫助我們
[00:20:06.220 --> 00:20:08.220]  學習寬容忍耐
[00:20:08.220 --> 00:20:10.220]  那四個原則就是
[00:20:10.220 --> 00:20:13.620]  第一我們要欣賞別人的長處
[00:20:13.620 --> 00:20:17.620]  多說些讚揚別人的話
[00:20:17.620 --> 00:20:21.020]  第二我們要包容別人的短處
[00:20:23.220 --> 00:20:25.220]  十隻手指都有長短
[00:20:25.220 --> 00:20:28.020]  人人都有長處有短處
[00:20:28.020 --> 00:20:29.820]  自己都有
[00:20:29.820 --> 00:20:34.020]  我們要包容自己的心去包容別人
[00:20:34.020 --> 00:20:38.420]  第三我們要紀念別人的好處
[00:20:38.420 --> 00:20:43.620]  最後我們也要擔當別人的難處
[00:20:43.620 --> 00:20:47.420]  如果我們將這個別人用弟兄姊妹
[00:20:47.420 --> 00:20:50.220]  代入去就對了
[00:20:50.220 --> 00:20:52.420]  可能很多人我們未必做得到
[00:20:52.420 --> 00:20:56.020]  但是對弟兄姊妹一定要好好學習這樣做
[00:20:56.020 --> 00:20:58.020]  我希望這四個原則
[00:20:58.020 --> 00:21:00.420]  能夠幫助我們實踐
[00:21:00.420 --> 00:21:02.820]  聖經的教導彼此相愛
[00:21:02.820 --> 00:21:05.820]  接下來我們會唱一首回應詩歌
[00:21:05.820 --> 00:21:07.020]  教會一家
[00:21:07.020 --> 00:21:09.620]  我希望裡面的歌詞會提醒我們
