
[00:00:00.000 --> 00:00:05.040]  我想第二個加油章跟大家看的是一個新約的一段聖經
[00:02:30.000 --> 00:02:31.920]  其實這也不是一個最好的解釋
[00:02:31.920 --> 00:02:33.960]  原來聖經學家告訴我們
[00:02:33.960 --> 00:02:41.280]  他的拒絕跟領受都有充滿着神學上的意義
[00:02:41.280 --> 00:02:46.120]  原來第一次當有人把末要調和的酒給耶穌的時候
[00:02:46.120 --> 00:02:48.880]  他不接受是因爲末要調和的酒
[00:02:48.880 --> 00:02:52.360]  有一種止痛的作用
[00:02:52.360 --> 00:02:56.760]  可能是讓你麻痹讓你這個人比較昏沉已知
[00:02:56.760 --> 00:02:59.640]  你沒辦法不會覺得太痛苦
[00:02:59.640 --> 00:03:02.600]  耶穌拒絕是代表一個神學上
[00:03:02.600 --> 00:03:05.880]  他要喝敬上帝給他的那個一杯
[00:03:05.880 --> 00:03:06.600]  你記得嗎
[00:03:06.600 --> 00:03:11.000]  他覺得他喪失自家是要喝上帝爲他預備的那個杯
[00:03:11.000 --> 00:03:14.600]  他要把整個杯從頭到尾喝盡
[00:03:14.600 --> 00:03:20.920]  他不要剩下任何的痛苦他自己不領受
[00:03:20.920 --> 00:03:22.360]  第二次卻不一樣
[00:03:22.360 --> 00:03:26.640]  第二次給他的那個飲品是一種醋
[00:03:26.640 --> 00:03:30.400]  人家相信那個飲品是讓你清醒一點
[00:03:30.400 --> 00:03:35.160]  你也留意他們給他的前後到底是什麼意思
[00:03:35.160 --> 00:03:38.280]  他們說看了他叫以利亞
[00:03:38.280 --> 00:03:41.000]  好像他們在作弄他說
[00:03:41.000 --> 00:03:43.600]  你是不是在找以利亞來救你
[00:03:43.600 --> 00:03:46.200]  他到底會不會來救你
[00:03:46.200 --> 00:03:49.000]  其實在笑沒有人會來救你
[00:03:49.000 --> 00:03:51.760]  在這個時候你看後面他們又說
[00:03:51.760 --> 00:03:56.920]  等着看以利亞會不會來把他這個人放下來
[00:03:56.920 --> 00:03:59.520]  中間他們給他飲品喝
[00:03:59.520 --> 00:04:04.400]  這個飲品原來在生理學家的歷史背景裏面
[00:04:04.400 --> 00:04:06.920]  是這個飲品會讓你清醒
[00:04:06.920 --> 00:04:09.680]  就是當你被釘死指甲一段時間的時候
[00:04:09.680 --> 00:04:13.360]  你可能痛到累到你就會暈倒
[00:04:13.360 --> 00:04:16.160]  然後有這個飲品是讓他不要暈倒
[00:04:16.160 --> 00:04:22.320]  讓他可以清醒去承受他自己的那個痛楚
[00:04:22.320 --> 00:04:24.120]  所以他們就說你不要睡覺啊
[00:04:24.120 --> 00:04:25.720]  你不要暈倒啊
[00:04:25.720 --> 00:04:27.520]  你的以利亞隨時會來啊
[00:04:27.520 --> 00:04:29.000]  其實在笑他
[00:04:29.000 --> 00:04:30.840]  他們給他喝
[00:04:30.840 --> 00:04:32.640]  沒想到他會喝
[00:04:32.640 --> 00:04:34.280]  但是他去喝了
[00:04:34.280 --> 00:04:36.640]  他喝了也是同一個原因
[00:04:36.640 --> 00:04:40.920]  他要用清醒的狀態去領受上帝
[00:04:40.920 --> 00:04:44.200]  給他的審判那個痛苦
[00:04:44.200 --> 00:04:47.240]  所以你看到我們的主是怎麼樣的一個主
[00:04:47.240 --> 00:04:50.400]  他要喝盡上帝的那一個杯
[00:04:50.400 --> 00:04:55.360]  到最後他纔可以在十指甲上面說
[00:04:55.360 --> 00:04:56.280]  成了
[00:04:56.280 --> 00:04:58.120]  這是我們的主
[00:04:58.120 --> 00:05:02.120]  就這幫助我們在剛剛過去的受難節
[00:05:02.120 --> 00:05:06.640]  也是每一週我們來到教會紀念他的時候
[00:05:06.640 --> 00:05:10.800]  看到他如何在十指甲在痛苦的狀態
[00:05:10.800 --> 00:05:12.480]  不單只是身體的痛苦
[00:05:12.480 --> 00:05:14.280]  屬靈的痛苦裏面
[00:05:14.280 --> 00:05:17.680]  去爲我們喝盡了上帝的苦杯
[00:05:17.680 --> 00:05:20.560]  求主總要他自己兒子的命
