
[00:00:00.000 --> 00:00:03.300]  很快再來到同心與神同行第八講
[00:02:12.200 --> 00:02:13.500]  裡面講什麼呢
[00:02:13.500 --> 00:02:19.400]  這幅圖畫,你們在之前幾個禮拜
[00:02:19.400 --> 00:02:21.300]  都有on and off看過幾次了
[00:02:21.300 --> 00:02:23.000]  當時的耶路撒冷城
[00:02:23.000 --> 00:02:25.500]  是一個很特別的形狀
[00:02:25.500 --> 00:02:27.400]  最高的地方,最大的地方在上面
[00:02:27.400 --> 00:02:31.000]  就是聖殿最高之處
[00:02:31.000 --> 00:02:35.000]  就是讓其他敵人在附近居住
[00:02:35.000 --> 00:02:38.300]  撒瑪利亞人、阿門人、阿拉伯人
[00:02:38.300 --> 00:02:41.500]  在不同的方向住在城的附近
[00:02:41.500 --> 00:02:43.800]  一百四十年沒有城牆的時候
[00:02:43.800 --> 00:02:46.000]  那些人可以隨意地出入耶路撒冷城
[00:02:46.000 --> 00:02:48.700]  隨意地進去做生意也好,賣賣也好
[00:02:48.700 --> 00:02:50.400]  半夜三更進去也可以
[00:02:50.400 --> 00:02:52.000]  因為沒有城牆在那裡
[00:02:52.500 --> 00:02:55.100]  就帶著以色列人來重建了城牆
[00:02:55.100 --> 00:02:59.900]  今天,兩批人同一時間看著同一幅的牆
[00:02:59.900 --> 00:03:02.200]  以色列人在裡面看著同一幅的牆
[00:03:02.200 --> 00:03:05.200]  敵人在外面看著同一幅的牆
[00:03:05.200 --> 00:03:06.800]  有沒有不同?
[00:03:06.800 --> 00:03:10.300]  牆是一樣,但是不同的
[00:03:10.300 --> 00:03:12.600]  以色列人看著這幅牆,快要建好了
[00:03:12.600 --> 00:03:15.900]  今天基民在說他們,今天快要建好了
[00:03:15.900 --> 00:03:17.200]  這幅牆快要建好了
[00:03:17.200 --> 00:03:19.000]  快要完成那個偉大的工程了
[00:03:19.000 --> 00:03:21.800]  快要有自己的城,屬神的城
[00:03:21.800 --> 00:03:22.700]  一個耶路撒冷城
[00:03:22.700 --> 00:03:24.900]  城牆即將完成
[00:03:24.900 --> 00:03:27.500]  外面的敵人看著這幅牆就覺得很煩了
[00:03:27.500 --> 00:03:30.100]  糟糕了,以後沒那麼順利了
[00:03:30.100 --> 00:03:31.300]  不可以隨意出入了
[00:03:31.300 --> 00:03:33.300]  隨時出入了,要經過城門了
[00:03:33.300 --> 00:03:35.700]  定時定候要出入了,很不方便了
[00:03:35.700 --> 00:03:37.700]  同一幅牆,大家看的東西
[00:03:37.700 --> 00:03:39.800]  看出來的結果是會不同的
[00:03:39.800 --> 00:03:43.000]  這個時候就讓大家思想一下
[00:03:43.000 --> 00:03:46.600]  今天發生在你自己身上的一些事情
[00:03:46.600 --> 00:03:50.600]  和正在發生的一些事情
[00:03:52.600 --> 00:03:54.100]  你會不會還在找工作呢?
[00:03:54.100 --> 00:03:56.600]  或者你有份工作
[00:03:56.600 --> 00:03:59.400]  你希望在工作上完成
[00:03:59.400 --> 00:04:03.000]  神交給你在工作環境裏面一個使命
[00:04:03.000 --> 00:04:06.100]  或者你來到這個教會沒多久
[00:04:06.100 --> 00:04:09.000]  你很想有個心意在這個教會裏面繼續投入
[00:04:09.000 --> 00:04:11.100]  盡心的侍奉
[00:04:11.100 --> 00:04:13.300]  在想怎樣來到開始
[00:04:13.300 --> 00:04:16.800]  或者你在這個教會已經侍奉了一段時間
[00:04:16.800 --> 00:04:18.500]  又在想怎樣來到侍奉上
[00:04:18.500 --> 00:04:20.900]  能夠更加盡心、忠心
[00:04:21.900 --> 00:04:22.700]  更加的拜上
[00:04:22.700 --> 00:04:24.500]  或者在家庭裏面
[00:04:24.500 --> 00:04:27.000]  現在在想和家人的關係
[00:04:27.000 --> 00:04:28.900]  父母子女
[00:04:28.900 --> 00:04:32.000]  夫妻兄弟姊妹
[00:04:32.000 --> 00:04:34.000]  有些關係你很緊張
[00:04:34.000 --> 00:04:35.700]  很認真、很重視
[00:04:35.700 --> 00:04:39.000]  你很想建立一些更加健康
[00:04:39.000 --> 00:04:41.100]  開心的關係
[00:04:41.100 --> 00:04:43.900]  神所給你的心意
[00:04:43.900 --> 00:04:45.600]  完成一個的工程
[00:04:45.600 --> 00:04:47.500]  今天的你和我
[00:04:47.500 --> 00:04:49.500]  心裏面所記掛的
[00:04:49.500 --> 00:04:51.600]  是一個什麼的工程
[00:04:52.800 --> 00:04:54.900]  當天李喜邁帶著二千多人來到
[00:04:54.900 --> 00:04:57.500]  承受這個偉大的工程的使命
[00:04:57.500 --> 00:04:59.200]  要完成建造工程
[00:04:59.200 --> 00:05:00.500]  今天的你、今天的我
[00:05:00.500 --> 00:05:03.100]  同樣我們手上有一件工程
[00:05:03.100 --> 00:05:07.300]  希望在神的心意裏面來完成
[00:05:07.300 --> 00:05:11.900]  當時的人、這幾個領袖
[00:05:11.900 --> 00:05:16.600]  來到知道城牆的情況
[00:05:16.600 --> 00:05:19.800]  李喜邁說城牆已經建好了
[00:05:20.300 --> 00:05:22.700]  意思是城牆的牆已經建好了
[00:05:22.700 --> 00:05:24.500]  城牆一定有門
[00:05:24.500 --> 00:05:25.800]  有十到十二道門
[00:05:25.800 --> 00:05:28.700]  可以從不同的方向進入耶路撒冷城
[00:05:28.700 --> 00:05:30.500]  城牆建好了
[00:05:30.500 --> 00:05:32.000]  不過城門未曾放上
[00:05:32.000 --> 00:05:35.300]  還有十個、十二個門洞
[00:05:35.300 --> 00:05:37.400]  讓人們可以進進出出
[00:05:37.400 --> 00:05:39.100]  隨意的出入
[00:05:39.100 --> 00:05:41.900]  意思是城牆雖然已經建好
[00:05:41.900 --> 00:05:44.000]  因為未有城門的緣故
[00:05:44.000 --> 00:05:48.000]  仍然未曾發揮到城牆應有的作用
[00:05:50.500 --> 00:05:54.500]  當時敵人派人來跟李喜邁說
[00:05:54.500 --> 00:05:56.500]  請你來到我這裏
[00:05:56.500 --> 00:05:58.000]  我有些事情想跟你談
[00:05:58.000 --> 00:06:00.300]  你不要覺得很奇怪
[00:06:00.300 --> 00:06:03.500]  森巴拉和基善其實是他們的敵人
[00:06:03.500 --> 00:06:06.300]  先幾集、先幾課、先幾個星期
[00:06:06.300 --> 00:06:07.100]  我們都說過
[00:06:07.100 --> 00:06:08.900]  這些在外面居住的外邦人
[00:06:08.900 --> 00:06:10.200]  其實是以色列人的敵人
[00:06:10.200 --> 00:06:13.400]  他們反對以色列人建城牆
[00:06:13.400 --> 00:06:15.700]  他們不喜歡看到城牆被建立了
[00:06:15.700 --> 00:06:17.400]  阻礙著他們的出入
[00:06:17.400 --> 00:06:19.700]  他們不喜歡這件工程得以成就
[00:06:20.200 --> 00:06:21.900]  竟然在這時候很奇怪
[00:06:21.900 --> 00:06:25.900]  派人去請李喜邁去到他們的那個地方
[00:06:25.900 --> 00:06:28.900]  廣東話說去到他們的地頭跟他們聊聊天
[00:06:28.900 --> 00:06:31.500]  請你來我們中間
[00:06:31.500 --> 00:06:32.500]  在我們平原裏面
[00:06:32.500 --> 00:06:34.300]  我們有些事情想跟他們商量一下
[00:06:34.300 --> 00:06:37.300]  究竟這是敵人呢?
[00:06:37.300 --> 00:06:40.900]  還是朋友呢?
[00:06:40.900 --> 00:06:42.500]  是友是敵呢?
[00:06:42.500 --> 00:06:46.900]  當我們要完成我們手上的工程的時候
[00:06:46.900 --> 00:06:49.600]  身邊可能都有一些聲音發出來
[00:06:50.300 --> 00:06:56.900]  有些聲音來鼓勵我們、警告我們、提醒我們、欣賞我們
[00:06:56.900 --> 00:07:02.800]  總之這句話究竟這些聲音是友是敵
[00:07:02.800 --> 00:07:05.100]  怎樣去分辨呢?
[00:07:05.100 --> 00:07:12.900]  你是不是心裏面很清楚、心中有數
[00:07:12.900 --> 00:07:15.100]  他說其實他們是要害我
[00:07:15.100 --> 00:07:17.100]  你是不是很清楚他們是敵人
[00:07:17.100 --> 00:07:19.400]  不是要來和我做朋友
[00:07:19.700 --> 00:07:23.400]  請我去他們中間聊天、商量、討論
[00:07:23.400 --> 00:07:24.800]  是要害他們
[00:07:24.800 --> 00:07:26.900]  所以李喜邁知道他是不可以下去的
[00:07:26.900 --> 00:07:29.400]  當時李喜邁怎樣做呢?
[00:07:29.400 --> 00:07:33.300]  他知道他自己要決意完成這個建造的工程
[00:07:33.300 --> 00:07:37.200]  他也知道這幫敵人是要定義毀壞他們的工程
[00:07:37.200 --> 00:07:38.900]  在爭執裏面
[00:07:38.900 --> 00:07:41.100]  他就派一個使者代表李喜邁
[00:07:41.100 --> 00:07:44.600]  去到敵人裏面回覆他們的邀請
[00:07:44.600 --> 00:07:47.800]  他說正在進行一個很大的工程
[00:07:47.800 --> 00:07:49.300]  不可以去到你們那裏
[00:07:50.500 --> 00:07:52.400]  我怎可以離開這個工程的地方呢?
[00:07:52.400 --> 00:07:55.100]  如果去到你們這個工程就會停頓下來
[00:07:55.100 --> 00:07:57.000]  你不是知道自己的位份
[00:07:57.000 --> 00:07:59.200]  他知道自己的崗位
[00:07:59.200 --> 00:08:00.900]  他知道自己的使命
[00:08:00.900 --> 00:08:02.400]  他不可以離開工場
[00:08:02.400 --> 00:08:03.600]  因為他知道一離開的時候
[00:08:03.600 --> 00:08:06.600]  群龍無首的話這個工程就會停頓下來
[00:08:06.600 --> 00:08:08.500]  不可以順利的完成
[00:08:08.500 --> 00:08:12.200]  他就派使者去回應那個邀請
[00:08:12.200 --> 00:08:17.500]  剛才說他們誓要完成建造
[00:08:18.100 --> 00:08:21.700]  就知道敵人誓要拆毀這個工程
[00:08:21.700 --> 00:08:23.200]  來了多少次呢?
[00:08:23.200 --> 00:08:24.300]  剛才朱經文也知道了
[00:08:24.300 --> 00:08:28.700]  他們四次派使者去邀請李喜邁去到他們中間
[00:08:28.700 --> 00:08:31.900]  李喜邁就四次來推托他們的情況
[00:08:31.900 --> 00:08:34.500]  三番四次的邀請
[00:08:34.500 --> 00:08:35.900]  三番四次的推托
[00:08:35.900 --> 00:08:40.300]  這個狀況就在這個情況發生著
[00:08:40.300 --> 00:08:44.400]  今天我們要完成我們手上的工程
[00:08:44.400 --> 00:08:46.600]  有沒有遇到障礙呢?
[00:08:47.600 --> 00:08:51.200]  沒有發覺最近人群發生了一些奇怪的事情
[00:08:51.200 --> 00:08:55.500]  如果你每天都為了教會的情況來祈禱
[00:08:55.500 --> 00:08:57.300]  為了帶領姐妹來守候的時候
[00:08:57.300 --> 00:09:00.300]  你會發覺到祈禱紙上面
[00:09:00.300 --> 00:09:04.400]  一個病原到第二個
[00:09:04.400 --> 00:09:07.700]  第二個未曾病原,又到第三個
[00:09:07.700 --> 00:09:10.000]  第四個,第五個
[00:09:10.000 --> 00:09:12.300]  有些是嚴重的病
[00:09:12.300 --> 00:09:14.100]  有些是進醫院幾次
[00:09:14.100 --> 00:09:17.400]  一個跌倒,第二個跌倒
[00:09:17.900 --> 00:09:20.200]  一個扭傷腰,一個跌穿腿
[00:09:20.200 --> 00:09:22.400]  臨臨總總不斷在發生
[00:09:22.400 --> 00:09:24.300]  可能也很奇怪
[00:09:24.300 --> 00:09:26.200]  為甚麼在過去的大半年裡面
[00:09:26.200 --> 00:09:30.900]  會有這麼多阻礙、不開心
[00:09:30.900 --> 00:09:33.000]  或者不想看到的情況來發生
[00:09:33.000 --> 00:09:36.100]  像今天開始的時候
[00:09:36.100 --> 00:09:37.400]  吳牧師帶領我們來祈禱
[00:09:37.400 --> 00:09:40.500]  為了中全道一家來祈禱
[00:09:40.500 --> 00:09:42.900]  為了這些大姐妹一家來祈禱
[00:09:42.900 --> 00:09:47.000]  我們不想看到的情況會一直發生
[00:09:47.800 --> 00:09:49.500]  昨晚收到弟弟的電話
[00:09:49.500 --> 00:09:52.700]  弟弟打電話來說
[00:09:52.700 --> 00:09:56.200]  爸爸家裡差一點一百坡可以燒了
[00:09:56.200 --> 00:09:57.900]  為甚麼會有這麼大的事呢
[00:09:57.900 --> 00:09:59.300]  爸爸住大廈
[00:09:59.300 --> 00:10:01.400]  其中一個單位
[00:10:01.400 --> 00:10:03.000]  他要教宗
[00:10:03.000 --> 00:10:04.700]  你們也有教宗
[00:10:04.700 --> 00:10:05.900]  所以今天就準時來送牌
[00:10:05.900 --> 00:10:08.000]  他在爐頭教宗的時候
[00:10:08.000 --> 00:10:09.300]  按著按著,扭著扭著
[00:10:09.300 --> 00:10:14.100]  就按著了,開著了焗爐那個…
[00:10:15.300 --> 00:10:17.700]  然後就發現整個房子有點糯米味
[00:10:17.700 --> 00:10:20.800]  焗爐裡面就點著了裡面的塑膠盆
[00:10:20.800 --> 00:10:23.300]  又擺了一些盤子、鍋子、盆子
[00:10:23.300 --> 00:10:24.700]  塑膠盆放在裡面
[00:10:24.700 --> 00:10:26.800]  塑膠盆著火了,整個房子都煙了
[00:10:26.800 --> 00:10:28.200]  立刻打電話給弟弟
[00:10:28.200 --> 00:10:29.000]  弟弟在樓上住
[00:10:29.000 --> 00:10:30.500]  立刻第一時間拿一張舊火煎
[00:10:30.500 --> 00:10:33.900]  很快就去盡量去調色那個鹿
[00:10:33.900 --> 00:10:35.700]  燒著了那個焗爐
[00:10:35.700 --> 00:10:37.900]  按著煮
[00:10:37.900 --> 00:10:39.900]  一切安好
[00:10:39.900 --> 00:10:41.600]  雖然房子也有一段時間
[00:10:41.600 --> 00:10:44.300]  才能夠清除塑膠、燒焦的味道
[00:10:45.100 --> 00:10:45.700]  我都沒事
[00:10:45.700 --> 00:10:47.900]  很多這些事情不斷在發生
[00:10:47.900 --> 00:10:50.900]  在阻撓我們能夠專心侍奉神
[00:10:50.900 --> 00:10:53.600]  神讓身邊的事情來發生
[00:10:53.600 --> 00:10:56.200]  就好像當天的敵人來三番四次
[00:10:56.200 --> 00:11:03.000]  來嘗試去挑剔、挑戰、挑釁、起迷
[00:11:03.000 --> 00:11:05.200]  將祂拉離開祂的崗位
[00:11:05.200 --> 00:11:07.600]  身邊我們發生的事情我們都不想
[00:11:07.600 --> 00:11:09.600]  無論發生在自己身上也好
[00:11:09.600 --> 00:11:12.200]  親戚朋友身上也好
[00:11:13.700 --> 00:11:17.000]  敵人就在用諸般的、邪惡的方法
[00:11:17.000 --> 00:11:21.700]  來阻止我們能夠盡心在神的家、神的事上面
[00:11:21.700 --> 00:11:24.400]  四次都請不到祢
[00:11:24.400 --> 00:11:25.100]  那怎麼辦呢?
[00:11:25.100 --> 00:11:26.300]  終於他們去到第五次了
[00:11:26.300 --> 00:11:28.500]  我們說三番四次
[00:11:28.500 --> 00:11:29.600]  這裡是四番五次
[00:11:29.600 --> 00:11:31.600]  來出正軌跡去做
[00:11:31.600 --> 00:11:35.100]  第五次就不是單單去派一個人帶口信
[00:11:35.100 --> 00:11:37.600]  派一個使者帶一封信
[00:11:37.600 --> 00:11:38.500]  不是一個口信
[00:11:38.500 --> 00:11:39.500]  帶一封信
[00:11:39.500 --> 00:11:40.900]  聖經裡面很奇怪
[00:11:40.900 --> 00:11:43.900]  帶一封未曾封的信
[00:11:43.900 --> 00:11:46.400]  什麼叫做一封未曾封的信?
[00:11:46.400 --> 00:11:49.600]  有沒有人試過寄一封信出去不封口的?
[00:11:49.600 --> 00:11:52.200]  不記得的就會有
[00:11:52.200 --> 00:11:55.300]  不封口就會被人看到裡面的內容
[00:11:55.300 --> 00:11:58.600]  敵人特地叫使者帶一封未封口的信
[00:11:58.600 --> 00:11:59.600]  去給尼希米
[00:11:59.600 --> 00:12:00.600]  意思就是告訴祂
[00:12:00.600 --> 00:12:01.500]  尼希米,你知道嗎?
[00:12:01.500 --> 00:12:03.400]  信裡面所說的東西不再是一個秘密
[00:12:03.400 --> 00:12:06.000]  不再是我和祢之間的秘密
[00:12:06.000 --> 00:12:08.700]  不只是我和祢之間要談的一些內容
[00:12:09.200 --> 00:12:12.900]  而是我連我的信差都知道裡面所說的是什麼
[00:12:12.900 --> 00:12:14.600]  不再是一個秘密
[00:12:14.600 --> 00:12:18.500]  這封信裡面所說的是什麼呢?
[00:12:18.500 --> 00:12:22.600]  複雜的情況
[00:12:22.600 --> 00:12:26.100]  情況不單止是敵人在外面來上司
[00:12:26.100 --> 00:12:27.800]  去攻入這個群體裡面
[00:12:27.800 --> 00:12:30.300]  不單止是外面的力量來上司
[00:12:30.300 --> 00:12:31.400]  去破壞他們的工程
[00:12:31.400 --> 00:12:32.900]  接著我們來看第二部分
[00:12:32.900 --> 00:12:36.600]  就是複雜情況是發生在裡面的情況
[00:12:37.200 --> 00:12:40.200]  個人的名聲去到很個人的層面
[00:12:40.200 --> 00:12:43.800]  我們一起看看這封信裡面所說的是什麼
[00:12:43.800 --> 00:12:47.900]  信裡面寫著
[00:12:47.900 --> 00:12:51.800]  外面的國家很多的風聲正在傳
[00:12:51.800 --> 00:12:54.900]  連阿拉伯人基善也是這樣說的
[00:12:54.900 --> 00:12:58.100]  你,尼希米,和猶太人準備謀反
[00:12:58.100 --> 00:13:01.000]  所以你們要建造城牆
[00:13:01.000 --> 00:13:02.200]  因為你們準備謀反
[00:13:02.200 --> 00:13:04.900]  你建造你以色列人主要的城市
[00:13:04.900 --> 00:13:06.800]  以色列主要的城市
[00:13:06.800 --> 00:13:08.800]  以色列城,你們要造反
[00:13:08.800 --> 00:13:10.800]  他還說
[00:13:10.800 --> 00:13:12.900]  你要做他們的王
[00:13:12.900 --> 00:13:14.600]  你派先知在色列
[00:13:14.600 --> 00:13:17.300]  來嘗試說一些預言
[00:13:17.300 --> 00:13:18.300]  說以色列城
[00:13:18.300 --> 00:13:20.400]  猶太人將會有個王出來
[00:13:20.400 --> 00:13:23.600]  將會有個猶大的王出來
[00:13:23.600 --> 00:13:27.900]  你,尼希米,你準備搞事
[00:13:27.900 --> 00:13:29.600]  你準備搞大事
[00:13:29.600 --> 00:13:30.800]  你準備做王
[00:13:30.800 --> 00:13:34.300]  他們嘗試去心理戰術
[00:13:34.300 --> 00:13:35.500]  刺激尼希米
[00:13:36.200 --> 00:13:37.100]  心理戰術
[00:13:37.100 --> 00:13:39.800]  直攻尼希米的內心深處
[00:13:39.800 --> 00:13:41.800]  破壞他的名聲
[00:13:41.800 --> 00:13:44.400]  名聲對尼希米為什麼會這麼重要
[00:13:44.400 --> 00:13:47.200]  他只不過是在帶領以色列文明
[00:13:47.200 --> 00:13:48.400]  來建造城牆而已
[00:13:48.400 --> 00:13:49.800]  不要忘記
[00:13:49.800 --> 00:13:51.200]  尼希米是誰
[00:13:51.200 --> 00:13:54.100]  王面前的酒精
[00:13:54.100 --> 00:13:56.300]  他是王面前的酒精
[00:13:56.300 --> 00:13:58.400]  是王一百分之一百信任的酒精
[00:13:58.400 --> 00:14:01.100]  王要不讓人用食物來害他
[00:14:01.100 --> 00:14:03.600]  就經過一個完全信任的尼希米
[00:14:03.600 --> 00:14:05.400]  試用過所有酒食
[00:14:06.900 --> 00:14:07.600]  沒有事
[00:14:07.600 --> 00:14:09.600]  王就有信心來享用
[00:14:09.600 --> 00:14:13.300]  本來是王完全一百分之一百相信的酒精
[00:14:13.300 --> 00:14:13.900]  尼希米
[00:14:13.900 --> 00:14:16.900]  在這個時候敵人就嘗試去破壞他的名聲
[00:14:16.900 --> 00:14:20.600]  尼希米絕對需要去守住他的名聲
[00:14:20.600 --> 00:14:24.100]  守住他在王面前的信任
[00:14:24.100 --> 00:14:27.200]  不然分分鐘連命都沒有了
[00:14:27.200 --> 00:14:32.500]  尼希米知道這個信息對他來說有多重要
[00:14:34.800 --> 00:14:36.800]  我們用我們的近視眼看我們自己
[00:14:36.800 --> 00:14:39.100]  今天我們記的事情對我們有多重要
[00:14:39.100 --> 00:14:43.200]  我們所記掛的事情究竟有什麼是這麼重要
[00:14:43.200 --> 00:14:47.100]  有什麼是這麼重要
[00:14:47.100 --> 00:14:54.500]  如果要將我們抽離開我們所記掛的事情
[00:14:54.500 --> 00:14:56.000]  無論是我們家庭
[00:14:56.000 --> 00:14:57.700]  我們的工作
[00:14:57.700 --> 00:15:00.000]  我們的事業
[00:15:00.000 --> 00:15:01.700]  我們的身體
[00:15:01.700 --> 00:15:03.800]  各方面都好
[00:15:04.700 --> 00:15:06.300]  魔鬼究竟有什麼可以做
[00:15:06.300 --> 00:15:08.600]  來將我們的注意力
[00:15:08.600 --> 00:15:10.200]  將我們的精神
[00:15:10.200 --> 00:15:11.700]  將我們的時間
[00:15:11.700 --> 00:15:13.500]  抽離了
[00:15:13.500 --> 00:15:16.500]  你想想你身邊所要做的事情
[00:15:16.500 --> 00:15:18.300]  手上所要完成的事情
[00:15:18.300 --> 00:15:21.200]  有什麼可以拿走你的注意力
[00:15:21.200 --> 00:15:27.200]  有沒有人試過公司要你加班做事
[00:15:27.200 --> 00:15:29.900]  我們每一個都試過是吧
[00:15:29.900 --> 00:15:32.300]  我們在隔壁做了四十年的事
[00:15:32.300 --> 00:15:33.400]  其中有兩年
[00:15:33.400 --> 00:15:34.300]  只有兩年而已
[00:15:34.700 --> 00:15:36.600]  同一時間做了兩份全職工作
[00:15:36.600 --> 00:15:38.900]  兩份全職工作
[00:15:38.900 --> 00:15:40.200]  我就很明白
[00:15:40.200 --> 00:15:43.200]  當我將一星期做了六十多個小時
[00:15:43.200 --> 00:15:45.400]  放在兩個不同的工作裡面
[00:15:45.400 --> 00:15:48.000]  其實剩下來是沒有時間去照顧家庭
[00:15:48.000 --> 00:15:50.600]  每天上班
[00:15:50.600 --> 00:15:52.600]  下班就去夜班
[00:15:52.600 --> 00:15:54.500]  回到家十點之後
[00:15:54.500 --> 00:15:56.100]  十一點小孩就睡覺了
[00:15:56.100 --> 00:15:58.000]  翌日起床就回到班
[00:15:58.000 --> 00:15:59.700]  晚上回到夜班
[00:15:59.700 --> 00:16:02.400]  週末星期六的時候就回到夜班那份工作
[00:16:03.400 --> 00:16:05.300]  同一時間回到班原來是這麼辛苦的
[00:16:05.300 --> 00:16:07.000]  但是為了什麼呢
[00:16:07.000 --> 00:16:10.000]  讓手上多一點的收入
[00:16:10.000 --> 00:16:11.600]  多一點的積蓄
[00:16:11.600 --> 00:16:13.900]  就放下了能夠好好地
[00:16:13.900 --> 00:16:16.300]  和家人相處的兩年的時間
[00:16:16.300 --> 00:16:18.200]  我不知道你有沒有類似的經歷
[00:16:18.200 --> 00:16:23.200]  最近外父在醫院留醫一段時間
[00:16:23.200 --> 00:16:24.500]  很多大醫院店員都知道
[00:16:24.500 --> 00:16:26.900]  本來我只需要半個小時的時間
[00:16:26.900 --> 00:16:27.900]  就可以去探望他
[00:16:27.900 --> 00:16:29.800]  過去這幾個禮拜
[00:16:29.800 --> 00:16:31.800]  他就搬去另一個醫院
[00:16:32.200 --> 00:16:33.500]  去遠很多的地方
[00:16:33.500 --> 00:16:35.000]  一程去探望他
[00:16:35.000 --> 00:16:36.100]  是需要一個小時的時間
[00:16:36.100 --> 00:16:38.700]  來回就需要兩個小時的時間
[00:16:38.700 --> 00:16:41.100]  加上在醫院逗留的時間
[00:16:41.100 --> 00:16:45.100]  有時候又要和外母去吃午餐的時間
[00:16:45.100 --> 00:16:46.900]  每一次探望是三四個小時的時間
[00:16:46.900 --> 00:16:48.200]  不可以就利用我們心裡面
[00:16:48.200 --> 00:16:50.800]  記掛一些抓我們緊要的親人
[00:16:50.800 --> 00:16:52.200]  我們關心的親人
[00:16:52.200 --> 00:16:55.100]  就讓這些不同的事情
[00:16:55.100 --> 00:16:59.500]  來去抓取我們所能夠運用的精神和時間
[00:17:00.100 --> 00:17:02.300]  每一次去探病的時候
[00:17:02.300 --> 00:17:04.700]  三四個小時最少了
[00:17:04.700 --> 00:17:07.500]  我們有多少個三四個小時來去運用呢
[00:17:07.500 --> 00:17:09.700]  又或者
[00:17:09.700 --> 00:17:11.200]  不要在你手上
[00:17:11.200 --> 00:17:13.100]  將你能夠運用的金錢
[00:17:13.100 --> 00:17:14.400]  拿走了
[00:17:14.400 --> 00:17:17.900]  我不知道你投資有多少個失敗的機會
[00:17:17.900 --> 00:17:20.700]  又或者其實
[00:17:20.700 --> 00:17:22.200]  如果投資成功
[00:17:22.200 --> 00:17:25.200]  不要同樣把心放在心裡面
[00:17:25.200 --> 00:17:26.500]  投資成功
