
[00:00:00.000 --> 00:00:02.980]  今天我們思想到一個題目
[00:03:07.740 --> 00:03:09.620]  所以第一方面就是
[00:03:09.620 --> 00:03:12.860]  基督徒和政府的關係
[00:03:12.860 --> 00:03:18.160]  一般來說我們是看政府不是一個
[00:03:18.160 --> 00:03:24.780]  就是與神敵對的一個機構
[00:03:24.780 --> 00:03:28.080]  政府本身在某些條件之下
[00:03:28.080 --> 00:03:30.580]  基本上其實它都是神所設立的
[00:03:30.580 --> 00:03:32.160]  是神所命定
[00:03:32.160 --> 00:03:35.340]  那你就會問究竟政府的目的是甚麼呢?
[00:03:35.340 --> 00:03:36.440]  神設立政府
[00:03:36.440 --> 00:03:39.220]  這裏都講得很清楚的
[00:03:39.220 --> 00:03:41.940]  「做官的原不是叫行善的懼怕
[00:03:41.940 --> 00:03:43.540]  乃是叫作惡的懼怕
[00:03:43.540 --> 00:03:45.460]  你願意不懼怕掌權的嗎?
[00:03:45.460 --> 00:03:48.300]  你只要行善就可以得他的稱讚
[00:03:48.300 --> 00:03:50.140]  因為他是神的用人
[00:03:50.140 --> 00:03:51.820]  是於你有益的
[00:03:51.820 --> 00:03:53.980]  你若作惡卻當懼怕
[00:03:53.980 --> 00:03:56.100]  因為他不是空空地配劍
[00:03:56.100 --> 00:03:57.300]  他是神的用人
[00:03:57.300 --> 00:03:58.180]  是申冤的
[00:03:58.180 --> 00:04:01.100]  刑罰那作惡的」
[00:04:01.100 --> 00:04:03.660]  這裏它就講得很清楚
[00:04:03.660 --> 00:04:05.300]  政府是有一個目的的
[00:04:05.300 --> 00:04:08.460]  而神設立政府也是要達成這個目的
[00:04:08.460 --> 00:04:12.860]  這個目的就是賞善罰惡
[00:04:12.860 --> 00:04:17.300]  維持社會的秩序和治安
[00:04:17.300 --> 00:04:19.900]  這個就是政府存在的目的
[00:04:19.900 --> 00:04:27.140]  這個觀念基本上在西方的政治學裏面
[00:04:27.140 --> 00:04:30.820]  很早就已經有人提出
[00:04:30.820 --> 00:04:33.580]  就是說政府的存在
[00:04:33.580 --> 00:04:41.460]  其實是幫助社會可以有秩序的運作
[00:04:41.460 --> 00:04:44.340]  政府的存在不是要來壓榨人民的
[00:04:44.340 --> 00:04:48.100]  政府的存在不是有些人有了權力之後
[00:04:48.100 --> 00:04:52.740]  就組織起來繼續去鞏固他的權力
[00:04:52.740 --> 00:04:58.380]  政府之所以是被神設立的目的
[00:04:58.380 --> 00:05:01.940]  就是因為神希望用政府來做一個
[00:05:01.940 --> 00:05:07.700]  在世上管治賞善罰惡的群體
[00:05:07.700 --> 00:05:08.940]  你想像一下
[00:05:08.940 --> 00:05:10.220]  其實如果沒有
[00:05:10.220 --> 00:05:11.940]  可能你這樣講政府的時候
[00:05:11.940 --> 00:05:13.220]  你很難去想像
[00:05:13.220 --> 00:05:15.060]  但是你想像一下如果沒有政府的時候
[00:05:15.060 --> 00:05:17.980]  這個世界會是一個什麼樣的世界呢?
[00:05:17.980 --> 00:05:21.580]  其實就好像那些牛仔片的那些狀況
[00:05:21.580 --> 00:05:24.100]  如果有人得罪了你
[00:05:24.100 --> 00:05:27.140]  你就拿支槍出來跟他決鬥
[00:05:27.140 --> 00:05:30.540]  或者你去找人來殺他
[00:05:30.540 --> 00:05:33.940]  或者你不夠惡的
[00:05:33.940 --> 00:05:34.820]  就沒辦法了
[00:05:34.820 --> 00:05:37.140]  就被那些惡人
[00:05:37.140 --> 00:05:40.780]  他們槍多或者人多或者好打一些
[00:05:40.780 --> 00:05:44.300]  就被人來壓制你
[00:05:44.300 --> 00:05:49.820]  在以前那些無政府狀態的西部社會
[00:05:49.820 --> 00:05:54.260]  就是那些西部牛仔片的就是這樣的了
[00:05:54.260 --> 00:06:00.100]  這個正正就是神不想見到的景象
[00:06:00.100 --> 00:06:04.980]  當如果人類社會或者人活在世上
[00:06:04.980 --> 00:06:08.020]  只是無約束地
[00:06:08.020 --> 00:06:12.300]  某一個有權力的機構來去受約束
[00:06:12.300 --> 00:06:13.860]  去懲罰那些惡人
[00:06:13.860 --> 00:06:17.780]  去保護一些善良的人的時候
[00:06:17.780 --> 00:06:21.780]  整個社會很容易就陷入了一種混亂
[00:06:21.780 --> 00:06:25.100]  沒有秩序的無政府狀態
[00:06:25.100 --> 00:06:27.220]  那些惡的人
[00:06:27.220 --> 00:06:29.020]  因為人是有罪惡的
[00:06:29.020 --> 00:06:31.860]  惡的人就會越來越惡了
[00:06:31.860 --> 00:06:33.140]  因為他越惡的時候
[00:06:33.140 --> 00:06:35.980]  他就可以越得到他所要的東西
[00:06:35.980 --> 00:06:37.860]  不擇手段都可以的
[00:06:37.860 --> 00:06:39.860]  而沒有人去制止他
[00:06:39.860 --> 00:06:42.140]  沒有人去限制他
[00:06:42.140 --> 00:06:46.420]  這樣這個社會就越來越混亂
[00:06:46.420 --> 00:06:49.620]  這個正正就是神不想見到
[00:06:49.620 --> 00:06:53.140]  所以神設立政府的目的
[00:06:53.140 --> 00:06:55.020]  其實在某方面來說
[00:06:55.020 --> 00:06:59.060]  就是其實在一個公眾秩序的當中
[00:06:59.060 --> 00:07:02.860]  就是做一個好像是維持秩序的人
[00:07:02.860 --> 00:07:05.380]  政府的角色不是要來剝削人民的
[00:07:05.380 --> 00:07:08.100]  政府的角色不是要來
[00:07:08.100 --> 00:07:11.140]  嚇管管制人民的
[00:07:11.140 --> 00:07:13.460]  政府的角色也都不是要來
[00:07:13.460 --> 00:07:15.380]  來去將人民
[00:07:15.380 --> 00:07:20.340]  來去在他們身上去拿人民所得到的利益
[00:07:20.340 --> 00:07:23.180]  來去歸於自己來去使用
[00:07:23.180 --> 00:07:25.180]  政府的角色扮演著
[00:07:25.180 --> 00:07:26.500]  簡單來說
[00:07:26.500 --> 00:07:31.100]  根據聖經最原始政府的角色
[00:07:31.100 --> 00:07:33.820]  就是他要維持著社會的秩序
[00:07:33.820 --> 00:07:35.740]  而在維持社會的秩序當中
[00:07:35.740 --> 00:07:40.220]  當然就要懲罰那些犯法
[00:07:40.220 --> 00:07:41.740]  搞亂秩序的人
[00:07:41.740 --> 00:07:47.340]  也都是將那些善良的人來保護
[00:07:47.340 --> 00:07:49.820]  這個就是政府的角色
[00:07:49.820 --> 00:07:55.140]  事實上這個政府的角色和聖經一般來說
[00:07:55.140 --> 00:07:58.780]  人性是絕對的吻合的
[00:07:58.780 --> 00:08:02.100]  就是當人犯罪墮落的時候
[00:08:02.100 --> 00:08:08.020]  人性是有邪惡、有醜惡的
[00:08:08.020 --> 00:08:13.580]  而人性的邪惡如果沒有受到約束的時候
[00:08:13.580 --> 00:08:15.860]  破壞是可以很大
[00:08:15.860 --> 00:08:19.820]  而且會不斷來去擴大的時候
[00:08:19.820 --> 00:08:21.580]  破壞就會越來越大
[00:08:21.580 --> 00:08:24.460]  所以政府扮演著的角色
[00:08:24.460 --> 00:08:29.740]  就好像他做了神的一個糾察
[00:08:29.740 --> 00:08:32.420]  做了神的用人
[00:08:32.420 --> 00:08:37.380]  就是做了神的一個維持秩序的使者
[00:08:37.380 --> 00:08:42.380]  去限制著人性敗壞的擴展
[00:08:42.380 --> 00:08:45.900]  沒錯 有些人性的敗壞是政府無法限制的
[00:08:45.900 --> 00:08:47.380]  譬如舉例來說
[00:08:47.380 --> 00:08:49.180]  你色情那樣
[00:08:49.180 --> 00:08:55.020]  你去上一些奸淫的東西
[00:08:55.020 --> 00:08:58.260]  政府當然無法限制你的思想
[00:08:58.260 --> 00:09:01.260]  但是政府為了這些色情的東西
[00:09:01.260 --> 00:09:05.660]  不需要那麼氾濫到影響整個社會
[00:09:05.660 --> 00:09:07.220]  政府可能做一些限制
[00:09:07.220 --> 00:09:11.500]  譬如那些兒童色情的網站要關閉
[00:09:11.500 --> 00:09:17.300]  一些賣人事業的東西要受監管
[00:09:17.300 --> 00:09:23.060]  或者是一些色情非常離譜嚴重的
[00:09:23.060 --> 00:09:27.180]  他就會去打擊
[00:09:27.180 --> 00:09:29.660]  這個是政府扮演著的角色
[00:09:29.660 --> 00:09:32.940]  政府不能夠取代神
[00:09:32.940 --> 00:09:35.420]  人的罪 譬如剛才所說的例子
[00:09:35.420 --> 00:09:37.540]  色情的罪 淫念的罪
[00:09:37.540 --> 00:09:40.020]  只有神才可以改變
[00:09:40.020 --> 00:09:42.620]  我們不能奢望政府可以改變人性
[00:09:42.620 --> 00:09:44.620]  政府是不可能改變人性的
[00:09:44.620 --> 00:09:49.180]  有些政府之所以做到過龍
[00:09:49.180 --> 00:09:51.060]  就是因為他想做神的角色
[00:09:51.060 --> 00:09:52.500]  想改變人性
[00:09:52.500 --> 00:09:55.140]  好像將人改造
[00:09:55.140 --> 00:09:58.580]  其實這根本是注定失敗 沒有可能
[00:09:58.580 --> 00:10:01.100]  但是政府所做的就是
[00:10:01.100 --> 00:10:03.060]  在有限的範圍之內
[00:10:03.060 --> 00:10:10.140]  不讓那些罪惡不斷去滋生、去助長
[00:10:10.140 --> 00:10:13.380]  這個是政府所扮演著的角色
[00:10:13.380 --> 00:10:15.900]  所以就是說政府就是神的用人
[00:10:15.900 --> 00:10:16.780]  就是這樣的意思
[00:10:16.780 --> 00:10:19.340]  這個就是政府的目的
[00:10:19.340 --> 00:10:21.140]  當然政府有其他
[00:10:21.140 --> 00:10:23.300]  在現代社會越來越複雜的時候
[00:10:23.300 --> 00:10:25.620]  當然政府也有其他的目的
[00:10:25.620 --> 00:10:27.380]  但是這個是最主要的目的
[00:10:27.380 --> 00:10:30.020]  所以政府是稱為神的用人
[00:10:30.020 --> 00:10:35.820]  但是這個上善罰惡 管轄著大家一起共同生活
[00:10:35.820 --> 00:10:43.180]  公共空間領域的秩序的可以這樣說 維持者
[00:10:43.180 --> 00:10:47.060]  當政府是一個這樣的角色之下
[00:10:47.060 --> 00:10:49.180]  公民是有責任的
[00:10:49.180 --> 00:10:50.780]  在一個這樣的角色之下
[00:10:50.780 --> 00:10:53.700]  有政府也有公民
[00:10:53.700 --> 00:10:56.500]  公民呢 這裡就這麼說
[00:10:56.500 --> 00:11:00.300]  所以抗拒掌權的 就是抗拒神的命
[00:11:00.300 --> 00:11:02.140]  抗拒的 必自取刑罰
[00:11:02.140 --> 00:11:03.980]  所以你們必須信服
[00:11:03.980 --> 00:11:08.660]  不但是因為刑罰 也是因為良心
[00:11:08.660 --> 00:11:10.860]  所以公民的責任
[00:11:10.860 --> 00:11:13.740]  作為基督徒都不會逃避的
[00:11:13.740 --> 00:11:15.500]  有些人以為做了基督徒之後
[00:11:15.500 --> 00:11:16.900]  我就是天國的國民了
[00:11:16.900 --> 00:11:18.820]  所以地上的政府
[00:11:18.820 --> 00:11:22.820]  我就跟他仁至義盡 一刀兩斷
[00:11:22.820 --> 00:11:24.580]  其實不是這樣的
[00:11:24.580 --> 00:11:26.460]  我們仍然活在世上
[00:11:26.460 --> 00:11:30.980]  政府既然是神所設立的一個
[00:11:30.980 --> 00:11:35.580]  好像做神用人的角色的時候
[00:11:35.580 --> 00:11:38.100]  當然這個用人不是完美的用人來的
[00:11:38.100 --> 00:11:39.660]  政府也有它的腐敗的
[00:11:39.660 --> 00:11:43.100]  政府有時候管一些的罪 或者什麼
[00:11:43.100 --> 00:11:45.900]  其實有時候立一些法 其實都
[00:11:45.900 --> 00:11:47.700]  可能那些罪惡都
[00:11:47.700 --> 00:11:52.380]  甚至不單止不收緊 反而要放寬
[00:11:52.380 --> 00:11:54.460]  有時候政府都會錯的
[00:11:54.460 --> 00:11:56.860]  它不是一個完美的用人
[00:11:56.860 --> 00:11:58.580]  但是你明白
[00:11:58.580 --> 00:12:00.700]  不是一個完美的用人
[00:12:00.700 --> 00:12:02.820]  不代表神不會用的
[00:12:02.820 --> 00:12:03.420]  是不是?
[00:12:03.420 --> 00:12:05.180]  所以這樣的時候
[00:12:05.180 --> 00:12:06.940]  公民呢
[00:12:06.940 --> 00:12:10.380]  我們做基督徒仍然都有著
[00:12:10.380 --> 00:12:13.340]  信服政府這個公民責任
[00:12:13.340 --> 00:12:15.220]  基本上在一般情況之下
[00:12:15.220 --> 00:12:17.540]  我們要信服政府的
[00:12:17.540 --> 00:12:18.860]  所以一開始第一個說話
[00:12:18.860 --> 00:12:21.900]  「在上有權命的人 當信服他」
[00:12:21.900 --> 00:12:25.380]  我們要信服政府是我們的公民責任
[00:12:25.380 --> 00:12:27.900]  政府立的條例
[00:12:27.900 --> 00:12:33.700]  如果不是跟我們的信仰違背
[00:12:33.700 --> 00:12:38.460]  不是跟我們剛才所說的公義的原則違背的時候
[00:12:38.460 --> 00:12:41.860]  我們要因為良心的緣故要信服的
[00:12:41.860 --> 00:12:45.380]  你有沒有想過基督徒要信服政府的
[00:12:45.380 --> 00:12:47.820]  或者這麼說 去做一個守法
[00:12:47.820 --> 00:12:53.100]  基督徒要守法的那個位置
[00:12:53.100 --> 00:12:58.140]  是明明是雖然空了
[00:12:58.140 --> 00:13:02.300]  但是那個位置是留給傷殘人士的
[00:13:02.300 --> 00:13:04.140]  那個規矩就是在那裡的時候
[00:13:04.140 --> 00:13:04.940]  我做基督徒
[00:13:04.940 --> 00:13:07.180]  我做一個守法的人
[00:13:07.180 --> 00:13:09.820]  我就不會坐那個位置
[00:13:09.820 --> 00:13:11.660]  是不是?
[00:13:11.660 --> 00:13:17.660]  當這一切是因為政府的命令
[00:13:17.660 --> 00:13:20.020]  而這些政府的命令如果是合理的時候
[00:13:20.020 --> 00:13:22.460]  或者是跟我的信仰
[00:13:22.460 --> 00:13:27.580]  跟那個公義的標準是沒有違背的時候
[00:13:27.580 --> 00:13:28.860]  我們是要信服的
[00:13:28.860 --> 00:13:32.020]  有時候是會帶給你不方便的
[00:13:32.020 --> 00:13:34.540]  有時候你不做一些事
[00:13:34.540 --> 00:13:36.460]  違背政府的命令
[00:13:36.460 --> 00:13:42.260]  是帶給你可能一些很容易的方便
[00:13:42.260 --> 00:13:45.380]  但是因為要服從的緣故
[00:13:45.380 --> 00:13:47.620]  你可能做多了一些事
[00:13:47.620 --> 00:13:49.900]  可能帶來一些不方便
[00:13:49.900 --> 00:13:52.180]  可能是做了一些事
[00:13:52.180 --> 00:13:56.660]  是令到你自己可能是麻煩多了一些
[00:13:56.660 --> 00:13:58.940]  但是我們因為良心的緣故
[00:13:58.940 --> 00:14:02.700]  我們要信服這樣做
[00:14:02.700 --> 00:14:05.140]  不是因為刑罰的緣故
[00:14:05.140 --> 00:14:10.180]  有時候那輛車在那裡明明是不能停泊的
[00:14:10.180 --> 00:14:14.300]  但是你選擇不停泊在那裡
[00:14:14.300 --> 00:14:15.700]  或者你選擇停泊在那裡
[00:14:15.700 --> 00:14:16.900]  不停泊在那裡
[00:14:16.900 --> 00:14:18.220]  很多人就在想
[00:14:18.220 --> 00:14:19.500]  會不會有警察抄牌呢?
[00:14:19.500 --> 00:14:21.460]  如果沒有警察抄牌我就停泊了
[00:14:21.460 --> 00:14:23.980]  雖然那裡不能停泊我也會照樣停泊
[00:14:23.980 --> 00:14:28.900]  但是因為信服的緣故
[00:14:28.900 --> 00:14:30.940]  即使那裡沒有警察抄牌
[00:14:30.940 --> 00:14:32.460]  我都選擇不停泊在那裡
[00:14:32.460 --> 00:14:34.340]  我寧願停泊遠一點
[00:14:34.340 --> 00:14:36.660]  我會不會這樣做呢?
[00:14:36.660 --> 00:14:38.380]  當看到《聖經》的時候
[00:14:38.380 --> 00:14:40.020]  都給我自己一些反省
[00:14:40.020 --> 00:14:42.740]  有時候其實都有這樣的試探的
[00:14:42.740 --> 00:14:46.500]  我記得我那時候照顧女兒的時候
[00:14:46.500 --> 00:14:51.100]  放學那裡一直沒有停車場
[00:14:51.100 --> 00:14:53.100]  又不能讓你停車在那裡等
[00:14:53.100 --> 00:14:55.900]  但是對面有一條街
[00:14:55.900 --> 00:14:58.940]  基本上那個時間有個牌就不讓你泊車
[00:14:58.940 --> 00:15:02.700]  但是如果在那裡等就方便很多
[00:15:02.700 --> 00:15:05.820]  我人就坐在車上的時候
[00:15:05.820 --> 00:15:07.980]  基本上警察都不會來抄牌
[00:15:07.980 --> 00:15:08.900]  我就看了
[00:15:08.900 --> 00:15:12.540]  就算警察走過來的時候想抄牌我就走了
[00:15:12.540 --> 00:15:18.580]  但是有時候我都泊過在那裡的
[00:15:18.580 --> 00:15:21.580]  但是後來看到這件《聖經》的時候
[00:15:21.580 --> 00:15:25.340]  師母也提醒我不要這樣做
[00:15:25.340 --> 00:15:27.900]  其實我都想其實真的不對
[00:15:27.900 --> 00:15:30.100]  我泊過在那裡我真的不對
[00:15:30.100 --> 00:15:34.020]  因為即使好像那個牌又不會影響
[00:15:34.020 --> 00:15:35.220]  又沒有抄牌
[00:15:35.220 --> 00:15:36.460]  又不會阻礙交通
[00:15:36.460 --> 00:15:38.380]  又不會有什麼刑罰
[00:15:38.380 --> 00:15:40.180]  但是因為良心的緣故
[00:15:40.180 --> 00:15:41.860]  基督徒因為要為
[00:15:41.860 --> 00:15:43.460]  不僅僅是為了刑罰
[00:15:43.460 --> 00:15:45.220]  是因為良心的緣故
[00:15:45.220 --> 00:15:47.420]  我們要做一些對的事情
[00:15:47.420 --> 00:15:48.900]  我們要讓人看到
[00:15:48.900 --> 00:15:52.220]  即使是帶給自己的不方便
[00:15:52.220 --> 00:15:54.820]  但是如果那個是對的事情的時候
[00:15:54.820 --> 00:15:56.380]  即使是不方便
[00:15:56.380 --> 00:15:58.220]  我都要遵守
[00:15:58.220 --> 00:15:59.660]  我都要遵守規矩
[00:15:59.660 --> 00:16:01.620]  我都要守法例
[00:16:01.620 --> 00:16:07.340]  這個基督徒所應該有對社會的見證
[00:16:07.340 --> 00:16:10.220]  人看到我們是一個守法的人
[00:16:10.220 --> 00:16:11.940]  這是我們的見證
[00:16:11.940 --> 00:16:15.380]  這是我們對神有清潔的良心
[00:16:15.380 --> 00:16:18.740]  第二方面當然就是納稅
[00:16:18.740 --> 00:16:21.300]  「你們納糧的也為這個緣故
[00:16:21.300 --> 00:16:22.740]  因為他們是神的差役
[00:16:22.740 --> 00:16:24.140]  常常特管這事
[00:16:24.140 --> 00:16:27.060]  凡人所當得的就當給他
[00:16:27.060 --> 00:16:28.620]  當得糧的給他納糧
[00:16:28.620 --> 00:16:30.180]  當得稅的給他上稅
[00:16:30.180 --> 00:16:31.540]  當懼怕的懼怕他
[00:16:31.540 --> 00:16:33.580]  當恭敬的恭敬他」
[00:16:33.580 --> 00:16:35.460]  第二樣東西當然就是納稅
[00:16:35.460 --> 00:16:39.460]  羅馬當時都會抽公民的稅
[00:16:39.460 --> 00:16:41.500]  事實上納稅這件事
[00:16:41.500 --> 00:16:44.300]  我想大家我們現在都有納過
[00:16:44.300 --> 00:16:45.860]  其實這個就不需要多說
[00:16:45.860 --> 00:16:46.620]  我們都會做
[00:16:46.620 --> 00:16:48.780]  但有一件事不知道你有沒有想過
[00:16:48.780 --> 00:16:50.860]  如果你說我納了稅
[00:16:50.860 --> 00:16:53.860]  政府要用在不當的地方又如何呢?
[00:16:53.860 --> 00:16:56.060]  那我就不納稅了
[00:16:56.060 --> 00:16:58.220]  不知道你有沒有想過
[00:16:58.220 --> 00:17:01.620]  事實上當時都有一些基督徒
[00:17:01.620 --> 00:17:08.660]  都是面對這樣的一個掙扎的
[00:17:08.660 --> 00:17:12.260]  舉例來說羅馬是經常打仗的
[00:17:12.260 --> 00:17:14.780]  我們納了稅
[00:17:14.780 --> 00:17:18.220]  羅馬一定是用了一些錢來做軍費
[00:17:18.220 --> 00:17:20.740]  去打其他國家
[00:17:20.740 --> 00:17:24.220]  基督徒特別是和平主義者
[00:17:24.220 --> 00:17:27.100]  他們不願意去參與這些打仗
[00:17:27.100 --> 00:17:28.580]  我給錢納稅
[00:17:28.580 --> 00:17:31.020]  即是間接支持軍隊去打仗
[00:17:31.020 --> 00:17:32.140]  那又如何呢?
[00:17:32.140 --> 00:17:37.100]  所以基督徒的掙扎究竟是否要納稅呢?
[00:17:37.100 --> 00:17:39.900]  那本來就說其實都要納的
[00:17:39.900 --> 00:17:41.900]  都要納
[00:17:41.900 --> 00:17:45.180]  因為那個稅不是只是用來打仗
[00:17:45.180 --> 00:17:46.700]  還有其他東西的
[00:17:46.700 --> 00:17:50.180]  我們其實政府做的事
[00:17:50.180 --> 00:17:55.740]  我們永遠都不會100%支持的
[00:17:55.740 --> 00:17:57.940]  永遠都不會100%政府做的事
[00:17:57.940 --> 00:17:58.740]  所有你都支持
[00:17:58.740 --> 00:18:00.420]  如果政府所有做的事
[00:18:00.420 --> 00:18:02.300]  你都心甘情願
[00:18:02.300 --> 00:18:05.500]  完全100%去擁護去支持的
[00:18:05.500 --> 00:18:07.300]  那這個就是一個完美的世界
[00:18:07.300 --> 00:18:09.300]  但事實上就不是的
[00:18:09.300 --> 00:18:10.140]  政府做的事
[00:18:10.140 --> 00:18:11.220]  當然有些事你支持
[00:18:11.220 --> 00:18:12.780]  有些事你不支持的
[00:18:12.780 --> 00:18:14.140]  有些事你覺得它做得對
[00:18:14.140 --> 00:18:16.340]  有些事你覺得我不想它這樣做
[00:18:16.340 --> 00:18:18.340]  或者做得不對的
[00:18:18.340 --> 00:18:21.420]  所以你永遠都說要100%
[00:18:21.420 --> 00:18:23.820]  找到一個完全支持
[00:18:23.820 --> 00:18:25.940]  這樣才完全贊成的
[00:18:25.940 --> 00:18:27.740]  你才支持的政府
[00:18:27.740 --> 00:18:30.940]  這樣是不可能的
[00:18:30.940 --> 00:18:32.700]  所以保羅的意思就是
[00:18:32.700 --> 00:18:35.500]  基督徒都要納稅就是這樣的意思
[00:18:35.500 --> 00:18:40.220]  我們未必去完全同意政府所做的事
[00:18:40.220 --> 00:18:42.620]  政府作為神的用人去賞善罰惡
[00:18:42.620 --> 00:18:43.860]  剛才那些是懲罰罪惡
[00:18:43.860 --> 00:18:44.900]  管理秩序那些
[00:18:44.900 --> 00:18:46.500]  也都不是完美的
[00:18:46.500 --> 00:18:48.980]  在當時羅馬的制度當中
[00:18:48.980 --> 00:18:52.780]  都有很多不完美的
[00:18:52.780 --> 00:18:54.260]  甚至冤案都有
[00:18:54.260 --> 00:18:56.460]  耶穌自己被比拉多審那個
[00:18:56.460 --> 00:18:58.900]  已經是一個最大的冤案
[00:18:58.900 --> 00:18:59.900]  都有的
[00:18:59.900 --> 00:19:02.700]  施洗月刊都是冤案來的
[00:19:02.700 --> 00:19:06.140]  無端端被人砍了個頭
[00:19:06.140 --> 00:19:09.540]  政府都不完美了
[00:19:09.540 --> 00:19:12.100]  是不是應該要反對不信奉
[00:19:12.100 --> 00:19:14.140]  但是保羅說
[00:19:14.140 --> 00:19:15.220]  他都是神的用人
[00:19:15.220 --> 00:19:17.580]  但是大體他問
[00:19:17.580 --> 00:19:19.740]  你可以想一下大體上面
[00:19:19.740 --> 00:19:22.620]  他有沒有做那個職責
[00:19:22.620 --> 00:19:25.100]  大體上面
[00:19:25.100 --> 00:19:27.220]  他不是每一個都是完美
[00:19:27.220 --> 00:19:29.140]  正如神的僕人都不會是完美
[00:19:29.140 --> 00:19:31.220]  何況是政府
[00:19:31.220 --> 00:19:33.500]  但是在大體上面
[00:19:33.500 --> 00:19:35.100]  他有沒有做到
