
[00:00:00.000 --> 00:00:05.000]  好,我們現在回到看架構
[00:02:11.300 --> 00:02:14.660]  就將以下的《創世紀》斬了十一件
[00:02:14.660 --> 00:02:15.860]  當然其實十件而已
[00:02:15.860 --> 00:02:17.260]  因爲有一個《陶列都》
[00:02:17.260 --> 00:02:22.540]  應該在幾節之內就重複了出來
[00:02:22.540 --> 00:02:24.540]  所以我們就說它是十個
[00:02:24.540 --> 00:02:28.180]  這個《陶列都》會引一些東西
[00:02:28.180 --> 00:02:30.580]  翻譯就會挺難翻的
[00:02:30.580 --> 00:02:33.580]  比如說第一次《陶列都》出現
[00:02:33.580 --> 00:02:35.540]  是在第二章第四節
[00:02:35.540 --> 00:02:36.700]  如果你在中文翻譯
[00:02:36.700 --> 00:02:40.580]  這就是天地創造的來歷
[00:02:40.580 --> 00:02:42.140]  天地創造的歷史
[00:02:42.140 --> 00:02:43.140]  第二個《陶列都》
[00:02:43.140 --> 00:02:45.820]  除了第一個是講天地創造之外
[00:02:45.820 --> 00:02:47.700]  後面全部都是人名
[00:02:47.700 --> 00:02:49.500]  後面開始會是什麼呢?
[00:02:49.500 --> 00:02:50.940]  第五章第一節
[00:02:50.940 --> 00:02:53.540]  這是阿當後代的家譜
[00:02:53.540 --> 00:02:54.860]  通常就是這樣翻譯的
[00:02:54.860 --> 00:02:56.300]  其實是《陶列都》
[00:02:56.300 --> 00:02:58.140]  阿當的《陶列都》
[00:02:58.140 --> 00:03:00.220]  這是羅亞的後代
[00:03:00.220 --> 00:03:02.180]  就是家譜後代差不多
[00:03:02.180 --> 00:03:06.060]  這是天地創造的後代
[00:03:06.060 --> 00:03:07.900]  接着有羅亞的兒子
[00:03:07.900 --> 00:03:11.180]  閃含雅忽的後代
[00:03:11.180 --> 00:03:12.740]  這是閃的後代
[00:03:12.740 --> 00:03:14.740]  這是他拉的後代
[00:03:14.740 --> 00:03:16.420]  他拉是誰?
[00:03:16.420 --> 00:03:19.180]  阿巴拉罕的二斗
[00:03:19.180 --> 00:03:23.620]  這是拉薩的婢女
[00:03:23.620 --> 00:03:25.100]  埃及人下甲
[00:03:25.100 --> 00:03:26.620]  阿巴拉罕生兒子
[00:03:26.620 --> 00:03:28.580]  以薩馬裏的後代
[00:03:28.580 --> 00:03:30.020]  這是阿巴拉罕的兒子
[00:03:30.020 --> 00:03:31.340]  以薩的後代
[00:03:31.340 --> 00:03:33.620]  這是以薩的後代
[00:03:33.620 --> 00:03:37.100]  這是雅各的後代
[00:03:37.100 --> 00:03:38.900]  這個是很有趣的
[00:03:38.900 --> 00:03:40.580]  但是說真的
[00:03:40.580 --> 00:03:42.980]  性侶學者是搞不定的
[00:03:42.980 --> 00:03:44.860]  因爲這個東西幫不了你
[00:03:44.860 --> 00:03:48.580]  看不明白這個創世紀
[00:03:48.580 --> 00:03:50.460]  而且你會覺得很奇怪
[00:03:50.460 --> 00:03:51.620]  有些人錯過了
[00:03:51.620 --> 00:03:52.460]  比如說
[00:03:52.460 --> 00:03:53.900]  他說
[00:03:53.900 --> 00:03:55.900]  他說的是塔拉
[00:03:55.900 --> 00:03:57.980]  塔拉是阿巴拉罕的父親
[00:03:57.980 --> 00:04:01.540]  他說這是他拉的後代
[00:04:01.540 --> 00:04:04.700]  但是他沒有說這是阿巴拉罕的後代
[00:04:04.700 --> 00:04:06.780]  還有你會發現有沒有弱勢的
[00:04:06.780 --> 00:04:07.540]  有沒有的
[00:04:07.540 --> 00:04:08.660]  最後那個是雅各
[00:04:08.660 --> 00:04:10.300]  當然雅各是弱勢的兒子
[00:04:10.300 --> 00:04:12.060]  爲什麼阿巴拉罕又沒有出現
[00:04:12.060 --> 00:04:13.540]  弱勢又沒有出現
[00:04:13.540 --> 00:04:16.700]  有沒有一個更好的方法去斬呢
[00:04:16.700 --> 00:04:18.540]  當然第三個選擇是最好的
[00:04:18.540 --> 00:04:19.540]  就是我給你的
[00:04:19.540 --> 00:04:22.020]  OK
[00:04:22.020 --> 00:04:23.540]  我想告訴你
[00:04:23.540 --> 00:04:26.500]  我想介紹你用一個方法
[00:04:26.500 --> 00:04:29.940]  將創世紀斬三件
[00:04:29.940 --> 00:04:33.180]  在創世紀斬三件的中間
[00:04:33.180 --> 00:04:34.460]  是阿巴拉罕
[00:04:34.460 --> 00:04:37.460]  阿巴拉罕是整管創世紀的一個關鍵人物
[00:04:37.460 --> 00:04:39.100]  一個轉捩點
[00:04:39.100 --> 00:04:41.060]  或者一個轉捩點
[00:04:41.060 --> 00:04:43.700]  這個轉捩點的前面
[00:04:43.700 --> 00:04:46.420]  就講到人世間的墮落
[00:04:46.420 --> 00:04:47.900]  這個轉捩點的後面
[00:04:47.900 --> 00:04:51.740]  就講到救贖如何成就
[00:04:51.740 --> 00:04:54.300]  而中間最中心的故事
[00:04:54.300 --> 00:04:56.500]  就是阿巴拉罕的呼召
[00:04:56.500 --> 00:04:59.540]  認許和立約
[00:04:59.540 --> 00:05:06.020]  其中一個很關鍵的創世紀的一章
[00:05:06.020 --> 00:05:11.020]  就是地上的蠻族都必因你得福
[00:05:11.020 --> 00:05:13.620]  through you and your family
[00:05:13.620 --> 00:05:16.740]  all the nations are going to find God's blessing
[00:05:16.740 --> 00:05:20.020]  這個非常之現代化的翻譯
[00:05:20.020 --> 00:05:21.380]  大家都明白這個意思
[00:05:21.380 --> 00:05:24.220]  地上的蠻族都會因你而蒙福
[00:05:24.220 --> 00:05:27.180]  這個就是整個創世紀的終身
[00:05:27.180 --> 00:05:30.140]  如果我現在將它很清晰的
[00:05:30.140 --> 00:05:31.580]  用一二三去區分
[00:05:31.580 --> 00:05:34.020]  就告訴你
[00:05:34.020 --> 00:05:36.780]  創世紀第一章至十一章
[00:05:36.780 --> 00:05:42.500]  是講創造墮落原始的歷史
[00:05:42.500 --> 00:05:43.340]  第二
[00:05:43.340 --> 00:05:46.020]  接着從第十二章到三十六章
[00:05:46.020 --> 00:05:48.900]  是講阿巴拉罕以撒雅各
[00:05:48.900 --> 00:05:51.540]  爲什麼要將這三個字連在一起呢?
[00:05:51.540 --> 00:05:53.300]  因爲通常耶和華都叫自己
[00:05:53.300 --> 00:05:57.500]  我是阿巴拉罕以撒雅各的神
[00:05:57.500 --> 00:05:59.380]  到時他向摩西顯然
[00:05:59.380 --> 00:06:01.820]  所以這三個字是連在一起的
[00:06:01.820 --> 00:06:08.260]  第三,約瑟被賣埃及在上
[00:06:08.260 --> 00:06:09.420]  成爲埃及的在上
[00:06:09.420 --> 00:06:10.460]  不是他被賣
[00:06:10.460 --> 00:06:11.980]  成爲埃及的最上等
[00:06:11.980 --> 00:06:13.540]  我想你留意
[00:06:13.540 --> 00:06:20.380]  這三個分段其實是紅燈、黃燈和綠燈
[00:06:20.380 --> 00:06:21.940]  我一會兒再跟你解釋多一些
[00:06:21.940 --> 00:06:25.500]  爲什麼整個東西都是紅燈
[00:06:25.500 --> 00:06:26.820]  第一個東西是講到
[00:06:26.820 --> 00:06:31.140]  創造之後有一個很巨大的墮落
[00:06:31.140 --> 00:06:32.380]  到了第十一章尾
[00:06:32.380 --> 00:06:34.820]  這個世界是沒有希望的
[00:06:34.820 --> 00:06:36.940]  absolutely no hope
[00:06:36.940 --> 00:06:39.740]  所以第一章至十一章都是講到墮落
[00:06:39.740 --> 00:06:41.580]  所以是紅燈
[00:06:41.580 --> 00:06:43.180]  到了第十二章
[00:06:43.180 --> 00:06:45.060]  這個拯救
[00:06:45.060 --> 00:06:50.780]  他的redemption開始initiated
[00:06:50.780 --> 00:06:53.260]  那就是阿巴拉罕的呼召
[00:06:53.260 --> 00:06:54.740]  上帝與阿巴拉罕立約
[00:06:54.740 --> 00:06:57.180]  接着上帝開始帶領阿巴拉罕
[00:06:57.180 --> 00:06:57.940]  讓他以撒
[00:06:57.940 --> 00:06:59.900]  接着以撒去雅各
[00:06:59.900 --> 00:07:03.020]  我不跟你講雅各那些狡猾的東西
[00:07:03.020 --> 00:07:03.620]  不關事
[00:07:03.620 --> 00:07:05.540]  不要想那些
[00:07:05.540 --> 00:07:06.980]  到了約瑟
[00:07:06.980 --> 00:07:11.260]  就是叫做救贖的成全
[00:07:11.260 --> 00:07:13.340]  因爲約瑟最後
[00:07:13.340 --> 00:07:15.940]  不單止是做了埃及的宰相
[00:07:15.940 --> 00:07:19.660]  是因爲他成爲了埃及的宰相
[00:07:19.660 --> 00:07:21.540]  他救了很多人
[00:07:21.540 --> 00:07:22.820]  沒有了約瑟
[00:07:22.820 --> 00:07:24.140]  那些人都死了
[00:07:24.140 --> 00:07:25.820]  以色列人都餓死了
[00:07:25.820 --> 00:07:29.380]  接着埃及人都餓死了
[00:07:29.380 --> 00:07:31.100]  那我講的是什麼呢
[00:07:31.100 --> 00:07:34.980]  原來在整本《創世紀》裏面
[00:07:34.980 --> 00:07:37.900]  已經有一個迷你福音
[00:07:37.900 --> 00:07:38.780]  迷你福音
[00:07:38.780 --> 00:07:40.220]  那迷你福音是什麼呢
[00:07:40.220 --> 00:07:41.860]  墮落
[00:07:41.860 --> 00:07:45.220]  接着救贖的開啓
[00:07:45.220 --> 00:07:46.340]  最後那個什麼
[00:07:46.340 --> 00:07:48.420]  救贖的成全
[00:07:48.420 --> 00:07:49.860]  看到嗎
[00:07:49.860 --> 00:07:52.540]  如果整本《聖經》
[00:07:52.540 --> 00:07:53.540]  只有《創世紀》
[00:07:53.540 --> 00:07:54.980]  沒有其他東西的
[00:07:54.980 --> 00:07:56.940]  你都已經看到影子在那
[00:07:56.940 --> 00:07:59.860]  墮落
[00:07:59.860 --> 00:08:01.620]  救贖的開啓
[00:08:01.620 --> 00:08:04.500]  和最後救贖的成全
[00:08:04.500 --> 00:08:06.900]  已經在那裏了
[00:08:06.900 --> 00:08:10.780]  那我現在想跟你想想
[00:08:10.780 --> 00:08:12.740]  第一那裏多一點點
[00:08:12.740 --> 00:08:14.620]  給你多一點東西
[00:08:14.620 --> 00:08:16.660]  因爲第一部分
[00:08:16.660 --> 00:08:18.020]  其實創造墮落
[00:08:18.020 --> 00:08:20.540]  是由第一章去到第十一章的
[00:08:20.540 --> 00:08:22.300]  如果你記得
[00:08:22.300 --> 00:08:25.340]  其實在第三章人已經墮落了
[00:08:25.340 --> 00:08:26.940]  那爲什麼要拖到第十一章
[00:08:26.940 --> 00:08:28.540]  都仍然是墮落呢
[00:08:28.540 --> 00:08:29.420]  很奇怪
[00:08:29.420 --> 00:08:31.380]  我不知道你小時候
[00:08:31.380 --> 00:08:32.140]  我不知道你
[00:08:32.140 --> 00:08:33.940]  可能現在纔讀《聖經》
[00:08:33.940 --> 00:08:36.260]  我記得我小時候讀《創世紀》
[00:08:36.260 --> 00:08:39.540]  我有一樣東西是很撲朔我的
[00:08:39.540 --> 00:08:41.660]  就是羅亞
[00:08:41.660 --> 00:08:44.620]  羅亞是好人還是壞人呢
[00:08:44.620 --> 00:08:46.940]  我搞不清羅亞究竟是什麼
[00:08:46.940 --> 00:08:48.900]  爲什麼那個救贖不是從羅亞
[00:08:48.900 --> 00:08:52.740]  羅亞一出場那一刻是很厲害的
[00:08:52.740 --> 00:08:55.700]  是異人來的
[00:08:55.700 --> 00:08:57.420]  人家覺得他是一個瘋子
[00:08:57.420 --> 00:09:02.020]  他在那裏做那個羅亞方舟
[00:09:02.020 --> 00:09:05.860]  香港現在也有一個羅亞方舟
[00:09:05.860 --> 00:09:08.220]  那你覺得他是很厲害的
[00:09:08.220 --> 00:09:10.540]  那爲什麼羅亞不會成爲了
[00:09:10.540 --> 00:09:13.340]  救贖開啓的中心人
[00:09:13.340 --> 00:09:16.300]  而最後上帝還要選擇阿拉罕呢
[00:09:16.300 --> 00:09:17.540]  有沒有覺得很奇怪
[00:09:17.540 --> 00:09:19.180]  所以我小時候以前讀
[00:09:19.180 --> 00:09:20.700]  已經覺得
[00:09:20.700 --> 00:09:22.700]  那些羅亞是好人還是壞人
[00:09:22.700 --> 00:09:27.420]  羅亞和救贖有沒有關係呢
[00:09:27.420 --> 00:09:29.900]  原來是沒有關係的
[00:09:29.900 --> 00:09:32.300]  羅亞是屬於墮落的一部分
[00:09:32.300 --> 00:09:34.140]  爲什麼呢
[00:09:34.140 --> 00:09:37.100]  沒辦法跟你很仔細地講
[00:09:37.100 --> 00:09:38.220]  簡單來講
[00:09:38.220 --> 00:09:39.220]  就是
[00:09:39.220 --> 00:09:40.100]  《聲音行者》說
[00:09:40.100 --> 00:09:42.260]  當你很仔細去研究這個
[00:09:42.260 --> 00:09:44.460]  用E3藍樓砌出來的
[00:09:44.460 --> 00:09:45.580]  JEDP
[00:09:45.580 --> 00:09:47.260]  Modern more 西摩藍
[00:09:47.260 --> 00:09:48.580]  砌出來這件事
[00:09:48.580 --> 00:09:52.100]  原來是一個很精緻的文學作品
[00:09:52.100 --> 00:09:55.780]  它將羅亞的故事
[00:09:55.780 --> 00:09:58.100]  那個方舟的故事
[00:09:58.100 --> 00:10:02.660]  和依建元裏面墮落的故事平衡的
[00:10:02.660 --> 00:10:04.100]  我不知道你記不記得
[00:10:04.100 --> 00:10:05.140]  羅亞一開始
[00:10:05.140 --> 00:10:10.180]  就是它要有一個
[00:10:10.180 --> 00:10:10.940]  羅亞叫什麼
[00:10:10.940 --> 00:10:12.260]  flood 叫什麼
[00:10:12.260 --> 00:10:14.820]  洪水
[00:10:14.820 --> 00:10:15.900]  什麼水
[00:10:15.900 --> 00:10:16.820]  洪水
[00:10:16.820 --> 00:10:17.340]  洪水
[00:10:17.340 --> 00:10:18.340]  是 洪水
[00:10:18.340 --> 00:10:19.820]  真是衰
[00:10:19.820 --> 00:10:21.860]  是 羅亞的洪水
[00:10:21.860 --> 00:10:24.780]  你記得上帝怎麼創造這個世界
[00:10:24.780 --> 00:10:25.980]  就是
[00:10:25.980 --> 00:10:27.780]  地是什麼 溫頓
[00:10:27.780 --> 00:10:30.580]  然後上帝的靈是什麼
[00:10:30.580 --> 00:10:31.580]  水上
[00:10:31.580 --> 00:10:34.300]  然後就將水和地分開
[00:10:34.300 --> 00:10:35.700]  然後有陸地等等
[00:10:35.700 --> 00:10:36.940]  你記不記得
[00:10:36.940 --> 00:10:38.740]  羅亞的洪水其實是
[00:10:38.740 --> 00:10:40.620]  undo 了那個creation
[00:10:40.620 --> 00:10:42.660]  就是將它還原
[00:10:42.660 --> 00:10:44.500]  所以羅亞的故事是一個還原
[00:10:44.500 --> 00:10:46.620]  一個reset
[00:10:46.620 --> 00:10:48.260]  那reset 回到什麼呢
[00:10:48.260 --> 00:10:53.820]  reset 回到所有的東西都是水
[00:10:53.820 --> 00:10:55.300]  然後有一隻甲子
[00:10:55.300 --> 00:10:56.740]  看你怎麼讀那隻甲子
[00:10:56.740 --> 00:10:57.700]  那隻甲子就好像
[00:10:57.700 --> 00:10:59.700]  新弱就是聖靈
[00:10:59.700 --> 00:11:00.700]  接着呢
[00:11:00.700 --> 00:11:02.940]  接着那些水開始
[00:11:02.940 --> 00:11:04.220]  是越來越低了
[00:11:04.220 --> 00:11:06.260]  接着就有陸地浮現了
[00:11:06.260 --> 00:11:07.420]  其實整個故事
[00:11:07.420 --> 00:11:10.420]  是好像是創造重新再來過的
[00:11:10.420 --> 00:11:11.060]  OK
[00:11:11.060 --> 00:11:12.140]  接着呢
[00:11:12.140 --> 00:11:13.660]  接着
[00:11:13.660 --> 00:11:16.020]  你有空你可以回去仔細去看一下
[00:11:16.020 --> 00:11:17.060]  接着呢
[00:11:17.060 --> 00:11:18.740]  他們在伊甸園裏邊
[00:11:18.740 --> 00:11:22.420]  羅亞又種了一個葡萄園
[00:11:22.420 --> 00:11:23.220]  接着呢
[00:11:23.220 --> 00:11:24.820]  裏面這些東西不是我想的
[00:11:24.820 --> 00:11:25.460]  我意思是說
[00:11:25.460 --> 00:11:27.500]  學者真的做了很多功夫
[00:11:27.500 --> 00:11:28.460]  接着呢
[00:11:28.460 --> 00:11:30.260]  女人去拿那個禁果
[00:11:30.260 --> 00:11:31.780]  羅亞就
[00:11:31.780 --> 00:11:34.260]  喫了些葡萄就喝醉了酒
[00:11:34.260 --> 00:11:35.900]  接着喝醉了之後呢
[00:11:35.900 --> 00:11:38.060]  又是和赤身露體有些關係的
[00:11:38.060 --> 00:11:40.740]  赤身露體了
[00:11:40.740 --> 00:11:45.020]  接着她的兒子又發現她赤身露體
[00:11:45.020 --> 00:11:47.820]  正如在伊甸園裏邊
[00:11:47.820 --> 00:11:48.540]  男女看
[00:11:48.540 --> 00:11:49.900]  你又赤身露體
[00:11:49.900 --> 00:11:51.300]  我又赤身露體
[00:11:51.300 --> 00:11:53.780]  很多很多的平衡
[00:11:53.780 --> 00:11:55.580]  但是你會發現一樣東西
[00:11:55.580 --> 00:11:57.620]  就在羅亞故事裏邊
[00:11:57.620 --> 00:12:01.220]  是不需要那隻蛇的
[00:12:01.220 --> 00:12:03.700]  因爲罪已經入了世界
[00:12:03.700 --> 00:12:04.860]  所以羅亞真的
[00:12:04.860 --> 00:12:05.980]  你不要問我
[00:12:05.980 --> 00:12:08.780]  究竟她是不是和她的兒子有染
[00:12:08.780 --> 00:12:11.020]  這個沒有人答到的
[00:12:11.020 --> 00:12:11.780]  你明白嗎
[00:12:11.780 --> 00:12:13.580]  是不是她的兒子搞她
[00:12:13.580 --> 00:12:15.180]  她的家庭是怎樣的
[00:12:15.180 --> 00:12:16.220]  做了什麼事
[00:12:16.220 --> 00:12:17.620]  無端端進去
[00:12:17.620 --> 00:12:18.780]  爲什麼又說她犯罪
[00:12:18.780 --> 00:12:20.500]  又要控告她的兒子
[00:12:20.500 --> 00:12:21.660]  重要的是說
[00:12:21.660 --> 00:12:23.180]  這兩個故事
[00:12:23.180 --> 00:12:24.900]  在文學上是絕對的平衡
[00:12:24.900 --> 00:12:25.780]  告訴你
[00:12:25.780 --> 00:12:27.140]  羅亞是第二個reset
[00:12:27.140 --> 00:12:28.500]  接着reset裏邊
[00:12:28.500 --> 00:12:29.980]  都是沒有救的
[00:12:29.980 --> 00:12:31.740]  於是拯救
[00:12:31.740 --> 00:12:35.060]  要由第二度來
[00:12:35.060 --> 00:12:36.380]  OK
[00:12:36.380 --> 00:12:37.140]  好
[00:12:37.140 --> 00:12:40.420]  羅亞犯罪了之後
[00:12:40.420 --> 00:12:42.060]  下面的主要故事
[00:12:42.060 --> 00:12:43.860]  就是在羅亞的家庭上
[00:12:43.860 --> 00:12:45.260]  羅亞的家庭
[00:12:45.260 --> 00:12:46.780]  羅亞的家庭
[00:12:46.780 --> 00:12:48.340]  羅亞的家庭
[00:12:48.340 --> 00:12:49.740]  羅亞的家庭
[00:12:49.740 --> 00:12:51.340]  羅亞的家庭
[00:12:51.340 --> 00:12:52.940]  羅亞的家庭
[00:12:52.940 --> 00:12:54.260]  羅亞的家庭
[00:12:54.260 --> 00:12:55.500]  羅亞的家庭
[00:12:55.500 --> 00:12:56.780]  羅亞的家庭
[00:12:56.780 --> 00:12:57.780]  羅亞的家庭
[00:12:57.780 --> 00:12:58.780]  羅亞的家庭
[00:12:58.780 --> 00:12:59.780]  羅亞的家庭
[00:12:59.780 --> 00:13:00.780]  羅亞的家庭
[00:13:00.780 --> 00:13:01.780]  羅亞的家庭
[00:13:01.780 --> 00:13:02.780]  羅亞的家庭
[00:13:02.780 --> 00:13:03.780]  羅亞的家庭
[00:13:03.780 --> 00:13:04.780]  羅亞的家庭
[00:13:04.780 --> 00:13:05.780]  羅亞的家庭
[00:13:05.780 --> 00:13:06.780]  羅亞的家庭
[00:13:06.780 --> 00:13:07.780]  羅亞的家庭
[00:13:07.780 --> 00:13:13.300]  聖經除了這裏,還有哪些地方人們喜歡造磚的?
[00:13:13.300 --> 00:13:14.780]  埃及啊,你明白嗎?
[00:13:14.780 --> 00:13:17.100]  這本東西寫給誰呢?你想想
[00:13:17.100 --> 00:13:19.020]  摩西寫給出埃及的人
[00:13:19.020 --> 00:13:21.020]  造磚是不是好事?
[00:13:21.020 --> 00:13:26.100]  不是,所以這個故事其實已經在映射出埃及的後果
[00:13:26.100 --> 00:13:27.540]  埃及的下場是什麼?
[00:13:27.540 --> 00:13:29.420]  造磚不是好事
[00:13:29.420 --> 00:13:31.420]  這裏他們造磚
[00:13:31.420 --> 00:13:35.540]  他們說,來,讓我們建造一座城和一座塔
[00:13:35.540 --> 00:13:37.940]  塔頂通天
[00:13:37.940 --> 00:13:43.220]  我們要爲自己立名,免得我們分散在全地面上
[00:13:43.220 --> 00:13:45.540]  你不要管他們究竟在想什麼
[00:13:45.540 --> 00:13:48.660]  他們想造一個塔去通天
[00:13:48.660 --> 00:13:51.900]  爲什麼要去通天?
[00:13:51.900 --> 00:13:54.540]  可以看看這個世界有多大
[00:13:54.540 --> 00:13:58.060]  有沒有第二個國家?有沒有其他的?
[00:13:58.060 --> 00:14:01.300]  誰住在天上?
[00:14:01.300 --> 00:14:02.300]  神啊
[00:14:02.300 --> 00:14:04.900]  他想通天來做什麼?
[00:14:04.900 --> 00:14:06.380]  頂神
[00:14:06.380 --> 00:14:07.260]  你明白嗎?
[00:14:07.260 --> 00:14:08.620]  就是去神的家
[00:14:08.620 --> 00:14:11.140]  侍奉他,然後將他驅逐
[00:14:11.140 --> 00:14:13.220]  搞定上帝
[00:14:13.220 --> 00:14:17.900]  這有點像是整個伊甸園的叛逆開始
[00:14:17.900 --> 00:14:20.140]  他想去上帝的家
[00:14:20.140 --> 00:14:22.380]  去做什麼?砌他
[00:14:22.380 --> 00:14:23.940]  很有趣的
[00:14:23.940 --> 00:14:26.380]  人的叛逆,想去上帝那裏砌他
[00:14:26.380 --> 00:14:30.580]  但是你看看接下來的那句話怎麼說呢?
[00:14:30.580 --> 00:14:35.900]  降臨要看世人所建造的成語塔
[00:14:35.900 --> 00:14:39.580]  這個故事其實非常幽默
[00:14:39.580 --> 00:14:41.700]  很幽默,很搞笑
[00:14:41.700 --> 00:14:43.860]  他們做了一個高聳入雲的塔
[00:14:43.860 --> 00:14:45.380]  我不知道有多少層樓
[00:14:45.380 --> 00:14:47.740]  沒有香港那些那麼高
[00:14:47.740 --> 00:14:49.780]  但是他盡了最大努力
[00:14:49.780 --> 00:14:52.140]  要高聳入雲去上帝的家
[00:14:52.140 --> 00:14:55.860]  結果上帝"喂,爲什麼那塊東西那麼低呢?"
[00:14:55.860 --> 00:14:57.700]  "望遠鏡都看不到"
[00:14:57.700 --> 00:15:01.020]  "不如我們降下去看看吧"
[00:15:01.020 --> 00:15:05.900]  其實告訴你,你跟上帝是完全無法鏈接的
[00:15:05.900 --> 00:15:09.380]  上帝不會讓你任何東西威脅到的
[00:15:09.380 --> 00:15:13.500]  這個其實已經在映射《蔡一級記》了
[00:15:13.500 --> 00:15:15.900]  如果我們下次有機會回來看看《蔡一級記》
[00:15:15.900 --> 00:15:20.420]  上帝和法老是無法鏈接的
[00:15:20.420 --> 00:15:22.740]  就是沒有競爭
[00:15:22.740 --> 00:15:25.620]  根本法老是沒有可能贏得上帝的
[00:15:25.620 --> 00:15:29.780]  上帝在玩他,玩他,玩他,拖他
[00:15:29.780 --> 00:15:34.900]  就是要他拖長戰爭,讓他死得更慘
[00:15:34.900 --> 00:15:41.540]  我不是說法老很想悔改,而上帝不讓他悔改
[00:15:41.540 --> 00:15:43.100]  你不要誤會我
[00:15:43.100 --> 00:15:45.860]  法老是明衰的
[00:15:45.860 --> 00:15:49.300]  而是上帝告訴他,根本你跟我是無法鏈接的
[00:15:49.300 --> 00:15:50.780]  這裏講的很幽默
[00:15:50.780 --> 00:15:57.140]  上帝要降臨,因爲要去看看那麼遠,那麼冰冰的那個塔
[00:15:57.140 --> 00:15:59.780]  我怎麼看到他呢?於是就下去了
[00:15:59.780 --> 00:16:01.540]  當然上帝一早就已經看到了
[00:16:01.540 --> 00:16:04.220]  但這次的選擇,上帝其實可以
[00:16:04.220 --> 00:16:08.300]  不是變亂他的語言,可以將他剷掉
[00:16:08.300 --> 00:16:11.460]  可以放火燒他們,可以再次下水
[00:16:11.460 --> 00:16:14.020]  但是上帝沒有用這件事
[00:16:14.020 --> 00:16:16.700]  而是上帝將他們分散,爲什麼?
[00:16:16.700 --> 00:16:21.660]  保存他們,以致將來有個拯救可以撕體
[00:16:21.660 --> 00:16:24.860]  當然,如果你熟悉新約,你已經知道
[00:16:24.860 --> 00:16:30.740]  巴別塔的反轉其實就是聖靈降臨
