
[00:00:00.000 --> 00:00:02.000]  今日是青少主日
[00:01:52.000 --> 00:01:56.000]  就說那些人會做一些令人尷尬 奇怪
[00:01:56.000 --> 00:01:58.000]  不舒服
[00:01:58.000 --> 00:02:01.000]  所以就這樣形容
[00:02:01.000 --> 00:02:06.000]  另一個都幾有趣
[00:02:06.000 --> 00:02:10.000]  這個是很有趣的
[00:02:10.000 --> 00:02:11.000]  這個是懶人用語
[00:02:11.000 --> 00:02:16.000]  因為那些人想打字 連打字都懶
[00:02:16.000 --> 00:02:19.000]  寫幾個字就表達了那種心聲
[00:02:19.000 --> 00:02:22.000]  笑死 我不知道是否這樣讀
[00:02:22.000 --> 00:02:23.000]  笑死
[00:02:23.000 --> 00:02:26.000]  這個都幾有趣
[00:02:26.000 --> 00:02:30.000]  然後這個 你有聽過嗎
[00:02:30.000 --> 00:02:33.000]  凌尊 即是凌尊重
[00:02:33.000 --> 00:02:36.000]  即是那些人沒禮貌 不尊重
[00:02:36.000 --> 00:02:39.000]  還有這個很多時候都有人說
[00:02:39.000 --> 00:02:41.000]  哀人 醫人
[00:02:41.000 --> 00:02:44.000]  其實很多年青人都知道
[00:02:44.000 --> 00:02:47.000]  甚麼是MPTI 做這些測驗
[00:02:47.000 --> 00:02:50.000]  分別知道是內向還是外向
[00:02:50.000 --> 00:02:53.000]  說自己很哀人 很醫人
[00:02:53.000 --> 00:02:58.000]  不知道大家看完這一堆東西
[00:02:58.000 --> 00:03:01.000]  你會否多多少少感受到
[00:03:01.000 --> 00:03:04.000]  年青人的世界是一個怎樣的世界
[00:03:04.000 --> 00:03:08.000]  那種坦率 直接 簡簡單單
[00:03:08.000 --> 00:03:14.000]  我第一次看到年青人在WhatsApp留言MM7的時候
[00:03:14.000 --> 00:03:16.000]  我真的不知道他們在說甚麼
[00:03:16.000 --> 00:03:19.000]  然後我就不恥下問 為甚麼
[00:03:19.000 --> 00:03:23.000]  其實是正 正的意思
[00:03:23.000 --> 00:03:25.000]  即是你講的提議很正
[00:03:25.000 --> 00:03:27.000]  這樣就回應我
[00:03:27.000 --> 00:03:30.000]  所以其實都幾有趣 幾活該
[00:03:30.000 --> 00:03:33.000]  所以都有一種會心微笑的感覺
[00:03:33.000 --> 00:03:37.000]  年青人似乎給我們一種感覺是很頹
[00:03:37.000 --> 00:03:41.000]  很不積極 很放膚
[00:03:41.000 --> 00:03:43.000]  但其實他們是很有潛質
[00:03:43.000 --> 00:03:46.000]  很有想法的一班年青人
[00:03:46.000 --> 00:03:48.000]  2026年的時候
[00:03:48.000 --> 00:03:51.000]  我們一班同工和一些弟兄姊妹
[00:03:51.000 --> 00:03:53.000]  參加了一個叫做
[00:03:53.000 --> 00:03:56.000]  讓教會年輕化軍宴的課程
[00:03:56.000 --> 00:04:00.000]  其實現在全球的教會老年化這個問題
[00:04:00.000 --> 00:04:04.000]  已經是一個很大的 很關注的問題
[00:04:04.000 --> 00:04:07.000]  而美國呼蘭神學院研究中心
[00:04:07.000 --> 00:04:09.000]  在過去十多年裏面
[00:04:09.000 --> 00:04:14.000]  調查了250多間青年士工卓越的教會
[00:04:14.000 --> 00:04:20.000]  研究他們哪些策略能夠有效地讓年輕人融入教會
[00:04:20.000 --> 00:04:28.000]  他們得出了右手邊六個圖形裏面的六個要點
[00:04:28.000 --> 00:04:34.000]  在當中說這六個關鍵能夠吸引到
[00:04:34.000 --> 00:04:39.000]  或者有效地讓年輕人融入教會
[00:04:39.000 --> 00:04:42.000]  這一張比較小的例子
[00:04:42.000 --> 00:04:45.000]  因為他的宣傳 我讀給大家聽
[00:04:45.000 --> 00:04:50.000]  他說第一個元素就是解鎖弱勢圈的領導
[00:04:50.000 --> 00:04:52.000]  宣傳單一章裏面說
[00:04:52.000 --> 00:04:57.000]  與其中央集權 不如賦權給年輕人
[00:04:57.000 --> 00:05:00.000]  第二個是與今天的年輕人感同身受
[00:05:00.000 --> 00:05:02.000]  與其論斷或批評
[00:05:02.000 --> 00:05:08.000]  不如代入今世代的年輕人同理心的感受
[00:05:08.000 --> 00:05:11.000]  第三個是認真看待耶穌的訊息
[00:05:11.000 --> 00:05:14.000]  與其宣講公式化的福音
[00:05:14.000 --> 00:05:18.000]  不如邀請年輕人走進以耶穌為中心的生命
[00:05:18.000 --> 00:05:21.000]  第四是為教會注入溫情
[00:05:21.000 --> 00:05:25.000]  與其集中在一些很冷酷的敬拜或者活動
[00:05:25.000 --> 00:05:30.000]  不如專注建立有溫度的同輩及跨代友誼
[00:05:30.000 --> 00:05:34.000]  第五是處處以年輕人或家庭為先
[00:05:34.000 --> 00:05:38.000]  與其口頭上強調年輕人有多重要
[00:05:38.000 --> 00:05:43.000]  不如以有創意的方式提供實際的支援
[00:05:43.000 --> 00:05:46.000]  並讓他們參與在堂會各個領域
[00:05:46.000 --> 00:05:49.000]  最後是作最好的輪寫
[00:05:49.000 --> 00:05:51.000]  與其指責牆外的世界
[00:05:51.000 --> 00:05:56.000]  不如更多讓年輕人在本地及全球作好輪寫
[00:06:21.000 --> 00:06:33.000]  當中約談了一些童工、執事、資深導師
[00:06:33.000 --> 00:06:35.000]  以及青少年人
[00:06:35.000 --> 00:06:39.000]  有少年、青年、中學生、大專生、職青
[00:06:39.000 --> 00:06:43.000]  有家長、青年父母、青年夫婦
[00:06:43.000 --> 00:06:52.000]  以及不同的人士了解青年如何投入教會、年輕化
[00:06:52.000 --> 00:06:55.000]  我們得到的即時回應是
[00:06:55.000 --> 00:07:01.000]  一群年輕人感受到被尊重、被聆聽
[00:07:01.000 --> 00:07:05.000]  我們聽見年輕人渴望有同行者
[00:07:05.000 --> 00:07:09.000]  他們在職場上面對很多不同的挑戰
[00:07:09.000 --> 00:07:12.000]  很多價值觀的挑戰、信仰的衝擊
[00:07:12.000 --> 00:07:15.000]  他們很期望有同路人的支持
[00:07:15.000 --> 00:07:19.000]  他們很想了解導師進入職場時
[00:07:19.000 --> 00:07:21.000]  是如何走過那些路
[00:07:21.000 --> 00:07:25.000]  如何平衡職場與教會的生活
[00:07:25.000 --> 00:07:28.000]  他們期望教會能真正賦權給他們
[00:07:28.000 --> 00:07:30.000]  信任他們這群年輕人
[00:07:30.000 --> 00:07:35.000]  期望教會各年齡階層都可以有跨代的共融
[00:07:35.000 --> 00:07:40.000]  正如我們剛才看的宣傳片
[00:07:40.000 --> 00:07:42.000]  想表達的意思一樣
[00:07:42.000 --> 00:07:46.000]  建立門徒的生命是要大家一起落場參與
[00:07:46.000 --> 00:07:49.000]  而不是隔岸觀火、袖手旁觀
[00:07:49.000 --> 00:07:51.000]  當我們看到今天
[00:07:51.000 --> 00:07:53.000]  我們待會讀的經文的時候
[00:07:53.000 --> 00:07:57.000]  我就很體會到這種感受
[00:07:57.000 --> 00:08:00.000]  我們一起讀一讀今天的經文
[00:08:00.000 --> 00:08:01.000]  但願你輸
[00:08:01.000 --> 00:08:03.000]  我們先讀一章一到八節
[00:08:03.000 --> 00:08:05.000]  預備 1、2、3
[00:08:10.000 --> 00:08:39.000]  「從以色列人的宗室或貴族中帶進幾個人來」
[00:08:40.000 --> 00:08:43.000]  「就是年少沒有殘疾」
[00:08:43.000 --> 00:08:44.000]  「相貌俊美」
[00:08:44.000 --> 00:08:46.000]  「通達各樣學問」
[00:08:46.000 --> 00:08:48.000]  「知識聰明俱備」
[00:08:48.000 --> 00:08:54.000]  「要教他們迦勒底的文字言語」
[00:08:54.000 --> 00:08:58.000]  「王派定將自己所用的膳和所飲的酒」
[00:08:58.000 --> 00:09:00.000]  「每日賜他們一份」
[00:09:00.000 --> 00:09:02.000]  「養他們三年」
[00:09:02.000 --> 00:09:03.000]  「滿了三年」
[00:09:03.000 --> 00:09:06.000]  「好叫他們在王面前侍納」
[00:09:06.000 --> 00:09:09.000]  「他們中間有猶大族的人」
[00:09:09.000 --> 00:09:10.000]  「但義利」
[00:09:10.000 --> 00:09:11.000]  「哈拿利亞」
[00:09:11.000 --> 00:09:12.000]  「米沙利」
[00:09:12.000 --> 00:09:13.000]  「阿薩利亞」
[00:09:13.000 --> 00:09:15.000]  「太監長給他們起名」
[00:09:15.000 --> 00:09:18.000]  「稱但義利為帕提沙薩」
[00:09:18.000 --> 00:09:20.000]  「稱哈拿利亞為沙德拉」
[00:09:20.000 --> 00:09:23.000]  「稱米沙利為米薩」
[00:09:23.000 --> 00:09:25.000]  「稱阿薩利亞為阿伯尼哥」
[00:09:25.000 --> 00:09:28.000]  「但義利卻立志不以王的膳」
[00:09:28.000 --> 00:09:31.000]  「和王所飲的酒顛覆自己」
[00:09:31.000 --> 00:09:35.000]  「所以求太監長容他不顛覆自己」
[00:09:36.000 --> 00:09:39.000]  我相信大家都很熟悉這段故事
[00:09:39.000 --> 00:09:41.000]  這段經文
[00:09:41.000 --> 00:09:43.000]  一群有同一心智的弟兄
[00:09:43.000 --> 00:09:47.000]  他們很勇敢地在很艱難的處境裡
[00:09:47.000 --> 00:09:50.000]  他們仍然勇敢做見證
[00:09:50.000 --> 00:09:54.000]  我們要知道他們當時身處的環境其實是很惡劣的
[00:09:54.000 --> 00:09:58.000]  一個國破家亡的情景
[00:09:58.000 --> 00:10:00.000]  一群年青人被擄走
[00:10:00.000 --> 00:10:02.000]  離開了他們的祖國
[00:10:02.000 --> 00:10:04.000]  去到巴比倫為奴為婢
[00:10:04.000 --> 00:10:09.000]  其中有幾個更被特意挑選被調教
[00:10:09.000 --> 00:10:12.000]  聖經形容為被養
[00:10:12.000 --> 00:10:14.000]  好像養動物一樣養他們
[00:10:14.000 --> 00:10:17.000]  衣食住行沒得你選
[00:10:17.000 --> 00:10:20.000]  當然你可以說皇帝的錦衣玉食
[00:10:20.000 --> 00:10:22.000]  一定是超班
[00:10:22.000 --> 00:10:23.000]  很豪華
[00:10:23.000 --> 00:10:24.000]  很奢侈
[00:10:24.000 --> 00:10:27.000]  不是人人都有機會享受得到
[00:10:27.000 --> 00:10:29.000]  不過可能要寄人籬下
[00:10:29.000 --> 00:10:30.000]  沒得選擇
[00:10:30.000 --> 00:10:33.000]  沒得自由
[00:10:33.000 --> 00:10:38.000]  甚至連名字都被人幫他們改了
[00:10:38.000 --> 00:10:42.000]  本來以神為中心的名字的意思
[00:10:42.000 --> 00:10:47.000]  被改為以巴比倫神為中心的名字的意思
[00:10:47.000 --> 00:10:49.000]  好像達爾利本來是
[00:10:49.000 --> 00:10:53.000]  上帝審判那種神的屬性的表述
[00:10:53.000 --> 00:10:56.000]  被改為帕提莎薩
[00:10:56.000 --> 00:11:00.000]  就是一個巴比倫神去保護皇帝
[00:11:00.000 --> 00:11:03.000]  阿萊利亞就是神斯恩
[00:11:03.000 --> 00:11:05.000]  被改為沙特拉
[00:11:05.000 --> 00:11:08.000]  害怕的巴比倫神
[00:11:08.000 --> 00:11:11.000]  米薩沒有任何價值
[00:11:11.000 --> 00:11:14.000]  阿伯尼哥是尼泊爾的僕人
[00:11:14.000 --> 00:11:18.000]  也是巴比倫神的一個僕人
[00:11:18.000 --> 00:11:21.000]  他們連名字都沒有
[00:11:21.000 --> 00:11:26.000]  把其他的名字套在他們的身份當中
[00:11:26.000 --> 00:11:29.000]  他們秘魯去一處陌生的環境
[00:11:29.000 --> 00:11:31.000]  神能夠選擇自己想要的生活
[00:11:31.000 --> 00:11:32.000]  沒了名字之餘
[00:11:32.000 --> 00:11:35.000]  也沒了自己所信靠的神
[00:11:35.000 --> 00:11:37.000]  神好像丟下了他們
[00:11:37.000 --> 00:11:42.000]  神似乎丟下了他們的國家和民族
[00:11:42.000 --> 00:11:45.000]  不過他們仍然沒有放棄
[00:11:45.000 --> 00:11:48.000]  這群年青人仍然很想堅持
[00:11:48.000 --> 00:11:51.000]  他們信仰群體所堅持的信念
[00:11:51.000 --> 00:11:53.000]  在第八節帶以立即立志
[00:11:53.000 --> 00:11:57.000]  不二王的善和王所飲的酒去玷污自己
[00:11:57.000 --> 00:12:01.000]  所以求太暗像叫他們不要用善和王的酒
[00:12:01.000 --> 00:12:07.000]  用他們自己的清茶淡飯
[00:12:07.000 --> 00:12:12.000]  很容易一些簡單的食物
[00:12:12.000 --> 00:12:18.000]  這個信仰的表達是一個不容易的選擇
[00:12:18.000 --> 00:12:20.000]  是一個不容易的行動
[00:12:20.000 --> 00:12:24.000]  但他們卻立志去這樣做
[00:12:24.000 --> 00:12:26.000]  因為他們有一個更大的關注
[00:12:26.000 --> 00:12:29.000]  就是怕吃了王的食物
[00:12:29.000 --> 00:12:31.000]  可能在舊約的律法
[00:12:31.000 --> 00:12:33.000]  以色列的律法裡面
[00:12:33.000 --> 00:12:38.000]  可能有參差了一些不給食的食物
[00:12:38.000 --> 00:12:41.000]  一些不潔的食物
[00:12:41.000 --> 00:12:44.000]  所以很怕因為吃了這些食物
[00:12:44.000 --> 00:12:47.000]  去得罪上帝 玷污了自己
[00:12:47.000 --> 00:12:48.000]  所以去求太暗像
[00:12:48.000 --> 00:12:52.000]  容許他們不要吃那些王的善
[00:12:52.000 --> 00:12:57.000]  不知道大家有沒有都經歷過一些挑戰掙扎
[00:12:57.000 --> 00:13:00.000]  有沒有一些很不容易的處境
[00:13:00.000 --> 00:13:01.000]  你都曾經面對過
[00:13:01.000 --> 00:13:04.000]  要作出一些表述決定
[00:13:04.000 --> 00:13:06.000]  或者是如果不表達的話
[00:13:06.000 --> 00:13:09.000]  可能你就要和那些人一樣
[00:13:09.000 --> 00:13:15.000]  做一些和他們一樣的事情
[00:13:15.000 --> 00:13:18.000]  當要堅持做好見證
[00:13:18.000 --> 00:13:19.000]  是有很多的掙扎
[00:13:19.000 --> 00:13:20.000]  很多的隱憂
[00:13:20.000 --> 00:13:23.000]  是很不容易
[00:13:23.000 --> 00:13:24.000]  不過當我們知道
[00:13:24.000 --> 00:13:27.000]  有一個更大更影響心願的需要
[00:13:27.000 --> 00:13:29.000]  是我們要去關注的
[00:13:29.000 --> 00:13:32.000]  就是我們不可以得罪上帝
[00:13:32.000 --> 00:13:35.000]  而這個目標我們需要堅持
[00:13:35.000 --> 00:13:40.000]  我們需要咬緊牙關去做這個堅持的時候
[00:13:40.000 --> 00:13:44.000]  的確是一個不容易的決定
[00:13:44.000 --> 00:13:47.000]  分享一個我最近很深刻的體會
[00:13:47.000 --> 00:13:51.000]  話說我上個月和家人去澳洲旅行
[00:13:51.000 --> 00:13:56.000]  就是陪我家人去澳洲
[00:13:56.000 --> 00:13:59.000]  臨上飛機前一晚我才收拾行李
[00:13:59.000 --> 00:14:00.000]  都有點迷迷糊糊的
[00:14:00.000 --> 00:14:04.000]  收拾行李的時候發現我不見了國際車牌
[00:14:04.000 --> 00:14:07.000]  找來找去都找不到
[00:14:07.000 --> 00:14:09.000]  不斷在想怎樣處理
[00:14:09.000 --> 00:14:13.000]  因為沒有了國際車牌就沒得開
[00:14:13.000 --> 00:14:18.000]  沒得開車的話我去的地方又很麻煩
[00:14:18.000 --> 00:14:21.000]  沒車的話難道要有人載我嗎
[00:14:21.000 --> 00:14:24.000]  所以很難去處理
[00:14:24.000 --> 00:14:28.000]  我有想過要不就坐遲一班機
[00:14:28.000 --> 00:14:31.000]  我第二天就去運輸署拿個車牌
[00:14:31.000 --> 00:14:33.000]  才和家人會合
[00:14:33.000 --> 00:14:35.000]  但是就真的很慘
[00:14:35.000 --> 00:14:38.000]  丟下家人他們自己坐飛機
[00:14:38.000 --> 00:14:40.000]  我之後才跟
[00:14:40.000 --> 00:14:42.000]  那種心情就很沉重
[00:14:42.000 --> 00:14:44.000]  很不開心
[00:14:44.000 --> 00:14:46.000]  我就突然間想
[00:14:46.000 --> 00:14:49.000]  不如去澳洲找人幫我拿車
[00:14:49.000 --> 00:14:52.000]  然後我再開
[00:14:52.000 --> 00:14:55.000]  我就開始害怕
[00:14:55.000 --> 00:15:00.000]  原來自己竟然都可以有這樣的想法浮現出來
[00:15:00.000 --> 00:15:02.000]  我立刻就停一停
[00:15:02.000 --> 00:15:04.000]  我就認罪祈禱
[00:15:04.000 --> 00:15:09.000]  原來引誘挑戰的確是很常常在我們身邊出現
[00:15:09.000 --> 00:15:13.000]  有時都會挑戰我們的底線
[00:15:13.000 --> 00:15:17.000]  我們願不願意去作好見證呢
[00:15:17.000 --> 00:15:19.000]  可能未必有人知道
[00:15:19.000 --> 00:15:21.000]  可能只是我們有很多理由、藉口
[00:15:21.000 --> 00:15:24.000]  不行、很艱難、沒可能
[00:15:24.000 --> 00:15:27.000]  然後就做我們所想做的決定
[00:15:27.000 --> 00:15:30.000]  支持我們的做法
[00:15:30.000 --> 00:15:33.000]  那晚我左想右想
[00:15:33.000 --> 00:15:36.000]  整晚都睡得不好
[00:15:36.000 --> 00:15:40.000]  最後我一早就很早起身回到教會
[00:15:40.000 --> 00:15:43.000]  就在辦公室找回
[00:15:43.000 --> 00:15:46.000]  雖然好像雨過天晴
[00:15:46.000 --> 00:15:49.000]  但是心猶如歉
[00:15:49.000 --> 00:15:52.000]  我們的確需要時刻的警醒禱告
[00:15:52.000 --> 00:15:54.000]  求神憐憫我們
[00:15:54.000 --> 00:15:56.000]  叫我們常常留心
[00:15:56.000 --> 00:15:59.000]  不要跌入陷阱
[00:15:59.000 --> 00:16:01.000]  最近我聽了十晚的
[00:16:01.000 --> 00:16:04.000]  培靈研經大會裏面的訊息
[00:16:04.000 --> 00:16:10.000]  陳全華牧師講了很多門徒生命的見證故事給眾人聽
[00:16:10.000 --> 00:16:13.000]  有時我聽的時候就在想
[00:16:13.000 --> 00:16:15.000]  有沒有那麼多成功的例子
[00:16:15.000 --> 00:16:18.000]  有沒有軟弱、失敗
[00:16:18.000 --> 00:16:20.000]  當我想想自己的事情
[00:16:20.000 --> 00:16:26.000]  又當我想想這十多年當中接觸過的年青人
[00:16:26.000 --> 00:16:30.000]  我就發覺原來有很多很多活生生的見證
[00:16:30.000 --> 00:16:32.000]  在我們身邊出現
[00:16:32.000 --> 00:16:34.000]  讓我湧上心頭
[00:16:34.000 --> 00:16:36.000]  上星期如果大家有回到祈禱會
[00:16:36.000 --> 00:16:38.000]  教會的祈禱會裏面的時候
[00:16:38.000 --> 00:16:42.000]  有五位將會參加短宣宣教體驗的會友
[00:16:42.000 --> 00:16:45.000]  他們分享他們自己的領受
[00:16:45.000 --> 00:16:47.000]  接下來願意花一年的時間
[00:16:47.000 --> 00:16:49.000]  去做一個宣教的體驗
[00:16:49.000 --> 00:16:53.000]  或者我們有聽過丹尼爾林于軒宣教士
[00:16:53.000 --> 00:16:56.000]  他分享他自己的一些夢照見證
[00:16:56.000 --> 00:17:00.000]  又有前一陣子梁建樂夫婦
[00:17:00.000 --> 00:17:03.000]  他們分享他們的領受
[00:17:03.000 --> 00:17:05.000]  做一個飛行宣教
[00:17:05.000 --> 00:17:10.000]  他們要放棄香港穩定的工作
[00:17:10.000 --> 00:17:13.000]  花上差不多十多年的時間去裝備
[00:17:13.000 --> 00:17:16.000]  出去工場做飛行宣教的服務
[00:17:16.000 --> 00:17:18.000]  我聽過他的分享
[00:17:18.000 --> 00:17:21.000]  他說他曾經經歷過經濟的困難
[00:17:21.000 --> 00:17:22.000]  家庭的張力
[00:17:22.000 --> 00:17:25.000]  孤單、無力那種狀況
[00:17:25.000 --> 00:17:28.000]  所以每一個挑戰都是很真實
[00:17:28.000 --> 00:17:32.000]  每一個挑戰都是考驗我們對上帝那種信心
[00:17:32.000 --> 00:17:35.000]  我們會不會堅持去
[00:17:35.000 --> 00:17:38.000]  可能有很多掙扎、很多隱憂在我們身邊
[00:17:38.000 --> 00:17:40.000]  但是我們會不會堅持
[00:17:40.000 --> 00:17:45.000]  立志去做神給我們的見證人呢?
[00:17:45.000 --> 00:17:49.000]  幾年前認識一位年青人
[00:17:49.000 --> 00:17:52.000]  我也曾經見證著他的迷失
[00:17:52.000 --> 00:17:58.000]  他很多次都夢想做一個物理治療師
[00:17:58.000 --> 00:18:01.000]  但很多次都是夢想破滅
[00:18:01.000 --> 00:18:04.000]  但他仍然繼續堅持
[00:18:04.000 --> 00:18:08.000]  最終他能夠圓夢做到一個物理治療師
[00:18:08.000 --> 00:18:13.000]  他現在也開辦了診所去救助一些藥品
[00:18:13.000 --> 00:18:17.000]  最近他在報章裏面分享了自己的見證
[00:18:17.000 --> 00:18:19.000]  我看了很感動
[00:18:19.000 --> 00:18:22.000]  他出生於基層中三的時候
[00:18:22.000 --> 00:18:25.000]  看老師問他有什麼人生目標的時候
[00:18:25.000 --> 00:18:27.000]  他覺得自己理科的成績都不錯
[00:18:27.000 --> 00:18:29.000]  又喜歡運動
[00:18:29.000 --> 00:18:32.000]  他就想到不如讀物理治療
[00:18:32.000 --> 00:18:36.000]  可以幫人又可以合自己的興趣
[00:18:36.000 --> 00:18:40.000]  不過後來因為他年少的時候犯過事
[00:18:40.000 --> 00:18:43.000]  高考英文的成績也不合格
[00:18:43.000 --> 00:18:46.000]  他覺得真的沒可能再實現他的夢想
[00:18:46.000 --> 00:18:50.000]  他也想過放棄
[00:18:50.000 --> 00:18:55.000]  不過後來他的兄長對他一些提醒
[00:18:55.000 --> 00:18:57.000]  他決心重讀
[00:18:57.000 --> 00:19:01.000]  但在當中有很多升學路途的迂迴
[00:19:01.000 --> 00:19:05.000]  有三次和他心儀的課程擦身而過
[00:19:05.000 --> 00:19:08.000]  但最終他能夠拿到兩個碩士學位
[00:19:08.000 --> 00:19:10.000]  成為一個物理治療師
[00:19:10.000 --> 00:19:15.000]  他講回他自己在當中生命歷程的一些體會
[00:19:15.000 --> 00:19:19.000]  他說遇到困難要動得求助
[00:19:19.000 --> 00:19:22.000]  因為解決的方法可能就在身邊
[00:19:22.000 --> 00:19:24.000]  我相信他告訴我們
[00:19:24.000 --> 00:19:27.000]  其實上帝的恩典
[00:19:27.000 --> 00:19:29.000]  上帝的大靈常常在我們身邊
[00:19:29.000 --> 00:19:33.000]  我們當中可能安插了一些朋友
[00:19:33.000 --> 00:19:35.000]  弟兄姊妹在我們身邊
[00:19:35.000 --> 00:19:36.000]  常常提醒鼓勵我們
[00:19:36.000 --> 00:19:41.000]  就好像但以利他能夠納定心智的心
[00:19:41.000 --> 00:19:46.000]  是因為他中間有三位同行者
[00:19:46.000 --> 00:19:49.000]  同伴來支持他
[00:19:49.000 --> 00:19:51.000]  他們共同進退
[00:19:51.000 --> 00:19:53.000]  以但以利為代表
[00:19:53.000 --> 00:19:55.000]  向太監長提出一個請求
[00:19:55.000 --> 00:19:58.000]  所以同伴同行的支持
[00:19:58.000 --> 00:20:00.000]  團契的相交是很重要
[00:20:00.000 --> 00:20:02.000]  能夠彼此守望
[00:20:02.000 --> 00:20:03.000]  互相建立
[00:20:03.000 --> 00:20:05.000]  有個神學家曾經這樣說
[00:20:05.000 --> 00:20:08.000]  一個人所交的朋友
[00:20:08.000 --> 00:20:14.000]  足以影響他人生的方向和未來
[00:20:14.000 --> 00:20:17.000]  有一位很出名的作者叫施易諾
[00:20:17.000 --> 00:20:20.000]  他曾經用一個開水和啤酒的例子
[00:20:20.000 --> 00:20:24.000]  去講交友的關係
[00:20:24.000 --> 00:20:27.000]  水和啤酒是台灣人
[00:20:27.000 --> 00:20:31.000]  或者有些人很喜歡喝的飲品
[00:20:31.000 --> 00:20:35.000]  但兩者的物理性質是很不同的
[00:20:35.000 --> 00:20:39.000]  水倒出來七分就是七分
[00:20:39.000 --> 00:20:41.000]  實實在在的七分
[00:20:41.000 --> 00:20:42.000]  不會多不會少
[00:20:42.000 --> 00:20:44.000]  雖然喝起來平淡無奇
[00:20:44.000 --> 00:20:46.000]  但它能夠真正解渴
[00:20:46.000 --> 00:20:48.000]  又對身體有益
[00:20:48.000 --> 00:20:50.000]  一杯啤酒倒出來的時候
[00:20:50.000 --> 00:20:54.000]  七分裏面可能有三分泡沫
[00:20:54.000 --> 00:21:00.000]  放久了整杯就只剩下四分的門
[00:21:00.000 --> 00:21:02.000]  喝起來很苦
[00:21:02.000 --> 00:21:06.000]  而且喝多了對身體不好
[00:21:06.000 --> 00:21:08.000]  施易諾說
[00:21:08.000 --> 00:21:10.000]  人其實都是一樣
[00:21:10.000 --> 00:21:12.000]  有些人好像開水
[00:21:12.000 --> 00:21:14.000]  出口的話有七分
[00:21:14.000 --> 00:21:17.000]  做人做事實實在在都是七分
[00:21:17.000 --> 00:21:20.000]  這種人相處起來可能不太刺激
[00:21:20.000 --> 00:21:23.000]  但他的內涵對你有益
[00:21:23.000 --> 00:21:25.000]  但有些人好像啤酒
[00:21:25.000 --> 00:21:28.000]  出口的話如果有七分
[00:21:28.000 --> 00:21:30.000]  他可能有三分泡沫
[00:21:30.000 --> 00:21:32.000]  專驗誇大自捧
[00:21:32.000 --> 00:21:34.000]  日子久了的時候
[00:21:34.000 --> 00:21:37.000]  你會發現他的奇人奇事
[00:21:37.000 --> 00:21:40.000]  可能只有四分滿
[00:21:40.000 --> 00:21:43.000]  絲毫經不起時間的考驗
[00:21:43.000 --> 00:21:45.000]  這種人一時之間
[00:21:45.000 --> 00:21:47.000]  相處起來可能很開心很過癮
[00:21:47.000 --> 00:21:51.000]  但他對自己沒有太大的正面幫助
[00:21:51.000 --> 00:21:53.000]  甚至乎有害
[00:21:53.000 --> 00:21:59.000]  所以我們應該懂得多去交一些開水朋友
[00:21:59.000 --> 00:22:01.000]  不是說要自命清高
[00:22:01.000 --> 00:22:03.000]  或者和某些人劃清界線
[00:22:03.000 --> 00:22:06.000]  而是如果你只是喜歡結交啤酒朋友的話
[00:22:06.000 --> 00:22:09.000]  總有一天你會受到傷害
[00:22:09.000 --> 00:22:11.000]  甚至被他們同化
[00:22:11.000 --> 00:22:14.000]  開水是最平淡最無味
