
[00:00:00.000 --> 00:00:06.440]  弟兄姊妹在此再次透過預先錄製的崇拜
[00:03:39.520 --> 00:03:42.480]  就變成C篇91篇
[00:03:42.480 --> 00:03:46.840]  Destroy Influenza Virus Outbreak Completely
[00:03:46.840 --> 00:03:48.840]  如果你沒有看過C篇91篇
[00:03:48.840 --> 00:03:50.120]  我鼓勵你去看
[00:03:50.120 --> 00:03:52.120]  這篇C篇是很好的
[00:03:52.120 --> 00:03:53.880]  很寶貴的一篇C篇
[00:03:53.880 --> 00:03:59.360]  說到我們願意與神親近在至高者隱密處當中的時候
[00:03:59.360 --> 00:04:02.760]  我們和上帝的關係緊密結連
[00:04:02.760 --> 00:04:06.840]  而且上帝知道我們真是專一地去愛祂的時候
[00:04:06.840 --> 00:04:09.400]  上帝願意在急難裡面
[00:04:09.400 --> 00:04:12.520]  祂會來保守屬祂的人
[00:04:12.520 --> 00:04:15.520]  祂說你不需要懼怕黑夜的驚嚇
[00:04:15.520 --> 00:04:17.360]  或是白日非的箭
[00:04:17.360 --> 00:04:20.280]  甚至不需要怕黑夜行的瘟疫
[00:04:20.280 --> 00:04:22.840]  或是五間滅人的毒病
[00:04:22.840 --> 00:04:26.560]  原來上帝是看管理一切的事
[00:04:26.560 --> 00:04:30.680]  我們今天人生無論有什麼大大小小的風浪
[00:04:30.680 --> 00:04:34.320]  或者是令你非常擔憂也好
[00:04:34.320 --> 00:04:37.880]  你學習要專心依靠神
[00:04:37.880 --> 00:04:40.880]  我們今天要看的這張聖經
[00:04:40.880 --> 00:04:42.600]  在《使徒行傳》21章
[00:04:42.600 --> 00:04:44.400]  到22章29節
[00:04:44.400 --> 00:04:48.120]  其實足足兩章的聖經是很長的篇幅
[00:04:48.120 --> 00:04:53.320]  我沒辦法跟大家讀完每一段聖經的記載
[00:04:53.320 --> 00:04:57.280]  但是我要將整個脈絡告訴大家
[00:04:57.280 --> 00:05:00.360]  保羅說他連死都願意
[00:05:00.360 --> 00:05:05.440]  這句話對於很多人來說覺得很豪氣
[00:05:05.440 --> 00:05:10.080]  但是保羅不是為了表現他自我那種豪氣
[00:05:10.080 --> 00:05:13.920]  這句話的背景是要我們明白
[00:05:13.920 --> 00:05:17.080]  他很清楚聖靈的帶領
[00:05:17.080 --> 00:05:20.680]  要引導他在第三次宣教旅途
[00:05:20.680 --> 00:05:23.280]  他要回到耶路撒冷的時候
[00:05:23.280 --> 00:05:28.640]  他離開在歐洲
[00:05:28.640 --> 00:05:32.840]  雅典、希臘、哥倫多的城市
[00:05:32.840 --> 00:05:37.280]  他要坐船回去耶路撒冷的時候
[00:05:37.280 --> 00:05:39.160]  他就遇到兩件事
[00:05:39.160 --> 00:05:41.320]  當他還沒到耶路撒冷
[00:05:41.320 --> 00:05:42.960]  他去到巴勒斯坦地
[00:05:42.960 --> 00:05:44.840]  在這個推羅的地方
[00:05:44.840 --> 00:05:48.560]  那些門徒都同樣受到聖靈的感動
[00:05:48.560 --> 00:05:51.080]  知道保羅要去耶路撒冷
[00:05:51.080 --> 00:05:56.200]  會遇到很大的一個逼迫和患難等著他
[00:05:56.200 --> 00:05:59.360]  他們就勸保羅不要去
[00:05:59.360 --> 00:06:04.200]  接著在第二段的經文21章第7至16節
[00:06:04.200 --> 00:06:06.880]  就去到凱撒尼亞
[00:06:06.880 --> 00:06:09.640]  我們舊的和合本就叫做蓋撒尼亞
[00:06:09.640 --> 00:06:11.440]  Caesarea這個地方
[00:06:11.440 --> 00:06:17.640]  保羅被先知阿加布預告他去到耶路撒冷必被捆綁
[00:06:17.640 --> 00:06:20.920]  所以當地的信徒也知道的時候
[00:06:20.920 --> 00:06:23.800]  他們就苦勸保羅不要去
[00:06:23.800 --> 00:06:25.440]  甚至在這個岸邊
[00:06:25.440 --> 00:06:26.840]  在沙灘的地方
[00:06:26.840 --> 00:06:31.640]  他們帶著老婆子女一起和保羅道別的時候
[00:06:31.640 --> 00:06:36.200]  你看他們那種情詞是非常的懇切
[00:06:36.200 --> 00:06:37.320]  令人感動的
[00:06:37.320 --> 00:06:38.920]  很感動
[00:06:38.920 --> 00:06:42.160]  當我們看見這些聖經的說話
[00:06:42.160 --> 00:06:45.160]  我們會看到保羅他的為人
[00:06:45.160 --> 00:06:49.240]  他不只是到處去傳福音建立教會而已
[00:06:49.240 --> 00:06:52.600]  他和頂姐妹已經建立了一種非常深厚
[00:06:52.600 --> 00:06:55.000]  這種在主裡面的情誼
[00:06:55.000 --> 00:06:57.760]  我們看看這個地圖的時候
[00:06:57.760 --> 00:07:01.400]  你就會看見保羅是由歐洲
[00:07:01.400 --> 00:07:05.000]  他經過以弗所
[00:07:05.000 --> 00:07:07.480]  和以弗所的長老道別之後
[00:07:07.480 --> 00:07:12.400]  他就走回去坐船回到推羅
[00:07:12.400 --> 00:07:13.840]  接著去凱撒尼亞
[00:07:13.840 --> 00:07:16.440]  到最後回到耶路撒冷
[00:07:16.440 --> 00:07:19.960]  保羅他為什麼不聽勸呢?
[00:07:19.960 --> 00:07:22.800]  有些人說保羅是不是很固執呢?
[00:07:22.800 --> 00:07:27.280]  保羅是不是不領人的感情呢?
[00:07:27.280 --> 00:07:32.080]  我們要知道保羅其實是一個情感很豐富的人
[00:07:32.080 --> 00:07:34.200]  他也是一個很有理性的人
[00:07:34.200 --> 00:07:35.040]  很有學問
[00:07:35.040 --> 00:07:36.760]  很有知識的人
[00:07:36.760 --> 00:07:38.200]  但是他的生命裡
[00:07:38.200 --> 00:07:43.240]  是充滿著上帝的愛和聖靈那種引領
[00:07:43.240 --> 00:07:45.960]  他很知道聖靈的感動
[00:07:45.960 --> 00:07:47.800]  在上一章我們看到
[00:07:47.800 --> 00:07:52.520]  他說但知道聖靈在各城裡向保羅指正
[00:07:52.520 --> 00:07:57.480]  說有困所和患難等著他
[00:07:57.480 --> 00:08:01.800]  如果你知道下一個月你要去某個城市
[00:08:01.800 --> 00:08:03.520]  如果聖靈感動你
[00:08:03.520 --> 00:08:04.840]  那裡有患難
[00:08:04.840 --> 00:08:06.080]  有困所等著你
[00:08:06.080 --> 00:08:07.200]  你還去不去呢?
[00:08:07.200 --> 00:08:08.720]  可能你馬上改機票
[00:08:08.720 --> 00:08:10.120]  馬上改行程
[00:08:10.120 --> 00:08:11.320]  但保羅不是
[00:08:11.320 --> 00:08:15.200]  保羅明知那裡有很大的艱難
[00:08:15.200 --> 00:08:19.000]  但他接著是完全徹底的信服
[00:08:19.000 --> 00:08:21.040]  他說我卻不以性命為念
[00:08:21.040 --> 00:08:22.960]  只要走完我的路程
[00:08:22.960 --> 00:08:26.000]  完成我從主耶穌所領受的職份
[00:08:26.000 --> 00:08:29.040]  為神恩典的福音作見證
[00:08:29.040 --> 00:08:30.960]  他完全沒有想過自己
[00:08:30.960 --> 00:08:36.480]  他是徹底信服聖靈的安排和帶領
[00:08:36.480 --> 00:08:40.760]  甚至當有很多人要勸他的時候
[00:08:40.760 --> 00:08:43.560]  在這二十一章第十三節
[00:08:43.560 --> 00:08:48.080]  過來推卻這些信徒
[00:08:48.080 --> 00:08:49.760]  叫他們不要去耶路撒冷
[00:08:49.760 --> 00:08:51.520]  保羅怎樣回答他們呢?
[00:08:51.520 --> 00:08:53.920]  他說你們為何要痛哭呢?
[00:08:53.920 --> 00:08:55.320]  使我心碎呢?
[00:08:55.320 --> 00:08:58.680]  我為主耶穌的名德但被人捆綁
[00:08:58.680 --> 00:09:00.880]  就算死在耶路撒冷
[00:09:00.880 --> 00:09:02.760]  也是願意的
[00:09:02.760 --> 00:09:08.000]  我們在經文本身已經交代給我們知道
[00:09:08.000 --> 00:09:11.840]  保羅的心思意念是很清晰的
[00:09:11.840 --> 00:09:17.520]  他很清楚他現在要前往的耶路撒冷
[00:09:17.520 --> 00:09:22.000]  他是要面對一個很大的迫害
[00:09:22.000 --> 00:09:24.360]  我們說死都願意的保羅
[00:09:24.360 --> 00:09:29.040]  他有幾方面我們可以從這兩章經文掌握到
[00:09:29.040 --> 00:09:30.720]  而且很清晰看見
[00:09:30.720 --> 00:09:35.520]  第一就是為何保羅堅持要去耶路撒冷
[00:09:35.520 --> 00:09:38.080]  明知山中有苦
[00:09:38.080 --> 00:09:41.400]  你還要向山中去行
[00:09:41.400 --> 00:09:42.960]  保羅不是硬頸
[00:09:42.960 --> 00:09:46.880]  保羅是因為他知道他有未完成的使命
[00:09:46.880 --> 00:09:52.520]  他被蒙召要去外邦作外邦人的仕途
[00:09:52.520 --> 00:09:55.760]  他去到周遊列國宣教
[00:09:55.760 --> 00:09:57.360]  去建立教會
[00:09:57.360 --> 00:10:00.880]  所以在第九章講到保羅第一次的蒙召
[00:10:00.880 --> 00:10:04.360]  他整個生命改變的時候
[00:10:04.360 --> 00:10:11.240]  神透過另一個門徒跟保羅說
[00:10:11.240 --> 00:10:12.480]  你只管去
[00:10:12.480 --> 00:10:15.480]  它是我所揀選的器皿
[00:10:15.480 --> 00:10:17.200]  要在外邦人
[00:10:17.200 --> 00:10:20.040]  君和和以色列人面前宣揚我的名
[00:10:20.040 --> 00:10:21.600]  我又要指示他
[00:10:21.600 --> 00:10:23.960]  為我的名必受許多苦難
[00:10:23.960 --> 00:10:28.440]  這就是亞拿利亞當時他接到上帝給他的啟示
[00:10:28.440 --> 00:10:30.880]  他就放膽去跟保羅說
[00:10:30.880 --> 00:10:33.080]  保羅是蒙揀選的
[00:10:33.080 --> 00:10:35.520]  而保羅在使徒行傳
[00:10:35.520 --> 00:10:39.000]  我們看見他有三次講他自己的見證
[00:10:39.000 --> 00:10:42.320]  無論在第九章、二十二章或者二十六章
[00:10:42.320 --> 00:10:45.280]  他都是要講明他這個身份
[00:10:45.280 --> 00:10:47.640]  他是蒙神所揀選
[00:10:47.640 --> 00:10:50.960]  他被差派到遠方外邦人的當中
[00:10:50.960 --> 00:10:52.560]  就是為了傳福音
[00:10:52.560 --> 00:10:56.560]  為了建立不同地域的教會
[00:10:56.560 --> 00:11:01.400]  保羅這個很清晰的強烈的使命感
[00:11:01.400 --> 00:11:04.440]  以至他寫迦拉泰書的時候
[00:11:04.440 --> 00:11:05.400]  他也這樣說
[00:11:05.400 --> 00:11:06.840]  他感動彼得
[00:11:06.840 --> 00:11:09.200]  叫他為受國禮的人作使徒
[00:11:09.200 --> 00:11:10.720]  即是猶太人
[00:11:10.720 --> 00:11:12.480]  他也同樣感動我
[00:11:12.480 --> 00:11:15.520]  叫我為外邦人作使徒
[00:11:15.520 --> 00:11:18.320]  保羅知道他自己身為猶太人
[00:11:18.320 --> 00:11:26.200]  但他竟然要為這群沒有受國禮的非猶太人去傳福音
[00:11:26.200 --> 00:11:28.080]  你少一點愛心也不行
[00:11:28.080 --> 00:11:30.080]  你不清楚你自己的使命
[00:11:30.080 --> 00:11:32.040]  你的工作
[00:11:32.040 --> 00:11:34.000]  你就會退卻
[00:11:34.000 --> 00:11:35.960]  但保羅他願意
[00:11:35.960 --> 00:11:39.800]  是因為他知道這是神託付給他的使命
[00:11:39.800 --> 00:11:42.520]  這個世界其實有三種人
[00:11:42.520 --> 00:11:45.520]  有一種人是很平庸的
[00:11:45.520 --> 00:11:48.920]  他只是勞勞碌碌
[00:11:48.920 --> 00:11:50.760]  或者只是為生計
[00:11:50.760 --> 00:11:52.800]  我們有些人說得粗俗一點
[00:11:52.800 --> 00:11:55.400]  就是富富碌碌過了一天
[00:11:55.400 --> 00:11:58.240]  然後融融碌碌過了一世
[00:11:58.240 --> 00:11:59.800]  因為他看到的
[00:11:59.800 --> 00:12:01.600]  他人生只有一個性命
[00:12:01.600 --> 00:12:05.280]  就是他自己的性命能夠生存
[00:12:05.280 --> 00:12:06.880]  只是為了生存
[00:12:06.880 --> 00:12:09.880]  一些比較優秀的第二類人
[00:12:09.880 --> 00:12:12.560]  他們不只是為了生存
[00:12:12.560 --> 00:12:15.000]  而是為了自己的生命
[00:12:15.000 --> 00:12:22.720]  要提升自己生活的品質
[00:12:22.720 --> 00:12:25.480]  所以他們會追求很多東西
[00:12:25.480 --> 00:12:27.480]  將自己增值等等
[00:12:27.480 --> 00:12:32.480]  要在各方面有一定的成就
[00:12:32.480 --> 00:12:34.480]  這些是無後悔的
[00:12:34.480 --> 00:12:40.120]  基督徒也可以追求在我們生活裏
[00:12:40.120 --> 00:12:44.560]  我們在任何工作崗位裏
[00:12:44.560 --> 00:12:46.560]  都要做一個優秀者
[00:12:46.560 --> 00:12:48.840]  但真正卓越的人
[00:12:48.840 --> 00:12:51.360]  就是那些他知道
[00:12:51.360 --> 00:12:54.040]  他不只是為了生活去糊口
[00:12:54.040 --> 00:12:56.960]  不只是為了提升自己生活
[00:12:56.960 --> 00:12:58.800]  是否好過一些呢?
[00:12:58.800 --> 00:13:01.480]  他的人生只有第三條命
[00:13:01.480 --> 00:13:06.080]  就是我的一生原來是上帝賦予我的才剛
[00:13:06.080 --> 00:13:08.840]  賦予我在這個地上可以活多長時間
[00:13:08.840 --> 00:13:11.320]  賦予我有一個託付
[00:13:11.320 --> 00:13:13.720]  一個人生的目標很清晰
[00:13:13.720 --> 00:13:15.720]  他知道他要去完成
[00:13:15.720 --> 00:13:17.320]  這是一個使命
[00:13:17.320 --> 00:13:19.600]  無論我們在任何一個職業裏
[00:13:19.600 --> 00:13:21.800]  如果我們沒有使命的時候
[00:13:21.800 --> 00:13:26.320]  我們不懂得為上帝託付給我們的
[00:13:26.320 --> 00:13:30.560]  我們來盡上我們自己應盡的責任
[00:13:30.560 --> 00:13:32.560]  甚至犧牲自己
[00:13:32.560 --> 00:13:37.360]  這次在武漢的疫症裏面
[00:13:37.360 --> 00:13:39.760]  我們看到很多很感人的見證
[00:13:39.760 --> 00:13:42.040]  我們看到當爆發的時候
[00:13:42.040 --> 00:13:45.720]  不單止武漢很多的醫生和護士
[00:13:45.720 --> 00:13:47.720]  他們第一時間報名
[00:13:47.720 --> 00:13:49.400]  說我們要去到最前線
[00:13:49.400 --> 00:13:52.760]  要去到最重災區的地方
[00:13:52.760 --> 00:13:58.600]  親身去接觸那些受到新型冠狀病毒
[00:13:58.600 --> 00:14:01.200]  這些受感染的病人
[00:14:01.200 --> 00:14:03.800]  甚至在其他省 其他市
[00:14:03.800 --> 00:14:06.520]  很多的醫護人員都報名
[00:14:06.520 --> 00:14:08.160]  我看到很感動
[00:14:08.160 --> 00:14:10.760]  我看到甚至有一對夫婦
[00:14:10.760 --> 00:14:12.280]  就是他們將要結婚的
[00:14:12.280 --> 00:14:14.520]  但他們延遲那個婚期
[00:14:14.520 --> 00:14:17.000]  就是因為遇到這個疫症的爆發
[00:14:17.000 --> 00:14:18.480]  結果呢
[00:14:18.480 --> 00:14:21.040]  因為他們兩個都是從事這些醫護人員
[00:14:21.040 --> 00:14:22.160]  結果呢
[00:14:22.160 --> 00:14:23.640]  他們一起商約就是
[00:14:23.640 --> 00:14:25.760]  我們等去完前線
[00:14:25.760 --> 00:14:29.760]  我們完了疫症我們才結婚
[00:14:29.760 --> 00:14:32.560]  但現實亦都很殘酷
[00:14:32.560 --> 00:14:34.120]  這一位未婚夫
[00:14:34.120 --> 00:14:36.280]  他去了最前線
[00:14:36.280 --> 00:14:38.000]  但他受感染
[00:14:38.000 --> 00:14:41.120]  結果他已經離開這個世界
[00:14:41.120 --> 00:14:44.120]  令人心裏很悲痛的一件事
[00:14:44.120 --> 00:14:47.600]  有人願意為他自己工作
[00:14:47.600 --> 00:14:50.160]  那份神聖的使命
[00:14:50.160 --> 00:14:52.800]  他願意擺上自己
[00:14:52.800 --> 00:14:55.920]  我亦都見到有很多的護士
[00:14:55.920 --> 00:14:59.120]  他願意剪了他們長長的秀髮
[00:14:59.120 --> 00:15:01.240]  就是為了要進到第一線
[00:15:01.240 --> 00:15:02.520]  最到最前線
[00:15:02.520 --> 00:15:05.160]  在這些受感染的隔離病房裏面
[00:15:05.160 --> 00:15:07.600]  他要去照顧那些病人
[00:15:07.600 --> 00:15:09.640]  看見他們戴的口罩
[00:15:09.640 --> 00:15:13.280]  整天都要戴著那些保護的衣物
[00:15:13.280 --> 00:15:17.240]  戴到那些口罩已經印在他們的臉上
[00:15:17.240 --> 00:15:19.520]  這一切的給我們看見
[00:15:19.520 --> 00:15:23.000]  一個真是用心在他們的工作上
[00:15:23.000 --> 00:15:24.160]  去打拼的人
[00:15:24.160 --> 00:15:26.320]  真是很不同
[00:15:26.320 --> 00:15:28.720]  我亦都看過TVB的一個特輯
[00:15:28.720 --> 00:15:31.240]  講我們香港醫護人員
[00:15:31.240 --> 00:15:32.840]  我看見亦都很感動
[00:15:32.840 --> 00:15:36.000]  有一位年青的醫生叫做Wendy
[00:15:36.000 --> 00:15:39.160]  她on call三十個小時不眠不休
[00:15:39.160 --> 00:15:41.680]  她說疫症爆發的時候
[00:15:41.680 --> 00:15:44.760]  我願意走到第一線
[00:15:44.760 --> 00:15:47.240]  她說我寧願我進去
[00:15:47.240 --> 00:15:51.440]  以致其他那些已經結婚有小孩的醫生
[00:15:51.440 --> 00:15:53.320]  不用那麼快進去
[00:15:53.320 --> 00:15:54.360]  她自己未結婚
[00:15:54.360 --> 00:15:56.640]  亦都沒有小孩子的顧慮
[00:15:56.640 --> 00:15:58.640]  她很願意為別人
[00:15:58.640 --> 00:16:00.520]  她盡上她自己的責任
[00:16:00.520 --> 00:16:01.600]  有另外一位醫生
[00:16:01.600 --> 00:16:04.760]  她更加心臟科的醫生
[00:16:04.760 --> 00:16:06.800]  她亦都講到
[00:16:06.800 --> 00:16:09.600]  她說當這段時間
[00:16:09.600 --> 00:16:11.960]  她是加入了一個dirty team
[00:16:11.960 --> 00:16:14.080]  她要完全
[00:16:14.080 --> 00:16:20.960]  是終日對著那些患了疫症的病人
[00:16:20.960 --> 00:16:22.240]  她完了之後
[00:16:22.240 --> 00:16:23.960]  她不敢回家
[00:16:23.960 --> 00:16:27.920]  她要住在租住的一個酒店
[00:16:27.920 --> 00:16:31.360]  她要自己消毒去結症
[00:16:31.360 --> 00:16:35.600]  她只能夠去打電話給她的太太
[00:16:35.600 --> 00:16:37.360]  這個是她每一天
[00:16:37.360 --> 00:16:42.400]  她自己能夠覺得得著安慰鼓勵的時間
[00:16:42.400 --> 00:16:44.880]  但是我很感動的是她講了一句話
[00:16:44.880 --> 00:16:46.760]  她說如果我的犧牲
[00:16:46.760 --> 00:16:49.960]  能夠換取香港人的健康
[00:16:49.960 --> 00:16:52.680]  那都是值得的
[00:16:52.680 --> 00:16:53.240]  弟兄姊妹
[00:16:53.240 --> 00:16:56.120]  我們今天需要更多更多人看見
[00:16:56.120 --> 00:16:59.360]  她的人生是帶著使命感
[00:16:59.360 --> 00:17:03.040]  她不會在正正這個社會
[00:17:03.040 --> 00:17:04.640]  正正在危難
[00:17:04.640 --> 00:17:06.920]  正正是最需要你的時候
[00:17:06.920 --> 00:17:08.480]  你就去逃避
[00:17:08.480 --> 00:17:11.360]  甚至你用很多的藉口
[00:17:11.360 --> 00:17:12.880]  去攔阻其他人
[00:17:12.880 --> 00:17:14.560]  去救病人
[00:17:14.560 --> 00:17:17.720]  我們今天正正在這個危機裏面
[00:17:17.720 --> 00:17:20.160]  我們看見契機
[00:17:20.160 --> 00:17:23.720]  原來人世間很多的天災人禍的苦難裏面
[00:17:23.720 --> 00:17:25.360]  我們都確實看見
[00:17:25.360 --> 00:17:26.800]  有人性的醜惡
[00:17:26.800 --> 00:17:28.200]  但亦有另外一面
[00:17:28.200 --> 00:17:29.880]  是人性的光輝
[00:17:29.880 --> 00:17:32.200]  在散發出來
[00:17:32.200 --> 00:17:33.960]  死也願意的保羅
[00:17:33.960 --> 00:17:35.880]  她很清楚她被召
[00:17:35.880 --> 00:17:39.720]  就是要為了完成她的使命
[00:17:39.720 --> 00:17:42.440]  所以在提摩太后書四章六至八節
[00:17:42.440 --> 00:17:43.640]  她亦都很清楚
[00:17:43.640 --> 00:17:45.800]  當時候來到的時候
[00:17:45.800 --> 00:17:47.200]  就是她要離世
[00:17:47.200 --> 00:17:48.360]  她為主
[00:17:48.360 --> 00:17:50.800]  為福音要殉道的時候
[00:17:50.800 --> 00:17:53.240]  她說那美好的障礙已經打過了
[00:17:53.240 --> 00:17:55.560]  當跑的路我都跑盡了
[00:17:55.560 --> 00:17:57.560]  該信的道我都守住了
[00:17:57.560 --> 00:18:00.640]  從此以後有公義的冠冕為我存留
[00:18:00.640 --> 00:18:03.240]  就是按照公義審判的主
[00:18:03.240 --> 00:18:05.480]  到了那一天要賜給
[00:18:05.480 --> 00:18:06.600]  不單止是保羅
[00:18:06.600 --> 00:18:10.720]  亦都賜給每一個凡愛慕她顯現的人
[00:18:10.720 --> 00:18:13.600]  我們今天需要好像效法保羅
[00:18:13.600 --> 00:18:15.400]  這一份很強烈
[00:18:15.400 --> 00:18:17.480]  很清晰的使命感
[00:18:17.480 --> 00:18:19.800]  這一份這麼強烈的使命感的背後
[00:18:19.800 --> 00:18:22.040]  必須就是一個愛
[00:18:22.040 --> 00:18:25.120]  這種愛不是出自你自己
[00:18:25.120 --> 00:18:27.080]  是來自上帝
[00:18:27.080 --> 00:18:31.000]  以致我們能夠對神那種愛的一種毀身
[00:18:31.000 --> 00:18:32.960]  而帶動出來的
[00:18:32.960 --> 00:18:34.400]  有很多人都以為
[00:18:34.400 --> 00:18:38.000]  愛神這個人就很淑靈了
[00:18:38.000 --> 00:18:39.840]  不吃人間煙火
[00:18:39.840 --> 00:18:41.760]  自己走在山洞裏面
[00:18:41.760 --> 00:18:43.000]  過他一生
[00:18:43.000 --> 00:18:43.880]  不是
[00:18:43.880 --> 00:18:46.240]  我們看見我們的主耶穌
[00:18:46.240 --> 00:18:49.000]  祂愛世間的人
[00:18:49.000 --> 00:18:50.160]  無論什麼種族
[00:18:50.160 --> 00:18:51.760]  無論什麼階層
[00:18:51.760 --> 00:18:53.120]  祂都去觸摸他們
[00:18:53.120 --> 00:18:55.880]  甚至這個患大麻瘋的人來到主的面前
[00:18:55.880 --> 00:18:58.480]  祂都伸手去觸摸他
[00:18:58.480 --> 00:19:00.000]  就是要讓他看見
[00:19:00.000 --> 00:19:04.360]  這一份愛無條件的接納
[00:19:04.360 --> 00:19:06.440]  我們在這個過程裏面看到
[00:19:06.440 --> 00:19:10.640]  保羅當時要面對一件事
[00:19:10.640 --> 00:19:12.640]  當他去到耶路撒冷
[00:19:12.640 --> 00:19:15.560]  見雅各和那些領袖的時候
[00:19:15.560 --> 00:19:17.760]  已經有消息傳入去
[00:19:17.760 --> 00:19:19.800]  保羅在外邦的地方
[00:19:19.800 --> 00:19:21.960]  他教那些猶太人
[00:19:21.960 --> 00:19:25.240]  不守摩西的律法
[00:19:25.240 --> 00:19:26.720]  他要人離開
[00:19:26.720 --> 00:19:31.720]  這些舊約他們猶太人的傳統
[00:19:31.720 --> 00:19:33.880]  甚至不行國禮
[00:19:33.880 --> 00:19:37.440]  這些當然是歪曲
[00:19:37.440 --> 00:19:39.160]  是一些謠言
[00:19:39.160 --> 00:19:41.200]  我們在當中可以看到
[00:19:41.200 --> 00:19:42.560]  這件事
[00:19:42.560 --> 00:19:47.120]  結果這位使徒雅各
[00:19:47.120 --> 00:19:50.520]  他來到教保羅
