
[00:00:00.000 --> 00:00:02.840]  上一次我們提過出埃及這件事蹟
[00:05:35.940 --> 00:05:37.980]  就是有沒有一些間接性的
[00:05:37.980 --> 00:05:40.540]  情況性的背景的旁證
[00:05:40.540 --> 00:05:43.540]  即是circumstantial background的evidence
[00:05:43.540 --> 00:05:46.180]  如果這樣問的時候可能真的有
[00:05:46.180 --> 00:05:50.100]  因為如果出埃及記真是後期虛構著作
[00:05:50.100 --> 00:05:53.820]  即是到波斯時代公元前500年的時候才寫
[00:05:53.820 --> 00:05:58.620]  他的描述裡面一定是會用一些後期的字眼
[00:05:58.620 --> 00:06:05.740]  但如果出埃及記真是寫當時歷史的事跡
[00:06:05.740 --> 00:06:09.500]  他的描述一定是配合當時的語言
[00:06:09.500 --> 00:06:11.260]  當時的環境
[00:06:11.260 --> 00:06:12.380]  如果是這樣的話
[00:06:12.380 --> 00:06:15.780]  歷史可靠性就會高很多
[00:06:15.780 --> 00:06:20.060]  那你問前前後後又說早期又後期的描述
[00:06:20.060 --> 00:06:21.860]  好像很難明白很抽象
[00:06:21.860 --> 00:06:23.820]  其實一點都不難明白
[00:06:23.820 --> 00:06:25.460]  我播以下一個短片
[00:06:25.460 --> 00:06:27.500]  你就知道有什麼問題了
[00:06:27.500 --> 00:06:28.700]  是 皇上
[00:06:28.700 --> 00:06:31.620]  父皇 濟英的大軍要二十天才去到白利浦
[00:06:31.620 --> 00:06:33.780]  但每日的軍餉二成二十萬兩
[00:06:33.780 --> 00:06:35.580]  我們的國庫已經所剩無幾
[00:06:35.580 --> 00:06:37.260]  朕暫時不能給那麼多了
[00:06:37.260 --> 00:06:38.260]  惟今之計
[00:06:38.260 --> 00:06:40.700]  只要交了十五、十六和十七這三萬的軍餉
[00:06:40.700 --> 00:06:43.460]  其他的再慢慢想辦法
[00:06:43.460 --> 00:06:47.260]  皇上 讓奴婢替你換個盆熱水
[00:06:47.260 --> 00:06:49.500]  周兄弟 同朕再查一下
[00:06:49.500 --> 00:06:51.500]  看各地各省還有沒有人欠稅
[00:06:51.500 --> 00:06:53.940]  朕要將這些稅項一次過追回來
[00:06:53.940 --> 00:06:56.020]  臣遵旨
[00:06:56.020 --> 00:06:58.140]  明眼人一看就明白了
[00:06:58.140 --> 00:07:01.500]  因為朕是不會用check這個字的
[00:07:01.500 --> 00:07:03.540]  看上去好像很好笑
[00:07:03.540 --> 00:07:05.340]  但其實這裡點出了一樣東西
[00:07:05.340 --> 00:07:09.980]  就是如何鑒定一個歷史文件可靠性的原則
[00:07:09.980 --> 00:07:11.860]  官方說出埃及記
[00:07:11.860 --> 00:07:13.260]  如果歷史可靠的話
[00:07:13.260 --> 00:07:15.860]  那裏面的描述一定是吻合公元前
[00:07:15.860 --> 00:07:18.580]  一千五百至一千年之間
[00:07:18.580 --> 00:07:21.540]  那時候是New Kingdom Period
[00:07:21.540 --> 00:07:24.580]  是古埃及帝國的新王國時期
[00:07:24.580 --> 00:07:28.460]  那時候是埃及最後輝煌的時期
[00:07:28.460 --> 00:07:32.060]  看看當時埃及的歷史文件
[00:07:32.060 --> 00:07:33.500]  用什麼字眼
[00:07:33.500 --> 00:07:35.060]  描述什麼地理
[00:07:35.060 --> 00:07:37.180]  然後再去比對一下
[00:07:37.180 --> 00:07:42.180]  出埃及記我們就知道它的歷史可靠性
[00:07:42.180 --> 00:07:43.820]  舉幾個例子
[00:07:43.820 --> 00:07:45.820]  出埃及記一章第十一節
[00:07:45.820 --> 00:07:50.100]  於是埃及人派督公管轄他們
[00:07:50.100 --> 00:07:51.260]  就是以色列人
[00:07:51.260 --> 00:07:54.260]  加重他們的負擔和害他們
[00:07:54.260 --> 00:07:57.220]  他們為法老建造兩座積火城
[00:07:57.220 --> 00:07:59.460]  就是彼東和蘭室
[00:07:59.460 --> 00:08:02.740]  使他們因做苦工覺得命苦
[00:08:02.740 --> 00:08:07.340]  無論和禮、做磚、做田間各樣的工
[00:08:07.340 --> 00:08:11.700]  在一切的工上都嚴嚴待他們
[00:08:11.700 --> 00:08:13.620]  這裏細緻的描述
[00:08:13.620 --> 00:08:16.900]  做磚、和禮和一切的工
[00:08:16.900 --> 00:08:19.220]  我帶你去一個埃及的墓穴
[00:08:19.220 --> 00:08:21.740]  叫做Tomb of Reck-Marie
[00:08:21.740 --> 00:08:24.020]  雷克米爾墓穴
[00:08:24.020 --> 00:08:26.820]  這個人在公元前十五世紀
[00:08:26.820 --> 00:08:29.540]  即是一千四百多年的時候
[00:08:29.540 --> 00:08:31.700]  在埃及做大官
[00:08:31.700 --> 00:08:34.460]  在他的墓穴裏面有很多壁畫
[00:08:34.460 --> 00:08:37.740]  裏面描述很多奴隸
[00:08:37.740 --> 00:08:40.260]  包括戰俘
[00:08:40.260 --> 00:08:44.260]  他們在田間做很多事
[00:08:44.260 --> 00:08:49.460]  這個和出埃及記的描述是非常吻合的
[00:08:49.460 --> 00:08:52.980]  你看到這個圖畫這一部分
[00:08:52.980 --> 00:08:56.100]  有人在池裏拿水上來
[00:08:56.100 --> 00:08:58.580]  有些奴隸在和禮
[00:08:58.580 --> 00:09:00.660]  有些在做磚
[00:09:00.660 --> 00:09:04.420]  包括在田間裏面各樣的工作
[00:09:04.420 --> 00:09:06.420]  細緻地去看的時候
[00:09:06.420 --> 00:09:12.500]  那些埃及的督工是拿著木棒來管轄他們
[00:09:12.500 --> 00:09:15.220]  另一方面我們可以看地理
[00:09:15.220 --> 00:09:16.540]  一章第十一節
[00:09:16.540 --> 00:09:18.500]  兩座的積貨城
[00:09:18.500 --> 00:09:21.020]  叫彼東和蘭室
[00:09:21.020 --> 00:09:23.380]  蘭室是法老的名字
[00:09:23.380 --> 00:09:26.420]  有一個很出名的法老王
[00:09:26.420 --> 00:09:30.660]  叫蘭室二世或蘭室大帝
[00:09:30.660 --> 00:09:32.660]  Ramesses II
[00:09:32.660 --> 00:09:34.940]  蘭室城真是存在的
[00:09:34.940 --> 00:09:37.260]  Ramesses或Ramesses
[00:09:37.260 --> 00:09:40.020]  在舊約聖經裏面只提過五次
[00:09:40.020 --> 00:09:43.660]  都是在摩西五經裏面提過的
[00:09:43.660 --> 00:09:45.660]  而我們知道蘭室城
[00:09:45.660 --> 00:09:51.340]  Pyramus的城市在埃及的文獻裏面出現過
[00:09:51.340 --> 00:09:56.540]  亦都是蘭室二世這個法老所建的京都
[00:09:56.540 --> 00:09:59.620]  說起蘭室二世的法老
[00:09:59.620 --> 00:10:00.860]  他就很出名
[00:10:00.860 --> 00:10:03.220]  因為很多人都認為
[00:10:03.220 --> 00:10:06.780]  這個很可能是出埃及的法老
[00:10:06.780 --> 00:10:08.180]  但說到考古
[00:10:08.180 --> 00:10:10.420]  蘭室城我們知道的
[00:10:10.420 --> 00:10:12.900]  只是有二百年的歷史
[00:10:12.900 --> 00:10:17.540]  由公元前1270至1070年之間
[00:10:17.540 --> 00:10:21.100]  為什麼最後會被荒廢呢?
[00:10:21.100 --> 00:10:26.100]  因為當時利羅河在三角洲的平地經常會改道
[00:10:26.100 --> 00:10:28.260]  利羅河對埃及人來說
[00:10:28.260 --> 00:10:29.420]  是很重要的
[00:10:29.420 --> 00:10:31.300]  等於今天的高速公路
[00:10:31.300 --> 00:10:35.980]  交通、貿易、軍事的樞紐都是靠這條河
[00:10:35.980 --> 00:10:37.420]  所以這條河改道
[00:10:37.420 --> 00:10:41.100]  城市在兩百年之後就被荒廢了
[00:10:41.100 --> 00:10:44.580]  那些埃及人就很懂得復原
[00:10:44.580 --> 00:10:49.620]  他們就把本身在蘭室城裏面的石碑
[00:10:49.620 --> 00:10:52.220]  有蘭室二世的名字的石碑
[00:10:52.220 --> 00:10:54.980]  搬到北面十二英里
[00:10:54.980 --> 00:10:57.740]  建另外一個城鎮
[00:10:57.740 --> 00:11:00.860]  那個城鎮叫做索安
[00:11:00.860 --> 00:11:04.260]  或者希臘文是丹尼斯
[00:11:04.260 --> 00:11:09.260]  說起索安城或者丹尼斯
[00:11:09.260 --> 00:11:11.860]  如果你記得或者你接觸過
[00:11:11.860 --> 00:11:13.540]  1981年的時候
[00:11:13.540 --> 00:11:16.340]  有一套電影叫做《奪寶奇兵》
[00:11:16.340 --> 00:11:18.940]  In the End of Jones' Waders of the Lost Ark
[00:11:18.940 --> 00:11:23.260]  裏面是提過丹尼斯這個古城
[00:11:23.260 --> 00:11:27.220]  電影裏面的橋段就是說二次大戰的時候
[00:11:27.220 --> 00:11:31.820]  德國納粹黨就要叫法國的考古學家
[00:11:31.820 --> 00:11:37.100]  去丹尼斯索安這個地方找藥櫃
[00:11:37.100 --> 00:11:41.180]  你看看以下這個短短兩三分鐘的片段
[00:11:41.180 --> 00:11:44.100]  你告訴我有什麼是真有什麼是虛構
[00:12:08.100 --> 00:12:09.980]  Yes, I did.
[00:12:09.980 --> 00:12:12.340]  Dr. Jones, you must understand
[00:12:12.340 --> 00:12:15.300]  that this is all strictly confidential.
[00:12:15.300 --> 00:12:18.420]  I understand.
[00:12:18.420 --> 00:12:21.900]  Yesterday afternoon, our European sections
[00:12:21.900 --> 00:12:24.700]  intercepted a German communique
[00:12:24.700 --> 00:12:27.460]  that was sent from Cairo to Berlin.
[00:12:27.460 --> 00:12:29.340]  You see, over the last two years,
[00:12:29.340 --> 00:12:31.300]  the Nazis have had teams of archaeologists
[00:12:31.300 --> 00:12:32.260]  running around the world
[00:12:32.260 --> 00:12:35.220]  looking for all kinds of religious artifacts.
[00:12:35.220 --> 00:12:36.820]  Hitler's a nut on the subject.
[00:12:36.820 --> 00:12:37.860]  He's crazy.
[00:12:37.860 --> 00:12:39.900]  He's obsessed with the occult.
[00:12:39.900 --> 00:12:41.500]  And right now, apparently,
[00:12:41.500 --> 00:12:43.900]  there's some kind of German archaeological dig
[00:12:43.900 --> 00:12:45.980]  going on in the desert outside of Cairo.
[00:12:45.980 --> 00:12:47.500]  Now, we've got some information here,
[00:12:47.500 --> 00:12:48.940]  but we can't make anything out of it,
[00:12:48.940 --> 00:12:51.140]  and maybe you can.
[00:12:51.140 --> 00:12:54.260]  Tannis Development Proceeding
[00:12:54.260 --> 00:13:01.420]  Acquire Headpiece Staff of Ra Abner Ravenwood, US.
[00:13:01.420 --> 00:13:03.780]  Nazis have discovered Tannis.
[00:13:03.780 --> 00:13:06.820]  What does that mean to you, Tannis?
[00:13:06.820 --> 00:13:07.900]  The city of Tannis
[00:13:07.900 --> 00:13:09.220]  is one of the possible resting places
[00:13:09.220 --> 00:13:10.580]  of the Lost Ark.
[00:13:10.580 --> 00:13:12.060]  The Lost Ark?
[00:13:12.060 --> 00:13:13.180]  Yeah, the Ark of the Covenant,
[00:13:13.180 --> 00:13:14.780]  the chest the Hebrews used to carry around
[00:13:14.780 --> 00:13:15.780]  the Ten Commandments.
[00:13:15.780 --> 00:13:16.700]  What do you mean "Ten Commandments"?
[00:13:16.700 --> 00:13:18.340]  You're talking about the Ten Commandments?
[00:13:18.340 --> 00:13:20.420]  Yes, the actual Ten Commandments,
[00:13:20.420 --> 00:13:21.940]  the original stone tablets
[00:13:21.940 --> 00:13:23.780]  that Moses brought down out of Mount Herob
[00:13:23.780 --> 00:13:27.180]  and smashed, if you believe in that sort of thing.
[00:13:27.180 --> 00:13:28.940]  Any of you guys ever go to Sunday school?
[00:13:28.940 --> 00:13:29.420]  Well, I...
[00:13:29.420 --> 00:13:30.780]  No, look.
[00:13:30.780 --> 00:13:32.380]  The Hebrews took the broken pieces
[00:13:32.380 --> 00:13:33.180]  and put them in the Ark,
[00:13:33.180 --> 00:13:34.820]  when they settled in Canaan.
[00:13:34.820 --> 00:13:35.900]  They put the Ark in a place
[00:13:35.900 --> 00:13:37.340]  called the Temple of Solomon.
[00:13:37.340 --> 00:13:38.220]  In Jerusalem?
[00:13:38.220 --> 00:13:39.940]  Where it stayed for many years
[00:13:39.940 --> 00:13:42.100]  until all of a sudden, whoosh, it's gone.
[00:13:42.100 --> 00:13:43.100]  Where?
[00:13:43.100 --> 00:13:44.900]  Well, nobody knows where or when.
[00:13:44.900 --> 00:13:46.740]  However, an Egyptian pharaoh...
[00:13:46.740 --> 00:13:47.300]  Shishak.
[00:13:47.300 --> 00:13:49.020]  Yes, invaded the city of Jerusalem
[00:13:49.020 --> 00:13:50.780]  around about 980 B.C.
[00:13:50.780 --> 00:13:51.860]  and he may have taken the Ark
[00:13:51.860 --> 00:13:53.860]  back to the city of Tannis
[00:13:53.860 --> 00:13:55.460]  and hidden it in a secret chamber
[00:13:55.460 --> 00:13:57.500]  called the Well of Souls.
[00:13:57.500 --> 00:13:58.660]  Secret chamber?
[00:13:58.660 --> 00:14:00.460]  However, about a year after
[00:14:00.460 --> 00:14:02.180]  the pharaoh had returned to Egypt,
[00:14:02.180 --> 00:14:04.540]  the city of Tannis was consumed
[00:14:04.540 --> 00:14:06.140]  by the desert in a sandstorm
[00:14:06.140 --> 00:14:08.580]  which lasted a whole year,
[00:14:08.580 --> 00:14:11.020]  wiped clean by the wrath of God.
[00:14:11.020 --> 00:14:13.380]  Now, what does this Ark look like?
[00:14:13.380 --> 00:14:15.180]  I...
[00:14:15.180 --> 00:14:17.780]  There's a picture of it right here.
[00:14:17.780 --> 00:14:23.380]  That's it.
[00:14:23.380 --> 00:14:30.940]  Good God!
[00:14:30.940 --> 00:14:33.580]  Yes, that's just what the Hebrews thought.
[00:14:33.580 --> 00:14:35.580]  Now, what's that supposed to be
[00:14:35.580 --> 00:14:36.980]  coming out of there?
[00:14:36.980 --> 00:14:38.780]  Lightning.
[00:14:38.780 --> 00:14:40.780]  Fire.
[00:14:40.780 --> 00:14:42.780]  Power of God or something.
[00:14:42.780 --> 00:14:47.180]  You can't understand Hitler's interest in it.
[00:14:47.180 --> 00:14:48.380]  Oh, yes.
[00:14:48.380 --> 00:14:50.580]  The Bible speaks of the Ark leveling mountains
[00:14:50.580 --> 00:14:54.180]  and laying waste to entire regions.
[00:14:54.180 --> 00:14:57.980]  An army which carries the Ark before it
[00:14:57.980 --> 00:14:59.980]  is invincible.
[00:15:01.780 --> 00:15:03.580]  So, what's the truth?
[00:15:03.580 --> 00:15:06.380]  If you've been to Sunday School,
[00:15:06.380 --> 00:15:08.780]  you'll know that there's the Ark.
[00:15:08.780 --> 00:15:10.380]  Also, you should know that
[00:15:10.380 --> 00:15:12.340]  in 900 B.C.,
[00:15:12.340 --> 00:15:15.780]  there was a pharaoh named Shishak.
[00:15:15.780 --> 00:15:17.500]  He really attacked Jerusalem
[00:15:17.500 --> 00:15:19.660]  and took away the treasures
[00:15:19.660 --> 00:15:21.580]  of the temple and the palace.
[00:15:21.580 --> 00:15:25.380]  This is explained in the 14th chapter of the Book of Kings.
[00:15:25.380 --> 00:15:26.980]  The Ark's whereabouts
[00:15:26.980 --> 00:15:28.780]  is another big topic.
[00:15:28.780 --> 00:15:30.180]  We won't talk about it today.
[00:15:30.180 --> 00:15:31.380]  No matter what,
[00:15:31.380 --> 00:15:32.540]  when it comes to Tennis,
[00:15:32.540 --> 00:15:35.540]  Denis, Soin and Zouan,
[00:15:35.540 --> 00:15:37.740]  these cities,
[00:15:37.740 --> 00:15:40.740]  it's true that since 1928,
[00:15:40.740 --> 00:15:43.140]  the French archaeologists
[00:15:43.140 --> 00:15:44.940]  started to excavate.
[00:15:44.940 --> 00:15:47.140]  They've been doing it for years.
[00:15:47.140 --> 00:15:48.740]  In the first few decades,
[00:15:48.740 --> 00:15:51.420]  the French archaeologists
[00:15:51.420 --> 00:15:54.380]  thought that Soin and Zouan,
[00:15:54.380 --> 00:15:55.340]  Tennis,
[00:15:55.340 --> 00:15:58.940]  were the solid rocks in the Aegean.
[00:15:58.940 --> 00:16:02.140]  That's where they found the treasures
[00:16:02.140 --> 00:16:03.340]  and the stones.
[00:16:03.340 --> 00:16:06.340]  But they found out later that it was wrong.
[00:16:06.340 --> 00:16:09.740]  Soin and Tennis
[00:16:09.740 --> 00:16:11.940]  are an ancient city of 1,000 years.
[00:16:11.940 --> 00:16:15.940]  But they were built in 1070.
[00:16:15.940 --> 00:16:18.940]  So it's a later city.
[00:16:18.940 --> 00:16:20.740]  The later books of the Bible
[00:16:20.740 --> 00:16:24.340]  also mention Soin and Tennis.
[00:16:24.340 --> 00:16:26.740]   In the 78th and 12th chapters of the Book of Psalms,
[00:16:26.740 --> 00:16:30.140]  it says that God in the fields of Soin,
[00:16:30.140 --> 00:16:31.540]  the fields of Soin,
[00:16:31.540 --> 00:16:33.340]  that is,Tennis,
[00:16:33.340 --> 00:16:38.340]  performed a miracle in front of the Lord.
[00:16:38.340 --> 00:16:39.340]  This is very important.
[00:16:39.340 --> 00:16:41.740]  The 78th chapter of the Book of Psalms
[00:16:41.740 --> 00:16:45.740]  is about the plague in the Aegean.
[00:16:45.740 --> 00:16:48.540]  But it says that the place where the plague occurred
[00:16:48.540 --> 00:16:49.740]  was Soin,
[00:16:49.740 --> 00:16:51.740]  not Lansat.
[00:16:51.740 --> 00:16:54.540]  So when the poet wrote this poem,
[00:16:54.540 --> 00:16:57.140]  when he recalled the plague,
[00:16:57.140 --> 00:17:00.540]  he wrote it after 400 to 500 years
[00:17:00.540 --> 00:17:02.540]  after he left Egypt.
[00:17:02.540 --> 00:17:05.740]   At that time, Lansat no longer existed.
[00:17:05.740 --> 00:17:07.940]  So the poet only knew
[00:17:07.940 --> 00:17:13.740]  that the plague occurred in Soin near Lansat.
[00:17:13.740 --> 00:17:16.340]  But when he went back to Egypt,
[00:17:16.340 --> 00:17:20.540]  he saw the details of the geography
[00:17:20.540 --> 00:17:23.140]  and he mentioned Lansat.
[00:17:23.140 --> 00:17:25.940]  This town really existed at that time.
[00:17:25.940 --> 00:17:27.740]  So when it was recorded,
[00:17:27.740 --> 00:17:31.540]  the reliability of history was shown.
[00:17:31.540 --> 00:17:34.340]  You may think that it is very complicated.
[00:17:34.340 --> 00:17:35.740]  In fact,it is not complicated at all.
[00:17:35.740 --> 00:17:37.140]  It is also very simple.
[00:17:37.140 --> 00:17:39.940]  For example,I have lived in Chicago for only 20 years.
[00:17:39.940 --> 00:17:43.140]  I only know the geography of Chicago
[00:17:43.140 --> 00:17:45.140]  for the past 20 years.
[00:17:45.140 --> 00:17:47.540]  You can ask some old Chinese here.
[00:17:47.540 --> 00:17:48.940]  They can tell you that
[00:17:48.940 --> 00:17:50.340]  40 or 50 years ago,
[00:17:50.340 --> 00:17:54.140]  at the same place, the front of the restaurant's name
[00:17:54.140 --> 00:17:55.940]  was named after something.
[00:17:55.940 --> 00:17:58.340]  Today, we can really determine
[00:17:58.340 --> 00:18:00.140]  the location of Lansat.
[00:18:00.140 --> 00:18:03.140]  It is a small village in Alibaba today
[00:18:03.140 --> 00:18:04.940]  called Cantia.
[00:18:04.940 --> 00:18:07.140]  Here we can find
[00:18:07.140 --> 00:18:09.340]  the stone wall of Lansat.
[00:18:09.340 --> 00:18:11.140]  It also has the name of the king.
[00:18:11.140 --> 00:18:14.340]  The stone pillar has the hand of the great man of Lansat.
[00:18:14.340 --> 00:18:17.740]  He is attacking his enemy.
[00:18:17.740 --> 00:18:20.940]  Notice that the Bible always mentions
[00:18:20.940 --> 00:18:23.740]  the hand of the great man is the new shield.
[00:18:23.740 --> 00:18:26.740]  In fact, these are the political phrases
[00:18:26.740 --> 00:18:29.340]  that the French used all the time at that time.
[00:18:29.340 --> 00:18:30.540]  In the ancient city of Lansat,
[00:18:30.540 --> 00:18:33.540]  we can also find a military stable.
[00:18:33.540 --> 00:18:36.540]  There are also many large stones used to tie horses.
[00:18:36.540 --> 00:18:39.540]  It is estimated that this stable
[00:18:39.540 --> 00:18:41.540]  can stop 500 horses
[00:18:41.540 --> 00:18:45.340]  and can stop more than 200 warships.
[00:18:45.340 --> 00:18:50.140]  The ancient city of Lansat is estimated to be as large as 10 square kilometers.
[00:18:50.140 --> 00:18:53.340]  Of course, it is now a field.
[00:18:53.340 --> 00:18:59.140]  But at that time, it was the largest city in the world.
[00:18:59.140 --> 00:19:01.340]  The Egyptian Bible also contains
[00:19:01.340 --> 00:19:04.340]  many special phrases and dictionaries
[00:19:04.340 --> 00:19:06.940]  used by the Egyptian pharaohs at that time.
[00:19:06.940 --> 00:19:11.540]  It does not contain the words of the later Persian period.
[00:19:11.540 --> 00:19:15.140]   On the contrary, the books written in the later period
[00:19:15.140 --> 00:19:18.140]  Ezra and Nehemiah
[00:19:18.140 --> 00:19:21.540]  always contain the words of the Persian period.
[00:19:21.540 --> 00:19:37.940]   We have just spent about 15 minutes
[00:19:37.940 --> 00:19:43.140]  to explain the historical reality of the Egyptian Bible.
[00:19:43.140 --> 00:19:45.540]   In fact, there is no need to doubt.
[00:19:45.540 --> 00:19:49.740]   Now we can take a look at the Egyptian route.
