
[00:00:00.000 --> 00:00:02.080]  在我們今天的經文之前
[00:01:36.800 --> 00:01:39.320]  在每一個的試探困難裡面
[00:01:39.320 --> 00:01:42.520]  總要為我們開一條出路
[00:01:42.520 --> 00:01:46.080]  所以今天各位親愛的弟兄姊妹、各位的來賓
[00:01:46.080 --> 00:01:50.040]  我們每一個人都會經歷各樣的困難
[00:01:50.040 --> 00:01:52.720]  特別是魔鬼的試探在裡面
[00:01:52.720 --> 00:01:54.960]  或者你說我今天好端端
[00:01:54.960 --> 00:01:57.000]  沒有什麼意思你今天說的
[00:01:57.000 --> 00:01:58.040]  我們不知道
[00:01:58.040 --> 00:01:59.760]  或者你已經在進入
[00:01:59.760 --> 00:02:04.000]  魔鬼已經在準備各樣的事去引誘你
[00:02:04.000 --> 00:02:04.960]  你自己都不知道
[00:02:04.960 --> 00:02:06.120]  我自己都不知道
[00:02:06.120 --> 00:02:08.480]  可能我們已經在進入裡面
[00:02:08.480 --> 00:02:11.520]  或者你說我現在實在極之困苦
[00:02:11.520 --> 00:02:14.440]  我不知道怎樣面對這些隱憂
[00:02:14.440 --> 00:02:16.920]  可能上帝已經慢慢的為你開了路
[00:02:16.920 --> 00:02:19.720]  你很快就會離開這些事
[00:02:19.720 --> 00:02:21.520]  因為上帝幫助你
[00:02:21.520 --> 00:02:25.400]  所以今天讓我們在這裡一起學習
[00:02:25.400 --> 00:02:27.360]  究竟我們應該怎樣去做呢?
[00:02:27.360 --> 00:02:29.840]  今天的訊息告訴我們
[00:02:29.840 --> 00:02:34.680]  我們不需要降伏在魔鬼給我們的引誘
[00:02:34.680 --> 00:02:37.840]  或者各樣的試探、各樣的困難裡面
[00:02:37.840 --> 00:02:39.800]  因為聖經告訴我們
[00:02:39.800 --> 00:02:41.960]  主耶穌經歷過這一切
[00:02:41.960 --> 00:02:44.920]  而祂沒有跌倒、祂沒有犯罪
[00:02:44.920 --> 00:02:46.120]  但是祂經歷這一切
[00:02:46.120 --> 00:02:48.960]  祂確實是因為這些事而受過苦
[00:02:48.960 --> 00:02:52.440]  所以祂知道那個苦是怎樣
[00:02:52.440 --> 00:02:55.840]  所以我們今天就透過這段聖經告訴我們
[00:02:55.840 --> 00:02:57.920]  主讓我告訴你
[00:02:57.920 --> 00:03:00.520]  你可以跟著我怎樣的得勝
[00:03:00.520 --> 00:03:02.160]  求主也要今天幫助我
[00:03:02.160 --> 00:03:05.440]  將一個聖經裡面的見證告訴各位
[00:03:05.440 --> 00:03:10.440]  這個見證人是跌倒了在魔鬼的試探裡面
[00:03:10.440 --> 00:03:12.440]  但是主耶穌怎樣的教他
[00:03:12.440 --> 00:03:14.040]  能夠重新的起來
[00:03:14.040 --> 00:03:15.760]  重新的去服侍主
[00:03:15.760 --> 00:03:18.760]  我願意今天主使用這個短短的時間
[00:03:18.760 --> 00:03:21.400]  我們一起領受祂自己的愛
[00:03:21.400 --> 00:03:24.320]  知道上帝對我們的愛是無條件的愛
[00:03:24.320 --> 00:03:27.200]  知道上帝對我們的接納是無田地的接納
[00:03:27.200 --> 00:03:28.920]  為什麼祂會這樣對我們呢?
[00:03:28.920 --> 00:03:31.400]  為什麼祂會這樣待你和待我呢?
[00:03:31.400 --> 00:03:33.480]  是因為祂愛我們
[00:03:33.480 --> 00:03:36.560]  是因為我們也願意說主
[00:03:36.560 --> 00:03:38.040]  我們願意跟隨你
[00:03:38.040 --> 00:03:39.760]  求你幫助我們
[00:03:39.760 --> 00:03:43.360]  我們今天的經文是在《路加福音》第四章
[00:03:43.360 --> 00:03:44.760]  一至十五節
[00:03:44.760 --> 00:03:47.560]  耶穌的試探是在《婦女福音》裡面
[00:03:47.560 --> 00:03:51.720]  即是《馬太》、《馬可》和《路加》裡面都有記載的
[00:03:51.720 --> 00:03:54.760]  特別記載得清楚的就是《路加福音》第四章
[00:03:54.760 --> 00:03:57.160]  和《馬太福音》第四章
[00:03:57.160 --> 00:04:00.720]  在《馬可福音》第一章都有提到耶穌的試探
[00:04:00.720 --> 00:04:03.120]  不過沒有說裡面的內容
[00:04:03.120 --> 00:04:05.200]  我先講一講
[00:04:05.200 --> 00:04:07.520]  當我們看《馬太福音》第四章
[00:04:07.520 --> 00:04:09.920]  耶穌的試探和《路加福音》第四章
[00:04:09.920 --> 00:04:11.120]  耶穌的試探
[00:04:11.120 --> 00:04:13.560]  兩個講的試探都一樣
[00:04:13.560 --> 00:04:15.880]  但是次序就不同了
[00:04:15.880 --> 00:04:17.880]  第一個試探就是說肚餓
[00:04:17.880 --> 00:04:20.880]  將石頭變成食物
[00:04:20.880 --> 00:04:21.760]  這個都一樣
[00:04:21.760 --> 00:04:23.160]  但是第二、第三
[00:04:23.160 --> 00:04:27.760]  是《馬太福音》和《路加福音》是調換了的
[00:04:27.760 --> 00:04:29.160]  我想大家都了解
[00:04:29.160 --> 00:04:31.080]  聖經裡面這樣的調換
[00:04:31.080 --> 00:04:33.880]  其實不代表聖經是不準確的
[00:04:33.880 --> 00:04:36.360]  因為《馬太》和《路加》
[00:04:36.360 --> 00:04:37.560]  他們寫的時候
[00:04:37.560 --> 00:04:38.960]  他們都沒有說
[00:04:38.960 --> 00:04:42.080]  我是按著事情發生的次序
[00:04:42.080 --> 00:04:43.360]  將它記錄出來的
[00:04:43.360 --> 00:04:44.360]  是沒有這樣說
[00:04:44.360 --> 00:04:47.160]  因為以前的人他寫書的時候
[00:04:47.160 --> 00:04:48.560]  特別是寫福音書的時候
[00:04:48.560 --> 00:04:51.560]  重點不是像我們今天經常說
[00:04:51.560 --> 00:04:53.760]  幾點發生什麼
[00:04:53.760 --> 00:04:57.160]  他們的重點是究竟發生了什麼事
[00:04:57.160 --> 00:05:00.360]  究竟耶穌是怎樣面對這些事
[00:05:00.360 --> 00:05:02.160]  聖經裡面《路加福音》也有講到
[00:05:02.160 --> 00:05:04.560]  魔鬼還有很多其他的試探
[00:05:04.560 --> 00:05:06.760]  在這個日子裡面試探耶穌
[00:05:06.760 --> 00:05:11.160]  所以聖經的作者就是按著聖靈的感動
[00:05:11.160 --> 00:05:14.160]  將這三件特別的事記錄下來
[00:05:14.160 --> 00:05:16.160]  所以雖然次序是不同
[00:05:16.160 --> 00:05:17.960]  其實它的內容是一樣
[00:05:17.960 --> 00:05:20.560]  讓我們心裡面都能夠得到明白
[00:05:20.560 --> 00:05:25.760]  我們選擇看《路加福音》第四章一至十五節
[00:05:25.760 --> 00:05:27.960]  來去思想這件事
[00:05:27.960 --> 00:05:33.560]  究竟主耶穌是怎樣面對這些挑戰
[00:05:33.560 --> 00:05:35.360]  究竟祂又怎樣能夠得勝呢
[00:05:35.360 --> 00:05:36.760]  今天三件事
[00:05:36.760 --> 00:05:39.360]  我深信主耶穌是想我們每一個
[00:05:39.360 --> 00:05:41.560]  都清清楚楚地明白
[00:05:41.560 --> 00:05:42.560]  放在我們的心裡面
[00:05:42.560 --> 00:05:43.960]  回家面對一切
[00:05:43.960 --> 00:05:45.560]  不用再害怕
[00:05:45.560 --> 00:05:48.160]  第一樣,我深信祂告訴我們
[00:05:48.160 --> 00:05:50.760]  我們會面對同樣的挑戰
[00:05:50.760 --> 00:05:53.360]  就是你會遇見這些人有
[00:05:53.360 --> 00:05:55.360]  我也會遇見這些人有
[00:05:55.360 --> 00:05:57.160]  第二樣,祂告訴我們
[00:05:57.160 --> 00:06:00.160]  我們可以有像祂這樣同樣的選擇
[00:06:00.160 --> 00:06:02.960]  我們不需要說我沒得救
[00:06:02.960 --> 00:06:04.160]  我一定要輸
[00:06:04.160 --> 00:06:06.960]  不是,我們可以有主耶穌同樣的選擇
[00:06:06.960 --> 00:06:10.760]  第三樣,我們可以有祂同樣的特性
[00:06:10.760 --> 00:06:12.960]  讓我們先來思想一下
[00:06:12.960 --> 00:06:14.360]  主耶穌告訴我們
[00:06:14.360 --> 00:06:18.760]  為什麼我們會面對同樣的挑戰
[00:06:18.760 --> 00:06:19.960]  讓我們先來看看
[00:06:19.960 --> 00:06:21.960]  究竟是什麼情況
[00:06:21.960 --> 00:06:24.560]  耶穌會去到曠野那裡
[00:06:24.560 --> 00:06:28.360]  四十天受到魔鬼的試探
[00:06:28.360 --> 00:06:31.760]  在路加夫音第四章第一節
[00:06:31.760 --> 00:06:34.560]  就講到那件事的背景
[00:06:34.560 --> 00:06:35.960]  第四章第一節講到
[00:06:35.960 --> 00:06:38.160]  耶穌被聖靈充滿之後
[00:06:38.160 --> 00:06:40.560]  耶穌被聖靈充滿
[00:06:40.560 --> 00:06:42.160]  從約旦河回來
[00:06:42.160 --> 00:06:44.560]  聖靈將祂引到曠野
[00:06:44.560 --> 00:06:47.160]  四十天接受魔鬼的試探
[00:06:47.160 --> 00:06:49.360]  這裡是在講什麼呢
[00:06:49.360 --> 00:06:52.360]  就是耶穌從加利利去到約旦河那裡
[00:06:52.360 --> 00:06:54.960]  接受施洗約翰的洗禮
[00:06:54.960 --> 00:06:58.160]  當施洗約翰的洗禮完結之後
[00:06:58.160 --> 00:07:01.760]  當耶穌從水裡面上來的時候
[00:07:01.760 --> 00:07:05.560]  有聲音從天上的神這樣說
[00:07:05.560 --> 00:07:06.560]  聲音怎麼說呢
[00:07:06.560 --> 00:07:07.560]  請大家一起看看
[00:07:07.560 --> 00:07:10.360]  馬達夫音第三章十六至十七節
[00:07:10.360 --> 00:07:11.560]  我們一起讀
[00:07:11.560 --> 00:07:12.960]  耶穌受了洗
[00:07:12.960 --> 00:07:14.960]  隨即從水裡上來
[00:07:14.960 --> 00:07:16.760]  天忽然為他開了
[00:07:16.760 --> 00:07:18.560]  他就看見神的靈
[00:07:18.560 --> 00:07:20.560]  彷彿及止降下
[00:07:20.560 --> 00:07:22.160]  落在他身上
[00:07:22.160 --> 00:07:23.760]  從天上有聲音說
[00:07:23.760 --> 00:07:25.760]  這是我的愛子
[00:07:25.760 --> 00:07:27.760]  我所喜悅的
[00:07:27.760 --> 00:07:32.360]  這段聖經當耶穌接受水禮的時候
[00:07:32.360 --> 00:07:36.760]  聖父、聖子、聖靈同在的時候
[00:07:36.760 --> 00:07:38.360]  作一個宣告
[00:07:38.360 --> 00:07:39.160]  宣告什麼呢
[00:07:39.160 --> 00:07:41.560]  神說這個是我所愛的
[00:07:41.560 --> 00:07:43.560]  是我的獨生子、我的愛子
[00:07:43.560 --> 00:07:44.960]  我所喜悅的
[00:07:44.960 --> 00:07:45.960]  如果是猶太人
[00:07:45.960 --> 00:07:47.960]  或者是熟讀聖經的人
[00:07:47.960 --> 00:07:50.760]  猶太人一聽見這兩個字
[00:07:50.760 --> 00:07:51.960]  這是我的愛子
[00:07:51.960 --> 00:07:53.160]  我所喜悅
[00:07:53.160 --> 00:07:54.960]  他都明白這兩段聖經
[00:07:54.960 --> 00:07:55.960]  其實是從哪裡來
[00:07:55.960 --> 00:07:57.160]  是在說什麼的
[00:07:57.160 --> 00:07:58.960]  這是我的愛子
[00:07:58.960 --> 00:08:00.760]  其實在舊約聖經裡面
[00:08:00.760 --> 00:08:03.360]  詩篇第二篇第七節
[00:08:03.360 --> 00:08:06.760]  說到上帝要差來那個彌賽亞
[00:08:06.760 --> 00:08:07.760]  上帝說
[00:08:07.760 --> 00:08:08.760]  你是我的兒子
[00:08:08.760 --> 00:08:09.760]  我今天生你
[00:08:09.760 --> 00:08:10.760]  是這樣說的
[00:08:10.760 --> 00:08:12.760]  就是說彌賽亞這個救世主
[00:08:12.760 --> 00:08:16.360]  是順自己的兒子來到這個地上
[00:08:16.360 --> 00:08:18.360]  並且聖經裡面說
[00:08:18.360 --> 00:08:19.160]  詩篇第二篇
[00:08:19.160 --> 00:08:21.760]  我要將列國賜給你為基業
[00:08:21.760 --> 00:08:22.960]  所以一說到
[00:08:22.960 --> 00:08:23.960]  從天上的聲音說
[00:08:23.960 --> 00:08:25.160]  這是我的愛子
[00:08:25.160 --> 00:08:27.560]  他們就知道這個大概是誰
[00:08:27.560 --> 00:08:28.960]  接著那句話說
[00:08:28.960 --> 00:08:31.160]  我是我所喜悅的
[00:08:31.160 --> 00:08:32.760]  熟讀聖經的人
[00:08:32.760 --> 00:08:34.560]  舊約聖經特別猶太人
[00:08:34.560 --> 00:08:36.560]  是很熟讀以賽亞書
[00:08:36.560 --> 00:08:38.960]  在以賽亞書第四十二章說到
[00:08:38.960 --> 00:08:40.360]  上帝的僕人
[00:08:40.360 --> 00:08:41.760]  Servant Songs裡面
[00:08:41.760 --> 00:08:43.360]  說到四十二章第一節
[00:08:43.360 --> 00:08:46.360]  說到上帝愛祂自己的僕人
[00:08:46.360 --> 00:08:47.760]  就是這個救世主
[00:08:47.760 --> 00:08:48.960]  祂怎麼愛祂呢
[00:08:48.960 --> 00:08:49.560]  祂說
[00:08:49.560 --> 00:08:51.160]  漢啊 我的僕人
[00:08:51.160 --> 00:08:53.160]  我所喜悅的
[00:08:53.160 --> 00:08:54.960]  所以當一說的時候
[00:08:54.960 --> 00:08:56.160]  大家都明白
[00:08:56.160 --> 00:08:57.960]  耶穌基督自己也知道
[00:08:57.960 --> 00:08:59.960]  這個是上帝給他的肯定
[00:08:59.960 --> 00:09:01.560]  祂就是神的兒子
[00:09:01.560 --> 00:09:02.760]  並且來到世界上面
[00:09:02.760 --> 00:09:07.360]  是要為世界上的人去拯救他們
[00:09:07.360 --> 00:09:08.560]  一切就很好了
[00:09:08.560 --> 00:09:10.560]  說到大家都知道
[00:09:10.560 --> 00:09:11.960]  又明白了
[00:09:11.960 --> 00:09:13.760]  司祭約翰也明白
[00:09:13.760 --> 00:09:14.960]  周圍的人也明白
[00:09:14.960 --> 00:09:16.560]  但是忽然間
[00:09:16.560 --> 00:09:17.960]  當這件事出現了之後
[00:09:17.960 --> 00:09:19.360]  下一句聖經
[00:09:19.360 --> 00:09:22.360]  就說耶穌被聖靈的引導
[00:09:22.360 --> 00:09:25.360]  去到曠野接受魔鬼的試探
[00:09:25.360 --> 00:09:28.760]  很明顯這件事是安排成這樣
[00:09:28.760 --> 00:09:30.760]  既然上帝已經安排好
[00:09:30.760 --> 00:09:34.360]  已經說了主耶穌是誰
[00:09:34.360 --> 00:09:38.160]  為什麼又會帶祂去到曠野
[00:09:38.160 --> 00:09:41.960]  接受這些魔鬼的試探呢
[00:09:41.960 --> 00:09:44.560]  所以我們就從這裡去思想一下這件事
[00:09:44.560 --> 00:09:45.960]  聖經裡面說
[00:09:45.960 --> 00:09:47.960]  神是不去試探人的
[00:09:47.960 --> 00:09:50.160]  只是魔鬼才會試探人
[00:09:50.160 --> 00:09:53.360]  但是神是會試驗人的
[00:09:53.360 --> 00:09:55.160]  試探就是去tempt
[00:09:55.160 --> 00:09:56.960]  英文tempt引誘你
[00:09:56.960 --> 00:09:59.160]  但是上帝會test你的
[00:09:59.160 --> 00:10:01.160]  會考試的
[00:10:01.160 --> 00:10:04.160]  每一個好的讀書學校
[00:10:04.160 --> 00:10:07.160]  每一個好的degree program
[00:10:07.160 --> 00:10:08.560]  都一定會考試的
[00:10:08.560 --> 00:10:10.160]  沒理由不用考試
[00:10:10.160 --> 00:10:11.760]  就給你一個學位
[00:10:11.760 --> 00:10:13.160]  都是要經歷這個考試
[00:10:13.160 --> 00:10:15.760]  上帝是會試煉一個人的
[00:10:15.760 --> 00:10:17.360]  是會test一個人
[00:10:17.360 --> 00:10:19.360]  試煉原意是什麼呢
[00:10:19.360 --> 00:10:22.160]  試煉的原意是證明的意思
[00:10:22.160 --> 00:10:24.160]  證明或者測試
[00:10:24.160 --> 00:10:25.760]  這個人也好
[00:10:25.760 --> 00:10:26.760]  這個物件也好
[00:10:26.760 --> 00:10:27.960]  一個的品質
[00:10:27.960 --> 00:10:31.560]  為什麼聖經裡面又會譯為
[00:10:31.560 --> 00:10:34.760]  是試探或者是試煉呢
[00:10:34.760 --> 00:10:36.560]  為什麼有時候叫做temptation
[00:10:36.560 --> 00:10:38.160]  有時候叫做test呢
[00:10:38.160 --> 00:10:39.760]  究竟是怎麼樣呢
[00:10:39.760 --> 00:10:41.560]  其實是同一個字
[00:10:41.560 --> 00:10:43.760]  也都同一件發生的事
[00:10:43.760 --> 00:10:46.560]  同一個字或者同一個發生的事
[00:10:46.560 --> 00:10:49.360]  可以從兩個角度去看
[00:10:49.360 --> 00:10:52.560]  一個就是魔鬼的角度
[00:10:52.560 --> 00:10:54.360]  一個就是神的角度
[00:10:54.360 --> 00:10:57.960]  而兩個的角度和兩個的目的都不同
[00:10:57.960 --> 00:11:00.360]  所以我們會有兩個字的出現
[00:11:00.360 --> 00:11:02.160]  一個叫做試煉和試探
[00:11:02.160 --> 00:11:04.760]  從兩個角度去看同一件事
[00:11:04.760 --> 00:11:06.360]  什麼叫做試煉呢
[00:11:06.360 --> 00:11:08.160]  什麼叫做test呢
[00:11:08.160 --> 00:11:09.760]  試煉是來自神
[00:11:09.760 --> 00:11:12.760]  目的是要引導我們去親近祂
[00:11:12.760 --> 00:11:14.160]  建立我們的品格
[00:11:14.160 --> 00:11:15.760]  以致我們能夠對準
[00:11:15.760 --> 00:11:17.960]  或者說明白神的心意
[00:11:17.960 --> 00:11:19.960]  不力的去侍奉祂
[00:11:19.960 --> 00:11:22.160]  試煉是去test
[00:11:22.160 --> 00:11:23.360]  為了什麼呢
[00:11:23.360 --> 00:11:26.360]  叫我們明白自己有這樣的能力
[00:11:26.360 --> 00:11:27.560]  上帝給我們的能力
[00:11:27.560 --> 00:11:28.960]  to qualify us
[00:11:28.960 --> 00:11:29.960]  qualify us
[00:11:29.960 --> 00:11:30.760]  我們很多時候
[00:11:30.760 --> 00:11:32.760]  現在很多專業的都要考試的
[00:11:32.760 --> 00:11:33.960]  是去qualify
[00:11:33.960 --> 00:11:37.960]  我們有這個result可以做這個工作
[00:11:37.960 --> 00:11:40.760]  上帝透過試煉去qualify我們
[00:11:40.760 --> 00:11:42.560]  那試探又是什麼呢
[00:11:42.560 --> 00:11:44.360]  試探叫做temptation
[00:11:44.360 --> 00:11:46.160]  其實試探同一件事
[00:11:46.160 --> 00:11:47.360]  是來自魔鬼
[00:11:47.360 --> 00:11:50.960]  因為祂的目的是要吸引我們離開上帝
[00:11:50.960 --> 00:11:52.760]  破壞我們的品格
[00:11:52.760 --> 00:11:53.960]  以致我們無力
[00:11:53.960 --> 00:11:56.160]  再不適合侍奉神
[00:11:56.160 --> 00:11:57.960]  魔鬼的試探
[00:11:57.960 --> 00:12:00.160]  就是去disqualify you
[00:12:00.160 --> 00:12:01.960]  and disqualify me
[00:12:01.960 --> 00:12:04.760]  即是讓我和你覺得已經沒有能力
[00:12:04.760 --> 00:12:05.960]  我實在沒有這個可能
[00:12:05.960 --> 00:12:08.760]  因為我時時地跌在這些事件上面
[00:12:08.760 --> 00:12:10.560]  讓我們無力去侍奉
[00:12:10.560 --> 00:12:12.360]  再不適合侍奉神
[00:12:12.360 --> 00:12:14.760]  那我們怎樣面對同一件事
[00:12:14.760 --> 00:12:15.760]  兩個的角度
[00:12:15.760 --> 00:12:17.560]  試煉和試探呢
[00:12:17.560 --> 00:12:19.760]  當試煉的重點是什麼呢
[00:12:19.760 --> 00:12:21.760]  當上帝去test我們的時候
[00:12:21.760 --> 00:12:23.760]  我們的重點就是放心的依求祂
[00:12:23.760 --> 00:12:25.760]  relax and trust God
[00:12:25.760 --> 00:12:27.960]  當魔鬼是要試探我們的時候
[00:12:27.960 --> 00:12:29.760]  我們的重點就是去學習
[00:12:29.760 --> 00:12:32.160]  去抵擋魔鬼和遠離祂
[00:12:32.160 --> 00:12:34.560]  resist and turn from Him
[00:12:34.560 --> 00:12:37.360]  究竟耶穌被聖靈引導
[00:12:37.360 --> 00:12:40.760]  去接受魔鬼的試探
[00:12:40.760 --> 00:12:42.360]  又是一種試煉
[00:12:42.360 --> 00:12:43.360]  上帝給他這樣
[00:12:43.360 --> 00:12:44.960]  是為了什麼呢
[00:12:44.960 --> 00:12:46.760]  耶穌祂經歷這些事
[00:12:46.760 --> 00:12:48.760]  我深信聖經裡面解釋給我們聽
[00:12:48.760 --> 00:12:52.360]  就是讓主耶穌經歷這些試煉的時候
[00:12:52.360 --> 00:12:54.160]  讓祂自己知道
[00:12:54.160 --> 00:12:56.160]  確是神的兒子
[00:12:56.160 --> 00:12:59.560]  並且祂願意一心的跟從上帝
[00:12:59.560 --> 00:13:01.360]  當我們每一個願意愛祂
[00:13:01.360 --> 00:13:02.960]  服侍祂的時候
[00:13:02.960 --> 00:13:05.160]  上帝都給我們有這樣的test
[00:13:05.160 --> 00:13:07.160]  是叫我們自己知道
[00:13:07.160 --> 00:13:08.760]  我們是qualified
[00:13:08.760 --> 00:13:11.560]  因為上帝已經給了恩典給我們
[00:13:11.560 --> 00:13:13.360]  但魔鬼就不是這樣看法
[00:13:13.360 --> 00:13:16.560]  魔鬼想透過這些去試探
[00:13:16.560 --> 00:13:18.560]  是引誘耶穌幾樣東西
[00:13:18.560 --> 00:13:20.960]  第一,引誘耶穌懷疑上帝的話
[00:13:20.960 --> 00:13:23.560]  「這是我的愛子,我所喜悅的」
[00:13:23.560 --> 00:13:26.760]  他要耶穌去懷疑這件事不是真的
[00:13:26.760 --> 00:13:28.160]  不是真的這樣
[00:13:28.160 --> 00:13:33.160]  而且他想要耶穌錯用上帝的應許
[00:13:33.160 --> 00:13:34.760]  聖經裡面有很多的應許
[00:13:34.760 --> 00:13:37.960]  魔鬼想哄他斷章取義
[00:13:37.960 --> 00:13:39.360]  錯用這些應許
[00:13:39.360 --> 00:13:41.160]  認為上帝你應該這樣待我
[00:13:41.160 --> 00:13:42.560]  為什麼你不是這樣待我
[00:13:42.560 --> 00:13:44.560]  錯用上帝的應許
[00:13:44.560 --> 00:13:48.760]  最後,魔鬼想透過這個試探
[00:13:48.760 --> 00:13:49.760]  跟耶穌說
[00:13:49.760 --> 00:13:52.960]  「你跟我合作,你想做的事就一定成功」
[00:13:52.960 --> 00:13:55.360]  「你跟我合作,我們一起做」
[00:13:55.360 --> 00:13:58.160]  這樣是引誘主耶穌的
[00:13:58.160 --> 00:14:01.360]  我們今天所遇見的各樣的試探
[00:14:01.360 --> 00:14:03.160]  或者我們的試煉
[00:14:03.160 --> 00:14:04.360]  是應該怎樣呢?
[00:14:04.360 --> 00:14:08.360]  魔鬼又想怎樣去吸引我們呢?
[00:14:08.360 --> 00:14:10.160]  魔鬼是想引誘我們
[00:14:10.160 --> 00:14:15.360]  不相信上帝會愛我們
[00:14:15.360 --> 00:14:17.160]  魔鬼經常提醒你,經常提醒我
[00:14:17.160 --> 00:14:19.360]  「你看你自己有多不配」
[00:14:19.360 --> 00:14:21.360]  它要我們懷疑上帝是愛我們
[00:14:21.360 --> 00:14:23.960]  甚至懷疑我們自己缺志的日子
[00:14:23.960 --> 00:14:25.560]  是要這樣
[00:14:25.560 --> 00:14:27.760]  並且它要讓我們知道
[00:14:27.760 --> 00:14:29.560]  你其實沒什麼特別
[00:14:29.560 --> 00:14:30.960]  你沒有高貴的身份
[00:14:30.960 --> 00:14:32.360]  不像聖經所說
[00:14:32.360 --> 00:14:35.560]  是這樣的去吸引我們
[00:14:35.560 --> 00:14:40.560]  為的是要我們不相信上帝
[00:14:40.560 --> 00:14:42.160]  不願意跟從祂
[00:14:42.160 --> 00:14:43.560]  但是感謝主
[00:14:43.560 --> 00:14:45.360]  耶穌有個應許給我們
[00:14:45.360 --> 00:14:47.560]  耶穌說我經歷過一切這些事
[00:14:47.560 --> 00:14:50.160]  所以你現在面對的痛苦
[00:14:50.160 --> 00:14:51.760]  可能沒有人了解
[00:14:51.760 --> 00:14:52.960]  但我完全了解
[00:14:52.960 --> 00:14:55.160]  但我們感謝祂
[00:14:55.160 --> 00:14:56.560]  祂沒有犯罪
[00:14:56.560 --> 00:14:59.160]  意思就是沒有掉進魔鬼的試探裏面
[00:14:59.160 --> 00:15:00.560]  聽魔鬼的話
[00:15:00.560 --> 00:15:03.360]  所以祂說我既經歷你今天經歷的事
[00:15:03.360 --> 00:15:06.160]  我也都經歷怎樣能夠得勝
[00:15:06.160 --> 00:15:07.960]  所以聖經裏面就記載了
[00:15:07.960 --> 00:15:10.360]  耶穌這件事告訴我們
[00:15:10.360 --> 00:15:12.560]  耶穌自己就藉著聖靈
[00:15:12.560 --> 00:15:15.560]  在希伯來書裏面兩次告訴我們
[00:15:15.560 --> 00:15:16.960]  請大家跟我一起讀
[00:15:16.960 --> 00:15:19.160]  希伯來書第四章
[00:15:19.160 --> 00:15:20.560]  和希伯來書第二章
[00:15:20.560 --> 00:15:21.560]  我們一起來
[00:15:21.560 --> 00:15:23.560]  因我們的大祭司
[00:15:23.560 --> 00:15:26.560]  並非不能體恤我們的原約
[00:15:26.560 --> 00:15:29.160]  他也曾凡事受過試探
[00:15:29.160 --> 00:15:30.560]  與我們一樣
[00:15:30.560 --> 00:15:32.760]  只是他沒有犯罪
[00:15:32.760 --> 00:15:35.760]  希伯來書四章十五節第二段
[00:15:35.760 --> 00:15:39.160]  他自己既然被試探而受苦
[00:15:39.160 --> 00:15:41.960]  就能答救被試探的人
[00:15:41.960 --> 00:15:44.160]  希伯來書二章十八節
[00:15:44.160 --> 00:15:46.160]  主啊求祢幫助我們
[00:15:46.160 --> 00:15:49.160]  因為我們落在水深火熱當中的時候
