
[00:00:00.000 --> 00:00:02.000]  各位電影節目的好
[00:02:50.000 --> 00:02:52.000]  他有一個領跑員疏忽
[00:02:52.000 --> 00:02:54.000]  跑步的時候
[00:02:54.000 --> 00:02:56.000]  他跌倒
[00:02:56.000 --> 00:02:58.000]  結果跌在一些玻璃碎
[00:02:58.000 --> 00:03:00.000]  手也被割傷
[00:03:00.000 --> 00:03:02.000]  這些
[00:03:02.000 --> 00:03:04.000]  很不容易
[00:03:04.000 --> 00:03:06.000]  但Henry沒有放棄
[00:03:06.000 --> 00:03:08.000]  他繼續
[00:03:08.000 --> 00:03:10.000]  要做一個
[00:03:10.000 --> 00:03:12.000]  跑步的健將
[00:03:12.000 --> 00:03:14.000]  雖然是很艱難
[00:03:14.000 --> 00:03:16.000]  但他繼續勇往直前
[00:03:16.000 --> 00:03:18.000]  結果
[00:03:18.000 --> 00:03:20.000]  在2000年
[00:03:20.000 --> 00:03:22.000]  在澳洲
[00:03:22.000 --> 00:03:24.000]  他拿到雙殘
[00:03:24.000 --> 00:03:26.000]  雙健人士的賽跑比賽冠軍
[00:03:26.000 --> 00:03:28.000]  破了紀錄
[00:03:28.000 --> 00:03:30.000]  他也來過香港
[00:03:30.000 --> 00:03:32.000]  跑馬拉松
[00:03:32.000 --> 00:03:34.000]  我相信
[00:03:34.000 --> 00:03:36.000]  七八年前
[00:03:36.000 --> 00:03:38.000]  當時報紙
[00:03:38.000 --> 00:03:40.000]  都頗大事
[00:03:40.000 --> 00:03:42.000]  提到這件事
[00:03:42.000 --> 00:03:44.000]  我們發覺Henry的成功
[00:03:44.000 --> 00:03:46.000]  背後當然
[00:03:46.000 --> 00:03:48.000]  有他自己的努力
[00:03:48.000 --> 00:03:50.000]  但你發覺很多助力在裏面
[00:03:50.000 --> 00:03:52.000]  媽媽、醫院
[00:03:52.000 --> 00:03:54.000]  訓練員
[00:03:54.000 --> 00:03:56.000]  還有一個
[00:03:56.000 --> 00:03:58.000]  領路的人
[00:03:58.000 --> 00:04:00.000]  神給他一個
[00:04:00.000 --> 00:04:02.000]  這個領路人
[00:04:02.000 --> 00:04:04.000]  是他的同鄉
[00:04:04.000 --> 00:04:06.000]  知道他的心願
[00:04:06.000 --> 00:04:08.000]  一起接受訓練
[00:04:08.000 --> 00:04:10.000]  結果成為了最佳拍檔
[00:04:10.000 --> 00:04:12.000]  這個Joseph
[00:04:12.000 --> 00:04:14.000]  在我們的人生裏
[00:04:14.000 --> 00:04:16.000]  我們都是在走長跑
[00:04:16.000 --> 00:04:18.000]  這條路不容易走
[00:04:18.000 --> 00:04:20.000]  裏面可能經過很多
[00:04:20.000 --> 00:04:22.000]  令我們很創傷性的事
[00:04:22.000 --> 00:04:24.000]  發生
[00:04:24.000 --> 00:04:26.000]  或者令我們
[00:04:26.000 --> 00:04:28.000]  很不容易走
[00:04:28.000 --> 00:04:30.000]  因為聖經教我們
[00:04:30.000 --> 00:04:32.000]  要走一個聖潔的生命
[00:04:32.000 --> 00:04:34.000]  要持守我們的信仰
[00:04:34.000 --> 00:04:36.000]  其實很不容易
[00:04:36.000 --> 00:04:38.000]  我們人也有很多限制
[00:04:38.000 --> 00:04:40.000]  走這條路的時候
[00:04:40.000 --> 00:04:42.000]  我們如何去持守
[00:04:42.000 --> 00:04:44.000]  有些人會覺得
[00:04:44.000 --> 00:04:46.000]  走到這裏
[00:04:46.000 --> 00:04:48.000]  神叫我聖潔的生命
[00:04:48.000 --> 00:04:50.000]  很難
[00:04:50.000 --> 00:04:52.000]  有種挫敗
[00:04:52.000 --> 00:04:54.000]  放棄了
[00:04:54.000 --> 00:04:56.000]  有些人停了
[00:04:56.000 --> 00:04:58.000]  有些人只是走這條路
[00:04:58.000 --> 00:05:00.000]  神叫我走
[00:05:00.000 --> 00:05:02.000]  叫我建立一個很好的
[00:05:02.000 --> 00:05:04.000]  一個屬靈的生命
[00:05:04.000 --> 00:05:06.000]  持守聖潔等等
[00:05:06.000 --> 00:05:08.000]  已經牽著走了
[00:05:08.000 --> 00:05:10.000]  以致他人生的跑路
[00:05:10.000 --> 00:05:12.000]  既看不到終極的目標
[00:05:12.000 --> 00:05:14.000]  也看不到他如何走人生
[00:05:14.000 --> 00:05:16.000]  可能就是在人生的長跑
[00:05:16.000 --> 00:05:18.000]  或者基督徒的
[00:05:18.000 --> 00:05:20.000]  一個屬靈的生命裏面
[00:05:20.000 --> 00:05:22.000]  可能很懶散
[00:05:22.000 --> 00:05:24.000]  繞來繞去
[00:05:24.000 --> 00:05:26.000]  我不知道大家你是屬於那一種
[00:05:26.000 --> 00:05:28.000]  繼續去走
[00:05:28.000 --> 00:05:30.000]  但我們發覺Henry
[00:05:30.000 --> 00:05:32.000]  他的努力最後得到很高的
[00:05:32.000 --> 00:05:34.000]  一個輝煌的成績
[00:05:34.000 --> 00:05:36.000]  同樣我們基督徒
[00:05:36.000 --> 00:05:38.000]  這段經文也告訴我們
[00:05:38.000 --> 00:05:40.000]  如果我們這樣走
[00:05:40.000 --> 00:05:42.000]  最後我們豐豐富富
[00:05:42.000 --> 00:05:44.000]  去到神的角度裏面
[00:05:44.000 --> 00:05:46.000]  所以我們如何跑是非常重要
[00:05:46.000 --> 00:05:48.000]  大家看看這段經文
[00:05:48.000 --> 00:05:50.000]  是彼得後書一章
[00:05:50.000 --> 00:05:52.000]  一節到十五節
[00:05:52.000 --> 00:05:54.000]  我們過去一直看
[00:05:54.000 --> 00:05:56.000]  是彼得前書一段時間
[00:05:56.000 --> 00:05:58.000]  彼得前書說到
[00:05:58.000 --> 00:06:00.000]  我們的救恩非常豐盛
[00:06:00.000 --> 00:06:02.000]  以致我們能夠有將來的盼望
[00:06:02.000 --> 00:06:04.000]  並且我們在這個世界上
[00:06:04.000 --> 00:06:06.000]  在逆境中我們能夠
[00:06:06.000 --> 00:06:08.000]  甘願受苦
[00:06:08.000 --> 00:06:10.000]  馴服
[00:06:10.000 --> 00:06:12.000]  很多很多這樣的經歷
[00:06:12.000 --> 00:06:14.000]  但這個生命是寶貴
[00:06:14.000 --> 00:06:16.000]  所以在彼得前書第五章
[00:06:16.000 --> 00:06:18.000]  作一個類似的
[00:06:18.000 --> 00:06:20.000]  總結的勸勉的時候
[00:06:20.000 --> 00:06:22.000]  彼得就這樣說
[00:06:22.000 --> 00:06:24.000]  神是真
[00:06:24.000 --> 00:06:26.000]  這個證明
[00:06:26.000 --> 00:06:28.000]  這恩是神的真恩
[00:06:28.000 --> 00:06:30.000]  真實的恩典
[00:06:30.000 --> 00:06:32.000]  在這恩上
[00:06:32.000 --> 00:06:34.000]  站立得住
[00:06:34.000 --> 00:06:36.000]  彼得前書就強調
[00:06:36.000 --> 00:06:38.000]  神的恩典
[00:06:38.000 --> 00:06:40.000]  如何站得住
[00:06:40.000 --> 00:06:42.000]  彼得後書再加多一樣東西
[00:06:42.000 --> 00:06:44.000]  在恩典和知識上增長
[00:06:44.000 --> 00:06:46.000]  去不斷地成長
[00:06:46.000 --> 00:06:48.000]  彼得後書很強調
[00:06:48.000 --> 00:06:50.000]  知識我們要認識神
[00:06:50.000 --> 00:06:52.000]  這個知識當然不是頭腦上的
[00:06:52.000 --> 00:06:54.000]  並且我們的生命
[00:06:54.000 --> 00:06:56.000]  和神有交往
[00:06:56.000 --> 00:06:58.000]  以致我們的生命和主結連
[00:06:58.000 --> 00:07:00.000]  以致我們的生命
[00:07:00.000 --> 00:07:02.000]  是一個很美好的
[00:07:02.000 --> 00:07:04.000]  信徒的本質
[00:07:04.000 --> 00:07:06.000]  所以這段經文
[00:07:06.000 --> 00:07:08.000]  我們會看第一段
[00:07:08.000 --> 00:07:10.000]  是很重要的
[00:07:10.000 --> 00:07:12.000]  講到我們如何走這條
[00:07:12.000 --> 00:07:14.000]  人生的路
[00:07:14.000 --> 00:07:16.000]  繼續不住的成長
[00:07:16.000 --> 00:07:18.000]  其中一個很重要的
[00:07:18.000 --> 00:07:20.000]  基本上神給我們充足的資源
[00:07:20.000 --> 00:07:22.000]  接著你如何走
[00:07:22.000 --> 00:07:24.000]  還有
[00:07:24.000 --> 00:07:26.000]  你如何持續
[00:07:26.000 --> 00:07:28.000]  不住的成長
[00:07:28.000 --> 00:07:30.000]  你經常要記住這一點
[00:07:30.000 --> 00:07:32.000]  十五節這麼長的篇幅
[00:07:32.000 --> 00:07:34.000]  我們要好好去學
[00:07:34.000 --> 00:07:36.000]  我們首先看看
[00:07:36.000 --> 00:07:38.000]  我們每個信徒
[00:07:38.000 --> 00:07:40.000]  我們領受了神的恩典
[00:07:40.000 --> 00:07:42.000]  我們看看
[00:07:42.000 --> 00:07:44.000]  寫信人
[00:07:44.000 --> 00:07:46.000]  彼得
[00:07:46.000 --> 00:07:48.000]  西門彼得
[00:07:48.000 --> 00:07:50.000]  他稱呼自己是耶穌基督的僕人
[00:07:50.000 --> 00:07:52.000]  是一個很謙卑的稱呼
[00:07:52.000 --> 00:07:54.000]  但僕人也是神很尊貴的
[00:07:54.000 --> 00:07:56.000]  所以既謙卑
[00:07:56.000 --> 00:07:58.000]  在神的眼裡也是一個尊貴的身份
[00:07:58.000 --> 00:08:00.000]  並且是一個使徒
[00:08:00.000 --> 00:08:02.000]  帶有權柄
[00:08:02.000 --> 00:08:04.000]  所以他帶有權柄的
[00:08:04.000 --> 00:08:06.000]  向這些信徒提醒他們
[00:08:06.000 --> 00:08:08.000]  要成長這個功課
[00:08:08.000 --> 00:08:10.000]  收信人是誰呢
[00:08:10.000 --> 00:08:12.000]  我們知道
[00:08:12.000 --> 00:08:14.000]  如果是彼得前書的來文
[00:08:14.000 --> 00:08:16.000]  我們會知道
[00:08:16.000 --> 00:08:18.000]  這些是今天土耳其一帶的信徒
[00:08:18.000 --> 00:08:20.000]  但是
[00:08:20.000 --> 00:08:22.000]  彼得就特別稱呼他們
[00:08:22.000 --> 00:08:24.000]  特別描述他們
[00:08:24.000 --> 00:08:26.000]  說是誰呢
[00:08:26.000 --> 00:08:28.000]  他說
[00:08:28.000 --> 00:08:32.000]  寫信給因我們神和救主耶穌基督的義
[00:08:32.000 --> 00:08:36.000]  與我們同德一樣寶貴信心的人
[00:08:36.000 --> 00:08:38.000]  這些是一些外邦人
[00:08:38.000 --> 00:08:40.000]  但是彼得是一個猶太人
[00:08:40.000 --> 00:08:42.000]  是神的選民
[00:08:42.000 --> 00:08:44.000]  但他知道在神的裡面
[00:08:44.000 --> 00:08:46.000]  所有人都因為耶穌基督的救恩
[00:08:46.000 --> 00:08:48.000]  白白得稱為義
[00:08:48.000 --> 00:08:50.000]  每一個人沒有什麼特別可誇的
[00:08:50.000 --> 00:08:52.000]  他說
[00:08:52.000 --> 00:08:54.000]  與我們同德
[00:08:54.000 --> 00:08:56.000]  同德更加不是
[00:08:56.000 --> 00:08:58.000]  信徒自己有什麼了不起
[00:08:58.000 --> 00:09:00.000]  同德是說
[00:09:00.000 --> 00:09:02.000]  神給他們的福
[00:09:02.000 --> 00:09:04.000]  是神的恩典
[00:09:04.000 --> 00:09:06.000]  以致他們是
[00:09:06.000 --> 00:09:08.000]  同德這個寶貴信心的人
[00:09:08.000 --> 00:09:10.000]  所以在主裡面
[00:09:10.000 --> 00:09:12.000]  沒有一個人能夠自誇
[00:09:12.000 --> 00:09:14.000]  人人在神的面前
[00:09:14.000 --> 00:09:16.000]  拿到同樣的福分
[00:09:16.000 --> 00:09:18.000]  我們不會說
[00:09:18.000 --> 00:09:20.000]  我優勝一點
[00:09:20.000 --> 00:09:22.000]  或者我比別人更加強
[00:09:22.000 --> 00:09:24.000]  我屬靈的生命比別人更加
[00:09:24.000 --> 00:09:26.000]  可以去飆青一點
[00:09:26.000 --> 00:09:28.000]  這段經文就告訴我們
[00:09:28.000 --> 00:09:30.000]  每一個人無論你什麼背景
[00:09:30.000 --> 00:09:32.000]  學識
[00:09:32.000 --> 00:09:34.000]  富或貧
[00:09:34.000 --> 00:09:36.000]  所有的年紀
[00:09:36.000 --> 00:09:38.000]  多大多小
[00:09:38.000 --> 00:09:40.000]  其實這都不是一個關係
[00:09:40.000 --> 00:09:42.000]  最重要你有沒有珍惜這個寶貴的生命
[00:09:42.000 --> 00:09:44.000]  以致我們
[00:09:44.000 --> 00:09:46.000]  可以在人生的跑道裡面
[00:09:46.000 --> 00:09:48.000]  好好的成長
[00:09:48.000 --> 00:09:50.000]  這是重要的
[00:09:50.000 --> 00:09:52.000]  所以彼得在這裡
[00:09:52.000 --> 00:09:54.000]  好像做了一個開場白
[00:09:54.000 --> 00:09:56.000]  第二節
[00:09:56.000 --> 00:09:58.000]  和其他寶羅書信
[00:09:58.000 --> 00:10:00.000]  看到有些分別
[00:10:00.000 --> 00:10:02.000]  願信徒有恩惠平安
[00:10:02.000 --> 00:10:04.000]  一般都是這樣寫
[00:10:04.000 --> 00:10:06.000]  但這裡就強調加了一件事
[00:10:06.000 --> 00:10:08.000]  因你們認識神
[00:10:08.000 --> 00:10:10.000]  和我們的主耶穌
[00:10:10.000 --> 00:10:12.000]  多多加給你們
[00:10:12.000 --> 00:10:14.000]  意思是什麼
[00:10:14.000 --> 00:10:16.000]  認識神裡面的福份
[00:10:16.000 --> 00:10:18.000]  是看我們怎樣繼續在認識神裡面
[00:10:18.000 --> 00:10:20.000]  和神建立關係
[00:10:20.000 --> 00:10:22.000]  以至我們屬靈的生命
[00:10:22.000 --> 00:10:24.000]  更加享受到這個福份
[00:10:24.000 --> 00:10:26.000]  換言之基督徒
[00:10:26.000 --> 00:10:28.000]  不是跳在一起的
[00:10:28.000 --> 00:10:30.000]  我們要很努力
[00:10:30.000 --> 00:10:32.000]  怎樣去成長
[00:10:32.000 --> 00:10:34.000]  怎樣將神的福份
[00:10:34.000 --> 00:10:36.000]  在我們的生命裡面越來越多
[00:10:36.000 --> 00:10:38.000]  我們就踏入
[00:10:38.000 --> 00:10:40.000]  聖經裡面的來文
[00:10:40.000 --> 00:10:42.000]  有了一個這樣的
[00:10:42.000 --> 00:10:44.000]  引言的時候
[00:10:44.000 --> 00:10:46.000]  滿有恩典的神
[00:10:46.000 --> 00:10:48.000]  以至我們能夠屬靈
[00:10:48.000 --> 00:10:50.000]  不斷可以加增的時候
[00:10:50.000 --> 00:10:52.000]  他就說
[00:10:52.000 --> 00:10:54.000]  我們怎樣可以過一個
[00:10:54.000 --> 00:10:56.000]  成長的生命
[00:10:56.000 --> 00:10:58.000]  我不知道大家怎樣看成長
[00:10:58.000 --> 00:11:00.000]  有些信徒覺得成長
[00:11:00.000 --> 00:11:02.000]  都很大壓力
[00:11:02.000 --> 00:11:04.000]  我又要
[00:11:04.000 --> 00:11:06.000]  聖經的教訓很難遵守
[00:11:06.000 --> 00:11:08.000]  叫我們愛人
[00:11:08.000 --> 00:11:10.000]  就不是愛你喜歡的人
[00:11:10.000 --> 00:11:12.000]  愛的那些仇敵
[00:11:12.000 --> 00:11:14.000]  得罪你的那些
[00:11:14.000 --> 00:11:16.000]  叫我們謙卑
[00:11:16.000 --> 00:11:18.000]  人的經常
[00:11:18.000 --> 00:11:20.000]  老我
[00:11:20.000 --> 00:11:22.000]  很常出現驕傲
[00:11:22.000 --> 00:11:24.000]  其實聖經叫我們
[00:11:24.000 --> 00:11:26.000]  做這個成長
[00:11:26.000 --> 00:11:28.000]  是剛剛扭轉我們人生
[00:11:28.000 --> 00:11:30.000]  的本質
[00:11:30.000 --> 00:11:32.000]  我們從一個聚散的本質
[00:11:32.000 --> 00:11:34.000]  去到一個屬神的本質
[00:11:34.000 --> 00:11:36.000]  其實是很困難的
[00:11:36.000 --> 00:11:38.000]  有一次一個弟兄跟我說
[00:11:38.000 --> 00:11:40.000]  很大壓力
[00:11:40.000 --> 00:11:42.000]  我說我們的成長都是靠神
[00:11:42.000 --> 00:11:44.000]  只是這樣說
[00:11:44.000 --> 00:11:46.000]  但神是這樣要求我
[00:11:46.000 --> 00:11:48.000]  每天回到公司
[00:11:48.000 --> 00:11:50.000]  我就面對我做的事
[00:11:50.000 --> 00:11:52.000]  是否適合神
[00:11:52.000 --> 00:11:54.000]  這個給我非常大的壓力
[00:11:54.000 --> 00:11:56.000]  我覺得是很難的
[00:11:56.000 --> 00:11:58.000]  怎樣去成長
[00:11:58.000 --> 00:12:00.000]  或者我們看看這段經文
[00:12:00.000 --> 00:12:02.000]  彼得首先說了什麼
[00:12:02.000 --> 00:12:04.000]  他告訴我們
[00:12:04.000 --> 00:12:06.000]  成長首先我們要知道神的資源
[00:12:06.000 --> 00:12:08.000]  絕對不是我們能夠做到什麼
[00:12:08.000 --> 00:12:10.000]  因為神
[00:12:10.000 --> 00:12:12.000]  第三節和第四節說出兩個很重要的資源
[00:12:12.000 --> 00:12:14.000]  第一個就是神的能力
[00:12:14.000 --> 00:12:16.000]  神的能力
[00:12:16.000 --> 00:12:18.000]  多大呢?大家都知道
[00:12:18.000 --> 00:12:20.000]  沒有窮那麼大
[00:12:20.000 --> 00:12:22.000]  神的能力已經給了我們
[00:12:22.000 --> 00:12:24.000]  是一個完成式
[00:12:24.000 --> 00:12:26.000]  每一個信主的人神已經給了你
[00:12:26.000 --> 00:12:28.000]  我們不需要覺得我們的生命
[00:12:28.000 --> 00:12:30.000]  或者敬虔的事
[00:12:30.000 --> 00:12:32.000]  需要怎樣去
[00:12:32.000 --> 00:12:34.000]  神奇的際遇
[00:12:34.000 --> 00:12:36.000]  很多人都相信
[00:12:36.000 --> 00:12:38.000]  不是這樣說
[00:12:38.000 --> 00:12:40.000]  聖經說已經給了你
[00:12:40.000 --> 00:12:42.000]  這個給了我們
[00:12:42.000 --> 00:12:44.000]  因為我們的主是豐富
[00:12:44.000 --> 00:12:46.000]  因為認識
[00:12:46.000 --> 00:12:48.000]  我們用自己榮耀和美德召我們
[00:12:48.000 --> 00:12:50.000]  的神
[00:12:50.000 --> 00:12:52.000]  這位神
[00:12:52.000 --> 00:12:54.000]  當我們還在罪人當中
[00:12:54.000 --> 00:12:56.000]  祂為我們寫記
[00:12:56.000 --> 00:12:58.000]  非常榮耀的神
[00:12:58.000 --> 00:13:00.000]  祂給了一個能力給我們
[00:13:00.000 --> 00:13:02.000]  所以這個是莫大的
[00:13:02.000 --> 00:13:04.000]  福分
[00:13:04.000 --> 00:13:06.000]  第二個
[00:13:06.000 --> 00:13:08.000]  就是
[00:13:08.000 --> 00:13:10.000]  英許
[00:13:10.000 --> 00:13:12.000]  這個英許怎樣形容呢?
[00:13:12.000 --> 00:13:14.000]  又是很多的形容
[00:13:14.000 --> 00:13:16.000]  又寶貴又極大的英許
[00:13:16.000 --> 00:13:18.000]  這個英許是什麼?
[00:13:18.000 --> 00:13:20.000]  神沒有錯,給了我們能力
[00:13:20.000 --> 00:13:22.000]  並且保證你,英許你
[00:13:22.000 --> 00:13:24.000]  你可以這樣走
[00:13:24.000 --> 00:13:26.000]  有了這個英許,神沒有落空
[00:13:26.000 --> 00:13:28.000]  神是信實的
[00:13:28.000 --> 00:13:30.000]  這個能力是非常有把握
[00:13:30.000 --> 00:13:32.000]  其中一個福分的英許
[00:13:32.000 --> 00:13:34.000]  影響所有的信徒
[00:13:34.000 --> 00:13:36.000]  有聖靈在我們裏面
[00:13:36.000 --> 00:13:38.000]  我們有聖靈的果子結出來
[00:13:38.000 --> 00:13:40.000]  人愛喜樂和平
[00:13:40.000 --> 00:13:42.000]  很多很多好的品格
[00:13:42.000 --> 00:13:44.000]  是神給你的
[00:13:44.000 --> 00:13:46.000]  簡單來說
[00:13:46.000 --> 00:13:48.000]  彼得一開始就說
[00:13:48.000 --> 00:13:50.000]  你要安成長
[00:13:50.000 --> 00:13:52.000]  你要知道
[00:13:52.000 --> 00:13:54.000]  我們有了什麼資源
[00:13:54.000 --> 00:13:56.000]  是一個無比強大的力量
[00:13:56.000 --> 00:13:58.000]  給了你和我
[00:13:58.000 --> 00:14:00.000]  還有英許
[00:14:00.000 --> 00:14:02.000]  將來
[00:14:02.000 --> 00:14:04.000]  將你的人生走到盡頭的時候
[00:14:04.000 --> 00:14:06.000]  我們進入神永遠的榮耀的角度裏面
[00:14:06.000 --> 00:14:08.000]  這個英許
[00:14:08.000 --> 00:14:10.000]  新天新地
[00:14:10.000 --> 00:14:12.000]  這就是彼得後書強調
[00:14:12.000 --> 00:14:14.000]  將來主會再來
[00:14:14.000 --> 00:14:16.000]  是給了我們一個非常之的圖畫
[00:14:16.000 --> 00:14:18.000]  簡單來說
[00:14:18.000 --> 00:14:20.000]  基督徒是過
[00:14:20.000 --> 00:14:22.000]  聖潔的生活或者成長的生命
[00:14:22.000 --> 00:14:24.000]  打個比喻
[00:14:24.000 --> 00:14:26.000]  就好像
[00:14:26.000 --> 00:14:28.000]  神給了我們一部
[00:14:28.000 --> 00:14:30.000]  很高馬力的引擎
[00:14:30.000 --> 00:14:32.000]  一部車
[00:14:32.000 --> 00:14:34.000]  我們將人生當成一部車
[00:14:34.000 --> 00:14:36.000]  去駕駛的時候
[00:14:36.000 --> 00:14:38.000]  神就給了我們一個非常之強大的引擎
[00:14:38.000 --> 00:14:40.000]  一個引擎
[00:14:40.000 --> 00:14:42.000]  馬力非常之強勁
[00:14:42.000 --> 00:14:44.000]  但是你怎樣駕駛這部車
[00:14:44.000 --> 00:14:46.000]  很大的分別
[00:14:46.000 --> 00:14:48.000]  某個程度上你能夠
[00:14:48.000 --> 00:14:50.000]  控制你怎樣走
[00:14:50.000 --> 00:14:52.000]  神要你自己跟著去走
[00:14:52.000 --> 00:14:54.000]  我們怎樣去駕駛這部車
[00:14:54.000 --> 00:14:56.000]  很重要
[00:14:56.000 --> 00:14:58.000]  以致這兩樣的資源
[00:14:58.000 --> 00:15:00.000]  告訴他們能夠怎樣
[00:15:00.000 --> 00:15:02.000]  他說
[00:15:02.000 --> 00:15:04.000]  我們既脫離世上從情欲來的敗壞
[00:15:04.000 --> 00:15:06.000]  這個非常之難去解決
[00:15:06.000 --> 00:15:08.000]  我們的罪性
[00:15:08.000 --> 00:15:10.000]  但是有了這個
[00:15:10.000 --> 00:15:12.000]  恩典的時候
[00:15:12.000 --> 00:15:14.000]  我們能夠脫離這些
[00:15:14.000 --> 00:15:16.000]  並且能夠享受神的本質
[00:15:16.000 --> 00:15:18.000]  我們分享神的本性
[00:15:18.000 --> 00:15:20.000]  有神的品格
[00:15:20.000 --> 00:15:22.000]  開始的時候
[00:15:22.000 --> 00:15:24.000]  逆了我們的性格
[00:15:24.000 --> 00:15:26.000]  我們驕傲
[00:15:26.000 --> 00:15:28.000]  我們不惜愛
[00:15:28.000 --> 00:15:30.000]  但是聖經說有了這個能力
[00:15:30.000 --> 00:15:32.000]  我們可以這樣扭轉
[00:15:32.000 --> 00:15:34.000]  其實信主或不信主
[00:15:34.000 --> 00:15:36.000]  我們都是在這裡
[00:15:36.000 --> 00:15:38.000]  面對著這件事
[00:15:38.000 --> 00:15:40.000]  究竟你走人生什麼道路
[00:15:40.000 --> 00:15:42.000]  人如果繼續這樣生活
[00:15:42.000 --> 00:15:44.000]  沒有一個的道向
