
[00:00:00.000 --> 00:00:05.020]  我們中國有一句說話叫做「天人合一」
[00:06:24.100 --> 00:06:29.020]  曾經有人向他上奏
[00:06:29.020 --> 00:06:33.180]  有一個省長尼弘和書記申遂
[00:06:33.180 --> 00:06:37.140]  聯同一班人上書給亞達薩西王
[00:06:37.140 --> 00:06:39.900]  要控告耶路撒冷的猶太人
[00:06:39.900 --> 00:06:43.740]  反對他們來修建耶路撒冷的城牆
[00:06:43.740 --> 00:06:47.060]  並且他們敦促亞達薩西王
[00:06:47.060 --> 00:06:49.380]  要查考先王的記錄
[00:06:49.380 --> 00:06:52.820]  證明這個地方的人是反叛的
[00:06:52.820 --> 00:06:56.020]  當時他們也曾經發生過叛逆的事
[00:06:56.020 --> 00:06:59.140]  所以令到城被毀
[00:06:59.140 --> 00:07:02.660]  當亞達薩西王真的去考察資料的時候
[00:07:02.660 --> 00:07:07.500]  證實耶路撒冷真的曾經發生背叛先王的事
[00:07:07.500 --> 00:07:12.100]  所以就下令要停止修建城牆
[00:07:12.100 --> 00:07:15.220]  現在尼西米又來到王面前
[00:07:15.220 --> 00:07:18.900]  要求他推翻先前的命令
[00:07:18.900 --> 00:07:22.020]  其實是意味著他對王不敬
[00:07:22.020 --> 00:07:24.020]  隨時有叛逆之嫌
[00:07:24.020 --> 00:07:26.660]  可以是很大件事
[00:07:26.660 --> 00:07:30.100]  但是尼西米他為著同胞的福祉
[00:07:30.100 --> 00:07:33.220]  他都甘願冒著這個風險
[00:07:33.220 --> 00:07:35.900]  來向王提出這個請求
[00:07:35.900 --> 00:07:39.420]  可見他是關懷故國
[00:07:39.420 --> 00:07:43.580]  他和他的故國人民是感同身受
[00:07:43.580 --> 00:07:48.220]  第二我們看到尼西米那份的家國情懷
[00:07:48.220 --> 00:07:52.860]  是透過他那份晝夜禱告與民認同的心
[00:07:52.860 --> 00:07:56.140]  在經文第六、第七節提到
[00:07:56.140 --> 00:07:57.940]  尼西米禱告神
[00:07:57.940 --> 00:08:03.740]  他說自己晝夜為以色列民祈禱
[00:08:03.740 --> 00:08:04.900]  不僅如此
[00:08:04.900 --> 00:08:07.700]  他不是在神面前自以為義
[00:08:07.700 --> 00:08:09.780]  控告以色列民的罪
[00:08:09.780 --> 00:08:12.940]  我們那班人民怎麼壞
[00:08:12.940 --> 00:08:14.020]  我又不同了
[00:08:14.020 --> 00:08:15.780]  他不是這樣做
[00:08:15.780 --> 00:08:19.780]  他反而是將自己和他的同胞認同
[00:08:19.780 --> 00:08:22.580]  承認自己的父家和以色列民
[00:08:22.580 --> 00:08:25.180]  一樣都是犯罪、得罪神
[00:08:25.180 --> 00:08:28.980]  並且行的凡事邪惡
[00:08:28.980 --> 00:08:32.820]  尼西米他雖然是一個敬畏上帝的人
[00:08:32.820 --> 00:08:36.900]  他沒有因為同胞向神犯罪而置身事外
[00:08:36.900 --> 00:08:38.900]  和他們劃清界線
[00:08:38.900 --> 00:08:41.700]  他反而是和他們認同
[00:08:41.700 --> 00:08:43.300]  承認以色列人的罪
[00:08:43.300 --> 00:08:47.900]  就等於他和他父家所犯的罪一樣
[00:08:47.900 --> 00:08:51.660]  尼西米因為以色列活逆、背道
[00:08:51.660 --> 00:08:53.740]  行事邪惡、得罪神
[00:08:53.740 --> 00:08:57.180]  他從內心發出對罪那份控訴
[00:08:57.180 --> 00:09:00.060]  和懺悔的吶喊
[00:09:00.060 --> 00:09:01.860]  從他的呼喊裡面
[00:09:01.860 --> 00:09:05.420]  我們可以感受到尼西米和以色列人
[00:09:05.420 --> 00:09:12.180]  一份血脈相連的手足之情
[00:09:12.180 --> 00:09:14.940]  第三,尼西米的家閣情懷
[00:09:14.940 --> 00:09:20.300]  更加體現在他用神的眼光去看他的同胞
[00:09:20.300 --> 00:09:25.500]  除了他視以色列人是他血濃於水的同胞之外
[00:09:25.500 --> 00:09:27.300]  尼西米更加明白
[00:09:27.300 --> 00:09:30.540]  以色列人其實是神的子民
[00:09:30.540 --> 00:09:32.380]  是神的百姓
[00:09:32.380 --> 00:09:36.500]  是神用大力、大能的手救贖出來的
[00:09:36.500 --> 00:09:41.420]  所以他們之間除了有一份血緣的關係之外
[00:09:41.420 --> 00:09:46.100]  更是有一份在主裡面的關係
[00:09:46.100 --> 00:09:50.420]  所以尼西米能夠用神的眼光去看以色列人
[00:09:50.420 --> 00:09:53.820]  他沒有忘記以色列人是神的選民
[00:09:53.820 --> 00:09:58.300]  是神所愛的子民
[00:09:58.300 --> 00:10:04.340]  第二個尼西米值得我們學習的
[00:10:04.340 --> 00:10:09.500]  就是他那份謙卑敬虔的侍奉生命
[00:10:09.500 --> 00:10:14.180]  在尼西米的禱告裡面
[00:10:14.180 --> 00:10:18.500]  他用了八次「伏人」這個名詞
[00:10:18.500 --> 00:10:21.740]  三次是他自己的自稱
[00:10:21.740 --> 00:10:25.700]  兩次是指向摩西
[00:10:25.700 --> 00:10:28.180]  還有兩次是講以色列人
[00:10:28.180 --> 00:10:38.220]  另外一次是講到一班敬畏神的人
[00:10:38.220 --> 00:10:40.700]  可見尼西米的生命
[00:10:40.700 --> 00:10:49.980]  是帶著謙卑和敬虔來侍奉
[00:10:49.980 --> 00:10:52.980]  第二我們可以看到尼西米的生命
[00:10:52.980 --> 00:10:58.060]  他在職場上有一個美好的見證
[00:10:58.060 --> 00:10:59.580]  從何見得呢?
[00:10:59.580 --> 00:11:04.260]  我們看到他很深得上司的信任
[00:11:04.260 --> 00:11:06.340]  經文裡說到
[00:11:06.340 --> 00:11:11.300]  尼西米是一個大職侍奉神的人
[00:11:11.300 --> 00:11:13.300]  他作為一個酒政
[00:11:13.300 --> 00:11:15.620]  他很得皇的信任
[00:11:15.620 --> 00:11:17.140]  為何這樣說呢?
[00:11:17.140 --> 00:11:19.060]  因為酒政的工作
[00:11:19.060 --> 00:11:24.740]  其實是負責選擇和品嘗皇的酒
[00:11:24.740 --> 00:11:26.780]  當皇帝未喝酒之前
[00:11:26.780 --> 00:11:28.820]  他要先來品嘗
[00:11:28.820 --> 00:11:31.580]  看看當中的酒有沒有被人下毒
[00:11:31.580 --> 00:11:34.140]  所以如果不是皇很信任那個人
[00:11:34.140 --> 00:11:37.340]  其實很難找那個人來做這個工作
[00:11:37.340 --> 00:11:40.540]  尼西米他不但得到皇的信任
[00:11:40.540 --> 00:11:46.140]  我相信他同樣連皇的皇后都信任他
[00:11:46.140 --> 00:11:48.140]  因為經文第六節那裡很特別
[00:11:48.140 --> 00:11:50.620]  寧寧舍舍要加插這一句說話
[00:11:50.620 --> 00:11:53.180]  皇后坐在皇的旁邊
[00:11:53.180 --> 00:11:57.260]  你知道皇有時很容易受他旁邊的人影響
[00:11:57.260 --> 00:12:01.100]  但是皇后在旁邊的時候
[00:12:01.100 --> 00:12:04.980]  皇對於尼西米的請求都完全沒有推遲
[00:12:04.980 --> 00:12:09.380]  因為皇后亦沒有妨礙尼西米的計劃
[00:12:09.380 --> 00:12:14.340]  可見他很得上司的信任
[00:12:14.340 --> 00:12:17.300]  第二就是我們看到尼西米
[00:12:17.300 --> 00:12:21.100]  他是很得上司的喜愛
[00:12:21.100 --> 00:12:24.940]  從經文那裡我們可以推測
[00:12:24.940 --> 00:12:31.020]  尼西米和他的上司同樣有著一份非常美好的關係
[00:12:31.020 --> 00:12:34.100]  以致他的上司在他的面容上
[00:12:34.100 --> 00:12:38.340]  就能夠察覺到他心事重重
[00:12:38.340 --> 00:12:40.540]  大家有沒有試過在這個工作裡面
[00:12:40.540 --> 00:12:42.420]  都遇到一個這麼體貼
[00:12:42.420 --> 00:12:47.660]  這麼體恤、這麼明白你的上司呢?
[00:12:47.660 --> 00:12:51.740]  當尼西米他來到向皇去陳明心事
[00:12:51.740 --> 00:12:56.300]  和向皇有所求的時候
[00:12:56.300 --> 00:12:59.380]  這個皇都一一地答應他
[00:12:59.380 --> 00:13:03.340]  他向皇所求的有三點
[00:13:03.340 --> 00:13:06.860]  第一就是希望皇差派他回到猶大
[00:13:06.860 --> 00:13:11.060]  讓他可以回到耶路撒冷重建聖城
[00:13:11.060 --> 00:13:14.620]  第二就是請皇賜他詔書
[00:13:14.620 --> 00:13:20.020]  使他能夠暢通無阻地回到猶大地
[00:13:20.020 --> 00:13:22.620]  第三就是賜給他詔書
[00:13:22.620 --> 00:13:28.220]  讓他可以得到重建工程的材料
[00:13:28.220 --> 00:13:32.180]  尼西米他沒有因為敬畏天上的神
[00:13:32.180 --> 00:13:36.580]  而疏忽他在地上的職責和態度
[00:13:36.580 --> 00:13:39.300]  他在皇宮裡贏得的信任
[00:13:39.300 --> 00:13:42.020]  在他往後服侍神的事上
[00:13:42.020 --> 00:13:46.580]  也帶來了極大的價值和功效
[00:13:46.580 --> 00:13:48.060]  有時候在基督徒裡
[00:13:48.060 --> 00:13:52.460]  我們說在教會裡侍奉就好好的侍奉
[00:13:52.460 --> 00:13:56.020]  以為我在教會裡好好的侍奉就夠了
[00:13:56.020 --> 00:13:58.460]  但在職場裡卻是撇下撇下
[00:13:58.460 --> 00:14:02.780]  做事隨隨便便、不負責任
[00:14:02.780 --> 00:14:05.260]  和同事的關係也很惡劣
[00:14:05.260 --> 00:14:07.260]  失去了見證
[00:14:07.260 --> 00:14:11.620]  我也曾經見過這樣的情況
[00:14:11.620 --> 00:14:14.100]  我回想我自己很多年前
[00:14:14.100 --> 00:14:18.940]  在樹仁大學工作的十年裡
[00:14:18.940 --> 00:14:21.420]  在當中我也很感恩
[00:14:21.420 --> 00:14:25.020]  在當中我的老闆、上司、同事
[00:14:25.020 --> 00:14:27.180]  甚至乎我老闆的太太
[00:14:27.180 --> 00:14:31.540]  他們都對我很好、很信任、很關心我
[00:14:31.540 --> 00:14:33.620]  以致就算我離職之後
[00:14:33.620 --> 00:14:35.860]  我們回去見面的時候
[00:14:35.860 --> 00:14:38.940]  仍然那份感情非常親切
[00:14:38.940 --> 00:14:40.460]  我也沒有想過
[00:14:40.460 --> 00:14:44.460]  原來我在樹仁工作的過程裡
[00:14:44.460 --> 00:14:46.860]  也為我日後去服侍
[00:14:46.860 --> 00:14:48.660]  帶來了很大的祝福
[00:14:48.660 --> 00:14:50.220]  我沒有想過過去的六年
[00:14:50.220 --> 00:14:53.180]  我們可以回到樹仁這個地方
[00:14:53.180 --> 00:14:57.340]  透過教內地生普通話來服侍
[00:14:57.340 --> 00:15:00.740]  每一年我們回去教普通話的時候
[00:15:00.740 --> 00:15:03.140]  我的老闆見到我們的時候
[00:15:03.140 --> 00:15:05.340]  他心裡也很感謝我們
[00:15:05.340 --> 00:15:07.140]  也很感恩
[00:15:07.140 --> 00:15:08.500]  所以我真的看到
[00:15:08.500 --> 00:15:11.860]  當我們在職場裡有好的服侍的時候
[00:15:11.860 --> 00:15:13.100]  你想像不到的
[00:15:13.100 --> 00:15:15.580]  可能上帝就留下這些
[00:15:15.580 --> 00:15:19.460]  將來神也會為你開路
[00:15:19.460 --> 00:15:22.220]  你也可以在那裡服侍
[00:15:22.220 --> 00:15:26.100]  甚至有幾年我在外地工作的日子
[00:15:26.100 --> 00:15:26.900]  我都想起
[00:15:26.900 --> 00:15:30.620]  縱然我們面對著很不同的兩種文化
[00:15:30.620 --> 00:15:32.380]  我要和當地很多的官
[00:15:32.380 --> 00:15:34.580]  各級的官員打交道
[00:15:34.580 --> 00:15:36.420]  但神都教我要學習
[00:15:36.420 --> 00:15:38.940]  我都要學習謙卑
[00:15:38.940 --> 00:15:41.460]  用一個謙卑的態度和他們交往
[00:15:41.460 --> 00:15:44.020]  並且帶著一個互相尊重
[00:15:44.020 --> 00:15:46.340]  這樣的心來和他們接觸
[00:15:46.340 --> 00:15:48.220]  以致在那幾年的裡面
[00:15:48.220 --> 00:15:50.260]  我們建立了很好的關係
[00:15:50.260 --> 00:15:55.740]  他們從村幹部一直到縣政府的縣委書記
[00:15:55.740 --> 00:15:58.340]  我們的關係都非常好
[00:15:58.340 --> 00:16:02.580]  我們和那裡的村民也建立了一個非常好的關係
[00:16:02.580 --> 00:16:03.900]  我不知道會不會有一天
[00:16:03.900 --> 00:16:07.780]  上帝也要我們在那裡有機會去侍奉
[00:16:07.780 --> 00:16:08.740]  我不知道
[00:16:08.740 --> 00:16:17.140]  但我相信這一切都是神自己都喜悅我們這樣做
[00:16:17.140 --> 00:16:19.580]  第三,我們看到尼熙米
[00:16:19.580 --> 00:16:22.260]  他和神的關係非常好
[00:16:22.260 --> 00:16:24.700]  亦都很值得我們向他學習
[00:16:24.700 --> 00:16:27.780]  他和神的關係體現在幾方面
[00:16:27.780 --> 00:16:29.460]  第一,他常常禱告
[00:16:29.460 --> 00:16:32.100]  向神傾心吐怨
[00:16:32.100 --> 00:16:37.940]  尼熙米他對國家人民那份血濃於水的深厚情誼
[00:16:37.940 --> 00:16:41.420]  他在職場裡面那份美好見證
[00:16:41.420 --> 00:16:44.220]  和他常常在神面前
[00:16:44.220 --> 00:16:47.420]  他和神有一個很親密同行的關係
[00:16:47.420 --> 00:16:49.620]  是非常之重要的
[00:16:49.620 --> 00:16:51.660]  可以說是息息相關
[00:16:51.660 --> 00:16:53.300]  他和神的美好關係
[00:16:53.300 --> 00:16:57.140]  是造就了他那份深切的家國情懷
[00:16:57.140 --> 00:17:02.860]  和美好的職場見證的主因
[00:17:02.860 --> 00:17:06.420]  尼熙米無論在遇到什麼情況的時候
[00:17:06.420 --> 00:17:08.860]  他第一件事就是禱告
[00:17:08.860 --> 00:17:12.300]  有時候他還加上禁食
[00:17:12.300 --> 00:17:15.340]  好像在一章四節那裡也說到
[00:17:15.340 --> 00:17:18.020]  他聽到一些故國的事情
[00:17:18.020 --> 00:17:19.260]  他很悲傷
[00:17:19.260 --> 00:17:20.660]  悲傷了幾天
[00:17:20.660 --> 00:17:24.860]  他在神面前禁食來禱告
[00:17:24.860 --> 00:17:29.780]  還有就是他對神是信靠信服的
[00:17:29.780 --> 00:17:33.140]  當亞特薩西王見到他的仇容的時候
[00:17:33.140 --> 00:17:35.900]  就問他:他有什麼所求?
[00:17:35.900 --> 00:17:39.460]  他馬上就默討天上的神
[00:17:39.460 --> 00:17:41.700]  機會雖然擺在面前
[00:17:41.700 --> 00:17:44.900]  但他沒有馬上憑他自己的血氣
[00:17:44.900 --> 00:17:49.140]  用自己的方法馬上提出自己的要求
[00:17:49.140 --> 00:17:52.100]  而是他也知道要依靠神
[00:17:52.100 --> 00:17:53.460]  去信靠神
[00:17:53.460 --> 00:17:56.020]  甚至要信服、遵行神
[00:17:56.020 --> 00:17:59.460]  如何帶領他神的旨意和心意
[00:17:59.460 --> 00:18:03.660]  他謙卑地在神的面前默討
[00:18:03.660 --> 00:18:09.300]  尼熙米的禱告是一個信靠、交託的禱告
[00:18:09.300 --> 00:18:12.740]  最初他心裡也很懼怕
[00:18:12.740 --> 00:18:16.380]  但他禱告之後他就無所忌諱
[00:18:16.380 --> 00:18:18.860]  他在王面前能夠大膽地
[00:18:18.860 --> 00:18:23.220]  直接表達他的願望、他的計劃和目的
[00:18:23.220 --> 00:18:25.740]  並且在第七、第八節
[00:18:25.740 --> 00:18:29.060]  他進一步祈求王賜他詔書
[00:18:29.060 --> 00:18:33.380]  在物質資源方面也給他幫助
[00:18:33.380 --> 00:18:37.340]  尼熙米的禱告是關鍵性的禱告
[00:18:37.340 --> 00:18:41.020]  他得到上帝施恩的手幫助他
[00:18:41.020 --> 00:18:43.980]  打開了回到耶路撒冷的大門
[00:18:43.980 --> 00:18:48.500]  並且取得了重建城牆的權柄
[00:18:48.500 --> 00:18:54.500]  最後城牆只花了52天就修完了
[00:18:54.500 --> 00:18:57.300]  尼熙米總結了原因
[00:18:57.300 --> 00:19:04.060]  他說:因為這工作完成是出於我們的神
[00:19:04.060 --> 00:19:07.780]  他服侍靠的不是人的聰明智慧
[00:19:07.780 --> 00:19:13.180]  而是靠著上帝
[00:19:13.180 --> 00:19:20.020]  剛才我們提到尼熙米謙卑敬虔的侍奉生命
[00:19:20.020 --> 00:19:23.620]  他除了以僕人來謙稱之外
[00:19:23.620 --> 00:19:28.420]  其實耶和華的僕人也有所指
[00:19:28.420 --> 00:19:31.380]  因為這個僕人的名詞
[00:19:31.380 --> 00:19:34.540]  在意義上是含有服從的意思
[00:19:34.540 --> 00:19:40.020]  在舊約聖經裏面 耶和華的僕人是榮耀的職份
[00:19:40.020 --> 00:19:45.260]  是被神特別選照出來完成他的工作
[00:19:45.260 --> 00:19:49.020]  尼熙米在神的面前表明心跡
[00:19:49.020 --> 00:19:55.260]  他說自己是那班喜愛耶和華神的命的眾僕人之一
[00:19:55.260 --> 00:19:57.220]  所以你可以見到
[00:19:57.220 --> 00:20:04.500]  尼熙米自己也是以謙卑敬虔的生命來侍奉神
[00:20:04.500 --> 00:20:08.700]  我們看完尼熙米的生命
[00:20:08.700 --> 00:20:11.740]  對我們的生命又有什麼反思呢?
[00:20:11.740 --> 00:20:17.260]  我們在他身上有什麼地方可以應用在我們生活裏面呢?
[00:20:17.260 --> 00:20:20.580]  第一樣值得我們學習的就是
[00:20:20.580 --> 00:20:23.460]  我們要每天與神親密地同行
[00:20:23.460 --> 00:20:25.300]  我們基督徒都知道
[00:20:25.300 --> 00:20:28.100]  我們信主之後要讀經禱告靈修
[00:20:28.100 --> 00:20:32.740]  但很多時候我們會覺得好像是一個例行的公事
[00:20:32.740 --> 00:20:35.300]  好像很膚淺 做完就算了
[00:20:35.300 --> 00:20:37.780]  就好像交了差
[00:20:37.780 --> 00:20:40.620]  但我相信與神親密同行
[00:20:40.620 --> 00:20:43.500]  是你真的與神有一個很親密
[00:20:43.500 --> 00:20:47.860]  你與他可以好像情人般聊天
[00:20:47.860 --> 00:20:49.820]  我們剛剛在星期四查經
[00:20:49.820 --> 00:20:54.140]  那天我們都說到
[00:20:54.140 --> 00:20:56.540]  我都鼓勵弟兄姊妹
[00:20:56.540 --> 00:20:58.820]  這個禮拜我們學習的操練
[00:20:58.820 --> 00:21:01.940]  每一天我們當耶穌是我們的情人一樣
[00:21:01.940 --> 00:21:04.660]  與祂來對話 與祂來聊天
[00:21:04.660 --> 00:21:07.260]  更重要的是我們親近神
[00:21:07.260 --> 00:21:09.660]  去讀經、去禱告之後
[00:21:09.660 --> 00:21:14.380]  我們更重要的是在生活裏面實踐聖經的教導
[00:21:14.380 --> 00:21:16.700]  弟兄姊妹 現在疫情之下
[00:21:16.700 --> 00:21:21.780]  整個香港教會的生態都發生很大的變化
[00:21:21.780 --> 00:21:23.980]  我們的信仰心態
[00:21:23.980 --> 00:21:27.260]  我們的屬靈生命又如何呢?
[00:21:27.260 --> 00:21:30.380]  我們有沒有說:這樣好了 可以少回教會了
[00:21:30.380 --> 00:21:34.140]  不用回教會了 我們乘機去偷懶呢?
[00:21:34.140 --> 00:21:37.500]  還是我們更加珍惜 用盡方法
[00:21:37.500 --> 00:21:41.580]  我們都希望能夠與弟兄姊妹一起敬拜呢?
[00:21:41.580 --> 00:21:46.740]  詩篇 詩人都向神發出這樣的呼求
[00:21:46.740 --> 00:21:50.900]  「我和我的神 求祢傾聽我的呼求」
[00:21:50.900 --> 00:21:53.940]  「我呼求的聲音 因為我向祢禱告」
[00:21:53.940 --> 00:21:56.980]  「而我求祢在清晨聽我的聲音」
[00:21:56.980 --> 00:22:00.980]  「我要一早向祢陳明 並且迫切等候」
[00:22:00.980 --> 00:22:06.060]  但願我們每天都真是先來與神親近
[00:22:06.060 --> 00:22:08.220]  以示我們得著一天的力量
[00:22:08.220 --> 00:22:11.620]  我們帶著一個渴望的心去到神面前
[00:22:11.620 --> 00:22:13.780]  早前在主日學的時候
[00:22:13.780 --> 00:22:16.420]  我都問弟兄姊妹:最近怎樣?
[00:22:16.420 --> 00:22:22.260]  疫情之下 雖然教會有時不能回去實體聚會
[00:22:22.260 --> 00:22:27.980]  但反而疫情令她多了時間安靜地在神面前禱告
[00:22:27.980 --> 00:22:31.220]  為很多事情禱告 向神傾心套意
[00:22:31.220 --> 00:22:37.100]  我希望這也是我們的經歷
[00:22:37.100 --> 00:22:39.780]  第二 我們可以應用的就是
[00:22:39.780 --> 00:22:43.540]  為我們的國家 包括我們所在的城市
[00:22:43.540 --> 00:22:46.900]  為我們的人民認罪和禱告
[00:22:46.900 --> 00:22:51.700]  就好像黎兄妹為她的國家人民禱告一樣
[00:22:51.700 --> 00:22:56.180]  雖然她的國家人民因為犯罪活躍受罰
[00:22:56.180 --> 00:22:59.940]  但黎兄妹並未獨善其身
[00:22:59.940 --> 00:23:03.180]  而是與國家人民認同
[00:23:03.180 --> 00:23:08.940]  他們犯罪就等於他們自己都一起犯罪
