
[00:00:00.000 --> 00:00:03.000]  主,讓我們的身心靈降服在您的面前
[00:02:05.000 --> 00:02:06.000]  就繼續說
[00:02:06.000 --> 00:02:09.000]  平時這段路都很擠塞
[00:02:09.000 --> 00:02:11.000]  不如我們走高速公路好不好?
[00:02:11.000 --> 00:02:13.000]  司機又繼續說
[00:02:13.000 --> 00:02:15.000]  如果你想聊聊天
[00:02:15.000 --> 00:02:17.000]  我可以陪你一邊開車一邊聊天
[00:02:17.000 --> 00:02:19.000]  但如果你想靜靜地看風景
[00:02:19.000 --> 00:02:21.000]  我就不騷擾你了
[00:02:21.000 --> 00:02:24.000]  我的朋友對於這麼好的服務態度
[00:02:24.000 --> 00:02:26.000]  非常好奇
[00:02:26.000 --> 00:02:28.000]  於是就問司機
[00:02:28.000 --> 00:02:33.000]  你何時開始這麼好的服務態度?
[00:02:33.000 --> 00:02:36.000]  司機就這樣說
[00:02:36.000 --> 00:02:39.000]  他說我以前很埋怨
[00:02:39.000 --> 00:02:41.000]  我經常埋怨這份工作
[00:02:41.000 --> 00:02:42.000]  工作時間長又辛苦
[00:02:42.000 --> 00:02:43.000]  收入又少
[00:02:43.000 --> 00:02:45.000]  人生很沒意義
[00:02:45.000 --> 00:02:48.000]  但有一次當我開車的時間
[00:02:48.000 --> 00:02:51.000]  我扭開電台聽收音機
[00:02:51.000 --> 00:02:54.000]  電台的電台主持不知為何
[00:02:54.000 --> 00:02:57.000]  居然引述一句聖經
[00:02:57.000 --> 00:02:58.000]  是甚麼呢?
[00:02:58.000 --> 00:03:02.000]  你要保守你的心勝過保守一切
[00:03:02.000 --> 00:03:05.000]  因為一生的果效是由心發出
[00:03:05.000 --> 00:03:07.000]  當時我開車的時候
[00:03:07.000 --> 00:03:09.000]  好像完全明白了
[00:03:09.000 --> 00:03:13.000]  原來我要改變自己的命運
[00:03:13.000 --> 00:03:18.000]  必須要改變自己的內心
[00:03:18.000 --> 00:03:20.000]  我相信很多弟兄姊妹都記得
[00:03:20.000 --> 00:03:25.000]  以前有一個政權叫蘇聯
[00:03:25.000 --> 00:03:27.000]  前蘇聯我相信大家都知道
[00:03:27.000 --> 00:03:29.000]  是一個獨裁的政權
[00:03:29.000 --> 00:03:31.000]  是一個極權的國家
[00:03:31.000 --> 00:03:33.000]  有一次一個信耶穌的記者
[00:03:33.000 --> 00:03:36.000]  訪問前蘇聯的官方刊物
[00:03:36.000 --> 00:03:38.000]  叫《真理報》的總編輯
[00:03:38.000 --> 00:03:41.000]  這個總編輯就跟記者這樣說
[00:03:41.000 --> 00:03:43.000]  其實我們共產黨員
[00:03:43.000 --> 00:03:45.000]  跟你們基督徒都很相似
[00:03:45.000 --> 00:03:48.000]  我們一樣都發現人性的醜惡
[00:03:48.000 --> 00:03:51.000]  所以我們很希望通過革命
[00:03:51.000 --> 00:03:53.000]  通過建立新的制度
[00:03:53.000 --> 00:03:56.000]  去希望消滅這種人性的醜惡
[00:03:56.000 --> 00:03:57.000]  但很不幸
[00:03:57.000 --> 00:03:59.000]  我們居然建立了
[00:03:59.000 --> 00:04:02.000]  有史以來最殘暴的政權
[00:04:02.000 --> 00:04:04.000]  真正的改變
[00:04:04.000 --> 00:04:06.000]  不是制度的改變
[00:04:06.000 --> 00:04:07.000]  真正的改變
[00:04:07.000 --> 00:04:09.000]  是人內心的改變
[00:04:09.000 --> 00:04:11.000]  今天的講題是
[00:04:11.000 --> 00:04:14.000]  我要真門徒
[00:04:14.000 --> 00:04:17.000]  甚麼是真門徒呢?
[00:04:17.000 --> 00:04:19.000]  如果合法的話
[00:04:19.000 --> 00:04:22.000]  我也想掛這個橫額上去
[00:04:22.000 --> 00:04:24.000]  甚麼是門徒呢?
[00:04:24.000 --> 00:04:26.000]  既然講到門徒
[00:04:26.000 --> 00:04:27.000]  就自然有師父
[00:04:27.000 --> 00:04:28.000]  師父是誰?
[00:04:28.000 --> 00:04:29.000]  就是耶穌
[00:04:29.000 --> 00:04:30.000]  外國人說
[00:04:30.000 --> 00:04:31.000]  甚麼是門徒?
[00:04:31.000 --> 00:04:33.000]  門徒就是效法耶穌的榜樣
[00:04:33.000 --> 00:04:36.000]  學習耶穌的行事為人
[00:04:36.000 --> 00:04:37.000]  學習祂的價值觀
[00:04:37.000 --> 00:04:38.000]  人生觀
[00:04:38.000 --> 00:04:39.000]  做人的方向
[00:04:39.000 --> 00:04:41.000]  並不是只聽
[00:04:41.000 --> 00:04:43.000]  不是只記得
[00:04:43.000 --> 00:04:45.000]  而是在實際生活上
[00:04:45.000 --> 00:04:47.000]  日常生活上
[00:04:47.000 --> 00:04:48.000]  行出來
[00:04:48.000 --> 00:04:49.000]  活出來
[00:04:49.000 --> 00:04:51.000]  這個叫真門徒
[00:04:51.000 --> 00:04:52.000]  這個叫門徒
[00:04:52.000 --> 00:04:54.000]  可能我在講的時候
[00:04:54.000 --> 00:04:57.000]  有些人心裏想
[00:04:57.000 --> 00:05:04.000]  門徒是教會極少數的精英才做的
[00:05:04.000 --> 00:05:06.000]  好像David那些
[00:05:06.000 --> 00:05:08.000]  Charlie那些
[00:05:08.000 --> 00:05:09.000]  那些是門徒
[00:05:09.000 --> 00:05:12.000]  我們的區域不是有門徒訓練的
[00:05:12.000 --> 00:05:14.000]  那些是極少數的精英
[00:05:14.000 --> 00:05:16.000]  教會極少數的人
[00:05:16.000 --> 00:05:19.000]  我們大部份是普通的信徒
[00:05:19.000 --> 00:05:20.000]  如果你是這樣想
[00:05:20.000 --> 00:05:21.000]  你就錯了
[00:05:21.000 --> 00:05:22.000]  讓我們一起看看
[00:05:22.000 --> 00:05:25.000]  馬太福音28章19至20節
[00:05:25.000 --> 00:05:26.000]  讓我們一起讀
[00:05:26.000 --> 00:05:27.000]  1、2、3
[00:05:27.000 --> 00:05:31.000]  所以你們要去閃萬民作我的門徒
[00:05:31.000 --> 00:05:34.000]  奉父子聖靈的名給他們施洗
[00:05:34.000 --> 00:05:36.000]  凡我所吩咐你們的
[00:05:36.000 --> 00:05:38.000]  都教訓他們遵守
[00:05:38.000 --> 00:05:41.000]  我就常與你們同在
[00:05:41.000 --> 00:05:43.000]  直到世界的末了
[00:05:43.000 --> 00:05:46.000]  這段聖經大家都很熟悉
[00:05:46.000 --> 00:05:48.000]  大家看看先後的次序
[00:05:48.000 --> 00:05:50.000]  閃萬民作我的門徒先
[00:05:50.000 --> 00:05:52.000]  接著受浸
[00:05:52.000 --> 00:05:54.000]  接著學實的說話
[00:05:54.000 --> 00:05:56.000]  會說這段聖經跟我們說些什麼
[00:05:56.000 --> 00:05:58.000]  當你接受耶穌
[00:05:58.000 --> 00:05:59.000]  信耶穌那一刻
[00:05:59.000 --> 00:06:01.000]  你已經有門徒的身份
[00:06:01.000 --> 00:06:02.000]  神的心是什麼
[00:06:02.000 --> 00:06:04.000]  在往日子裏面
[00:06:04.000 --> 00:06:06.000]  我們要順著聖靈的帶領
[00:06:06.000 --> 00:06:08.000]  被聖靈改變
[00:06:08.000 --> 00:06:11.000]  讓我們可以活出這個身份
[00:06:11.000 --> 00:06:12.000]  成為一個真門徒
[00:06:12.000 --> 00:06:14.000]  所以弟兄姊妹
[00:06:14.000 --> 00:06:17.000]  我們用十多秒的時間
[00:06:17.000 --> 00:06:18.000]  聽著
[00:06:18.000 --> 00:06:20.000]  你認認真真
[00:06:20.000 --> 00:06:21.000]  真心真意
[00:06:21.000 --> 00:06:23.000]  全心全意地
[00:06:23.000 --> 00:06:25.000]  祝福你父親弟兄姊妹
[00:06:25.000 --> 00:06:27.000]  願你成為真門徒
[00:06:27.000 --> 00:06:30.000]  現在大家可以祝福彼此
[00:06:30.000 --> 00:06:37.000]  為什麼我們要成為真門徒
[00:06:37.000 --> 00:06:38.000]  弟兄姊妹
[00:06:38.000 --> 00:06:41.000]  新約聖經門徒出現了多少次
[00:06:41.000 --> 00:06:43.000]  269次
[00:06:43.000 --> 00:06:45.000]  信徒出現了多少次
[00:06:45.000 --> 00:06:46.000]  兩次
[00:06:46.000 --> 00:06:48.000]  會說在神的心裏面
[00:06:48.000 --> 00:06:50.000]  門徒是超級重要
[00:06:50.000 --> 00:06:51.000]  極其重要
[00:06:51.000 --> 00:06:53.000]  嚴重地重要
[00:06:53.000 --> 00:06:55.000]  所以神的心也是很希望
[00:06:55.000 --> 00:06:57.000]  我們每一個信耶穌的
[00:06:57.000 --> 00:06:58.000]  跟隨耶穌的
[00:06:58.000 --> 00:06:59.000]  每一個到最後
[00:06:59.000 --> 00:07:01.000]  我們要成為真正的門徒
[00:07:01.000 --> 00:07:03.000]  一個真門徒
[00:07:03.000 --> 00:07:05.000]  真門徒究竟有什麼特點
[00:07:05.000 --> 00:07:07.000]  路加福音告訴我們有三個特點
[00:07:07.000 --> 00:07:09.000]  以下時間我想和大家說
[00:07:09.000 --> 00:07:12.000]  真門徒這三個特徵是什麼
[00:07:12.000 --> 00:07:13.000]  第一個
[00:07:13.000 --> 00:07:14.000]  真門徒的特徵
[00:07:14.000 --> 00:07:15.000]  他們必須要經歷
[00:07:15.000 --> 00:07:17.000]  聖靈的大能
[00:07:17.000 --> 00:07:18.000]  得著內心的改變
[00:07:18.000 --> 00:07:20.000]  讓我們看路加福音
[00:07:20.000 --> 00:07:21.000]  路加福音五章
[00:07:21.000 --> 00:07:22.000]  一至三節
[00:07:22.000 --> 00:07:23.000]  弟兄姊妹我們一起讀
[00:07:23.000 --> 00:07:24.000]  一二三
[00:07:24.000 --> 00:07:27.000]  耶穌站在隔離撒勒湖邊
[00:07:27.000 --> 00:07:30.000]  眾人擠擁他要他聽他一道
[00:07:30.000 --> 00:07:33.000]  他見有兩隻船灣在湖邊
[00:07:33.000 --> 00:07:37.000]  打魚的人卻離開船的水網去了
[00:07:37.000 --> 00:07:40.000]  有一隻船是西門的
[00:07:40.000 --> 00:07:41.000]  耶穌就上去
[00:07:41.000 --> 00:07:43.000]  請他把船撐開
[00:07:43.000 --> 00:07:46.000]  稍微離岸就坐下
[00:07:46.000 --> 00:07:48.000]  從船上教訓眾人
[00:07:48.000 --> 00:07:52.000]  隔離撒勒湖就是我們熟悉的加利利湖
[00:07:52.000 --> 00:07:54.000]  有些聖經叫加利利海
[00:07:54.000 --> 00:07:55.000]  那個不是海來的
[00:07:55.000 --> 00:07:56.000]  是一個湖來的
[00:07:56.000 --> 00:07:57.000]  是一個淡水湖來的
[00:07:57.000 --> 00:08:01.000]  當時成千上萬的人
[00:08:01.000 --> 00:08:02.000]  擁著耶穌
[00:08:02.000 --> 00:08:03.000]  包圍著耶穌
[00:08:03.000 --> 00:08:04.000]  要聽耶穌講道
[00:08:04.000 --> 00:08:06.000]  擠到水洩不通
[00:08:06.000 --> 00:08:08.000]  令到耶穌自己也沒有位置站
[00:08:08.000 --> 00:08:11.000]  於是見有兩隻船在附近
[00:08:11.000 --> 00:08:13.000]  於是就叫人撐過來
[00:08:13.000 --> 00:08:15.000]  他上了船就當那是港台
[00:08:15.000 --> 00:08:18.000]  浮浮沉沉地和大家講話
[00:08:18.000 --> 00:08:19.000]  這隻船是誰呢?
[00:08:19.000 --> 00:08:21.000]  是彼得
[00:08:21.000 --> 00:08:24.000]  彼得本人在那裡呢?
[00:08:24.000 --> 00:08:26.000]  在附近洗網
[00:08:26.000 --> 00:08:28.000]  有沒有覺得奇怪?
[00:08:28.000 --> 00:08:29.000]  為什麼彼得還在洗網
[00:08:29.000 --> 00:08:30.000]  還在打魚
[00:08:30.000 --> 00:08:32.000]  還在撐船
[00:08:32.000 --> 00:08:34.000]  彼得不是耶穌的門徒嗎?
[00:08:34.000 --> 00:08:36.000]  他不是已經跟隨了耶穌嗎?
[00:08:36.000 --> 00:08:37.000]  為什麼這樣說呢?
[00:08:37.000 --> 00:08:38.000]  我們看回之前
[00:08:38.000 --> 00:08:39.000]  《馬可福音》
[00:08:39.000 --> 00:08:41.000]  一章十六至十八節
[00:08:41.000 --> 00:08:42.000]  等一下我們一起讀
[00:08:42.000 --> 00:08:43.000]  一二三
[00:08:43.000 --> 00:08:46.000]  耶穌順著加利利的海邊走
[00:08:46.000 --> 00:08:47.000]  看見西門
[00:08:47.000 --> 00:08:51.000]  和西門的兄弟安德烈在海裡撒網
[00:08:51.000 --> 00:08:53.000]  他們本是打魚的
[00:08:53.000 --> 00:08:54.000]  耶穌對他們說
[00:08:54.000 --> 00:08:56.000]  來跟從我
[00:08:56.000 --> 00:08:58.000]  我要叫你們得人如得魚
[00:08:58.000 --> 00:08:59.000]  一樣
[00:08:59.000 --> 00:09:01.000]  他們就立刻捨了網
[00:09:01.000 --> 00:09:03.000]  跟從耶穌
[00:09:03.000 --> 00:09:06.000]  明明彼得跟從了耶穌
[00:09:06.000 --> 00:09:08.000]  現在還在洗網
[00:09:08.000 --> 00:09:10.000]  還在撐船
[00:09:10.000 --> 00:09:11.000]  還在打魚
[00:09:11.000 --> 00:09:13.000]  這麼奇怪
[00:09:13.000 --> 00:09:15.000]  彼得那時候的跟從
[00:09:15.000 --> 00:09:17.000]  不是我們所明白理解
[00:09:17.000 --> 00:09:19.000]  後來彼得的跟從
[00:09:19.000 --> 00:09:21.000]  當時彼得的所謂跟從
[00:09:21.000 --> 00:09:23.000]  其實是看見他明日
[00:09:23.000 --> 00:09:25.000]  跟著他
[00:09:25.000 --> 00:09:28.000]  他和耶穌的關係普普通通
[00:09:28.000 --> 00:09:29.000]  大家不太認識
[00:09:29.000 --> 00:09:30.000]  當然耶穌認識他
[00:09:30.000 --> 00:09:32.000]  他不太認識耶穌
[00:09:32.000 --> 00:09:34.000]  他對耶穌沒有深刻的認識
[00:09:34.000 --> 00:09:37.000]  他對自己也沒有深刻的認識
[00:09:37.000 --> 00:09:40.000]  所以跟著跟著就跟
[00:09:40.000 --> 00:09:43.000]  跟著跟著就悶
[00:09:43.000 --> 00:09:44.000]  於是
[00:09:44.000 --> 00:09:45.000]  不好了
[00:09:45.000 --> 00:09:46.000]  算了我還是做回打魚
[00:09:46.000 --> 00:09:48.000]  還是洗網
[00:09:48.000 --> 00:09:50.000]  還是拍拍船算了
[00:09:50.000 --> 00:09:51.000]  但是我們今天
[00:09:51.000 --> 00:09:54.000]  我們的生命都是這樣
[00:09:54.000 --> 00:09:58.000]  如果我們甘心做一個信徒
[00:09:58.000 --> 00:09:59.000]  不做門徒
[00:09:59.000 --> 00:10:03.000]  如果我們甘心定期過一些宗教的生活
[00:10:03.000 --> 00:10:05.000]  留意我是用宗教生活
[00:10:05.000 --> 00:10:07.000]  什麼叫做宗教生活呢
[00:10:07.000 --> 00:10:08.000]  宗教生活是
[00:10:08.000 --> 00:10:09.000]  你一路回那些聚會
[00:10:09.000 --> 00:10:11.000]  你和耶穌沒有什麼關係都可以
[00:10:11.000 --> 00:10:13.000]  那些叫做宗教生活
[00:10:13.000 --> 00:10:15.000]  一路回那些聚會
[00:10:15.000 --> 00:10:17.000]  但是耶穌對你沒有什麼影響
[00:10:17.000 --> 00:10:19.000]  你不是很認識耶穌
[00:10:19.000 --> 00:10:20.000]  你信了他
[00:10:20.000 --> 00:10:21.000]  但是和他的關係一般般
[00:10:21.000 --> 00:10:23.000]  這叫做宗教生活
[00:10:23.000 --> 00:10:25.000]  即使有崇拜
[00:10:25.000 --> 00:10:26.000]  即使有小組
[00:10:26.000 --> 00:10:28.000]  即使甚至有侍奉
[00:10:28.000 --> 00:10:31.000]  如果我們沒有那個靈修的操練
[00:10:31.000 --> 00:10:33.000]  如果我們不渴望
[00:10:33.000 --> 00:10:36.000]  不去追求和耶穌建立很親密的關係
[00:10:36.000 --> 00:10:38.000]  當你走著走著
[00:10:38.000 --> 00:10:39.000]  或者有風浪日
[00:10:39.000 --> 00:10:40.000]  或者有波折
[00:10:40.000 --> 00:10:41.000]  或者很悶的時候
[00:10:41.000 --> 00:10:43.000]  你就會覺得很沉悶
[00:10:43.000 --> 00:10:46.000]  你就會覺得沒有興趣
[00:10:46.000 --> 00:10:47.000]  為什麼呢
[00:10:47.000 --> 00:10:49.000]  因為那個老我還在我們的心裡面
[00:10:49.000 --> 00:10:50.000]  什麼叫老我
[00:10:50.000 --> 00:10:52.000]  我最重要
[00:10:52.000 --> 00:10:54.000]  我做事的方法最好
[00:10:54.000 --> 00:10:55.000]  我走的路最對
[00:10:55.000 --> 00:10:58.000]  耶穌說你不要煩我
[00:10:58.000 --> 00:11:00.000]  這叫老我
[00:11:00.000 --> 00:11:01.000]  正如我剛才所說
[00:11:01.000 --> 00:11:02.000]  神的心是什麼
[00:11:02.000 --> 00:11:04.000]  神的心是很希望每一個
[00:11:04.000 --> 00:11:06.000]  每一個跟隨他的人
[00:11:06.000 --> 00:11:07.000]  信他的人
[00:11:07.000 --> 00:11:08.000]  都要成為真門徒
[00:11:08.000 --> 00:11:10.000]  讓我們繼續看路加福音
[00:11:10.000 --> 00:11:14.000]  我們看看耶穌怎麼幫助彼得成為真門徒
[00:11:14.000 --> 00:11:16.000]  我們繼續看五章四字五節
[00:11:16.000 --> 00:11:17.000]  我們一起讀
[00:11:17.000 --> 00:11:18.000]  一二三
[00:11:18.000 --> 00:11:19.000]  講完了
[00:11:19.000 --> 00:11:20.000]  對彼得說
[00:11:20.000 --> 00:11:23.000]  把船開到水深之處
[00:11:23.000 --> 00:11:24.000]  下網打魚
[00:11:24.000 --> 00:11:26.000]  西門說
[00:11:26.000 --> 00:11:28.000]  夫子我們整夜勞力
[00:11:28.000 --> 00:11:30.000]  並沒有打著什麼
[00:11:30.000 --> 00:11:32.000]  但依從你的話
[00:11:32.000 --> 00:11:34.000]  我就下網
[00:11:34.000 --> 00:11:36.000]  大家看這段聖經
[00:11:36.000 --> 00:11:38.000]  和合本的聖經
[00:11:38.000 --> 00:11:40.000]  就覺得彼得說話很斯文
[00:11:40.000 --> 00:11:43.000]  夫子我們整夜勞力
[00:11:43.000 --> 00:11:45.000]  並沒有打著什麼
[00:11:45.000 --> 00:11:47.000]  但依你所說
[00:11:47.000 --> 00:11:48.000]  我們就下網
[00:11:48.000 --> 00:11:50.000]  好像很斯文
[00:11:50.000 --> 00:11:51.000]  但希臘原文
[00:11:51.000 --> 00:11:54.000]  他的語氣不是這樣的
[00:11:54.000 --> 00:11:56.000]  是彼得很不喜歡
[00:11:56.000 --> 00:11:57.000]  很不高興
[00:11:57.000 --> 00:11:59.000]  這樣說的
[00:11:59.000 --> 00:12:01.000]  為什麼彼得不喜歡不高興呢
[00:12:01.000 --> 00:12:03.000]  因為耶穌作為一個外行人
[00:12:03.000 --> 00:12:08.000]  居然教我們這些專業的漁夫去捉魚
[00:12:08.000 --> 00:12:10.000]  有沒有搞錯
[00:12:10.000 --> 00:12:13.000]  還不單止用外行人
[00:12:13.000 --> 00:12:16.000]  教我們專業的人去做事
[00:12:16.000 --> 00:12:18.000]  還教錯
[00:12:18.000 --> 00:12:19.000]  怎麼教錯呢
[00:12:19.000 --> 00:12:20.000]  有兩錯
[00:12:20.000 --> 00:12:21.000]  我們看看這段聖經
[00:12:21.000 --> 00:12:22.000]  怎麼教錯呢
[00:12:22.000 --> 00:12:25.000]  開往水深之處
[00:12:25.000 --> 00:12:27.000]  我們信耶穌很久的
[00:12:27.000 --> 00:12:28.000]  說到不說
[00:12:28.000 --> 00:12:30.000]  開往水深之處
[00:12:30.000 --> 00:12:31.000]  但這裡是錯的
[00:12:31.000 --> 00:12:32.000]  大家記住
[00:12:32.000 --> 00:12:35.000]  這個開往水深之處
[00:12:35.000 --> 00:12:37.000]  你以為是深海拖網捕魚嗎
[00:12:37.000 --> 00:12:39.000]  這個是一個湖請留意
[00:12:39.000 --> 00:12:41.000]  這個不是一個地中海
[00:12:41.000 --> 00:12:43.000]  這個不是一個太平洋
[00:12:43.000 --> 00:12:45.000]  不是深海拖網捕魚
[00:12:45.000 --> 00:12:46.000]  這個是一個湖
[00:12:46.000 --> 00:12:48.000]  是一個加利利湖
[00:12:48.000 --> 00:12:50.000]  在湖捕魚是怎樣的
[00:12:50.000 --> 00:12:52.000]  在深水捕還是淺水捕
[00:12:52.000 --> 00:12:54.000]  在淺水捕的
[00:12:54.000 --> 00:12:56.000]  在湖捕魚是淺水的
[00:12:56.000 --> 00:12:57.000]  為什麼呢
[00:12:57.000 --> 00:12:58.000]  那些淺水的地方
[00:12:58.000 --> 00:13:00.000]  很多微生物聚集
[00:13:00.000 --> 00:13:01.000]  很多魚仔裝食物
[00:13:01.000 --> 00:13:02.000]  所以聚集在那裡
[00:13:02.000 --> 00:13:04.000]  那些魚仔就是大魚的食物
[00:13:04.000 --> 00:13:06.000]  所以很多大魚在那裡聚集
[00:13:06.000 --> 00:13:08.000]  你在淺水的地方捕魚
[00:13:08.000 --> 00:13:10.000]  耶穌你有沒有常識啊
[00:13:10.000 --> 00:13:13.000]  外行人教我們專家捕魚
[00:13:13.000 --> 00:13:15.000]  所以彼得很不喜歡很不高興
[00:13:15.000 --> 00:13:16.000]  這是第一錯
[00:13:16.000 --> 00:13:17.000]  第二錯
[00:13:17.000 --> 00:13:19.000]  耶穌說到那個時間
[00:13:19.000 --> 00:13:20.000]  是什麼時間
[00:13:20.000 --> 00:13:22.000]  正午啊
[00:13:22.000 --> 00:13:24.000]  日光日白啊
[00:13:24.000 --> 00:13:27.000]  捕魚怎會是日光日白捕的
[00:13:27.000 --> 00:13:29.000]  捕魚是夜晚黑漆漆
[00:13:29.000 --> 00:13:31.000]  近黎明天未光的時間
[00:13:31.000 --> 00:13:33.000]  大家看回聖經
[00:13:33.000 --> 00:13:34.000]  彼得說什麼
[00:13:34.000 --> 00:13:36.000]  我們整夜勞力啊
[00:13:36.000 --> 00:13:37.000]  我們這班專家
[00:13:37.000 --> 00:13:40.000]  整晚黑漆漆摸黑捕魚的
[00:13:40.000 --> 00:13:43.000]  捕魚是夜晚黑捕的
[00:13:43.000 --> 00:13:46.000]  彼得作為一個專業的漁夫
[00:13:46.000 --> 00:13:48.000]  他覺得耶穌你這樣教我們
[00:13:48.000 --> 00:13:49.000]  還教錯我們
[00:13:49.000 --> 00:13:52.000]  簡直侮辱我們的專業知識
[00:13:52.000 --> 00:13:53.000]  周星馳說
[00:13:53.000 --> 00:13:55.000]  波就不是這樣踢的
[00:13:55.000 --> 00:13:56.000]  彼得也說
[00:13:56.000 --> 00:13:59.000]  魚就不是這樣捕的
[00:13:59.000 --> 00:14:01.000]  如果耶穌這樣教
[00:14:01.000 --> 00:14:05.000]  就等於我謝佑生教醫生開刀
[00:14:05.000 --> 00:14:07.000]  你相信不知道這裡有沒有醫生
[00:14:07.000 --> 00:14:08.000]  醫生
[00:14:08.000 --> 00:14:10.000]  我教你開刀
[00:14:10.000 --> 00:14:12.000]  你就這樣
[00:14:12.000 --> 00:14:14.000]  去茶餐廳買個刀和叉
[00:14:14.000 --> 00:14:16.000]  謝都可以
[00:14:16.000 --> 00:14:18.000]  就好像鋸扒那樣鋸開它
[00:14:18.000 --> 00:14:19.000]  接著怎樣埋口呢
[00:14:19.000 --> 00:14:20.000]  做完手術
[00:14:20.000 --> 00:14:22.000]  去文具舖買架釘書機
[00:14:22.000 --> 00:14:23.000]  夾夾夾夾夾夾
[00:14:23.000 --> 00:14:24.000]  這樣就搞定了
[00:14:24.000 --> 00:14:26.000]  你猜醫生怎麼回應
[00:14:26.000 --> 00:14:28.000]  理我都懶
[00:14:28.000 --> 00:14:32.000]  彼得就是這樣
[00:14:32.000 --> 00:14:34.000]  彼得很不高興
[00:14:34.000 --> 00:14:35.000]  很不服氣
[00:14:35.000 --> 00:14:36.000]  喂
[00:14:36.000 --> 00:14:38.000]  我們這班專家
[00:14:38.000 --> 00:14:40.000]  我們捕魚N這麼多年
[00:14:40.000 --> 00:14:41.000]  幾十年
[00:14:41.000 --> 00:14:43.000]  我們反過來閉上眼都會捕魚
[00:14:43.000 --> 00:14:44.000]  閉上眼都會捕魚
[00:14:44.000 --> 00:14:47.000]  你現在教我們捕錯了
[00:14:47.000 --> 00:14:48.000]  喂
[00:14:48.000 --> 00:14:50.000]  耶穌你說到的厲害
[00:14:50.000 --> 00:14:52.000]  但可不可以合作一下幫忙
[00:14:52.000 --> 00:14:55.000]  不要教我們捕魚行不行
[00:14:55.000 --> 00:14:58.000]  留意我們看回聖經
[00:14:58.000 --> 00:14:59.000]  耶穌說
[00:14:59.000 --> 00:15:01.000]  你們下網打魚
[00:15:01.000 --> 00:15:02.000]  黃色的字
[00:15:02.000 --> 00:15:04.000]  下網這個字
[00:15:04.000 --> 00:15:05.000]  希臘原來是眾數
[00:15:05.000 --> 00:15:06.000]  耶穌說了什麼
[00:15:06.000 --> 00:15:07.000]  喂
[00:15:07.000 --> 00:15:09.000]  這一網很厲害
[00:15:09.000 --> 00:15:10.000]  捕很多魚
[00:15:10.000 --> 00:15:12.000]  你要多找幾個人來幫忙
