
[00:00:00.000 --> 00:00:02.160]  我們一起來研讀神的話語
[00:02:31.480 --> 00:02:33.880]  我們的主、我們的神
[00:02:33.880 --> 00:02:37.760]  我們承認我們的心痛楚、我們難過
[00:02:37.760 --> 00:02:40.360]  甚至不受安慰
[00:02:40.360 --> 00:02:41.440]  我們不再追問
[00:02:41.440 --> 00:02:44.040]  為甚麼人生有這樣的悲劇
[00:02:44.040 --> 00:02:46.960]  因為我們知道這個不完美的世界
[00:02:46.960 --> 00:02:48.960]  有罪的世界
[00:02:48.960 --> 00:02:52.760]  失落的世界總會有受苦的人
[00:02:52.760 --> 00:02:54.720]  但主啊,我們知道
[00:02:54.720 --> 00:02:57.520]  這些受苦的人在你的計劃
[00:02:57.520 --> 00:03:01.200]  在你的了解裏面是不會被忘記的
[00:03:01.200 --> 00:03:03.560]  所以今天我們將它們帶到你的面前
[00:03:03.560 --> 00:03:04.800]  主啊,我們從天上面
[00:03:04.800 --> 00:03:07.080]  你從天上面垂看它們
[00:03:07.080 --> 00:03:10.040]  你認識它們每一個人的名字
[00:03:10.040 --> 00:03:11.600]  縱然它們未必認識你
[00:03:11.600 --> 00:03:14.040]  但你早已認識它們
[00:03:14.040 --> 00:03:17.400]  主啊,我們知道你同樣繼續愛它們
[00:03:17.400 --> 00:03:19.200]  所以我們大膽地求我們的主
[00:03:19.200 --> 00:03:21.640]  既然它們承擔了人類
[00:03:21.640 --> 00:03:25.120]  不能夠逃避的一些痛楚的時候
[00:03:25.120 --> 00:03:29.080]  我求你自己在以後它們人生的日子當中
[00:03:29.080 --> 00:03:31.400]  用格外你的恩典和慈愛
[00:03:31.400 --> 00:03:37.600]  去彌補它們的痛楚和失落和創傷
[00:03:37.600 --> 00:03:41.280]  主啊,我們懇求你在肅靈的層面上
[00:03:41.280 --> 00:03:43.080]  主啊,你給它們更多的機會
[00:03:43.080 --> 00:03:44.160]  如果它們未認識你
[00:03:44.160 --> 00:03:45.960]  讓它們能夠認識你
[00:03:45.960 --> 00:03:50.000]  以致重新在你同在同行的日子當中
[00:03:50.000 --> 00:03:52.760]  要重新經歷你給它們的福分
[00:03:52.760 --> 00:03:55.040]  加倍的給它們
[00:03:55.040 --> 00:03:57.400]  主啊,如果它們在人生裡面
[00:03:57.400 --> 00:03:59.440]  繼續要面對很多的困難
[00:03:59.440 --> 00:04:02.640]  無論是生活上,無論是身體上的
[00:04:02.640 --> 00:04:05.640]  主啊,我求你額外的紀念它們
[00:04:05.640 --> 00:04:07.160]  你醫治它們
[00:04:07.160 --> 00:04:10.240]  也懇求你自己補足它們
[00:04:10.240 --> 00:04:12.840]  在生活上面的缺陷
[00:04:12.840 --> 00:04:14.840]  主啊,你不要忘記它們
[00:04:14.840 --> 00:04:17.200]  我知道你是不會忘記它們的
[00:04:17.200 --> 00:04:20.600]  所以我們將它們帶到你面前就好像
[00:04:20.600 --> 00:04:23.400]  那四個朋友帶著這個毯子來到你面前一樣
[00:04:23.400 --> 00:04:26.800]  我們就仰望等候我們的主去憐憫
[00:04:26.800 --> 00:04:28.640]  施恩典
[00:04:28.640 --> 00:04:31.640]  主啊,我們懇求你自己去直撞這件事
[00:04:31.640 --> 00:04:33.880]  再一次讓我們的生命
[00:04:33.880 --> 00:04:38.040]  讓整個香港人在你面前重新看見
[00:04:38.040 --> 00:04:42.120]  你自己是怎樣在我們的世界當中
[00:04:42.120 --> 00:04:44.680]  來提醒我們
[00:04:44.680 --> 00:04:47.200]  教導我們
[00:04:47.200 --> 00:04:50.480]  讓我們看見基督徒在這件事上
[00:04:50.480 --> 00:04:54.800]  能夠所付出的哀傷、禱告和行動
[00:04:54.800 --> 00:04:57.000]  主啊,成為炎,成為光
[00:04:57.000 --> 00:04:59.400]  成為我們能夠微薄的力量
[00:04:59.400 --> 00:05:01.200]  賦予這個世界
[00:05:01.200 --> 00:05:05.000]  點點的代表你能夠所做到的事
[00:05:05.000 --> 00:05:06.200]  我們的主,我們的神啊
[00:05:06.200 --> 00:05:09.000]  我們能夠禱告的是不多
[00:05:09.000 --> 00:05:12.200]  但是我們知道我們禱告的主是偉大的
[00:05:12.200 --> 00:05:16.400]  我們的禱告的對象是無所不能、是慈愛的
[00:05:16.400 --> 00:05:19.400]  所以將我們的心意帶到你面前
[00:05:19.400 --> 00:05:22.200]  我們懇求主在這件事上
[00:05:22.200 --> 00:05:24.000]  主啊,你自己掌權
[00:05:24.000 --> 00:05:30.600]  你仍然是建立你自己要讓人明白你的地方
[00:05:30.600 --> 00:05:33.200]  主啊,讓我們有智慧
[00:05:33.200 --> 00:05:35.000]  有從你而來的真理
[00:05:35.000 --> 00:05:36.800]  懂得怎樣去回應
[00:05:36.800 --> 00:05:41.400]  因為我們知道苦難將無論如何永遠是一個奧秘
[00:05:41.400 --> 00:05:43.400]  我們都無法回答
[00:05:43.400 --> 00:05:47.400]  主啊,我們懇求你幫助我們怎樣去面對
[00:05:47.400 --> 00:05:49.800]  讓我們的心不會搖動
[00:05:49.800 --> 00:05:54.800]  但是我們的心也繼續堅持相信你
[00:05:54.800 --> 00:05:56.200]  求我們的主,連文
[00:05:56.200 --> 00:06:00.400]  在香港不斷有這些事情發生的時候
[00:06:00.400 --> 00:06:02.600]  主啊,再一次反思我們自己
[00:06:02.600 --> 00:06:05.800]  屬你的人究竟採取了什麼樣的態度
[00:06:05.800 --> 00:06:07.800]  有什麼樣的自省
[00:06:07.800 --> 00:06:10.000]  求你聽我們的禱告
[00:06:10.000 --> 00:06:12.000]  祈求奉主耶穌基督的名
[00:06:12.000 --> 00:06:14.000]  Amen
[00:06:41.000 --> 00:06:46.000]  第四章第一節到第九節
[00:07:11.000 --> 00:07:14.800]  究竟怎樣可以有喜樂的生命
[00:07:14.800 --> 00:07:17.800]  這裡到總結的時候
[00:07:17.800 --> 00:07:19.400]  我覺得保羅真的很好
[00:07:19.400 --> 00:07:21.200]  他提了兩次喜樂
[00:07:21.200 --> 00:07:22.800]  我們特別讀的時候可能沒有留意
[00:07:22.800 --> 00:07:24.800]  我想跟大家留意一下
[00:07:24.800 --> 00:07:25.800]  第一節
[00:07:25.800 --> 00:07:28.000]  他說我所思念的
[00:07:28.000 --> 00:07:29.000]  親愛的弟兄
[00:07:29.000 --> 00:07:31.000]  你們就是我的喜樂
[00:07:31.000 --> 00:07:32.400]  我的冠冕
[00:07:32.400 --> 00:07:33.400]  第四節
[00:07:33.400 --> 00:07:36.000]  你們要靠主常常喜樂
[00:07:36.000 --> 00:07:38.400]  我再說你們要喜樂
[00:07:38.400 --> 00:07:40.000]  這裡提了兩次的喜樂
[00:07:40.000 --> 00:07:42.400]  差不多可以總括了肥勒比書裡面
[00:07:42.400 --> 00:07:45.000]  喜樂的兩個最重要的源頭
[00:07:45.000 --> 00:07:47.800]  一,要靠主喜樂
[00:07:47.800 --> 00:07:50.800]  一個基督徒和神結連的時候
[00:07:50.800 --> 00:07:55.000]  他有一種不是人間普通給他的喜樂
[00:07:55.000 --> 00:07:56.800]  從神而來的喜樂
[00:07:56.800 --> 00:07:58.800]  第二,第一節那裡說到
[00:07:58.800 --> 00:08:01.000]  他想起弟兄姊妹的愛
[00:08:01.000 --> 00:08:02.800]  在團體的橫面裡面
[00:08:02.800 --> 00:08:04.600]  和眾人在這個世間
[00:08:04.600 --> 00:08:08.200]  因為有付出有愛有被關懷的時候
[00:08:08.200 --> 00:08:09.600]  這一種團契
[00:08:09.600 --> 00:08:13.000]  也帶給他保留很大的滿足的喜樂
[00:08:13.000 --> 00:08:15.200]  所以我們看到在屬靈上
[00:08:15.200 --> 00:08:18.200]  基督徒的喜樂是從神而來的喜樂
[00:08:18.200 --> 00:08:20.000]  是從人的相遇
[00:08:20.000 --> 00:08:22.200]  大家團契而來的喜樂
[00:08:22.200 --> 00:08:26.400]  這兩個是最重要的秘訣和根源
[00:08:26.400 --> 00:08:28.800]  真正的喜樂不是單單你拿到一些東西
[00:08:28.800 --> 00:08:30.000]  買到一些好東西
[00:08:30.000 --> 00:08:31.200]  買到一些便宜貨
[00:08:31.200 --> 00:08:32.800]  那些叫興奮
[00:08:32.800 --> 00:08:34.600]  那些不是叫喜樂
[00:08:34.600 --> 00:08:36.600]  那些不能持久
[00:08:36.600 --> 00:08:38.800]  真正的喜樂是要從這兩個角度
[00:08:38.800 --> 00:08:40.000]  不過今天很好
[00:08:40.000 --> 00:08:41.400]  聖經裡面再繼續說
[00:08:41.400 --> 00:08:45.200]  那怎樣才可以從神靠主得到喜樂呢?
[00:08:45.200 --> 00:08:47.800]  怎樣才可以在這個世間上
[00:08:47.800 --> 00:08:48.600]  能夠得到
[00:08:48.600 --> 00:08:50.800]  能夠經歷到這種的
[00:08:50.800 --> 00:08:55.600]  是團契和這個世間一起得到的喜樂
[00:08:55.600 --> 00:08:58.800]  我們今天就花一點時間去研究一下好不好?
[00:08:58.800 --> 00:09:03.200]  我們先看靠主喜樂是一回什麼事
[00:09:03.200 --> 00:09:05.800]  這裡保羅特別提出了第六戰
[00:09:05.800 --> 00:09:07.400]  和第七戰
[00:09:07.400 --> 00:09:08.600]  很精彩的
[00:09:08.600 --> 00:09:10.600]  很多人都很喜歡的經文
[00:09:10.600 --> 00:09:13.600]  也是一個很重要的根源
[00:09:13.600 --> 00:09:14.800]  第六戰那裡說
[00:09:14.800 --> 00:09:17.000]  應當毫無憂慮
[00:09:17.000 --> 00:09:18.800]  只要凡事藉著禱告
[00:09:18.800 --> 00:09:21.400]  祈求帶著感恩的心
[00:09:21.400 --> 00:09:23.600]  將你們所要的高蘇神
[00:09:23.600 --> 00:09:26.400]  這樣神所賜超過人能夠了解的平安
[00:09:26.400 --> 00:09:28.000]  必須在耶穌基督裡面
[00:09:28.000 --> 00:09:30.600]  是保守你們的心懷義念
[00:09:30.600 --> 00:09:33.200]  這裡說到禱告
[00:09:33.200 --> 00:09:35.600]  我想特別提醒大家留意
[00:09:35.600 --> 00:09:38.200]  這裡保羅說到禱告有兩樣東西
[00:09:38.200 --> 00:09:40.000]  有祈求
[00:09:40.000 --> 00:09:42.200]  將你的需要告訴神
[00:09:42.200 --> 00:09:43.600]  有感恩
[00:09:43.600 --> 00:09:45.000]  有感謝
[00:09:45.000 --> 00:09:46.800]  帶著感恩的心
[00:09:46.800 --> 00:09:49.000]  祈求和感謝
[00:09:49.000 --> 00:09:50.800]  有些電視節目是我很熟悉的
[00:09:50.800 --> 00:09:51.600]  祈求感謝
[00:09:51.600 --> 00:09:53.200]  我們禱告思想也是祈求感謝
[00:09:53.200 --> 00:09:55.600]  但是如果你真的深入想一想的時候
[00:09:55.600 --> 00:09:56.600]  一個禱告裡面
[00:09:56.600 --> 00:09:58.800]  一個基督徒的祈求和感謝
[00:09:58.800 --> 00:10:01.000]  有一點內部的矛盾
[00:10:01.000 --> 00:10:02.600]  為什麼呢?
[00:10:02.600 --> 00:10:05.000]  因為我們來到神的面前的時候
[00:10:05.000 --> 00:10:06.400]  為什麼我們會祈求呢?
[00:10:06.400 --> 00:10:08.400]  因為我們有需要
[00:10:08.400 --> 00:10:10.200]  但是很多基督徒不知道為什麼
[00:10:10.200 --> 00:10:11.600]  神學上有什麼問題
[00:10:11.600 --> 00:10:12.400]  經常想
[00:10:12.400 --> 00:10:14.200]  我們需要神也不知道能不能給
[00:10:14.200 --> 00:10:16.400]  也不知道求不求好
[00:10:16.400 --> 00:10:17.800]  如果你這樣想的時候
[00:10:17.800 --> 00:10:18.600]  你就錯了
[00:10:18.600 --> 00:10:20.000]  聖經叫我們祈求
[00:10:20.000 --> 00:10:22.800]  儘管將你所要的來到神面前
[00:10:22.800 --> 00:10:24.600]  因為我們基督徒有雙重的身份
[00:10:24.600 --> 00:10:26.000]  第一,我們是一個人
[00:10:26.000 --> 00:10:27.200]  你不要忘記
[00:10:27.200 --> 00:10:29.600]  第二,我們是神的兒女
[00:10:29.600 --> 00:10:33.200]  帶著神一個人的需要
[00:10:33.200 --> 00:10:34.600]  我們所知道的
[00:10:34.600 --> 00:10:38.200]  我們就能夠坦誠的在神的面前祈求祂
[00:10:38.200 --> 00:10:40.200]  看祂的心要什麼
[00:10:40.200 --> 00:10:42.600]  我當然不是在跟大家說網求
[00:10:42.600 --> 00:10:44.600]  網求我們不需要再討論了
[00:10:44.600 --> 00:10:47.600]  一看就知道不應該求的東西
[00:10:47.600 --> 00:10:50.800]  但是我們說一些正正式式我們所需要的東西
[00:10:50.800 --> 00:10:53.600]  為什麼那些基督徒來到神面前都不敢求
[00:10:53.600 --> 00:10:54.800]  這個其實是想錯了
[00:10:54.800 --> 00:10:56.400]  聖經從來沒有告訴我們
[00:10:56.400 --> 00:10:57.400]  你要什麼
[00:10:57.400 --> 00:10:59.600]  你就來到神面前求
[00:10:59.600 --> 00:11:00.600]  你身體病
[00:11:00.600 --> 00:11:01.800]  你想不想好起來
[00:11:01.800 --> 00:11:02.800]  想一想
[00:11:02.800 --> 00:11:04.400]  想就求
[00:11:04.400 --> 00:11:06.600]  你說不知道神想不想我好起來
[00:11:06.600 --> 00:11:08.600]  關你什麼事
[00:11:08.600 --> 00:11:10.600]  你知道嗎
[00:11:10.600 --> 00:11:13.200]  你不要這樣跟神思考
[00:11:13.200 --> 00:11:14.800]  你問你自己的心
[00:11:14.800 --> 00:11:17.400]  你是人來的
[00:11:17.400 --> 00:11:18.200]  我想好起來
[00:11:18.200 --> 00:11:20.400]  我最愛的人他現在病了
[00:11:20.400 --> 00:11:21.400]  要不要我為他祈禱
[00:11:21.400 --> 00:11:24.200]  你不要先想神的計劃
[00:11:24.200 --> 00:11:25.200]  你來到神面前
[00:11:25.200 --> 00:11:26.000]  你想我好起來
[00:11:26.000 --> 00:11:29.800]  你就很切的將你所需要的聖經說給神聽
[00:11:29.800 --> 00:11:32.400]  你祈求祂
[00:11:32.400 --> 00:11:33.200]  你沒有工作
[00:11:33.200 --> 00:11:35.600]  你想不想繼續有工作
[00:11:35.600 --> 00:11:37.200]  你說神都不知道是不是想安排我
[00:11:37.200 --> 00:11:39.400]  不知道可能沒什麼工作
[00:11:39.400 --> 00:11:40.600]  令我有其他的帶領
[00:11:40.600 --> 00:11:43.200]  你鬼知嗎
[00:11:43.200 --> 00:11:45.200]  你想不想做工
[00:11:45.200 --> 00:11:48.400]  我想就奇了
[00:11:48.400 --> 00:11:51.200]  就是說我們來到神面前是很坦誠的
[00:11:51.200 --> 00:11:53.000]  我們是人來的
[00:11:53.000 --> 00:11:54.000]  神知道我們是人
[00:11:54.000 --> 00:11:54.800]  我有需要
[00:11:54.800 --> 00:11:56.800]  我們只要不是妄求的時候
[00:11:56.800 --> 00:12:01.000]  是正正當當的
[00:12:01.000 --> 00:12:02.600]  狠狠切切的來到神面前
[00:12:02.600 --> 00:12:04.000]  就求祂
[00:12:04.000 --> 00:12:04.400]  好了
[00:12:04.400 --> 00:12:05.600]  不過還沒說完
[00:12:05.600 --> 00:12:07.000]  因為還有感謝
[00:12:07.000 --> 00:12:08.600]  有祈求還有感謝
[00:12:08.600 --> 00:12:10.000]  這個就是我們作為基督徒
[00:12:10.000 --> 00:12:11.400]  不單是一個人的身份
[00:12:11.400 --> 00:12:12.400]  一個獨特的地方
[00:12:12.400 --> 00:12:14.200]  因為我們是神的兒女
[00:12:14.200 --> 00:12:17.200]  所以我們認識那位無所不能
[00:12:17.200 --> 00:12:20.200]  但同時是絕對慈愛的神
[00:12:20.200 --> 00:12:21.800]  我們所認識的神是無所不能
[00:12:21.800 --> 00:12:24.000]  所以我們有一個權利
[00:12:24.000 --> 00:12:25.000]  可以來到祂面前
[00:12:25.000 --> 00:12:27.400]  來求祂在這件事上
[00:12:27.400 --> 00:12:29.000]  給予我們支持
[00:12:29.000 --> 00:12:32.000]  幫助甚至賜給我們
[00:12:32.000 --> 00:12:34.600]  但同時我又知道我們這位的神
[00:12:34.600 --> 00:12:37.200]  是一位慈愛的神
[00:12:37.200 --> 00:12:40.000]  祂從來不會搞錯
[00:12:40.000 --> 00:12:44.000]  麻雀都不會掉到地上
[00:12:44.000 --> 00:12:45.600]  頭髮祂都數過
[00:12:45.600 --> 00:12:47.600]  何況我們是屬祂的人
[00:12:47.600 --> 00:12:50.200]  神一定是將最好的
[00:12:50.200 --> 00:12:51.800]  來給予我們
[00:12:51.800 --> 00:12:53.000]  雖然那個最好
[00:12:53.000 --> 00:12:55.200]  不一定等於我們認為最好
[00:12:55.200 --> 00:12:57.400]  但我們對神是一種信任
[00:12:57.400 --> 00:12:59.200]  祂對我們的愛的信任
[00:12:59.200 --> 00:13:00.800]  所以我們來到神的面前
[00:13:00.800 --> 00:13:02.600]  我們祈求完之後
[00:13:02.600 --> 00:13:05.400]  事情未必有什麼新的發展和改變
[00:13:05.400 --> 00:13:07.000]  但是我們已經可以
[00:13:07.000 --> 00:13:10.000]  發出我們的感恩和感謝
[00:13:10.000 --> 00:13:11.600]  帶著感恩心對神說
[00:13:11.600 --> 00:13:12.600]  神啊
[00:13:12.600 --> 00:13:15.800]  雖然事情怎麼發生我們不知道
[00:13:15.800 --> 00:13:16.800]  祢的計劃如何
[00:13:16.800 --> 00:13:18.400]  我們都沒有辦法測透
[00:13:18.400 --> 00:13:20.600]  但是我知道無論發生什麼事
[00:13:20.600 --> 00:13:22.200]  無論我祈求祢的
[00:13:22.200 --> 00:13:23.600]  得到得不到
[00:13:23.600 --> 00:13:26.000]  我知道祢一定是給最好的我
[00:13:26.000 --> 00:13:27.400]  祢不會搞錯的
[00:13:27.400 --> 00:13:28.400]  感謝祢
[00:13:28.400 --> 00:13:30.000]  已經可以開出感謝
[00:13:30.000 --> 00:13:31.400]  不需要等事情變了
[00:13:31.400 --> 00:13:33.400]  找到工作才感謝
[00:13:33.400 --> 00:13:34.800]  未找到工作也感謝
[00:13:34.800 --> 00:13:36.200]  沒有工作也感謝
[00:13:36.200 --> 00:13:37.800]  生病也可以感謝
[00:13:37.800 --> 00:13:39.800]  這是基督徒另外一個身份
[00:13:39.800 --> 00:13:40.400]  你明白嗎?
[00:13:40.400 --> 00:13:42.200]  有些內部的張力
[00:13:42.200 --> 00:13:43.000]  但是這兩個身份
[00:13:43.000 --> 00:13:45.200]  都是我們同時在神面前禱告裡面
[00:13:45.200 --> 00:13:47.200]  很重要的兩件事
[00:13:47.200 --> 00:13:48.400]  不可以搞錯
[00:13:48.400 --> 00:13:49.800]  也不可以缺乏
[00:13:49.800 --> 00:13:51.400]  因為如果你
[00:13:51.400 --> 00:13:53.400]  只是帶著神你什麼都知道
[00:13:53.400 --> 00:13:54.800]  神你什麼都預定了
[00:13:54.800 --> 00:13:56.000]  那你就不用祈求了
[00:13:56.000 --> 00:13:56.400]  是不是?
[00:13:56.400 --> 00:13:57.200]  你沒有心機祈
[00:13:57.200 --> 00:13:58.400]  你祈不出的
[00:13:58.400 --> 00:13:59.800]  你帶著人的身份
[00:13:59.800 --> 00:14:01.400]  在神面前祈求
[00:14:01.400 --> 00:14:03.600]  然後帶著你基督徒
[00:14:03.600 --> 00:14:05.600]  神的兒女對神的信任
[00:14:05.600 --> 00:14:06.800]  來到感謝
[00:14:06.800 --> 00:14:07.200]  是不是?
[00:14:07.200 --> 00:14:08.000]  如果不是的話
[00:14:08.000 --> 00:14:08.800]  你就無法感謝
[00:14:08.800 --> 00:14:10.600]  這件事從來沒有發生
[00:14:10.600 --> 00:14:11.600]  為什麼還是
[00:14:11.600 --> 00:14:13.200]  求了這麼久還沒有改變
[00:14:13.200 --> 00:14:14.400]  你再這樣想的時候
[00:14:14.400 --> 00:14:15.600]  你感謝不了
[00:14:15.600 --> 00:14:17.000]  所以我們不要擾亂它
[00:14:17.000 --> 00:14:18.400]  我們帶著人的身份
[00:14:18.400 --> 00:14:19.200]  來到神面前
[00:14:19.200 --> 00:14:20.600]  我們懇切祈求
[00:14:20.600 --> 00:14:21.800]  我們帶著
[00:14:21.800 --> 00:14:23.200]  神兒女的身份
[00:14:23.200 --> 00:14:24.600]  就在神面前
[00:14:24.600 --> 00:14:26.000]  事情未有改變
[00:14:26.000 --> 00:14:28.600]  已經可以傳一個感恩的心
[00:14:28.600 --> 00:14:30.400]  因為我們有很大的福分
[00:14:30.400 --> 00:14:31.600]  我們相信的神
[00:14:31.600 --> 00:14:34.400]  是一位絕對全能的神
[00:14:34.400 --> 00:14:36.000]  所以我們可以祈求祂
[00:14:36.000 --> 00:14:38.600]  祂是一位慈愛的父
[00:14:38.600 --> 00:14:40.200]  所以我們可以感謝祂
[00:14:40.200 --> 00:14:41.800]  我們信得過祂
[00:14:41.800 --> 00:14:42.200]  你明白嗎?
[00:14:42.200 --> 00:14:44.200]  這是很幸福的人生
[00:14:44.200 --> 00:14:45.200]  這就是保羅所說
[00:14:45.200 --> 00:14:47.600]  你能夠把握到這個秘訣的時候
[00:14:47.600 --> 00:14:49.000]  你說你所碰見的人生
[00:14:49.000 --> 00:14:50.200]  所有的事情
[00:14:50.200 --> 00:14:52.400]  其實坦坦蕩蕩的來到神面前
[00:14:52.400 --> 00:14:54.200]  衷心的祈求祂
[00:14:54.200 --> 00:14:55.800]  然後也是同時的
[00:14:55.800 --> 00:14:57.400]  衷心的感謝祂
[00:14:57.400 --> 00:14:59.000]  你說我們生命是多麼舒服
[00:14:59.000 --> 00:15:00.600]  保羅祖有一個很厲害的字
[00:15:00.600 --> 00:15:02.200]  祂說你得到了什麼?
[00:15:02.200 --> 00:15:05.000]  你得到了出人意外的平安
[00:15:05.000 --> 00:15:07.000]  原文更重要
[00:15:07.000 --> 00:15:09.800]  Para Scotia
[00:15:09.800 --> 00:15:15.600]  這個字是超過
[00:15:15.600 --> 00:15:19.800]  超過人所能夠了解的平安
[00:15:19.800 --> 00:15:20.400]  沒錯
[00:15:20.400 --> 00:15:23.200]  我們人面對事情的時候
[00:15:23.200 --> 00:15:25.200]  我們心裡面有些忐忑
[00:15:25.200 --> 00:15:26.600]  我們不知道會發生什麼
[00:15:26.600 --> 00:15:28.600]  但是我們能夠有一個這樣的神
[00:15:28.600 --> 00:15:30.400]  保羅說我們有一個這樣的神
[00:15:30.400 --> 00:15:32.000]  我們能夠在祂面前
[00:15:32.000 --> 00:15:33.200]  儘管將我們所有的需要
[00:15:33.200 --> 00:15:35.800]  全部傾心吐意的告訴祂
[00:15:35.800 --> 00:15:37.800]  然後我們又可以
[00:15:37.800 --> 00:15:40.000]  很深的把握
[00:15:40.000 --> 00:15:41.000]  去感謝祂
[00:15:41.000 --> 00:15:44.600]  感謝祂心裡面一種很深的安全感的時候
[00:15:44.600 --> 00:15:46.000]  這個豈不是我們
[00:15:46.000 --> 00:15:48.800]  出人意外的平安?
[00:15:48.800 --> 00:15:52.000]  這種就是不同凡響的喜樂
[00:15:52.000 --> 00:15:55.000]  靠主喜樂就是這個意思
[00:15:55.000 --> 00:15:57.400]  並不是一種很表面的
[00:15:57.400 --> 00:15:59.400]  很表面的一種術語
[00:15:59.400 --> 00:16:00.200]  靠主喜樂
[00:16:00.200 --> 00:16:01.200]  我們靠主
[00:16:01.200 --> 00:16:02.600]  因為有這樣的主
[00:16:02.600 --> 00:16:05.600]  我們的生命過得很不同
[00:16:05.600 --> 00:16:08.800]  有出人意外的平安而來的喜樂
[00:16:08.800 --> 00:16:12.400]  這個是保羅在這本書結束的時候
[00:16:12.400 --> 00:16:13.400]  提醒我們
[00:16:13.400 --> 00:16:15.000]  第一個我們要學習
[00:16:15.000 --> 00:16:17.400]  不斷要在這一點上
[00:16:17.400 --> 00:16:19.800]  去經歷的一個地方
[00:16:19.800 --> 00:16:21.600]  這是第一方面的喜樂
[00:16:21.600 --> 00:16:22.600]  第二樣的喜樂
[00:16:22.600 --> 00:16:23.800]  剛才我們說了
[00:16:23.800 --> 00:16:26.200]  就是保羅說我們跟人的相處
[00:16:26.200 --> 00:16:27.600]  我們弟兄姊妹當中
[00:16:27.600 --> 00:16:29.800]  在《肥臘秘書》裡面多次提到
[00:16:29.800 --> 00:16:31.600]  就說你們就是我的喜樂
[00:16:31.600 --> 00:16:33.200]  我想起你又思念我
[00:16:33.200 --> 00:16:34.800]  我又思念你們的時候
[00:16:34.800 --> 00:16:37.000]  我心裡面就很喜樂很滿足
[00:16:37.000 --> 00:16:39.200]  這種就是團契的喜樂
[00:16:39.200 --> 00:16:40.800]  在這段聖經裡面
[00:16:40.800 --> 00:16:41.800]  有兩節
[00:16:41.800 --> 00:16:43.400]  要想一下具體
[00:16:43.400 --> 00:16:45.400]  就是怎樣可以能夠實踐
[00:16:45.400 --> 00:16:46.200]  經歷出來
[00:16:46.200 --> 00:16:49.200]  就是第八節和第九節
[00:16:49.200 --> 00:16:51.400]  第八節
[00:16:51.400 --> 00:16:54.000]  他說到最後弟兄們
[00:16:54.000 --> 00:16:55.400]  我想提醒你們
[00:16:55.400 --> 00:16:57.200]  如果你看原文
[00:16:57.200 --> 00:17:00.800]  這段聖經有很多重複的字眼
[00:17:00.800 --> 00:17:02.400]  他用了六次
[00:17:02.400 --> 00:17:03.800]  凡是
[00:17:03.800 --> 00:17:05.400]  其實原文應該是這樣的
