
[00:00:00.000 --> 00:00:02.640]  各位鼎姊妹平安
[00:02:32.720 --> 00:02:36.720]  和流血捨身救贖我們的主
[00:02:36.720 --> 00:02:38.000]  在這一間
[00:02:38.000 --> 00:02:42.120]  我們來到你施恩的寶座前
[00:02:42.120 --> 00:02:44.960]  為要從眾多憂患
[00:02:44.960 --> 00:02:48.160]  憂心、憂慮、不安的當中
[00:02:48.160 --> 00:02:50.000]  釋放出來
[00:02:50.000 --> 00:02:54.240]  求主讓我們能夠靜心、歸心
[00:02:54.240 --> 00:02:57.800]  聆聽祢自己的話和教導
[00:02:57.800 --> 00:02:59.480]  求神幫助我們
[00:02:59.480 --> 00:03:03.320]  不要因為疫情、災病的種種
[00:03:03.320 --> 00:03:06.240]  而被它牽引甚至乎困擾
[00:03:06.240 --> 00:03:10.160]  以致聽不到神祢的話、祢的聲音
[00:03:10.160 --> 00:03:11.600]  神啊幫助我們
[00:03:11.600 --> 00:03:13.880]  能夠得以在祢的寶座前
[00:03:13.880 --> 00:03:15.880]  敬拜仰望祢
[00:03:15.880 --> 00:03:18.480]  更讓我們這些被造之物
[00:03:18.480 --> 00:03:21.960]  藉祢的話得安穩、得力量
[00:03:21.960 --> 00:03:25.440]  得以能夠在我們前面的寺廟見證祢
[00:03:25.440 --> 00:03:28.240]  就是那位施恩憐憫我們的主
[00:03:28.240 --> 00:03:29.880]  阿伯父
[00:03:29.880 --> 00:03:31.800]  我們求祢幫助
[00:03:31.800 --> 00:03:34.360]  我們這樣的祈求、禱告
[00:03:34.360 --> 00:03:38.240]  是奉群陽大牧者耶穌基督的名求
[00:03:38.240 --> 00:03:40.240]  阿們
[00:03:40.240 --> 00:03:45.160]  在逆境的裏面
[00:03:45.160 --> 00:03:48.880]  我們還可以將生命的道表明出來
[00:03:48.880 --> 00:03:51.680]  表明這個字是獻情
[00:03:51.680 --> 00:03:54.200]  即是攤出來給別人看
[00:03:54.200 --> 00:03:55.560]  是的
[00:03:55.560 --> 00:03:57.240]  耶穌基督曾經說過
[00:03:57.240 --> 00:03:59.400]  你們是世上的鹽
[00:03:59.400 --> 00:04:01.520]  不可以塞進去味道
[00:04:01.520 --> 00:04:03.400]  你們是世上的光
[00:04:03.400 --> 00:04:06.960]  不可以放在豆底下
[00:04:06.960 --> 00:04:11.240]  沒錯 保羅當他在羅馬監獄的時候
[00:04:11.240 --> 00:04:15.400]  他寫了幾封監獄的書信
[00:04:15.400 --> 00:04:17.640]  在這十三封的書信裏面
[00:04:17.640 --> 00:04:21.680]  這四卷裏面有一卷叫做《肥臘比書》
[00:04:21.680 --> 00:04:25.680]  是保羅在坐牢的時候
[00:04:25.680 --> 00:04:32.160]  他寫給一個經常支持他的肥臘比教會
[00:04:32.160 --> 00:04:33.400]  在當中
[00:04:33.400 --> 00:04:37.480]  保羅除了感謝他們愛心的饋贈
[00:04:37.480 --> 00:04:40.640]  同時也加以勸勉
[00:04:40.640 --> 00:04:46.120]  大家現在看到的是肥臘比書的結構圖
[00:04:46.120 --> 00:04:48.960]  如果我們要看明肥臘比書
[00:04:48.960 --> 00:04:51.360]  我們需要知道它一頭一尾
[00:04:51.360 --> 00:04:54.080]  是有引言和結語的
[00:04:54.080 --> 00:04:57.240]  但中間就預了四樣東西
[00:04:57.240 --> 00:05:00.040]  它是輪流地去說
[00:05:00.040 --> 00:05:02.520]  就是說到個人的見證
[00:05:02.520 --> 00:05:04.440]  侍奉的增薦
[00:05:04.440 --> 00:05:08.320]  生活見證和私人事務
[00:05:08.320 --> 00:05:10.320]  當他在說引言的時候
[00:05:10.320 --> 00:05:12.320]  一章一至十一節
[00:05:12.320 --> 00:05:16.680]  他說到的是為了這群信徒
[00:05:16.680 --> 00:05:17.960]  他們感謝神
[00:05:17.960 --> 00:05:20.440]  因為他們是同心侍奉
[00:05:20.440 --> 00:05:22.680]  連隨他也為他們禱告
[00:05:22.680 --> 00:05:24.840]  就是他們的生活見證
[00:05:24.840 --> 00:05:29.280]  求主祝福保守他們
[00:05:29.280 --> 00:05:33.000]  保羅於是就開始了一個回合
[00:05:33.000 --> 00:05:34.320]  兩個回合
[00:05:34.320 --> 00:05:35.960]  第一個回合裏面
[00:05:35.960 --> 00:05:37.880]  他說到個人見證
[00:05:37.880 --> 00:05:40.560]  他說我們要放膽面對仇敵
[00:05:40.560 --> 00:05:43.240]  同心站穩爭戰
[00:05:43.240 --> 00:05:44.640]  然後接著他說到
[00:05:44.640 --> 00:05:46.240]  無論任何的情況
[00:05:46.240 --> 00:05:48.400]  我作為一個基督徒
[00:05:48.400 --> 00:05:51.480]  我們不管在任何的情況下
[00:05:51.480 --> 00:05:56.040]  我們只管反耀和彰顯基督
[00:05:56.040 --> 00:05:59.000]  轉而他提到
[00:05:59.000 --> 00:06:01.040]  一群肥臘比信眾
[00:06:01.040 --> 00:06:03.760]  需要學的一些生活見證
[00:06:03.760 --> 00:06:05.680]  就是信服無暇
[00:06:05.680 --> 00:06:08.400]  顯揚主導
[00:06:08.400 --> 00:06:10.800]  最後保羅也說
[00:06:10.800 --> 00:06:13.160]  他說我內心有一些計劃
[00:06:13.160 --> 00:06:18.200]  要猜兩位的同工來到你的當中
[00:06:18.200 --> 00:06:20.960]  求主祝福
[00:06:20.960 --> 00:06:22.720]  保羅當說完之後
[00:06:22.720 --> 00:06:25.160]  他又回頭再說一次
[00:06:25.160 --> 00:06:28.240]  不過用另外一種的說話
[00:06:28.240 --> 00:06:30.600]  同樣都是說到個人見證
[00:06:30.600 --> 00:06:31.960]  侍奉爭戰
[00:06:31.960 --> 00:06:35.520]  生活見證和私人事務
[00:06:35.520 --> 00:06:38.200]  今天我們就要來看第二章
[00:06:38.200 --> 00:06:40.240]  第十二至十八節
[00:06:40.240 --> 00:06:42.960]  他提醒一群屬主的人
[00:06:42.960 --> 00:06:44.680]  肥臘比的信眾
[00:06:44.680 --> 00:06:46.760]  怎樣在疫情當中
[00:06:46.760 --> 00:06:48.560]  或者疫警的當中
[00:06:48.560 --> 00:06:53.240]  我們要活出一種生命的見證
[00:06:53.240 --> 00:06:54.840]  另一方面
[00:06:54.840 --> 00:06:58.840]  保羅他提醒一群的基督徒
[00:06:58.840 --> 00:07:00.760]  一群肥臘比的信眾
[00:07:00.760 --> 00:07:03.080]  當恐懼戰驚
[00:07:03.080 --> 00:07:06.000]  造成你們得救的功夫
[00:07:06.000 --> 00:07:08.560]  在第十二至十三節裏面
[00:07:08.560 --> 00:07:10.680]  保羅一開始他就說
[00:07:10.680 --> 00:07:12.800]  這樣看來
[00:07:12.800 --> 00:07:15.600]  這個「這樣看來」翻譯出來
[00:07:15.600 --> 00:07:17.960]  用devil翻譯出來就是
[00:07:17.960 --> 00:07:19.560]  因這個原因
[00:07:19.560 --> 00:07:21.800]  所以我親愛的弟兄
[00:07:21.800 --> 00:07:23.600]  你們是奉服的
[00:07:23.600 --> 00:07:25.320]  不但現在
[00:07:25.320 --> 00:07:26.840]  甚至乎我不在你們當中
[00:07:26.840 --> 00:07:28.200]  你們更信服
[00:07:28.200 --> 00:07:30.480]  你就要恐懼戰驚
[00:07:30.480 --> 00:07:32.840]  造成你得救的功夫
[00:07:32.840 --> 00:07:34.680]  保羅想說甚麼呢?
[00:07:34.680 --> 00:07:35.920]  保羅在這裏說
[00:07:35.920 --> 00:07:37.840]  因為上面
[00:07:37.840 --> 00:07:40.720]  由二章第六至十一節
[00:07:40.720 --> 00:07:42.200]  虛幾論
[00:07:42.200 --> 00:07:45.880]  就是以耶穌基督一個信服的榜樣
[00:07:45.880 --> 00:07:48.880]  有人說是七級的降臂
[00:07:48.880 --> 00:07:50.360]  一下一下
[00:07:50.360 --> 00:07:52.440]  師尊降臂
[00:07:52.440 --> 00:07:54.280]  來到我們人的當中
[00:07:54.280 --> 00:07:56.320]  又上十字架為我們死
[00:07:56.320 --> 00:07:58.200]  且死在十字架上
[00:07:58.200 --> 00:08:00.360]  成就了這個救贖
[00:08:00.360 --> 00:08:01.320]  他說是的
[00:08:01.320 --> 00:08:03.840]  就是因為耶穌這一種這樣的信服
[00:08:03.840 --> 00:08:09.600]  所以我們都是如常學習信服
[00:08:09.600 --> 00:08:10.560]  在這裏
[00:08:10.560 --> 00:08:12.040]  今天所思想的這一句
[00:08:12.040 --> 00:08:14.720]  他說就當恐懼戰驚
[00:08:14.720 --> 00:08:18.680]  造成你們的得救功夫
[00:08:18.680 --> 00:08:20.200]  恐懼戰驚
[00:08:20.200 --> 00:08:21.960]  fear and trembling
[00:08:21.960 --> 00:08:24.600]  就是說到心存畏懼
[00:08:24.600 --> 00:08:26.200]  戰戰兢兢
[00:08:26.200 --> 00:08:27.600]  這個是新漢語
[00:08:27.600 --> 00:08:29.440]  日本所譯的
[00:08:29.440 --> 00:08:32.600]  他就是說我們應該要一個謹慎的心
[00:08:32.600 --> 00:08:35.840]  而且是一個敬畏神的心
[00:08:35.840 --> 00:08:37.480]  去謹謹慎慎
[00:08:37.480 --> 00:08:40.240]  來去做出以下的事
[00:08:40.240 --> 00:08:41.240]  做甚麼呢?
[00:08:41.240 --> 00:08:43.720]  造成你們得救的功夫
[00:08:43.720 --> 00:08:47.360]  work out your salvation
[00:08:47.360 --> 00:08:50.640]  work out這個字可以說就是作成
[00:08:50.640 --> 00:08:51.880]  又或者
[00:08:51.880 --> 00:08:53.400]  好像一些的譯本
[00:08:53.400 --> 00:08:54.160]  英文的譯本
[00:08:54.160 --> 00:08:55.000]  achieve
[00:08:55.000 --> 00:08:56.560]  就是成就
[00:08:56.560 --> 00:09:00.280]  又或者可以說是effort by labor
[00:09:00.280 --> 00:09:03.240]  用勞力去產生
[00:09:03.240 --> 00:09:06.920]  這個豈不是就是現代中文譯本所譯的
[00:09:06.920 --> 00:09:12.880]  他說是不斷努力來完成你們自己的得救
[00:09:12.880 --> 00:09:14.760]  不過我們現在聽到這裏
[00:09:14.760 --> 00:09:17.560]  可能我們驟眼之間就覺得
[00:09:17.560 --> 00:09:21.760]  豈不是叫我們靠自己的努力
[00:09:21.760 --> 00:09:23.480]  靠自己去做些事
[00:09:23.480 --> 00:09:26.160]  成就救恩呢?
[00:09:26.160 --> 00:09:28.880]  看我們問為甚麼會這樣?
[00:09:28.880 --> 00:09:30.760]  豈不是我們信耶穌
[00:09:30.760 --> 00:09:33.040]  是不靠人的行為
[00:09:33.040 --> 00:09:36.200]  是因信耶穌而稱義嗎?
[00:09:36.200 --> 00:09:37.680]  沒錯
[00:09:37.680 --> 00:09:40.640]  如果你今天看這一句話
[00:09:40.640 --> 00:09:42.800]  它的那個文理結構
[00:09:42.800 --> 00:09:44.560]  語句分析
[00:09:44.560 --> 00:09:46.520]  就好像我們這裏看到的
[00:09:46.520 --> 00:09:48.360]  A對A派
[00:09:48.360 --> 00:09:50.440]  B對B派
[00:09:50.440 --> 00:09:51.600]  當我們這樣看的時候
[00:09:51.600 --> 00:09:54.400]  你大概就明白
[00:09:54.400 --> 00:09:56.160]  我們一定清楚知道
[00:09:56.160 --> 00:09:59.560]  得救一定不是靠人的行為
[00:09:59.560 --> 00:10:01.600]  但是得救之後
[00:10:01.600 --> 00:10:03.840]  你要繼續的信服
[00:10:03.840 --> 00:10:08.520]  來去顯出你得救的那種生命
[00:10:08.520 --> 00:10:10.640]  所以在這裏他講到
[00:10:10.640 --> 00:10:13.960]  整個的經文在這個十二節
[00:10:13.960 --> 00:10:15.720]  都是圍繞著信服
[00:10:15.720 --> 00:10:19.000]  正如二章第六至十一節
[00:10:19.000 --> 00:10:20.320]  虛幾論裏面
[00:10:20.320 --> 00:10:21.560]  他標示的
[00:10:21.560 --> 00:10:24.000]  就是耶穌基督因為信服
[00:10:24.000 --> 00:10:27.720]  所以他能夠一下一下的降臂
[00:10:27.720 --> 00:10:29.200]  今日同一樣
[00:10:29.200 --> 00:10:31.720]  我們作為基督的門徒
[00:10:31.720 --> 00:10:32.760]  我們有沒有思想過
[00:10:32.760 --> 00:10:34.800]  在我們的生命裏面
[00:10:34.800 --> 00:10:38.320]  我們有沒有存著畏懼的心
[00:10:38.320 --> 00:10:39.880]  戰驚的心
[00:10:39.880 --> 00:10:43.520]  就好像耶穌基督信服的態度一樣
[00:10:43.520 --> 00:10:47.960]  活然救恩那種生命表現
[00:10:47.960 --> 00:10:50.280]  求主幫助我們
[00:10:50.280 --> 00:10:54.360]  如果我們今日在人生任何的困境
[00:10:54.360 --> 00:10:56.560]  甚或疫情裏面
[00:10:56.560 --> 00:11:00.480]  我們不會自己沒有困難
[00:11:00.480 --> 00:11:03.760]  記得在過去這幾個禮拜
[00:11:03.760 --> 00:11:05.720]  可以講我和大家一樣
[00:11:05.720 --> 00:11:07.760]  接二連三
[00:11:07.760 --> 00:11:11.160]  家人一個一個的確診
[00:11:11.160 --> 00:11:15.440]  又或者我只能夠說暫時都未輪到我
[00:11:15.440 --> 00:11:18.360]  但是當我們在這些日子裏面
[00:11:18.360 --> 00:11:20.120]  我們很無奈
[00:11:20.120 --> 00:11:24.240]  我們感覺到疫情翻天覆地
[00:11:24.240 --> 00:11:26.120]  排山倒海
[00:11:26.120 --> 00:11:29.280]  一下子由幾十幾百
[00:11:29.280 --> 00:11:32.480]  以至幾萬一直飆升上來
[00:11:32.480 --> 00:11:36.120]  我們心裏面可能都會有另一種驚
[00:11:36.120 --> 00:11:39.640]  不過這裏教我們要心存敬畏
[00:11:39.640 --> 00:11:41.120]  敬畏是神
[00:11:41.120 --> 00:11:43.320]  不是怕那個風浪
[00:11:43.320 --> 00:11:47.640]  耶穌基督在他平靜風浪的時候
[00:11:47.640 --> 00:11:49.920]  是令到門徒詫異
[00:11:49.920 --> 00:11:52.280]  為何他能夠大大的
[00:11:52.280 --> 00:11:56.000]  能夠讓風和浪都歇息呢?
[00:11:56.000 --> 00:11:58.000]  聖經就記載
[00:11:58.000 --> 00:12:00.800]  他們大大的就敬畏神
[00:12:00.800 --> 00:12:04.400]  如果今日我們被疫情任何一樣東西
[00:12:04.400 --> 00:12:06.240]  接到的時候
[00:12:06.240 --> 00:12:08.920]  這樣我們就兵敗如山倒
[00:12:08.920 --> 00:12:13.200]  求主幫助我們繼續在神的信服下
[00:12:13.200 --> 00:12:16.440]  我們活然我們救恩的一些生活
[00:12:16.440 --> 00:12:18.480]  就是我們表示了
[00:12:18.480 --> 00:12:22.000]  以愛、以信、以望
[00:12:22.000 --> 00:12:26.600]  來去見證這個神在我們當中
[00:12:26.600 --> 00:12:28.920]  在這段經文裏面你要放心
[00:12:28.920 --> 00:12:30.800]  不是只有一個「做」
[00:12:30.800 --> 00:12:33.120]  因為第十三節他講甚麼?
[00:12:33.120 --> 00:12:34.400]  他說因為
[00:12:34.400 --> 00:12:35.440]  他在講
[00:12:35.440 --> 00:12:37.760]  之所以你努力
[00:12:37.760 --> 00:12:39.120]  是有個原因的
[00:12:39.120 --> 00:12:40.840]  你能夠努力到
[00:12:40.840 --> 00:12:41.840]  是有個原因的
[00:12:41.840 --> 00:12:43.920]  因為你們的立志行善
[00:12:43.920 --> 00:12:46.400]  都是神在你們心裏運行
[00:12:46.400 --> 00:12:49.200]  為要成就祂的美意
[00:12:49.200 --> 00:12:51.240]  立志行善
[00:12:51.240 --> 00:12:56.160]  以致到神在你們的心裏運行
[00:12:56.160 --> 00:12:57.880]  立志行善
[00:12:57.880 --> 00:12:59.920]  心裏運行
[00:12:59.920 --> 00:13:01.800]  Work in you
[00:13:01.800 --> 00:13:03.080]  他是在講
[00:13:03.080 --> 00:13:05.440]  神大能的動功
[00:13:05.440 --> 00:13:06.800]  神不斷的動功
[00:13:06.800 --> 00:13:09.440]  就正如新譯本這樣翻譯
[00:13:09.440 --> 00:13:10.320]  神啊
[00:13:10.320 --> 00:13:11.160]  是的
[00:13:11.160 --> 00:13:13.280]  祂不斷的在我們的生命動功
[00:13:13.280 --> 00:13:18.880]  不單止你努力去活現那個得救的生命
[00:13:18.880 --> 00:13:20.160]  更加
[00:13:20.160 --> 00:13:23.280]  神在你生命裏面動功
[00:13:23.280 --> 00:13:25.760]  原來第十二節我們可以講
[00:13:25.760 --> 00:13:28.280]  是講到人的責任
[00:13:28.280 --> 00:13:30.440]  就是不斷的努力
[00:13:30.440 --> 00:13:32.600]  敬虔的活出
[00:13:32.600 --> 00:13:34.880]  但是同一樣第十三節
[00:13:34.880 --> 00:13:36.200]  是講到
[00:13:36.200 --> 00:13:38.080]  神亦都有祂的工作
[00:13:38.080 --> 00:13:42.480]  是不斷的動功工作
[00:13:42.480 --> 00:13:44.320]  我們很容易
[00:13:44.320 --> 00:13:46.720]  缺一就會有偏差
[00:13:46.720 --> 00:13:49.120]  如果我們只是集中在第十二節
[00:13:49.120 --> 00:13:52.120]  努力造成你得到的功夫
[00:13:52.120 --> 00:13:55.440]  很容易我們就偏差了
[00:13:55.440 --> 00:13:57.920]  以為我們今天繼續很用心
[00:13:57.920 --> 00:13:59.840]  用一己之力
[00:13:59.840 --> 00:14:00.880]  讀經
[00:14:00.880 --> 00:14:01.720]  禱告
[00:14:01.720 --> 00:14:03.640]  甚至乎參與十一奉獻
[00:14:03.640 --> 00:14:04.840]  參加聚會
[00:14:04.840 --> 00:14:07.320]  做一個的服侍隊
[00:14:07.320 --> 00:14:10.480]  傳福音三福裏面的報道
[00:14:10.480 --> 00:14:14.080]  我們就忘記了靠神的恩典
[00:14:14.080 --> 00:14:17.040]  誠誠須用功夫
[00:14:17.040 --> 00:14:19.400]  原來十二十三節
[00:14:19.400 --> 00:14:22.840]  是講到改革中裏面一個講法
[00:14:22.840 --> 00:14:25.480]  就是Sanctification
[00:14:25.480 --> 00:14:27.200]  在救恩之後
[00:14:27.200 --> 00:14:29.200]  我們就會經歷到
[00:14:29.200 --> 00:14:30.680]  誠誠
[00:14:30.680 --> 00:14:31.960]  Salvation
[00:14:31.960 --> 00:14:34.080]  and Sanctification
[00:14:34.080 --> 00:14:36.040]  這個是表示了
[00:14:36.040 --> 00:14:37.400]  人動功
[00:14:37.400 --> 00:14:41.360]  但是神在背後發功
[00:14:41.360 --> 00:14:42.800]  沒錯
[00:14:42.800 --> 00:14:44.720]  原來神在我們當中
[00:14:44.720 --> 00:14:48.160]  如果我們今天只是看重人的責任
[00:14:48.160 --> 00:14:49.920]  但我們就看不到背後
[00:14:49.920 --> 00:14:52.520]  是神不斷在你的生命裏面
[00:14:52.520 --> 00:14:54.440]  眺望你
[00:14:54.440 --> 00:14:56.080]  啟動你
[00:14:56.080 --> 00:14:57.440]  激勵你
[00:14:57.440 --> 00:14:59.440]  所以每一次你聽到
[00:14:59.440 --> 00:15:00.400]  你有感應
[00:15:00.400 --> 00:15:01.760]  然後走出來
[00:15:01.760 --> 00:15:03.080]  多一步去服侍
[00:15:03.080 --> 00:15:03.760]  去關心
[00:15:03.760 --> 00:15:05.200]  去傳福音
[00:15:05.200 --> 00:15:07.600]  是神的工作
[00:15:07.600 --> 00:15:08.120]  沒錯
[00:15:08.120 --> 00:15:11.720]  一個基督徒當他信了耶穌之後
[00:15:11.720 --> 00:15:13.960]  他漫漫長路
[00:15:13.960 --> 00:15:15.840]  行誠誠之路
[00:15:15.840 --> 00:15:17.920]  但如果沒有了神在背後
[00:15:17.920 --> 00:15:21.240]  這種動功大能的工作
[00:15:21.240 --> 00:15:23.120]  我們沒有人可以
[00:15:23.120 --> 00:15:26.920]  經歷到生命的成長
[00:15:26.920 --> 00:15:29.040]  求神就幫助我們
[00:15:29.040 --> 00:15:32.360]  但如果今天我們只講神不斷動功就可以
[00:15:32.360 --> 00:15:34.360]  我們就翹起雙手
[00:15:34.360 --> 00:15:36.320]  可能我們就說
[00:15:36.320 --> 00:15:38.120]  那個人行不行
[00:15:38.120 --> 00:15:39.160]  神自己會動功
[00:15:39.160 --> 00:15:40.800]  他不斷的動功
[00:15:40.800 --> 00:15:43.040]  但人如果我們沒有努力去傳
[00:15:43.040 --> 00:15:45.720]  沒有努力去服侍
[00:15:45.720 --> 00:15:49.960]  我們怎麼能夠叫人看到神自己呢?
[00:15:49.960 --> 00:15:52.080]  神驅動我們
[00:15:52.080 --> 00:15:53.840]  帶領我們
[00:15:53.840 --> 00:15:55.160]  激動我們
[00:15:55.160 --> 00:15:57.760]  為了要我們起來去服侍
[00:15:57.760 --> 00:15:59.640]  起來去傳揚
[00:15:59.640 --> 00:16:02.680]  就要將福音帶到人群當中
[00:16:02.680 --> 00:16:06.240]  你有沒有戰驚恐懼
[00:16:06.240 --> 00:16:10.400]  作成這個得救應該有的表現
[00:16:10.400 --> 00:16:14.880]  活然救恩?
[00:16:14.880 --> 00:16:17.080]  其實在疫情之下
[00:16:17.080 --> 00:16:18.800]  我會想
[00:16:18.800 --> 00:16:22.000]  最重要的其中一個學習
[00:16:22.000 --> 00:16:24.600]  就是今天這裡所講的
[00:16:24.600 --> 00:16:27.920]  不犯怨言不爭論
[00:16:27.920 --> 00:16:30.800]  在十四、十五節裏面所講的
[00:16:30.800 --> 00:16:34.920]  「凡所行的都不要發怨言起爭論
[00:16:34.920 --> 00:16:37.120]  使你們無可指責
[00:16:37.120 --> 00:16:39.160]  證實無偽
[00:16:39.160 --> 00:16:41.120]  在這個彎曲半後的世代
[00:16:41.120 --> 00:16:43.800]  作神無瑕之的兒女
[00:16:43.800 --> 00:16:46.120]  你們顯在這世代中
[00:16:46.120 --> 00:16:49.720]  普象明剛照耀」
[00:16:49.720 --> 00:16:51.440]  真的
[00:16:51.440 --> 00:16:54.760]  這裡所講的「凡所行的」
[00:16:54.760 --> 00:16:56.800]  就是Do everything
[00:16:56.800 --> 00:16:59.760]  就是指到你生活範疇裏面
[00:16:59.760 --> 00:17:04.440]  一切所作所想所講的東西
[00:17:04.440 --> 00:17:06.640]  你的一言一行
[00:17:06.640 --> 00:17:08.960]  人家都看在眼裏
[00:17:08.960 --> 00:17:11.080]  所以有時我會說笑
[00:17:11.080 --> 00:17:12.880]  如果我的牧師
[00:17:12.880 --> 00:17:15.840]  比你平時疼得好似正
[00:17:15.840 --> 00:17:19.120]  但是你在街上碰到他
[00:17:19.120 --> 00:17:20.920]  穿著拖鞋
[00:17:20.920 --> 00:17:22.600]  穿著短褲
[00:17:22.600 --> 00:17:24.920]  那個牧師都會自己明白
[00:17:24.920 --> 00:17:26.120]  糟了
[00:17:26.120 --> 00:17:28.320]  殺見證
[00:17:28.320 --> 00:17:30.000]  但是原來這裡所講的
[00:17:30.000 --> 00:17:32.360]  不只是穿著拖鞋
[00:17:32.360 --> 00:17:34.040]  短褲的問題
[00:17:34.040 --> 00:17:35.960]  他說你所行的一切
[00:17:35.960 --> 00:17:37.240]  最主要的
[00:17:37.240 --> 00:17:38.080]  所做的一切
[00:17:38.080 --> 00:17:38.880]  所講的一切
[00:17:38.880 --> 00:17:40.400]  所想的一切
[00:17:40.400 --> 00:17:41.880]  他說集中一個字
[00:17:41.880 --> 00:17:44.560]  不要發怨言
[00:17:44.560 --> 00:17:46.360]  簡單一點來說
[00:17:46.360 --> 00:17:48.080]  發怨言
[00:17:48.080 --> 00:17:50.400]  Grumbling and arguing
[00:17:50.400 --> 00:17:53.520]  就是表示到心裏面有很多「囉囉亂」
[00:17:53.520 --> 00:17:58.360]  或者我們中文廣東人所講的「發牢騷」
[00:17:58.360 --> 00:18:00.080]  舉個例子
[00:18:00.080 --> 00:18:03.080]  當我今天要趕著回來
[00:18:03.080 --> 00:18:06.160]  預備一個錄影的時候
[00:18:06.160 --> 00:18:07.480]  當我下到地鐵站
[00:18:07.480 --> 00:18:07.960]  哎呀
[00:18:07.960 --> 00:18:09.360]  一發撞板
[00:18:09.360 --> 00:18:11.320]  原來那個地鐵
[00:18:11.320 --> 00:18:13.240]  現在又遲了
[00:18:13.240 --> 00:18:15.880]  因為不是可以
[00:18:15.880 --> 00:18:17.640]  如時間這樣坐
[00:18:17.640 --> 00:18:20.200]  因為最近期的種種情況
[00:18:20.200 --> 00:18:21.600]  地鐵都宣佈了
[00:18:21.600 --> 00:18:23.240]  單次會來電
[00:18:23.240 --> 00:18:24.480]  而且我去到的時候
[00:18:24.480 --> 00:18:26.200]  剛剛就走了一步
[00:18:26.200 --> 00:18:28.240]  所以那個水牌就打出來
