
[00:00:00.000 --> 00:00:02.000]  各位親愛的提醒姐妹
[00:02:47.000 --> 00:02:49.000]  有很深入的認識
[00:02:49.000 --> 00:02:51.000]  原來我們對每一個人
[00:02:51.000 --> 00:02:55.000]  都會有不同的印象
[00:02:55.000 --> 00:02:57.000]  如果有人稱讚你
[00:02:57.000 --> 00:02:59.000]  某某弟兄某某姊妹
[00:02:59.000 --> 00:03:01.000]  你真的很愛主
[00:03:01.000 --> 00:03:04.000]  你跟神的關係真的很親密
[00:03:04.000 --> 00:03:07.000]  我想你心裏面會覺得很開心
[00:03:07.000 --> 00:03:09.000]  因為愛主
[00:03:09.000 --> 00:03:11.000]  敬畏神
[00:03:11.000 --> 00:03:13.000]  親近神
[00:03:13.000 --> 00:03:15.000]  是我們每一個基督徒
[00:03:15.000 --> 00:03:17.000]  都渴望得到的
[00:03:17.000 --> 00:03:20.000]  你知不知道摩西是一個什麼人
[00:03:20.000 --> 00:03:22.000]  聖經裏面
[00:03:22.000 --> 00:03:25.000]  起碼給三個不同的稱呼
[00:03:25.000 --> 00:03:27.000]  被摩西
[00:03:27.000 --> 00:03:29.000]  今天我就很想藉著摩西
[00:03:29.000 --> 00:03:31.000]  她在神面前
[00:03:31.000 --> 00:03:33.000]  跟神的關係
[00:03:33.000 --> 00:03:35.000]  來鼓勵你和我
[00:03:35.000 --> 00:03:39.000]  讓我們都更與神親近
[00:03:39.000 --> 00:03:41.000]  第一
[00:03:41.000 --> 00:03:45.000]  摩西被稱為神人摩西
[00:03:45.000 --> 00:03:47.000]  A man of God
[00:03:47.000 --> 00:03:49.000]  神人摩西是在聖經裏面
[00:03:49.000 --> 00:03:52.000]  在生命記出現好幾次
[00:03:52.000 --> 00:03:55.000]  她是神人摩西
[00:03:55.000 --> 00:03:56.000]  我心裏面想
[00:03:56.000 --> 00:03:58.000]  神人摩西代表什麼呢
[00:03:58.000 --> 00:03:59.000]  第一
[00:03:59.000 --> 00:04:02.000]  她是一個完全屬神的人
[00:04:02.000 --> 00:04:05.000]  被神完全掌管著
[00:04:05.000 --> 00:04:06.000]  第二
[00:04:06.000 --> 00:04:08.000]  她是一個與神
[00:04:08.000 --> 00:04:10.000]  很親近的人
[00:04:10.000 --> 00:04:12.000]  她一定時時靠近神
[00:04:12.000 --> 00:04:14.000]  時時去到神面前
[00:04:14.000 --> 00:04:16.000]  在聖經裏面記載
[00:04:16.000 --> 00:04:19.000]  有好多次神呼召摩西
[00:04:19.000 --> 00:04:21.000]  上到西奶山上面
[00:04:21.000 --> 00:04:23.000]  與她面對面見面
[00:04:23.000 --> 00:04:26.000]  因為她要將十誡
[00:04:26.000 --> 00:04:29.000]  她要將會幕的格式
[00:04:29.000 --> 00:04:30.000]  怎樣做會幕
[00:04:30.000 --> 00:04:32.000]  將各樣的制度
[00:04:32.000 --> 00:04:34.000]  完全告訴摩西
[00:04:34.000 --> 00:04:36.000]  所以她在山上面
[00:04:36.000 --> 00:04:38.000]  有四十宙夜
[00:04:38.000 --> 00:04:40.000]  與神在一起
[00:04:40.000 --> 00:04:42.000]  當她下山的時候
[00:04:42.000 --> 00:04:44.000]  她就時時提到
[00:04:44.000 --> 00:04:47.000]  是照山上的樣式
[00:04:47.000 --> 00:04:49.000]  來建造會幕
[00:04:49.000 --> 00:04:52.000]  照山上神所吩咐給她的
[00:04:52.000 --> 00:04:55.000]  來安排各樣祭司
[00:04:55.000 --> 00:04:58.000]  憲制的制度
[00:04:58.000 --> 00:05:02.000]  摩西是一位神人
[00:05:02.000 --> 00:05:04.000]  神愛她
[00:05:04.000 --> 00:05:06.000]  神揀選她
[00:05:06.000 --> 00:05:08.000]  神使用她
[00:05:08.000 --> 00:05:10.000]  各位親愛的大型節目
[00:05:10.000 --> 00:05:12.000]  今天我問你
[00:05:12.000 --> 00:05:15.000]  你與神的關係怎樣
[00:05:15.000 --> 00:05:18.000]  你與神夠不夠近
[00:05:18.000 --> 00:05:21.000]  讓我們心裏面都渴求
[00:05:21.000 --> 00:05:24.000]  我與神更相近
[00:05:24.000 --> 00:05:27.000]  天天等候
[00:05:27.000 --> 00:05:28.000]  在神的面前
[00:05:28.000 --> 00:05:30.000]  天天仰望她
[00:05:30.000 --> 00:05:32.000]  天天親近她
[00:05:32.000 --> 00:05:33.000]  第二
[00:05:33.000 --> 00:05:34.000]  聖經裏面說
[00:05:34.000 --> 00:05:36.000]  第二個摩西的稱呼
[00:05:36.000 --> 00:05:39.000]  她被稱為神的僕人
[00:05:39.000 --> 00:05:43.000]  就是她很能夠被神使用
[00:05:43.000 --> 00:05:45.000]  被神差遣
[00:05:45.000 --> 00:05:47.000]  神賜給摩西什麼
[00:05:47.000 --> 00:05:51.000]  她手上有神的像
[00:05:51.000 --> 00:05:54.000]  那支像被稱為神的像
[00:05:54.000 --> 00:05:56.000]  當她將那支像
[00:05:56.000 --> 00:05:59.000]  向海伸出去的時候
[00:05:59.000 --> 00:06:02.000]  紅海的水就分開了
[00:06:02.000 --> 00:06:04.000]  帶著能力
[00:06:04.000 --> 00:06:07.000]  因為她是神的僕人
[00:06:07.000 --> 00:06:09.000]  神使用她
[00:06:09.000 --> 00:06:11.000]  神祝福她
[00:06:11.000 --> 00:06:16.000]  神叫她帶有屬力的能力
[00:06:16.000 --> 00:06:18.000]  有時候我們做牧師
[00:06:18.000 --> 00:06:21.000]  會去不同的教會講道
[00:06:21.000 --> 00:06:23.000]  很多時候教會的主席
[00:06:23.000 --> 00:06:25.000]  或者負責人
[00:06:25.000 --> 00:06:26.000]  就會問
[00:06:26.000 --> 00:06:28.000]  你想我們怎樣介紹你
[00:06:28.000 --> 00:06:30.000]  通常我都期待
[00:06:30.000 --> 00:06:32.000]  他們不用講我太多的東西
[00:06:32.000 --> 00:06:34.000]  很簡單地說
[00:06:34.000 --> 00:06:37.000]  說我是神的僕人
[00:06:37.000 --> 00:06:40.000]  我想我已經覺得很足夠
[00:06:40.000 --> 00:06:42.000]  作為神的僕人
[00:06:42.000 --> 00:06:45.000]  是一個多大的尊榮
[00:06:45.000 --> 00:06:47.000]  是一個安慰
[00:06:47.000 --> 00:06:51.000]  因為我可以有這樣的福氣
[00:06:51.000 --> 00:06:53.000]  我可以有這樣的福分
[00:06:53.000 --> 00:06:55.000]  去侍奉
[00:06:55.000 --> 00:06:58.000]  去為神來宣告
[00:06:58.000 --> 00:07:01.000]  在聖經裏面出現第三個
[00:07:01.000 --> 00:07:04.000]  被摩西的稱呼
[00:07:04.000 --> 00:07:07.000]  他是神的朋友
[00:07:07.000 --> 00:07:09.000]  雖然這個
[00:07:09.000 --> 00:07:12.000]  不是很清楚顯示出來
[00:07:12.000 --> 00:07:15.000]  但是聖經裏面是這樣講的
[00:07:15.000 --> 00:07:17.000]  在生命記
[00:07:17.000 --> 00:07:21.000]  第34章第7節
[00:07:21.000 --> 00:07:24.000]  和第10節這樣講
[00:07:24.000 --> 00:07:33.000]  他說他是耶和華面對面所認識的
[00:07:33.000 --> 00:07:36.000]  我覺得這個真的很漂亮
[00:07:36.000 --> 00:07:38.000]  摩西是誰
[00:07:38.000 --> 00:07:42.000]  他是神面對面認識的
[00:07:42.000 --> 00:07:44.000]  就是熟到不得了
[00:07:44.000 --> 00:07:46.000]  我跟你經常見面
[00:07:46.000 --> 00:07:49.000]  是我所認識的
[00:07:49.000 --> 00:07:51.000]  我知道你的
[00:07:51.000 --> 00:07:57.000]  因為他行各樣的事
[00:07:57.000 --> 00:08:03.000]  而且他是顯出神大能的手
[00:08:03.000 --> 00:08:09.000]  行一切是大而可為的事
[00:08:09.000 --> 00:08:12.000]  生命記第34章
[00:08:12.000 --> 00:08:16.000]  記載摩西被神帶到山上
[00:08:16.000 --> 00:08:19.000]  去望一望迦勒地
[00:08:19.000 --> 00:08:22.000]  然後他就被神接去
[00:08:22.000 --> 00:08:24.000]  他就死了
[00:08:24.000 --> 00:08:27.000]  聖經裏面記載很特別
[00:08:27.000 --> 00:08:29.000]  他死的時候
[00:08:29.000 --> 00:08:32.000]  沒有人知道他埋葬在哪裏
[00:08:32.000 --> 00:08:36.000]  是神幫他埋葬的
[00:08:36.000 --> 00:08:38.000]  而且聖經裏面形容
[00:08:38.000 --> 00:08:41.000]  他已經120歲
[00:08:41.000 --> 00:08:45.000]  但是他沒有衰敗
[00:08:45.000 --> 00:08:51.000]  而且他仍然充滿著能力
[00:08:51.000 --> 00:08:54.000]  摩西到了晚年的時候
[00:08:54.000 --> 00:08:59.000]  他仍然充滿屬靈的能力
[00:08:59.000 --> 00:09:03.000]  在神的面前是大有能力的
[00:09:03.000 --> 00:09:06.000]  因為他是神的朋友
[00:09:06.000 --> 00:09:10.000]  是神面對面認識的
[00:09:10.000 --> 00:09:14.000]  然後在出埃及記33章
[00:09:14.000 --> 00:09:17.000]  12到23節裏又記載
[00:09:17.000 --> 00:09:20.000]  他上到聖誕山上的時候
[00:09:20.000 --> 00:09:22.000]  他就向神求
[00:09:22.000 --> 00:09:23.000]  他問神
[00:09:23.000 --> 00:09:27.000]  祢可不可以將祢的榮耀顯給我看
[00:09:27.000 --> 00:09:30.000]  神就說我知道祢
[00:09:30.000 --> 00:09:33.000]  我很願意將我的榮耀顯給祢看
[00:09:33.000 --> 00:09:36.000]  但是人是不可以見我的面
[00:09:36.000 --> 00:09:40.000]  我會將祢放在一個盤石的月中
[00:09:40.000 --> 00:09:43.000]  我會用我的手遮住我的榮耀
[00:09:43.000 --> 00:09:45.000]  但是當我的榮耀過去的時候
[00:09:45.000 --> 00:09:47.000]  我就會放開我的手
[00:09:47.000 --> 00:09:51.000]  祢可以見到我的背
[00:09:51.000 --> 00:09:54.000]  但是祢見不到我的面
[00:09:54.000 --> 00:09:57.000]  哇 多榮耀
[00:09:57.000 --> 00:10:01.000]  神竟然容許摩西
[00:10:01.000 --> 00:10:04.000]  可以見到祂的背
[00:10:04.000 --> 00:10:06.000]  哇 我想我們真的很期待
[00:10:06.000 --> 00:10:09.000]  有一天將來回到天下
[00:10:09.000 --> 00:10:11.000]  我們可以見到耶穌
[00:10:11.000 --> 00:10:14.000]  我們可以與神見面
[00:10:14.000 --> 00:10:17.000]  雖然神會非常之榮耀
[00:10:17.000 --> 00:10:19.000]  大有榮光
[00:10:19.000 --> 00:10:22.000]  但是我們作為神的兒女
[00:10:22.000 --> 00:10:25.000]  我們可以去見我們的神
[00:10:25.000 --> 00:10:27.000]  所以各位親愛的弟兄姊妹
[00:10:27.000 --> 00:10:31.000]  我不知道以三個這麼獨特的稱呼
[00:10:31.000 --> 00:10:33.000]  會不會開始激動你
[00:10:33.000 --> 00:10:34.000]  吸引你
[00:10:34.000 --> 00:10:40.000]  叫你更多的去認識我們的神
[00:10:40.000 --> 00:10:42.000]  靠近我們的神
[00:10:42.000 --> 00:10:45.000]  親近我們的神
[00:10:45.000 --> 00:10:49.000]  摩西不單止有三個很特別的稱呼
[00:10:49.000 --> 00:10:52.000]  摩西更加做了四個
[00:10:52.000 --> 00:10:55.000]  很特別的決定
[00:10:55.000 --> 00:10:58.000]  我想跟大家來看的
[00:10:58.000 --> 00:11:02.000]  就是希伯來書第11章
[00:11:02.000 --> 00:11:08.000]  希伯來書第11章24到26節
[00:11:08.000 --> 00:11:11.000]  那裡希伯來書第11章
[00:11:11.000 --> 00:11:14.000]  是聖經裡面的名人榜
[00:11:14.000 --> 00:11:19.000]  介紹了很多位信心的偉人
[00:11:19.000 --> 00:11:22.000]  而其中介紹摩西的時候
[00:11:22.000 --> 00:11:24.000]  是怎樣介紹呢
[00:11:24.000 --> 00:11:27.000]  我非常之喜歡這段經文
[00:11:27.000 --> 00:11:31.000]  因為給我很多很好的提醒
[00:11:31.000 --> 00:11:33.000]  我想讀一讀的
[00:11:33.000 --> 00:11:39.000]  就是漢語聖經譯本
[00:11:39.000 --> 00:11:48.000]  它能夠比較把希臘文的文字翻譯出來
[00:11:48.000 --> 00:11:50.000]  我來讀一讀
[00:11:50.000 --> 00:12:04.000]  恩爵信摩西長大之後他就拒絕被稱為法老女兒的兒子
[00:12:04.000 --> 00:12:10.000]  第一個的決定就是他拒絕
[00:12:10.000 --> 00:12:15.000]  繼續做法老王的女兒的兒子
[00:12:15.000 --> 00:12:20.000]  因為他覺得皇宮裡面一切都不是他最期待的
[00:12:20.000 --> 00:12:24.000]  沒有錯過去他學了很多埃及的文字
[00:12:24.000 --> 00:12:25.000]  埃及的文化
[00:12:25.000 --> 00:12:27.000]  埃及很多的知識
[00:12:27.000 --> 00:12:32.000]  但他心裡面卻有一份的抗拒
[00:12:32.000 --> 00:12:37.000]  各位我不知道你今天有沒有抗拒一些誘惑
[00:12:37.000 --> 00:12:41.000]  有沒有抗拒一個物質的誘惑
[00:12:41.000 --> 00:12:45.000]  有很多時候世界上的名利各樣的東西
[00:12:45.000 --> 00:12:49.000]  會讓我們的心被那些東西纏累著
[00:12:49.000 --> 00:12:52.000]  但原來我們需要很單純
[00:12:52.000 --> 00:12:56.000]  我們其實所需要的東西真的很簡單
[00:12:56.000 --> 00:13:00.000]  神在那裡供應我們的神
[00:13:00.000 --> 00:13:02.000]  所以摩西他第一個決定
[00:13:02.000 --> 00:13:07.000]  他拒絕被稱為法老女兒的兒子
[00:13:07.000 --> 00:13:10.000]  第二個我們繼續看下去
[00:13:10.000 --> 00:13:18.000]  他寧願選擇跟神的子民一同受苦
[00:13:18.000 --> 00:13:27.000]  也不願享受罪惡所帶來的短暫快樂
[00:13:27.000 --> 00:13:31.000]  第二個決定就是他選擇
[00:13:31.000 --> 00:13:38.000]  他選擇寧願跟神的百姓同受凌辱
[00:13:38.000 --> 00:13:42.000]  他也不選擇皇宮裡面
[00:13:42.000 --> 00:13:47.000]  那些只不過是很短暫的生活的享受
[00:13:47.000 --> 00:13:50.000]  生命裡面所擁有的東西
[00:13:50.000 --> 00:13:53.000]  這個選擇真的很重要
[00:13:53.000 --> 00:13:54.000]  你懂得選擇嗎?
[00:13:54.000 --> 00:13:57.000]  其實今天我們在人生當中
[00:13:57.000 --> 00:14:01.000]  處處都我們需要做出抉擇
[00:14:01.000 --> 00:14:05.000]  我吃些什麼?我選擇做些什麼?
[00:14:05.000 --> 00:14:07.000]  我怎樣用我的錢?
[00:14:07.000 --> 00:14:10.000]  我的前路是怎樣?
[00:14:10.000 --> 00:14:12.000]  有時我們都選擇
[00:14:12.000 --> 00:14:15.000]  特別各位你是屬神的兒女
[00:14:15.000 --> 00:14:19.000]  好不好選擇之前你先求問神
[00:14:19.000 --> 00:14:22.000]  我記得我太太經常提醒我
[00:14:22.000 --> 00:14:24.000]  你有沒有騎過土駕?
[00:14:24.000 --> 00:14:26.000]  你有沒有問過神仙?
[00:14:26.000 --> 00:14:28.000]  這麼快在這裡做決定
[00:14:28.000 --> 00:14:30.000]  因為有時我們很自然地
[00:14:30.000 --> 00:14:33.000]  自己憑自己的意念去選擇
[00:14:33.000 --> 00:14:35.000]  原來我們需要等候
[00:14:35.000 --> 00:14:37.000]  原來我們需要聽神的聲音
[00:14:37.000 --> 00:14:40.000]  原來我們要先求神的國
[00:14:40.000 --> 00:14:41.000]  和祂的義
[00:14:41.000 --> 00:14:43.000]  然後其他的東西
[00:14:43.000 --> 00:14:46.000]  神都會加給我們
[00:14:46.000 --> 00:14:49.000]  我鼓勵你懂得去選擇
[00:14:49.000 --> 00:14:52.000]  摩西就做了一個最好
[00:14:52.000 --> 00:14:55.000]  最精明的抉擇
[00:14:55.000 --> 00:14:57.000]  他拒絕
[00:14:57.000 --> 00:15:02.000]  他放棄埃及的一切
[00:15:02.000 --> 00:15:07.000]  還有第三個決定是什麼呢?
[00:15:07.000 --> 00:15:10.000]  就是他認為
[00:15:10.000 --> 00:15:16.000]  是跟埃及的財物相比
[00:15:16.000 --> 00:15:19.000]  為基督受凌辱
[00:15:19.000 --> 00:15:24.000]  才是更大的財富
[00:15:24.000 --> 00:15:27.000]  這個是漢語新日本的翻譯
[00:15:27.000 --> 00:15:33.000]  他認為他認定了一樣東西
[00:15:33.000 --> 00:15:39.000]  就是跟這群以色列人一起
[00:15:39.000 --> 00:15:45.000]  比埃及的財富更加重要
[00:15:45.000 --> 00:15:50.000]  所以他是認定了
[00:15:50.000 --> 00:15:54.000]  在做奴隸的時候
[00:15:54.000 --> 00:15:56.000]  所忍受的各樣東西
[00:15:56.000 --> 00:15:59.000]  他要與自己的民族
[00:15:59.000 --> 00:16:03.000]  與以色列人走在一起
[00:16:03.000 --> 00:16:05.000]  所以他認為
[00:16:05.000 --> 00:16:08.000]  那個的凌辱是更重要
[00:16:08.000 --> 00:16:12.000]  最後第四個決定是什麼呢?
[00:16:12.000 --> 00:16:19.000]  因為他注視著將來的上次
[00:16:19.000 --> 00:16:21.000]  他注視
[00:16:21.000 --> 00:16:26.000]  他仰望、他心裡期盼的
[00:16:26.000 --> 00:16:31.000]  就是將來給過他的應許
[00:16:31.000 --> 00:16:37.000]  將來給過他很大屬天上的獎賞
[00:16:37.000 --> 00:16:40.000]  我不知道大家讀希伯羅書第11章
[00:16:40.000 --> 00:16:42.000]  你有什麼印象呢?
[00:16:42.000 --> 00:16:46.000]  就看到很多這些信心的偉人
[00:16:46.000 --> 00:16:53.000]  都是憑著信他知道將來所得著的
[00:16:53.000 --> 00:16:57.000]  是更大、更重要、更榮耀的
[00:16:57.000 --> 00:17:01.000]  今天地上的一切都不算什麼
[00:17:01.000 --> 00:17:06.000]  所以讓我們真的從心裡
[00:17:06.000 --> 00:17:09.000]  我們帶著一個很大的期盼
[00:17:09.000 --> 00:17:15.000]  我們仰望那個將要來的獎賞
[00:17:15.000 --> 00:17:18.000]  我不知道你對新天新地
[00:17:18.000 --> 00:17:20.000]  你有什麼期待呢?
[00:17:20.000 --> 00:17:23.000]  當今天這個世界
[00:17:23.000 --> 00:17:26.000]  戰爭的呼聲越來越大
[00:17:26.000 --> 00:17:29.000]  當饑荒也都會出現
[00:17:29.000 --> 00:17:32.000]  當災禍越來越多的時候
[00:17:32.000 --> 00:17:36.000]  我們就想起耶穌回來的日子很近
[00:17:36.000 --> 00:17:38.000]  而且當耶穌回來的時候
[00:17:38.000 --> 00:17:45.000]  他將來就要叫我們進入新的耶路撒冷
[00:17:45.000 --> 00:17:48.000]  天上的聖城
[00:17:48.000 --> 00:17:53.000]  一個最榮美、最榮華的地方
[00:17:53.000 --> 00:17:56.000]  我不知道你有沒有給天上這幅圖畫
[00:17:56.000 --> 00:17:58.000]  來吸引著你
[00:17:58.000 --> 00:18:01.000]  讓我們真的快跑跟隨著
[00:18:01.000 --> 00:18:04.000]  我們心裡所期盼的
[00:18:04.000 --> 00:18:10.000]  是將來天上永恆屬天的獎賞
[00:18:10.000 --> 00:18:14.000]  所以摩西實在很觸動我的心
[00:18:14.000 --> 00:18:18.000]  他有三個很獨特的稱呼
[00:18:18.000 --> 00:18:23.000]  他做了四個最好的決定
[00:18:23.000 --> 00:18:28.000]  讓我們今天都同樣渴望被人稱為
[00:18:28.000 --> 00:18:31.000]  某某弟兄某某姐妹
[00:18:31.000 --> 00:18:34.000]  你真的很愛主、你真的很經濟
[00:18:34.000 --> 00:18:36.000]  你真的很懂得禱告
[00:18:36.000 --> 00:18:39.000]  你很用心讀聖經
[00:18:39.000 --> 00:18:42.000]  會不會當人這樣稱讚你的時候
[00:18:42.000 --> 00:18:45.000]  你心裡默默地感謝神
[00:18:45.000 --> 00:18:50.000]  因為你很願意渴慕神與神親近
[00:18:50.000 --> 00:18:52.000]  願天父賜福給你
[00:18:52.000 --> 00:18:55.000]  叫你的生命不再一樣
[00:18:55.000 --> 00:18:57.000]  在今天這個摩西的時代
[00:18:57.000 --> 00:19:01.000]  你知道怎樣去抉擇
[00:19:01.000 --> 00:19:03.000]  神賜你有聰明智慧
[00:19:03.000 --> 00:19:06.000]  去做最好的決定
[00:19:06.000 --> 00:19:09.000]  天父賜福給你
