
[00:00:00.000 --> 00:00:04.040]  好 今天要給大家分享的題目是
[00:02:46.080 --> 00:02:48.000]  也不再有占卜的
[00:02:48.520 --> 00:02:52.240]  我必從祢中間除滅雕刻的偶像
[00:02:52.240 --> 00:02:53.280]  和著像
[00:02:53.280 --> 00:02:57.120]  祢就不再跪拜自己手所造的
[00:02:57.120 --> 00:03:00.720]  我必從祢中間拔出木偶
[00:03:00.720 --> 00:03:03.280]  又毀滅祢的誠意
[00:03:03.280 --> 00:03:07.400]  我也必在怒氣和憤怒中向
[00:03:07.400 --> 00:03:10.480]  那不聽從的列伯施暴
[00:03:10.480 --> 00:03:14.680]  這個是整個彌加蘇第五章的經文
[00:03:15.440 --> 00:03:18.760]  今天分享的經文是一個很特殊的
[00:03:18.760 --> 00:03:22.680]  處境 當時以色列民族在一種非常
[00:03:22.680 --> 00:03:26.120]  絕望的境地裡面 那他們的處境
[00:03:26.120 --> 00:03:29.600]  非常的危急 也看不到一絲的盼望
[00:03:29.600 --> 00:03:33.560]  那我想到今天我們的
[00:03:33.560 --> 00:03:36.960]  處境也有點類似 因為疫情的影響 我想
[00:03:36.960 --> 00:03:40.840]  整個世界都面臨很大的挑戰 那我們在
[00:03:40.840 --> 00:03:44.000]  香港也一樣 不管是各行各業
[00:03:44.040 --> 00:03:46.600]  或者是不同的人群 不同的年齡
[00:03:46.600 --> 00:03:50.320]  不同的職業 不同的背景 所有的人都受到
[00:03:50.320 --> 00:03:50.840]  影響
[00:03:50.840 --> 00:03:54.880]  有些時候我們突然會發現 以前我們覺得
[00:03:54.880 --> 00:03:58.600]  我們可以賴以生存的 可以很
[00:03:58.600 --> 00:04:02.080]  可靠的那些東西 好像忽然之間都變得不可靠
[00:04:02.080 --> 00:04:05.960]  了 忽然之間那些東西好像一下子就崩塌了
[00:04:05.960 --> 00:04:07.600]  我們的生活
[00:04:07.600 --> 00:04:11.720]  有一個非常大的改變 然後我們的
[00:04:12.240 --> 00:04:15.880]  其他的 不管是工作還有家庭等等
[00:04:15.880 --> 00:04:18.160]  都受到很多的衝擊和影響
[00:04:18.160 --> 00:04:20.120]  對很多人來講
[00:04:20.120 --> 00:04:23.840]  這種的衝擊或者是影響 有可能是毀滅性的
[00:04:23.840 --> 00:04:25.520]  可能對他
[00:04:25.520 --> 00:04:29.680]  來講從來沒有想過 有不少的人他們有
[00:04:29.680 --> 00:04:33.320]  很穩固的依靠 他們本來是有很穩固的
[00:04:33.320 --> 00:04:36.360]  依靠 不過面對疫情的時候 這些的依靠
[00:04:36.360 --> 00:04:41.040]  突然就變得分崩離析 一點都不可靠
[00:04:41.560 --> 00:04:44.560]  那麼來看一下這段經文給我們今天有什麼樣
[00:04:44.560 --> 00:04:46.360]  的一些啟示和幫助
[00:04:46.360 --> 00:04:47.880]  在
[00:04:47.880 --> 00:04:49.920]  彌加寫這
[00:04:49.920 --> 00:04:54.920]  段經文的時候 其實他們處在一個非常混亂
[00:04:54.920 --> 00:04:58.800]  的時代 不管是他們以色列內部
[00:04:58.800 --> 00:05:02.480]  還是他們的外部 都是非常的混亂
[00:05:02.480 --> 00:05:04.120]  整個的世界的格局
[00:05:04.120 --> 00:05:05.720]  都不是太好的
[00:05:05.720 --> 00:05:08.600]  那彌加他自己是在
[00:05:09.080 --> 00:05:12.200]  祖前第八世紀在那個的
[00:05:12.200 --> 00:05:16.120]  年代 那當時有幾個跟他是同時代的先知
[00:05:16.120 --> 00:05:19.760]  就除了他自己以外 還有阿摩斯
[00:05:19.760 --> 00:05:21.200]  還有和西亞
[00:05:21.200 --> 00:05:25.360]  也有這個以塞亞 他們都是處在同一個
[00:05:25.360 --> 00:05:25.920]  時代
[00:05:25.920 --> 00:05:27.480]  那彌加
[00:05:27.480 --> 00:05:32.080]  也稱作米該亞 其實兩個是同樣的
[00:05:32.080 --> 00:05:32.640]  意思
[00:05:32.640 --> 00:05:37.360]  就是誰能像耶和華 就是彌加這個名字
[00:05:37.360 --> 00:05:40.560]  的意思 現在好像英文叫Michael
[00:05:40.560 --> 00:05:42.080]  的就是這個意思
[00:05:42.080 --> 00:05:47.760]  他處的年代正是猶大王約坦
[00:05:47.760 --> 00:05:49.160]  還有亞哈斯
[00:05:49.160 --> 00:05:53.040]  還有西西迦在位的時候 那個都是一個
[00:05:53.040 --> 00:05:55.600]  非常混亂的一個朝代
[00:05:55.600 --> 00:05:59.440]  那他自己更的身份也是比較特別 他的
[00:05:59.440 --> 00:06:02.840]  出生不是什麼貴族來的 他是一個
[00:06:02.840 --> 00:06:06.840]  所謂的農人先知 就是說他是好像
[00:06:06.880 --> 00:06:09.400]  農民出生 那用我們今天的話來講
[00:06:09.400 --> 00:06:13.040]  就是一種草根的階層 他不是貴族的
[00:06:13.040 --> 00:06:14.880]  階層 是一個草根的階層
[00:06:14.880 --> 00:06:17.480]  因為他本身是出生於那種的
[00:06:17.480 --> 00:06:21.400]  農村田舍裡面 他的生活是非常的
[00:06:21.400 --> 00:06:22.480]  簡樸的
[00:06:22.480 --> 00:06:26.600]  他的思想也是非常的單純 他說話很直接
[00:06:26.600 --> 00:06:26.840]  的
[00:06:26.840 --> 00:06:28.560]  也是很坦率的
[00:06:28.560 --> 00:06:31.920]  他非常有信心 也非常的熱切
[00:06:31.920 --> 00:06:36.040]  所以他所宣講的信息都是非常正直
[00:06:36.480 --> 00:06:39.760]  公正的 他跟以賽亞先知有點不一樣
[00:06:39.760 --> 00:06:41.640]  以賽亞他是在城市裡面
[00:06:41.640 --> 00:06:44.400]  成長的 也是出生於貴族
[00:06:44.400 --> 00:06:46.040]  所以呢
[00:06:46.040 --> 00:06:50.240]  他沒有像彌加那樣 好像比較痛恨那種都市
[00:06:50.240 --> 00:06:50.880]  的文明
[00:06:50.880 --> 00:06:54.720]  彌加常常在民間 就是有一種
[00:06:54.720 --> 00:06:59.360]  平民先知的這種作風 比較親民
[00:06:59.360 --> 00:07:02.560]  我們看到他整個的形象都是比較親民的
[00:07:02.560 --> 00:07:06.440]  那他今天所要宣講的信息 不管是
[00:07:06.720 --> 00:07:09.880]  對他當時的年代 還是對我們今天的年代
[00:07:09.880 --> 00:07:11.480]  都很有啟發性
[00:07:11.480 --> 00:07:14.200]  我們先來看
[00:07:14.200 --> 00:07:16.000]  前面的六節
[00:07:16.000 --> 00:07:19.080]  就是從第五章的一
[00:07:19.080 --> 00:07:20.560]  一直到第六節
[00:07:20.560 --> 00:07:24.040]  我想把這段經文可以分成三個部分
[00:07:24.040 --> 00:07:25.920]  第一部分就是一到六節
[00:07:25.920 --> 00:07:30.120]  這部分是講到彌賽亞將要來臨
[00:07:30.120 --> 00:07:33.920]  首先要看他們所在的那個時代 他們的
[00:07:33.920 --> 00:07:35.200]  處境是怎樣的
[00:07:37.400 --> 00:07:38.760]  剛才說了 他們的
[00:07:38.760 --> 00:07:42.440]  這個年代比較混亂 不管是在內部
[00:07:42.440 --> 00:07:45.440]  還是在外部 在政治上面 還是在他們的
[00:07:45.440 --> 00:07:48.760]  經濟方面 都是非常的多的問題
[00:07:48.760 --> 00:07:50.920]  很多的挑戰 那第一節呢
[00:07:50.920 --> 00:07:55.040]  其實已經告訴我們 他們受到外敵的入侵
[00:07:55.040 --> 00:07:55.800]  受到
[00:07:55.800 --> 00:07:59.240]  其他敵人的這種的圍攻
[00:07:59.240 --> 00:08:04.200]  所以那個時候 正正是南國猶大
[00:08:04.280 --> 00:08:07.240]  內憂外患 岌岌可危的時期
[00:08:07.240 --> 00:08:10.520]  大家知道以色列在
[00:08:10.520 --> 00:08:15.040]  先知彌加的那個年代 已經分裂成兩個
[00:08:15.040 --> 00:08:17.240]  的國家 一個是北國
[00:08:17.240 --> 00:08:21.120]  叫做以色列 另外一個是南國 叫做猶大
[00:08:21.120 --> 00:08:24.480]  這個時候南國其實已經岌岌可危了
[00:08:24.480 --> 00:08:28.800]  北國怎麼樣呢 北國其實處於一種亡國
[00:08:28.800 --> 00:08:29.520]  的邊緣
[00:08:29.520 --> 00:08:33.280]  南國馬上要佈北國的後塵
[00:08:34.160 --> 00:08:38.040]  所以是一個政治混亂 外敵侵擾的
[00:08:38.040 --> 00:08:40.160]  這種內憂外患裡面
[00:08:40.160 --> 00:08:44.400]  在這種的處境裡面 你想想百姓他們最期望
[00:08:44.400 --> 00:08:46.000]  想得到的是什麼呢
[00:08:46.000 --> 00:08:49.800]  他們想掙脫外敵的這種的
[00:08:49.800 --> 00:08:54.600]  攻擊 想在這種外敵侵擾的時候
[00:08:54.600 --> 00:08:57.400]  得到拯救 脫離亞蘇人的手
[00:08:57.400 --> 00:08:59.560]  所以當
[00:08:59.560 --> 00:09:03.040]  彌加在這裡宣告的時候
[00:09:03.920 --> 00:09:06.360]  神要給他們一個很大的盼望
[00:09:06.360 --> 00:09:09.680]  就是有彌賽亞將要來拯救他們
[00:09:09.680 --> 00:09:12.320]  彌加宣告這個的盼望
[00:09:12.320 --> 00:09:14.480]  就是將以色列好像從一種
[00:09:14.480 --> 00:09:18.720]  眼前的痛苦 然後要轉向將來
[00:09:18.720 --> 00:09:22.680]  極大的一種盼望 就是將來的拯救了
[00:09:22.680 --> 00:09:26.360]  那我們來看第一節告訴我們什麼呢
[00:09:26.360 --> 00:09:31.520]  這裡告訴我們他們被攻擊 被仇敵圍攻
[00:09:32.400 --> 00:09:34.720]  圍攻到一個什麼地步呢 就是
[00:09:34.720 --> 00:09:38.960]  他們要用杖擊打以色列審判者的臉
[00:09:38.960 --> 00:09:42.880]  這個是非常的糟糕的一種情況
[00:09:42.880 --> 00:09:46.320]  你想想他們的審判者
[00:09:46.320 --> 00:09:50.160]  以色列的審判者其實可以說是以色列的君王了
[00:09:50.160 --> 00:09:55.600]  一個君王的臉被人家的敵人的棍所擊打
[00:09:55.600 --> 00:09:58.400]  其實是非常受辱的
[00:09:58.400 --> 00:10:02.160]  這是一種非常莫大的羞辱吧
[00:10:03.400 --> 00:10:06.720]  也就是說明他們的整個的國家的狀態
[00:10:06.720 --> 00:10:09.200]  是非常的危急
[00:10:09.200 --> 00:10:11.160]  也是受盡凌辱
[00:10:11.160 --> 00:10:13.200]  那這種受盡凌辱的情況
[00:10:13.200 --> 00:10:15.600]  有沒有可能得到轉變呢
[00:10:15.600 --> 00:10:18.160]  而當時的這些百姓
[00:10:18.160 --> 00:10:20.440]  他們心裡面是期待有所改變的
[00:10:20.440 --> 00:10:25.040]  是期待有救主來拯救他們的
[00:10:25.040 --> 00:10:28.240]  所以接下來第二節那裡
[00:10:28.240 --> 00:10:31.880]  其實彌加先知就開始宣告給他們
[00:10:32.160 --> 00:10:33.720]  有一個很好的消息
[00:10:33.720 --> 00:10:36.240]  就是彌賽亞將要降臨了
[00:10:36.240 --> 00:10:37.840]  將要來拯救你們了
[00:10:37.840 --> 00:10:42.040]  不過這個彌賽亞跟他們想像的這個救主
[00:10:42.040 --> 00:10:44.440]  可能有一點出入 有一點不同
[00:10:44.440 --> 00:10:48.880]  第二節講到伯利恆依法他
[00:10:48.880 --> 00:10:51.160]  你在猶大諸城中為小
[00:10:51.160 --> 00:10:53.360]  將來必有一位從你那裡出來
[00:10:53.360 --> 00:10:56.360]  在以色列中為我做掌權的
[00:10:56.360 --> 00:10:58.880]  他的根源從更古從太初就有
[00:10:59.920 --> 00:11:03.800]  首先伯利恆、依法他是什麼地方呢
[00:11:03.800 --> 00:11:09.200]  大家應該對聖經熟悉的話就知道
[00:11:09.200 --> 00:11:11.240]  這是大魏王的誕生地
[00:11:11.240 --> 00:11:15.040]  然後也是大魏王朝的一個起源地
[00:11:15.040 --> 00:11:17.800]  依法他好像是一個地區
[00:11:17.800 --> 00:11:18.960]  它比較大一點
[00:11:18.960 --> 00:11:21.280]  它裡面包括有伯利恆
[00:11:21.280 --> 00:11:22.840]  不過在舊約裡面
[00:11:22.840 --> 00:11:27.480]  有幾處的地方都有提到依法他和伯利恆
[00:11:27.480 --> 00:11:28.960]  在《創世紀》裡面說到
[00:11:28.960 --> 00:11:30.960]  依法他其實就是伯利恆
[00:11:30.960 --> 00:11:34.040]  是拉捷埋葬的那個地方
[00:11:34.040 --> 00:11:36.360]  但是在另一處《路德紀》那裡
[00:11:36.360 --> 00:11:40.000]  講到依法他是在伯利恆境內
[00:11:40.000 --> 00:11:43.040]  然後阿彌的兩個兒子
[00:11:43.040 --> 00:11:45.760]  是猶大伯利恆的依法他人
[00:11:45.760 --> 00:11:47.960]  所以可能不同的年代
[00:11:47.960 --> 00:11:49.520]  這個地界也有一點的不同
[00:11:49.520 --> 00:11:52.480]  但是它基本上是屬於同一處了
[00:11:52.480 --> 00:11:53.400]  是那個地方
[00:11:53.400 --> 00:11:55.560]  而且他們這兩個字
[00:11:55.560 --> 00:11:58.160]  有比較相似的意思
[00:11:58.160 --> 00:12:01.600]  都是指土地有豐富的出產
[00:12:01.600 --> 00:12:05.400]  伯利恆的意思就是糧食的倉庫
[00:12:05.400 --> 00:12:08.760]  而依法他的意思就是結果之的
[00:12:08.760 --> 00:12:11.360]  都是代表有很好的出產
[00:12:11.360 --> 00:12:14.160]  為什麼這裡提到的都是一個
[00:12:14.160 --> 00:12:18.960]  非常積極無名的一個小城
[00:12:18.960 --> 00:12:21.480]  而沒有提到耶路撒冷呢
[00:12:21.480 --> 00:12:24.120]  君王以賽亞要來
[00:12:24.120 --> 00:12:25.920]  對一般人來講
[00:12:25.920 --> 00:12:27.720]  君王應該生在哪裡
[00:12:28.520 --> 00:12:30.520]  如果按照我們平常人的想像
[00:12:30.520 --> 00:12:33.960]  君王應該生在京城裡面對不對
[00:12:33.960 --> 00:12:35.240]  在皇城裡面
[00:12:35.240 --> 00:12:36.480]  不會在一個小城
[00:12:36.480 --> 00:12:37.160]  一個小鎮
[00:12:37.160 --> 00:12:38.680]  一個鄉村裡面的
[00:12:38.680 --> 00:12:42.280]  應該是在京城耶路撒冷才對的
[00:12:42.280 --> 00:12:45.800]  但是彌加先知卻是預言
[00:12:45.800 --> 00:12:48.960]  這個君王是出於一個小城
[00:12:48.960 --> 00:12:52.520]  是一個微不足道的伯利恆
[00:12:52.520 --> 00:12:54.840]  那這個伯利恆微不足道
[00:12:54.840 --> 00:12:56.120]  到一個什麼地步呢
[00:12:56.480 --> 00:13:00.480]  據當時的一些歷史的文獻記載
[00:13:00.480 --> 00:13:02.560]  就是那個地方非常的窮
[00:13:02.560 --> 00:13:03.520]  窮到什麼地步呢
[00:13:03.520 --> 00:13:08.720]  就是羅馬政府都不需要他們去繳稅的
[00:13:08.720 --> 00:13:11.240]  那就是屬於那種平民區
[00:13:11.240 --> 00:13:12.880]  就是免他稅的
[00:13:12.880 --> 00:13:14.160]  不需要收稅的
[00:13:14.160 --> 00:13:15.520]  就是到那個地步
[00:13:15.520 --> 00:13:18.440]  也就是一個不太起眼的地方
[00:13:18.440 --> 00:13:23.840]  它是猶大租城裡面非常小的一個城
[00:13:23.840 --> 00:13:26.440]  是一處不被尊重的地方
[00:13:26.440 --> 00:13:29.280]  這個就跟大衛有點像
[00:13:29.280 --> 00:13:31.080]  大家想想大衛他
[00:13:31.080 --> 00:13:34.800]  在家裡面他是排到最小的那一個
[00:13:34.800 --> 00:13:37.920]  那他也是不太被人尊重的
[00:13:37.920 --> 00:13:41.120]  特別是他自己的父親耶西
[00:13:41.120 --> 00:13:42.840]  好像也把他忘記了
[00:13:42.840 --> 00:13:44.800]  當有人來找他的時候
[00:13:44.800 --> 00:13:49.040]  他都把大衛這個小兒子給忽略掉了
[00:13:49.040 --> 00:13:52.240]  其實大衛他是主耶穌的育表
[00:13:52.240 --> 00:13:56.720]  神允許百姓在薄利衡當中
[00:13:56.720 --> 00:13:58.760]  要興起一個君王
[00:13:58.760 --> 00:14:01.520]  那人有可能看不起這個君王
[00:14:01.520 --> 00:14:03.520]  因為他沒有加刑美容
[00:14:03.520 --> 00:14:06.080]  人看見他的時候也不會尊重他
[00:14:06.080 --> 00:14:08.520]  但是他卻掌管列國
[00:14:08.520 --> 00:14:10.280]  他出來的時候
[00:14:10.280 --> 00:14:12.600]  百姓的盼望就實現了
[00:14:12.600 --> 00:14:14.120]  所以我們這裡看到
[00:14:14.120 --> 00:14:17.520]  彌賽亞的出身其實並不顯赫的
[00:14:17.520 --> 00:14:21.160]  這個跟當時的百姓有什麼關係呢
[00:14:21.160 --> 00:14:22.640]  我想是非常有關係
[00:14:22.640 --> 00:14:26.040]  因為當時的生活是階級非常分明的
[00:14:26.040 --> 00:14:29.200]  貧富懸殊也是非常大的
[00:14:29.200 --> 00:14:31.440]  在這種情況底下
[00:14:31.440 --> 00:14:33.760]  飽受欺壓的這些百姓
[00:14:33.760 --> 00:14:37.640]  他們看到一個的君王
[00:14:37.640 --> 00:14:39.840]  跟他們的出身有點貼近
[00:14:39.840 --> 00:14:43.640]  就像好像彌加一樣他是很親民的
[00:14:43.640 --> 00:14:46.160]  其實是一個莫大的鼓勵和盼望
[00:14:46.160 --> 00:14:48.800]  這個身分他不是一個貴族的身分
[00:14:48.800 --> 00:14:50.320]  是一個平民的身分
[00:14:50.320 --> 00:14:52.680]  而且是非常卑微的身分
[00:14:52.680 --> 00:14:53.960]  所以讓當時的百姓
[00:14:53.960 --> 00:14:56.640]  他們在絕望的黑暗裡面
[00:14:56.640 --> 00:15:00.200]  似乎看到一點希望的光芒
[00:15:00.200 --> 00:15:03.800]  在這一節
[00:15:03.800 --> 00:15:08.320]  有人也說是一個很著名的彌賽亞的預言
[00:15:08.320 --> 00:15:12.080]  這個預言給世人有兩個很重要的信息
[00:15:12.080 --> 00:15:13.400]  第一個信息就是
[00:15:13.400 --> 00:15:14.720]  有一位的彌賽亞
[00:15:14.720 --> 00:15:18.760]  他要出至大衛的家鄉伯利恆城
[00:15:18.760 --> 00:15:21.760]  第二就是這位彌賽亞
[00:15:21.760 --> 00:15:23.120]  自有人類以來
[00:15:23.120 --> 00:15:26.360]  他就有從創世以前就存在
[00:15:26.360 --> 00:15:28.040]  他是那位永恆的主
[00:15:28.040 --> 00:15:32.720]  大概他要預告這兩個很重要的信息
[00:15:32.720 --> 00:15:35.320]  然後第三節我們來看
[00:15:35.320 --> 00:15:36.240]  第三節說
[00:15:36.240 --> 00:15:41.960]  耶和華必將以色列人交付敵人
[00:15:41.960 --> 00:15:45.680]  只等那生產的婦人生下子來
[00:15:45.680 --> 00:15:46.880]  那時掌權者
[00:15:46.880 --> 00:15:49.360]  其餘的弟兄必歸到以色列那裡
[00:15:49.360 --> 00:15:50.760]  這裡很明顯
[00:15:50.760 --> 00:15:51.680]  這個生產的婦人
[00:15:51.680 --> 00:15:53.800]  大家都應該知道是誰
[00:15:53.800 --> 00:15:55.800]  不用多解釋
[00:15:55.800 --> 00:15:59.160]  也是指著將來的彌賽亞的母親
[00:15:59.160 --> 00:16:02.080]  就是瑪麗亞
[00:16:02.080 --> 00:16:03.320]  那前面為什麼說
[00:16:03.320 --> 00:16:05.320]  耶和華要將以色列人交付敵人呢
[00:16:05.320 --> 00:16:07.840]  其實就是現在他們所處的那個情況
[00:16:07.840 --> 00:16:10.360]  他們受外敵的圍攻
[00:16:10.360 --> 00:16:12.560]  因為他們犯罪的緣故
[00:16:12.560 --> 00:16:14.760]  耶和華神要藉著外邦
[00:16:14.760 --> 00:16:17.960]  藉著其他的國家來施行管教
[00:16:17.960 --> 00:16:22.080]  就是對他自己的子民來進行管教
[00:16:22.080 --> 00:16:26.760]  當時以色列民他們面對很多敵人的侵襲
[00:16:26.760 --> 00:16:30.760]  甚至神要好像把他們交付給敵人一樣
[00:16:30.760 --> 00:16:31.680]  聖經裡面也說
[00:16:31.680 --> 00:16:33.960]  審判要從神的家起手
[00:16:33.960 --> 00:16:35.040]  要等到什麼時候
[00:16:35.040 --> 00:16:37.040]  這種情況才能有改變呢
[00:16:37.040 --> 00:16:43.680]  就是等到婦人生子的時候才有轉機
[00:16:43.680 --> 00:16:47.000]  那後面講到其餘的弟兄必歸到以色列那裡
[00:16:47.000 --> 00:16:51.480]  其餘的弟兄其實就指那些釋散在外的以色列人
[00:16:51.480 --> 00:16:54.760]  他們將來要聯合在一起
[00:16:54.760 --> 00:16:56.120]  神 就是彌賽亞
[00:16:56.120 --> 00:17:01.440]  祂要復興和聯合這些以色列民
[00:17:01.440 --> 00:17:04.000]  接下來第四節講到一個很重要的
[00:17:04.000 --> 00:17:08.800]  就是這個彌賽亞祂來施行拯救的時候
[00:17:08.800 --> 00:17:11.080]  祂是依靠耶和華的大能
[00:17:11.080 --> 00:17:13.880]  並耶和華他神之名的威嚴
[00:17:13.880 --> 00:17:14.920]  也就是說
[00:17:14.920 --> 00:17:18.040]  祂能力的來源也不是祂自己
[00:17:18.040 --> 00:17:19.840]  祂是依靠什麼呢
[00:17:19.840 --> 00:17:22.000]  依靠耶和華的大能
[00:17:22.000 --> 00:17:26.120]  並耶和華他神之名的威嚴
[00:17:26.120 --> 00:17:28.640]  就是這位彌賽亞這位的救主
[00:17:28.640 --> 00:17:30.800]  祂是從神那裡得到力量
[00:17:30.800 --> 00:17:35.040]  像慈祥的牧者一樣保護他們的養犬
[00:17:35.040 --> 00:17:38.160]  餵養他們
[00:17:38.160 --> 00:17:40.200]  然後一直到哪裡呢
[00:17:40.200 --> 00:17:41.640]  一直到地極
[00:17:41.640 --> 00:17:43.920]  就是預示著整個的福音
[00:17:43.920 --> 00:17:48.080]  將要傳播到世界的每一個角落
[00:17:48.080 --> 00:17:50.400]  其實彌賽亞的掌權
[00:17:50.400 --> 00:17:53.800]  是在聖經裡面一早就有預言
[00:17:53.800 --> 00:17:57.640]  而祂施行統治的時候
[00:17:57.640 --> 00:17:59.600]  祂不是靠人的操縱
[00:17:59.600 --> 00:18:01.160]  也不是靠人的管理
[00:18:01.160 --> 00:18:04.360]  乃是靠耶和華的大能
[00:18:04.360 --> 00:18:08.360]  這個也跟我們今天所講的題目是相回應
[00:18:08.360 --> 00:18:12.720]  就是我們很多時候會找其他的一些的依靠
[00:18:12.720 --> 00:18:15.000]  但是我們現在這裡看到
[00:18:15.000 --> 00:18:17.000]  連彌賽亞
[00:18:17.000 --> 00:18:18.680]  她也不是靠她自己
[00:18:18.680 --> 00:18:25.160]  她是依靠那位耶和華神的大能
[00:18:25.160 --> 00:18:27.320]  這裡也告訴我們彌賽亞的工作
[00:18:27.320 --> 00:18:29.320]  是要依靠耶和華的大能
[00:18:29.320 --> 00:18:30.840]  牧養祂的百姓
[00:18:30.840 --> 00:18:36.200]  並且要保護和拯救他們
[00:18:36.200 --> 00:18:42.720]  接下來我們再看第五節和第六節
[00:18:42.720 --> 00:18:45.040]  這裡講到神在百姓中間
[00:18:45.040 --> 00:18:48.240]  要立一些的首領來保護他們
[00:18:48.240 --> 00:18:50.720]  敵人就是亞述帝國
[00:18:50.720 --> 00:18:54.080]  這些敵人不能侵襲他們
[00:18:54.080 --> 00:18:56.880]  而且他們會受到以色列人的挾持
[00:18:56.880 --> 00:19:00.400]  這裡講到有七個牧者或者是八個首領
[00:19:00.400 --> 00:19:03.400]  七個八個其實都是指一個大概的數目
[00:19:03.400 --> 00:19:05.560]  也是指很多了
[00:19:05.560 --> 00:19:11.520]  其實指神會興起足夠的這些的首領
[00:19:11.520 --> 00:19:14.400]  來保護他們 來帶領他們
[00:19:14.400 --> 00:19:17.200]  這裡有兩個的地方
[00:19:17.200 --> 00:19:20.440]  一個是林祿地
[00:19:20.440 --> 00:19:21.840]  一個是亞述地
[00:19:21.840 --> 00:19:25.400]  其實這兩個地方都可以只是同一處地方
[00:19:25.400 --> 00:19:29.880]  因為這兩個詞是一個可以是同一詞
[00:19:29.880 --> 00:19:34.000]  林祿在舊約裡面其實有兩處地方提到了
[00:19:34.000 --> 00:19:37.040]  是指巴比倫或者是亞述之地
[00:19:37.040 --> 00:19:40.280]  林祿他是巴比倫的一個立國者
[00:19:40.280 --> 00:19:42.760]  他就是建立巴比倫王國的那個人
[00:19:42.760 --> 00:19:45.320]  所以這裡講到林祿地和亞述地
[00:19:45.320 --> 00:19:48.720]  其實都是可以代表那些敵對神的國家
[00:19:48.720 --> 00:19:51.600]  或者是敵對神的勢力
[00:19:51.600 --> 00:19:55.720]  那神有一天要興起彌賽亞
[00:19:55.720 --> 00:20:01.840]  然後把這些的敵對神的勢力都要除滅
[00:20:01.840 --> 00:20:03.640]  然後賜給他們有平安
[00:20:03.640 --> 00:20:06.880]  那這裡特別講到他必做我們的平安
[00:20:06.880 --> 00:20:12.240]  我們都知道耶和華神賜下了這位耶穌基督
