
[00:00:00.000 --> 00:00:03.140]  上個禮拜Jonathan就開始了這個系列
[00:06:26.160 --> 00:06:30.560]  耶穌基督來到世界上爲我們的罪死而復活
[00:06:30.560 --> 00:06:33.160]  祂做了一次給我們看
[00:06:33.160 --> 00:06:34.660]  做了一次給我們看就是
[00:06:34.660 --> 00:06:38.360]  死後仍然有其他事情發生
[00:06:38.360 --> 00:06:42.260]  你神的兒女,死不是你的終結
[00:06:42.260 --> 00:06:46.560]  死後你會復活,你會得榮耀
[00:06:46.560 --> 00:06:49.360]  他講的一樣,一起就得榮耀
[00:06:49.360 --> 00:06:51.060]  講完這件事
[00:06:51.060 --> 00:06:53.060]  他講了另一個概念,他又講什麼
[00:06:53.060 --> 00:06:56.960]  現在和將來,開始用一些對比的方法講
[00:06:56.960 --> 00:06:59.260]  現在,這一刻,和將來
[00:06:59.260 --> 00:07:00.660]  大家想到將來就想到
[00:07:00.660 --> 00:07:04.060]  哦,他講將來嘛,就是講到
[00:07:04.060 --> 00:07:07.560]  世界完結了,耶穌回來的那個將來
[00:07:07.560 --> 00:07:09.660]  搞清楚,現在
[00:07:09.660 --> 00:07:11.960]  下一秒就是你的將來
[00:07:11.960 --> 00:07:13.860]  下兩秒都是你的將來
[00:07:13.860 --> 00:07:15.460]  那個將來是
[00:07:15.460 --> 00:07:16.860]  之後,那些都是叫將來
[00:07:16.860 --> 00:07:20.160]  不要一下子就去到世界末日最終的那個將來
[00:07:20.160 --> 00:07:22.360]  明天都是你的將來
[00:07:22.360 --> 00:07:23.860]  現在和將來
[00:07:23.860 --> 00:07:26.460]  同一時間他又講了兩樣東西,對比的就是
[00:07:26.460 --> 00:07:29.660]  苦楚和榮耀
[00:07:29.660 --> 00:07:31.460]  他這樣作對比
[00:07:31.460 --> 00:07:34.160]  這個東西我畫出來幹什麼
[00:07:34.160 --> 00:07:35.160]  你們不明白我在畫什麼
[00:07:35.160 --> 00:07:36.560]  我希望你們會明白
[00:07:36.560 --> 00:07:39.560]  我在畫一個平衡,一個天秤
[00:07:39.560 --> 00:07:42.160]  我和大英前輩有時候聊天都會講一樣東西
[00:07:42.160 --> 00:07:45.160]  其實每個人心裏面都有一個稱
[00:07:45.160 --> 00:07:46.460]  你作任何選擇的時候
[00:07:46.460 --> 00:07:49.760]  你都會稱哪一樣比較重要
[00:07:49.760 --> 00:07:51.260]  那你就會選哪一樣
[00:07:51.260 --> 00:07:52.960]  你怎樣都在稱
[00:07:52.960 --> 00:07:56.560]  就是,究竟和我女朋友喫飯還是和我媽媽喫飯
[00:07:56.560 --> 00:07:57.560]  先稱一稱
[00:07:57.560 --> 00:07:59.060]  幫我稱一稱
[00:07:59.060 --> 00:08:01.160]  你心裏面在稱的
[00:08:01.160 --> 00:08:02.560]  喏
[00:08:02.560 --> 00:08:07.360]  苦楚和榮耀
[00:08:07.360 --> 00:08:08.660]  有一樣東西
[00:08:08.660 --> 00:08:10.260]  保羅講了就是神的兒女
[00:08:10.260 --> 00:08:12.060]  當你認識耶穌基督
[00:08:12.060 --> 00:08:13.760]  接受祂爲你的救主的時候
[00:08:13.760 --> 00:08:15.360]  我們是神的兒女
[00:08:15.360 --> 00:08:16.860]  我們知道一樣東西就是
[00:08:16.860 --> 00:08:18.960]  死後會復活
[00:08:18.960 --> 00:08:20.160]  死亡被戰勝了
[00:08:20.160 --> 00:08:21.860]  後面有榮耀等着我們
[00:08:21.860 --> 00:08:24.160]  但是當你不認識耶穌基督
[00:08:24.160 --> 00:08:25.460]  不認識神的時候
[00:08:25.460 --> 00:08:28.860]  你是不知道死後有榮耀的
[00:08:28.860 --> 00:08:30.960]  有榮耀跟着的
[00:08:30.960 --> 00:08:33.160]  你的世界裏沒有榮耀這個概念
[00:08:33.160 --> 00:08:34.460]  沒有榮耀這東西
[00:08:34.460 --> 00:08:36.560]  你的世界只有苦楚
[00:08:36.560 --> 00:08:39.460]  想想你的稱只有一樣東西
[00:08:39.460 --> 00:08:40.760]  只有苦楚
[00:08:40.760 --> 00:08:44.760]  近世都足夠讓你的稱站在一邊
[00:08:44.760 --> 00:08:46.360]  你的生命就是苦楚
[00:08:46.360 --> 00:08:48.160]  你見到的就是苦楚
[00:08:48.160 --> 00:08:50.760]  你所謂的全世界就是苦楚
[00:08:50.760 --> 00:08:52.260]  沒有其他東西
[00:08:52.260 --> 00:08:53.760]  天天都很苦
[00:08:53.760 --> 00:08:55.960]  但原來當你認識耶穌基督
[00:08:55.960 --> 00:08:58.960]  知道耶穌基督所爲你所做的
[00:08:58.960 --> 00:09:00.460]  戰勝了死亡
[00:09:00.460 --> 00:09:01.960]  勝過了罪的時候
[00:09:01.960 --> 00:09:03.560]  我們有榮耀
[00:09:03.560 --> 00:09:04.660]  有榮耀了
[00:09:04.660 --> 00:09:07.160]  又可以再量度
[00:09:07.160 --> 00:09:09.160]  苦楚和榮耀
[00:09:09.160 --> 00:09:10.260]  但實在有一個問題
[00:09:10.260 --> 00:09:11.960]  今天大型節目我想問你一件事
[00:09:11.960 --> 00:09:13.360]  經常說神的榮耀
[00:09:13.360 --> 00:09:14.860]  我們有榮耀
[00:09:14.860 --> 00:09:16.060]  次次實實問你一句
[00:09:16.060 --> 00:09:19.760]  你知不知道什麼是榮耀
[00:09:19.760 --> 00:09:21.360]  什麼是榮耀
[00:09:21.360 --> 00:09:22.360]  聖經經常講榮耀
[00:09:22.360 --> 00:09:23.160]  耶穌講榮耀
[00:09:23.160 --> 00:09:24.960]  你知不知道什麼是榮耀
[00:09:24.960 --> 00:09:26.060]  因爲現在在稱
[00:09:26.060 --> 00:09:27.460]  在稱苦楚和榮耀
[00:09:27.460 --> 00:09:29.860]  苦楚是人人都認識的
[00:09:29.860 --> 00:09:32.260]  不認識耶穌基督的人都認識苦楚
[00:09:32.260 --> 00:09:34.560]  從你出生那一刻就認識苦楚
[00:09:34.560 --> 00:09:35.660]  沒飯喫
[00:09:35.660 --> 00:09:38.260]  肚子餓哭得很苦
[00:09:38.260 --> 00:09:39.360]  上學很苦
[00:09:39.360 --> 00:09:40.460]  考試很苦
[00:09:40.460 --> 00:09:41.760]  上班很苦
[00:09:41.760 --> 00:09:43.660]  失業更苦
[00:09:43.660 --> 00:09:45.460]  失戀更苦
[00:09:45.460 --> 00:09:47.260]  大家都很認識苦楚
[00:09:47.260 --> 00:09:48.160]  人人都認識苦楚
[00:09:48.160 --> 00:09:49.860]  病痛的苦楚人人都認識
[00:09:49.860 --> 00:09:51.660]  但我想問
[00:09:51.660 --> 00:09:55.360]  你知不知道什麼是榮耀
[00:09:55.360 --> 00:09:58.060]  如果你不知道什麼是榮耀
[00:09:58.060 --> 00:09:59.160]  你認識苦楚
[00:09:59.160 --> 00:10:00.360]  那個東西就站在一旁
[00:10:00.360 --> 00:10:01.960]  你的世界只有苦楚
[00:10:01.960 --> 00:10:02.760]  你見到所有苦楚
[00:10:02.760 --> 00:10:04.660]  你過着一個苦楚的生活
[00:10:04.660 --> 00:10:07.260]  直至你明白什麼是榮耀
[00:10:07.260 --> 00:10:09.360]  那個榮耀有多大
[00:10:09.360 --> 00:10:10.960]  你心裏的稱
[00:10:10.960 --> 00:10:13.160]  就會站在榮耀那一邊
[00:10:13.160 --> 00:10:13.660]  你會見到
[00:10:13.660 --> 00:10:16.960]  原來我的生活是有榮耀的
[00:10:16.960 --> 00:10:20.060]  我作的選擇會因着榮耀的緣故
[00:10:20.060 --> 00:10:22.760]  我會作出另一個選擇
[00:10:22.760 --> 00:10:23.860]  我問一下
[00:10:23.860 --> 00:10:25.160]  切切實實問一下自己
[00:10:25.160 --> 00:10:31.160]  你知不知道什麼是榮耀
[00:10:31.160 --> 00:10:33.260]  近這十年
[00:10:33.260 --> 00:10:35.260]  我發現近這十年
[00:10:35.260 --> 00:10:36.860]  人們很喜歡跑步
[00:10:36.860 --> 00:10:38.460]  全部人都跑步
[00:10:38.460 --> 00:10:39.560]  平時不運動的人說
[00:10:39.560 --> 00:10:40.060]  不是啊
[00:10:40.060 --> 00:10:41.260]  我下個星期去馬拉松
[00:10:41.260 --> 00:10:43.460]  所以我今個星期開始訓練
[00:10:43.460 --> 00:10:44.460]  哇
[00:10:44.460 --> 00:10:46.660]  你這個肚腦
[00:10:46.660 --> 00:10:48.960]  大過我的胸肌
[00:10:48.960 --> 00:10:51.060]  爲什麼突然去跑馬拉松
[00:10:51.060 --> 00:10:53.160]  以前沒有人玩馬拉松
[00:10:53.160 --> 00:10:55.460]  現在人人都跑步
[00:10:55.460 --> 00:10:56.560]  跑步辛苦嗎
[00:10:56.560 --> 00:10:57.760]  很辛苦
[00:10:57.760 --> 00:10:58.860]  我大學的時候
[00:10:58.860 --> 00:11:01.860]  被逼要去上一個體能鍛鍊的課堂
[00:11:01.860 --> 00:11:05.060]  要在極短時間內跑很長的距離
[00:11:05.060 --> 00:11:06.560]  跑到真的會吐
[00:11:06.560 --> 00:11:09.160]  會一吐在那裏跑
[00:11:09.160 --> 00:11:11.460]  很辛苦
[00:11:11.460 --> 00:11:11.960]  我也不明白
[00:11:11.960 --> 00:11:13.260]  爲什麼人們那麼喜歡跑馬拉松
[00:11:13.260 --> 00:11:14.760]  很辛苦
[00:11:14.760 --> 00:11:17.160]  但人們就是喜歡跑
[00:11:17.160 --> 00:11:19.060]  跑是辛苦的
[00:11:19.060 --> 00:11:20.760]  但是時間有限
[00:11:20.760 --> 00:11:22.560]  不是叫你跑一輩子
[00:11:22.560 --> 00:11:23.760]  跑幾個小時
[00:11:23.760 --> 00:11:25.760]  有一個距離
[00:11:25.760 --> 00:11:26.560]  有一個時間
[00:11:26.560 --> 00:11:27.660]  辛苦了一段時間之後
[00:11:27.660 --> 00:11:31.260]  他們期待的是有充電的一刻
[00:11:31.260 --> 00:11:32.560]  有終點
[00:11:32.560 --> 00:11:34.060]  有人跑馬拉松的原因就是
[00:11:34.060 --> 00:11:35.460]  希望拿個獎牌
[00:11:35.460 --> 00:11:38.060]  有人希望挑戰自己
[00:11:38.060 --> 00:11:38.960]  原來在終點線
[00:11:38.960 --> 00:11:41.260]  他們希望有一個榮耀
[00:11:41.260 --> 00:11:43.960]  去得到滿足的喜樂
[00:11:43.960 --> 00:11:47.960]  一個那麼有限的獎牌
[00:11:47.960 --> 00:11:49.760]  或者自己的滿足感
[00:11:49.760 --> 00:11:53.660]  都讓你可以抵受跑馬拉松的辛苦
[00:11:53.660 --> 00:11:55.960]  何況當你明白
[00:11:55.960 --> 00:11:59.860]  人生的榮耀有多大的時候
[00:11:59.860 --> 00:12:01.060]  就像保羅所說
[00:12:01.060 --> 00:12:03.060]  苦楚變得很小
[00:12:03.060 --> 00:12:05.360]  小到微不足道
[00:12:05.360 --> 00:12:07.760]  因爲你看到榮耀有多大
[00:12:07.760 --> 00:12:09.660]  你看到喜樂有多大
[00:12:09.660 --> 00:12:10.560]  榮耀
[00:12:10.560 --> 00:12:13.060]  什麼是榮耀
[00:12:13.060 --> 00:12:14.060]  我們繼續看
[00:12:14.060 --> 00:12:18.160]  羅馬書八章十九至二十一節
[00:12:18.160 --> 00:12:20.060]  一二三
[00:12:20.060 --> 00:12:21.360]  受造之物
[00:12:21.360 --> 00:12:22.560]  切忘等候
[00:12:22.560 --> 00:12:24.960]  神的宗旨顯出來
[00:12:24.960 --> 00:12:26.860]  因爲受造之物
[00:12:26.860 --> 00:12:28.760]  伏在虛空之下
[00:12:28.760 --> 00:12:30.760]  不是自己願意
[00:12:30.760 --> 00:12:34.160]  乃是因他覺得如此的
[00:12:34.160 --> 00:12:35.760]  但受造之物
[00:12:35.760 --> 00:12:39.360]  仍然指望脫離敗壞的剋制
[00:12:39.360 --> 00:12:44.160]  得享神而累自由的榮耀
[00:12:44.160 --> 00:12:46.560]  繼續講羅馬書
[00:12:46.560 --> 00:12:48.960]  保羅說了一件事
[00:12:48.960 --> 00:12:50.560]  受造之物
[00:12:50.560 --> 00:12:51.960]  切忘等候
[00:12:51.960 --> 00:12:54.660]  神的宗旨顯出來
[00:12:54.660 --> 00:12:56.160]  受造之物
[00:12:56.160 --> 00:12:57.160]  Creation
[00:12:57.160 --> 00:13:00.260]  是所有的受造之物
[00:13:00.260 --> 00:13:01.460]  原來全世界等一樣東西
[00:13:01.460 --> 00:13:04.460]  剛纔都說有人在等拍拖
[00:13:04.460 --> 00:13:05.160]  有人在等拍拖
[00:13:05.160 --> 00:13:05.860]  有人在等生子
[00:13:05.860 --> 00:13:06.960]  有人在等結婚
[00:13:06.960 --> 00:13:08.260]  但保羅說了
[00:13:08.260 --> 00:13:10.660]  全世界其實都在等一樣東西
[00:13:10.660 --> 00:13:13.060]  在等神的宗旨顯出來
[00:13:13.060 --> 00:13:14.960]  神的兒女顯出來
[00:13:14.960 --> 00:13:19.060]  原來整個世界在期盼一羣得救的人
[00:13:19.060 --> 00:13:20.360]  很奇怪
[00:13:20.360 --> 00:13:22.560]  你們信耶穌
[00:13:22.560 --> 00:13:24.760]  原來全世界都在等你
[00:13:24.760 --> 00:13:26.560]  全世界都在等你
[00:13:26.560 --> 00:13:28.660]  我不知道有人在等我
[00:13:28.660 --> 00:13:31.860]  繼續講到底在等我們什麼呢
[00:13:31.860 --> 00:13:33.260]  所有虛空之下
[00:13:33.260 --> 00:13:34.560]  而且受造之物
[00:13:34.560 --> 00:13:39.460]  他們很希望脫離敗壞的剋制
[00:13:39.460 --> 00:13:40.960]  所有
[00:13:40.960 --> 00:13:41.960]  就算未信主的人
[00:13:41.960 --> 00:13:43.760]  全世界的人都在等候
[00:13:43.760 --> 00:13:46.960]  希望離開敗壞的剋制
[00:13:46.960 --> 00:13:48.060]  敗壞的剋制很難明白
[00:13:48.060 --> 00:13:49.860]  我們用新譯本去看一看
[00:13:49.860 --> 00:13:52.660]  新譯本是脫離敗壞的奴役
[00:13:52.660 --> 00:13:57.460]  原來全世界的東西都在受奴役
[00:13:57.460 --> 00:13:59.560]  意思是什麼呢
[00:13:59.560 --> 00:14:00.560]  什麼人會受奴役呢
[00:14:00.560 --> 00:14:01.260]  就是奴隸
[00:14:01.260 --> 00:14:04.460]  全世界都成爲了奴隸
[00:14:04.460 --> 00:14:05.760]  所有人
[00:14:05.760 --> 00:14:07.060]  就算不認識神的人
[00:14:07.060 --> 00:14:08.360]  心裏面都有一個渴望
[00:14:08.360 --> 00:14:11.260]  希望脫離奴役
[00:14:11.260 --> 00:14:14.060]  脫離剋制
[00:14:14.060 --> 00:14:15.860]  而保羅說一件事
[00:14:15.860 --> 00:14:16.860]  又是一個對比
[00:14:16.860 --> 00:14:19.260]  一個是奴役
[00:14:19.260 --> 00:14:23.160]  但另一個是神兒女自由的榮耀
[00:14:23.160 --> 00:14:24.360]  又是一個對比
[00:14:24.360 --> 00:14:27.160]  剛纔說了苦楚和榮耀
[00:14:27.160 --> 00:14:32.760]  這裏說了奴役和自由
[00:14:32.760 --> 00:14:36.660]  這裏誰信了主就舉起手
[00:14:36.660 --> 00:14:37.660]  哇 舉起兩個手
[00:14:37.660 --> 00:14:41.960]  哇 多厲害
[00:14:41.960 --> 00:14:43.760]  你是神的兒女
[00:14:43.760 --> 00:14:47.160]  你應該有自由的
[00:14:47.160 --> 00:14:50.260]  我們一會兒看看你是不是真的有自由
[00:14:50.260 --> 00:14:54.560]  還是你選擇了繼續做奴隸
[00:14:54.560 --> 00:14:57.860]  我們說奴隸是很難明白的
[00:14:57.860 --> 00:14:58.860]  我們這個世代的人
[00:14:58.860 --> 00:15:00.460]  這幾十年出生的人
[00:15:00.460 --> 00:15:01.460]  奴隸
[00:15:01.460 --> 00:15:04.260]  奴隸是那些黑奴
[00:15:04.260 --> 00:15:06.260]  經常只說黑奴
[00:15:06.260 --> 00:15:09.560]  我們感受不到奴隸是有多辛苦的
[00:15:09.560 --> 00:15:10.560]  奴隸是怎樣
[00:15:10.560 --> 00:15:13.960]  這裏有一些畫
[00:15:13.960 --> 00:15:16.060]  我一說到美國就說黑奴
[00:15:16.060 --> 00:15:18.560]  其實有一段歷史
[00:15:18.560 --> 00:15:20.660]  中國人是做奴隸的
[00:15:20.660 --> 00:15:21.560]  在清末的時候
[00:15:21.560 --> 00:15:23.660]  很多中國人被賣豬仔
[00:15:23.660 --> 00:15:24.360]  大家認不認識那個字
[00:15:24.360 --> 00:15:25.960]  賣豬仔被人騙了
[00:15:25.960 --> 00:15:29.960]  來到美國建鐵路挖金
[00:15:29.960 --> 00:15:31.460]  其實被人騙了
[00:15:31.460 --> 00:15:32.860]  做苦工
[00:15:32.860 --> 00:15:34.760]  這些是當時的人
[00:15:34.760 --> 00:15:36.260]  仍然是雜邊的
[00:15:36.260 --> 00:15:39.060]  仍然是清朝人的雜邊
[00:15:39.060 --> 00:15:42.760]  這裏是當時的新聞
[00:15:42.760 --> 00:15:44.660]  報紙上畫中國人
[00:15:44.660 --> 00:15:46.460]  你知不知道是什麼
[00:15:46.460 --> 00:15:50.360]  What shall we do with John Chinaman
[00:15:50.360 --> 00:15:52.660]  我們應該怎樣對待中國人
[00:15:52.660 --> 00:15:54.260]  就是抓了他
[00:15:54.260 --> 00:15:55.460]  然後找他笨
[00:15:55.460 --> 00:15:59.160]  叫他做苦工
[00:15:59.160 --> 00:16:00.460]  奴隸
[00:16:00.460 --> 00:16:02.960]  原來中國人很多時候都是奴隸
[00:16:02.960 --> 00:16:06.460]  今天中國人還是奴隸
[00:16:06.460 --> 00:16:08.660]  苦工不是自願的
[00:16:08.660 --> 00:16:10.860]  被人騙了
[00:16:10.860 --> 00:16:11.660]  所以說
[00:16:11.660 --> 00:16:13.160]  大家最認識的一說到奴隸
[00:16:13.160 --> 00:16:15.160]  就是黑人
[00:16:15.160 --> 00:16:18.860]  在棉花田工作
[00:16:18.860 --> 00:16:22.460]  大家仍然對奴隸沒有切身的感覺
[00:16:22.460 --> 00:16:26.860]  奴隸是非自願被逼成爲奴隸
[00:16:26.860 --> 00:16:28.560]  爲什麼我要給大家看這張照片
[00:16:28.560 --> 00:16:30.460]  有大有小
[00:16:30.460 --> 00:16:31.960]  是不是他兒子出生的時候
[00:16:31.960 --> 00:16:33.460]  自己簽約想做奴隸
[00:16:33.460 --> 00:16:34.460]  不是
[00:16:34.460 --> 00:16:36.660]  是他一出生就是奴隸
[00:16:36.660 --> 00:16:37.860]  不是你選擇的
[00:16:37.860 --> 00:16:41.760]  你出生已經是奴隸
[00:16:41.760 --> 00:16:43.160]  你一家人
[00:16:43.160 --> 00:16:45.160]  你一生人都是奴隸
[00:16:45.160 --> 00:16:49.360]  你被控制做一些你不想做的事
