
[00:00:00.000 --> 00:00:07.160]  大主,當我們知道祢是何等寶貴的時候
[00:02:25.360 --> 00:02:27.760]  叫做甚麼?大家知道嗎?
[00:02:27.760 --> 00:02:28.800]  「同哭堂」
[00:02:28.800 --> 00:02:30.800]  如果你在這裏的話,你會知道
[00:02:30.800 --> 00:02:33.240]  我們有一個別號叫「同哭堂」
[00:02:33.240 --> 00:02:36.200]  所以我們沒有東西多,寧死多紙巾
[00:02:36.200 --> 00:02:39.680]  你隨時隨便用,不用錢的
[00:02:39.680 --> 00:02:42.080]  另外在另一方面,有人跟我說
[00:02:42.080 --> 00:02:46.720]  他說「莉莉娜,我不是很享受唱歌的
[00:02:46.720 --> 00:02:50.400]  所以你們二十分鐘,其實我都挺難捱的
[00:02:50.400 --> 00:02:53.440]  只要站在這裏二十分鐘,都不知道要做甚麼」
[00:02:53.440 --> 00:02:55.920]  我認識一對夫婦,跟她很熟
[00:02:55.920 --> 00:02:59.120]  我留意到她們很準時回崇拜
[00:02:59.120 --> 00:03:00.400]  她們怎樣準時呢?
[00:03:00.400 --> 00:03:04.160]  就是崇拜開始後十五分鐘
[00:03:04.160 --> 00:03:06.800]  她們就會出院,每次都是這樣
[00:03:06.800 --> 00:03:11.520]  我跟她很熟,有一次終於有機會忍不住問她
[00:03:11.520 --> 00:03:13.520]  「你是否搭甚麼村巴?你住哪裏?
[00:03:13.520 --> 00:03:15.960]  為何會這樣?這麼不準時?」
[00:03:15.960 --> 00:03:21.640]  她說「其實莉莉娜,我們回教會是聽到的
[00:03:21.640 --> 00:03:24.280]  你們搞二十分鐘唱歌
[00:03:24.280 --> 00:03:30.280]  我是純服教會的,不過我自動調教崇拜時間
[00:03:30.280 --> 00:03:33.160]  每次我都會撥後十五分鐘
[00:03:33.160 --> 00:03:36.280]  因為十五分鐘後我們關門,不能進來
[00:03:36.280 --> 00:03:38.240]  她準時來到的時候,進來的時候
[00:03:38.240 --> 00:03:40.240]  我捱五分鐘就行了」
[00:03:40.240 --> 00:03:43.120]  我很感謝這位熟,她用捱字
[00:03:43.120 --> 00:03:46.680]  其實我很感謝她很坦白地跟我分享
[00:03:46.680 --> 00:03:48.040]  有些人跟我說
[00:03:48.040 --> 00:03:51.320]  「回教會不是應該安靜一點嗎?
[00:03:51.320 --> 00:03:53.880]  你們又彈琴,又打鼓
[00:03:53.880 --> 00:03:58.080]  幸好音樂不是有音響,喇叭有多大」
[00:03:58.080 --> 00:04:00.720]  我說「不行」
[00:04:00.720 --> 00:04:02.120]  然後有些人跟我說
[00:04:02.120 --> 00:04:05.400]  「你還叫我舉手跳舞」
[00:04:05.400 --> 00:04:08.760]  我無法適應
[00:04:08.760 --> 00:04:15.000]  我也很歡迎每一個回應,其實是我們的真實感受
[00:04:15.000 --> 00:04:17.120]  但我想問一下姐妹
[00:04:17.120 --> 00:04:20.200]  其實我問你,敬拜是甚麼的時候呢?
[00:04:20.200 --> 00:04:24.280]  你會怎樣回答我?
[00:04:24.280 --> 00:04:26.600]  我知道你不多不少都可以回答到一些
[00:04:26.600 --> 00:04:27.960]  有些人跟我說
[00:04:27.960 --> 00:04:30.800]  「我們誇獎神,對不對?也是對的
[00:04:30.800 --> 00:04:34.840]  我們來到去建制,給上帝,也是對的
[00:04:34.840 --> 00:04:38.360]  既然說我們誇獎神
[00:04:38.360 --> 00:04:39.800]  敬拜神,也是對的
[00:04:39.800 --> 00:04:41.960]  我們就要問一下
[00:04:41.960 --> 00:04:42.960]  想一下
[00:04:42.960 --> 00:04:44.600]  除了我自己喜不喜歡這個敬拜
[00:04:44.600 --> 00:04:46.840]  我覺得今天這個敬拜好不好之餘
[00:04:46.840 --> 00:04:49.520]  不如我們也問一下
[00:04:49.520 --> 00:04:51.760]  收禮物的那個
[00:04:51.760 --> 00:04:53.000]  我們的上帝
[00:04:53.000 --> 00:04:54.880]  祂怎樣說敬拜
[00:04:54.880 --> 00:05:00.960]  在祂的敬拜當中,其實祂期望甚麼呢?
[00:05:00.960 --> 00:05:03.240]  所以我們一定要回去看聖經
[00:05:03.240 --> 00:05:05.880]  我們一起來讀
[00:05:05.880 --> 00:05:08.240]  《出埃及記》三章十二節
[00:05:08.240 --> 00:05:09.280]  我們一起讀
[00:05:09.280 --> 00:05:11.800]  「神說,我必與你同在
[00:05:11.800 --> 00:05:14.680]  你將百姓從埃及領出來之後
[00:05:14.680 --> 00:05:17.480]  你們必在這山上侍奉我
[00:05:17.480 --> 00:05:21.040]  這就是我打發你去的證據」
[00:05:21.040 --> 00:05:22.480]  這裡就說到
[00:05:22.480 --> 00:05:25.800]  神吩咐摩西帶領以色列人出埃及
[00:05:25.800 --> 00:05:27.560]  離開遺留之地
[00:05:27.560 --> 00:05:30.720]  就要在山上侍奉祂
[00:05:30.720 --> 00:05:31.920]  侍奉是甚麼意思呢?
[00:05:31.920 --> 00:05:33.600]  希伯來的原文就是
[00:05:33.600 --> 00:05:36.000]  worship,即是敬拜
[00:05:36.000 --> 00:05:38.440]  所以神吩咐摩西
[00:05:38.440 --> 00:05:40.480]  當以色列民出埃及的時候
[00:05:40.480 --> 00:05:43.920]  要幫他們建立一個敬拜的生命
[00:05:43.920 --> 00:05:45.680]  來到去敬拜祂
[00:05:45.680 --> 00:05:48.240]  所以,丁小妹你跟旁邊那個說
[00:05:48.240 --> 00:05:52.680]  敬拜是神的吩咐
[00:05:52.680 --> 00:05:55.360]  所以發現原來是上帝吩咐
[00:05:55.360 --> 00:05:56.800]  我們得救贖之後
[00:05:56.800 --> 00:05:58.240]  要來到去敬拜祂
[00:05:58.240 --> 00:06:01.880]  所以不是一種喜歡不喜歡做的事
[00:06:01.880 --> 00:06:03.800]  所以當上帝這樣說的時候
[00:06:03.800 --> 00:06:06.520]  我們要嘗試來遵從
[00:06:06.520 --> 00:06:08.520]  但我們也要知道多一點
[00:06:08.520 --> 00:06:13.240]  我們繼續讀
[00:06:13.240 --> 00:06:15.080]  《出埃及》的二十五章八至九節
[00:06:15.080 --> 00:06:16.320]  我們一起讀
[00:06:16.320 --> 00:06:19.080]  「由當為我造聖所
[00:06:19.080 --> 00:06:22.160]  使我可以住在他門中間
[00:06:22.160 --> 00:06:25.480]  製造帳幕和其中的一切器具
[00:06:25.480 --> 00:06:28.480]  都要照我所指示你的模式」
[00:06:28.480 --> 00:06:30.840]  《出埃及》的二十五章八至九節
[00:06:30.840 --> 00:06:32.160]  這裡就說到
[00:06:32.160 --> 00:06:33.960]  神吩咐摩世
[00:06:33.960 --> 00:06:36.720]  叫祂帶聖人去敬拜祂
[00:06:36.720 --> 00:06:39.640]  並且要為祂造一個回眸
[00:06:39.640 --> 00:06:43.320]  聖所讓人能夠在裡面來敬拜祂
[00:06:43.320 --> 00:06:44.520]  《聖經》裡面
[00:06:44.520 --> 00:06:47.560]  聖所、回眸、帳幕
[00:06:47.560 --> 00:06:49.560]  都是同一個意思
[00:06:49.560 --> 00:06:50.720]  這裡就說
[00:06:50.720 --> 00:06:54.240]  原來帳幕、回眸是人在裡面敬拜
[00:06:54.240 --> 00:06:55.840]  更加重要的就是
[00:06:55.840 --> 00:07:00.040]  使上帝可以住在他們的中間
[00:07:00.040 --> 00:07:01.760]  所以今天我們一起回來的時候
[00:07:01.760 --> 00:07:03.080]  上帝說
[00:07:03.080 --> 00:07:06.000]  「不僅僅是你自己回來要做一件事
[00:07:06.000 --> 00:07:08.760]  乃是我呼召你們回來
[00:07:08.760 --> 00:07:11.160]  是我要住在你們的中間
[00:07:11.160 --> 00:07:12.760]  在你們的敬拜當中」
[00:07:12.760 --> 00:07:14.600]  所以
[00:07:14.600 --> 00:07:17.480]  我們說回眸是什麼意思
[00:07:17.480 --> 00:07:19.640]  就是上帝的同在
[00:07:19.640 --> 00:07:21.440]  今天等姐妹你
[00:07:21.440 --> 00:07:23.360]  肉眼見不見到主
[00:07:23.360 --> 00:07:26.880]  誰見到主就舉手
[00:07:26.880 --> 00:07:28.320]  我想都沒有人敢舉手
[00:07:28.320 --> 00:07:32.000]  或者是沒有人用肉眼見過神
[00:07:32.000 --> 00:07:33.040]  但是神說
[00:07:33.040 --> 00:07:36.560]  當我們敬拜的時候
[00:07:36.560 --> 00:07:37.840]  祂就在敬拜當中
[00:07:37.840 --> 00:07:41.520]  祂住在我們當中
[00:07:41.520 --> 00:07:43.080]  我們一起繼續讀《聖經》
[00:07:43.080 --> 00:07:44.200]  這一段就比較長一點
[00:07:44.200 --> 00:07:46.040]  就是二十五章《初一及記》
[00:07:46.040 --> 00:07:46.960]  十七到二十二節
[00:07:46.960 --> 00:07:48.440]  我們一起讀
[00:07:48.440 --> 00:07:50.960]  要用精金做先助
[00:07:50.960 --> 00:07:52.520]  長兩罩半
[00:07:52.520 --> 00:07:54.080]  寬一罩半
[00:07:54.080 --> 00:07:57.640]  要用金紙除出兩個基督柏來
[00:07:57.640 --> 00:08:00.120]  安在先助的兩頭
[00:08:00.120 --> 00:08:02.320]  這頭做一個基督柏
[00:08:02.320 --> 00:08:04.720]  那頭做一個基督柏
[00:08:04.720 --> 00:08:07.360]  而基督柏要連接一塊
[00:08:07.360 --> 00:08:09.640]  在先助的兩頭
[00:08:09.640 --> 00:08:12.720]  而基督柏要高張翅膀
[00:08:12.720 --> 00:08:14.520]  遮掩先助
[00:08:14.520 --> 00:08:18.360]  基督柏要面對面朝著先助
[00:08:18.360 --> 00:08:21.760]  要將先助安在跪的上邊
[00:08:21.760 --> 00:08:24.600]  又將我所要賜給你的法板
[00:08:24.600 --> 00:08:26.120]  放在跪裡
[00:08:26.120 --> 00:08:29.080]  我要在那裡與你相會
[00:08:29.080 --> 00:08:33.520]  又要從法跪先助上而基督柏中間
[00:08:33.520 --> 00:08:41.200]  當我們讀《初一及記》的時候
[00:08:41.200 --> 00:08:42.120]  我們會發現
[00:08:42.120 --> 00:08:44.240]  由《初一及記》的二十五章
[00:08:44.240 --> 00:08:46.160]  至到四十章是講什麼呢?
[00:08:46.160 --> 00:08:48.840]  就是上帝吩咐摩西
[00:08:48.840 --> 00:08:51.400]  教他怎樣做這個回眸
[00:08:51.400 --> 00:08:52.160]  做這個回眸
[00:08:52.160 --> 00:08:56.000]  他講到是由整個回眸的結構
[00:08:56.000 --> 00:08:56.760]  是怎樣
[00:08:56.760 --> 00:08:58.400]  裡面要有什麼擺設
[00:08:58.400 --> 00:08:59.600]  有什麼器具
[00:08:59.600 --> 00:09:00.920]  用什麼材料去做
[00:09:00.920 --> 00:09:02.600]  用什麼顏色、尺寸
[00:09:02.600 --> 00:09:04.800]  全部都講得一清二楚
[00:09:04.800 --> 00:09:07.120]  如果上帝用這麼長的篇幅
[00:09:07.120 --> 00:09:09.280]  來跟我們說一些話的時候
[00:09:09.280 --> 00:09:10.920]  是不是很重要?
[00:09:10.920 --> 00:09:13.480]  所以這個回眸是非常之重要
[00:09:13.480 --> 00:09:15.240]  這段經文我們剛才讀的
[00:09:15.240 --> 00:09:16.440]  就是在講
[00:09:16.440 --> 00:09:19.680]  上帝教摩西做這個回眸裡面
[00:09:19.680 --> 00:09:24.520]  至聖所裡面的私恩座
[00:09:24.520 --> 00:09:27.520]  他就講到要有以基督伯
[00:09:27.520 --> 00:09:30.920]  來遮蓋著那個私恩座
[00:09:30.920 --> 00:09:31.800]  而在最後
[00:09:31.800 --> 00:09:33.480]  我們一起再讀剛才
[00:09:33.480 --> 00:09:35.680]  最後橙色的那些字好嗎?
[00:09:35.680 --> 00:09:38.760]  「我要在那裡與你相會」
[00:09:38.760 --> 00:09:41.480]  「又要從法鬼私恩座上」
[00:09:41.480 --> 00:09:43.480]  「以基督伯中間」
[00:09:43.480 --> 00:09:46.120]  「和你說我所要吩咐你」
[00:09:46.120 --> 00:09:48.880]  「傳給以色列人的」
[00:09:48.880 --> 00:09:49.560]  上帝說
[00:09:49.560 --> 00:09:52.120]  原來當我們來到敬拜的時候
[00:09:52.120 --> 00:09:58.720]  祂說「我要在那裡與你相會」
[00:09:58.720 --> 00:10:06.320]  「並且要跟我們講說話」
[00:10:06.320 --> 00:10:08.040]  所以敬拜
[00:10:08.040 --> 00:10:09.800]  你發覺原來不是只是
[00:10:09.800 --> 00:10:11.840]  我要唱一些詩歌
[00:10:11.840 --> 00:10:13.280]  唱成怎樣
[00:10:13.280 --> 00:10:14.200]  搞什麼音樂
[00:10:14.200 --> 00:10:16.440]  來將這些東西獻給上帝
[00:10:16.440 --> 00:10:18.240]  不單止是這樣
[00:10:18.240 --> 00:10:19.720]  而是上帝說
[00:10:19.720 --> 00:10:21.280]  這個是一個過程
[00:10:21.280 --> 00:10:23.880]  你們來到敬拜的時候
[00:10:23.880 --> 00:10:27.000]  「我盼望在那裡與你相遇」
[00:10:27.000 --> 00:10:30.080]  「並且我要跟你講說話」
[00:10:30.080 --> 00:10:31.000]  其實上帝說
[00:10:31.000 --> 00:10:33.120]  祂要在敬拜裡面與人相遇
[00:10:33.120 --> 00:10:34.440]  祂要與人講說話
[00:10:34.440 --> 00:10:35.640]  這個訊息
[00:10:35.640 --> 00:10:39.200]  其實在整個造會幕的描述裡面
[00:10:39.200 --> 00:10:40.560]  都不停地重複
[00:10:40.560 --> 00:10:43.240]  我們再嘗試讀其中一段經文
[00:10:43.240 --> 00:10:46.360]  我們只讀橙色的字好嗎?
[00:10:46.360 --> 00:10:48.360]  「在那裡與你們相會」
[00:10:48.360 --> 00:10:49.880]  「和你們說話」
[00:10:49.880 --> 00:10:53.320]  「我要在那裡與以色列人相會」
[00:10:53.320 --> 00:10:54.560]  所以這裡就講到
[00:10:54.560 --> 00:10:56.280]  上帝不停地重複
[00:10:56.280 --> 00:10:58.640]  所以會幕我們知道
[00:10:58.640 --> 00:11:02.320]  原來是上帝要與以色列人相會的地方
[00:11:02.320 --> 00:11:03.560]  所以今天我們一齊
[00:11:03.560 --> 00:11:05.520]  來到這個地方敬拜的時候
[00:11:05.520 --> 00:11:06.720]  我們說
[00:11:06.720 --> 00:11:10.400]  「敬拜是與神相遇」
[00:11:10.400 --> 00:11:13.040]  當我們一齊來到去敬拜的時候
[00:11:13.040 --> 00:11:15.360]  上帝說
[00:11:15.360 --> 00:11:18.120]  「我會在那裡與你相遇」
[00:11:18.120 --> 00:11:20.200]  今天我們回來敬拜的時候
[00:11:20.200 --> 00:11:23.960]  你有沒有遇見上帝?
[00:11:23.960 --> 00:11:26.400]  我很希望我們回來的時候
[00:11:26.400 --> 00:11:30.040]  你要記得敬拜不是整個崇拜裡面
[00:11:30.040 --> 00:11:32.040]  只是一個儀式
[00:11:32.040 --> 00:11:34.480]  不是只是我們唱幾首歌
[00:11:34.480 --> 00:11:37.720]  來到所謂歌頌上帝
[00:11:37.720 --> 00:11:40.840]  或者是一個程序
[00:11:40.840 --> 00:11:42.280]  而是上帝說
[00:11:42.280 --> 00:11:44.320]  「你們來到敬拜我」
[00:11:44.320 --> 00:11:45.880]  「來到親近我」
[00:11:45.880 --> 00:11:49.480]  「我要在那裡敬拜當中與你們相會」
[00:11:49.480 --> 00:11:52.200]  「與你們說話」
[00:11:52.200 --> 00:11:54.440]  所以如果我們說
[00:11:54.440 --> 00:11:57.880]  敬拜是與神相遇
[00:11:57.880 --> 00:11:59.760]  聽祂的聲音的時候
[00:11:59.760 --> 00:12:03.200]  二十分鐘夠不夠?
[00:12:03.200 --> 00:12:04.000]  真的不夠
[00:12:04.000 --> 00:12:05.440]  可能二十分鐘剛剛好
[00:12:05.440 --> 00:12:07.800]  我們很繁忙地衝過來的時候
[00:12:07.800 --> 00:12:09.400]  剛剛能夠安靜下來
[00:12:09.400 --> 00:12:10.080]  但沒有辦法
[00:12:10.080 --> 00:12:11.600]  我們崇拜的時間有限
[00:12:11.600 --> 00:12:12.800]  所以我鼓勵各位姐妹
[00:12:12.800 --> 00:12:15.680]  你自己可以更長時間來到敬拜主
[00:12:15.680 --> 00:12:18.120]  可以參加一些祈禱會
[00:12:18.120 --> 00:12:19.480]  我們擒魚佬的聚會
[00:12:19.480 --> 00:12:22.120]  在當中長一點時間來到敬拜
[00:12:22.120 --> 00:12:23.320]  親近我們的上帝
[00:12:23.320 --> 00:12:27.800]  你明白為什麼我們十五分鐘要關門嗎?
[00:12:27.800 --> 00:12:29.880]  因為我們很想弟兄姊妹
[00:12:29.880 --> 00:12:31.600]  不要錯過了敬拜的時間
[00:12:31.600 --> 00:12:32.800]  能夠早一點回來
[00:12:32.800 --> 00:12:34.440]  當然十五分鐘回來之後
[00:12:34.440 --> 00:12:36.200]  還是只剩下五分鐘
[00:12:36.200 --> 00:12:40.840]  大家明白我們為什麼要將
[00:12:40.840 --> 00:12:42.880]  迎新很艱難的
[00:12:42.880 --> 00:12:43.920]  他們經常叫弟兄姊妹
[00:12:43.920 --> 00:12:46.280]  坐在一旁
[00:12:46.280 --> 00:12:47.480]  其實我們很想
[00:12:47.480 --> 00:12:49.720]  你早一點回來的弟兄姊妹
[00:12:49.720 --> 00:12:52.400]  不會被之後回來的弟兄姊妹
[00:12:52.400 --> 00:12:57.240]  經過來影響了你來到敬拜上帝
[00:12:57.240 --> 00:13:00.560]  所以大家明白了嗎?
[00:13:00.560 --> 00:13:03.840]  我一直在說會幕
[00:13:03.840 --> 00:13:05.440]  我想問一下大家
[00:13:05.440 --> 00:13:07.360]  熟不熟悉會幕是怎樣的?
[00:13:07.360 --> 00:13:09.520]  心裡有沒有一個概念
[00:13:09.520 --> 00:13:13.120]  會幕是怎樣的?
[00:13:13.120 --> 00:13:14.680]  這堂課有多點反應
[00:13:14.680 --> 00:13:17.920]  剛才那些人看著我
[00:13:17.920 --> 00:13:20.000]  其實我做了一點功課
[00:13:20.000 --> 00:13:21.520]  因為我們要說會幕
[00:13:21.520 --> 00:13:23.960]  沒辦法不讓大家知道會幕是怎樣的
[00:13:23.960 --> 00:13:25.920]  所以我們有些圖片帶大家
[00:13:25.920 --> 00:13:28.760]  今天很快地去會幕走一趟
[00:13:28.760 --> 00:13:33.840]  這就是會幕的外觀
[00:13:33.840 --> 00:13:36.240]  圖片我只能夠說
[00:13:36.240 --> 00:13:40.480]  是現在的人看聖經的描述
[00:13:40.480 --> 00:13:41.840]  去畫出來的
[00:13:41.840 --> 00:13:43.400]  不代表當日完全是這樣
[00:13:43.400 --> 00:13:44.560]  因為太久了
[00:13:44.560 --> 00:13:47.080]  所以大家加上你的想像力
[00:13:47.080 --> 00:13:49.800]  我們就一起進去會幕來看看
[00:13:49.800 --> 00:13:52.920]  我們看到左邊有人帶著
[00:13:52.920 --> 00:13:56.800]  獻祭的生畜
[00:13:56.800 --> 00:13:58.240]  準備進入這個門口
[00:13:58.240 --> 00:14:01.200]  來獻祭敬拜
[00:14:01.200 --> 00:14:03.320]  我們就一起進去
[00:14:03.320 --> 00:14:06.240]  會幕裡面分開三個部分
[00:14:06.240 --> 00:14:09.040]  哪三個部分呢?
[00:14:09.040 --> 00:14:14.000]  外院 聖所 致聖所
[00:14:14.000 --> 00:14:15.840]  分開這三個部分
[00:14:15.840 --> 00:14:19.480]  我們每個部分看看裡面有些甚麼
[00:14:19.480 --> 00:14:21.600]  這個就是外院裡面有一個叫做
[00:14:21.600 --> 00:14:22.920]  銅祭壇
[00:14:22.920 --> 00:14:26.720]  就是以色列民帶著它來獻祭
[00:14:26.720 --> 00:14:29.320]  來祭祀的東西
[00:14:29.320 --> 00:14:31.720]  在這裡燒 獻給神
[00:14:31.720 --> 00:14:33.560]  然後在這個外院
[00:14:33.560 --> 00:14:35.760]  還有一個叫做洗浴盆
[00:14:35.760 --> 00:14:37.800]  裡面有水
[00:14:37.800 --> 00:14:42.080]  就是給祭司洗乾淨他們的手腳
[00:14:42.080 --> 00:14:44.960]  這個就是外院 有兩樣東西
[00:14:44.960 --> 00:14:49.440]  然後我們穿過後面這個門簾
[00:14:49.440 --> 00:14:51.400]  就去到聖所
[00:14:51.400 --> 00:14:52.320]  聖所裡面有甚麼呢?
[00:14:52.320 --> 00:14:54.600]  大家看到左邊有個光源嗎?
[00:14:54.600 --> 00:14:55.440]  是有光
[00:14:55.440 --> 00:14:57.560]  這個就是燈台
[00:14:57.560 --> 00:14:58.880]  聖所裡面的燈台
[00:14:58.880 --> 00:14:59.720]  有七盞燈
[00:14:59.720 --> 00:15:01.880]  由早到晚都是點著的
[00:15:01.880 --> 00:15:05.160]  這個是整個會幕裡面唯一的光源
[00:15:05.160 --> 00:15:07.560]  然後在右邊有一張桌子
[00:15:07.560 --> 00:15:11.520]  聖經裡面叫做「陳設餅桌」
[00:15:11.520 --> 00:15:13.960]  上面有十二個餅
[00:15:13.960 --> 00:15:17.560]  就是祭司在安息日就要將這些餅擺上去
[00:15:17.560 --> 00:15:18.800]  來獻祭
[00:15:18.800 --> 00:15:21.200]  然後神吩咐他們
[00:15:21.200 --> 00:15:24.760]  這些就是祭司和你家人的糧食
[00:15:24.760 --> 00:15:25.920]  他們可以吃的
[00:15:25.920 --> 00:15:29.560]  然後看到旁邊有一個香壇
[00:15:29.560 --> 00:15:34.440]  這個香壇就是祭司早晚要來燒香
[00:15:34.440 --> 00:15:35.960]  這個就是聖所
[00:15:35.960 --> 00:15:38.600]  聖所裡面有三樣東西
[00:15:38.600 --> 00:15:41.920]  然後我們看到聖所後面
[00:15:41.920 --> 00:15:45.520]  那塊就是萬紙
[00:15:45.520 --> 00:15:48.640]  聖經裡面說萬紙裂開
[00:15:48.640 --> 00:15:51.760]  萬紙就是隔開聖所和致聖所
[00:15:51.760 --> 00:15:53.600]  我們穿過這個萬紙
[00:15:53.600 --> 00:15:56.200]  我們就進去看看致聖所裡面有甚麼
[00:15:56.200 --> 00:16:00.960]  你看到這幅圖的下面有個藥櫃
[00:16:00.960 --> 00:16:04.960]  藥櫃上面就是剛才我們經文形容的私人座
[00:16:04.960 --> 00:16:07.840]  就是有基督派來遮掩
[00:16:07.840 --> 00:16:14.240]  這個私人座的原文就是有遮蓋罪的意思
[00:16:14.240 --> 00:16:19.120]  就是說上帝是願意遮蓋人的罪
[00:16:19.120 --> 00:16:20.640]  與人同在
[00:16:20.640 --> 00:16:22.800]  那記不記得這個地方是甚麼地方
[00:16:22.800 --> 00:16:25.680]  就是神和摩西說
[00:16:25.680 --> 00:16:32.800]  「我要與你相會」那個地方
[00:16:32.800 --> 00:16:35.400]  我們說,我們走完了
[00:16:35.400 --> 00:16:36.320]  就是這樣
[00:16:36.320 --> 00:16:38.600]  因為時間關係我們不能夠很詳盡
[00:16:38.600 --> 00:16:46.080]  如果我們說這個會幕是上帝啟示給摩西怎樣去做的
[00:16:46.080 --> 00:16:53.320]  而裡面說到每一樣東西都要根據我的指示去做的時候
[00:16:53.320 --> 00:17:00.640]  你會發現其實上帝對敬拜是有要求的
[00:17:00.640 --> 00:17:02.360]  是不是
[00:17:02.360 --> 00:17:05.560]  如果你叫你家人
[00:17:05.560 --> 00:17:06.440]  太太,丈夫
[00:17:06.440 --> 00:17:09.280]  你跟著我這樣做
[00:17:09.280 --> 00:17:10.720]  你期望
[00:17:10.720 --> 00:17:13.600]  當然希望他這樣做
[00:17:13.600 --> 00:17:16.040]  原來我們發覺不是我們
[00:17:16.040 --> 00:17:17.800]  敬拜,我喜歡怎樣敬拜
[00:17:17.800 --> 00:17:19.280]  我喜歡給你甚麼就給你
[00:17:19.280 --> 00:17:20.840]  上帝這樣的
[00:17:20.840 --> 00:17:24.560]  原來上帝告訴我們祂想怎樣的
[00:17:24.560 --> 00:17:27.480]  那你說,那怎麼辦
[00:17:27.480 --> 00:17:30.200]  這些全部是舊藥
[00:17:30.200 --> 00:17:34.520]  現在又沒有聖所甚麼的
[00:17:34.520 --> 00:17:35.840]  其實代表了甚麼
[00:17:35.840 --> 00:17:37.240]  跟我們今天有甚麼關係
[00:17:37.240 --> 00:17:41.520]  那聖經學者解經了
[00:17:41.520 --> 00:17:43.000]  聖經學者這樣說
[00:17:43.000 --> 00:17:45.120]  有些聖經學者說
[00:17:45.120 --> 00:17:48.080]  這個會幕有三個部份
[00:17:48.080 --> 00:17:52.000]  就代表了我們人的三個部份
[00:17:52.000 --> 00:17:54.720]  我們由三個部份組成的
[00:17:54.720 --> 00:17:55.760]  是甚麼
[00:17:55.760 --> 00:17:56.520]  大家知不知道
[00:17:56.520 --> 00:18:02.960]  看看旁邊那個
[00:18:02.960 --> 00:18:04.720]  靈
[00:18:04.720 --> 00:18:06.080]  魂
