
[00:00:00.000 --> 00:00:07.900]  今天很高興和大家一起在這裡分享神的話語
[00:03:37.400 --> 00:03:41.200]  以色列分開了北伯和南伯
[00:03:41.200 --> 00:03:43.400]  北伯是比南伯早一百年
[00:03:43.400 --> 00:03:45.600]  百多年前已經滅亡
[00:03:45.600 --> 00:03:51.000]  那幫以色列人已經跟外族人混合了
[00:03:51.000 --> 00:03:53.600]  不再分得出他們是以色列人
[00:03:53.600 --> 00:03:58.200]  現在剩下南伯又面對同樣的情況
[00:03:58.200 --> 00:04:01.600]  所以可以說是危急存亡
[00:04:01.600 --> 00:04:05.000]  就在這個時候尼西米回來
[00:04:05.000 --> 00:04:07.200]  就責備猶太人
[00:04:07.200 --> 00:04:11.600]  將他們帶回上帝那裡
[00:04:11.600 --> 00:04:12.600]  激勵他們
[00:04:12.600 --> 00:04:15.400]  用了五十二天就蓋好城牆
[00:04:15.400 --> 00:04:18.800]  今天那段經文就講到蓋完城牆了
[00:04:18.800 --> 00:04:21.800]  他們就一起來聽神的話
[00:04:21.800 --> 00:04:27.000]  這一段時間
[00:04:27.000 --> 00:04:31.200]  這一天可以說是很重要的一天
[00:04:31.200 --> 00:04:32.800]  因為我想到
[00:04:32.800 --> 00:04:37.200]  如果猶太人不回到神那裡
[00:04:37.200 --> 00:04:39.000]  生命不得到復興
[00:04:39.000 --> 00:04:41.800]  他們漸漸跟外邦人混合
[00:04:41.800 --> 00:04:43.000]  結婚
[00:04:43.000 --> 00:04:46.800]  離開了神的話語的時候
[00:04:46.800 --> 00:04:49.600]  他們就不再成為神的選民
[00:04:49.600 --> 00:04:54.800]  那將來耶穌基督降生在哪裡呢?
[00:04:54.800 --> 00:04:56.200]  已經沒有了
[00:04:56.200 --> 00:04:57.600]  沒有了神的選民
[00:04:57.600 --> 00:04:59.600]  舊約聖經記載道
[00:04:59.600 --> 00:05:03.400]  神要拆敗他的兒子降生
[00:05:03.400 --> 00:05:06.200]  他是大衛的後裔
[00:05:06.200 --> 00:05:09.000]  如果猶太人散了
[00:05:09.000 --> 00:05:11.000]  都分不清誰是大衛後裔
[00:05:11.000 --> 00:05:12.800]  那耶穌基督怎麼降生呢?
[00:05:12.800 --> 00:05:18.000]  神的預言又怎麼應驗呢?
[00:05:18.000 --> 00:05:23.600]  所以今天城牆蓋好了
[00:05:23.600 --> 00:05:25.800]  他們一起聽神的話
[00:05:25.800 --> 00:05:31.000]  一起心裡有感動、痛哭、悔改
[00:05:31.000 --> 00:05:37.200]  這是猶太人歷史一個非常重要的時刻
[00:05:37.200 --> 00:05:39.400]  因為經歷過這一次之後
[00:05:39.400 --> 00:05:43.400]  猶太人就大體上不再離開神
[00:05:43.400 --> 00:05:45.000]  不再拜偶像
[00:05:45.000 --> 00:05:46.400]  接著那幾百年
[00:05:46.400 --> 00:05:49.400]  雖然都經歷過外族的統治
[00:05:49.400 --> 00:05:53.000]  但是他們都謹守神的話
[00:05:53.000 --> 00:05:55.000]  直到耶穌基督降生
[00:05:55.000 --> 00:05:59.200]  所以我們來看看這個重要時刻
[00:05:59.200 --> 00:06:00.800]  發生了什麼
[00:06:00.800 --> 00:06:06.200]  我們看到城牆重建了
[00:06:06.200 --> 00:06:08.000]  聖殿一早已經完成
[00:06:08.000 --> 00:06:11.000]  在今天猶太人聽神的話
[00:06:11.000 --> 00:06:12.200]  流淚悔改
[00:06:12.200 --> 00:06:15.800]  重新立志生命的復興
[00:06:15.800 --> 00:06:19.600]  那天是七月第一日
[00:06:19.600 --> 00:06:21.800]  其實是猶太人的新年
[00:06:21.800 --> 00:06:23.200]  即是年初一
[00:06:23.200 --> 00:06:26.200]  你或許會想
[00:06:26.200 --> 00:06:30.000]  其實城牆蓋好了
[00:06:30.000 --> 00:06:31.400]  又是年初一
[00:06:31.400 --> 00:06:34.000]  應該放假大家去舒服一下、玩一下
[00:06:34.000 --> 00:06:37.000]  為什麼用六個小時去聽神的話呢?
[00:06:37.000 --> 00:06:39.000]  所以頂點是你回教會
[00:06:39.000 --> 00:06:42.000]  講完又講到偶然間長了
[00:06:42.000 --> 00:06:44.400]  你就不要這麼怒氣
[00:06:44.400 --> 00:06:46.800]  神的話應該是吸引你的
[00:06:46.800 --> 00:06:49.000]  我們來看看他們怎樣聽神的話
[00:06:49.000 --> 00:06:50.600]  他說到了七月
[00:06:50.600 --> 00:06:56.600]  以色列人如同一人在水門廣場聚集
[00:06:56.600 --> 00:07:01.000]  以色列人就將神的話
[00:07:01.000 --> 00:07:03.600]  即是摩西的律法書帶來
[00:07:03.600 --> 00:07:11.200]  他們就講給所有在場的男女回眾聽
[00:07:11.200 --> 00:07:13.200]  細蚊仔也在
[00:07:13.200 --> 00:07:15.800]  在水門面前的廣場
[00:07:15.800 --> 00:07:17.800]  由清早到中午
[00:07:17.800 --> 00:07:19.800]  記不記得幾年前我講到
[00:07:19.800 --> 00:07:21.600]  清早是指六點鐘
[00:07:21.600 --> 00:07:23.600]  六點鐘到中午是十二點鐘
[00:07:23.600 --> 00:07:25.000]  即是六個小時
[00:07:25.000 --> 00:07:29.400]  向男女老幼聽得明白的人都宣讀出來
[00:07:29.400 --> 00:07:33.600]  而眾民都很質疑傾聽律法書的話
[00:07:33.600 --> 00:07:37.400]  這件事其實有幾樣東西值得我們留意
[00:07:37.400 --> 00:07:39.400]  第一
[00:07:39.400 --> 00:07:43.400]  我們提到這是年初一
[00:07:43.400 --> 00:07:44.400]  第二
[00:07:44.400 --> 00:07:47.200]  神的話語男女老幼都有得聽
[00:07:47.200 --> 00:07:54.600]  在舊時讀律法書要在聖殿或者會堂讀
[00:07:54.600 --> 00:07:56.600]  只有男士才可以進去聽
[00:07:56.600 --> 00:07:58.000]  女士就沒得聽
[00:07:58.000 --> 00:07:59.400]  細蚊仔也沒得聽
[00:07:59.400 --> 00:08:02.400]  但是今天年初一
[00:08:02.400 --> 00:08:06.000]  男女老幼有很多人站在一起聽
[00:08:06.000 --> 00:08:08.400]  一聽就聽六個小時
[00:08:08.400 --> 00:08:11.800]  然後在第九節
[00:08:11.800 --> 00:08:18.800]  省長尼西米和尼爾斯拉對人民說
[00:08:18.800 --> 00:08:20.400]  今天是夜禍
[00:08:20.400 --> 00:08:22.400]  你們神的聖日
[00:08:22.400 --> 00:08:24.400]  聖日是聖日
[00:08:24.400 --> 00:08:26.400]  你們不要悲哀哭泣
[00:08:26.400 --> 00:08:29.800]  因為眾人聽見律法書上的話都哭
[00:08:29.800 --> 00:08:31.400]  都哭了
[00:08:31.400 --> 00:08:33.400]  人民為什麼哭呢?
[00:08:33.400 --> 00:08:36.400]  是神的聖靈感動他們悔改
[00:08:36.400 --> 00:08:39.400]  尼西米就回應他們
[00:08:39.400 --> 00:08:40.400]  他說
[00:08:40.400 --> 00:08:43.000]  今天是好日子
[00:08:43.000 --> 00:08:46.800]  你們應該吃肥美的肉
[00:08:46.800 --> 00:08:48.400]  喝甘甜的酒
[00:08:48.400 --> 00:08:51.800]  將部分飲食分給那些沒能力預備的人
[00:08:51.800 --> 00:08:54.800]  今天是我們神的聖日
[00:08:54.800 --> 00:08:56.800]  你們心裏不要再憂愁
[00:08:56.800 --> 00:09:00.600]  因為靠夜禍而得的喜樂
[00:09:00.600 --> 00:09:02.600]  是你們的力量
[00:09:02.600 --> 00:09:06.200]  於是尼米人就使眾人安靜下來說
[00:09:06.200 --> 00:09:07.400]  你們安靜吧
[00:09:07.400 --> 00:09:08.800]  因為今天是聖日
[00:09:08.800 --> 00:09:10.200]  也不要再憂愁
[00:09:10.200 --> 00:09:12.200]  眾人就去吃喝
[00:09:12.200 --> 00:09:14.600]  把部分飲食和人分享
[00:09:14.600 --> 00:09:15.600]  大家歡樂
[00:09:15.600 --> 00:09:18.600]  因為他們明白教訓他們的話
[00:09:18.600 --> 00:09:21.400]  這裡有一節
[00:09:21.400 --> 00:09:23.400]  第十節很寶貴
[00:09:23.400 --> 00:09:26.800]  因為靠夜禍而得的喜樂
[00:09:26.800 --> 00:09:29.400]  是你們的力量
[00:09:29.400 --> 00:09:34.000]  英文翻譯是
[00:09:34.000 --> 00:09:36.000]  The joy of the Lord
[00:09:36.000 --> 00:09:38.000]  is your strength
[00:09:38.000 --> 00:09:43.000]  這句話其實有幾個翻譯
[00:09:43.000 --> 00:09:46.000]  大部份的中文譯本就說
[00:09:46.000 --> 00:09:49.400]  靠夜禍而得的喜樂
[00:09:49.400 --> 00:09:51.000]  是你們的力量
[00:09:51.000 --> 00:09:53.400]  即是你依靠上帝
[00:09:53.400 --> 00:09:55.000]  上帝給你的喜樂
[00:09:55.000 --> 00:09:56.200]  就是你的力量
[00:09:56.200 --> 00:09:58.800]  你可以面對你前面所有的風雨
[00:09:58.800 --> 00:10:00.000]  所有的困難
[00:10:00.000 --> 00:10:04.000]  但是有人這樣翻譯
[00:10:04.000 --> 00:10:05.000]  他說
[00:10:05.000 --> 00:10:07.000]  The joy of the Lord
[00:10:07.000 --> 00:10:09.000]  即是神的喜樂
[00:10:09.000 --> 00:10:11.000]  上帝所賜的喜樂
[00:10:11.000 --> 00:10:13.000]  是你們的力量
[00:10:13.000 --> 00:10:15.000]  有少許不同也相似
[00:10:15.000 --> 00:10:18.000]  但是第三種的翻譯就說
[00:10:18.000 --> 00:10:20.000]  The joy of the Lord
[00:10:20.000 --> 00:10:22.000]  就是上帝自己的喜樂
[00:10:22.000 --> 00:10:25.000]  我們希望上帝的喜樂
[00:10:25.000 --> 00:10:27.000]  我們願意上帝的喜樂
[00:10:27.000 --> 00:10:28.000]  我們要做一些事情
[00:10:28.000 --> 00:10:30.000]  令我們的上帝的喜樂
[00:10:30.000 --> 00:10:32.000]  這個就是我們力量的源頭
[00:10:32.000 --> 00:10:33.000]  你看不看到
[00:10:33.000 --> 00:10:36.000]  這三個解釋都有少許不同
[00:10:36.000 --> 00:10:40.000]  無論你認為哪一個最好
[00:10:40.000 --> 00:10:46.000]  這三個解釋其實都是對我們有激勵
[00:10:46.000 --> 00:10:49.000]  我們今天就想一下
[00:10:49.000 --> 00:10:50.000]  你的光景
[00:10:50.000 --> 00:10:54.000]  你的心裡面有沒有上帝賜的喜樂
[00:10:54.000 --> 00:10:57.000]  這個喜樂是不是成為你的力量呢
[00:10:57.000 --> 00:11:00.000]  在香港現在目前又有疫情
[00:11:00.000 --> 00:11:02.000]  又有經濟不好
[00:11:02.000 --> 00:11:04.000]  政治也有波動
[00:11:04.000 --> 00:11:06.000]  我們很多事情擔心
[00:11:06.000 --> 00:11:10.000]  令到有些人不開心
[00:11:10.000 --> 00:11:12.000]  你的光景怎麼樣呢
[00:11:12.000 --> 00:11:14.000]  你開不開心呢
[00:11:14.000 --> 00:11:19.000]  我們逐一思想這段經文
[00:11:19.000 --> 00:11:26.000]  給我們有幾個提示
[00:11:26.000 --> 00:11:29.000]  復興是怎麼發生的
[00:11:29.000 --> 00:11:35.000]  這班猶太人建完城牆
[00:11:35.000 --> 00:11:37.000]  九十多年的時間
[00:11:37.000 --> 00:11:40.000]  現在神就給他們一個復興
[00:11:40.000 --> 00:11:44.000]  他們來到水門面前的廣場
[00:11:44.000 --> 00:11:46.000]  他們的民族有一個轉捩點
[00:11:46.000 --> 00:11:48.000]  發生了什麼呢
[00:11:48.000 --> 00:11:50.000]  我們看到有三樣東西
[00:11:50.000 --> 00:11:53.000]  復興是從神的話開始
[00:11:53.000 --> 00:11:57.000]  是他們聽到以色列讀神的話律法書
[00:11:57.000 --> 00:12:00.000]  而令到他們的生命得逞復興
[00:12:00.000 --> 00:12:04.000]  復興是由聖靈的感動
[00:12:04.000 --> 00:12:10.000]  聖靈感動他們他們就有反應
[00:12:10.000 --> 00:12:12.000]  有哭泣有悔改
[00:12:12.000 --> 00:12:14.000]  第三
[00:12:14.000 --> 00:12:17.000]  復興是透過人的參與
[00:12:17.000 --> 00:12:20.000]  他們要向神毀身悔改
[00:12:20.000 --> 00:12:23.000]  我們逐一去想這三點
[00:12:23.000 --> 00:12:28.000]  第一就是復興是從神的話語開始
[00:12:28.000 --> 00:12:30.000]  一個很顯明的例子
[00:12:30.000 --> 00:12:33.000]  就是十六世紀的馬丁奴德
[00:12:33.000 --> 00:12:37.000]  當時天主教的教義
[00:12:37.000 --> 00:12:41.000]  離開了正確的神的話
[00:12:41.000 --> 00:12:44.000]  馬丁奴德看聖經發現不對勁
[00:12:44.000 --> 00:12:48.000]  他就指出教會的錯誤
[00:12:48.000 --> 00:12:50.000]  他就提倡唯讀聖經
[00:12:50.000 --> 00:12:52.000]  我們要回到聖經那裡
[00:12:52.000 --> 00:12:55.000]  唯讀恩典恩順清儀
[00:12:55.000 --> 00:12:59.000]  他又將拉丁文的聖經翻譯成德文
[00:12:59.000 --> 00:13:02.000]  因為德國人不懂得聽拉丁文
[00:13:02.000 --> 00:13:04.000]  但德文大家都懂得
[00:13:04.000 --> 00:13:09.000]  等於我們有些人不懂得
[00:13:09.000 --> 00:13:11.000]  很多人不習慣看英文
[00:13:11.000 --> 00:13:13.000]  但你翻譯成中文他們懂得
[00:13:13.000 --> 00:13:15.000]  當然有些人說現在我學本我都不懂
[00:13:15.000 --> 00:13:18.000]  因為字太過古老深厚
[00:13:18.000 --> 00:13:20.000]  翻譯為新譯本
[00:13:20.000 --> 00:13:23.000]  荃恩堂就用新譯本
[00:13:23.000 --> 00:13:25.000]  這樣會容易一點明白
[00:13:25.000 --> 00:13:30.000]  所以馬丁奴德是很著重神的話
[00:13:30.000 --> 00:13:32.000]  而教會因為這樣而得著復興
[00:13:32.000 --> 00:13:34.000]  其實我留意教會歷史
[00:13:34.000 --> 00:13:38.000]  每一次真正的復興
[00:13:38.000 --> 00:13:41.000]  都是從神的話語開始
[00:13:41.000 --> 00:13:44.000]  如果我們不回到神的話語
[00:13:44.000 --> 00:13:48.000]  就不會復興
[00:13:48.000 --> 00:13:49.000]  第二點
[00:13:49.000 --> 00:13:51.000]  復興是聖靈的感動
[00:13:51.000 --> 00:13:55.000]  聖靈主動的
[00:13:55.000 --> 00:13:59.000]  以史獨行傳有個很顯明的例子
[00:13:59.000 --> 00:14:02.000]  史獨行傳第二章第一節
[00:14:02.000 --> 00:14:04.000]  耶穌基督升天之後
[00:14:04.000 --> 00:14:06.000]  五層節到了
[00:14:06.000 --> 00:14:09.000]  使徒聚集在一處
[00:14:09.000 --> 00:14:14.000]  忽然有一陣強風吹過的響聲
[00:14:14.000 --> 00:14:15.000]  從天而來
[00:14:15.000 --> 00:14:18.000]  充滿他們的房子
[00:14:18.000 --> 00:14:22.000]  又有火焰好像蝕頭那樣顯明出來
[00:14:22.000 --> 00:14:24.000]  分別落在他們的身上
[00:14:24.000 --> 00:14:26.000]  他們就被聖靈充滿
[00:14:26.000 --> 00:14:28.000]  就照著聖靈所賜他們的口才
[00:14:28.000 --> 00:14:31.000]  用別的語言說出話來
[00:14:31.000 --> 00:14:33.000]  你留意到這個聖靈充滿
[00:14:33.000 --> 00:14:38.000]  不是使徒有什麼辦法可以產生出來
[00:14:38.000 --> 00:14:42.000]  是完全是神的主動
[00:14:42.000 --> 00:14:46.000]  聖靈就是三位一體的第三位的真神
[00:14:46.000 --> 00:14:50.000]  祂主動來做感動的工作
[00:14:50.000 --> 00:14:52.000]  於是彼得得著能力
[00:14:52.000 --> 00:14:53.000]  他又講道
[00:14:53.000 --> 00:14:55.000]  他又對那裏很多人
[00:14:55.000 --> 00:14:57.000]  聽他講道的人說
[00:14:57.000 --> 00:15:02.000]  你們要救自己脫離這個彎曲的世代
[00:15:02.000 --> 00:15:05.000]  而那些人也受到聖靈的感動
[00:15:05.000 --> 00:15:07.000]  而相信受洗
[00:15:07.000 --> 00:15:10.000]  那一天門徒增加了三千人
[00:15:10.000 --> 00:15:13.000]  他們恆心遵守使徒的教訓
[00:15:13.000 --> 00:15:15.000]  彼此相通
[00:15:15.000 --> 00:15:18.000]  抹餅和祈禱
[00:15:18.000 --> 00:15:21.000]  記得我去年聽過一位
[00:15:21.000 --> 00:15:23.000]  我們播道會的一位牧師講見證
[00:15:23.000 --> 00:15:25.000]  他們二十多年前
[00:15:25.000 --> 00:15:29.000]  教會經歷過聖靈的感動
[00:15:29.000 --> 00:15:31.000]  以致增長
[00:15:31.000 --> 00:15:33.000]  本來他們沒有什麼增長
[00:15:33.000 --> 00:15:35.000]  他們祈禱會都是十個八個
[00:15:35.000 --> 00:15:36.000]  掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握掌握
[00:15:36.000 --> 00:15:38.000]  人數就百多人
[00:15:38.000 --> 00:15:39.000]  但是聖靈工作
[00:15:39.000 --> 00:15:41.000]  在他們教會裏面工作
[00:15:41.000 --> 00:15:42.000]  他們漸漸發現
[00:15:42.000 --> 00:15:43.000]  信的人越來越多
[00:15:43.000 --> 00:15:46.000]  參加祈禱會的人又越來越多
[00:15:46.000 --> 00:15:48.000]  都不知道為什麼
[00:15:48.000 --> 00:15:50.000]  但是聖靈的工作就是
[00:15:50.000 --> 00:15:53.000]  是神自己的主動
[00:15:53.000 --> 00:15:55.000]  但是我們也可以
[00:15:55.000 --> 00:15:59.000]  我們可以求聖靈帶我們去工作
[00:15:59.000 --> 00:16:02.000]  但是我們不能命令聖靈去工作
[00:16:02.000 --> 00:16:06.000]  因為聖靈是上帝
[00:16:06.000 --> 00:16:07.000]  我們看到
[00:16:07.000 --> 00:16:10.000]  復興是聖靈的工作
[00:16:10.000 --> 00:16:12.000]  聖靈的感動
[00:16:12.000 --> 00:16:16.000]  還有復興是透過人的悔改
[00:16:16.000 --> 00:16:18.000]  以色列人
[00:16:18.000 --> 00:16:20.000]  他們在水門的廣場
[00:16:20.000 --> 00:16:22.000]  聽到神的話
[00:16:22.000 --> 00:16:23.000]  聖靈感動他們
[00:16:23.000 --> 00:16:25.000]  他們哭泣悔改
[00:16:25.000 --> 00:16:27.000]  結果呢
[00:16:27.000 --> 00:16:29.000]  神就叫他們歡樂
[00:16:29.000 --> 00:16:30.000]  一個悔改之後
[00:16:30.000 --> 00:16:32.000]  一個歡樂的時候
[00:16:32.000 --> 00:16:36.000]  其實在再早幾百年
[00:16:36.000 --> 00:16:38.000]  所羅門王建造
[00:16:38.000 --> 00:16:41.000]  第一個次的建造聖殿完畢的時候
[00:16:41.000 --> 00:16:43.000]  上帝都是這樣跟他說的
[00:16:43.000 --> 00:16:45.000]  在歷代之下
[00:16:45.000 --> 00:16:46.000]  第七章
[00:16:46.000 --> 00:16:52.000]  所羅門在建造完聖殿之後
[00:16:52.000 --> 00:16:56.000]  上帝就夜間對他顯言
[00:16:56.000 --> 00:17:00.000]  他說我已經聽到你的禱告
[00:17:00.000 --> 00:17:03.000]  也都為自己選擇了這個地方
[00:17:03.000 --> 00:17:05.000]  作獻祭的殿
[00:17:05.000 --> 00:17:08.000]  若我使天閉塞不下雨
[00:17:08.000 --> 00:17:12.000]  或吩咐蝗蟲吞吃這地的土產
[00:17:12.000 --> 00:17:15.000]  或猜獻瘟疫來到我子民中間
[00:17:15.000 --> 00:17:18.000]  這些稱我名下的子民
[00:17:18.000 --> 00:17:20.000]  若我是謙卑禱告
[00:17:20.000 --> 00:17:22.000]  尋求我的面
[00:17:22.000 --> 00:17:24.000]  遠離他們的惡行
[00:17:24.000 --> 00:17:26.000]  我必從天上垂聽
[00:17:26.000 --> 00:17:28.000]  赦免他們的罪
[00:17:28.000 --> 00:17:30.000]  醫治他們的地
[00:17:30.000 --> 00:17:31.000]  有沒有留意到
[00:17:31.000 --> 00:17:32.000]  上帝說
[00:17:32.000 --> 00:17:34.000]  如果你面對很多災難
[00:17:34.000 --> 00:17:36.000]  面對我審判刑罰
[00:17:36.000 --> 00:17:38.000]  但是如果你謙卑禱告悔改
[00:17:38.000 --> 00:17:40.000]  遠離惡行
[00:17:40.000 --> 00:17:42.000]  我就在天上垂聽
[00:17:42.000 --> 00:17:43.000]  赦免你們
[00:17:43.000 --> 00:17:45.000]  醫治你們
[00:17:45.000 --> 00:17:47.000]  這是上帝的應許
[00:17:47.000 --> 00:17:51.000]  以色列人在水門廣場
[00:17:51.000 --> 00:17:53.000]  經歷了九十多年
[00:17:53.000 --> 00:17:55.000]  回到耶路撒冷
[00:17:55.000 --> 00:17:57.000]  裡面都是烏啊烏啊
[00:17:57.000 --> 00:17:59.000]  但在今天他們得著復興
[00:17:59.000 --> 00:18:01.000]  神的話語
[00:18:01.000 --> 00:18:04.000]  聖靈用神的話語感動他們
[00:18:04.000 --> 00:18:07.000]  他們反應流淚悔改
[00:18:07.000 --> 00:18:09.000]  得著復興
[00:18:09.000 --> 00:18:10.000]  中國人有句話
[00:18:10.000 --> 00:18:12.000]  一失足
[00:18:12.000 --> 00:18:14.000]  成千古恨
[00:18:14.000 --> 00:18:16.000]  這句話有一定的道理
[00:18:16.000 --> 00:18:19.000]  但是聖經給我們一個好消息
[00:18:19.000 --> 00:18:21.000]  就是上帝有恩典
[00:18:21.000 --> 00:18:24.000]  他樂意叫我們的生命得著復興
[00:18:24.000 --> 00:18:27.000]  他樂意叫我們每一天都歡喜快樂
[00:18:27.000 --> 00:18:30.000]  他每一天都給我們一個新的開始
[00:18:30.000 --> 00:18:32.000]  所以我們在這段經文
[00:18:32.000 --> 00:18:34.000]  在以色列人的歷史
[00:18:34.000 --> 00:18:38.000]  在水門廣場那六個小時的聽道裡面
[00:18:38.000 --> 00:18:40.000]  我們學到什麼呢
[00:18:40.000 --> 00:18:45.000]  我們一起來做一個反思
[00:18:45.000 --> 00:18:46.000]  我們講過
[00:18:46.000 --> 00:18:48.000]  復興是從神的話開始
[00:18:48.000 --> 00:18:51.000]  復興是聖靈的感動
[00:18:51.000 --> 00:18:55.000]  復興也是透過人的悔改
[00:18:55.000 --> 00:18:57.000]  我們怎樣實踐呢
[00:18:57.000 --> 00:18:59.000]  第一
[00:18:59.000 --> 00:19:03.000]  我們應該每天認真的閱讀聖經
[00:19:03.000 --> 00:19:05.000]  思想聖經
[00:19:05.000 --> 00:19:10.000]  我們看舊約斯篇
[00:19:10.000 --> 00:19:11.000]  我們看到說
[00:19:11.000 --> 00:19:15.000]  神的話語好像蜜糖那麼甜
[00:19:15.000 --> 00:19:16.000]  很寶貴
[00:19:16.000 --> 00:19:20.000]  我們學牧神的話好像魚鹿學牧溪水
[00:19:20.000 --> 00:19:22.000]  我自己也會反思
[00:19:22.000 --> 00:19:24.000]  我是不是真的有這樣的學牧呢
[00:19:24.000 --> 00:19:27.000]  你是不是真的有這樣的學牧呢
[00:19:27.000 --> 00:19:29.000]  如果沒有的話
[00:19:29.000 --> 00:19:32.000]  我們要回到神的話那裡
[00:19:32.000 --> 00:19:35.000]  專心用一些時間
[00:19:35.000 --> 00:19:36.000]  撥開一些寶貴的時間
[00:19:36.000 --> 00:19:37.000]  不要在地鐵
[00:19:37.000 --> 00:19:38.000]  很多人擠在一起
[00:19:38.000 --> 00:19:39.000]  每個人都戴著口罩
[00:19:39.000 --> 00:19:42.000]  你這樣在手機讀神的話
[00:19:42.000 --> 00:19:44.000]  車子搖啊搖啊
[00:19:44.000 --> 00:19:45.000]  這樣很難專心
[00:19:45.000 --> 00:19:47.000]  找一段很好的時間
[00:19:47.000 --> 00:19:49.000]  閱讀神的話
