
[00:00:00.000 --> 00:00:01.480]  在政道之遷的時候
[00:02:01.480 --> 00:02:04.480]  究竟為什麼呢?
[00:02:04.480 --> 00:02:10.480]  究竟為什麼一個植根於文化長年的一種的活動
[00:02:10.480 --> 00:02:14.480]  可以突然之間這樣消失了
[00:02:14.480 --> 00:02:16.480]  不再受到人歡迎
[00:02:16.480 --> 00:02:18.480]  究竟為什麼呢?
[00:02:18.480 --> 00:02:23.480]  可能鄭英姐妹在這段時間裡同樣經歷的
[00:02:23.480 --> 00:02:26.480]  明明我們都是好朋友
[00:02:26.480 --> 00:02:29.480]  明明我們的關係都不錯的
[00:02:29.480 --> 00:02:34.480]  但是就傾刻之間就被unfriend了
[00:02:34.480 --> 00:02:38.480]  就被取消了你朋友的資格
[00:02:38.480 --> 00:02:42.480]  可能社會當中有很多事都一樣是這樣的
[00:02:42.480 --> 00:02:44.480]  你習慣了是這樣
[00:02:44.480 --> 00:02:48.480]  為什麼在短的時間裡面就改變了過來
[00:02:48.480 --> 00:02:55.480]  那些興趣或者甚至無信仰的一些習慣都不同了
[00:02:55.480 --> 00:02:59.480]  不知道近來在你的周遭裡面
[00:02:59.480 --> 00:03:04.480]  你有沒有經歷這些的改變呢?
[00:03:04.480 --> 00:03:07.480]  上兩個禮拜楊牧師跟我們講到
[00:03:07.480 --> 00:03:12.480]  有關馬太福音第十三章的一些結構的部分
[00:03:12.480 --> 00:03:18.480]  他就講到有關十三章裡面總共有八個比喻
[00:03:18.480 --> 00:03:26.480]  連這八個比喻就是用一種互相相關的一個表達的模式
[00:03:26.480 --> 00:03:29.480]  就好像孿生兄弟那樣
[00:03:29.480 --> 00:03:31.480]  孿生兄弟是怎樣的呢?
[00:03:31.480 --> 00:03:33.480]  他們很相似
[00:03:33.480 --> 00:03:36.480]  但是他們不是完全一樣的
[00:03:36.480 --> 00:03:40.480]  而馬太福音這裡的比喻的結構
[00:03:40.480 --> 00:03:44.480]  就用了一種雙生兒的文學技巧去表達
[00:03:44.480 --> 00:03:47.480]  例如第一個的比喻
[00:03:47.480 --> 00:03:48.480]  殺種的比喻
[00:03:48.480 --> 00:03:54.480]  就跟第八個比喻家主的比喻是一組
[00:03:54.480 --> 00:03:55.480]  如此類推
[00:03:55.480 --> 00:03:57.480]  他們各有相連
[00:03:57.480 --> 00:04:01.480]  成為了一個這樣的比喻的結構
[00:04:01.480 --> 00:04:04.480]  今天我會集中跟大家去講
[00:04:04.480 --> 00:04:09.480]  芥菜種和麵梟的這個比喻
[00:04:09.480 --> 00:04:13.480]  剛才主席也幫我們讀過這一段經文
[00:04:13.480 --> 00:04:16.480]  但是當中裡面有三個字眼
[00:04:16.480 --> 00:04:19.480]  我們一定要搞清楚一點
[00:04:19.480 --> 00:04:23.480]  我們才可以掌握當中裡面的意思
[00:04:23.480 --> 00:04:27.480]  首先就是芥菜種和飛鳥
[00:04:27.480 --> 00:04:30.480]  還有麵梟這三個字
[00:04:30.480 --> 00:04:35.480]  當然我沒有意思挑戰我們在座當中熱愛煮菜
[00:04:35.480 --> 00:04:38.480]  喜歡去街市買菜的你
[00:04:38.480 --> 00:04:44.480]  不過我要講一下究竟聖經裡面講的芥菜是指什麼
[00:04:44.480 --> 00:04:45.480]  在現在來說
[00:04:45.480 --> 00:04:50.480]  在巴勒斯坦地都依然有種芥菜的這種習慣
[00:04:50.480 --> 00:04:55.480]  它其實是一種調味料去做芥末的一些植物
[00:04:55.480 --> 00:04:58.480]  你就見到一片的田野
[00:04:58.480 --> 00:05:02.480]  你見到長到差不多一尺高的時間
[00:05:02.480 --> 00:05:04.480]  其實就會收割的
[00:05:04.480 --> 00:05:09.480]  收割這些小黃花去幫助它們做一些芥末
[00:05:09.480 --> 00:05:13.480]  當中裡面提及到芥菜種真是很小的
[00:05:13.480 --> 00:05:18.480]  不過我們要用一個比較文學的意象去看
[00:05:18.480 --> 00:05:22.480]  當然我們明白從一個生物植物學的角度來說
[00:05:22.480 --> 00:05:28.480]  芥菜種並不是現在現存所有的植物當中裡面最小的
[00:05:28.480 --> 00:05:31.480]  不過按照猶太人的傳統
[00:05:31.480 --> 00:05:35.480]  他們都會喜歡用芥菜種來表達
[00:05:35.480 --> 00:05:38.480]  那樣東西真是很小的
[00:05:38.480 --> 00:05:43.480]  但是當芥菜種不理不去收割的時候
[00:05:43.480 --> 00:05:47.480]  它又有能力去生長到十多尺高
[00:05:47.480 --> 00:05:52.480]  在圖片當中裡面都會看到一個這樣的巴勒斯坦人
[00:05:52.480 --> 00:05:55.480]  他就告訴你這個就是芥菜
[00:05:55.480 --> 00:06:00.480]  是可以長到兩三米高
[00:06:00.480 --> 00:06:06.480]  耶穌所說的芥菜是這種草本的植物
[00:06:06.480 --> 00:06:10.480]  第二樣東西我們要搞清楚的就是
[00:06:10.480 --> 00:06:14.480]  飛鳥來宿的意思是什麼
[00:06:14.480 --> 00:06:16.480]  我喜歡在這裡和大家讀一讀
[00:06:16.480 --> 00:06:19.480]  但以理書四章二十至二十一節
[00:06:19.480 --> 00:06:20.480]  聖經是這樣說的
[00:06:20.480 --> 00:06:24.480]  你所見的樹漸長而且堅固
[00:06:24.480 --> 00:06:28.480]  高得頂天從地極都能看見
[00:06:28.480 --> 00:06:33.480]  葉子華美果子甚多可作眾生的食物
[00:06:33.480 --> 00:06:35.480]  田野的走獸住在其下
[00:06:35.480 --> 00:06:38.480]  天空的飛鳥宿在之上
[00:06:38.480 --> 00:06:41.480]  解經家就有一個這樣的推論
[00:06:41.480 --> 00:06:48.480]  就認為芥菜種的比喻當中裡面說到那個飛鳥來宿
[00:06:48.480 --> 00:06:53.480]  其實意象就是和但以理書這裡所說的是一樣
[00:06:53.480 --> 00:06:58.480]  我們要明白一下但以理書其實這裡所說的是什麼
[00:06:58.480 --> 00:07:04.480]  話說但以理書當中有一個王叫做尼布甲尼撒
[00:07:04.480 --> 00:07:06.480]  尼布甲尼撒就發了一個夢
[00:07:06.480 --> 00:07:09.480]  他對這個夢很有興趣
[00:07:09.480 --> 00:07:12.480]  他又不明白為什麼
[00:07:12.480 --> 00:07:16.480]  他就請了但以理那裡去和他解釋
[00:07:16.480 --> 00:07:19.480]  這個夢究竟的原委是何在
[00:07:19.480 --> 00:07:22.480]  但以理其實就告訴尼布甲尼撒
[00:07:22.480 --> 00:07:26.480]  其實當中裡面說的那棵樹就是在說你
[00:07:26.480 --> 00:07:29.480]  而這棵樹就是你的國
[00:07:29.480 --> 00:07:32.480]  因為你的國不斷的延展
[00:07:32.480 --> 00:07:34.480]  你們的
[00:07:34.480 --> 00:07:38.480]  我們的國家不斷的攻伐不同的地方的時候
[00:07:38.480 --> 00:07:42.480]  就讓到彷彿好像各族各國的人
[00:07:42.480 --> 00:07:44.480]  就好像這些走獸一樣
[00:07:44.480 --> 00:07:50.480]  在你的蔭下在你的樹底下得到那種滋養
[00:07:50.480 --> 00:07:58.480]  這隻飛鳥就是說到尼布甲尼撒王這棵樹的一個意象
[00:07:58.480 --> 00:08:02.480]  但有些解經家就說不是鳥來叔的意思
[00:08:02.480 --> 00:08:04.480]  不應該是這樣
[00:08:04.480 --> 00:08:09.480]  他們就很簡單就引述馬太福音裡面十三章
[00:08:09.480 --> 00:08:11.480]  有關殺種的比喻
[00:08:11.480 --> 00:08:13.480]  如果早兩個禮拜你讀聖經的時候
[00:08:13.480 --> 00:08:15.480]  你應該都有印象的
[00:08:15.480 --> 00:08:17.480]  馬太福音十三章四字是這樣說
[00:08:17.480 --> 00:08:25.480]  殺的時候有落在路旁的飛鳥來吃盡鳥
[00:08:25.480 --> 00:08:27.480]  殺種的比喻
[00:08:27.480 --> 00:08:31.480]  上兩個禮拜楊牧師就說殺種的比喻
[00:08:31.480 --> 00:08:34.480]  上個禮拜陳牧師就說拜子的比喻
[00:08:34.480 --> 00:08:36.480]  其實他們真的比較有好處
[00:08:36.480 --> 00:08:41.480]  因為聖經耶穌自己有說到這兩個比喻的意思
[00:08:41.480 --> 00:08:45.480]  但是皆菜種的比喻和面教的比喻是沒有解釋的
[00:08:45.480 --> 00:08:47.480]  所以就產生問題
[00:08:47.480 --> 00:08:49.480]  有些解經家就說
[00:08:49.480 --> 00:08:52.480]  明明十三章四字這裡講到飛鳥
[00:08:52.480 --> 00:08:55.480]  接著十三章十九字就這樣說
[00:08:55.480 --> 00:08:57.480]  凡聽見天國的道理
[00:08:57.480 --> 00:09:01.480]  不明白的難獲者來
[00:09:01.480 --> 00:09:04.480]  就把殺在他心裡的奪去
[00:09:04.480 --> 00:09:07.480]  這就是殺在路旁的鳥
[00:09:07.480 --> 00:09:09.480]  解經家就很直接
[00:09:09.480 --> 00:09:10.480]  不要這麼迂迴
[00:09:10.480 --> 00:09:12.480]  你說什麼但以理
[00:09:12.480 --> 00:09:15.480]  就這樣說殺種的比喻
[00:09:15.480 --> 00:09:16.480]  馬太福音就說了
[00:09:16.480 --> 00:09:19.480]  飛鳥就是惡者
[00:09:19.480 --> 00:09:22.480]  所以你會看到
[00:09:22.480 --> 00:09:27.480]  就這樣在皆菜種這一段的比喻當中
[00:09:27.480 --> 00:09:31.480]  解經家都有一些不同的論據
[00:09:31.480 --> 00:09:33.480]  如果我們再看面教的話
[00:09:33.480 --> 00:09:35.480]  你就會覺得更加有趣
[00:09:35.480 --> 00:09:38.480]  面教我們要掌握一下
[00:09:38.480 --> 00:09:42.480]  舊約聖經裡面真約聖經裡面講的面孝
[00:09:42.480 --> 00:09:44.480]  其實是在講什麼
[00:09:44.480 --> 00:09:45.480]  當然也是
[00:09:45.480 --> 00:09:46.480]  最近這一兩年
[00:09:46.480 --> 00:09:49.480]  很多人就喜歡買一個麵包機
[00:09:49.480 --> 00:09:52.480]  自己在家裡又搞一個麵包出來
[00:09:52.480 --> 00:09:55.480]  究竟你是成為一件
[00:09:55.480 --> 00:09:57.480]  通了塵的藝術品
[00:09:57.480 --> 00:10:00.480]  還是說真的會有主過來吃的話
[00:10:00.480 --> 00:10:01.480]  就你自己才知道
[00:10:01.480 --> 00:10:05.480]  不過我在家裡也有一個這樣的麵包機
[00:10:05.480 --> 00:10:07.480]  他的工作很繁忙
[00:10:07.480 --> 00:10:09.480]  但我都沒有搞他
[00:10:09.480 --> 00:10:11.480]  主要都是我家人處理
[00:10:11.480 --> 00:10:14.480]  我看到其實他們都很方便
[00:10:14.480 --> 00:10:18.480]  我們很容易買到那些高筋粉
[00:10:18.480 --> 00:10:19.480]  明低筋粉
[00:10:19.480 --> 00:10:20.480]  不懂得解釋
[00:10:20.480 --> 00:10:22.480]  總之他們搓啊搓啊這樣
[00:10:22.480 --> 00:10:24.480]  就會去超市那裡
[00:10:24.480 --> 00:10:27.480]  又買一些酵母的粉
[00:10:27.480 --> 00:10:29.480]  放一些酵母進去
[00:10:29.480 --> 00:10:31.480]  就會噗噗噗噗
[00:10:31.480 --> 00:10:33.480]  就會發了一塊麵包出來
[00:10:33.480 --> 00:10:35.480]  我就很安樂可以吃了
[00:10:35.480 --> 00:10:38.480]  但是在新約聖經裡面
[00:10:38.480 --> 00:10:40.480]  現在說的那種麵餃
[00:10:40.480 --> 00:10:43.480]  並不是一種這麼方便的酵母粉
[00:10:43.480 --> 00:10:45.480]  其實他就是在說
[00:10:45.480 --> 00:10:47.480]  我之前那天
[00:10:47.480 --> 00:10:52.480]  我吃剩了一些發了酵的麵包
[00:10:52.480 --> 00:10:54.480]  剩下的那塊東西
[00:10:54.480 --> 00:10:57.480]  就是叫做麵餃
[00:10:57.480 --> 00:10:59.480]  那塊麵餃為什麼要留著呢
[00:10:59.480 --> 00:11:04.480]  就是留著今天我做一塊新的麵包的時候
[00:11:04.480 --> 00:11:07.480]  我就將我昨天吃剩的那些麵包
[00:11:07.480 --> 00:11:10.480]  那塊東西塞進去
[00:11:10.480 --> 00:11:12.480]  那塊新的麵團當中
[00:11:12.480 --> 00:11:13.480]  拿去焗
[00:11:13.480 --> 00:11:15.480]  就因為這樣的緣故
[00:11:15.480 --> 00:11:17.480]  又會再一次發酵
[00:11:17.480 --> 00:11:20.480]  他在說那個麵餃
[00:11:20.480 --> 00:11:22.480]  是在說一塊這樣的東西
[00:11:22.480 --> 00:11:24.480]  但是呢
[00:11:24.480 --> 00:11:27.480]  解經家又有一個回應
[00:11:27.480 --> 00:11:29.480]  其實麵餃呢
[00:11:29.480 --> 00:11:31.480]  在整本的聖經裡面
[00:11:31.480 --> 00:11:34.480]  都不是好東西
[00:11:34.480 --> 00:11:37.480]  我儘管讀一段聖經給大家聽聽
[00:11:37.480 --> 00:11:41.480]  就是哥林多前書的五章的六節
[00:11:41.480 --> 00:11:43.480]  聖經裡面是這樣說的
[00:11:43.480 --> 00:11:46.480]  你們這自誇是不好的
[00:11:46.480 --> 00:11:48.480]  豈不知一點面孝
[00:11:48.480 --> 00:11:52.480]  能使全團發起來嗎
[00:11:52.480 --> 00:11:55.480]  你們既是無孝的面
[00:11:55.480 --> 00:11:58.480]  應當把舊孝除正
[00:11:58.480 --> 00:12:03.480]  保羅在哥林多前書這裡說的那個意象
[00:12:03.480 --> 00:12:07.480]  和整個聖經的脈絡是很有關係的
[00:12:07.480 --> 00:12:11.480]  當以色列人離開埃及的時候
[00:12:11.480 --> 00:12:15.480]  他們要進入迦南的地方
[00:12:15.480 --> 00:12:20.480]  神其實是很憎惡埃及地的那些風俗習慣
[00:12:20.480 --> 00:12:23.480]  所以當以色列人離開埃及的時候
[00:12:23.480 --> 00:12:25.480]  神是不容許
[00:12:25.480 --> 00:12:26.480]  NO
[00:12:26.480 --> 00:12:28.480]  那些百姓
[00:12:28.480 --> 00:12:30.480]  帶著一些舊東西
[00:12:30.480 --> 00:12:32.480]  去進入這個應許之地
[00:12:32.480 --> 00:12:34.480]  包括
[00:12:34.480 --> 00:12:35.480]  麵餃
[00:12:35.480 --> 00:12:36.480]  你們想一想
[00:12:36.480 --> 00:12:37.480]  其實他們是馬上離開的
[00:12:37.480 --> 00:12:39.480]  他們走得很快的
[00:12:39.480 --> 00:12:42.480]  如果他們想再吃那些麵包的話
[00:12:42.480 --> 00:12:44.480]  其實他們就必須要帶著
[00:12:44.480 --> 00:12:46.480]  在埃及的時候
[00:12:46.480 --> 00:12:48.480]  剩下的那些麵孝
[00:12:48.480 --> 00:12:50.480]  帶到新的地方
[00:12:50.480 --> 00:12:52.480]  那他們就再焗一次
[00:12:52.480 --> 00:12:57.480]  但是神就不容許他們將一些舊東西帶入新的地方
[00:12:57.480 --> 00:13:00.480]  保羅卻是用這個意象去告訴
[00:13:00.480 --> 00:13:02.480]  當時教會的弟兄姊妹
[00:13:02.480 --> 00:13:07.480]  麵孝會在我們當中發起
[00:13:07.480 --> 00:13:09.480]  雖然只有一個定點
[00:13:09.480 --> 00:13:11.480]  但是它有很龐大的影響力
[00:13:11.480 --> 00:13:13.480]  它會影響基督的群體
[00:13:13.480 --> 00:13:17.480]  所以要在當中去除靜
[00:13:17.480 --> 00:13:19.480]  所以解經家就告訴我們
[00:13:19.480 --> 00:13:22.480]  這裡天國的比喻
[00:13:22.480 --> 00:13:25.480]  是不是用但爾利書的那個意象
[00:13:25.480 --> 00:13:27.480]  其實是告訴我們
[00:13:27.480 --> 00:13:31.480]  教會會受到那些邪惡的勢力所影響
[00:13:31.480 --> 00:13:33.480]  一點點罪
[00:13:33.480 --> 00:13:37.480]  就會令到我們全國的群體都會受累
[00:13:37.480 --> 00:13:39.480]  但是與此同時
[00:13:39.480 --> 00:13:41.480]  用但爾利書的那些解經家就說
[00:13:41.480 --> 00:13:43.480]  不是的
[00:13:43.480 --> 00:13:46.480]  我是看見天國的擴展
[00:13:46.480 --> 00:13:48.480]  你不是覺得教會就是這樣的嗎
[00:13:48.480 --> 00:13:50.480]  一開始只有幾丁門徒
[00:13:50.480 --> 00:13:53.480]  但是教會就越來越龐大
[00:13:53.480 --> 00:13:56.480]  所以這段聖經應該是這樣解
[00:13:56.480 --> 00:14:00.480]  其實他們都是看同一本聖經
[00:14:00.480 --> 00:14:03.480]  但是為什麼會有不同的結果呢
[00:14:03.480 --> 00:14:08.480]  可能這段時間你都會經常聽到這種論調
[00:14:08.480 --> 00:14:12.480]  指責你或者你指責人的時候
[00:14:12.480 --> 00:14:14.480]  可能都去到很盡
[00:14:14.480 --> 00:14:16.480]  你和我信的那個上帝不同
[00:14:16.480 --> 00:14:18.480]  我也不知道你怎麼看這本聖經
[00:14:18.480 --> 00:14:21.480]  為什麼你會這樣決定呢
[00:14:21.480 --> 00:14:24.480]  有時候人與人之間
[00:14:24.480 --> 00:14:26.480]  弟兄姊妹的關係
[00:14:26.480 --> 00:14:28.480]  和你家人的關係變得很簡單
[00:14:28.480 --> 00:14:32.480]  我這個星期都經歷了一件令我很難堪的事
[00:14:32.480 --> 00:14:36.480]  就是我有一位十幾年沒見的神學院同學打電話給我
[00:14:36.480 --> 00:14:38.480]  寒暄了幾句之後
[00:14:38.480 --> 00:14:40.480]  他就問我
[00:14:40.480 --> 00:14:42.480]  究竟你接不接的
[00:14:42.480 --> 00:14:46.480]  我都不知道怎麼回答你
[00:14:46.480 --> 00:14:48.480]  十幾年沒見
[00:14:48.480 --> 00:14:50.480]  我們都做了幾年同學
[00:14:50.480 --> 00:14:53.480]  為什麼你跟我聊天的時候
[00:14:53.480 --> 00:14:55.480]  你這麼在意
[00:14:55.480 --> 00:14:57.480]  你又問我究竟你接不接
[00:14:57.480 --> 00:15:05.480]  我真的很難三言兩語表達我心裡面的想法
[00:15:05.480 --> 00:15:08.480]  可能弟兄姊妹你同樣都是這樣
[00:15:08.480 --> 00:15:11.480]  我也不忌諱我告訴大家
[00:15:11.480 --> 00:15:13.480]  在過去一個多月當中
[00:15:13.480 --> 00:15:17.480]  其實我心裡面真的很難過
[00:15:17.480 --> 00:15:19.480]  我可以形容我心碎
[00:15:19.480 --> 00:15:22.480]  心碎有很多的原因
[00:15:22.480 --> 00:15:25.480]  我想有一樣東西
[00:15:25.480 --> 00:15:27.480]  是我覺得很難堪的
[00:15:27.480 --> 00:15:29.480]  就是弟兄姊妹之間
[00:15:29.480 --> 00:15:32.480]  大家的家庭當中
[00:15:32.480 --> 00:15:33.480]  朋友當中
[00:15:33.480 --> 00:15:34.480]  同學之間
[00:15:34.480 --> 00:15:36.480]  同事之間
[00:15:36.480 --> 00:15:40.480]  因為時局的觀點的不同的緣故
[00:15:40.480 --> 00:15:43.480]  產生了很大的決裂
[00:15:43.480 --> 00:15:47.480]  其實我小時候都經歷這些決裂的
[00:15:47.480 --> 00:15:49.480]  同志弟兄姊妹都會
[00:15:49.480 --> 00:15:51.480]  不過通常都只是一晚這麼多
[00:15:51.480 --> 00:15:54.480]  就因為那晚晚聯就要對阿仙奴了
[00:15:54.480 --> 00:15:57.480]  利物浦就打車路士
[00:15:57.480 --> 00:15:59.480]  我們明明都還在祈禱
[00:15:59.480 --> 00:16:02.480]  那晚茶經很開心
[00:16:02.480 --> 00:16:04.480]  但是吃糖水的時候就不行了
[00:16:04.480 --> 00:16:05.480]  因為踢了
[00:16:05.480 --> 00:16:07.480]  通常十二點就踢了
[00:16:07.480 --> 00:16:10.480]  但是通常第二天早上崇拜
[00:16:10.480 --> 00:16:12.480]  還是低著頭
[00:16:12.480 --> 00:16:13.480]  不是很打招呼
[00:16:13.480 --> 00:16:17.480]  不過跟著去喝茶的時候就沒事了
[00:16:17.480 --> 00:16:23.480]  但是現在我們維持了超過一個月的時間
[00:16:23.480 --> 00:16:26.480]  弟兄姊妹你有沒有想一下
[00:16:26.480 --> 00:16:28.480]  神容許這件事
[00:16:28.480 --> 00:16:33.480]  在我們的社會當中裡面發展
[00:16:33.480 --> 00:16:36.480]  究竟祂要藉著這件事
[00:16:36.480 --> 00:16:41.480]  和你和我說些什麼
[00:16:41.480 --> 00:16:44.480]  我希望大家去想這個問題的時候
[00:16:44.480 --> 00:16:46.480]  你不要幫人想
[00:16:46.480 --> 00:16:49.480]  你只是想自己就行了
[00:16:49.480 --> 00:16:53.480]  神透過這件事
[00:16:53.480 --> 00:16:57.480]  對你說些什麼
[00:16:57.480 --> 00:17:00.480]  神想我們的生命
[00:17:00.480 --> 00:17:05.480]  有些什麼東西去改變
[00:17:05.480 --> 00:17:07.480]  祂想藉著這件事
[00:17:07.480 --> 00:17:13.480]  提醒我們些什麼呢
[00:17:13.480 --> 00:17:15.480]  研究耶穌比喻的
[00:17:15.480 --> 00:17:18.480]  有一位芝加哥的學者
[00:17:18.480 --> 00:17:20.480]  叫做Snogras
[00:17:20.480 --> 00:17:22.480]  他就提出了一個
[00:17:22.480 --> 00:17:25.480]  可能是對於剛才我上述所講
[00:17:25.480 --> 00:17:30.480]  解釋這個面教和這個
[00:17:30.480 --> 00:17:35.480]  介塞種兩派的學者都可能不喜歡他
[00:17:35.480 --> 00:17:38.480]  因為他提出第三個可能性
[00:17:38.480 --> 00:17:40.480]  他做了些什麼呢
[00:17:40.480 --> 00:17:43.480]  在他的著作Story with Intents當中
[00:17:43.480 --> 00:17:45.480]  他就講到
[00:17:45.480 --> 00:17:46.480]  他比較了
[00:17:46.480 --> 00:17:49.480]  例如介塞種是來自三卷福音書
[00:17:49.480 --> 00:17:55.480]  馬太、盧迦、馬可這三卷書
[00:17:55.480 --> 00:17:59.480]  而這個面教是來自馬太福音
[00:17:59.480 --> 00:18:01.480]  和盧迦福音
[00:18:01.480 --> 00:18:04.480]  他還比較了其他新約時代
[00:18:04.480 --> 00:18:08.480]  沒有被列入聖經的一些文獻
[00:18:08.480 --> 00:18:12.480]  他們怎樣引述有關這兩個的比喻
[00:18:12.480 --> 00:18:15.480]  他得出一個結論
[00:18:15.480 --> 00:18:19.480]  他就說耶穌在這裡講的那個天國
[00:18:19.480 --> 00:18:21.480]  是在講
[00:18:21.480 --> 00:18:26.480]  介塞種其實本來是很微小的
[00:18:26.480 --> 00:18:31.480]  但是經歷了一個很短的時間
[00:18:31.480 --> 00:18:36.480]  其實它就會有戲劇性的長大
[00:18:36.480 --> 00:18:38.480]  大到一個地步
[00:18:38.480 --> 00:18:41.480]  可能去到十多尺
[00:18:41.480 --> 00:18:43.480]  面教都一樣
[00:18:43.480 --> 00:18:46.480]  本來是很細小的
[00:18:46.480 --> 00:18:48.480]  只是一丁點
[00:18:48.480 --> 00:18:50.480]  但是經歷了一段時間之後
[00:18:50.480 --> 00:18:54.480]  它有一個本質上的改變
[00:18:54.480 --> 00:18:59.480]  它就全團都發大起來
[00:18:59.480 --> 00:19:03.480]  他指出我們沒有必要針對那些小鳥
[00:19:03.480 --> 00:19:05.480]  其實在講什麼
[00:19:05.480 --> 00:19:07.480]  他只是在講
[00:19:07.480 --> 00:19:09.480]  耶穌想我們明白
[00:19:09.480 --> 00:19:12.480]  天國有一種很特別的素質
[00:19:12.480 --> 00:19:15.480]  就是會在一段短的時間
[00:19:15.480 --> 00:19:19.480]  就會不斷的擴展
[00:19:19.480 --> 00:19:23.480]  究竟他是朝向所謂好的
[00:19:23.480 --> 00:19:25.480]  還是壞的呢
[00:19:25.480 --> 00:19:33.480]  並不是這一段的比喻的焦點
[00:19:33.480 --> 00:19:36.480]  可能我們也有參加過一些集會
[00:19:36.480 --> 00:19:39.480]  或者群眾運動
[00:19:39.480 --> 00:19:44.480]  我們其實知道它有一定的不穩定性
[00:19:44.480 --> 00:19:50.480]  其實有時一個簡單錯誤的決定
[00:19:50.480 --> 00:19:54.480]  會帶領著一個集會群眾運動
[00:19:54.480 --> 00:19:57.480]  它是多麼光明磊落都好
[00:19:57.480 --> 00:20:02.480]  都可能會走向一條惡路裏面
[00:20:02.480 --> 00:20:04.480]  反過來
[00:20:04.480 --> 00:20:10.480]  如果一個多麼美好和崇高的群眾運動一樣
[00:20:10.480 --> 00:20:15.480]  如果當中有一些光明
[00:20:15.480 --> 00:20:20.480]  有些恰當的有建設性的方向指出的時候
[00:20:20.480 --> 00:20:27.480]  可能這個群眾運動又會能夠帶來美好的結果
[00:20:27.480 --> 00:20:32.480]  可能只是傾刻之間的意念
[00:20:32.480 --> 00:20:37.480]  令到整個局面會改變過來
[00:20:37.480 --> 00:20:44.480]  其實這個也是在談論弟兄姊妹生命素質的問題
[00:20:44.480 --> 00:20:47.480]  你也有一個群體
[00:20:47.480 --> 00:20:49.480]  我也有一個群體
[00:20:49.480 --> 00:20:54.480]  究竟我們現在在發揮一個什麼的影響力呢
[00:20:54.480 --> 00:20:57.480]  我們是唯恐天下不亂
[00:20:57.480 --> 00:21:01.480]  肆意放任我們自己的情緒
[00:21:01.480 --> 00:21:05.480]  還是說我是有心的
[00:21:05.480 --> 00:21:07.480]  我要表達
[00:21:07.480 --> 00:21:10.480]  我要建立造就別人的生命
[00:21:10.480 --> 00:21:15.480]  這個是一個生命本質的問題
[00:21:15.480 --> 00:21:19.480]  在2007年的時候
[00:21:19.480 --> 00:21:21.480]  在美國有一個女孩子
[00:21:21.480 --> 00:21:23.480]  當時她18歲
[00:21:23.480 --> 00:21:27.480]  她剛剛就中學畢業
[00:21:27.480 --> 00:21:30.480]  接下來她打算升讀大學
[00:21:30.480 --> 00:21:33.480]  在升讀大學之前的時間
[00:21:33.480 --> 00:21:35.480]  她就和家人商量
[00:21:35.480 --> 00:21:39.480]  可不可以有一段時間容讓我有一些生活體驗呢
[00:21:39.480 --> 00:21:42.480]  她的家人支持她
[00:21:42.480 --> 00:21:48.480]  她就參加了一個天主教背景的一個詞彙的活動
