
[00:00:00.000 --> 00:00:04.300]  各位網友平安,我們開始研讀加拿大書意見書
[00:02:37.300 --> 00:02:40.400]  就有兩個不同的理論
[00:02:40.400 --> 00:02:44.600]  到底保羅心目中所說的加拿大地區
[00:02:44.600 --> 00:02:47.000]  是指哪個地區呢?
[00:02:47.000 --> 00:02:50.400]  所以就有北加拿大論
[00:02:50.400 --> 00:02:52.900]  和南加拿大論
[00:02:52.900 --> 00:02:55.000]  這兩種的說法
[00:02:55.000 --> 00:02:57.600]  所謂北加拿大論
[00:02:57.600 --> 00:03:01.400]  就指比較北面的區域
[00:03:01.400 --> 00:03:04.300]  在《使徒行傳》裏面的記載
[00:03:04.300 --> 00:03:07.400]  就保羅在第二次的行程
[00:03:07.400 --> 00:03:10.100]  他才去這個地區的
[00:03:10.100 --> 00:03:12.900]  然後在第三次行程
[00:03:12.900 --> 00:03:14.100]  他又去
[00:03:14.100 --> 00:03:16.300]  換句話來說
[00:03:16.300 --> 00:03:22.500]  加拿大書就保羅去完第二、第三次行程之後
[00:03:22.500 --> 00:03:24.200]  他才寫的
[00:03:24.200 --> 00:03:29.000]  所以寫作的日期就比較遲一點
[00:03:29.000 --> 00:03:34.300]  第二種的理論就叫做南加拿大論
[00:03:34.300 --> 00:03:38.900]  如果你是聽從南加拿大論的話
[00:03:38.900 --> 00:03:42.300]  就保羅第一次宣教行程
[00:03:42.300 --> 00:03:45.900]  就去了這個地區
[00:03:45.900 --> 00:03:50.600]  故此順從這個理論的學者就說
[00:03:50.600 --> 00:03:56.000]  保羅寫這本書的日期是比較早一點的
[00:03:56.000 --> 00:03:58.400]  因為他去完第一次行程
[00:03:58.400 --> 00:04:01.000]  探完這個地區的教會之後
[00:04:01.000 --> 00:04:04.700]  他就開始寫這封信
[00:04:04.700 --> 00:04:08.900]  其實這封信很重要的地方
[00:04:08.900 --> 00:04:15.300]  就說到我們怎樣因著信稱賢
[00:04:15.300 --> 00:04:18.000]  大家都知道馬丁路德
[00:04:18.000 --> 00:04:20.800]  他發起宗教改革
[00:04:20.800 --> 00:04:23.500]  就因為他在修道院裏面
[00:04:23.500 --> 00:04:27.700]  自己讀加拿大書這本書
[00:04:27.700 --> 00:04:30.900]  他就發覺和當時天主教
[00:04:30.900 --> 00:04:34.100]  和當時一般神學的理論很不同
[00:04:34.100 --> 00:04:39.700]  因為當時的天主教會就賣那些贖罪券
[00:04:39.700 --> 00:04:45.100]  甚至有些神父去到街上就在那裏宣傳
[00:04:45.100 --> 00:04:48.100]  如果你買了贖罪券
[00:04:48.100 --> 00:04:50.200]  就好像叮一聲
[00:04:50.200 --> 00:04:53.800]  就把錢放在錢箱裏面
[00:04:53.800 --> 00:05:02.100]  你就可以把這些贖罪券救你已經逝世的親人、家人
[00:05:02.100 --> 00:05:05.000]  當你扔了這個贖罪券
[00:05:05.000 --> 00:05:06.400]  叮一聲
[00:05:06.400 --> 00:05:10.200]  你的親友的靈魂就升上天堂
[00:05:10.200 --> 00:05:12.700]  馬丁路德聽了之後
[00:05:12.700 --> 00:05:14.600]  覺得很不對勁
[00:05:14.600 --> 00:05:17.000]  什麼亂說都可以
[00:05:17.000 --> 00:05:25.100]  於是他就根據他對加拿大書很深刻的認識
[00:05:25.100 --> 00:05:33.300]  就開始貼出95條他對信仰的一些反省
[00:05:33.300 --> 00:05:38.600]  來公開挑戰當時的天主教會
[00:05:38.600 --> 00:05:45.100]  因此一場很大波浪的宗教改革
[00:05:45.100 --> 00:05:46.800]  Reformation
[00:05:46.800 --> 00:05:50.400]  就在德國興起了
[00:05:50.400 --> 00:05:52.200]  我很感謝神的恩典
[00:05:52.200 --> 00:05:55.500]  我曾經有一次去歐洲旅行
[00:05:55.500 --> 00:05:57.400]  當去到德國的時候
[00:05:57.400 --> 00:06:00.500]  就有機會參觀一些城市
[00:06:00.500 --> 00:06:03.800]  那個導遊就帶我們去參觀
[00:06:03.800 --> 00:06:08.200]  一些馬丁路德的歷史古蹟
[00:06:08.200 --> 00:06:12.500]  看到有一個地方有雙鞋
[00:06:12.500 --> 00:06:14.400]  鐵造的鞋
[00:06:14.400 --> 00:06:20.500]  是馬丁路德去過的一些腳蹤
[00:06:20.500 --> 00:06:23.900]  我還記得師母很興奮
[00:06:23.900 --> 00:06:28.400]  就站在鐵鞋上幫他拍張照
[00:06:28.400 --> 00:06:32.600]  就是說馬丁路德的Footstep
[00:06:32.600 --> 00:06:39.000]  我現在都走起馬丁路德的Footstep腳蹤之後
[00:06:39.000 --> 00:06:44.800]  我們今天都說我們的教會是根據聖經的教導
[00:06:44.800 --> 00:06:50.100]  前人有很多神學家為我們鋪了一條路
[00:06:50.100 --> 00:06:55.100]  我們就明白我們所信的教義是怎樣發展下來
[00:06:55.100 --> 00:07:01.700]  所以我們都在走先賢所留下的腳蹤
[00:07:01.700 --> 00:07:07.500]  所以我們要效法先賢的腳蹤來繼續走
[00:07:07.500 --> 00:07:10.900]  我們開始《加拿大書》第一章
[00:07:10.900 --> 00:07:16.200]  保羅每一封信都是用問安來開始的
[00:07:16.200 --> 00:07:20.400]  我是使徒或者奉召作使徒的保羅
[00:07:20.400 --> 00:07:23.900]  寫信給加拿大的教會
[00:07:23.900 --> 00:07:25.800]  然後我問你們安
[00:07:25.800 --> 00:07:29.300]  但是這封信問完安之後很出奇
[00:07:29.300 --> 00:07:34.100]  保羅竟然用真經來開始
[00:07:34.100 --> 00:07:38.900]  哇!問完安之後不是說一些東西
[00:07:38.900 --> 00:07:41.500]  而是說我很震驚
[00:07:41.500 --> 00:07:46.300]  我們中文和合本的翻譯就有少許不同
[00:07:46.300 --> 00:07:51.100]  這裡就說我奉命在你們中間
[00:07:51.100 --> 00:07:54.900]  就說很稀奇
[00:07:54.900 --> 00:07:58.400]  有些新的譯本就用震驚
[00:07:58.400 --> 00:08:02.800]  因為原文希利文這個字其實是很震驚
[00:08:02.800 --> 00:08:04.800]  很震蕩
[00:08:04.800 --> 00:08:09.400]  你們現在改了你們所信的東西
[00:08:09.400 --> 00:08:14.400]  因此這封信帶著一個辯護的口吻
[00:08:14.400 --> 00:08:16.600]  開始它的內容
[00:08:16.600 --> 00:08:18.800]  保羅就說我震驚
[00:08:18.800 --> 00:08:23.200]  你們現在好像走歪了路
[00:08:23.200 --> 00:08:27.300]  和我教你們的真理有些不同
[00:08:27.300 --> 00:08:29.500]  這樣不妥當
[00:08:29.500 --> 00:08:36.000]  於是保羅就開始提出
[00:08:36.000 --> 00:08:40.900]  要更正他們錯誤了的思想
[00:08:40.900 --> 00:08:42.300]  你們已經錯了
[00:08:42.300 --> 00:08:44.700]  現在馬上停止
[00:08:44.700 --> 00:08:49.200]  回頭走正確的路
[00:08:49.200 --> 00:08:53.200]  所以當我們叫人要悔改信耶穌
[00:08:53.200 --> 00:08:56.500]  我們做牧師的經常解釋什麼叫悔改
[00:08:56.500 --> 00:08:59.300]  就是你覺得你以前走錯了路
[00:08:59.300 --> 00:09:01.100]  如果這條路是錯的
[00:09:01.100 --> 00:09:02.500]  去不到的目的地
[00:09:02.500 --> 00:09:07.500]  快點回頭走過一條對的路
[00:09:07.500 --> 00:09:09.000]  正確的路
[00:09:09.000 --> 00:09:12.600]  所以保羅就用一個這麼強烈的口吻
[00:09:12.600 --> 00:09:16.000]  開始迦拉泰書
[00:09:16.000 --> 00:09:20.300]  他就說你們不要再搞錯了
[00:09:20.300 --> 00:09:25.200]  要回去你們正確的信仰
[00:09:25.200 --> 00:09:32.800]  就是耶穌基督為我們的罪而死在十字架上
[00:09:32.800 --> 00:09:37.200]  我們憑的不是自己的行為
[00:09:37.200 --> 00:09:40.200]  因為行為不能夠救人
[00:09:40.200 --> 00:09:48.600]  唯有從心裡面去信靠這位釘十字架
[00:09:48.600 --> 00:09:50.900]  愛我們的救主
[00:09:50.900 --> 00:09:53.900]  今天我們都說你信了耶穌沒有?
[00:09:53.900 --> 00:09:55.900]  是信耶穌
[00:09:55.900 --> 00:09:59.700]  所以有很多人說信耶穌最簡單
[00:09:59.700 --> 00:10:01.100]  又不用給錢
[00:10:01.100 --> 00:10:02.200]  又不用做什麼
[00:10:02.200 --> 00:10:03.700]  又不用讀什麼書
[00:10:03.700 --> 00:10:05.100]  你聽完之後
[00:10:05.100 --> 00:10:06.700]  你說我信
[00:10:06.700 --> 00:10:08.500]  這樣就得救了
[00:10:08.500 --> 00:10:12.600]  有些人就覺得會不會牙醉一點
[00:10:12.600 --> 00:10:14.100]  這樣就得救了
[00:10:14.100 --> 00:10:18.300]  所以其實神的恩典真的很大
[00:10:18.300 --> 00:10:21.700]  你信耶穌不用你有學問
[00:10:21.700 --> 00:10:23.500]  又不用你識字
[00:10:23.500 --> 00:10:26.000]  又不用你讀過什麼
[00:10:26.000 --> 00:10:27.400]  你說我信
[00:10:27.400 --> 00:10:29.400]  就是憑著信心
[00:10:29.400 --> 00:10:32.000]  你心裡面有個扭轉
[00:10:32.000 --> 00:10:33.600]  認自己的罪
[00:10:33.600 --> 00:10:34.700]  你悔改
[00:10:34.700 --> 00:10:37.400]  耶穌十字架的寶血
[00:10:37.400 --> 00:10:39.900]  就洗乾淨我們一切的罪
[00:10:39.900 --> 00:10:43.000]  所以在座如果有一些你還沒信耶穌
[00:10:43.000 --> 00:10:45.200]  我都很誠懇勸你
[00:10:45.200 --> 00:10:52.000]  快點做一個悔改認罪信耶穌的祈禱
[00:10:52.000 --> 00:10:53.900]  聖經告訴我們
[00:10:53.900 --> 00:10:56.900]  你若心裡信神
[00:10:56.900 --> 00:10:59.500]  叫祂從死裡復活
[00:10:59.500 --> 00:11:03.500]  你若信祂為你釘十字架
[00:11:03.500 --> 00:11:05.200]  洗淨你的罪
[00:11:05.200 --> 00:11:07.900]  你就必得救
[00:11:07.900 --> 00:11:12.100]  這就叫做「因信稱義」
[00:11:12.100 --> 00:11:17.900]  所以保羅就是這樣來勸勉弟兄姊妹
[00:11:17.900 --> 00:11:27.500]  而不僅「因信稱義」是神給保羅的一個任命
[00:11:27.500 --> 00:11:32.500]  因為保羅奉命做外邦人的使徒
[00:11:32.500 --> 00:11:38.000]  他要將這個真理帶給那些外邦人
[00:11:38.000 --> 00:11:40.100]  然後保羅又說
[00:11:40.100 --> 00:11:45.500]  我是為基督來傳這個福音
[00:11:45.500 --> 00:11:50.800]  所以我很奇怪為什麼你們中間有些人
[00:11:50.800 --> 00:11:53.000]  說我不是使徒
[00:11:53.000 --> 00:11:55.700]  對保羅有時候有些批評
[00:11:55.700 --> 00:12:02.800]  所以保羅好像也是辯護自己使徒的身份
[00:12:02.800 --> 00:12:05.100]  你們要接受福音
[00:12:05.100 --> 00:12:09.500]  我是向我顯現的主耶穌
[00:12:09.500 --> 00:12:17.400]  差我來將福音帶給你們這些外邦人
[00:12:17.400 --> 00:12:21.200]  而且加拿大書有一點就是
[00:12:21.200 --> 00:12:23.200]  如果你要信耶穌
[00:12:23.200 --> 00:12:25.400]  你要先做猶太人
[00:12:25.400 --> 00:12:28.400]  就是守猶太人的一些規條
[00:12:28.400 --> 00:12:31.600]  保羅是非常反對的
[00:12:31.600 --> 00:12:34.400]  他說聖經從來沒有要求我們
[00:12:34.400 --> 00:12:36.200]  我們要守國例
[00:12:36.200 --> 00:12:39.000]  我們要做猶太人做的事情
[00:12:39.000 --> 00:12:43.100]  因為救恩是伯伯給過我們的
[00:12:43.100 --> 00:12:44.800]  所以他就說
[00:12:44.800 --> 00:12:52.400]  因此神是提出「恩順清義」這個真理
[00:12:52.400 --> 00:12:56.900]  保羅就從經驗上去辯護
[00:12:56.900 --> 00:13:00.900]  就是第三章第一到第五節
[00:13:00.900 --> 00:13:07.600]  然後又從一些聖經去辯護
[00:13:07.600 --> 00:13:17.700]  就由第三章第四節到十四節
[00:13:17.700 --> 00:13:21.800]  然後又從常理去辯論
[00:13:21.800 --> 00:13:26.300]  就是三章十五到十八節
[00:13:26.300 --> 00:13:31.300]  他用這三方面去證明給你知道
[00:13:31.300 --> 00:13:36.500]  真是「恩順清義」
[00:13:36.500 --> 00:13:40.500]  我們既然認識律法的功用
[00:13:40.500 --> 00:13:43.900]  是叫我們知罪
[00:13:43.900 --> 00:13:49.100]  所以為什麼有時有些交通律法
[00:13:49.100 --> 00:13:53.700]  你超速警察可以抄你牌罰你錢
[00:13:53.700 --> 00:13:56.700]  你建一些禁區泊車
[00:13:56.700 --> 00:13:59.200]  警察會給你牛肉乾
[00:13:59.200 --> 00:14:01.700]  因為你知道這些是法律
[00:14:01.700 --> 00:14:03.500]  你知道自己犯了法
[00:14:03.500 --> 00:14:05.200]  所以律法是有用的
[00:14:05.200 --> 00:14:07.800]  就是知道你什麼叫做錯
[00:14:07.800 --> 00:14:10.300]  所以律法有一種提醒的作用
[00:14:10.300 --> 00:14:12.100]  你原來走錯了
[00:14:12.100 --> 00:14:13.400]  那怎麼做?
[00:14:13.400 --> 00:14:15.700]  快點悔改
[00:14:15.700 --> 00:14:17.100]  我們感謝神
[00:14:17.100 --> 00:14:21.000]  讓保羅這個頭腦很清晰的使徒
[00:14:21.000 --> 00:14:26.200]  寫了加拿大書前段的一到三章
[00:14:26.200 --> 00:14:29.700]  用很簡明的道理
[00:14:29.700 --> 00:14:33.100]  用一些辯護的方式
[00:14:33.100 --> 00:14:34.800]  用一些理論
[00:14:34.800 --> 00:14:37.800]  幫助我們對教義的明白
[00:14:37.800 --> 00:14:39.600]  我希望各位弟兄姐妹
[00:14:39.600 --> 00:14:41.700]  你同樣都明白
[00:14:41.700 --> 00:14:44.200]  願神賜福給各位
