
[00:00:00.000 --> 00:00:04.100]  今天我要最後錄的一個加油站
[00:03:12.800 --> 00:03:16.300]  是因爲這個邪惡的勢力非常強大
[00:03:16.300 --> 00:03:20.000]  我現在在跟他們這個鬥爭
[00:03:20.000 --> 00:03:21.900]  你再給我多一點時間我纔打贏
[00:03:21.900 --> 00:03:24.400]  不是這個是上帝的時間
[00:03:24.400 --> 00:03:28.500]  上帝說我掌管宇宙一切的我
[00:03:28.500 --> 00:03:30.600]  現在時間還沒有到
[00:03:30.600 --> 00:03:33.200]  因爲在我的計劃裏面
[00:03:33.200 --> 00:03:35.400]  不單只是你們會被殺
[00:03:35.400 --> 00:03:37.500]  在我的計劃裏面還有其他
[00:03:37.500 --> 00:03:38.600]  還有一個樹木
[00:03:38.600 --> 00:03:42.200]  這個樹木還沒有滿足
[00:03:42.200 --> 00:03:45.400]  我想我們很難想象這樣的一個世界
[00:03:45.400 --> 00:03:49.800]  原來跟隨耶穌不是可以得到一些成功
[00:03:49.800 --> 00:03:52.100]  這個保護相反
[00:03:52.100 --> 00:03:57.100]  跟隨耶穌就是跟他一起同死同復活
[00:03:57.100 --> 00:04:02.800]  跟他一樣上去了被殺的一個命運
[00:04:02.800 --> 00:04:03.900]  如果我們在這裏想
[00:04:03.900 --> 00:04:05.000]  我們說有一個樹木
[00:04:05.000 --> 00:04:06.400]  上帝有個心裏面有個樹木
[00:04:06.400 --> 00:04:08.600]  我們知道這個樹木是什麼東西
[00:04:08.600 --> 00:04:12.600]  他的子民會有一個樹木都要被殺
[00:04:12.600 --> 00:04:15.200]  但是我要你記得在這個樹木裏面
[00:04:15.200 --> 00:04:17.400]  其中一個最重要的那個
[00:04:17.400 --> 00:04:19.700]  就是上帝的兒子耶穌基督
[00:04:19.700 --> 00:04:22.600]  其他的人都是跟隨着耶穌
[00:04:22.600 --> 00:04:24.600]  在歷史的角度來說
[00:04:24.600 --> 00:04:26.200]  耶穌不是第一個被殺
[00:04:26.200 --> 00:04:27.000]  因爲你可以想
[00:04:27.000 --> 00:04:29.400]  在舊約森經裏面那些先知
[00:04:29.400 --> 00:04:31.000]  他們比耶穌先始
[00:04:31.000 --> 00:04:32.700]  但從另外一個角度來說
[00:04:32.700 --> 00:04:35.200]  他們是跟隨着耶穌的腳步
[00:04:35.200 --> 00:04:36.800]  今天你跟我也是一樣
[00:04:36.800 --> 00:04:38.500]  我們今天的教會
[00:04:38.500 --> 00:04:40.900]  約翰當時的教會
[00:04:40.900 --> 00:04:44.400]  結果都是跟隨上帝的兒子
[00:04:44.400 --> 00:04:45.600]  耶穌基督的腳步
[00:04:45.600 --> 00:04:49.800]  所以我們纔會受苦纔會被殺
[00:04:49.800 --> 00:04:53.700]  跟隨他勇敢見證的人
[00:04:53.700 --> 00:04:56.000]  然後被世界所拒絕
[00:04:56.000 --> 00:04:58.500]  這個是上帝的榮耀
[00:04:58.500 --> 00:05:00.300]  很難想象是嗎
[00:05:00.300 --> 00:05:03.600]  當你回去看這個保羅的書信
[00:05:03.600 --> 00:05:06.600]  你發覺保羅的思想是一樣的
[00:05:06.600 --> 00:05:09.800]  哥羅西書第一章第24節
[00:05:09.800 --> 00:05:10.800]  保羅這樣說
[00:05:10.800 --> 00:05:13.200]  現在我爲你們受苦
[00:05:13.200 --> 00:05:16.000]  祈禱很快樂並且爲基督的身體
[00:05:16.000 --> 00:05:17.200]  就是教會
[00:05:17.200 --> 00:05:19.500]  我要在自己的肉身上
[00:05:19.500 --> 00:05:22.400]  補滿基督未盡的苦難
[00:05:22.400 --> 00:05:24.300]  這不是說耶穌的
[00:05:24.300 --> 00:05:26.700]  剛纔受苦在十字架還受不夠
[00:05:26.700 --> 00:05:31.000]  我們剛纔前面那個加油站說過
[00:05:31.000 --> 00:05:34.000]  耶穌喝盡了上帝的憤怒
[00:05:34.000 --> 00:05:37.200]  他把所有的應當苦都已經受了
[00:05:37.200 --> 00:05:39.600]  這裏講的苦是上帝
[00:05:39.600 --> 00:05:42.000]  在他的掌權當中
[00:05:42.000 --> 00:05:44.400]  有一個美好的旨意
[00:05:44.400 --> 00:05:45.900]  有一個很榮耀的旨意
[00:05:45.900 --> 00:05:48.500]  就是他的兒子耶穌基督
[00:05:48.500 --> 00:05:50.200]  會帶領他的教會
[00:05:50.200 --> 00:05:51.400]  爲他的緣故
[00:05:51.400 --> 00:05:53.800]  爲他的真道緣故受苦
[00:05:53.800 --> 00:05:56.000]  而保羅只是成就了
[00:05:56.000 --> 00:05:57.300]  上帝的這個旨意
[00:05:57.300 --> 00:06:00.900]  今天我們也是有份在這個世界
[00:06:00.900 --> 00:06:03.300]  向我們爲主見證
[00:06:03.300 --> 00:06:05.600]  甘於受苦
[00:06:05.600 --> 00:06:07.200]  這跟我們有什麼關係呢
[00:06:07.200 --> 00:06:08.200]  有很大的關係
[00:06:08.200 --> 00:06:10.600]  尤其在我們這個時代裏面
[00:06:10.600 --> 00:06:13.700]  昨天我太太給我一篇文章
[00:06:13.700 --> 00:06:14.400]  這文章是
[00:06:14.400 --> 00:06:15.900]  Why the world's largest church
[00:06:15.900 --> 00:06:18.600]  do worship is embezzling former leader
[00:06:18.600 --> 00:06:19.500]  這是講什麼
[00:06:19.500 --> 00:06:21.500]  講韓國的最大的教會
[00:06:21.500 --> 00:06:24.300]  全世界最大的教會多到
[00:06:24.300 --> 00:06:27.100]  它所有的會友名冊上面
[00:06:27.100 --> 00:06:28.400]  有83萬人
[00:06:28.400 --> 00:06:31.800]  不是8萬3是83萬
[00:06:31.800 --> 00:06:35.100]  每個禮拜天去聚會的人
[00:06:35.100 --> 00:06:38.100]  有15萬到20萬
[00:06:38.100 --> 00:06:39.600]  這個教會不單止
[00:06:39.600 --> 00:06:42.400]  他們自己那麼所謂興旺
[00:06:42.400 --> 00:06:44.900]  它影響了很多很多的教會
[00:06:44.900 --> 00:06:46.600]  這世界上裏面
[00:06:46.600 --> 00:06:48.200]  20個最大的教會里面
[00:06:48.200 --> 00:06:49.800]  有5個在韓國
[00:06:49.800 --> 00:06:53.300]  其他的教會在抄同一樣的神學
[00:06:53.300 --> 00:06:55.300]  這個他們從前的主人母
[00:06:55.300 --> 00:06:58.000]  現在已經70多80歲了
[00:06:58.000 --> 00:07:01.300]  他所傳的信息是什麼
[00:07:01.300 --> 00:07:02.700]  是一個成功神學
[00:07:02.700 --> 00:07:04.100]  是一個富貴的福音
[00:07:04.100 --> 00:07:05.700]  所以才那麼多人
[00:07:05.700 --> 00:07:08.000]  然後他不單止他的教會是這樣
[00:07:08.000 --> 00:07:09.900]  其他受他影響的人
[00:07:09.900 --> 00:07:11.600]  想把教會做大的人
[00:07:11.600 --> 00:07:13.700]  也是傳這樣的福音
[00:07:13.700 --> 00:07:15.600]  我們開始覺得
[00:07:15.600 --> 00:07:19.100]  我們一直覺得韓國好像很福星
[00:07:19.100 --> 00:07:21.600]  但是慢慢你看見
[00:07:21.600 --> 00:07:24.200]  原來在韓國裏面相信上帝的人
[00:07:24.200 --> 00:07:26.800]  很多時候原來都是這些富貴福音
[00:07:26.800 --> 00:07:29.800]  相信神蹟 騎士等等
[00:07:29.800 --> 00:07:33.500]  但是很強調的是上帝會讓你富足
[00:07:33.500 --> 00:07:37.000]  上帝會讓你賺很多很多的錢
[00:07:37.000 --> 00:07:40.100]  因爲在韓國有人估計是
[00:07:40.100 --> 00:07:43.200]  10個人裏面有3個是基督徒
[00:07:43.200 --> 00:07:47.300]  但是如果你在那些教育比較高的
[00:07:47.300 --> 00:07:49.600]  他的收入高的人裏面
[00:07:49.600 --> 00:07:53.100]  其實遠遠超過10個裏面3個
[00:07:53.100 --> 00:07:55.100]  可能4個 可能5個
[00:07:55.100 --> 00:07:57.000]  這其實很可怕的
[00:07:57.000 --> 00:08:00.200]  如果他們所相信的福音是這樣的福音
[00:08:00.200 --> 00:08:03.200]  其實是一個送人下地獄的福音
[00:08:03.200 --> 00:08:06.500]  再不是聖經裏面的一個福音
[00:08:06.500 --> 00:08:08.200]  當然話說回頭來
[00:08:08.200 --> 00:08:11.700]  我不是說所有的韓國的教會都是這樣
[00:08:11.700 --> 00:08:13.900]  我自己在美國念神學的時候
[00:08:13.900 --> 00:08:18.200]  我們神學院裏面有1/3的同學是韓國的同學
[00:08:18.200 --> 00:08:19.900]  他們也有很愛祖
[00:08:19.900 --> 00:08:22.300]  他們就是來我們那邊念
[00:08:22.300 --> 00:08:24.800]  就是因爲很想學正統的神學
[00:08:24.800 --> 00:08:26.600]  要傳正統的福音
[00:08:26.600 --> 00:08:29.400]  但是這個article
[00:08:29.400 --> 00:08:32.000]  讓我們看見一個很可怕的事情
[00:08:32.000 --> 00:08:35.600]  你知道今天在全世界裏面
[00:08:35.600 --> 00:08:38.700]  出產最多宣教士的第一是美國
[00:08:38.700 --> 00:08:40.200]  第二就是韓國
[00:08:40.200 --> 00:08:42.300]  但是我們知道美國一直下降
[00:08:42.300 --> 00:08:44.000]  也簡單來說
[00:08:44.000 --> 00:08:49.600]  再過一下韓國會超越美國
[00:08:49.600 --> 00:08:51.400]  但是這個是一個很可怕的事情
[00:08:51.400 --> 00:08:56.300]  因爲他們傳的再不是聖經裏面這個福音
[00:08:56.300 --> 00:08:58.300]  再不是爲主受苦
[00:08:58.300 --> 00:09:01.500]  揹着十字架跟隨上帝的一個福音
[00:09:01.500 --> 00:09:05.400]  他們所傳的是一個表面上是一個好消息
[00:09:05.400 --> 00:09:07.500]  其實是人間的好消息
[00:09:07.500 --> 00:09:10.700]  在上帝面前卻是一個傻蛋的信息
[00:09:10.700 --> 00:09:13.100]  這是很可怕的事情
[00:09:13.100 --> 00:09:14.500]  我們怎麼樣應用
[00:09:14.500 --> 00:09:16.600]  第一我們必須要很肯定
[00:09:16.600 --> 00:09:19.400]  我們自己知道聖經裏面的福音是什麼
[00:09:19.400 --> 00:09:23.700]  第二我們一定要好好的去爲我們今天的教會禱告
[00:09:23.700 --> 00:09:25.600]  以致我們的教會可以迴轉
[00:09:25.600 --> 00:09:28.400]  傳一個和服上帝的一個福音
[00:09:28.400 --> 00:09:33.700]  第三我們也要興起新一代的宣教士
[00:09:33.700 --> 00:09:37.600]  我們的宣教士要傳正的真正的福音
[00:09:37.600 --> 00:09:39.400]  而不是一個假的福音
[00:09:39.400 --> 00:09:42.800]  今天在很多華人的世界裏面
[00:09:42.800 --> 00:09:44.800]  我們也有我們的宣教士
[00:09:44.800 --> 00:09:47.500]  但是我們的宣教士也是越來越不清楚
[00:09:47.500 --> 00:09:49.100]  到底福音是什麼
[00:09:49.100 --> 00:09:51.800]  求主幫助我們
[00:09:51.800 --> 00:09:54.900]  讓我們真的看見什麼是福音
[00:09:54.900 --> 00:09:59.100]  讓我們興起新一代的傳福音的人
[00:09:59.100 --> 00:10:01.100]  無論是牧師傳道人
[00:10:01.100 --> 00:10:06.600]  或者是宣教士讓這個地級充滿十字架
[00:10:06.600 --> 00:10:08.700]  悲十字架的福音
[00:10:08.700 --> 00:10:13.200]  大家努力爲教會祈禱
