
[00:00:00.000 --> 00:00:04.000]  今天禮拜有很多特別的新聞
[00:14:07.000 --> 00:14:11.000]  我想如果是一些極權
[00:14:11.000 --> 00:14:14.000]  人治的國家來講
[00:14:14.000 --> 00:14:17.000]  情況會變得很嚴重
[00:14:17.000 --> 00:14:19.000]  我真的難以想像
[00:14:19.000 --> 00:14:21.000]  我發覺原來這些問題
[00:14:21.000 --> 00:14:24.000]  是到處都是的
[00:14:24.000 --> 00:14:27.000]  所以難怪聖經怎麼說呢
[00:14:27.000 --> 00:14:30.000]  聖經在耶利米書第十七章
[00:14:30.000 --> 00:14:32.000]  第九節說
[00:14:32.000 --> 00:14:36.000]  人心比萬物都詭詐
[00:14:36.000 --> 00:14:37.000]  同不同意呢
[00:14:37.000 --> 00:14:39.000]  壞到極處
[00:14:39.000 --> 00:14:41.000]  誰能識透呢
[00:14:41.000 --> 00:14:42.000]  新譯本有翻譯
[00:14:42.000 --> 00:14:44.000]  我覺得更加正
[00:14:44.000 --> 00:14:46.000]  新譯本有翻譯什麼
[00:14:46.000 --> 00:14:48.000]  人心比萬物都詭詐
[00:14:48.000 --> 00:14:53.000]  無法醫治
[00:14:53.000 --> 00:14:58.000]  誰能識透呢
[00:14:58.000 --> 00:15:02.000]  所以今天我們面對一個
[00:15:02.000 --> 00:15:04.000]  很嚴肅的問題
[00:15:04.000 --> 00:15:06.000]  平時我們很少會想
[00:15:06.000 --> 00:15:09.000]  是否會發生在我們身上
[00:15:09.000 --> 00:15:13.000]  我們想可能自己不會做
[00:15:13.000 --> 00:15:15.000]  但事實上原來誠信
[00:15:15.000 --> 00:15:18.000]  原來誠信對我們自己
[00:15:18.000 --> 00:15:19.000]  對我們的社會
[00:15:19.000 --> 00:15:20.000]  對我們的國家
[00:15:20.000 --> 00:15:22.000]  都是十分重要的
[00:15:22.000 --> 00:15:23.000]  因為我說過
[00:15:23.000 --> 00:15:24.000]  如果一個人沒有誠信的時候
[00:15:24.000 --> 00:15:25.000]  你不可以建立
[00:15:25.000 --> 00:15:27.000]  一些有意義的人際關係
[00:15:27.000 --> 00:15:30.000]  亦都會影響到社會秩序
[00:15:30.000 --> 00:15:32.000]  因為當你沒有誠信的時候
[00:15:32.000 --> 00:15:33.000]  很多人的利益
[00:15:33.000 --> 00:15:35.000]  因為這個緣故
[00:15:35.000 --> 00:15:37.000]  是受到損害
[00:15:37.000 --> 00:15:39.000]  所以誠信對我們個人也好
[00:15:39.000 --> 00:15:41.000]  對我們社會來說
[00:15:41.000 --> 00:15:44.000]  是至關重要
[00:15:44.000 --> 00:15:46.000]  我現在跟大家說
[00:15:46.000 --> 00:15:48.000]  聖經怎麼說
[00:15:48.000 --> 00:15:49.000]  若再多說
[00:15:49.000 --> 00:15:50.000]  聖經說
[00:15:50.000 --> 00:15:51.000]  事就說事
[00:15:51.000 --> 00:15:53.000]  不事就說不事
[00:15:53.000 --> 00:15:56.000]  若再多說
[00:15:56.000 --> 00:15:57.000]  就是什麼
[00:15:57.000 --> 00:16:00.000]  出於那惡者
[00:16:00.000 --> 00:16:02.000]  這意思是什麼呢
[00:16:02.000 --> 00:16:05.000]  你講多過應該講的
[00:16:05.000 --> 00:16:08.000]  或者你不講過應該講的
[00:16:08.000 --> 00:16:09.000]  聽到嗎
[00:16:09.000 --> 00:16:10.000]  你講多過應該講的
[00:16:10.000 --> 00:16:12.000]  或者不講過應該講的
[00:16:12.000 --> 00:16:13.000]  這是表示什麼
[00:16:13.000 --> 00:16:15.000]  原來我們就沒有誠信
[00:16:15.000 --> 00:16:16.000]  OK
[00:16:16.000 --> 00:16:18.000]  我們這個表現
[00:16:18.000 --> 00:16:23.000]  耶穌說這是出於那惡者
[00:16:23.000 --> 00:16:25.000]  那惡者是誰
[00:16:25.000 --> 00:16:27.000]  魔鬼撒旦
[00:16:27.000 --> 00:16:28.000]  原來在不知不覺當中
[00:16:28.000 --> 00:16:29.000]  我們現在很少事幹
[00:16:29.000 --> 00:16:31.000]  講多一點講少一點
[00:16:31.000 --> 00:16:32.000]  不是
[00:16:32.000 --> 00:16:33.000]  當你遇到
[00:16:33.000 --> 00:16:35.000]  沒有了這個誠信的時候
[00:16:35.000 --> 00:16:36.000]  原來我們不知不覺地
[00:16:36.000 --> 00:16:39.000]  受魔鬼操控
[00:16:39.000 --> 00:16:41.000]  而這個問題
[00:16:41.000 --> 00:16:45.000]  是相當嚴重的一個問題
[00:16:45.000 --> 00:16:47.000]  因為正如我剛才所說
[00:16:47.000 --> 00:16:48.000]  我們的誠信
[00:16:48.000 --> 00:16:49.000]  如果沒有誠信的話
[00:16:49.000 --> 00:16:51.000]  我們不單止會失去了
[00:16:51.000 --> 00:16:53.000]  別人的信任
[00:16:53.000 --> 00:16:55.000]  亦都會導致
[00:16:55.000 --> 00:16:57.000]  社會裡面的秩序
[00:16:57.000 --> 00:16:59.000]  受到困擾
[00:16:59.000 --> 00:17:01.000]  更嚴重是什麼呢
[00:17:01.000 --> 00:17:03.000]  聖經說會出於那惡者
[00:17:03.000 --> 00:17:06.000]  那就是上帝不喜歡
[00:17:06.000 --> 00:17:07.000]  對不對
[00:17:07.000 --> 00:17:08.000]  你會得罪上帝
[00:17:08.000 --> 00:17:10.000]  你會得罪神
[00:17:10.000 --> 00:17:11.000]  所以這件事情
[00:17:11.000 --> 00:17:15.000]  才是重要的
[00:17:15.000 --> 00:17:18.000]  我們說
[00:17:18.000 --> 00:17:20.000]  要說得出做得到
[00:17:20.000 --> 00:17:22.000]  我們要言行一致
[00:17:22.000 --> 00:17:24.000]  要言出必行
[00:17:24.000 --> 00:17:26.000]  要實話實說
[00:17:26.000 --> 00:17:28.000]  其實
[00:17:28.000 --> 00:17:31.000]  有時候我們發覺
[00:17:31.000 --> 00:17:33.000]  是不是真的要這樣做呢
[00:17:33.000 --> 00:17:35.000]  我剛才說了是
[00:17:35.000 --> 00:17:37.000]  但是大家知不知道
[00:17:37.000 --> 00:17:38.000]  如果當我們
[00:17:38.000 --> 00:17:41.000]  能夠這樣做的時候
[00:17:41.000 --> 00:17:42.000]  不單單我們能夠
[00:17:42.000 --> 00:17:44.000]  和別人建立好的關係
[00:17:44.000 --> 00:17:47.000]  和維持社會良好的秩序
[00:17:47.000 --> 00:17:50.000]  在我們做這件事情的同時
[00:17:50.000 --> 00:17:52.000]  原來我們有機會可能
