
[00:00:00.000 --> 00:00:02.020]  禮堂的弟兄姊妹平安
[00:04:18.140 --> 00:04:20.220]  談到的經過
[00:04:20.220 --> 00:04:25.460]  不過我今天想集中跟大家看的是下半部分
[00:04:25.460 --> 00:04:28.620]  這部分也就是主要講到撒瑪利亞婦人
[00:04:28.620 --> 00:04:34.860]  她信道之後生命的改變和她帶來的影響
[00:04:34.860 --> 00:04:41.460]  那我們現在從不同的人去看他們的心境
[00:04:41.460 --> 00:04:44.180]  我們先看這個撒瑪利亞婦人
[00:04:44.180 --> 00:04:46.780]  這裡我們要講一點點的歷史
[00:04:46.780 --> 00:04:49.180]  那撒瑪利亞人是怎麼來的呢
[00:04:49.180 --> 00:04:53.380]  其實撒瑪利亞這個地方是舊約時代
[00:04:53.380 --> 00:04:56.100]  北國以色列的主要地區
[00:04:56.100 --> 00:04:58.700]  也是首都的所在地
[00:04:58.700 --> 00:05:02.100]  在大約祖前的722年
[00:05:02.100 --> 00:05:04.940]  北國以色列被亞述人入侵
[00:05:04.940 --> 00:05:06.860]  然後被滅掉
[00:05:06.860 --> 00:05:12.060]  大部分的猶太人於是被亞述人遷徙到外地
[00:05:12.060 --> 00:05:21.700]  而且亞述人也把一些的異族遷到北國以色列的這個地方
[00:05:21.700 --> 00:05:29.340]  從那個時候亞述人就和當時進來的那些異族
[00:05:29.340 --> 00:05:31.740]  他們通婚生孩子
[00:05:31.740 --> 00:05:35.060]  就成為我們今天就有混血兒
[00:05:35.060 --> 00:05:38.380]  他們的後裔就是撒瑪利亞人
[00:05:38.380 --> 00:05:41.300]  其實猶太人很看不起撒瑪利亞人
[00:05:41.300 --> 00:05:46.940]  覺得他們不是純種的猶太人
[00:05:46.940 --> 00:05:49.420]  當耶穌在雅各井旁
[00:05:49.420 --> 00:05:53.820]  他問這個撒瑪利亞婦人要水喝的時候
[00:05:53.820 --> 00:05:56.100]  撒瑪利亞人就很奇怪
[00:05:56.100 --> 00:05:57.620]  你是猶太人
[00:05:57.620 --> 00:06:01.460]  你幹嘛來向我這個撒瑪利亞婦人要水喝呢
[00:06:01.460 --> 00:06:04.700]  因為平常我們都沒有來往
[00:06:04.700 --> 00:06:05.820]  其次呢
[00:06:05.820 --> 00:06:09.500]  耶穌一方面向他來要水喝
[00:06:09.500 --> 00:06:11.660]  但是同時他又說
[00:06:11.660 --> 00:06:15.940]  他能把活水賜給這個撒瑪利亞婦人
[00:06:15.940 --> 00:06:19.980]  這就讓這個撒瑪利亞婦人就很不明白
[00:06:19.980 --> 00:06:23.580]  但是更加叫這個婦人驚訝的是
[00:06:23.580 --> 00:06:28.540]  耶穌居然知道她有五個丈夫
[00:06:28.540 --> 00:06:31.740]  那猶太人認為一個女人可以離婚兩次
[00:06:31.740 --> 00:06:34.460]  那就是你最多結婚三次
[00:06:34.460 --> 00:06:38.980]  如果撒瑪利亞婦人有同樣的標準的話
[00:06:38.980 --> 00:06:41.820]  那這個婦人她已經有五個丈夫
[00:06:41.820 --> 00:06:46.860]  那就顯明她的行為其實很有問題
[00:06:46.860 --> 00:06:48.940]  可以說在人的眼中
[00:06:48.940 --> 00:06:52.540]  她是一個極不道德的人
[00:06:52.540 --> 00:06:55.180]  耶穌三個奇怪的地方
[00:06:55.180 --> 00:06:57.340]  讓這個婦人看出
[00:06:57.340 --> 00:06:59.940]  她是一個與眾不同的人
[00:06:59.940 --> 00:07:03.540]  她肯定是先知無疑
[00:07:03.540 --> 00:07:06.940]  所以當耶穌主動來邀請她
[00:07:06.940 --> 00:07:11.260]  相信她又與她進入信仰的交流
[00:07:11.260 --> 00:07:13.940]  並且清清楚楚的告訴她
[00:07:13.940 --> 00:07:16.540]  現在和你說話的
[00:07:16.540 --> 00:07:20.340]  這個就是你一直等待的彌賽亞
[00:07:20.340 --> 00:07:25.420]  之後這個消息就成為了撒瑪利亞婦人
[00:07:25.420 --> 00:07:30.060]  生命中極大的轉捩點
[00:07:30.060 --> 00:07:33.220]  在二十八到三十節那裡描述
[00:07:33.220 --> 00:07:36.220]  那個婦人聽到耶穌那番話之後
[00:07:36.220 --> 00:07:39.060]  她就做了一個動作
[00:07:39.060 --> 00:07:40.940]  就是撇下了她的水罐
[00:07:40.940 --> 00:07:42.740]  就跑到城裡去
[00:07:42.740 --> 00:07:46.060]  而且向眾人來說
[00:07:46.060 --> 00:07:47.700]  邀請他們來看
[00:07:47.700 --> 00:07:49.420]  有一個人很奇妙
[00:07:49.420 --> 00:07:52.380]  他把我所做的一切都說出來
[00:07:52.380 --> 00:07:54.900]  難道這個就是基督嗎
[00:07:54.900 --> 00:08:03.740]  然後很多人聽了就跟著出城要找耶穌
[00:08:03.740 --> 00:08:07.460]  當撒瑪利亞婦人她與真神相遇之後
[00:08:07.460 --> 00:08:09.740]  她興奮到一個地步
[00:08:09.740 --> 00:08:12.900]  是連她自己賴以謀生的工具
[00:08:12.900 --> 00:08:17.300]  那個水罐子她都忘記帶走了
[00:08:17.300 --> 00:08:19.820]  她迫不及待的要去到城裡
[00:08:19.820 --> 00:08:22.060]  傳揚耶穌的名聲
[00:08:22.060 --> 00:08:24.580]  她留下水罐子這個舉動
[00:08:24.580 --> 00:08:27.540]  表明她生活的優先次序
[00:08:27.540 --> 00:08:30.580]  已經發生了重要的變化
[00:08:30.580 --> 00:08:31.820]  不但如此
[00:08:31.820 --> 00:08:36.580]  她還不再怕自己以前不光彩的人生
[00:08:36.580 --> 00:08:38.340]  顯露在人前
[00:08:38.340 --> 00:08:43.140]  逐漸她是一個真心悔改的人
[00:08:43.140 --> 00:08:45.340]  如果一個人她願意
[00:08:45.340 --> 00:08:48.220]  不顧一切的來為主做見證
[00:08:48.220 --> 00:08:51.740]  這就證明了她是真心的悔改
[00:08:51.740 --> 00:08:52.740]  否則的話
[00:08:52.740 --> 00:08:55.580]  這個人她根本就沒有悔改
[00:08:55.580 --> 00:08:58.180]  所以從這幾段新聞裡面
[00:08:58.180 --> 00:09:01.540]  你看到這個婦人信了耶穌之後
[00:09:01.540 --> 00:09:04.220]  那份的激動、那份的激情
[00:09:04.220 --> 00:09:08.180]  讓更多的人可以認識耶穌
[00:09:08.180 --> 00:09:12.420]  接著我們看一下其他的撒瑪利亞人
[00:09:12.420 --> 00:09:14.980]  因為撒瑪利亞婦人的見證
[00:09:14.980 --> 00:09:18.100]  很多城裡的撒瑪利亞人也信了耶穌
[00:09:18.100 --> 00:09:22.100]  他們隨即從城裡走出來要見耶穌
[00:09:22.100 --> 00:09:27.220]  而且邀請耶穌要在他們那裡住下來
[00:09:27.220 --> 00:09:28.860]  耶穌也很好
[00:09:28.860 --> 00:09:35.140]  耶穌就應了他們所求的和他們在那裡同住了兩天
[00:09:35.140 --> 00:09:39.660]  那兩天我估計他們也就是
[00:09:39.660 --> 00:09:43.220]  要求耶穌給他們分享更多
[00:09:43.220 --> 00:09:46.620]  以致到41節的時候
[00:09:46.620 --> 00:09:48.820]  經文說因著耶穌的話
[00:09:48.820 --> 00:09:52.820]  信他的人就更多了
[00:09:52.820 --> 00:09:57.100]  當撒瑪利亞人認識到耶穌就是那個真神之後
[00:09:57.100 --> 00:09:59.820]  他們很迫切的要去迎見他
[00:09:59.820 --> 00:10:01.060]  與他同在
[00:10:01.060 --> 00:10:03.900]  而且還渴慕主的話
[00:10:03.900 --> 00:10:09.220]  好讓他們得到更多寶貴的恩典
[00:10:09.220 --> 00:10:12.260]  後來這批的撒瑪利亞人
[00:10:12.260 --> 00:10:18.660]  他甚至對那個給他們傳好消息的撒瑪利亞婦人說
[00:10:18.660 --> 00:10:22.900]  現在我們信不再是因為你的話了
[00:10:22.900 --> 00:10:26.020]  而是因為我們現在自己親眼聽見了
[00:10:26.020 --> 00:10:29.660]  也知道這位真的是世人的救主
[00:10:29.660 --> 00:10:30.940]  從言語之間
[00:10:30.940 --> 00:10:33.220]  我們看到這些撒瑪利亞人
[00:10:33.220 --> 00:10:40.300]  他的那份欣喜和興奮的感情
[00:10:40.300 --> 00:10:43.420]  現在我們看一下耶穌的門徒
[00:10:43.420 --> 00:10:48.980]  耶穌的門徒和剛才的撒瑪利亞人是很大的對比
[00:10:48.980 --> 00:10:51.980]  當撒瑪利亞人正為自己與神相遇
[00:10:51.980 --> 00:10:54.140]  歡欣快樂的時候
[00:10:54.140 --> 00:10:56.220]  另一邊廂的門徒
[00:10:56.220 --> 00:11:00.980]  他的表現跟他們就形成一個強烈的對比
[00:11:00.980 --> 00:11:07.660]  撒瑪利亞人出城是為了讓心靈得到更大的飽足
[00:11:07.660 --> 00:11:10.900]  他們歡欣雀躍的去迎見神
[00:11:10.900 --> 00:11:14.020]  但是門徒出城是為了買食物
[00:11:14.020 --> 00:11:18.940]  好滿足肉身的需要
[00:11:18.940 --> 00:11:23.900]  當門徒回來之後
[00:11:23.900 --> 00:11:28.100]  他們看到耶穌進和一個撒瑪利亞人
[00:11:28.100 --> 00:11:31.940]  而且還是女人一個婦女來說話
[00:11:31.940 --> 00:11:34.780]  他們心裡就覺得很奇怪
[00:11:34.780 --> 00:11:36.740]  只是他們心裡有兩個問題
[00:11:36.740 --> 00:11:38.900]  只是他們不敢問出來
[00:11:38.900 --> 00:11:42.420]  其中一個應該是問撒瑪利亞婦人的
[00:11:42.420 --> 00:11:44.340]  就是你到底要什麼
[00:11:44.340 --> 00:11:46.340]  你想怎麼樣
[00:11:46.340 --> 00:11:49.980]  第二句是他們要跟耶穌說的
[00:11:49.980 --> 00:11:52.340]  你為什麼跟他說話
[00:11:52.340 --> 00:11:54.780]  只是這些話他們只是收在心裡
[00:11:54.780 --> 00:11:57.380]  不敢直說出來
[00:11:57.380 --> 00:12:01.460]  門徒跟了耶穌一段時間了
[00:12:01.460 --> 00:12:06.860]  但是看來他們好像都沒有摸著他們主的心
[00:12:06.860 --> 00:12:09.660]  一份愛人的心懷
[00:12:09.660 --> 00:12:14.220]  所以他們不但沒有為救人靈魂的事著急
[00:12:14.220 --> 00:12:19.340]  反而仍以世俗的眼光去看待撒瑪利亞人
[00:12:19.340 --> 00:12:24.300]  而且只顧著口服的需要
[00:12:24.300 --> 00:12:26.220]  所以你可以從這裡看到
[00:12:26.220 --> 00:12:30.100]  門徒當時什麼之情都沒有
[00:12:30.100 --> 00:12:31.460]  可能是有激憤
[00:12:31.460 --> 00:12:36.500]  就是為什麼耶穌跟那個婦人說話
[00:12:36.500 --> 00:12:40.820]  接著我們最後看一下耶穌
[00:12:40.820 --> 00:12:44.700]  經文說耶穌他離開了猶大
[00:12:44.700 --> 00:12:47.380]  要去加利利
[00:12:47.380 --> 00:12:50.780]  按照一個正常猶太人的做法
[00:12:50.780 --> 00:12:53.260]  他們通常是從猶大
[00:12:53.260 --> 00:12:56.980]  然後繞到約大河東邊東岸
[00:12:56.980 --> 00:12:58.500]  然後經過比利亞
[00:12:58.500 --> 00:13:02.460]  然後再往北走去加利利
[00:13:02.460 --> 00:13:05.060]  是避開撒瑪利亞的
[00:13:05.060 --> 00:13:07.180]  因為他們從不來往
[00:13:07.180 --> 00:13:08.660]  但是經文說
[00:13:08.660 --> 00:13:13.540]  耶穌必須經過撒瑪利亞
[00:13:13.540 --> 00:13:17.580]  那這個必須是基於耶穌
[00:13:17.580 --> 00:13:21.380]  要在撒瑪利亞得著靈魂的使命
[00:13:21.380 --> 00:13:22.900]  所以不是因為地理
[00:13:22.900 --> 00:13:28.980]  不是因為他們不跟他們來往的原因
[00:13:28.980 --> 00:13:30.860]  迫切的使命感
[00:13:30.860 --> 00:13:35.900]  又催使耶穌在正午的時候
[00:13:35.900 --> 00:13:39.020]  坐在井旁等那個婦人
[00:13:39.020 --> 00:13:44.020]  那當時這裡說的正午是當時的中午12點
[00:13:44.020 --> 00:13:46.340]  日頭非常的炎熱
[00:13:46.340 --> 00:13:48.060]  那如果換了你
[00:13:48.060 --> 00:13:51.380]  你會不會在熱頭
[00:13:51.380 --> 00:13:55.220]  正熱烈的時候你出去打水
[00:13:55.220 --> 00:13:56.660]  除非你快要渴死了
[00:13:56.660 --> 00:13:57.420]  對吧
[00:13:57.420 --> 00:13:58.100]  不然的話
[00:13:58.100 --> 00:14:00.780]  你不會在烈日當下
[00:14:00.780 --> 00:14:02.940]  烈日之下去打水
[00:14:02.940 --> 00:14:06.420]  那當時耶穌已經舟車勞頓
[00:14:06.420 --> 00:14:09.580]  也是非常非常的疲倦
[00:14:09.580 --> 00:14:11.340]  如果換了你跟我
[00:14:11.340 --> 00:14:13.580]  也許我們就是馬上去找
[00:14:13.580 --> 00:14:15.420]  看看有沒有快餐廳
[00:14:15.420 --> 00:14:17.260]  然後找個地方坐下來
[00:14:17.260 --> 00:14:18.820]  涼涼空調
[00:14:18.820 --> 00:14:20.820]  然後點一杯凍飲
[00:14:20.820 --> 00:14:22.540]  然後就很舒服的坐下了
[00:14:22.540 --> 00:14:23.420]  是吧
[00:14:23.420 --> 00:14:24.740]  已經沒有心情
[00:14:24.740 --> 00:14:29.580]  也沒有精力再去跟人談道
[00:14:29.580 --> 00:14:33.580]  但是耶穌卻是刻意的要來這裡
[00:14:33.580 --> 00:14:36.180]  找這個撒瑪利亞人
[00:14:36.180 --> 00:14:37.340]  更大膽的是
[00:14:37.340 --> 00:14:40.500]  耶穌打破了世俗的做法
[00:14:40.500 --> 00:14:44.820]  主動與這個婦人來說話
[00:14:44.820 --> 00:14:47.740]  而且這個婦人是在一般人眼中
[00:14:47.740 --> 00:14:51.020]  看為不正經的一個女人
[00:14:51.020 --> 00:14:55.420]  那她這個女人在正午的時候出來打水
[00:14:55.420 --> 00:14:57.940]  而且是一個人出來打水
[00:14:57.940 --> 00:15:03.060]  可以想像因為她背後有一些的情況
[00:15:03.060 --> 00:15:05.060]  可能她的一項的行為
[00:15:05.060 --> 00:15:11.540]  讓人也對她有意見
[00:15:11.540 --> 00:15:12.940]  她自己也自卑
[00:15:12.940 --> 00:15:15.100]  不敢被人家看見
[00:15:15.100 --> 00:15:18.300]  那別人對她的作為可能很不恥
[00:15:18.300 --> 00:15:21.660]  所以也不願跟她結伴同行
[00:15:21.660 --> 00:15:24.420]  所以你也不會奇怪
[00:15:24.420 --> 00:15:27.540]  為什麼門徒也會對她
[00:15:27.540 --> 00:15:31.860]  對耶穌跟她說話有意見
[00:15:31.860 --> 00:15:37.100]  但是當門徒給耶穌食物的時候
[00:15:37.100 --> 00:15:39.380]  耶穌的回應解釋了
[00:15:39.380 --> 00:15:45.740]  他為什麼做出幾個剛才提到的一些不尋常的舉動
[00:15:45.740 --> 00:15:49.900]  剛才主席為我們讀過這段的經文
[00:15:49.900 --> 00:15:53.300]  就是門徒給食物耶穌的時候
[00:15:53.300 --> 00:15:57.620]  耶穌的回答很奇怪
[00:15:57.620 --> 00:15:58.540]  門徒給祂
[00:15:58.540 --> 00:16:02.220]  祂說我已經有食物了是你們不知道的
[00:16:02.220 --> 00:16:05.700]  然後門徒還以為是不是誰已經給祂吃了
[00:16:05.700 --> 00:16:08.980]  但是耶穌說我的食物
[00:16:08.980 --> 00:16:12.620]  就是遵行差我來者的旨意
[00:16:12.620 --> 00:16:16.260]  並且完成祂的功
[00:16:16.260 --> 00:16:19.020]  因著對神旨意的順服
[00:16:19.020 --> 00:16:21.020]  對神激情的愛
[00:16:21.020 --> 00:16:25.020]  驅使耶穌能夠衝破人的軟弱
[00:16:25.020 --> 00:16:28.500]  自我的世俗眼光和思想
[00:16:28.500 --> 00:16:31.820]  為了人的靈魂而放下自己的心意
[00:16:31.820 --> 00:16:34.340]  為要討神的喜悅
[00:16:34.340 --> 00:16:38.540]  所以你從耶穌從撒瑪利亞婦人
[00:16:38.540 --> 00:16:40.740]  還有那些撒瑪利亞人身上
[00:16:40.740 --> 00:16:45.220]  你都看到他們身上那份的激情
[00:16:45.220 --> 00:16:47.140]  那現在講完別人
[00:16:47.140 --> 00:16:48.140]  我們看一下
[00:16:48.140 --> 00:16:50.340]  那我們自己呢
[00:16:50.340 --> 00:16:55.580]  我對上帝是不是充滿激情呢
[00:16:55.580 --> 00:17:00.020]  也許我們有幾個指標可以來驗證一下的
[00:17:00.020 --> 00:17:02.100]  第一就是
[00:17:02.100 --> 00:17:06.540]  你會不會為自己信耶穌而興奮呢
[00:17:06.540 --> 00:17:08.380]  大家可以回想一下
[00:17:08.380 --> 00:17:11.180]  你當時信耶穌的時候是怎樣的
[00:17:11.180 --> 00:17:12.780]  你的心情激不激動
[00:17:12.780 --> 00:17:14.660]  你是怎麼樣
[00:17:14.660 --> 00:17:19.540]  你會以自己作為一個基督徒引以為榮嗎
[00:17:19.540 --> 00:17:24.300]  還是你很怕被人知道你是基督徒呢
[00:17:24.300 --> 00:17:26.820]  曾經有一些信徒也跟我說
[00:17:26.820 --> 00:17:30.820]  他不想讓公司的人知道他是基督徒
[00:17:30.820 --> 00:17:32.780]  反正就不想
[00:17:32.780 --> 00:17:35.860]  平常也不太愛跟其他的人一起
[00:17:35.860 --> 00:17:38.380]  吃飯也是一個人
[00:17:38.380 --> 00:17:41.060]  我不知道最後原因是什麼
[00:17:41.060 --> 00:17:45.220]  然後你信耶穌之後有沒有喜樂呢
[00:17:45.220 --> 00:17:48.620]  前陣子我在一個聚會當中
[00:17:48.620 --> 00:17:54.380]  聽到香港知名心理治療師俞德純博士的分享
[00:17:54.380 --> 00:18:01.140]  這個俞博士他是一位很有經驗的心理治療方面的專家
[00:18:01.140 --> 00:18:04.580]  他經常去不同的地方有講座
[00:18:04.580 --> 00:18:07.100]  他說有一次他去波士頓
[00:18:07.100 --> 00:18:11.860]  波士頓在美國的波士頓這個城市有幾場的講座
[00:18:11.860 --> 00:18:13.300]  一連幾次
[00:18:13.300 --> 00:18:15.460]  那有一個女士呢
[00:18:15.460 --> 00:18:17.460]  每一次都來捧場
[00:18:17.460 --> 00:18:21.540]  但是每一次聽完之後她都跟那個俞博士說
[00:18:21.540 --> 00:18:23.980]  我不信耶穌的
[00:18:23.980 --> 00:18:26.980]  就很像還很驕傲的
[00:18:26.980 --> 00:18:28.900]  我不會信的
[00:18:28.900 --> 00:18:31.100]  但是到最後那一次
[00:18:31.100 --> 00:18:33.660]  有人後來告訴那個俞博士
[00:18:33.660 --> 00:18:36.460]  這個女士後來講座之後呢
[00:18:36.460 --> 00:18:38.500]  她沒有坐電梯離開
[00:18:38.500 --> 00:18:42.020]  她是一層樓逐層樓走下去
[00:18:42.020 --> 00:18:45.060]  每到一層樓她就拉著那些不認識的人
[00:18:45.060 --> 00:18:47.180]  她就告訴他
[00:18:47.180 --> 00:18:48.420]  我信耶穌了
[00:18:48.420 --> 00:18:50.420]  我已經信了耶穌了
[00:18:50.420 --> 00:18:53.580]  她就好像要讓所有的人都知道
[00:18:53.580 --> 00:18:55.100]  她信了耶穌了
[00:18:55.100 --> 00:18:58.260]  她那種的興奮是難以置信
[00:18:58.260 --> 00:19:01.980]  我們真的無法想像一個本來不信的人
[00:19:01.980 --> 00:19:05.300]  當她得到耶穌之後
[00:19:05.300 --> 00:19:08.740]  她那份的感恩那份的喜悅
[00:19:08.740 --> 00:19:10.780]  那我們信耶穌
[00:19:10.780 --> 00:19:17.260]  有沒有這份的感恩和喜樂呢
[00:19:17.260 --> 00:19:18.780]  第二點
[00:19:18.780 --> 00:19:20.940]  就是我們信耶穌之後
[00:19:20.940 --> 00:19:23.540]  我們的人生有沒有改變
[00:19:23.540 --> 00:19:25.580]  我們的優先次序呢
[00:19:25.580 --> 00:19:29.140]  當撒瑪利亞夫人她認識了真神耶穌之後
[00:19:29.140 --> 00:19:31.340]  她連她的水罐子都忘了
[00:19:31.340 --> 00:19:33.340]  謀生的工具都忘了
[00:19:33.340 --> 00:19:34.820]  那當然這不是說
[00:19:34.820 --> 00:19:36.980]  信了耶穌以後就不用工作了
[00:19:36.980 --> 00:19:42.060]  因為耶穌會從天上把食物扔下來給我們
[00:19:42.060 --> 00:19:42.900]  我們就不用幹了
[00:19:42.900 --> 00:19:44.380]  不是這個意思
[00:19:44.380 --> 00:19:45.380]  而是說
[00:19:45.380 --> 00:19:47.700]  我們知道我們的人生
[00:19:47.700 --> 00:19:53.980]  什麼對我們才是最重要
[00:19:53.980 --> 00:19:55.260]  今天對你來說
[00:19:55.260 --> 00:19:57.540]  什麼是最重要呢
[00:19:57.540 --> 00:20:01.380]  你苦苦追求的是什麼呢
[00:20:01.380 --> 00:20:05.380]  如果你只剩下一年的壽命
[00:20:05.380 --> 00:20:10.220]  你會如何排列以下的這幾項呢
[00:20:10.220 --> 00:20:21.540]  有財富、健康、上帝、親情、友情、權利、兒女、社會地位、安殊的生活
[00:20:21.540 --> 00:20:27.060]  你會怎麼排呢
[00:20:27.060 --> 00:20:29.060]  其實很多時候
[00:20:29.060 --> 00:20:31.140]  當我們問基督徒的時候
[00:20:31.140 --> 00:20:36.540]  很多基督徒都會馬上說信仰是我的第一位
[00:20:36.540 --> 00:20:39.820]  上帝是我的第一位
[00:20:39.820 --> 00:20:43.100]  可是往往我們看到的是
[00:20:43.100 --> 00:20:45.100]  這是嘴巴上的話而已
[00:20:45.100 --> 00:20:52.340]  我們很難從他的生命當中看到他生命的第一位就是上帝
[00:20:52.340 --> 00:20:56.460]  我們活不出我們所說的
[00:20:56.460 --> 00:20:59.660]  我還記得我信主之後
[00:20:59.660 --> 00:21:02.860]  以前我覺得世界好像沒有方向
[00:21:02.860 --> 00:21:04.860]  也覺得人生很悲觀
[00:21:04.860 --> 00:21:06.620]  很不開心
[00:21:06.620 --> 00:21:07.340]  沒有意義
[00:21:07.340 --> 00:21:08.820]  不知道為什麼
[00:21:08.820 --> 00:21:12.420]  到後來我知道原來信了耶穌之後
[00:21:12.420 --> 00:21:15.660]  原來我們人生最寶貴的就是
[00:21:15.660 --> 00:21:18.460]  你用你的生命來榮耀上帝
[00:21:18.460 --> 00:21:26.140]  上帝是你人生的一個給你真正生命平安喜樂的人
[00:21:26.140 --> 00:21:29.420]  我就知道了以後我就說
[00:21:29.420 --> 00:21:33.180]  原來我們要用生命來榮耀神
[00:21:33.180 --> 00:21:35.180]  所以後來無論是找工作
[00:21:35.180 --> 00:21:37.180]  無論是生活
[00:21:37.180 --> 00:21:39.980]  我希望我能盡量的
[00:21:39.980 --> 00:21:45.260]  努力的去以神的事為念
[00:21:45.260 --> 00:21:49.660]  我記得以前侍奉的時候
