
[00:00:00.000 --> 00:00:09.280]  上星期我們看圖畫就知道我們在講耶穌所講的一個很重要的故事
[00:05:11.600 --> 00:05:14.400]  所以我們一起來讀讀這幾節
[00:05:14.400 --> 00:05:18.560]  只有五節的經文,也是我們很熟悉的故事
[00:05:18.560 --> 00:05:20.000]  我們再重溫一下,好不好?
[00:05:20.000 --> 00:05:22.560]  請大家一起讀出這五節的經文,好不好?
[00:05:22.560 --> 00:05:26.720]  請讀路加第十章三十八到四十二節
[00:05:26.720 --> 00:05:32.240]  他們走路的時候,耶穌進了一個村莊
[00:05:32.240 --> 00:05:38.560]  有一個女人,名叫馬大,接她到自己家裡
[00:05:38.560 --> 00:05:48.240]  她有一個妹子,名叫瑪麗亞,在耶穌腳前坐著聽她的道
[00:05:48.240 --> 00:05:55.440]  馬大事後的事多,心裡亡亂,就進前來說
[00:05:55.440 --> 00:06:01.840]  主啊!我的妹子,留下我一個人事後,你不在意嗎?
[00:06:01.840 --> 00:06:04.800]  請吩咐她,來幫助我
[00:06:04.800 --> 00:06:13.120]  耶穌回答說,馬大!馬大!你為許多的事,思裡憤擾
[00:06:13.120 --> 00:06:17.040]  但是,不可少的只有一件
[00:06:17.040 --> 00:06:26.000]  瑪麗亞已經選擇那上好的福份,是不能奪去的
[00:06:26.000 --> 00:06:29.360]  所以今天我們這個題目就是「得上好的福份」
[00:06:29.360 --> 00:06:34.080]  你要不要得上好的福份?得福已經很好了,對不對?
[00:06:34.080 --> 00:06:36.560]  你們要不要得福?當然要了,對不對?
[00:06:36.560 --> 00:06:40.160]  我們上次說,有福的全福音者
[00:06:40.160 --> 00:06:43.840]  即是得福,我們也成為別人的祝福
[00:06:43.840 --> 00:06:47.920]  但是,耶穌更加說「better」
[00:06:47.920 --> 00:06:51.040]  即是上好的福份,更好的福
[00:06:51.040 --> 00:06:54.240]  因為原來這個,我剛才說過了,就是那個源頭
[00:06:54.240 --> 00:07:01.280]  是我們全福音者得力的源頭、勇氣的源頭
[00:07:01.280 --> 00:07:05.360]  是我們行愛心去關顧有需要的人
[00:07:05.360 --> 00:07:08.960]  幫助實踐神的憐憫的時候
[00:07:08.960 --> 00:07:13.120]  我們需要這種力量
[00:07:13.120 --> 00:07:21.840]  這是唯有主在神面前領受的力量、領受的愛心
[00:07:21.840 --> 00:07:23.920]  我們才能夠活出來
[00:07:23.920 --> 00:07:26.480]  所以這是一個上好的福份
[00:07:26.480 --> 00:07:29.120]  這個也有人說很有意思
[00:07:29.120 --> 00:07:34.480]  在聖經裡有很多個「瑪利亞」
[00:07:34.480 --> 00:07:37.280]  起碼有三至四個「瑪利亞」
[00:07:37.280 --> 00:07:40.880]  這個叫做「伯大利」的「瑪利亞」
[00:07:40.880 --> 00:07:43.440]  我們一知道就知道他住在「伯大利」
[00:07:43.440 --> 00:07:48.400]  而且幾次記載「瑪利亞」都是說他在「伯大利」
[00:07:48.400 --> 00:07:53.760]  即是他家,或者在他附近西門的家裡接待他
[00:07:53.760 --> 00:07:55.840]  都是在「伯大利」
[00:07:55.840 --> 00:08:02.160]  所以在聖經裡有三次記載關乎「伯大利」的「瑪利亞」
[00:08:02.160 --> 00:08:04.320]  大家記不記得哪三次?
[00:08:04.320 --> 00:08:06.640]  第一次就是這一次
[00:08:06.640 --> 00:08:11.360]  第二次就是說拉撒路復活那一次
[00:08:11.360 --> 00:08:15.040]  就是在「約翰福音」第十一章所記載的
[00:08:15.040 --> 00:08:17.760]  說到「瑪利亞」來到主的腳前
[00:08:17.760 --> 00:08:20.640]  第三次就是在「約翰福音」第十二章
[00:08:20.640 --> 00:08:23.840]  或者有其他「瑪泰」、「瑪河」都有記載的
[00:08:23.840 --> 00:08:28.960]  就是他獻香膏的時候所記載的
[00:08:28.960 --> 00:08:31.760]  關乎「伯大利」的「瑪利亞」
[00:08:31.760 --> 00:08:36.240]  這三次記載「伯大利」的「瑪利亞」
[00:08:36.240 --> 00:08:39.680]  可以說有三種的氣味
[00:08:39.680 --> 00:08:40.720]  甚麼氣味?
[00:08:40.720 --> 00:08:42.720]  第一次,這是甚麼氣味?
[00:08:42.720 --> 00:08:46.080]  這是食物的氣味,是嗎?
[00:08:46.080 --> 00:08:49.920]  因為「瑪泰」正在做街頭美食
[00:08:49.920 --> 00:08:52.800]  很忙很忙地「哇!好香啊!」
[00:08:52.800 --> 00:08:58.480]  不過外面「瑪利亞」在流心地聽到
[00:08:58.480 --> 00:09:00.640]  現在的肚子有沒有鼓聲
[00:09:00.640 --> 00:09:04.320]  或者聞到食物的香味
[00:09:04.320 --> 00:09:07.600]  想著待會去哪裏吃東西
[00:09:07.600 --> 00:09:10.640]  原來「瑪利亞」專心在主的面前
[00:09:10.640 --> 00:09:14.080]  所以第一種香味是食物的香味
[00:09:14.080 --> 00:09:17.680]  第二種味道是甚麼味道?
[00:09:17.680 --> 00:09:23.600]  剛才我們說過拉薩諾夫那種是甚麼味道?
[00:09:23.600 --> 00:09:25.440]  死人的臭味,是嗎?
[00:09:25.440 --> 00:09:28.320]  已經死了多少天?
[00:09:28.320 --> 00:09:31.680]  已經死了四天了,臭味了
[00:09:31.680 --> 00:09:34.720]  所以原來當時是一種死人的臭味
[00:09:34.720 --> 00:09:39.440]  這可以說是人世當中的悲慘的時候
[00:09:39.440 --> 00:09:42.160]  第三種香味就是獻香膏的時候
[00:09:42.160 --> 00:09:43.760]  這是甚麼味道?
[00:09:43.760 --> 00:09:47.920]  當然是香味,這種是香膏的香味
[00:09:47.920 --> 00:09:50.160]  香膏香味代表勇氣,是嗎?
[00:09:50.160 --> 00:09:51.680]  這麼多人看著他,他就是勇氣
[00:09:51.680 --> 00:09:54.480]  因為為了主,毫無懼怕
[00:09:54.480 --> 00:09:57.120]  非常大的勇氣因為為主而作的
[00:09:57.120 --> 00:10:01.040]  有人批評他,有人說他枉費
[00:10:01.040 --> 00:10:04.880]  但是他充滿著勇氣,充滿著愛主的心
[00:10:04.880 --> 00:10:08.000]  你會發覺原來這三種氣味真有意思
[00:10:08.000 --> 00:10:12.800]  無論你是過平常生活很豐富的日子
[00:10:12.800 --> 00:10:16.640]  或者你在憂傷、困難、家人離世
[00:10:16.640 --> 00:10:19.520]  面對死亡的痛苦的時候
[00:10:19.520 --> 00:10:24.320]  又或者是在我們要勇氣面對群眾
[00:10:24.320 --> 00:10:28.320]  要勇氣去侍奉神的時候
[00:10:28.320 --> 00:10:30.320]  去獻上我們自己
[00:10:30.320 --> 00:10:32.880]  原來那個秘訣都是
[00:10:32.880 --> 00:10:34.640]  你會發覺三次
[00:10:34.640 --> 00:10:38.160]  瑪利亞都是來到主的腳前
[00:10:38.160 --> 00:10:39.440]  來到主的腳前
[00:10:39.440 --> 00:10:45.040]  這就是這三次他形容他的所在之處
[00:10:45.040 --> 00:10:48.000]  親愛的弟兄姊妹,得上好的福分
[00:10:48.000 --> 00:10:50.240]  就是我們來到主的面前
[00:10:50.240 --> 00:10:53.520]  來到領受他的話語
[00:10:53.520 --> 00:10:55.520]  領受他的訓誨
[00:10:55.520 --> 00:10:58.000]  然後得到他的幫助
[00:10:58.000 --> 00:11:01.120]  享受和他一起的愛
[00:11:01.120 --> 00:11:03.280]  這就是我們在人生當中
[00:11:03.280 --> 00:11:05.920]  在平順的日子、豐富的日子
[00:11:05.920 --> 00:11:08.320]  困難的日子、憂傷的日子
[00:11:08.320 --> 00:11:13.680]  甚至是需要勇氣和我們去侍奉、奉獻的日子
[00:11:13.680 --> 00:11:16.240]  都是需要來到主的面前
[00:11:16.240 --> 00:11:19.520]  這就是我們人生當中最美麗的
[00:11:19.520 --> 00:11:21.520]  神給我們的恩典
[00:11:21.520 --> 00:11:23.520]  Amen?
[00:11:23.520 --> 00:11:25.040]  上好的福分
[00:11:25.040 --> 00:11:26.640]  這就是神賜給我們
[00:11:26.640 --> 00:11:29.440]  不過我們在講到這個故事的時候
[00:11:29.440 --> 00:11:34.000]  時常都將馬大和瑪利亞比較的
[00:11:34.000 --> 00:11:37.280]  因為他們兩個似乎是很不同的一種表現
[00:11:37.280 --> 00:11:38.560]  雖然他們都愛主
[00:11:38.560 --> 00:11:41.440]  不過他們有不同的表現
[00:11:41.440 --> 00:11:43.600]  不同的性情可能
[00:11:43.600 --> 00:11:47.120]  亦都有不同的他們的才幹
[00:11:47.120 --> 00:11:49.520]  不過其實在聖經裡面
[00:11:49.520 --> 00:11:51.040]  我們不要誤解了
[00:11:51.040 --> 00:11:53.280]  以為我們一定要顧恥
[00:11:53.280 --> 00:11:55.280]  就是失禮
[00:11:55.280 --> 00:11:57.040]  我們聖經沒有這樣的意思
[00:11:57.040 --> 00:12:00.800]  因為他們兩個都是神所愛的
[00:12:00.800 --> 00:12:03.280]  而事實上是
[00:12:03.280 --> 00:12:06.240]  馬大和瑪利亞對於主的聖功
[00:12:06.240 --> 00:12:07.920]  對於神的心意
[00:12:07.920 --> 00:12:12.560]  特別是聖經裡面給他們有很高的評語
[00:12:12.560 --> 00:12:15.760]  所以其實在馬大和瑪利亞的時候
[00:12:15.760 --> 00:12:18.880]  我們去比較得來
[00:12:18.880 --> 00:12:22.240]  最重要的是要找出他們的特點
[00:12:22.240 --> 00:12:24.880]  或者找出他們的優點
[00:12:24.880 --> 00:12:30.400]  或者去留意避免一些我們很容易犯的缺點
[00:12:30.400 --> 00:12:32.640]  以致我們能夠可以擁有
[00:12:32.640 --> 00:12:35.200]  他們兩者之間所給我們的提醒
[00:12:35.200 --> 00:12:39.520]  就是聖經裡面要我們所得的訊息
[00:12:39.520 --> 00:12:41.760]  所以今天我們先來看看
[00:12:41.760 --> 00:12:43.200]  第一我們看到
[00:12:43.200 --> 00:12:46.240]  在這裡值得我們很欣賞學習的
[00:12:46.240 --> 00:12:49.840]  就是馬大主動的服事
[00:12:49.840 --> 00:12:51.360]  在四十字一開始是這樣說
[00:12:51.360 --> 00:12:55.280]  他說馬大事後的事多
[00:12:55.280 --> 00:12:57.680]  表明他是很能幹
[00:12:57.680 --> 00:13:00.640]  亦都表明他是很主動
[00:13:00.640 --> 00:13:04.400]  事實上亦都有很多的事需要去兼顧
[00:13:04.400 --> 00:13:08.720]  有些人以為那些事是自然發生的
[00:13:08.720 --> 00:13:10.800]  崇拜是自然發生的
[00:13:10.800 --> 00:13:13.200]  不是的,背後有很多的預備
[00:13:13.200 --> 00:13:14.640]  有很多人配合的
[00:13:14.640 --> 00:13:16.960]  今早我們有些技術上的故障
[00:13:16.960 --> 00:13:18.160]  就卡住了
[00:13:18.160 --> 00:13:21.840]  有很多人需要弟兄姊妹來幫忙配合
[00:13:21.840 --> 00:13:25.520]  一個的侍奉一個的聚會一個的侍功
[00:13:25.520 --> 00:13:26.400]  看上去很容易
[00:13:26.400 --> 00:13:30.000]  背後有很多很多的事需要去配合
[00:13:30.000 --> 00:13:32.320]  所以如果我們只是坐在這裡
[00:13:32.320 --> 00:13:33.760]  完全沒有參與的時候
[00:13:33.760 --> 00:13:36.640]  我們沒有辦法明白當中的侍奉
[00:13:36.640 --> 00:13:38.240]  參與的那種喜樂
[00:13:38.240 --> 00:13:42.240]  以及當中經歷神的幫助和帶領
[00:13:42.240 --> 00:13:45.040]  以及同工之間的配搭
[00:13:45.040 --> 00:13:47.200]  所以這個是非常寶貴的
[00:13:47.200 --> 00:13:49.280]  事很多的
[00:13:49.280 --> 00:13:50.880]  真是很多的事
[00:13:50.880 --> 00:13:54.240]  馬大事後的事多
[00:13:54.240 --> 00:13:59.440]  所以我們發覺馬大主動接待耶穌
[00:13:59.440 --> 00:14:01.440]  來到他們的家
[00:14:01.440 --> 00:14:07.840]  做很多的事,很希望讓主耶穌基督可以享用
[00:14:07.840 --> 00:14:10.880]  因為祂也很愛住
[00:14:10.880 --> 00:14:15.760]  我們知道問題就是
[00:14:15.760 --> 00:14:17.520]  反過來
[00:14:17.520 --> 00:14:20.000]  很多時候事很多
[00:14:20.000 --> 00:14:21.680]  耶穌也這樣說
[00:14:21.680 --> 00:14:25.440]  莊稼有很多,不過怎樣?
[00:14:25.440 --> 00:14:28.000]  收割的人很少
[00:14:28.000 --> 00:14:29.040]  所以換句話說
[00:14:29.040 --> 00:14:31.920]  其實我們真是帶領姊妹需要的
[00:14:31.920 --> 00:14:34.240]  我們應該用我們的才幹
[00:14:34.240 --> 00:14:35.680]  神給我們的
[00:14:35.680 --> 00:14:38.000]  更加用我們的恩賜
[00:14:38.000 --> 00:14:40.560]  來好好地去配搭
[00:14:40.560 --> 00:14:42.640]  去做好很多的事
[00:14:42.640 --> 00:14:43.760]  因為事實上
[00:14:43.760 --> 00:14:46.640]  那些屬靈的益處在聚會當中
[00:14:46.640 --> 00:14:49.280]  屬靈的益處是有很多的事
[00:14:49.280 --> 00:14:51.760]  去讓祂建立起來
[00:14:51.760 --> 00:14:54.560]  要整好麥克風,整好堂會,整好燈
[00:14:54.560 --> 00:14:55.920]  整好配搭
[00:14:55.920 --> 00:15:00.400]  我們長期試過power point、音響
[00:15:00.400 --> 00:15:02.000]  很多事情我們才可以
[00:15:02.000 --> 00:15:03.840]  大家聽到那個信息
[00:15:03.840 --> 00:15:07.200]  聖靈可以透過這些來工作
[00:15:07.200 --> 00:15:09.920]  所以你知道每一個環節
[00:15:09.920 --> 00:15:12.400]  你負責的部分都是重要的
[00:15:12.400 --> 00:15:13.520]  還有很重要的是
[00:15:13.520 --> 00:15:16.560]  我們有份去做這些事
[00:15:16.560 --> 00:15:18.080]  有份參與
[00:15:18.080 --> 00:15:20.160]  有份來侍奉
[00:15:20.160 --> 00:15:21.440]  今天我們看見
[00:15:21.440 --> 00:15:25.280]  在很多教會的增長專家裏面告訴我們
[00:15:25.280 --> 00:15:28.080]  普遍的教會的問題
[00:15:28.080 --> 00:15:30.080]  就是「二十八十」
[00:15:30.080 --> 00:15:32.800]  甚麼叫「二十八十」?
[00:15:32.800 --> 00:15:34.480]  甚麼叫「二十八十」?
[00:15:34.480 --> 00:15:36.880]  即是說
[00:15:36.880 --> 00:15:41.520]  20%的人是有參與侍奉工作的
[00:15:41.520 --> 00:15:44.080]  80%的人是甚麼?
[00:15:44.080 --> 00:15:47.040]  是坐在這裏去享受的
[00:15:47.040 --> 00:15:49.680]  沒有任何貢獻的
[00:15:49.680 --> 00:15:50.320]  唉呀!
[00:15:50.320 --> 00:15:53.120]  我們發覺那個比例有很大的差別
[00:15:53.120 --> 00:15:58.800]  反過來說20%的人做100%的事
[00:15:58.800 --> 00:16:02.080]  本來應該是100%的人做100%的事
[00:16:02.080 --> 00:16:04.160]  每個人都有份參與
[00:16:04.160 --> 00:16:05.440]  那他就做自己的份
[00:16:05.440 --> 00:16:06.400]  好像potluck一樣
[00:16:06.400 --> 00:16:08.080]  大家拿些東西來一起吃
[00:16:08.080 --> 00:16:09.040]  每個人都有份
[00:16:09.040 --> 00:16:10.400]  一起都飽
[00:16:10.400 --> 00:16:12.000]  但如果我們二十個人
[00:16:12.000 --> 00:16:13.600]  唉呀!只有兩個人拿些東西來
[00:16:13.600 --> 00:16:14.320]  十個人吃
[00:16:14.320 --> 00:16:15.760]  那是不夠的
[00:16:15.760 --> 00:16:18.400]  那他要煮那十個
[00:16:18.400 --> 00:16:20.400]  煮那八個
[00:16:20.400 --> 00:16:22.320]  所以叫「二十八十」
[00:16:22.320 --> 00:16:25.520]  頂智媒你覺得自己是屬於哪個百分比?
[00:16:25.520 --> 00:16:27.120]  希望這個慢慢多些
[00:16:27.120 --> 00:16:29.920]  我們知道有些頂智媒是沒有辦法的
[00:16:29.920 --> 00:16:31.200]  他們是不能夠的
[00:16:31.200 --> 00:16:32.880]  如果在網上的頂智媒
[00:16:32.880 --> 00:16:34.960]  你特別真是
[00:16:34.960 --> 00:16:37.120]  現在疫情又說緊張一點
[00:16:37.120 --> 00:16:38.480]  我們都明白
[00:16:38.480 --> 00:16:40.640]  如果真是健康原因
[00:16:40.640 --> 00:16:42.080]  有這些考慮的
[00:16:42.080 --> 00:16:42.800]  我們很明白
[00:16:42.800 --> 00:16:44.000]  但如果沒有
[00:16:44.000 --> 00:16:46.560]  你要來參與
[00:16:46.560 --> 00:16:48.080]  參與服侍
[00:16:48.080 --> 00:16:50.880]  因為這個是神給我們的恩典
[00:16:50.880 --> 00:16:52.400]  亦都是需要
[00:16:52.400 --> 00:16:54.400]  因為我們每個人都需要來參與
[00:16:54.400 --> 00:16:57.360]  以致我們不會二十、八十
[00:16:57.360 --> 00:17:01.120]  整稱一下變成八十五、十五
[00:17:01.120 --> 00:17:03.120]  整稱一下變成九十十
[00:17:03.120 --> 00:17:05.120]  整稱一下變成甚麼?
[00:17:05.120 --> 00:17:05.920]  變成零
[00:17:05.920 --> 00:17:08.880]  這樣就玩完了
[00:17:08.880 --> 00:17:11.120]  希望不會有這樣的發生
[00:17:11.120 --> 00:17:12.160]  有一個故事
[00:17:12.160 --> 00:17:13.200]  是一個笑話來的
[00:17:13.200 --> 00:17:14.000]  挺好笑的
[00:17:14.000 --> 00:17:15.680]  不過很有諷刺性
[00:17:15.680 --> 00:17:17.840]  它的場景是一間公司
[00:17:17.840 --> 00:17:20.640]  不過我想都是我們很多時候人生的寫照
[00:17:20.640 --> 00:17:22.080]  我讀給大家聽聽
[00:17:22.080 --> 00:17:24.960]  真是很有提醒
[00:17:24.960 --> 00:17:29.360]  它說:「一些事沒人做」
[00:17:29.360 --> 00:17:32.320]  「一些人」是「沒事做」
[00:17:32.320 --> 00:17:34.560]  只是聽這兩句已經夠好笑了
[00:17:34.560 --> 00:17:36.480]  「一些事」是「沒人做」
[00:17:36.480 --> 00:17:39.600]  「一些人」是甚麼?
[00:17:39.600 --> 00:17:41.360]  是「沒事做」
[00:17:41.360 --> 00:17:42.480]  「沒事做」那些人
[00:17:42.480 --> 00:17:45.920]  是釘著「做事」那些人
[00:17:45.920 --> 00:17:49.360]  議論「做事」那些人做的事
[00:17:49.360 --> 00:17:50.880]  「做事」那些人
[00:17:50.880 --> 00:17:53.040]  就弄得他們做不成事
[00:17:53.040 --> 00:17:56.320]  經常被釘著又議論
[00:17:56.320 --> 00:17:58.640]  又「做不好事」
[00:17:58.640 --> 00:18:02.480]  老闆誇獎「沒事」那些人
[00:18:02.480 --> 00:18:06.400]  因為看不到他們做甚麼不妥
[00:18:06.400 --> 00:18:09.680]  老闆就訓誡「做事」那些人
[00:18:09.680 --> 00:18:14.000]  因為發覺他們做的事未夠好
[00:18:14.000 --> 00:18:16.400]  「一些沒事的人」
[00:18:16.400 --> 00:18:18.800]  總是「沒事做」的
[00:18:18.800 --> 00:18:20.880]  「一些做事的人」
[00:18:20.880 --> 00:18:25.120]  總有「做不完」的事
[00:18:25.120 --> 00:18:26.720]  「一些沒事的人」
[00:18:26.720 --> 00:18:29.840]  就是「知事鬧事」
[00:18:29.840 --> 00:18:31.280]  使「做事的人」
[00:18:31.280 --> 00:18:34.960]  不得不做更多的事
[00:18:34.960 --> 00:18:38.720]  結果「好事」就變「壞事」
[00:18:38.720 --> 00:18:41.280]  「小事」就變「大事」
[00:18:41.280 --> 00:18:45.360]  「簡單的事」就變「複雜的事」
[00:18:45.360 --> 00:18:50.240]  然後「公司」就開始出事了
[00:18:50.240 --> 00:18:52.640]  為了了解這些事
[00:18:52.640 --> 00:18:54.080]  為了要解決這些事
[00:18:54.080 --> 00:18:55.600]  老闆開始要求
[00:18:55.600 --> 00:18:58.720]  「不做事」那些人要做些事
[00:18:58.720 --> 00:19:02.240]  這些人就做了一點點事
[00:19:02.240 --> 00:19:06.960]  到處說他們做了天下最難的事
[00:19:06.960 --> 00:19:11.280]  又有人「小事」都不做
[00:19:11.280 --> 00:19:16.800]  只是光說這件事是「不可能成功的事」
[00:19:16.800 --> 00:19:18.320]  最後「做事的人」
[00:19:18.320 --> 00:19:23.600]  還是不得不接下這聲「沒人做的事」
[00:19:23.600 --> 00:19:24.880]  「公司不夠了」
[00:19:24.880 --> 00:19:26.480]  「不做事的人」就說
[00:19:26.480 --> 00:19:31.760]  「嗱!還不是我開頭做了這幾件事嗎?」
[00:19:31.760 --> 00:19:34.080]  「公司不成了」
[00:19:34.080 --> 00:19:35.280]  他們也說
[00:19:35.280 --> 00:19:39.360]  「我早就說這個不可能的事了」
[00:19:39.360 --> 00:19:43.520]  所以最後「全公司的人」都「不做事」了
[00:19:43.520 --> 00:19:48.000]  反正「不做事」又不會出事
[00:19:48.000 --> 00:19:51.440]  「都做事」又反悔「惹事」
[00:19:51.440 --> 00:19:58.400]  就這樣大家一起來看電視
[00:19:58.400 --> 00:20:05.600]  到最後「全部」都變成「近事」
[00:20:05.600 --> 00:20:07.920]  這個笑話真是好笑
[00:20:07.920 --> 00:20:10.240]  這個真是好諷刺
[00:20:10.240 --> 00:20:12.400]  亦都好寫實
[00:20:12.400 --> 00:20:17.680]  不知道大家有沒有在這種情況當中看到自己的影子
[00:20:17.680 --> 00:20:21.440]  有沒有或者看到別人的影子
[00:20:21.440 --> 00:20:25.360]  我們發覺原來真的有很多時候
[00:20:25.360 --> 00:20:28.800]  人世間很多時候有這些事發生
[00:20:28.800 --> 00:20:30.720]  我們求神幫助我們
[00:20:30.720 --> 00:20:35.200]  幫助我們這個故事在公司裏面
[00:20:35.200 --> 00:20:38.400]  希望不會發生在教會
[00:20:38.400 --> 00:20:40.560]  更加不會發生在我們當中
[00:20:40.560 --> 00:20:47.200]  讓我們能夠「不要個個變近事」
[00:20:47.200 --> 00:20:52.320]  因為「近事」就是「沒有異象,民就放肆」
[00:20:52.320 --> 00:20:57.360]  「沒有毀身,事情就不能夠完成」
[00:20:57.360 --> 00:20:58.240]  你想想
[00:20:58.240 --> 00:21:08.560]  神最後說祂要來安住祂托付給我們的恩賜、才幹來做「獎賞」
[00:21:08.560 --> 00:21:09.520]  你願意嗎?
[00:21:09.520 --> 00:21:13.520]  你願意神所托付給你的「才幹」和「恩賜」善用
[00:21:13.520 --> 00:21:15.840]  以致將來在神的面前說
[00:21:15.840 --> 00:21:22.240]  神說:「好啊!你又良善又忠心的僕人」
[00:21:22.240 --> 00:21:24.480]  因為那個「惡的僕人」又怎樣?
[00:21:24.480 --> 00:21:28.160]  就將那一錢的「銀子」埋在地裏
[00:21:28.160 --> 00:21:31.120]  還跟主頂嘴
[00:21:31.120 --> 00:21:32.080]  我們今天發覺
[00:21:32.080 --> 00:21:35.760]  今天真的很需要成為我們的「提相」
[00:21:35.760 --> 00:21:38.800]  我們希望每一個將來主真快來
[00:21:38.800 --> 00:21:40.000]  你預備好沒有
[00:21:40.000 --> 00:21:43.840]  你好好地用神所給你的「恩賜」和「內才幹」
[00:21:43.840 --> 00:21:47.920]  來做好那些神所需要我們做的事
[00:21:47.920 --> 00:21:50.160]  以致我們在主的面前說
[00:21:50.160 --> 00:21:53.120]  能夠得著祂的稱讚和「獎賞」
