
[00:00:00.000 --> 00:00:02.800]  如果你想一下 今天有一個很重要的人來到
[00:01:22.400 --> 00:01:24.200]  好 下一章
[00:01:24.200 --> 00:01:25.200]  就是什麼呢
[00:01:25.200 --> 00:01:26.600]  就是
[00:01:26.600 --> 00:01:29.200]  剛纔用習近平給我們知道
[00:01:29.200 --> 00:01:30.800]  君王的出征
[00:01:30.800 --> 00:01:32.800]  是一個Procedure
[00:01:32.800 --> 00:01:34.800]  在希臘的時代
[00:01:34.800 --> 00:01:36.800]  羅馬的時代有一個字
[00:01:36.800 --> 00:01:37.600]  就是主
[00:01:37.600 --> 00:01:39.200]  一個字叫做Procedure
[00:01:39.200 --> 00:01:40.400]  中間這個字
[00:01:40.400 --> 00:01:42.000]  是什麼意思呢
[00:01:42.000 --> 00:01:43.200]  這個字
[00:01:43.200 --> 00:01:44.400]  在保羅羅馬
[00:01:44.400 --> 00:01:46.400]  在帖紹爾加前書說的
[00:01:46.400 --> 00:01:49.000]  就是耶穌基督會再來
[00:01:49.000 --> 00:01:50.800]  就是主再來
[00:01:50.800 --> 00:01:53.600]  但是同時這個字在舊約是什麼呢
[00:01:53.600 --> 00:01:55.400]  就是到那時
[00:01:55.400 --> 00:01:58.200]  那日 耶穌的日子
[00:01:58.200 --> 00:01:59.600]  所以這個字
[00:01:59.600 --> 00:02:01.400]  我用這幅圖畫
[00:02:01.400 --> 00:02:03.800]  想襯托給大家聽
[00:02:03.800 --> 00:02:05.400]  就是當耶穌來的時候
[00:02:05.400 --> 00:02:07.000]  是多麼的榮耀
[00:02:07.000 --> 00:02:08.800]  天上天君下來
[00:02:08.800 --> 00:02:10.600]  然後地上的人就被提升
[00:02:10.600 --> 00:02:13.000]  那個時候保羅就說
[00:02:13.000 --> 00:02:14.400]  主再來
[00:02:14.400 --> 00:02:17.400]  告訴大家是什麼
[00:02:17.400 --> 00:02:19.400]  即是什麼意思
[00:02:19.400 --> 00:02:21.200]  就是主再來
[00:02:21.200 --> 00:02:22.800]  主再來會怎樣
[00:02:22.800 --> 00:02:25.600]  我想讀一篇經文給大家聽
[00:02:25.600 --> 00:02:28.000]  這篇經文其實真的很好
[00:02:28.000 --> 00:02:29.200]  關於主再來
[00:02:29.200 --> 00:02:31.200]  但是這篇經文又很有趣
[00:02:31.200 --> 00:02:33.000]  好像成爲一個奧祕
[00:02:33.000 --> 00:02:34.800]  通常人都不會去讀
[00:02:34.800 --> 00:02:37.600]  那什麼時候去讀呢
[00:02:37.600 --> 00:02:40.400]  就是當我們在安息禮拜
[00:02:40.400 --> 00:02:43.000]  而且在安息禮拜裏面
[00:02:43.000 --> 00:02:44.600]  不是常常都聽到的
[00:02:44.600 --> 00:02:45.800]  是託數
[00:02:45.800 --> 00:02:47.200]  如果我帶你去安息禮拜
[00:02:47.200 --> 00:02:49.800]  就是在內室去讀
[00:02:49.800 --> 00:02:50.800]  爲什麼這麼說呢
[00:02:50.800 --> 00:02:53.200]  因爲想給他們很大的安慰
[00:02:53.200 --> 00:02:54.600]  因爲有一個信息
[00:02:54.600 --> 00:02:56.400]  就是所有離開的人
[00:02:56.400 --> 00:02:57.600]  都不用擔心
[00:02:57.600 --> 00:02:59.200]  因爲保羅有這樣的
[00:02:59.200 --> 00:03:01.800]  在《貼壽爾加前書》第四章
[00:03:01.800 --> 00:03:05.800]  我稍微讀一讀內容的精髓給大家聽
[00:03:05.800 --> 00:03:07.800]  保羅說論到睡了的人
[00:03:07.800 --> 00:03:09.800]  當時很多人死了
[00:03:09.800 --> 00:03:10.800]  死了信耶穌
[00:03:10.800 --> 00:03:12.800]  就好像我們下午的講座
[00:03:12.800 --> 00:03:14.200]  爲什麼基督徒會生病
[00:03:14.200 --> 00:03:15.000]  當時人們都會問
[00:03:15.000 --> 00:03:16.600]  基督徒爲什麼會死
[00:03:16.600 --> 00:03:17.600]  保羅就說
[00:03:17.600 --> 00:03:18.400]  我不知道爲什麼會死
[00:03:18.400 --> 00:03:20.400]  不過他說死了的人怎麼樣呢
[00:03:20.400 --> 00:03:21.400]  好像睡了
[00:03:21.400 --> 00:03:23.400]  所以保羅就說
[00:03:23.400 --> 00:03:24.800]  我不希望你們不知道
[00:03:24.800 --> 00:03:26.800]  不過在第十五節這樣說
[00:03:26.800 --> 00:03:28.600]  我們現在照主的話
[00:03:28.600 --> 00:03:29.800]  告訴你們一件事
[00:03:29.800 --> 00:03:34.800]  我們這活着還傳流到主降臨的人
[00:03:34.800 --> 00:03:36.000]  就是這個普魯斯
[00:03:36.000 --> 00:03:37.600]  就是主降臨的人
[00:03:37.600 --> 00:03:38.400]  怎麼樣
[00:03:38.400 --> 00:03:41.400]  斷不能在那已經睡了的人之先
[00:03:41.400 --> 00:03:42.400]  什麼意思呢
[00:03:42.400 --> 00:03:46.000]  原來所有死了睡了的人
[00:03:46.000 --> 00:03:47.400]  就會怎麼樣
[00:03:47.400 --> 00:03:50.400]  先由不知道哪個國城哪個鄉
[00:03:50.400 --> 00:03:52.400]  耶穌說在天國裏面有個樂園
[00:03:52.400 --> 00:03:53.400]  帶到他來
[00:03:53.400 --> 00:03:54.400]  就像剛剛那張powerpoint
[00:03:54.400 --> 00:03:55.400]  來到的時候
[00:03:55.400 --> 00:03:57.400]  地上的人就怎麼樣
[00:03:57.400 --> 00:03:58.400]  就被提升了
[00:03:58.400 --> 00:04:00.400]  當時的情況就是很多的音響
[00:04:00.400 --> 00:04:01.400]  很多的
[00:04:01.400 --> 00:04:03.400]  啊啵啵啵啵啵啵啵啵啵
[00:04:03.400 --> 00:04:05.400]  如果你聽到很厲害的音響的時候
[00:04:05.400 --> 00:04:08.400]  旁邊的人不停地升升下
[00:04:08.400 --> 00:04:09.400]  你又不升
[00:04:09.400 --> 00:04:10.400]  你小心點
[00:04:10.400 --> 00:04:12.400]  那你一定要說什麼
[00:04:12.400 --> 00:04:14.400]  主啊救我啊
[00:04:14.400 --> 00:04:15.400]  因爲主在內的時候
[00:04:15.400 --> 00:04:16.400]  所有信耶穌的人都會什麼
[00:04:16.400 --> 00:04:18.400]  被提升與空中主相會
[00:04:18.400 --> 00:04:19.400]  好像是這樣
[00:04:19.400 --> 00:04:21.400]  但是你現在
[00:04:21.400 --> 00:04:23.400]  假設今天主在內
[00:04:23.400 --> 00:04:24.400]  現在來
[00:04:24.400 --> 00:04:26.400]  你旁邊那個坐着的人都會升
[00:04:26.400 --> 00:04:27.400]  前後左右都升
[00:04:27.400 --> 00:04:28.400]  是你不升
[00:04:28.400 --> 00:04:29.400]  你應該怎麼說
[00:04:29.400 --> 00:04:31.400]  啊耶穌救我啊
[00:04:31.400 --> 00:04:34.400]  這個是貼塞爾加前書提醒我們一個
[00:04:34.400 --> 00:04:35.400]  很奧祕的
[00:04:35.400 --> 00:04:38.400]  那時候所有人都最後一個機會給我們了
[00:04:38.400 --> 00:04:39.400]  請大家留意這個現象
[00:04:39.400 --> 00:04:41.400]  是貼塞爾加前書第四章
[00:04:41.400 --> 00:04:42.400]  我想說就是
[00:04:42.400 --> 00:04:46.400]  到那時到那日主在內
[00:04:46.400 --> 00:04:50.400]  是在新舊約不同的一個演繹
[00:04:50.400 --> 00:04:53.400]  那我想和大家去說一段經文
[00:04:53.400 --> 00:04:58.400]  就是在以塞亞書第十二章
[00:04:58.400 --> 00:05:01.400]  這一季我們說以塞亞書
[00:05:01.400 --> 00:05:03.400]  以塞亞書這個作者是以塞亞
[00:05:03.400 --> 00:05:08.400]  他當時看到他們的國家分爲南北兩國
[00:05:08.400 --> 00:05:10.400]  他就屬於南國一個先知
[00:05:10.400 --> 00:05:12.400]  他說很多的信息
[00:05:12.400 --> 00:05:13.400]  告訴他的子民
[00:05:13.400 --> 00:05:15.400]  你們不要這樣犯罪
[00:05:15.400 --> 00:05:17.400]  你們不要這樣得罪神
[00:05:17.400 --> 00:05:21.400]  希望子民有迴轉
[00:05:21.400 --> 00:05:23.400]  所以以塞亞書呢
[00:05:23.400 --> 00:05:26.400]  有人說他整個以塞亞書六十六章
[00:05:26.400 --> 00:05:28.400]  就好像本聖經的縮版
[00:05:28.400 --> 00:05:30.400]  但是等下我告訴你
[00:05:30.400 --> 00:05:33.400]  整個以塞亞書一至十二章
[00:05:33.400 --> 00:05:35.400]  是聖經縮版的再縮版
[00:05:35.400 --> 00:05:36.400]  對不對
[00:05:36.400 --> 00:05:37.400]  很正啊
[00:05:37.400 --> 00:05:39.400]  所以你看完以塞亞書十二章
[00:05:39.400 --> 00:05:41.400]  你回去思想一下
[00:05:41.400 --> 00:05:44.400]  你就會知道上帝整個救恩的救贖在哪裏
[00:05:44.400 --> 00:05:46.400]  他精彩就是
[00:05:46.400 --> 00:05:49.400]  講到神的饒恕和拯救
[00:05:49.400 --> 00:05:53.400]  和人活在世上有什麼責任
[00:05:53.400 --> 00:05:54.400]  工作
[00:05:54.400 --> 00:05:55.400]  爲佛
[00:05:55.400 --> 00:05:57.400]  就是去感謝 讚美
[00:05:57.400 --> 00:05:59.400]  所以十二章裏面很多豐富的東西
[00:05:59.400 --> 00:06:01.400]  講到人的犯罪
[00:06:01.400 --> 00:06:03.400]  又講到神的突破
[00:06:03.400 --> 00:06:04.400]  記得上個禮拜講
[00:06:04.400 --> 00:06:05.400]  以馬內利
[00:06:05.400 --> 00:06:08.400]  這個兆頭是由以塞亞書
[00:06:08.400 --> 00:06:09.400]  第七章
[00:06:09.400 --> 00:06:10.400]  我講出來
[00:06:10.400 --> 00:06:12.400]  然後聖誕就來了
[00:06:12.400 --> 00:06:14.400]  在以塞亞書第九章
[00:06:14.400 --> 00:06:15.400]  有個名字
[00:06:15.400 --> 00:06:17.400]  這個名字叫做奇妙的測試
[00:06:17.400 --> 00:06:19.400]  全能的什麼
[00:06:19.400 --> 00:06:21.400]  神永在的父
[00:06:21.400 --> 00:06:22.400]  和平的君
[00:06:22.400 --> 00:06:23.400]  過幾個月你就會聽到了
[00:06:23.400 --> 00:06:24.400]  因爲聖誕
[00:06:24.400 --> 00:06:25.400]  不過我想講
[00:06:25.400 --> 00:06:27.400]  第十二章有什麼特色呢
[00:06:27.400 --> 00:06:29.400]  第十二章的特色
[00:06:29.400 --> 00:06:31.400]  很清楚
[00:06:31.400 --> 00:06:33.400]  就是說到那一天
[00:06:33.400 --> 00:06:35.400]  就是耶穌來的時候
[00:06:35.400 --> 00:06:37.400]  有什麼事發生
[00:06:37.400 --> 00:06:39.400]  所以分爲兩個大的段落
[00:06:39.400 --> 00:06:40.400]  一個就是
[00:06:40.400 --> 00:06:42.400]  我的小的分題就是
[00:06:42.400 --> 00:06:44.400]  信仰是個人化
[00:06:44.400 --> 00:06:47.400]  但是敬拜是羣體化
[00:06:47.400 --> 00:06:49.400]  原來在這十二章裏面
[00:06:49.400 --> 00:06:51.400]  你是看到這件事
[00:06:51.400 --> 00:06:52.400]  你留意
[00:06:52.400 --> 00:06:54.400]  當你讀帕爾邦的時候
[00:06:54.400 --> 00:06:56.400]  你和你們的分別
[00:06:56.400 --> 00:06:58.400]  你懂不懂得分你和你們
[00:06:58.400 --> 00:07:00.400]  你就是個人化
[00:07:00.400 --> 00:07:02.400]  你們就是羣體
[00:07:02.400 --> 00:07:03.400]  好
[00:07:03.400 --> 00:07:07.400]  希望透過這本聖經的十二章
[00:07:07.400 --> 00:07:09.400]  我們今天想帶大家去一個
[00:07:09.400 --> 00:07:11.400]  完全就是一個敬拜
[00:07:11.400 --> 00:07:13.400]  無論是詩歌
[00:07:13.400 --> 00:07:14.400]  心靈
[00:07:14.400 --> 00:07:15.400]  反省的裏面
[00:07:15.400 --> 00:07:16.400]  好 我們看一看
[00:07:16.400 --> 00:07:18.400]  以蔡書十二章
[00:07:18.400 --> 00:07:20.400]  我們一起來讀這六節的聖經
[00:07:20.400 --> 00:07:21.400]  好嗎
[00:07:21.400 --> 00:07:22.400]  留意
[00:07:22.400 --> 00:07:23.400]  道乃日什麼時候出現
[00:07:23.400 --> 00:07:26.400]  道乃日後面那些代名詞
[00:07:26.400 --> 00:07:28.400]  是你還是你們
[00:07:28.400 --> 00:07:29.400]  那個分別就在那裏
[00:07:29.400 --> 00:07:30.400]  好
[00:07:30.400 --> 00:07:32.400]  我們預備一二三來
[00:07:32.400 --> 00:07:33.400]  道乃日
[00:07:33.400 --> 00:07:34.400]  你必說
[00:07:34.400 --> 00:08:01.400]  你們必從救恩的傳言
[00:08:01.400 --> 00:08:03.400]  歡言取水
[00:08:03.400 --> 00:08:04.400]  在乃日
[00:08:04.400 --> 00:08:05.400]  你們要說
[00:08:05.400 --> 00:08:07.400]  當清借耶和華
[00:08:07.400 --> 00:08:09.400]  求告他的名
[00:08:09.400 --> 00:08:11.400]  將他所行的
[00:08:11.400 --> 00:08:13.400]  傳揚在萬邦中
[00:08:13.400 --> 00:08:15.400]  提說他的名
[00:08:15.400 --> 00:08:16.400]  被尊崇
[00:08:16.400 --> 00:08:20.400]  你們要向耶和華唱歌
[00:08:20.400 --> 00:08:21.400]  因他所行的
[00:08:21.400 --> 00:08:23.400]  甚是美好
[00:08:23.400 --> 00:08:27.400]  但願這是普遍天下
[00:08:27.400 --> 00:08:28.400]  舍安的居民啊
[00:08:28.400 --> 00:08:30.400]  當揚聲歡呼
[00:08:30.400 --> 00:08:33.400]  因爲在你們中間的以色列聖者
[00:08:33.400 --> 00:08:35.400]  乃爲至大
[00:08:35.400 --> 00:08:37.400]  當揚聲歡呼
[00:08:37.400 --> 00:08:40.400]  因爲在你們中間的以色列聖者
[00:08:40.400 --> 00:08:42.400]  乃爲至大
[00:08:42.400 --> 00:08:43.400]  哈利路亞
[00:08:43.400 --> 00:08:46.400]  議則下書十二章最總結就是
[00:08:46.400 --> 00:08:47.400]  哇
[00:08:47.400 --> 00:08:48.400]  我們要揚聲歡呼
[00:08:48.400 --> 00:08:49.400]  因爲神是至大
[00:08:49.400 --> 00:08:50.400]  當你看的時候
[00:08:50.400 --> 00:08:52.400]  像不像企事碌最後
[00:08:52.400 --> 00:08:54.400]  萬民都要去宣告
[00:08:54.400 --> 00:08:55.400]  祝福那隻羔羊
[00:08:55.400 --> 00:08:56.400]  這個就是議則下書裏面
[00:08:56.400 --> 00:08:58.400]  第十二章的精彩的地方
[00:08:58.400 --> 00:08:59.400]  好
[00:08:59.400 --> 00:09:00.400]  我們在裏面
[00:09:00.400 --> 00:09:01.400]  透過這十二章裏面
[00:09:01.400 --> 00:09:03.400]  用這個到那日
[00:09:03.400 --> 00:09:05.400]  我們嘗試分幾個小段落
[00:09:05.400 --> 00:09:06.400]  第一個小段落
[00:09:06.400 --> 00:09:08.400]  神在裏面的工作就是
[00:09:08.400 --> 00:09:10.400]  祂會將怒氣
[00:09:10.400 --> 00:09:12.400]  變爲安慰
[00:09:12.400 --> 00:09:15.400]  剛纔我們有個派對裏面
[00:09:15.400 --> 00:09:17.400]  祂將祂的怒氣
[00:09:17.400 --> 00:09:19.400]  變爲安慰
[00:09:19.400 --> 00:09:21.400]  回到聖經
[00:09:21.400 --> 00:09:23.400]  聖經說到那日
[00:09:23.400 --> 00:09:25.400]  當主在內的時候
[00:09:25.400 --> 00:09:27.400]  在議則上形容的時候
[00:09:27.400 --> 00:09:28.400]  當耶穌來的時候
[00:09:28.400 --> 00:09:30.400]  神有一件事
[00:09:30.400 --> 00:09:32.400]  祂會將所有的怒氣
[00:09:32.400 --> 00:09:33.400]  變爲一個安慰
[00:09:33.400 --> 00:09:34.400]  當然了
[00:09:34.400 --> 00:09:35.400]  當神還會來
[00:09:35.400 --> 00:09:37.400]  還會留着一些怒氣
[00:09:37.400 --> 00:09:38.400]  不會的
[00:09:38.400 --> 00:09:40.400]  問題就是一個來
[00:09:40.400 --> 00:09:41.400]  到哪日
[00:09:41.400 --> 00:09:42.400]  這個字
[00:09:42.400 --> 00:09:43.400]  當耶穌來的時候
[00:09:43.400 --> 00:09:44.400]  塞爾多磁是怎樣呢
[00:09:44.400 --> 00:09:46.400]  在舊約
[00:09:46.400 --> 00:09:47.400]  猶太人
[00:09:47.400 --> 00:09:48.400]  他常常認爲
[00:09:48.400 --> 00:09:50.400]  當耶穌這個來
[00:09:50.400 --> 00:09:51.400]  塞爾來的時候
[00:09:51.400 --> 00:09:52.400]  就好像剛纔那張泡泡
[00:09:52.400 --> 00:09:53.400]  騎着馬
[00:09:53.400 --> 00:09:55.400]  帶着很多天使天兵
[00:09:55.400 --> 00:09:56.400]  來到這個地上
[00:09:56.400 --> 00:09:58.400]  但是事實上
[00:09:58.400 --> 00:10:00.400]  耶穌第一次來是怎樣
[00:10:00.400 --> 00:10:02.400]  用一個很謙卑
[00:10:02.400 --> 00:10:03.400]  取了僕人的樣式
[00:10:03.400 --> 00:10:04.400]  在馬族出生
[00:10:04.400 --> 00:10:06.400]  所以到今時今日
[00:10:06.400 --> 00:10:07.400]  他們都相信
[00:10:07.400 --> 00:10:09.400]  還沒有到哪日
[00:10:09.400 --> 00:10:11.400]  但是到哪日到了沒有
[00:10:11.400 --> 00:10:12.400]  到了
[00:10:12.400 --> 00:10:13.400]  因爲耶穌一來就到了
[00:10:13.400 --> 00:10:15.400]  不過這裏有個落差
[00:10:15.400 --> 00:10:17.400]  就是我們對到哪日
[00:10:17.400 --> 00:10:19.400]  和以色列人對到哪日
[00:10:19.400 --> 00:10:21.400]  有一段時間
[00:10:21.400 --> 00:10:22.400]  就是現在我們活着的這段時間
[00:10:22.400 --> 00:10:24.400]  當耶穌第二次來的時候是怎樣
[00:10:24.400 --> 00:10:26.400]  剛纔說的對不對
[00:10:26.400 --> 00:10:27.400]  記不記得
[00:10:27.400 --> 00:10:28.400]  來的時候
[00:10:28.400 --> 00:10:29.400]  他從天上來
[00:10:29.400 --> 00:10:30.400]  很多號星
[00:10:30.400 --> 00:10:31.400]  然後
[00:10:31.400 --> 00:10:33.400]  所有死了的都會復活
[00:10:33.400 --> 00:10:34.400]  我們會怎樣
[00:10:34.400 --> 00:10:36.400]  我們會慢慢上升
[00:10:36.400 --> 00:10:37.400]  如果我們不上升會怎樣
[00:10:37.400 --> 00:10:38.400]  記得啊
[00:10:38.400 --> 00:10:40.400]  要說主耶穌救我
[00:10:40.400 --> 00:10:41.400]  OK
[00:10:41.400 --> 00:10:42.400]  不再說了
[00:10:42.400 --> 00:10:43.400]  OK
[00:10:43.400 --> 00:10:46.400]  這個到哪日的意思出現就是
[00:10:46.400 --> 00:10:48.400]  對以色列人來說
[00:10:48.400 --> 00:10:50.400]  他們很失望
[00:10:50.400 --> 00:10:52.400]  如果神的話是信實的時候
[00:10:52.400 --> 00:10:54.400]  爲什麼我們北國被滅
[00:10:54.400 --> 00:10:55.400]  上次說了
[00:10:55.400 --> 00:10:57.400]  以色列沒多久的時候
[00:10:57.400 --> 00:10:58.400]  北國被滅
[00:10:58.400 --> 00:11:00.400]  再過多200年
[00:11:00.400 --> 00:11:01.400]  南國又被滅
[00:11:01.400 --> 00:11:02.400]  再遲一點
[00:11:02.400 --> 00:11:04.400]  連他們想復興在耶穌的時候
[00:11:04.400 --> 00:11:05.400]  以爲是來了
[00:11:05.400 --> 00:11:06.400]  都是不行
[00:11:06.400 --> 00:11:08.400]  但是弟兄姊妹
[00:11:08.400 --> 00:11:09.400]  弟兄姊妹們
[00:11:09.400 --> 00:11:11.400]  什麼時候纔到哪日呢
[00:11:11.400 --> 00:11:13.400]  什麼時候啊
[00:11:13.400 --> 00:11:15.400]  耶穌來的日子開始
[00:11:15.400 --> 00:11:17.400]  所以耶穌來的是末日
[00:11:17.400 --> 00:11:19.400]  是一個到哪日的開始
[00:11:19.400 --> 00:11:22.400]  但是耶穌說了2000多年都沒來
[00:11:22.400 --> 00:11:24.400]  什麼時候來啊
[00:11:24.400 --> 00:11:26.400]  我告訴大家一個貼士
[00:11:26.400 --> 00:11:27.400]  在羅馬書提醒我們
[00:11:27.400 --> 00:11:30.400]  無花果樹可以結果
[00:11:30.400 --> 00:11:32.400]  就是近了
[00:11:32.400 --> 00:11:34.400]  其實你有沒有聽過名詞
[00:11:34.400 --> 00:11:37.400]  今天是末日的末日
[00:11:37.400 --> 00:11:38.400]  爲什麼呢
[00:11:38.400 --> 00:11:40.400]  因爲1948年
[00:11:40.400 --> 00:11:42.400]  那年的開始是一個分夜線
[00:11:42.400 --> 00:11:43.400]  很清楚
[00:11:43.400 --> 00:11:45.400]  是末日的末日
[00:11:45.400 --> 00:11:46.400]  爲什麼
[00:11:46.400 --> 00:11:49.400]  是因爲從那天起
[00:11:49.400 --> 00:11:51.400]  已經滅了的以色列國
[00:11:51.400 --> 00:11:52.400]  足足2000年
[00:11:52.400 --> 00:11:54.400]  復國
[00:11:54.400 --> 00:11:55.400]  弟兄姊妹們
[00:11:55.400 --> 00:11:58.400]  這是一個極大的神蹟
[00:11:58.400 --> 00:12:00.400]  從來沒有一個民族
[00:12:00.400 --> 00:12:02.400]  國家被人滅了2000年
[00:12:02.400 --> 00:12:03.400]  是可以復國
[00:12:03.400 --> 00:12:05.400]  唯有神的揀選的選民就來
[00:12:05.400 --> 00:12:07.400]  爲什麼這個神蹟要出現
[00:12:07.400 --> 00:12:09.400]  要證明一件事
[00:12:09.400 --> 00:12:11.400]  上帝的說話沒去控
[00:12:11.400 --> 00:12:13.400]  他沒放棄到以色列國
[00:12:13.400 --> 00:12:14.400]  同樣提醒我們
[00:12:14.400 --> 00:12:15.400]  現在是什麼
[00:12:15.400 --> 00:12:17.400]  末日的末日
[00:12:17.400 --> 00:12:19.400]  即是快到了
[00:12:19.400 --> 00:12:20.400]  提醒大家
[00:12:20.400 --> 00:12:21.400]  講一句說話
[00:12:21.400 --> 00:12:22.400]  現在是什麼
[00:12:22.400 --> 00:12:24.400]  末日的末日
[00:12:24.400 --> 00:12:25.400]  那還怎樣
[00:12:25.400 --> 00:12:27.400]  那我們當然要很興奮
[00:12:27.400 --> 00:12:28.400]  懷着興奮的時候
[00:12:28.400 --> 00:12:29.400]  一邊讀正經
[00:12:29.400 --> 00:12:30.400]  一邊看一邊過活
[00:12:30.400 --> 00:12:31.400]  因爲現在是什麼
[00:12:31.400 --> 00:12:32.400]  末日的末日
[00:12:32.400 --> 00:12:34.400]  即是快到了
[00:12:34.400 --> 00:12:36.400]  跑馬拉松的時候
[00:12:36.400 --> 00:12:37.400]  你最長時間很喫索氣
[00:12:37.400 --> 00:12:38.400]  快到了
[00:12:38.400 --> 00:12:39.400]  就是這個情況
[00:12:39.400 --> 00:12:40.400]  我們懷着興奮
[00:12:40.400 --> 00:12:42.400]  看以色列書12章
[00:12:42.400 --> 00:12:43.400]  好
[00:12:43.400 --> 00:12:45.400]  到末日就來的時候
[00:12:45.400 --> 00:12:47.400]  有一個很精彩的地方
[00:12:47.400 --> 00:12:49.400]  神說我們要清謝神
[00:12:49.400 --> 00:12:50.400]  所以詩人說
[00:12:50.400 --> 00:12:51.400]  到那一日
[00:12:51.400 --> 00:12:52.400]  你必說
[00:12:52.400 --> 00:12:54.400]  是單數還是中數
[00:12:54.400 --> 00:12:55.400]  是你
[00:12:55.400 --> 00:12:56.400]  是一個單數
[00:12:56.400 --> 00:12:57.400]  我們要講
[00:12:57.400 --> 00:12:58.400]  講什麼
[00:12:58.400 --> 00:13:00.400]  耶穌說我要稱讚你
[00:13:00.400 --> 00:13:03.400]  耶穌說我要清謝你
[00:13:03.400 --> 00:13:05.400]  然後我要感謝你
[00:13:05.400 --> 00:13:07.400]  剛纔我所讀這三個
[00:13:07.400 --> 00:13:09.400]  都是有不同英文的翻版
[00:13:09.400 --> 00:13:11.400]  但我告訴你們
[00:13:11.400 --> 00:13:13.400]  原來當我試着去研究的時候
[00:13:13.400 --> 00:13:14.400]  我們對這一個字
[00:13:14.400 --> 00:13:15.400]  我要稱讚你
[00:13:15.400 --> 00:13:18.400]  實在只是口去讀
[00:13:18.400 --> 00:13:21.400]  有一本聖經的職經書
[00:13:21.400 --> 00:13:22.400]  叫做Word
[00:13:22.400 --> 00:13:24.400]  如果熟學內人就知道
[00:13:24.400 --> 00:13:25.400]  這本很精彩
[00:13:25.400 --> 00:13:26.400]  它怎麼翻譯呢
[00:13:26.400 --> 00:13:28.400]  它翻譯就好像我剛纔說的PowerPoint
[00:13:28.400 --> 00:13:29.400]  看不看到PowerPoint
[00:13:29.400 --> 00:13:30.400]  你看到PowerPoint
[00:13:30.400 --> 00:13:32.400]  它怎麼翻譯
[00:13:32.400 --> 00:13:33.400]  第二小點
[00:13:33.400 --> 00:13:34.400]  人或者我
[00:13:34.400 --> 00:13:35.400]  要稱讚神
[00:13:35.400 --> 00:13:38.400]  I will raise my hands
[00:13:38.400 --> 00:13:40.400]  OK
[00:13:40.400 --> 00:13:41.400]  羅馬
[00:13:41.400 --> 00:13:42.400]  崩潰的時候
[00:13:42.400 --> 00:13:43.400]  那些人說
[00:13:43.400 --> 00:13:44.400]  好啊 羅馬政府
[00:13:44.400 --> 00:13:45.400]  海撒尼啊 海撒尼
[00:13:45.400 --> 00:13:46.400]  不是的
[00:13:46.400 --> 00:13:47.400]  Hurray
[00:13:47.400 --> 00:13:48.400]  Hurray
[00:13:48.400 --> 00:13:49.400]  Hurray
[00:13:49.400 --> 00:13:51.400]  這樣的 頂尖背門
[00:13:51.400 --> 00:13:53.400]  當我們稱讚神的時候
[00:13:53.400 --> 00:13:54.400]  我們可以舉手
[00:13:54.400 --> 00:13:55.400]  手沒有抓到
