
[00:00:00.000 --> 00:00:06.000]  今天跟大家分享的經文記載在《路加福音》第24章13到35節
[00:01:51.000 --> 00:01:53.000]  我們這樣祈禱,奉教主耶穌,命之幾求
[00:01:53.000 --> 00:01:55.000]  阿們
[00:01:55.000 --> 00:01:59.000]  大家有沒有發覺在英語裏面
[00:01:59.000 --> 00:02:02.000]  在英文裏面,很多悲傷的詞語
[00:02:02.000 --> 00:02:05.000]  都是以字母D開始的
[00:02:05.000 --> 00:02:07.000]  有例如失望Disappointment
[00:02:07.000 --> 00:02:09.000]  絕望Despair
[00:02:09.000 --> 00:02:12.000]  惋滅Disillusion
[00:02:12.000 --> 00:02:14.000]  有例如失敗Defeat
[00:02:14.000 --> 00:02:16.000]  絕望Despair
[00:02:16.000 --> 00:02:18.000]  甚至是死亡Death
[00:02:18.000 --> 00:02:21.000]  當中我覺得沒有什麼比
[00:02:21.000 --> 00:02:24.000]  失望、死亡、絕望更加令人感到歎息
[00:02:24.000 --> 00:02:27.000]  我們素來所盼望的
[00:02:27.000 --> 00:02:29.000]  我們一直所希望的
[00:02:29.000 --> 00:02:31.000]  所期望、所指望的
[00:02:31.000 --> 00:02:33.000]  後來不成就,希望落空了
[00:02:33.000 --> 00:02:35.000]  甚至是大失所望
[00:02:35.000 --> 00:02:37.000]  相信過去這兩年
[00:02:37.000 --> 00:02:40.000]  大家都經歷了不少的失望
[00:02:40.000 --> 00:02:43.000]  疫情帶來很多的悲傷、失落
[00:02:43.000 --> 00:02:45.000]  可能工作變少了
[00:02:45.000 --> 00:02:47.000]  生意支持不下去
[00:02:47.000 --> 00:02:49.000]  留在家裏面不能夠出去
[00:02:49.000 --> 00:02:52.000]  不漏出國去探望家人
[00:02:52.000 --> 00:02:55.000]  本來盼望疫苗能夠完全的保護
[00:02:55.000 --> 00:02:58.000]  但是打完疫苗之後還是會中
[00:02:58.000 --> 00:03:00.000]  打完兩支,需要打三支
[00:03:00.000 --> 00:03:02.000]  甚至要打四支
[00:03:02.000 --> 00:03:04.000]  有些是令人失望
[00:03:04.000 --> 00:03:07.000]  我們中國人說人生不如意事
[00:03:07.000 --> 00:03:09.000]  十常八九
[00:03:09.000 --> 00:03:12.000]  人生總是充滿著一些傷痛或者失意
[00:03:12.000 --> 00:03:15.000]  但是當人失望、絕望的時候
[00:03:15.000 --> 00:03:18.000]  又如何去重拾、盼望呢?
[00:03:18.000 --> 00:03:21.000]  當我們遇到失敗和挫折的時候
[00:03:21.000 --> 00:03:23.000]  應該如何面對呢?
[00:03:23.000 --> 00:03:26.000]  《盧格福音》二十四章十三節
[00:03:26.000 --> 00:03:30.000]  正當那日門徒中有兩個人往一個村子去
[00:03:30.000 --> 00:03:33.000]  這村子名叫二馬五市
[00:03:33.000 --> 00:03:36.000]  離耶路撒冷約有二十五里
[00:03:36.000 --> 00:03:39.000]  探門彼此談論所遇見的一切事
[00:03:39.000 --> 00:03:42.000]  正當那日
[00:03:42.000 --> 00:03:44.000]  當我們看回前文後理
[00:03:44.000 --> 00:03:47.000]  有幾個婦女在黎明的時候
[00:03:47.000 --> 00:03:50.000]  帶著香料去到耶穌的墳前
[00:03:50.000 --> 00:03:53.000]  看見石頭已經從墳墓滾開了
[00:03:53.000 --> 00:03:56.000]  這個正是當日
[00:03:56.000 --> 00:03:58.000]  就是指七日的頭一日
[00:03:58.000 --> 00:04:00.000]  耶穌死後的第三日
[00:04:00.000 --> 00:04:03.000]  他們不見了耶穌的身體
[00:04:03.000 --> 00:04:05.000]  回來告訴門徒佔
[00:04:05.000 --> 00:04:10.000]  就在同一日這兩個門徒決定離開耶路撒冷
[00:04:10.000 --> 00:04:13.000]  要前往二馬五市一個離耶路撒冷
[00:04:13.000 --> 00:04:16.000]  約二十五里的村子
[00:04:16.000 --> 00:04:19.000]  你可能會問
[00:04:19.000 --> 00:04:24.000]  他們為何如此匆匆忙忙地要離開耶路撒冷呢?
[00:04:24.000 --> 00:04:26.000]  有兩個原因
[00:04:26.000 --> 00:04:29.000]  第一,他們的主、他們的領袖、他們的老師
[00:04:29.000 --> 00:04:31.000]  他們跟從了三年的老師死了
[00:04:31.000 --> 00:04:34.000]  被自己種族的人、被自己的領袖
[00:04:34.000 --> 00:04:38.000]  讓羅馬帝國用最殘酷、最羞辱的刑罰
[00:04:38.000 --> 00:04:42.000]  和重犯一起釘在十字架上
[00:04:42.000 --> 00:04:45.000]  當時的羅馬政府是不會用這種的酷刑
[00:04:45.000 --> 00:04:47.000]  在自己的人民身上
[00:04:47.000 --> 00:04:49.000]  只會用在奴隸上
[00:04:49.000 --> 00:04:52.000]  海賊,又或者是叛國犯
[00:04:52.000 --> 00:04:56.000]  當自己的老師跟政治犯和謀殺犯同列的時候
[00:04:56.000 --> 00:05:00.000]  這兩位門徒決定離開耶路撒冷
[00:05:00.000 --> 00:05:04.000]  以免被人趕盡殺絕
[00:05:04.000 --> 00:05:10.000]  但原因就是當時耶穌的屍體不見了
[00:05:10.000 --> 00:05:12.000]  大英姊妹你可能會說
[00:05:12.000 --> 00:05:16.000]  耶穌的屍體不見了豈不是一件好事嗎?
[00:05:16.000 --> 00:05:19.000]  很可惜的是對當時的門徒來說
[00:05:19.000 --> 00:05:22.000]  這只是麻煩的開始
[00:05:22.000 --> 00:05:24.000]  馬太福有告訴我們
[00:05:24.000 --> 00:05:30.000]  原來當那幾位婦女從墳墓趕回程的時候
[00:05:30.000 --> 00:05:32.000]  有些守墓的衛兵已經是進城
[00:05:32.000 --> 00:05:35.000]  將整件事告訴祭司長
[00:05:35.000 --> 00:05:38.000]  祭司長和長老聚集商議
[00:05:38.000 --> 00:05:42.000]  決定用重金買通這些守墓的衛兵
[00:05:42.000 --> 00:05:43.000]  吩咐他們說
[00:05:43.000 --> 00:05:45.000]  半夜你們熟睡的時候
[00:05:45.000 --> 00:05:49.000]  耶穌的門徒將祂的屍體偷走了
[00:05:49.000 --> 00:05:51.000]  本來善離職守
[00:05:51.000 --> 00:05:55.000]  這些守墓的衛兵是應該受到重罰的
[00:05:55.000 --> 00:05:59.000]  但現在有祭司長和長老的保護
[00:05:59.000 --> 00:06:04.000]  守衛只好收下錢依吩咐去做
[00:06:04.000 --> 00:06:08.000]  雖然門徒已經從婦女那裡聽聞耶穌復活
[00:06:08.000 --> 00:06:11.000]  但他們還是半信半疑
[00:06:11.000 --> 00:06:13.000]  耶穌真的復活了嗎?
[00:06:13.000 --> 00:06:15.000]  還是好像官方所說
[00:06:15.000 --> 00:06:19.000]  我們中間有人將耶穌的身體拿走了呢?
[00:06:19.000 --> 00:06:22.000]  無論如何耶穌的跟隨者
[00:06:22.000 --> 00:06:25.000]  只會被看為造謠者或煽動者
[00:06:25.000 --> 00:06:29.000]  因此這兩位門徒決定盡快離開
[00:06:29.000 --> 00:06:35.000]  你有沒有試過決定離開呢?
[00:06:35.000 --> 00:06:39.000]  因為覺得沒有辦法再留下
[00:06:39.000 --> 00:06:41.000]  明明盡了本份
[00:06:41.000 --> 00:06:43.000]  沒有犯下什麼大錯
[00:06:43.000 --> 00:06:45.000]  但是環境逼迫
[00:06:45.000 --> 00:06:47.000]  你試過努力
[00:06:47.000 --> 00:06:49.000]  但是無論如何努力都好
[00:06:49.000 --> 00:06:53.000]  處境似乎沒有辦法改變
[00:06:53.000 --> 00:06:55.000]  你有沒有試過為一份工作
[00:06:55.000 --> 00:06:56.000]  一個夢想
[00:06:56.000 --> 00:06:57.000]  一段感情
[00:06:57.000 --> 00:06:58.000]  一段關係
[00:06:58.000 --> 00:06:59.000]  投放大量的資源
[00:06:59.000 --> 00:07:00.000]  時間
[00:07:00.000 --> 00:07:01.000]  精神
[00:07:01.000 --> 00:07:02.000]  金錢
[00:07:02.000 --> 00:07:06.000]  但是到頭來沒有結果
[00:07:06.000 --> 00:07:07.000]  離開困難
[00:07:07.000 --> 00:07:10.000]  但是留下來也不容易
[00:07:10.000 --> 00:07:12.000]  當中有很多的傷痛
[00:07:12.000 --> 00:07:15.000]  也有很多的回憶
[00:07:15.000 --> 00:07:17.000]  如果是這樣的話
[00:07:17.000 --> 00:07:20.000]  我相信你能夠明白這兩位門徒
[00:07:20.000 --> 00:07:22.000]  在2018年的時候
[00:07:22.000 --> 00:07:26.000]  我們一家去到柬埔寨做差傳的侍奉
[00:07:26.000 --> 00:07:31.000]  很快我們認識到住在我們家對面的一家人
[00:07:31.000 --> 00:07:33.000]  一位柬埔寨的太太
[00:07:33.000 --> 00:07:35.000]  這位年輕的太太
[00:07:35.000 --> 00:07:38.000]  她們來自柬埔寨馬德望省
[00:07:38.000 --> 00:07:40.000]  馬德望著名什麼呢?
[00:07:40.000 --> 00:07:42.000]  著名出產大米
[00:07:42.000 --> 00:07:45.000]  有高棉的糧倉之稱
[00:07:45.000 --> 00:07:46.000]  回來的時候
[00:07:46.000 --> 00:07:49.000]  我女兒吃回這裡的米
[00:07:49.000 --> 00:07:51.000]  我們沒有告訴她轉了
[00:07:51.000 --> 00:07:54.000]  她說為什麼這裡的米沒有味道呢?
[00:07:54.000 --> 00:07:57.000]  因為柬埔寨的米實在是很香的
[00:07:57.000 --> 00:08:01.000]  這位柬埔寨的太太和丈夫在首都買了房子
[00:08:01.000 --> 00:08:03.000]  在金邊這個地方工作
[00:08:03.000 --> 00:08:06.000]  建立了他們的小家庭
[00:08:06.000 --> 00:08:07.000]  我們認識他們的時候
[00:08:07.000 --> 00:08:09.000]  他們有兩個女兒
[00:08:09.000 --> 00:08:10.000]  大的六歲
[00:08:10.000 --> 00:08:11.000]  小的一歲
[00:08:11.000 --> 00:08:14.000]  奶奶和他們一起同住
[00:08:14.000 --> 00:08:17.000]  一個典型的柬埔寨小康家庭
[00:08:17.000 --> 00:08:18.000]  三代同堂
[00:08:18.000 --> 00:08:21.000]  丈夫是家裡的經濟支柱
[00:08:21.000 --> 00:08:25.000]  而奶奶就是家裡的精神支柱
[00:08:25.000 --> 00:08:27.000]  在2018年11月
[00:08:27.000 --> 00:08:30.000]  我們第一次參加柬埔寨的喪禮
[00:08:30.000 --> 00:08:33.000]  過身的是這位太太的丈夫
[00:08:33.000 --> 00:08:36.000]  三十多歲患了癌症
[00:08:36.000 --> 00:08:40.000]  柬埔寨的喪禮通常會在家裡進行
[00:08:40.000 --> 00:08:45.000]  在外面搭建一個大大的百姓帳篷
[00:08:45.000 --> 00:08:48.000]  喪禮會舉行三至四天
[00:08:48.000 --> 00:08:51.000]  一幅丈夫的照片掛在門口的大廳
[00:08:51.000 --> 00:08:54.000]  每一次我出門的時候都會看到
[00:08:54.000 --> 00:08:57.000]  太太說沒有什麼遺憾
[00:08:57.000 --> 00:09:01.000]  因為丈夫可以脫離患癌症的痛苦
[00:09:01.000 --> 00:09:03.000]  唯一的遺憾就是
[00:09:03.000 --> 00:09:08.000]  小女兒可能對爸爸沒有什麼記憶
[00:09:08.000 --> 00:09:10.000]  十二個月後
[00:09:10.000 --> 00:09:13.000]  我們在家門外面再次出現一個帳篷
[00:09:13.000 --> 00:09:16.000]  這次是老奶奶她去世了
[00:09:16.000 --> 00:09:18.000]  短短一年裡面
[00:09:18.000 --> 00:09:21.000]  家裡失去了經濟支柱和精神支柱
[00:09:21.000 --> 00:09:24.000]  後來鄰居的窗外掛了
[00:09:24.000 --> 00:09:26.000]  For Sale出售的招牌
[00:09:26.000 --> 00:09:27.000]  一幅廣告
[00:09:27.000 --> 00:09:29.000]  這位柬埔寨的太太跟我們說
[00:09:29.000 --> 00:09:31.000]  她要帶小朋友回到家鄉
[00:09:31.000 --> 00:09:35.000]  去到巴林邦住
[00:09:35.000 --> 00:09:39.000]  她說家裡是跟丈夫所買下的
[00:09:39.000 --> 00:09:41.000]  有很多的回憶
[00:09:41.000 --> 00:09:43.000]  真的不想賣
[00:09:43.000 --> 00:09:45.000]  但是不行了
[00:09:45.000 --> 00:09:47.000]  捱不下去了
[00:09:47.000 --> 00:09:50.000]  要離開了
[00:09:50.000 --> 00:09:53.000]  離開不論是一個地方
[00:09:53.000 --> 00:09:54.000]  一份工作一段關係
[00:09:54.000 --> 00:09:57.000]  有時候因為環境變得太困難
[00:09:57.000 --> 00:09:59.000]  離開的時候或多或少
[00:09:59.000 --> 00:10:01.000]  會帶著一些傷感
[00:10:01.000 --> 00:10:04.000]  因為那個地方有不少的回憶
[00:10:04.000 --> 00:10:10.000]  因為那個地方有不少美元的心願
[00:10:10.000 --> 00:10:11.000]  這兩個門徒一路上
[00:10:11.000 --> 00:10:13.000]  彼此的談論最近發生的事
[00:10:13.000 --> 00:10:17.000]  聖經說他們正在談論商問
[00:10:17.000 --> 00:10:19.000]  什麼是商問呢
[00:10:19.000 --> 00:10:21.000]  商問就是彼此的問答
[00:10:21.000 --> 00:10:23.000]  對答熱烈的討論
[00:10:23.000 --> 00:10:25.000]  聖經原文有推理
[00:10:25.000 --> 00:10:27.000]  reasoning的意思
[00:10:27.000 --> 00:10:29.000]  相信這兩個人正在推敲
[00:10:29.000 --> 00:10:31.000]  過去一星期所發生的什麼事
[00:10:31.000 --> 00:10:34.000]  而且是有什麼激動
[00:10:34.000 --> 00:10:36.000]  到底在哪裡出了問題
[00:10:36.000 --> 00:10:41.000]  耶穌不是坐著爐子海船入城嗎
[00:10:41.000 --> 00:10:44.000]  為什麼人民會突然倒摸雙向呢
[00:10:44.000 --> 00:10:47.000]  究竟是誰出賣夫子
[00:10:47.000 --> 00:10:50.000]  為什麼我們沒有人發覺到
[00:10:50.000 --> 00:10:54.000]  是不是應該阻止老師上橄欖山
[00:10:54.000 --> 00:10:57.000]  一連一連串的問題
[00:10:57.000 --> 00:10:59.000]  在這個時候耶穌親近
[00:10:59.000 --> 00:11:03.000]  問他們 你們在談什麼
[00:11:03.000 --> 00:11:05.000]  其中一個人的反應很大
[00:11:05.000 --> 00:11:07.000]  他回答說
[00:11:07.000 --> 00:11:09.000]  你在耶路撒冷作客
[00:11:09.000 --> 00:11:14.000]  還不知道這幾天所發生的事嗎
[00:11:14.000 --> 00:11:16.000]  城內發生這麼大的轟動
[00:11:16.000 --> 00:11:18.000]  發生極具爭議性的事
[00:11:18.000 --> 00:11:21.000]  你竟然毫不知情
[00:11:21.000 --> 00:11:22.000]  我們廣東話說
[00:11:22.000 --> 00:11:25.000]  你還好意思問的
[00:11:25.000 --> 00:11:27.000]  聖經有十多處的地方
[00:11:27.000 --> 00:11:30.000]  記載耶穌死後復活顯現
[00:11:30.000 --> 00:11:31.000]  但是沒有一處
[00:11:31.000 --> 00:11:35.000]  比爾曼斯的記載更加引人入勝
[00:11:35.000 --> 00:11:37.000]  因為這兩位門徒所論述的
[00:11:37.000 --> 00:11:42.000]  正是這位眼前活生生的陌生人
[00:11:42.000 --> 00:11:47.000]  但是竟然他認不出來
[00:11:47.000 --> 00:11:48.000]  《宇文聖經》說
[00:11:48.000 --> 00:11:52.000]  他們的眼睛卻被蒙蔽了
[00:11:52.000 --> 00:11:54.000]  認不出他來
[00:11:54.000 --> 00:11:56.000]  而最震撼的
[00:11:56.000 --> 00:11:59.000]  有學者認為這位格劉巴
[00:11:59.000 --> 00:12:01.000]  是約瑟的兄弟
[00:12:01.000 --> 00:12:04.000]  約瑟的兄弟是誰
[00:12:04.000 --> 00:12:12.000]  是耶穌地上的叔叔或者伯伯
[00:12:12.000 --> 00:12:15.000]  離開雪梨有四年的時間
[00:12:15.000 --> 00:12:16.000]  回來的時候
[00:12:16.000 --> 00:12:19.000]  有一定程度的需要適應
[00:12:19.000 --> 00:12:22.000]  其中一件事就是要認人
[00:12:22.000 --> 00:12:24.000]  認得約十多年的老朋友
[00:12:24.000 --> 00:12:26.000]  可能是胖了
[00:12:26.000 --> 00:12:27.000]  可能瘦了
[00:12:27.000 --> 00:12:29.000]  可能白髮多了一點
[00:12:29.000 --> 00:12:30.000]  但是通常蒙多了一眼
[00:12:30.000 --> 00:12:32.000]  你會認出來
[00:12:32.000 --> 00:12:34.000]  最難認出是誰呢
[00:12:34.000 --> 00:12:35.000]  小朋友
[00:12:35.000 --> 00:12:36.000]  左邊那一張
[00:12:36.000 --> 00:12:37.000]  是我們離開之前
[00:12:37.000 --> 00:12:39.000]  我們拍的照片
[00:12:39.000 --> 00:12:40.000]  右邊那一張
[00:12:40.000 --> 00:12:43.000]  是我們上映的時候拍的照片
[00:12:43.000 --> 00:12:44.000]  對著小朋友聊天
[00:12:44.000 --> 00:12:45.000]  我們四年前
[00:12:45.000 --> 00:12:47.000]  我可能是這樣和他聊天
[00:12:47.000 --> 00:12:48.000]  但是現在
[00:12:48.000 --> 00:12:52.000]  我需要這樣看著他和他聊天
[00:12:52.000 --> 00:12:53.000]  有一次我陪太太
[00:12:53.000 --> 00:12:55.000]  去買眼鏡
[00:12:55.000 --> 00:12:58.000]  我目光專注在眼前
[00:12:58.000 --> 00:13:01.000]  近伯父不同款式的眼鏡
[00:13:01.000 --> 00:13:04.000]  突然間身邊有一個人靠近我
[00:13:04.000 --> 00:13:08.000]  我很有禮貌地慢慢地移開
[00:13:08.000 --> 00:13:10.000]  繼續看眼鏡
[00:13:10.000 --> 00:13:13.000]  但是他就繼續走過來
[00:13:13.000 --> 00:13:14.000]  我心想
[00:13:14.000 --> 00:13:19.000]  為什麼這個人這麼不尊重社交距離呢
[00:13:19.000 --> 00:13:22.000]  我一直認不出這個人是誰
[00:13:22.000 --> 00:13:26.000]  原來是我教會一個相熟的弟兄
[00:13:26.000 --> 00:13:29.000]  他見我這麼專心地解眼鏡的時候
[00:13:29.000 --> 00:13:30.000]  他突然間想走過來
[00:13:30.000 --> 00:13:31.000]  和我打招呼
[00:13:31.000 --> 00:13:33.000]  開一個玩笑
[00:13:33.000 --> 00:13:35.000]  他沒有改變形象
[00:13:35.000 --> 00:13:37.000]  也沒有隱藏自己
[00:13:37.000 --> 00:13:40.000]  但是我就是認不出他來
[00:13:40.000 --> 00:13:42.000]  因為我根本不認為
[00:13:42.000 --> 00:13:44.000]  他會在那裡出現
[00:13:44.000 --> 00:13:45.000]  我被我自己的認知
[00:13:45.000 --> 00:13:49.000]  被我自己的思維所矇騙了
[00:13:49.000 --> 00:13:50.000]  同樣的
[00:13:50.000 --> 00:13:51.000]  在聖經裡面
[00:13:51.000 --> 00:13:54.000]  也沒有說到耶穌的改變形象
[00:13:54.000 --> 00:13:57.000]  也沒有說他隱藏自己的樣貌
[00:13:57.000 --> 00:13:59.000]  他們似乎被自己的認知
[00:13:59.000 --> 00:14:02.000]  被自己的思維所蒙蔽了
[00:14:02.000 --> 00:14:03.000]  他們說
[00:14:03.000 --> 00:14:05.000]  就是那撒勒人耶穌的事
[00:14:05.000 --> 00:14:07.000]  他事過先知
[00:14:07.000 --> 00:14:10.000]  在神和眾百姓面前說話行事
[00:14:10.000 --> 00:14:12.000]  都大有能力
[00:14:12.000 --> 00:14:14.000]  祭司長和我們的官府
[00:14:14.000 --> 00:14:15.000]  竟把他解去
[00:14:15.000 --> 00:14:16.000]  定了死罪
[00:14:16.000 --> 00:14:18.000]  釘在十字架上
[00:14:18.000 --> 00:14:23.000]  但我們素來所盼望要贖以色列民的就是他
[00:14:23.000 --> 00:14:24.000]  不但如此
[00:14:24.000 --> 00:14:30.000]  而且這事已成就三天了
[00:14:30.000 --> 00:14:34.000]  他們認定耶穌就是那位大有能力的先知
[00:14:34.000 --> 00:14:36.000]  現在他死了
[00:14:36.000 --> 00:14:38.000]  於是他們更加確定
[00:14:38.000 --> 00:14:41.000]  耶穌和歷代的先知沒有分別
[00:14:41.000 --> 00:14:43.000]  素來所盼望的
[00:14:43.000 --> 00:14:46.000]  要贖以色列民的就是他
[00:14:46.000 --> 00:14:48.000]  現在他死了
[00:14:48.000 --> 00:14:50.000]  他們的希望猛烈
[00:14:50.000 --> 00:14:53.000]  他們的夢想不能實現
[00:14:53.000 --> 00:14:55.000]  目標不能達成
[00:14:55.000 --> 00:14:59.000]  投資沒有回報
[00:14:59.000 --> 00:15:05.000]  我們素來所盼望要贖以色列民的就是他
[00:15:05.000 --> 00:15:07.000]  其實路加在記錄的時候
[00:15:07.000 --> 00:15:08.000]  一直都有這樣的決定
[00:15:08.000 --> 00:15:11.000]  這樣的設定
[00:15:11.000 --> 00:15:12.000]  路加福音第一章
[00:15:12.000 --> 00:15:16.000]  像獅子約翰的父親語言說
[00:15:16.000 --> 00:15:19.000]  主 以色列的神是應當稱眾的
[00:15:19.000 --> 00:15:21.000]  因他眷顧他的百姓
[00:15:21.000 --> 00:15:23.000]  為他們施行救贖
[00:15:23.000 --> 00:15:25.000]  為我們興起了拯救的國
[00:15:25.000 --> 00:15:27.000]  拯救我們脫離仇敵
[00:15:27.000 --> 00:15:31.000]  和一切恨我們之人的仇
[00:15:31.000 --> 00:15:34.000]  又例如路加福音第二章
[00:15:34.000 --> 00:15:36.000]  一個名叫西面的人
[00:15:36.000 --> 00:15:39.000]  他一直盼望以色列的安慰者來到
[00:15:39.000 --> 00:15:42.000]  當他看到耶穌這個小朋友來到的時候
[00:15:42.000 --> 00:15:44.000]  他就抱過來
[00:15:44.000 --> 00:15:45.000]  感謝神
[00:15:45.000 --> 00:15:48.000]  說主啊如今可以照你的話
[00:15:48.000 --> 00:15:50.000]  容你的僕人安然去世
[00:15:50.000 --> 00:15:53.000]  因為我的眼睛已經看見你的救恩
[00:15:53.000 --> 00:15:56.000]  就是你在萬民面前所預備的
[00:15:56.000 --> 00:15:58.000]  是啟示外邦人的光
[00:15:58.000 --> 00:16:04.000]  是你聞以色列的名耀
[00:16:04.000 --> 00:16:07.000]  似乎耶穌的門徒也都一直盼望耶穌
[00:16:07.000 --> 00:16:12.000]  從羅馬人的手把以色列贖出來
[00:16:12.000 --> 00:16:15.000]  西比泰兒子的媽媽
[00:16:15.000 --> 00:16:18.000]  和為她的兩個兒子求耶穌
[00:16:18.000 --> 00:16:21.000]  在你的國裡面請讓我兩個兒子
[00:16:21.000 --> 00:16:22.000]  一個坐你左邊
[00:16:22.000 --> 00:16:24.000]  一個坐你右邊
[00:16:24.000 --> 00:16:25.000]  意思就是
[00:16:25.000 --> 00:16:28.000]  耶穌當你做王的時候
[00:16:28.000 --> 00:16:33.000]  讓我兩個兒子做你的左承右相
[00:16:33.000 --> 00:16:35.000]  對兩位門徒來說
[00:16:35.000 --> 00:16:37.000]  耶穌就是素來所盼望
[00:16:37.000 --> 00:16:41.000]  從羅馬人手中救贖以色列的人
[00:16:41.000 --> 00:16:44.000]  耶穌的死令他們大失所望
[00:16:44.000 --> 00:16:46.000]  信心受到嚴重的打擊
[00:16:46.000 --> 00:16:50.000]  他們似乎不想再為天國幹一番事業
[00:16:50.000 --> 00:16:53.000]  昔日滿心的熱血如今彷彿消失
[00:16:53.000 --> 00:16:55.000]  他們被自己的認知
[00:16:55.000 --> 00:16:59.000]  被自己的思維蒙蔽了
[00:16:59.000 --> 00:17:00.000]  相信很多人
[00:17:00.000 --> 00:17:02.000]  包括當日的信徒
[00:17:02.000 --> 00:17:03.000]  今日的信徒
[00:17:03.000 --> 00:17:06.000]  將耶穌教導的天國和地上的角度
[00:17:06.000 --> 00:17:09.000]  有一點混淆
[00:17:09.000 --> 00:17:11.000]  地上的角度不論古今中外
[00:17:11.000 --> 00:17:12.000]  都是有國界
[00:17:12.000 --> 00:17:13.000]  有地域
[00:17:13.000 --> 00:17:17.000]  著重傳統和種族
[00:17:17.000 --> 00:17:18.000]  耶穌的天國
[00:17:18.000 --> 00:17:22.000]  是超越了這些種族文化和地方地域
[00:17:22.000 --> 00:17:25.000]  地上的角度以權力治國
[00:17:25.000 --> 00:17:27.000]  著重地位和階級
[00:17:27.000 --> 00:17:29.000]  而耶穌祂所推廣的
[00:17:29.000 --> 00:17:30.000]  所謂教導的
[00:17:30.000 --> 00:17:34.000]  就是勞僕的領袖用愛心互相的服侍
[00:17:34.000 --> 00:17:38.000]  地上角度著重法律和傳統的遵守
[00:17:38.000 --> 00:17:44.000]  而耶穌是履行律法的核心
[00:17:44.000 --> 00:17:45.000]  對於地上角度來說
[00:17:45.000 --> 00:17:50.000]  所有侵犯國境挑戰統治的就是敵人
[00:17:50.000 --> 00:17:52.000]  而對耶穌來說
[00:17:52.000 --> 00:18:00.000]  我們是以罪、邪惡、不公義、死亡對敵
[00:18:00.000 --> 00:18:03.000]  由1969年到1993年
[00:18:03.000 --> 00:18:07.000]  柬埔寨經歷過好幾次的人道災難
[00:18:07.000 --> 00:18:12.000]  歷史上可以將它分為三個階段
[00:18:12.000 --> 00:18:13.000]  第一個階段是
[00:18:13.000 --> 00:18:16.000]  發生在1970年至1975年
[00:18:16.000 --> 00:18:19.000]  當時越戰正在爆發
[00:18:19.000 --> 00:18:23.000]  柬埔寨地震式的投下炸藥
[00:18:23.000 --> 00:18:26.000]  說要斬斷越共的供應鏈
[00:18:26.000 --> 00:18:32.000]  同時赤柬亦與柬政府發生內戰
[00:18:32.000 --> 00:18:35.000]  到了1975年第二階段開始
[00:18:35.000 --> 00:18:38.000]  赤柬擊敗了親美的柬政府
[00:18:38.000 --> 00:18:40.000]  進駐了金邊
[00:18:40.000 --> 00:18:43.000]  將首都的居民全簽在外交
[00:18:43.000 --> 00:18:45.000]  但是接著的五年
[00:18:45.000 --> 00:18:47.000]  二百萬的柬埔寨人
[00:18:47.000 --> 00:18:49.000]  亦即是人口的四分之一
[00:18:49.000 --> 00:18:54.000]  死於飢餓、疾病和酷刑
[00:18:54.000 --> 00:18:56.000]  到了1979年
