
[00:00:00.000 --> 00:00:05.080]  我們揭開剛才的約翰福音第五章
[00:02:26.080 --> 00:02:27.280]  我們看聖經
[00:02:27.280 --> 00:02:29.480]  《約翰福音》第五章
[00:02:29.480 --> 00:02:32.480]  「這時以後 到了猶大一個節期」
[00:02:32.480 --> 00:02:34.880]  「耶穌就上了耶路撒冷去」
[00:02:34.880 --> 00:02:36.080]  是不是這樣寫的 地本聖經
[00:02:36.080 --> 00:02:38.080]  我們看回「這時以後」
[00:02:38.080 --> 00:02:40.080]  那是什麼「事之後」呢
[00:02:40.080 --> 00:02:43.080]  「這時以後」即是有些事之後
[00:02:43.080 --> 00:02:44.280]  那件事是什麼
[00:02:44.280 --> 00:02:45.880]  前面那一節就在講
[00:02:45.880 --> 00:02:47.880]  我們又看回前面那一節
[00:02:47.880 --> 00:02:49.080]  所以你看聖經了
[00:02:49.080 --> 00:02:50.280]  你看回前面那一節
[00:02:50.280 --> 00:02:51.880]  前面那個故事是什麼呢
[00:02:51.880 --> 00:02:54.480]  是「耶穌治好大臣的兒子」
[00:02:54.480 --> 00:02:56.080]  第四章第四十六節
[00:02:56.080 --> 00:02:58.280]  「耶穌又到了加里利的迦那」
[00:02:58.280 --> 00:03:00.480]  「就是他從前遍水圍走的地方」
[00:03:00.480 --> 00:03:03.080]  「有個大臣他的兒子在加伯隆患病」
[00:03:03.080 --> 00:03:05.880]  「他聽見耶穌從猶大到了加里利」
[00:03:05.880 --> 00:03:09.080]  「就來見他 求他下去醫治他的兒子」
[00:03:09.080 --> 00:03:11.480]  「因為他的兒子快要死了」
[00:03:11.480 --> 00:03:12.680]  那就是說
[00:03:12.680 --> 00:03:15.280]  原來「這時以後」
[00:03:15.280 --> 00:03:17.880]  即是哪件事之前是哪件事呢
[00:03:17.880 --> 00:03:22.080]  原來耶穌去到迦那的地方
[00:03:22.080 --> 00:03:24.280]  就是從前遍水圍走的地方
[00:03:24.280 --> 00:03:27.280]  有個大臣去求耶穌去醫治他
[00:03:27.280 --> 00:03:29.080]  那大臣去到哪裡呢
[00:03:29.080 --> 00:03:31.480]  迦那去找耶穌
[00:03:31.480 --> 00:03:33.680]  那兒子病了 那兒子在哪裡
[00:03:33.680 --> 00:03:35.280]  在加伯隆
[00:03:35.280 --> 00:03:37.280]  那你揭到聖經最後
[00:03:37.280 --> 00:03:38.280]  現在不用揭了
[00:03:38.280 --> 00:03:39.880]  揭到最後的地圖
[00:03:39.880 --> 00:03:41.280]  你就知道不是黏著的
[00:03:41.280 --> 00:03:42.080]  也有一段路
[00:03:42.080 --> 00:03:43.480]  有一段小路要走的
[00:03:43.480 --> 00:03:44.880]  那走多久呢
[00:03:44.880 --> 00:03:46.680]  那走一天半天也要吧
[00:03:46.680 --> 00:03:47.880]  即是差不多吧
[00:03:47.880 --> 00:03:49.280]  即是有一段小路要走的
[00:03:49.280 --> 00:03:53.680]  所以耶穌就在迦那那裡
[00:03:53.680 --> 00:03:59.080]  大臣就叫他去迦伯隆醫治兒子
[00:03:59.080 --> 00:04:00.680]  那耶穌就對他說
[00:04:00.680 --> 00:04:04.080]  「若不看見神 即其是你們總是不信」
[00:04:04.080 --> 00:04:06.280]  那你感受到
[00:04:06.280 --> 00:04:08.280]  似乎耶穌滿不滿意啊
[00:04:08.280 --> 00:04:10.280]  一般般滿意吧
[00:04:10.280 --> 00:04:11.280]  你們是要這樣的
[00:04:11.280 --> 00:04:13.080]  不過大臣就說了
[00:04:13.080 --> 00:04:16.080]  「先生 求你趁我孩子還沒有死」
[00:04:16.080 --> 00:04:17.280]  「就下去」
[00:04:17.280 --> 00:04:19.080]  那他現在是要求什麼呢
[00:04:19.080 --> 00:04:20.080]  主耶穌
[00:04:20.080 --> 00:04:21.280]  如果用現在的醫生來說
[00:04:21.280 --> 00:04:23.280]  就是要出診
[00:04:23.280 --> 00:04:24.880]  要去那裡醫治他
[00:04:24.880 --> 00:04:28.280]  這就是大臣的要求
[00:04:28.280 --> 00:04:31.480]  那耶穌會不會應他的要求呢
[00:04:31.480 --> 00:04:34.280]  「耶穌就動了慈心去迦伯隆」
[00:04:34.280 --> 00:04:35.080]  就不是啊
[00:04:35.080 --> 00:04:36.080]  看清楚一點
[00:04:36.080 --> 00:04:37.280]  「耶穌對他說」
[00:04:37.280 --> 00:04:39.080]  「回去吧 你的兒子活了」
[00:04:39.080 --> 00:04:42.080]  「那人信耶穌所說的話就回去了」
[00:04:42.080 --> 00:04:42.680]  第一樣東西
[00:04:42.680 --> 00:04:43.880]  那個人是信的
[00:04:43.880 --> 00:04:46.680]  所以耶穌原來是不需要出診的
[00:04:46.680 --> 00:04:47.880]  就是說
[00:04:47.880 --> 00:04:48.880]  「你的兒子活了」
[00:04:48.880 --> 00:04:50.880]  那個人又有信心
[00:04:50.880 --> 00:04:52.880]  於是那個人就回去
[00:04:52.880 --> 00:04:54.280]  正下第五十一節
[00:04:54.280 --> 00:04:56.880]  「正下去的時候他僕人迎見他」
[00:04:56.880 --> 00:04:58.280]  「說他兒子活了」
[00:04:58.280 --> 00:05:02.680]  即是有個僕人在當中迎頭而遇
[00:05:02.680 --> 00:05:04.080]  即是他正在走回去
[00:05:04.080 --> 00:05:05.080]  他正在過來
[00:05:05.080 --> 00:05:07.080]  「你的兒子康復了」
[00:05:07.080 --> 00:05:09.880]  「他就問什麼時候見好的」
[00:05:09.880 --> 00:05:13.880]  「他們是著著末時的熱就退了」
[00:05:13.880 --> 00:05:16.880]  不要以為古時的人
[00:05:16.880 --> 00:05:18.880]  個個都沒有科學化的精神
[00:05:18.880 --> 00:05:21.880]  他都是要確認和證明
[00:05:21.880 --> 00:05:22.880]  雖然他有信心
[00:05:22.880 --> 00:05:24.880]  但信心只是一半一半
[00:05:24.880 --> 00:05:25.880]  什麼時候好的
[00:05:25.880 --> 00:05:28.880]  原來那個時候他再計算
[00:05:28.880 --> 00:05:31.880]  昨天起碼要走一天的路程
[00:05:31.880 --> 00:05:32.880]  那個鐘數是對的
[00:05:32.880 --> 00:05:34.880]  是耶穌說的那個鐘數
[00:05:34.880 --> 00:05:36.880]  確認後就確定
[00:05:36.880 --> 00:05:37.880]  應該是指耶穌的意義
[00:05:37.880 --> 00:05:42.880]  然後那個人便知道
[00:05:42.880 --> 00:05:45.880]  正是耶穌對他說你兒子活了的時候
[00:05:45.880 --> 00:05:49.880]  確認了他自己和全家都信了
[00:05:49.880 --> 00:05:51.880]  即是說之前他自己信信底
[00:05:51.880 --> 00:05:53.880]  聽起來是信信底
[00:05:53.880 --> 00:05:55.880]  但之後連家人都信了
[00:05:55.880 --> 00:05:59.880]  這個意志和之前有什麼不同
[00:05:59.880 --> 00:06:02.880]  或者和一般我們見到的有什麼不同
[00:06:02.880 --> 00:06:03.880]  一般見那些
[00:06:03.880 --> 00:06:07.880]  或者耶穌都要做些什麼
[00:06:07.880 --> 00:06:08.880]  有時要去那裡
[00:06:08.880 --> 00:06:10.880]  又要去池子洗
[00:06:10.880 --> 00:06:11.880]  又要這樣那樣
[00:06:11.880 --> 00:06:13.880]  這次的醫治
[00:06:13.880 --> 00:06:19.880]  是加伯隆的病人沒有做過什麼
[00:06:19.880 --> 00:06:21.880]  他不用動的
[00:06:21.880 --> 00:06:23.880]  好了就好了
[00:06:23.880 --> 00:06:24.880]  沒有做過什麼
[00:06:24.880 --> 00:06:26.880]  耶穌都沒有去過
[00:06:26.880 --> 00:06:27.880]  不用去
[00:06:27.880 --> 00:06:28.880]  沒有做任何事
[00:06:28.880 --> 00:06:30.880]  憑著信心
[00:06:30.880 --> 00:06:32.880]  信心都不是那個兒子
[00:06:32.880 --> 00:06:33.880]  是那個爸爸
[00:06:33.880 --> 00:06:35.880]  總之那個就醫好了
[00:06:35.880 --> 00:06:36.880]  這件事之後
[00:06:36.880 --> 00:06:39.880]  就是第五章這件事
[00:06:39.880 --> 00:06:41.880]  我們再看第二節
[00:06:41.880 --> 00:06:43.880]  耶穌在耶路撒冷靠近陽門
[00:06:43.880 --> 00:06:44.880]  有一個詞
[00:06:44.880 --> 00:06:46.880]  靠近陽門
[00:06:46.880 --> 00:06:47.880]  這個不重要
[00:06:47.880 --> 00:06:48.880]  不過也說給你聽
[00:06:48.880 --> 00:06:49.880]  什麼有陽門
[00:06:49.880 --> 00:06:50.880]  原來有很多門
[00:06:50.880 --> 00:06:52.880]  古老城市有很多門
[00:06:52.880 --> 00:06:54.880]  即是你又是暑假
[00:06:54.880 --> 00:06:55.880]  又會去旅行
[00:06:55.880 --> 00:06:56.880]  就會去哪裡
[00:06:56.880 --> 00:07:01.880]  會去韓國首爾就會有東大門南大門
[00:07:01.880 --> 00:07:02.880]  如果你北京旅行
[00:07:02.880 --> 00:07:04.880]  就會有孫武門崇文門
[00:07:04.880 --> 00:07:05.880]  錢門那些門
[00:07:05.880 --> 00:07:08.880]  有很多門就找到位置
[00:07:08.880 --> 00:07:12.880]  這個位置是在陽門那裡的詞
[00:07:12.880 --> 00:07:13.880]  叫做什麼呢
[00:07:13.880 --> 00:07:15.880]  希伯來話叫做畢氏大
[00:07:15.880 --> 00:07:17.880]  這個是冷笑話
[00:07:17.880 --> 00:07:18.880]  畢氏大
[00:07:18.880 --> 00:07:19.880]  這個詞是怎樣
[00:07:19.880 --> 00:07:20.880]  就是很小
[00:07:20.880 --> 00:07:21.880]  不是不關事
[00:07:21.880 --> 00:07:22.880]  這個音來的
[00:07:22.880 --> 00:07:24.880]  畢氏大詞的話
[00:07:24.880 --> 00:07:25.880]  其實這個詞
[00:07:25.880 --> 00:07:27.880]  現在是一個旅遊景點
[00:07:27.880 --> 00:07:29.880]  你去旅遊是會見到的
[00:07:29.880 --> 00:07:30.880]  都不會太小
[00:07:30.880 --> 00:07:32.880]  不過不是很大
[00:07:32.880 --> 00:07:34.880]  這個其實是有意思的
[00:07:34.880 --> 00:07:35.880]  畢氏大
[00:07:35.880 --> 00:07:36.880]  翻譯出來
[00:07:36.880 --> 00:07:37.880]  看細字
[00:07:37.880 --> 00:07:38.880]  聖經就會寫
[00:07:38.880 --> 00:07:40.880]  就是憐憫之屋
[00:07:40.880 --> 00:07:43.880]  或者叫The House of Mercy
[00:07:43.880 --> 00:07:45.880]  這個是憐憫的意思
[00:07:45.880 --> 00:07:47.880]  因為這裡有很多神的憐憫
[00:07:47.880 --> 00:07:49.880]  在當中他們認為
[00:07:49.880 --> 00:07:52.880]  旁邊就有五個狼子
[00:07:52.880 --> 00:07:54.880]  即是有幾個位置
[00:07:54.880 --> 00:07:55.880]  有幾個room
[00:07:55.880 --> 00:07:56.880]  即是有幾個area
[00:07:56.880 --> 00:07:57.880]  人們可以坐在那裡
[00:07:57.880 --> 00:07:58.880]  睡在那裡
[00:07:58.880 --> 00:07:59.880]  裡面有五個狼子
[00:07:59.880 --> 00:08:00.880]  這個又奇怪
[00:08:00.880 --> 00:08:03.880]  如果那個詞是四四方方的話
[00:08:03.880 --> 00:08:05.880]  只有四個狼子
[00:08:05.880 --> 00:08:07.880]  為什麼有五個呢
[00:08:07.880 --> 00:08:11.880]  因為原來那個分了兩截
[00:08:11.880 --> 00:08:12.880]  中間還有一截
[00:08:12.880 --> 00:08:13.880]  即是那個詞
[00:08:13.880 --> 00:08:15.880]  不是一個一個攤開的
[00:08:15.880 --> 00:08:16.880]  中間有
[00:08:16.880 --> 00:08:17.880]  這些全部也是景點
[00:08:17.880 --> 00:08:18.880]  你可以看到的
[00:08:18.880 --> 00:08:22.880]  那個不是一個一個開的
[00:08:22.880 --> 00:08:24.880]  中間有一截的
[00:08:24.880 --> 00:08:26.880]  所以這裡就有五個狼子
[00:08:26.880 --> 00:08:28.880]  如果用現在的想像
[00:08:28.880 --> 00:08:30.880]  裡面就躺臥著
[00:08:30.880 --> 00:08:33.880]  黑眼的 瘸腿的 血氣枯乾的許多病人
[00:08:33.880 --> 00:08:36.880]  我又translate to現在的想法
[00:08:36.880 --> 00:08:37.880]  這裡像什麼呢
[00:08:37.880 --> 00:08:40.880]  像馬來醫院門診部
[00:08:40.880 --> 00:08:45.880]  裡面就有眼科 骨科 或者內科
[00:08:45.880 --> 00:08:47.880]  許多病人在這裡等醫病
[00:08:47.880 --> 00:08:48.880]  可以嗎
[00:08:48.880 --> 00:08:49.880]  你imagine
[00:08:49.880 --> 00:08:51.880]  它當然不是馬來醫院
[00:08:51.880 --> 00:08:53.880]  我感受一下
[00:08:53.880 --> 00:08:54.880]  像這樣的area
[00:08:54.880 --> 00:08:55.880]  可以嗎
[00:08:55.880 --> 00:08:56.880]  有很多病人在這裡
[00:08:56.880 --> 00:08:58.880]  這些病人躺臥著
[00:08:58.880 --> 00:09:05.880]  如果你看真聖經和powerpoint
[00:09:05.880 --> 00:09:06.880]  分別就在這裡
[00:09:06.880 --> 00:09:08.880]  括號是否比較細節
[00:09:08.880 --> 00:09:10.880]  你那本聖經是不是
[00:09:10.880 --> 00:09:12.880]  是的 是的
[00:09:12.880 --> 00:09:13.880]  比較細節
[00:09:13.880 --> 00:09:15.880]  有骨卷加
[00:09:15.880 --> 00:09:18.880]  不是每一卷都有
[00:09:18.880 --> 00:09:19.880]  有些骨卷是加進去的
[00:09:19.880 --> 00:09:23.880]  但有些骨卷覺得很值得要加
[00:09:23.880 --> 00:09:25.880]  所以就加進去第四截
[00:09:25.880 --> 00:09:27.880]  所以應該字是比較細的
[00:09:27.880 --> 00:09:29.880]  因為不是每一卷都有
[00:09:29.880 --> 00:09:30.880]  有些骨卷有
[00:09:30.880 --> 00:09:32.880]  等候水動
[00:09:32.880 --> 00:09:34.880]  因為有天使按時下池子
[00:09:34.880 --> 00:09:36.880]  攪動那水
[00:09:36.880 --> 00:09:37.880]  水動之後
[00:09:37.880 --> 00:09:38.880]  誰先下去
[00:09:38.880 --> 00:09:39.880]  無論害什麼病
[00:09:39.880 --> 00:09:41.880]  就痊癒了
[00:09:41.880 --> 00:09:43.880]  就是說這一段聖經
[00:09:43.880 --> 00:09:45.880]  不是每一卷都有
[00:09:45.880 --> 00:09:46.880]  有些骨卷
[00:09:46.880 --> 00:09:47.880]  有些有 有些沒有
[00:09:47.880 --> 00:09:49.880]  所以就要細節地放在這裡
[00:09:49.880 --> 00:09:52.880]  說到這裡的時候
[00:09:52.880 --> 00:09:54.880]  我就要想一下
[00:09:54.880 --> 00:09:55.880]  這是重點
[00:09:55.880 --> 00:09:57.880]  所以我要很用力地說
[00:09:57.880 --> 00:09:59.880]  你覺不覺得
[00:09:59.880 --> 00:10:01.880]  這件事情本身
[00:10:01.880 --> 00:10:03.880]  是怪怪的
[00:10:03.880 --> 00:10:05.880]  不是很耶和華
[00:10:05.880 --> 00:10:07.880]  怪怪的
[00:10:07.880 --> 00:10:09.880]  整件事情不是很耶和華
[00:10:09.880 --> 00:10:12.880]  什麼時候有這樣醫過的呢
[00:10:12.880 --> 00:10:14.880]  有沒有這樣的醫法呢
[00:10:14.880 --> 00:10:16.880]  有沒有呢
[00:10:16.880 --> 00:10:18.880]  我們又看聖經
[00:10:18.880 --> 00:10:20.880]  有本聖經就揭一下
[00:10:20.880 --> 00:10:23.880]  列王記下第五章
[00:10:23.880 --> 00:10:25.880]  列王記下第五章
[00:10:25.880 --> 00:10:27.880]  有個恥恥地醫法的
[00:10:27.880 --> 00:10:31.880]  列王記下第五章
[00:10:31.880 --> 00:10:33.880]  我們教會聖經四六一
[00:10:33.880 --> 00:10:37.880]  列王記下第五章
[00:10:37.880 --> 00:10:41.880]  阿蘭王的元帥乃萬在他主人面前為尊
[00:10:41.880 --> 00:10:44.880]  但因為耶和華曾直他使阿蘭人得勝
[00:10:44.880 --> 00:10:46.880]  他又是大人的勇士
[00:10:46.880 --> 00:10:47.880]  只是長了大麻風
[00:10:47.880 --> 00:10:49.880]  這個大麻風的病人
[00:10:49.880 --> 00:10:51.880]  是阿蘭國的大將軍
[00:10:51.880 --> 00:10:53.880]  是元帥叫乃萬
[00:10:53.880 --> 00:10:55.880]  總之他有大麻風
[00:10:55.880 --> 00:10:58.880]  於是他就想去找以色列的先知
[00:10:58.880 --> 00:10:59.880]  誰呢
[00:10:59.880 --> 00:11:01.880]  就是神人以利沙
[00:11:01.880 --> 00:11:03.880]  我們看下去
[00:11:03.880 --> 00:11:04.880]  第八節
[00:11:04.880 --> 00:11:06.880]  神人以利沙聽見以色列王
[00:11:06.880 --> 00:11:08.880]  以色列衣服就打發人去見王
[00:11:08.880 --> 00:11:10.880]  為什麼以色列衣服呢
[00:11:10.880 --> 00:11:12.880]  可使那人到我這裡來
[00:11:12.880 --> 00:11:14.880]  他就知道以色列人中有先知了
[00:11:14.880 --> 00:11:18.880]  於是乃萬帶著車馬到以利沙的家
[00:11:18.880 --> 00:11:19.880]  站在門前
[00:11:19.880 --> 00:11:21.880]  以利沙打發一個使者對乃萬說
[00:11:21.880 --> 00:11:23.880]  你去約旦河中
[00:11:23.880 --> 00:11:24.880]  沐浴七回
[00:11:24.880 --> 00:11:26.880]  你的浴就必復完
[00:11:26.880 --> 00:11:27.880]  而得潔淨
[00:11:27.880 --> 00:11:30.880]  我們看回約翰福音
[00:11:30.880 --> 00:11:32.880]  我們大概知道
[00:11:32.880 --> 00:11:34.880]  原來也有這樣的治療方法
[00:11:34.880 --> 00:11:36.880]  洗澡用水沖洗
[00:11:36.880 --> 00:11:37.880]  是有的
[00:11:37.880 --> 00:11:38.880]  不過
[00:11:38.880 --> 00:11:40.880]  跟剛才那個是不同的
[00:11:40.880 --> 00:11:41.880]  本質上
[00:11:41.880 --> 00:11:44.880]  不是這樣
[00:11:44.880 --> 00:11:46.880]  這個是先知
[00:11:46.880 --> 00:11:50.880]  關鍵是先知吩咐你
[00:11:50.880 --> 00:11:52.880]  與河事無關
[00:11:52.880 --> 00:11:53.880]  與水事無關
[00:11:53.880 --> 00:11:54.880]  與水動不動無關
[00:11:54.880 --> 00:11:55.880]  這是一個詞
[00:11:55.880 --> 00:11:58.880]  我還想用力解釋
[00:11:58.880 --> 00:12:00.880]  這件事很不惹禍
[00:12:00.880 --> 00:12:01.880]  什麼意思呢
[00:12:01.880 --> 00:12:03.880]  最近發生在我身上
[00:12:03.880 --> 00:12:05.880]  所以我和你一起寫
[00:12:05.880 --> 00:12:07.880]  有時行事為人
[00:12:07.880 --> 00:12:09.880]  有時事情是否合神心意
[00:12:09.880 --> 00:12:11.880]  事情是否不惹禍
[00:12:11.880 --> 00:12:13.880]  這件事完全無關
[00:12:13.880 --> 00:12:15.880]  不過我順便和你分享
[00:12:15.880 --> 00:12:18.880]  你知道我最近去了英國
[00:12:18.880 --> 00:12:20.880]  去英國探望兒子
[00:12:20.880 --> 00:12:22.880]  很多弟兄姊妹很愛護我
[00:12:22.880 --> 00:12:25.880]  於是以下內容
[00:12:25.880 --> 00:12:26.880]  我告訴你
[00:12:26.880 --> 00:12:27.880]  不是叫你效法
[00:12:27.880 --> 00:12:28.880]  不需要這樣
[00:12:28.880 --> 00:12:29.880]  他們很愛護牧師
[00:12:29.880 --> 00:12:31.880]  送了一大堆東西給我
[00:12:31.880 --> 00:12:33.880]  牧師不是給你的
[00:12:33.880 --> 00:12:34.880]  是給你兒子的
[00:12:34.880 --> 00:12:36.880]  給你女兒的
[00:12:36.880 --> 00:12:37.880]  給了我什麼呢
[00:12:37.880 --> 00:12:39.880]  牛肉乾
[00:12:39.880 --> 00:12:41.880]  給了我一大堆牛肉乾
[00:12:41.880 --> 00:12:44.880]  看到這堆牛肉乾
[00:12:44.880 --> 00:12:46.880]  我第一個念頭是什麼呢
[00:12:46.880 --> 00:12:51.880]  果然經驗豐富
[00:12:51.880 --> 00:12:52.880]  經常去外國的時候
[00:12:52.880 --> 00:12:54.880]  這些東西不能拿
[00:12:54.880 --> 00:12:55.880]  會被人抓
[00:12:55.880 --> 00:12:56.880]  會罰錢
[00:12:56.880 --> 00:12:58.880]  不知道罰錢還是抓錯監
[00:12:58.880 --> 00:13:00.880]  總之這些東西是不行的
[00:13:00.880 --> 00:13:04.880]  但是那位阿姨熱情得很厲害
[00:13:04.880 --> 00:13:05.880]  你一定要拿
[00:13:05.880 --> 00:13:07.880]  不要不拿
[00:13:07.880 --> 00:13:08.880]  我不是給你的
[00:13:08.880 --> 00:13:10.880]  我只是給你女兒的
[00:13:10.880 --> 00:13:13.880]  那我拿好還是不拿好
[00:13:14.880 --> 00:13:16.880]  拿不拿好
[00:13:16.880 --> 00:13:17.880]  拿少少
[00:13:17.880 --> 00:13:19.880]  你就會拿少少
[00:13:19.880 --> 00:13:22.880]  最後我的做法就是這樣
[00:13:22.880 --> 00:13:23.880]  這是我的做法
[00:13:23.880 --> 00:13:24.880]  再說一次
[00:13:24.880 --> 00:13:25.880]  不是值得效法
[00:13:25.880 --> 00:13:26.880]  只是我自己的做法
[00:13:26.880 --> 00:13:29.880]  我最後拿了一個新東洋的袋子
[00:13:29.880 --> 00:13:30.880]  叫我女兒
[00:13:30.880 --> 00:13:32.880]  女兒拿著新東洋的袋子
[00:13:32.880 --> 00:13:34.880]  先拍照
[00:13:34.880 --> 00:13:37.880]  然後就可以傳訊息給阿姨
[00:13:37.880 --> 00:13:40.880]  你的心意已經受到了
[00:13:43.880 --> 00:13:44.880]  我有拿著
[00:13:44.880 --> 00:13:45.880]  拿著袋子
[00:13:45.880 --> 00:13:47.880]  那些牛肝
[00:13:47.880 --> 00:13:49.880]  我吃了它
[00:13:49.880 --> 00:13:51.880]  在香港吃了它
[00:13:51.880 --> 00:13:54.880]  但是我覺得自己很完美
[00:13:54.880 --> 00:13:56.880]  不過後來有同工跟我說
[00:13:56.880 --> 00:13:57.880]  分享這件事情的時候
[00:13:57.880 --> 00:13:58.880]  有同工跟我說
[00:13:58.880 --> 00:13:59.880]  牧師
[00:13:59.880 --> 00:14:02.880]  你這樣做是很錯的
[00:14:02.880 --> 00:14:04.880]  這件事很不耶和華
[00:14:04.880 --> 00:14:06.880]  這個叫做造假
[00:14:06.880 --> 00:14:08.880]  這麼嚴重
[00:14:08.880 --> 00:14:09.880]  我開頭想也沒理由
[00:14:09.880 --> 00:14:12.880]  我真的送了一個袋子去
[00:14:12.880 --> 00:14:14.880]  但是你知道你這樣做
[00:14:14.880 --> 00:14:16.880]  其實是不合神心意的
[00:14:16.880 --> 00:14:18.880]  這樣還教壞了你的女兒
[00:14:18.880 --> 00:14:22.880]  她覺得這樣悶悶的是可以的
[00:14:22.880 --> 00:14:24.880]  所以我認罪悔改
[00:14:24.880 --> 00:14:26.880]  向大家一起懺悔
[00:14:26.880 --> 00:14:28.880]  我想你想像一下
[00:14:28.880 --> 00:14:30.880]  這件事不是很耶和華
[00:14:30.880 --> 00:14:31.880]  還有
[00:14:31.880 --> 00:14:33.880]  有些同工聽完之後跟我說
[00:14:33.880 --> 00:14:34.880]  牧師
[00:14:34.880 --> 00:14:35.880]  你這樣做
[00:14:35.880 --> 00:14:37.880]  還有一個壞的後果會發生
[00:14:37.880 --> 00:14:38.880]  就是什麼呢
[00:14:38.880 --> 00:14:41.880]  將來他會再多買一些牛肉乾給你
[00:14:41.880 --> 00:14:43.880]  那你真的不行了
[00:14:43.880 --> 00:14:45.880]  所以你應該要軟他
[00:14:45.880 --> 00:14:47.880]  正直一點來軟他
[00:14:47.880 --> 00:14:50.880]  重點說回這裡
[00:14:50.880 --> 00:14:55.880]  這件事究竟有多不耶和華呢
[00:14:55.880 --> 00:14:57.880]  有什麼不耶和華呢
[00:14:57.880 --> 00:14:59.880]  真的挺不耶和華的
