
[00:00:00.000 --> 00:00:06.400]  我們在開始的時候,我們還是先在神的面前先禱告,好嗎?
[00:14:26.000 --> 00:14:32.000]  然後祂與神的關係
[00:14:32.000 --> 00:14:35.000]  在那一段時間裡出了問題
[00:14:35.000 --> 00:14:42.000]  然後在十五章三十四節是這樣記載
[00:14:42.000 --> 00:14:47.000]  耶穌在十字架上是這樣說
[00:14:47.000 --> 00:14:52.000]  我的神我的神為什麼離棄我
[00:14:52.000 --> 00:14:58.000]  好多人對耶穌被釘十字架
[00:15:01.000 --> 00:15:03.000]  想到的只是肉身的痛苦
[00:15:03.000 --> 00:15:08.000]  好像前一陣子有一套電影
[00:15:08.000 --> 00:15:09.000]  看過沒有
[00:15:09.000 --> 00:15:11.000]  The Passion of Christ
[00:15:11.000 --> 00:15:14.000]  好像十多年前一套電影
[00:15:14.000 --> 00:15:16.000]  是講到耶穌受苦那套戲
[00:15:16.000 --> 00:15:19.000]  很細節地描寫耶穌的肉身
[00:15:19.000 --> 00:15:22.000]  怎麼樣被殘忍地對待
[00:15:22.000 --> 00:15:26.000]  很細緻地描寫耶穌的肉身
[00:15:26.000 --> 00:15:29.000]  怎麼樣被殘忍地對待
[00:15:30.000 --> 00:15:31.000]  但是我們要知道
[00:15:31.000 --> 00:15:33.000]  耶穌是神的兒子
[00:15:33.000 --> 00:15:39.000]  祂與父神和聖靈在創世之前
[00:15:39.000 --> 00:15:42.000]  完美地相處在一起
[00:15:42.000 --> 00:15:52.000]  是三一真神完美的關係當中
[00:15:52.000 --> 00:15:57.000]  但現在被掛在木頭上
[00:15:59.000 --> 00:16:01.000]  祂是被父神所遺棄
[00:16:01.000 --> 00:16:05.000]  這種經驗我們是沒有的
[00:16:05.000 --> 00:16:09.000]  但是從祂的話那裏我們知道了
[00:16:09.000 --> 00:16:12.000]  我的神我的神為什麼離棄我
[00:16:12.000 --> 00:16:18.000]  這個是心靈深處屬靈的痛苦
[00:16:18.000 --> 00:16:23.000]  但另外還有一件事
[00:16:23.000 --> 00:16:27.000]  就是門徒也中判清理了
[00:16:30.000 --> 00:16:32.000]  聖經沒有直接地說門徒一句話
[00:16:32.000 --> 00:16:41.000]  但是就將門徒的反應都寫得很仔細
[00:16:41.000 --> 00:16:48.000]  當猶太人賣耶穌的時候
[00:16:48.000 --> 00:16:53.000]  當猶太人賣耶穌的時候
[00:16:53.000 --> 00:16:56.000]  耶穌是這樣宣告
[00:16:58.000 --> 00:17:01.000]  你們當中有一個跟我一起吃飯的要出賣我
[00:17:01.000 --> 00:17:09.000]  但聖經是很奇妙地記載門徒的反應
[00:17:09.000 --> 00:17:14.000]  他們就憂愁起來
[00:17:14.000 --> 00:17:18.000]  一個一個地問他
[00:17:18.000 --> 00:17:21.000]  不是我吧
[00:17:21.000 --> 00:17:26.000]  為什麼每個門徒都這樣問耶穌呢
[00:17:29.000 --> 00:17:31.000]  他自己心裏有沒有出賣耶穌的計劃
[00:17:31.000 --> 00:17:33.000]  他自己不清楚嗎
[00:17:33.000 --> 00:17:36.000]  他如果自己心裏有出賣耶穌的計劃
[00:17:36.000 --> 00:17:38.000]  難道他不知道嗎
[00:17:38.000 --> 00:17:40.000]  也許沒有計劃
[00:17:40.000 --> 00:17:42.000]  或者沒有計劃
[00:17:42.000 --> 00:17:45.000]  但在耶路撒冷最後的一周
[00:17:45.000 --> 00:17:50.000]  那麼的危機四伏
[00:17:50.000 --> 00:17:52.000]  是充滿了危機
[00:17:52.000 --> 00:17:54.000]  猶太人的統治者
[00:17:55.000 --> 00:17:58.000]  每時每刻都給耶穌和他的門徒很多壓力
[00:17:58.000 --> 00:18:07.000]  但耶穌好像一點事都沒有準備的樣子
[00:18:07.000 --> 00:18:11.000]  於是門徒就擔憂了
[00:18:11.000 --> 00:18:15.000]  恐慌了
[00:18:15.000 --> 00:18:19.000]  有想過要逃跑或者是變節了
[00:18:23.000 --> 00:18:25.000]  所以耶穌這樣宣告的時候
[00:18:25.000 --> 00:18:29.000]  每個人心裏的恐慌都流露出來
[00:18:29.000 --> 00:18:33.000]  而在克西瑪利園
[00:18:33.000 --> 00:18:38.000]  三個最親近的門徒
[00:18:38.000 --> 00:18:42.000]  在禱告的時候也沉睡了
[00:18:42.000 --> 00:18:47.000]  然後彼得又背棄了耶穌
[00:18:47.000 --> 00:18:49.000]  三次不認祂
[00:18:50.000 --> 00:18:54.000]  而其他的門徒在耶穌被捉拿的時候都四散了
[00:18:54.000 --> 00:19:04.000]  這是宿靈關係上的痛苦
[00:19:04.000 --> 00:19:09.000]  屬靈上的痛苦是與神的分離
[00:19:09.000 --> 00:19:17.000]  然後在人際的關係上
[00:19:18.000 --> 00:19:20.000]  也和門徒這樣的分離
[00:19:20.000 --> 00:19:27.000]  我想這樣的痛苦比肉體的痛苦一點都不少
[00:19:27.000 --> 00:19:36.000]  這就是我們受苦的王
[00:19:36.000 --> 00:19:40.000]  為我們釘在十字架上的王
[00:19:40.000 --> 00:19:46.000]  但我們有沒有想過我們自己
[00:19:49.000 --> 00:19:51.000]  我們配得耶穌為我們這樣捨己嗎
[00:19:51.000 --> 00:19:59.000]  我們多少人接受了耶穌的救恩
[00:19:59.000 --> 00:20:04.000]  現在已經是耶穌基督的門徒
[00:20:04.000 --> 00:20:13.000]  但我們的行為和信耶穌之前是沒有太大的分別
[00:20:16.000 --> 00:20:18.000]  外表靠近了耶穌
[00:20:18.000 --> 00:20:23.000]  但心是遠離祂
[00:20:23.000 --> 00:20:27.000]  也許我們是一個搖擺的基督徒
[00:20:27.000 --> 00:20:33.000]  心情高的時候我們就表現很好
[00:20:33.000 --> 00:20:39.000]  也在教會裏很活躍
[00:20:39.000 --> 00:20:45.000]  但心情低的時候我們就表現不太好
[00:20:47.000 --> 00:20:49.000]  但心情不好的時候我們就會離開
[00:20:49.000 --> 00:20:57.000]  我們也許會為了利益情慾和自我的驕傲
[00:20:57.000 --> 00:21:06.000]  同樣的我們會離開耶穌
[00:21:06.000 --> 00:21:14.000]  同樣的是背著基督徒的名份
[00:21:17.000 --> 00:21:19.000]  但做的事與其他人一樣
[00:21:19.000 --> 00:21:25.000]  我們和當時的門徒其實沒有太多的分別
[00:21:25.000 --> 00:21:33.000]  按理來說我們與他們一樣
[00:21:33.000 --> 00:21:36.000]  配不得耶穌將為我們而受苦
[00:21:36.000 --> 00:21:45.000]  但這位受苦的君王
[00:21:47.000 --> 00:21:49.000]  是常常不斷地伸出他有釘痕的手
[00:21:49.000 --> 00:21:57.000]  一次又一次地重新地來接納我們這些不配的人
[00:21:57.000 --> 00:22:07.000]  在這位謙卑的君王面前
[00:22:07.000 --> 00:22:13.000]  我們是否願意重新地將自己交上
[00:22:17.000 --> 00:22:19.000]  再次立志衷心地跟隨他
[00:22:19.000 --> 00:22:26.000]  走上和他一樣捨己的道路
[00:22:26.000 --> 00:22:33.000]  衷心地去侍奉愛神
[00:22:33.000 --> 00:22:37.000]  求主今天受苦的君王給我們知道的形象
[00:22:45.000 --> 00:22:47.000]  作為我們的榜樣
[00:22:47.000 --> 00:22:50.000]  幫助我們做忠心的門徒
[00:22:50.000 --> 00:22:54.000]  我們來禱告
[00:22:54.000 --> 00:22:59.000]  親愛的聖天父我們感謝你
[00:22:59.000 --> 00:23:04.000]  將我們的主基督掛在木頭上的形象
[00:23:04.000 --> 00:23:08.000]  今天在我們心靈裡展開
[00:23:16.000 --> 00:23:18.000]  求我們的父神給我們一個敏感的心靈
[00:23:18.000 --> 00:23:27.000]  和一個忠貞的心
[00:23:27.000 --> 00:23:33.000]  讓我們願意忠心地來跟隨我們主的榜樣
[00:23:33.000 --> 00:23:40.000]  讓他的形象勝應在我們每個人心中
[00:23:46.000 --> 00:23:48.000]  也求聖靈賜給我們力量
[00:23:48.000 --> 00:23:53.000]  將愛澆灌在我們的心靈
[00:23:53.000 --> 00:23:58.000]  忠心地去愛你、侍奉你
[00:23:58.000 --> 00:24:03.000]  奉主耶穌基督的名求
[00:24:03.000 --> 00:24:07.000]  Amen
