
[00:00:00.000 --> 00:00:03.000]  27年前的晚上
[00:03:11.000 --> 00:03:13.000]  我鼓勵大家不斷的帶聖經裏面
[00:03:13.000 --> 00:03:15.000]  如果真的不方便
[00:03:15.000 --> 00:03:16.000]  用電話可以stretch
[00:03:16.000 --> 00:03:18.000]  我一起來讀一讀這篇經文
[00:03:46.000 --> 00:03:47.000]  主福在地
[00:03:47.000 --> 00:03:48.000]  禱告說
[00:03:48.000 --> 00:03:52.000]  倘若可行便叫那時候過去
[00:03:52.000 --> 00:03:53.000]  他說
[00:03:53.000 --> 00:03:55.000]  阿爸 父啊
[00:03:55.000 --> 00:03:57.000]  在你凡事都能
[00:03:57.000 --> 00:03:59.000]  你將這杯撤去
[00:03:59.000 --> 00:04:02.000]  然而不要照我的意思
[00:04:02.000 --> 00:04:04.000]  只要從你的意思
[00:04:04.000 --> 00:04:06.000]  耶穌回來
[00:04:06.000 --> 00:04:08.000]  見他們睡著了
[00:04:08.000 --> 00:04:10.000]  就對彼得說
[00:04:10.000 --> 00:04:12.000]  西門 你睡覺嗎
[00:04:12.000 --> 00:04:14.000]  不能警醒彼時嗎
[00:04:14.000 --> 00:04:16.000]  總要警醒禱告
[00:04:16.000 --> 00:04:18.000]  入了迷惑
[00:04:18.000 --> 00:04:23.000]  你們心靈固然然而肉體卻軟弱了
[00:04:23.000 --> 00:04:25.000]  耶穌又去禱告
[00:04:25.000 --> 00:04:31.000]  又來見他們睡著了
[00:04:31.000 --> 00:04:34.000]  因為他們的眼睛甚是困倦
[00:04:34.000 --> 00:04:37.000]  他們也不知道怎樣回答
[00:04:37.000 --> 00:04:40.000]  第三次來對他們說
[00:04:40.000 --> 00:04:44.000]  現在你們雖然去安潔吧
[00:04:44.000 --> 00:04:45.000]  夠了
[00:04:45.000 --> 00:04:46.000]  時候到了
[00:04:46.000 --> 00:04:47.000]  看啊
[00:04:47.000 --> 00:04:50.000]  人子被賣在罪人手裡了
[00:04:50.000 --> 00:04:51.000]  起來
[00:04:51.000 --> 00:04:52.000]  我們走吧
[00:04:52.000 --> 00:04:53.000]  看啊
[00:04:53.000 --> 00:04:56.000]  那賣我的人近了
[00:04:56.000 --> 00:04:58.000]  這篇經文大家都很熟悉
[00:04:58.000 --> 00:04:59.000]  特別是受苦節的時候
[00:04:59.000 --> 00:05:03.000]  這篇經文是耶穌在面對死亡的酷刑的時候
[00:05:03.000 --> 00:05:05.000]  昂然地面對死亡
[00:05:05.000 --> 00:05:07.000]  不過藉著這篇經文提醒我們
[00:05:07.000 --> 00:05:08.000]  提醒我們
[00:05:08.000 --> 00:05:12.000]  怎樣用禱告去面對大家
[00:05:12.000 --> 00:05:14.000]  剛才在這十一節的經文裡面
[00:05:14.000 --> 00:05:15.000]  大概有三個進路
[00:05:15.000 --> 00:05:16.000]  我會跟大家談
[00:05:16.000 --> 00:05:18.000]  第一就是耶穌面對的苦痛
[00:05:18.000 --> 00:05:23.000]  第二就是耶穌面對最大的試探和馴服
[00:05:23.000 --> 00:05:25.000]  第三就是第四十二節
[00:05:25.000 --> 00:05:26.000]  起來
[00:05:26.000 --> 00:05:27.000]  我們走
[00:05:27.000 --> 00:05:30.000]  耶穌昂然地面對死亡
[00:05:30.000 --> 00:05:31.000]  在第一篇裡面
[00:05:31.000 --> 00:05:34.000]  我想看看耶穌面對的苦痛
[00:05:34.000 --> 00:05:36.000]  耶穌面對的苦痛有兩樣東西
[00:05:36.000 --> 00:05:39.000]  第一就是十字架的狀況
[00:05:39.000 --> 00:05:41.000]  十字架的狀況是怎樣呢
[00:05:41.000 --> 00:05:43.000]  剛才在奉獻的時候那首詩歌
[00:05:43.000 --> 00:05:44.000]  我特意留下來
[00:05:44.000 --> 00:05:46.000]  撕了一半
[00:05:46.000 --> 00:05:50.000]  就是誰人受痛苦被懸掛在木頭
[00:05:50.000 --> 00:05:52.000]  其實在這裡唱詩歌的時候
[00:05:52.000 --> 00:05:55.000]  這個是我們在唱耶穌當時的經歷
[00:05:55.000 --> 00:05:57.000]  但是這首歌我們唱的內容的時候
[00:05:57.000 --> 00:05:59.000]  就是耶穌本身自己的經歷
[00:05:59.000 --> 00:06:01.000]  所以耶穌面對這個狀況的時候
[00:06:01.000 --> 00:06:02.000]  祂非常苦痛
[00:06:02.000 --> 00:06:04.000]  這是第一裡面耶穌的苦痛
[00:06:04.000 --> 00:06:05.000]  就是那個心情
[00:06:05.000 --> 00:06:08.000]  第二就是當祂面對這個時候
[00:06:08.000 --> 00:06:10.000]  那些同行在哪裡呢
[00:06:10.000 --> 00:06:12.000]  祂很孤寂
[00:06:12.000 --> 00:06:14.000]  哀莫大於心死
[00:06:14.000 --> 00:06:17.000]  我想花一點時間看看
[00:06:17.000 --> 00:06:19.000]  祂面對十字架當時的心情
[00:06:19.000 --> 00:06:21.000]  聖經這樣記載
[00:06:21.000 --> 00:06:24.000]  祂有三個情緒的情況
[00:06:24.000 --> 00:06:25.000]  第一祂驚恐起來
[00:06:25.000 --> 00:06:27.000]  第二祂極其難過
[00:06:27.000 --> 00:06:29.000]  第三祂甚是憂傷
[00:06:29.000 --> 00:06:33.000]  這三個都是一些內心掙扎的情況
[00:06:33.000 --> 00:06:34.000]  什麼叫驚恐起來呢
[00:06:34.000 --> 00:06:37.000]  我記得在1974年
[00:06:37.000 --> 00:06:39.000]  我當時讀中三
[00:06:39.000 --> 00:06:40.000]  我在大埔頭住
[00:06:40.000 --> 00:06:41.000]  大埔頭不是大埔
[00:06:41.000 --> 00:06:42.000]  差不多了
[00:06:42.000 --> 00:06:45.000]  我的教會在粉嶺
[00:06:45.000 --> 00:06:47.000]  當時我星期六晚
[00:06:47.000 --> 00:06:49.000]  我記得有一次參加完團契
[00:06:49.000 --> 00:06:52.000]  我回來坐巴士
[00:06:52.000 --> 00:06:56.000]  巴士走到半路的時候
[00:06:56.000 --> 00:06:58.000]  我就覺得裡面不舒服
[00:06:58.000 --> 00:07:00.000]  因為在晚上裡面黑漆漆
[00:07:00.000 --> 00:07:02.000]  它開得似乎給我的感覺特別快
[00:07:02.000 --> 00:07:04.000]  我總覺得會出事
[00:07:04.000 --> 00:07:06.000]  其實每一次坐我都覺得會這樣
[00:07:06.000 --> 00:07:07.000]  不過神是保守的
[00:07:07.000 --> 00:07:08.000]  那次就撞
[00:07:08.000 --> 00:07:09.000]  砰一聲
[00:07:09.000 --> 00:07:12.000]  當時的車不是很多人
[00:07:12.000 --> 00:07:13.000]  三四個人左右
[00:07:13.000 --> 00:07:17.000]  無緣一個十五歲的小朋友
[00:07:17.000 --> 00:07:20.000]  年輕人第一次面對交通意外
[00:07:20.000 --> 00:07:21.000]  如果是你
[00:07:21.000 --> 00:07:22.000]  你的心情怎樣
[00:07:22.000 --> 00:07:24.000]  很恐懼
[00:07:24.000 --> 00:07:25.000]  如歸
[00:07:25.000 --> 00:07:27.000]  所以一直在顫抖
[00:07:27.000 --> 00:07:28.000]  雖然我沒有受傷
[00:07:28.000 --> 00:07:30.000]  完全知道自己沒事
[00:07:30.000 --> 00:07:32.000]  不過車也沒什麼大事
[00:07:32.000 --> 00:07:34.000]  不過裡面就在顫抖
[00:07:34.000 --> 00:07:35.000]  當交通警來到的時候
[00:07:35.000 --> 00:07:36.000]  還有點顫抖
[00:07:36.000 --> 00:07:38.000]  因為那時候被人嚇大
[00:07:38.000 --> 00:07:40.000]  警察來了
[00:07:40.000 --> 00:07:41.000]  就捉你那些
[00:07:41.000 --> 00:07:43.000]  千萬不要嚇小朋友
[00:07:43.000 --> 00:07:44.000]  當警察來到
[00:07:44.000 --> 00:07:46.000]  給我扭轉對交通警的一個看法
[00:07:46.000 --> 00:07:47.000]  交通警來到的時候
[00:07:47.000 --> 00:07:48.000]  第一件事就問
[00:07:48.000 --> 00:07:49.000]  很溫柔地問
[00:07:49.000 --> 00:07:50.000]  有沒有人受傷
[00:07:50.000 --> 00:07:51.000]  有沒有人受傷
[00:07:51.000 --> 00:07:53.000]  要不要找十字車
[00:07:53.000 --> 00:07:54.000]  我覺得交通警這樣
[00:07:54.000 --> 00:07:55.000]  他不是調查
[00:07:55.000 --> 00:07:56.000]  誰撞誰
[00:07:56.000 --> 00:07:57.000]  想公義
[00:07:57.000 --> 00:07:58.000]  原來他不是
[00:07:58.000 --> 00:07:59.000]  他先救人
[00:07:59.000 --> 00:08:01.000]  這個就是驚恐起來
[00:08:01.000 --> 00:08:03.000]  極其難過是什麼呢
[00:08:03.000 --> 00:08:05.000]  他心裡面有些事情
[00:08:05.000 --> 00:08:07.000]  可能那些是失戀的人就知道
[00:08:07.000 --> 00:08:08.000]  極其難過
[00:08:08.000 --> 00:08:10.000]  甚至憂傷
[00:08:10.000 --> 00:08:11.000]  幾乎要死
[00:08:11.000 --> 00:08:14.000]  就是當你有些親朋戚友
[00:08:14.000 --> 00:08:15.000]  或者摯愛的時候
[00:08:15.000 --> 00:08:17.000]  他面對死亡的時候
[00:08:17.000 --> 00:08:18.000]  這種的狀況
[00:08:18.000 --> 00:08:19.000]  耶穌就當時
[00:08:19.000 --> 00:08:21.000]  這三種的情況搞砸
[00:08:21.000 --> 00:08:23.000]  因為十字架就是這種情況
[00:08:23.000 --> 00:08:25.000]  因為這個酷刑
[00:08:25.000 --> 00:08:27.000]  這個要面對死亡
[00:08:27.000 --> 00:08:31.000]  甚至他要跟他家人分開
[00:08:31.000 --> 00:08:33.000]  這個是他面對十字架裡面
[00:08:33.000 --> 00:08:35.000]  那種的心情
[00:08:35.000 --> 00:08:36.000]  但繼續剛才說
[00:08:36.000 --> 00:08:38.000]  他那種無奈就是
[00:08:38.000 --> 00:08:39.000]  他獨自去承擔
[00:08:39.000 --> 00:08:41.000]  我以中為始
[00:08:41.000 --> 00:08:43.000]  在三十五節這樣說
[00:08:43.000 --> 00:08:46.000]  他就稍往前走
[00:08:46.000 --> 00:08:47.000]  大家看回三十五節
[00:08:47.000 --> 00:08:48.000]  你就會說
[00:08:48.000 --> 00:08:50.000]  他稍往前走
[00:08:50.000 --> 00:08:51.000]  俯伏在地
[00:08:51.000 --> 00:08:53.000]  禱告說
[00:08:53.000 --> 00:08:54.000]  知道我想說什麼嗎
[00:08:54.000 --> 00:08:56.000]  是誰往前走
[00:08:56.000 --> 00:09:00.000]  如果你再看前一點
[00:09:00.000 --> 00:09:01.000]  第三十三節
[00:09:01.000 --> 00:09:02.000]  三十二節的時候
[00:09:02.000 --> 00:09:04.000]  原來當他去赫西瑪利
[00:09:04.000 --> 00:09:06.000]  說回赫西瑪利是什麼意思呢
[00:09:06.000 --> 00:09:08.000]  是炸橄欖的地方
[00:09:08.000 --> 00:09:09.000]  其實在屬靈裡面
[00:09:09.000 --> 00:09:10.000]  有些人解釋就是
[00:09:10.000 --> 00:09:11.000]  耶穌當時的心情
[00:09:11.000 --> 00:09:13.000]  就好像被人壓榨一樣
[00:09:13.000 --> 00:09:15.000]  他帶著十一個門徒
[00:09:15.000 --> 00:09:17.000]  為什麼他不是十二個呢
[00:09:17.000 --> 00:09:18.000]  因為有一個叫尤大
[00:09:18.000 --> 00:09:20.000]  已經去了祭司那裡
[00:09:20.000 --> 00:09:21.000]  準備出賣他
[00:09:21.000 --> 00:09:22.000]  收了錢
[00:09:22.000 --> 00:09:23.000]  準備來抓耶穌
[00:09:23.000 --> 00:09:25.000]  可能耶穌正在祈禱的時候
[00:09:25.000 --> 00:09:26.000]  他已經在談條件
[00:09:26.000 --> 00:09:28.000]  準備來了
[00:09:28.000 --> 00:09:30.000]  所以他另外和十一個門徒
[00:09:30.000 --> 00:09:31.000]  連同他自己十二個
[00:09:31.000 --> 00:09:33.000]  去赫西瑪利做什麼呢
[00:09:33.000 --> 00:09:35.000]  去禱告
[00:09:35.000 --> 00:09:37.000]  當時一聖經三十二節說
[00:09:37.000 --> 00:09:39.000]  去到赫西瑪利的時候
[00:09:39.000 --> 00:09:40.000]  他留下八個
[00:09:40.000 --> 00:09:41.000]  叫他們在那裡祈禱
[00:09:41.000 --> 00:09:42.000]  我就問
[00:09:42.000 --> 00:09:43.000]  為什麼留下八個呢
[00:09:43.000 --> 00:09:44.000]  你帶了他們去祈禱
[00:09:44.000 --> 00:09:45.000]  因為這群人
[00:09:45.000 --> 00:09:47.000]  還沒有明白他的心意
[00:09:47.000 --> 00:09:49.000]  不過第三十三節就說
[00:09:49.000 --> 00:09:51.000]  他繼續帶著彼得、雅各、約翰
[00:09:51.000 --> 00:09:52.000]  這三個大家很熟悉的
[00:09:52.000 --> 00:09:53.000]  最至愛門徒
[00:09:53.000 --> 00:09:55.000]  但是最激心的門徒
[00:09:55.000 --> 00:09:57.000]  剛剛才說
[00:09:57.000 --> 00:09:58.000]  三十一節的時候
[00:09:58.000 --> 00:10:00.000]  彼得多麼的浩瀚
[00:10:00.000 --> 00:10:03.000]  耶穌說你今天三次不認我
[00:10:03.000 --> 00:10:04.000]  之後其實他死了之後
[00:10:04.000 --> 00:10:06.000]  繼續去釣魚、找吃的
[00:10:06.000 --> 00:10:08.000]  最激心的一個
[00:10:08.000 --> 00:10:11.000]  放得時間最多的一個
[00:10:11.000 --> 00:10:14.000]  還有雅各和約翰
[00:10:14.000 --> 00:10:15.000]  如果大家看
[00:10:15.000 --> 00:10:17.000]  當耶穌就死的時候
[00:10:17.000 --> 00:10:18.000]  這兩個爭
[00:10:18.000 --> 00:10:19.000]  耶穌你德國的時候
[00:10:19.000 --> 00:10:21.000]  我們左城還是右城好嗎
[00:10:21.000 --> 00:10:23.000]  但是就因為這三個人
[00:10:23.000 --> 00:10:24.000]  耶穌看好他們
[00:10:24.000 --> 00:10:26.000]  知道他雖然現在不行
[00:10:26.000 --> 00:10:27.000]  但是有一天他可以
[00:10:27.000 --> 00:10:29.000]  所以將生命投注他們
[00:10:29.000 --> 00:10:30.000]  但是聖經告訴我們
[00:10:30.000 --> 00:10:33.000]  第三十三節說什麼
[00:10:33.000 --> 00:10:34.000]  和他們走
[00:10:34.000 --> 00:10:36.000]  但是三十五節
[00:10:36.000 --> 00:10:38.000]  以中為止就是
[00:10:38.000 --> 00:10:41.000]  他就稍往前走
[00:10:41.000 --> 00:10:43.000]  即使彼得、雅各、約翰在這裡的時候
[00:10:43.000 --> 00:10:46.000]  他走前幾步
[00:10:46.000 --> 00:10:47.000]  因為當時很黑
[00:10:47.000 --> 00:10:49.000]  有聖經學者說
[00:10:49.000 --> 00:10:50.000]  他是看到的
[00:10:50.000 --> 00:10:54.000]  但是門徒離開了
[00:10:54.000 --> 00:10:57.000]  為什麼呢
[00:10:57.000 --> 00:10:59.000]  我相信在他那時候
[00:10:59.000 --> 00:11:01.000]  這個心情的掙扎
[00:11:01.000 --> 00:11:02.000]  大家如果看那些電影
[00:11:02.000 --> 00:11:04.000]  那個人主角最受傷的時候
[00:11:04.000 --> 00:11:06.000]  他就會說什麼
[00:11:06.000 --> 00:11:08.000]  Leave me alone
[00:11:08.000 --> 00:11:10.000]  給我安靜好不好
[00:11:10.000 --> 00:11:11.000]  給我安靜好不好
[00:11:11.000 --> 00:11:13.000]  我相信耶穌這時候
[00:11:13.000 --> 00:11:16.000]  很想獨自在當中
[00:11:16.000 --> 00:11:19.000]  因為他極之憂傷
[00:11:19.000 --> 00:11:26.000]  這是他面對的苦痛
[00:11:26.000 --> 00:11:27.000]  第一
[00:11:27.000 --> 00:11:30.000]  這種肉體的刑罰
[00:11:30.000 --> 00:11:32.000]  是很辛苦的
[00:11:32.000 --> 00:11:34.000]  第二
[00:11:34.000 --> 00:11:37.000]  他這個受肉體的刑罰
[00:11:37.000 --> 00:11:39.000]  是要完成天國的大業
[00:11:39.000 --> 00:11:41.000]  但是這個天國大業
[00:11:41.000 --> 00:11:43.000]  他寄望那些門徒
[00:11:43.000 --> 00:11:46.000]  一個、一個、一個
[00:11:46.000 --> 00:11:49.000]  都要放下
[00:11:49.000 --> 00:11:50.000]  所以這個時候我們知道
[00:11:50.000 --> 00:11:52.000]  在耶穌這個晚上
[00:11:52.000 --> 00:11:53.000]  他獨自去憂傷
[00:11:53.000 --> 00:11:55.000]  其實不只是耶穌會經歷
[00:11:55.000 --> 00:11:56.000]  有很多時候
[00:11:56.000 --> 00:11:57.000]  我們生命都有些經歷
[00:11:57.000 --> 00:11:58.000]  譬如看回聖經
[00:11:58.000 --> 00:12:00.000]  撒姆爾記上的時候
[00:12:00.000 --> 00:12:01.000]  第一章
[00:12:01.000 --> 00:12:03.000]  哈拿那種痛苦
[00:12:03.000 --> 00:12:04.000]  大家知道哈拿嗎
[00:12:04.000 --> 00:12:05.000]  有沒有人不知道
[00:12:05.000 --> 00:12:06.000]  舉手
[00:12:06.000 --> 00:12:07.000]  可能有些人有
[00:12:07.000 --> 00:12:08.000]  如果你不知道
[00:12:08.000 --> 00:12:09.000]  不要緊
[00:12:09.000 --> 00:12:10.000]  有機會可以舊約悼論的時候
[00:12:10.000 --> 00:12:11.000]  就去上了
[00:12:11.000 --> 00:12:12.000]  如果不知道
[00:12:12.000 --> 00:12:16.000]  再不知道就回去查撒姆爾記上
[00:12:16.000 --> 00:12:17.000]  哈拿被一個小婆
[00:12:17.000 --> 00:12:18.000]  比利娜去激動的時候
[00:12:18.000 --> 00:12:20.000]  你沒兒子生啊
[00:12:20.000 --> 00:12:21.000]  不過我不知道他有沒有說
[00:12:21.000 --> 00:12:22.000]  你沒用啊
[00:12:22.000 --> 00:12:23.000]  你怎樣怎樣
[00:12:23.000 --> 00:12:24.000]  我不知道他有沒有說
[00:12:24.000 --> 00:12:25.000]  不過是說一些話很難聽
[00:12:25.000 --> 00:12:26.000]  所以他心情裡面
[00:12:26.000 --> 00:12:28.000]  極之的攪動
[00:12:28.000 --> 00:12:29.000]  不過
[00:12:29.000 --> 00:12:30.000]  他唯一的出路
[00:12:30.000 --> 00:12:32.000]  就是什麼
[00:12:32.000 --> 00:12:33.000]  告訴上帝聽
[00:12:33.000 --> 00:12:35.000]  好像醉酒一樣
[00:12:35.000 --> 00:12:36.000]  第二
[00:12:36.000 --> 00:12:37.000]  尼西米
[00:12:37.000 --> 00:12:38.000]  如果大家看活潑生命
[00:12:38.000 --> 00:12:39.000]  是不是前幾天
[00:12:39.000 --> 00:12:40.000]  當尼西米聽到
[00:12:40.000 --> 00:12:41.000]  他故鄉有什麼事的時候
[00:12:41.000 --> 00:12:42.000]  回來的時候
[00:12:42.000 --> 00:12:43.000]  他就什麼
[00:12:43.000 --> 00:12:44.000]  極之憂傷
[00:12:44.000 --> 00:12:46.000]  他就用什麼
[00:12:46.000 --> 00:12:47.000]  禁食禱告
[00:12:47.000 --> 00:12:48.000]  所以我有一個小結
[00:12:48.000 --> 00:12:49.000]  就在當中
[00:12:49.000 --> 00:12:51.000]  跟大家分享下一張powerpoint
[00:12:51.000 --> 00:12:53.000]  就是禱告
[00:12:53.000 --> 00:12:55.000]  是我們信仰裡面
[00:12:55.000 --> 00:12:56.000]  可以重要的活動
[00:12:56.000 --> 00:12:57.000]  或者出路
[00:12:57.000 --> 00:12:58.000]  是很重要
[00:12:58.000 --> 00:12:59.000]  時間關係
[00:12:59.000 --> 00:13:01.000]  我想跟大家讀一節詩篇
[00:13:01.000 --> 00:13:02.000]  好不好
[00:13:02.000 --> 00:13:03.000]  這篇詩篇
[00:13:03.000 --> 00:13:05.000]  我們就應用一下它
[00:13:05.000 --> 00:13:07.000]  第五篇第三節
[00:13:07.000 --> 00:13:08.000]  我們一起讀好不好
[00:13:08.000 --> 00:13:09.000]  一二三
[00:13:09.000 --> 00:13:11.000]  耶和華
[00:13:11.000 --> 00:13:13.000]  早晨你必聽我的禱告
[00:13:13.000 --> 00:13:15.000]  早晨我必向你
[00:13:15.000 --> 00:13:17.000]  陳明我的心意
[00:13:17.000 --> 00:13:18.000]  並要警醒
[00:13:18.000 --> 00:13:19.000]  這裡沒有說禱告
[00:13:19.000 --> 00:13:21.000]  不過早晨你必聽我的聲音
[00:13:21.000 --> 00:13:23.000]  我相信是什麼
[00:13:23.000 --> 00:13:25.000]  禱告
[00:13:25.000 --> 00:13:27.000]  或者你告訴上帝聽的東西
[00:13:27.000 --> 00:13:28.000]  其實禱告
[00:13:28.000 --> 00:13:29.000]  不是告訴上帝聽的東西
[00:13:29.000 --> 00:13:30.000]  有沒有記得
[00:13:30.000 --> 00:13:32.000]  當有些沒有朋友
[00:13:32.000 --> 00:13:33.000]  如果叫你禱告
[00:13:33.000 --> 00:13:34.000]  你會說很害怕
[00:13:34.000 --> 00:13:35.000]  不想
[00:13:35.000 --> 00:13:36.000]  我有時候真的很明白
[00:13:36.000 --> 00:13:37.000]  大家信了耶穌很久的
[00:13:37.000 --> 00:13:38.000]  祖孺或者小祖
[00:13:38.000 --> 00:13:39.000]  你叫祖孺祈禱
[00:13:39.000 --> 00:13:40.000]  祂真的很害怕
[00:13:40.000 --> 00:13:42.000]  但是祂又會說話
[00:13:42.000 --> 00:13:43.000]  其實
[00:13:43.000 --> 00:13:44.000]  你不是告訴祂
[00:13:44.000 --> 00:13:47.000]  說話就好像祈禱一樣
[00:13:47.000 --> 00:13:48.000]  是不是
[00:13:48.000 --> 00:13:50.000]  我不知道今天大家來的時候
[00:13:50.000 --> 00:13:52.000]  有沒有陳明你的心意
[00:13:52.000 --> 00:13:55.000]  其實我一早起床
[00:13:55.000 --> 00:13:57.000]  有些事情的記掛
[00:13:57.000 --> 00:13:59.000]  我就將它交給神
[00:13:59.000 --> 00:14:01.000]  就好像耶穌這個陳明心意
[00:14:01.000 --> 00:14:03.000]  好不好
[00:14:03.000 --> 00:14:04.000]  這個時候
[00:14:04.000 --> 00:14:07.000]  你和耶穌進入一個關鍵的晚上
[00:14:07.000 --> 00:14:09.000]  我們說一個關鍵的早上
[00:14:09.000 --> 00:14:10.000]  在你的心裡面
[00:14:10.000 --> 00:14:12.000]  現在有些什麼記掛
[00:14:12.000 --> 00:14:14.000]  你就拿著這個應許
[00:14:14.000 --> 00:14:17.000]  早晨你必聽我的聲音
[00:14:17.000 --> 00:14:21.000]  早晨我必陳明我對你的心意
[00:14:21.000 --> 00:14:22.000]  並要什麼
[00:14:22.000 --> 00:14:24.000]  並要什麼
[00:14:24.000 --> 00:14:25.000]  警醒即是
[00:14:25.000 --> 00:14:26.000]  警醒即是
[00:14:26.000 --> 00:14:28.000]  就好像我們剛剛這個馬科音
[00:14:28.000 --> 00:14:30.000]  不斷要留意著
[00:14:30.000 --> 00:14:32.000]  是不是
[00:14:32.000 --> 00:14:34.000]  我們求主幫助我們
[00:14:34.000 --> 00:14:35.000]  十五秒
[00:14:35.000 --> 00:14:37.000]  我們安靜一下
[00:14:37.000 --> 00:14:38.000]  有些什麼事
