
[00:00:00.000 --> 00:00:02.320]  祖文滿心感謝 讚美祢
[00:01:51.880 --> 00:01:55.280]  然後呢 還有不只是記錄了
[00:01:55.280 --> 00:01:57.780]  他跑步的成果呢 還記錄了這個
[00:01:57.780 --> 00:02:00.560]  跑步的經過 對嗎
[00:02:00.560 --> 00:02:03.580]  很有意思的 現在加上衛星地圖啊什麼
[00:02:03.580 --> 00:02:06.260]  把他跑過的哪一條路
[00:02:06.260 --> 00:02:09.240]  家裡附近的哪一條街道 哪一座大廈
[00:02:09.240 --> 00:02:11.580]  他都可以記錄整個過程
[00:02:11.580 --> 00:02:15.080]  我想我們的人生也是如此
[00:02:15.080 --> 00:02:17.540]  我們的人生也是
[00:02:17.540 --> 00:02:19.660]  如果我們要算我們2017年
[00:02:19.660 --> 00:02:21.260]  我不知道你想起的是
[00:02:21.260 --> 00:02:23.520]  你做了什麼事情
[00:02:23.780 --> 00:02:27.400]  你走過了怎樣的一些的道路
[00:02:27.400 --> 00:02:29.580]  經過了哪一些的關卡
[00:02:29.580 --> 00:02:32.560]  遇到了哪一些的人
[00:02:32.560 --> 00:02:35.140]  說過哪一些的話 等等
[00:02:35.140 --> 00:02:37.980]  這些都是你的生命 都是我的生命
[00:02:37.980 --> 00:02:39.020]  這些都是
[00:02:39.020 --> 00:02:41.280]  非常非常寶貴的
[00:02:41.280 --> 00:02:44.360]  今天呢 我要跟大家分享的這個
[00:02:44.360 --> 00:02:47.400]  題目呢 是叫 忘記背後
[00:02:47.400 --> 00:02:49.940]  努力面前 我們先看看
[00:02:49.940 --> 00:02:51.360]  今天的經文
[00:02:51.360 --> 00:02:53.540]  我們一起來唸好嗎
[00:02:54.460 --> 00:02:57.420]  這不是說我已經得著了
[00:02:57.420 --> 00:03:00.200]  已經完全了 我乃是
[00:03:00.200 --> 00:03:03.400]  竭力追求 或者可以得著
[00:03:03.400 --> 00:03:07.080]  基督耶穌所以得著我的
[00:03:07.080 --> 00:03:10.500]  弟兄們 我不是以自己
[00:03:10.500 --> 00:03:13.480]  以為自己已經得著了 我只有一件事
[00:03:13.480 --> 00:03:16.240]  就是忘記背後
[00:03:16.240 --> 00:03:19.280]  努力面前的 向著標杆
[00:03:19.280 --> 00:03:22.320]  直跑 要得神在基督耶穌裡
[00:03:22.320 --> 00:03:25.320]  從上面召我來得的
[00:03:25.320 --> 00:03:26.460]  獎賞
[00:03:26.460 --> 00:03:29.780]  今天呢 我主要的講到的大綱呢
[00:03:29.780 --> 00:03:32.800]  會分成三個主要的部分
[00:03:32.800 --> 00:03:35.980]  一個是 什麼叫做 忘記背後呢
[00:03:35.980 --> 00:03:40.280]  到底是什麼意思呢 不可能是把所有的東西都忘記
[00:03:40.280 --> 00:03:43.040]  那麼到底它是什麼意思呢 而且
[00:03:43.040 --> 00:03:46.060]  為什麼我們要 忘記背後呢
[00:03:46.060 --> 00:03:49.000]  這是第一部分 第二部分呢 我想跟大家一起
[00:03:49.000 --> 00:03:52.240]  探討呢 什麼叫做努力面前
[00:03:52.780 --> 00:03:56.180]  為什麼我們要努力面前 為什麼聖經
[00:03:56.180 --> 00:03:59.140]  要讓保羅在這裡講 我們要努力面前
[00:03:59.140 --> 00:04:01.900]  還有第三 我們可以怎樣的
[00:04:01.900 --> 00:04:04.520]  忘記背後 努力面前
[00:04:04.520 --> 00:04:07.640]  那麼 一起來 先看第一個重點
[00:04:07.640 --> 00:04:10.900]  就是 什麼叫做忘記背後
[00:04:10.900 --> 00:04:14.240]  要了解這一點呢
[00:04:14.240 --> 00:04:17.220]  在這段經文裡面的意思呢 我們需要了解
[00:04:17.220 --> 00:04:20.100]  斐利比書 在保羅寫的時候
[00:04:20.100 --> 00:04:23.580]  他在第三章的上文下裡
[00:04:23.580 --> 00:04:26.920]  他在斐利比書第三章的時候呢
[00:04:26.920 --> 00:04:29.980]  他開始的時候 他是要提醒當時候的信徒呢
[00:04:29.980 --> 00:04:32.280]  你們要小心
[00:04:32.280 --> 00:04:36.220]  因為有一些的假師父 有一些的異端
[00:04:36.220 --> 00:04:39.100]  他們在傳一些的道理
[00:04:39.100 --> 00:04:41.780]  傳一些福音 很強調什麼呢
[00:04:41.780 --> 00:04:44.840]  很強調 你要靠你的歌裡
[00:04:44.840 --> 00:04:47.560]  你要靠你的肉體 你要靠你的
[00:04:47.560 --> 00:04:50.700]  什麼本事 什麼背景呢 你才有本事呢
[00:04:50.700 --> 00:04:53.500]  能夠來認識這個福音
[00:04:53.500 --> 00:04:54.740]  所以呢
[00:04:54.740 --> 00:04:58.100]  保羅呢 他在斐利比書第三章的第二節
[00:04:58.100 --> 00:05:00.140]  他就這樣說了
[00:05:00.140 --> 00:05:03.540]  每次呢 你看到保羅他針對
[00:05:03.540 --> 00:05:06.240]  耶穌基督的福音
[00:05:06.240 --> 00:05:09.040]  被扭曲的時候呢 你就會發現
[00:05:09.040 --> 00:05:11.640]  保羅他真的是不客氣了
[00:05:11.640 --> 00:05:15.140]  他用的詞語呢 可以是很強烈的
[00:05:15.220 --> 00:05:18.020]  有一次我們講到我們說
[00:05:18.020 --> 00:05:21.380]  我們基督徒都是被教導要有愛心
[00:05:21.380 --> 00:05:24.460]  但是有些時候我們對一些罪惡的東西呢
[00:05:24.460 --> 00:05:26.940]  我們不夠痛恨
[00:05:26.940 --> 00:05:30.160]  這個影響了我們自己靈敏的成長
[00:05:30.160 --> 00:05:33.060]  我們說我們要愛上帝所愛的
[00:05:33.060 --> 00:05:37.400]  但是同時我們要恨上帝所恨的
[00:05:37.400 --> 00:05:41.220]  所以保羅他在上帝的福音被扭曲的時候呢
[00:05:41.220 --> 00:05:44.220]  他是用很強烈的言詞
[00:05:44.220 --> 00:05:46.540]  來斥責這些人
[00:05:46.540 --> 00:05:49.560]  為什麼這麼重要呢 因為福音
[00:05:49.560 --> 00:05:51.880]  一旦被扭曲呢 就會怎麼樣呢
[00:05:51.880 --> 00:05:56.180]  影響人不能夠真正的認識耶穌
[00:05:56.180 --> 00:05:58.180]  不能夠得到神的愛
[00:05:58.180 --> 00:06:00.180]  不能夠得到永生 不能夠得救恩
[00:06:00.180 --> 00:06:04.280]  所以保羅為什麼會在這些情況他用的詞語這麼強烈
[00:06:04.280 --> 00:06:06.280]  我們看一看他多麼強烈啊
[00:06:06.280 --> 00:06:08.680]  他跟當時的基督徒說什麼呢
[00:06:08.680 --> 00:06:12.060]  他說 你們應當怎麼樣呢 要防備
[00:06:12.060 --> 00:06:15.040]  他不是講防備假師父啊 他說防備什麼呢
[00:06:15.040 --> 00:06:18.900]  防備犬類啊 防備狗啊
[00:06:18.900 --> 00:06:22.200]  你們要防備那些狗啊 強不強烈啊
[00:06:22.200 --> 00:06:24.940]  今天我們都很不會這麼說話
[00:06:24.940 --> 00:06:26.940]  我不是教你這麼去說話啊
[00:06:26.940 --> 00:06:28.940]  我是要跟你說 保羅那個
[00:06:28.940 --> 00:06:32.140]  恨上帝所恨的那種精神是這樣子
[00:06:32.140 --> 00:06:34.440]  他說 你應該防備犬類
[00:06:34.440 --> 00:06:36.440]  防備作惡的
[00:06:36.440 --> 00:06:39.940]  防備妄自行割的
[00:06:39.940 --> 00:06:43.940]  就是妄自自攻的那些人
[00:06:43.940 --> 00:06:45.940]  他用了這麼強烈的字眼啊
[00:06:45.940 --> 00:06:48.940]  因為他們說 這些人很強調要割禮啊
[00:06:48.940 --> 00:06:50.940]  要割禮才能夠得救啊
[00:06:50.940 --> 00:06:53.940]  他說 你要防備那些自攻的
[00:06:53.940 --> 00:06:55.940]  要防備那些自己行割禮的
[00:06:55.940 --> 00:06:58.940]  他說 你要防備自行割的
[00:06:58.940 --> 00:07:00.940]  因為真的受割禮
[00:07:00.940 --> 00:07:05.940]  乃是我們與神的靈來敬拜
[00:07:05.940 --> 00:07:07.940]  保羅就說 真正的割禮是什麼呢
[00:07:07.940 --> 00:07:09.940]  耶穌基督成就了救恩之後
[00:07:09.940 --> 00:07:15.940]  真正的割禮也不是猶太人以前的那種身體上的割禮
[00:07:15.940 --> 00:07:17.940]  而是講 能夠有救恩是因為
[00:07:17.940 --> 00:07:22.940]  耶穌基督他整個生命已經為我們流血在十字架上
[00:07:22.940 --> 00:07:29.940]  他說 真正的割禮是我們這些與神的靈來敬拜的
[00:07:29.940 --> 00:07:34.940]  在基督裡誇口 不靠著肉體
[00:07:34.940 --> 00:07:38.940]  然後他說 我們不要靠肉體
[00:07:38.940 --> 00:07:40.940]  第四節他就說什麼呢
[00:07:40.940 --> 00:07:42.940]  如果你真的要靠肉體呢 保羅說什麼呢
[00:07:42.940 --> 00:07:44.940]  我也可以靠肉體
[00:07:44.940 --> 00:07:46.940]  他說 我也有資格靠肉體
[00:07:46.940 --> 00:07:48.940]  他說 我是什麼呢
[00:07:48.940 --> 00:07:52.940]  我是猶太人中的猶太人
[00:07:52.940 --> 00:07:54.940]  我是法利塞人中的法利塞人
[00:07:54.940 --> 00:08:00.940]  他是在當時候猶太教最有名的猶太教老師門下的弟子
[00:08:00.940 --> 00:08:05.940]  而且他守那個律法是守得比人還要進錢
[00:08:05.940 --> 00:08:08.940]  他說 如果你真的要靠肉體
[00:08:08.940 --> 00:08:11.940]  我可以說我比任何人都可以靠肉體
[00:08:11.940 --> 00:08:13.940]  然後就在這個前提之下
[00:08:13.940 --> 00:08:16.940]  他說 不過我們現在要怎麼樣呢
[00:08:16.940 --> 00:08:22.940]  忘記背後 努力面前
[00:08:22.940 --> 00:08:25.940]  所以剛才我們問一個問題 什麼叫做忘記背後
[00:08:25.940 --> 00:08:27.940]  保羅究竟在這段經文講什麼呢
[00:08:27.940 --> 00:08:30.940]  原來他的這段經文裡面講的是
[00:08:30.940 --> 00:08:35.940]  忘記那些你從前可以依靠的
[00:08:35.940 --> 00:08:41.940]  弟兄姊妹 我們從前依靠什麼來讓我們覺得我們還是算是很不錯的一個好人呢
[00:08:41.940 --> 00:08:44.940]  忘記它 忘記它
[00:08:44.940 --> 00:08:49.940]  他說 現在你要靠的是唯一可靠的就是耶穌基督
[00:08:49.940 --> 00:08:51.940]  所以他跟那些猶太人說
[00:08:51.940 --> 00:08:53.940]  弟兄啊 猶太人的弟兄啊
[00:08:53.940 --> 00:08:56.940]  你以前以為你是優越的民族嗎
[00:08:56.940 --> 00:08:58.940]  因為你有亞伯拉罕
[00:08:58.940 --> 00:09:01.940]  你的祖先傳下來的約讓你守戈里嗎
[00:09:01.940 --> 00:09:04.940]  你因為你是猶太籍而感到憂鬱嗎
[00:09:04.940 --> 00:09:06.940]  神的選民嗎
[00:09:06.940 --> 00:09:10.940]  保羅說什麼呢 忘記它 忘記它
[00:09:10.940 --> 00:09:13.940]  忘記這一切 忘記背後 努力面前
[00:09:13.940 --> 00:09:15.940]  這是第一個定義
[00:09:15.940 --> 00:09:17.940]  當然 如果我們離開這段經文
[00:09:17.940 --> 00:09:20.940]  我們去到聖經的不一樣地方
[00:09:20.940 --> 00:09:22.940]  我們也可以了解到
[00:09:22.940 --> 00:09:26.940]  忘記背後也包括了一些東西我們是可以放下的
[00:09:26.940 --> 00:09:29.940]  我讀多一段經文給大家聽
[00:09:29.940 --> 00:09:31.940]  希伯來書的十二章
[00:09:31.940 --> 00:09:34.940]  十二章那裡呢 第一第二節
[00:09:34.940 --> 00:09:35.940]  他說什麼呢
[00:09:35.940 --> 00:09:39.940]  他說 我們既有著許多的見證人
[00:09:39.940 --> 00:09:46.940]  就是說 在我們的這個信仰的歷史前面已經有很多的愛主的人犧牲了
[00:09:46.940 --> 00:09:48.940]  他們因為愛主的緣故呢
[00:09:48.940 --> 00:09:51.940]  他們面對逼迫 面對什麼都不怕
[00:09:51.940 --> 00:09:54.940]  面對死 他們也不怕犧牲了
[00:09:54.940 --> 00:09:57.940]  這些都是美麗的雲彩啊
[00:09:57.940 --> 00:09:59.940]  這些都是見證人啊
[00:09:59.940 --> 00:10:03.940]  他們都是因為真的是經歷了上帝 知道上帝是真實的
[00:10:03.940 --> 00:10:05.940]  所以面對死的時候不怕
[00:10:05.940 --> 00:10:08.940]  一點都不怕 這麼多
[00:10:08.940 --> 00:10:09.940]  他們都不怕
[00:10:09.940 --> 00:10:10.940]  他說什麼呢
[00:10:10.940 --> 00:10:13.940]  我們既然有這麼多的見證人
[00:10:13.940 --> 00:10:16.940]  如同雲彩圍繞著我們
[00:10:16.940 --> 00:10:19.940]  我們就應當放下 放下
[00:10:19.940 --> 00:10:21.940]  放下各樣的重擔
[00:10:21.940 --> 00:10:26.940]  脫去容易纏累我們的罪
[00:10:26.940 --> 00:10:29.940]  放下 脫去
[00:10:29.940 --> 00:10:32.940]  重擔可能是你心裡的負擔
[00:10:32.940 --> 00:10:35.940]  保羅說放下
[00:10:35.940 --> 00:10:38.940]  脫去容易纏累我們的罪
[00:10:38.940 --> 00:10:42.940]  一旦有罪的時候就容易纏累我們
[00:10:42.940 --> 00:10:44.940]  純心忍耐
[00:10:44.940 --> 00:10:46.940]  純心忍耐來做什麼呢
[00:10:46.940 --> 00:10:49.940]  來奔跑 向前奔跑
[00:10:49.940 --> 00:10:53.940]  奔那擺在我們前頭的路程
[00:10:53.940 --> 00:10:56.940]  奔跑 仰望我們
[00:10:56.940 --> 00:10:59.940]  為我們信心創始成中的耶穌
[00:10:59.940 --> 00:11:02.940]  你看西伯來書這段經文這兩節
[00:11:02.940 --> 00:11:05.940]  是不是跟我們今天讀的有點像啊
[00:11:05.940 --> 00:11:07.940]  忘記背後 努力面前
[00:11:07.940 --> 00:11:10.940]  但是他的忘記的內容不大一樣
[00:11:10.940 --> 00:11:12.940]  保羅他的忘記是什麼呢
[00:11:12.940 --> 00:11:15.940]  放下那些我們可依靠的
[00:11:15.940 --> 00:11:18.940]  西伯來書那裡的放下是什麼呢
[00:11:18.940 --> 00:11:21.940]  把我們拖住的重擔
[00:11:21.940 --> 00:11:24.940]  把我們纏累的罪
[00:11:24.940 --> 00:11:25.940]  不一樣的東西
[00:11:25.940 --> 00:11:29.940]  但是都是使我們不能夠向前跑的
[00:11:29.940 --> 00:11:33.940]  你有沒有看過奧林匹克的短跑競賽
[00:11:33.940 --> 00:11:34.940]  你有沒有看到
[00:11:34.940 --> 00:11:37.940]  如果你有機會看過去的二十年
[00:11:37.940 --> 00:11:39.940]  三十年的奧林匹克
[00:11:39.940 --> 00:11:42.940]  那些選手的裝扮呢
[00:11:42.940 --> 00:11:45.940]  有什麼不同嗎
[00:11:45.940 --> 00:11:47.940]  他們的穿著怎麼樣呢
[00:11:47.940 --> 00:11:50.940]  越來越單薄
[00:11:50.940 --> 00:11:51.940]  然後呢
[00:11:51.940 --> 00:11:54.940]  在穿著方面還很講究
[00:11:54.940 --> 00:11:57.940]  後來發現不是越少就越好的
[00:11:57.940 --> 00:11:59.940]  本來是認為越少就越好
[00:11:59.940 --> 00:12:01.940]  就可能越輕
[00:12:01.940 --> 00:12:02.940]  他們少那一刻
[00:12:02.940 --> 00:12:05.940]  可能影響了是誰第一個衝線
[00:12:05.940 --> 00:12:09.940]  那0.01秒到底是你還是我
[00:12:09.940 --> 00:12:12.940]  所以越輕就越能夠向前衝得越快
[00:12:12.940 --> 00:12:14.940]  哪怕是那0.01秒
[00:12:14.940 --> 00:12:15.940]  後來新的科技發現
[00:12:15.940 --> 00:12:18.940]  原來是要怎麼樣的布料
[00:12:18.940 --> 00:12:21.940]  怎麼樣的把那個風力減到最少
[00:12:21.940 --> 00:12:23.940]  風的阻力減到最少呢
[00:12:23.940 --> 00:12:24.940]  才能夠向前衝
[00:12:24.940 --> 00:12:29.940]  哪怕是爭取那0.01秒的速度
[00:12:29.940 --> 00:12:30.940]  這是什麼呢
[00:12:30.940 --> 00:12:33.940]  就是要放下重擔
[00:12:33.940 --> 00:12:35.940]  脫掉那些纏累我們的罪
[00:12:35.940 --> 00:12:38.940]  如果我們生命中有重擔有罪呢
[00:12:38.940 --> 00:12:41.940]  神經鼓勵我們放下
[00:12:41.940 --> 00:12:43.940]  脫去這些纏累我們的罪
[00:12:43.940 --> 00:12:46.940]  所以這裡的第二個定義是什麼呢
[00:12:46.940 --> 00:12:48.940]  那些負面的
[00:12:48.940 --> 00:12:52.940]  第一個定義是那些人看為是正面的
[00:12:52.940 --> 00:12:54.940]  人看為是我們可依靠的
[00:12:54.940 --> 00:12:56.940]  第二個定義是那些負面的
[00:12:56.940 --> 00:13:00.940]  保羅說我們要忘記背後
[00:13:00.940 --> 00:13:05.940]  為什麼我們要忘記背後呢
[00:13:05.940 --> 00:13:07.940]  大家覺得呢
[00:13:07.940 --> 00:13:10.940]  其實很簡單啊
[00:13:10.940 --> 00:13:15.940]  因為當我們依靠我們所熟悉的
[00:13:15.940 --> 00:13:20.940]  我們很容易的就不會依靠神
[00:13:20.940 --> 00:13:22.940]  我們依靠我們很熟悉的東西呢
[00:13:22.940 --> 00:13:25.940]  我們漸漸的就靠著我們自己的經驗
[00:13:25.940 --> 00:13:27.940]  來處理很多的事情
[00:13:27.940 --> 00:13:29.940]  就不會依靠神
[00:13:29.940 --> 00:13:34.940]  不會產生一個天天與神同行的生命
[00:13:34.940 --> 00:13:36.940]  我不知道你記不記得大胃王
[00:13:36.940 --> 00:13:39.940]  他在打仗的時候他有一些的經驗
[00:13:39.940 --> 00:13:40.940]  第一次打仗的時候
[00:13:40.940 --> 00:13:43.940]  上帝叫他職工
[00:13:43.940 --> 00:13:44.940]  他得勝了
[00:13:44.940 --> 00:13:45.940]  得勝了之後
[00:13:45.940 --> 00:13:48.940]  然後第二次又再打仗了
[00:13:48.940 --> 00:13:51.940]  大胃王他被上帝稱許是因為什麼呢
[00:13:51.940 --> 00:13:53.940]  他沒有假設
[00:13:53.940 --> 00:13:55.940]  第二次都是用同樣的方法
[00:13:55.940 --> 00:13:56.940]  職工
[00:13:56.940 --> 00:13:57.940]  他就怎麼樣呢
[00:13:57.940 --> 00:13:59.940]  他尋求神
[00:13:59.940 --> 00:14:00.940]  他尋求神
[00:14:00.940 --> 00:14:02.940]  他不以第一次的經驗
[00:14:02.940 --> 00:14:03.940]  假設了第一次的經驗
[00:14:03.940 --> 00:14:07.940]  就可以用來在第二次的事情上一樣得到成功
[00:14:07.940 --> 00:14:10.940]  他謙卑的心尋求神
[00:14:10.940 --> 00:14:11.940]  神就告訴他
[00:14:11.940 --> 00:14:13.940]  這次你不要職工
[00:14:13.940 --> 00:14:15.940]  你派一隊的人從旁邊過去
[00:14:15.940 --> 00:14:20.940]  你派一隊的人職工
[00:14:20.940 --> 00:14:24.940]  我不知道你的侍奉是怎麼樣
[00:14:24.940 --> 00:14:27.940]  我不知道你的生活是怎麼樣
[00:14:27.940 --> 00:14:32.940]  是不是很多事情你已經變成了一些的習慣
[00:14:32.940 --> 00:14:35.940]  你已經不覺得需要依靠神了
[00:14:35.940 --> 00:14:39.940]  我同意有些事情是上帝給我們的常識
[00:14:39.940 --> 00:14:41.940]  經驗也是寶貴的
[00:14:41.940 --> 00:14:43.940]  我們可以重複再用
[00:14:43.940 --> 00:14:47.940]  我不反對我們重複再用一些的方法
[00:14:47.940 --> 00:14:50.940]  我不反對我們用上帝給我們的經驗
[00:14:50.940 --> 00:14:53.940]  因為經驗也是上帝給我們的
[00:14:53.940 --> 00:14:55.940]  但是你聽清楚了
[00:14:55.940 --> 00:14:58.940]  我要大家鼓勵大家跟我們一起學習
[00:14:58.940 --> 00:15:00.940]  要留心的是什麼呢
[00:15:00.940 --> 00:15:04.940]  在經驗越來越豐富的過程中
[00:15:04.940 --> 00:15:09.940]  我們忘了最重要的就是與神同工
[00:15:09.940 --> 00:15:10.940]  每一次都是神
[00:15:10.940 --> 00:15:13.940]  這次是不是這樣做呢
[00:15:13.940 --> 00:15:15.940]  又來了多一次同樣的事情
[00:15:15.940 --> 00:15:16.940]  再問上帝
[00:15:16.940 --> 00:15:19.940]  這次是不是這樣做呢
[00:15:19.940 --> 00:15:20.940]  有平安
[00:15:20.940 --> 00:15:21.940]  上帝沒有說改變
[00:15:21.940 --> 00:15:24.940]  你就用你過去的方法去做了
[00:15:24.940 --> 00:15:26.940]  我不知道弟兄姊妹你想到什麼
[00:15:26.940 --> 00:15:30.940]  什麼東西其實你是忘了尋求神的呢
[00:15:30.940 --> 00:15:34.940]  比如你是要怎樣跟你的兒女相處
[00:15:34.940 --> 00:15:36.940]  是不是每年都做一樣同樣的事情
[00:15:36.940 --> 00:15:39.940]  然後你總是會令你失望呢
[00:15:39.940 --> 00:15:43.940]  你想得到的效果回來的是不一樣的呢
[00:15:43.940 --> 00:15:46.940]  你想買一張機票飛去看他
[00:15:46.940 --> 00:15:49.940]  然後你發現每次去看他的時候
[00:15:49.940 --> 00:15:51.940]  很高興的去到那裡
[00:15:51.940 --> 00:15:53.940]  然後那相處的時間
[00:15:53.940 --> 00:15:55.940]  然後你又不覺得有什麼特別
[00:15:55.940 --> 00:15:57.940]  你有沒有想過
[00:15:57.940 --> 00:16:00.940]  這一次你可以先尋求神呢
[00:16:00.940 --> 00:16:01.940]  問上帝
[00:16:01.940 --> 00:16:03.940]  這一次我飛到那裡的時候
[00:16:03.940 --> 00:16:06.940]  我們要怎麼樣相處呢
[00:16:06.940 --> 00:16:11.940]  可能上帝會給你不同的啟示
[00:16:11.940 --> 00:16:12.940]  第二
[00:16:12.940 --> 00:16:15.940]  為什麼我們要忘記背後呢
[00:16:15.940 --> 00:16:20.940]  如果我們被過往的罪來纏累
[00:16:20.940 --> 00:16:23.940]  被過往的重擔來綁住的話
[00:16:23.940 --> 00:16:29.940]  我們無法向著上帝給我們的目標來奔跑
[00:16:29.940 --> 00:16:30.940]  記住啊
[00:16:30.940 --> 00:16:32.940]  聖經這句話它是用了一個詞
[00:16:32.940 --> 00:16:34.940]  你有沒有留意到是什麼詞呢
[00:16:34.940 --> 00:16:35.940]  奔
[00:16:35.940 --> 00:16:37.940]  奔跑的奔
[00:16:37.940 --> 00:16:40.940]  所以其實我們是可以很自由的
[00:16:40.940 --> 00:16:42.940]  我們是可以向前衝的
[00:16:42.940 --> 00:16:45.940]  但是有些弟兄姊妹他不是沒有目標
[00:16:45.940 --> 00:16:47.940]  他也很專心的仰望上帝
[00:16:47.940 --> 00:16:49.940]  他有目標
[00:16:49.940 --> 00:16:51.940]  他也看得很清楚目標是什麼
[00:16:51.940 --> 00:16:53.940]  但是他不能奔
[00:16:53.940 --> 00:16:54.940]  他只能是什麼呢
[00:16:54.940 --> 00:16:56.940]  拖
[00:16:56.940 --> 00:16:58.940]  拖自己的身體
[00:16:58.940 --> 00:16:59.940]  因為為什麼呢
[00:16:59.940 --> 00:17:02.940]  因為生命裡面有重擔
[00:17:02.940 --> 00:17:03.940]  有罪
[00:17:03.940 --> 00:17:05.940]  別人在短跑賽跑的時候呢
[00:17:05.940 --> 00:17:08.940]  是一身的輕裝上陣
[00:17:08.940 --> 00:17:09.940]  準備跑了
[00:17:09.940 --> 00:17:11.940]  你上去要準備比賽的時候呢
[00:17:11.940 --> 00:17:14.940]  你是背著一個背包
[00:17:14.940 --> 00:17:16.940]  在那邊準備了
[00:17:16.940 --> 00:17:18.940]  槍聲一響
[00:17:18.940 --> 00:17:19.940]  開始跑的時候
[00:17:19.940 --> 00:17:21.940]  你是開一奔的跑
[00:17:21.940 --> 00:17:22.940]  向著那個目標去的
[00:17:22.940 --> 00:17:23.940]  你是怎麼樣呢
[00:17:23.940 --> 00:17:25.940]  跑得很吃力
[00:17:25.940 --> 00:17:27.940]  因為你一面為神付出
[00:17:27.940 --> 00:17:30.940]  你一面帶著生命很多的罪
[00:17:30.940 --> 00:17:33.940]  你跑兩步又退後三步
[00:17:33.940 --> 00:17:35.940]  跑三步又退後兩步
[00:17:35.940 --> 00:17:36.940]  你常常這樣的
[00:17:36.940 --> 00:17:37.940]  你覺得很辛苦
[00:17:37.940 --> 00:17:39.940]  你知道神愛你
[00:17:39.940 --> 00:17:40.940]  你知道神給你目標
[00:17:40.940 --> 00:17:42.940]  你知道很清晰
[00:17:42.940 --> 00:17:44.940]  但是你跑兩步退三步
[00:17:44.940 --> 00:17:46.940]  跑三步退兩步
[00:17:46.940 --> 00:17:49.940]  你還希望繼續有這樣的生活嗎
[00:17:49.940 --> 00:17:51.940]  如果你不希望有這樣的生活
[00:17:51.940 --> 00:17:53.940]  我鼓勵你
[00:17:53.940 --> 00:17:55.940]  放下你的重擔
[00:17:55.940 --> 00:17:59.940]  脫掉那個纏累你的罪
[00:17:59.940 --> 00:18:01.940]  你去尋求上帝
[00:18:01.940 --> 00:18:04.940]  讓上帝教你怎麼做
[00:18:04.940 --> 00:18:05.940]  所以
[00:18:05.940 --> 00:18:06.940]  忘記背後
[00:18:06.940 --> 00:18:08.940]  不是忘記一切
[00:18:08.940 --> 00:18:11.940]  因為詩篇教導我們什麼呢
[00:18:11.940 --> 00:18:16.940]  它教導我們不可忘記上帝的恩惠
[00:18:16.940 --> 00:18:18.940]  過去有很多價值的
[00:18:18.940 --> 00:18:19.940]  當我們想過去的時候
[00:18:19.940 --> 00:18:21.940]  其實要想這一整年
[00:18:21.940 --> 00:18:25.940]  2017年你經歷了什麼恩典
[00:18:25.940 --> 00:18:28.940]  在2017年我經歷了許多的恩典
[00:18:28.940 --> 00:18:30.940]  其中包括什麼呢
[00:18:30.940 --> 00:18:31.940]  很多人
[00:18:31.940 --> 00:18:33.940]  我看到很多人
[00:18:33.940 --> 00:18:36.940]  絕治了
