
[00:00:00.000 --> 00:00:12.000]  好!「人生旅途的仰望,尚處職守」,詩篇第 123 篇,大家有聖經,你打開聖篇。
[00:02:21.000 --> 00:02:29.000]  但係無論你係觀光又好,唔係觀光又好,都適合喺你旅途上面呢,嚟到昌中,嚟到去背仲嘅。
[00:02:29.000 --> 00:02:34.000]  好啦!咁我講咗啦,咁喺呢個嘅《詩篇》裏面呢,我哋呢度第四首啦。
[00:02:34.000 --> 00:02:42.000]  我哋見到佢係有唔同嘅,即係一個叫編輯嘅一個嘅重點嘅,幾篇就為一輯,幾篇為一輯嘅。
[00:02:42.000 --> 00:02:47.000]  咁而第一篇到第三篇,其實係其中一個嘅單元。
[00:02:47.000 --> 00:02:54.000]  但係第二篇連接到第四篇呢,係有另外一個叫關元中嘅關元喎。
[00:02:54.000 --> 00:03:01.000]  即係從一個嘅朝聖者呀,一個旅客佢嘅視覺呀,佢眼所睇見嘅嘢呀。
[00:03:01.000 --> 00:03:09.000]  記唔記得《詩篇》第120篇講啲乜㗎?記唔記得呀?《詩篇》第120篇,睇一睇。
[00:03:09.000 --> 00:03:18.000]  所以回頭看、回頭望呀,佢有後顧之憂呀,佢記到嘅地方,有人攻擊佢呀,毀謗佢呀,係咪呀?
[00:03:18.000 --> 00:03:25.000]  佢回頭看、回頭望,佢背後受敵,喺佢出發嘅前,佢回頭望一望,佢去唔去去呢?
[00:03:25.000 --> 00:03:30.000]  但佢知道,神於急難當中,請求佢,佢向前行。
[00:03:30.000 --> 00:03:33.000]  跟住第121首,就係《論圖》當中啦,係咪呀?
[00:03:33.000 --> 00:03:40.000]  喺荒山野嶺,所以佢要向山舉目,神不必叫佢嘅腳嚟到點樣呀?
[00:03:40.000 --> 00:03:55.000]  搖動呀,白日、夜晚、早餐、夜宿、白日太陽必不傷我,夜間月亮必不害我。
[00:03:55.000 --> 00:04:01.000]  當佢向前行嘅時候,佢遠遠就睇到梁大山地石安山嗰個嘅山勢,
[00:04:01.000 --> 00:04:03.000]  雖然唔係一個好雄偉嘅山勢,
[00:04:03.000 --> 00:04:11.000]  但係喺一個旅途當中,喺一個高山,佢一定注目睇到嘅,佢向遠望,我要向山舉目,
[00:04:11.000 --> 00:04:14.000]  我嘅幫助,從何而來?
[00:04:14.000 --> 00:04:16.000]  佢嗰時仲未去過嘅,係咪呀?
[00:04:16.000 --> 00:04:17.000]  離偏我去邊啦?
[00:04:17.000 --> 00:04:25.000]  跟住第122篇,即係上一次我所講嘅,佢要去到石安山,去到聖殿門口呀,係咪呀?
[00:04:25.000 --> 00:04:35.000]  一齊落國泥,一齊想見佢敬拜,於是佢加入呢個敬拜嘅群體,去踏入呢一個聖城嘅門口,踏進呢個聖殿嘅階梯裏面,係咪呀?
[00:04:35.000 --> 00:04:46.000]  佢要尊量呢個聖明,係一個全接觸,佢睇到周圍一班頂智妹,一齊去敬拜,所以佢為呢個聖明嘅群體,嚟到去祝福,係咪呀?
[00:04:46.000 --> 00:04:48.000]  點祝福法呀?
[00:04:48.000 --> 00:04:57.000]  願你哋平安,願你哋平靜,仲有呀?願你哋咩呀?
[00:04:57.000 --> 00:05:13.000]  希望,係咪呀?祝佢哋希望,平安,平靜,願你doing well,願你有well-being,然後你喺神界裏面,其實你唔使做啲咩嘢,doing nothing。
[00:05:13.000 --> 00:05:23.000]  然後今次啦,我哋去到呢邊呢,就入到聖殿裏面喎,佢抬頭看喎,向天舉目,向上看喎,而家呢度向上看喎。
[00:05:23.000 --> 00:05:33.000]  有啲似睇間科醫生呀,有冇去睇過呀?Check呀,睇呢度,睇呢度,睇嗰度,睇嗰度咁呀,但係都要睇上面呀,記住喎,睇上面喎。
[00:05:33.000 --> 00:05:43.000]  我哋一齊讀呢個嘅,一齊讀好冇呀?詩篇第一百二十三篇,入讀我呢度嘅頒讀啦,好冇呀?
[00:05:43.000 --> 00:06:04.000]  「坐在天上的主下,我向你舉目,看那僕人的眼睛怎樣仰望主人的手,平人的眼睛怎樣仰望女主人的手,我們的眼睛也怎樣仰望耶和華,我們的上帝直到祂憐憫我們。」
[00:06:04.000 --> 00:06:20.000]  「耶和華求祢憐憫我們,憐惜我們,因為我們受盡了藐視,我們受盡了安逸人的譏笑,和驕傲人的藐視。」
[00:06:20.000 --> 00:06:28.000]  你發現呢度有啲重複嘅字眼呀,「舉目」啦,「憐憫我」啦,「藐視」啦,呢啲都係好重複嘅字眼嚟嘅。
[00:06:28.000 --> 00:06:38.000]  咁呢個詩篇呢就係一個俾我哋去視覺嘅轉變呀,即係睇嘢嗰個方位呀,視覺嘅轉變。
[00:06:38.000 --> 00:06:46.000]  一個從遠望,從望四圍周圍,就向咩呀?向上望。
[00:06:46.000 --> 00:06:53.000]  呢首嘅詩篇叫我哋要向上望,叫我哋專注天上。
[00:06:53.000 --> 00:07:00.000]  佢有一個嘅比喻喎,就係話,獄人嘅眼睛,點樣仰望主人嘅手?
[00:07:00.000 --> 00:07:04.000]  鄙人嘅眼睛,點樣仰望女主人嘅手?
[00:07:04.000 --> 00:07:10.000]  我哋嘅眼睛也照樣仰望耶和華,我們上帝嘅手。
[00:07:10.000 --> 00:07:16.000]  第一,我哋要專注天上嘅一雙手,呢雙手係分腹嘅手。
[00:07:16.000 --> 00:07:23.000]  邊個分腹嘅手呢?
[00:07:23.000 --> 00:07:26.000]  第一,首先,我哋要抬頭先。
[00:07:26.000 --> 00:07:29.000]  我哋向上望先,較正我哋嘅觀點。
[00:07:29.000 --> 00:07:32.000]  我哋係睇緊上面嗰一位。
[00:07:32.000 --> 00:07:36.000]  當然啦,佢用主人、主母嚟做比喻啦。
[00:07:36.000 --> 00:07:40.000]  佢話要照樣,我哋去仰望天上嘅手。
[00:07:40.000 --> 00:07:46.000]  好似獄人喺主人嘅手,婢女喺佢主母、女主人嘅手。
[00:07:46.000 --> 00:07:53.000]  咁呢種嘅動作呢,係一種舉目睇,要看嘅。
[00:07:53.000 --> 00:07:54.000]  看乜嘢呢?
[00:07:54.000 --> 00:07:57.000]  看一雙分腹嘅手呀。
[00:07:57.000 --> 00:08:08.000]  舊陣時呢,啲主僕嘅關係,嗰啲獨人、婢女呀,或者用中國人講嗰啲妹仔呀,嗰啲家丁、家僕呀。
[00:08:08.000 --> 00:08:12.000]  佢哋喺屋企入面係點服侍啲主人嘅呢?
[00:08:12.000 --> 00:08:15.000]  大家有冇啲好遠啲嘅記憶呢?
[00:08:15.000 --> 00:08:22.000]  可能嗰啲年紀比較成熟啲嘅靚姐妹,成長啲嘅靚姐妹。
[00:08:22.000 --> 00:08:33.000]  都記憶到可能喺童年嘅時候,喺鄉下嘅時候,喺大家族嘅時候,屋企有啲丫鬟呀、妹仔呀、春梅呀、秋香呀嗰啲呀。
[00:08:33.000 --> 00:08:36.000]  嗰啲嗰啲,我講嗰啲呀。
[00:08:36.000 --> 00:08:43.000]  你知唔知我講咩?佢哋係點樣服侍啲奶奶呀、少奶呀、老太爺呀咁樣,係咪呀?
[00:08:43.000 --> 00:08:45.000]  咁佢哋係點樣呀?
[00:08:45.000 --> 00:08:52.000]  佢哋呢就唔使個老太爺吩咐,唔使個奶奶吩咐,唔使阿少奶吩咐,佢哋就識做喇喎。
[00:08:52.000 --> 00:08:56.000]  依啲用嚟講睇咩呀?眉頭眼眼呀,係咪呀?
[00:08:56.000 --> 00:09:00.000]  你識唔識睇?眉頭眼眼,唔使講嘅。
[00:09:00.000 --> 00:09:09.000]  咁呢就係,呢個聖經嘅背景嗰個嘅情況呢,佢哋唔係睇眉頭眼眼,睇住手咋。
[00:09:09.000 --> 00:09:15.000]  即係主人一舉咗手,咁佢哋知道佢想點㗎喇喎。
[00:09:15.000 --> 00:09:18.000]  即手要郁,就知道想點㗎喇喎。
[00:09:18.000 --> 00:09:24.000]  有客人嚟,我哋睇得啲宮廷,清朝宮廷嗰啲電視劇多啦。
[00:09:24.000 --> 00:09:28.000]  咁又或者嗰啲大家族故事多啦。
[00:09:28.000 --> 00:09:32.000]  咁就要等到黃師傅,睇茶,金茶,咁先揀通茶。
[00:09:32.000 --> 00:09:41.000]  唔使㗎,有朋友嚟到,個主人,咁佢就嚟㗎喇,係咪呀?
[00:09:41.000 --> 00:09:44.000]  唔使出聲㗎,係咪呀?唔使出聲㗎喎。
[00:09:44.000 --> 00:09:49.000]  咁所以嗰個人呢,佢要好專注嗰個主人嘅眉頭眼眼呀,經常。
[00:09:49.000 --> 00:09:54.000]  或者喺聖經嗰時候,聖經睇佢嘅手勢呀,係咪呀?睇住佢。
[00:09:54.000 --> 00:10:01.000]  睇住手,睇佢有咩呀?佢明㗎喇,明晒㗎喇,咁佢就即刻去,係觀察入眉㗎。
[00:10:01.000 --> 00:10:07.000]  對於主人嘅心情心意呢,佢觀察於細微㗎。
[00:10:07.000 --> 00:10:10.000]  咁就唔使講,就識做㗎喇。
[00:10:10.000 --> 00:10:17.000]  我哋上個禮拜呢,喺教會嘅真言茶經嗰度呢,就查到真言第二十九章,第十九節啦。
[00:10:17.000 --> 00:10:22.000]  一句呢,就係好難解㗎,嗰時我都冇解,我留返而家解㗎。
[00:10:22.000 --> 00:10:27.000]  佢話呢,十二日廿九章十九節呀,嗰句呢,就係大家聽到㗎嘛。
[00:10:27.000 --> 00:10:33.000]  嗰讀人呀,不能靠言語受教,即使明白,也不如應。
[00:10:33.000 --> 00:10:36.000]  咁點解呢?佢真係唔知點解㗎喎。
[00:10:36.000 --> 00:10:39.000]  點教佢呀?言語教佢,梗係要教佢啦。
[00:10:39.000 --> 00:10:41.000]  因為讀人不能夠靠言語受教。
[00:10:41.000 --> 00:10:49.000]  嗰讀人呀,嗰啲聽話嘅讀人,體貼嘅讀人,說服嘅讀人,係咪呀?
[00:10:49.000 --> 00:10:54.000]  客見嘅讀人,唔使用言語教佢㗎。
[00:10:54.000 --> 00:10:59.000]  你用言語教佢嗰啲呢,都係最終都係幫唔到你好多手。
[00:10:59.000 --> 00:11:04.000]  即係佢係靠言語教佢呢,佢都唔會誤應,唔識明白㗎,係咪呀?
[00:11:04.000 --> 00:11:06.000]  嗰啲好嘅讀人係點樣呀?
[00:11:06.000 --> 00:11:10.000]  睇,中華睇,眉珠㗎,眉頭眼。
[00:11:10.000 --> 00:11:15.000]  喺聖經嘅時代,嗰啲人睇主人嘅手勢。
[00:11:15.000 --> 00:11:18.000]  咁所以睇點?詩人就話俾佢聽。
[00:11:18.000 --> 00:11:23.000]  我哋遇到嘅處境就係,我哋去敬拜神,去親近神嘅時候,學習一種嘅仰望。
[00:11:23.000 --> 00:11:28.000]  係好似讀人,好似平庸咁睇住主人嘅手。
[00:11:28.000 --> 00:11:38.000]  我哋可以觀察主人嘅心意,就係我哋嘅主嘅心意,而且觀察啲細微之處。
[00:11:38.000 --> 00:11:43.000]  可以點樣講呢?明白,你必須要親近佢。
[00:11:43.000 --> 00:11:49.000]  呢個明白,係唔得之外表上嘅,形式上嘅明白。
[00:11:49.000 --> 00:11:52.000]  觀察到佢,佢見到你就做。
[00:11:52.000 --> 00:11:57.000]  而係,你體貼到佢嘅心意,係從你對佢嘅認識而來嘅。
[00:11:57.000 --> 00:12:01.000]  你對佢嘅認識越多,你就唔體察佢哋嘅心情。
[00:12:01.000 --> 00:12:04.000]  所以禱告係一回咩嘅事呢?
[00:12:04.000 --> 00:12:10.000]  禱告就係,如果你越明白主嘅心意呢,你越懂得禱告。
[00:12:10.000 --> 00:12:13.000]  你對佢就話:「神啊!點解你明白我啊?」
[00:12:13.000 --> 00:12:14.000]  所以神禱告。
[00:12:14.000 --> 00:12:17.000]  咁,我哋頭先就唔明白我哋嘅心意喎。
[00:12:17.000 --> 00:12:21.000]  當然,我哋禱告係「天心禱言」。
[00:12:21.000 --> 00:12:31.000]  就當我哋「天心禱言」嘅時候,我哋明白主嘅心情,主嘅心懷意願嘅時候呢,我哋更加識得禱告。
[00:12:31.000 --> 00:12:38.000]  或者話,當你咁明白嘅時候,當然你儘管你有苦情,原來啲祖師都係抱緊啲苦情。
[00:12:38.000 --> 00:12:45.000]  但係你就知道,你向邊一位討你的苦情。
[00:12:45.000 --> 00:12:51.000]  你明白佢越多,你就越識禱告。
[00:12:51.000 --> 00:12:57.000]  所以呢度呢,我哋眼睛仰望,要專注於一對吩咐嘅手。
[00:12:57.000 --> 00:13:01.000]  呢一對吩咐嘅手呢,就係主人吩咐我哋做嘢嘅手喎,係咪呀?
[00:13:01.000 --> 00:13:06.000]  我哋要聽笛喎,我哋聽笛講苦話。
[00:13:06.000 --> 00:13:08.000]  國語有冇聽笛㗎?
[00:13:08.000 --> 00:13:12.000]  普通話係咁樣講,我哋講苦話叫聽笛。
[00:13:12.000 --> 00:13:15.000]  唔使聽笛,其實唔使聽笛添嘅,係咪呀?
[00:13:15.000 --> 00:13:20.000]  我哋要明白主嘅心意,我哋要專注於天上嘅一對吩咐嘅手。
[00:13:20.000 --> 00:13:23.000]  我哋係佢嘅獨人,係天父嘅獨人。
[00:13:23.000 --> 00:13:28.000]  佢嚟到去,心意係如何?對我嘅心意如何?
[00:13:28.000 --> 00:13:31.000]  佢有咩嘅吩咐?唔使等口頭嘅吩咐。
[00:13:31.000 --> 00:13:38.000]  佢嘅體質要佢入嚟,去學習,越親近佢,越經歷佢,越多讀實嘅話語。
[00:13:38.000 --> 00:13:39.000]  好重要明白啦。
[00:13:39.000 --> 00:13:44.000]  所以呢個詩篇第一個叫我哋專注於天上嘅,就係嗰雙吩咐嘅手。
[00:13:44.000 --> 00:13:47.000]  咁你有冇唔知道呢?唔覺呢?
[00:13:47.000 --> 00:13:55.000]  千祈冇聽過上帝大海嘅聲,咁你先至瞓醒喎,唔需要嘅。
[00:13:55.000 --> 00:13:59.000]  當然有時跟啲大海嘅聲,太危險啦,係咪呀?
[00:13:59.000 --> 00:14:08.000]  但係喺我哋嘅生活裏面,呢個就係一個朝聖者,有呢個細微嘅心思,好接觸人,呢個係專注嘅態度。
[00:14:08.000 --> 00:14:14.000]  更加係讀經、生育、親近神,都係需要呢種attentive專注嘅態度。
[00:14:14.000 --> 00:14:20.000]  好啦!咁今日唔使講咁多啦。第二點呢講,專注於天上,係一雙私恩嘅手。
[00:14:20.000 --> 00:14:26.000]  因為佢求主憐憫,求主私恩於我哋,呢個憐憫亦都係私恩。
[00:14:26.000 --> 00:14:30.000]  呢個一個憐憫,就求主憐憫我,求主憐憫我。
[00:14:30.000 --> 00:14:36.000]  D-E-L-A-Y,求主憐憫我。
[00:14:36.000 --> 00:14:41.000]  佢話:「求你憐憫我。」
[00:14:41.000 --> 00:14:48.000]  再睇返片頭嗰個經文,我哋再讀一次,大家會明白啦。第二節我一齊讀啦。
[00:14:48.000 --> 00:15:01.000]  看那,獨人的眼睛怎樣仰望主人的手,鄙女的眼睛怎樣仰望女主人的手,我人的眼睛也照樣仰望耶和華,我們的上帝,直到他憐憫我們。
[00:15:01.000 --> 00:15:04.000]  所以講「看那」同埋「直到」呢,係好緊要㗎喎。
[00:15:04.000 --> 00:15:08.000]  看那,看啲乜嘢呢?看那就要呼籲呀,要提醒呀。
[00:15:08.000 --> 00:15:11.000]  看那,去喚起敬拜者嘅注意。
[00:15:11.000 --> 00:15:16.000]  看那,即係話我注意啲乜嘢呀?我哋係嚟呢度做啲乜嘢呀?
[00:15:16.000 --> 00:15:22.000]  看那,呢個嘅呼籲就叫做一手指咁指向天。
[00:15:22.000 --> 00:15:25.000]  看那,嗰度話「看那」嘅時候呢,唔係方便㗎喎。
[00:15:25.000 --> 00:15:31.000]  看那,當我喺呢度大聲一說「看那」,唔係望住牧師喎,係指咩呀?天上。
[00:15:31.000 --> 00:15:36.000]  看天上,看我哋上帝,要調教我哋嘅觀點,調教我哋嘅視覺。
[00:15:36.000 --> 00:15:45.000]  我哋向上望,向天望,我哋要將我哋嘅焦點,我哋嘅視覺嘅焦點,集中專注喺上帝嘅手。
[00:15:45.000 --> 00:15:48.000]  集中嘅手係一個私恩嘅手。
[00:15:48.000 --> 00:15:58.000]  開呀,等等等等,好似牧人咁樣,睇住主人嘅手,直至,直至喎,耶和華私恩畀我哋,直至。
[00:15:58.000 --> 00:16:05.000]  嗰啲眼唔好猶疑呀,直至到神轉眼睇我哋。
[00:16:05.000 --> 00:16:14.000]  嗰啲要求恩嘅時候,私恩嘅時候呢,神唔會就揮下手,咁咪打發我哋走。
[00:16:14.000 --> 00:16:25.000]  當我哋去求恩嘅時候,喺一個咁樣嘅心態嚟到親近神嘅時候,就會,揮下手,揮下手走啦,咁唔會嘅。
[00:16:25.000 --> 00:16:31.000]  佢一定,啲咁樣專注嘅,喺度去仰望佢,佢一定會點樣樣呀?
[00:16:31.000 --> 00:16:35.000]  轉眼,你,看你。
[00:16:35.000 --> 00:16:41.000]  我哋有首歌,我哋好鍾意唱嘅,就要,當轉眼,要望耶穌,咁要同仔講啦。
[00:16:41.000 --> 00:16:45.000]  但當我哋轉眼,要望耶穌嘅時候,係等緊咩嘢呀?
[00:16:45.000 --> 00:16:49.000]  等緊耶穌都轉眼,看我哋,係咪呀?
[00:16:49.000 --> 00:16:56.000]  一首聖詩,同樣我鍾意嘅,指一望,指一望,我個心就得咩呀?滿足。
[00:16:56.000 --> 00:17:05.000]  喺困難嘅當中,主耶穌向我哋一望,我哋就會得到安慰,得到支持。
[00:17:05.000 --> 00:17:17.000]  因為知道,一個理解嘅眼神,溫柔嘅眼神,慈愛嘅眼神,會扶持我哋,帶領我哋。
[00:17:17.000 --> 00:17:28.000]  所以我哋遇到危難嘅時候,遇到困境嘅時候,我哋要好專注於神嘅手,專注於天上,直至到神轉眼看我哋。
[00:17:28.000 --> 00:17:32.000]  一定唔可以猶豫,咁樣睇住佢。
[00:17:32.000 --> 00:17:41.000]  因為呢雙係咩嘅手呀?呢雙係施恩嘅手,佢要拯救、幫助、憐憫我哋。
[00:17:41.000 --> 00:17:50.000]  我哋知道呢雙嘅手,可以救得我哋脫離百般嘅苦難、困境。
[00:17:50.000 --> 00:18:00.000]  我自小就好鍾意睇螞蟻班,珍貴螞蟻班,以前都有好多螞蟻班嘅,喺香港呀,有好多螞蟻班嘅。
[00:18:00.000 --> 00:18:07.000]  咁呢個就,好多炮江湖嘅螞蟻班,都喺香港搭過啲象棚喺度做馬戲嘅。
[00:18:07.000 --> 00:18:12.000]  咁我都細個好感謝,好感恩,都有機會睇現場馬戲。
[00:18:12.000 --> 00:18:14.000]  咁我好鍾意睇馬戲嘅。
[00:18:14.000 --> 00:18:23.000]  咁呢就,點樣鍾意睇馬戲呢?仲有一樣嘢,就係因為我以前呢,睇過一齣,好細個睇過一齣,好細個啦。
[00:18:23.000 --> 00:18:31.000]  即係叫「馬戲千秋」,有冇聽過?「不能加樹打」,「古德格拉斯」,啱啱都有睇過嘅。
[00:18:31.000 --> 00:18:34.000]  啊!我哋嗰陣時小朋友,哈哈哈哈!
[00:18:34.000 --> 00:18:36.000]  好鍾意睇嘅,記唔記得呀?
[00:18:36.000 --> 00:18:40.000]  係講一個嘅螞蟻班嘅師傅呀,點樣教佢嘅同事同弟嘅,係咪呀?
[00:18:40.000 --> 00:18:49.000]  個師傅係本來係一個嘅,呢個叫螞蟻嘅,嗰個空中飛行嘅工手,後來佢跌親隻腳呀,所以佢唔可以做一啲嘅動作。
[00:18:49.000 --> 00:18:59.000]  佢就做一個接手,Catcher,咁就訓練咗佢呀,後輩嚟到做嗰個表演,喺空中。
[00:18:59.000 --> 00:19:03.000]  咁我最鍾意睇,知唔知有冇螞蟻班,我最鍾意喺空中飛人㗎!真係嘅!
[00:19:03.000 --> 00:19:06.000]  嘩!佢哋咁樣喺空中打嘅最關頭喎!
[00:19:06.000 --> 00:19:19.000]  而家打嘅關頭,跟住兩個、三個,三個邊關頭,嘩!佢哋打之前,佢哋都揮下揮下我真係感到佢,有冇咁嘅現場感受呀?有呀!
[00:19:19.000 --> 00:19:22.000]  咁知唔知有咩螞蟻班嚟㗎?
[00:19:22.000 --> 00:19:38.000]  即係喺舊年時,舊公展會場地,而家唔係㗎啦,嗰度呢度搭棚,咁我哋睇戲,咁然後佢就話中場時間,咁就可以同嗰個即係空中飛人訪問,有人翻譯㗎,佢唔知講咩話㗎,佢肯定,佢唔知講咩話。
[00:19:38.000 --> 00:19:52.000]  咁呢一日,唔知幾多錢,有位大笨象,咁佢就話你傾下計嘢㗎啦,咁我就去排隊啦,咁我有啲利是錢都可以去排隊㗎,咁我就同阿媽去啦,咁佢就排到我啦。
[00:19:52.000 --> 00:20:12.000]  咁多數係握手,以前都上過個相機㗎咪,咁佢握手,握手唔識㗎,咁就望下,即係踢佢,咁就識踢其實,係咪喎,咁佢就問你呢啲咩想講呀,咁佢就問我問題喎,佢就話,啊!空中飛人呀,點解你咁叻,咁可以打咁嘅關鬥呢?
[00:20:12.000 --> 00:20:24.000]  咁咪個空中飛人喎,咁佢就答我呢,佢話唔係個叻呀,個空中飛人呀,係我隔離嗰個叻呀,即係接住佢嗰個叻呀。
[00:20:24.000 --> 00:20:50.000]  我唔知佢嗰個開嗦都唔理我乜,咁我而家就明喇,點解呢?阿馬爾千秋個護士就話畀我聽點解,即係呢個係,你無論你打幾多個關鬥都好,係個師傅話,你打得先得嘅咋喎,佢話我打咗十個關鬥,師傅話唔得,你都唔得㗎,點解佢接唔到你呀?唔知明唔明我意思呀?係咪呀?
[00:20:50.000 --> 00:21:13.000]  你打咗三個關鬥,點解呀?師傅話,我可以都接得你呀,你打之前呢,嗰個嗰個嗰個,你要睇一睇師傅呀,佢話得喇,唔係話我得,師傅話得喇,你一定要放手喎,你唔放手呢,師傅接唔到你,你落去,都唔係咁失望啦,唔死得嘅,係咪呀?咁咪好遠呀嘛,係咪呀?
[00:21:13.000 --> 00:21:30.000]  一定要先話得,係咪呀?所以打空中飛人一定要望實你師傅,個capture,個接手呀,係咪呀?我點知我師恩嘅手呀,點解佢接住我哋嘅手呀,望上嘅手,係咪呀?
[00:21:30.000 --> 00:21:55.000]  會唔會有時你喺,喺前方地下好似喺空中打關鬥咁,你又唔到我眼咁,係咪呀?唉!真係慘呀,係咪呀?心都靈晒咁樣,所以緊記住,你望實嗰個師恩嘅手,你知道嗰對師恩嘅手係穩定嘅手,
[00:21:55.000 --> 00:22:11.000]  係大人嘅手,係輔助嘅手,係拯救嘅手,係幫助嘅手,係移民嘅手,佢會喺嗰個最後嘅關頭,接住你,係咪呀?
[00:22:11.000 --> 00:22:34.000]  師恩嘅手,你望住佢啦喎,你第一眼望住嘅係咩呀?分府嘅手,係咪呀?你第二眼望住嘅係咩呀?師恩嘅手,好啦!跟住呢,專注天上,天上的掌聲,佢又要返轉頭啦,咁我就咗將嗰啲slide插,再插一次。
[00:22:34.000 --> 00:22:48.000]  佢第三第四次,佢再讀一次,要話:「求你憐憫我們,憐憫我們,因為我們受盡了藐視,我們受盡了安逸人的譏詔,和驕傲人的藐視。」
[00:22:48.000 --> 00:23:08.000]  受盡藐視,就好似被人踩到地底泥咁呀,即係好似受盡,其實意思就係講,即係直至,就唔係講直至,就係個時期等行,直至,就係個時間,噔噔噔噔,神救你,係咪呀?神救你,直至。
[00:23:08.000 --> 00:23:28.000]  而家呢,受盡,或者係舊嘅《王俠畢業本》已經到咗極點啦,會受到呢個賴賴,受到呢個藐視,受到呢個誣害,受到呢個情況,到極點呀!係咪呀?唔同嘅人,嗰啲驕傲嘅人,嗰啲安逸嘅人,係反映乜嘢呢?
[00:23:28.000 --> 00:23:42.000]  其實可能反映喺以色列人呀,猶太人被擄亡國之後嘅時候,佢地居喺地老,喺萊邦,佢受盡委屈,其實亡國嘅時候,佢已經受盡好多嘅委屈㗎啦。
[00:23:42.000 --> 00:23:59.000]  讀返斷頭,睇喺希斯加,睇以色列,喺獵王記下,亞述大軍兵臨城下,派人去鬧以色列,鬧埋以色列嘅上帝,鬧到狗血淋頭,鬧到一文不值,係咪呀?
[00:23:59.000 --> 00:24:17.000]  希斯加王派人出去講,唔該你唔好用我哋嘅話講啦,你用亞述嘅話講啦,你講我話,我聽到,我叫佢唔好,鬧我,你用英文鬧我,唔知你講乜嘢,你用普通話鬧我,係咪呀?
[00:24:17.000 --> 00:24:21.000]  即係咁解,佢就醜到不得了,係咪呀?
[00:24:21.000 --> 00:24:32.000]  佢秘魯,你叫神,好叻呀?係咪呀?我神叻過你呀?英神,你咁得死亡國呀?係咪呀?好巴好咩?係咪呀?都俾人哋藐視呀!
[00:24:32.000 --> 00:24:39.000]  其實今日我哋,今日我哋嘅信會都俾人藐視緊㗎喎,佢哋藐視呀,佢哋俾人踐踏呀!
[00:24:39.000 --> 00:24:45.000]  佢受盡咗藐視,同埋呢個嘅譏笑,到唔到極點呀?
[00:24:45.000 --> 00:24:53.000]  呢個反映咗伊斯蘭王國及咪秘魯嘅遭遇,所以佢求主你憐憫,求主你憐憫。
[00:24:53.000 --> 00:25:04.000]  當世界對我哋嘅信仰,因為信仰喝倒彩嘅時候,我哋為何而歡呢?
