
[00:00:00.000 --> 00:00:02.000]  農曆新年快要到了
[00:01:54.440 --> 00:01:56.440]  將要被取締
[00:01:56.440 --> 00:01:58.440]  因為真正能夠
[00:01:58.440 --> 00:02:00.440]  潔淨除去世人罪孽的
[00:02:00.440 --> 00:02:02.440]  唯獨
[00:02:02.440 --> 00:02:04.440]  神的羔羊耶穌
[00:02:04.440 --> 00:02:06.440]  來到第三章的時候
[00:02:06.440 --> 00:02:08.440]  我們就看到
[00:02:08.440 --> 00:02:10.440]  尼哥底姆一個
[00:02:10.440 --> 00:02:12.440]  能夠可以說是
[00:02:12.440 --> 00:02:14.440]  法理猜人或者說
[00:02:14.440 --> 00:02:16.440]  律法的代表人物
[00:02:16.440 --> 00:02:18.440]  出現
[00:02:18.440 --> 00:02:20.440]  但他卻不明白耶穌基督跟他說的
[00:02:20.440 --> 00:02:22.440]  要藉著水和聖靈重生
[00:02:22.440 --> 00:02:24.440]  才可以進入神的國
[00:02:24.440 --> 00:02:26.440]  第三章
[00:02:26.440 --> 00:02:28.440]  同時出現的
[00:02:28.440 --> 00:02:30.440]  就有施洗約翰
[00:02:30.440 --> 00:02:32.440]  施洗約翰出場的時候
[00:02:32.440 --> 00:02:34.440]  其實是以一個
[00:02:34.440 --> 00:02:36.440]  先知以利亞先鋒的形象
[00:02:36.440 --> 00:02:38.440]  出現
[00:02:38.440 --> 00:02:40.440]  施洗約翰
[00:02:40.440 --> 00:02:42.440]  為神之耶穌作見證
[00:02:42.440 --> 00:02:44.440]  他表明
[00:02:44.440 --> 00:02:46.440]  他必興亡
[00:02:46.440 --> 00:02:48.440]  我必衰微
[00:02:48.440 --> 00:02:50.440]  信的人有永生
[00:02:50.440 --> 00:02:52.440]  兩段記載
[00:02:52.440 --> 00:02:54.440]  或者說兩國的人物
[00:02:54.440 --> 00:02:56.440]  律法先知
[00:02:56.440 --> 00:02:58.440]  正好說耶穌基督的來臨
[00:02:58.440 --> 00:03:00.440]  律法和先知制度都要終結了
[00:03:00.440 --> 00:03:02.440]  因為耶穌
[00:03:02.440 --> 00:03:04.440]  承傳了律法
[00:03:04.440 --> 00:03:06.440]  取代的就是耶穌基督
[00:03:06.440 --> 00:03:08.440]  恩順清儀
[00:03:08.440 --> 00:03:10.440]  或者說約翰福音這裡說的
[00:03:10.440 --> 00:03:12.440]  藉水和聖靈重生
[00:03:12.440 --> 00:03:14.440]  剛才主席跟我們讀的
[00:03:14.440 --> 00:03:16.440]  第四章的幾段經文
[00:03:16.440 --> 00:03:18.440]  第四章又說什麼呢?
[00:03:18.440 --> 00:03:20.440]  三段經文其實
[00:03:20.440 --> 00:03:22.440]  簡單點給我們看到的就是
[00:03:22.440 --> 00:03:24.440]  一至十四節是耶穌與
[00:03:24.440 --> 00:03:26.440]  撒瑪利亞婦人在井旁的
[00:03:26.440 --> 00:03:28.440]  第一輪對話
[00:03:28.440 --> 00:03:30.440]  然後十五節到四十二節
[00:03:30.440 --> 00:03:32.440]  我們看到繼續對話
[00:03:32.440 --> 00:03:34.440]  第二輪對話當中
[00:03:34.440 --> 00:03:36.440]  撒瑪利亞人的
[00:03:36.440 --> 00:03:38.440]  改變
[00:03:38.440 --> 00:03:40.440]  四十三節到五十四節
[00:03:40.440 --> 00:03:42.440]  大臣
[00:03:42.440 --> 00:03:44.440]  來找耶穌
[00:03:44.440 --> 00:03:46.440]  求而只得醫治
[00:03:46.440 --> 00:03:48.440]  結果大臣一家
[00:03:48.440 --> 00:03:50.440]  得改變
[00:03:50.440 --> 00:03:52.440]  四章九節
[00:03:52.440 --> 00:03:54.440]  在背景
[00:03:54.440 --> 00:03:56.440]  我們先交代為什麼猶太人
[00:03:56.440 --> 00:03:58.440]  和撒瑪利亞人
[00:03:58.440 --> 00:04:00.440]  沒有交往
[00:04:00.440 --> 00:04:02.440]  北角以色列和南角猶大
[00:04:02.440 --> 00:04:04.440]  分裂之後大概二百年
[00:04:04.440 --> 00:04:06.440]  北角以色列就被亞述
[00:04:06.440 --> 00:04:08.440]  所滅亡
[00:04:08.440 --> 00:04:10.440]  亞述進行種族遷徙
[00:04:10.440 --> 00:04:12.440]  大混亂將亞述帝國
[00:04:12.440 --> 00:04:14.440]  裡面不同地方的各種人族
[00:04:14.440 --> 00:04:16.440]  遷徙進去
[00:04:16.440 --> 00:04:18.440]  以色列
[00:04:18.440 --> 00:04:20.440]  或者說正確一點
[00:04:20.440 --> 00:04:22.440]  是撒瑪利亞地
[00:04:22.440 --> 00:04:24.440]  結果大量異族
[00:04:24.440 --> 00:04:26.440]  帶著他們自己本身的宗教信仰和習俗
[00:04:26.440 --> 00:04:28.440]  跑來撒瑪利亞地區
[00:04:28.440 --> 00:04:30.440]  居留
[00:04:30.440 --> 00:04:32.440]  經過通婚
[00:04:32.440 --> 00:04:34.440]  很快的
[00:04:34.440 --> 00:04:36.440]  撒瑪利亞裡面的血統
[00:04:36.440 --> 00:04:38.440]  就亂七八糟
[00:04:38.440 --> 00:04:40.440]  失去了阿伯拉罕子孫
[00:04:40.440 --> 00:04:42.440]  那個純正的血統
[00:04:42.440 --> 00:04:44.440]  宗教更加多到
[00:04:44.440 --> 00:04:46.440]  不數不勝數
[00:04:46.440 --> 00:04:48.440]  撒瑪利亞人
[00:04:48.440 --> 00:04:50.440]  可能源於
[00:04:50.440 --> 00:04:52.440]  他和猶大
[00:04:52.440 --> 00:04:54.440]  分裂
[00:04:54.440 --> 00:04:56.440]  他們所有
[00:04:56.440 --> 00:04:58.440]  關於
[00:04:58.440 --> 00:05:00.440]  猶大皇朝
[00:05:00.440 --> 00:05:02.440]  關於
[00:05:02.440 --> 00:05:04.440]  耶路撒冷聖殿的經卷
[00:05:04.440 --> 00:05:06.440]  他們通通都不願意接受
[00:05:06.440 --> 00:05:08.440]  扣一扣
[00:05:08.440 --> 00:05:10.440]  就要捲聖經
[00:05:10.440 --> 00:05:12.440]  就只剩下摩西五經
[00:05:12.440 --> 00:05:14.440]  所以撒瑪利亞人的聖經就只有摩西五經
[00:05:14.440 --> 00:05:16.440]  他們更加
[00:05:16.440 --> 00:05:18.440]  因為生命記之中十一章
[00:05:18.440 --> 00:05:20.440]  是說到耶和華吩咐摩西
[00:05:20.440 --> 00:05:22.440]  要將祝福
[00:05:22.440 --> 00:05:24.440]  的話陳明在
[00:05:24.440 --> 00:05:26.440]  基尼心山上
[00:05:26.440 --> 00:05:28.440]  基尼心山
[00:05:28.440 --> 00:05:30.440]  也是另外一個短故
[00:05:30.440 --> 00:05:32.440]  就是他們都相信從世紀說到
[00:05:32.440 --> 00:05:34.440]  阿伯拉罕進入迦南地
[00:05:34.440 --> 00:05:36.440]  首次祝壇獻祭
[00:05:36.440 --> 00:05:38.440]  敬拜耶和華的地方
[00:05:38.440 --> 00:05:40.440]  就是士堅
[00:05:40.440 --> 00:05:42.440]  他們就說士堅當然在高山上
[00:05:42.440 --> 00:05:44.440]  就是基尼心山
[00:05:44.440 --> 00:05:46.440]  於是他們就在基尼心山
[00:05:46.440 --> 00:05:48.440]  自己建了一個聖殿
[00:05:48.440 --> 00:05:50.440]  和耶路撒冷的聖殿
[00:05:50.440 --> 00:05:52.440]  打對台
[00:05:52.440 --> 00:05:54.440]  直至到
[00:05:54.440 --> 00:05:56.440]  主前一百二十八年左右
[00:05:56.440 --> 00:05:58.440]  反猶太人的戰亂當中
[00:05:58.440 --> 00:06:00.440]  一些
[00:06:00.440 --> 00:06:02.440]  熱誠
[00:06:02.440 --> 00:06:04.440]  或者說虔誠的
[00:06:04.440 --> 00:06:06.440]  猶太教人
[00:06:06.440 --> 00:06:08.440]  就趁機會
[00:06:08.440 --> 00:06:10.440]  就放火燒毀了
[00:06:10.440 --> 00:06:12.440]  撒瑪利亞人的聖殿
[00:06:12.440 --> 00:06:14.440]  那你說到了耶穌時代
[00:06:14.440 --> 00:06:16.440]  真的沒辦法了
[00:06:16.440 --> 00:06:20.440]  加上
[00:06:20.440 --> 00:06:22.440]  因為血統的關係
[00:06:22.440 --> 00:06:24.440]  純正血統的
[00:06:24.440 --> 00:06:26.440]  猶太人以此為榮
[00:06:26.440 --> 00:06:28.440]  他們極度鄙視
[00:06:28.440 --> 00:06:30.440]  混雜了血統的撒瑪利亞人
[00:06:30.440 --> 00:06:32.440]  說得難聽一點
[00:06:32.440 --> 00:06:34.440]  當他們是習種
[00:06:34.440 --> 00:06:36.440]  再加上他們的宗教混雜
[00:06:36.440 --> 00:06:38.440]  拜偶像
[00:06:38.440 --> 00:06:40.440]  所以猶太人是絕對絕對
[00:06:40.440 --> 00:06:42.440]  不想
[00:06:42.440 --> 00:06:44.440]  踏足撒瑪利亞地
[00:06:44.440 --> 00:06:46.440]  也不想和任何撒瑪利亞人
[00:06:46.440 --> 00:06:48.440]  有任何的接觸機會
[00:06:48.440 --> 00:06:50.440]  所以鋪排到
[00:06:50.440 --> 00:06:52.440]  約翰福音第四章
[00:06:52.440 --> 00:06:54.440]  耶穌竟然進入撒瑪利亞地
[00:06:54.440 --> 00:06:56.440]  和一個撒瑪利亞婦人
[00:06:56.440 --> 00:06:58.440]  的對話
[00:06:58.440 --> 00:07:00.440]  其實是一個很震撼性的場景
[00:07:00.440 --> 00:07:02.440]  回到今天的講道
[00:07:02.440 --> 00:07:04.440]  最大的滿足第一點
[00:07:04.440 --> 00:07:06.440]  耶穌似乎水使人得更大的滿足
[00:07:06.440 --> 00:07:08.440]  四章三至十四節
[00:07:08.440 --> 00:07:10.440]  另外一段經文
[00:07:10.440 --> 00:07:12.440]  我們看到在首輪的對話當中
[00:07:12.440 --> 00:07:14.440]  耶穌主要的
[00:07:14.440 --> 00:07:16.440]  是帶出了一個活水的訊息
[00:07:16.440 --> 00:07:18.440]  在井旁發生
[00:07:18.440 --> 00:07:20.440]  這個井其實
[00:07:20.440 --> 00:07:22.440]  馬利亞人是相信是先祖時代
[00:07:22.440 --> 00:07:24.440]  雅各挖出來的
[00:07:24.440 --> 00:07:26.440]  是也好不是也好
[00:07:26.440 --> 00:07:28.440]  重要的就是井水
[00:07:28.440 --> 00:07:30.440]  不單止人喝
[00:07:30.440 --> 00:07:32.440]  生畜也要喝的
[00:07:32.440 --> 00:07:34.440]  井水喝完可以再喝
[00:07:34.440 --> 00:07:36.440]  這個也是正常的
[00:07:36.440 --> 00:07:38.440]  但是訊息帶出來就是說
[00:07:38.440 --> 00:07:40.440]  耶穌能夠賜下更好的水有多好
[00:07:40.440 --> 00:07:42.440]  耶穌賜下的活水
[00:07:42.440 --> 00:07:44.440]  是改變人的心靈
[00:07:44.440 --> 00:07:46.440]  是改變人的心靈的原因
[00:07:46.440 --> 00:07:48.440]  就是當你發覺了
[00:07:48.440 --> 00:07:50.440]  這件事已經是最好的時候
[00:07:50.440 --> 00:07:52.440]  你就不會再追求另外一件事
[00:07:52.440 --> 00:07:54.440]  所以這個活水
[00:07:54.440 --> 00:07:56.440]  除了解決了心靈的渴之外
[00:07:56.440 --> 00:07:58.440]  它更加能夠
[00:07:58.440 --> 00:08:00.440]  有一個動力
[00:08:00.440 --> 00:08:02.440]  在接受活水者裏面
[00:08:02.440 --> 00:08:04.440]  成為一個傳言
[00:08:04.440 --> 00:08:06.440]  稍後會繼續講的
[00:08:06.440 --> 00:08:08.440]  而這個傳言耶穌說是直湧到永生
[00:08:08.440 --> 00:08:12.440]  當我們回顧第二章
[00:08:12.440 --> 00:08:14.440]  講到石缸裏面的水
[00:08:14.440 --> 00:08:16.440]  無論石缸的水
[00:08:16.440 --> 00:08:18.440]  來源在哪裏
[00:08:18.440 --> 00:08:20.440]  可能在加拿大
[00:08:20.440 --> 00:08:22.440]  在加拿大的地方
[00:08:22.440 --> 00:08:24.440]  可能在河流區溪澗
[00:08:24.440 --> 00:08:26.440]  或者是湧泉
[00:08:26.440 --> 00:08:28.440]  裏面的水
[00:08:28.440 --> 00:08:30.440]  來源不重要
[00:08:30.440 --> 00:08:32.440]  但當這些水放進水缸之後
[00:08:32.440 --> 00:08:34.440]  水就不再流動
[00:08:34.440 --> 00:08:36.440]  我們就會看到
[00:08:36.440 --> 00:08:38.440]  同樣在井水裏面的水
[00:08:38.440 --> 00:08:40.440]  其實是困住的
[00:08:40.440 --> 00:08:42.440]  水都不會流動
[00:08:42.440 --> 00:08:44.440]  差不多可以說一潭不死水
[00:08:44.440 --> 00:08:46.440]  所以活水和井水成為一個很強烈的對比
[00:08:46.440 --> 00:08:52.440]  耶穌基督講的這個活水
[00:08:52.440 --> 00:08:54.440]  或者說
[00:08:54.440 --> 00:08:56.440]  在不同的約翰福音的章節當中
[00:08:56.440 --> 00:09:00.440]  活水也都講的是靈
[00:09:00.440 --> 00:09:02.440]  稍後更加講的是聖靈
[00:09:02.440 --> 00:09:04.440]  是改變一個人的生命
[00:09:04.440 --> 00:09:08.440]  從應用層面來講
[00:09:08.440 --> 00:09:10.440]  其實我和你
[00:09:10.440 --> 00:09:12.440]  或者很多信耶穌的人
[00:09:12.440 --> 00:09:14.440]  他們都有一個想法
[00:09:14.440 --> 00:09:16.440]  或者有一個看法
[00:09:16.440 --> 00:09:18.440]  其實我都信了很多年
[00:09:18.440 --> 00:09:20.440]  不過我的生活也是
[00:09:20.440 --> 00:09:22.440]  找來洗去
[00:09:22.440 --> 00:09:24.440]  好像沒有什麼成就感
[00:09:24.440 --> 00:09:28.440]  好像沒有什麼人生的目標
[00:09:28.440 --> 00:09:30.440]  好像生活都沒有什麼轉變
[00:09:30.440 --> 00:09:40.440]  先知耶利米
[00:09:40.440 --> 00:09:42.440]  在耶利米書2章13節講到
[00:09:42.440 --> 00:09:44.440]  因為我的百姓做了兩件惡事
[00:09:44.440 --> 00:09:46.440]  就是離棄我的活水的泉源
[00:09:46.440 --> 00:09:48.440]  為自己作出池子
[00:09:48.440 --> 00:09:50.440]  有一段我難忘的經歷
[00:09:50.440 --> 00:09:52.440]  就是當日我和太太
[00:09:52.440 --> 00:09:54.440]  離開香港
[00:09:54.440 --> 00:09:56.440]  移民去溫哥華的時候
[00:09:56.440 --> 00:09:58.440]  我帶了我們自己的積蓄
[00:09:58.440 --> 00:10:00.440]  帶了我們的公積金
[00:10:00.440 --> 00:10:02.440]  走去我們自己住的一間屋
[00:10:02.440 --> 00:10:04.440]  然後投資
[00:10:04.440 --> 00:10:06.440]  買了幾間小屋
[00:10:06.440 --> 00:10:08.440]  出租
[00:10:08.440 --> 00:10:10.440]  打算起碼有個租金
[00:10:10.440 --> 00:10:12.440]  自己又努力工作
[00:10:12.440 --> 00:10:14.440]  都有一個穩定的生活
[00:10:14.440 --> 00:10:16.440]  不錯的計劃
[00:10:16.440 --> 00:10:18.440]  不錯的計劃
[00:10:18.440 --> 00:10:20.440]  自己籌謀的
[00:10:20.440 --> 00:10:22.440]  不過你細估不到
[00:10:22.440 --> 00:10:24.440]  整個溫哥華那類型的屋
[00:10:24.440 --> 00:10:26.440]  差不多都是設計創意
[00:10:26.440 --> 00:10:28.440]  總之就是全部都漏水
[00:10:28.440 --> 00:10:30.440]  全部都要整屋頂
[00:10:30.440 --> 00:10:32.440]  全部因為公契的關係
[00:10:32.440 --> 00:10:34.440]  就算不關你的事
[00:10:34.440 --> 00:10:36.440]  只要在公契底下
[00:10:36.440 --> 00:10:38.440]  我都要給錢去整屋
[00:10:38.440 --> 00:10:40.440]  結果我們帶去的錢
[00:10:40.440 --> 00:10:42.440]  全部就放在修理費上
[00:10:42.440 --> 00:10:44.440]  都還未夠蓋
[00:10:44.440 --> 00:10:46.440]  才作出一個池子
[00:10:46.440 --> 00:10:48.440]  但是是破裂、漏水的
[00:10:48.440 --> 00:10:50.440]  耶穌基督所說的
[00:10:50.440 --> 00:10:52.440]  活水
[00:10:52.440 --> 00:10:54.440]  我們看回以上書55:1
[00:10:54.440 --> 00:10:56.440]  一切乾涸的
[00:10:56.440 --> 00:10:58.440]  就當近水來
[00:10:58.440 --> 00:11:00.440]  55:7
[00:11:00.440 --> 00:11:02.440]  以上書先知更加說
[00:11:02.440 --> 00:11:04.440]  各人當離棄自己的道路
[00:11:04.440 --> 00:11:06.440]  總之我就不去掘自己的池子
[00:11:06.440 --> 00:11:08.440]  就整個坑來漏水
[00:11:08.440 --> 00:11:10.440]  不義的人當除掉自己的意念
[00:11:10.440 --> 00:11:12.440]  歸向耶和華
[00:11:12.440 --> 00:11:14.440]  不述他當歸向我們的神
[00:11:14.440 --> 00:11:16.440]  因為神就必講行赦免
[00:11:16.440 --> 00:11:18.440]  以上書才知
[00:11:18.440 --> 00:11:20.440]  在12:3
[00:11:20.440 --> 00:11:22.440]  更說:所以你們必從救恩的
[00:11:22.440 --> 00:11:24.440]  泉源寬然取水
[00:11:24.440 --> 00:11:26.440]  生命的源頭
[00:11:26.440 --> 00:11:28.440]  救恩的源頭
[00:11:28.440 --> 00:11:30.440]  耶穌基督賜下的活水
[00:11:30.440 --> 00:11:32.440]  提醒我們
[00:11:32.440 --> 00:11:36.440]  當我們降伏在聖靈的引導
[00:11:36.440 --> 00:11:38.440]  我們心意更生而變化
[00:11:38.440 --> 00:11:40.440]  我們不放眼
[00:11:40.440 --> 00:11:42.440]  不將地上的事
[00:11:42.440 --> 00:11:44.440]  作為我們主要的對象
[00:11:44.440 --> 00:11:48.440]  改變我們的生命
[00:11:48.440 --> 00:11:50.440]  改變我們的價值觀
[00:11:50.440 --> 00:11:52.440]  改變我們的侍奉觀的時候
[00:11:52.440 --> 00:11:54.440]  我們必能得到更大的滿足
[00:11:54.440 --> 00:11:56.440]  講了這麼久
[00:11:56.440 --> 00:11:58.440]  怎麼滿足呢?
[00:11:58.440 --> 00:12:00.440]  給我一點時間
[00:12:00.440 --> 00:12:02.440]  看完經文下文
[00:12:02.440 --> 00:12:04.440]  我們慢慢去摸索
[00:12:04.440 --> 00:12:06.440]  如何得到最大的滿足
[00:12:06.440 --> 00:12:08.440]  第二點
[00:12:08.440 --> 00:12:10.440]  認識賜活水者
[00:12:10.440 --> 00:12:12.440]  使人得到最大的滿足
[00:12:12.440 --> 00:12:16.440]  四章十五至四十二節
[00:12:16.440 --> 00:12:18.440]  可以分開兩節
[00:12:18.440 --> 00:12:20.440]  十五至二十六節
[00:12:20.440 --> 00:12:22.440]  我們看到第二段對話
[00:12:22.440 --> 00:12:24.440]  耶穌和這個婦人
[00:12:24.440 --> 00:12:26.440]  婦人一直沒有說
[00:12:26.440 --> 00:12:28.440]  耶穌是一個陌生人
[00:12:28.440 --> 00:12:30.440]  但耶穌突然揭穿
[00:12:30.440 --> 00:12:32.440]  講出一段這個婦人不想別人知道的事情
[00:12:32.440 --> 00:12:34.440]  就是一個有五段的婚姻
[00:12:34.440 --> 00:12:36.440]  再加上現在
[00:12:36.440 --> 00:12:40.440]  和一個未成婚的男人在一起
[00:12:40.440 --> 00:12:42.440]  一聽你就知道了
[00:12:42.440 --> 00:12:44.440]  犯了其實挺嚴重的
[00:12:44.440 --> 00:12:46.440]  道德罪行
[00:12:46.440 --> 00:12:48.440]  耶穌
[00:12:48.440 --> 00:12:50.440]  能夠無端端
[00:12:50.440 --> 00:12:52.440]  知道她的身世
[00:12:52.440 --> 00:12:54.440]  彰顯出一個先知的能力
[00:12:54.440 --> 00:12:56.440]  耶穌不單止這樣
[00:12:56.440 --> 00:12:58.440]  耶穌更加乘機
[00:12:58.440 --> 00:13:00.440]  更正她對於敬拜神的一些觀念
[00:13:00.440 --> 00:13:04.440]  在舊有的所有禮儀
[00:13:04.440 --> 00:13:06.440]  的敬拜
[00:13:06.440 --> 00:13:08.440]  不過都是影兒
[00:13:08.440 --> 00:13:10.440]  因為無論你怎樣嘗試
[00:13:10.440 --> 00:13:12.440]  藉著生畜的憲制
[00:13:12.440 --> 00:13:14.440]  嘗試去除去你的罪疚感
[00:13:14.440 --> 00:13:16.440]  各樣的這些
[00:13:16.440 --> 00:13:18.440]  不過都是預表耶穌基督
[00:13:18.440 --> 00:13:20.440]  所成就的
[00:13:20.440 --> 00:13:22.440]  這個贖罪制
[00:13:22.440 --> 00:13:24.440]  永遠有效的挽回制
[00:13:24.440 --> 00:13:26.440]  挽回人和神的關係
[00:13:26.440 --> 00:13:28.440]  婦人當然也不會知道
[00:13:28.440 --> 00:13:30.440]  因為二章十九至二十一節
[00:13:30.440 --> 00:13:32.440]  耶穌是向耶路撒冷的猶太人說
[00:13:32.440 --> 00:13:34.440]  猶太人和薩瑪利亞人都不知道
[00:13:34.440 --> 00:13:36.440]  說了什麼?
[00:13:36.440 --> 00:13:38.440]  耶穌說她即將要被釘死十字架的上邊
[00:13:38.440 --> 00:13:40.440]  成就舊恩
[00:13:40.440 --> 00:13:42.440]  要將自己當贖罪制獻上
[00:13:42.440 --> 00:13:44.440]  成為永遠有效的贖罪制
[00:13:44.440 --> 00:13:46.440]  其實就是說要取代
[00:13:46.440 --> 00:13:48.440]  一切舊有的憲制敬拜
[00:13:48.440 --> 00:13:52.440]  耶穌不是責備這個婦人
[00:13:52.440 --> 00:13:54.440]  不過耶穌和她說了一番話
[00:13:54.440 --> 00:13:56.440]  耶穌說
[00:13:56.440 --> 00:13:58.440]  婦人你應當信我
[00:13:58.440 --> 00:14:00.440]  然後二十三節到二十四節就說
[00:14:00.440 --> 00:14:02.440]  然而事後將到
[00:14:02.440 --> 00:14:04.440]  現在就是了
[00:14:04.440 --> 00:14:06.440]  耶穌已經來了在她面前
[00:14:06.440 --> 00:14:08.440]  乃用心靈按真理敬拜婦的
[00:14:08.440 --> 00:14:10.440]  才是真正敬拜的人
[00:14:10.440 --> 00:14:12.440]  因為婦在尋找者要敬拜他的人
[00:14:12.440 --> 00:14:14.440]  神是靈
[00:14:14.440 --> 00:14:16.440]  敬拜他的必須用心靈
[00:14:16.440 --> 00:14:18.440]  按真理敬拜他
[00:14:18.440 --> 00:14:20.440]  說了一段似乎很容易明白
[00:14:20.440 --> 00:14:22.440]  每個字都明白
[00:14:22.440 --> 00:14:24.440]  但有時會令我們頭都癢了
[00:14:24.440 --> 00:14:26.440]  我們在想說什麼?
[00:14:26.440 --> 00:14:28.440]  神是靈
[00:14:28.440 --> 00:14:30.440]  如果神好像你和我一樣的話
[00:14:30.440 --> 00:14:32.440]  你想想你信不信得過?
[00:14:32.440 --> 00:14:34.440]  神是靈的其實我們看不到的
[00:14:34.440 --> 00:14:36.440]  為了從道成肉身
[00:14:36.440 --> 00:14:38.440]  豐豐滿滿有恩典的這位神子耶穌
[00:14:38.440 --> 00:14:40.440]  將神的各樣的東西
[00:14:40.440 --> 00:14:42.440]  表達出來
[00:14:42.440 --> 00:14:44.440]  但神是靈的時候
[00:14:44.440 --> 00:14:46.440]  就是說我們不能當祂是一個人去想
[00:14:46.440 --> 00:14:48.440]  人相處很多東西
[00:14:48.440 --> 00:14:50.440]  什麼待客之道
[00:14:50.440 --> 00:14:52.440]  客客氣之類的
[00:14:52.440 --> 00:14:54.440]  人和人的相處之道
[00:14:54.440 --> 00:14:56.440]  我們怎麼和神相處呢?
[00:14:56.440 --> 00:14:58.440]  所以我們去了解神的時候
[00:14:58.440 --> 00:15:00.440]  第一樣東西
[00:15:00.440 --> 00:15:02.440]  我們要建立一個溝通的基礎
[00:15:02.440 --> 00:15:04.440]  所以知曉聖靈那麼重要
[00:15:04.440 --> 00:15:06.440]  聖靈幫我們去明白
[00:15:06.440 --> 00:15:08.440]  真道聖經上面
[00:15:08.440 --> 00:15:10.440]  裝載了很多的東西
[00:15:10.440 --> 00:15:12.440]  幫助我們去明白神
[00:15:12.440 --> 00:15:14.440]  首先如果我們說去敬拜神
[00:15:14.440 --> 00:15:16.440]  我們不知道神是怎樣的時候
[00:15:16.440 --> 00:15:18.440]  我們怎麼去敬拜祂呢?
[00:15:18.440 --> 00:15:20.440]  我們讚美是否會是空洞呢?
[00:15:20.440 --> 00:15:22.440]  你讚美祂什麼呢?
[00:15:22.440 --> 00:15:24.440]  起碼我們都知道
[00:15:24.440 --> 00:15:26.440]  祂有一些東西是我沒有的
[00:15:26.440 --> 00:15:30.440]  我很愛慕
[00:15:30.440 --> 00:15:32.440]  我渴望追求的
[00:15:32.440 --> 00:15:34.440]  所以我們在說神的屬性
[00:15:34.440 --> 00:15:36.440]  不單止說
[00:15:36.440 --> 00:15:38.440]  因此而信神
[00:15:38.440 --> 00:15:40.440]  你慢慢去追求的時候
