
[00:00:00.000 --> 00:00:03.440]  弟兄姊妹, 二零二六年新年快樂, 主內平安
[00:01:14.000 --> 00:01:16.000]  第一個G是什麼呢?
[00:01:16.000 --> 00:01:18.000]  Grace, 因典, 一切都是因典
[00:01:18.000 --> 00:01:21.000]  神的創造是因典, 神的救贖都是因典
[00:01:21.000 --> 00:01:22.000]  第二個G是什麼呢?
[00:01:22.000 --> 00:01:23.000]  是Gospel
[00:01:23.000 --> 00:01:25.000]  因為我們墮落了, 我們得罪神了
[00:01:25.000 --> 00:01:29.000]  神帶了她的Gospel, 透過她的兒子造成肉身
[00:01:29.000 --> 00:01:31.000]  有了Gospel之後有什麼呢?
[00:01:31.000 --> 00:01:33.000]  很多人只有2G
[00:01:33.000 --> 00:01:37.000]  所以跟神的接收是有些斷斷續續的
[00:01:37.000 --> 00:01:39.000]  有了Gospel之後就停在這裡
[00:01:39.000 --> 00:01:42.000]  聽不到她說話, 她有她的生活
[00:01:42.000 --> 00:01:43.000]  所以是不行的
[00:01:43.000 --> 00:01:45.000]  神有個方向向度的
[00:01:45.000 --> 00:01:49.000]  要我們有個進程, 有個生命的growth
[00:01:49.000 --> 00:01:51.000]  第三個G可能我覺得是最重要
[00:01:51.000 --> 00:01:53.000]  但怎樣能夠帶來這個G呢?
[00:01:53.000 --> 00:01:54.000]  就是第四, 第五個G
[00:01:54.000 --> 00:01:55.000]  要有Gathering
[00:01:55.000 --> 00:01:57.000]  所以希伯來書經常叫我們說什麼?
[00:01:57.000 --> 00:02:00.000]  不可停止聚會, 聚會就是Gathering
[00:02:00.000 --> 00:02:02.000]  可惜Covid之後, 很多人覺得不用聚會的
[00:02:02.000 --> 00:02:04.000]  在網上就可以了
[00:02:04.000 --> 00:02:07.000]  如果網上有朋友在電視節目聽到的時候
[00:02:07.000 --> 00:02:10.000]  希望今天的講道和訊息
[00:02:10.000 --> 00:02:14.000]  都能夠帶來你2026年新的一個立志
[00:02:14.000 --> 00:02:18.000]  Gathering, Gathering做什麼呢?
[00:02:18.000 --> 00:02:20.000]  就是互相的互勵互勉
[00:02:20.000 --> 00:02:22.000]  互相的鼓勵, 互相的提醒
[00:02:22.000 --> 00:02:25.000]  不要得罪神, 要更加愛神, 更加愛人
[00:02:25.000 --> 00:02:26.000]  要有追求的心
[00:02:26.000 --> 00:02:27.000]  不要就這樣停在這裡
[00:02:27.000 --> 00:02:31.000]  因為停在這裡, 有機會不單止會停
[00:02:31.000 --> 00:02:33.000]  是會硬心
[00:02:33.000 --> 00:02:36.000]  硬心之後, 是會離開的
[00:02:36.000 --> 00:02:38.000]  不是吧? 會離開信仰?
[00:02:38.000 --> 00:02:41.000]  可能坐在家裡, 你就已經離開了教會
[00:02:41.000 --> 00:02:42.000]  因為家裡就是我的教會
[00:02:42.000 --> 00:02:43.000]  就已經離開了教會
[00:02:43.000 --> 00:02:46.000]  再慢慢慢慢, 你的心都離開了弟兄姊妹
[00:02:46.000 --> 00:02:47.000]  沒有小組生活
[00:02:47.000 --> 00:02:49.000]  沒有靈修, 沒有讀經, 沒有祈禱
[00:02:49.000 --> 00:02:53.000]  可能主一年到晚, 你都不想過多少次
[00:02:53.000 --> 00:02:54.000]  不過所有決定都好
[00:02:54.000 --> 00:02:56.000]  都不是想一下主想怎麼做
[00:02:56.000 --> 00:02:57.000]  而是我想怎麼做
[00:02:57.000 --> 00:03:00.000]  可能已經不折不扣, 是離開了
[00:03:00.000 --> 00:03:03.000]  所以今天這個課題是非常重要
[00:03:03.000 --> 00:03:07.000]  在我們教會, 2026年主題是什麼呢?
[00:03:07.000 --> 00:03:11.000]  主題是在基督律同心前行
[00:03:11.000 --> 00:03:16.000]  同心前行, 就帶著一個成長
[00:03:16.000 --> 00:03:18.000]  每一個弟兄姊妹是需要成長
[00:03:18.000 --> 00:03:20.000]  教會需要成長
[00:03:20.000 --> 00:03:22.000]  不是領袖成長, 不是牧者成長
[00:03:22.000 --> 00:03:23.000]  我們每一個人都有份成長
[00:03:23.000 --> 00:03:25.000]  而一齊地成長
[00:03:25.000 --> 00:03:28.000]  看回2025年
[00:03:28.000 --> 00:03:32.000]  有沒有在2025年頭的時候, 做過什麼立志?
[00:03:32.000 --> 00:03:34.000]  做不做到?
[00:03:34.000 --> 00:03:35.000]  行不行?
[00:03:35.000 --> 00:03:37.000]  在我們信仰上面
[00:03:37.000 --> 00:03:41.000]  究竟2025年有沒有立志關於你的信仰?
[00:03:41.000 --> 00:03:43.000]  關於你的生命, 有沒有?
[00:03:43.000 --> 00:03:46.000]  或者不舉手了, 我怕太尷尬
[00:03:46.000 --> 00:03:48.000]  大部分人的立志
[00:03:48.000 --> 00:03:50.000]  我今年去健身
[00:03:50.000 --> 00:03:54.000]  我今年希望多點時間陪兒女
[00:03:54.000 --> 00:03:57.000]  我多點時間陪老公, 或者老婆
[00:03:57.000 --> 00:04:00.000]  很少立志這麼崇高, 這麼淑齡
[00:04:00.000 --> 00:04:01.000]  我寧命成長
[00:04:01.000 --> 00:04:04.000]  你立都沒有立, 機會是什麼呢?
[00:04:04.000 --> 00:04:06.000]  你立了都可能做不到
[00:04:06.000 --> 00:04:07.000]  你立都沒有立
[00:04:07.000 --> 00:04:10.000]  想都沒想過, 機會就是你沒有成長
[00:04:10.000 --> 00:04:13.000]  如果你2025年沒有立, 2024年又沒有立
[00:04:13.000 --> 00:04:16.000]  數回之前, 什麼時候立過?
[00:04:16.000 --> 00:04:18.000]  可能很多年都沒有立過
[00:04:18.000 --> 00:04:23.000]  沒有成長, 停滯, 甚至是倒退
[00:04:23.000 --> 00:04:24.000]  倒退到哪裡呢?
[00:04:24.000 --> 00:04:26.000]  真的自己才知道
[00:04:26.000 --> 00:04:27.000]  可能家人都知道
[00:04:27.000 --> 00:04:29.000]  但是也有些人說
[00:04:29.000 --> 00:04:31.000]  哎呀, 遇全盜
[00:04:31.000 --> 00:04:33.000]  不要又說這些話了
[00:04:33.000 --> 00:04:35.000]  其實我已經得救了
[00:04:35.000 --> 00:04:37.000]  我已經得救了
[00:04:37.000 --> 00:04:38.000]  即使我立志不立志
[00:04:38.000 --> 00:04:39.000]  我成長不成長
[00:04:39.000 --> 00:04:40.000]  我讀經不讀經
[00:04:40.000 --> 00:04:41.000]  我上全契不上全契
[00:04:41.000 --> 00:04:42.000]  我上教會不上教會
[00:04:42.000 --> 00:04:44.000]  其實都沒有分別, 為什麼?
[00:04:44.000 --> 00:04:46.000]  我已經得救了
[00:04:46.000 --> 00:04:47.000]  我已經結婚了
[00:04:47.000 --> 00:04:49.000]  我愛不愛我太太不要緊
[00:04:49.000 --> 00:04:50.000]  我花不花心機
[00:04:50.000 --> 00:04:52.000]  我太太都不要緊
[00:04:52.000 --> 00:04:53.000]  我送不送花給你都不要緊
[00:04:53.000 --> 00:04:55.000]  我死不死你都不要緊
[00:04:55.000 --> 00:04:56.000]  我愛不愛你都不要緊
[00:04:56.000 --> 00:04:58.000]  因為我已經結婚了
[00:04:58.000 --> 00:05:00.000]  你這樣說, 你在等什麼?
[00:05:00.000 --> 00:05:02.000]  等死
[00:05:02.000 --> 00:05:06.000]  等你婚姻上的死
[00:05:06.000 --> 00:05:07.000]  因為你這樣說, 你這樣想
[00:05:07.000 --> 00:05:10.000]  你的婚姻就已經開始死了
[00:05:10.000 --> 00:05:12.000]  婚姻只差一線
[00:05:12.000 --> 00:05:13.000]  生不如死
[00:05:13.000 --> 00:05:14.000]  結不如離
[00:05:14.000 --> 00:05:16.000]  跟離沒有分別
[00:05:16.000 --> 00:05:17.000]  這種想法
[00:05:17.000 --> 00:05:20.000]  會不會在教會都很根深蒂固?
[00:05:20.000 --> 00:05:23.000]  我覺得都是很根深蒂固
[00:05:23.000 --> 00:05:25.000]  無論成長與否
[00:05:25.000 --> 00:05:26.000]  我都已經得救了
[00:05:26.000 --> 00:05:28.000]  我上天堂那張票
[00:05:28.000 --> 00:05:32.000]  在袋子裡袋得很穩
[00:05:32.000 --> 00:05:34.000]  就算我倒退了
[00:05:34.000 --> 00:05:36.000]  我今年比上年的熟人生命差
[00:05:36.000 --> 00:05:38.000]  我今年的人比上年衰
[00:05:38.000 --> 00:05:41.000]  我今年口舌更加毒
[00:05:41.000 --> 00:05:42.000]  我想的全部都是負面的
[00:05:42.000 --> 00:05:43.000]  全部都是投訴的
[00:05:43.000 --> 00:05:45.000]  經常都說傳道人講到很悶
[00:05:45.000 --> 00:05:47.000]  也沒有反思
[00:05:47.000 --> 00:05:48.000]  那又如何?
[00:05:48.000 --> 00:05:50.000]  你真的沒有去扶
[00:05:50.000 --> 00:05:52.000]  你對著他, 你怎樣跟他說?
[00:05:52.000 --> 00:05:54.000]  你說, 那你不得救
[00:05:54.000 --> 00:05:56.000]  他說, 我一次得救, 永遠得救
[00:05:56.000 --> 00:05:57.000]  你有沒有聽過?
[00:05:57.000 --> 00:06:00.000]  我現在聽那些廣道人說完
[00:06:00.000 --> 00:06:02.000]  我都是嬰兒
[00:06:02.000 --> 00:06:03.000]  我最多是不健康
[00:06:03.000 --> 00:06:04.000]  最多是不正常
[00:06:04.000 --> 00:06:05.000]  最多是幼稚一點點
[00:06:05.000 --> 00:06:07.000]  不成熟的基督徒
[00:06:07.000 --> 00:06:09.000]  但我都得救了
[00:06:09.000 --> 00:06:10.000]  我最多上到天堂的時候
[00:06:10.000 --> 00:06:12.000]  你就坐前排, 我就坐後排
[00:06:12.000 --> 00:06:14.000]  你們住大屋, 我住小屋
[00:06:14.000 --> 00:06:16.000]  但也有得住, 我都上天堂
[00:06:16.000 --> 00:06:17.000]  笑著跟你說
[00:06:17.000 --> 00:06:19.000]  你有什麼福?
[00:06:19.000 --> 00:06:20.000]  我不是開玩笑
[00:06:20.000 --> 00:06:21.000]  我說真的
[00:06:21.000 --> 00:06:22.000]  你有什麼福?
[00:06:22.000 --> 00:06:24.000]  你說我讀了神學多少年
[00:06:24.000 --> 00:06:26.000]  你也要回答這個問題
[00:06:26.000 --> 00:06:28.000]  不只回答他, 還回答自己
[00:06:28.000 --> 00:06:30.000]  不成熟的基督徒
[00:06:30.000 --> 00:06:31.000]  都能夠得救的
[00:06:31.000 --> 00:06:32.000]  所以又如何?
[00:06:32.000 --> 00:06:33.000]  答案就是說
[00:06:33.000 --> 00:06:34.000]  沒有什麼如何的
[00:06:34.000 --> 00:06:36.000]  不成長就不成長, 都得救的
[00:06:36.000 --> 00:06:38.000]  我做或者不做
[00:06:38.000 --> 00:06:40.000]  我都不會失去救恩的
[00:06:40.000 --> 00:06:43.000]  這個就是基督教最核心的問題
[00:06:43.000 --> 00:06:44.000]  因為你坐在這裡
[00:06:44.000 --> 00:06:46.000]  你覺得不會失去救恩
[00:06:46.000 --> 00:06:47.000]  我虛偽又如何?
[00:06:47.000 --> 00:06:49.000]  我做個假的基督徒又如何?
[00:06:49.000 --> 00:06:51.000]  我做個大反派又如何?
[00:06:51.000 --> 00:06:55.000]  他講這句話是不會符合的
[00:06:55.000 --> 00:06:57.000]  一次得救, 永遠得救
[00:06:57.000 --> 00:06:59.000]  這個教義
[00:06:59.000 --> 00:07:01.000]  特別是加爾文神學的教義
[00:07:01.000 --> 00:07:03.000]  其實是在幫我們
[00:07:03.000 --> 00:07:04.000]  還是在害我們?
[00:07:04.000 --> 00:07:07.000]  但是這個教義不是沒有聖經的根據
[00:07:07.000 --> 00:07:08.000]  起碼有幾個根據
[00:07:08.000 --> 00:07:09.000]  大家都很熟悉的
[00:07:09.000 --> 00:07:11.000]  很熟悉為什麼?
[00:07:11.000 --> 00:07:13.000]  因為我們教會很多的教導
[00:07:13.000 --> 00:07:15.000]  其實回想起來
[00:07:15.000 --> 00:07:18.000]  都是偏向根據加爾文主義的教導
[00:07:18.000 --> 00:07:20.000]  即是說一次得救就永遠得救
[00:07:20.000 --> 00:07:21.000]  救恩是不會失去的
[00:07:21.000 --> 00:07:23.000]  有聖經的經文去支持
[00:07:23.000 --> 00:07:25.000]  例如說耶穌一次過獻上身體
[00:07:25.000 --> 00:07:27.000]  他就已經成就
[00:07:27.000 --> 00:07:29.000]  已經是成性
[00:07:29.000 --> 00:07:32.000]  你們因為耶穌基督一次的獻上身體
[00:07:32.000 --> 00:07:33.000]  你們就已經成性
[00:07:33.000 --> 00:07:35.000]  已經做了
[00:07:35.000 --> 00:07:37.000]  使那些成性的人
[00:07:37.000 --> 00:07:39.000]  永遠得到源泉
[00:07:39.000 --> 00:07:41.000]  所以一次得救, 永遠得救
[00:07:41.000 --> 00:07:43.000]  希伯來書自己講的
[00:07:43.000 --> 00:07:44.000]  不單止這樣
[00:07:44.000 --> 00:07:45.000]  亦都講說
[00:07:45.000 --> 00:07:47.000]  神因為救贖了我們
[00:07:47.000 --> 00:07:48.000]  因為他信了
[00:07:48.000 --> 00:07:50.000]  亦都不會再繼續紀念我們的罪
[00:07:50.000 --> 00:07:51.000]  亦都不會
[00:07:51.000 --> 00:07:52.000]  或者任何不法的行為
[00:07:52.000 --> 00:07:54.000]  他都不會紀念的
[00:07:54.000 --> 00:07:55.000]  不會紀念他們的罪
[00:07:55.000 --> 00:07:56.000]  不會紀念不法行為
[00:07:56.000 --> 00:07:57.000]  我們就繼續做些罪
[00:07:57.000 --> 00:07:59.000]  繼續犯不法行為
[00:07:59.000 --> 00:08:00.000]  還有人都會犯罪
[00:08:00.000 --> 00:08:01.000]  那就繼續犯
[00:08:01.000 --> 00:08:02.000]  只不過多少問題
[00:08:02.000 --> 00:08:03.000]  所以就繼續犯
[00:08:03.000 --> 00:08:04.000]  沒有問題的
[00:08:04.000 --> 00:08:06.000]  這一切既然都赦免了
[00:08:06.000 --> 00:08:08.000]  就不必再為罪獻祭了
[00:08:08.000 --> 00:08:10.000]  這些都是支持的經文
[00:08:10.000 --> 00:08:12.000]  但最好這個經文
[00:08:12.000 --> 00:08:14.000]  這個很難考的
[00:08:14.000 --> 00:08:15.000]  怎樣的經文
[00:08:15.000 --> 00:08:18.000]  我賜給他們永生
[00:08:18.000 --> 00:08:19.000]  耶穌自己講
[00:08:19.000 --> 00:08:21.000]  他們永不滅亡的
[00:08:21.000 --> 00:08:24.000]  誰也不能把他們從我手裡奪去
[00:08:24.000 --> 00:08:25.000]  是不是
[00:08:25.000 --> 00:08:28.000]  亦都沒有人能夠將他們從父的手裡奪去
[00:08:28.000 --> 00:08:30.000]  即是已經在籃子那裡了
[00:08:30.000 --> 00:08:32.000]  你是得救了的籃子
[00:08:32.000 --> 00:08:33.000]  沒有人可以奪走了
[00:08:33.000 --> 00:08:36.000]  那就 sure win 囉
[00:08:36.000 --> 00:08:37.000]  是不是這樣講的意思
[00:08:37.000 --> 00:08:38.000]  這句說話真的很難
[00:08:38.000 --> 00:08:40.000]  這句說話真的是八寶
[00:08:40.000 --> 00:08:41.000]  記住
[00:08:41.000 --> 00:08:44.000]  約翰福音十章二十八節二十九節
[00:08:44.000 --> 00:08:45.000]  記住這句
[00:08:45.000 --> 00:08:48.000]  所有傳道人叫你要成長
[00:08:48.000 --> 00:08:49.000]  成性
[00:08:49.000 --> 00:08:50.000]  要侍奉
[00:08:50.000 --> 00:08:51.000]  要愛主
[00:08:51.000 --> 00:08:52.000]  祈禱
[00:08:52.000 --> 00:08:53.000]  講什麼都不要緊的
[00:08:53.000 --> 00:08:54.000]  你記住這句說話
[00:08:54.000 --> 00:08:55.000]  回答他就可以了
[00:08:55.000 --> 00:08:56.000]  看他怎樣回答你
[00:08:56.000 --> 00:08:58.000]  約翰福音十章二十八節
[00:08:58.000 --> 00:08:59.000]  我不會失去的
[00:08:59.000 --> 00:09:01.000]  我再做差一點都不會失去
[00:09:01.000 --> 00:09:02.000]  再差一點都可以
[00:09:02.000 --> 00:09:04.000]  我就想試一試神
[00:09:04.000 --> 00:09:07.000]  記住這句
[00:09:07.000 --> 00:09:08.000]  記得很熟了是不是
[00:09:08.000 --> 00:09:11.000]  大家初信啊栽培啊三福都念得很熟了
[00:09:11.000 --> 00:09:13.000]  記住這句
[00:09:13.000 --> 00:09:15.000]  大部分傳道人不懂得怎樣回答你
[00:09:15.000 --> 00:09:17.000]  可能我也不懂得怎樣回答你
[00:09:17.000 --> 00:09:19.000]  已不鎖珠
[00:09:19.000 --> 00:09:20.000]  亦都很清楚
[00:09:20.000 --> 00:09:22.000]  聖靈是我們得基業的憑據
[00:09:22.000 --> 00:09:23.000]  你有沒有聖靈啊
[00:09:23.000 --> 00:09:25.000]  有沒有人做了耶穌之後有沒有聖靈啊
[00:09:25.000 --> 00:09:26.000]  舉手
[00:09:26.000 --> 00:09:27.000]  不敢舉啊
[00:09:27.000 --> 00:09:28.000]  即是有聖靈啊
[00:09:28.000 --> 00:09:29.000]  有憑據
[00:09:29.000 --> 00:09:31.000]  不就是那個門票囉
[00:09:31.000 --> 00:09:32.000]  聖靈在我心中有個門票
[00:09:32.000 --> 00:09:33.000]  所以不會失去的
[00:09:33.000 --> 00:09:35.000]  好啦
[00:09:35.000 --> 00:09:37.000]  不單止這樣
[00:09:37.000 --> 00:09:38.000]  猶大書二十四節
[00:09:38.000 --> 00:09:41.000]  他必能保守你們不自跌倒
[00:09:41.000 --> 00:09:42.000]  不要說失去
[00:09:42.000 --> 00:09:44.000]  跌都不會跌的
[00:09:44.000 --> 00:09:46.000]  所以我怎樣整都不會跌的
[00:09:46.000 --> 00:09:47.000]  怎樣整都不會跌的
[00:09:47.000 --> 00:09:48.000]  我呢
[00:09:48.000 --> 00:09:49.000]  都不會跌的
[00:09:49.000 --> 00:09:50.000]  閉上眼睛都不會跌的
[00:09:50.000 --> 00:09:51.000]  是不是
[00:09:51.000 --> 00:09:53.000]  這幾句經文念了就可以了
[00:09:53.000 --> 00:09:55.000]  加以文典
[00:09:55.000 --> 00:09:57.000]  主義一次得救永不得救
[00:09:57.000 --> 00:09:59.000]  但問題來了
[00:09:59.000 --> 00:10:01.000]  不要念一就不念二
[00:10:01.000 --> 00:10:03.000]  一次得救永遠得救
[00:10:03.000 --> 00:10:05.000]  這些經文是神擺了你
[00:10:05.000 --> 00:10:07.000]  在他的籃子裏補你
[00:10:07.000 --> 00:10:08.000]  神一定保住你
[00:10:08.000 --> 00:10:10.000]  但問題來了
[00:10:10.000 --> 00:10:12.000]  我怎樣知道我真的得救啊
[00:10:12.000 --> 00:10:16.000]  你一次得救就永遠得救而已
[00:10:16.000 --> 00:10:18.000]  根據加以文主義
[00:10:18.000 --> 00:10:19.000]  一次得救就永遠得救
[00:10:19.000 --> 00:10:21.000]  那你怎樣知道你一次得救呢
[00:10:21.000 --> 00:10:23.000]  怎樣知道啊現在
[00:10:26.000 --> 00:10:28.000]  我信耶穌就得救了
[00:10:28.000 --> 00:10:29.000]  如果不用信耶穌
[00:10:29.000 --> 00:10:30.000]  我信耶穌就得永生了
[00:10:30.000 --> 00:10:31.000]  所以信耶穌就得永生
[00:10:31.000 --> 00:10:33.000]  所以一次得救就是一次信耶穌
[00:10:33.000 --> 00:10:35.000]  一次信耶穌就會得救了
[00:10:35.000 --> 00:10:37.000]  同不同意嗎
[00:10:37.000 --> 00:10:40.000]  但你再看其他經文
[00:10:40.000 --> 00:10:43.000]  亦都在希伯來書裏講
[00:10:43.000 --> 00:10:46.000]  如果我們領受了真理的知識以後
[00:10:46.000 --> 00:10:48.000]  還是故意犯罪
[00:10:48.000 --> 00:10:51.000]  那就沒有留下贖罪的制給你了
[00:10:51.000 --> 00:10:53.000]  只好恐懼地等候著審判
[00:10:53.000 --> 00:10:56.000]  和快要吞滅眾仇敵的烈火
[00:10:56.000 --> 00:10:58.000]  將你形容為仇敵
[00:10:58.000 --> 00:11:00.000]  亦都是用火來形容你
[00:11:00.000 --> 00:11:02.000]  亦都沒有任何贖罪制
[00:11:02.000 --> 00:11:04.000]  包括耶穌的贖罪制
[00:11:04.000 --> 00:11:06.000]  一次過贖罪制都救不了你
[00:11:06.000 --> 00:11:07.000]  你就等死了
[00:11:07.000 --> 00:11:08.000]  你就等審判了
[00:11:08.000 --> 00:11:09.000]  這些字眼
[00:11:09.000 --> 00:11:11.000]  加以文就要去解釋
[00:11:11.000 --> 00:11:13.000]  是很難解釋的
[00:11:13.000 --> 00:11:15.000]  因為叫你不要故意犯罪
[00:11:15.000 --> 00:11:17.000]  所以我們通常怎樣說
[00:11:17.000 --> 00:11:19.000]  加以文主義
[00:11:19.000 --> 00:11:20.000]  如果你真的相信加以文主義
[00:11:20.000 --> 00:11:21.000]  一次得救永遠得救
[00:11:21.000 --> 00:11:23.000]  你就跟自己說
[00:11:23.000 --> 00:11:25.000]  我是從來沒有故意犯罪
[00:11:25.000 --> 00:11:27.000]  我所犯的罪都是無意的
[00:11:27.000 --> 00:11:32.000]  這個罪是無意的
[00:11:32.000 --> 00:11:37.000]  但有時我們會故意犯罪的
[00:11:37.000 --> 00:11:40.000]  因為有時你應該是寬恕人
[00:11:40.000 --> 00:11:42.000]  我是專登不寬恕的
[00:11:42.000 --> 00:11:44.000]  你刻意不寬恕
[00:11:44.000 --> 00:11:45.000]  有時我講說話
[00:11:45.000 --> 00:11:46.000]  是真的講出來
[00:11:46.000 --> 00:11:47.000]  我是要傷害他的
[00:11:47.000 --> 00:11:48.000]  我是專登傷害他的
[00:11:48.000 --> 00:11:50.000]  尤其是傷害最親密的人
[00:11:50.000 --> 00:11:52.000]  最親密的人
[00:11:52.000 --> 00:11:55.000]  他不傷害你那麼多
[00:11:55.000 --> 00:11:57.000]  所以你都不會刻意傷害他那麼多
[00:11:57.000 --> 00:11:59.000]  越親密就互相在那裏
[00:11:59.000 --> 00:12:00.000]  口角計如動武那些
[00:12:00.000 --> 00:12:02.000]  因為越親密越這樣做
[00:12:02.000 --> 00:12:04.000]  故意犯罪
[00:12:04.000 --> 00:12:07.000]  你就成為被烈火吞滅
[00:12:07.000 --> 00:12:09.000]  這樣要想
[00:12:09.000 --> 00:12:11.000]  一次得救永遠得救
[00:12:11.000 --> 00:12:13.000]  我怎樣知道呢
[00:12:13.000 --> 00:12:15.000]  你真的相信一次得救永遠得救的時候
[00:12:15.000 --> 00:12:16.000]  你就要相信
[00:12:16.000 --> 00:12:18.000]  你不能夠故意犯罪
[00:12:18.000 --> 00:12:19.000]  當你故意犯罪的時候
[00:12:19.000 --> 00:12:21.000]  可能你沒有一次得救
[00:12:21.000 --> 00:12:23.000]  再講一次
[00:12:23.000 --> 00:12:25.000]  你講一次得救永遠得救沒問題
[00:12:25.000 --> 00:12:27.000]  不過當你故意犯罪的時候
[00:12:27.000 --> 00:12:28.000]  可能你沒有一次得救
[00:12:28.000 --> 00:12:30.000]  這樣就大件事
[00:12:30.000 --> 00:12:31.000]  問題是
[00:12:31.000 --> 00:12:32.000]  在神來講
[00:12:32.000 --> 00:12:33.000]  神就知道你沒有一次得救
[00:12:33.000 --> 00:12:34.000]  神就知道
[00:12:34.000 --> 00:12:36.000]  你自己知不知道
[00:12:36.000 --> 00:12:38.000]  如果我繼續犯罪的時候
[00:12:38.000 --> 00:12:40.000]  連你自己都會懷疑自己
[00:12:40.000 --> 00:12:42.000]  我是不是真的得救呢
[00:12:42.000 --> 00:12:44.000]  周圍的人就懷疑了很久
[00:12:44.000 --> 00:12:46.000]  是你自己還在懷疑
[00:12:46.000 --> 00:12:47.000]  大眾說不要緊
[00:12:47.000 --> 00:12:48.000]  懷疑都不要緊
[00:12:48.000 --> 00:12:49.000]  我有張門卷
[00:12:49.000 --> 00:12:50.000]  一次得救永遠得救
[00:12:50.000 --> 00:12:51.000]  自己騙自己
[00:12:51.000 --> 00:12:52.000]  你們要講什麼
[00:12:52.000 --> 00:12:53.000]  經文講什麼
[00:12:53.000 --> 00:12:55.000]  你們要竭力尋求與眾人和睦
[00:12:55.000 --> 00:12:57.000]  並要竭力追求聖經
[00:12:57.000 --> 00:12:58.000]  如果沒有聖潔
[00:12:58.000 --> 00:13:00.000]  誰也不能見主
[00:13:00.000 --> 00:13:01.000]  我們要怎樣理解呢
[00:13:01.000 --> 00:13:02.000]  就是說
[00:13:02.000 --> 00:13:04.000]  不竭力又如何
[00:13:04.000 --> 00:13:06.000]  我不竭力又如何
[00:13:06.000 --> 00:13:07.000]  我都得救
[00:13:07.000 --> 00:13:09.000]  得救
[00:13:09.000 --> 00:13:10.000]  得救完之後
[00:13:10.000 --> 00:13:11.000]  我就不見主
[00:13:11.000 --> 00:13:12.000]  沒所謂
[00:13:12.000 --> 00:13:13.000]  我去天堂我得救
[00:13:13.000 --> 00:13:15.000]  天堂就是沒有主面見的
[00:13:15.000 --> 00:13:16.000]  這個天堂
[00:13:16.000 --> 00:13:17.000]  主不在
[00:13:17.000 --> 00:13:19.000]  這樣就解通經文
[00:13:19.000 --> 00:13:21.000]  解不解通
[00:13:21.000 --> 00:13:23.000]  大家之間是不通的
[00:13:23.000 --> 00:13:25.000]  不是那麼容易解的
[00:13:25.000 --> 00:13:27.000]  因為這些經文講得很白
[00:13:27.000 --> 00:13:29.000]  《馬太福音》也有講
[00:13:29.000 --> 00:13:31.000]  主啊主啊
[00:13:31.000 --> 00:13:33.000]  但是主說我都不認識你
[00:13:33.000 --> 00:13:34.000]  我真的認識你的
[00:13:34.000 --> 00:13:35.000]  你真的當我是主的
[00:13:35.000 --> 00:13:37.000]  你就要遵行天父的旨意
[00:13:37.000 --> 00:13:38.000]  什麼意思呢
[00:13:38.000 --> 00:13:39.000]  就是說
[00:13:39.000 --> 00:13:40.000]  你真的生活
[00:13:40.000 --> 00:13:41.000]  是能夠反映出
[00:13:41.000 --> 00:13:43.000]  你一次得救
[00:13:43.000 --> 00:13:44.000]  有這個的確距
[00:13:44.000 --> 00:13:46.000]  你生活的見證
[00:13:46.000 --> 00:13:48.000]  是最能夠見到
[00:13:48.000 --> 00:13:49.000]  你內心的信心
[00:13:49.000 --> 00:13:50.000]  你最能夠見到
