
[00:00:00.000 --> 00:00:02.920]  各位電影節目員一開始就想問你們一條
[00:05:29.160 --> 00:05:31.160]  煲好多不同的靚糖
[00:05:31.160 --> 00:05:33.160]  打算晚上女兒回來
[00:05:33.160 --> 00:05:35.160]  開完工回來家裏
[00:05:35.160 --> 00:05:37.160]  就喝下那些糖滋潤下
[00:05:37.160 --> 00:05:39.160]  怎知女兒每一次
[00:05:39.160 --> 00:05:41.160]  因為不喜歡喝那些糖
[00:05:41.160 --> 00:05:43.160]  就偷偷地敲媽媽不經意
[00:05:43.160 --> 00:05:45.160]  就想辦法倒掉
[00:05:45.160 --> 00:05:49.160]  其實媽媽很厲害
[00:05:49.160 --> 00:05:51.160]  做媽媽就很厲害
[00:05:51.160 --> 00:05:53.160]  女兒有沒有喝糖有時會知道
[00:05:53.160 --> 00:05:55.160]  有些不同的辦法會知道
[00:05:55.160 --> 00:05:57.160]  就這樣看看星盤
[00:05:57.160 --> 00:05:59.160]  有少少痕跡都知道女兒會倒掉那些糖
[00:05:59.160 --> 00:06:01.160]  初頭的媽媽
[00:06:01.160 --> 00:06:03.160]  以為女兒有時開工
[00:06:03.160 --> 00:06:05.160]  開到太累回來沒甚麼胃口
[00:06:05.160 --> 00:06:07.160]  但覺得
[00:06:07.160 --> 00:06:09.160]  過了很久
[00:06:09.160 --> 00:06:11.160]  女兒還是繼續倒掉那些糖
[00:06:13.160 --> 00:06:15.160]  然後媽媽就忍不住問女兒
[00:06:15.160 --> 00:06:17.160]  究竟是不是我煲的湯不好喝
[00:06:17.160 --> 00:06:19.160]  然後女兒才告訴她
[00:06:19.160 --> 00:06:21.160]  原來我減肥
[00:06:21.160 --> 00:06:23.160]  我常常喝的老火湯
[00:06:23.160 --> 00:06:25.160]  很容易很肥很肥很肥
[00:06:25.160 --> 00:06:27.160]  還有太晚喝這些湯
[00:06:27.160 --> 00:06:29.160]  睡覺前喝
[00:06:29.160 --> 00:06:31.160]  都會很肥很肥很肥
[00:06:31.160 --> 00:06:33.160]  所以女兒就告訴媽媽
[00:06:33.160 --> 00:06:35.160]  因為這個原因不是不喜歡喝她的湯
[00:06:35.160 --> 00:06:39.160]  媽媽哭
[00:06:39.160 --> 00:06:41.160]  哭得很厲害
[00:06:41.160 --> 00:06:43.160]  知道為甚麼嗎
[00:06:43.160 --> 00:06:45.160]  不是因為女兒不喜歡喝她的湯
[00:06:45.160 --> 00:06:47.160]  而是原來媽媽發現
[00:06:47.160 --> 00:06:49.160]  之前
[00:06:49.160 --> 00:06:51.160]  大家不能夠很坦誠地溝通
[00:06:51.160 --> 00:06:53.160]  這是兩母女媽媽覺得
[00:06:53.160 --> 00:06:55.160]  最遺憾的事情
[00:06:55.160 --> 00:06:59.160]  有甚麼我們不能夠坦坦白白
[00:06:59.160 --> 00:07:01.160]  跟別人去表白
[00:07:01.160 --> 00:07:03.160]  特別是最親的人
[00:07:03.160 --> 00:07:05.160]  第二件事
[00:07:05.160 --> 00:07:07.160]  第二點
[00:07:09.160 --> 00:07:11.160]  我們說
[00:07:11.160 --> 00:07:13.160]  誠實
[00:07:13.160 --> 00:07:15.160]  再高一個層面來看看
[00:07:15.160 --> 00:07:17.160]  聖經裏面再深入一點
[00:07:17.160 --> 00:07:19.160]  看看誠實是甚麼
[00:07:19.160 --> 00:07:21.160]  原來誠實就是按照真理
[00:07:21.160 --> 00:07:23.160]  去行事
[00:07:23.160 --> 00:07:25.160]  按照神教我們的真理去行事
[00:07:25.160 --> 00:07:27.160]  就是誠實
[00:07:27.160 --> 00:07:29.160]  剛才我們也有讀到一段經文
[00:07:29.160 --> 00:07:31.160]  對於大家來說是很熟悉的
[00:07:31.160 --> 00:07:33.160]  我們就看看另外一個聖經的譯本
[00:07:33.160 --> 00:07:35.160]  怎樣譯那段經文
[00:07:35.160 --> 00:07:37.160]  在約翰福音四章二十四節
[00:07:37.160 --> 00:07:39.160]  我們一起讀
[00:07:39.160 --> 00:07:41.160]  神是靈
[00:07:41.160 --> 00:07:43.160]  敬拜的人必須以靈
[00:07:43.160 --> 00:07:45.160]  以真理來敬拜
[00:07:45.160 --> 00:07:47.160]  這個是另外一個
[00:07:47.160 --> 00:07:49.160]  漢語聖經譯本
[00:07:49.160 --> 00:07:51.160]  告訴我們
[00:07:51.160 --> 00:07:53.160]  是不是很熟悉
[00:07:53.160 --> 00:07:55.160]  剛才我們開始敬拜的時候
[00:07:55.160 --> 00:07:57.160]  錦楓姐妹也帶我們讀過
[00:07:57.160 --> 00:07:59.160]  神是靈所以我們要拜祂
[00:07:59.160 --> 00:08:01.160]  必須用心靈誠實來拜祂
[00:08:01.160 --> 00:08:03.160]  原來誠實的原文
[00:08:03.160 --> 00:08:05.160]  翻譯出來最準確的是甚麼
[00:08:05.160 --> 00:08:07.160]  是真理
[00:08:07.160 --> 00:08:09.160]  神的真理
[00:08:09.160 --> 00:08:11.160]  神的說話就是誠實
[00:08:11.160 --> 00:08:13.160]  在約翰一書三章十八節
[00:08:13.160 --> 00:08:15.160]  我們再讀
[00:08:15.160 --> 00:08:17.160]  孩子們
[00:08:17.160 --> 00:08:19.160]  我們相愛
[00:08:19.160 --> 00:08:21.160]  不要用言語和舌頭
[00:08:21.160 --> 00:08:23.160]  要用行為和真理
[00:08:23.160 --> 00:08:25.160]  原本初頭我們也要用
[00:08:25.160 --> 00:08:27.160]  行為和誠實上
[00:08:27.160 --> 00:08:29.160]  彼此相愛
[00:08:29.160 --> 00:08:31.160]  彼此相愛
[00:08:31.160 --> 00:08:33.160]  是用我們實際的行動
[00:08:33.160 --> 00:08:35.160]  和按著神的真理
[00:08:35.160 --> 00:08:39.160]  規規矩矩
[00:08:39.160 --> 00:08:41.160]  去愛身邊的人
[00:08:41.160 --> 00:08:43.160]  原來積極一點來說
[00:08:43.160 --> 00:08:45.160]  誠實就是按著神的真理
[00:08:45.160 --> 00:08:47.160]  按著神的心意
[00:08:47.160 --> 00:08:49.160]  去敬拜
[00:08:49.160 --> 00:08:51.160]  去愛我們身邊的人
[00:08:51.160 --> 00:08:53.160]  按著神的真理過我們每一日的生活
[00:08:53.160 --> 00:08:55.160]  這個就是誠實的表現
[00:08:55.160 --> 00:08:57.160]  誠實的意思
[00:08:57.160 --> 00:08:59.160]  誠實
[00:08:59.160 --> 00:09:01.160]  所以第二件事
[00:09:01.160 --> 00:09:03.160]  我們知道什麼是誠實
[00:09:03.160 --> 00:09:05.160]  但是為什麼
[00:09:05.160 --> 00:09:07.160]  我會問一個問題
[00:09:07.160 --> 00:09:09.160]  為什麼我們要誠實
[00:09:09.160 --> 00:09:11.160]  這個世界人人都不誠實
[00:09:11.160 --> 00:09:13.160]  很容易會不誠實
[00:09:13.160 --> 00:09:15.160]  自己誠實不就很吃虧
[00:09:15.160 --> 00:09:19.160]  但是弟兄姊妹
[00:09:19.160 --> 00:09:21.160]  我們留意我們是神的兒女
[00:09:21.160 --> 00:09:23.160]  我們和世界不同
[00:09:23.160 --> 00:09:25.160]  我們是從世界中分別出來
[00:09:25.160 --> 00:09:27.160]  這個叫聖潔分別為聖
[00:09:27.160 --> 00:09:29.160]  我們是神的兒女的時候
[00:09:29.160 --> 00:09:31.160]  我們喜歡這樣就這樣
[00:09:31.160 --> 00:09:33.160]  不喜歡這樣就不喜歡這樣
[00:09:33.160 --> 00:09:35.160]  我們
[00:09:35.160 --> 00:09:37.160]  是看神
[00:09:37.160 --> 00:09:39.160]  我們是按著神
[00:09:39.160 --> 00:09:41.160]  在生命記三十二章四節
[00:09:41.160 --> 00:09:43.160]  他是盤石
[00:09:43.160 --> 00:09:45.160]  他的作為完全
[00:09:45.160 --> 00:09:47.160]  他所行的無不公平
[00:09:47.160 --> 00:09:49.160]  是誠實無偽的神
[00:09:49.160 --> 00:09:51.160]  有公義有正直
[00:09:51.160 --> 00:09:53.160]  原來就是因為我們信的神
[00:09:53.160 --> 00:09:55.160]  我們跟從的神
[00:09:55.160 --> 00:09:57.160]  他就是一個誠實無偽的神
[00:09:57.160 --> 00:09:59.160]  所以今天我們說
[00:09:59.160 --> 00:10:01.160]  我們跟他的時候
[00:10:01.160 --> 00:10:03.160]  我們跟這個神的時候
[00:10:03.160 --> 00:10:05.160]  我們都是用誠實
[00:10:05.160 --> 00:10:07.160]  按著他的真理
[00:10:07.160 --> 00:10:09.160]  跟他一起生活
[00:10:09.160 --> 00:10:11.160]  而在真言十二章二十二節
[00:10:11.160 --> 00:10:13.160]  這裡所說
[00:10:13.160 --> 00:10:15.160]  說方言的嘴為耶和華所珍護
[00:10:15.160 --> 00:10:17.160]  行事誠實的為他所喜悅
[00:10:17.160 --> 00:10:19.160]  很清楚神告訴我們
[00:10:19.160 --> 00:10:21.160]  他喜悅我們跟從他的兒女
[00:10:21.160 --> 00:10:23.160]  是要按著他的真理
[00:10:23.160 --> 00:10:25.160]  誠誠實實的面對他
[00:10:25.160 --> 00:10:27.160]  面對其他人
[00:10:27.160 --> 00:10:29.160]  甚至面對我們自己
[00:10:29.160 --> 00:10:31.160]  這是神想我們這樣去做的
[00:10:31.160 --> 00:10:33.160]  而在肥臘比書二章十五至十六節
[00:10:33.160 --> 00:10:35.160]  請大家一起讀
[00:10:35.160 --> 00:10:37.160]  預備一二三
[00:10:55.160 --> 00:10:57.160]  祈福阿彌陀佛
[00:10:57.160 --> 00:11:01.160]  這個是神的心意
[00:11:01.160 --> 00:11:03.160]  神很想我們在這個混亂的
[00:11:03.160 --> 00:11:05.160]  世代裏面成為光
[00:11:05.160 --> 00:11:07.160]  成為神的光
[00:11:07.160 --> 00:11:09.160]  將這個光帶去
[00:11:09.160 --> 00:11:11.160]  其他一些未信的人黑暗的地方
[00:11:11.160 --> 00:11:13.160]  所以今天
[00:11:13.160 --> 00:11:15.160]  我們怎樣能夠發光
[00:11:15.160 --> 00:11:17.160]  其中一樣就是按著神的真理
[00:11:17.160 --> 00:11:19.160]  誠誠實實的去生活
[00:11:19.160 --> 00:11:21.160]  當我們這樣誠實生活的時候
[00:11:21.160 --> 00:11:23.160]  神就會賜福給我們
[00:11:23.160 --> 00:11:25.160]  這群又聽話又誠實的兒女
[00:11:25.160 --> 00:11:29.160]  做父母的
[00:11:29.160 --> 00:11:31.160]  你想不想你的子女
[00:11:31.160 --> 00:11:33.160]  誠實
[00:11:33.160 --> 00:11:35.160]  想吧
[00:11:35.160 --> 00:11:37.160]  誰想自己的子女
[00:11:37.160 --> 00:11:39.160]  好像大華精那樣
[00:11:39.160 --> 00:11:41.160]  或者反過來說
[00:11:41.160 --> 00:11:43.160]  不要說誠實
[00:11:43.160 --> 00:11:45.160]  你想你的子女打扮出來像乞丐那樣
[00:11:45.160 --> 00:11:47.160]  還是打扮出來像公主王子那樣呢
[00:11:51.160 --> 00:11:53.160]  沒有人想自己的子女
[00:11:53.160 --> 00:11:55.160]  打扮出來像乞丐那樣
[00:11:55.160 --> 00:11:57.160]  同樣神
[00:11:57.160 --> 00:11:59.160]  我們信了耶穌的時候
[00:11:59.160 --> 00:12:01.160]  我們是神寶貴的兒女
[00:12:01.160 --> 00:12:03.160]  神都不想我們成為大華精那樣
[00:12:03.160 --> 00:12:05.160]  出來這個世界生活
[00:12:05.160 --> 00:12:07.160]  神很想我們能夠分享
[00:12:07.160 --> 00:12:09.160]  祂誠實的性情
[00:12:09.160 --> 00:12:11.160]  所以今天我們跟從祂的時候
[00:12:11.160 --> 00:12:13.160]  我們是神的兒女的時候
[00:12:13.160 --> 00:12:15.160]  我們跟著天父爸爸
[00:12:15.160 --> 00:12:17.160]  學習誠實
[00:12:17.160 --> 00:12:19.160]  所以第三點
[00:12:19.160 --> 00:12:21.160]  我們知道
[00:12:21.160 --> 00:12:23.160]  什麼是誠實
[00:12:23.160 --> 00:12:25.160]  我們知道我們要誠實
[00:12:25.160 --> 00:12:27.160]  但是怎樣
[00:12:27.160 --> 00:12:29.160]  真實去做出來呢
[00:12:29.160 --> 00:12:31.160]  可能你會說很難的
[00:12:31.160 --> 00:12:33.160]  我試過很多次
[00:12:33.160 --> 00:12:35.160]  我立志了很多次
[00:12:35.160 --> 00:12:37.160]  但在這個世界上
[00:12:37.160 --> 00:12:39.160]  我立志過
[00:12:39.160 --> 00:12:41.160]  但是又失敗了
[00:12:41.160 --> 00:12:43.160]  認罪又立志又失敗又認罪
[00:12:43.160 --> 00:12:45.160]  有時做到自己都不敢再在神面前
[00:12:45.160 --> 00:12:47.160]  沒什麼面子
[00:12:47.160 --> 00:12:49.160]  再去跟神認罪
[00:12:49.160 --> 00:12:51.160]  求神幫助我做一個誠實的人
[00:12:51.160 --> 00:12:55.160]  我們真的做不到
[00:12:55.160 --> 00:12:57.160]  弟兄姊妹
[00:12:57.160 --> 00:12:59.160]  我們是做不到的
[00:12:59.160 --> 00:13:01.160]  是正常的
[00:13:01.160 --> 00:13:03.160]  所以我們生命裡
[00:13:03.160 --> 00:13:05.160]  才需要有神在我們生命當中
[00:13:05.160 --> 00:13:07.160]  所以今天有三個行動
[00:13:07.160 --> 00:13:09.160]  很想鼓勵你們
[00:13:09.160 --> 00:13:11.160]  一起在生活上實踐
[00:13:11.160 --> 00:13:13.160]  第一點 脫去舊人
[00:13:13.160 --> 00:13:15.160]  就好像剛才
[00:13:15.160 --> 00:13:17.160]  所說的脫去舊人是什麼意思
[00:13:17.160 --> 00:13:19.160]  就是我們以前
[00:13:19.160 --> 00:13:21.160]  未信耶穌之前的那些行為
[00:13:21.160 --> 00:13:23.160]  多麼差
[00:13:23.160 --> 00:13:25.160]  多麼按著肉體的那些行為
[00:13:25.160 --> 00:13:27.160]  我們要像脫衣服一樣
[00:13:27.160 --> 00:13:29.160]  不要穿那件衣服
[00:13:29.160 --> 00:13:31.160]  脫開它
[00:13:31.160 --> 00:13:33.160]  脫去舊人的模式
[00:13:33.160 --> 00:13:35.160]  其中一樣很重要的就是斷絕謊言
[00:13:35.160 --> 00:13:37.160]  要跟謊言
[00:13:37.160 --> 00:13:39.160]  四路要跟他絕交
[00:13:39.160 --> 00:13:41.160]  絕交
[00:13:41.160 --> 00:13:43.160]  懂不懂
[00:13:43.160 --> 00:13:45.160]  古代的絕交
[00:13:45.160 --> 00:13:47.160]  就叫割席
[00:13:47.160 --> 00:13:49.160]  大家不要坐在同一張席上課
[00:13:49.160 --> 00:13:51.160]  那些割席
[00:13:51.160 --> 00:13:53.160]  現代的絕交
[00:13:53.160 --> 00:13:55.160]  就可能是向左走向右走
[00:13:55.160 --> 00:13:57.160]  可能是Facebook
[00:13:57.160 --> 00:13:59.160]  unlike他 不要跟他做朋友
[00:13:59.160 --> 00:14:01.160]  所有電話
[00:14:01.160 --> 00:14:03.160]  WhatsApp都block他
[00:14:03.160 --> 00:14:05.160]  他打不到電話給你們
[00:14:05.160 --> 00:14:07.160]  聯絡不到他 見到面都當他透明
[00:14:07.160 --> 00:14:09.160]  絕交
[00:14:09.160 --> 00:14:11.160]  我相信很多人
[00:14:11.160 --> 00:14:13.160]  做得很絕
[00:14:13.160 --> 00:14:15.160]  不想跟一個人相處的時候
[00:14:15.160 --> 00:14:17.160]  跟他絕交
[00:14:17.160 --> 00:14:19.160]  但是你有沒有跟
[00:14:19.160 --> 00:14:21.160]  你的謊言絕交呢
[00:14:21.160 --> 00:14:23.160]  你有沒有跟撒旦
[00:14:23.160 --> 00:14:25.160]  魔鬼撒旦會不會這樣呢
[00:14:25.160 --> 00:14:27.160]  引誘我們挑撥離間
[00:14:27.160 --> 00:14:29.160]  你有沒有跟魔鬼撒旦
[00:14:29.160 --> 00:14:31.160]  絕交呢
[00:14:31.160 --> 00:14:33.160]  我們要立志
[00:14:33.160 --> 00:14:35.160]  再一次要跟魔鬼撒旦
[00:14:35.160 --> 00:14:37.160]  分開出來
[00:14:37.160 --> 00:14:39.160]  真正做一個
[00:14:39.160 --> 00:14:41.160]  斷絕
[00:14:41.160 --> 00:14:43.160]  要立志
[00:14:43.160 --> 00:14:45.160]  坦誠面對神
[00:14:45.160 --> 00:14:47.160]  當我們坦誠面對神的時候
[00:14:47.160 --> 00:14:49.160]  我們都會坦誠面對人
[00:14:49.160 --> 00:14:51.160]  面對自己
[00:14:51.160 --> 00:14:53.160]  這是第一樣
[00:14:53.160 --> 00:14:55.160]  我們要跟謊言絕交
[00:14:55.160 --> 00:14:57.160]  第二
[00:14:57.160 --> 00:15:01.160]  穿上新人
[00:15:01.160 --> 00:15:03.160]  穿上新人是什麼意思呀
[00:15:03.160 --> 00:15:07.160]  穿上新人
[00:15:07.160 --> 00:15:09.160]  我們不再
[00:15:09.160 --> 00:15:11.160]  講那麼多虛假的說話
[00:15:11.160 --> 00:15:13.160]  無謂的說話
[00:15:13.160 --> 00:15:15.160]  是非的說話
[00:15:15.160 --> 00:15:17.160]  我們講多些實際建設性有用的說話
[00:15:17.160 --> 00:15:19.160]  神的真理
[00:15:19.160 --> 00:15:21.160]  怎樣能夠講神的真理呢
[00:15:21.160 --> 00:15:23.160]  我們有時候很難的
[00:15:23.160 --> 00:15:25.160]  嘴巴在我們嘴裡面
[00:15:25.160 --> 00:15:27.160]  經常控制不到自己
[00:15:27.160 --> 00:15:29.160]  很多時候很容易會隨口而說
[00:15:29.160 --> 00:15:31.160]  傷害人或者
[00:15:31.160 --> 00:15:33.160]  不造就其他人
[00:15:33.160 --> 00:15:35.160]  怎樣能夠控制自己的舌頭呢
[00:15:35.160 --> 00:15:37.160]  其中一件事
[00:15:37.160 --> 00:15:39.160]  熟讀神的說話
[00:15:39.160 --> 00:15:43.160]  我家住了差不多兩年
[00:15:43.160 --> 00:15:45.160]  其實我家面前
[00:15:45.160 --> 00:15:47.160]  門口那塊空地
[00:15:47.160 --> 00:15:49.160]  都蠻大的
[00:15:49.160 --> 00:15:51.160]  但是就
[00:15:51.160 --> 00:15:53.160]  倒的
[00:15:53.160 --> 00:15:55.160]  因為這兩年
[00:15:55.160 --> 00:15:57.160]  灑水系統壞了
[00:15:57.160 --> 00:15:59.160]  但我覺得壞了都蠻好的
[00:15:59.160 --> 00:16:01.160]  一年不用剪很多
[00:16:01.160 --> 00:16:03.160]  是雨季才剪下草
[00:16:03.160 --> 00:16:05.160]  不用剪
[00:16:05.160 --> 00:16:07.160]  忍得住讓它倒
[00:16:07.160 --> 00:16:09.160]  像地中海一樣
[00:16:09.160 --> 00:16:11.160]  見到它順眼就不用煩
[00:16:11.160 --> 00:16:15.160]  但我告訴你
[00:16:15.160 --> 00:16:17.160]  有一天我不知道是真還是假
[00:16:17.160 --> 00:16:19.160]  還是那些人想
[00:16:19.160 --> 00:16:21.160]  不知道做些什麼
[00:16:21.160 --> 00:16:23.160]  有一天我收到一張手寫的字條
[00:16:23.160 --> 00:16:25.160]  它說是我鄰居
[00:16:25.160 --> 00:16:27.160]  說我門口那塊地
[00:16:27.160 --> 00:16:29.160]  好像
[00:16:29.160 --> 00:16:31.160]  它用英文
[00:16:31.160 --> 00:16:33.160]  爛文型集中地
[00:16:33.160 --> 00:16:35.160]  我不知道是想
[00:16:35.160 --> 00:16:37.160]  推銷我一些服務
[00:16:37.160 --> 00:16:39.160]  還是什麼
[00:16:39.160 --> 00:16:41.160]  但我收到這張的時候
[00:16:41.160 --> 00:16:43.160]  那塊地除了
[00:16:43.160 --> 00:16:45.160]  我覺得自己舒不舒服
[00:16:45.160 --> 00:16:47.160]  都影響整個社區
[00:16:47.160 --> 00:16:49.160]  身邊的鄰居
