
[00:00:00.000 --> 00:00:05.000]  今天我的題目對我而言是很大的挑戰
[00:05:17.000 --> 00:05:18.000]  最普遍是祈禱
[00:05:18.000 --> 00:05:21.000]  其實有時候你收到祈禱手
[00:05:21.000 --> 00:05:22.000]  你都覺得很慷慨
[00:05:22.000 --> 00:05:24.000]  不知道有沒有祈禱
[00:05:24.000 --> 00:05:25.000]  給你三隻
[00:05:25.000 --> 00:05:28.000]  不代表他在祈禱
[00:05:28.000 --> 00:05:29.000]  真的
[00:05:29.000 --> 00:05:33.000]  你會發覺這個媒體真的很厲害
[00:05:33.000 --> 00:05:35.000]  所以我們牧師有時候
[00:05:35.000 --> 00:05:37.000]  有時候在台上要自我安慰
[00:05:37.000 --> 00:05:39.000]  如果大家拿著手機去看
[00:05:39.000 --> 00:05:40.000]  我就自我安慰
[00:05:40.000 --> 00:05:42.000]  覺得你們在看聖經
[00:05:42.000 --> 00:05:44.000]  看看他們在寫東西
[00:05:44.000 --> 00:05:45.000]  我就自我安慰
[00:05:45.000 --> 00:05:47.000]  覺得他們在抄筆記
[00:05:47.000 --> 00:05:48.000]  抄筆記
[00:05:48.000 --> 00:05:49.000]  自我安慰
[00:05:49.000 --> 00:05:50.000]  不知道他們在回Whatsapp
[00:05:50.000 --> 00:05:52.000]  我也不知道
[00:05:52.000 --> 00:05:56.000]  這個手機已經不是手機
[00:05:56.000 --> 00:05:59.000]  但是以後我想給大家聽一段
[00:05:59.000 --> 00:06:01.000]  不用一分鐘的一段聖帶
[00:06:01.000 --> 00:06:05.000]  你聽一聽
[00:06:05.000 --> 00:06:07.000]  所以整段聖經其實從心
[00:06:07.000 --> 00:06:09.000]  都是在說起道
[00:06:09.000 --> 00:06:11.000]  但是亞哥開宗明
[00:06:11.000 --> 00:06:15.000]  一提到我們在任何的環境
[00:06:15.000 --> 00:06:17.000]  無論是受苦
[00:06:17.000 --> 00:06:20.000]  或者是開心的時候
[00:06:20.000 --> 00:06:22.000]  我們都要禱告
[00:06:22.000 --> 00:06:23.000]  但是你說
[00:06:23.000 --> 00:06:25.000]  哪裡看到禱告
[00:06:25.000 --> 00:06:27.000]  特別是在開心的時候
[00:06:27.000 --> 00:06:29.000]  歌頌這個字
[00:06:29.000 --> 00:06:31.000]  其實如果看原文來說
[00:06:31.000 --> 00:06:35.000]  某個情況都是和事篇的
[00:06:35.000 --> 00:06:37.000]  Sum是有些關係
[00:06:37.000 --> 00:06:39.000]  其實事篇裡面
[00:06:39.000 --> 00:06:43.000]  很多都是作者的禱告
[00:06:43.000 --> 00:06:45.000]  一般先遲編過
[00:06:45.000 --> 00:06:47.000]  遲編過
[00:06:47.000 --> 00:06:50.000]  我聽的時候覺得遲我
[00:06:50.000 --> 00:06:55.000]  所以我這段聖經
[00:06:55.000 --> 00:06:56.000]  其實從心
[00:06:56.000 --> 00:06:58.000]  都是在說起道
[00:06:58.000 --> 00:07:01.000]  但是亞哥開宗明
[00:07:01.000 --> 00:07:04.000]  一提到我們在任何的環境
[00:07:04.000 --> 00:07:07.000]  無論是受苦
[00:07:07.000 --> 00:07:09.000]  或者是開心的時候
[00:07:09.000 --> 00:07:11.000]  我們都要禱告
[00:07:11.000 --> 00:07:12.000]  但是你說
[00:07:12.000 --> 00:07:15.000]  哪裡看到禱告
[00:07:15.000 --> 00:07:17.000]  特別是在開心的時候
[00:07:17.000 --> 00:07:19.000]  歌頌這個字
[00:07:19.000 --> 00:07:21.000]  其實如果看原文來說
[00:07:21.000 --> 00:07:24.000]  某個情況都是和事篇的
[00:07:24.000 --> 00:07:27.000]  Sum是有些關係
[00:07:27.000 --> 00:07:28.000]  其實事篇裡面
[00:07:28.000 --> 00:07:31.000]  很多都是作者的禱告
[00:07:31.000 --> 00:07:32.000]  於是有些人問我
[00:07:32.000 --> 00:07:34.000]  會不會將我用廣東話
[00:07:34.000 --> 00:07:36.000]  講三堂的關於祈禱
[00:07:36.000 --> 00:07:38.000]  變成普通話
[00:07:38.000 --> 00:07:39.000]  我覺得
[00:07:39.000 --> 00:07:42.000]  又要講多潮心虎
[00:07:42.000 --> 00:07:44.000]  幾十歲人還講那麼多
[00:07:44.000 --> 00:07:47.000]  於是我跟宮正豪
[00:07:47.000 --> 00:07:50.000]  將AI幫我由廣東話
[00:07:50.000 --> 00:07:52.000]  變成普通話
[00:07:52.000 --> 00:07:54.000]  在一元美金的分鐘
[00:07:54.000 --> 00:07:55.000]  我說划算
[00:07:55.000 --> 00:07:57.000]  我自己給的
[00:07:57.000 --> 00:07:59.000]  十五分鐘十五元美金
[00:07:59.000 --> 00:08:00.000]  所以我多謝我的同工
[00:08:00.000 --> 00:08:01.000]  我的同工在這裡
[00:08:01.000 --> 00:08:04.000]  他幫我能夠做這些事情
[00:08:04.000 --> 00:08:06.000]  前天我的同工
[00:08:06.000 --> 00:08:07.000]  又彈了一段東西給我
[00:08:07.000 --> 00:08:08.000]  我更害怕
[00:08:08.000 --> 00:08:09.000]  怕什麼呢
[00:08:09.000 --> 00:08:10.000]  就是
[00:08:10.000 --> 00:08:12.000]  是我的照片
[00:08:12.000 --> 00:08:13.000]  是一張眼照
[00:08:13.000 --> 00:08:14.000]  知道嗎
[00:08:14.000 --> 00:08:15.000]  一張眼照
[00:08:15.000 --> 00:08:17.000]  居然可以將我眼照的嘴
[00:08:17.000 --> 00:08:18.000]  變成動物
[00:08:18.000 --> 00:08:20.000]  我多害怕
[00:08:20.000 --> 00:08:21.000]  所以各位電影節目
[00:08:21.000 --> 00:08:23.000]  將來你收到我的樣子
[00:08:23.000 --> 00:08:24.000]  講一些話
[00:08:24.000 --> 00:08:25.000]  你不要盡信
[00:08:25.000 --> 00:08:27.000]  你跟別人說不要盡信
[00:08:27.000 --> 00:08:29.000]  因為可能是AI
[00:08:29.000 --> 00:08:31.000]  你喜歡不喜歡
[00:08:31.000 --> 00:08:33.000]  這個科技正在進步
[00:08:33.000 --> 00:08:34.000]  坦白說
[00:08:34.000 --> 00:08:36.000]  無論是科技正在進步
[00:08:36.000 --> 00:08:38.000]  你都沒有辦法去阻止
[00:08:38.000 --> 00:08:41.000]  甚至因為醫療的科技
[00:08:41.000 --> 00:08:42.000]  不斷在進步
[00:08:42.000 --> 00:08:45.000]  也都造成了很多的病
[00:08:45.000 --> 00:08:47.000]  因著這個科技的發生
[00:08:47.000 --> 00:08:48.000]  的發明
[00:08:48.000 --> 00:08:49.000]  能夠令到我們的壽命
[00:08:49.000 --> 00:08:52.000]  也都可以更加的延長
[00:08:52.000 --> 00:08:55.000]  阿Mo他能夠可以在醫院裡面
[00:08:55.000 --> 00:08:57.000]  雖然他今天仍然都在醫院裡面
[00:08:57.000 --> 00:09:00.000]  來接受治療
[00:09:00.000 --> 00:09:01.000]  但是他爸爸說
[00:09:01.000 --> 00:09:03.000]  如果不是一些器材
[00:09:03.000 --> 00:09:04.000]  不是一些科技
[00:09:04.000 --> 00:09:07.000]  加上我們的禱告
[00:09:07.000 --> 00:09:09.000]  他絕對沒有可能
[00:09:09.000 --> 00:09:10.000]  在兩個半月之後
[00:09:10.000 --> 00:09:13.000]  可以離開深切治療部
[00:09:13.000 --> 00:09:15.000]  所以我們不能夠否定
[00:09:15.000 --> 00:09:17.000]  一些醫療的器材
[00:09:17.000 --> 00:09:18.000]  是幫到他
[00:09:18.000 --> 00:09:20.000]  但當然我們的禱告
[00:09:20.000 --> 00:09:21.000]  是非常之重要
[00:09:21.000 --> 00:09:23.000]  所以我們不斷的為他祈禱
[00:09:23.000 --> 00:09:25.000]  已經是去到差不多
[00:09:25.000 --> 00:09:27.000]  69週的時間
[00:09:27.000 --> 00:09:29.000]  來為阿Mo祈禱
[00:09:29.000 --> 00:09:30.000]  這個牧師
[00:09:30.000 --> 00:09:31.000]  也都是會在明年
[00:09:31.000 --> 00:09:33.000]  我們同福的研習會的講員
[00:09:33.000 --> 00:09:34.000]  所以大家期待
[00:09:34.000 --> 00:09:36.000]  明年他在我們當中
[00:09:36.000 --> 00:09:38.000]  來分享上帝的說話
[00:09:38.000 --> 00:09:41.000]  所以我們喜不喜歡
[00:09:41.000 --> 00:09:44.000]  我們都在面對著這個挑戰
[00:09:44.000 --> 00:09:46.000]  但是當我們說到媒體的時候
[00:09:46.000 --> 00:09:48.000]  一個這樣的發展的時候
[00:09:48.000 --> 00:09:50.000]  我們怎樣去看媒體
[00:09:50.000 --> 00:09:51.000]  所以今天我的題目就是
[00:09:51.000 --> 00:09:53.000]  不要輕看媒體
[00:09:53.000 --> 00:09:55.000]  媒體有它的重要性
[00:09:55.000 --> 00:09:57.000]  而今天師母提我的一段聖經
[00:09:57.000 --> 00:09:59.000]  就是記載在提摩提後書
[00:09:59.000 --> 00:10:03.000]  第二章20節到21節
[00:10:03.000 --> 00:10:05.000]  我們一起讀一讀這段聖經
[00:10:05.000 --> 00:10:06.000]  準備 1 2 3
[00:10:06.000 --> 00:10:08.000]  在大戶人家
[00:10:08.000 --> 00:10:10.000]  不但有金器 銀器
[00:10:10.000 --> 00:10:12.000]  也有木器 瓦器
[00:10:12.000 --> 00:10:13.000]  有作為貴重的
[00:10:13.000 --> 00:10:15.000]  有作為卑賤的
[00:10:15.000 --> 00:10:16.000]  人若自竭
[00:10:16.000 --> 00:10:18.000]  脫離卑賤的事
[00:10:18.000 --> 00:10:20.000]  就必作貴重的器皿
[00:10:20.000 --> 00:10:22.000]  成為聖潔
[00:10:22.000 --> 00:10:23.000]  合乎主用
[00:10:23.000 --> 00:10:26.000]  預備行各樣的善事
[00:10:26.000 --> 00:10:28.000]  很清楚地說
[00:10:28.000 --> 00:10:29.000]  人若自竭
[00:10:29.000 --> 00:10:31.000]  脫離卑賤的事
[00:10:31.000 --> 00:10:33.000]  就必作貴重的器皿
[00:10:33.000 --> 00:10:34.000]  成為聖潔
[00:10:34.000 --> 00:10:35.000]  合乎主用
[00:10:35.000 --> 00:10:39.000]  預備行各樣的善事
[00:10:39.000 --> 00:10:40.000]  但是它前面
[00:10:40.000 --> 00:10:42.000]  是講了一個大戶人家
[00:10:42.000 --> 00:10:44.000]  其實這兩節是保羅
[00:10:44.000 --> 00:10:45.000]  他在提摩太裡邊
[00:10:45.000 --> 00:10:48.000]  講了一個很短的比喻
[00:10:48.000 --> 00:10:49.000]  這個是他的比喻
[00:10:49.000 --> 00:10:50.000]  他說大戶人家
[00:10:50.000 --> 00:10:52.000]  當我們想起大戶人家的時候
[00:10:52.000 --> 00:10:53.000]  我們馬上想起
[00:10:53.000 --> 00:10:54.000]  可能有錢人沒有
[00:10:54.000 --> 00:10:55.000]  有些大戶人家
[00:10:55.000 --> 00:10:56.000]  其實在這裡
[00:10:56.000 --> 00:10:57.000]  是一個比喻
[00:10:57.000 --> 00:10:59.000]  而這個比喻是講教會
[00:10:59.000 --> 00:11:01.000]  保羅是講教會
[00:11:01.000 --> 00:11:02.000]  他說教會裡邊
[00:11:02.000 --> 00:11:05.000]  可能有些是金器銀器木器瓦器
[00:11:05.000 --> 00:11:07.000]  我深信保羅不是在這裡
[00:11:07.000 --> 00:11:08.000]  要我們去比較
[00:11:08.000 --> 00:11:09.000]  誰厲害
[00:11:09.000 --> 00:11:10.000]  誰沒有那麼厲害
[00:11:10.000 --> 00:11:11.000]  我一直都覺得
[00:11:11.000 --> 00:11:12.000]  保羅在這裡的提醒
[00:11:12.000 --> 00:11:13.000]  他說教會裡邊
[00:11:13.000 --> 00:11:14.000]  可能因著
[00:11:14.000 --> 00:11:16.000]  我們不同的信主的時間
[00:11:16.000 --> 00:11:18.000]  我們有不同的信主的信心
[00:11:18.000 --> 00:11:19.000]  各個日程的信心
[00:11:19.000 --> 00:11:20.000]  甚至我們可能有
[00:11:20.000 --> 00:11:22.000]  不同的恩賜
[00:11:22.000 --> 00:11:23.000]  不同的才幹
[00:11:23.000 --> 00:11:25.000]  但是神給我們看到
[00:11:25.000 --> 00:11:27.000]  我們在不同的才幹裡邊
[00:11:27.000 --> 00:11:28.000]  我們可能成為
[00:11:28.000 --> 00:11:30.000]  不同的器皿
[00:11:30.000 --> 00:11:31.000]  但是上帝
[00:11:31.000 --> 00:11:32.000]  卻予我們
[00:11:32.000 --> 00:11:34.000]  在這個器皿裡邊
[00:11:34.000 --> 00:11:35.000]  我們要好好地做
[00:11:35.000 --> 00:11:36.000]  怎樣做呢
[00:11:36.000 --> 00:11:37.000]  我們就要自結
[00:11:37.000 --> 00:11:38.000]  以至到最終
[00:11:38.000 --> 00:11:40.000]  我們可以做上帝
[00:11:40.000 --> 00:11:41.000]  予我們做的事
[00:11:41.000 --> 00:11:42.000]  於是我就開始想
[00:11:42.000 --> 00:11:43.000]  依次聖經
[00:11:43.000 --> 00:11:45.000]  怎樣去講這篇道
[00:11:45.000 --> 00:11:46.000]  我就想
[00:11:46.000 --> 00:11:47.000]  原來媒體
[00:11:47.000 --> 00:11:50.000]  本身只是工具
[00:11:50.000 --> 00:11:52.000]  媒體只是工具
[00:11:52.000 --> 00:11:53.000]  但是今天
[00:11:53.000 --> 00:11:55.000]  我們怎樣去用這個媒體
[00:11:55.000 --> 00:11:57.000]  是人的問題
[00:11:57.000 --> 00:11:58.000]  以至到今天
[00:11:58.000 --> 00:11:59.000]  我們什麼人
[00:11:59.000 --> 00:12:00.000]  去用這個工具
[00:12:00.000 --> 00:12:02.000]  可能有不同的後果
[00:12:02.000 --> 00:12:03.000]  就是一把刀
[00:12:03.000 --> 00:12:04.000]  只是一個工具
[00:12:04.000 --> 00:12:05.000]  但是不同的人
[00:12:05.000 --> 00:12:06.000]  去用這把刀
[00:12:06.000 --> 00:12:09.000]  可能是用在切菜
[00:12:09.000 --> 00:12:11.000]  就是吃牛排的時候切肉
[00:12:11.000 --> 00:12:13.000]  或者可以成為一個
[00:12:13.000 --> 00:12:15.000]  商人的利器
[00:12:15.000 --> 00:12:16.000]  所以在乎
[00:12:16.000 --> 00:12:17.000]  哪個人
[00:12:17.000 --> 00:12:19.000]  在用這個工具
[00:12:19.000 --> 00:12:21.000]  所以當我自己思考的時候
[00:12:21.000 --> 00:12:23.000]  我找依次聖經
[00:12:23.000 --> 00:12:24.000]  我就想到
[00:12:24.000 --> 00:12:26.000]  如果我們人
[00:12:26.000 --> 00:12:29.000]  有ABC這三點
[00:12:29.000 --> 00:12:32.000]  是值得好好的
[00:12:32.000 --> 00:12:34.000]  去用這個媒體
[00:12:34.000 --> 00:12:36.000]  以至到我們不要輕看這個媒體
[00:12:36.000 --> 00:12:38.000]  甚至我的結論就是說
[00:12:38.000 --> 00:12:42.000]  當我們有ABC這三點的人
[00:12:42.000 --> 00:12:43.000]  去用這個媒體
[00:12:43.000 --> 00:12:45.000]  結論就是說
[00:12:45.000 --> 00:12:46.000]  不要怕
[00:12:46.000 --> 00:12:47.000]  只要順
[00:12:47.000 --> 00:12:48.000]  順利可以用媒體
[00:12:48.000 --> 00:12:50.000]  去影響這個世界
[00:12:50.000 --> 00:12:52.000]  影響我們周圍的人
[00:12:52.000 --> 00:12:53.000]  這三點是什麼
[00:12:53.000 --> 00:12:54.000]  第一
[00:12:54.000 --> 00:12:56.000]  我先說amourable
[00:12:56.000 --> 00:12:58.000]  就是值得讚揚的人
[00:12:58.000 --> 00:13:00.000]  這裡說人要自決
[00:13:00.000 --> 00:13:01.000]  脫離卑賤的事
[00:13:01.000 --> 00:13:03.000]  就必作貴重的器皿
[00:13:03.000 --> 00:13:04.000]  大家有沒有想過
[00:13:04.000 --> 00:13:06.000]  聖經其實也是一個媒體
[00:13:06.000 --> 00:13:08.000]  聖經也是一本書
[00:13:08.000 --> 00:13:09.000]  今天如果沒有聖經
[00:13:09.000 --> 00:13:11.000]  我們認識不到神
[00:13:11.000 --> 00:13:12.000]  當然現在聖經
[00:13:12.000 --> 00:13:13.000]  可能已經存在
[00:13:13.000 --> 00:13:14.000]  但是最低限度
[00:13:14.000 --> 00:13:17.000]  聖經本身是神和人的一個媒體
[00:13:17.000 --> 00:13:18.000]  其實福音
[00:13:18.000 --> 00:13:20.000]  福音這個字原文的意思就是
[00:13:20.000 --> 00:13:21.000]  Eugenicion
[00:13:21.000 --> 00:13:23.000]  這個字的直譯就是
[00:13:23.000 --> 00:13:24.000]  好的消息
[00:13:24.000 --> 00:13:25.000]  一個好的消息
[00:13:25.000 --> 00:13:27.000]  其實是一個message
[00:13:27.000 --> 00:13:28.000]  一個訊息
[00:13:28.000 --> 00:13:29.000]  而這個訊息某個情況
[00:13:29.000 --> 00:13:30.000]  都是一個媒體
[00:13:30.000 --> 00:13:32.000]  今天你和我其實
[00:13:32.000 --> 00:13:34.000]  都是在一個媒體裏面
[00:13:34.000 --> 00:13:36.000]  來擔當不同的角色
[00:13:36.000 --> 00:13:37.000]  今天可能你買菜
[00:13:37.000 --> 00:13:38.000]  看到那邊大減價
[00:13:38.000 --> 00:13:40.000]  也就是會將一個message
[00:13:40.000 --> 00:13:41.000]  一個訊息
[00:13:41.000 --> 00:13:42.000]  一個good message
[00:13:42.000 --> 00:13:43.000]  一個Evangelion
[00:13:43.000 --> 00:13:45.000]  可以傳給別人聽
[00:13:45.000 --> 00:13:46.000]  喂 那邊大減價
[00:13:46.000 --> 00:13:48.000]  那就快點去買吧
[00:13:48.000 --> 00:13:49.000]  所以你都要透過
[00:13:49.000 --> 00:13:50.000]  不同的媒體
[00:13:50.000 --> 00:13:51.000]  來將一些訊息
[00:13:51.000 --> 00:13:53.000]  帶給不同的人
[00:13:53.000 --> 00:13:55.000]  但是這裡提醒我們
[00:13:55.000 --> 00:13:58.000]  人要自潔
[00:13:58.000 --> 00:13:59.000]  人要自潔
[00:13:59.000 --> 00:14:01.000]  自己是什麼意思呢
[00:14:01.000 --> 00:14:03.000]  自己的原文又是提到
[00:14:03.000 --> 00:14:05.000]  今天我們要除去
[00:14:05.000 --> 00:14:07.000]  一些不好的東西
[00:14:07.000 --> 00:14:08.000]  一些渣滓
[00:14:08.000 --> 00:14:10.000]  自己要除去
[00:14:10.000 --> 00:14:12.000]  因為神經常提醒我們
[00:14:12.000 --> 00:14:14.000]  我們要分別為什麼
[00:14:14.000 --> 00:14:15.000]  性
[00:14:15.000 --> 00:14:16.000]  分別為性是什麼意思呢
[00:14:16.000 --> 00:14:17.000]  分別為性其實是
[00:14:17.000 --> 00:14:19.000]  我們按照神的心意
[00:14:19.000 --> 00:14:21.000]  去做上帝想我們做的事
[00:14:21.000 --> 00:14:24.000]  其實這個分別為性
[00:14:24.000 --> 00:14:26.000]  其實真的不容易
[00:14:26.000 --> 00:14:28.000]  因為我們經常都聽到
[00:14:28.000 --> 00:14:29.000]  很多人說
[00:14:29.000 --> 00:14:30.000]  很多人說
[00:14:30.000 --> 00:14:33.000]  其實今天我們不信耶穌
[00:14:33.000 --> 00:14:36.000]  不信耶穌的原因
[00:14:36.000 --> 00:14:37.000]  或者我們遲一點
[00:14:37.000 --> 00:14:38.000]  信耶穌的原因
[00:14:38.000 --> 00:14:39.000]  甚至傳福音
[00:14:39.000 --> 00:14:41.000]  很多人都會說
[00:14:41.000 --> 00:14:42.000]  我現在不信
[00:14:42.000 --> 00:14:43.000]  為什麼不信
[00:14:43.000 --> 00:14:44.000]  因為我做不到
[00:14:44.000 --> 00:14:46.000]  聖經的標準
[00:14:46.000 --> 00:14:48.000]  所以我們一直都有一個觀念
