
[00:00:00.000 --> 00:00:07.000]  在這方面我們感謝主耶穌願意來到這個世界為我們的罪死而復活
[00:04:07.000 --> 00:04:09.000]  很弔詭的
[00:04:09.000 --> 00:04:12.000]  我們越是要堅持自己自我
[00:04:12.000 --> 00:04:15.000]  我們越是拿不到真正的生命
[00:04:15.000 --> 00:04:17.000]  給予我們滿足
[00:04:17.000 --> 00:04:19.000]  或者我們今天看這段經文
[00:04:19.000 --> 00:04:21.000]  《馬太福音》第二章
[00:04:21.000 --> 00:04:23.000]  一至十二節
[00:04:23.000 --> 00:04:25.000]  我們看看耶穌基督的降生
[00:04:25.000 --> 00:04:26.000]  有什麼意義
[00:04:26.000 --> 00:04:28.000]  我們會看到有兩種態度
[00:04:28.000 --> 00:04:31.000]  一種是很自我
[00:04:31.000 --> 00:04:34.000]  是要取得自己的權
[00:04:34.000 --> 00:04:37.000]  這些就是希律王
[00:04:37.000 --> 00:04:39.000]  和一些宗教領袖
[00:04:39.000 --> 00:04:41.000]  他們拒絕他們冷漠的態度
[00:04:41.000 --> 00:04:43.000]  對這位耶穌基督
[00:04:43.000 --> 00:04:45.000]  另外一個態度
[00:04:45.000 --> 00:04:48.000]  就是願意去尋求
[00:04:48.000 --> 00:04:51.000]  去渴望這位救主耶穌基督
[00:04:51.000 --> 00:04:53.000]  這些就是那幾個博學之士
[00:04:53.000 --> 00:04:55.000]  我們看到兩方面
[00:04:55.000 --> 00:04:57.000]  或者在這段經文之前
[00:04:57.000 --> 00:05:00.000]  主耶穌基督的事情
[00:05:00.000 --> 00:05:02.000]  已經是描述了
[00:05:02.000 --> 00:05:05.000]  在之前的經文裏面提到
[00:05:05.000 --> 00:05:08.000]  神的使者和約瑟
[00:05:08.000 --> 00:05:11.000]  即是耶穌基督肉身的爸爸
[00:05:11.000 --> 00:05:15.000]  在夢中提及
[00:05:15.000 --> 00:05:19.000]  你要迎娶你的未婚妻瑪利亞
[00:05:19.000 --> 00:05:21.000]  為什麼要特別提及她呢
[00:05:21.000 --> 00:05:23.000]  因為瑪利亞懷孕了
[00:05:23.000 --> 00:05:28.000]  約瑟很想休養她
[00:05:28.000 --> 00:05:30.000]  但是天使就說
[00:05:30.000 --> 00:05:34.000]  這是聖靈懷孕有新孕
[00:05:34.000 --> 00:05:36.000]  所以你要迎娶她
[00:05:36.000 --> 00:05:40.000]  並且說她要生出一個兒子
[00:05:40.000 --> 00:05:41.000]  取名叫做耶穌
[00:05:41.000 --> 00:05:43.000]  耶穌的意思就是說
[00:05:43.000 --> 00:05:46.000]  這位人物
[00:05:46.000 --> 00:05:48.000]  這位耶穌基督
[00:05:48.000 --> 00:05:50.000]  祂要將祂的百姓
[00:05:50.000 --> 00:05:52.000]  從罪惡裏面拯救出來
[00:05:52.000 --> 00:05:56.000]  並且有舊約先之書的預言
[00:05:56.000 --> 00:05:58.000]  講到以上書說
[00:05:58.000 --> 00:06:01.000]  因為必有一同女懷孕生子
[00:06:01.000 --> 00:06:04.000]  人要稱她為伊瑪奈尼
[00:06:04.000 --> 00:06:07.000]  伊瑪奈尼翻出來就是神與我們同在
[00:06:07.000 --> 00:06:08.000]  即是說這位耶穌基督
[00:06:08.000 --> 00:06:10.000]  將要誕生的這位耶穌基督
[00:06:10.000 --> 00:06:11.000]  是神的身份
[00:06:11.000 --> 00:06:14.000]  是人類的一個救贖主
[00:06:14.000 --> 00:06:16.000]  是從罪惡裏面拯救出來
[00:06:16.000 --> 00:06:18.000]  而耶穌基督已經誕生了
[00:06:18.000 --> 00:06:23.000]  人怎樣去接待這位救世主呢
[00:06:23.000 --> 00:06:26.000]  或者我們看看第二章第一到第二節
[00:06:26.000 --> 00:06:28.000]  我們看看第一種的態度
[00:06:28.000 --> 00:06:31.000]  是一種尋求的心
[00:06:31.000 --> 00:06:32.000]  我們一起讀
[00:06:32.000 --> 00:06:37.000]  請我們一起讀第一節和第二節
[00:06:37.000 --> 00:06:40.000]  在希律王的時候
[00:06:40.000 --> 00:06:43.000]  耶穌生在猶太的伯利恆
[00:06:43.000 --> 00:06:47.000]  有幾個博學之士從東方來到耶路撒冷說
[00:06:47.000 --> 00:06:51.000]  那生下來作猶太人的王的在那裏
[00:06:51.000 --> 00:06:53.000]  我們在東方看見他的星
[00:06:53.000 --> 00:06:55.000]  特來拜他
[00:06:55.000 --> 00:06:58.000]  這裏有些博學之士
[00:06:58.000 --> 00:07:01.000]  這裏說到耶穌基督已經出生了
[00:07:01.000 --> 00:07:04.000]  祂出生在希律王的時候
[00:07:04.000 --> 00:07:06.000]  然後生在那裏呢
[00:07:06.000 --> 00:07:08.000]  然後生在伯利恆
[00:07:08.000 --> 00:07:11.000]  為甚麼要特別強調伯利恆這個地方呢
[00:07:11.000 --> 00:07:16.000]  原因是因為當時耶穌基督在那裏出生
[00:07:16.000 --> 00:07:17.000]  為甚麼會在那裏出生呢
[00:07:17.000 --> 00:07:21.000]  因為當時羅馬政府有一個人口普查
[00:07:21.000 --> 00:07:23.000]  我們香港以前也有這樣的
[00:07:23.000 --> 00:07:27.000]  而當時羅馬政府要做這個普查
[00:07:27.000 --> 00:07:31.000]  是為了看猶太人或者各地的人民是否順服他
[00:07:31.000 --> 00:07:33.000]  所以就要納稅
[00:07:33.000 --> 00:07:35.000]  所以每個人的人口是多少呢
[00:07:35.000 --> 00:07:38.000]  你要去到自己的家鄉報名上冊
[00:07:38.000 --> 00:07:40.000]  才會有這個統計
[00:07:40.000 --> 00:07:44.000]  而約瑟就要去到自己的本鄉
[00:07:44.000 --> 00:07:46.000]  所以去到伯利恆
[00:07:46.000 --> 00:07:51.000]  而伯利恆也是約瑟的祖先
[00:07:51.000 --> 00:07:55.000]  猶太人的王猶大的家鄉
[00:07:55.000 --> 00:07:59.000]  換言之這位耶穌基督是甚麼身份呢
[00:07:59.000 --> 00:08:02.000]  他是以色列王大位的子孫
[00:08:02.000 --> 00:08:04.000]  是神為人預備的猶太人的王
[00:08:04.000 --> 00:08:06.000]  是整個人類的救主
[00:08:06.000 --> 00:08:08.000]  所以一開始的時候
[00:08:08.000 --> 00:08:10.000]  在伯利恆這裏出生已經是很特別
[00:08:10.000 --> 00:08:14.000]  至於這裏有些博學之士
[00:08:14.000 --> 00:08:16.000]  甚麼是博學之士呢
[00:08:16.000 --> 00:08:19.000]  我們王合本翻譯是博士
[00:08:19.000 --> 00:08:22.000]  博學之士應該就是那些
[00:08:22.000 --> 00:08:24.000]  在服侍皇帝
[00:08:24.000 --> 00:08:28.000]  在宮廷裏面做一些宗教上的禮儀
[00:08:28.000 --> 00:08:30.000]  他很有聰明智慧
[00:08:30.000 --> 00:08:34.000]  比王一些的計謀獻祭
[00:08:34.000 --> 00:08:38.000]  還有他們是有些學識的
[00:08:38.000 --> 00:08:46.000]  都很喜歡研究天上的星體的運轉
[00:08:46.000 --> 00:08:50.000]  我想又加上一些宗教又加上一些科學
[00:08:50.000 --> 00:08:52.000]  所以是一個尊貴的人
[00:08:52.000 --> 00:08:56.000]  這班人來到耶路撒冷
[00:08:56.000 --> 00:08:57.000]  你想像一下情況
[00:08:57.000 --> 00:08:59.000]  一班外邦人有幾個尊貴的人
[00:08:59.000 --> 00:09:02.000]  穿的衣服和猶太人都不同
[00:09:02.000 --> 00:09:05.000]  其實引起了一些的哄動
[00:09:05.000 --> 00:09:07.000]  他還說
[00:09:07.000 --> 00:09:13.000]  我們見到一個星
[00:09:13.000 --> 00:09:15.000]  猶太王在哪裏
[00:09:15.000 --> 00:09:18.000]  猶太人在這個地方
[00:09:18.000 --> 00:09:20.000]  都沒有想過要找甚麼王
[00:09:20.000 --> 00:09:23.000]  突然間有這班人的出現
[00:09:23.000 --> 00:09:25.000]  他們可能都覺得很奇怪
[00:09:25.000 --> 00:09:26.000]  我們又看看
[00:09:26.000 --> 00:09:28.000]  他們為甚麼會來到這個地方呢
[00:09:28.000 --> 00:09:30.000]  他們說見到東方
[00:09:30.000 --> 00:09:31.000]  見到他的星
[00:09:31.000 --> 00:09:33.000]  得利去拜他
[00:09:33.000 --> 00:09:37.000]  這班人在廣島說他是東方的
[00:09:37.000 --> 00:09:40.000]  很可能他們在古代的時代
[00:09:40.000 --> 00:09:43.000]  巴比倫或波斯的地方
[00:09:43.000 --> 00:09:46.000]  即是今天的伊拉克伊朗的地方
[00:09:46.000 --> 00:09:49.000]  他們為甚麼會看到這個星
[00:09:49.000 --> 00:09:52.000]  又來到猶太人的地方呢
[00:09:52.000 --> 00:09:54.000]  很可能是因為在舊約時代
[00:09:54.000 --> 00:09:59.000]  在《文素記》記載有一個巴蘭人物
[00:09:59.000 --> 00:10:03.000]  在神的帶領之下
[00:10:03.000 --> 00:10:05.000]  他預言到一件事情
[00:10:05.000 --> 00:10:06.000]  我讀給大家聽
[00:10:06.000 --> 00:10:10.000]  在《文素記》24章17節
[00:10:10.000 --> 00:10:11.000]  這裏說
[00:10:11.000 --> 00:10:13.000]  有星出於瓦國
[00:10:13.000 --> 00:10:15.000]  有象從以色列興起
[00:10:15.000 --> 00:10:17.000]  在19節更加說
[00:10:17.000 --> 00:10:21.000]  有一位出於瓦國的必長大權
[00:10:21.000 --> 00:10:24.000]  說到有一個王會出來
[00:10:24.000 --> 00:10:26.000]  有一個星在瓦國
[00:10:26.000 --> 00:10:28.000]  很可能是這些記載
[00:10:28.000 --> 00:10:30.000]  預言到將來神為
[00:10:30.000 --> 00:10:33.000]  以色列地或整個世界
[00:10:33.000 --> 00:10:35.000]  預備一個救主
[00:10:35.000 --> 00:10:37.000]  這個君王會在瓦國
[00:10:37.000 --> 00:10:39.000]  在以色列地出現
[00:10:39.000 --> 00:10:42.000]  我們知道以色列人曾經亡國
[00:10:42.000 --> 00:10:45.000]  避露到巴比倫這些東方的地方
[00:10:45.000 --> 00:10:49.000]  很可能有些猶太人的聖經
[00:10:49.000 --> 00:10:53.000]  當時的舊約或一些猶太人
[00:10:53.000 --> 00:10:56.000]  在那裏傳留了一些
[00:10:56.000 --> 00:10:58.000]  對於聖經的真理
[00:10:58.000 --> 00:10:59.000]  給當地的人
[00:10:59.000 --> 00:11:01.000]  以至於來到這裏
[00:11:01.000 --> 00:11:03.000]  那些博學之士
[00:11:03.000 --> 00:11:04.000]  看到這個星就來到
[00:11:04.000 --> 00:11:06.000]  你可能會奇怪
[00:11:06.000 --> 00:11:07.000]  為什麼會有星呢
[00:11:07.000 --> 00:11:09.000]  有些人會說
[00:11:09.000 --> 00:11:11.000]  這個星是怎樣來的呢
[00:11:11.000 --> 00:11:14.000]  有些人去看歷史文獻
[00:11:14.000 --> 00:11:16.000]  看耶穌基督出生的時候
[00:11:16.000 --> 00:11:18.000]  有沒有天體的現象
[00:11:18.000 --> 00:11:19.000]  可能解釋得到
[00:11:19.000 --> 00:11:21.000]  究竟這個星是怎樣
[00:11:21.000 --> 00:11:22.000]  有些人就說
[00:11:22.000 --> 00:11:25.000]  可能是我們太陽系裏面的
[00:11:25.000 --> 00:11:27.000]  一些衛星
[00:11:27.000 --> 00:11:29.000]  兩個衛星重疊之後
[00:11:29.000 --> 00:11:31.000]  可能會印出一些光
[00:11:31.000 --> 00:11:33.000]  特別光的一個現象
[00:11:33.000 --> 00:11:35.000]  可能就是這些
[00:11:35.000 --> 00:11:36.000]  又或者
[00:11:36.000 --> 00:11:38.000]  可能是在宇宙裏面
[00:11:38.000 --> 00:11:40.000]  有些爆炸產生出來
[00:11:40.000 --> 00:11:43.000]  一個異常光明的行星
[00:11:43.000 --> 00:11:45.000]  但是無論怎樣
[00:11:45.000 --> 00:11:47.000]  我們看看這個描述
[00:11:47.000 --> 00:11:49.000]  似乎這些都沒有很好的解釋
[00:11:49.000 --> 00:11:51.000]  因為這個星
[00:11:51.000 --> 00:11:52.000]  突然間又出現
[00:11:52.000 --> 00:11:53.000]  然後又會帶領人
[00:11:53.000 --> 00:11:54.000]  我們知道
[00:11:54.000 --> 00:11:55.000]  如果你望著那顆星
[00:11:55.000 --> 00:11:56.000]  你走到哪裏
[00:11:56.000 --> 00:11:57.000]  它都好像跟著你一樣
[00:11:57.000 --> 00:11:59.000]  又或者它帶著你
[00:11:59.000 --> 00:12:00.000]  特別提到
[00:12:00.000 --> 00:12:02.000]  這裏講到在耶路撒冷
[00:12:02.000 --> 00:12:07.000]  跟著那些博學之士
[00:12:07.000 --> 00:12:09.000]  去到附近的地方
[00:12:09.000 --> 00:12:11.000]  的巴黎行
[00:12:11.000 --> 00:12:13.000]  其實都很短距離
[00:12:13.000 --> 00:12:14.000]  那顆星在上面
[00:12:14.000 --> 00:12:16.000]  它怎樣帶呢
[00:12:16.000 --> 00:12:18.000]  還是停在它家裏
[00:12:18.000 --> 00:12:20.000]  這個就不可思議
[00:12:20.000 --> 00:12:21.000]  應該
[00:12:21.000 --> 00:12:23.000]  其實這是一個神蹟
[00:12:23.000 --> 00:12:25.000]  是神為這些博士
[00:12:25.000 --> 00:12:27.000]  去引領他們去預備
[00:12:27.000 --> 00:12:28.000]  而這些博士
[00:12:28.000 --> 00:12:29.000]  你想一想
[00:12:29.000 --> 00:12:30.000]  我們再看一看
[00:12:30.000 --> 00:12:31.000]  它在東方來
[00:12:31.000 --> 00:12:33.000]  我們估計可能是巴比倫
[00:12:33.000 --> 00:12:35.000]  如果我們當是巴比倫的距離
[00:12:35.000 --> 00:12:37.000]  來到耶路撒冷
[00:12:37.000 --> 00:12:39.000]  是有九百里之久
[00:12:39.000 --> 00:12:40.000]  即是這麼遠
[00:12:40.000 --> 00:12:42.000]  他們要走幾個月的路程
[00:12:42.000 --> 00:12:43.000]  來到這個地方
[00:12:43.000 --> 00:12:46.000]  他們很有心去渴慕救世主
[00:12:46.000 --> 00:12:48.000]  這些是外邦人
[00:12:48.000 --> 00:12:50.000]  反而他們這麼有心
[00:12:50.000 --> 00:12:51.000]  其實這個對比來講
[00:12:51.000 --> 00:12:52.000]  猶太人
[00:12:52.000 --> 00:12:54.000]  好像冷氣不理一樣
[00:12:54.000 --> 00:12:56.000]  我們知道路加福音記載
[00:12:56.000 --> 00:12:59.000]  天使是向這些牧羊人
[00:12:59.000 --> 00:13:01.000]  去告訴耶穌基督的出生
[00:13:01.000 --> 00:13:05.000]  這些是很普通的老百姓
[00:13:05.000 --> 00:13:07.000]  而這些是外邦人
[00:13:07.000 --> 00:13:09.000]  耶穌基督的出生
[00:13:09.000 --> 00:13:10.000]  不是去到皇冠
[00:13:10.000 --> 00:13:12.000]  不是去到皇宮
[00:13:12.000 --> 00:13:14.000]  去向那些遣達的人宣佈
[00:13:14.000 --> 00:13:15.000]  你的王理
[00:13:15.000 --> 00:13:16.000]  不是
[00:13:16.000 --> 00:13:18.000]  是向那些有心尋求祂的人
[00:13:18.000 --> 00:13:20.000]  而祂又為人去預備
[00:13:20.000 --> 00:13:22.000]  所以配合到這裡
[00:13:22.000 --> 00:13:23.000]  經文就是這麼說
[00:13:23.000 --> 00:13:25.000]  那些博學之士
[00:13:25.000 --> 00:13:27.000]  就來到耶路撒冷
[00:13:27.000 --> 00:13:28.000]  其實我們想一想
[00:13:28.000 --> 00:13:32.000]  一個人去尋求神
[00:13:32.000 --> 00:13:34.000]  其實都是一個過程
[00:13:34.000 --> 00:13:35.000]  我們的心裡面
[00:13:35.000 --> 00:13:39.000]  總是有一個渴求神的心
[00:13:39.000 --> 00:13:42.000]  神亦都預備他們
[00:13:42.000 --> 00:13:43.000]  帶領他們
[00:13:43.000 --> 00:13:45.000]  在教會認識一位姊妹
[00:13:45.000 --> 00:13:47.000]  她是一個微信主的時候
[00:13:47.000 --> 00:13:51.000]  她認為自己是一個自我為事的一個人
[00:13:51.000 --> 00:13:54.000]  很多事情都要用她的方式去做事
[00:13:54.000 --> 00:13:57.000]  她又要什麼都做到最好
[00:13:57.000 --> 00:13:59.000]  很想控制
[00:13:59.000 --> 00:14:02.000]  然後就希望做到最好
[00:14:02.000 --> 00:14:05.000]  結果難免有一種霸氣
[00:14:05.000 --> 00:14:07.000]  她說自己是一個霸道的人
[00:14:07.000 --> 00:14:09.000]  其實這個霸道
[00:14:09.000 --> 00:14:13.000]  是掩飾她自己內心的一些自卑
[00:14:13.000 --> 00:14:15.000]  因為她是排在中間的
[00:14:15.000 --> 00:14:17.000]  往往中間那些
[00:14:17.000 --> 00:14:21.000]  有很多中頂的家庭
[00:14:21.000 --> 00:14:23.000]  往往被忽視
[00:14:23.000 --> 00:14:25.000]  還有就是父母要做工
[00:14:25.000 --> 00:14:27.000]  沒有時間去理會她
[00:14:27.000 --> 00:14:28.000]  她很需要愛
[00:14:28.000 --> 00:14:30.000]  很需要別人的關心
[00:14:30.000 --> 00:14:32.000]  但是一直在追尋
[00:14:32.000 --> 00:14:34.000]  她找不到自己的價值
[00:14:34.000 --> 00:14:36.000]  有人邀請她回報道會
[00:14:36.000 --> 00:14:38.000]  到報道會的時候
[00:14:38.000 --> 00:14:41.000]  她覺得這是一個很好的訊息
[00:14:41.000 --> 00:14:43.000]  耶穌基督的福音
[00:14:43.000 --> 00:14:45.000]  結果她就決意相信了
[00:14:45.000 --> 00:14:49.000]  但是教會的生活不是很穩定
[00:14:49.000 --> 00:14:51.000]  後來這位姊妹
[00:14:51.000 --> 00:14:53.000]  她是一個教人運動的
[00:14:53.000 --> 00:14:55.000]  有一位學員
[00:14:55.000 --> 00:14:57.000]  很積極的
[00:14:57.000 --> 00:14:58.000]  很喜歡幫人
[00:14:58.000 --> 00:14:59.000]  很有愛心的
[00:14:59.000 --> 00:15:01.000]  她就覺得這個人的生命很特別
[00:15:01.000 --> 00:15:03.000]  後來這個學員就介紹她
[00:15:03.000 --> 00:15:05.000]  不如你來教會吧
[00:15:05.000 --> 00:15:07.000]  有教會的生活很重要
[00:15:07.000 --> 00:15:09.000]  結果她就跟了
[00:15:09.000 --> 00:15:11.000]  回到窩福
[00:15:11.000 --> 00:15:12.000]  回到窩福的時候
[00:15:12.000 --> 00:15:13.000]  她看到聖經裡面
[00:15:13.000 --> 00:15:15.000]  原來有很多的成長
[00:15:15.000 --> 00:15:17.000]  有福音聖賢經
[00:15:17.000 --> 00:15:19.000]  更加明白福音是什麼意思
[00:15:19.000 --> 00:15:21.000]  又有信仰的栽培
[00:15:21.000 --> 00:15:23.000]  她慢慢覺得
[00:15:23.000 --> 00:15:26.000]  體會到人的力量很渺小
[00:15:26.000 --> 00:15:28.000]  不能夠靠自己
[00:15:28.000 --> 00:15:30.000]  慢慢心就改變
[00:15:30.000 --> 00:15:33.000]  然後這位帶她回來教會的姊妹
[00:15:33.000 --> 00:15:35.000]  她有一次說了一些很重要的話
[00:15:35.000 --> 00:15:37.000]  令她很深刻
[00:15:37.000 --> 00:15:39.000]  她就說你是一個無福的人
[00:15:39.000 --> 00:15:42.000]  是神揀選了你作為她的兒女
[00:15:42.000 --> 00:15:43.000]  你很重要
[00:15:43.000 --> 00:15:44.000]  神為了你
[00:15:44.000 --> 00:15:47.000]  耶穌基督的補血為你而流出
[00:15:47.000 --> 00:15:48.000]  這位姊妹想一想
[00:15:48.000 --> 00:15:50.000]  我是什麼人
[00:15:50.000 --> 00:15:52.000]  我是一個很卑微的人
[00:15:52.000 --> 00:15:54.000]  這位神竟然這麼記掛著我
[00:15:54.000 --> 00:15:59.000]  耶穌竟然為我這個個人流血捨身
[00:15:59.000 --> 00:16:01.000]  以至我得到這個福分
[00:16:01.000 --> 00:16:02.000]  她很感動
[00:16:02.000 --> 00:16:04.000]  眼淚水就流出來
[00:16:04.000 --> 00:16:07.000]  她感受到神的大愛
[00:16:07.000 --> 00:16:09.000]  在教會裏繼續她的成長
[00:16:09.000 --> 00:16:12.000]  她的自卑慢慢消失
[00:16:12.000 --> 00:16:15.000]  並且她懂得去愛
[00:16:15.000 --> 00:16:16.000]  懂得溫柔
[00:16:16.000 --> 00:16:17.000]  懂得去關懷別人
[00:16:17.000 --> 00:16:19.000]  整個人的生命改變
[00:16:19.000 --> 00:16:21.000]  神是這樣帶領每一個人
[00:16:21.000 --> 00:16:24.000]  或許我們的生命都是被神的改變
[00:16:24.000 --> 00:16:27.000]  但是我們需要放下自己
[00:16:27.000 --> 00:16:28.000]  接著我們就看看
[00:16:28.000 --> 00:16:32.000]  有些回應這位神,這位耶穌基督
[00:16:32.000 --> 00:16:34.000]  是一種拒絕
[00:16:34.000 --> 00:16:35.000]  一種冷漠
[00:16:35.000 --> 00:16:36.000]  我們一起看看
[00:16:36.000 --> 00:16:38.000]  第三節到第八節
[00:16:38.000 --> 00:16:39.000]  不如我們一起讀一讀
[00:16:39.000 --> 00:16:44.000]  希律王聽見了,就心裡不安
[00:16:44.000 --> 00:16:47.000]  耶路撒冷全城的人都感到不安
[00:16:47.000 --> 00:16:51.000]  他就召集了祭司長和民間的文士
[00:16:51.000 --> 00:16:54.000]  問他們:基督該身在哪裡?
[00:16:54.000 --> 00:16:56.000]  他們說:在猶大的伯利恆
[00:16:56.000 --> 00:16:58.000]  因為有先知記著
[00:16:58.000 --> 00:17:00.000]  猶大地的伯利恆啊
[00:17:00.000 --> 00:17:03.000]  你在猶大諸城中並不是最少的
[00:17:03.000 --> 00:17:05.000]  因為將來有一位統治者
[00:17:05.000 --> 00:17:07.000]  要從你那裡出來
[00:17:07.000 --> 00:17:09.000]  沒養我以色列民
[00:17:09.000 --> 00:17:13.000]  於是希律暗地裡召了博索之侍來
[00:17:13.000 --> 00:17:16.000]  查問那星是什麼時候出現的
[00:17:16.000 --> 00:17:19.000]  就派他們往伯利恆去說
[00:17:19.000 --> 00:17:22.000]  你們去仔細參訪那小孩子
[00:17:22.000 --> 00:17:24.000]  找到了就來報信
[00:17:24.000 --> 00:17:26.000]  我也好去拜他
