
[00:00:00.000 --> 00:00:04.820]  讀一段聖經在約蘇亞紀第四章第四節到第七節
[00:04:23.040 --> 00:04:25.040]  所以我們現在牆通通封閉起來了
[00:04:25.040 --> 00:04:27.040]  可以開始裏面的裝修
[00:04:27.040 --> 00:04:29.040]  Hallelujah
[00:04:29.040 --> 00:04:31.040]  你知道每一次當我看見我們
[00:04:31.040 --> 00:04:33.040]  Shakina Glory鑑定工程的時候
[00:04:33.040 --> 00:04:36.040]  就一次一次的讓我回想到
[00:04:36.040 --> 00:04:41.040]  這一路來神帶領我們走過的恩典之路
[00:04:41.040 --> 00:04:42.040]  Amen
[00:04:42.040 --> 00:04:45.040]  我們走過多少高山低谷
[00:04:45.040 --> 00:04:49.040]  也見證了多少神的信實跟大能
[00:04:49.040 --> 00:04:50.040]  我深深的相信
[00:04:50.040 --> 00:04:52.040]  隨着Shakina Glory聖殿的完工
[00:04:52.040 --> 00:04:54.040]  神要帶領我們整個教會
[00:04:54.040 --> 00:04:57.040]  進入到一個歷史上的新頁
[00:04:57.040 --> 00:04:59.040]  進入一個嶄新的將來
[00:04:59.040 --> 00:05:00.040]  Amen
[00:05:00.040 --> 00:05:02.040]  就好像當年耶穌亞
[00:05:02.040 --> 00:05:05.040]  當他帶領以色列過完了約旦河
[00:05:05.040 --> 00:05:09.040]  要準備進入神應許的地界一樣
[00:05:09.040 --> 00:05:14.040]  我們擺在他們面前也是一個嶄新的將來
[00:05:14.040 --> 00:05:18.040]  過完約旦河不是一個休息的時刻
[00:05:18.040 --> 00:05:23.040]  過完約旦河是一個準備起行的時刻
[00:05:23.040 --> 00:05:25.040]  同樣今天當我們看到
[00:05:25.040 --> 00:05:29.040]  這個聖殿的工程即將完成的時候
[00:05:29.040 --> 00:05:33.040]  這也是我們要一個預備起行的時刻來到
[00:05:33.040 --> 00:05:35.040]  那我們要怎麼樣預備呢
[00:05:35.040 --> 00:05:37.040]  今天早上從三方面來思想
[00:05:37.040 --> 00:05:40.040]  我們要重新領受聖靈的大能
[00:05:40.040 --> 00:05:44.040]  跟你們要重新領受聖靈的大能
[00:05:44.040 --> 00:05:46.040]  最近當我一直在思想
[00:05:46.040 --> 00:05:48.040]  以色列過約旦河的時候
[00:05:48.040 --> 00:05:52.040]  我就想到約旦河是從哪裏流出來的呢
[00:05:52.040 --> 00:05:56.040]  約旦河其實是從黑門山流下來
[00:05:56.040 --> 00:05:58.040]  特別是山上雪融的時候
[00:05:58.040 --> 00:06:03.040]  火水江河就從山上源源不斷地流下來
[00:06:03.040 --> 00:06:10.040]  而聖經裏面常常用黑門山的甘露來形容聖靈的工作
[00:06:10.040 --> 00:06:12.040]  忽然間我就明白
[00:06:12.040 --> 00:06:19.040]  神要他的百姓在約旦河水葬過兩岸的時候過河
[00:06:19.040 --> 00:06:23.040]  乃是要提醒他的百姓一件事情
[00:06:23.040 --> 00:06:27.040]  那就是不要再依靠自己的勢力跟才能
[00:06:27.040 --> 00:06:30.040]  必須要依靠聖靈的大能
[00:06:30.040 --> 00:06:34.040]  而且不是一點點聖靈的水流而已
[00:06:34.040 --> 00:06:39.040]  而是讓聖靈的江河永留在我們中間
[00:06:39.040 --> 00:06:44.040]  否則我們無法面對現今這樣邪惡的世代了
[00:06:44.040 --> 00:06:47.040]  多少我們常常自以爲有一點信心
[00:06:47.040 --> 00:06:49.040]  帶着我們自己的信心
[00:06:49.040 --> 00:06:50.040]  一進入這個世界
[00:06:50.040 --> 00:06:54.040]  那一點信心常常就被壓得粉碎
[00:06:54.040 --> 00:06:58.040]  我們才發現其實我們一點信心都沒有
[00:06:58.040 --> 00:07:00.040]  因爲你有越來越看見
[00:07:00.040 --> 00:07:02.040]  面對今天這樣一個險惡的環境
[00:07:02.040 --> 00:07:05.040]  我們必須要被聖靈充滿
[00:07:05.040 --> 00:07:08.040]  也許你說牧師我曾經被聖靈充滿過
[00:07:08.040 --> 00:07:10.040]  那我不是講以前
[00:07:10.040 --> 00:07:14.040]  我是講今天你需要再次被聖靈充滿
[00:07:14.040 --> 00:07:17.040]  事實上你每天都需要被聖靈充滿
[00:07:17.040 --> 00:07:19.040]  你們跟你媽說你每天都需要被聖靈充滿
[00:07:19.040 --> 00:07:22.040]  你跟她說
[00:07:22.040 --> 00:07:26.040]  那你說我們怎麼樣才能夠重新領受聖靈的大能呢
[00:07:26.040 --> 00:07:30.040]  其實今天我們一定要有一個很清楚的觀念
[00:07:30.040 --> 00:07:34.040]  其實聖靈的能力已經降臨在我們身上了
[00:07:34.040 --> 00:07:36.040]  史律師的第一章第八節
[00:07:36.040 --> 00:07:37.040]  我們一同來唸
[00:07:37.040 --> 00:07:39.040]  但聖靈降臨在你們身上
[00:07:39.040 --> 00:07:41.040]  你們就必得着能力
[00:07:41.040 --> 00:07:44.040]  必要在耶路撒冷猶太全地和撒瑪利亞
[00:07:44.040 --> 00:07:46.040]  直到地級做我的見證
[00:07:46.040 --> 00:07:48.040]  這裏主耶穌很清楚講到
[00:07:48.040 --> 00:07:50.040]  聖靈已經降臨在你們
[00:07:50.040 --> 00:07:52.040]  誰是你們
[00:07:52.040 --> 00:07:53.040]  就是我們
[00:07:53.040 --> 00:07:56.040]  每一個姓主的人跟隨主耶穌
[00:07:56.040 --> 00:08:00.040]  耶穌很清楚聖靈已經降臨在我們身上了
[00:08:00.040 --> 00:08:02.040]  今天只要你是基督徒
[00:08:02.040 --> 00:08:04.040]  只要你是跟隨耶穌
[00:08:04.040 --> 00:08:06.040]  你要很清楚的一件事情
[00:08:06.040 --> 00:08:08.040]  就是神的能力已經降臨了
[00:08:08.040 --> 00:08:11.040]  神的能力已經爲你預備好了
[00:08:11.040 --> 00:08:14.040]  這爲什麼約翰一書二章二十七節裏面
[00:08:14.040 --> 00:08:16.040]  我們看約翰怎麼教導
[00:08:16.040 --> 00:08:17.040]  我們一同來唸
[00:08:17.040 --> 00:08:21.040]  你們從主所受的恩高常存在你們心裏
[00:08:21.040 --> 00:08:23.040]  並不用人教訓你們
[00:08:23.040 --> 00:08:26.040]  自有主的恩高在凡事上教訓你們
[00:08:26.040 --> 00:08:27.040]  這恩高怎麼樣
[00:08:27.040 --> 00:08:29.040]  是什麼
[00:08:29.040 --> 00:08:30.040]  是真的
[00:08:30.040 --> 00:08:32.040]  他還怕你以爲是假的
[00:08:32.040 --> 00:08:34.040]  是真的
[00:08:34.040 --> 00:08:36.040]  聖靈的恩高在我們裏面
[00:08:36.040 --> 00:08:38.040]  這個恩高是真的
[00:08:38.040 --> 00:08:39.040]  我們就看見
[00:08:39.040 --> 00:08:43.040]  今天神已經把聖靈的能力降臨在我們身上
[00:08:43.040 --> 00:08:47.040]  那你說爲什麼我感受不到呢
[00:08:47.040 --> 00:08:51.040]  我解釋給你聽就好像我們在San Jose有light rail
[00:08:51.040 --> 00:08:53.040]  就是輕軌一樣
[00:08:53.040 --> 00:08:56.040]  你知道light rail這個電車
[00:08:56.040 --> 00:09:00.040]  它的能源是在電纜上
[00:09:00.040 --> 00:09:03.040]  電車的本身是沒有能力的
[00:09:03.040 --> 00:09:07.040]  電車需要接在電纜上
[00:09:07.040 --> 00:09:09.040]  車子才能夠前進
[00:09:09.040 --> 00:09:11.040]  如果不接上
[00:09:11.040 --> 00:09:13.040]  車子就不能動
[00:09:13.040 --> 00:09:16.040]  所以當你看見一個車子不能動的時候
[00:09:16.040 --> 00:09:19.040]  並不表示能源不在
[00:09:19.040 --> 00:09:22.040]  事實上電纜還是在那裏
[00:09:22.040 --> 00:09:24.040]  能源也沒有離開
[00:09:24.040 --> 00:09:27.040]  只是沒有接上而已
[00:09:27.040 --> 00:09:31.040]  那你說怎麼樣能夠讓電車重新開始動起來呢
[00:09:31.040 --> 00:09:33.040]  很簡單
[00:09:33.040 --> 00:09:34.040]  就怎麼樣
[00:09:34.040 --> 00:09:37.040]  重新接上就好了
[00:09:37.040 --> 00:09:39.040]  今天很多人
[00:09:39.040 --> 00:09:41.040]  在面對屬靈的道路上
[00:09:41.040 --> 00:09:44.040]  對這樣一個真理不是很清楚
[00:09:44.040 --> 00:09:46.040]  我們常常在我們生活當中
[00:09:46.040 --> 00:09:50.040]  我們被感覺跟環境所影響
[00:09:50.040 --> 00:09:52.040]  有些人說今天心情不好
[00:09:52.040 --> 00:09:53.040]  身體也不好
[00:09:53.040 --> 00:09:56.040]  感覺好像恩高不在了
[00:09:56.040 --> 00:09:57.040]  沒有了
[00:09:57.040 --> 00:09:59.040]  恩高仍然存在
[00:09:59.040 --> 00:10:01.040]  跟你媽說恩高仍然存在
[00:10:01.040 --> 00:10:02.040]  跟她說
[00:10:02.040 --> 00:10:05.040]  能力也存在
[00:10:05.040 --> 00:10:09.040]  只是你沒有連上而已
[00:10:09.040 --> 00:10:11.040]  只是沒有連接在一起
[00:10:11.040 --> 00:10:14.040]  所以今天你真的需要明白
[00:10:14.040 --> 00:10:19.040]  屬靈復興的條件不是在於聖潔
[00:10:19.040 --> 00:10:22.040]  不是因爲你聖潔了復興才靈到
[00:10:22.040 --> 00:10:23.040]  你錯了
[00:10:23.040 --> 00:10:27.040]  因爲一個人不可能靠自己的力量先成爲聖潔
[00:10:27.040 --> 00:10:28.040]  不可能的
[00:10:28.040 --> 00:10:33.040]  事實上屬靈復興所帶來的結果纔是聖潔
[00:10:33.040 --> 00:10:36.040]  因爲在屬靈復興的過程當中
[00:10:36.040 --> 00:10:39.040]  人渴望來靠近神
[00:10:39.040 --> 00:10:41.040]  屬靈復興的條件是什麼呢
[00:10:41.040 --> 00:10:42.040]  很簡單
[00:10:42.040 --> 00:10:47.040]  就是重新連接在聖靈的能源上
[00:10:47.040 --> 00:10:50.040]  你要相信這個聖靈的能源是可靠的
[00:10:50.040 --> 00:10:54.040]  神應許我們聖靈已經降臨在我們中間
[00:10:54.040 --> 00:10:56.040]  這個聖靈也內住在我們裏面
[00:10:56.040 --> 00:10:59.040]  這個聖靈的能源是可靠的
[00:10:59.040 --> 00:11:00.040]  不像我們人的電
[00:11:00.040 --> 00:11:03.040]  人的電會停電斷電
[00:11:03.040 --> 00:11:04.040]  聖靈的能源是可靠的
[00:11:04.040 --> 00:11:06.040]  不會停止的
[00:11:06.040 --> 00:11:09.040]  也不像聖經所說的
[00:11:09.040 --> 00:11:10.040]  必是大慈的水
[00:11:10.040 --> 00:11:12.040]  一年天使攪動一次
[00:11:12.040 --> 00:11:13.040]  你沒第一個下去
[00:11:13.040 --> 00:11:14.040]  只好等下一年了
[00:11:14.040 --> 00:11:15.040]  不是這樣的
[00:11:15.040 --> 00:11:18.040]  這個屬靈的能源一直都在
[00:11:18.040 --> 00:11:21.040]  聖靈也一直內住在我們的裏面
[00:11:21.040 --> 00:11:25.040]  這個聖靈的恩高在我們裏面也是真實的
[00:11:25.040 --> 00:11:29.040]  所以今天你不是需要在等候
[00:11:29.040 --> 00:11:32.040]  而是你只要重新連接
[00:11:32.040 --> 00:11:35.040]  重新來歡迎聖靈的工作
[00:11:35.040 --> 00:11:36.040]  可慕他
[00:11:36.040 --> 00:11:38.040]  可慕他來充滿你
[00:11:38.040 --> 00:11:39.040]  可慕他來更新你
[00:11:39.040 --> 00:11:42.040]  可慕他來澆灌你
[00:11:42.040 --> 00:11:43.040]  就像聖經所說
[00:11:43.040 --> 00:11:45.040]  你如果大大張口
[00:11:45.040 --> 00:11:46.040]  神就怎麼樣
[00:11:46.040 --> 00:11:48.040]  大大充滿
[00:11:48.040 --> 00:11:49.040]  就要重新連接
[00:11:49.040 --> 00:11:50.040]  張開你的
[00:11:50.040 --> 00:11:52.040]  重新來可慕
[00:11:52.040 --> 00:11:55.040]  神的靈就要再一次澆灌在你身上
[00:11:55.040 --> 00:11:57.040]  Amen
[00:11:57.040 --> 00:11:59.040]  就像Dwight Moody
[00:11:59.040 --> 00:12:01.040]  Moody先生他是在我們
[00:12:01.040 --> 00:12:04.040]  美國被神非常重用的一個佈道家
[00:12:04.040 --> 00:12:06.040]  在他還沒有被聖靈充滿以前
[00:12:06.040 --> 00:12:08.040]  他已經是一個非常知名的佈道家
[00:12:08.040 --> 00:12:10.040]  到處傳講神的話語
[00:12:10.040 --> 00:12:14.040]  很多人因他的緣故進入神的國度
[00:12:14.040 --> 00:12:16.040]  有一次他在芝加哥講道
[00:12:16.040 --> 00:12:20.040]  在佈道的時候就開始第一排坐兩個姐妹
[00:12:20.040 --> 00:12:21.040]  他在講道當中
[00:12:21.040 --> 00:12:24.040]  這兩個姐妹從頭到尾 禱告到尾
[00:12:24.040 --> 00:12:25.040]  他就很好奇
[00:12:25.040 --> 00:12:26.040]  我在講道
[00:12:26.040 --> 00:12:28.040]  他們兩個禱告些什麼呢
[00:12:28.040 --> 00:12:30.040]  所以聚會完就跟這兩個姐妹說
[00:12:30.040 --> 00:12:34.040]  你們在我講道拼命禱告些什麼
[00:12:34.040 --> 00:12:35.040]  這兩位姐妹就說
[00:12:35.040 --> 00:12:36.040]  哦 慕迪先生
[00:12:36.040 --> 00:12:37.040]  在你講道的時候
[00:12:37.040 --> 00:12:38.040]  我們一直爲你禱告
[00:12:38.040 --> 00:12:41.040]  希望你被聖靈充滿
[00:12:41.040 --> 00:12:44.040]  他聽了不是很高興
[00:12:44.040 --> 00:12:47.040]  而且很不高興
[00:12:47.040 --> 00:12:49.040]  我還沒被聖靈充滿
[00:12:49.040 --> 00:12:51.040]  我這麼有能力講道
[00:12:51.040 --> 00:12:52.040]  多少人因爲我進入神的國度
[00:12:52.040 --> 00:12:54.040]  你還說要爲我被聖靈充滿
[00:12:54.040 --> 00:12:56.040]  他非常不高興
[00:12:56.040 --> 00:12:57.040]  可是沒想到
[00:12:57.040 --> 00:13:00.040]  那一次那兩個姐妹對他說完這句話
[00:13:00.040 --> 00:13:02.040]  忽然間在他心靈的深處
[00:13:02.040 --> 00:13:04.040]  很深的渴慕
[00:13:04.040 --> 00:13:06.040]  他就每一個時刻
[00:13:06.040 --> 00:13:08.040]  沒辦法停止這樣的思想
[00:13:08.040 --> 00:13:09.040]  他說主啊
[00:13:09.040 --> 00:13:11.040]  我需要你聖靈充滿嗎
[00:13:11.040 --> 00:13:13.040]  我沒有被聖靈充滿嗎
[00:13:13.040 --> 00:13:15.040]  我怎麼樣能夠被聖靈充滿
[00:13:15.040 --> 00:13:16.040]  好像這樣一個思想
[00:13:16.040 --> 00:13:17.040]  一直在他裏面
[00:13:17.040 --> 00:13:18.040]  沒有辦法停止
[00:13:18.040 --> 00:13:19.040]  他說主啊
[00:13:19.040 --> 00:13:20.040]  我真的需要你
[00:13:20.040 --> 00:13:21.040]  他說主啊
[00:13:21.040 --> 00:13:22.040]  我需要你
[00:13:22.040 --> 00:13:23.040]  我渴慕你
[00:13:23.040 --> 00:13:24.040]  好像這樣的思想
[00:13:24.040 --> 00:13:25.040]  一直在他裏面深深的渴慕
[00:13:25.040 --> 00:13:26.040]  無論他走在哪裏
[00:13:26.040 --> 00:13:28.040]  他就向神呼救主啊
[00:13:28.040 --> 00:13:30.040]  我需要被你聖靈充滿
[00:13:30.040 --> 00:13:32.040]  最後終於有一天
[00:13:32.040 --> 00:13:34.040]  他躲在芝加哥的街上的時候
[00:13:34.040 --> 00:13:36.040]  正在走上街上
[00:13:36.040 --> 00:13:38.040]  忽然聖靈降臨在他身上
[00:13:38.040 --> 00:13:40.040]  他被聖靈大大充滿
[00:13:40.040 --> 00:13:41.040]  Hallelujah
[00:13:41.040 --> 00:13:42.040]  從那一天開始
[00:13:42.040 --> 00:13:43.040]  他在神的手中
[00:13:43.040 --> 00:13:46.040]  成爲一個更有能力的器皿
[00:13:46.040 --> 00:13:47.040]  被神所使用
[00:13:47.040 --> 00:13:48.040]  Hallelujah
[00:13:48.040 --> 00:13:52.040]  今天我們需要有這種深深的渴慕
[00:13:52.040 --> 00:13:55.040]  你知道今天很多時候我很害怕
[00:13:55.040 --> 00:13:57.040]  我們已經缺乏這種渴慕了
[00:13:57.040 --> 00:13:59.040]  多少時候我們來到神的面前
[00:13:59.040 --> 00:14:00.040]  我們說聖靈有也好
[00:14:00.040 --> 00:14:02.040]  沒有也OK啦
[00:14:02.040 --> 00:14:03.040]  我們想到
[00:14:03.040 --> 00:14:05.040]  聖靈我們以前曾經被聖靈
[00:14:05.040 --> 00:14:06.040]  弄一弄
[00:14:06.040 --> 00:14:07.040]  我只想今天
[00:14:07.040 --> 00:14:10.040]  這個世代越來越加險惡
[00:14:10.040 --> 00:14:11.040]  我們真的每時每刻
[00:14:11.040 --> 00:14:14.040]  我們都需要被聖靈大大的充滿的
[00:14:14.040 --> 00:14:15.040]  Amen
[00:14:15.040 --> 00:14:17.040]  我們真的求神再一次賜下
[00:14:17.040 --> 00:14:19.040]  深深的渴慕在我們這邊
[00:14:19.040 --> 00:14:21.040]  讓聖靈再一次重新來充滿
[00:14:21.040 --> 00:14:23.040]  我們每一個弟兄姐妹
[00:14:23.040 --> 00:14:26.040]  今年五月份我們在十八十九號兩天
[00:14:26.040 --> 00:14:28.040]  我們重新會有一個聖靈周
[00:14:28.040 --> 00:14:30.040]  你一定要把這兩天留下來
[00:14:30.040 --> 00:14:31.040]  我們希望在那一天
[00:14:31.040 --> 00:14:34.040]  我們重新來教導聖靈的工作
[00:14:34.040 --> 00:14:36.040]  讓你對聖靈有一個正確的認識
[00:14:36.040 --> 00:14:37.040]  我們也歡迎聖靈
[00:14:37.040 --> 00:14:39.040]  充滿在我們每一個人身上
[00:14:39.040 --> 00:14:40.040]  Amen
[00:14:40.040 --> 00:14:41.040]  你一定要渴慕
[00:14:41.040 --> 00:14:43.040]  你一定要重新來領受
[00:14:43.040 --> 00:14:45.040]  聖靈的能力在你身上
[00:14:45.040 --> 00:14:47.040]  第二件事情我們看見
[00:14:47.040 --> 00:14:48.040]  要準備我們自己要
[00:14:48.040 --> 00:14:50.040]  紀念神的信事
[00:14:50.040 --> 00:14:54.040]  爲什麼要紀念神的信事
[00:14:54.040 --> 00:14:55.040]  在過約旦河的時候
[00:14:55.040 --> 00:14:57.040]  神吩咐約蘇亞
[00:14:57.040 --> 00:14:59.040]  他要從約旦河的水中
[00:14:59.040 --> 00:15:01.040]  祭祀所站的地方
[00:15:01.040 --> 00:15:03.040]  拿十二塊石頭上來
[00:15:03.040 --> 00:15:06.040]  上岸之後到了吉甲
[00:15:06.040 --> 00:15:09.040]  然後就把禮石爲祭
[00:15:09.040 --> 00:15:13.040]  要做以色列人永遠的紀念
[00:15:13.040 --> 00:15:14.040]  這裏說
[00:15:14.040 --> 00:15:15.040]  紀念什麼呢
[00:15:15.040 --> 00:15:19.040]  就是要紀念神的信事
[00:15:19.040 --> 00:15:22.040]  爲什麼要紀念神的信事
[00:15:22.040 --> 00:15:25.040]  因爲人總是善忘的
[00:15:25.040 --> 00:15:26.040]  多少時候
[00:15:26.040 --> 00:15:29.040]  神的恩典還正在轉角口呢
[00:15:29.040 --> 00:15:30.040]  可是當你前面
[00:15:30.040 --> 00:15:32.040]  遭遇到一些挫折的時候
[00:15:32.040 --> 00:15:34.040]  我們就已經開始埋怨了
[00:15:34.040 --> 00:15:36.040]  就像以色列人一樣
[00:15:36.040 --> 00:15:38.040]  過紅海
[00:15:38.040 --> 00:15:40.040]  多麼轟轟烈烈
[00:15:40.040 --> 00:15:43.040]  多麼風光的一件事情
[00:15:43.040 --> 00:15:44.040]  我請問你
[00:15:44.040 --> 00:15:46.040]  如果你真的經歷過
[00:15:46.040 --> 00:15:48.040]  走過紅海的經驗
[00:15:48.040 --> 00:15:51.040]  你會善忘神的恩典嗎
[00:15:51.040 --> 00:15:52.040]  你會嗎
[00:15:52.040 --> 00:15:56.040]  應該不會
[00:15:56.040 --> 00:15:58.040]  應該不會
[00:15:58.040 --> 00:16:00.040]  但事實上
[00:16:00.040 --> 00:16:03.040]  事實上還是會的
[00:16:03.040 --> 00:16:06.040]  以色列人一過了紅海進入曠野
[00:16:06.040 --> 00:16:07.040]  怎麼樣
[00:16:07.040 --> 00:16:09.040]  從頭埋怨到尾
[00:16:09.040 --> 00:16:10.040]  不是嗎
[00:16:10.040 --> 00:16:12.040]  憂慮啊
[00:16:12.040 --> 00:16:14.040]  沒得喫沒得喝怎麼辦
[00:16:14.040 --> 00:16:16.040]  你說紅海都過了
[00:16:16.040 --> 00:16:19.040]  人還是善忘的
[00:16:19.040 --> 00:16:20.040]  同樣地
[00:16:20.040 --> 00:16:21.040]  多少時候
[00:16:21.040 --> 00:16:22.040]  我們的光景不也是
[00:16:22.040 --> 00:16:24.040]  你不要笑以色列人
[00:16:24.040 --> 00:16:26.040]  多少時候我們也一樣
[00:16:26.040 --> 00:16:28.040]  環境好的時候
[00:16:28.040 --> 00:16:30.040]  當我們經歷神的恩典的時候
[00:16:30.040 --> 00:16:31.040]  不是滿口喜笑
[00:16:31.040 --> 00:16:33.040]  滿舌歡呼嗎
[00:16:33.040 --> 00:16:35.040]  但環境一不好
[00:16:35.040 --> 00:16:38.040]  我們的心就埋怨了
