
[00:00:00.000 --> 00:00:03.100]  今天跟弟兄姊妹分享的題目是
[00:04:04.920 --> 00:04:07.520]  所以我們看到這一篇的詩篇
[00:04:07.520 --> 00:04:11.320]  它好像金珍珠一樣非常的寶貴
[00:04:11.320 --> 00:04:13.520]  其實在整個詩篇裡面
[00:04:13.520 --> 00:04:16.520]  有六篇大衛的金詩
[00:04:16.520 --> 00:04:18.320]  不過這六篇的金詩
[00:04:18.320 --> 00:04:22.120]  不是在大衛他很得意的日子
[00:04:22.120 --> 00:04:25.720]  或者是他很順利的日子寫的
[00:04:25.720 --> 00:04:29.720]  乃是在他被拒的時候的日子寫的
[00:04:29.720 --> 00:04:33.720]  就是說他在一個非常艱難的日子裡面
[00:04:33.720 --> 00:04:34.920]  被人追殺
[00:04:34.920 --> 00:04:36.520]  或者是要逃難
[00:04:36.520 --> 00:04:39.520]  或者是他落在困境裡面的時候
[00:04:39.520 --> 00:04:41.320]  所寫的詩篇
[00:04:41.320 --> 00:04:42.920]  但是當我們讀的時候
[00:04:42.920 --> 00:04:44.920]  特別是詩篇的十六篇
[00:04:44.920 --> 00:04:47.720]  我們讀到裡面充滿喜樂
[00:04:47.720 --> 00:04:49.320]  也充滿平安
[00:04:49.320 --> 00:04:52.120]  那你就這樣一看的話
[00:04:52.120 --> 00:04:53.520]  好像看不出來
[00:04:53.520 --> 00:04:56.720]  大衛是在一個受逼迫的情況底下
[00:04:56.720 --> 00:04:59.720]  受掃羅追殺的情況底下所寫的
[00:04:59.720 --> 00:05:01.120]  其實那個時候大衛
[00:05:01.120 --> 00:05:03.520]  他在西湖曠野
[00:05:03.520 --> 00:05:05.720]  他是被掃羅追殺的
[00:05:05.720 --> 00:05:08.920]  他幾乎到了一個走投無路的絕地了
[00:05:08.920 --> 00:05:12.720]  他的生命也受到非常嚴重的威脅
[00:05:12.720 --> 00:05:16.120]  所以你看到他不管是在外在
[00:05:16.120 --> 00:05:18.320]  其實都非常的鬆懈
[00:05:18.320 --> 00:05:22.520]  他內在也是非常的懼怕
[00:05:22.520 --> 00:05:25.520]  所以內外都不平安的情況底下
[00:05:25.520 --> 00:05:31.920]  他卻寫出了這種充滿喜樂和平安的詩篇
[00:05:31.920 --> 00:05:33.120]  為什麼呢?
[00:05:33.120 --> 00:05:34.920]  而且他說
[00:05:34.920 --> 00:05:38.320]  他的好處不在神以外
[00:05:38.320 --> 00:05:41.520]  究竟為什麼他會說出這樣的話呢?
[00:05:41.520 --> 00:05:45.320]  他說他的好處不在神以外
[00:05:45.320 --> 00:05:47.920]  那我們的好處在哪裡呢?
[00:05:47.920 --> 00:05:50.920]  剛才我們說信耶穌有什麼好處
[00:05:50.920 --> 00:05:54.320]  那我們來看看詩篇裡面大衛他怎麼講
[00:05:54.320 --> 00:05:57.320]  在這裡至少有三個方面
[00:05:57.320 --> 00:05:58.720]  我們值得留意的
[00:05:58.720 --> 00:06:03.320]  第一那就是信靠神蒙拯救
[00:06:03.320 --> 00:06:07.520]  這是首先講到大衛他對神的信靠
[00:06:07.520 --> 00:06:11.720]  他跟神的這種非常親密的關係
[00:06:11.720 --> 00:06:15.320]  然後當他有這種很親密的關係之後
[00:06:15.320 --> 00:06:16.520]  他才意識到
[00:06:16.520 --> 00:06:20.920]  原來他所有所有的好處都在神那裡
[00:06:20.920 --> 00:06:24.720]  沒有一個好處在神以外的
[00:06:24.720 --> 00:06:28.720]  在第一節到第四節
[00:06:28.720 --> 00:06:32.320]  我們先來看經文怎麼講
[00:06:32.320 --> 00:06:35.720]  神啊,求祢保佑我,因為我投靠祢
[00:06:35.720 --> 00:06:39.320]  我的心啊,祢曾對伊豪華說
[00:06:39.320 --> 00:06:43.920]  祢是我的主,我的好處不在祢以外
[00:06:43.920 --> 00:06:47.520]  其實在這兩節的經文
[00:06:47.520 --> 00:06:51.120]  還有包括下面第三節第四節的經文
[00:06:51.120 --> 00:06:54.920]  都是描述神與他的關係
[00:06:54.920 --> 00:06:58.120]  他跟神有一種非常親密的關係
[00:06:58.120 --> 00:07:00.920]  那就是他這裡指出的
[00:07:00.920 --> 00:07:02.320]  祢是我的主
[00:07:02.320 --> 00:07:05.120]  他指出神就是他的主
[00:07:05.120 --> 00:07:07.920]  就是在這種關係底下
[00:07:07.920 --> 00:07:09.920]  詩人大衛他體會到了
[00:07:09.920 --> 00:07:11.720]  眾多眾多的好處
[00:07:11.720 --> 00:07:17.320]  並且他因此而越發相信還有依靠神
[00:07:17.320 --> 00:07:19.520]  所以在這裡我們看到他很主動的
[00:07:19.520 --> 00:07:21.920]  他就想要投入主的懷抱
[00:07:21.920 --> 00:07:25.920]  他說神啊,求祢保佑我,因為我投靠祢
[00:07:25.920 --> 00:07:29.520]  這個投靠這個動詞非常的形象
[00:07:29.520 --> 00:07:31.720]  我們可以想像那個的畫面
[00:07:31.720 --> 00:07:33.120]  非常有畫面感
[00:07:33.120 --> 00:07:38.720]  好像一個嬰孩投靠在父母的懷中一樣
[00:07:38.720 --> 00:07:39.720]  非常的安穩
[00:07:39.720 --> 00:07:43.920]  那大衛就是這種他投靠在神的手中
[00:07:43.920 --> 00:07:45.120]  那神來保護他
[00:07:45.120 --> 00:07:48.120]  他在神的手中非常的安穩
[00:07:48.120 --> 00:07:51.920]  儘管是在那種落魄的情況裡面
[00:07:51.920 --> 00:07:55.120]  在被追殺非常凶險的情況裡面
[00:07:55.120 --> 00:07:59.320]  神仍然在當中來拯救他
[00:07:59.320 --> 00:08:00.720]  神就是他的拯救
[00:08:00.720 --> 00:08:03.920]  當他願意投靠神的時候
[00:08:03.920 --> 00:08:06.120]  神的拯救就臨到他
[00:08:06.120 --> 00:08:07.920]  所以在這裡大衛他說
[00:08:07.920 --> 00:08:09.520]  神是他的主
[00:08:09.520 --> 00:08:12.120]  他懇求神的保佑
[00:08:12.120 --> 00:08:14.720]  其實這個表達了他對神的信靠
[00:08:14.720 --> 00:08:17.720]  神是他兒女的保障
[00:08:17.720 --> 00:08:19.520]  所以施恩的祈求
[00:08:19.520 --> 00:08:24.520]  既是對神以往對他的這種保佑的一種感恩
[00:08:24.520 --> 00:08:29.120]  也是對神今後對他保佑的這種的確信
[00:08:29.120 --> 00:08:31.120]  所以藉著這樣的禱告
[00:08:31.120 --> 00:08:32.720]  大衛他告訴自己
[00:08:32.720 --> 00:08:34.920]  也告訴後世的讀者
[00:08:34.920 --> 00:08:36.920]  就是今天的我們
[00:08:36.920 --> 00:08:38.920]  他所祈求的是
[00:08:38.920 --> 00:08:41.120]  神是可靠的
[00:08:41.120 --> 00:08:44.720]  他願意毫無保留的投靠神
[00:08:44.720 --> 00:08:48.120]  所以雖然在世上我們會遇到一些的風浪
[00:08:48.120 --> 00:08:50.520]  也會遇到很多的艱難坎坷
[00:08:50.520 --> 00:08:54.120]  但是有神做我們的保護
[00:08:54.120 --> 00:08:56.120]  神是保護我們的神
[00:08:56.120 --> 00:08:59.320]  就像在昔日在舊約裡面
[00:08:59.320 --> 00:09:02.720]  我們看到牧羊人看守群羊
[00:09:02.720 --> 00:09:05.520]  還有君王他們保護百姓一樣
[00:09:05.520 --> 00:09:07.120]  在遭難的時候
[00:09:07.120 --> 00:09:09.720]  其實大衛他就來投靠神
[00:09:09.720 --> 00:09:11.320]  凡是投靠神的人
[00:09:11.320 --> 00:09:13.320]  神必應必他
[00:09:13.320 --> 00:09:15.920]  特別是我們看今天的這個處境
[00:09:15.920 --> 00:09:20.320]  世界太多太多的患難
[00:09:20.320 --> 00:09:23.120]  好多的困難
[00:09:23.120 --> 00:09:25.120]  很多的痛苦
[00:09:25.120 --> 00:09:27.120]  唯有得到神的保護
[00:09:27.120 --> 00:09:29.120]  我們才能夠站立得穩
[00:09:29.120 --> 00:09:31.520]  神如果不保護我們
[00:09:31.520 --> 00:09:37.120]  哪怕是在任何的光景裡面
[00:09:37.120 --> 00:09:40.320]  不管你是順還是逆
[00:09:40.320 --> 00:09:43.320]  那其實我們都很容易會跌倒
[00:09:43.320 --> 00:09:46.520]  很容易就會陷入那種的
[00:09:46.520 --> 00:09:52.520]  不能夠自我拯救的這種的絕境裡面
[00:09:52.520 --> 00:09:55.320]  但這裡詩人大衛他說
[00:09:55.320 --> 00:09:56.520]  特別調解他說
[00:09:56.520 --> 00:09:58.920]  我的心李承對伊好華說
[00:09:58.920 --> 00:10:00.320]  你是我的主
[00:10:00.320 --> 00:10:02.920]  我的好處不在你以外
[00:10:02.920 --> 00:10:05.120]  這個我的好處不在你以外
[00:10:05.120 --> 00:10:09.320]  如果我們看另外兩個不同的翻譯版本
[00:10:09.320 --> 00:10:14.520]  我們會更能理解裡面的那個意思
[00:10:14.520 --> 00:10:18.120]  現在中文譯本2019版這樣翻譯
[00:10:18.120 --> 00:10:21.720]  你是我一切幸福的源頭
[00:10:21.720 --> 00:10:24.720]  然後另外詩高譯本翻譯成
[00:10:24.720 --> 00:10:27.520]  唯有你是我的幸福
[00:10:27.520 --> 00:10:33.320]  這裡講到神是我們一切幸福的源頭
[00:10:33.320 --> 00:10:37.520]  有一首歌叫做萬福全圓
[00:10:37.520 --> 00:10:41.320]  這首歌我想就很貼切
[00:10:41.320 --> 00:10:43.720]  對大衛所說的這節經文來講
[00:10:43.720 --> 00:10:48.320]  就是神是我們的萬福之源
[00:10:48.320 --> 00:10:50.920]  因為祂是我們一切幸福的源頭
[00:10:50.920 --> 00:10:57.520]  而詩高譯本說得更加的直接
[00:10:57.520 --> 00:10:59.720]  他說唯有你是我的幸福
[00:10:59.720 --> 00:11:03.520]  這個通常會出現在哪裡呢
[00:11:03.520 --> 00:11:04.320]  像這樣的句子
[00:11:04.320 --> 00:11:07.520]  通常是出現在情侶之間的對話
[00:11:07.520 --> 00:11:09.120]  你是我的幸福
[00:11:09.120 --> 00:11:10.520]  唯有你是我的幸福
[00:11:10.520 --> 00:11:12.720]  或者是唯有你是我的一切
[00:11:12.720 --> 00:11:15.920]  這些好像是情侶之間的對話那種
[00:11:15.920 --> 00:11:17.920]  非常親密的
[00:11:17.920 --> 00:11:22.320]  而在這裡大衛他跟上帝所說的
[00:11:22.320 --> 00:11:24.320]  唯有你是我的幸福
[00:11:24.320 --> 00:11:26.720]  這是他的任性
[00:11:26.720 --> 00:11:32.520]  他對神的那種信靠是非常的堅定
[00:11:32.520 --> 00:11:37.120]  他認定這位主就是他的幸福
[00:11:37.120 --> 00:11:39.720]  而且唯有這位主是他的幸福
[00:11:39.720 --> 00:11:45.920]  除他以外沒有任何的事物是他的幸福
[00:11:45.920 --> 00:11:50.320]  所以這節經文就表達了詩人信仰的深情
[00:11:50.320 --> 00:11:51.520]  詩人他表示
[00:11:51.520 --> 00:11:55.320]  他的心對神有非常清楚的認識
[00:11:55.320 --> 00:11:57.920]  你是我的主
[00:11:57.920 --> 00:12:01.720]  這個不是頭腦的那種很膚淺的認同
[00:12:01.720 --> 00:12:05.520]  也不是我們簡單的嘴巴說一說而已
[00:12:05.520 --> 00:12:09.120]  而是發自內心深處的一種的認知
[00:12:09.120 --> 00:12:10.520]  所以大衛他清楚的知道
[00:12:10.520 --> 00:12:12.720]  神是可靠的
[00:12:12.720 --> 00:12:16.320]  我的好處不在你以外
[00:12:16.320 --> 00:12:18.720]  究竟有什麼樣的好處呢?
[00:12:18.720 --> 00:12:20.320]  接下來我們可以看到
[00:12:20.320 --> 00:12:22.120]  這些的好處包括
[00:12:22.120 --> 00:12:23.920]  神的指引
[00:12:23.920 --> 00:12:25.520]  神的保守
[00:12:25.520 --> 00:12:27.120]  神的供應
[00:12:27.120 --> 00:12:32.120]  也包括弟兄姊妹之間的這種肢體的相交
[00:12:32.120 --> 00:12:34.920]  所以在第三節他就講到
[00:12:34.920 --> 00:12:40.720]  跟弟兄姊妹肢體的相交的這種甜蜜
[00:12:40.720 --> 00:12:42.720]  論到世上的聖民
[00:12:42.720 --> 00:12:44.520]  他們又美又善
[00:12:44.520 --> 00:12:46.720]  是我最喜悅的
[00:12:46.720 --> 00:12:49.320]  這裡所說的世上的聖民
[00:12:49.320 --> 00:12:52.320]  是指神的選民
[00:12:52.320 --> 00:12:54.320]  所有蒙昭的人
[00:12:54.320 --> 00:12:57.120]  蒙昭的聖徒都在這裡面
[00:12:57.120 --> 00:12:59.320]  而這些被昭的聖徒
[00:12:59.320 --> 00:13:01.720]  其實都是蒙恩的罪人
[00:13:01.720 --> 00:13:04.320]  也就是說都是有缺陷的人
[00:13:04.320 --> 00:13:06.120]  就像保羅所說的
[00:13:06.120 --> 00:13:08.720]  按著右體有智慧的不多
[00:13:08.720 --> 00:13:10.520]  有能力的不多
[00:13:10.520 --> 00:13:12.320]  有珍貴的也不多
[00:13:12.320 --> 00:13:15.920]  但是神卻揀選了世上愚拙的
[00:13:15.920 --> 00:13:18.120]  叫有智慧的羞愧
[00:13:18.120 --> 00:13:21.320]  又揀選了世上軟弱的
[00:13:21.320 --> 00:13:23.320]  叫那強壯的羞愧
[00:13:23.320 --> 00:13:25.520]  神也揀選了世上卑賤的
[00:13:25.520 --> 00:13:26.720]  被人厭惡的
[00:13:26.720 --> 00:13:28.120]  以及那無有的
[00:13:28.120 --> 00:13:30.520]  為了要棄掉那有的
[00:13:30.520 --> 00:13:33.520]  所以當我們看這些聖民的時候
[00:13:33.520 --> 00:13:35.120]  不像世人的標準
[00:13:35.120 --> 00:13:37.520]  不是拿他們的標準去看
[00:13:37.520 --> 00:13:39.520]  而是按照神的標準去看
[00:13:39.520 --> 00:13:40.720]  在神看來
[00:13:40.720 --> 00:13:44.720]  這些蒙昭的人都是聖民
[00:13:44.720 --> 00:13:46.920]  都是又美又善
[00:13:46.920 --> 00:13:49.120]  都是神所喜悅的
[00:13:49.120 --> 00:13:52.920]  所以大衛也有同樣的眼光
[00:13:52.920 --> 00:13:55.720]  他愛神所愛
[00:13:55.720 --> 00:13:58.320]  既然這些聖民是神所愛的
[00:13:58.320 --> 00:14:01.320]  也是大衛他所愛的
[00:14:01.320 --> 00:14:05.120]  他在當中也成為聖民的一員
[00:14:05.120 --> 00:14:08.720]  他跟這些聖民是可以彼此相交
[00:14:08.720 --> 00:14:12.520]  而且是有非常親密的關係
[00:14:12.520 --> 00:14:15.520]  在新約聖經裡面彼得前書
[00:14:15.520 --> 00:14:17.720]  二章九節那裡講
[00:14:17.720 --> 00:14:21.320]  這些的聖民是被揀選的族類
[00:14:21.320 --> 00:14:23.320]  是有君尊的祭司
[00:14:23.320 --> 00:14:24.720]  是聖傑的國度
[00:14:24.720 --> 00:14:26.720]  是屬神的子民
[00:14:26.720 --> 00:14:29.320]  那這幫人他們是要宣揚
[00:14:29.320 --> 00:14:33.320]  那召你們出黑暗又奇妙光明者的美德
[00:14:33.320 --> 00:14:37.720]  所以你看到信徒們是要宣揚
[00:14:37.720 --> 00:14:42.520]  召他們出黑暗又奇妙光明者的美德
[00:14:42.520 --> 00:14:46.920]  那有耶穌基督的美德披在他們身上
[00:14:46.920 --> 00:14:50.120]  神怎能不喜悅他們呢?
[00:14:50.120 --> 00:14:56.520]  然後接下來大衛繼續說
[00:14:56.520 --> 00:14:58.720]  在敬拜方面
[00:14:58.720 --> 00:15:02.120]  有真的敬拜也有假的敬拜
[00:15:02.120 --> 00:15:05.520]  假的敬拜就是拜那些的偶像
[00:15:05.520 --> 00:15:07.720]  那些虛假的神
[00:15:07.720 --> 00:15:13.520]  假如說你有一個非常真正的
[00:15:13.520 --> 00:15:16.320]  敬拜的生活的話
[00:15:16.320 --> 00:15:17.520]  你會像大衛一樣
[00:15:17.520 --> 00:15:21.120]  他跟神有非常親密的關係
[00:15:21.120 --> 00:15:23.720]  但是反過來說
[00:15:23.720 --> 00:15:27.320]  當你跟神的關係不是那樣子
[00:15:27.320 --> 00:15:30.720]  你是去跟其他的神有類似的
[00:15:30.720 --> 00:15:33.320]  這種親密的關係的時候
[00:15:33.320 --> 00:15:35.520]  你的愁苦就會加增
[00:15:35.520 --> 00:15:39.720]  在第四節這樣講
[00:15:39.720 --> 00:15:42.720]  以別神代替依侯華的
[00:15:42.720 --> 00:15:44.920]  他們的愁苦必加增
[00:15:44.920 --> 00:15:47.920]  他們所教練的學我不獻上
[00:15:47.920 --> 00:15:52.520]  我嘴唇也不提別神的名號
[00:15:52.520 --> 00:15:55.520]  這裡大衛指出來
[00:15:55.520 --> 00:15:56.920]  有很多的人
[00:15:56.920 --> 00:15:59.720]  他們是以別神來代替依侯華
[00:15:59.720 --> 00:16:01.320]  他們這樣做的時候
[00:16:01.320 --> 00:16:03.520]  他們的愁苦就加增
[00:16:03.520 --> 00:16:05.320]  假神越多
[00:16:05.320 --> 00:16:07.720]  他們的愁苦就越多
[00:16:07.720 --> 00:16:09.320]  很多時候
[00:16:09.320 --> 00:16:12.120]  我們會把其他的事物
[00:16:12.120 --> 00:16:16.720]  放在神的那個位置去敬拜他
[00:16:16.720 --> 00:16:18.720]  其實凡在我們心裡面
[00:16:18.720 --> 00:16:20.520]  代替神地位的人
[00:16:20.520 --> 00:16:21.920]  或者是事物
[00:16:21.920 --> 00:16:23.320]  不管是你的事業
[00:16:23.320 --> 00:16:24.320]  還是家庭
[00:16:24.320 --> 00:16:26.920]  還是其他的東西
[00:16:26.920 --> 00:16:31.720]  都是這裡所指的別神
[00:16:31.720 --> 00:16:34.120]  當人敬拜別神的時候
[00:16:34.120 --> 00:16:36.920]  他的愁苦就加增
[00:16:36.920 --> 00:16:40.120]  很多人會把事業當作別神
[00:16:40.120 --> 00:16:42.320]  結果會讓人非常的失落
[00:16:42.320 --> 00:16:45.520]  也有很多人會把家庭兒女當作別神
[00:16:45.520 --> 00:16:48.320]  結果也讓人非常的傷心
[00:16:48.320 --> 00:16:51.520]  也有人會把其他的這些偶像
[00:16:51.520 --> 00:16:53.520]  來當作別神
[00:16:53.520 --> 00:16:57.720]  結果也是帶來非常多的愁苦
[00:16:57.720 --> 00:16:59.920]  很多時候
[00:16:59.920 --> 00:17:02.920]  我們就像詩篇裡面
[00:17:02.920 --> 00:17:04.920]  這裡所講的
[00:17:04.920 --> 00:17:06.120]  愁苦加增
[00:17:06.120 --> 00:17:11.120]  那是因為我們有敬拜了別神
[00:17:11.120 --> 00:17:13.520]  這裡有小次他說
[00:17:13.520 --> 00:17:15.120]  以別神代替依侯華
[00:17:15.120 --> 00:17:17.720]  或做送禮物給別神的
[00:17:17.720 --> 00:17:18.320]  也就是說
[00:17:18.320 --> 00:17:21.920]  你去討好另外的一個神
[00:17:21.920 --> 00:17:24.120]  討好那些的偶像
[00:17:24.120 --> 00:17:25.520]  這樣子做
[00:17:25.520 --> 00:17:27.920]  你就會自討苦吃
[00:17:27.920 --> 00:17:31.520]  會讓你的生活更加的愁苦
[00:17:31.520 --> 00:17:33.720]  這是大衛對我們的提醒
[00:17:33.720 --> 00:17:35.520]  在這裡我們也看到一幅的圖畫
[00:17:35.520 --> 00:17:38.520]  就是兩個不同的畫面
[00:17:38.520 --> 00:17:40.920]  一個是真正的敬拜
[00:17:40.920 --> 00:17:42.520]  像大衛那樣子
[00:17:42.520 --> 00:17:46.120]  他是全身心的來投靠神
[00:17:46.120 --> 00:17:49.320]  另外一個是虛假的一個敬拜
[00:17:49.320 --> 00:17:51.520]  他們投靠的是偶像
[00:17:51.520 --> 00:17:53.120]  投靠真神的
[00:17:53.120 --> 00:17:55.720]  他能夠得到拯救
[00:17:55.720 --> 00:17:57.920]  得到好處
[00:17:57.920 --> 00:18:00.320]  敬拜那些虛假的神的
[00:18:00.320 --> 00:18:01.720]  敬拜偶像的
[00:18:01.720 --> 00:18:04.320]  他們的愁苦就加增
[00:18:04.320 --> 00:18:07.120]  這是一個很強烈的對比
[00:18:07.120 --> 00:18:08.920]  一個是敬拜真神
[00:18:08.920 --> 00:18:10.520]  一個是拜偶像
[00:18:10.520 --> 00:18:13.520]  一個是得很多的好處
[00:18:13.520 --> 00:18:18.120]  另外一個是得很多的愁苦
[00:18:18.120 --> 00:18:24.320]  接下來我們看第五節到第九節的經文
[00:18:24.320 --> 00:18:27.320]  第二方面我們值得留意的是
[00:18:27.320 --> 00:18:30.520]  得產業蒙保守
[00:18:30.520 --> 00:18:36.320]  這是大衛他所得到的好處
[00:18:36.320 --> 00:18:39.120]  在第五節到第九節這樣講
[00:18:39.120 --> 00:18:41.320]  耶和華是我的產業
[00:18:41.320 --> 00:18:42.920]  是我杯中的糞
[00:18:42.920 --> 00:18:45.720]  我所得的你為我持守
[00:18:45.720 --> 00:18:47.720]  用神量給我的地界
[00:18:47.720 --> 00:18:49.520]  座落在加美之處
[00:18:49.520 --> 00:18:51.920]  我的產業實在美好
[00:18:51.920 --> 00:18:56.720]  在這裡兩次提到我的產業
[00:18:56.720 --> 00:19:00.720]  而什麼是他的產業呢
[00:19:00.720 --> 00:19:02.920]  我想這個問題對我們來講
[00:19:02.920 --> 00:19:05.120]  也常常是一個問題
[00:19:05.120 --> 00:19:07.720]  通常在香港的話
[00:19:07.720 --> 00:19:10.720]  買房是一件非常困難的事情
[00:19:10.720 --> 00:19:12.720]  我們都很明白
[00:19:12.720 --> 00:19:16.120]  所以很多人他們都希望能夠置業
[00:19:16.120 --> 00:19:19.320]  希望能夠有自己的房產
[00:19:19.320 --> 00:19:21.520]  但很遺憾
[00:19:21.520 --> 00:19:26.720]  其實我們很多人到現在還是所謂的無產階級
[00:19:26.720 --> 00:19:28.120]  我也是無產階級
[00:19:28.120 --> 00:19:32.520]  我是沒有這個房產
[00:19:32.520 --> 00:19:35.520]  所以在這裡他說到我的產業的時候
[00:19:35.520 --> 00:19:37.320]  我不曉得你想到什麼
[00:19:37.320 --> 00:19:40.320]  你的產業又是什麼
[00:19:40.320 --> 00:19:42.720]  你所在乎的是什麼呢
[00:19:42.720 --> 00:19:44.520]  在這裡大衛他說
[00:19:44.520 --> 00:19:47.920]  耶和華是他的產業
[00:19:47.920 --> 00:19:49.920]  你可以想像嗎
[00:19:49.920 --> 00:19:51.720]  大衛說
[00:19:51.720 --> 00:19:54.320]  耶和華是他的產業
[00:19:54.320 --> 00:19:57.120]  這個產業究竟是怎樣呢
[00:19:57.120 --> 00:20:00.120]  創造宇宙萬有的神
[00:20:00.120 --> 00:20:05.320]  竟然成為我的產業
[00:20:05.320 --> 00:20:06.920]  這個比你有一輛車
[00:20:06.920 --> 00:20:09.520]  比你有一套房子
[00:20:09.520 --> 00:20:13.320]  不是更加的偉大嗎
