
[00:00:00.000 --> 00:00:03.920]  在此再與大家拜個新年
[00:01:41.480 --> 00:01:44.480]  原因可能只是一個
[00:01:44.480 --> 00:01:50.480]  為了使人更容易接受這個溫和版的福音
[00:01:50.480 --> 00:01:53.480]  讓更多的人來到教會
[00:01:53.480 --> 00:01:58.480]  使教會這個企業能夠得到增長
[00:01:58.480 --> 00:02:00.480]  問題是
[00:02:00.480 --> 00:02:04.480]  這些人去到的是什麼教會?
[00:02:04.480 --> 00:02:09.480]  他們相信了的是什麼福音?
[00:02:09.480 --> 00:02:12.480]  當周圍文化跑入教會裡面
[00:02:12.480 --> 00:02:14.480]  就會改變了教會的本質
[00:02:14.480 --> 00:02:16.480]  在早期的哥倫西教會
[00:02:16.480 --> 00:02:18.480]  也有同樣的問題
[00:02:18.480 --> 00:02:22.480]  所以士徒保羅雖然沒有去到那個地方
[00:02:22.480 --> 00:02:24.480]  因為問題嚴重
[00:02:24.480 --> 00:02:30.480]  就寫了哥倫西書給那裡的信徒
[00:02:30.480 --> 00:02:33.480]  哥倫西城有各種背景的人來定居
[00:02:33.480 --> 00:02:35.480]  好像一個大都會
[00:02:35.480 --> 00:02:38.480]  並且有各種不同的宗教
[00:02:38.480 --> 00:02:40.480]  哥倫西教會最大的問題
[00:02:40.480 --> 00:02:42.480]  不是因為某個異端的滲入
[00:02:42.480 --> 00:02:44.480]  而是在基督教信仰裡面
[00:02:44.480 --> 00:02:46.480]  融入其他的信仰
[00:02:46.480 --> 00:02:49.480]  成為另一種信仰
[00:02:49.480 --> 00:02:52.480]  這個異端錯誤
[00:02:52.480 --> 00:02:55.480]  神學家稱之為混合主義
[00:02:55.480 --> 00:02:57.480]  Syncretism
[00:02:57.480 --> 00:03:00.480]  將當時哥倫西有不同的宗教
[00:03:00.480 --> 00:03:05.480]  包括希臘的和羅馬的神
[00:03:05.480 --> 00:03:07.480]  猶太教神秘宗教
[00:03:07.480 --> 00:03:09.480]  包括諾斯底主義
[00:03:09.480 --> 00:03:12.480]  諾斯底主義就相信
[00:03:12.480 --> 00:03:14.480]  透過個人超凡的經驗
[00:03:14.480 --> 00:03:17.480]  威脅他們脫離現實
[00:03:17.480 --> 00:03:22.480]  當異端將這些東西加入基督教
[00:03:22.480 --> 00:03:27.480]  就會稀釋了福音的能力和內容
[00:03:27.480 --> 00:03:30.480]  為什麼哥倫西教會
[00:03:30.480 --> 00:03:33.480]  有這樣的異端教導呢?
[00:03:33.480 --> 00:03:34.480]  有兩個原因
[00:03:34.480 --> 00:03:39.480]  第一,他們將神看得太超越、太遙遠
[00:03:39.480 --> 00:03:42.480]  他們忘記神已經與我們同在
[00:03:42.480 --> 00:03:44.480]  所以他們的結論就是
[00:03:44.480 --> 00:03:45.480]  神是屬靈的
[00:03:45.480 --> 00:03:48.480]  不可以與世界接觸
[00:03:48.480 --> 00:03:52.480]  信徒需要天使、靈界的東西
[00:03:52.480 --> 00:03:55.480]  去幫助我們與神相交
[00:03:55.480 --> 00:04:00.480]  第二,他們將基督的地位看得太低
[00:04:00.480 --> 00:04:02.480]  認為基督不是神
[00:04:02.480 --> 00:04:06.480]  只是介乎於神人之間
[00:04:06.480 --> 00:04:08.480]  因為基督不是神
[00:04:08.480 --> 00:04:10.480]  基督的救恩就不完全
[00:04:10.480 --> 00:04:14.480]  信徒需要加入其他規條
[00:04:14.480 --> 00:04:17.480]  敬拜天使等等特別深奧的知識
[00:04:17.480 --> 00:04:20.480]  才可以親近神
[00:04:20.480 --> 00:04:22.480]  保羅強調
[00:04:22.480 --> 00:04:23.480]  因為基督是神
[00:04:23.480 --> 00:04:26.480]  在祂裡面就有一切風聲
[00:04:26.480 --> 00:04:28.480]  一切外加的規條
[00:04:28.480 --> 00:04:30.480]  想使我們更親近神
[00:04:30.480 --> 00:04:33.480]  反而使我們更遠離神
[00:04:33.480 --> 00:04:35.480]  讓我們從這些經文的背景
[00:04:35.480 --> 00:04:38.480]  再看看哥倫西書
[00:04:38.480 --> 00:04:40.480]  哥倫西書的主題
[00:04:40.480 --> 00:04:43.480]  是在基督裡面有完全的風聲
[00:04:43.480 --> 00:04:45.480]  整本書的約節
[00:04:45.480 --> 00:04:47.480]  是在二章九至十節
[00:04:47.480 --> 00:04:50.480]  因為神本性一切的風聲
[00:04:50.480 --> 00:04:53.480]  都是有形有體地居住在基督裡面
[00:04:53.480 --> 00:04:57.480]  你們在祂裡面也已經成為風聲
[00:04:57.480 --> 00:05:00.480]  祂是所有執政掌權者的元首
[00:05:00.480 --> 00:05:03.480]  全書分為四個部分
[00:05:03.480 --> 00:05:05.480]  第一部分是說
[00:05:05.480 --> 00:05:07.480]  基督是教會的頭
[00:05:07.480 --> 00:05:09.480]  宇宙的主
[00:05:09.480 --> 00:05:10.480]  第二部分是說
[00:05:10.480 --> 00:05:16.480]  基督是使我們最得夢醒眠的主
[00:05:16.480 --> 00:05:19.480]  所以我們不要變成這個律法主義
[00:05:19.480 --> 00:05:21.480]  第三部分是
[00:05:21.480 --> 00:05:23.480]  基督是我們生命的主
[00:05:23.480 --> 00:05:24.480]  新生命的主
[00:05:24.480 --> 00:05:30.480]  所以就不要再穿上舊人的思想和行為
[00:05:30.480 --> 00:05:32.480]  第四部分是
[00:05:32.480 --> 00:05:35.480]  基督是我們家庭和社會的主
[00:05:35.480 --> 00:05:41.480]  不要濫用我們自己的權力
[00:05:41.480 --> 00:05:43.480]  全書的第二段落
[00:05:43.480 --> 00:05:47.480]  是整本書真理辯證的中心
[00:05:47.480 --> 00:05:50.480]  這個段落可以分開三個部分
[00:05:50.480 --> 00:05:51.480]  兩星期前
[00:05:51.480 --> 00:05:53.480]  林牧師已經和大家分開頭兩部分
[00:05:53.480 --> 00:05:54.480]  這個包括
[00:05:54.480 --> 00:05:57.480]  基督裡有完全的風聲
[00:05:57.480 --> 00:06:01.480]  在基督裡有新的生命
[00:06:01.480 --> 00:06:03.480]  因為在基督裡面有完全的風聲
[00:06:03.480 --> 00:06:06.480]  信徒在裡面就有一個新的生命
[00:06:06.480 --> 00:06:08.480]  一個最得到赦免
[00:06:08.480 --> 00:06:10.480]  與基督一同活著的生命
[00:06:10.480 --> 00:06:13.480]  今天我們要看第三個部分
[00:06:13.480 --> 00:06:15.480]  異端錯誤教導
[00:06:15.480 --> 00:06:17.480]  這些教導就是說
[00:06:17.480 --> 00:06:19.480]  除了基督的舊人之外
[00:06:19.480 --> 00:06:22.480]  信徒還要加上遵守一些規條
[00:06:22.480 --> 00:06:25.480]  才能夠得到完全
[00:06:25.480 --> 00:06:28.480]  讓我們一起讀今天的經文
[00:06:28.480 --> 00:06:33.480]  所以不要讓任何人在飲食上或節期
[00:06:33.480 --> 00:06:37.480]  初一安息日等事上評斷你們
[00:06:37.480 --> 00:06:40.480]  這些完善未來的事的影子
[00:06:40.480 --> 00:06:42.480]  真體卻是屬基督的
[00:06:42.480 --> 00:06:47.480]  不要讓人借著故作謙卑和謙文天使
[00:06:47.480 --> 00:06:49.480]  奪起你們的掌上
[00:06:49.480 --> 00:06:52.480]  這些人虛擬在所見的幻象
[00:06:52.480 --> 00:06:54.480]  隨著自己的慾望
[00:06:54.480 --> 00:06:57.480]  無故地自高自大
[00:06:57.480 --> 00:06:59.480]  不僅隨元首
[00:06:59.480 --> 00:07:03.480]  其實由於他全身直著關節更落
[00:07:03.480 --> 00:07:05.480]  才得到滋養
[00:07:05.480 --> 00:07:06.480]  互相聯絡
[00:07:06.480 --> 00:07:09.480]  靠神所賜的成長
[00:07:09.480 --> 00:07:13.480]  既然你們與基督同死而奪離了
[00:07:13.480 --> 00:07:15.480]  世上粗淺的學說
[00:07:15.480 --> 00:07:17.480]  為什麼形象生活上
[00:07:17.480 --> 00:07:24.480]  就要去服從那不可拿不可嘗不可磨等類的規條呢?
[00:07:24.480 --> 00:07:28.480]  這些都是根據人的命令和教導
[00:07:28.480 --> 00:07:31.480]  輪到一切都是一經使用
[00:07:31.480 --> 00:07:33.480]  就都敗壞了
[00:07:33.480 --> 00:07:36.480]  這些規條使人徒有自衛之名
[00:07:36.480 --> 00:07:38.480]  用私而崇拜
[00:07:38.480 --> 00:07:40.480]  自卑謙卑
[00:07:40.480 --> 00:07:41.480]  愛害自身
[00:07:41.480 --> 00:07:44.480]  其實在克制肉體的程序上
[00:07:44.480 --> 00:07:46.480]  毫無功效
[00:07:46.480 --> 00:07:47.480]  我一切禱告
[00:07:55.480 --> 00:07:57.480]  在以下的證道裡
[00:07:57.480 --> 00:07:59.480]  求你的聖靈
[00:07:59.480 --> 00:08:00.480]  在我們中間
[00:08:00.480 --> 00:08:01.480]  使說的
[00:08:01.480 --> 00:08:02.480]  聽的
[00:08:02.480 --> 00:08:05.480]  都能夠更加認識你的心意
[00:08:05.480 --> 00:08:07.480]  求你幫助我們
[00:08:07.480 --> 00:08:09.480]  能夠用我們的心思意念
[00:08:09.480 --> 00:08:11.480]  言語行為
[00:08:11.480 --> 00:08:13.480]  去回應你給我們的訊息
[00:08:13.480 --> 00:08:15.480]  禱告是奉你的愛旨
[00:08:15.480 --> 00:08:17.480]  我們主耶穌基督的名
[00:08:17.480 --> 00:08:18.480]  阿門
[00:08:24.480 --> 00:08:26.480]  保羅
[00:08:26.480 --> 00:08:28.480]  首先告訴我們
[00:08:28.480 --> 00:08:32.480]  我們在基督裡面已經有完全的自由
[00:08:32.480 --> 00:08:34.480]  完全的豐盛
[00:08:34.480 --> 00:08:37.480]  不用再遵守一些人為的規條
[00:08:37.480 --> 00:08:38.480]  之後
[00:08:38.480 --> 00:08:40.480]  保羅就告訴我們
[00:08:40.480 --> 00:08:42.480]  這些異端教導的錯誤
[00:08:42.480 --> 00:08:45.480]  基督裡面的自由也分開兩方面
[00:08:45.480 --> 00:08:47.480]  一個是生活上的自由
[00:08:47.480 --> 00:08:50.480]  另一個是信仰中的自由
[00:08:50.480 --> 00:08:52.480]  在十六、十七節
[00:08:52.480 --> 00:08:55.480]  講信徒在基督生活中的自由
[00:08:55.480 --> 00:08:57.480]  我在這裡再讀
[00:08:57.480 --> 00:09:00.480]  所以不要讓任何人在飲食上或節期
[00:09:00.480 --> 00:09:03.480]  初一、安息日等事上評斷你們
[00:09:03.480 --> 00:09:06.480]  這些原是未來的事的影子
[00:09:06.480 --> 00:09:10.480]  真體卻是屬基督的
[00:09:10.480 --> 00:09:11.480]  在這裡
[00:09:11.480 --> 00:09:12.480]  保羅說
[00:09:12.480 --> 00:09:14.480]  不用遵守
[00:09:14.480 --> 00:09:17.480]  關於飲食、節期等等的規則
[00:09:17.480 --> 00:09:19.480]  為什麼呢?
[00:09:19.480 --> 00:09:24.480]  保羅在這裡用了一個影子和真體的比喻
[00:09:24.480 --> 00:09:25.480]  並不是說
[00:09:25.480 --> 00:09:27.480]  這個影子不真實
[00:09:27.480 --> 00:09:28.480]  而是
[00:09:28.480 --> 00:09:31.480]  影子是真體來的
[00:09:31.480 --> 00:09:33.480]  沒有真體
[00:09:33.480 --> 00:09:35.480]  就沒有影子
[00:09:35.480 --> 00:09:38.480]  影子只是真體的記號
[00:09:38.480 --> 00:09:39.480]  真體來了
[00:09:39.480 --> 00:09:42.480]  就不需要影子
[00:09:42.480 --> 00:09:45.480]  我用這瓶水來做一個比喻
[00:09:45.480 --> 00:09:48.480]  如果晚上我看不到信在哪裡
[00:09:48.480 --> 00:09:51.480]  我只看到水的影子
[00:09:51.480 --> 00:09:53.480]  我就會跟著影子
[00:09:53.480 --> 00:09:56.480]  去運這瓶水
[00:09:56.480 --> 00:09:58.480]  但當我運了這瓶水之後
[00:09:58.480 --> 00:10:00.480]  我就不需要你的影子
[00:10:00.480 --> 00:10:03.480]  這是一個很簡單的比喻
[00:10:03.480 --> 00:10:08.480]  其實舊約的一切儀節、禮儀、規條等等
[00:10:08.480 --> 00:10:11.480]  都是主耶穌的影子
[00:10:11.480 --> 00:10:12.480]  他們傳達的目的
[00:10:12.480 --> 00:10:16.480]  是要表明要來的耶穌
[00:10:16.480 --> 00:10:19.480]  當耶穌這個真體來到世界以後
[00:10:19.480 --> 00:10:23.480]  信徒就不需要遵守這些規條
[00:10:23.480 --> 00:10:26.480]  這就是基督律生活中的自由
[00:10:26.480 --> 00:10:27.480]  舉個例子
[00:10:27.480 --> 00:10:30.480]  舊的時代需要定期獻上生畜的祭
[00:10:30.480 --> 00:10:32.480]  去除去自己的罪
[00:10:32.480 --> 00:10:35.480]  但是主耶穌在十字架上
[00:10:35.480 --> 00:10:38.480]  一次獻上自己的生命
[00:10:38.480 --> 00:10:40.480]  就成了永遠的贖罪祭
[00:10:40.480 --> 00:10:43.480]  希伯來書十章十四字這樣說
[00:10:43.480 --> 00:10:46.480]  因為祂僅只一次獻祭
[00:10:46.480 --> 00:10:54.480]  就使那些得以成性的人永遠完全
[00:10:54.480 --> 00:10:58.480]  所以以前的生畜的贖罪祭
[00:10:58.480 --> 00:11:01.480]  就是預表基督的到來
[00:11:01.480 --> 00:11:03.480]  當基督來了
[00:11:03.480 --> 00:11:08.480]  信徒就不需要獻上生畜的贖罪祭
[00:11:08.480 --> 00:11:12.480]  其他在舊約關於節期和飲食租的規矩
[00:11:12.480 --> 00:11:17.480]  都隨著基督的到來變成過去
[00:11:17.480 --> 00:11:21.480]  所以我們現在基督徒可以吃豬肉
[00:11:21.480 --> 00:11:23.480]  什麼都可以吃
[00:11:23.480 --> 00:11:27.480]  我自己就要開開心心地
[00:11:27.480 --> 00:11:32.480]  吃我最喜歡吃的牛雜和豬大腸
[00:11:32.480 --> 00:11:38.480]  當然這是我太太不在旁邊的時候才可以吃
[00:11:38.480 --> 00:11:40.480]  這個自由好不好呢?
[00:11:40.480 --> 00:11:42.480]  可以什麼都吃好不好?
[00:11:42.480 --> 00:11:43.480]  好
[00:11:43.480 --> 00:11:46.480]  那就請大家跟旁邊的人說
[00:11:46.480 --> 00:11:48.480]  我現在什麼都可以吃
[00:11:48.480 --> 00:11:57.480]  異端的錯誤就是信徒在飲食的行為上
[00:11:57.480 --> 00:11:59.480]  飲食禁食的行為上
[00:11:59.480 --> 00:12:03.480]  遵守一些比摩西律法更加嚴厲的規條
[00:12:03.480 --> 00:12:04.480]  例如
[00:12:04.480 --> 00:12:11.480]  當時的法利塞人要每人每星期禁食兩次
[00:12:11.480 --> 00:12:13.480]  但是摩西的律法裡面
[00:12:13.480 --> 00:12:19.480]  只要求人每年在其中一天的贖罪日裡面
[00:12:19.480 --> 00:12:22.480]  Day of Atonement 他要被禁食
[00:12:22.480 --> 00:12:23.480]  這個法利塞人
[00:12:23.480 --> 00:12:27.480]  這些規矩其實是比舊約的要求嚴格了
[00:12:27.480 --> 00:12:30.480]  起碼一百倍
[00:12:30.480 --> 00:12:36.480]  但是在基督裡面我就不需要受這些刻苦的規矩
[00:12:36.480 --> 00:12:37.480]  另外
[00:12:37.480 --> 00:12:42.480]  異端要求信徒遵守舊約猶太人的節旗
[00:12:42.480 --> 00:12:43.480]  不但是這樣
[00:12:43.480 --> 00:12:48.480]  他們更加訂出很多摩西律法都沒有的規條
[00:12:48.480 --> 00:12:51.480]  告訴人聽什麼不可以做
[00:12:51.480 --> 00:12:57.480]  我們或者可以從現在的猶太人看到這些規矩
[00:12:57.480 --> 00:13:00.480]  我在美國紐約有個朋友
[00:13:00.480 --> 00:13:04.480]  他的鄰居是猶太人
[00:13:04.480 --> 00:13:09.480]  這些猶太人在安息日就不能夠開關燈祭
[00:13:09.480 --> 00:13:11.480]  那怎麼辦呢
[00:13:11.480 --> 00:13:12.480]  他就請
[00:13:12.480 --> 00:13:16.480]  他就給錢給我朋友的女兒
[00:13:16.480 --> 00:13:18.480]  早上去開燈
[00:13:18.480 --> 00:13:21.480]  晚上去關燈
[00:13:21.480 --> 00:13:25.480]  大家聽了都覺得挺好笑
[00:13:25.480 --> 00:13:28.480]  但是猶太人以為遵守這些律法
[00:13:28.480 --> 00:13:31.480]  就使他們更加親近神
[00:13:31.480 --> 00:13:32.480]  更加敬虔
[00:13:32.480 --> 00:13:38.480]  因為在那天他們特別跟神可以更加親近
[00:13:38.480 --> 00:13:40.480]  在當時的哥羅西教會
[00:13:40.480 --> 00:13:42.480]  就有人要求信徒
[00:13:42.480 --> 00:13:45.480]  守這些猶太人安息日的規條
[00:13:45.480 --> 00:13:47.480]  因為他們認為
[00:13:47.480 --> 00:13:49.480]  在這些節旗裡面
[00:13:49.480 --> 00:13:51.480]  神是跟他們特別親近
[00:13:51.480 --> 00:13:53.480]  但是當耶穌來了之後
[00:13:53.480 --> 00:13:56.480]  耶穌在馬太福音28章20節
[00:13:56.480 --> 00:13:59.480]  對所有信祂的人的應許就是
[00:13:59.480 --> 00:14:02.480]  祂會常與那些信徒同在
[00:14:02.480 --> 00:14:04.480]  直到世界的末了
[00:14:04.480 --> 00:14:09.480]  所以我們現在不需要遵守這些猶太人的節旗
[00:14:09.480 --> 00:14:13.480]  我們隨時隨地都可以跟神相交
[00:14:13.480 --> 00:14:16.480]  不用一定去耶路撒冷
[00:14:16.480 --> 00:14:19.480]  也不一定要去教會
[00:14:19.480 --> 00:14:23.480]  我們隨時隨地都可以跟神禱告
[00:14:23.480 --> 00:14:25.480]  跟神親近
[00:14:25.480 --> 00:14:27.480]  是一個基督來了之後
[00:14:27.480 --> 00:14:30.480]  我們有的自由
[00:14:30.480 --> 00:14:32.480]  在基督裡面
[00:14:32.480 --> 00:14:34.480]  信徒不單只是生活裡面
[00:14:34.480 --> 00:14:36.480]  在信仰裡面也有自由
[00:14:36.480 --> 00:14:39.480]  讓我們一起再讀18到19節
[00:14:49.480 --> 00:15:08.480]  保羅在這裡提醒信徒
[00:15:08.480 --> 00:15:11.480]  因為基督裡面已經有一切的豐盛
[00:15:11.480 --> 00:15:14.480]  僅隨基督已經足夠
[00:15:14.480 --> 00:15:18.480]  就不需要進行敬拜天使的教訓
[00:15:18.480 --> 00:15:24.480]  為什麼那些異端的教導要人敬拜天使呢?
[00:15:24.480 --> 00:15:28.480]  因為這些假師父故作謙卑
[00:15:28.480 --> 00:15:32.480]  說人和神之間的距離實在太大了
[00:15:32.480 --> 00:15:35.480]  人不配直接親近神
[00:15:35.480 --> 00:15:38.480]  只能夠敬拜天使
[00:15:38.480 --> 00:15:43.480]  他們認為天使是神與人之間的中界
[00:15:43.480 --> 00:15:50.480]  信徒可以請天使和神向我們代求
[00:15:50.480 --> 00:15:53.480]  但我們知道在啟示錄
[00:15:53.480 --> 00:15:56.480]  當約翰要向天使敬拜的時候
[00:15:56.480 --> 00:15:58.480]  天使不讓他
[00:15:58.480 --> 00:16:00.480]  要他單單敬拜神
[00:16:00.480 --> 00:16:02.480]  因為敬拜其他任何的東西
[00:16:02.480 --> 00:16:06.480]  就是敬拜偶像
[00:16:06.480 --> 00:16:09.480]  基督是神與人之間唯一的中寶
[00:16:09.480 --> 00:16:11.480]  我們只需要向祂求
[00:16:11.480 --> 00:16:13.480]  不用請天使
[00:16:13.480 --> 00:16:15.480]  或者其他已經去世的聖人
[00:16:15.480 --> 00:16:17.480]  聖女代求
[00:16:17.480 --> 00:16:19.480]  好像現時的天主教一樣
[00:16:19.480 --> 00:16:21.480]  我以前是天主教徒
[00:16:21.480 --> 00:16:25.480]  當時的神父和修女就告訴我
[00:16:25.480 --> 00:16:26.480]  你向聖母代求吧
[00:16:26.480 --> 00:16:33.480]  聖母就會將你的禱告帶給我們的神
[00:16:33.480 --> 00:16:34.480]  原因在哪裡呢?
[00:16:34.480 --> 00:16:35.480]  因為她就說
[00:16:35.480 --> 00:16:38.480]  如果你家裡想爸爸給你一些東西
[00:16:38.480 --> 00:16:42.480]  你就最好跟媽媽說
[00:16:42.480 --> 00:16:47.480]  這些就是人的邏輯
[00:16:47.480 --> 00:16:49.480]  在某方面來說
[00:16:49.480 --> 00:16:50.480]  就好像很謙卑
[00:16:50.480 --> 00:16:52.480]  不去神那裡
[00:16:52.480 --> 00:16:53.480]  但保羅說
[00:16:53.480 --> 00:16:56.480]  這是一個故意的謙卑
[00:16:56.480 --> 00:16:58.480]  故意的謙卑是不是謙卑呢?
[00:16:58.480 --> 00:16:59.480]  其實不是
[00:16:59.480 --> 00:17:01.480]  其實是一種驕傲
[00:17:01.480 --> 00:17:02.480]  是將人的想法
[00:17:02.480 --> 00:17:06.480]  放在神的話語之上
[00:17:06.480 --> 00:17:08.480]  另外
[00:17:08.480 --> 00:17:10.480]  二端裡面有些人
[00:17:10.480 --> 00:17:14.480]  因為他們見過一些幻象
[00:17:14.480 --> 00:17:16.480]  一些特別的經驗
[00:17:16.480 --> 00:17:18.480]  就沉迷在這些經驗裡面
[00:17:18.480 --> 00:17:20.480]  他們也要求
[00:17:20.480 --> 00:17:21.480]  其他人和他們一樣
[00:17:21.480 --> 00:17:25.480]  去追求一些靈界的經驗
[00:17:25.480 --> 00:17:29.480]  好像現時有些靈恩派的教會
[00:17:29.480 --> 00:17:32.480]  他們非常著重謊言
[00:17:32.480 --> 00:17:38.480]  甚至說如果人未能夠講謊言
[00:17:38.480 --> 00:17:40.480]  就未曾得救
[00:17:40.480 --> 00:17:41.480]  我想問大家
[00:17:41.480 --> 00:17:44.480]  有哪個人講過謊言請舉手
[00:17:44.480 --> 00:17:45.480]  有一個
[00:17:45.480 --> 00:17:46.480]  兩個
[00:17:46.480 --> 00:17:47.480]  又有一些
[00:17:47.480 --> 00:17:49.480]  但大部分都沒有
[00:17:49.480 --> 00:17:51.480]  那就是大部分都不得救了
[00:17:51.480 --> 00:17:53.480]  這個你會看到
[00:17:53.480 --> 00:17:57.480]  如果將一些規矩放在信仰裡面
[00:17:57.480 --> 00:17:58.480]  是很危險的
[00:17:58.480 --> 00:18:00.480]  因為聖經沒有這樣說過
[00:18:00.480 --> 00:18:01.480]  從來沒有說過
[00:18:01.480 --> 00:18:03.480]  說你要講謊言
[00:18:03.480 --> 00:18:06.480]  才證明你得救
[00:18:06.480 --> 00:18:07.480]  在基督裡面
[00:18:07.480 --> 00:18:08.480]  保羅告訴我們
[00:18:08.480 --> 00:18:11.480]  人不需要追求這些經驗
[00:18:11.480 --> 00:18:14.480]  希伯來書四章十六節這樣說
[00:18:14.480 --> 00:18:15.480]  每個信徒
[00:18:15.480 --> 00:18:17.480]  都可以來到基督的私恩寶座前
[00:18:17.480 --> 00:18:20.480]  得到廉恤和幫助
[00:18:20.480 --> 00:18:22.480]  這個就是在基督裡面
[00:18:22.480 --> 00:18:24.480]  信仰中的自由
[00:18:24.480 --> 00:18:28.480]  所以在十六到十九節告訴我們
[00:18:28.480 --> 00:18:30.480]  基督的自由包括四方面
[00:18:30.480 --> 00:18:31.480]  第一
[00:18:31.480 --> 00:18:32.480]  基督已經來到了
[00:18:32.480 --> 00:18:35.480]  我們不需要過刻苦的生活
[00:18:35.480 --> 00:18:36.480]  第二
[00:18:36.480 --> 00:18:37.480]  基督常與我們同在
[00:18:37.480 --> 00:18:42.480]  我們不需要去遵守猶太人的節旗
[00:18:42.480 --> 00:18:43.480]  第三
[00:18:43.480 --> 00:18:45.480]  基督是神與人之間的中寶
[00:18:45.480 --> 00:18:47.480]  我們不用拜天使
[00:18:47.480 --> 00:18:48.480]  第四
[00:18:48.480 --> 00:18:52.480]  每個信徒都可以來到基督的私恩寶座前
[00:18:52.480 --> 00:18:58.480]  再不用追求特別的屬靈經驗
[00:18:58.480 --> 00:19:01.480]  當哥羅西教會的信徒
[00:19:01.480 --> 00:19:02.480]  有些自由
[00:19:02.480 --> 00:19:05.480]  理論上他們的信仰是輕散的
[00:19:05.480 --> 00:19:07.480]  但是他自己
[00:19:07.480 --> 00:19:13.480]  他要加上一些異端來捆綁自己
[00:19:13.480 --> 00:19:14.480]  在下面的經文
[00:19:14.480 --> 00:19:16.480]  保羅就跟著他們說
[00:19:16.480 --> 00:19:17.480]  我們一起讀
[00:19:28.480 --> 00:19:33.480]  不可常、不可摸等他們的規條
[00:19:33.480 --> 00:19:37.480]  每個基督徒應該已經和基督同死了
[00:19:37.480 --> 00:19:41.480]  就應該脫離世上的世俗的規條
[00:19:41.480 --> 00:19:42.480]  這些規條是怎樣呢?
[00:19:42.480 --> 00:19:43.480]  保羅說
[00:19:43.480 --> 00:19:47.480]  是不可拿、不可常、不可摸的規條
[00:19:47.480 --> 00:19:52.480]  這些規條都是強調外表潔淨
[00:19:52.480 --> 00:19:56.480]  不要被一些東西去玷污了
[00:19:56.480 --> 00:19:59.480]  和不吃某一種東西
[00:19:59.480 --> 00:20:02.480]  也是一些禁食的行為
[00:20:02.480 --> 00:20:03.480]  不然怎樣呢?
[00:20:03.480 --> 00:20:07.480]  這些規條是要人體重
[00:20:07.480 --> 00:20:09.480]  什麼都不可以做
[00:20:09.480 --> 00:20:12.480]  就是要刻苦忌辛
[00:20:12.480 --> 00:20:17.480]  為什麼異端要人遵守這些刻苦忌辛的規條呢?
[00:20:17.480 --> 00:20:21.480]  世界上有很多的宗教都以為
[00:20:21.480 --> 00:20:24.480]  做一些刻苦忌辛的事
[00:20:24.480 --> 00:20:26.480]  神就會聽他們說
[00:20:26.480 --> 00:20:27.480]  舉個例子
[00:20:27.480 --> 00:20:33.480]  在獵王紀上記載一些拜巴力的先知
[00:20:33.480 --> 00:20:36.480]  他們向巴力禱告
[00:20:36.480 --> 00:20:37.480]  是怎樣記載呢?
[00:20:37.480 --> 00:20:38.480]  他說
[00:20:38.480 --> 00:20:41.480]  大聲求告按著他們的規矩
[00:20:41.480 --> 00:20:45.480]  用刀槍自割自刺
[00:20:45.480 --> 00:20:48.480]  直到身體流血
