
[00:00:00.000 --> 00:00:02.120]  各位內賓 主內弟 兄姊妹 早安
[00:02:00.580 --> 00:02:02.380]  原來他們其中第一個原因
[00:02:02.380 --> 00:02:04.260]  他們有這樣的狀況的時候
[00:02:04.260 --> 00:02:10.700]  因為他們不明白十字架的救恩的大能在那裏
[00:02:10.700 --> 00:02:15.860]  他們不明白原來人的智慧、能力和尊貴
[00:02:15.860 --> 00:02:21.860]  和神的救恩是完全沒有關係的
[00:02:21.860 --> 00:02:24.260]  神是藉著主耶穌的愛
[00:02:24.260 --> 00:02:30.340]  他們是不分人的智慧、能力、尊貴來拯救他們
[00:02:30.340 --> 00:02:33.340]  在第三章那裏第三堂的講道當中
[00:02:33.340 --> 00:02:36.620]  我們就講到有第二個原因
[00:02:36.620 --> 00:02:40.260]  為什麼他們有這樣的挑戰、有困難當中
[00:02:40.260 --> 00:02:44.980]  就是因為他們對僕人的觀念
[00:02:44.980 --> 00:02:51.300]  和對主的女仕公的看法是有所誤解
[00:02:51.300 --> 00:02:53.380]  所以我在第三章那裏提到
[00:02:53.380 --> 00:02:58.580]  原來教會的領袖一定要訂正在神的讚許當中
[00:02:58.580 --> 00:03:02.500]  是有個僕人的心去侍奉
[00:03:02.500 --> 00:03:05.300]  這個就是對上主人的訊息
[00:03:05.300 --> 00:03:12.860]  今天我們就會從第四章第六節至到二十一節那裏看
[00:03:12.860 --> 00:03:16.420]  究竟我們怎樣可以
[00:03:16.420 --> 00:03:21.820]  保羅提議的治療方法能夠令到大家
[00:03:21.820 --> 00:03:26.300]  在那麼多的教會裏面能夠建立一個合一的教會
[00:03:26.300 --> 00:03:35.420]  這個就是今天主題去總結第一章至到第四章的內容
[00:03:35.420 --> 00:03:37.020]  我們一起低頭祈禱
[00:03:37.020 --> 00:03:37.820]  愛你主耶穌基督
[00:03:37.820 --> 00:03:38.740]  我們感謝祢
[00:03:38.740 --> 00:03:41.620]  感謝祢在十字架上的救恩來拯救我們
[00:03:41.620 --> 00:03:42.540]  因為祢的愛
[00:03:42.540 --> 00:03:44.940]  所以我們能夠相愛
[00:03:44.940 --> 00:03:46.260]  藉著祢的愛
[00:03:46.260 --> 00:03:51.220]  我們能夠繼續在祢到神的殿裏面
[00:03:51.220 --> 00:03:53.700]  謙卑地來看神的話語
[00:03:53.700 --> 00:03:54.460]  感謝祢
[00:03:54.460 --> 00:03:56.860]  感謝神此刻來聖經寶貴的話語
[00:03:56.860 --> 00:03:57.860]  求祢幫助我們
[00:03:57.860 --> 00:03:59.940]  求聖靈開我們的眼睛
[00:03:59.940 --> 00:04:02.020]  使我們看得清楚
[00:04:02.020 --> 00:04:03.380]  求祢保守我們的心
[00:04:03.380 --> 00:04:07.860]  以上的禱告是奉主耶穌得聖的名字祈求
[00:04:07.860 --> 00:04:10.380]  阿門
[00:04:10.380 --> 00:04:13.420]  我們一起從第四章第六節開始看
[00:04:13.420 --> 00:04:16.860]  保羅這樣說:弟兄們(哥倫多教會的信徒)
[00:04:16.860 --> 00:04:18.740]  我為你們的緣故
[00:04:18.740 --> 00:04:25.020]  就拿這些是他們所遇到的紛爭的事情
[00:04:25.020 --> 00:04:26.500]  來教導他們
[00:04:26.500 --> 00:04:29.500]  準備自己和阿波羅
[00:04:29.500 --> 00:04:33.180]  好像用他們兩個自己和阿波羅為例
[00:04:33.180 --> 00:04:39.900]  目的是叫哥倫多教會的信徒能夠效法保羅他們
[00:04:39.900 --> 00:04:43.500]  所以不可過於聖經所記
[00:04:43.500 --> 00:04:44.580]  千萬提醒他們
[00:04:44.580 --> 00:04:46.660]  千萬不要加添自己的意思
[00:04:46.660 --> 00:04:51.700]  當中免得他們自高自大起來
[00:04:51.700 --> 00:04:54.100]  為了事情自誇
[00:04:54.100 --> 00:04:55.180]  貴重者過
[00:04:55.180 --> 00:04:59.460]  輕寒難過
[00:04:59.460 --> 00:05:05.340]  保羅就在反問當中的領袖
[00:05:05.340 --> 00:05:07.700]  其中一個領袖李丹淑
[00:05:07.700 --> 00:05:09.700]  與人不同的是甚麼呢?
[00:05:09.700 --> 00:05:11.900]  你是與眾不同
[00:05:11.900 --> 00:05:16.620]  是誰使你能夠與眾不同呢?
[00:05:16.620 --> 00:05:20.460]  你有甚麼不是領袖的嗎?
[00:05:20.460 --> 00:05:22.380]  你所有的東西都是神的
[00:05:22.380 --> 00:05:26.780]  你所有的能力都是從神所領受的
[00:05:26.780 --> 00:05:28.740]  是神的恩典來的
[00:05:28.740 --> 00:05:32.380]  為甚麼還會自誇起來呢?
[00:05:32.380 --> 00:05:33.820]  就好像這個世界當中
[00:05:33.820 --> 00:05:35.940]  他們當時的社會文化當中
[00:05:35.940 --> 00:05:38.940]  為甚麼還要在自誇呢?
[00:05:38.940 --> 00:05:41.900]  你不是既然已經成為神的兒女
[00:05:41.900 --> 00:05:45.460]  你已經有不同的世界觀嗎?
[00:05:45.460 --> 00:05:46.620]  你以為
[00:05:46.620 --> 00:05:47.420]  第八節這樣說
[00:05:47.420 --> 00:05:48.940]  你已經飽足了
[00:05:48.940 --> 00:05:51.180]  已經豐富了
[00:05:51.180 --> 00:05:52.900]  在那裏自我膨脹
[00:05:52.900 --> 00:05:54.260]  一無所缺
[00:05:54.260 --> 00:05:58.940]  現在不需要保羅和阿波羅的教導了
[00:05:58.940 --> 00:06:01.620]  自己就作王了
[00:06:01.620 --> 00:06:06.220]  在那裏保羅在那裏說這班信徒
[00:06:06.220 --> 00:06:09.260]  他很期望他們
[00:06:09.260 --> 00:06:11.820]  我願意你們真的作王
[00:06:11.820 --> 00:06:14.020]  叫我們在主耶穌回來的時候
[00:06:14.020 --> 00:06:16.500]  我們也得與你一同作王
[00:06:16.500 --> 00:06:18.700]  就是指主耶穌回來的日子
[00:06:18.700 --> 00:06:21.580]  一同同得神的讚賞
[00:06:21.580 --> 00:06:25.220]  他期望這班哥倫多教會的信徒
[00:06:25.220 --> 00:06:28.100]  都可以一同同得榮耀
[00:06:28.100 --> 00:06:33.780]  但是他們剛剛那幾節經文所提到的心態
[00:06:33.780 --> 00:06:38.940]  其實反映了一種現代人所提到的
[00:06:38.940 --> 00:06:41.340]  一種臨床心理學所提到的
[00:06:41.340 --> 00:06:44.780]  自戀型人格偽相
[00:06:44.780 --> 00:06:47.900]  Narcissistic Personality Disorder
[00:06:47.900 --> 00:06:49.580]  這班人、這班信徒
[00:06:49.580 --> 00:06:52.300]  有一種自戀狂的態度
[00:06:52.300 --> 00:06:57.900]  人的自信心和他們的自信心
[00:06:57.900 --> 00:07:02.060]  這種態度是有正常的方便的發展
[00:07:02.060 --> 00:07:06.380]  但是他們發展到一個自我澎湃、膨脹的地步
[00:07:06.380 --> 00:07:12.740]  去到一個目中無人、自誇的境界當中
[00:07:12.740 --> 00:07:15.900]  所以這個的性格
[00:07:15.900 --> 00:07:21.260]  已經是導致了他自己人崇拜他的感覺
[00:07:21.260 --> 00:07:26.420]  他感覺到他是要分黨
[00:07:26.420 --> 00:07:31.820]  導致他們有分黨、個人崇拜的情況出現
[00:07:31.820 --> 00:07:33.700]  他們還不是這麼簡單
[00:07:33.700 --> 00:07:36.020]  因為他們到了這個地步
[00:07:36.020 --> 00:07:37.780]  覺得有人阻止他
[00:07:37.780 --> 00:07:45.100]  就會有人去侵佔他的尊貴
[00:07:45.100 --> 00:07:49.420]  有權威脅他的地位的時候
[00:07:49.420 --> 00:07:53.100]  他會作出很狠心的回應
[00:07:53.100 --> 00:07:59.260]  所以去到這個病態當中
[00:07:59.260 --> 00:08:03.260]  保羅在第九節就用了一個景象去形容
[00:08:03.260 --> 00:08:08.340]  這班哥倫多信徒對保羅的這種敵意
[00:08:08.340 --> 00:08:12.260]  他就用了一個鬥獸場來形容
[00:08:12.260 --> 00:08:18.260]  保羅就好像被這班哥倫多教會的信徒去俘虜一樣
[00:08:18.260 --> 00:08:20.780]  去被他們征服一樣
[00:08:20.780 --> 00:08:24.860]  他已經將保羅他們擠出這個教會
[00:08:24.860 --> 00:08:29.380]  這個情況就好像電影所表現的《Guardian》這套戲裡面鬥獸場
[00:08:29.380 --> 00:08:34.060]  這班鬥獸 經紀員
[00:08:34.060 --> 00:08:38.500]  他怎樣在鬥獸場裡面去面對這些野獸
[00:08:38.500 --> 00:08:41.100]  在最後那一幕當中
[00:08:41.100 --> 00:08:44.020]  最後那幾個囚犯當中
[00:08:44.020 --> 00:08:47.060]  就要和這些野獸對打
[00:08:47.060 --> 00:08:49.260]  是要鬥到一個死的地步
[00:08:49.260 --> 00:08:52.020]  是一定要找一個贏 其中一個贏
[00:08:52.020 --> 00:08:55.220]  很多時候那個囚犯是身亡的
[00:08:55.220 --> 00:09:00.180]  這種的比賽
[00:09:00.180 --> 00:09:05.300]  變成一種各種人去觀看娛樂的一種方法
[00:09:05.300 --> 00:09:08.420]  一種的娛樂節目一樣
[00:09:08.420 --> 00:09:12.700]  在疫情之前 我和我太太都會去
[00:09:12.700 --> 00:09:16.620]  Chang Hansen這個社區中心去健身 去做運動
[00:09:16.620 --> 00:09:18.860]  有一天 我們在做運動的期間裡面
[00:09:18.860 --> 00:09:23.020]  見到一個老人家 他年紀大約六、七十歲當中
[00:09:23.020 --> 00:09:26.340]  但是他有一個身體患上一個不知道的什麼疾病
[00:09:26.340 --> 00:09:29.700]  他行動非常緩慢 還有時會流口水
[00:09:29.700 --> 00:09:33.980]  他手上拿著一條毛巾去摺著 去擦乾
[00:09:33.980 --> 00:09:37.220]  我們做完運動的時候 我們去換衣服
[00:09:37.220 --> 00:09:42.020]  去換鞋的時候 他都在這裡換鞋
[00:09:42.020 --> 00:09:47.620]  我們聽不到他說什麼 他在言語上面有障礙
[00:09:47.620 --> 00:09:51.180]  他用著一條毛巾來掩著他的臉
[00:09:51.180 --> 00:09:53.420]  但是他遞了一張紙給我們
[00:09:53.420 --> 00:09:56.540]  那張紙在正面這樣說
[00:09:56.540 --> 00:10:01.780]  說感謝神 祂的保護 祂的愛
[00:10:01.780 --> 00:10:06.700]  使到他在這個困苦當中 在這個患難當中
[00:10:06.700 --> 00:10:09.980]  仍然有能力去面對
[00:10:09.980 --> 00:10:13.980]  在另一邊 紙的另一邊就寫了詩篇
[00:10:13.980 --> 00:10:19.340]  九篇第九節這樣說 耶和華有給受欺壓的人
[00:10:19.340 --> 00:10:23.340]  作高台 在患難的時候作高台
[00:10:23.340 --> 00:10:28.100]  當我看到這個見證 這個分享的時候
[00:10:28.100 --> 00:10:32.900]  我都非常感動 我就跟他說 耶穌愛你
[00:10:32.900 --> 00:10:37.980]  因為神 這個老人家就將這個競技場
[00:10:37.980 --> 00:10:40.620]  現代的競技場 這個健身房
[00:10:40.620 --> 00:10:46.140]  就轉成一個傳揚十字架 救恩的舞台
[00:10:46.140 --> 00:10:49.380]  將主耶穌的愛能夠傳揚出去
[00:10:49.380 --> 00:10:55.380]  非常感謝主 我們能夠遇到這位老人家
[00:10:55.380 --> 00:10:57.380]  我們繼續看經文下去
[00:10:57.380 --> 00:11:01.620]  不止這樣 保羅就說在第十一節這樣提到
[00:11:01.620 --> 00:11:05.780]  再次提醒這幫過不多的信徒
[00:11:05.780 --> 00:11:07.940]  你們還有誤會了一件事
[00:11:07.940 --> 00:11:11.020]  就是你們的價值觀是不同的
[00:11:11.020 --> 00:11:13.900]  你們應該要將你們的價值觀
[00:11:13.900 --> 00:11:17.980]  放在主耶穌基督回來的時候
[00:11:17.980 --> 00:11:21.180]  直到如今 保羅這樣說
[00:11:21.180 --> 00:11:23.980]  他們在這個時刻當中
[00:11:23.980 --> 00:11:29.980]  他們仍然在受到 因為主耶穌而受苦
[00:11:29.980 --> 00:11:36.420]  他們又渴又飢又渴 又赤身老體 又被挨打
[00:11:36.420 --> 00:11:41.180]  好像被這個僕人 奴隸那樣被挨打
[00:11:41.180 --> 00:11:43.180]  沒有一定的住處
[00:11:43.180 --> 00:11:47.660]  他們為了主耶穌的緣故 在這裏漂泊 在這裏受苦
[00:11:47.660 --> 00:11:50.900]  在這裏勞苦 親手在這裏做工
[00:11:50.900 --> 00:11:53.900]  為了他的生活而做工 勞苦
[00:11:53.900 --> 00:11:56.140]  又被人在這裏咒罵
[00:11:56.140 --> 00:11:58.980]  被這幫哥倫多教會的信徒
[00:11:58.980 --> 00:12:08.020]  和被不接受救恩的人咒罵
[00:12:08.020 --> 00:12:13.460]  但是很特別 這些咒罵就變成了祝福
[00:12:13.460 --> 00:12:16.700]  神將這些事情變成祝福
[00:12:16.700 --> 00:12:19.860]  被逼迫 他們就在忍受
[00:12:19.860 --> 00:12:25.820]  用不同的價值觀去面對
[00:12:25.820 --> 00:12:29.700]  就算他們被毀謗 他們也在善勸
[00:12:29.700 --> 00:12:32.580]  就算他們被哥倫多教會的信徒毀謗
[00:12:32.580 --> 00:12:37.300]  他們也在再次勸勉他們 勸勉他們改過
[00:12:37.300 --> 00:12:40.100]  不要在教會裏面分擔紛爭
[00:12:40.100 --> 00:12:45.460]  就算他被撕毀 在現這個階段當中
[00:12:45.460 --> 00:12:49.260]  他在人面前就像世界上
[00:12:49.260 --> 00:12:54.660]  大掃除裏面的污穢 即是那些過街的垃圾一樣
[00:12:54.660 --> 00:12:58.020]  在人身上洗淨下來的渣滓一樣
[00:12:58.020 --> 00:12:59.460]  是沒有人想要的
[00:12:59.460 --> 00:13:04.180]  但是他們能夠以不同的價值觀去面對
[00:13:04.180 --> 00:13:06.940]  保留他們一幫信教主的
[00:13:06.940 --> 00:13:11.100]  我們看到之後是一幫屬靈的父母
[00:13:11.100 --> 00:13:14.900]  他們在勸勉這幫哥倫多的屬靈的子女
[00:13:14.900 --> 00:13:17.900]  屬靈的嬰孩 他們存在這個心
[00:13:17.900 --> 00:13:22.060]  雖然他們這樣被對待 為主受負
[00:13:22.060 --> 00:13:25.180]  但是他們有一個的定徵是
[00:13:25.180 --> 00:13:29.220]  將來主耶穌回來的時候 被受稱讚
[00:13:29.220 --> 00:13:31.100]  這件事最為重要
[00:13:31.100 --> 00:13:36.300]  來繼續去過現在的生活
[00:13:36.300 --> 00:13:37.660]  所以我們看到一件事
[00:13:37.660 --> 00:13:41.020]  從這幾節的經文 從第六節到第十三節
[00:13:41.020 --> 00:13:42.460]  我們看到一個重點
[00:13:42.460 --> 00:13:46.700]  第一個重點就是所有的恩典都是從神而來
[00:13:46.700 --> 00:13:49.940]  我們千萬不要成為一個自戀狂
[00:13:49.940 --> 00:13:53.180]  我們在職場上 我們都遇到很多的
[00:13:53.180 --> 00:13:56.380]  患了這個自戀狂
[00:13:56.380 --> 00:14:02.940]  剛才那個NPD的兄長的同事
[00:14:02.940 --> 00:14:04.860]  我以前在工作場所都有
[00:14:04.860 --> 00:14:09.300]  他們通常都會看到自己的地位受到威脅
[00:14:09.300 --> 00:14:14.220]  就用很多的閒言閒語去令到你很傷心
[00:14:14.220 --> 00:14:17.060]  或者在同事面前來冒免
[00:14:17.060 --> 00:14:21.020]  在欺凌我們 都有這樣的情況出現
[00:14:21.020 --> 00:14:24.260]  又到了一個年尾的
[00:14:24.260 --> 00:14:31.140]  Performance Review那些工作評估的時候
[00:14:31.140 --> 00:14:32.500]  他們就發抖了
[00:14:32.500 --> 00:14:37.420]  就會在Supervisor的辦公室大吵大鬧
[00:14:37.420 --> 00:14:41.460]  在那裡投訴 全個辦公室都聽到
[00:14:41.460 --> 00:14:45.700]  所以這些是有一種的自戀狂的表現在當中
[00:14:45.700 --> 00:14:49.420]  其實我們不出聲的那些都可能會有笑出聲的
[00:14:49.420 --> 00:14:52.380]  也都可能有自戀狂的心不傾向
[00:14:52.380 --> 00:14:56.540]  所以其實我們自戀狂這種的病態
[00:14:56.540 --> 00:14:58.900]  我們要警醒、要提防
[00:14:58.900 --> 00:15:04.060]  因為教會當中都有這個危機
[00:15:04.060 --> 00:15:07.380]  就好像當時的哥倫多教會一樣
[00:15:07.380 --> 00:15:09.220]  哥倫多教會的情況就好像
[00:15:09.220 --> 00:15:13.580]  現代的辦公室政治有相似的情況
[00:15:13.580 --> 00:15:16.820]  當他們的地位受到威脅的時候
[00:15:16.820 --> 00:15:21.820]  他們就會亂的去毀謗人
[00:15:21.820 --> 00:15:23.580]  分擋、分真
[00:15:23.580 --> 00:15:26.620]  而造成教會 造成破壞教會
[00:15:26.620 --> 00:15:29.660]  他們就有這樣的問題
[00:15:29.660 --> 00:15:31.780]  雖然是這樣 我們繼續看經文下去
[00:15:31.780 --> 00:15:34.340]  這裡保羅繼續寫下去的時候
[00:15:34.340 --> 00:15:36.940]  就提供一個治療的方法
[00:15:36.940 --> 00:15:39.940]  這個治療方法我們從第十四節開始看
[00:15:39.940 --> 00:15:41.420]  第十四節這樣說
[00:15:41.420 --> 00:15:45.300]  我寫這話不是叫你羞愧
[00:15:45.300 --> 00:15:47.500]  乃是警戒你們
[00:15:47.500 --> 00:15:51.420]  好像我所親愛的兒女一樣
[00:15:51.420 --> 00:15:54.420]  保羅就用一個親愛
[00:15:54.420 --> 00:15:56.780]  用一個真愛的意思
[00:15:56.780 --> 00:16:00.340]  這個阿加皮的字變出來
[00:16:00.340 --> 00:16:01.980]  是用一個真愛、犧牲的愛
[00:16:01.980 --> 00:16:08.460]  父親兒女之間的這種真愛來廣義的說話
[00:16:08.460 --> 00:16:13.220]  他就提到 他們不是說這些話
[00:16:13.220 --> 00:16:15.580]  不是令他們羞愧、令他們沒面子
[00:16:15.580 --> 00:16:17.020]  而是想警戒他們
[00:16:17.020 --> 00:16:19.820]  想給他們一個警告
[00:16:19.820 --> 00:16:21.980]  千萬不要這樣做
[00:16:21.980 --> 00:16:26.660]  這個是屬靈、父母的身份所血滅他們的
[00:16:26.660 --> 00:16:29.300]  就警戒他們 千萬不要這樣做
[00:16:29.300 --> 00:16:31.220]  在第十五節這樣繼續說下去
[00:16:31.220 --> 00:16:32.900]  保羅就繼續說下去
[00:16:32.900 --> 00:16:35.540]  說你們學基督的
[00:16:35.540 --> 00:16:39.380]  你們這班信徒在學習怎樣去跟從
[00:16:39.380 --> 00:16:41.900]  以耶穌基督為榜樣的
[00:16:41.900 --> 00:16:47.420]  你們周圍有一班師父的數目很多
[00:16:47.420 --> 00:16:52.940]  這些師父就是現在教會裏面的領袖在教師
[00:16:52.940 --> 00:16:55.740]  但是當時的情況、當時的文化
[00:16:55.740 --> 00:17:01.820]  就好像現代的chaplain
[00:17:01.820 --> 00:17:06.100]  那些傭工的僕人在家裏面
[00:17:06.100 --> 00:17:10.020]  好像我們香港的菲律賓
[00:17:10.020 --> 00:17:13.260]  或者印尼的家庭裏面的傭工一樣
[00:17:13.260 --> 00:17:16.980]  他們帶這班的教會、這班的回眾
[00:17:16.980 --> 00:17:20.620]  好像帶我們這些小朋友去上學
[00:17:20.620 --> 00:17:23.260]  有時去照顧他們起居、飲食
[00:17:23.260 --> 00:17:26.540]  有時間中都會 似乎家庭
[00:17:26.540 --> 00:17:28.860]  可能會有教導的工作在當中
[00:17:28.860 --> 00:17:33.740]  這班哥倫多教會的回友當中
[00:17:33.740 --> 00:17:39.460]  他們有很多的師父在帶他們學習更加像基督
[00:17:39.460 --> 00:17:42.340]  但是他們的父親是保羅的子孫
[00:17:42.340 --> 00:17:46.420]  但是你的父親、屬靈的父親是多的
[00:17:46.420 --> 00:17:50.860]  因為這班的屬靈父親就是帶他們順處過
[00:17:50.860 --> 00:17:54.340]  將福音,用福音來生了你們
[00:17:54.340 --> 00:17:57.940]  所以他們的保羅的身份是有很特別的身份
[00:17:57.940 --> 00:18:00.300]  是一個屬靈父母的身份
[00:18:00.300 --> 00:18:03.580]  所以在第16節那裏提到
[00:18:03.580 --> 00:18:07.300]  求你們效法我
[00:18:07.300 --> 00:18:09.620]  效法你們、效法保羅
[00:18:09.620 --> 00:18:11.420]  效法你們的父母
[00:18:11.420 --> 00:18:15.140]  不要就這樣效法你們這班中間的師父
[00:18:15.140 --> 00:18:16.900]  因為你們見到保羅
[00:18:16.900 --> 00:18:19.180]  其實就是見到主耶穌基督
[00:18:19.180 --> 00:18:23.420]  因為保羅是效法主耶穌基督
[00:18:23.420 --> 00:18:29.820]  他是他的使徒,遇見保羅、主耶穌基督的時候
[00:18:29.820 --> 00:18:31.900]  變為他的使徒的身份
[00:18:31.900 --> 00:18:34.340]  叫他、勸他們,你們效法我
[00:18:34.340 --> 00:18:38.660]  所以這裏的屬靈父母的特徵又提到多兩個
[00:18:38.660 --> 00:18:41.460]  剛才在之前就提到
[00:18:41.460 --> 00:18:44.620]  屬靈父母他們原意為基督受苦
[00:18:44.620 --> 00:18:46.860]  這個是他的特徵之一
[00:18:46.860 --> 00:18:48.460]  因為他有個眼睛
[00:18:48.460 --> 00:18:52.980]  定徵於他將來得榮耀的眼光在當中
[00:18:52.980 --> 00:18:57.580]  第二個特徵就是剛才提到第4節那裏
[00:18:57.580 --> 00:18:59.260]  警戒他們
[00:18:59.260 --> 00:19:02.340]  屬靈父母會做出警戒的教導
[00:19:02.340 --> 00:19:05.780]  第三個特質就是見到他們會去
[00:19:05.780 --> 00:19:08.380]  希望他的子女去效法他
[00:19:08.380 --> 00:19:11.100]  所以見到這幾個特徵在當中
[00:19:11.100 --> 00:19:17.980]  因為他們可以從他們當中得到見證
[00:19:17.980 --> 00:19:20.740]  幫助他們這班子女成長
[00:19:20.740 --> 00:19:25.100]  在門徒歷程上成長起來
[00:19:25.100 --> 00:19:26.940]  我們繼續看第17節
[00:19:26.940 --> 00:19:33.100]  於是保羅就打發了提摩泰到他們當中
[00:19:33.100 --> 00:19:35.620]  保羅這樣形容提摩泰
[00:19:35.620 --> 00:19:38.100]  他形容提摩泰為一個忠心的義士
[00:19:38.100 --> 00:19:39.140]  大家記得嗎?
[00:19:39.140 --> 00:19:41.500]  上個星期的主日當中
[00:19:41.500 --> 00:19:48.180]  我們看到神要求他的執事管家
[00:19:48.180 --> 00:19:50.620]  要求就是要忠心
[00:19:50.620 --> 00:19:53.220]  所以這個是名副其實的
[00:19:53.220 --> 00:19:58.980]  在屬靈裏面的一個童工
[00:19:58.980 --> 00:20:00.260]  一個忠心的童工
[00:20:00.260 --> 00:20:04.540]  又是他自己福音上所生的義士
[00:20:04.540 --> 00:20:06.820]  他就派了提摩泰
[00:20:06.820 --> 00:20:09.700]  保羅派了提摩泰來到大家當中
[00:20:09.700 --> 00:20:11.580]  做一個提醒
[00:20:11.580 --> 00:20:16.740]  這個提醒就是屬靈父母的一個特徵
[00:20:16.740 --> 00:20:17.940]  提醒他們甚麼?
[00:20:17.940 --> 00:20:21.940]  提醒他們怎樣可以繼續行事
[00:20:21.940 --> 00:20:26.620]  行這條活出主的真理
[00:20:26.620 --> 00:20:28.140]  好像我們今年的教會主題
[00:20:28.140 --> 00:20:31.020]  怎樣活出主耶穌基督的教導一樣
[00:20:31.020 --> 00:20:33.740]  是將他的教導告訴他
[00:20:33.740 --> 00:20:39.220]  以及教導他知道怎樣活出主耶穌的生命
[00:20:39.220 --> 00:20:41.100]  這個轉變
[00:20:41.100 --> 00:20:46.060]  有些自高自大的人是沒有辦法的
[00:20:46.060 --> 00:20:47.260]  你們有些自高自大
[00:20:47.260 --> 00:20:51.340]  以為我不會來他們當中
[00:20:51.340 --> 00:20:54.660]  但是他們是警告他們
[00:20:54.660 --> 00:20:57.340]  我會來到他們當中親自去教導他們
[00:20:57.340 --> 00:21:02.340]  去警戒他們、去提醒他們
[00:21:02.340 --> 00:21:04.540]  因為如果主願意的話
[00:21:04.540 --> 00:21:06.140]  按照主的時間
[00:21:06.140 --> 00:21:09.540]  保羅就會去他們當中
[00:21:09.540 --> 00:21:11.540]  他們不能夠明白
[00:21:11.540 --> 00:21:18.820]  因為他們經常在靠著自己言語的技巧上
[00:21:18.820 --> 00:21:21.460]  他們當時的文化就是
[00:21:21.460 --> 00:21:25.300]  學習怎樣用他們的口才技巧
[00:21:25.300 --> 00:21:27.700]  去能夠改變人的生活
[00:21:27.700 --> 00:21:28.980]  基督徒的生命
[00:21:28.980 --> 00:21:30.380]  不是的
[00:21:30.380 --> 00:21:33.300]  是藉著主耶穌的權能
[00:21:33.300 --> 00:21:35.420]  不是他們自己的權能
[00:21:35.420 --> 00:21:38.140]  他們反而是因為他們沒有神的權能
[00:21:38.140 --> 00:21:43.140]  他們去所缺欠的事情
[00:21:43.140 --> 00:21:46.460]  因為神的國
[00:21:46.460 --> 00:21:49.940]  不是在乎這些花言巧語的技巧
[00:21:49.940 --> 00:21:55.140]  而是在乎神的權能
[00:21:55.140 --> 00:21:56.780]  是在乎神的權能
[00:21:56.780 --> 00:22:00.340]  這個只是一種改變生命的能力
[00:22:00.340 --> 00:22:02.540]  是改變生命的權能
[00:22:02.540 --> 00:22:06.740]  就是跟他們所講的口才技巧
[00:22:06.740 --> 00:22:09.820]  和他們自己的權能是不同的
[00:22:09.820 --> 00:22:14.740]  所以保羅在這裏給他們一條路去選擇
[00:22:14.740 --> 00:22:16.020]  在44節一開頭
